
[00:00:00.000 --> 00:00:02.700]  今天跟大家 早堂就真的很快了
[00:01:51.300 --> 00:01:52.500]  但是甚麼的愛呢
[00:01:52.500 --> 00:01:53.500]  第二部份呢
[00:01:53.500 --> 00:01:55.900]  那個就是Adephois
[00:01:55.900 --> 00:01:57.300]  Adephois這個字呢
[00:01:57.300 --> 00:01:58.200]  在希臘文呢
[00:01:58.200 --> 00:01:59.500]  是意思是Brother
[00:01:59.500 --> 00:02:01.100]  兄弟呀 兄弟
[00:02:01.100 --> 00:02:03.300]  所以Philadelphia這個教會的意思呢
[00:02:03.300 --> 00:02:06.100]  就是兄弟之間的愛
[00:02:06.100 --> 00:02:07.900]  那就是兄弟可以說是姐妹啦
[00:02:07.900 --> 00:02:09.900]  兄弟可以說是姐妹
[00:02:09.900 --> 00:02:11.300]  但是其實這個呢
[00:02:11.300 --> 00:02:13.200]  在Philadelphia這個地方呢
[00:02:13.200 --> 00:02:15.100]  是有一個歷史的背景的
[00:02:15.100 --> 00:02:16.300]  有一個歷史背景
[00:02:16.300 --> 00:02:17.400]  以致到它呢
[00:02:17.400 --> 00:02:19.700]  是改了這個名叫Philadelphia
[00:02:19.700 --> 00:02:21.100]  那Philadelphia這個地方呢
[00:02:21.100 --> 00:02:22.100]  是有一個特別的
[00:02:22.100 --> 00:02:22.900]  甚麼特別呢
[00:02:22.900 --> 00:02:24.900]  就是它的城市的名字呢
[00:02:24.900 --> 00:02:27.100]  改了一次又一次又一次
[00:02:27.100 --> 00:02:28.700]  比較特別一點的
[00:02:28.700 --> 00:02:30.300]  那所以呢 你會發覺呢
[00:02:30.300 --> 00:02:31.900]  主人蘇和他們說的時候裏面呢
[00:02:31.900 --> 00:02:33.900]  都提及到名字這件事的
[00:02:33.900 --> 00:02:35.100]  好 我們進入到這個
[00:02:35.100 --> 00:02:36.900]  Philadelphia這個教會先
[00:02:36.900 --> 00:02:38.100]  Philadelphia這個教會呢
[00:02:38.100 --> 00:02:41.500]  就是在一個很肥沃的平原的
[00:02:41.500 --> 00:02:43.500]  很盛產這個葡萄
[00:02:43.500 --> 00:02:44.400]  那我在想呢
[00:02:44.400 --> 00:02:45.800]  我不喝葡萄酒的
[00:02:45.800 --> 00:02:47.200]  我想當中有些人呢
[00:02:47.200 --> 00:02:49.800]  可能對葡萄酒都有研究的
[00:02:49.800 --> 00:02:51.800]  其實土耳其
[00:02:51.800 --> 00:02:53.700]  這個Philadelphia這個地方呢
[00:02:53.700 --> 00:02:55.900]  當然現在的名字不是叫做Philadelphia的
[00:02:55.900 --> 00:02:58.000]  他們有一個現代的名稱的
[00:02:58.000 --> 00:03:00.100]  可能呢 還是很盛產葡萄酒
[00:03:00.100 --> 00:03:01.300]  都不一定的
[00:03:01.300 --> 00:03:02.300]  那其實呢
[00:03:02.300 --> 00:03:03.800]  盛產葡萄酒呢
[00:03:03.800 --> 00:03:04.900]  我懷疑而已
[00:03:04.900 --> 00:03:06.700]  這個我純粹懷疑猜測
[00:03:06.700 --> 00:03:07.900]  和那個地方呢
[00:03:07.900 --> 00:03:10.100]  很多地震不知道有沒有關係
[00:03:10.100 --> 00:03:11.800]  為甚麼說和地震有關係呢
[00:03:11.800 --> 00:03:13.600]  因為地震很明顯就是甚麼呀
[00:03:13.600 --> 00:03:16.300]  地震很多那些叫火山的灰
[00:03:16.300 --> 00:03:17.400]  我聽聞呢
[00:03:17.400 --> 00:03:19.200]  爆完火山之後呢
[00:03:19.200 --> 00:03:20.800]  那些地方是很肥沃的
[00:03:20.800 --> 00:03:22.000]  是不是真的
[00:03:22.000 --> 00:03:23.600]  有沒有聽過呀
[00:03:23.600 --> 00:03:24.400]  有 是不是
[00:03:24.400 --> 00:03:25.000]  有
[00:03:25.000 --> 00:03:26.500]  有沒有人聽過呀
[00:03:26.500 --> 00:03:29.200]  那所以這個世界就是這麼奇怪的了
[00:03:29.200 --> 00:03:30.800]  一樣這麼不好的東西
[00:03:30.800 --> 00:03:32.700]  但是呢 它有好的東西
[00:03:32.700 --> 00:03:34.900]  其實Philadelphia這個教會呢
[00:03:34.900 --> 00:03:37.200]  就是亦有這樣的存在的
[00:03:37.200 --> 00:03:38.200]  OK 好
[00:03:38.200 --> 00:03:40.500]  那Philadelphia就是一個很肥沃的地方
[00:03:40.500 --> 00:03:42.200]  那很盛產葡萄的
[00:03:42.200 --> 00:03:44.500]  但是因為很盛產葡萄又怎樣呀
[00:03:44.500 --> 00:03:46.800]  他們是敬拜一個酒神的
[00:03:46.800 --> 00:03:48.000]  酒神呀
[00:03:48.000 --> 00:03:49.600]  就是
[00:03:49.600 --> 00:03:50.800]  是這樣的了 是不是
[00:03:50.800 --> 00:03:52.300]  那裏
[00:03:52.300 --> 00:03:53.400]  甚麼旺呢
[00:03:53.400 --> 00:03:56.200]  那就會很自然又有一個神出現的了
[00:03:56.200 --> 00:03:57.600]  好像我都提過了
[00:03:57.600 --> 00:03:58.300]  在這個
[00:03:58.300 --> 00:04:00.000]  中國人裏面都很多
[00:04:00.000 --> 00:04:01.400]  做竇木的
[00:04:01.400 --> 00:04:02.800]  他又有一個
[00:04:02.800 --> 00:04:04.800]  甚麼老班先師
[00:04:04.800 --> 00:04:06.000]  我記得我小時候
[00:04:06.000 --> 00:04:07.000]  我好記得我記得
[00:04:07.000 --> 00:04:08.300]  我第一天上學
[00:04:08.300 --> 00:04:09.700]  幼稚園
[00:04:09.700 --> 00:04:11.000]  我讀的那間學校呢
[00:04:11.000 --> 00:04:13.500]  在香港的第三街
[00:04:13.500 --> 00:04:15.700]  叫做明英幼稚園
[00:04:15.700 --> 00:04:17.400]  有沒有人在那裏讀過呀
[00:04:17.400 --> 00:04:18.600]  明英幼稚園
[00:04:18.600 --> 00:04:21.400]  我還記得我的老師叫王麗萍
[00:04:21.400 --> 00:04:23.000]  還有一個姓直的
[00:04:23.000 --> 00:04:24.500]  很瘦的姓直的
[00:04:24.500 --> 00:04:26.000]  木字邊做一個直
[00:04:26.000 --> 00:04:27.100]  但是我記得那個姓直
[00:04:27.100 --> 00:04:29.000]  但是那個老師叫王麗萍
[00:04:29.000 --> 00:04:32.100]  我還記得她長大的樣子是怎樣的
[00:04:32.100 --> 00:04:34.200]  我真的很多時候想找回她
[00:04:34.200 --> 00:04:35.600]  那麽就
[00:04:35.600 --> 00:04:37.100]  我記得在那個
[00:04:37.100 --> 00:04:38.600]  明英幼稚園裏面
[00:04:38.600 --> 00:04:40.400]  我小時候就在那裏讀
[00:04:40.400 --> 00:04:42.000]  我第一天上學我還記得
[00:04:42.000 --> 00:04:43.300]  在那堵牆那裏
[00:04:43.300 --> 00:04:45.700]  有一個孔子的相在那裏
[00:04:45.700 --> 00:04:48.700]  那麽我們要到那裏去拜孔子的
[00:04:48.700 --> 00:04:50.700]  為什麽要拜孔子呢
[00:04:50.700 --> 00:04:54.900]  就是說拜孔子讀書聰明對不對
[00:04:54.900 --> 00:04:57.400]  香港那間文武廟有沒有去過
[00:04:57.400 --> 00:04:58.400]  沒有
[00:04:58.400 --> 00:05:00.000]  媽媽沒有帶你去嗎
[00:05:00.000 --> 00:05:02.600]  我媽媽帶我去文武廟的
[00:05:02.600 --> 00:05:03.900]  每年都去幾次
[00:05:03.900 --> 00:05:05.400]  拜個文武廟
[00:05:05.400 --> 00:05:08.100]  讀書是聰明一點的
[00:05:08.100 --> 00:05:10.300]  不過最近我不是
[00:05:10.300 --> 00:05:12.400]  所以你看看這個世界就是這樣
[00:05:12.400 --> 00:05:14.600]  哪一樣東西是特別的呢
[00:05:14.600 --> 00:05:17.100]  就會有人去拜祂的了
[00:05:17.100 --> 00:05:19.400]  在這裏來說就有一個酒神
[00:05:19.400 --> 00:05:22.200]  接著就是交通很發達了
[00:05:22.200 --> 00:05:23.900]  它有一個特產
[00:05:23.900 --> 00:05:27.600]  特產就是盛產葡萄酒
[00:05:27.600 --> 00:05:30.200]  除了葡萄酒我想也有葡萄乾的
[00:05:30.200 --> 00:05:32.500]  可能還有很多葡萄的食物也不止
[00:05:32.500 --> 00:05:34.500]  提子包這類的
[00:05:34.500 --> 00:05:37.600]  但是就算你多好也好
[00:05:37.600 --> 00:05:40.200]  如果你的交通不好
[00:05:40.200 --> 00:05:43.700]  就是說只是能夠在那個地方用的對不對
[00:05:43.700 --> 00:05:45.600]  但是如果交通是發達的時候
[00:05:45.600 --> 00:05:46.700]  那會怎麼樣
[00:05:46.700 --> 00:05:47.500]  哇
[00:05:47.500 --> 00:05:50.700]  肯定它的出產就可以去到世界各地
[00:05:50.700 --> 00:05:52.700]  當時當然是不可以去世界各地
[00:05:52.700 --> 00:05:55.200]  換言之在商業方面來說
[00:05:55.200 --> 00:05:56.400]  它們都是很發達的
[00:05:56.400 --> 00:05:57.800]  甚至這裏稱為什麼
[00:05:57.800 --> 00:06:00.100]  是通往東方的大門
[00:06:00.100 --> 00:06:01.400]  是適合的商業
[00:06:01.400 --> 00:06:03.900]  甚至是銀行的中心
[00:06:03.900 --> 00:06:06.700]  銀行中心當然不是解釋旺角的銀行中心
[00:06:06.700 --> 00:06:08.900]  在旺角那裏也很旺的
[00:06:08.900 --> 00:06:10.100]  所以你要看得到
[00:06:10.100 --> 00:06:14.000]  菲拉鐵飛這個地方其實是一個非常好的地方
[00:06:14.000 --> 00:06:15.200]  但是這個城市
[00:06:15.200 --> 00:06:18.900]  還有它是發展這個希臘的語言和文化
[00:06:18.900 --> 00:06:21.500]  是因為這個原因而被建立的
[00:06:21.500 --> 00:06:24.600]  可惜這個地方有很多的地震
[00:06:24.600 --> 00:06:27.000]  而在主人蘇黎之前的17年
[00:06:27.000 --> 00:06:29.000]  它曾經有一場很大的地震
[00:06:29.000 --> 00:06:30.500]  將它夷為平地
[00:06:30.500 --> 00:06:32.000]  我看回那些參考書
[00:06:32.000 --> 00:06:33.900]  我昨晚再拿一本參考書來看一看
[00:06:33.900 --> 00:06:37.100]  原來不只是菲拉鐵飛這個地方是夷為平地
[00:06:37.100 --> 00:06:40.000]  當時有十幾個城市都夷為平地的
[00:06:40.000 --> 00:06:42.900]  重建之後它就改了一個新名字
[00:06:42.900 --> 00:06:46.500]  所以我說這個地方它是改過幾次名字的
[00:06:46.500 --> 00:06:48.300]  特別的 比較特別一點的
[00:06:48.300 --> 00:06:52.300]  差不多在那幾年裏面每一天都有餘震
[00:06:52.300 --> 00:06:54.100]  我一看到這裏我就想起什麼
[00:06:54.100 --> 00:06:55.300]  你會想起什麼
[00:06:55.300 --> 00:06:57.300]  你想起什麼
[00:06:57.300 --> 00:06:59.300]  什麼國家是這樣的
[00:06:59.300 --> 00:07:02.000]  是的 我就想起日本
[00:07:02.000 --> 00:07:04.700]  我讀到這裏我就想起日本
[00:07:04.700 --> 00:07:07.700]  但是不知道是不是因為經常震的緣故
[00:07:07.700 --> 00:07:08.900]  日本都挺厲害的
[00:07:08.900 --> 00:07:10.100]  是不是
[00:07:10.100 --> 00:07:12.100]  日本都挺厲害的
[00:07:12.100 --> 00:07:14.100]  我講一件事給大家聽
[00:07:14.100 --> 00:07:15.100]  講一講就想起
[00:07:15.100 --> 00:07:17.100]  有一個牌子的衣服
[00:07:17.100 --> 00:07:19.100]  我不應該講出來
[00:07:19.100 --> 00:07:20.600]  U字頭的
[00:07:20.600 --> 00:07:21.600]  你懂的就想一想
[00:07:21.600 --> 00:07:23.600]  U字頭的牌子
[00:07:23.600 --> 00:07:25.100]  不是名牌
[00:07:25.100 --> 00:07:27.100]  但是都很多人買的
[00:07:27.100 --> 00:07:29.600]  這個牌子的衣服居然是怎樣的呢
[00:07:29.600 --> 00:07:32.600]  我又認識一個做名牌衣服的人
[00:07:32.600 --> 00:07:34.600]  他都去這個U字牌的
[00:07:34.600 --> 00:07:38.600]  牌子的店鋪買衣服
[00:07:38.600 --> 00:07:40.100]  我當然好奇
[00:07:40.100 --> 00:07:45.100]  如果你自己是做名牌漂亮的衣服的
[00:07:45.100 --> 00:07:46.100]  你為什麼還要買衣服呢
[00:07:46.100 --> 00:07:48.100]  現在那個都不是名牌
[00:07:48.100 --> 00:07:49.600]  你為什麼要買呢
[00:07:49.600 --> 00:07:52.100]  這個弟兄姊妹就跟我說
[00:07:52.100 --> 00:07:56.100]  因為這個U字牌的牌子是日本的
[00:07:56.100 --> 00:07:59.100]  他說他們從去買那些沙
[00:07:59.100 --> 00:08:00.600]  我不知道什麼意思
[00:08:00.600 --> 00:08:03.100]  不是沙灘那些沙
[00:08:03.100 --> 00:08:05.100]  棉沙那些沙
[00:08:05.100 --> 00:08:07.100]  沙廠那些沙
[00:08:07.100 --> 00:08:10.600]  到他去找人去做那些布
[00:08:10.600 --> 00:08:12.600]  到他去做那些衣服
[00:08:12.600 --> 00:08:15.600]  甚至他盡量減低他的價錢
[00:08:15.600 --> 00:08:18.100]  很多不需要的東西他不會用的
[00:08:18.100 --> 00:08:19.600]  他講一個例子給我聽
[00:08:19.600 --> 00:08:21.600]  我都要去check check那間店鋪
[00:08:21.600 --> 00:08:22.600]  我早幾天才去過
[00:08:22.600 --> 00:08:23.600]  不過我沒有買東西
[00:08:23.600 --> 00:08:25.600]  他說他們不用膠袋的
[00:08:25.600 --> 00:08:27.600]  意思是省得就省
[00:08:27.600 --> 00:08:29.600]  以致到他能夠減低成本
[00:08:29.600 --> 00:08:32.600]  他賣出來的衣服不會很貴
[00:08:32.600 --> 00:08:34.600]  不會很貴
[00:08:34.600 --> 00:08:38.600]  所以我發覺這個牌子是一個日本的牌子
[00:08:38.600 --> 00:08:40.600]  居然是漂亮到
[00:08:40.600 --> 00:08:42.100]  那個弟兄姊妹跟我說
[00:08:42.100 --> 00:08:43.100]  她說我去
[00:08:43.100 --> 00:08:44.100]  她是專業的
[00:08:44.100 --> 00:08:47.100]  她說我去專挑某一種的沙
[00:08:47.100 --> 00:08:49.100]  我都會買的
[00:08:49.100 --> 00:08:50.600]  所以是很成功的
[00:08:50.600 --> 00:08:52.100]  為什麼我會說日本呢
[00:08:52.100 --> 00:08:54.100]  因為日本這個地方是很小的
[00:08:54.100 --> 00:08:55.600]  比較上來講
[00:08:55.600 --> 00:08:58.600]  但是它的地理環境
[00:08:58.600 --> 00:09:00.600]  當然我們知道有很多
[00:09:00.600 --> 00:09:02.600]  他們經常都有火山
[00:09:02.600 --> 00:09:04.600]  也有鎮
[00:09:04.600 --> 00:09:05.600]  甚至最近報紙說
[00:09:05.600 --> 00:09:08.600]  是一個日本的地震專家
[00:09:08.600 --> 00:09:10.600]  他自己說
[00:09:10.600 --> 00:09:12.600]  可能在100年之內
[00:09:12.600 --> 00:09:14.600]  100年有很長的時間
[00:09:14.600 --> 00:09:16.600]  但是他說得很誇張
[00:09:16.600 --> 00:09:18.600]  他說100年之內
[00:09:18.600 --> 00:09:20.600]  日本會有一個大的地震
[00:09:20.600 --> 00:09:22.600]  95%的人口會死
[00:09:22.600 --> 00:09:24.600]  很恐怖
[00:09:24.600 --> 00:09:26.600]  不知道是不是這樣的原因
[00:09:26.600 --> 00:09:30.600]  令到他們的民族很有鬥志
[00:09:30.600 --> 00:09:31.600]  很認真
[00:09:31.600 --> 00:09:33.600]  這句話我真的聽到
[00:09:33.600 --> 00:09:35.600]  很認真去做事的他們
[00:09:35.600 --> 00:09:37.600]  所以有時候這個世界就是這樣的
[00:09:37.600 --> 00:09:39.600]  你不要以為自己
[00:09:39.600 --> 00:09:41.600]  可能牧師你講什麼
[00:09:41.600 --> 00:09:43.600]  講一個講日本的
[00:09:43.600 --> 00:09:44.600]  我想講的是什麼
[00:09:44.600 --> 00:09:45.600]  我告訴大家
[00:09:45.600 --> 00:09:47.600]  有時候如果我和你
[00:09:47.600 --> 00:09:48.600]  是有一些缺陷
[00:09:48.600 --> 00:09:49.600]  或者我和你
[00:09:49.600 --> 00:09:50.600]  是有一些問題
[00:09:50.600 --> 00:09:51.600]  有一些瑕疵
[00:09:51.600 --> 00:09:52.600]  甚至是有患病
[00:09:52.600 --> 00:09:54.600]  甚至是有各樣的瑕疵
[00:09:54.600 --> 00:09:56.600]  或者我們比較
[00:09:56.600 --> 00:09:57.600]  我說的是我
[00:09:57.600 --> 00:09:58.600]  是低一點的
[00:09:58.600 --> 00:10:00.600]  大家明白什麼叫低一點嗎
[00:10:00.600 --> 00:10:01.600]  是矮的
[00:10:01.600 --> 00:10:02.600]  是這裡低一點
[00:10:02.600 --> 00:10:04.600]  不要以為這些一定一定
[00:10:04.600 --> 00:10:05.600]  是一個遺憾
[00:10:05.600 --> 00:10:08.600]  真的
[00:10:08.600 --> 00:10:10.600]  不要以為這些一定一定是一個遺憾
[00:10:10.600 --> 00:10:11.600]  我繼續講
[00:10:11.600 --> 00:10:12.600]  小小先講
[00:10:12.600 --> 00:10:14.600]  我今早看了一部電影的一部份
[00:10:14.600 --> 00:10:16.600]  真的要和大家分享
[00:10:16.600 --> 00:10:18.600]  這部電影的一部份
[00:10:18.600 --> 00:10:19.600]  我今早起床
[00:10:19.600 --> 00:10:20.600]  晚了起床
[00:10:20.600 --> 00:10:22.600]  今早六點多才起床
[00:10:22.600 --> 00:10:23.600]  我平常會五點多
[00:10:23.600 --> 00:10:24.600]  沒有新聞看
[00:10:24.600 --> 00:10:26.600]  無線又沒有亞視
[00:10:26.600 --> 00:10:28.600]  連NOW TV都在打球
[00:10:28.600 --> 00:10:30.600]  我最不喜歡星期天早上起床
[00:10:30.600 --> 00:10:32.600]  NOW TV沒有新聞看
[00:10:32.600 --> 00:10:33.600]  是在踢球的
[00:10:33.600 --> 00:10:34.600]  最近都不知道在做什麼
[00:10:34.600 --> 00:10:35.600]  整天踢球
[00:10:35.600 --> 00:10:37.600]  整天踢球
[00:10:37.600 --> 00:10:38.600]  有沒有人看
[00:10:38.600 --> 00:10:39.600]  有沒有人看
[00:10:39.600 --> 00:10:40.600]  沒有人看
[00:10:40.600 --> 00:10:41.600]  不用怕
[00:10:41.600 --> 00:10:43.600]  我都看了幾分鐘
[00:10:43.600 --> 00:10:44.600]  我不喜歡看
[00:10:44.600 --> 00:10:45.600]  沒有人回家看
[00:10:45.600 --> 00:10:47.600]  於是我就轉去139台
[00:10:47.600 --> 00:10:49.600]  有沒有人有139台NOW TV的
[00:10:49.600 --> 00:10:50.600]  有沒有
[00:10:50.600 --> 00:10:52.600]  什麼都沒有
[00:10:52.600 --> 00:10:53.600]  139台
[00:10:53.600 --> 00:10:54.600]  就是做戲的
[00:10:54.600 --> 00:10:55.600]  做戲的
[00:10:55.600 --> 00:10:57.600]  有很多戲不要看
[00:10:57.600 --> 00:10:58.600]  今早播出
[00:10:58.600 --> 00:10:59.600]  我覺得非常好看
[00:10:59.600 --> 00:11:00.600]  我看了一小段
[00:11:00.600 --> 00:11:01.600]  真的看了一小段
[00:11:01.600 --> 00:11:02.600]  十分鐘左右
[00:11:02.600 --> 00:11:04.600]  但我有很大很大的得著
[00:11:04.600 --> 00:11:05.600]  好
[00:11:05.600 --> 00:11:06.600]  我繼續說這裡
[00:11:06.600 --> 00:11:07.600]  和這個有關係
[00:11:07.600 --> 00:11:13.600]  居民多數搬到城外空曠的地方居住
[00:11:13.600 --> 00:11:14.600]  大家都知道
[00:11:14.600 --> 00:11:16.600]  地震的時候應該怎樣
[00:11:16.600 --> 00:11:17.600]  走出去大街
[00:11:17.600 --> 00:11:18.600]  是不是
[00:11:18.600 --> 00:11:21.600]  早幾天師母在Discovery Channel又說
[00:11:21.600 --> 00:11:22.600]  地震的時候
[00:11:22.600 --> 00:11:24.600]  就算什麼都想了
[00:11:24.600 --> 00:11:25.600]  應該怎樣做
[00:11:25.600 --> 00:11:27.600]  很有趣的知識
[00:11:27.600 --> 00:11:28.600]  我也有看
[00:11:28.600 --> 00:11:34.600]  其名則是因為在主耶穌之前的150年的王而起
[00:11:34.600 --> 00:11:36.600]  他們的兄弟非常有愛
[00:11:36.600 --> 00:11:39.600]  故此這個名就叫做弟兄相愛
[00:11:39.600 --> 00:11:41.600]  所以Philadelphia就是弟兄相愛
[00:11:41.600 --> 00:11:44.600]  是由Phileo和Athos兩個字加起來
[00:11:44.600 --> 00:11:45.600]  弟兄相愛
[00:11:45.600 --> 00:11:47.600]  當時發生了什麼事
[00:11:47.600 --> 00:11:49.600]  原來當時那個皇帝
[00:11:49.600 --> 00:11:51.600]  哥哥是皇帝
[00:11:51.600 --> 00:11:53.600]  可能他出征也說不定
[00:11:53.600 --> 00:11:56.600]  我沒有看到詳細他做什麼事
[00:11:56.600 --> 00:11:59.600]  總之他不在Philadelphia這個地方
[00:11:59.600 --> 00:12:00.600]  他不是這個地方
[00:12:00.600 --> 00:12:01.600]  他出了去外的
[00:12:01.600 --> 00:12:04.600]  相傳說他被人刺殺了
[00:12:04.600 --> 00:12:06.600]  assassinated
[00:12:06.600 --> 00:12:08.600]  被人謀殺了
[00:12:08.600 --> 00:12:09.600]  死了
[00:12:09.600 --> 00:12:11.600]  一個國家不可以沒有皇帝
[00:12:11.600 --> 00:12:14.600]  一個國家不能夠一日無君
[00:12:14.600 --> 00:12:16.600]  沒有一個人去領導
[00:12:16.600 --> 00:12:20.600]  所以那些人就擁一個弟弟來做皇帝
[00:12:20.600 --> 00:12:21.600]  合情合理
[00:12:21.600 --> 00:12:23.600]  大哥是皇帝過世了
[00:12:23.600 --> 00:12:24.600]  被人刺殺了
[00:12:24.600 --> 00:12:25.600]  謀殺了
[00:12:25.600 --> 00:12:27.600]  那個弟弟就做皇帝
[00:12:27.600 --> 00:12:29.600]  誰知道後來那個大哥怎麼樣
[00:12:29.600 --> 00:12:31.600]  回來了
[00:12:31.600 --> 00:12:33.600]  回來了
[00:12:33.600 --> 00:12:34.600]  原來他沒有
[00:12:34.600 --> 00:12:36.600]  你知道當時當然又沒有手機
[00:12:36.600 --> 00:12:37.600]  又沒有Fax
[00:12:37.600 --> 00:12:39.600]  又沒有電腦
[00:12:39.600 --> 00:12:41.600]  傳說他死了
[00:12:41.600 --> 00:12:43.600]  有段時間才傳說他還沒死
[00:12:43.600 --> 00:12:45.600]  就算傳說他還沒死
[00:12:45.600 --> 00:12:47.600]  也有段時間他才回來
[00:12:47.600 --> 00:12:49.600]  於是這個弟弟就做皇帝
[00:12:49.600 --> 00:12:51.600]  但是當大哥一回來的時候
[00:12:51.600 --> 00:12:53.600]  這個弟弟怎麼樣
[00:12:53.600 --> 00:12:55.600]  雙手還給他皇位
[00:12:55.600 --> 00:12:57.600]  很難得的
[00:12:57.600 --> 00:13:00.600]  一般的輿論是謀朝篡位
[00:13:00.600 --> 00:13:01.600]  對不對
[00:13:01.600 --> 00:13:03.600]  但是他不是
[00:13:03.600 --> 00:13:05.600]  雙手還給他皇位
[00:13:05.600 --> 00:13:07.600]  所以這樣的緣故
[00:13:07.600 --> 00:13:09.600]  這個地方就出了名
[00:13:09.600 --> 00:13:11.600]  就叫做飛拉鐵飛
[00:13:11.600 --> 00:13:14.600]  原來有這樣的歷史背景在這裡
[00:13:14.600 --> 00:13:17.600]  真的值得我們去效法
[00:13:17.600 --> 00:13:18.600]  我們去謝敬
[00:13:18.600 --> 00:13:20.600]  今天很多很多
[00:13:20.600 --> 00:13:22.600]  不要說朋友
[00:13:22.600 --> 00:13:24.600]  兄弟都因財失義
[00:13:24.600 --> 00:13:25.600]  對不對
[00:13:25.600 --> 00:13:27.600]  報紙經常賣的
[00:13:27.600 --> 00:13:29.600]  所以有錢不一定是一個祝福
[00:13:29.600 --> 00:13:31.600]  真的不容易
[00:13:31.600 --> 00:13:36.600]  有錢的子女又孝順又真真彼此相愛
[00:13:36.600 --> 00:13:38.600]  實在是一件不容易的事
[00:13:38.600 --> 00:13:39.600]  好了
[00:13:39.600 --> 00:13:40.600]  我們繼續
[00:13:40.600 --> 00:13:42.600]  這個城有兩次改個新名
[00:13:42.600 --> 00:13:44.600]  皆是因為紀念兩位大恩大德的賢君
[00:13:44.600 --> 00:13:46.600]  以上的歷史背景
[00:13:46.600 --> 00:13:48.600]  和我們了解這段經文其實有關係
[00:13:48.600 --> 00:13:50.600]  遲些我們進入到經文的解經的時候
[00:13:50.600 --> 00:13:52.600]  大家會看得到
[00:13:52.600 --> 00:13:54.600]  這個飛拉鐵飛的教會
[00:13:54.600 --> 00:13:56.600]  看上去有七個教會
[00:13:56.600 --> 00:13:58.600]  和這個善美娜的教會
[00:13:58.600 --> 00:14:02.600]  都是同樣被主耶穌去稱讚和鼓勵他們
