
[00:00:00.000 --> 00:00:06.000]  各位網友平安,很想在復活節期間向你問安
[00:02:57.000 --> 00:02:59.000]  他看不到出路
[00:02:59.000 --> 00:03:01.000]  一條出路都沒有
[00:03:01.000 --> 00:03:05.000]  所以他覺得他的人生已經好像玩完了
[00:03:05.000 --> 00:03:08.000]  我還有什麼方法可以救自己呢
[00:03:08.000 --> 00:03:13.000]  各位爲什麼復活節會用蛋來做代表呢
[00:03:13.000 --> 00:03:15.000]  有復活蛋
[00:03:15.000 --> 00:03:18.000]  好像捕出雞一樣
[00:03:18.000 --> 00:03:20.000]  因爲原來復活節
[00:03:20.000 --> 00:03:24.000]  應該是帶給我們有盼望的節期
[00:03:24.000 --> 00:03:26.000]  因爲當耶穌
[00:03:26.000 --> 00:03:29.000]  他是第一個從水裏面復活的
[00:03:29.000 --> 00:03:32.000]  他戰勝了三樣東西
[00:03:32.000 --> 00:03:33.000]  第一
[00:03:33.000 --> 00:03:35.000]  耶穌從水裏面復活
[00:03:35.000 --> 00:03:38.000]  他是戰勝了死亡
[00:03:38.000 --> 00:03:39.000]  第二
[00:03:39.000 --> 00:03:42.000]  他是戰勝了罪惡
[00:03:42.000 --> 00:03:44.000]  因爲人人都有罪
[00:03:44.000 --> 00:03:49.000]  但耶穌卻救我們脫離罪惡的捆綁
[00:03:49.000 --> 00:03:51.000]  第三
[00:03:51.000 --> 00:03:54.000]  耶穌是戰勝了撒旦
[00:03:54.000 --> 00:03:58.000]  因爲撒旦就是要捆綁人類
[00:03:58.000 --> 00:04:02.000]  用各種方法將我們拖入罪惡裏面
[00:04:02.000 --> 00:04:07.000]  因此耶穌是叫我們得釋放得自由
[00:04:07.000 --> 00:04:13.000]  所以復活節是帶給我們一個莫大的盼望
[00:04:13.000 --> 00:04:18.000]  因爲耶穌將永恆的生命賜給我們
[00:04:18.000 --> 00:04:20.000]  我都記得有一次
[00:04:20.000 --> 00:04:22.000]  有一位太太
[00:04:22.000 --> 00:04:25.000]  她年紀已經很大
[00:04:25.000 --> 00:04:28.000]  她知道自己很快離開世界
[00:04:28.000 --> 00:04:32.000]  但那次她約我特別去到她家
[00:04:32.000 --> 00:04:34.000]  她說:牧師今天我請你來
[00:04:34.000 --> 00:04:37.000]  我很想和你一起編排一下
[00:04:37.000 --> 00:04:40.000]  我安息禮拜的程序
[00:04:40.000 --> 00:04:43.000]  當時我也不知道說什麼好
[00:04:43.000 --> 00:04:45.000]  我說:不用那麼急
[00:04:45.000 --> 00:04:46.000]  慢慢等
[00:04:46.000 --> 00:04:47.000]  她說:不是
[00:04:47.000 --> 00:04:49.000]  我想趁我現在還精神
[00:04:49.000 --> 00:04:53.000]  我決定了我安息禮拜要唱什麼歌
[00:04:53.000 --> 00:04:57.000]  我請哪些人幫我唱歌
[00:04:57.000 --> 00:05:00.000]  我想讀哪幾段經文
[00:05:00.000 --> 00:05:06.000]  我很被這位姊妹的精神鼓勵了我
[00:05:06.000 --> 00:05:09.000]  原來她一點都不害怕
[00:05:09.000 --> 00:05:12.000]  她還去安排程序
[00:05:12.000 --> 00:05:15.000]  看看找誰幫她讀聖經
[00:05:15.000 --> 00:05:17.000]  請哪幾位親友
[00:05:17.000 --> 00:05:20.000]  教會的弟兄姊妹去追溯她的生命
[00:05:20.000 --> 00:05:23.000]  她說:因爲這些人最熟悉我
[00:05:23.000 --> 00:05:28.000]  他們會幫我講我的人生是一個怎樣的人生
[00:05:28.000 --> 00:05:31.000]  還有我聽過一個牧師介紹
[00:05:31.000 --> 00:05:33.000]  她說有一位姊妹
[00:05:33.000 --> 00:05:36.000]  在她的遺囑裏面她吩咐
[00:05:36.000 --> 00:05:39.000]  她說將她放入棺材裏面
[00:05:39.000 --> 00:05:41.000]  她的手要伸出來的
[00:05:41.000 --> 00:05:43.000]  而且她的手裏面
[00:05:43.000 --> 00:05:48.000]  要拿着一隻喫甜品用的叉
[00:05:48.000 --> 00:05:50.000]  如果大家喫西餐
[00:05:50.000 --> 00:05:56.000]  你就知道在西餐裏面很重視的就是甜品
[00:05:56.000 --> 00:05:59.000]  最後那裏當然是甜品
[00:05:59.000 --> 00:06:01.000]  原來這位姊妹
[00:06:01.000 --> 00:06:04.000]  她是很會做甜品的
[00:06:04.000 --> 00:06:06.000]  全教會的人都知道
[00:06:06.000 --> 00:06:08.000]  去她家裏喫飯
[00:06:08.000 --> 00:06:10.000]  她就會做一些很特色
[00:06:10.000 --> 00:06:12.000]  很漂亮的甜品出來
[00:06:12.000 --> 00:06:15.000]  所以當她離開世界的時候
[00:06:15.000 --> 00:06:17.000]  她就跟她的牧師說
[00:06:17.000 --> 00:06:23.000]  我的手要伸出來拿着一隻喫甜品用的叉
[00:06:23.000 --> 00:06:24.000]  她說爲什麼呢?
[00:06:24.000 --> 00:06:27.000]  因爲我回到天上
[00:06:27.000 --> 00:06:33.000]  最漂亮那裏的甜品就在天上等着我
[00:06:33.000 --> 00:06:36.000]  我回去天家
[00:06:36.000 --> 00:06:40.000]  是享受天上的榮美
[00:06:40.000 --> 00:06:42.000]  天上那份的榮耀
[00:06:42.000 --> 00:06:48.000]  跟主耶穌一起是很得無比
[00:06:48.000 --> 00:06:53.000]  我都很被這個分享激勵了我
[00:06:53.000 --> 00:06:57.000]  原來有很多人是很期盼去天家的
[00:06:57.000 --> 00:07:01.000]  因爲在天家是一個很美好
[00:07:01.000 --> 00:07:04.000]  很得無比的地方
[00:07:04.000 --> 00:07:07.000]  所以對於基督徒來說
[00:07:07.000 --> 00:07:09.000]  我們對死亡真的一點都不怕
[00:07:09.000 --> 00:07:12.000]  所以我們可以對死亡說
[00:07:12.000 --> 00:07:14.000]  死亡我比你長命
[00:07:14.000 --> 00:07:16.000]  因爲我完全不怕你
[00:07:16.000 --> 00:07:18.000]  今天想送給大家的
[00:07:18.000 --> 00:07:24.000]  就是哥倫多前書15章第58節
[00:07:24.000 --> 00:07:27.000]  保羅他說感謝神
[00:07:27.000 --> 00:07:31.000]  因爲我們藉着我們的耶穌基督
[00:07:31.000 --> 00:07:34.000]  我們是得勝
[00:07:34.000 --> 00:07:38.000]  死亡你得勝的權勢在哪裏
[00:07:38.000 --> 00:07:40.000]  死亡你的毒鉤在哪裏
[00:07:40.000 --> 00:07:42.000]  我完全都不怕
[00:07:42.000 --> 00:07:46.000]  因爲我靠的就是靠耶穌基督
[00:07:46.000 --> 00:07:48.000]  我會得勝
[00:07:48.000 --> 00:07:51.000]  雖然耶穌被釘在十字架上
[00:07:51.000 --> 00:07:54.000]  他流出他的寶血
[00:07:54.000 --> 00:07:56.000]  可以洗淨我們的罪
[00:07:56.000 --> 00:07:59.000]  但最重要的就是他被埋葬
[00:07:59.000 --> 00:08:01.000]  埋葬了三天之後
[00:08:01.000 --> 00:08:05.000]  他是從墳墓裏面復活
[00:08:05.000 --> 00:08:08.000]  所有的人都找不到他的屍體
[00:08:08.000 --> 00:08:10.000]  因爲他已經不見了
[00:08:10.000 --> 00:08:12.000]  他不是回到天上
[00:08:12.000 --> 00:08:17.000]  他是用40天向他的門徒
[00:08:17.000 --> 00:08:19.000]  向很多人顯現
[00:08:19.000 --> 00:08:21.000]  所以有很多人證明
[00:08:21.000 --> 00:08:27.000]  證明耶穌的確確實實從死裏面復活
[00:08:27.000 --> 00:08:30.000]  所以對於我們信耶穌的人來說
[00:08:30.000 --> 00:08:33.000]  復活節是一個很重要的節期
[00:08:33.000 --> 00:08:37.000]  因爲我們宣告耶穌基督怎麼得勝
[00:08:37.000 --> 00:08:39.000]  我們這羣跟着祂的人
[00:08:39.000 --> 00:08:41.000]  我們這羣信祂的人
[00:08:41.000 --> 00:08:46.000]  我們同樣可以靠耶穌得勝
[00:08:46.000 --> 00:08:48.000]  所以各位親愛的網友
[00:08:48.000 --> 00:08:52.000]  我想鼓勵你在受苦節和復活節期間
[00:08:52.000 --> 00:08:54.000]  你聽一下耶穌的故事
[00:08:54.000 --> 00:08:57.000]  你瞭解一下耶穌的生病
[00:08:57.000 --> 00:09:01.000]  讓耶穌那份帶給人的活潑的盼望
[00:09:01.000 --> 00:09:04.000]  同樣進入你的生命裏面
[00:09:04.000 --> 00:09:08.000]  信耶穌就得着永恆
[00:09:08.000 --> 00:09:12.000]  不怕死亡的生命
[00:09:12.000 --> 00:09:15.000]  當我們不怕死亡的時候
[00:09:15.000 --> 00:09:17.000]  很多東西我們都不恐懼
[00:09:17.000 --> 00:09:22.000]  因爲耶穌將一個活潑的盼望賜給我們
[00:09:22.000 --> 00:09:24.000]  所以我祝福你
[00:09:24.000 --> 00:09:26.000]  希望今年的復活節
[00:09:26.000 --> 00:09:29.000]  對你來說是不一樣的復活節
[00:09:29.000 --> 00:09:34.000]  因爲耶穌的盼望在你的心裏面
[00:09:34.000 --> 00:09:36.000]  願天父賜福給你
