
[00:00:00.000 --> 00:00:01.440]  主耶稣真的會再來嗎
[00:08:18.120 --> 00:08:26.480]  大概很多人知道的就是說 將來我們到天上去做什麼 在那邊唱詩歌 有沒有 大概都是這樣子 所以師班很多人去參加
[00:08:29.680 --> 00:08:35.920]  請問當我們離開這個世界之後 對我們基督徒來講
[00:08:35.920 --> 00:08:40.320]  我們的盼望是什麼 主耶穌再來 跟我們有什麼關係嗎
[00:08:40.320 --> 00:08:45.080]  好了 第一個 在
[00:08:45.080 --> 00:08:49.080]  這個啟示錄 這段時間裡面
[00:08:49.080 --> 00:08:56.720]  我們沒有時間仔細的全部的念 但請注意這段時間裡面 啟示錄第二十章十一節
[00:08:57.400 --> 00:09:01.360]  到十五節這段機會裡面 講到有一個白色的大寶座
[00:09:01.360 --> 00:09:05.040]  當那個新天新地
[00:09:05.040 --> 00:09:12.640]  來臨的時候 主耶穌基督就由天而降 然後呢 有一個白色大寶座的
[00:09:12.640 --> 00:09:19.920]  這一個審判 這個審判是針對所有那些不相信耶穌的人
[00:09:19.920 --> 00:09:26.160]  換句話說 這裡說 如果有人他的名字沒有在生命冊上
[00:09:28.320 --> 00:09:29.520]  最後他的結局是什麼
[00:09:29.520 --> 00:09:34.240]  他就被扔在火壺裡
[00:09:34.240 --> 00:09:41.320]  所以我們現在剛才問的問題 可能需要再一次的用這個角度來問
[00:09:41.320 --> 00:09:46.280]  你知道你的名字記在生命冊上嗎
[00:09:46.280 --> 00:09:50.080]  記得嗎 知道嗎
[00:09:52.640 --> 00:09:57.720]  記在林良堂的會有名冊上 不代表你可以記在生命冊上
[00:09:57.720 --> 00:10:05.920]  拿到林良堂給你的 葛穆斯親自簽名的授席證書也不代表怎麼樣
[00:10:05.920 --> 00:10:12.560]  你就在生命冊上 當然我們是盡我們所能 希望make sure你清清楚楚
[00:10:12.560 --> 00:10:17.840]  但是 這是你自己關乎永恆的事情 一定要清楚
[00:10:19.480 --> 00:10:25.760]  什麼樣子的人 如果你清楚知道你的名字記在生命冊上
[00:10:25.760 --> 00:10:34.720]  主耶穌再來的時候 有一個白色大寶座的審判 那時候所有不信的人都要都在地獄火壺裡面
[00:10:34.720 --> 00:10:39.160]  那信的人呢 信的人呢 我們這些信的人呢
[00:10:39.160 --> 00:10:46.280]  記在生命冊上的 就要進入神的國 amen 好了 所以這個是
[00:10:47.920 --> 00:10:51.040]  這裡告訴我們的 那麼另外
[00:10:51.040 --> 00:10:54.880]  對我們基督徒來講
[00:10:54.880 --> 00:11:02.460]  還有一件事情 這是我們平常在教會裡面比較少提到 我記得有一次我在講到
[00:11:02.460 --> 00:11:08.760]  以福所書的時候 好幾年前曾經講過身體德俗 我不知道大家還記不記得
[00:11:08.760 --> 00:11:14.320]  我們起來看看這段生計號 羅馬書第八章二十三節 我們起來讀 預備 請
[00:11:14.840 --> 00:11:21.200]  不但如此 就是我們這有聖靈出結果子的 也是自己心裡嘆息
[00:11:21.200 --> 00:11:24.520]  等候得著兒子的名分
[00:11:24.520 --> 00:11:32.960]  羅馬書第八章在講到苦難 講到這個
[00:11:32.960 --> 00:11:39.040]  很多的這些的 什麼患難 逼迫等等這些
[00:11:39.960 --> 00:11:46.400]  阿誰能贏 怎麼樣 是我們與基督的愛
[00:11:46.400 --> 00:11:54.720]  與基督的愛隔絕了 後面說什麼 難道是患難嗎 是困苦嗎
[00:11:54.720 --> 00:12:00.400]  是逼迫嗎 是飢餓嗎 是刺身入體嗎 是
[00:12:00.400 --> 00:12:06.520]  這首歌就在講的 這羅馬書講的說
[00:12:07.200 --> 00:12:10.920]  你看人生當中有許許多多的患難 逼迫
[00:12:10.920 --> 00:12:17.120]  困苦 刺身入體等等的這些人生的苦難 簡單就是苦難
[00:12:17.120 --> 00:12:20.680]  人生十之八九都是怎麼樣
[00:12:20.680 --> 00:12:27.360]  都是歷經梁啟超說的 是不是 佛家也說人生如
[00:12:27.360 --> 00:12:29.480]  苦海
[00:12:31.800 --> 00:12:38.920]  現在劉子妹 是不是基督徒 我們生在這個世界 我們就平平安安 順順利利 是不是
[00:12:38.920 --> 00:12:46.680]  是不是信了耶穌之後 從此無災無病 是不是 不是
[00:12:46.680 --> 00:12:54.320]  但是現在劉子妹 這個世界有苦難 主耶穌說 但是你要不記得一件事情
[00:12:54.320 --> 00:12:58.480]  因為你們放心 我已經勝過這個世界
[00:13:00.360 --> 00:13:03.320]  所以耶穌說 你們在他的裡面有平安
[00:13:03.320 --> 00:13:07.560]  現在劉子妹 所以這個世界的苦難
[00:13:07.560 --> 00:13:13.480]  許許多多的苦難 基督徒你我也會面臨這個苦難 但是你
[00:13:13.480 --> 00:13:20.480]  這個我們跟這些不信主的人有一個不一樣就是說 我們知道這些苦難
[00:13:20.480 --> 00:13:25.600]  不是終點 這個苦難要帶來的一個結果是什麼
[00:13:27.040 --> 00:13:31.000]  有一天我們要看見我們的身體要得贖
[00:13:31.000 --> 00:13:39.080]  這個意思就是說 雖然我們在地上 我們也會生病 可能有一天我們也會插管
[00:13:39.080 --> 00:13:46.120]  有一天我們也跟那些其他的人一樣 我們躺在病床上面一點辦法都沒有
[00:13:46.120 --> 00:13:49.680]  但是現在劉子妹記得一件事情
[00:13:51.520 --> 00:13:58.520]  聖經上應許說 當主耶穌再來的時候 所有死去的活人當中全部都要起來
[00:13:58.520 --> 00:14:00.920]  死去的人要復活起來
[00:14:00.920 --> 00:14:03.480]  那我們這些信徒呢
[00:14:03.480 --> 00:14:12.160]  我們這些信靠他的人 就要以嶄新的身體 那個靈性的身體 不朽壞的身體 榮耀的身體
[00:14:12.160 --> 00:14:14.520]  能夠進入神的國度 amen
[00:14:17.720 --> 00:14:22.960]  那個就是聖經上所說的 那個叫做身體得贖 完全的
[00:14:22.960 --> 00:14:31.920]  那個靈 我們的靈跟這個復活的這個身 好像給我們穿上一個全新的一個身體 結合在一起進入神的國
[00:14:31.920 --> 00:14:44.240]  那順便提一下 那我們死了以後 我們到了去
[00:14:47.720 --> 00:15:02.320]  好 這個在神學上面來講 這叫做居間之境
[00:15:02.320 --> 00:15:09.560]  就是在居間之境 所以你看事實上我們的靈
[00:15:13.560 --> 00:15:18.920]  我們死了以後 我們會等候在一個居間之境
[00:15:18.920 --> 00:15:26.680]  這個居間之境有這個信的人所等候的地方 也有不信的人所等候的地方
[00:15:26.680 --> 00:15:35.240]  但是當主耶穌再來的時候 所有的都要復活起來 就是從這裡復活起來
[00:15:36.160 --> 00:15:44.480]  然後與靈 與我們的靈魂結合起來 以嶄新的全人進入神的國度裡面去
[00:15:44.480 --> 00:15:50.320]  親愛的兄弟們 所以我常常在追思禮拜的時候
[00:15:50.320 --> 00:15:59.000]  安慰 也可以說是這個勉勵那些家屬
[00:15:59.000 --> 00:16:06.080]  你不要看見今天躺在這個棺木裡面的 好像是沒有生氣 沒有血色
[00:16:07.120 --> 00:16:11.920]  甚至跟你想像的是在病床上面 全身都插著管的那一個父親或那一個母親
[00:16:11.920 --> 00:16:18.400]  不是的 你要看見的是 它那個身體是死的
[00:16:18.400 --> 00:16:25.840]  但是將來有一個復活的身體 是要給它一個嶄新的 榮耀的 不朽壞的身體
[00:16:25.840 --> 00:16:31.240]  你花多少錢去那邊拉皮
[00:16:33.560 --> 00:16:36.680]  去那邊怎麼樣子把這個青春痘把它弄掉
[00:16:36.680 --> 00:16:41.040]  天空怎麼樣
[00:16:41.040 --> 00:16:47.600]  感謝讚美主 我們有一個盼望 有一天都不用拉皮了 哈來路亞
[00:16:47.600 --> 00:16:54.560]  有一天我們整個的要一個完全那個皮膚好的不得了啊
[00:16:54.560 --> 00:17:00.880]  那個大什麼 那個叫什麼 什麼料
[00:17:04.280 --> 00:17:07.280]  打那個東西啊 只是能夠存在一下子了
[00:17:07.280 --> 00:17:12.640]  對不對 哎呀 神有一天要給我們一個嶄新的身體 哈來路亞
[00:17:12.640 --> 00:17:14.720]  阿門
[00:17:14.720 --> 00:17:18.640]  那個是永遠的 那不是短暫的
[00:17:18.640 --> 00:17:26.000]  今天你所有一切的這個這個化妝 今天所有一切的這些都是短暫的 但是將來才是永恆的 阿門
[00:17:29.200 --> 00:17:36.960]  所以我女兒有時候會說 爹地啊 你的這個臉要不要去把它按摩一下
[00:17:36.960 --> 00:17:39.880]  其實啊
[00:17:39.880 --> 00:17:47.920]  我從 我也記不得幾歲 我從年輕的時候 神讓我看開了
[00:17:47.920 --> 00:17:53.800]  以前我很看不開啊 每天看著鏡子 我就在對著鏡子愁啊
[00:17:54.760 --> 00:17:59.960]  哎呀 越看越愁 為什麼呢 就開始臉上那個慢慢變成籠包了
[00:17:59.960 --> 00:18:09.120]  然後就對著鏡子就在那邊抓 騎啊 愣啊 愣愣就怎麼樣 愈多啊 本來是白面書生
[00:18:09.120 --> 00:18:13.400]  哎呀 變成是這個月球表面
[00:18:13.400 --> 00:18:23.080]  哎呀 那個過程呢 我跟你講很痛苦的 我現在講起來很好 好像是笑笑的講 但是那個過程很痛苦的
[00:18:24.520 --> 00:18:27.480]  你能體會嗎 你當然不能體會你的皮膚這麼好
[00:18:27.480 --> 00:18:37.840]  可是當我自己突破了 我看見 神讓我看見 這些都是短暫的
[00:18:37.840 --> 00:18:49.320]  我已經do my best 我不是說從此之後就很邋遢了 隨便都不管他 不是 我已經盡我所能了 但是當我自己被神光照我 讓我看見之後 我自己突破了
[00:18:49.960 --> 00:18:55.640]  哈雷路亞 別人怎麼看我 I don't care
[00:18:55.640 --> 00:18:58.640]  切丟之妹
[00:18:58.640 --> 00:19:07.480]  最重要的是你心靈的美麗啊 I mean 你生命的美麗 勝過你外在的美麗
[00:19:07.480 --> 00:19:12.160]  美容是虛浮的 這一切都會過去的
[00:19:12.160 --> 00:19:18.360]  切丟之妹 可是我們很多時候我們很看重的是目前的短暫的
[00:19:18.760 --> 00:19:24.040]  我們對於永恆的東西 我們覺得那個夠不著 那太遠了 他切丟之妹
[00:19:24.040 --> 00:19:26.840]  請問
[00:19:26.840 --> 00:19:38.400]  將來要到那邊去 不管是去那邊或去哪邊 請問是年輕人比較快還是老年人比較快
[00:19:38.400 --> 00:19:44.600]  不一定對不對 答案是不一定對不對
[00:19:47.480 --> 00:19:52.200]  所以你不要以為說我還年輕 所以那個跟我很遙遠 不會
[00:19:52.200 --> 00:19:58.760]  你到歐洲去看教堂 你會發現有一些的小棺材 有沒有
[00:19:58.760 --> 00:20:02.720]  那些小王子小王女
[00:20:02.720 --> 00:20:13.080]  小小的可能甚至卑鄙就走了 切丟之妹 黃泉路上不分老少
[00:20:15.200 --> 00:20:24.400]  中國人講 所以不要因著這些外在的東西 使得我們受到影響
[00:20:24.400 --> 00:20:32.360]  當我們看見這一切的苦難 這一切的這些東西都是短暫的 有一天神要給我們那個榮耀的身體
[00:20:32.360 --> 00:20:38.400]  將來那個保羅講的說 將來那個他說身體雖然漸漸衰殘對不對
[00:20:41.240 --> 00:20:45.400]  可是內心卻怎麼樣 一天心事一天
[00:20:45.400 --> 00:20:56.560]  保羅想到說的自戰自清的苦楚 是跟什麼來做對比呢 給將來那極重無比的榮耀
[00:20:56.560 --> 00:21:02.080]  你要看見的是將來那個極重無比的榮耀
[00:21:03.760 --> 00:21:14.680]  如果你看不到那個 你就會看到的就是這個又重又大的這些的苦難
[00:21:14.680 --> 00:21:18.080]  所以對我們基督徒來講
[00:21:18.080 --> 00:21:27.640]  結束基督再來 代表一件事情就是榮耀的日子來臨
[00:21:27.960 --> 00:21:34.000]  我們要與主一同在神的國度裡面 我們要以嶄新的復活的身體進入神的國度
[00:21:34.000 --> 00:21:41.040]  那時候我們就要跟主永遠的同在 好不好
[00:21:41.040 --> 00:21:46.360]  跟你所愛的人在一起好嗎
[00:21:46.360 --> 00:21:52.680]  你太太或者先生在旁邊的 跟他說跟你在一起真好
[00:21:56.720 --> 00:21:59.240]  雖然說的有點勉強 還是要說
[00:21:59.240 --> 00:22:07.240]  你會發現一個男生在追女孩子的時候
[00:22:07.240 --> 00:22:15.760]  哇 他喜歡的時候 那真的追的是像什麼似的 對不對 什麼都可以做得出來
[00:22:15.760 --> 00:22:19.120]  但是很奇怪
[00:22:19.120 --> 00:22:23.760]  我們愛一個人可以如此
[00:22:25.320 --> 00:22:29.240]  但是今天有多少基督徒說要愛主的 有沒有
[00:22:29.240 --> 00:22:34.440]  我們在這裡 有沒有 你說過愛主嗎 你說你要愛主的 有沒有 有沒有
[00:22:34.440 --> 00:22:41.360]  有嗎 應該都有吧 我順你們每一個人都有說過對不對 那請問你什麼叫愛主
[00:22:41.360 --> 00:22:48.800]  什麼叫愛主 每次聚會的時候 你都坐得遠遠的 坐在那邊 這叫愛主嗎
[00:22:51.800 --> 00:22:58.520]  請問你你很喜歡那個女孩子 你想盡辦法是怎麼樣 離他遠遠的 不會吧
[00:22:58.520 --> 00:23:09.000]  哎呀 借故找個機會來 怎麼樣 總要找個機會 找個時間怎麼樣 就跟他坐在一起 或者跟他怎麼樣 聊幾句 是不是
[00:23:09.000 --> 00:23:19.960]  親愛的各位 當我們說我們愛主的時候 凡是一個愛主的人 他一定可慕主的再來
[00:23:20.800 --> 00:23:25.680]  我們從小跟
[00:23:25.680 --> 00:23:32.480]  我們女兒們講說 你們將來要找的對象條件 number one 是什麼
[00:23:32.480 --> 00:23:39.160]  愛主 還不是單單要信主 還要愛主
[00:23:39.160 --> 00:23:42.760]  所以他們都把他老爸當作model
[00:23:50.840 --> 00:23:52.960]  愛主 是不是 並不應該
[00:23:52.960 --> 00:24:00.000]  世界上說 若有人不愛主 這人可驟可阻
[00:24:00.000 --> 00:24:05.680]  講這句話有點很好像 哎呀 這句話怎麼這麼刺耳
[00:24:05.680 --> 00:24:13.120]  但是這是真正的體會主愛 也愛主的人才會講出這樣子的話來
[00:24:13.120 --> 00:24:18.280]  主這麼愛我們 我們怎能不愛他呢
[00:24:19.680 --> 00:24:21.680]  所以聖餐在紀念主
[00:24:21.680 --> 00:24:30.620]  你知道嗎 聖經上告訴我們說 保祿在講到聖餐的時候 哥林多前說 他說你們要如此紀念我 只等怎麼樣
[00:24:30.620 --> 00:24:36.080]  只等他來 只等到主耶穌再來
[00:24:36.080 --> 00:24:46.040]  換句話說 歷世歷代的聖徒在那個地方守聖餐的時候 其中有一個很重要的 有關時間的就是說
[00:24:46.400 --> 00:24:55.040]  有一天我們要到天上去跟主一同作息 我們要把耶穌說什麼 一同喝新的
[00:24:55.040 --> 00:25:00.360]  我不知道那個新到底是怎麼樣一回事
[00:25:00.360 --> 00:25:05.120]  這是一個只能夠說這是一個奧秘
[00:25:05.120 --> 00:25:12.880]  可是我相信當耶穌說你們將來到神的國裡面要跟我一起喝新的
[00:25:13.960 --> 00:25:17.840]  那絕對是跟我們現在在這裡的時候大大不一樣 為什麼
[00:25:17.840 --> 00:25:23.640]  單單有主永遠的同在 就是一個大大的不一樣
[00:25:23.640 --> 00:25:29.200]  丟正妹講到主的同在 你有沒有體會過主的同在
[00:25:29.200 --> 00:25:34.520]  如果你有體會過主的同在
[00:25:34.520 --> 00:25:41.040]  你真巴不得常常要有主的同在 是嗎
[00:25:43.320 --> 00:25:47.040]  丟正妹我坦白告訴你 在北美的教會
[00:25:47.040 --> 00:25:58.400]  我不知道多久沒有經歷過 我曾經經歷過那種主同在的那種甘甜
[00:25:58.400 --> 00:26:05.720]  丟正妹你經歷過之後你就會覺得 哎呀
[00:26:05.720 --> 00:26:10.000]  那個沒有什麼可以跟他相比
[00:26:11.520 --> 00:26:16.040]  丟正妹所以每一次當我們在這裡聚會 知道你不要把它take for granted
[00:26:16.040 --> 00:26:23.280]  你不要覺得說這是別人的事情 這是金瓣團的事情 現在丟正妹你知道嗎 當我們聚在一起在地上我們就能夠
[00:26:23.280 --> 00:26:25.440]  嘗到天恩的滋味
[00:26:25.440 --> 00:26:34.720]  我們在地上的敬拜就能夠嘗到天上的那個滋味的時候 我告訴你 你跟我說你想要到天上去我才相信你
[00:26:34.720 --> 00:26:38.240]  如果你都沒有嘗過那個滋味
[00:26:39.120 --> 00:26:41.920]  當然這個滋味跟那個將來的滋味是不能夠比的 對不對
[00:26:41.920 --> 00:26:49.040]  可是我不是講我們教會 有一些聚會
[00:26:49.040 --> 00:26:57.880]  你去了之後 你去了一次 你就說我再也不要去 有沒有 有沒有這種教會 有沒有這種聚會 有
[00:26:57.880 --> 00:27:06.040]  所以敬拜也很重要 不是只有講道 有些敬拜
[00:27:07.800 --> 00:27:12.120]  哎呀 那真是看時間啊
[00:27:12.120 --> 00:27:20.680]  趕快結束啊 有沒有 有沒有參加過這種敬拜 感謝在美族 你們都沒有 林良堂不會有這種敬拜
[00:27:20.680 --> 00:27:24.960]  哈拉維亞
[00:27:24.960 --> 00:27:28.160]  丟正妹 真的
[00:27:28.160 --> 00:27:32.680]  我們要主的同在 每一次當我們聚集在一起的時候
[00:27:33.560 --> 00:27:40.040]  因著我們在這個地方同心合意的一起敬拜他 他說他就要與我們同在
[00:27:40.040 --> 00:27:47.600]  有沒有 而當主再來的時候 那時候我們就要跟這位愛我們的主永遠的在一起
[00:27:47.600 --> 00:27:51.240]  這就是為什麼我們要渴望主的再來
[00:27:51.240 --> 00:27:58.840]  一個愛主的人必定要渴望主的再來 約翰在最後的書信的結束的時候 他說什麼
[00:28:00.080 --> 00:28:03.560]  主啊 願你快來 是不是
[00:28:03.560 --> 00:28:06.560]  最後
[00:28:06.560 --> 00:28:11.960]  這些是我們常常提到的
[00:28:11.960 --> 00:28:18.960]  為什麼今天很多基督徒的沒有盼望 對將來沒有盼望 對主再來的沒有沒有什麼感興趣 為什麼
[00:28:18.960 --> 00:28:25.520]  因為我們覺得反正愛主不愛主 走了之後怎麼樣
[00:28:28.600 --> 00:28:32.640]  都到天國去 對不對 那到底天國做什麼
[00:28:32.640 --> 00:28:37.520]  所以很多人漠視觀是片面的
[00:28:37.520 --> 00:28:41.600]  坦白說 有時候在追思禮拜
[00:28:41.600 --> 00:28:47.360]  我們可能聽到的 因為都是哥公社的宋德 有沒有
[00:28:47.360 --> 00:28:51.760]  假設一個人根本不愛主
[00:28:51.760 --> 00:28:57.600]  我說實在的 我沒有辦法說出來說
[00:28:58.880 --> 00:29:05.000]  感謝在美主我們的弟兄 哇 他現在坐在天父寶座的右邊 你懂我意思嗎
[00:29:05.000 --> 00:29:08.320]  為什麼 誰可以坐在天父寶座的右邊
[00:29:08.320 --> 00:29:11.360]  耶穌
[00:29:11.360 --> 00:29:18.800]  陳教國門書LT都畢業的 告訴我 誰可以坐在
[00:29:18.800 --> 00:29:21.880]  得勝者
[00:29:23.160 --> 00:29:28.920]  得勝者 不是你信了耶穌你就自動就坐上飛機
[00:29:28.920 --> 00:29:33.480]  飛碟就上了天堂去 然後就坐在耶穌寶座右邊 不是的
[00:29:33.480 --> 00:29:41.880]  保羅說我們要與他一同掌權 一同做王 保羅在講這些東西的時候 他不是指著一般的任何的弟兄姐妹
[00:29:41.880 --> 00:29:49.160]  是指的一些得勝者 洗屍路七個教會裡面都有一批的人叫做得勝者 叫做Victor
[00:29:49.160 --> 00:29:51.880]  我們這邊有沒有人的名字叫Victor
[00:29:53.400 --> 00:29:58.080]  有沒有 應該有吧 Victor是什麼意思啊
[00:29:58.080 --> 00:30:00.080]  得勝者
[00:30:00.080 --> 00:30:08.160]  親愛的五姊妹啊 可能你爸爸幫你取名字叫Victor這個意思就是什麼 要你做得勝者啊 親愛的五姊妹
[00:30:08.160 --> 00:30:14.800]  我們有這樣子的可不 我們將來要到主那邊的時候
[00:30:14.800 --> 00:30:23.080]  主的給我們基督徒也有也有審判的 審判不是只有對不信的人 基督徒也要審判的
[00:30:23.360 --> 00:30:29.320]  因為聖經上這裡告訴我們說 他說我們怎麼樣 你看看哥林多後書保羅說的 他說
[00:30:29.320 --> 00:30:36.360]  我們叫個人按著本本身所行的 或善或惡受報 看到沒有
[00:30:36.360 --> 00:30:44.800]  或善或惡受報 你說這個是針對基督徒嗎 那惡是什麼意思呢 善是什麼意思呢
[00:30:44.800 --> 00:30:50.240]  善惡的標準就是主的話
[00:30:52.240 --> 00:30:54.560]  不要以為惡就是不信的人
[00:30:54.560 --> 00:31:00.320]  記不記得那五千兩 兩千兩 一千兩的例子 記不記得
[00:31:00.320 --> 00:31:10.080]  五千兩 兩千兩的 他們各賺了五千兩千 主稱他們叫做什麼 又良善又忠心的僕人 是不是
[00:31:10.080 --> 00:31:17.480]  那麼那一千兩的呢 主怎麼稱呼他 又惡 看到沒有
[00:31:19.400 --> 00:31:23.440]  所以這個惡就表明你不聽上帝的話就是惡
[00:31:23.440 --> 00:31:34.480]  所以基督徒會不會是惡人 告訴我 會不會 跟你朋友說不要做惡人
[00:31:34.480 --> 00:31:45.760]  所以說凡知道行善而不去行 這就是他的罪了 那個善是什麼
[00:31:47.480 --> 00:31:51.720]  那個善就是主的話 主的話就是標準
