
[00:00:00.000 --> 00:00:03.320]  今日的經文是我們記載了在
[00:01:24.260 --> 00:01:27.260]  因為那裡遊水多,多人出入
[00:01:27.260 --> 00:01:32.360]  於是他去求州祭,去黑石的時候
[00:01:32.360 --> 00:01:35.360]  是一個很理想的地方
[00:01:35.360 --> 00:01:37.660]  然後有哪些人,剛才提過
[00:01:37.660 --> 00:01:39.460]  有使徒彼得和約翰
[00:01:39.460 --> 00:01:42.060]  有這位四十多歲,四十多年
[00:01:42.060 --> 00:01:45.260]  由出生到現在都是瘸腿的人
[00:01:45.260 --> 00:01:49.260]  和一群在這裡看熱鬧的一群百姓
[00:01:49.260 --> 00:01:50.960]  發生了什麼事呢?
[00:01:50.960 --> 00:01:52.960]  其實很簡單的四個字
[00:01:52.960 --> 00:01:56.560]  一個很日常,平常到不得了的一個相遇
[00:01:56.560 --> 00:01:57.760]  好像去街市買菜
[00:01:57.760 --> 00:02:00.960]  就在街上遇到求州祭的人
[00:02:00.960 --> 00:02:05.960]  然後使徒就按著神的能力
[00:02:05.960 --> 00:02:08.960]  為這個人帶來一個醫治
[00:02:08.960 --> 00:02:11.960]  而究竟這段聖經放在這裡有什麼原因
[00:02:11.960 --> 00:02:16.460]  我嘗試用我的理解去做少少的總結
[00:02:16.460 --> 00:02:19.960]  就是說他們透過這件事去見證耶穌
[00:02:19.960 --> 00:02:22.460]  而這個見證不單只是用口說
[00:02:22.460 --> 00:02:24.960]  而且是一個行動的福音
[00:02:24.960 --> 00:02:29.460]  而也是解答了我今天信息的一個問題
[00:02:29.460 --> 00:02:31.960]  在四章七節,猶太人問這群門徒
[00:02:31.960 --> 00:02:35.960]  你們用什麼能力奉誰的名做這件事呢?
[00:02:35.960 --> 00:02:37.960]  就在這十節的聖經
[00:02:37.960 --> 00:02:40.460]  我們嘗試去看看怎麼樣這件事發生
[00:02:40.460 --> 00:02:42.460]  我們看到有三個能力
[00:02:42.460 --> 00:02:46.960]  我們可以見到使徒他們在當中這件事發生
[00:02:46.960 --> 00:02:50.460]  第一個能力是一個聖靈同在的能力
[00:02:50.460 --> 00:02:52.960]  當我們去看這個能力的時候
[00:02:52.960 --> 00:02:56.960]  我們更加要看使徒行傳前文後理
[00:02:56.960 --> 00:03:00.460]  在第三章之前之後的一些經文
[00:03:00.460 --> 00:03:03.960]  第二章四節說他們被聖靈充滿
[00:03:03.960 --> 00:03:07.460]  按著聖靈所賜的口才說起別國的話來
[00:03:07.460 --> 00:03:09.960]  然後到二章的三十八節
[00:03:09.960 --> 00:03:13.960]  彼得說你們各人要悔改奉耶穌基督的名受洗
[00:03:13.960 --> 00:03:18.460]  叫你們的聚德社就必領受所賜的聖靈
[00:03:18.460 --> 00:03:20.460]  然後就下到第三章
[00:03:20.460 --> 00:03:22.460]  然後到第四章的時候
[00:03:22.460 --> 00:03:26.460]  他就說哪時彼得被聖靈充滿
[00:03:26.460 --> 00:03:28.460]  四章三十一節當他們禱告完畢
[00:03:28.460 --> 00:03:30.460]  他們就被聖靈充滿
[00:03:30.460 --> 00:03:33.460]  然後放膽講論神的道
[00:03:33.460 --> 00:03:36.460]  所以在整個第三章這件事發生的周圍
[00:03:36.460 --> 00:03:40.460]  前前後後就包圍著一班的信徒
[00:03:40.460 --> 00:03:43.960]  他們多次的聖靈囂觀和充滿的經歷
[00:03:43.960 --> 00:03:46.960]  而且帶來彼得三次的講道
[00:03:46.960 --> 00:03:50.960]  聖經裏面講第一次第二章有三千人決志信主
[00:03:50.960 --> 00:03:54.460]  第四章有五千人決志信主一個大修葛
[00:03:54.460 --> 00:03:55.960]  非常之精彩
[00:03:55.960 --> 00:03:56.960]  當我們看使徒行傳
[00:03:56.960 --> 00:03:59.960]  我們很多時候就會被這些事情去吸引
[00:03:59.960 --> 00:04:02.960]  但是我們就見到神好奇妙
[00:04:02.960 --> 00:04:06.460]  他就在中間第三章就放回一段時間
[00:04:06.460 --> 00:04:09.460]  聖經記載彼得和約翰
[00:04:09.460 --> 00:04:12.960]  聖經沒有記載他們因著這麼大的豐收
[00:04:12.960 --> 00:04:14.960]  這麼大的神的復興
[00:04:14.960 --> 00:04:19.460]  他們於是就忙於在教會裏面建立不同的籌委會
[00:04:19.460 --> 00:04:21.460]  於是就開不同的會
[00:04:21.460 --> 00:04:24.460]  然後商量下任何的牧養策略
[00:04:24.460 --> 00:04:25.960]  建立一些不同的事工
[00:04:25.960 --> 00:04:29.460]  再看看有什麼好的地方去建堂
[00:04:29.460 --> 00:04:31.960]  聖經反而在第三章裏面
[00:04:31.960 --> 00:04:35.460]  告訴我們一個聖靈充滿的人
[00:04:35.460 --> 00:04:38.460]  他們繼續去做他們日常去親近神
[00:04:38.460 --> 00:04:41.460]  上聖殿去祈禱
[00:04:41.460 --> 00:04:46.460]  聖靈充滿的人他們仍然很渴望去經歷神
[00:04:46.460 --> 00:04:47.460]  去經歷聖靈
[00:04:47.460 --> 00:04:48.460]  帶來一樣東西
[00:04:48.460 --> 00:04:50.460]  一個聖靈建造的生命
[00:04:50.460 --> 00:04:52.460]  我們當我們被聖靈而生
[00:04:52.460 --> 00:04:53.460]  我們重生
[00:04:53.460 --> 00:04:56.460]  我們經歷決次相信主的時候
[00:04:56.460 --> 00:04:59.460]  我們進而我們追求去被聖靈充滿
[00:04:59.460 --> 00:05:01.460]  但是其實聖靈充滿的經歷
[00:05:01.460 --> 00:05:03.460]  可以很精彩很豐富
[00:05:03.460 --> 00:05:04.460]  在我們生命的外顯
[00:05:04.460 --> 00:05:06.960]  或者帶來很多的果效
[00:05:06.960 --> 00:05:08.460]  但是神也提醒我們
[00:05:08.460 --> 00:05:11.460]  不要忘記我們內在
[00:05:11.460 --> 00:05:13.460]  那個聖靈所結的果子
[00:05:13.460 --> 00:05:15.460]  同樣的重要
[00:05:15.460 --> 00:05:18.460]  我們只是願意當我們被聖靈囂觀
[00:05:18.460 --> 00:05:19.460]  不是將我們充滿
[00:05:19.460 --> 00:05:22.460]  不是將我們帶到屬靈的高峰
[00:05:22.460 --> 00:05:23.460]  很多的經歷
[00:05:23.460 --> 00:05:24.460]  很大的修葛
[00:05:24.460 --> 00:05:27.460]  但是願意我們只不過是一個入門
[00:05:27.460 --> 00:05:28.460]  我們一個開始
[00:05:28.460 --> 00:05:30.460]  我們願意再一次
[00:05:30.460 --> 00:05:32.460]  我們打開我們信徒生命
[00:05:32.460 --> 00:05:36.460]  我們願意被聖靈去建造
[00:05:36.460 --> 00:05:39.460]  而也是建造我們的內在生命
[00:05:39.460 --> 00:05:40.460]  我們能夠變得
[00:05:40.460 --> 00:05:43.460]  凡是我們對神好對人好
[00:05:43.460 --> 00:05:45.460]  我們的人會變得更加的謙卑
[00:05:45.460 --> 00:05:48.460]  我們更加的坦誠去開放自己承認
[00:05:48.460 --> 00:05:49.460]  我們自己的限制
[00:05:49.460 --> 00:05:50.460]  我們自己的軟弱
[00:05:50.460 --> 00:05:52.460]  然後我們願意
[00:05:52.460 --> 00:05:54.460]  神在我們當中的生命裡面工作
[00:05:54.460 --> 00:05:57.460]  我們能夠更加的倚靠神
[00:05:57.460 --> 00:05:59.460]  是一個個人和神的關係
[00:05:59.460 --> 00:06:02.460]  一個靈明的修為的建立
[00:06:02.460 --> 00:06:03.460]  在這裡我們看到
[00:06:03.460 --> 00:06:05.460]  聖靈充滿的彼得和約翰
[00:06:05.460 --> 00:06:07.460]  他們二人同行
[00:06:07.460 --> 00:06:09.460]  他們不是說
[00:06:09.460 --> 00:06:11.460]  跟著他們各人分開
[00:06:11.460 --> 00:06:12.460]  自己做自己的事
[00:06:12.460 --> 00:06:14.460]  而他們一起同行的
[00:06:14.460 --> 00:06:15.460]  沒有其他事做
[00:06:15.460 --> 00:06:18.460]  只是單一心一意的
[00:06:18.460 --> 00:06:19.460]  上去聖殿
[00:06:19.460 --> 00:06:20.460]  去親近耶和華
[00:06:20.460 --> 00:06:22.460]  代表著他們對人對神
[00:06:22.460 --> 00:06:23.460]  有一個謙卑的心
[00:06:23.460 --> 00:06:27.460]  他們願意同心合意的為主作供
[00:06:27.460 --> 00:06:29.460]  舊約阿摩斯書有一段經文
[00:06:29.460 --> 00:06:30.460]  很吸引到我的
[00:06:30.460 --> 00:06:31.460]  我看回就是
[00:06:31.460 --> 00:06:34.460]  二人若不同心豈能同行呢
[00:06:34.460 --> 00:06:36.460]  今天看一看旁邊那個
[00:06:36.460 --> 00:06:37.460]  跟你一起來的那個
[00:06:37.460 --> 00:06:40.460]  二人若不同心豈能同行呢
[00:06:40.460 --> 00:06:43.460]  Amen
[00:06:43.460 --> 00:06:44.460]  彼得跟著
[00:06:44.460 --> 00:06:47.460]  和看到這個生來瘸腿的人
[00:06:47.460 --> 00:06:49.460]  他就跟他說
[00:06:49.460 --> 00:06:51.460]  四個字很簡單
[00:06:51.460 --> 00:06:52.460]  你看我們
[00:06:52.460 --> 00:06:54.460]  剛才你們胡謀
[00:06:54.460 --> 00:06:55.460]  你看我們
[00:06:55.460 --> 00:06:57.460]  其實一個簡單到不簡單
[00:06:57.460 --> 00:06:58.460]  日常的活動
[00:06:58.460 --> 00:07:00.460]  好像去街市買菜那樣
[00:07:00.460 --> 00:07:02.460]  就遇見到這個人
[00:07:02.460 --> 00:07:04.460]  偶然的相遇
[00:07:04.460 --> 00:07:06.460]  但是帶出了
[00:07:06.460 --> 00:07:07.460]  聖靈充滿
[00:07:07.460 --> 00:07:09.460]  滿有聖靈的彼得約翰
[00:07:09.460 --> 00:07:12.460]  他們願意打開自己的生命
[00:07:12.460 --> 00:07:13.460]  其實你看我們
[00:07:13.460 --> 00:07:15.460]  很簡單四個字
[00:07:15.460 --> 00:07:16.460]  就好像我跟你說
[00:07:16.460 --> 00:07:17.460]  你看看我
[00:07:17.460 --> 00:07:18.460]  但是代表著一樣東西
[00:07:18.460 --> 00:07:20.460]  你願不願意給你身邊的人
[00:07:20.460 --> 00:07:21.460]  特別是那些未信的人
[00:07:21.460 --> 00:07:24.460]  去檢視你的生命
[00:07:24.460 --> 00:07:26.460]  人家看到我們的生命的時候
[00:07:26.460 --> 00:07:27.460]  他見不見到耶穌
[00:07:27.460 --> 00:07:28.460]  在我們的生命裡面
[00:07:28.460 --> 00:07:29.460]  見不見到聖靈
[00:07:29.460 --> 00:07:33.460]  去充滿我們的生命
[00:07:33.460 --> 00:07:35.460]  以弗所書四章一節這樣說
[00:07:35.460 --> 00:07:36.460]  他說既然蒙召
[00:07:36.460 --> 00:07:38.460]  我們行事為人
[00:07:38.460 --> 00:07:41.460]  就當與蒙召的恩相稱
[00:07:41.460 --> 00:07:43.460]  我們有信心去說
[00:07:43.460 --> 00:07:45.460]  你看我們的時候
[00:07:45.460 --> 00:07:47.460]  我們願意走出
[00:07:47.460 --> 00:07:49.460]  耶穌基督的樣式
[00:07:49.460 --> 00:07:50.460]  其實基督徒和世人
[00:07:50.460 --> 00:07:52.460]  有什麼分別呢
[00:07:52.460 --> 00:07:54.460]  我希望大家不會回答我
[00:07:54.460 --> 00:07:55.460]  基督徒就是做好人
[00:07:55.460 --> 00:07:57.460]  做多點善事
[00:07:57.460 --> 00:07:59.460]  不僅如此
[00:07:59.460 --> 00:08:01.460]  基督徒要成為一個屬靈人
[00:08:01.460 --> 00:08:03.460]  屬靈人要明白
[00:08:03.460 --> 00:08:07.460]  神的是神的國的事情
[00:08:07.460 --> 00:08:09.460]  我們的行事為人
[00:08:09.460 --> 00:08:10.460]  當我們完了崇拜
[00:08:10.460 --> 00:08:12.460]  我們出去街上
[00:08:12.460 --> 00:08:14.460]  回到家裡的時候
[00:08:14.460 --> 00:08:15.460]  我們願不願意
[00:08:15.460 --> 00:08:17.460]  讓我們的行事為人
[00:08:17.460 --> 00:08:19.460]  我們讓別人看得到
[00:08:19.460 --> 00:08:20.460]  而看到我們的人
[00:08:20.460 --> 00:08:22.460]  他們願意去認識耶穌
[00:08:22.460 --> 00:08:24.460]  渴慕耶穌
[00:08:24.460 --> 00:08:25.460]  他們看見耶穌
[00:08:25.460 --> 00:08:28.460]  在我們的生命裡面
[00:08:28.460 --> 00:08:30.460]  然後彼得再跟
[00:08:30.460 --> 00:08:31.460]  這個瘸腿的人說
[00:08:31.460 --> 00:08:33.460]  他說金銀我都沒有
[00:08:33.460 --> 00:08:36.460]  只把我所有的給你
[00:08:36.460 --> 00:08:38.460]  這個說話很特別
[00:08:38.460 --> 00:08:39.460]  我相信彼得也是一個
[00:08:39.460 --> 00:08:41.460]  很熟悉舊約的人
[00:08:41.460 --> 00:08:42.460]  我都想起舊約哈蓋書
[00:08:42.460 --> 00:08:43.460]  有一句說話
[00:08:43.460 --> 00:08:44.460]  二章八字
[00:08:44.460 --> 00:08:45.460]  萬鈞的耶和華說
[00:08:45.460 --> 00:08:46.460]  銀子是我的
[00:08:46.460 --> 00:08:50.460]  金子也是我的
[00:08:50.460 --> 00:08:52.460]  有聖靈充滿的經驗
[00:08:52.460 --> 00:08:53.460]  其實同在的彼得
[00:08:53.460 --> 00:08:54.460]  他明白了
[00:08:54.460 --> 00:08:56.460]  他已經勝過這個世界
[00:08:56.460 --> 00:08:57.460]  因為我相信
[00:08:57.460 --> 00:08:59.460]  在初期教會成立的時間
[00:08:59.460 --> 00:09:00.460]  第二章結尾那裡
[00:09:00.460 --> 00:09:02.460]  他說他們幾千個信徒
[00:09:02.460 --> 00:09:04.460]  彼此交接
[00:09:04.460 --> 00:09:05.460]  繁脈共用
[00:09:05.460 --> 00:09:07.460]  就算多窮都好
[00:09:07.460 --> 00:09:09.460]  冷泉都有三斤釘
[00:09:09.460 --> 00:09:10.460]  我相信他們大家
[00:09:10.460 --> 00:09:11.460]  繁脈共用
[00:09:11.460 --> 00:09:12.460]  彼此周濟的時候
[00:09:12.460 --> 00:09:13.460]  彼得出去街上
[00:09:13.460 --> 00:09:14.460]  都不會告訴別人
[00:09:14.460 --> 00:09:15.460]  他這麼瘸腿
[00:09:15.460 --> 00:09:16.460]  我什麼都沒有
[00:09:16.460 --> 00:09:17.460]  金也沒有銀也沒有
[00:09:17.460 --> 00:09:18.460]  兩個袋子打出來
[00:09:18.460 --> 00:09:20.460]  穿了洞
[00:09:20.460 --> 00:09:22.460]  可以重要的重點
[00:09:22.460 --> 00:09:24.460]  是後面那句
[00:09:24.460 --> 00:09:26.460]  其實他已經勝過世界
[00:09:26.460 --> 00:09:28.460]  他知道金銀物質
[00:09:28.460 --> 00:09:29.460]  不是不重要
[00:09:29.460 --> 00:09:30.460]  但是他知道
[00:09:30.460 --> 00:09:31.460]  他的生命已經是
[00:09:31.460 --> 00:09:32.460]  一個更重要的東西
[00:09:32.460 --> 00:09:33.460]  在他的生命裡面
[00:09:33.460 --> 00:09:34.460]  他也知道
[00:09:34.460 --> 00:09:35.460]  這個生來瘸腿的人
[00:09:35.460 --> 00:09:36.460]  你再給一個小時
[00:09:36.460 --> 00:09:38.460]  兩個小時去周濟他
[00:09:38.460 --> 00:09:40.460]  幫不到他什麼
[00:09:40.460 --> 00:09:42.460]  唯有靠著耶穌基督的名字
[00:09:42.460 --> 00:09:43.460]  聖靈的能力
[00:09:43.460 --> 00:09:44.460]  能夠成為這個
[00:09:44.460 --> 00:09:46.460]  瘸腿的人的幫助
[00:09:46.460 --> 00:09:47.460]  所以第一件事
[00:09:47.460 --> 00:09:48.460]  我們看到使徒
[00:09:48.460 --> 00:09:49.460]  他是帶著
[00:09:49.460 --> 00:09:51.460]  聖靈同在的能力
[00:09:51.460 --> 00:09:52.460]  他能夠成就
[00:09:52.460 --> 00:09:54.460]  這個神蹟的發生
[00:09:54.460 --> 00:09:55.460]  第二件事
[00:09:55.460 --> 00:09:57.460]  我們看第二個能力
[00:09:57.460 --> 00:09:59.460]  是一個耶穌的名字的能力
[00:09:59.460 --> 00:10:01.460]  我們再讀一次第六節
[00:10:01.460 --> 00:10:02.460]  123
[00:10:02.460 --> 00:10:03.460]  彼得說
[00:10:03.460 --> 00:10:04.460]  金銀我都沒有
[00:10:04.460 --> 00:10:06.460]  只把我所有的給你
[00:10:06.460 --> 00:10:08.460]  我奉那撒勒人
[00:10:08.460 --> 00:10:09.460]  耶穌基督的名
[00:10:09.460 --> 00:10:12.460]  叫你起來行走
[00:10:12.460 --> 00:10:13.460]  我們基督徒
[00:10:13.460 --> 00:10:15.460]  我們已經得著了
[00:10:15.460 --> 00:10:16.460]  每一個我們在座的
[00:10:16.460 --> 00:10:17.460]  都得著了
[00:10:17.460 --> 00:10:18.460]  就是那個
[00:10:18.460 --> 00:10:19.460]  最寶貴的
[00:10:19.460 --> 00:10:21.460]  創造天地掌管萬有的
[00:10:21.460 --> 00:10:22.460]  三一真神
[00:10:22.460 --> 00:10:23.460]  聖父聖子聖靈
[00:10:23.460 --> 00:10:25.460]  已經與我們同在
[00:10:25.460 --> 00:10:26.460]  也都認定我們
[00:10:26.460 --> 00:10:27.460]  能夠已經得著
[00:10:27.460 --> 00:10:29.460]  一個尊貴的名份
[00:10:29.460 --> 00:10:30.460]  和身份
[00:10:30.460 --> 00:10:31.460]  就是我們所做
[00:10:31.460 --> 00:10:33.460]  我們所行的
[00:10:33.460 --> 00:10:34.460]  都是按著
[00:10:34.460 --> 00:10:36.460]  耶穌基督的心意
[00:10:36.460 --> 00:10:38.460]  耶穌基督叫我們去做
[00:10:38.460 --> 00:10:39.460]  我們大家信徒
[00:10:39.460 --> 00:10:41.460]  我們一定說過這句話
[00:10:41.460 --> 00:10:43.460]  是奉耶穌基督的名
[00:10:43.460 --> 00:10:45.460]  大家都說過這句話
[00:10:45.460 --> 00:10:46.460]  我想告訴大家
[00:10:46.460 --> 00:10:48.460]  這個不是一個口號
[00:10:48.460 --> 00:10:49.460]  我們不是叫口號
[00:10:49.460 --> 00:10:50.460]  奉耶穌基督的名
[00:10:50.460 --> 00:10:52.460]  又或者不是一個魔法咒語
[00:10:52.460 --> 00:10:54.460]  當我們去說這件事
[00:10:54.460 --> 00:10:55.460]  好像芝麻開門一樣
[00:10:55.460 --> 00:10:56.460]  我們求的東西
[00:10:56.460 --> 00:10:58.460]  就完全都成就
[00:10:58.460 --> 00:10:59.460]  只不過是當我們說
[00:10:59.460 --> 00:11:00.460]  奉耶穌基督的名
[00:11:00.460 --> 00:11:01.460]  我們代表著
[00:11:01.460 --> 00:11:03.460]  我們靠著主的名
[00:11:03.460 --> 00:11:04.460]  祂的權柄
[00:11:04.460 --> 00:11:05.460]  祂的能力
[00:11:05.460 --> 00:11:07.460]  我們凡事都讓祂作主
[00:11:07.460 --> 00:11:09.460]  無論我們所求的
[00:11:09.460 --> 00:11:10.460]  無論我們已經
[00:11:10.460 --> 00:11:11.460]  也都將這件事
[00:11:11.460 --> 00:11:14.460]  我們求的事的結果
[00:11:14.460 --> 00:11:15.460]  是合我們心意
[00:11:15.460 --> 00:11:17.460]  不合我們心意
[00:11:17.460 --> 00:11:18.460]  我們都不重要了
[00:11:18.460 --> 00:11:19.460]  一切都給你
[00:11:19.460 --> 00:11:21.460]  神你幫我們包底
[00:11:21.460 --> 00:11:22.460]  這件事
[00:11:22.460 --> 00:11:23.460]  我們奉耶穌基督的名
[00:11:23.460 --> 00:11:24.460]  就是在於
[00:11:24.460 --> 00:11:25.460]  我們將所有的東西
[00:11:25.460 --> 00:11:27.460]  都歸在祂的名下
[00:11:27.460 --> 00:11:28.460]  也都是這樣說
[00:11:28.460 --> 00:11:30.460]  是讓一切的榮耀歸給祂
[00:11:30.460 --> 00:11:32.460]  大家的祈禱
[00:11:32.460 --> 00:11:34.460]  相信都會有這句話
[00:11:34.460 --> 00:11:36.460]  奉耶穌基督的名求
[00:11:36.460 --> 00:11:38.460]  阿門
[00:11:38.460 --> 00:11:39.460]  也都代表著
[00:11:39.460 --> 00:11:40.460]  我們所禱告的
[00:11:40.460 --> 00:11:42.460]  所有的內容
[00:11:42.460 --> 00:11:43.460]  我們完完全全的
[00:11:43.460 --> 00:11:46.460]  都交託給我們的耶穌
[00:11:46.460 --> 00:11:48.460]  我們創造天地的耶和華真神
[00:11:48.460 --> 00:11:49.460]  好像在詩篇裏面說
[00:11:49.460 --> 00:11:50.460]  我們的幫助
[00:11:50.460 --> 00:11:52.460]  我們深信我們的幫助
[00:11:52.460 --> 00:11:54.460]  是在於耶和華的命
[00:11:54.460 --> 00:11:56.460]  祂是創造天地的主
[00:11:56.460 --> 00:11:58.460]  所以當我們奉耶穌基督的名
[00:11:58.460 --> 00:11:59.460]  求的時候
[00:11:59.460 --> 00:12:01.460]  我們就在呼求
[00:12:01.460 --> 00:12:02.460]  創造天地的主
[00:12:02.460 --> 00:12:04.460]  成為我們的幫助
[00:12:04.460 --> 00:12:05.460]  Amen
[00:12:05.460 --> 00:12:07.460]  好 耶穌基督的名
[00:12:07.460 --> 00:12:08.460]  或者耶和華的名
[00:12:08.460 --> 00:12:10.460]  滿有能力
[00:12:10.460 --> 00:12:12.460]  但是今天沒有時間
[00:12:12.460 --> 00:12:14.460]  逐個和大家去分享
[00:12:14.460 --> 00:12:17.460]  耶穌基督的名的內容的意思
[00:12:17.460 --> 00:12:19.460]  我亦都相信過往的日子裏面
[00:12:19.460 --> 00:12:20.460]  有不同的目者
[00:12:20.460 --> 00:12:22.460]  是已經分享過
[00:12:22.460 --> 00:12:23.460]  以耶穌基督
[00:12:23.460 --> 00:12:24.460]  或者耶和華的名
[00:12:24.460 --> 00:12:25.460]  去分享過
[00:12:25.460 --> 00:12:27.460]  但我當中很想和大家說
[00:12:27.460 --> 00:12:29.460]  當中包括了很多
[00:12:29.460 --> 00:12:30.460]  很豐富的東西
[00:12:30.460 --> 00:12:31.460]  包括了神的同在
[00:12:31.460 --> 00:12:32.460]  神的神聖
[00:12:32.460 --> 00:12:34.460]  主權 平安 醫治
[00:12:34.460 --> 00:12:36.460]  供應 牧養 帶領
[00:12:36.460 --> 00:12:38.460]  祂的公義 祂的能力
[00:12:38.460 --> 00:12:40.460]  無窮無盡 還有很多
[00:12:40.460 --> 00:12:42.460]  只可以說一個字
[00:12:42.460 --> 00:12:44.460]  勁啊
[00:12:44.460 --> 00:12:46.460]  就是耶穌基督的名
[00:12:46.460 --> 00:12:47.460]  帶來的能力
[00:12:47.460 --> 00:12:49.460]  所以靠著聖靈的同在
[00:12:49.460 --> 00:12:51.460]  靠著耶穌基督的名
[00:12:51.460 --> 00:12:55.460]  三年前那個小漁夫彼得
[00:12:55.460 --> 00:12:57.460]  他能夠滿有能力的站起來
[00:12:57.460 --> 00:13:00.460]  說出一個耶穌基督救恩的大道理
[00:13:00.460 --> 00:13:03.460]  能夠帶領幾千人去信耶穌
[00:13:03.460 --> 00:13:05.460]  不是因為彼得有什麼能力
[00:13:05.460 --> 00:13:07.460]  乃是聖靈的能力
[00:13:07.460 --> 00:13:08.460]  耶穌基督的名
[00:13:08.460 --> 00:13:10.460]  透過彼得彰顯出來
[00:13:10.460 --> 00:13:11.460]  在十三世紀的時候
[00:13:11.460 --> 00:13:14.460]  有一個著名的神學家
[00:13:14.460 --> 00:13:15.460]  叫Thomas Aquinas
[00:13:15.460 --> 00:13:18.460]  他有一次去到羅馬教廷
[00:13:18.460 --> 00:13:21.460]  去面見教皇
[00:13:21.460 --> 00:13:23.460]  當時的羅馬教會
[00:13:23.460 --> 00:13:25.460]  已經非常富有
[00:13:25.460 --> 00:13:27.460]  這個教皇無端端
[00:13:27.460 --> 00:13:29.460]  可能被一些物質利慾
[00:13:29.460 --> 00:13:30.460]  沖昏了頭腦
[00:13:30.460 --> 00:13:33.460]  和Aquinas就在曬聖經
[00:13:33.460 --> 00:13:36.460]  剛好就曬剩第三章這段經文
[00:13:36.460 --> 00:13:38.460]  教皇就說
[00:13:38.460 --> 00:13:40.460]  教會現在你看看我們
[00:13:40.460 --> 00:13:41.460]  什麼都有
[00:13:41.460 --> 00:13:43.460]  我們都未必需要
[00:13:43.460 --> 00:13:45.460]  好像以前彼得那樣說過
[00:13:45.460 --> 00:13:48.460]  金銀我都沒有了
[00:13:48.460 --> 00:13:50.460]  Aquinas聽到之後
[00:13:50.460 --> 00:13:51.460]  只可以嘆息一句
[00:13:51.460 --> 00:13:53.460]  回答教皇
[00:13:53.460 --> 00:13:54.460]  他說教皇教皇
[00:13:54.460 --> 00:13:56.460]  這個當然
[00:13:56.460 --> 00:13:57.460]  但我亦都相信
[00:13:57.460 --> 00:13:58.460]  我們今天的教會
[00:13:58.460 --> 00:14:01.460]  亦都不可以好像彼得那樣說
[00:14:01.460 --> 00:14:03.460]  我奉拿撒勒人耶穌的名
[00:14:03.460 --> 00:14:05.460]  叫你起來行走
[00:14:05.460 --> 00:14:06.460]  亦都代表今天
[00:14:06.460 --> 00:14:08.460]  如果我們將我們的心思
[00:14:08.460 --> 00:14:10.460]  意念放在這個世界上的時候
[00:14:10.460 --> 00:14:11.460]  我們再見不到神的神蹟
[00:14:11.460 --> 00:14:14.460]  在我們當中發生
[00:14:14.460 --> 00:14:16.460]  就是當日的一個對話
[00:14:16.460 --> 00:14:17.460]  亦都反映
[00:14:17.460 --> 00:14:18.460]  讓我們反映到我們的教會
[00:14:18.460 --> 00:14:19.460]  我很感恩
[00:14:19.460 --> 00:14:21.460]  我們的教會一路建立
[00:14:21.460 --> 00:14:23.460]  同福堂直到如今
[00:14:23.460 --> 00:14:24.460]  我回了23年
[00:14:24.460 --> 00:14:25.460]  我見到教會
[00:14:25.460 --> 00:14:27.460]  從來都沒有高舉
[00:14:27.460 --> 00:14:29.460]  我們自己是一間
