
[00:00:00.000 --> 00:00:06.000]  2017年過得怎樣?好嗎?
[00:02:53.000 --> 00:02:59.000]  以致我們對於一段經文可以有更深刻的認識
[00:02:59.000 --> 00:03:03.000]  《爾賽亞書》有很多地方可以討論
[00:03:03.000 --> 00:03:05.000]  原來夫子在我們當中
[00:03:05.000 --> 00:03:09.000]  我們請他來教我們《爾賽亞書》
[00:03:09.000 --> 00:03:10.000]  可以有很多的討論
[00:03:10.000 --> 00:03:13.000]  不過我們今天不看其他的討論
[00:03:13.000 --> 00:03:17.000]  我們集中在第40章這一段經文
[00:03:17.000 --> 00:03:21.000]  近代的聖經學者大多數同意
[00:03:21.000 --> 00:03:28.000]  第40章的背景就是猶大已經亡國
[00:03:28.000 --> 00:03:31.000]  被擄到巴比倫
[00:03:31.000 --> 00:03:39.000]  這40章和第39章已經相差了150年的時間
[00:03:39.000 --> 00:03:46.000]  你看看前面第39章
[00:03:46.000 --> 00:03:51.000]  第39章記載的是公元前八世紀
[00:03:51.000 --> 00:03:54.000]  即是主前七百多年的時候
[00:03:54.000 --> 00:03:56.000]  猶大仍然未亡國
[00:03:56.000 --> 00:04:00.000]  他們正在面對亞述的攻擊
[00:04:00.000 --> 00:04:06.000]  上帝一夜之間來擊殺亞述的軍隊18萬5千人
[00:04:06.000 --> 00:04:10.000]  拯救了猶大 脫離了亞述
[00:04:10.000 --> 00:04:14.000]  39章之後就是40章
[00:04:14.000 --> 00:04:21.000]  40章一開始第一個字就是安慰
[00:04:21.000 --> 00:04:24.000]  得勝之後為什麼要安慰呢
[00:04:24.000 --> 00:04:27.000]  其實這個歷史背景已經轉變了
[00:04:27.000 --> 00:04:29.000]  已經是一個新的一幕
[00:04:29.000 --> 00:04:34.000]  這一幕就好像看電影或者看話劇
[00:04:34.000 --> 00:04:40.000]  轉了另一幕就是18年後
[00:04:40.000 --> 00:04:44.000]  電影可能就是18年後
[00:04:44.000 --> 00:04:49.000]  但這一章的聖經大概是150年後
[00:04:49.000 --> 00:04:54.000]  150年後就是猶大已經亡國
[00:04:54.000 --> 00:04:57.000]  他們已經被擄到巴比倫
[00:04:57.000 --> 00:05:01.000]  在主前六世紀的處境
[00:05:01.000 --> 00:05:07.000]  猶大人已經在巴比倫那個地方住下來
[00:05:07.000 --> 00:05:13.000]  這個時刻其實正是一班猶太人
[00:05:13.000 --> 00:05:17.000]  他們不單止被擄到外邦
[00:05:17.000 --> 00:05:19.000]  一個生活上的適應
[00:05:19.000 --> 00:05:24.000]  更加是他們信仰的一個考驗
[00:05:24.000 --> 00:05:26.000]  在他們的心裏面
[00:05:26.000 --> 00:05:29.000]  他們會有一些疑問
[00:05:29.000 --> 00:05:33.000]  他們所相信的耶和華上帝
[00:05:33.000 --> 00:05:37.000]  不是一個大能的神來的嗎
[00:05:37.000 --> 00:05:40.000]  為什麼我們相信耶和華
[00:05:40.000 --> 00:05:45.000]  不過今天我們卻是被擄到外邦
[00:05:45.000 --> 00:05:53.000]  是不是上帝不夠巴比倫那個神打
[00:05:53.000 --> 00:05:55.000]  結果輸了呢
[00:05:55.000 --> 00:06:00.000]  是不是上帝沒能力保護以色列
[00:06:00.000 --> 00:06:04.000]  以致他們被擄到外邦巴比倫
[00:06:04.000 --> 00:06:07.000]  如果神是有能力的
[00:06:07.000 --> 00:06:12.000]  是不是神不再看著我們
[00:06:12.000 --> 00:06:14.000]  離開我們
[00:06:14.000 --> 00:06:18.000]  他們的心裏面正是有很多這些掙扎
[00:06:18.000 --> 00:06:21.000]  我相信對於基督徒來說
[00:06:21.000 --> 00:06:24.000]  這些掙扎也在我們心裏面
[00:06:24.000 --> 00:06:28.000]  有時候我們面對一些困難的處境
[00:06:28.000 --> 00:06:30.000]  我們都會問上帝
[00:06:30.000 --> 00:06:32.000]  你為什麼不照顧我
[00:06:32.000 --> 00:06:35.000]  上帝你是不是離開我
[00:06:35.000 --> 00:06:39.000]  是不是因為我犯罪得罪你
[00:06:39.000 --> 00:06:45.000]  所以我落入一個這樣的光景裏面
[00:06:45.000 --> 00:06:47.000]  以色列人他們所面對的
[00:06:47.000 --> 00:06:49.000]  也是我們今天所面對
[00:06:49.000 --> 00:06:55.000]  也都包括我們面對現在香港的一個處境
[00:06:55.000 --> 00:06:58.000]  為什麼會越來越差呢
[00:06:58.000 --> 00:07:01.000]  會不會我們的自由會越來越倒退呢
[00:07:01.000 --> 00:07:09.000]  甚至我們對上帝的敬拜都越來越難呢
[00:07:09.000 --> 00:07:13.000]  將來會不會有一天在香港都實施一些宗教法
[00:07:13.000 --> 00:07:16.000]  以致我們都受影響
[00:07:16.000 --> 00:07:19.000]  面對這樣的處境
[00:07:19.000 --> 00:07:24.000]  《耳塞書》第四十章就發出一個訊息
[00:07:24.000 --> 00:07:27.000]  盼望一個訊息也都幫助我們
[00:07:27.000 --> 00:07:30.000]  在我們今天面對我們的處境的時候
[00:07:30.000 --> 00:07:33.000]  成為我們的力量
[00:07:33.000 --> 00:07:37.000]  四十章簡單來說可以分成三段
[00:07:37.000 --> 00:07:40.000]  剛才讀了兩段
[00:07:40.000 --> 00:07:42.000]  一至十一節是第一段
[00:07:42.000 --> 00:07:46.000]  沒有讀的是十二至二十六節 佔了一半
[00:07:46.000 --> 00:07:49.000]  然後二十七至三十一節
[00:07:49.000 --> 00:07:52.000]  就是這三段讓我們見到
[00:07:52.000 --> 00:07:58.000]  這位帶領以色列人的上帝沒有離開他們
[00:07:58.000 --> 00:08:00.000]  透過這三段
[00:08:00.000 --> 00:08:05.000]  我們對於上帝進一步去認識
[00:08:05.000 --> 00:08:08.000]  第一段一開頭剛才說了
[00:08:08.000 --> 00:08:12.000]  安慰 安慰這個說話這個字
[00:08:12.000 --> 00:08:15.000]  其實是四十章第一個字
[00:08:15.000 --> 00:08:18.000]  也是一段最主要的訊息
[00:08:18.000 --> 00:08:23.000]  一位的主是一位帶來安慰的主
[00:08:23.000 --> 00:08:27.000]  當以色列人他們落在一個困難裡面
[00:08:27.000 --> 00:08:30.000]  上帝安慰的說話臨到他們
[00:08:30.000 --> 00:08:35.000]  第一節其實兩次出現一個安慰
[00:08:35.000 --> 00:08:40.000]  你們的神說要安慰 安慰我的百姓
[00:08:40.000 --> 00:08:46.000]  神是差派使者去安慰猶大人
[00:08:46.000 --> 00:08:51.000]  安慰在這裡兩次表示一個很肉緊的
[00:08:51.000 --> 00:08:54.000]  你們要去安慰安慰我的百姓
[00:08:54.000 --> 00:08:55.000]  為什麼
[00:08:55.000 --> 00:08:57.000]  因為他們在困苦的當中
[00:08:57.000 --> 00:09:02.000]  上帝就差派使者來安慰他們
[00:09:02.000 --> 00:09:05.000]  很肉緊代表什麼
[00:09:05.000 --> 00:09:10.000]  就是上帝深深的愛著自己的子民
[00:09:10.000 --> 00:09:12.000]  他們的百姓
[00:09:12.000 --> 00:09:16.000]  上帝的愛從來沒有離開他們
[00:09:16.000 --> 00:09:19.000]  雖然他們在這樣的處境當中
[00:09:19.000 --> 00:09:22.000]  但是安慰 安慰只是表示
[00:09:22.000 --> 00:09:26.000]  上帝一直看著他們
[00:09:26.000 --> 00:09:29.000]  沒有離開他們
[00:09:29.000 --> 00:09:32.000]  講安慰的說話不是審判
[00:09:32.000 --> 00:09:34.000]  這裡也告訴我們
[00:09:34.000 --> 00:09:39.000]  他們受的刑罰其實已經受夠了
[00:09:39.000 --> 00:09:44.000]  上帝止息了他們的痛苦
[00:09:44.000 --> 00:09:50.000]  以色列人他們落在一個被擄困難的當中
[00:09:50.000 --> 00:09:52.000]  原因是什麼
[00:09:52.000 --> 00:09:55.000]  因為他們離棄神
[00:09:55.000 --> 00:09:59.000]  我們看到阿書甚至上帝說
[00:09:59.000 --> 00:10:04.000]  其實亞述 巴比倫那些不是你的敵人
[00:10:04.000 --> 00:10:07.000]  你們真正的敵人是誰
[00:10:07.000 --> 00:10:09.000]  是我
[00:10:09.000 --> 00:10:13.000]  上帝成為了猶大以色列的敵人
[00:10:13.000 --> 00:10:14.000]  為什麼
[00:10:14.000 --> 00:10:16.000]  因為他們背棄了上帝
[00:10:16.000 --> 00:10:20.000]  於是他們落入審判當中
[00:10:20.000 --> 00:10:24.000]  這是上帝加給他們的刑罰
[00:10:24.000 --> 00:10:27.000]  第一個刑罰是一個愛的刑罰
[00:10:27.000 --> 00:10:31.000]  上帝的愛從來沒有離開他們
[00:10:31.000 --> 00:10:34.000]  而四十章上帝安慰的訊息
[00:10:34.000 --> 00:10:38.000]  臨到他們當中
[00:10:38.000 --> 00:10:41.000]  不過這裡也讓我們看到一個情況
[00:10:41.000 --> 00:10:45.000]  上帝說他的榮耀要顯現
[00:10:45.000 --> 00:10:47.000]  第五節那裡
[00:10:47.000 --> 00:10:49.000]  上帝安慰他們
[00:10:49.000 --> 00:10:51.000]  怎樣安慰
[00:10:51.000 --> 00:10:53.000]  上帝要跟他們講說話
[00:10:53.000 --> 00:10:56.000]  上帝要有一些作為在他們身上
[00:10:56.000 --> 00:11:01.000]  這個對於一群被擄的猶大人來說
[00:11:01.000 --> 00:11:06.000]  是一個寶貴的訊息
[00:11:06.000 --> 00:11:07.000]  為什麼
[00:11:07.000 --> 00:11:09.000]  因為這百多年裡
[00:11:09.000 --> 00:11:13.000]  他們好像跟上帝隔絕了
[00:11:13.000 --> 00:11:15.000]  他們見不到上帝
[00:11:15.000 --> 00:11:18.000]  為什麼我們落入一個這樣的情況
[00:11:18.000 --> 00:11:19.000]  他們見不到上帝
[00:11:19.000 --> 00:11:24.000]  但現在說上帝要來向他們顯現
[00:11:24.000 --> 00:11:26.000]  有作為在他們身上
[00:11:26.000 --> 00:11:30.000]  於是第六節就有聲音說
[00:11:30.000 --> 00:11:31.000]  你喊叫吧
[00:11:31.000 --> 00:11:34.000]  喊叫的意思是呼喊
[00:11:34.000 --> 00:11:36.000]  就是興奮的
[00:11:36.000 --> 00:11:39.000]  就好像一個球場上
[00:11:39.000 --> 00:11:41.000]  你見到有人入了球會怎樣
[00:11:41.000 --> 00:11:43.000]  跳起的呼喊的
[00:11:43.000 --> 00:11:45.000]  很開心的
[00:11:45.000 --> 00:11:46.000]  為什麼
[00:11:46.000 --> 00:11:49.000]  上帝要向我們彰顯他的作為
[00:11:49.000 --> 00:11:52.000]  你們要呼喊開心
[00:11:52.000 --> 00:11:54.000]  不過有另外一把聲音
[00:11:54.000 --> 00:11:58.000]  其實和學本修訂版的「我」
[00:11:58.000 --> 00:12:02.000]  大家手上的手機就見不到
[00:12:02.000 --> 00:12:07.000]  如果用和學本修訂版的聖經
[00:12:07.000 --> 00:12:08.000]  你就會見到
[00:12:08.000 --> 00:12:12.000]  「我」是根據死海古卷和七十字譯本
[00:12:12.000 --> 00:12:13.000]  原文是「他」
[00:12:13.000 --> 00:12:15.000]  本來是一個「他」字
[00:12:15.000 --> 00:12:17.000]  即是有另外一把聲音
[00:12:17.000 --> 00:12:22.000]  來說「我喊叫什麼呢」
[00:12:22.000 --> 00:12:27.000]  意思是你叫我興奮、慶祝
[00:12:27.000 --> 00:12:29.000]  但另外一把聲音就說
[00:12:29.000 --> 00:12:32.000]  有什麼好慶祝
[00:12:32.000 --> 00:12:34.000]  有什麼好興奮
[00:12:34.000 --> 00:12:35.000]  接著就說
[00:12:35.000 --> 00:12:38.000]  「凡有血肉之軀的盡都如草」
[00:12:38.000 --> 00:12:43.000]  「哈的一切榮美像野地的花」
[00:12:43.000 --> 00:12:47.000]  「耶和華吹一口氣草就枯乾」
[00:12:47.000 --> 00:12:49.000]  「花也凋謝」
[00:12:49.000 --> 00:12:51.000]  有什麼好慶祝
[00:12:51.000 --> 00:12:54.000]  我們都好像血肉之軀
[00:12:54.000 --> 00:12:56.000]  好像草、像花一樣
[00:12:56.000 --> 00:13:00.000]  當沙漠的熱風吹來的時候
[00:13:00.000 --> 00:13:04.000]  一些花和草很快凋散
[00:13:04.000 --> 00:13:06.000]  很快凋謝
[00:13:06.000 --> 00:13:10.000]  我們只不過是這樣
[00:13:10.000 --> 00:13:13.000]  上帝要怎樣就怎樣
[00:13:13.000 --> 00:13:15.000]  有什麼好慶祝
[00:13:15.000 --> 00:13:20.000]  他們失望的心情
[00:13:20.000 --> 00:13:23.000]  盡顯在這段經文裡
[00:13:23.000 --> 00:13:25.000]  對於秘魯的子民
[00:13:25.000 --> 00:13:28.000]  他們心情的矛盾
[00:13:28.000 --> 00:13:30.000]  就像剛才所說的
[00:13:30.000 --> 00:13:31.000]  亦都像這段經文
[00:13:31.000 --> 00:13:33.000]  有什麼好呼喊
[00:13:33.000 --> 00:13:36.000]  有什麼好慶祝呢
[00:13:36.000 --> 00:13:40.000]  然後另外那把聲音
[00:13:40.000 --> 00:13:42.000]  「百聲成言是草」
[00:13:42.000 --> 00:13:43.000]  「草必枯乾」
[00:13:43.000 --> 00:13:45.000]  「花必凋謝」
[00:13:45.000 --> 00:13:47.000]  人是很渺小的
[00:13:47.000 --> 00:13:50.000]  人都是很脆弱的
[00:13:50.000 --> 00:13:52.000]  唯有我們
[00:13:52.000 --> 00:13:55.000]  神的話永遠立定
[00:13:55.000 --> 00:13:59.000]  但神的話永遠立定
[00:13:59.000 --> 00:14:02.000]  是我們的倚靠
[00:14:02.000 --> 00:14:06.000]  是不是
[00:14:06.000 --> 00:14:07.000]  如果是的
[00:14:07.000 --> 00:14:10.000]  神的話今天在你的生命裡
[00:14:10.000 --> 00:14:12.000]  佔的位置是怎樣
[00:14:12.000 --> 00:14:15.000]  你用多少時間讀神的話
[00:14:15.000 --> 00:14:17.000]  去到明白神的話
[00:14:17.000 --> 00:14:20.000]  要說我們努力掙扎的
[00:14:20.000 --> 00:14:23.000]  只是抓住一些脆弱的花
[00:14:23.000 --> 00:14:24.000]  脆弱的草
[00:14:24.000 --> 00:14:26.000]  脆弱的東西
[00:14:26.000 --> 00:14:28.000]  但我們從來沒有倚靠
[00:14:28.000 --> 00:14:31.000]  一個永遠立定神的話
[00:14:31.000 --> 00:14:33.000]  今天是2017年最後一年
[00:14:33.000 --> 00:14:34.000]  2017年的計劃
[00:14:34.000 --> 00:14:36.000]  你不需要再計劃了
[00:14:36.000 --> 00:14:38.000]  但2018年呢
[00:14:38.000 --> 00:14:40.000]  你可以計劃
[00:14:40.000 --> 00:14:43.000]  如果神的話永遠立定
[00:14:43.000 --> 00:14:45.000]  在新的一年
[00:14:45.000 --> 00:14:49.000]  你怎樣對待上帝的話
[00:14:49.000 --> 00:14:53.000]  今天去到做好一個計劃
[00:14:53.000 --> 00:14:57.000]  不要再倚靠那些會過去的東西
[00:14:57.000 --> 00:15:03.000]  讓我們倚靠的是上帝永遠立定的話
[00:15:03.000 --> 00:15:06.000]  上帝要臨近
[00:15:06.000 --> 00:15:10.000]  上帝的作為要向我們彰顯
[00:15:10.000 --> 00:15:12.000]  所以這個也是
[00:15:12.000 --> 00:15:18.000]  錫安耶路撒冷要成為一個傳播好訊息
[00:15:18.000 --> 00:15:21.000]  向猶太成音來傳播一個訊息
[00:15:21.000 --> 00:15:23.000]  什麼訊息啊
[00:15:23.000 --> 00:15:27.000]  首字看那你們的神
[00:15:27.000 --> 00:15:29.000]  傳的一個訊息就是
[00:15:29.000 --> 00:15:31.000]  叫每一個城鎮
[00:15:31.000 --> 00:15:33.000]  一班被擄的人
[00:15:33.000 --> 00:15:35.000]  屬於上帝的子民
[00:15:35.000 --> 00:15:37.000]  來仰望他
[00:15:37.000 --> 00:15:41.000]  看那你們的神
[00:15:41.000 --> 00:15:43.000]  要看的焦點是什麼
[00:15:43.000 --> 00:15:47.000]  是他們在面對的困難嗎
[00:15:47.000 --> 00:15:48.000]  不是啊
[00:15:48.000 --> 00:15:50.000]  看一個神
[00:15:50.000 --> 00:15:52.000]  他是哪一個啊
[00:15:52.000 --> 00:15:54.000]  第十一節
[00:15:54.000 --> 00:15:58.000]  就告訴你們他兩個的身份
[00:15:58.000 --> 00:16:00.000]  第一個身份
[00:16:00.000 --> 00:16:02.000]  他有一個君王的身份
[00:16:02.000 --> 00:16:04.000]  一個得勝者的身份
[00:16:04.000 --> 00:16:06.000]  他的大能臨到
[00:16:06.000 --> 00:16:09.000]  他要傍臂為他掌權
[00:16:09.000 --> 00:16:12.000]  然後他要帶上次報應
[00:16:12.000 --> 00:16:15.000]  就是他的戰利品回來
[00:16:15.000 --> 00:16:17.000]  因為他是得勝的
[00:16:17.000 --> 00:16:19.000]  他贏了他的敵人
[00:16:19.000 --> 00:16:21.000]  所以他帶上戰利品
[00:16:21.000 --> 00:16:23.000]  然後十一節
[00:16:23.000 --> 00:16:25.000]  他是一個牧人
[00:16:25.000 --> 00:16:27.000]  牧養他的羊群
[00:16:27.000 --> 00:16:32.000]  其實羊群正正是他的戰利品
[00:16:32.000 --> 00:16:34.000]  他從敵人的手中
[00:16:34.000 --> 00:16:38.000]  將這班羊群救回來
[00:16:38.000 --> 00:16:41.000]  然後抱在他的懷裡
[00:16:41.000 --> 00:16:43.000]  所以上帝的傍臂
[00:16:43.000 --> 00:16:46.000]  其實這裡兩次用到
[00:16:46.000 --> 00:16:50.000]  一次用的是他大能的傍臂
[00:16:50.000 --> 00:16:52.000]  打勝敵人
[00:16:52.000 --> 00:16:54.000]  另外一個
[00:16:54.000 --> 00:16:56.000]  十一節這個傍臂
[00:16:56.000 --> 00:17:00.000]  也是擁抱他的羊群的傍臂
[00:17:00.000 --> 00:17:04.000]  將他的羊抱在他的懷中
[00:17:04.000 --> 00:17:06.000]  這個正正是耶穌基督
[00:17:06.000 --> 00:17:08.000]  來到我們的當中
[00:17:08.000 --> 00:17:12.000]  將恩典將真理帶給我們
[00:17:12.000 --> 00:17:15.000]  他伸張一個公義
[00:17:15.000 --> 00:17:17.000]  得勝撒旦
[00:17:17.000 --> 00:17:20.000]  他也是以他的慈愛懷抱
[00:17:20.000 --> 00:17:23.000]  屬於他的子民
[00:17:23.000 --> 00:17:25.000]  一至十一節
[00:17:25.000 --> 00:17:27.000]  我們看到上帝的安慰
[00:17:27.000 --> 00:17:29.000]  臨到我們
[00:17:29.000 --> 00:17:31.000]  他是一位安慰的主
[00:17:31.000 --> 00:17:33.000]  然後十二至二十六節
[00:17:33.000 --> 00:17:35.000]  其實應該要看多一點
[00:17:35.000 --> 00:17:37.000]  不過因為時間關係
[00:17:37.000 --> 00:17:40.000]  我們不將太多的時間
[00:17:40.000 --> 00:17:42.000]  放在這段經文
[00:17:42.000 --> 00:17:45.000]  這段經文正正是說出
[00:17:45.000 --> 00:17:49.000]  一個上帝是一個超然的上帝
[00:17:49.000 --> 00:17:51.000]  他是創造的主
[00:17:51.000 --> 00:17:56.000]  他是地上任何塑造物
[00:17:56.000 --> 00:17:59.000]  不能夠和他相比
[00:17:59.000 --> 00:18:02.000]  地上一些偶像
[00:18:02.000 --> 00:18:04.000]  不能夠和他相比
[00:18:04.000 --> 00:18:07.000]  地上的君王審判官
[00:18:07.000 --> 00:18:09.000]  都不能夠和他相比
[00:18:09.000 --> 00:18:13.000]  第二十五、二十六節
[00:18:13.000 --> 00:18:15.000]  雖然我們沒有讀這段經文
[00:18:15.000 --> 00:18:17.000]  我們讀二十五、二十六節
[00:18:17.000 --> 00:18:19.000]  第二十五節
[00:18:19.000 --> 00:18:23.000]  那聖者說你們將誰與我相比
[00:18:23.000 --> 00:18:25.000]  與我相等呢?
[00:18:25.000 --> 00:18:27.000]  那聖者就是指
[00:18:27.000 --> 00:18:31.000]  耶和華上帝親自說
[00:18:31.000 --> 00:18:39.000]  你們將誰來和我相比
[00:18:39.000 --> 00:18:41.000]  不能比
[00:18:41.000 --> 00:18:45.000]  其實今天也是對我們一個挑戰
[00:18:45.000 --> 00:18:47.000]  當我們面對我們的信仰
[00:18:47.000 --> 00:18:51.000]  我們是不是也將一些東西
[00:18:51.000 --> 00:18:53.000]  和上帝相比
[00:18:53.000 --> 00:18:55.000]  包括我們倚靠
[00:18:55.000 --> 00:18:57.000]  當我們看這個世上的時候
[00:18:57.000 --> 00:18:59.000]  我們覺得會不會有一些
[00:18:59.000 --> 00:19:02.000]  我們要看著他來做人
[00:19:02.000 --> 00:19:07.000]  沒有他我們不行
[00:19:07.000 --> 00:19:09.000]  剛才說到的那三樣
[00:19:09.000 --> 00:19:12.000]  受造物我們都比較少依靠
[00:19:12.000 --> 00:19:16.000]  偶像、審判官、君王
[00:19:16.000 --> 00:19:18.000]  會不會今天我們都看
[00:19:18.000 --> 00:19:22.000]  有一些人很重要
[00:19:22.000 --> 00:19:24.000]  開完一些會之後
[00:19:24.000 --> 00:19:26.000]  我們看到所有官員
[00:19:26.000 --> 00:19:30.000]  都要引述他所說的話
[00:19:30.000 --> 00:19:33.000]  這些是不是我們所依靠的對象
[00:19:33.000 --> 00:19:35.000]  是不是我們將一些人
[00:19:35.000 --> 00:19:38.000]  和上帝相比
[00:19:38.000 --> 00:19:40.000]  這段經文正正告訴我們
[00:19:40.000 --> 00:19:42.000]  不能比
[00:19:42.000 --> 00:19:44.000]  你依靠的不是一些
[00:19:44.000 --> 00:19:46.000]  甚至不是你的老闆
[00:19:46.000 --> 00:19:48.000]  不是一些控股的公司
[00:19:48.000 --> 00:19:52.000]  不是國家的主席、元首、總統
[00:19:52.000 --> 00:19:54.000]  你們將誰與我相比
[00:19:54.000 --> 00:19:56.000]  與我相等
[00:19:56.000 --> 00:19:58.000]  然後二十六節說什麼
[00:19:58.000 --> 00:20:00.000]  你們要向上舉目
[00:20:00.000 --> 00:20:03.000]  看是誰創造了萬象
[00:20:03.000 --> 00:20:05.000]  按數目領出他們
[00:20:05.000 --> 00:20:06.000]  一一稱其名
[00:20:06.000 --> 00:20:09.000]  以他的權能和他的大能大力
[00:20:09.000 --> 00:20:12.000]  使他們一個都不缺
[00:20:12.000 --> 00:20:16.000]  誰創造了萬象
[00:20:16.000 --> 00:20:21.000]  萬象就是天空上的一個宇宙
[00:20:21.000 --> 00:20:25.000]  在聖經裡也有另外一個用法
[00:20:25.000 --> 00:20:27.000]  萬象就是萬君
[00:20:27.000 --> 00:20:30.000]  萬君之耶和華就是這個字
[00:20:30.000 --> 00:20:33.000]  所以說的是一個軍隊
[00:20:33.000 --> 00:20:37.000]  耶和華上帝就是那個元帥
[00:20:37.000 --> 00:20:40.000]  這一切都是服從他
[00:20:40.000 --> 00:20:46.000]  他是最高的統治者
[00:20:46.000 --> 00:20:50.000]  你們要向上舉目
[00:20:50.000 --> 00:20:54.000]  仰望他、看他
[00:20:54.000 --> 00:20:58.000]  不要只看地上的審判官
[00:20:58.000 --> 00:21:00.000]  地上的困難
[00:21:00.000 --> 00:21:04.000]  地上正在面對的事情
[00:21:04.000 --> 00:21:07.000]  上帝正是那個元帥
[00:21:07.000 --> 00:21:10.000]  是我們倚靠的那個
[00:21:10.000 --> 00:21:12.000]  然後第三段的經文
[00:21:12.000 --> 00:21:15.000]  二十七至三十一節
[00:21:15.000 --> 00:21:17.000]  這一段的經文
[00:21:17.000 --> 00:21:22.000]  就是我們最熟悉的經文
[00:21:22.000 --> 00:21:26.000]  先是用兩個問題來開始
[00:21:26.000 --> 00:21:30.000]  馬國,你為何說以色列你為何言
[00:21:30.000 --> 00:21:32.000]  為什麼你這麼說
[00:21:32.000 --> 00:21:35.000]  其實兩句是重複的意思
[00:21:35.000 --> 00:21:36.000]  說什麼
[00:21:36.000 --> 00:21:40.000]  我的道路向耶和華隱藏
[00:21:40.000 --> 00:21:44.000]  我的冤屈神並不查問
[00:21:44.000 --> 00:21:49.000]  有一些很晦氣的話
[00:21:49.000 --> 00:21:56.000]  上帝你都沒有理我
[00:21:56.000 --> 00:21:57.000]  我走什麼路
[00:21:57.000 --> 00:21:58.000]  我做什麼
[00:21:58.000 --> 00:22:00.000]  你都不知道
[00:22:00.000 --> 00:22:04.000]  我面對什麼公義的事情
[00:22:04.000 --> 00:22:07.000]  你都沒有問
[00:22:07.000 --> 00:22:10.000]  你都不理我
[00:22:10.000 --> 00:22:12.000]  你好像忘記了我們
[00:22:12.000 --> 00:22:15.000]  你不知道去了哪裡
[00:22:15.000 --> 00:22:20.000]  你已經被巴比倫的神打敗了
[00:22:20.000 --> 00:22:22.000]  睡了不知在哪裡
[00:22:22.000 --> 00:22:24.000]  都起不了床
[00:22:24.000 --> 00:22:26.000]  這個正正是他們的問題
[00:22:26.000 --> 00:22:30.000]  其實這個也是回應第一至十一節
[00:22:30.000 --> 00:22:35.000]  他們正在面對的處境
[00:22:35.000 --> 00:22:38.000]  然後先知來回答
[00:22:38.000 --> 00:22:40.000]  用兩個問題
[00:22:40.000 --> 00:22:42.000]  你起不曾知道嗎
[00:22:42.000 --> 00:22:44.000]  你起未曾聽見嗎
[00:22:44.000 --> 00:22:47.000]  其實兩個問題都是同一個問題
[00:22:47.000 --> 00:22:49.000]  其實你應該知道
[00:22:49.000 --> 00:22:53.000]  你知道什麼
[00:22:53.000 --> 00:22:55.000]  永在的神耶和華
[00:22:55.000 --> 00:22:57.000]  創造地極的主
