
[00:00:00.000 --> 00:00:06.160]  今天想和大家分享的經文是《約翰福音》一章二十九到四十二節
[00:01:30.280 --> 00:01:31.880]  舉個例子,今天晚上
[00:01:31.880 --> 00:01:33.040]  你睡覺的時候
[00:01:33.040 --> 00:01:35.040]  突然間有異夢出現
[00:01:35.040 --> 00:01:36.840]  上帝神蹟顯現
[00:01:36.840 --> 00:01:38.120]  上帝向你說話
[00:01:38.120 --> 00:01:41.120]  喂,你想要些什麼?
[00:01:41.120 --> 00:01:43.040]  你很清楚知道那個是上帝的
[00:01:43.040 --> 00:01:44.840]  就是你要什麼都可以
[00:01:44.840 --> 00:01:47.440]  是要什麼都可以的
[00:01:47.440 --> 00:01:49.080]  你會要什麼?
[00:01:49.080 --> 00:01:50.320]  來多一次
[00:01:50.320 --> 00:01:53.040]  你要些什麼?
[00:01:53.040 --> 00:01:54.800]  開心
[00:01:54.800 --> 00:01:56.560]  都是身體健康
[00:01:56.560 --> 00:01:58.440]  還有呢?
[00:01:58.440 --> 00:02:00.240]  你要些什麼?
[00:02:00.240 --> 00:02:01.640]  你說我想要錢
[00:02:01.640 --> 00:02:03.600]  上帝說錢而已
[00:02:03.600 --> 00:02:05.120]  在上帝眼中很小事
[00:02:05.120 --> 00:02:06.880]  你想要長壽
[00:02:06.880 --> 00:02:09.120]  人長壽極不是一百歲好嗎?
[00:02:09.120 --> 00:02:10.400]  比你百五歲好嗎?
[00:02:10.400 --> 00:02:12.960]  在上帝眼中都是小事
[00:02:12.960 --> 00:02:16.280]  到底上帝真的要問你要什麼的時候
[00:02:16.280 --> 00:02:18.720]  要你想清想楚你要回答
[00:02:18.720 --> 00:02:20.200]  你會回答些什麼?
[00:02:20.200 --> 00:02:21.280]  可能甚至你
[00:02:21.280 --> 00:02:23.800]  怎麼回答這個問題?
[00:02:23.800 --> 00:02:25.360]  回答什麼都好像
[00:02:25.360 --> 00:02:26.920]  很小事,很差勁
[00:02:26.920 --> 00:02:28.120]  上帝眼中
[00:02:28.120 --> 00:02:30.440]  很差勁,上帝給我一間房子,一千尺
[00:02:30.440 --> 00:02:32.640]  上帝說你要這麼差勁的東西?
[00:02:32.640 --> 00:02:34.720]  我整個世界都給你了
[00:02:34.720 --> 00:02:37.360]  上帝我要錢,銀行多七個零八個零
[00:02:37.360 --> 00:02:38.840]  你要這麼少?
[00:02:38.840 --> 00:02:40.480]  人是管理整個大地宇宙
[00:02:40.480 --> 00:02:43.680]  上帝所有創造的目的都是爲了我們
[00:02:43.680 --> 00:02:44.960]  想長壽
[00:02:44.960 --> 00:02:47.400]  上帝說長壽有祕訣的,教了你
[00:02:47.400 --> 00:02:49.320]  怎麼才長壽?
[00:02:49.320 --> 00:02:51.360]  怎麼才長壽?
[00:02:51.360 --> 00:02:52.720]  十誡有說
[00:02:52.720 --> 00:02:53.920]  孝敬父母就長壽
[00:02:53.920 --> 00:02:55.920]  回去孝敬父母
[00:02:55.920 --> 00:02:57.400]  還有很多
[00:02:57.400 --> 00:02:58.640]  不過可能第一時間就想
[00:02:58.640 --> 00:03:01.160]  是哦,到底應該要些什麼?
[00:03:01.160 --> 00:03:03.160]  如果有一個願望
[00:03:03.160 --> 00:03:04.960]  什麼都可以的話,你會給什麼願望呢?
[00:03:04.960 --> 00:03:05.880]  除了人貪心
[00:03:05.880 --> 00:03:08.400]  我要多三個願望之外
[00:03:08.400 --> 00:03:11.320]  心想事成都是有些貪心
[00:03:11.320 --> 00:03:15.840]  但是究竟有些什麼是最應該追求的呢?
[00:03:15.840 --> 00:03:17.440]  當日呢
[00:03:17.440 --> 00:03:19.760]  門徒成爲了很特別的榜樣
[00:03:19.760 --> 00:03:21.720]  看回背景
[00:03:21.720 --> 00:03:23.720]  看回背景你會容易一點明白
[00:03:23.720 --> 00:03:26.000]  爲什麼門徒會這樣回應耶穌
[00:03:26.000 --> 00:03:27.480]  這個背景一開始講
[00:03:27.480 --> 00:03:29.640]  第29節說第二天
[00:03:29.640 --> 00:03:30.280]  其實很有趣的
[00:03:30.280 --> 00:03:31.640]  《聖經》裏面都會講第二天
[00:03:31.640 --> 00:03:33.240]  去到75節又過一天
[00:03:33.240 --> 00:03:35.040]  讀完這段《聖經》其實去到43節
[00:03:35.040 --> 00:03:36.480]  又有一天
[00:03:36.480 --> 00:03:38.760]  那就是第一天、第二天、第三天是多少天呢?
[00:03:38.760 --> 00:03:40.480]  然後無端端去到第二章
[00:03:40.480 --> 00:03:42.560]  就講第二天了
[00:03:42.560 --> 00:03:44.840]  看不明白你,你回去慢慢研究一下
[00:03:44.840 --> 00:03:46.000]  我記得在研經班的時候
[00:03:46.000 --> 00:03:47.080]  我曾經解釋過
[00:03:47.080 --> 00:03:48.400]  爲什麼有一天又一天
[00:03:48.400 --> 00:03:49.160]  講出來三四天
[00:03:49.160 --> 00:03:50.520]  數完之後爲什麼只有兩天呢?
[00:03:50.520 --> 00:03:52.000]  有原因的,今天不仔細解釋
[00:03:52.000 --> 00:03:53.960]  不過很明顯是一個段落
[00:03:53.960 --> 00:03:55.560]  就是說過了一個段落
[00:03:55.560 --> 00:03:57.280]  就有第二樣東西發生了
[00:03:57.280 --> 00:03:59.680]  如果你熟悉《約翰福音》
[00:03:59.680 --> 00:04:03.080]  《約翰福音》一開始第一章第一節講什麼?
[00:04:03.080 --> 00:04:06.280]  太初有道
[00:04:06.280 --> 00:04:07.400]  道與上帝同在
[00:04:07.400 --> 00:04:08.480]  道就像上帝自己道
[00:04:08.480 --> 00:04:09.840]  太初與上帝同在
[00:04:09.840 --> 00:04:10.800]  很多人說的
[00:04:10.800 --> 00:04:13.520]  其他福音書開始的時候就是耶穌出生
[00:04:13.520 --> 00:04:14.000]  耶穌出生
[00:04:14.000 --> 00:04:15.840]  我們那些聖誕節的聖經
[00:04:15.840 --> 00:04:17.240]  我們經常都說
[00:04:17.240 --> 00:04:18.400]  耶穌說馬槽
[00:04:18.400 --> 00:04:19.400]  然後又有三博士
[00:04:19.400 --> 00:04:22.480]  一起炒了一碟聖經的概念
[00:04:22.480 --> 00:04:23.840]  無論如何我們在想
[00:04:23.840 --> 00:04:24.960]  福音書一開始講耶穌
[00:04:24.960 --> 00:04:26.000]  當然是講耶穌出生
[00:04:26.000 --> 00:04:28.400]  甚至《瑪利亞福音》講耶穌的族譜
[00:04:28.400 --> 00:04:30.400]  《約翰福音》好像從來沒有講耶穌出生
[00:04:30.400 --> 00:04:31.440]  是不是?
[00:04:31.440 --> 00:04:32.600]  其實不是
[00:04:32.600 --> 00:04:35.080]  《約翰福音》一開始用耶穌的出生講
[00:04:35.080 --> 00:04:36.400]  不是用祂育身
[00:04:36.400 --> 00:04:38.440]  就是瑪利亞仇人懷孕
[00:04:38.440 --> 00:04:40.240]  又不是講祂在馬槽
[00:04:40.240 --> 00:04:42.000]  更不是講祂的族譜
[00:04:42.000 --> 00:04:43.800]  而是講到太初
[00:04:43.800 --> 00:04:45.120]  講到創世
[00:04:45.120 --> 00:04:46.320]  由創世開始
[00:04:46.320 --> 00:04:46.960]  耶穌就在那裏
[00:04:46.960 --> 00:04:48.320]  太初有道
[00:04:48.320 --> 00:04:49.520]  道與上帝同在就在那裏
[00:04:49.520 --> 00:04:50.640]  太初與上帝同在
[00:04:50.640 --> 00:04:52.080]  道成了育身
[00:04:52.080 --> 00:04:54.160]  成爲人的樣式就在那裏
[00:04:54.160 --> 00:04:56.440]  所以原來耶穌基督的身份
[00:04:56.440 --> 00:04:58.880]  在《約翰福音》這個記載裏面
[00:04:58.880 --> 00:05:01.280]  一開始講祂的來歷
[00:05:01.280 --> 00:05:03.040]  不是用人的概念
[00:05:03.040 --> 00:05:04.560]  不是用育身的概念
[00:05:04.560 --> 00:05:06.120]  不是用族譜的概念
[00:05:06.120 --> 00:05:08.880]  而是從上帝的位分
[00:05:08.880 --> 00:05:09.800]  創造
[00:05:09.800 --> 00:05:11.040]  太初的時候
[00:05:11.040 --> 00:05:14.000]  已經存在道這個概念
[00:05:14.000 --> 00:05:15.680]  道可以是上帝的說話
[00:05:15.680 --> 00:05:17.000]  道可以是法則
[00:05:17.000 --> 00:05:19.520]  道可以是上帝本身
[00:05:19.520 --> 00:05:20.560]  比較深的
[00:05:20.560 --> 00:05:22.840]  但起碼《約翰福音》的概念很清楚
[00:05:22.840 --> 00:05:25.400]  耶穌基督這個角色出來
[00:05:25.400 --> 00:05:26.520]  是要告訴你
[00:05:26.520 --> 00:05:28.320]  祂就是上帝
[00:05:28.320 --> 00:05:30.360]  祂就由創世開始已經在那裏
[00:05:30.360 --> 00:05:32.320]  祂的淵源由創世開始
[00:05:32.320 --> 00:05:33.880]  並且按祂的時候
[00:05:33.880 --> 00:05:35.080]  按上祂的心意
[00:05:35.080 --> 00:05:36.960]  成爲人的樣式
[00:05:36.960 --> 00:05:38.200]  以至最後
[00:05:38.200 --> 00:05:40.120]  爲人緣故走上十字架
[00:05:40.120 --> 00:05:42.160]  在上帝的時間裏面
[00:05:42.160 --> 00:05:44.160]  所以整個《約翰福音》不停地講時後
[00:05:44.160 --> 00:05:45.120]  時後又未到
[00:05:45.120 --> 00:05:46.120]  時後又將到
[00:05:46.120 --> 00:05:47.400]  時後就到
[00:05:47.400 --> 00:05:49.000]  也數第一第二第三日
[00:05:49.000 --> 00:05:49.880]  不停地數
[00:05:49.880 --> 00:05:51.520]  是因爲對上帝來講
[00:05:51.520 --> 00:05:52.720]  對約翰來講
[00:05:52.720 --> 00:05:54.800]  這個上帝是一個有秩序
[00:05:54.800 --> 00:05:56.000]  並且按祂的心意
[00:05:56.000 --> 00:05:59.600]  一個一個階段去展現祂自己的上帝
[00:05:59.600 --> 00:06:00.400]  OK
[00:06:00.400 --> 00:06:02.480]  所以《約翰福音》一開始的時候
[00:06:02.480 --> 00:06:03.600]  約翰出現
[00:06:03.600 --> 00:06:05.200]  一開始約翰出場
[00:06:05.200 --> 00:06:07.000]  第一個畫面就是約翰出場
[00:06:07.000 --> 00:06:08.320]  哇 約翰走出來了
[00:06:08.320 --> 00:06:09.400]  跟人去宣講
[00:06:09.400 --> 00:06:11.760]  他不是基督
[00:06:11.760 --> 00:06:13.600]  不過他要爲人去洗脫
[00:06:13.600 --> 00:06:15.400]  並且有個基督要來
[00:06:15.400 --> 00:06:17.760]  今天經文第二天
[00:06:17.760 --> 00:06:19.560]  第二天約翰又出現了
[00:06:19.560 --> 00:06:21.400]  他和耶穌相遇了
[00:06:21.400 --> 00:06:23.240]  他發現耶穌是誰
[00:06:23.240 --> 00:06:25.200]  他將他的門徒交代給耶穌
[00:06:25.200 --> 00:06:26.560]  甚至跟門徒說要跟了
[00:06:26.560 --> 00:06:27.480]  那個是真的
[00:06:27.480 --> 00:06:28.560]  那個就是基督
[00:06:28.560 --> 00:06:31.480]  那個纔是聖靈洗禮的那個
[00:06:31.480 --> 00:06:32.680]  再過一天
[00:06:32.680 --> 00:06:34.720]  就真的有門徒跟耶穌了
[00:06:34.720 --> 00:06:35.520]  再過一天
[00:06:35.520 --> 00:06:36.840]  又有另一些門徒跟耶穌
[00:06:36.840 --> 00:06:37.680]  所以下一章
[00:06:37.680 --> 00:06:38.440]  下一段經文
[00:06:38.440 --> 00:06:39.760]  43節今天沒有看的
[00:06:39.760 --> 00:06:41.400]  就是耶穌繼續呼召肥力
[00:06:41.400 --> 00:06:42.880]  和呼召拿彈葉
[00:06:42.880 --> 00:06:45.600]  接着第二天 耶穌就出去傳道
[00:06:45.600 --> 00:06:46.440]  就有水遍走
[00:06:46.440 --> 00:06:48.280]  加拿大婚宴的事件等等
[00:06:48.280 --> 00:06:49.560]  這個預備的功夫
[00:06:49.560 --> 00:06:51.000]  在經文裏面講得很清楚
[00:06:51.000 --> 00:06:53.080]  耶穌在這裏去預備
[00:06:53.080 --> 00:06:54.640]  祂要服侍的工作
[00:06:54.640 --> 00:06:55.760]  包括兩個方面
[00:06:55.760 --> 00:06:57.920]  一個方面就是祂的身份角色
[00:06:57.920 --> 00:06:58.960]  所以一開始
[00:06:58.960 --> 00:07:00.280]  約翰認定了耶穌的身份
[00:07:00.280 --> 00:07:01.200]  約翰說
[00:07:01.200 --> 00:07:03.880]  看嚇上帝的羔羊
[00:07:03.880 --> 00:07:06.120]  除去世人的罪
[00:07:06.120 --> 00:07:07.360]  約翰看見耶穌
[00:07:07.360 --> 00:07:08.560]  他認同耶穌
[00:07:08.560 --> 00:07:10.000]  他認定耶穌的身份
[00:07:10.000 --> 00:07:12.200]  是上帝的羔羊
[00:07:12.200 --> 00:07:14.440]  上帝的羔羊是什麼意思
[00:07:14.440 --> 00:07:15.240]  上帝的羔羊
[00:07:15.240 --> 00:07:16.480]  如果我們熟悉舊約憲制
[00:07:16.480 --> 00:07:18.000]  就知道上帝的羔羊
[00:07:18.000 --> 00:07:19.880]  就是那個擺上的祭物
[00:07:19.880 --> 00:07:21.880]  而且是上帝爲人預備的
[00:07:21.880 --> 00:07:22.760]  上帝的羔羊
[00:07:22.760 --> 00:07:23.680]  他一定會想起什麼
[00:07:23.680 --> 00:07:25.000]  如果是猶太人的話
[00:07:25.000 --> 00:07:27.400]  一定會想起阿巴拉罕獻以撒
[00:07:27.400 --> 00:07:28.680]  因爲當他獻以撒的時候
[00:07:28.680 --> 00:07:30.440]  就有隻羔羊預備
[00:07:30.440 --> 00:07:32.280]  上帝爲人去預備
[00:07:32.280 --> 00:07:33.400]  去承擔人的罪
[00:07:33.400 --> 00:07:35.880]  代替人去回應上帝
[00:07:35.880 --> 00:07:37.600]  上帝的羔羊代表着神聖
[00:07:37.600 --> 00:07:39.840]  聖潔從上而來
[00:07:39.840 --> 00:07:41.840]  這句話成爲一個記號
[00:07:41.840 --> 00:07:44.000]  當約翰說上帝的羔羊
[00:07:44.000 --> 00:07:45.520]  除去世人罪的時候
[00:07:45.520 --> 00:07:47.280]  他解釋爲什麼他說這句話
[00:07:47.280 --> 00:07:48.680]  因爲約翰曾經說過
[00:07:48.680 --> 00:07:50.400]  我不是那一位基督
[00:07:50.400 --> 00:07:52.280]  我來用水爲你洗禮
[00:07:52.280 --> 00:07:53.720]  有一位他是基督
[00:07:53.720 --> 00:07:56.840]  他要用聖靈爲你們洗禮
[00:07:56.840 --> 00:07:58.520]  所以到三十二節
[00:07:58.520 --> 00:07:59.920]  約翰就見證
[00:07:59.920 --> 00:08:02.120]  聖經裏面說約翰去見證
[00:08:02.120 --> 00:08:03.800]  我曾經看見聖靈
[00:08:03.800 --> 00:08:05.440]  彷彿甲子從天降下
[00:08:05.440 --> 00:08:06.960]  停留在耶穌身上
[00:08:06.960 --> 00:08:08.400]  之前不認識他
[00:08:08.400 --> 00:08:09.240]  我只知道
[00:08:09.240 --> 00:08:12.320]  誰見到聖靈降臨在他身上
[00:08:12.320 --> 00:08:14.080]  哪個人就得着聖靈的能力
[00:08:14.080 --> 00:08:15.440]  可以有施洗的權柄
[00:08:15.440 --> 00:08:17.000]  用聖靈洗禮的權柄
[00:08:17.000 --> 00:08:18.480]  所以第三十四節
[00:08:18.480 --> 00:08:19.520]  我看見了
[00:08:19.520 --> 00:08:20.640]  所以作證
[00:08:20.640 --> 00:08:23.840]  這一位是上帝的兒子
[00:08:23.840 --> 00:08:26.400]  在這段經文裏面有一個很重要的角色
[00:08:26.400 --> 00:08:28.880]  我不知道你過去怎麼認識約翰
[00:08:28.880 --> 00:08:31.000]  很多人說施洗約翰就是洗禮
[00:08:31.000 --> 00:08:33.120]  就是那個先鋒
[00:08:33.120 --> 00:08:34.520]  那個穿瘦皮
[00:08:34.520 --> 00:08:35.600]  喫蝗蟲野物的
[00:08:35.600 --> 00:08:37.800]  有點大叫的人
[00:08:37.800 --> 00:08:40.400]  但這段經文裏面說施洗約翰其中一個很重要
[00:08:40.400 --> 00:08:42.320]  是爲耶穌作見證
[00:08:42.320 --> 00:08:44.480]  這一位是上帝的兒子
[00:08:44.480 --> 00:08:46.320]  我看見了
[00:08:46.320 --> 00:08:47.560]  兄弟姐妹
[00:08:47.560 --> 00:08:50.640]  你有沒有爲上帝作見證
[00:08:50.640 --> 00:08:52.120]  你說我沒什麼見證好說
[00:08:52.120 --> 00:08:53.720]  我生命都是這樣
[00:08:53.720 --> 00:08:56.000]  我們經常想見證就是我的生命
[00:08:56.000 --> 00:08:57.840]  如果我以前是殺人放火的
[00:08:57.840 --> 00:08:58.680]  我以前是很壞的
[00:08:58.680 --> 00:08:59.480]  然後好起來
[00:08:59.480 --> 00:09:00.840]  那就是見證上帝
[00:09:00.840 --> 00:09:03.600]  我們想見證就是我的生命的改變
[00:09:03.600 --> 00:09:04.640]  以至於有人看見我
[00:09:04.640 --> 00:09:05.640]  就看見上帝了
[00:09:05.640 --> 00:09:06.160]  非常好
[00:09:06.160 --> 00:09:07.280]  這是一個部分
[00:09:07.280 --> 00:09:08.960]  但是見證有另一個部分就是
[00:09:08.960 --> 00:09:11.560]  見證上帝的作爲
[00:09:11.560 --> 00:09:12.840]  約翰見證的是什麼
[00:09:12.840 --> 00:09:16.720]  他看見聖靈好像甲子降落在耶穌身上
[00:09:16.720 --> 00:09:19.200]  他都收到上帝給他的很清楚的啓示
[00:09:19.200 --> 00:09:21.280]  當有一個人他來到他的面前
[00:09:21.280 --> 00:09:22.920]  聖靈好像甲子降落在他身上的話
[00:09:22.920 --> 00:09:24.800]  這個人就是上帝所揀選
[00:09:24.800 --> 00:09:26.760]  並且這個人就是聖靈
[00:09:26.760 --> 00:09:30.200]  給他權併爲人用靈洗禮的那一位
[00:09:30.200 --> 00:09:32.160]  這個是約翰的見證
[00:09:32.160 --> 00:09:33.880]  約翰不是說他的生命改變
[00:09:33.880 --> 00:09:35.960]  是他看見了什麼
[00:09:35.960 --> 00:09:37.880]  當我們見證上帝的時候
[00:09:37.880 --> 00:09:40.640]  你有沒有跟別人說你看見上帝了什麼
[00:09:40.640 --> 00:09:43.000]  很多時候我們見證就是滯留於或停留於
[00:09:43.000 --> 00:09:43.920]  我
[00:09:43.920 --> 00:09:45.120]  我做過什麼
[00:09:45.120 --> 00:09:46.440]  我以前怎樣現在怎樣
[00:09:46.440 --> 00:09:47.840]  這個是見證的一部分
[00:09:47.840 --> 00:09:50.000]  另一部分就是我們看見了什麼
[00:09:50.000 --> 00:09:52.080]  你回教會那麼久你看見了什麼
[00:09:52.080 --> 00:09:54.000]  你看聖經那麼久看見了什麼
[00:09:54.000 --> 00:09:55.360]  你在教會經歷上那一年那麼久
[00:09:55.360 --> 00:09:59.120]  你看見上帝是怎樣的上帝
[00:09:59.120 --> 00:10:00.680]  你有沒有跟別人宣告
[00:10:00.680 --> 00:10:01.560]  跟別人見證
[00:10:01.560 --> 00:10:04.360]  我見證我的上帝是這樣的上帝
[00:10:04.360 --> 00:10:06.080]  我的上帝是愛的上帝
[00:10:06.080 --> 00:10:07.400]  我的上帝是憐憫的上帝
[00:10:07.400 --> 00:10:09.480]  我的上帝是寬恕的上帝
[00:10:09.480 --> 00:10:13.160]  我的上帝是使人和睦的上帝
[00:10:13.160 --> 00:10:15.240]  你和我可能看見不同的角度
[00:10:15.240 --> 00:10:17.080]  不過不同的角度都彰顯上帝的榮耀
[00:10:17.080 --> 00:10:20.760]  你有沒有將上帝的特性向人宣告
[00:10:20.760 --> 00:10:22.280]  向人分享
[00:10:22.280 --> 00:10:26.080]  成爲上帝的見證人呢
[00:10:26.080 --> 00:10:27.560]  我們很少想這個角色
[00:10:27.560 --> 00:10:28.600]  約翰其中一個很重要的角色
[00:10:28.600 --> 00:10:32.040]  他是上帝的見證人
[00:10:32.040 --> 00:10:33.640]  我們今時今日很少做見證人
[00:10:33.640 --> 00:10:35.000]  都很害怕做見證人
[00:10:35.000 --> 00:10:36.480]  通常見證人都不太好
[00:10:36.480 --> 00:10:37.760]  我見證了你
[00:10:37.760 --> 00:10:38.600]  可能你借人錢
[00:10:38.600 --> 00:10:39.160]  我見證了你
[00:10:39.160 --> 00:10:40.520]  你走了就算了
[00:10:40.520 --> 00:10:41.960]  通常都是想這些
[00:10:41.960 --> 00:10:43.200]  但見證人這個角色
[00:10:43.200 --> 00:10:46.160]  就是說我很真實
[00:10:46.160 --> 00:10:49.360]  我們都曾經經歷過上帝很多真實的
[00:10:49.360 --> 00:10:51.440]  但很多時候我們發覺沒什麼力量
[00:10:51.440 --> 00:10:52.160]  我都不太行
[00:10:52.160 --> 00:10:53.400]  我信仰也不太好
[00:10:53.400 --> 00:10:54.960]  見證不是我很好
[00:10:54.960 --> 00:10:57.600]  見證是發現上帝是多麼豐富
[00:10:57.600 --> 00:10:59.120]  所以可能另一個見證就是
[00:10:59.120 --> 00:11:00.560]  是我還是很不行
[00:11:00.560 --> 00:11:02.760]  不過上帝讓我繼續堅持
[00:11:02.760 --> 00:11:04.120]  繼續堅持
[00:11:04.120 --> 00:11:05.280]  繼續不倒下
[00:11:05.280 --> 00:11:06.240]  還在掙扎
[00:11:06.240 --> 00:11:07.160]  還在跌跌碰碰
[00:11:07.160 --> 00:11:07.840]  拐下拐下
[00:11:07.840 --> 00:11:11.600]  不過仍然堅持在閘路里穿窗插插
[00:11:11.600 --> 00:11:13.480]  我要見證上帝的恩典
[00:11:13.480 --> 00:11:16.520]  這是其中一種見證的力量
[00:11:16.520 --> 00:11:17.520]  我們常常想見證
[00:11:17.520 --> 00:11:20.320]  都是一些成功的例子纔是見證
[00:11:20.320 --> 00:11:21.640]  但我覺得更重要的見證就是
[00:11:21.640 --> 00:11:24.360]  真實體會上帝是怎樣
[00:11:24.360 --> 00:11:28.960]  我們身邊的人可能就是需要這樣的上帝
[00:11:28.960 --> 00:11:29.920]  是嗎
[00:11:29.920 --> 00:11:30.760]  很多人覺得
[00:11:30.760 --> 00:11:32.440]  你的上帝離我太遠了
[00:11:32.440 --> 00:11:34.560]  黑社會好起來
[00:11:34.560 --> 00:11:36.800]  癌症不死好起來
[00:11:36.800 --> 00:11:38.240]  離我太遠了
[00:11:38.240 --> 00:11:39.720]  但如果我們的生命見證就是
[00:11:39.720 --> 00:11:40.600]  是的
[00:11:40.600 --> 00:11:42.040]  我仍然跌跌碰碰
[00:11:42.040 --> 00:11:42.400]  是的
[00:11:42.400 --> 00:11:43.640]  我還有很多限制
[00:11:43.640 --> 00:11:44.280]  我繼續努力
[00:11:44.280 --> 00:11:46.040]  希望繼續上帝憐憫
[00:11:46.040 --> 00:11:47.400]  我繼續悔改當中
[00:11:47.400 --> 00:11:48.840]  不過這個當中
[00:11:48.840 --> 00:11:52.440]  現在進行式的難處的忍耐
[00:11:52.440 --> 00:11:53.320]  的堅忍
[00:11:53.320 --> 00:11:54.640]  的跌跌碰碰
[00:11:54.640 --> 00:11:57.120]  可能就是讓旁邊那個跟你一起跌跌碰碰的人
[00:11:57.120 --> 00:11:58.120]  去發現
[00:11:58.120 --> 00:12:00.160]  你的上帝的真實
[00:12:00.160 --> 00:12:01.400]  讓我們努力去見證
[00:12:01.400 --> 00:12:02.960]  無論你在什麼位置的角色
[00:12:02.960 --> 00:12:04.560]  繼續努力去見證
[00:12:04.560 --> 00:12:06.480]  見證是我們應該有的角色
[00:12:06.480 --> 00:12:08.040]  並且是本分
[00:12:08.040 --> 00:12:09.000]  不要等着
[00:12:09.000 --> 00:12:11.760]  我好了纔回頭去見證
[00:12:11.760 --> 00:12:12.600]  當然我們繼續努力
[00:12:12.600 --> 00:12:13.640]  不是因爲這句話
[00:12:13.640 --> 00:12:14.640]  你就可以懶了
[00:12:14.640 --> 00:12:15.440]  不要進步了
[00:12:15.440 --> 00:12:16.960]  我們要繼續努力進步
[00:12:16.960 --> 00:12:19.120]  但我們是在見證我們一路成長
[00:12:19.120 --> 00:12:19.800]  上帝陪伴
[00:12:19.800 --> 00:12:21.120]  這件事更重要
[00:12:21.120 --> 00:12:22.480]  好了
[00:12:22.480 --> 00:12:24.600]  接着很有趣的
[00:12:24.600 --> 00:12:25.880]  35節講
[00:12:25.880 --> 00:12:26.840]  過了一天
[00:12:26.840 --> 00:12:28.920]  約翰與兩個門徒站在那裏
[00:12:28.920 --> 00:12:32.080]  他見耶穌走過
[00:12:32.080 --> 00:12:32.800]  好像沒什麼特別
[00:12:32.800 --> 00:12:33.560]  見耶穌走過
[00:12:33.560 --> 00:12:35.600]  其實在一開始29節已經有的
[00:12:35.600 --> 00:12:37.960]  約翰看見耶穌來到他那裏
[00:12:37.960 --> 00:12:39.960]  見到耶穌走過
[00:12:39.960 --> 00:12:43.200]  所以這些描述好像很輕描淡寫的
[00:12:43.200 --> 00:12:44.880]  沒有說爲什麼耶穌會經過
[00:12:44.880 --> 00:12:45.800]  沒有說耶穌去哪裏
[00:12:45.800 --> 00:12:48.320]  總之約翰和門徒正在走的時候
[00:12:48.320 --> 00:12:50.920]  耶穌就經過了
[00:12:50.920 --> 00:12:52.080]  很有趣
[00:12:52.080 --> 00:12:53.960]  信仰的時候也很有趣
[00:12:53.960 --> 00:12:55.800]  爲什麼你會回到教會
[00:12:55.800 --> 00:12:57.840]  有些人可能是很多安排
