
[00:00:00.000 --> 00:00:04.320]  今天要和大家分享的訊息就是
[00:02:52.400 --> 00:02:55.400]  是我們生命不可或缺的一個
[00:02:55.400 --> 00:02:57.400]  好像張牧師經常說
[00:02:57.400 --> 00:02:59.400]  是一個人生的menu的時候
[00:02:59.400 --> 00:03:01.400]  這個是非常之重要
[00:03:01.400 --> 00:03:03.400]  指點迷津
[00:03:03.400 --> 00:03:06.400]  現在拍拖都不知跟誰拍好
[00:03:06.400 --> 00:03:08.400]  結婚又不知跟誰結好
[00:03:08.400 --> 00:03:10.400]  究竟讀書好呢?做工好呢?
[00:03:10.400 --> 00:03:14.400]  究竟移民呢?移民去澳洲好呢?加拿大好呢?
[00:03:14.400 --> 00:03:17.400]  只有9%
[00:03:17.400 --> 00:03:21.400]  其實2011年是13%
[00:03:21.400 --> 00:03:23.400]  所以現在是跌到9%
[00:03:23.400 --> 00:03:28.400]  即是說其實這個都需要留意
[00:03:28.400 --> 00:03:30.400]  需要安慰是14%
[00:03:30.400 --> 00:03:32.400]  投入讀經的原因
[00:03:32.400 --> 00:03:35.400]  在信仰旅程裏面是不可或缺的部分
[00:03:35.400 --> 00:03:37.400]  有53%
[00:03:37.400 --> 00:03:39.400]  指點迷津41%
[00:03:39.400 --> 00:03:43.400]  有一個很有趣的
[00:03:43.400 --> 00:03:45.400]  我選了這個
[00:03:45.400 --> 00:03:47.400]  為什麼要投入讀經呢?
[00:03:47.400 --> 00:03:50.400]  因為將聖經已經下載在手機裏面
[00:03:50.400 --> 00:03:51.400]  很方便
[00:03:51.400 --> 00:03:53.400]  所以他們會讀經
[00:03:53.400 --> 00:03:55.400]  另外讀經的習慣為什麼這麼鬆懈呢?
[00:03:55.400 --> 00:03:57.400]  我相信大家都一樣
[00:03:57.400 --> 00:03:58.400]  是不是?
[00:03:58.400 --> 00:04:00.400]  太忙
[00:04:00.400 --> 00:04:02.400]  很累
[00:04:02.400 --> 00:04:04.400]  誓無前身
[00:04:04.400 --> 00:04:06.400]  又或者在我們生命裏面
[00:04:06.400 --> 00:04:07.400]  有不同的季節
[00:04:07.400 --> 00:04:09.400]  出現了一個巨變
[00:04:09.400 --> 00:04:10.400]  變化
[00:04:10.400 --> 00:04:12.400]  突然間不知道怎麼辦
[00:04:12.400 --> 00:04:16.400]  我們就不讀了
[00:04:16.400 --> 00:04:20.400]  聖經話語的生活應用是怎樣呢?
[00:04:20.400 --> 00:04:21.400]  較多思想的
[00:04:21.400 --> 00:04:24.400]  生物思想只有48%
[00:04:24.400 --> 00:04:28.400]  間中心的思想是45%
[00:04:28.400 --> 00:04:32.400]  其實我們去思想聖經
[00:04:32.400 --> 00:04:36.400]  仍然是有進步的空間
[00:04:36.400 --> 00:04:38.400]  用什麼方式讀聖經呢?
[00:04:38.400 --> 00:04:43.400]  印刷本在美國仍然是非常厲害的
[00:04:43.400 --> 00:04:44.400]  你們看不到
[00:04:44.400 --> 00:04:45.400]  我相信你們看到
[00:04:45.400 --> 00:04:47.400]  因為你們是青年人
[00:04:47.400 --> 00:04:50.400]  印刷本是91%
[00:04:50.400 --> 00:04:54.400]  所以原來美國人大多數拿印刷本
[00:04:54.400 --> 00:04:57.400]  你不是說他們可能成人
[00:04:57.400 --> 00:04:59.400]  或者他們年紀大了
[00:04:59.400 --> 00:05:04.400]  當然拿著傳統一點的
[00:05:04.400 --> 00:05:06.400]  其實我仍然覺得
[00:05:06.400 --> 00:05:08.400]  我自己也用手機看聖經
[00:05:08.400 --> 00:05:10.400]  我覺得用手機看聖經
[00:05:10.400 --> 00:05:12.400]  也是很碎片的
[00:05:12.400 --> 00:05:13.400]  因為你看版面
[00:05:13.400 --> 00:05:15.400]  你只是看一版
[00:05:15.400 --> 00:05:17.400]  或者幾行
[00:05:17.400 --> 00:05:19.400]  但你拿著一本聖經的時候
[00:05:19.400 --> 00:05:21.400]  其實你可以貫穿
[00:05:21.400 --> 00:05:23.400]  由《啟示錄》到《創世紀》
[00:05:23.400 --> 00:05:25.400]  一路揭一路貫穿
[00:05:25.400 --> 00:05:26.400]  但今天
[00:05:26.400 --> 00:05:28.400]  因為我們是碎片的人生
[00:05:28.400 --> 00:05:29.400]  碎片的信仰
[00:05:29.400 --> 00:05:31.400]  我們只是想看幾行
[00:05:31.400 --> 00:05:33.400]  我們不想看這麼多
[00:05:33.400 --> 00:05:35.400]  但你可不可以為了整本聖經
[00:05:35.400 --> 00:05:36.400]  拿著手的時候
[00:05:36.400 --> 00:05:38.400]  你去看的時候
[00:05:38.400 --> 00:05:39.400]  你可以揭來揭去
[00:05:39.400 --> 00:05:40.400]  回來回去
[00:05:40.400 --> 00:05:43.400]  是可以貫穿整本的聖經的
[00:05:43.400 --> 00:05:45.400]  所以其實也是有意思的
[00:05:45.400 --> 00:05:47.400]  印刷本是91%
[00:05:47.400 --> 00:05:50.400]  其實2011年是89%
[00:05:50.400 --> 00:05:52.400]  不知道為什麼會升到91%
[00:05:52.400 --> 00:05:55.400]  可能剛才我說的原因也是一樣
[00:05:55.400 --> 00:05:57.400]  崇拜的裏邊
[00:05:57.400 --> 00:05:59.400]  來看聖經是88%
[00:05:59.400 --> 00:06:01.400]  互聯網上55%
[00:06:01.400 --> 00:06:03.400]  智能手機53%
[00:06:03.400 --> 00:06:06.400]  查經小組51%
[00:06:06.400 --> 00:06:10.400]  其實是比2011年下跌了
[00:06:10.400 --> 00:06:12.400]  Apps是43%
[00:06:12.400 --> 00:06:15.400]  聆聽版也有36%
[00:06:15.400 --> 00:06:17.400]  讀經之後的情緒反應
[00:06:17.400 --> 00:06:20.400]  或者情緒狀態是怎樣呢
[00:06:20.400 --> 00:06:21.400]  讀完聖經
[00:06:21.400 --> 00:06:23.400]  心裏面很平靜安穩
[00:06:23.400 --> 00:06:25.400]  42%
[00:06:25.400 --> 00:06:28.400]  2012年是34%
[00:06:28.400 --> 00:06:31.400]  受感動激勵是33%
[00:06:31.400 --> 00:06:33.400]  有盼望29%
[00:06:33.400 --> 00:06:34.400]  有方向感25%
[00:06:34.400 --> 00:06:36.400]  是很快樂的25%
[00:06:36.400 --> 00:06:38.400]  不知道大家讀完聖經
[00:06:38.400 --> 00:06:41.400]  有沒有這些情緒的狀態
[00:06:41.400 --> 00:06:45.400]  還是還沒讀完第一句已經低了
[00:06:45.400 --> 00:06:47.400]  年齡分佈
[00:06:47.400 --> 00:06:49.400]  千禧世代18至32
[00:06:49.400 --> 00:06:50.400]  哪裡是千禧世代
[00:06:50.400 --> 00:06:53.400]  這裡全部都是千禧世代
[00:06:53.400 --> 00:06:58.400]  Y有17%
[00:06:58.400 --> 00:07:03.400]  X世代33歲至51歲
[00:07:03.400 --> 00:07:05.400]  31%
[00:07:05.400 --> 00:07:08.400]  看聖經
[00:07:08.400 --> 00:07:12.400]  X世代和嬰兒朝
[00:07:12.400 --> 00:07:13.400]  52至70
[00:07:13.400 --> 00:07:14.400]  39%
[00:07:14.400 --> 00:07:16.400]  是比較多的
[00:07:16.400 --> 00:07:18.400]  千禧世代18至32
[00:07:18.400 --> 00:07:20.400]  17%比較少
[00:07:20.400 --> 00:07:25.400]  71歲長者是12%
[00:07:25.400 --> 00:07:26.400]  弟兄姊妹我告訴你
[00:07:26.400 --> 00:07:29.400]  如果你要去到71歲之後才去讀聖經
[00:07:29.400 --> 00:07:32.400]  我真的明白聖經很重要
[00:07:32.400 --> 00:07:35.400]  我浪費了70年沒有看聖經
[00:07:35.400 --> 00:07:38.400]  我現在71歲開始去看聖經
[00:07:38.400 --> 00:07:39.400]  只有12%
[00:07:39.400 --> 00:07:40.400]  為什麼這麼少呢
[00:07:40.400 --> 00:07:43.400]  眼又矇
[00:07:43.400 --> 00:07:44.400]  聽都聽不到
[00:07:44.400 --> 00:07:45.400]  耳又聾
[00:07:45.400 --> 00:07:49.400]  或者我們看東西不夠集中
[00:07:49.400 --> 00:07:50.400]  不夠專注力
[00:07:50.400 --> 00:07:53.400]  弟兄姊妹千萬不要到71歲才說
[00:07:53.400 --> 00:07:55.400]  我滴起心肝去看聖經
[00:07:55.400 --> 00:07:59.400]  香港天主教在2010年
[00:07:59.400 --> 00:08:03.400]  做了一個教友的信仰生活現況調查報告
[00:08:03.400 --> 00:08:08.400]  73.3%的教友沒有經常讀聖經
[00:08:08.400 --> 00:08:10.400]  73.3%
[00:08:10.400 --> 00:08:14.400]  而每星期讀少過一次的主要原因
[00:08:14.400 --> 00:08:19.400]  都是忙 佔了43.1%
[00:08:19.400 --> 00:08:20.400]  沒有養成習慣
[00:08:20.400 --> 00:08:22.400]  同樣都是
[00:08:22.400 --> 00:08:24.400]  懶惰都是有這個因素
[00:08:24.400 --> 00:08:28.400]  而在2016年基督教出版聯會
[00:08:28.400 --> 00:08:32.400]  做了一個基督徒閱讀習慣問卷的調查
[00:08:32.400 --> 00:08:38.400]  大約一半人每星期只花三個小時去看書
[00:08:38.400 --> 00:08:44.400]  香港人的看書每個月的中位數是三本
[00:08:44.400 --> 00:08:46.400]  每個月
[00:08:46.400 --> 00:08:51.400]  而基督徒是一年裏面只看五本
[00:08:51.400 --> 00:08:54.400]  所以基督徒看書閱讀
[00:08:54.400 --> 00:08:57.400]  真是很大
[00:08:57.400 --> 00:09:00.400]  和我們香港人看書的中位數
[00:09:00.400 --> 00:09:02.400]  是很大的差別
[00:09:02.400 --> 00:09:07.400]  所以這個都是我們需要去留意
[00:09:07.400 --> 00:09:11.400]  承浸弟兄姊妹的讀經習慣是怎樣呢
[00:09:11.400 --> 00:09:13.400]  我們仍然有盼望
[00:09:13.400 --> 00:09:17.400]  否則我們都不會做這個樂享聖賢
[00:09:17.400 --> 00:09:20.400]  仍然在建立中
[00:09:20.400 --> 00:09:25.400]  所以我們來看幾段聖經
[00:09:25.400 --> 00:09:26.400]  如果看到的話
[00:09:26.400 --> 00:09:31.400]  我們一起去開聲讀這幾節聖經
[00:09:37.400 --> 00:09:42.400]  祂們的眼睛明亮了
[00:09:42.400 --> 00:09:44.400]  才認出他來
[00:09:44.400 --> 00:09:47.400]  忽然耶穌不見了
[00:09:47.400 --> 00:09:48.400]  他們彼此說
[00:09:48.400 --> 00:09:51.400]  在路上他和我們說話
[00:09:51.400 --> 00:09:54.400]  給我們講解聖經的時候
[00:09:54.400 --> 00:09:57.400]  我們的心豈不是火熱的嗎
[00:09:57.400 --> 00:09:58.400]  耶穌對他們說
[00:09:58.400 --> 00:10:02.400]  這就是我從前與你們同在之時
[00:10:02.400 --> 00:10:05.400]  所告訴你們的話說
[00:10:05.400 --> 00:10:06.400]  摩西的律法
[00:10:06.400 --> 00:10:09.400]  先知的書和詩篇上所記的
[00:10:09.400 --> 00:10:13.400]  凡指著我的話都必須應驗
[00:10:13.400 --> 00:10:15.400]  於是耶穌開他們的心竅
[00:10:15.400 --> 00:10:21.400]  使他們能明白聖經
[00:10:21.400 --> 00:10:23.400]  我們讀完這個
[00:10:23.400 --> 00:10:24.400]  又對他們說
[00:10:24.400 --> 00:10:26.400]  照經上所寫的
[00:10:26.400 --> 00:10:28.400]  基督必受害
[00:10:28.400 --> 00:10:30.400]  第三日從死裡復活
[00:10:30.400 --> 00:10:32.400]  並且人要奉他的名
[00:10:32.400 --> 00:10:34.400]  全悔改赦罪的道
[00:10:34.400 --> 00:10:37.400]  從耶路撒冷起直到萬邦
[00:10:37.400 --> 00:10:44.400]  你們就是這些事的見證
[00:10:44.400 --> 00:10:45.400]  剛才讀的一段經文
[00:10:45.400 --> 00:10:47.400]  在路加福音24章最後一章
[00:10:47.400 --> 00:10:49.400]  我們看到路加福音
[00:10:49.400 --> 00:10:52.400]  然後下一卷的書是什麼書卷
[00:10:52.400 --> 00:10:58.400]  路加福音之後是什麼書卷
[00:10:58.400 --> 00:11:00.400]  是什麼書卷
[00:11:00.400 --> 00:11:07.400]  約翰,之後是《使徒行傳》
[00:11:07.400 --> 00:11:08.400]  很奇怪
[00:11:08.400 --> 00:11:10.400]  在路加約翰《使徒行傳》裏面
[00:11:10.400 --> 00:11:14.400]  第一章都有提到道
[00:11:14.400 --> 00:11:19.400]  路加福音第一章第四節
[00:11:19.400 --> 00:11:23.400]  所學之道
[00:11:23.400 --> 00:11:25.400]  然後約翰福音第一章
[00:11:25.400 --> 00:11:26.400]  很明白
[00:11:26.400 --> 00:11:28.400]  第一章第一節大家都會背
[00:11:28.400 --> 00:11:30.400]  有三個道
[00:11:30.400 --> 00:11:33.400]  然後到《使徒行傳》的第一章
[00:11:33.400 --> 00:11:36.400]  都說我已經作了前書
[00:11:36.400 --> 00:11:39.400]  《使徒行傳》是路加的下集
[00:11:39.400 --> 00:11:41.400]  都說到前書
[00:11:41.400 --> 00:11:44.400]  書這個字都是說到道
[00:11:44.400 --> 00:11:46.400]  所以這個道已經貫穿了
[00:11:46.400 --> 00:11:49.400]  幾本書的第一章
[00:11:49.400 --> 00:11:51.400]  而路加福音的第一章
[00:11:51.400 --> 00:11:52.400]  說到所學之道
[00:11:52.400 --> 00:11:54.400]  然後路加福音的第二十四章
[00:11:54.400 --> 00:12:00.400]  也是最後一章都說到道
[00:12:00.400 --> 00:12:02.400]  或者神的說話
[00:12:02.400 --> 00:12:04.400]  所以剛才讀的一段經文
[00:12:04.400 --> 00:12:07.400]  也是二馬五師路加福音
[00:12:07.400 --> 00:12:09.400]  獨有的段落
[00:12:09.400 --> 00:12:14.400]  它的焦點都是在神自己的說話裏面
[00:12:14.400 --> 00:12:18.400]  所以今天我和大家去看
[00:12:18.400 --> 00:12:20.400]  《打開聖經兩熱生命》
[00:12:20.400 --> 00:12:23.400]  都是從神的說話
[00:12:23.400 --> 00:12:27.400]  Logos的入手點來看
[00:12:27.400 --> 00:12:30.400]  其實在上文是說到
[00:12:30.400 --> 00:12:33.400]  一班婦女帶著預備的香料
[00:12:33.400 --> 00:12:34.400]  去到墳墓裏
[00:12:34.400 --> 00:12:36.400]  怎知見到一個空墳
[00:12:36.400 --> 00:12:38.400]  忽然兩個天子就顯現
[00:12:38.400 --> 00:12:39.400]  告訴他們
[00:12:39.400 --> 00:12:41.400]  為什麼你們在死人裏面找活人
[00:12:41.400 --> 00:12:42.400]  他不在這裏了
[00:12:42.400 --> 00:12:44.400]  他已經復活了
[00:12:44.400 --> 00:12:45.400]  正當那日
[00:12:45.400 --> 00:12:48.400]  這個門徒裏面有兩個人
[00:12:48.400 --> 00:12:49.400]  就愁眉苦臉
[00:12:49.400 --> 00:12:51.400]  收拾了包袱
[00:12:51.400 --> 00:12:53.400]  既然我們跟著大佬
[00:12:53.400 --> 00:12:55.400]  跟著耶穌基督
[00:12:55.400 --> 00:12:57.400]  我們本來以為他帶領我們
[00:12:57.400 --> 00:12:59.400]  要復興以色列
[00:12:59.400 --> 00:13:01.400]  怎知他死了
[00:13:01.400 --> 00:13:04.400]  收拾了包袱回鄉
[00:13:04.400 --> 00:13:06.400]  很傷心的
[00:13:06.400 --> 00:13:08.400]  很愁眉苦臉的
[00:13:08.400 --> 00:13:10.400]  踏上歸途回鄉
[00:13:10.400 --> 00:13:13.400]  就往二馬五師去
[00:13:13.400 --> 00:13:15.400]  他們一邊走一邊很激烈的
[00:13:15.400 --> 00:13:21.400]  去爭論有關耶穌一切的事情所說的話
[00:13:21.400 --> 00:13:22.400]  正在談論的時間
[00:13:22.400 --> 00:13:26.400]  耶穌親自就近他們
[00:13:26.400 --> 00:13:28.400]  就跟他們同行
[00:13:28.400 --> 00:13:32.400]  只是他們的眼睛打不開
[00:13:32.400 --> 00:13:33.400]  弟兄姊妹
[00:13:33.400 --> 00:13:35.400]  今天十點鐘的崇拜
[00:13:35.400 --> 00:13:38.400]  不知對你們會不會很早
[00:13:38.400 --> 00:13:39.400]  我剛才回來的時候
[00:13:39.400 --> 00:13:41.400]  我覺得見到很多人
[00:13:41.400 --> 00:13:46.400]  好像還沒睡醒
[00:13:46.400 --> 00:13:49.400]  可能真的
[00:13:49.400 --> 00:13:51.400]  可能還沒睡醒的時候
[00:13:51.400 --> 00:13:53.400]  我們的眼睛也打不開
[00:13:53.400 --> 00:13:55.400]  眼睛迷糊了
[00:13:55.400 --> 00:13:58.400]  不認識他
[00:13:58.400 --> 00:14:02.400]  所以門徒的眼睛為何打不開呢
[00:14:02.400 --> 00:14:05.400]  為何認不出耶穌來呢
[00:14:05.400 --> 00:14:10.400]  是因為他們從人的角度去理解
[00:14:10.400 --> 00:14:11.400]  弟兄姊妹
[00:14:11.400 --> 00:14:13.400]  兩位的門徒
[00:14:13.400 --> 00:14:16.400]  其實他們不是不熟悉聖經
[00:14:16.400 --> 00:14:18.400]  在路上他們不斷去討論
[00:14:18.400 --> 00:14:23.400]  很熱烈的爭論耶穌說的話
[00:14:23.400 --> 00:14:24.400]  聖經的預言
[00:14:24.400 --> 00:14:26.400]  耶穌的身份
[00:14:26.400 --> 00:14:29.400]  並且做了一個正確的結論
[00:14:29.400 --> 00:14:32.400]  他說在聖經裏面
[00:14:32.400 --> 00:14:34.400]  如果你打開聖經
[00:14:34.400 --> 00:14:38.400]  當然電子版會快一點
[00:14:38.400 --> 00:14:41.400]  但如果我們有聖經版的時間
[00:14:41.400 --> 00:14:44.400]  你打開24章的21節已經看到
[00:14:44.400 --> 00:14:47.400]  他們的神學是非常正確的
[00:14:47.400 --> 00:14:52.400]  他們所立了一個很正確的結論
[00:14:52.400 --> 00:14:54.400]  這個結論在21節裏說
[00:14:54.400 --> 00:14:59.400]  但我們數來所盼望要熟以色列的
[00:14:59.400 --> 00:15:01.400]  就是他
[00:15:01.400 --> 00:15:03.400]  是神學正確的
[00:15:03.400 --> 00:15:04.400]  是對的
[00:15:04.400 --> 00:15:07.400]  他們所知道的認識是正確的
[00:15:07.400 --> 00:15:10.400]  問題是他們總是用人的角度
[00:15:10.400 --> 00:15:11.400]  人的期望
[00:15:11.400 --> 00:15:12.400]  人的觀點
[00:15:12.400 --> 00:15:13.400]  人的框框
[00:15:13.400 --> 00:15:15.400]  去理解關於神的事情
[00:15:15.400 --> 00:15:17.400]  關於耶穌復活的事情
[00:15:17.400 --> 00:15:20.400]  他們沒有用信心的眼睛去看
[00:15:20.400 --> 00:15:23.400]  所以眼睛就打不開
[00:15:23.400 --> 00:15:25.400]  甚至有些的聖經學者說
[00:15:25.400 --> 00:15:29.400]  他們所說的是非常正確
[00:15:29.400 --> 00:15:33.400]  但是他們所說的
[00:15:33.400 --> 00:15:36.400]  只不過是念口往出來
[00:15:36.400 --> 00:15:40.400]  他們所知道的是一些當時基督徒
[00:15:40.400 --> 00:15:42.400]  一些耳熟能詳的術語
[00:15:42.400 --> 00:15:44.400]  或者一些信條
[00:15:44.400 --> 00:15:45.400]  我相信我們浸信會
[00:15:45.400 --> 00:15:49.400]  就少去背信徒使經
[00:15:49.400 --> 00:15:54.400]  我自己的家族是Lutheran
[00:15:54.400 --> 00:15:57.400]  是信義中的
[00:15:57.400 --> 00:15:59.400]  我小時候回教會
[00:15:59.400 --> 00:16:02.400]  一定要背信徒使經
[00:16:02.400 --> 00:16:04.400]  使徒信經
[00:16:04.400 --> 00:16:08.400]  我真的背得很熟
[00:16:08.400 --> 00:16:11.400]  熟到現在我都懂得背
[00:16:11.400 --> 00:16:13.400]  但其實當時小時候
[00:16:13.400 --> 00:16:15.400]  知不知道為什麼呢
[00:16:15.400 --> 00:16:17.400]  可能不太知道
[00:16:17.400 --> 00:16:19.400]  所以在第十九節的下半節
[00:16:19.400 --> 00:16:21.400]  二十四章十九節的下半節說到
[00:16:21.400 --> 00:16:24.400]  他們說就是拿撒勒人耶穌的事
[00:16:24.400 --> 00:16:28.400]  他試過先知在神和眾百姓面前
[00:16:28.400 --> 00:16:31.400]  說話行事都有大能
[00:16:31.400 --> 00:16:32.400]  有些聖經學家說
[00:16:32.400 --> 00:16:33.400]  其實這個是正確的
[00:16:33.400 --> 00:16:36.400]  只不過是某些信條
[00:16:36.400 --> 00:16:37.400]  某些術語
[00:16:37.400 --> 00:16:39.400]  他們背都懂得背出來
[00:16:39.400 --> 00:16:40.400]  弟兄姊妹
[00:16:40.400 --> 00:16:42.400]  今天你的信仰是
[00:16:42.400 --> 00:16:45.400]  以自身的角度去理解
[00:16:45.400 --> 00:16:47.400]  彷彿你自己是主體
[00:16:47.400 --> 00:16:50.400]  神是一個外在的客體
[00:16:50.400 --> 00:16:54.400]  由我們自己去控制去駕馭
[00:16:54.400 --> 00:16:58.400]  人很喜歡將一些東西
[00:16:58.400 --> 00:17:00.400]  去肢解
[00:17:00.400 --> 00:17:02.400]  包括聖經在內
[00:17:02.400 --> 00:17:04.400]  你去肢解
[00:17:04.400 --> 00:17:07.400]  甚至去私有化一些東西
[00:17:07.400 --> 00:17:11.400]  其實當我們如果用這樣的姿態
[00:17:11.400 --> 00:17:14.400]  用這樣的態度去肢解聖經
[00:17:14.400 --> 00:17:18.400]  去私有化聖經的時候
[00:17:18.400 --> 00:17:19.400]  神的話語的時候
[00:17:19.400 --> 00:17:22.400]  其實損害的是我們的靈性健康
[00:17:22.400 --> 00:17:25.400]  難怪我們的眼睛是打不開
[00:17:25.400 --> 00:17:27.400]  即是說我們天天捧著聖經
[00:17:27.400 --> 00:17:29.400]  即是說我們天天研究聖經
[00:17:29.400 --> 00:17:32.400]  研究聖經
[00:17:32.400 --> 00:17:35.400]  究竟我們的態度是怎樣呢
[00:17:35.400 --> 00:17:40.400]  上星期我去看眼科
[00:17:40.400 --> 00:17:44.400]  滴了一些藥水到眼睛的時候
[00:17:44.400 --> 00:17:46.400]  瞳孔就會放大
[00:17:46.400 --> 00:17:50.400]  整天整個眼睛很害怕那些光
[00:17:50.400 --> 00:17:53.400]  一有光就想閉上眼睛
[00:17:53.400 --> 00:17:56.400]  另外看東西是完全蒙的
[00:17:56.400 --> 00:17:58.400]  完全蒙的
[00:17:58.400 --> 00:17:59.400]  看不到的
[00:17:59.400 --> 00:18:02.400]  好像看巴士的號碼
[00:18:02.400 --> 00:18:05.400]  蒙蒙的
[00:18:05.400 --> 00:18:07.400]  當我們自己的瞳孔放大
[00:18:07.400 --> 00:18:10.400]  如果今天我們同樣看聖經
[00:18:10.400 --> 00:18:11.400]  看神的話語
[00:18:11.400 --> 00:18:14.400]  好像是我們自己放大的時候
[00:18:14.400 --> 00:18:17.400]  其實你是看不到東西出來的
[00:18:17.400 --> 00:18:19.400]  是看不到東西出來的
[00:18:19.400 --> 00:18:22.400]  最近看到一段新聞
[00:18:22.400 --> 00:18:25.400]  講到瑞典
[00:18:25.400 --> 00:18:28.400]  瑞典最大的基督教會
[00:18:28.400 --> 00:18:30.400]  The Church of Sweden
[00:18:30.400 --> 00:18:33.400]  東北的神職人員
[00:18:33.400 --> 00:18:36.400]  是用性別平等的語言
[00:18:36.400 --> 00:18:38.400]  來稱呼上帝
[00:18:38.400 --> 00:18:43.400]  包括不再用男性的他
[00:18:43.400 --> 00:18:44.400]  He
[00:18:44.400 --> 00:18:46.400]  和主Lord
[00:18:46.400 --> 00:18:51.400]  而以中性的神God的稱呼
[00:18:51.400 --> 00:18:55.400]  而這個議案已經是
[00:18:55.400 --> 00:19:00.400]  由擁有251位成員的決策機構通過了
[00:19:00.400 --> 00:19:02.400]  並且在明年的5月20日
[00:19:02.400 --> 00:19:06.400]  五旬節假期開始來實行
[00:19:06.400 --> 00:19:09.400]  很多時候是用我們自己的角度
[00:19:09.400 --> 00:19:13.400]  來看神
[00:19:13.400 --> 00:19:15.400]  用我們自己的角度
[00:19:15.400 --> 00:19:18.400]  去理解神的說話
[00:19:18.400 --> 00:19:23.400]  這個是令我們眼睛打不開
[00:19:23.400 --> 00:19:28.400]  令我們眼睛看不到真正的事情
[00:19:28.400 --> 00:19:32.400]  所以用人的角度去理解
[00:19:32.400 --> 00:19:34.400]  第二就是
[00:19:34.400 --> 00:19:37.400]  難以接受復活的事情
[00:19:37.400 --> 00:19:40.400]  其實在聖經裡面
[00:19:40.400 --> 00:19:42.400]  有講到
[00:19:42.400 --> 00:19:45.400]  當婦女去到墳墓的時候
[00:19:45.400 --> 00:19:47.400]  就不見她的身體
[00:19:47.400 --> 00:19:49.400]  然後
[00:19:49.400 --> 00:19:53.400]  指示沒有看見她
[00:19:53.400 --> 00:19:55.400]  然後
[00:19:55.400 --> 00:19:57.400]  在另一段經文裡面
[00:19:57.400 --> 00:19:58.400]  第十一節
[00:19:58.400 --> 00:19:59.400]  在二十四章十一節
