
[00:00:00.000 --> 00:00:03.280]  《聖經人》《聖經事》今天來到一個很特別的人物
[00:02:33.160 --> 00:02:35.120]  所以叫做朱巴力亞瑟拉
[00:02:35.120 --> 00:02:38.800]  即是說各個不同的當地迦南族人
[00:02:38.800 --> 00:02:41.720]  他們迦南人是有不同的巴力亞瑟拉
[00:02:41.720 --> 00:02:46.680]  巴力亞瑟拉通常是管農業與生殖
[00:02:46.680 --> 00:02:50.320]  農業當然是他們很重要,賺錢的
[00:02:50.320 --> 00:02:52.480]  生殖也是他們很體重
[00:02:52.480 --> 00:02:54.480]  所以他們就拜巴力亞瑟拉
[00:02:54.480 --> 00:02:58.320]  怎樣可以得到巴力亞瑟拉的力量呢
[00:02:58.320 --> 00:03:02.000]  當然是在敬拜的時候和廟祭進行交合等等
[00:03:02.000 --> 00:03:03.800]  男祭女祭
[00:03:03.800 --> 00:03:17.240]  亞瑟拉是草樹叢,是掌管財富與幸福
[00:03:17.240 --> 00:03:18.560]  那麼有趣
[00:03:18.560 --> 00:03:25.120]  亞瑟拉就是樹叢,為何叫樹叢呢
[00:03:25.120 --> 00:03:29.800]  很多樹林,樹林是很隱密的地方,看不到裡面
[00:03:29.800 --> 00:03:33.600]  其實由於都說他們敬拜的時候
[00:03:33.600 --> 00:03:36.480]  他們會想和神更加親近
[00:03:36.480 --> 00:03:40.360]  怎樣能夠更加親近,令到巴力歡喜呢
[00:03:40.360 --> 00:03:44.000]  因為亞瑟拉是巴力的太太
[00:03:44.000 --> 00:03:46.840]  這個是主,這個是天后
[00:03:46.840 --> 00:03:49.440]  另外一些經文就是說
[00:03:49.440 --> 00:03:52.600]  阿瑟塔魯,就是阿瑟塔魯
[00:03:52.600 --> 00:03:54.760]  我們今天先說這些用的字
[00:03:54.760 --> 00:03:58.400]  亞瑟拉是樹林,樹叢
[00:03:58.400 --> 00:04:06.720]  這個阿瑟塔魯是星辰,是閃的星
[00:04:06.720 --> 00:04:10.520]  是有少少不同的,可能他們兩個太太也不一定
[00:04:10.520 --> 00:04:13.880]  不過都是亞瑟開始的
[00:04:13.880 --> 00:04:15.680]  亞瑟拉是樹叢
[00:04:15.680 --> 00:04:21.840]  由於他們會和那些敬拜的時候的男祭女祭發生交合
[00:04:21.840 --> 00:04:23.840]  去和神更加親近
[00:04:23.840 --> 00:04:28.480]  因此交合和女的,就叫做樹叢
[00:04:28.480 --> 00:04:31.920]  可能因為這樣比較隱蔽一點
[00:04:31.920 --> 00:04:35.000]  而且樹叢也是一種財富的象徵
[00:04:35.000 --> 00:04:38.760]  所以財富與幸福,很開心啊在樹叢裡面
[00:04:38.760 --> 00:04:40.840]  財富與幸福
[00:04:40.840 --> 00:04:45.960]  耶和華眼中為惡的時候是什麼呢
[00:04:45.960 --> 00:04:48.480]  是忘記耶和華,第一
[00:04:48.480 --> 00:04:51.600]  第二,竟然去侍奉巴力與亞瑟拉
[00:04:51.600 --> 00:04:55.040]  這是耶和華眼中為惡的另一件事
[00:04:55.040 --> 00:05:01.840]  這個就是巴力的神像
[00:05:01.840 --> 00:05:06.840]  都是拿著一支棒,一支短的棍
[00:05:06.840 --> 00:05:13.640]  考古的時候覺得這是巴力當時的神像
[00:05:13.640 --> 00:05:16.120]  不過斷了一部分,只是瘦瘦的
[00:05:16.120 --> 00:05:17.240]  巴力
[00:05:17.240 --> 00:05:23.960]  這是巴力,也是拿著一支棒,像我這支棍是粗一點的,是短的
[00:05:23.960 --> 00:05:27.840]  是不是在這個過程中斷了呢?不知道
[00:05:27.840 --> 00:05:31.200]  兩個巴力神像是不是很相似呢?
[00:05:31.200 --> 00:05:37.400]  戴著尖頭的帽子,眼睛大大,一隻手在這裡,一隻手在那裡
[00:05:37.400 --> 00:05:40.200]  兩個神像都很相似
[00:05:40.200 --> 00:05:44.160]  這個也是考古出來的一個巴力的神像
[00:05:44.160 --> 00:05:48.200]  這個巴力的神像有點不同
[00:05:48.200 --> 00:05:52.240]  管理農業,牛角,拿著植物
[00:05:52.240 --> 00:05:55.080]  又一把劍
[00:05:55.080 --> 00:05:56.840]  這是另一個巴力的神像
[00:05:56.840 --> 00:06:01.840]  可能是不同民族中的巴力是有少少不同的
[00:06:01.840 --> 00:06:05.800]  這個就是亞瑟拉
[00:06:05.800 --> 00:06:10.160]  亞瑟拉是女性
[00:06:10.160 --> 00:06:14.240]  胸部比較大的亞瑟拉
[00:06:14.240 --> 00:06:20.160]  托著,表示生育,財富等等
[00:06:20.160 --> 00:06:21.920]  象徵
[00:06:21.920 --> 00:06:24.560]  這個也是亞瑟拉
[00:06:24.560 --> 00:06:26.160]  不過很有趣
[00:06:26.160 --> 00:06:29.920]  她是女性,身材很好,也有個胸
[00:06:29.920 --> 00:06:33.160]  另外,沒有穿衣服
[00:06:33.160 --> 00:06:36.880]  還有她的腳,青蛙腳
[00:06:36.880 --> 00:06:42.920]  很有趣,有幾隻貓頭鷹在旁邊
[00:06:42.920 --> 00:06:47.640]  拿著一些比較邪惡的物件
[00:06:47.640 --> 00:06:51.000]  這個就是亞瑟拉的樣子
[00:06:51.000 --> 00:06:56.200]  夜和華的怒氣於是向以色列人發作
[00:06:56.200 --> 00:06:58.440]  都是循環的
[00:06:58.440 --> 00:07:02.440]  他們行爺玩將,捍衛惡的事
[00:07:02.440 --> 00:07:04.480]  是利器夜和華
[00:07:04.480 --> 00:07:07.560]  第二,拜巴力亞瑟拉
[00:07:07.560 --> 00:07:11.880]  於是夜和華的怒氣向以色列人發作
[00:07:11.880 --> 00:07:17.920]  第二點,把他們交在美索不達米亞王
[00:07:17.920 --> 00:07:20.480]  美索不達米亞很遠
[00:07:20.480 --> 00:07:24.360]  是他們最早的漁居地
[00:07:24.360 --> 00:07:27.480]  有法拉底河,底加里斯河那邊的王
[00:07:27.480 --> 00:07:30.720]  很有錢,那邊有兩河流域很富裕
[00:07:30.720 --> 00:07:37.520]  古薩利薩田是一個很遠方的王
[00:07:37.520 --> 00:07:39.040]  不過勢力很大
[00:07:39.040 --> 00:07:43.520]  在美索不達米亞那邊有很多錢和軍兵
[00:07:43.520 --> 00:07:45.600]  一直打到加南地
[00:07:45.600 --> 00:07:48.920]  如果你有印象中美索不達米亞河
[00:07:48.920 --> 00:07:51.200]  有兩條河
[00:07:51.200 --> 00:07:54.560]  有法拉底河,底加里斯河兩河流域
[00:07:54.560 --> 00:07:59.960]  中間美索不達米亞是兩條河去到波斯灣
[00:07:59.960 --> 00:08:04.160]  他們通常很富裕,河米去到北面
[00:08:04.160 --> 00:08:07.120]  在敘利亞黎巴嫩進攻以色列
[00:08:07.120 --> 00:08:08.800]  可能這樣就來到了
[00:08:08.800 --> 00:08:12.880]  這個古薩利薩田真是厲害
[00:08:12.880 --> 00:08:17.280]  他令到以色列傷亡慘重
[00:08:17.280 --> 00:08:20.080]  極其困苦,打不過他
[00:08:20.080 --> 00:08:23.920]  落在古薩利薩田手中
[00:08:23.920 --> 00:08:28.200]  神將他們交給遙遠的強大軍王
[00:08:28.200 --> 00:08:30.800]  古薩利薩田的手中
[00:08:30.800 --> 00:08:34.880]  以色列人服侍古薩利薩田多久?
[00:08:34.880 --> 00:08:38.600]  八年,這八年做奴隸就這樣做
[00:08:38.600 --> 00:08:42.440]  經常來哭哭啪啪搶搶殺殺
[00:08:42.440 --> 00:08:47.200]  他們服侍古薩利薩田八年
[00:08:47.200 --> 00:08:52.760]  我們說二次大戰,中國抗戰都是八年
[00:08:52.760 --> 00:08:55.960]  很長,八年,很慘
[00:08:55.960 --> 00:08:58.720]  古薩利薩田是兩個字
[00:08:58.720 --> 00:09:02.680]  古山,古山是什麼意思?
[00:09:02.680 --> 00:09:05.160]  不是很清楚,是地的名字
[00:09:05.160 --> 00:09:13.200]  利薩田是利薩田
[00:09:13.200 --> 00:09:20.240]  利薩田是雙倍的邪惡
[00:09:20.240 --> 00:09:24.280]  雙倍邪惡的古山就是他的名字
[00:09:24.280 --> 00:09:26.440]  他連名字都惡
[00:09:26.440 --> 00:09:30.000]  這位就是我們天下無敵
[00:09:30.000 --> 00:09:32.640]  無比邪惡,雙倍邪惡的王
[00:09:32.640 --> 00:09:34.720]  古山利薩田
[00:09:34.720 --> 00:09:36.720]  聽到名字都嚇一跳
[00:09:36.720 --> 00:09:40.560]  他將名字改為雙倍邪惡
[00:09:40.560 --> 00:09:42.840]  雙倍邪惡的古山
[00:09:42.840 --> 00:09:46.480]  古山是地名,可能是出處的地方
[00:09:46.480 --> 00:09:50.760]  古山利薩田服侍了他八年,很慘
[00:09:50.760 --> 00:09:55.160]  行爺說一件很惡的事
[00:09:55.160 --> 00:09:58.120]  第一,忘記耶和華
[00:09:58.120 --> 00:10:03.880]  第二,他們走去拜巴尼亞斯塔羅神
[00:10:03.880 --> 00:10:07.120]  於是將他交給一個外面的王
[00:10:07.120 --> 00:10:10.200]  用古山利薩田成為鞭,鞭打他
[00:10:10.200 --> 00:10:13.480]  他知道自己壞了,試驗他
[00:10:13.480 --> 00:10:16.360]  然後服侍了他八年
[00:10:16.360 --> 00:10:20.880]  第三,以色列循環
[00:10:20.880 --> 00:10:23.760]  以色列人呼求耶和華時
[00:10:23.760 --> 00:10:28.720]  「神啊,我們好慘,這個雙倍邪惡的古山利薩田
[00:10:28.720 --> 00:10:31.440]  對於我們真是好慘,服侍了他八年
[00:10:31.440 --> 00:10:34.360]  餓到我們死,打到我們這樣
[00:10:34.360 --> 00:10:37.760]  搶了我們的東西,搶了物件,搶了人,搶了食物
[00:10:37.760 --> 00:10:39.320]  我們實在好慘」
[00:10:39.320 --> 00:10:41.320]  哀求耶和華
[00:10:41.320 --> 00:10:44.920]  耶和華為他們興起一位拯救者
[00:10:44.920 --> 00:10:48.000]  於是他興起了一個拯救者,一個人
[00:10:48.000 --> 00:10:51.920]  救他們的是迦納的兄弟
[00:10:51.920 --> 00:10:55.720]  基納斯的兒子,阿託涅
[00:10:55.720 --> 00:10:58.760]  是甚麼來的呢?留意一下
[00:10:58.760 --> 00:11:04.800]  其實以色列第一個先知叫做阿託涅
[00:11:04.800 --> 00:11:09.000]  以色列的第一個士師叫做阿託涅
[00:11:09.000 --> 00:11:11.160]  阿託涅
[00:11:11.160 --> 00:11:16.960]  阿託涅,有親這個L尾的就是葛勒上帝
[00:11:16.960 --> 00:11:21.840]  上帝的奧夫尼,奧夫尼是獅子
[00:11:21.840 --> 00:11:24.600]  原來阿託涅這個名字很厲害
[00:11:24.600 --> 00:11:27.000]  如果你有子女也改這個名
[00:11:27.000 --> 00:11:29.240]  奧夫尼,奧夫尼L
[00:11:29.240 --> 00:11:32.840]  奧夫尼L就是上帝的獅子
[00:11:32.840 --> 00:11:38.480]  阿託涅打敗了古山利薩田
[00:11:38.480 --> 00:11:41.920]  雙倍邪惡的古山
[00:11:41.920 --> 00:11:46.880]  阿託涅的父親叫做基納斯
[00:11:46.880 --> 00:11:48.360]  Kednas
[00:11:48.360 --> 00:11:50.240]  Kednas是基納斯
[00:11:50.240 --> 00:11:52.840]  Kednas是獵人
[00:11:52.840 --> 00:11:56.560]  這個是獅子,這個父親是獵人
[00:11:56.560 --> 00:12:02.560]  而這個基納斯是很出名的迦納
[00:12:02.560 --> 00:12:08.560]  迦納就是當日進入迦南地的時候
[00:12:08.560 --> 00:12:13.760]  約書亞派了12個探子去打聽
[00:12:13.760 --> 00:12:17.840]  然後有10個回來說不行不行
[00:12:17.840 --> 00:12:20.360]  那些人很大隻,叫人不能打
[00:12:20.360 --> 00:12:21.520]  不夠他們來
[00:12:21.520 --> 00:12:24.440]  只有約書亞和迦納
[00:12:24.440 --> 00:12:25.840]  這個迦納是誰呢?
[00:12:25.840 --> 00:12:31.680]  當摩西帶著以色列人預備進入迦南的時候
[00:12:31.680 --> 00:12:37.040]  就派了12個探子去窺探
[00:12:37.040 --> 00:12:38.200]  窺探迦南地
[00:12:38.200 --> 00:12:40.920]  哇,10個探子回來說不行不行
[00:12:40.920 --> 00:12:43.520]  那些阿納族人很厲害
[00:12:43.520 --> 00:12:45.920]  很大隻,我們不能夠贏他們
[00:12:45.920 --> 00:12:47.320]  不要打了
[00:12:47.320 --> 00:12:51.320]  只有兩個,就是約書亞和迦納
[00:12:51.320 --> 00:12:52.800]  就說我們去打吧
[00:12:52.800 --> 00:12:55.760]  有耶和華幫助我們,我們足能得勝
[00:12:55.760 --> 00:12:58.280]  是這兩個這麼有信心的人
[00:12:58.280 --> 00:12:59.440]  迦納
[00:12:59.440 --> 00:13:06.360]  迦納這個人,這個字上次解釋過了
[00:13:06.360 --> 00:13:07.440]  講到他的時候
[00:13:07.440 --> 00:13:10.760]  聖經人聖經事,講聖經人有一次是講他
[00:13:10.760 --> 00:13:12.280]  迦納的意思呢
[00:13:12.280 --> 00:13:15.240]  沒有人喜歡講這個英文名的
[00:13:15.240 --> 00:13:17.720]  因為迦納的意思是狗
[00:13:17.720 --> 00:13:20.640]  狗很忠誠,真是厲害了
[00:13:20.640 --> 00:13:24.000]  可能他家裡都是獵人家庭
[00:13:24.000 --> 00:13:26.880]  所以迦納的兄弟
[00:13:26.880 --> 00:13:29.440]  不知道是哥哥還是弟弟就叫獵人
[00:13:29.440 --> 00:13:32.200]  迦納的叫狗,兒子叫獅子
[00:13:32.200 --> 00:13:34.160]  這樣的,上帝的獅子
[00:13:34.160 --> 00:13:35.600]  俄陀獵
[00:13:35.600 --> 00:13:38.080]  這裡只是記載俄陀獵,怎麼打法沒有講
[00:13:38.080 --> 00:13:41.840]  只是說他贏了這麼強的
[00:13:41.840 --> 00:13:45.600]  美索不達米亞王古山利薩賢
[00:13:45.600 --> 00:13:48.240]  然後說靈鋼在他身上
[00:13:48.240 --> 00:13:50.040]  通常都是這樣的
[00:13:50.040 --> 00:13:52.120]  他就是做以色列的士師
[00:13:52.120 --> 00:13:54.640]  士師在這裡解釋了
[00:13:54.640 --> 00:13:58.840]  士師的意思是savart
[00:13:58.840 --> 00:14:02.440]  士師的字,希伯來讀音savart
[00:14:02.440 --> 00:14:05.240]  就是法官、長官的意思
[00:14:05.240 --> 00:14:06.400]  士師就是這個意思
[00:14:06.400 --> 00:14:10.000]  所以其實他是judge,就是翻譯了法官的意思
[00:14:10.000 --> 00:14:11.400]  就是和他們判斷事情
[00:14:11.400 --> 00:14:14.000]  和帶領他們的長官出去爭戰
[00:14:14.000 --> 00:14:17.280]  耶和華就將美索不達米亞王古山利薩賢
[00:14:17.280 --> 00:14:20.080]  交在這個俄陀獵手中
[00:14:20.080 --> 00:14:22.400]  他贏了古山利薩賢
[00:14:22.400 --> 00:14:28.760]  於是釋放了統治了他們八年的外族人
[00:14:28.760 --> 00:14:33.960]  於是國中太平四十年
[00:14:33.960 --> 00:14:37.080]  國這個字其實不是國,是譯錯了
[00:14:37.080 --> 00:14:40.080]  是地方太平四十年
[00:14:40.080 --> 00:14:43.600]  於是地方太平四十年
[00:14:43.600 --> 00:14:47.240]  這裡沒有特別提到什麼支派
[00:14:47.240 --> 00:14:51.320]  所以很有可能是這麼厲害的黃金與方打來
[00:14:51.320 --> 00:14:54.640]  是整個迦南地都被他控制了
[00:14:54.640 --> 00:14:58.520]  八年,所以整個十二支派都很慘
[00:14:58.520 --> 00:15:03.200]  那地方自從俄陀獵出現之後
[00:15:03.200 --> 00:15:05.320]  就太平了四十年
[00:15:05.320 --> 00:15:07.880]  貢獻很大,第一個才知道
[00:15:07.880 --> 00:15:13.040]  迦勒兄弟的兒子,上帝的獅子
[00:15:13.040 --> 00:15:19.520]  不過之後俄陀獵死了
[00:15:19.520 --> 00:15:23.480]  太平之後,那個士師就死了
[00:15:23.480 --> 00:15:25.560]  四十年都會死的
[00:15:25.560 --> 00:15:27.640]  一死之後會怎樣?
[00:15:27.640 --> 00:15:29.520]  正如我們說的惡性循環
[00:15:29.520 --> 00:15:31.840]  他們又去拜第二個神
[00:15:31.840 --> 00:15:33.360]  這個俄陀獵這麼厲害
[00:15:33.360 --> 00:15:36.640]  四十年很太平,因為他在這裡
[00:15:36.640 --> 00:15:40.080]  大家跟著他的家族敬拜神
[00:15:40.080 --> 00:15:43.520]  但他死了,又惡性循環出現
[00:15:43.520 --> 00:15:47.600]  記得,如果問你以色列第一個士師是誰
[00:15:47.600 --> 00:15:50.440]  俄陀獵是什麼意思?
[00:15:50.440 --> 00:15:52.320]  上帝的獅子
[00:15:52.320 --> 00:15:54.720]  他爸爸叫什麼名?獵人
[00:15:54.720 --> 00:15:59.080]  另外一個兄弟叫迦勒狗
[00:15:59.080 --> 00:16:01.600]  整間都是獵戶,很有可能
[00:16:01.600 --> 00:16:04.600]  不過對神很有信心與忠心
[00:16:04.600 --> 00:16:09.040]  要幫助我們更多認識,一起祈禱吧
[00:16:09.040 --> 00:16:12.240]  主我們為了俄陀獵感恩
[00:16:12.240 --> 00:16:17.480]  你興起他,是以色列第一個士師
[00:16:17.480 --> 00:16:21.200]  可能他帶領的地方包括十二支派
[00:16:21.200 --> 00:16:23.280]  或者很廣闊的領域
[00:16:23.280 --> 00:16:28.920]  也沒有說哪一個支派出的士師
[00:16:28.920 --> 00:16:30.400]  當然他有自己的支派
[00:16:30.400 --> 00:16:33.920]  但似乎他帶領著整個以色列地
[00:16:33.920 --> 00:16:37.280]  因為王古山利薩田實在厲害
[00:16:37.280 --> 00:16:39.080]  主他就是這樣,得勝了
[00:16:39.080 --> 00:16:42.000]  是因為你的靈在他身上
[00:16:42.000 --> 00:16:44.240]  主要幫助我們這班服侍你的人
[00:16:44.240 --> 00:16:45.960]  為主工作的人
[00:16:45.960 --> 00:16:50.280]  更尋求你的靈在我們身上做更偉大的工作
[00:16:50.280 --> 00:16:53.680]  以至你的靈管理,你的能力能夠流出
[00:16:53.680 --> 00:16:57.440]  幫助我們都可以有更偉大的心願
[00:16:57.440 --> 00:16:59.680]  要成為上帝的獅子
[00:16:59.680 --> 00:17:03.040]  可以成為別人的祝福、幫助與保護
[00:17:03.040 --> 00:17:06.680]  主我們見到以色列人會退去,會過失
[00:17:06.680 --> 00:17:09.040]  會走著惡性循環
[00:17:09.040 --> 00:17:11.640]  有士師在,他們會好一點
[00:17:11.640 --> 00:17:15.520]  沒有在,馬上離開你,敬拜別神
[00:17:15.520 --> 00:17:19.080]  主要幫助我們對你有堅定的信心與跟從
[00:17:19.080 --> 00:17:20.720]  求主祝福,誰聽祈禱
[00:17:20.720 --> 00:17:24.160]  奉靠耶穌基督的名,阿門
