
[00:00:00.000 --> 00:00:06.840]  好 那麼我們今天的講道題目是多結恩慈的果子
[00:02:11.400 --> 00:02:16.920]  那麼恩慈在希臘文是Krestos
[00:02:16.920 --> 00:02:22.920]  Krestos它有一個一半的意思是講要做有用的事情
[00:02:22.920 --> 00:02:28.440]  那你就發現原來這個恩慈呢 它是跟行爲有關係的
[00:02:28.440 --> 00:02:32.720]  那麼英文呢 我們很熟悉是Kindness Be Kind
[00:02:32.720 --> 00:02:38.600]  那麼有一些的字典的定義呢 是講到是友善
[00:02:38.600 --> 00:02:44.720]  助人不期望回報 爲人設想 就是Friendly
[00:02:44.720 --> 00:02:48.120]  那麼助人不望回報 還有Considerate
[00:02:48.120 --> 00:02:51.360]  這些呢 都是恩慈的意思
[00:02:51.360 --> 00:02:55.480]  那麼在這裏呢 我要分享一個見證
[00:02:55.480 --> 00:02:58.360]  過去幾天呢 教會的所有的同工呢
[00:02:58.360 --> 00:03:02.840]  都去參加這個IDMC 就是瑞義門訓
[00:03:02.840 --> 00:03:05.600]  這個會議呢 就在九龍城
[00:03:05.600 --> 00:03:10.600]  那麼有一天呢 我已經開始 差不多要遲到了
[00:03:10.600 --> 00:03:14.000]  我就很快很快地走 走去那個會場
[00:03:14.000 --> 00:03:19.800]  在走到會場的過程中呢 突然間有一個聲音 好像是叫我
[00:03:19.800 --> 00:03:23.160]  我就轉過頭去看 你知道我看到了誰嗎
[00:03:23.160 --> 00:03:25.200]  我看到了一個陌生人
[00:03:25.200 --> 00:03:29.280]  那個陌生人呢 他是一個南亞的人
[00:03:29.280 --> 00:03:32.600]  那麼他走過來 他好像在問路
[00:03:32.600 --> 00:03:36.840]  那我就嘗試幫他 可是呢 他講那個英文字呢
[00:03:36.840 --> 00:03:40.440]  我怎麼樣聽 我都聽不清楚 聽不懂
[00:03:40.440 --> 00:03:44.280]  那我同時又在趕路 我就想 我又不知道住在這個地方
[00:03:44.280 --> 00:03:48.320]  我對九龍城那個地方呢 完全都不熟悉
[00:03:48.320 --> 00:03:51.640]  結果呢 我就想 可能你應該去問這裏的人
[00:03:51.640 --> 00:03:54.680]  會比較清楚在哪裏 因爲那個地區對我來說
[00:03:54.680 --> 00:03:57.200]  非常的複雜 而我又在趕路了
[00:03:57.200 --> 00:03:59.760]  那我就說 我也聽不懂他說什麼
[00:03:59.760 --> 00:04:04.160]  我就讓他去問別人 我就快快地走開了
[00:04:04.160 --> 00:04:08.040]  我走開的時候呢 突然間
[00:04:08.040 --> 00:04:11.920]  突然間 我心裏好像有一個聲音跟我說
[00:04:11.920 --> 00:04:14.520]  恩慈 Be kind
[00:04:14.520 --> 00:04:19.920]  那我就在想 要怎麼樣表達這個恩慈呢
[00:04:19.920 --> 00:04:23.280]  我就轉回頭 我叫他 你過來 你過來
[00:04:23.280 --> 00:04:26.400]  我看他身上有沒有什麼地址 我就問他
[00:04:26.400 --> 00:04:30.280]  他真的有一封信 拿出那封信給我看 那個地址
[00:04:30.280 --> 00:04:32.000]  我很開心啊 終於有地址
[00:04:32.000 --> 00:04:34.600]  至少我的手機 我可以幫他找到那個地點嘛
[00:04:34.600 --> 00:04:39.760]  我可能 我有看過這個地方 我可以告訴他轉右轉左什麼的
[00:04:39.760 --> 00:04:42.160]  看那地址 你知道地址是寫什麼嗎
[00:04:42.160 --> 00:04:49.120]  那地址是寫 九龍城裁判法庭
[00:04:49.120 --> 00:04:54.920]  然後我再看下一行 他是犯了蓄意傷人罪
[00:04:54.920 --> 00:04:58.640]  然後我就發現 這個人他是要去法庭
[00:04:58.640 --> 00:05:00.840]  去可能要認罪還是什麼
[00:05:00.840 --> 00:05:05.360]  那麼我就心裏不知道爲什麼對他產生一種憐憫
[00:05:05.360 --> 00:05:06.840]  我不知道他的背景怎麼樣
[00:05:06.840 --> 00:05:10.840]  反正我就跟他說 我就用手機幫他看
[00:05:10.840 --> 00:05:18.720]  然後我就看到了 原來就在我們的會場的對面的東南邊
[00:05:18.720 --> 00:05:20.920]  那麼我就知道怎麼走了
[00:05:20.920 --> 00:05:24.640]  然後我就跟他說 叫他跟我一起走
[00:05:24.640 --> 00:05:28.200]  但是呢 聖靈呢 再讓我用一個字眼來稱呼他
[00:05:28.200 --> 00:05:32.040]  你知道什麼嗎 Brother
[00:05:32.040 --> 00:05:38.840]  我就叫他Brother 弟兄 兄弟 跟我來 這麼走
[00:05:38.840 --> 00:05:42.800]  我給他看我的手機 就是這個地方 你跟着我去
[00:05:42.800 --> 00:05:45.960]  我覺得上帝就感動我去思想
[00:05:45.960 --> 00:05:49.800]  恩慈原來有時候是要放下我們自己的方便
[00:05:49.800 --> 00:05:54.640]  是要看到我們是一個怎樣的人
[00:05:54.640 --> 00:05:58.840]  對於有人有需要幫助的時候 我們可以做什麼
[00:05:58.840 --> 00:06:01.280]  然後我在今天在想的時候我就想
[00:06:01.280 --> 00:06:03.120]  誒 是啊 上帝真的是很憐憫
[00:06:03.120 --> 00:06:09.240]  他不但是在預備我今天的講道 預備我今天的心情
[00:06:09.240 --> 00:06:13.080]  還讓我看見其實基督徒的見證就是這樣子嘛
[00:06:13.080 --> 00:06:16.680]  萬一這個人他出來的時候
[00:06:16.680 --> 00:06:20.360]  我的這個會議完成了之後 我午餐要出來的時候
[00:06:20.360 --> 00:06:23.560]  他看到我是從教會走出來的
[00:06:23.560 --> 00:06:30.280]  然後我剛纔就很不理的說 你找別人吧 不要來找我
[00:06:30.280 --> 00:06:33.280]  那怎麼辦呢 我不是做了一個不好的見證嗎
[00:06:33.280 --> 00:06:40.080]  但是他後來又發現 原來你是Pastor啊 原來你是傳導人啊
[00:06:40.080 --> 00:06:42.080]  我感謝神 神自己保守我憐憫
[00:06:42.080 --> 00:06:44.760]  當我急着要去做自己的事的時候
[00:06:44.760 --> 00:06:51.680]  他在我心裏提醒我 Be kind 幫助人 這就是恩慈
[00:06:51.680 --> 00:06:54.440]  那麼恩慈是非常非常的重要的
[00:06:54.440 --> 00:06:58.760]  你知道嗎 有一個調查 他調查了一萬六千個人
[00:06:58.760 --> 00:07:02.400]  三十七個文化的人 文化背景都不一樣的人
[00:07:02.400 --> 00:07:08.120]  有些是華人 有些是西方人 有些是北美的人等等
[00:07:08.120 --> 00:07:10.040]  三十七個不同文化的人
[00:07:10.040 --> 00:07:15.520]  他們在問他們呢 你們覺得你如果找一個理想的對象
[00:07:15.520 --> 00:07:18.600]  他生命中最重要的特質是什麼呢
[00:07:18.600 --> 00:07:23.640]  哦 原來我們想不到的就是要有恩慈啊
[00:07:23.640 --> 00:07:27.600]  其實我們知道的 因爲換句話說是什麼呢
[00:07:27.600 --> 00:07:34.400]  換句話說 我們呢 只是要找一個呢 對我們好的人
[00:07:34.400 --> 00:07:37.600]  作爲我們的理想的對象 對不對
[00:07:37.600 --> 00:07:41.600]  我們找一個理想的對象就是 那個人要對我們好
[00:07:41.600 --> 00:07:47.120]  要對我好 對我好 對人好呢 就是恩慈
[00:07:47.120 --> 00:07:52.400]  作爲基督徒 我們要對人好 就是在表達我們的恩慈
[00:07:52.400 --> 00:07:57.120]  那麼恩慈呢 是一種行動 一種行爲的表現
[00:07:57.120 --> 00:08:01.000]  沒有恩慈的話 愛沒有辦法表達
[00:08:01.000 --> 00:08:07.640]  沒有恩慈的話 基督徒的愛只是空談 只是空談
[00:08:07.640 --> 00:08:11.000]  那麼所以是非常的重要 而且它的重要性在於呢
[00:08:11.000 --> 00:08:15.160]  它是很具體的反映了上帝的屬性
[00:08:15.160 --> 00:08:17.800]  大家很熟悉的一段經文 在馬太福音的
[00:08:17.800 --> 00:08:20.320]  如果你沒有看過 你今晚回去看一看
[00:08:20.320 --> 00:08:22.920]  馬太福音這一段經文 它寫什麼呢
[00:08:22.920 --> 00:08:26.240]  它說 上帝 這個他就是上帝
[00:08:26.240 --> 00:08:29.240]  上帝呢 他叫太陽啊 日頭就是太陽
[00:08:29.240 --> 00:08:34.120]  他叫太陽 造好人 也造壞人
[00:08:34.120 --> 00:08:39.080]  就是降雨給義人 也降雨給不義的人
[00:08:39.080 --> 00:08:41.560]  就是上帝呢 他是蠻有恩慈的
[00:08:41.560 --> 00:08:45.520]  他的恩慈呢 是表達在於他的慷慨 他的憐憫
[00:08:45.520 --> 00:08:48.600]  他能夠把好東西 我們需要的東西
[00:08:48.600 --> 00:08:52.680]  不分彼此的 把它賜給我們 這是上帝
[00:08:52.680 --> 00:08:57.120]  如果基督徒有恩慈呢 我們才能夠反映出上帝的愛
[00:08:57.120 --> 00:09:01.400]  別人看不見上帝 但是別人看得見誰啊 你和我
[00:09:01.400 --> 00:09:03.960]  所以我們能夠反映出恩慈的話
[00:09:03.960 --> 00:09:07.240]  具體的反映了上帝是怎樣的
[00:09:07.240 --> 00:09:13.840]  那麼有一個很出名的作者 Mark Twain
[00:09:13.840 --> 00:09:16.640]  他說了一句話 我覺得很感動的
[00:09:16.640 --> 00:09:19.520]  我上次也分享過這個經歷
[00:09:19.520 --> 00:09:21.280]  他說什麼是恩慈呢
[00:09:21.280 --> 00:09:27.360]  Kindness is the language which the deaf can hear and the blind can see
[00:09:27.360 --> 00:09:30.480]  他說恩慈是一個語言 一種什麼語言呢
[00:09:30.480 --> 00:09:35.280]  那語言是 瞎眼的人能夠看見的語言
[00:09:35.280 --> 00:09:37.840]  聾子能夠聽見的語言
[00:09:37.840 --> 00:09:40.600]  記不記得我上個星期跟大家分享什麼
[00:09:40.600 --> 00:09:45.040]  我分享我在教會遇到一個清潔工人
[00:09:45.040 --> 00:09:46.320]  記得嗎
[00:09:46.320 --> 00:09:48.080]  我在洗手間遇到他
[00:09:48.080 --> 00:09:53.400]  看到他總是愁容滿面的在做他的清潔工作
[00:09:53.400 --> 00:09:55.080]  我嘗試跟他打招呼
[00:09:55.080 --> 00:09:58.200]  你好 他總是不回答我
[00:09:58.200 --> 00:10:02.280]  那麼我再叫他一聲 你好 他總是不回答我
[00:10:02.280 --> 00:10:06.280]  結果有一天 我發現他是聾啞的
[00:10:06.280 --> 00:10:07.160]  他是聾啞的
[00:10:07.160 --> 00:10:09.320]  所以我在他背後 他在工作的時候
[00:10:09.320 --> 00:10:12.520]  我說你好 他是不會回應的 他是聾啞的
[00:10:12.520 --> 00:10:16.520]  我發現了之後 我就懂得跟他揮手
[00:10:16.520 --> 00:10:19.880]  跟他微笑 拍他的肩膀
[00:10:19.880 --> 00:10:24.600]  現在呢 他在這個金融中心大廈的時候看到我呢
[00:10:24.600 --> 00:10:29.080]  他自己在我面前跟我揮手 跟我微笑
[00:10:29.080 --> 00:10:30.520]  恩慈是什麼呢
[00:10:30.520 --> 00:10:34.760]  恩慈是一個聾的人也聽得見的語言
[00:10:34.760 --> 00:10:37.720]  啞的人也看得見的語言
[00:10:37.720 --> 00:10:39.200]  這就是恩慈
[00:10:39.200 --> 00:10:40.840]  恩慈是非常的重要的
[00:10:40.840 --> 00:10:45.120]  我們有恩慈才能夠說有愛
[00:10:45.120 --> 00:10:48.880]  那麼恩慈爲什麼會容易被忽略呢
[00:10:48.880 --> 00:10:53.040]  我覺得有四個方面我想跟大家簡單的分享一下
[00:10:53.040 --> 00:10:56.240]  就是方法的問題 期望的問題
[00:10:56.240 --> 00:10:59.080]  目的的問題 跟生命的問題
[00:10:59.080 --> 00:11:01.280]  我們一個一個簡單的來看
[00:11:01.280 --> 00:11:02.600]  方法的問題呢就是
[00:11:02.600 --> 00:11:06.200]  有些人 有些基督徒他要表達這個恩慈的時候呢
[00:11:06.200 --> 00:11:09.120]  他就用了自己的方法
[00:11:09.120 --> 00:11:11.920]  比如說 記不記得門徒呢
[00:11:11.920 --> 00:11:14.120]  他們遇到一個挑戰
[00:11:14.120 --> 00:11:15.960]  就是在曠野的時候
[00:11:15.960 --> 00:11:20.680]  突然之間有很多人也追了來要聽耶穌的教導
[00:11:20.680 --> 00:11:22.320]  但是這些人人太多
[00:11:22.320 --> 00:11:26.680]  那麼他們即將就是天已經黑了
[00:11:26.680 --> 00:11:27.960]  要沒有東西喫了
[00:11:27.960 --> 00:11:30.720]  那怎麼辦呢 怎麼解決這個問題呢
[00:11:30.720 --> 00:11:33.640]  門徒呢 他們就想用自己的方法
[00:11:33.640 --> 00:11:34.680]  他們說什麼呢
[00:11:34.680 --> 00:11:37.880]  他跟 進前來他跟誰說啊
[00:11:37.880 --> 00:11:39.480]  他跟耶穌說
[00:11:39.480 --> 00:11:40.960]  他跟耶穌說啊
[00:11:40.960 --> 00:11:44.360]  說 這裏是野地 天已經黑了
[00:11:44.360 --> 00:11:46.160]  請你叫他們走吧
[00:11:46.160 --> 00:11:48.960]  他們好去到市面的鄉村裏面
[00:11:48.960 --> 00:11:50.800]  去自己買什麼喫
[00:11:50.800 --> 00:11:51.960]  選擇去
[00:11:51.960 --> 00:11:53.720]  他們去另外一個
[00:11:53.720 --> 00:11:55.120]  對不起 這個是下一點
[00:11:55.120 --> 00:11:56.000]  那麼
[00:11:56.000 --> 00:11:58.200]  就是說 這些門徒呢 他呢
[00:11:58.200 --> 00:12:00.040]  是用自己的方法呢
[00:12:00.040 --> 00:12:01.800]  來處理一件事情
[00:12:01.800 --> 00:12:03.960]  他沒有考慮到上帝可能要做什麼
[00:12:03.960 --> 00:12:06.120]  當然熟悉聖經的弟兄姐妹
[00:12:06.120 --> 00:12:07.080]  你們都知道
[00:12:07.080 --> 00:12:09.760]  上帝用了他 上帝自己的方法
[00:12:09.760 --> 00:12:11.360]  施行了一個神蹟
[00:12:11.360 --> 00:12:13.880]  有些弟兄姐妹呢 用了自己的方法
[00:12:13.880 --> 00:12:16.040]  想要來處理很多的事情
[00:12:16.040 --> 00:12:17.640]  但是不依靠上帝
[00:12:17.640 --> 00:12:20.000]  結果呢 就越做越累
[00:12:20.000 --> 00:12:21.640]  越做越沒有成效
[00:12:21.640 --> 00:12:22.480]  沒有後果
[00:12:22.480 --> 00:12:23.720]  因爲我們的
[00:12:23.720 --> 00:12:26.280]  我們的資源就是這麼的少
[00:12:26.280 --> 00:12:27.160]  所以呢
[00:12:27.160 --> 00:12:29.400]  當他們看到沒有成效的時候呢
[00:12:29.400 --> 00:12:30.520]  就會怎麼樣呢
[00:12:30.520 --> 00:12:32.120]  就會跑到另外一個極端
[00:12:32.120 --> 00:12:33.640]  那個極端是什麼呢
[00:12:33.640 --> 00:12:34.720]  不做了
[00:12:34.720 --> 00:12:35.760]  我就不做了
[00:12:35.760 --> 00:12:37.040]  就沒有恩慈了
[00:12:37.040 --> 00:12:38.400]  另外一個問題是什麼呢
[00:12:38.400 --> 00:12:40.000]  是期望的問題
[00:12:40.000 --> 00:12:40.920]  有些人
[00:12:40.920 --> 00:12:41.840]  他在
[00:12:41.840 --> 00:12:44.000]  做一些有恩慈的行動的時候呢
[00:12:44.000 --> 00:12:46.880]  他是期望得到回報跟感謝的
[00:12:46.880 --> 00:12:47.640]  所以
[00:12:47.640 --> 00:12:49.800]  當有些人呢 你去幫他的時候
[00:12:49.800 --> 00:12:52.120]  他當你是理所當然的
[00:12:52.120 --> 00:12:54.040]  你有什麼感受呢
[00:12:54.040 --> 00:12:55.360]  非常的難受
[00:12:55.360 --> 00:12:56.000]  對嗎
[00:12:56.000 --> 00:12:56.760]  非常的難受
[00:12:56.760 --> 00:12:58.480]  然後呢 就失望了
[00:12:58.480 --> 00:12:59.400]  就不去做了
[00:12:59.400 --> 00:13:01.560]  你期望他至少跟你說一聲
[00:13:01.560 --> 00:13:02.840]  謝謝嘛
[00:13:02.840 --> 00:13:03.720]  但是他
[00:13:03.720 --> 00:13:05.080]  反而沒有謝謝
[00:13:05.080 --> 00:13:06.320]  你買一包飯給他
[00:13:06.320 --> 00:13:09.960]  他問你爲什麼沒有叉燒肉
[00:13:09.960 --> 00:13:11.400]  我喜歡喫燒鵝的
[00:13:11.400 --> 00:13:14.000]  爲什麼這個東西這麼冷
[00:13:14.000 --> 00:13:15.720]  那你當時候你的期望
[00:13:15.720 --> 00:13:16.640]  你的期望是什麼呢
[00:13:16.640 --> 00:13:18.320]  他至少要感謝你
[00:13:18.320 --> 00:13:20.640]  爲什麼你變成這麼挑剔等等
[00:13:20.640 --> 00:13:21.200]  那麼
[00:13:21.200 --> 00:13:23.080]  你的期望不對的時候呢
[00:13:23.080 --> 00:13:24.000]  就會失望
[00:13:24.000 --> 00:13:25.120]  失望呢
[00:13:25.120 --> 00:13:26.840]  就會放棄
[00:13:26.840 --> 00:13:29.360]  有些人只幫那些他熟悉的人
[00:13:29.360 --> 00:13:30.960]  因爲幫那些熟悉的人呢
[00:13:30.960 --> 00:13:33.760]  他知道會得到一些的回報
[00:13:33.760 --> 00:13:34.640]  那些回報呢
[00:13:34.640 --> 00:13:36.800]  可能不是物質上的回報
[00:13:36.800 --> 00:13:37.960]  可能是一些
[00:13:37.960 --> 00:13:40.520]  自己需要的一些言語的肯定
[00:13:40.520 --> 00:13:42.200]  一個人跟你說謝謝
[00:13:42.200 --> 00:13:44.600]  一個人跟你說你很好
[00:13:44.600 --> 00:13:46.240]  你很有愛心
[00:13:46.240 --> 00:13:48.400]  很想聽到這些的話
[00:13:48.400 --> 00:13:49.160]  但是呢
[00:13:49.160 --> 00:13:51.240]  當這些期望沒有的時候呢
[00:13:51.240 --> 00:13:52.680]  就放棄了
[00:13:52.680 --> 00:13:54.360]  有一段聖經呢
[00:13:54.360 --> 00:13:55.560]  是這麼說的
[00:13:55.560 --> 00:13:57.320]  耶穌教導他們說
[00:13:57.320 --> 00:14:00.000]  你們如果呢只是單單的愛
[00:14:00.000 --> 00:14:01.800]  那些愛你們的人
[00:14:01.800 --> 00:14:03.600]  有什麼賞賜呢
[00:14:03.600 --> 00:14:05.080]  就是稅吏
[00:14:05.080 --> 00:14:07.200]  稅吏就是當時候猶太人社會
[00:14:07.200 --> 00:14:09.520]  把他們當作是罪人的那些人
[00:14:09.520 --> 00:14:10.760]  就是稅吏
[00:14:10.760 --> 00:14:12.120]  他們不是也是這樣行嗎
[00:14:12.120 --> 00:14:13.400]  他們只是愛那些
[00:14:13.400 --> 00:14:14.560]  愛他們的人
[00:14:14.560 --> 00:14:15.880]  他們只交那些
[00:14:15.880 --> 00:14:18.920]  能夠跟他們好的朋友
[00:14:18.920 --> 00:14:22.320]  那麼如果你們單請你們弟兄的安
[00:14:22.320 --> 00:14:24.640]  比人有什麼長處呢
[00:14:24.640 --> 00:14:27.280]  這個點我想講一講香港社會
[00:14:27.280 --> 00:14:29.320]  我發現到一個現象
[00:14:29.320 --> 00:14:31.040]  就是
[00:14:31.040 --> 00:14:32.160]  有些人
[00:14:32.160 --> 00:14:34.200]  很不喜歡跟人打招呼啊
[00:14:34.200 --> 00:14:36.880]  我不知道你有沒有這樣的經驗
[00:14:36.880 --> 00:14:38.080]  我在香港呢
[00:14:38.080 --> 00:14:39.560]  住過很多地方
[00:14:39.560 --> 00:14:42.240]  所以呢我搬去一個地方的時候呢
[00:14:42.240 --> 00:14:45.320]  我就會嘗試跟那些鄰居打招呼
[00:14:45.320 --> 00:14:46.760]  那我就發現呢
[00:14:46.760 --> 00:14:48.520]  有一些很奇怪的
[00:14:48.520 --> 00:14:49.880]  他們真的是
[00:14:49.880 --> 00:14:52.040]  可以當着你的面呢
[00:14:52.040 --> 00:14:55.080]  不給你任何的表情的回應的
[00:14:55.080 --> 00:14:56.440]  你有試過嗎
[00:14:56.440 --> 00:14:57.520]  有些人點頭啊
[00:14:57.520 --> 00:14:58.240]  天啊
[00:14:58.240 --> 00:14:59.880]  你們跟我一樣慘啊
[00:14:59.880 --> 00:15:00.600]  那麼
[00:15:00.600 --> 00:15:03.520]  那麼我試了一兩個月之後呢
[00:15:03.520 --> 00:15:04.560]  終於呢
[00:15:04.560 --> 00:15:06.280]  那個人都開口跟我說話
[00:15:06.280 --> 00:15:08.040]  然後我又開始知道呢
[00:15:08.040 --> 00:15:09.840]  他的母親叫什麼名字
[00:15:09.840 --> 00:15:10.760]  他叫什麼名字
[00:15:10.760 --> 00:15:12.400]  他的狗叫什麼名字
[00:15:12.400 --> 00:15:13.920]  都知道了
[00:15:13.920 --> 00:15:14.800]  那麼
[00:15:14.800 --> 00:15:16.160]  原來
[00:15:16.160 --> 00:15:18.200]  單請你弟兄的安就是
[00:15:18.200 --> 00:15:21.360]  我們只是跟我們熟悉的人打招呼嗎
[00:15:21.360 --> 00:15:23.160]  難道我們連
[00:15:23.160 --> 00:15:25.080]  做一個笑容出來
[00:15:25.080 --> 00:15:27.600]  讓人家心情好過一點
[00:15:27.600 --> 00:15:29.200]  都這麼難嗎
[00:15:29.200 --> 00:15:30.880]  其實你對着人微笑
[00:15:30.880 --> 00:15:32.760]  你自己那一天的心情
[00:15:32.760 --> 00:15:33.880]  會特別好
[00:15:33.880 --> 00:15:34.960]  我發現呢
[00:15:34.960 --> 00:15:36.000]  我的臉型呢
[00:15:36.000 --> 00:15:39.240]  不是那種自然的笑容的臉
[00:15:39.240 --> 00:15:40.920]  如果我不努力一點呢
[00:15:40.920 --> 00:15:42.560]  我會給人家一種
[00:15:42.560 --> 00:15:46.800]  蠻兇的感覺
[00:15:46.800 --> 00:15:47.520]  所以呢
[00:15:47.520 --> 00:15:48.560]  我要有笑容呢
[00:15:48.560 --> 00:15:49.920]  我要面帶笑容呢
[00:15:49.920 --> 00:15:51.800]  我是要有一點點的努力的
[00:15:51.800 --> 00:15:54.040]  我要掛着一個笑容
[00:15:54.040 --> 00:15:57.080]  但是如果我這樣掛着一個笑容呢
[00:15:57.080 --> 00:15:58.400]  我是很辛苦的
[00:15:58.400 --> 00:15:59.440]  除非
[00:15:59.440 --> 00:16:01.040]  我是從心裏
[00:16:01.040 --> 00:16:02.320]  掛着笑容
[00:16:02.320 --> 00:16:04.320]  我要從心裏掛着笑容呢
[00:16:04.320 --> 00:16:05.600]  我就需要
[00:16:05.600 --> 00:16:06.960]  有真的愛
[00:16:06.960 --> 00:16:08.040]  在裏面
[00:16:08.040 --> 00:16:08.960]  我就需要
[00:16:08.960 --> 00:16:09.760]  上次我們講的
[00:16:09.760 --> 00:16:10.840]  讓神的愛
[00:16:10.840 --> 00:16:12.440]  充滿我們的心
[00:16:12.440 --> 00:16:15.400]  讓我們從我們普通話崇拜開始好不好
[00:16:15.400 --> 00:16:17.960]  讓我們每一次來到這裏的時候
[00:16:17.960 --> 00:16:20.320]  我們都是帶着笑容的好不好
[00:16:20.320 --> 00:16:22.200]  因爲我們要見我們的弟兄姐妹
[00:16:22.200 --> 00:16:24.040]  我們要見我們的阿爸父
[00:16:24.040 --> 00:16:24.640]  好
[00:16:24.640 --> 00:16:25.240]  那麼
[00:16:25.240 --> 00:16:26.080]  另外一個問題呢
[00:16:26.080 --> 00:16:27.440]  就是目的的問題
[00:16:27.440 --> 00:16:28.760]  使到這個恩賜呢
[00:16:28.760 --> 00:16:30.200]  容易被忽略
[00:16:30.200 --> 00:16:32.040]  目的的問題呢是
[00:16:32.040 --> 00:16:33.360]  到底我們
[00:16:33.360 --> 00:16:34.760]  對人家好
[00:16:34.760 --> 00:16:36.560]  是爲了自己呢
[00:16:36.560 --> 00:16:38.480]  還是爲了上帝
[00:16:38.480 --> 00:16:41.720]  耶穌曾經這樣的教導啊
[00:16:41.720 --> 00:16:42.640]  祂說
[00:16:42.640 --> 00:16:44.200]  你們要小心
[00:16:44.200 --> 00:16:45.720]  不要將善事呢
[00:16:45.720 --> 00:16:47.840]  行在人的面前
[00:16:47.840 --> 00:16:50.360]  故意叫他們看見
[00:16:50.360 --> 00:16:51.560]  如果是這樣
[00:16:51.560 --> 00:16:52.880]  你就不能得
[00:16:52.880 --> 00:16:54.760]  你們天賦的賞賜的
[00:16:54.760 --> 00:16:56.280]  這裏有一個矛盾
[00:16:56.280 --> 00:16:57.440]  那矛盾就是
[00:16:57.440 --> 00:17:00.400]  如果你是很想
[00:17:00.400 --> 00:17:01.640]  得到別人的賞賜
[00:17:01.640 --> 00:17:03.280]  得到別人的肯定
[00:17:03.280 --> 00:17:06.000]  你豈不是很積極的會做很多好事嗎
[00:17:06.000 --> 00:17:07.080]  怎麼會被忽略呢
[00:17:07.080 --> 00:17:07.920]  對不對
[00:17:07.920 --> 00:17:10.080]  如果你真的是需要別人讚賞你
[00:17:10.080 --> 00:17:11.800]  你會做很多很多的善事
[00:17:11.800 --> 00:17:12.840]  所以別人纔會
[00:17:12.840 --> 00:17:14.160]  稱讚你拍掌啊
[00:17:14.160 --> 00:17:15.000]  對嗎
[00:17:15.000 --> 00:17:16.320]  怎麼會被忽略呢
[00:17:16.320 --> 00:17:17.200]  我要講的是
[00:17:17.200 --> 00:17:18.680]  這個忽略是什麼呢
[00:17:18.680 --> 00:17:20.040]  這個忽略是講
[00:17:20.040 --> 00:17:23.480]  那恩賜不是真的上帝所喜悅的恩賜
[00:17:23.480 --> 00:17:26.040]  上帝所喜悅的那個恩賜呢是
[00:17:26.040 --> 00:17:28.240]  有天賦的賞賜的
[00:17:28.240 --> 00:17:29.840]  那個人的內心
[00:17:29.840 --> 00:17:31.080]  完完全全知道
[00:17:31.080 --> 00:17:32.920]  我是爲上帝而做
