
[00:00:00.000 --> 00:00:02.440]  各位全因堂的弟兄姊妹
[00:07:36.280 --> 00:07:39.280]  就是當他接到神的命令
[00:07:39.280 --> 00:07:40.680]  他將這段時間
[00:07:40.680 --> 00:07:42.080]  將他的生命
[00:07:42.080 --> 00:07:44.080]  或者將他的資源撥給神用
[00:07:44.080 --> 00:07:45.880]  這個就是分別為聖
[00:07:45.880 --> 00:07:48.280]  這個地方沒有教會在
[00:07:48.280 --> 00:07:49.680]  不是分別為聖
[00:07:49.680 --> 00:07:51.880]  當這個地方被教會租用
[00:07:51.880 --> 00:07:53.680]  神的子民來這裡聚集
[00:07:53.680 --> 00:07:54.680]  去敬拜神的時候
[00:07:54.680 --> 00:07:56.680]  這個地方就分別為聖
[00:07:56.680 --> 00:07:58.880]  但是當這裡租約完了
[00:07:58.880 --> 00:08:00.680]  這裡還是不是一個聖地人
[00:08:00.680 --> 00:08:01.880]  我們不可以說是聖地
[00:08:01.880 --> 00:08:03.480]  如果這裡只是一個普通的房子
[00:08:03.480 --> 00:08:05.280]  一個辦公室的時候
[00:08:05.280 --> 00:08:06.480]  分別為聖就是
[00:08:06.480 --> 00:08:08.880]  當神與神的子民同在
[00:08:08.880 --> 00:08:10.480]  我們將我們的資源
[00:08:10.480 --> 00:08:11.880]  和時間給神去用
[00:08:11.880 --> 00:08:14.480]  我們就被分別為聖
[00:08:14.480 --> 00:08:16.480]  然後耶利米被差派做什麼
[00:08:16.480 --> 00:08:18.480]  不只是做猶大國的先知
[00:08:18.480 --> 00:08:21.680]  還是做一個國際的先知
[00:08:21.680 --> 00:08:23.280]  他和其他的國家
[00:08:23.280 --> 00:08:24.480]  都要宣告神
[00:08:24.480 --> 00:08:27.480]  將要跟以色列的審判
[00:08:27.480 --> 00:08:29.080]  要告訴他
[00:08:29.080 --> 00:08:30.680]  而耶利米的反應是什麼
[00:08:30.680 --> 00:08:32.480]  我太年輕了
[00:08:32.480 --> 00:08:34.080]  我太小了
[00:08:34.080 --> 00:08:36.880]  通常神去
[00:08:36.880 --> 00:08:39.080]  感動你去做一些事情的時候
[00:08:39.080 --> 00:08:40.880]  或者神透過人去邀請你
[00:08:40.880 --> 00:08:42.680]  去做一些事情的時候
[00:08:42.680 --> 00:08:44.680]  那時候我第一樣就說
[00:08:44.680 --> 00:08:47.080]  我太忙了
[00:08:47.080 --> 00:08:48.680]  我太小了
[00:08:48.680 --> 00:08:50.880]  年紀大了就說我太老了
[00:08:50.880 --> 00:08:52.680]  我身體太弱了
[00:08:52.680 --> 00:08:54.280]  總有一些的理由
[00:08:54.280 --> 00:08:56.080]  我們會說不
[00:08:56.080 --> 00:08:58.080]  我們會說不要著
[00:08:58.080 --> 00:09:00.480]  我們向神說不
[00:09:00.480 --> 00:09:01.280]  摩西也有
[00:09:01.280 --> 00:09:02.880]  摩西八十歲
[00:09:02.880 --> 00:09:03.880]  神呼召他
[00:09:03.880 --> 00:09:06.080]  我太老
[00:09:06.080 --> 00:09:08.080]  耶利米我太小
[00:09:08.080 --> 00:09:11.280]  以塞瓦先知說我很多罪
[00:09:11.280 --> 00:09:12.080]  都是乾淨的
[00:09:12.080 --> 00:09:12.880]  我不是聖人
[00:09:12.880 --> 00:09:15.080]  你不要叫我做事
[00:09:15.080 --> 00:09:16.680]  每一個神呼召的人
[00:09:16.680 --> 00:09:18.280]  都會第一個反應就說
[00:09:18.280 --> 00:09:18.980]  不要啦
[00:09:18.980 --> 00:09:20.880]  為什麼要找我呢
[00:09:20.880 --> 00:09:23.680]  那個不應該是我
[00:09:23.680 --> 00:09:25.880]  這個你的經歷你有沒有
[00:09:25.880 --> 00:09:27.880]  我自己當然有這些經歷
[00:09:27.880 --> 00:09:29.480]  我小時候我記得
[00:09:29.480 --> 00:09:30.480]  就是不要小了
[00:09:30.480 --> 00:09:31.880]  就是少年團的時候
[00:09:31.880 --> 00:09:33.680]  我喜歡拍照的
[00:09:33.680 --> 00:09:36.480]  以前就沒有這麼好的設備
[00:09:36.480 --> 00:09:38.680]  做什麼呢做幻燈片
[00:09:38.680 --> 00:09:40.880]  那我記得我小時候就
[00:09:40.880 --> 00:09:42.080]  教會有報道會
[00:09:42.080 --> 00:09:43.880]  我專門拍照
[00:09:43.880 --> 00:09:46.080]  製作幻燈片和去
[00:09:46.080 --> 00:09:48.280]  設計怎麼去放的程序
[00:09:48.280 --> 00:09:49.880]  我們有人彈結他
[00:09:49.880 --> 00:09:52.480]  就是當時文歌
[00:09:52.480 --> 00:09:53.880]  一邊唱歌
[00:09:53.880 --> 00:09:57.280]  一邊放一些影像給人們看
[00:09:57.280 --> 00:09:58.480]  我做了幾次之後
[00:09:58.480 --> 00:10:00.680]  我試過發脾氣
[00:10:00.680 --> 00:10:01.280]  不做了
[00:10:01.280 --> 00:10:04.480]  每次做這些事都很辛苦
[00:10:04.480 --> 00:10:07.280]  其實我做完就去發脾氣
[00:10:07.280 --> 00:10:09.280]  雖然我做完
[00:10:09.280 --> 00:10:10.680]  但是我去
[00:10:10.680 --> 00:10:12.880]  這些情緒其實是跟神說
[00:10:12.880 --> 00:10:13.680]  不要啦
[00:10:13.680 --> 00:10:15.480]  不要再找我了
[00:10:15.480 --> 00:10:18.080]  我都有這些情況出現
[00:10:18.080 --> 00:10:19.480]  我想我們每一個人
[00:10:19.480 --> 00:10:21.480]  都有情況
[00:10:21.480 --> 00:10:24.480]  曾經神邀請過你
[00:10:24.480 --> 00:10:26.080]  在不同的地方
[00:10:26.080 --> 00:10:27.880]  不同的場景
[00:10:27.880 --> 00:10:28.880]  去做一些事的時候
[00:10:28.880 --> 00:10:29.480]  我們說
[00:10:29.480 --> 00:10:30.480]  不要啦
[00:10:30.480 --> 00:10:31.880]  不要找我
[00:10:31.880 --> 00:10:34.680]  我有很多的原因
[00:10:34.680 --> 00:10:36.680]  但是神為什麼在這段時間
[00:10:36.680 --> 00:10:38.680]  要找一個代言人
[00:10:38.680 --> 00:10:40.680]  大家有沒有想過
[00:10:40.680 --> 00:10:41.880]  因為以色列人
[00:10:41.880 --> 00:10:44.880]  將要面對很大的困難
[00:10:44.880 --> 00:10:45.880]  他們將要經歷
[00:10:45.880 --> 00:10:47.880]  前所未有的難題就是
[00:10:47.880 --> 00:10:50.680]  被外邦去侵略他們
[00:10:50.680 --> 00:10:52.880]  然後他們所愛的耶路撒冷
[00:10:52.880 --> 00:10:55.080]  他們以為神永遠同在的地方
[00:10:55.080 --> 00:10:56.680]  將要被拆毀
[00:10:56.680 --> 00:10:57.680]  然後以色列人
[00:10:57.680 --> 00:11:02.480]  將要被擄去巴比倫圍牢
[00:11:02.480 --> 00:11:04.480]  當人將要面對這些
[00:11:04.480 --> 00:11:06.680]  困難和挑戰的時候
[00:11:06.680 --> 00:11:08.480]  我們需要什麼
[00:11:08.480 --> 00:11:10.280]  當然我們希望這些困難
[00:11:10.280 --> 00:11:12.280]  不要在我們身邊出現
[00:11:12.280 --> 00:11:13.880]  但是當人遇到這些困難的時候
[00:11:13.880 --> 00:11:14.880]  我們需要的
[00:11:14.880 --> 00:11:17.480]  如果還在困難當中
[00:11:17.480 --> 00:11:19.480]  我們需要問為什麼
[00:11:19.480 --> 00:11:20.680]  我們需要知道
[00:11:20.680 --> 00:11:23.080]  我為什麼要受這些苦
[00:11:23.080 --> 00:11:25.480]  我要受這些苦
[00:11:25.480 --> 00:11:26.480]  這幾天
[00:11:26.480 --> 00:11:28.480]  我相信大家看到很多視頻
[00:11:28.480 --> 00:11:31.480]  就是加州大火
[00:11:31.480 --> 00:11:32.880]  加州大火初初出來的時候
[00:11:32.880 --> 00:11:34.080]  大家看看火足了
[00:11:34.080 --> 00:11:35.080]  沒什麼
[00:11:35.080 --> 00:11:37.080]  正常年年都有的
[00:11:37.080 --> 00:11:38.280]  就好像日本地震
[00:11:38.280 --> 00:11:40.480]  年年都有地震的
[00:11:40.480 --> 00:11:41.880]  看看原來不對勁
[00:11:41.880 --> 00:11:43.680]  為什麼越燒越厲害
[00:11:43.680 --> 00:11:45.480]  燒到去
[00:11:45.480 --> 00:11:47.280]  荷里活了
[00:11:47.280 --> 00:11:49.680]  燒到很多明星住的地方
[00:11:49.680 --> 00:11:52.080]  燒到好一點我們都知道的
[00:11:52.080 --> 00:11:54.080]  可能去過的地方
[00:11:54.080 --> 00:11:55.880]  你發覺情形不對勁
[00:11:55.880 --> 00:11:56.880]  然後再看多些視頻
[00:11:56.880 --> 00:11:59.080]  很多人開始出來說話了
[00:11:59.080 --> 00:12:00.680]  說原來這些火
[00:12:00.680 --> 00:12:02.680]  背後為什麼我們救不熄
[00:12:02.680 --> 00:12:04.280]  原來因為我們
[00:12:04.280 --> 00:12:06.280]  有些人把水源
[00:12:06.280 --> 00:12:08.680]  據為私有
[00:12:08.680 --> 00:12:11.880]  白宮沒有水去泵來救火
[00:12:11.880 --> 00:12:13.680]  還有就是我們的消防員
[00:12:13.680 --> 00:12:14.880]  原來因為
[00:12:14.880 --> 00:12:16.280]  需要政治正確
[00:12:16.280 --> 00:12:18.280]  我們消防
[00:12:18.280 --> 00:12:20.480]  總隊上面的所有領袖
[00:12:20.480 --> 00:12:22.080]  最高的三個領袖
[00:12:22.080 --> 00:12:24.080]  全部是女性
[00:12:24.080 --> 00:12:25.880]  是歧視女性
[00:12:25.880 --> 00:12:28.880]  他們是同性戀的女性
[00:12:28.880 --> 00:12:30.480]  因為要政治正確
[00:12:30.480 --> 00:12:32.480]  在美國的西岸
[00:12:32.480 --> 00:12:33.680]  加州
[00:12:33.680 --> 00:12:36.280]  最重要的就是政治要正確
[00:12:36.280 --> 00:12:38.680]  不是他有沒有能力去救火
[00:12:38.680 --> 00:12:40.080]  指揮救
[00:12:40.080 --> 00:12:42.480]  是他是當時政治風向
[00:12:42.480 --> 00:12:43.680]  要什麼人上去
[00:12:43.680 --> 00:12:44.680]  就要什麼人上去
[00:12:44.680 --> 00:12:46.880]  很多這些消息開始出來
[00:12:46.880 --> 00:12:49.080]  於是乎受災的民眾
[00:12:49.080 --> 00:12:53.080]  在悲傷他的財產和家園消失的時候
[00:12:53.080 --> 00:12:55.080]  他會同時問一個問題
[00:12:55.080 --> 00:12:58.280]  我們為什麼要經歷這些苦難
[00:12:58.280 --> 00:12:59.480]  如果有先知
[00:12:59.480 --> 00:13:01.080]  有神的代言人
[00:13:01.080 --> 00:13:02.680]  知道他們所經歷的
[00:13:02.680 --> 00:13:04.280]  將要是什麼原因
[00:13:04.280 --> 00:13:06.680]  和向哪個方向走的時候
[00:13:06.680 --> 00:13:08.880]  對他們有一個很大的安慰
[00:13:08.880 --> 00:13:11.280]  因為人在困難當中
[00:13:11.280 --> 00:13:13.280]  如果知道我們遇到的困難
[00:13:13.280 --> 00:13:15.080]  是為什麼
[00:13:15.080 --> 00:13:16.680]  如果我們知道這件事
[00:13:16.680 --> 00:13:18.880]  背後是神的計劃的一部分
[00:13:18.880 --> 00:13:22.280]  而神帶我們走前面的方向
[00:13:22.280 --> 00:13:24.880]  不是絕對的毀滅
[00:13:24.880 --> 00:13:28.480]  而是一個更加有盼望的前路的時候
[00:13:28.480 --> 00:13:31.280]  人落在患難當中
[00:13:31.280 --> 00:13:33.480]  就不會這麼困難
[00:13:33.480 --> 00:13:37.080]  我不知道有沒有參觀過監獄
[00:13:37.080 --> 00:13:38.880]  可能很多人都沒有機會
[00:13:38.880 --> 00:13:41.480]  去探訪一些在囚人士
[00:13:41.480 --> 00:13:44.080]  可能有機會去到中環的大館
[00:13:44.080 --> 00:13:46.280]  我們叫做一號差館
[00:13:46.280 --> 00:13:48.080]  維多利基樓室
[00:13:48.080 --> 00:13:48.880]  如果有機會去
[00:13:48.880 --> 00:13:52.680]  或者你看看監獄,一百年前的監獄
[00:13:52.680 --> 00:13:55.880]  很簡陋,三幅牆,一個鐵閘
[00:13:55.880 --> 00:13:58.680]  一些冰冷的石凳
[00:13:58.680 --> 00:14:01.080]  然後一個洞的廁所
[00:14:01.080 --> 00:14:02.480]  就是這樣
[00:14:02.480 --> 00:14:04.080]  但是你會留意
[00:14:04.080 --> 00:14:06.880]  最困難的監獄
[00:14:06.880 --> 00:14:09.280]  都會留一扇窗
[00:14:09.280 --> 00:14:10.680]  為什麼呢?
[00:14:10.680 --> 00:14:13.280]  因為被囚的人已經失去自由
[00:14:13.280 --> 00:14:16.480]  看不到他的親人、朋友
[00:14:16.480 --> 00:14:18.080]  能夠有一扇窗
[00:14:18.080 --> 00:14:21.080]  讓他看到外面的光
[00:14:21.080 --> 00:14:24.680]  白天看到太陽和白雲
[00:14:24.680 --> 00:14:26.880]  晚上看到星星
[00:14:26.880 --> 00:14:28.880]  給人一扇希望
[00:14:28.880 --> 00:14:31.280]  所以人落在最困難當中
[00:14:31.280 --> 00:14:34.680]  上且設計監獄的人
[00:14:34.680 --> 00:14:35.680]  管理監獄的人
[00:14:35.680 --> 00:14:38.080]  都懂得放一扇窗的時候
[00:14:38.080 --> 00:14:40.080]  何況我們的神
[00:14:40.080 --> 00:14:43.280]  在我們人將要面對困難的時候
[00:14:43.280 --> 00:14:45.280]  或者當我們落在困難的時候
[00:14:45.280 --> 00:14:47.480]  祂都會開一扇窗
[00:14:47.480 --> 00:14:51.080]  耶利米作為一個神代言人的角色
[00:14:51.080 --> 00:14:53.480]  就在尤大人當中
[00:14:53.480 --> 00:14:55.080]  在苦難當中
[00:14:55.080 --> 00:14:57.080]  給他們開一扇窗
[00:14:57.080 --> 00:14:59.680]  知道發生什麼事
[00:14:59.680 --> 00:15:03.880]  為什麼我們要受這些這麼大的苦難
[00:15:03.880 --> 00:15:06.880]  當然每個人神叫他做事的時候
[00:15:06.880 --> 00:15:07.680]  第一件事就是
[00:15:07.680 --> 00:15:10.480]  不要啦,不要祭啦,不要找我啦
[00:15:10.480 --> 00:15:11.880]  不要祭,不要找我
[00:15:11.880 --> 00:15:17.680]  但是神是不會接受這種的答案
[00:15:17.680 --> 00:15:19.680]  神可能會不斷地跟你說
[00:15:19.680 --> 00:15:22.880]  不斷地透過不同的人跟你說
[00:15:22.880 --> 00:15:24.280]  你來服侍我吧
[00:15:24.280 --> 00:15:27.680]  我其實給你這個機會
[00:15:27.680 --> 00:15:29.480]  我第一次講到
[00:15:29.480 --> 00:15:30.880]  在這個地方
[00:15:30.880 --> 00:15:35.880]  這是一個上海的Grand Hyatt Hotel
[00:15:35.880 --> 00:15:40.280]  上海世貿中心裡面的一個酒店
[00:15:40.280 --> 00:15:43.680]  酒店的大堂
[00:15:43.680 --> 00:15:46.080]  那個背景是什麼呢
[00:15:46.080 --> 00:15:48.080]  我們上海當時
[00:15:48.080 --> 00:15:50.280]  我們教會是沒有牧者
[00:15:50.280 --> 00:15:51.280]  每一年我們都
[00:15:51.280 --> 00:15:52.280]  不是每一年
[00:15:52.280 --> 00:15:54.280]  每一個月我們要在香港
[00:15:54.280 --> 00:15:55.880]  或者在世界各地
[00:15:55.880 --> 00:15:58.480]  空運牧者來到我們上海
[00:15:58.480 --> 00:16:00.280]  那麼由星期四到星期日
[00:16:00.280 --> 00:16:02.080]  我們會榨乾這些牧者
[00:16:02.080 --> 00:16:04.080]  因為星期四他一下飛機
[00:16:04.080 --> 00:16:05.480]  就有人接他飛機
[00:16:05.480 --> 00:16:07.880]  去到人等姐妹的團契裡面
