
[00:00:00.000 --> 00:00:01.320]  各位電影節目,大家平安
[00:03:02.040 --> 00:03:03.280]  就是碼頭
[00:03:03.280 --> 00:03:09.480]  不要讓他們從西岸逃回東岸
[00:03:09.480 --> 00:03:12.280]  他們自己的本地本鄉
[00:03:12.280 --> 00:03:17.280]  以法連人就馬上走下去截住河
[00:03:17.280 --> 00:03:20.280]  不讓他們走
[00:03:20.280 --> 00:03:25.680]  結果真的有兩個米電人的首領過河
[00:03:25.680 --> 00:03:27.280]  一個叫俄納
[00:03:27.280 --> 00:03:29.680]  一個叫西伊伯過河
[00:03:29.680 --> 00:03:32.480]  俄納的名字意思就是搶奪
[00:03:32.480 --> 00:03:34.080]  西伊伯的名字就是野狼
[00:03:34.080 --> 00:03:35.480]  上次講了
[00:03:35.480 --> 00:03:38.480]  將他們兩個人殺死了
[00:03:38.480 --> 00:03:41.680]  而且還在俄納的盆石上
[00:03:41.680 --> 00:03:45.280]  即是說這兩個人逃跑回到他們的家鄉
[00:03:45.280 --> 00:03:48.280]  結果被以法連人追到那裡
[00:03:48.280 --> 00:03:49.680]  將他們兩個人殺了
[00:03:49.680 --> 00:03:51.880]  將他們的首級斬了
[00:03:51.880 --> 00:03:53.480]  帶去給機電
[00:03:53.480 --> 00:03:56.480]  接著就來到今天講的
[00:03:56.480 --> 00:03:59.480]  來到以法連人拿著那兩個首級
[00:03:59.480 --> 00:04:01.880]  來到見機電就說
[00:04:01.880 --> 00:04:04.280]  你去與米電人爭戰
[00:04:04.280 --> 00:04:07.480]  沒有招我們同去
[00:04:07.480 --> 00:04:09.680]  為什麼不叫我們?
[00:04:09.680 --> 00:04:12.680]  為什麼這樣待我們?
[00:04:12.680 --> 00:04:15.680]  這個待阿沙就是做
[00:04:15.680 --> 00:04:19.680]  為什麼對我們這樣做?
[00:04:19.680 --> 00:04:22.680]  於是他們就在罵機電
[00:04:22.680 --> 00:04:25.680]  與機電大大地爭吵
[00:04:25.680 --> 00:04:27.680]  爭論
[00:04:27.680 --> 00:04:30.680]  爭論為什麼不叫我們?不是兄弟嗎?
[00:04:30.680 --> 00:04:37.280]  其實原因機電沒得說的
[00:04:37.280 --> 00:04:41.280]  主要原因就是他是馬來西斯派
[00:04:41.280 --> 00:04:43.280]  他就叫了馬來西斯派
[00:04:43.280 --> 00:04:45.880]  西布倫、阿徹那些就一起來
[00:04:45.880 --> 00:04:49.680]  幾個派可能是更加熟的
[00:04:49.680 --> 00:04:51.280]  一起來因為你叫人家
[00:04:51.280 --> 00:04:53.080]  大家一起出來打仗
[00:04:53.080 --> 00:04:54.480]  你不是吧?
[00:04:54.480 --> 00:04:56.880]  為什麼叫我不叫他?
[00:04:56.880 --> 00:05:00.480]  這些出去沒命的東西你叫我?
[00:05:00.480 --> 00:05:03.080]  其實你不熟你不叫到的
[00:05:03.080 --> 00:05:05.280]  因為大家出去打仗找命搏的
[00:05:05.280 --> 00:05:09.480]  是不是保證一定不死的?
[00:05:09.480 --> 00:05:11.480]  連割傷手腳都沒有
[00:05:11.480 --> 00:05:14.280]  很辛苦很危險的打仗
[00:05:14.280 --> 00:05:19.080]  當日的機電就沒叫到以法連之派的人
[00:05:19.080 --> 00:05:20.680]  而且他在山地上
[00:05:20.680 --> 00:05:24.080]  你叫了附近他熟的那些就去打
[00:05:24.080 --> 00:05:25.280]  來了多少人呢?
[00:05:25.280 --> 00:05:28.680]  三萬二千人
[00:05:28.680 --> 00:05:30.280]  來了三萬二千人
[00:05:30.280 --> 00:05:31.280]  誰知上帝
[00:05:31.280 --> 00:05:32.680]  如果你讀上次的經文
[00:05:32.680 --> 00:05:34.080]  上帝說人太多了
[00:05:34.080 --> 00:05:36.280]  叫些怕的回去
[00:05:36.280 --> 00:05:39.080]  各位如果大家怕的你先回家
[00:05:39.080 --> 00:05:41.680]  三萬二千人就走了
[00:05:41.680 --> 00:05:45.080]  二萬二千人剩下一萬幾人
[00:05:45.080 --> 00:05:47.080]  如果我是機電真的暈倒
[00:05:47.080 --> 00:05:48.480]  人家是十幾萬人
[00:05:48.480 --> 00:05:52.280]  那些駱駝無數好像山那麼多
[00:05:52.280 --> 00:05:53.280]  這樣也好
[00:05:53.280 --> 00:05:55.280]  有三萬二千人不看得
[00:05:55.280 --> 00:05:56.680]  不打得看得
[00:05:56.680 --> 00:05:59.880]  誰知兩萬幾人走了
[00:05:59.880 --> 00:06:01.680]  剩下三分一
[00:06:01.680 --> 00:06:03.880]  誰知上帝又說
[00:06:03.880 --> 00:06:06.480]  一萬人都太多
[00:06:06.480 --> 00:06:07.680]  去水邊
[00:06:07.680 --> 00:06:10.880]  我看他喝水的姿勢我就會選他
[00:06:10.880 --> 00:06:14.680]  終於選了三百個
[00:06:14.680 --> 00:06:16.880]  是站著將水潑上來
[00:06:16.880 --> 00:06:19.880]  在手上站著喝的
[00:06:19.880 --> 00:06:22.680]  跪下趴下去這樣喝的不要
[00:06:22.680 --> 00:06:24.680]  全部要這樣拿上來站著的
[00:06:24.680 --> 00:06:28.480]  跪下去然後在水邊喝都不行
[00:06:28.480 --> 00:06:30.480]  當然就是
[00:06:30.480 --> 00:06:31.480]  那麼苛刻
[00:06:31.480 --> 00:06:33.480]  剩下三百個
[00:06:33.480 --> 00:06:34.680]  那三百個真的特別
[00:06:34.680 --> 00:06:37.880]  如果我都多數會跪在水邊喝的
[00:06:37.880 --> 00:06:39.480]  那三百個是站著
[00:06:39.480 --> 00:06:41.280]  拿了水之後站著喝
[00:06:41.280 --> 00:06:43.480]  那就說那些可能警惕一點
[00:06:43.480 --> 00:06:45.480]  可能在那邊喝到處看到
[00:06:45.480 --> 00:06:47.680]  其實跪在那裡都可以一邊看
[00:06:47.680 --> 00:06:49.880]  所以上帝的方法我們不知道
[00:06:49.880 --> 00:06:51.280]  選了三百個
[00:06:51.280 --> 00:06:55.280]  結果那三百個就大獲全勝
[00:06:55.280 --> 00:06:57.880]  就對付米電人贏了
[00:06:57.880 --> 00:06:59.080]  不讓他們走
[00:06:59.080 --> 00:07:01.280]  於是就叫以法連人
[00:07:01.280 --> 00:07:02.480]  我們這裡打緊
[00:07:02.480 --> 00:07:04.280]  你們在山上快點下來
[00:07:04.280 --> 00:07:05.680]  去到河邊指著他們
[00:07:05.680 --> 00:07:06.680]  不讓他們回頭
[00:07:06.680 --> 00:07:08.280]  不讓他們回鄉下
[00:07:08.280 --> 00:07:11.280]  於是以法連人馬上走過來
[00:07:11.280 --> 00:07:12.680]  就守住
[00:07:12.680 --> 00:07:15.480]  就將兩個領袖追到殺了
[00:07:15.480 --> 00:07:17.480]  接著就罵機電
[00:07:17.480 --> 00:07:20.880]  為什麼你不早點叫我們去的
[00:07:20.880 --> 00:07:22.480]  如果我是機電
[00:07:22.480 --> 00:07:24.280]  真的把工具都扔了
[00:07:24.280 --> 00:07:27.280]  還好說你們住到那麼遠
[00:07:27.280 --> 00:07:30.080]  其實老老實實
[00:07:30.080 --> 00:07:32.080]  如果一早叫他去
[00:07:32.080 --> 00:07:33.280]  可能又被他罵的
[00:07:33.280 --> 00:07:35.480]  這些東西叫我們?
[00:07:35.480 --> 00:07:37.080]  想我死嗎?
[00:07:37.080 --> 00:07:38.680]  我這裡有雞爺仔
[00:07:38.680 --> 00:07:40.880]  有八十歲的媽媽在家
[00:07:40.880 --> 00:07:41.880]  其實很難
[00:07:41.880 --> 00:07:45.480]  不過我們今天都會說
[00:07:45.480 --> 00:07:47.280]  有些困難的地方是什麼呢?
[00:07:47.280 --> 00:07:51.080]  贏了你又說一早不叫我
[00:07:51.080 --> 00:07:52.880]  如果輸了又怎樣呢?
[00:07:52.880 --> 00:07:55.480]  輸了你又說一早為什麼叫我
[00:07:55.480 --> 00:07:56.480]  這個很難
[00:07:56.480 --> 00:07:58.880]  就大大地罵他
[00:07:58.880 --> 00:08:02.080]  為什麼你一早打的時候不叫我們
[00:08:02.080 --> 00:08:04.680]  其實只是說我要三百個
[00:08:04.680 --> 00:08:06.080]  當然我叫他
[00:08:06.080 --> 00:08:07.680]  是贏了叫他幫我
[00:08:07.680 --> 00:08:09.680]  拿三百人分不開身
[00:08:09.680 --> 00:08:12.680]  你們幫我守住河
[00:08:12.680 --> 00:08:15.080]  機電很好
[00:08:15.080 --> 00:08:18.080]  有智有勇有謀有信心
[00:08:18.080 --> 00:08:20.080]  機電對他們說
[00:08:20.080 --> 00:08:21.480]  我所行的
[00:08:21.480 --> 00:08:24.680]  豈能比你們所行的
[00:08:24.680 --> 00:08:28.680]  以法連十取剩下的葡萄
[00:08:28.680 --> 00:08:34.080]  不強過阿彼以謝所摘的葡萄嗎?
[00:08:34.080 --> 00:08:35.880]  紫色紙
[00:08:35.880 --> 00:08:38.080]  紅色紙黑色紫色紙
[00:08:38.080 --> 00:08:39.680]  都是聖經
[00:08:39.680 --> 00:08:42.480]  只不過我想吸引你的眼球
[00:08:42.480 --> 00:08:44.280]  紅色紙特別要吸引
[00:08:44.280 --> 00:08:46.280]  紫色紙都重要
[00:08:46.280 --> 00:08:48.280]  機電很厲害
[00:08:48.280 --> 00:08:51.280]  起碼第一件事
[00:08:51.280 --> 00:08:54.280]  他的EQ情商都很高
[00:08:54.280 --> 00:08:57.280]  如果我打完仗三百人辛苦到死
[00:08:57.280 --> 00:08:59.280]  叫你幫幫忙
[00:08:59.280 --> 00:09:01.280]  殺了兩個領袖
[00:09:01.280 --> 00:09:03.280]  又罵我豈有此理
[00:09:03.280 --> 00:09:05.280]  真是打了一萬多人
[00:09:05.280 --> 00:09:07.280]  你不見你禮
[00:09:07.280 --> 00:09:09.280]  那就算了
[00:09:09.280 --> 00:09:12.280]  他就說我所做的
[00:09:12.280 --> 00:09:15.280]  和你們以法連無得比
[00:09:15.280 --> 00:09:17.280]  我們做什麼呢
[00:09:17.280 --> 00:09:19.280]  拿著一個水瓶
[00:09:19.280 --> 00:09:23.280]  裡面大概放些泥
[00:09:23.280 --> 00:09:25.280]  插住一支燒著的火把
[00:09:25.280 --> 00:09:27.280]  還有一個豪閣
[00:09:27.280 --> 00:09:28.280]  我們刀都沒有
[00:09:28.280 --> 00:09:29.280]  我們就去打了
[00:09:29.280 --> 00:09:31.280]  又沒有那麼多工具
[00:09:31.280 --> 00:09:37.280]  和你們精銳的部隊與兵器無得比
[00:09:37.280 --> 00:09:39.280]  接著他很厲害
[00:09:39.280 --> 00:09:40.280]  他沉得住氣
[00:09:40.280 --> 00:09:41.280]  他說了一句話
[00:09:41.280 --> 00:09:45.280]  這句話令到以法連人所有怒氣消散
[00:09:45.280 --> 00:09:46.280]  是什麼呢
[00:09:46.280 --> 00:09:50.280]  以法連自己在山上
[00:09:50.280 --> 00:09:52.280]  執政的葡萄
[00:09:52.280 --> 00:09:54.280]  收割葡萄
[00:09:54.280 --> 00:09:57.280]  掉到地上剩下的不收拾的
[00:09:57.280 --> 00:10:03.280]  都比我們以亞比爾者所摘的漂亮
[00:10:03.280 --> 00:10:05.280]  摘的就是我們很漂亮的那些
[00:10:05.280 --> 00:10:08.280]  你多到掉到地上的
[00:10:08.280 --> 00:10:10.280]  都比我掛在樹上的漂亮
[00:10:10.280 --> 00:10:12.280]  你們厲害很多
[00:10:12.280 --> 00:10:15.280]  用了葡萄做例子
[00:10:15.280 --> 00:10:17.280]  你掉下來剩下的
[00:10:17.280 --> 00:10:22.280]  不收拾的都比我家鄉以亞比爾者漂亮
[00:10:22.280 --> 00:10:27.280]  亞比爾者是幫助的父
[00:10:27.280 --> 00:10:29.280]  father of help的意思
[00:10:29.280 --> 00:10:31.280]  亞比爾者是什麼呢
[00:10:31.280 --> 00:10:36.280]  亞比爾者是一個地方的名字
[00:10:36.280 --> 00:10:39.280]  亞比爾者是father of help
[00:10:39.280 --> 00:10:41.280]  幫助我們的上帝
[00:10:41.280 --> 00:10:43.280]  父親的意思
[00:10:43.280 --> 00:10:44.280]  亞比爾者是什麼呢
[00:10:44.280 --> 00:10:49.280]  其實就是基地的家鄉
[00:10:49.280 --> 00:10:53.280]  你們以法連又高又強又大
[00:10:53.280 --> 00:10:58.280]  連葡萄執政的都比我家鄉的漂亮
[00:10:58.280 --> 00:11:00.280]  一聽到這些
[00:11:00.280 --> 00:11:04.280]  當堂以法連人都信了
[00:11:04.280 --> 00:11:07.280]  當然你知道
[00:11:07.280 --> 00:11:10.280]  史詩記早過烈王記
[00:11:10.280 --> 00:11:12.280]  薩姆爾那些很多
[00:11:12.280 --> 00:11:15.280]  因此其實以後大衛
[00:11:15.280 --> 00:11:20.280]  有一個很厲害的勇士叫做亞比爾者
[00:11:20.280 --> 00:11:25.280]  這個亞比爾者是基地的家鄉地帶
[00:11:25.280 --> 00:11:29.280]  神已經將米殿人的領袖
[00:11:29.280 --> 00:11:32.280]  就是俄納和西伊伯交在你手裡
[00:11:32.280 --> 00:11:34.280]  你們殺死他們首級都拿到了
[00:11:34.280 --> 00:11:37.280]  你們做了這麼偉大的戰士
[00:11:37.280 --> 00:11:42.280]  我所行的豈能比你們所行的呢
[00:11:42.280 --> 00:11:47.280]  基地說道以法連人的怒氣就燒了
[00:11:47.280 --> 00:11:49.280]  燒了一道氣
[00:11:49.280 --> 00:11:50.280]  這麼會說話
[00:11:50.280 --> 00:11:52.280]  是好的
[00:11:52.280 --> 00:11:55.280]  我這裡是很欣賞基地
[00:11:55.280 --> 00:11:56.280]  基地是什麼呢
[00:11:56.280 --> 00:12:01.280]  他這麼辛苦打完仗回來贏了
[00:12:01.280 --> 00:12:04.280]  只不過是跟著還被人罵
[00:12:04.280 --> 00:12:05.280]  為什麼不早點叫我們
[00:12:05.280 --> 00:12:09.280]  我們那些小兒科
[00:12:09.280 --> 00:12:11.280]  哪裡夠你們那麼厲害
[00:12:11.280 --> 00:12:14.280]  神將兩個首領交給你們
[00:12:14.280 --> 00:12:17.280]  你殺了他們比我們厲害很多
[00:12:17.280 --> 00:12:20.280]  我們殺的那些很少
[00:12:20.280 --> 00:12:22.280]  我們都沒有武器
[00:12:22.280 --> 00:12:25.280]  你掉到地上不撿那些葡萄
[00:12:25.280 --> 00:12:29.280]  都比我們掛在樹上的那些好
[00:12:29.280 --> 00:12:33.280]  我做的豈能比得起你那麼多
[00:12:33.280 --> 00:12:35.280]  當場燒了氣
[00:12:35.280 --> 00:12:37.280]  各位電影姐妹有時真的這樣
[00:12:37.280 --> 00:12:41.280]  做一些事情自己辛苦到不得了
[00:12:41.280 --> 00:12:44.280]  誰知道會被人罵
[00:12:44.280 --> 00:12:47.280]  當然你心想現在做得好
[00:12:47.280 --> 00:12:49.280]  贏了仗你又說為什麼不早點叫你
[00:12:49.280 --> 00:12:51.280]  如果輸了今天我還有命嗎
[00:12:51.280 --> 00:12:53.280]  一定被你冤到死
[00:12:53.280 --> 00:12:54.280]  為什麼叫我們
[00:12:54.280 --> 00:12:56.280]  我沒有奸爺仔
[00:12:56.280 --> 00:12:58.280]  其實你自己出兵就可以了
[00:12:58.280 --> 00:13:00.280]  當然很多這樣的事情你是說不到的
[00:13:00.280 --> 00:13:04.280]  不過我見到如果我是基地
[00:13:04.280 --> 00:13:06.280]  我就忍不住氣了
[00:13:06.280 --> 00:13:08.280]  不過他竟然這樣說
[00:13:08.280 --> 00:13:10.280]  很委婉
[00:13:10.280 --> 00:13:11.280]  大國為眾
[00:13:11.280 --> 00:13:14.280]  這個基地果然由本來一個人
[00:13:14.280 --> 00:13:17.280]  變成有大將風範
[00:13:17.280 --> 00:13:21.280]  有信心、有智、有勇、有謀
[00:13:21.280 --> 00:13:24.280]  有變才、有急才
[00:13:24.280 --> 00:13:25.280]  很感恩的
[00:13:25.280 --> 00:13:28.280]  見到基地就很感恩
[00:13:28.280 --> 00:13:30.280]  其實老老實實
[00:13:30.280 --> 00:13:33.280]  基地本來是一個很怕死的人
[00:13:33.280 --> 00:13:35.280]  很膽怯的
[00:13:35.280 --> 00:13:37.280]  神叫他的時候
[00:13:37.280 --> 00:13:39.280]  他是躲在酒鎮打墨紙
[00:13:39.280 --> 00:13:42.280]  躲在家裡最偏僻的地方打墨紙
[00:13:42.280 --> 00:13:44.280]  是怕被人見到
[00:13:44.280 --> 00:13:48.280]  接著不停地問上帝要三次的證據
[00:13:48.280 --> 00:13:50.280]  你真的幫我
[00:13:50.280 --> 00:13:51.280]  給我看看神跡
[00:13:51.280 --> 00:13:53.280]  問了三次
[00:13:53.280 --> 00:13:57.280]  而且那些神跡的內容是非常離譜的
[00:13:57.280 --> 00:13:59.280]  但是神都認他
[00:13:59.280 --> 00:14:01.280]  然後神就叫他
[00:14:01.280 --> 00:14:02.280]  人太多人太多
[00:14:02.280 --> 00:14:04.280]  剩下三百
[00:14:04.280 --> 00:14:06.280]  如果我是基地
[00:14:06.280 --> 00:14:08.280]  我的信心已經失去了
[00:14:08.280 --> 00:14:09.280]  神已經令到他
[00:14:09.280 --> 00:14:11.280]  由沒有信心的人
[00:14:11.280 --> 00:14:13.280]  已經變成很有信心的人
[00:14:13.280 --> 00:14:14.280]  很勇敢
[00:14:14.280 --> 00:14:16.280]  再加上神給他智慧
[00:14:16.280 --> 00:14:18.280]  就是情商
[00:14:18.280 --> 00:14:20.280]  EQ這麼高
[00:14:20.280 --> 00:14:24.280]  我們很多時候都會被人怨的
[00:14:24.280 --> 00:14:27.280]  為什麼沒有招我們和去
[00:14:27.280 --> 00:14:29.280]  被人說的
[00:14:29.280 --> 00:14:30.280]  你要知道
[00:14:30.280 --> 00:14:34.280]  在這個時候我希望你記得基地
[00:14:34.280 --> 00:14:38.280]  基地沒有將豐功偉績放在自己那裡
[00:14:38.280 --> 00:14:41.280]  我去打的時候不見你
[00:14:41.280 --> 00:14:43.280]  現在贏了你又說
[00:14:43.280 --> 00:14:46.280]  我給機會你殺了兩個首領
[00:14:46.280 --> 00:14:47.280]  你又向我邀功
[00:14:47.280 --> 00:14:48.280]  又賴我
[00:14:48.280 --> 00:14:50.280]  又說為什麼不叫我
[00:14:50.280 --> 00:14:52.280]  你這些人都不知道什麼心
[00:14:52.280 --> 00:14:54.280]  如果這樣就沒有了
[00:14:54.280 --> 00:14:56.280]  大家失去了同心
[00:14:56.280 --> 00:14:58.280]  請你記得
[00:14:58.280 --> 00:15:02.280]  學到更好的情商
[00:15:02.280 --> 00:15:03.280]  EQ
[00:15:03.280 --> 00:15:06.280]  另外自己謙卑
[00:15:06.280 --> 00:15:07.280]  不要緊
[00:15:07.280 --> 00:15:09.280]  你知道上帝說什麼嗎?
[00:15:09.280 --> 00:15:11.280]  凡自卑的必升為高
[00:15:11.280 --> 00:15:14.280]  自高的必降為卑
[00:15:14.280 --> 00:15:15.280]  你要知道
[00:15:15.280 --> 00:15:18.280]  神是對於驕傲的人
[00:15:18.280 --> 00:15:20.280]  是很看不過眼的
[00:15:20.280 --> 00:15:22.280]  聖經講得很清楚
[00:15:22.280 --> 00:15:24.280]  驕傲的是神
[00:15:24.280 --> 00:15:28.280]  眼中看為幾件很不妥的事
[00:15:28.280 --> 00:15:30.280]  所以更謙卑
[00:15:30.280 --> 00:15:32.280]  其實你一定要知道
[00:15:32.280 --> 00:15:35.280]  相信上帝在這裡
[00:15:35.280 --> 00:15:37.280]  祂知道
[00:15:37.280 --> 00:15:38.280]  大局為重
[00:15:38.280 --> 00:15:40.280]  所以上帝選擇了基地
[00:15:40.280 --> 00:15:43.280]  做當代以色列人的事實
[00:15:43.280 --> 00:15:45.280]  而沒有選擇一個以法列人
[00:15:45.280 --> 00:15:46.280]  是對的
[00:15:46.280 --> 00:15:48.280]  我們一起祈禱吧
[00:15:48.280 --> 00:15:51.280]  天皇上帝我們在你面前禱告的是
[00:15:51.280 --> 00:15:54.280]  很多時候我們做了一點事
[00:15:54.280 --> 00:15:57.280]  獲得一次小的大的勝利
[00:15:57.280 --> 00:15:58.280]  也好
[00:15:58.280 --> 00:16:00.280]  我們心裡也會沾沾自喜
[00:16:00.280 --> 00:16:01.280]  是我
[00:16:01.280 --> 00:16:02.280]  做完這件事
[00:16:02.280 --> 00:16:03.280]  是我
[00:16:03.280 --> 00:16:05.280]  對整個大局有幫助
[00:16:05.280 --> 00:16:07.280]  是我做了這件事
[00:16:07.280 --> 00:16:09.280]  對整個教會都有幫助
[00:16:09.280 --> 00:16:11.280]  對整個人類都有幫助
[00:16:11.280 --> 00:16:14.280]  好像全世界都是自己救回來一樣
[00:16:14.280 --> 00:16:16.280]  基地確實是
[00:16:16.280 --> 00:16:18.280]  帶著三百人
[00:16:18.280 --> 00:16:20.280]  勇敢地去勝利了
[00:16:20.280 --> 00:16:24.280]  打贏了十幾萬人的米田人
[00:16:24.280 --> 00:16:28.280]  他也很懂得運用戰略
[00:16:28.280 --> 00:16:29.280]  運用戰術
[00:16:29.280 --> 00:16:31.280]  哪個時候做哪些事
[00:16:31.280 --> 00:16:33.280]  自己在這裡去不到
[00:16:33.280 --> 00:16:35.280]  就請人叫以法連人
[00:16:35.280 --> 00:16:37.280]  在山上最下來最近
[00:16:37.280 --> 00:16:39.280]  馬上截住條河
[00:16:39.280 --> 00:16:41.280]  見到他有勇有謀
[00:16:41.280 --> 00:16:43.280]  不過完了被人罵
[00:16:43.280 --> 00:16:45.280]  又更加感恩
[00:16:45.280 --> 00:16:47.280]  見到他這麼謙卑
[00:16:47.280 --> 00:16:50.280]  他就說出你們做得真好
[00:16:50.280 --> 00:16:52.280]  比我們厲害很多
[00:16:52.280 --> 00:16:56.280]  這樣的謙卑與情傷
[00:16:56.280 --> 00:16:58.280]  其實我們需要學習的
[00:16:58.280 --> 00:16:59.280]  多謝我們的主
[00:16:59.280 --> 00:17:01.280]  在今天也需要學
[00:17:01.280 --> 00:17:03.280]  給我們有謙卑的心
[00:17:03.280 --> 00:17:07.280]  給我們柔和地回應別人的質問
[00:17:07.280 --> 00:17:09.280]  求主幫助我們
[00:17:09.280 --> 00:17:10.280]  讚美你
[00:17:10.280 --> 00:17:12.280]  你實在是大能的上帝
[00:17:12.280 --> 00:17:13.280]  願你得著榮耀
[00:17:13.280 --> 00:17:14.280]  祈禱奉耶穌
[00:17:14.280 --> 00:17:15.280]  基督名求
[00:17:15.280 --> 00:17:16.280]  阿們
