
[00:00:00.000 --> 00:00:05.160]  弟兄姊妹平安 新年快樂
[00:12:58.200 --> 00:12:59.800]  寶貝在這裏
[00:12:59.800 --> 00:13:01.040]  而和合本就是說
[00:13:01.040 --> 00:13:03.040]  你是我的主 我的好處
[00:13:03.040 --> 00:13:04.720]  不在你以外
[00:13:04.720 --> 00:13:06.320]  它用好處
[00:13:06.320 --> 00:13:10.360]  好處就是Good thing Goodness OK
[00:13:10.360 --> 00:13:16.320]  或者Benefit 很多的利益 益處給你
[00:13:16.320 --> 00:13:17.760]  但是這裏呢
[00:13:17.760 --> 00:13:21.680]  就說它是一切幸福的源頭
[00:13:21.680 --> 00:13:23.360]  就是Blessing
[00:13:23.360 --> 00:13:25.000]  我想問一下大家
[00:13:25.000 --> 00:13:28.600]  什麼是幸福
[00:13:28.600 --> 00:13:34.480]  怎樣才叫幸福
[00:13:34.480 --> 00:13:35.880]  什麼是幸福
[00:13:35.880 --> 00:13:37.520]  沒有啊 回答不了
[00:13:37.520 --> 00:13:40.560]  就是不知道什麼是幸福 是不是
[00:13:40.560 --> 00:13:44.400]  我給你看 我給你做個例子
[00:13:44.400 --> 00:13:47.360]  昨晚這件事是不是幸福呢
[00:13:47.360 --> 00:13:50.080]  我告訴大家 我去了哪裏
[00:13:50.080 --> 00:13:53.720]  我去了一個 人家結了婚了
[00:13:53.720 --> 00:13:56.640]  但是回來擺酒的宴會
[00:13:56.640 --> 00:13:58.960]  就有五十多人
[00:13:58.960 --> 00:14:04.400]  五十多人裏面有很多一對對夫婦
[00:14:04.400 --> 00:14:06.080]  有很多一家一家的
[00:14:06.080 --> 00:14:09.200]  一家譬如四口 五口 六口
[00:14:09.200 --> 00:14:11.200]  就是很多
[00:14:11.200 --> 00:14:13.760]  今天大家很開心一起
[00:14:13.760 --> 00:14:15.760]  聊天 拍照
[00:14:15.760 --> 00:14:17.320]  最有趣的是他們怎樣拍呢
[00:14:17.320 --> 00:14:20.520]  從第三代開始
[00:14:20.520 --> 00:14:23.360]  所有排隊十幾個 排在那裏
[00:14:23.360 --> 00:14:25.200]  最小的那個 譬如四歲
[00:14:25.200 --> 00:14:27.560]  一直到十幾歲
[00:14:27.560 --> 00:14:30.560]  接著就加了 加人了
[00:14:30.560 --> 00:14:32.360]  那些爸爸媽媽出來了
[00:14:32.360 --> 00:14:35.000]  就是這樣出來了
[00:14:35.000 --> 00:14:37.320]  那就又大了
[00:14:37.320 --> 00:14:39.880]  應該說那些Cousin出來
[00:14:39.880 --> 00:14:41.760]  就是說大家一起出來
[00:14:41.760 --> 00:14:44.640]  表兄弟姊妹 或者堂兄弟姊妹
[00:14:44.640 --> 00:14:48.160]  出來了之後 又再叫配偶出來
[00:14:48.160 --> 00:14:51.800]  所以那些人數就一直增加
[00:14:51.800 --> 00:14:54.440]  這個是不是幸福
[00:14:54.440 --> 00:14:57.120]  當晚真的很幸福
[00:14:57.120 --> 00:14:59.400]  因為我自己數一數
[00:14:59.400 --> 00:15:02.400]  那個當然就是我家
[00:15:02.400 --> 00:15:04.400]  六兄弟姊妹
[00:15:04.400 --> 00:15:08.680]  接著每個兄弟姊妹都有自己的子女
[00:15:08.680 --> 00:15:11.800]  接著子女又結婚 有她的配偶
[00:15:11.800 --> 00:15:15.760]  接著配偶 跟配偶生了子女
[00:15:15.760 --> 00:15:18.960]  一直在延伸 一直在增加
[00:15:18.960 --> 00:15:20.840]  這個不是叫幸福嗎
[00:15:20.840 --> 00:15:23.640]  在人體上也是的 是不是
[00:15:23.640 --> 00:15:27.280]  因為你都很多愛在
[00:15:27.280 --> 00:15:28.680]  很多關懷在
[00:15:28.680 --> 00:15:30.880]  幾十年如一日
[00:15:30.880 --> 00:15:32.480]  大家就是這樣彼此相愛
[00:15:32.480 --> 00:15:34.040]  從香港來到美國
[00:15:34.040 --> 00:15:39.160]  還可以保留那個親情 愛
[00:15:39.160 --> 00:15:41.480]  很難得的
[00:15:41.480 --> 00:15:43.480]  但是這個不就是代表
[00:15:43.480 --> 00:15:47.720]  所有的幸福 一切幸福的源頭
[00:15:47.720 --> 00:15:49.720]  都未必的 是不是
[00:15:49.720 --> 00:15:52.000]  其實今天如果你有一個手機
[00:15:52.000 --> 00:15:55.800]  所謂幸福就是你的手機
[00:15:55.800 --> 00:15:59.240]  響的 不是給你做裝飾品
[00:15:59.240 --> 00:16:01.880]  會響的「叮」就算不是「喇喇喇」那些
[00:16:01.880 --> 00:16:05.160]  「叮」或者是「叮叮叮」那些
[00:16:05.160 --> 00:16:06.840]  有人發訊息給你
[00:16:06.840 --> 00:16:07.960]  有人打電話給你
[00:16:07.960 --> 00:16:09.480]  有人電郵給你
[00:16:09.480 --> 00:16:12.160]  其實就是說你還有朋友 是不是
[00:16:12.160 --> 00:16:14.560]  你還有親人
[00:16:14.560 --> 00:16:15.840]  輪到你很悶
[00:16:15.840 --> 00:16:17.640]  你說真是很煩 很悶
[00:16:17.640 --> 00:16:19.560]  一個人走上去 走一趟
[00:16:19.560 --> 00:16:21.000]  又好 海邊又好
[00:16:21.000 --> 00:16:22.240]  但是你很想找人聊天
[00:16:22.240 --> 00:16:24.400]  找誰聊天 自己和自己聊天
[00:16:24.400 --> 00:16:27.080]  那不如看看打給誰
[00:16:27.080 --> 00:16:29.120]  你能夠在手機裡找到一個人
[00:16:29.120 --> 00:16:30.320]  你可以打給他
[00:16:30.320 --> 00:16:32.600]  哇 已經很幸福了
[00:16:32.600 --> 00:16:34.560]  還有一個人肯聽你的電話
[00:16:34.560 --> 00:16:36.240]  就是說你打給他
[00:16:36.240 --> 00:16:37.480]  他又接電話
[00:16:37.480 --> 00:16:39.320]  他又回應給你
[00:16:39.320 --> 00:16:42.640]  這個就是你其實很幸福了
[00:16:42.640 --> 00:16:46.240]  今天其實我們身邊都很多很多人
[00:16:46.240 --> 00:16:49.000]  給了我們很多幸福
[00:16:49.000 --> 00:16:53.080]  而那些幸福的源頭是從神那裡來的
[00:16:53.080 --> 00:16:54.960]  如果不是神感動他們
[00:16:54.960 --> 00:16:57.560]  他們怎麼會打電話問候你
[00:16:57.560 --> 00:16:59.000]  或者你打電話給他
[00:16:59.000 --> 00:17:01.120]  他會接電話
[00:17:01.120 --> 00:17:03.960]  或者你有難處了 你要幫了
[00:17:03.960 --> 00:17:06.400]  他能夠站出來
[00:17:06.400 --> 00:17:07.480]  拍拍胸口
[00:17:07.480 --> 00:17:08.640]  我幫你
[00:17:08.640 --> 00:17:10.240]  我支持你
[00:17:10.240 --> 00:17:11.880]  這個都是幸福
[00:17:11.880 --> 00:17:13.560]  都是福氣來的
[00:17:13.560 --> 00:17:14.880]  所以弟兄姊妹
[00:17:14.880 --> 00:17:17.480]  真的我們要你多一點感恩
[00:17:17.480 --> 00:17:19.200]  你看看你身邊在地上
[00:17:19.200 --> 00:17:21.320]  就算暫時的幸福
[00:17:21.320 --> 00:17:22.520]  都有這麼多
[00:17:22.520 --> 00:17:25.040]  我們就要感恩了
[00:17:25.040 --> 00:17:26.760]  但是你說有時候都會下雨
[00:17:26.760 --> 00:17:27.960]  我今早一醒來
[00:17:27.960 --> 00:17:29.440]  哇 很早醒來
[00:17:29.440 --> 00:17:30.960]  祈禱 是不是
[00:17:30.960 --> 00:17:32.760]  突然間 啪啪啪啪啪
[00:17:32.760 --> 00:17:33.720]  很多聲音
[00:17:33.720 --> 00:17:35.360]  哎呀 糟糕了
[00:17:35.360 --> 00:17:36.760]  星期天才下雨
[00:17:36.760 --> 00:17:37.880]  還是這麼早下雨
[00:17:37.880 --> 00:17:40.160]  那些弟兄姊妹當然還沒睡醒
[00:17:40.160 --> 00:17:41.840]  而且要開車來
[00:17:41.840 --> 00:17:43.480]  你知道有難度的
[00:17:43.480 --> 00:17:45.440]  我的車20年了
[00:17:45.440 --> 00:17:47.280]  我最高的難度是什麼呢
[00:17:47.280 --> 00:17:48.520]  一下雨就糟糕了
[00:17:48.520 --> 00:17:50.560]  因為水壺是不清的
[00:17:50.560 --> 00:17:52.400]  那些氣
[00:17:52.400 --> 00:17:54.960]  在裡面的霞氣又不散的
[00:17:54.960 --> 00:17:57.640]  我就最怕是下雨開車
[00:17:57.640 --> 00:17:58.640]  那些老人家
[00:17:58.640 --> 00:18:00.080]  再年長一點的那些
[00:18:00.080 --> 00:18:02.480]  他怎麼開車來呢
[00:18:02.480 --> 00:18:03.840]  所以祈禱 祈禱神
[00:18:03.840 --> 00:18:06.640]  不過不要埋怨下雨
[00:18:06.640 --> 00:18:11.640]  一早起來就有人重新檢查我
[00:18:11.640 --> 00:18:16.120]  他說沒在風雨當中有平安
[00:18:16.120 --> 00:18:18.160]  有在艱難裡面
[00:18:18.160 --> 00:18:19.960]  神有恩典
[00:18:19.960 --> 00:18:21.080]  所以他說
[00:18:21.080 --> 00:18:23.840]  我們為前面2024年
[00:18:23.840 --> 00:18:25.320]  是會下雨的
[00:18:25.320 --> 00:18:27.280]  但是求神讓那些
[00:18:27.280 --> 00:18:29.440]  一場一場的雨水
[00:18:29.440 --> 00:18:33.000]  成為祝福 成為祝福
[00:18:33.000 --> 00:18:35.840]  就是你人生的試煉 考驗
[00:18:35.840 --> 00:18:37.920]  艱難 挑戰
