
[00:00:00.000 --> 00:00:02.000]  各位靖姐妹 各位來賓 晚安
[00:02:05.000 --> 00:02:08.000]  我們會怎樣選呢
[00:02:08.000 --> 00:02:11.000]  正正這裏詩人告訴我們
[00:02:12.000 --> 00:02:19.000]  他願意去選取 捨棄生命而去取義的選擇
[00:02:19.000 --> 00:02:23.000]  當然這不是一個容易的選擇
[00:02:23.000 --> 00:02:26.000]  我們又會怎樣去選擇呢
[00:02:26.000 --> 00:02:30.000]  剛才牧師跟我們讀出的那段經文
[00:02:30.000 --> 00:02:32.000]  大家可能都很熟悉
[00:02:32.000 --> 00:02:35.000]  耶穌來到去呼召他的門徒
[00:02:35.000 --> 00:02:38.000]  如果我們看馬可芬第一章開頭的時候
[00:02:39.000 --> 00:02:44.000]  在介紹耶穌的身份 耶穌就是福音的源頭
[00:02:44.000 --> 00:02:46.000]  耶穌本身就是福音
[00:02:46.000 --> 00:02:50.000]  並且耶穌來到去接受真理
[00:02:50.000 --> 00:02:56.000]  讓上帝重新在人的面前肯定他的身份
[00:02:56.000 --> 00:02:58.000]  他就是神的兒子
[00:02:58.000 --> 00:03:03.000]  再者 神為耶穌預備了施浸若寒
[00:03:03.000 --> 00:03:08.000]  為耶穌來到去開路 做先鋒
[00:03:09.000 --> 00:03:14.000]  讓人先來明白 天國近了 你們應當悔改
[00:03:14.000 --> 00:03:17.000]  來做一個施行悔改的贈禮
[00:03:17.000 --> 00:03:20.000]  並且在其中我們也看到
[00:03:20.000 --> 00:03:24.000]  耶穌在受浸之後 他要進到曠野
[00:03:24.000 --> 00:03:29.000]  來迎戰這個魔鬼的挑戰 魔鬼的試探
[00:03:29.000 --> 00:03:33.000]  當然我們很清楚 從其他的福音書裏面看到
[00:03:33.000 --> 00:03:36.000]  耶穌是勝過一切的試探
[00:03:37.000 --> 00:03:43.000]  並且耶穌開展了他在地上的傳道工作
[00:03:43.000 --> 00:03:50.000]  在他正式開始宣講他的福音
[00:03:50.000 --> 00:03:53.000]  並且行很多的奇事神蹟之前
[00:03:53.000 --> 00:03:57.000]  他來到呼召他的跟隨者
[00:03:57.000 --> 00:04:01.000]  門徒的意思我們很清楚
[00:04:01.000 --> 00:04:04.000]  也可以解釋為跟隨者
[00:04:05.000 --> 00:04:08.000]  如果我們去看一個跟隨者的時候
[00:04:08.000 --> 00:04:10.000]  其實在當時的社會裏面
[00:04:10.000 --> 00:04:13.000]  特別是在希臘和羅馬統治下
[00:04:13.000 --> 00:04:15.000]  希臘人和猶太人當中
[00:04:15.000 --> 00:04:20.000]  其實很多時候他們都是學生主動來找老師
[00:04:20.000 --> 00:04:26.000]  特別他們會去選擇一些很出名的學者來跟隨
[00:04:26.000 --> 00:04:30.000]  做他們的跟隨者 成為他們的門生
[00:04:32.000 --> 00:04:35.000]  但我們在這段經文卻看到
[00:04:35.000 --> 00:04:40.000]  耶穌主動來呼召這些門徒
[00:04:40.000 --> 00:04:46.000]  主動來尋找這些門徒
[00:04:46.000 --> 00:04:50.000]  我們看到當時的年代
[00:04:50.000 --> 00:04:53.000]  是一些很追求哲學智慧的年代
[00:04:53.000 --> 00:04:59.000]  所以很多人是趨之若鶩的去找一些名師
[00:04:59.000 --> 00:05:01.000]  成為他們的師傅
[00:05:02.000 --> 00:05:04.000]  但當看到耶穌
[00:05:04.000 --> 00:05:08.000]  耶穌只是穿著一個粗衣麻布的一個普通的人
[00:05:08.000 --> 00:05:10.000]  在他們眼中
[00:05:10.000 --> 00:05:15.000]  可能他們還未認識到耶穌就是神的兒子
[00:05:15.000 --> 00:05:19.000]  當他們見到一位老師在他們面前
[00:05:19.000 --> 00:05:23.000]  因為後來他們都稱呼耶穌為夫子老師
[00:05:23.000 --> 00:05:26.000]  當他們見到耶穌在他們面前的時候
[00:05:26.000 --> 00:05:30.000]  耶穌只是發出一個很簡單的呼籲
[00:05:31.000 --> 00:05:33.000]  在前幾節我們看到
[00:05:33.000 --> 00:05:35.000]  耶穌主動來呼召他們
[00:05:35.000 --> 00:05:43.000]  並且這兩位門徒西門和安德烈正在保網
[00:05:43.000 --> 00:05:46.000]  好像我們去看電影一樣
[00:05:46.000 --> 00:05:48.000]  當我們看到他們這個動作
[00:05:48.000 --> 00:05:52.000]  我們就知道這兩位就是漁夫
[00:05:52.000 --> 00:05:57.000]  他們在保網 他們來打魚
[00:05:58.000 --> 00:06:02.000]  他們願意即時作出一些回應
[00:06:02.000 --> 00:06:09.000]  在這裡耶穌來呼召這些正在保魚網的人
[00:06:09.000 --> 00:06:11.000]  我們稱呼他們為漁夫的人
[00:06:11.000 --> 00:06:13.000]  來跟隨他們
[00:06:13.000 --> 00:06:18.000]  要作為耶穌的跟隨者
[00:06:18.000 --> 00:06:20.000]  看起來好像很簡單
[00:06:20.000 --> 00:06:24.000]  只要你答「是,我願意」
[00:06:25.000 --> 00:06:28.000]  這樣就可以去
[00:06:28.000 --> 00:06:30.000]  並不需要你付很多金錢
[00:06:30.000 --> 00:06:34.000]  你要去學務去跟隨那些學者
[00:06:34.000 --> 00:06:37.000]  或者很出名的師傅
[00:06:37.000 --> 00:06:42.000]  反而要付很多金錢去跟隨他們
[00:06:42.000 --> 00:06:46.000]  但是如果你是當時的人
[00:06:46.000 --> 00:06:49.000]  又或者我們現在今時今日
[00:06:49.000 --> 00:06:53.000]  我們會選擇去跟隨哪一位呢?
[00:06:55.000 --> 00:06:56.000]  跟隨耶穌
[00:06:56.000 --> 00:06:59.000]  他告訴你你不需要付金銀財富
[00:06:59.000 --> 00:07:01.000]  當然我們要奉獻
[00:07:01.000 --> 00:07:05.000]  我們不需要刻意的來預備很大的金錢
[00:07:05.000 --> 00:07:08.000]  但是你要去找名師
[00:07:08.000 --> 00:07:10.000]  可以很簡單
[00:07:10.000 --> 00:07:14.000]  你找一個我們國家隊的教練
[00:07:14.000 --> 00:07:18.000]  來跟隨他學習打羽毛球
[00:07:18.000 --> 00:07:21.000]  跟隨他學習球類運動
[00:07:22.000 --> 00:07:26.000]  或者一些更加世界比賽的活動
[00:07:26.000 --> 00:07:28.000]  相信我們要花很多金錢
[00:07:28.000 --> 00:07:31.000]  才能夠請到這位老師
[00:07:31.000 --> 00:07:36.000]  當時可能是這個原因我不敢肯定
[00:07:36.000 --> 00:07:38.000]  正經裡面也沒有提到
[00:07:38.000 --> 00:07:44.000]  我不知道耶穌選擇彼得和安德烈的原因是什麼
[00:07:44.000 --> 00:07:50.000]  他沒有選擇一些節制賢能的人來跟隨他
[00:07:51.000 --> 00:07:52.000]  又或者李兆尊說
[00:07:52.000 --> 00:07:54.000]  如果耶穌選擇那些人
[00:07:54.000 --> 00:07:57.000]  那些人未必願意馬上跟隨
[00:07:57.000 --> 00:07:59.000]  他們要很多的思量
[00:07:59.000 --> 00:08:01.000]  很多的研究
[00:08:01.000 --> 00:08:03.000]  我們經常要做研究
[00:08:03.000 --> 00:08:06.000]  究竟值不值得他們來選擇
[00:08:06.000 --> 00:08:10.000]  我們也不知道耶穌是否有這樣的緣故
[00:08:10.000 --> 00:08:15.000]  以致他第一時間去找的就是這個漁夫
[00:08:15.000 --> 00:08:18.000]  不過我從下面的經文覺得
[00:08:19.000 --> 00:08:22.000]  耶穌找漁夫做為跟隨者
[00:08:22.000 --> 00:08:24.000]  我覺得很有意思
[00:08:24.000 --> 00:08:26.000]  一會兒我們再看下去
[00:08:26.000 --> 00:08:29.000]  雖然我們知道
[00:08:29.000 --> 00:08:32.000]  耶穌身穿的可能是麻布
[00:08:32.000 --> 00:08:34.000]  一些很平民穿的衣服
[00:08:34.000 --> 00:08:38.000]  他可能也不是很養眼的一個人
[00:08:38.000 --> 00:08:40.000]  很標青的一個人
[00:08:40.000 --> 00:08:43.000]  我們現在好像所謂的追星
[00:08:43.000 --> 00:08:45.000]  即是韓星
[00:08:45.000 --> 00:08:47.000]  我們要追那些歐巴
[00:08:48.000 --> 00:08:51.000]  我相信耶穌也是一個很普通的人
[00:08:51.000 --> 00:08:53.000]  他只是一個木匠的兒子
[00:08:53.000 --> 00:09:00.000]  但是他卻是滿有大能和權柄
[00:09:00.000 --> 00:09:07.000]  我們不知道當時彼得和安德烈
[00:09:07.000 --> 00:09:10.000]  他們見到面前那位耶穌是怎樣
[00:09:10.000 --> 00:09:13.000]  聖經沒有詳細描述
[00:09:13.000 --> 00:09:16.000]  我們只能憑空去想像
[00:09:18.000 --> 00:09:19.000]  但我相信
[00:09:19.000 --> 00:09:24.000]  神賦予了耶穌基督權柄和能力
[00:09:24.000 --> 00:09:31.000]  亦是神親自去揀選一群人去跟隨耶穌
[00:09:31.000 --> 00:09:34.000]  所以耶穌很直接地
[00:09:34.000 --> 00:09:37.000]  主動走到岸邊去找漁夫
[00:09:37.000 --> 00:09:39.000]  成為他的跟隨者
[00:09:39.000 --> 00:09:43.000]  所以在第一點我們要看到
[00:09:44.000 --> 00:09:49.000]  耶穌完全是主動選召、揀選、呼召
[00:09:49.000 --> 00:09:53.000]  請姐妹今天你和我
[00:09:53.000 --> 00:09:57.000]  我們有沒有被神呼召我們
[00:09:57.000 --> 00:10:00.000]  唯有我們自己才知道
[00:10:00.000 --> 00:10:05.000]  你能不能聽到神對你呼召的聲音呢
[00:10:05.000 --> 00:10:09.000]  我相信有一個很重要的秘訣
[00:10:09.000 --> 00:10:13.000]  就是我們願不願意很謙卑地去聆聽
[00:10:15.000 --> 00:10:20.000]  我相信今天的世代實在使我們生命很疲累
[00:10:20.000 --> 00:10:26.000]  無論是我們的工作、家庭、親人
[00:10:26.000 --> 00:10:34.000]  其實帶給我們很多不同的壓力或困擾
[00:10:34.000 --> 00:10:37.000]  當然我們有些很幸福的家庭
[00:10:37.000 --> 00:10:40.000]  可以成為我們生活中很大的支持
[00:10:40.000 --> 00:10:42.000]  這一定有
[00:10:43.000 --> 00:10:49.000]  我們同時也要面對很多方面的挑戰和壓力
[00:10:49.000 --> 00:10:53.000]  究竟今天我們能不能夠聆聽到
[00:10:53.000 --> 00:10:58.000]  主在自己親耳裡呼召我們
[00:10:58.000 --> 00:11:00.000]  英文是called
[00:11:00.000 --> 00:11:02.000]  來到呼叫我們
[00:11:02.000 --> 00:11:04.000]  我們聽不聽到呢
[00:11:04.000 --> 00:11:07.000]  呼喊著某某某
[00:11:07.000 --> 00:11:10.000]  你聽不聽到我的聲音
[00:11:12.000 --> 00:11:21.000]  所以我們看到耶穌親自主動去選擇這些漁夫
[00:11:21.000 --> 00:11:24.000]  祂不僅選擇了彼得和安德烈
[00:11:24.000 --> 00:11:28.000]  在下面兩節經文十九二十節說到他們怎樣
[00:11:28.000 --> 00:11:30.000]  耶穌繼續向前走
[00:11:30.000 --> 00:11:33.000]  祂很主動很快速地向前找的時候
[00:11:33.000 --> 00:11:36.000]  也找到另外兩個兄弟
[00:11:36.000 --> 00:11:40.000]  就是西比太的兒子雅各和約翰
[00:11:41.000 --> 00:11:44.000]  這四個漁夫正正就是成為了耶穌基督
[00:11:44.000 --> 00:11:50.000]  離世以後在初期教會很重要的使徒
[00:11:50.000 --> 00:11:52.000]  很重要的人物
[00:11:52.000 --> 00:11:55.000]  來承繼了耶穌的使命
[00:11:55.000 --> 00:12:00.000]  承繼了耶穌在地上要繼續做的工作
[00:12:00.000 --> 00:12:07.000]  在很多年前
[00:12:08.000 --> 00:12:12.000]  大家都會認識騰振輝牧師
[00:12:12.000 --> 00:12:15.000]  雖然他現在已經在神的身邊
[00:12:15.000 --> 00:12:17.000]  已經離開了我們
[00:12:17.000 --> 00:12:22.000]  但當我看回他的描述和記載的時候
[00:12:22.000 --> 00:12:24.000]  實在很佩服的一位牧師
[00:12:24.000 --> 00:12:26.000]  很值得我們去佩服
[00:12:26.000 --> 00:12:28.000]  因為我看回一段記載說到
[00:12:28.000 --> 00:12:31.000]  騰牧師在十八九歲的時候
[00:12:31.000 --> 00:12:33.000]  在安徽省城外散步
[00:12:33.000 --> 00:12:36.000]  因為騰牧師一家都是基督徒
[00:12:37.000 --> 00:12:39.000]  在基督家庭裡長大
[00:12:39.000 --> 00:12:42.000]  但在他散步的期間
[00:12:42.000 --> 00:12:45.000]  他在黃土路上行走的時候
[00:12:45.000 --> 00:12:49.000]  他發現有一段路被雨水沖走
[00:12:49.000 --> 00:12:52.000]  被黃泥土蓋住
[00:12:52.000 --> 00:12:54.000]  當他走過的時候
[00:12:54.000 --> 00:12:58.000]  他刻意看到一個鞋骨
[00:12:58.000 --> 00:13:00.000]  印的鞋骨出現
[00:13:00.000 --> 00:13:04.000]  當然他沒有描述當時的心情
[00:13:05.000 --> 00:13:07.000]  但他會覺得有一個很特殊的感受
[00:13:07.000 --> 00:13:09.000]  他心裡面想
[00:13:09.000 --> 00:13:13.000]  究竟這個人曾經活生生在這個世上的時候
[00:13:13.000 --> 00:13:18.000]  他有沒有機會來聽福音
[00:13:18.000 --> 00:13:23.000]  他看到的已經是一個鞋骨
[00:13:23.000 --> 00:13:25.000]  埋在這個泥土裡
[00:13:25.000 --> 00:13:29.000]  他意會到這個人的生命很短促
[00:13:29.000 --> 00:13:31.000]  因為他不是一個
[00:13:32.000 --> 00:13:35.000]  安然離世亦被埋葬的一個屍體
[00:13:35.000 --> 00:13:39.000]  他只是一個在沙堆被泥土沖散的
[00:13:39.000 --> 00:13:42.000]  一個泥土裡的鞋骨
[00:13:42.000 --> 00:13:46.000]  所以他會覺得究竟這位人士
[00:13:46.000 --> 00:13:50.000]  他有沒有機會在世上聽過福音
[00:13:50.000 --> 00:13:54.000]  在當時那剎那
[00:13:54.000 --> 00:13:56.000]  他心裡面被觸動
[00:13:56.000 --> 00:13:58.000]  他感受到
[00:13:59.000 --> 00:14:02.000]  究竟他自己未來的路
[00:14:02.000 --> 00:14:05.000]  能否成為一個傳福音的使者
[00:14:05.000 --> 00:14:09.000]  他有一種感動
[00:14:09.000 --> 00:14:13.000]  就是必須要將福音傳給其他人
[00:14:13.000 --> 00:14:18.000]  他願意將耶穌的福音
[00:14:18.000 --> 00:14:20.000]  耶穌的救恩和真理
[00:14:20.000 --> 00:14:22.000]  跟別人分享
[00:14:22.000 --> 00:14:24.000]  在當時那剎那
[00:14:24.000 --> 00:14:26.000]  他有特殊的感受
[00:14:27.000 --> 00:14:29.000]  當然他後來都一直放下了
[00:14:29.000 --> 00:14:33.000]  但是神也特別安排了兩次
[00:14:33.000 --> 00:14:36.000]  他在死裡逃生的經歷
[00:14:36.000 --> 00:14:41.000]  以致讓他再重新思考人生的意義
[00:14:41.000 --> 00:14:45.000]  就是這樣
[00:14:45.000 --> 00:14:46.000]  他那兩次經歷以後
[00:14:46.000 --> 00:14:49.000]  他就開始他的步道生涯
[00:14:49.000 --> 00:14:51.000]  當然我們見到
[00:14:51.000 --> 00:14:54.000]  藤牧師一生積極地傳福音
[00:14:54.000 --> 00:14:56.000]  不單止是這樣
[00:14:57.000 --> 00:14:59.000]  他也參與了很多神學教育的工作
[00:14:59.000 --> 00:15:03.000]  去栽培很多新一代的傳道目者
[00:15:03.000 --> 00:15:11.000]  在閱讀藤牧師的經歷裡
[00:15:11.000 --> 00:15:14.000]  讓我自己也想到
[00:15:14.000 --> 00:15:17.000]  究竟我們作為傳道目者
[00:15:17.000 --> 00:15:22.000]  我們如何繼續回應神的呼召
[00:15:22.000 --> 00:15:25.000]  雖然我們已經成為傳道目者
[00:15:26.000 --> 00:15:30.000]  但是我們仍然有很多需要聆聽神的聲音
[00:15:30.000 --> 00:15:34.000]  我們如何去回應我們的主
[00:15:34.000 --> 00:15:37.000]  所以在另一方面
[00:15:37.000 --> 00:15:40.000]  我們去看看這四位門徒的兄弟
[00:15:40.000 --> 00:15:42.000]  兩對兄弟
[00:15:42.000 --> 00:15:45.000]  他們如何回應耶穌的呼召
[00:15:45.000 --> 00:15:50.000]  我們從第十八節會看到
[00:15:50.000 --> 00:15:53.000]  他們立刻雕下網
[00:15:54.000 --> 00:15:56.000]  來跟隨耶穌
[00:15:56.000 --> 00:16:00.000]  他們立刻捨棄了他們的餘網
[00:16:00.000 --> 00:16:02.000]  來跟從耶穌
[00:16:02.000 --> 00:16:05.000]  這裡的描述是立刻
[00:16:05.000 --> 00:16:07.000]  他們沒有猶豫
[00:16:07.000 --> 00:16:09.000]  立刻來跟隨
[00:16:09.000 --> 00:16:11.000]  我們不知道
[00:16:11.000 --> 00:16:14.000]  究竟他們基於什麼原因
[00:16:14.000 --> 00:16:17.000]  來立刻放下餘網
[00:16:17.000 --> 00:16:21.000]  唯一的關鍵就在第十七節
[00:16:22.000 --> 00:16:24.000]  是否耶穌對他們說
[00:16:24.000 --> 00:16:26.000]  來跟從我
[00:16:26.000 --> 00:16:29.000]  我要叫你們得人如得魚一樣
[00:16:29.000 --> 00:16:32.000]  這個很有趣
[00:16:32.000 --> 00:16:35.000]  我自己思考的時候
[00:16:35.000 --> 00:16:39.000]  為什麼耶穌會用得人如得魚的描述
[00:16:39.000 --> 00:16:42.000]  這個比喻去呼召他們的門徒
[00:16:42.000 --> 00:16:45.000]  他們兩位
[00:16:45.000 --> 00:16:48.000]  在講到西門彼得和安德烈的時候
[00:16:49.000 --> 00:16:52.000]  相信他們在捕魚方面
[00:16:52.000 --> 00:16:54.000]  都是一個專業
[00:16:54.000 --> 00:16:56.000]  在當時來說
[00:16:56.000 --> 00:16:57.000]  可能他們都是一個專業
[00:16:57.000 --> 00:17:01.000]  他們就是靠著這個專業來維生
[00:17:01.000 --> 00:17:04.000]  並且可能養活他們的家人
[00:17:04.000 --> 00:17:07.000]  我們也相信
[00:17:07.000 --> 00:17:09.000]  其實彼得和安德烈
[00:17:09.000 --> 00:17:14.000]  不是一個窮困到不能養生的人
[00:17:14.000 --> 00:17:17.000]  相信他們努力地去捕魚
[00:17:18.000 --> 00:17:19.000]  才可以有漁獲
[00:17:19.000 --> 00:17:22.000]  但是當他們捕上來的魚
[00:17:22.000 --> 00:17:25.000]  很快就會死去
[00:17:25.000 --> 00:17:28.000]  原本是活生生的魚
[00:17:28.000 --> 00:17:30.000]  在餘網裡跳躍著
[00:17:30.000 --> 00:17:33.000]  但是當他們捕魚上來之後
[00:17:33.000 --> 00:17:35.000]  就會死去
[00:17:35.000 --> 00:17:38.000]  以致可以落到我們的肚腹裡
[00:17:38.000 --> 00:17:41.000]  那時候相信不能吃魚生
[00:17:41.000 --> 00:17:46.000]  所以這個很特別的意味著什麼
[00:17:47.000 --> 00:17:48.000]  你去想想
[00:17:48.000 --> 00:17:49.000]  耶穌去呼召他們
[00:17:49.000 --> 00:17:52.000]  原來和他們的生活很有關係
[00:17:52.000 --> 00:17:55.000]  他們捕起活生生的魚
[00:17:55.000 --> 00:17:58.000]  卻最後成為死去的魚
[00:17:58.000 --> 00:18:02.000]  但是耶穌轉一個方向來看的時候
[00:18:02.000 --> 00:18:04.000]  要他們來帶領一些
[00:18:04.000 --> 00:18:07.000]  可能在屬靈生命上死去的人
[00:18:07.000 --> 00:18:10.000]  回到神的面前
[00:18:10.000 --> 00:18:13.000]  重新得著新的生命
[00:18:13.000 --> 00:18:15.000]  是不是很有意思
[00:18:16.000 --> 00:18:18.000]  他們要得人如得魚一樣
[00:18:18.000 --> 00:18:20.000]  這麼豐富的收穫
[00:18:20.000 --> 00:18:22.000]  但是他們卻做了一件事
[00:18:22.000 --> 00:18:26.000]  將人的生命重新更新
[00:18:26.000 --> 00:18:28.000]  他們帶到神的面前
[00:18:28.000 --> 00:18:30.000]  能夠認識這位救贖的主
[00:18:30.000 --> 00:18:34.000]  讓他們的生命再一次得到更新
[00:18:34.000 --> 00:18:37.000]  是不是很奇妙呢
[00:18:37.000 --> 00:18:42.000]  我不知道彼得和安德烈是否這樣想
[00:18:43.000 --> 00:18:46.000]  但是他們很快地回應耶穌的呼召
[00:18:46.000 --> 00:18:48.000]  我願意
[00:18:48.000 --> 00:18:50.000]  放下他們的網
[00:18:50.000 --> 00:18:54.000]  願意跟隨這位主
[00:18:54.000 --> 00:19:00.000]  接著在十九節提到耶穌繼續往前走
[00:19:00.000 --> 00:19:05.000]  不單止這對兄弟西門和安德烈
[00:19:05.000 --> 00:19:09.000]  好像兩個例子少一點
[00:19:09.000 --> 00:19:11.000]  耶穌再往前走
[00:19:12.000 --> 00:19:14.000]  當然他沿著海邊走的時候
[00:19:14.000 --> 00:19:16.000]  他繼續看到漁夫
[00:19:16.000 --> 00:19:20.000]  所以他看到西比太的兒子雅各
[00:19:20.000 --> 00:19:22.000]  和雅各的兄弟約翰
[00:19:22.000 --> 00:19:25.000]  他們同樣在船上保亡
[00:19:25.000 --> 00:19:27.000]  這次他們在船上
[00:19:27.000 --> 00:19:29.000]  而不是在海邊
[00:19:29.000 --> 00:19:33.000]  即是說他們兩兄弟比西門和安德烈更富有
[00:19:33.000 --> 00:19:35.000]  因為他們有船
[00:19:35.000 --> 00:19:38.000]  並且他們不單止有船
[00:19:38.000 --> 00:19:40.000]  他們跟父親一起來工作
[00:19:41.000 --> 00:19:44.000]  勞動力更多的人一起工作
[00:19:44.000 --> 00:19:46.000]  並且有顧工
[00:19:46.000 --> 00:19:50.000]  他們是可以顧及到工人的
[00:19:50.000 --> 00:19:55.000]  即是說他們都不是一些很普通的家庭
[00:19:55.000 --> 00:20:02.000]  我稍為當他們當時生活的環境都不是差的
[00:20:02.000 --> 00:20:06.000]  但是同樣他們的表達是
[00:20:06.000 --> 00:20:10.000]  耶穌隨即呼召他們
[00:20:11.000 --> 00:20:13.000]  呼召他們
[00:20:13.000 --> 00:20:15.000]  去叫他們
[00:20:15.000 --> 00:20:19.000]  他們都沒有作任何的考慮
[00:20:19.000 --> 00:20:26.000]  就立即將他們的父親西比太和顧工人都留在船上
[00:20:26.000 --> 00:20:30.000]  今日如果我們見到我們的子女是這樣的時候
[00:20:30.000 --> 00:20:32.000]  我們就會罵他們
[00:20:32.000 --> 00:20:34.000]  不孝 走了去
[00:20:34.000 --> 00:20:36.000]  不理我的生意
[00:20:38.000 --> 00:20:41.000]  但這裏完全沒有描述到父親的反應
[00:20:41.000 --> 00:20:43.000]  我們不知道
[00:20:43.000 --> 00:20:46.000]  我們也未必到這個時候去考究
[00:20:46.000 --> 00:20:49.000]  我們有機會再找一些文獻
[00:20:49.000 --> 00:20:52.000]  去了解究竟有沒有這些記載
[00:20:52.000 --> 00:20:55.000]  但這裏聖經很簡單的描述
[00:20:55.000 --> 00:20:59.000]  就是講到他們都是很簡單的一個動作
[00:20:59.000 --> 00:21:01.000]  他們就放下那些東西
[00:21:01.000 --> 00:21:03.000]  留下他們在船上
[00:21:03.000 --> 00:21:05.000]  放下他們
[00:21:05.000 --> 00:21:07.000]  他們就來割除耶穌
[00:21:08.000 --> 00:21:10.000]  短短這五節的經文
[00:21:10.000 --> 00:21:13.000]  其實讓我們去很多的思考
[00:21:13.000 --> 00:21:17.000]  第一 耶穌主動的選召
[00:21:17.000 --> 00:21:19.000]  今日你和我
[00:21:19.000 --> 00:21:22.000]  我們都有機會來被耶穌選召
[00:21:22.000 --> 00:21:25.000]  當然你說 陳傳道
[00:21:25.000 --> 00:21:27.000]  我沒有想過要做傳道人
[00:21:27.000 --> 00:21:30.000]  但是弟兄姊妹
[00:21:30.000 --> 00:21:32.000]  我們耶穌的選召
[00:21:32.000 --> 00:21:35.000]  是不是一定我們就是出來做傳道人呢
[00:21:36.000 --> 00:21:38.000]  耶穌對你們的召命
[00:21:38.000 --> 00:21:41.000]  是不是一定叫你們來奉獻傳道呢
[00:21:41.000 --> 00:21:44.000]  這個值得我們去思考
[00:21:44.000 --> 00:21:47.000]  耶穌的選召不是單一個方向
[00:21:47.000 --> 00:21:50.000]  耶穌選召的門徒是做甚麼
[00:21:50.000 --> 00:21:53.000]  去為祂傳福音
[00:21:53.000 --> 00:21:56.000]  直到地極作祂的見證
[00:21:56.000 --> 00:21:58.000]  作祂的見證人
[00:21:58.000 --> 00:22:04.000]  並且馬匹夫告訴我們
[00:22:05.000 --> 00:22:07.000]  我們將祂的教訓去教導給
[00:22:07.000 --> 00:22:10.000]  願意來跟從主的人
[00:22:10.000 --> 00:22:15.000]  所以我們不只是去講了三福四律就算了
[00:22:15.000 --> 00:22:19.000]  我們來分享 見證耶穌的大能之餘
[00:22:19.000 --> 00:22:23.000]  我們仍然要栽培他們 陪伴他們
[00:22:23.000 --> 00:22:26.000]  今日我們在工作 在家庭裏面
[00:22:26.000 --> 00:22:30.000]  我們仍然可以成為耶穌基督的跟隨者
[00:22:30.000 --> 00:22:34.000]  我們仍然可以領受和耶穌的召命
[00:22:36.000 --> 00:22:39.000]  所以 我們可不可以彼此來鼓勵
[00:22:39.000 --> 00:22:43.000]  耶穌去有主動的選召
[00:22:43.000 --> 00:22:46.000]  但今日我們仍然有一份
[00:22:46.000 --> 00:22:49.000]  我們要來到立即的回應
[00:22:49.000 --> 00:22:52.000]  我們對主的呼召
[00:22:52.000 --> 00:22:55.000]  來到立即的回應
[00:22:55.000 --> 00:22:59.000]  當然 第三方面就是
[00:22:59.000 --> 00:23:02.000]  我們來到可以完全的信服
[00:23:03.000 --> 00:23:05.000]  我們好像那幾位的門徒
[00:23:05.000 --> 00:23:07.000]  他們不單只是回應
[00:23:07.000 --> 00:23:10.000]  聽完耶穌的呼召 你來跟從我去回應
[00:23:10.000 --> 00:23:12.000]  他還要去考慮的就是放下
[00:23:12.000 --> 00:23:14.000]  他要完全的信服
[00:23:14.000 --> 00:23:18.000]  放下他身邊一切他們看為重要的東西
[00:23:18.000 --> 00:23:20.000]  相信在耶穌出現之前
