
[00:00:00.000 --> 00:00:03.000]  各位頂姐妹午安 處內平安
[00:06:21.000 --> 00:06:24.000]  這些平衡的對偶的寫作方法
[00:06:24.000 --> 00:06:32.000]  也都會出現在每一節和每一節之間
[00:06:32.000 --> 00:06:35.000]  就是在第一節所用的
[00:06:35.000 --> 00:06:38.000]  我曾提你的名照理
[00:06:38.000 --> 00:06:42.000]  和第七節就是凡稱為我名下的人
[00:06:42.000 --> 00:06:46.000]  都是相同的兩個希伯來文
[00:06:46.000 --> 00:06:53.000]  另外第二節和第五第六節都有一個的應許
[00:06:53.000 --> 00:06:56.000]  上帝和他的子民同在
[00:06:56.000 --> 00:07:02.000]  第三和第四節都是講出那個的原因
[00:07:02.000 --> 00:07:07.000]  換言之這首詩歌其實它的結構是很嚴謹的
[00:07:07.000 --> 00:07:11.000]  因為這首詩歌是可以看到
[00:07:11.000 --> 00:07:16.000]  也都了解到上帝怎樣是對昔日的子民的愛
[00:07:16.000 --> 00:07:24.000]  從而也都是明白今天他是去藉著主耶穌基督對我們的愛
[00:07:24.000 --> 00:07:30.000]  我們可以按著這一樣的編排的對偶的方式
[00:07:30.000 --> 00:07:33.000]  去讀這一段的經文
[00:07:33.000 --> 00:07:42.000]  這一個充滿對偶的經文其實是增強了語言的美感
[00:07:42.000 --> 00:07:49.000]  又強化了上帝對以色列救贖和保護的應許
[00:07:49.000 --> 00:07:55.000]  這一對平衡的對偶就是第一節和第七節
[00:07:55.000 --> 00:08:02.000]  這兩節的經文其實是講述上帝和子民內的關係
[00:08:02.000 --> 00:08:06.000]  我們讀這一首詩歌的時候都可以想像
[00:08:06.000 --> 00:08:11.000]  子民就是好像被離棄的人
[00:08:11.000 --> 00:08:15.000]  他們發出很多的哀怨
[00:08:15.000 --> 00:08:20.000]  例如上帝為什麼離開我們
[00:08:20.000 --> 00:08:26.000]  這些哀怨我們可以從耶利米愛歌那裡讀到
[00:08:26.000 --> 00:08:29.000]  他們會有一個很大的疑問就是
[00:08:29.000 --> 00:08:35.000]  上帝遺棄了我們上帝忘記了我們
[00:08:35.000 --> 00:08:39.000]  當我們遇到很大的困難的時候
[00:08:39.000 --> 00:08:42.000]  這個可能都是我們的疑問
[00:08:42.000 --> 00:08:51.000]  我們在心裡在腦裡都同時可能會發出這問題
[00:08:51.000 --> 00:08:58.000]  然而每當我們去看上帝的話就可以得到他的肯定
[00:08:58.000 --> 00:09:04.000]  正如今天的經文在這裡第一節和第七節
[00:09:04.000 --> 00:09:08.000]  就是表達了他和子民的關係
[00:09:08.000 --> 00:09:14.000]  第一節是上帝對他的子民去講
[00:09:14.000 --> 00:09:17.000]  接著到了第七節的時候
[00:09:17.000 --> 00:09:21.000]  其實就是向每一個個人去講
[00:09:21.000 --> 00:09:28.000]  我曾提你的名召你 你是屬我的
[00:09:28.000 --> 00:09:32.000]  這短短幾句話其實都可以看到
[00:09:32.000 --> 00:09:36.000]  上帝的愛對我們是很深的
[00:09:36.000 --> 00:09:39.000]  你是屬我的
[00:09:39.000 --> 00:09:42.000]  而在這一節經文裡面
[00:09:42.000 --> 00:09:49.000]  我們都會看到有幾件重要的事件
[00:09:49.000 --> 00:09:54.000]  上帝是以色列的創造者和塑造者
[00:09:54.000 --> 00:10:01.000]  在這裡看到的翻譯就是塑造或者造成
[00:10:01.000 --> 00:10:05.000]  這個字就是和《創世紀》第二章裡面
[00:10:05.000 --> 00:10:10.000]  耶和華神用地上的塵土做人是同一個字
[00:10:10.000 --> 00:10:20.000]  就是耶和華神是塑造人類在他的花園裡面生活和工作
[00:10:20.000 --> 00:10:22.000]  伊甸園
[00:10:22.000 --> 00:10:26.000]  正如耶和華神他創造了亞當一樣
[00:10:26.000 --> 00:10:30.000]  他也創造了以色列
[00:10:30.000 --> 00:10:34.000]  這個就是他對子民不斷的保證
[00:10:34.000 --> 00:10:39.000]  因為他是人民的救贖者 拯救者
[00:10:39.000 --> 00:10:44.000]  上帝知道他們的名字
[00:10:44.000 --> 00:10:50.000]  這次的救贖其實也意味著什麼呢
[00:10:50.000 --> 00:10:54.000]  首先什麼是救贖呢
[00:10:54.000 --> 00:10:58.000]  我們在現今的生活裡面一定很清楚
[00:10:58.000 --> 00:11:02.000]  我們是因著主耶穌基督的保血
[00:11:02.000 --> 00:11:08.000]  因著神上帝的愛去差遣主耶穌來到
[00:11:08.000 --> 00:11:10.000]  我們很清楚這個救贖
[00:11:10.000 --> 00:11:17.000]  我們去相信主我們是得到這個永生的盼望
[00:11:17.000 --> 00:11:24.000]  然而在舊約裡面對救贖的解釋又是怎樣呢
[00:11:24.000 --> 00:11:30.000]  這個是一個古代以色列的社會制度
[00:11:30.000 --> 00:11:36.000]  當一個人貧窮到要變賣一切
[00:11:36.000 --> 00:11:40.000]  特別是他的土地和自身的時候
[00:11:40.000 --> 00:11:42.000]  他家族最親的人
[00:11:42.000 --> 00:11:49.000]  就是有責任去買贖他的土地和他的自由
[00:11:49.000 --> 00:11:53.000]  令到他的家族和土地不會喪失
[00:11:53.000 --> 00:11:56.000]  如果我們看舊約最典型的例子
[00:11:56.000 --> 00:12:01.000]  就是波阿斯為拿額米他去買贖
[00:12:01.000 --> 00:12:10.000]  並且是取路德為路德的亡夫留後的故事
[00:12:10.000 --> 00:12:17.000]  上帝在這裡宣告他是以色列的救贖主
[00:12:17.000 --> 00:12:22.000]  意思就是說上帝是以色列最親的
[00:12:22.000 --> 00:12:24.000]  為什麼呢
[00:12:24.000 --> 00:12:30.000]  因為他宣告他創造以色列為子民
[00:12:30.000 --> 00:12:36.000]  第二就是上帝提名又是什麼意思呢
[00:12:36.000 --> 00:12:40.000]  原來在以色列有一個規矩
[00:12:40.000 --> 00:12:46.000]  凡是幫人提名、幫人改名的意思
[00:12:46.000 --> 00:12:50.000]  其實就是對那個人是有擁有權的
[00:12:50.000 --> 00:12:56.000]  這樣我們就會很容易去明白下一句
[00:12:56.000 --> 00:13:01.000]  「你是屬我的」就是這樣
[00:13:01.000 --> 00:13:10.000]  所以在第一節我們會看到上帝和我們的關係
[00:13:10.000 --> 00:13:15.000]  另外一樣東西很重要的看見就是
[00:13:15.000 --> 00:13:17.000]  在這一節的經文裡面
[00:13:17.000 --> 00:13:23.000]  其實它全部都是用了一個完成式的時態
[00:13:23.000 --> 00:13:26.000]  即是已經完成了那件事
[00:13:26.000 --> 00:13:31.000]  這個完成式可以說是先知式的完成式
[00:13:31.000 --> 00:13:35.000]  意思是事件未成真
[00:13:35.000 --> 00:13:41.000]  但是已經得到保證一定會成就
[00:13:41.000 --> 00:13:46.000]  所以上帝他去告訴我們
[00:13:46.000 --> 00:13:50.000]  這件事一定會成就
[00:13:50.000 --> 00:13:55.000]  可能我們很多時候在困難裡面
[00:13:55.000 --> 00:14:00.000]  心裡面都會有被遺棄的感覺
[00:14:00.000 --> 00:14:06.000]  為什麼這些事情會發生在我的身上
[00:14:06.000 --> 00:14:10.000]  但是上帝就是在耶穌基督裡面
[00:14:10.000 --> 00:14:15.000]  已經將我們從罪惡的權勢下買贖回來
[00:14:15.000 --> 00:14:21.000]  因著耶穌基督的緣故我們都是屬於祂的
[00:14:21.000 --> 00:14:23.000]  既然是這樣的話
[00:14:23.000 --> 00:14:28.000]  祂昔日向子民以色列所應許的
[00:14:28.000 --> 00:14:36.000]  今日都繼續在我們身上成就
[00:14:36.000 --> 00:14:41.000]  上帝向一些感到被遺棄的子民
[00:14:41.000 --> 00:14:45.000]  在這裡表達了祂和他們的關係之後
[00:14:45.000 --> 00:14:49.000]  他馬上就有一個行動
[00:14:49.000 --> 00:14:56.000]  這個就是在第二對的對偶那裡看到的
[00:14:56.000 --> 00:15:03.000]  就是在第二節和第五、第六節
[00:15:03.000 --> 00:15:06.000]  這三節的經文是描述
[00:15:06.000 --> 00:15:11.000]  被擄的人民正在行動的當中
[00:15:11.000 --> 00:15:15.000]  從水中經過 從火中行過
[00:15:15.000 --> 00:15:20.000]  從東南西北方歸回等
[00:15:20.000 --> 00:15:26.000]  這裡可以說是看到那個動詞
[00:15:26.000 --> 00:15:29.000]  其實都是一個現在式
[00:15:29.000 --> 00:15:33.000]  在希伯來文現在式和將來式
[00:15:33.000 --> 00:15:36.000]  在文法上都是相同的
[00:15:36.000 --> 00:15:40.000]  因為以色列才知道祂對流亡的人說
[00:15:40.000 --> 00:15:47.000]  就是無論過去和將來有什麼水和火
[00:15:47.000 --> 00:15:52.000]  上帝都會和他們同在 拯救他們
[00:15:52.000 --> 00:15:57.000]  明顯的就會看到水是說到埃及
[00:15:57.000 --> 00:16:03.000]  他們是要出埃及過紅海的時候這個神蹟
[00:16:03.000 --> 00:16:10.000]  接著也是在渡過約旦河進入應許之地
[00:16:10.000 --> 00:16:15.000]  但是無論過去、現在或者未來
[00:16:15.000 --> 00:16:21.000]  可能都會存在有任何危險的水
[00:16:21.000 --> 00:16:25.000]  就是說以色列都不用怕
[00:16:25.000 --> 00:16:27.000]  火也是
[00:16:27.000 --> 00:16:31.000]  無論是吞噬耶路撒冷的大火
[00:16:31.000 --> 00:16:35.000]  還是未來一些想像中的大火
[00:16:35.000 --> 00:16:38.000]  以色列都不用怕
[00:16:38.000 --> 00:16:43.000]  相信耶和華是以色列的聖者
[00:16:43.000 --> 00:16:46.000]  和他們的救贖主
[00:16:46.000 --> 00:16:51.000]  任何的恐懼都會消失
[00:16:51.000 --> 00:16:57.000]  最近看到有一些評論有關火
[00:16:57.000 --> 00:16:59.000]  為什麼會有關火呢
[00:16:59.000 --> 00:17:03.000]  因為有一些評論說
[00:17:03.000 --> 00:17:09.000]  在現在的社會很急促的時代裡
[00:17:09.000 --> 00:17:13.000]  令到有很多不同的事情發生
[00:17:13.000 --> 00:17:17.000]  大家想想社會上世界上每一天都有不同的事
[00:17:17.000 --> 00:17:22.000]  好像第二天已經又有一件事又蓋過昨天的事
[00:17:22.000 --> 00:17:27.000]  很快我們都追不上一些不同的事情
[00:17:27.000 --> 00:17:30.000]  我們可能生活上都是很急促
[00:17:30.000 --> 00:17:32.000]  今天的事都還沒搞定
[00:17:32.000 --> 00:17:34.000]  第二天又有很多事又來了
[00:17:34.000 --> 00:17:37.000]  又是湧過來
[00:17:37.000 --> 00:17:44.000]  這個是加速令到人進入一個精神愧倦的狀態
[00:17:44.000 --> 00:17:47.000]  現在也是進入到人工智能的時代
[00:17:47.000 --> 00:17:50.000]  我們又要追了
[00:17:50.000 --> 00:17:52.000]  又要認識人工智能是什麼
[00:17:52.000 --> 00:17:54.000]  又要多一點了解
[00:17:54.000 --> 00:17:56.000]  怎樣去運用
[00:17:56.000 --> 00:17:59.000]  就是這個生活的模式
[00:17:59.000 --> 00:18:04.000]  都會讓我們的步伐加速轉變
[00:18:04.000 --> 00:18:08.000]  所以其實有一些評論就在說
[00:18:08.000 --> 00:18:13.000]  和世界上也有很多的大事發生
[00:18:13.000 --> 00:18:16.000]  無論是周圍的戰火
[00:18:16.000 --> 00:18:19.000]  或者是有很多的貿易
[00:18:19.000 --> 00:18:23.000]  都會一直這樣發生
[00:18:23.000 --> 00:18:31.000]  所以因為都是有關一些神學家看見的評論
[00:18:31.000 --> 00:18:34.000]  都在這裡分享一下
[00:18:34.000 --> 00:18:40.000]  可能當中有些人會認識莫特曼
[00:18:40.000 --> 00:18:43.000]  他寫過一本《盼望神學》
[00:18:43.000 --> 00:18:45.000]  大家不知道也不要緊
[00:18:45.000 --> 00:18:47.000]  聽了這個名字有印象也可以
[00:18:47.000 --> 00:18:49.000]  我最主要說一下
[00:18:49.000 --> 00:18:54.000]  他因為經歷第二次世界大戰的時候
[00:18:54.000 --> 00:18:59.000]  在裡面寫下了這本《盼望神學》
[00:18:59.000 --> 00:19:04.000]  正正現在的評論就是說
[00:19:04.000 --> 00:19:08.000]  其實到了現今這個時代
[00:19:08.000 --> 00:19:15.000]  《盼望神學》是否已經變了一個無望神學呢
[00:19:15.000 --> 00:19:18.000]  因為寫的東西都好像是
[00:19:18.000 --> 00:19:20.000]  一個的《盼望神學》
[00:19:20.000 --> 00:19:23.000]  都是一個以歐洲做中心
[00:19:23.000 --> 00:19:26.000]  充滿一個好像中產特權
[00:19:26.000 --> 00:19:29.000]  根本沒有辦法去回應那些
[00:19:29.000 --> 00:19:32.000]  真正生活在邊緣的當中
[00:19:32.000 --> 00:19:37.000]  被壓迫的苦難當中的群體
[00:19:37.000 --> 00:19:41.000]  所以在這裡就會認為
[00:19:41.000 --> 00:19:46.000]  會不會學者都還是有一些東西要去論述
[00:19:46.000 --> 00:19:49.000]  再要講多一些呢
[00:19:49.000 --> 00:19:53.000]  不過如果我們再看
[00:19:53.000 --> 00:19:57.000]  就是在那個評論裡面就有提到
[00:19:57.000 --> 00:19:59.000]  一本書去講到
[00:19:59.000 --> 00:20:05.000]  翻譯成當房屋被燒毀的時候
[00:20:05.000 --> 00:20:08.000]  這裡就有一些照片
[00:20:08.000 --> 00:20:10.000]  可以給大家看一看印象
[00:20:10.000 --> 00:20:11.000]  這是一個
[00:20:11.000 --> 00:20:16.000]  能不能播出
[00:20:16.000 --> 00:20:18.000]  好像不行
[00:20:18.000 --> 00:20:20.000]  太多了
[00:20:20.000 --> 00:20:22.000]  這是一張照片
[00:20:22.000 --> 00:20:24.000]  這是在2019年
[00:20:24.000 --> 00:20:27.000]  會見到巴黎聖母院
[00:20:27.000 --> 00:20:30.000]  遇到一場大火
[00:20:30.000 --> 00:20:32.000]  到現在還不知道源頭是怎樣
[00:20:32.000 --> 00:20:34.000]  不過是有場大火
[00:20:34.000 --> 00:20:37.000]  會看到那個結構
[00:20:37.000 --> 00:20:40.000]  然後到上年2024年
[00:20:40.000 --> 00:20:44.000]  收緝完成
[00:20:44.000 --> 00:20:49.000]  然後有一個再重開
[00:20:49.000 --> 00:20:53.000]  然後有一個典禮
[00:20:53.000 --> 00:20:57.000]  有一個禮拜
[00:20:57.000 --> 00:20:59.000]  裡面有一班師班員
[00:20:59.000 --> 00:21:03.000]  唱詩篇第1122篇
[00:21:03.000 --> 00:21:06.000]  最主要我們去看
[00:21:06.000 --> 00:21:09.000]  這本書裡面說
[00:21:09.000 --> 00:21:12.000]  當房間被燒毀的時候
[00:21:12.000 --> 00:21:14.000]  有一個比喻
[00:21:14.000 --> 00:21:16.000]  形容現在的世界
[00:21:16.000 --> 00:21:21.000]  就好像一個即將被燒毀的房屋
[00:21:21.000 --> 00:21:23.000]  房屋被燒毀的時候
[00:21:23.000 --> 00:21:25.000]  如果我們知道
[00:21:25.000 --> 00:21:27.000]  我們的房屋被燒毀會怎樣
[00:21:27.000 --> 00:21:30.000]  很絕望
[00:21:30.000 --> 00:21:34.000]  怎樣生活呢
[00:21:34.000 --> 00:21:36.000]  接著之後
[00:21:36.000 --> 00:21:38.000]  我們可能在香港的生活
[00:21:38.000 --> 00:21:39.000]  我們會知道
[00:21:39.000 --> 00:21:40.000]  一些步驟
[00:21:40.000 --> 00:21:43.000]  我們都可能很簡單地
[00:21:43.000 --> 00:21:46.000]  會想到一個程序可以怎樣
[00:21:46.000 --> 00:21:48.000]  不過當曾根正正要處理
[00:21:48.000 --> 00:21:50.000]  這些事情的時候
[00:21:50.000 --> 00:21:52.000]  都很著急
[00:21:52.000 --> 00:21:56.000]  都不知道怎麼辦
[00:21:56.000 --> 00:21:59.000]  正正就是這裏所提到
[00:21:59.000 --> 00:22:02.000]  是絕望
[00:22:02.000 --> 00:22:04.000]  但是我們都會看到
[00:22:04.000 --> 00:22:07.000]  原來遇到不同的事情
[00:22:07.000 --> 00:22:12.000]  如果這間房屋不被燒毀
[00:22:12.000 --> 00:22:15.000]  它的結構是看不到的
[00:22:15.000 --> 00:22:18.000]  唯有房屋燒毀
[00:22:18.000 --> 00:22:22.000]  裡面結構就會呈現出來
[00:22:22.000 --> 00:22:27.000]  就是在這個極致的狀態下
[00:22:27.000 --> 00:22:31.000]  這個整個世界的結構的問題
[00:22:31.000 --> 00:22:34.000]  或者人類對待生態的問題
[00:22:34.000 --> 00:22:39.000]  就會暴露了那種窮凶極惡
[00:22:39.000 --> 00:22:42.000]  真實的樣貌
[00:22:42.000 --> 00:22:47.000]  而人類亦都是沒有辦法去再迴避
[00:22:47.000 --> 00:22:51.000]  就好像我們被迫到一個懸崖邊
[00:22:51.000 --> 00:22:53.000]  去到一個極致
[00:22:53.000 --> 00:22:56.000]  就是去作出抉擇
[00:22:56.000 --> 00:22:59.000]  徹底的要跟過去斷裂
[00:22:59.000 --> 00:23:04.000]  擺脫一直以來依賴的經驗和方式
[00:23:04.000 --> 00:23:08.000]  就是要進行一個翻天覆地的改變
[00:23:08.000 --> 00:23:12.000]  所以這個狀態
[00:23:12.000 --> 00:23:15.000]  叫做這個盼望
[00:23:15.000 --> 00:23:18.000]  其實是必須要建立在
[00:23:18.000 --> 00:23:22.000]  對過往絕望的延續在之上
[00:23:22.000 --> 00:23:26.000]  就是我們不是要看過往
[00:23:26.000 --> 00:23:31.000]  而是要看將來那個盼望
[00:23:31.000 --> 00:23:35.000]  正如我們房屋被燒毀
[00:23:35.000 --> 00:23:41.000]  我們之後的生活會有所改變
[00:23:41.000 --> 00:23:46.000]  會不會再過著舊屋的生活
[00:23:46.000 --> 00:23:52.000]  會不會還是停留在那個回憶之中
[00:23:52.000 --> 00:23:55.000]  而這裏就是說
[00:23:55.000 --> 00:23:59.000]  我們是怎樣去有一個新的生活
[00:23:59.000 --> 00:24:03.000]  就是給我們一個翻天覆地的生活
[00:24:03.000 --> 00:24:07.000]  我想可能舉個例子
[00:24:07.000 --> 00:24:10.000]  這個房屋被燒毀的時候
[00:24:10.000 --> 00:24:12.000]  大家想想
[00:24:12.000 --> 00:24:14.000]  如果給我一個例子
[00:24:14.000 --> 00:24:16.000]  新的生活
[00:24:16.000 --> 00:24:19.000]  我不要那麼多雜物
[00:24:19.000 --> 00:24:21.000]  顛覆了我以前
[00:24:21.000 --> 00:24:23.000]  以前可能我很喜歡儲東西
[00:24:23.000 --> 00:24:25.000]  郵票啊
[00:24:25.000 --> 00:24:28.000]  那些明信片啊
[00:24:28.000 --> 00:24:31.000]  人家寫給我的紀念卡
[00:24:31.000 --> 00:24:34.000]  生日卡那些
[00:24:34.000 --> 00:24:36.000]  我不會再堆積在這裏
[00:24:36.000 --> 00:24:38.000]  新的生活
[00:24:38.000 --> 00:24:42.000]  可能我們已經不想再過那種生活
[00:24:42.000 --> 00:24:44.000]  而是斷絕
[00:24:44.000 --> 00:24:46.000]  而是有一個新的生活
[00:24:46.000 --> 00:24:49.000]  新的盼望
[00:24:49.000 --> 00:24:51.000]  所以這裏
[00:24:51.000 --> 00:24:53.000]  我們看回
[00:24:53.000 --> 00:24:58.000]  這樣就是有一個嶄新的希望出現
[00:24:58.000 --> 00:25:02.000]  這個評論就是這樣去回應
[00:25:02.000 --> 00:25:04.000]  所以我覺得裏面所講的東西
[00:25:04.000 --> 00:25:06.000]  都是給我一個啟發
[00:25:06.000 --> 00:25:09.000]  跟大家去分享
[00:25:09.000 --> 00:25:12.000]  而這一班的以色列民
[00:25:12.000 --> 00:25:16.000]  他們是在這個生活裏面
[00:25:16.000 --> 00:25:18.000]  有半個世紀
[00:25:18.000 --> 00:25:21.000]  時間長不長
[00:25:21.000 --> 00:25:23.000]  很長啊
[00:25:23.000 --> 00:25:25.000]  半個世紀
[00:25:25.000 --> 00:25:27.000]  如果對受苦的人來說
[00:25:27.000 --> 00:25:29.000]  其實一天
[00:25:29.000 --> 00:25:32.000]  已經是一個無盡的歲月
[00:25:32.000 --> 00:25:36.000]  何況是半個世紀
[00:25:36.000 --> 00:25:39.000]  想像一下一班的異鄉人
[00:25:39.000 --> 00:25:41.000]  去做奴隸的人
[00:25:41.000 --> 00:25:43.000]  一年又一年
[00:25:43.000 --> 00:25:45.000]  回家無望
[00:25:45.000 --> 00:25:46.000]  一個又一個
[00:25:46.000 --> 00:25:48.000]  嚇死異鄉
[00:25:48.000 --> 00:25:52.000]  對著這個古老的信仰裏面
[00:25:52.000 --> 00:25:54.000]  因著這一盼望
[00:25:54.000 --> 00:25:58.000]  耶和華神去救贖他們
[00:25:58.000 --> 00:26:02.000]  這個燃點的希望之火
[00:26:02.000 --> 00:26:05.000]  在這五十年的歲月裏面
[00:26:05.000 --> 00:26:08.000]  都漸漸暗淡
[00:26:08.000 --> 00:26:13.000]  所以在這個預言
[00:26:13.000 --> 00:26:15.000]  被露的以色列人
[00:26:15.000 --> 00:26:17.000]  在十多年之後
[00:26:17.000 --> 00:26:19.000]  回到耶路撒冷
[00:26:19.000 --> 00:26:21.000]  重建家園
[00:26:21.000 --> 00:26:23.000]  聖殿的情景
[00:26:23.000 --> 00:26:25.000]  基本在第六節
[00:26:25.000 --> 00:26:27.000]  第五節 第六節
[00:26:27.000 --> 00:26:29.000]  講到不要害怕
[00:26:29.000 --> 00:26:32.000]  因我與你同在
[00:26:32.000 --> 00:26:35.000]  也就是說我要對北方雪交出來
