
[00:00:00.000 --> 00:00:05.000]  如果耶穌一出世已經是一個超能的嬰兒
[00:01:38.200 --> 00:01:39.600]  沒有公開的神蹟
[00:01:39.600 --> 00:01:41.800]  沒有公開的教導
[00:01:41.800 --> 00:01:45.100]  聖經對這段時期的沉默
[00:01:45.100 --> 00:01:50.900]  表達了神對耶穌的這種生活謙卑的一個肯定
[00:01:50.900 --> 00:01:56.200]  表達了祂完全參與了人類很普通的經歷
[00:01:56.200 --> 00:01:57.300]  這樣的話
[00:01:57.300 --> 00:02:01.700]  祂才能夠真正體會你和我的生命
[00:02:01.700 --> 00:02:08.800]  這樣才能真正協力地跟普羅大眾一起過一樣的人生
[00:02:08.800 --> 00:02:11.800]  經驗到人世間種種的困難
[00:02:11.800 --> 00:02:14.900]  其實不用說耶穌的少年青年時期
[00:02:14.900 --> 00:02:16.700]  就是耶穌的一出生
[00:02:16.700 --> 00:02:18.600]  耶穌作為嬰兒的誕生
[00:02:18.600 --> 00:02:25.300]  原來就已經是比平凡更惡劣的環境出生
[00:02:25.300 --> 00:02:27.700]  這個超能的嬰兒給我們看四件事
[00:02:27.700 --> 00:02:29.100]  今天第一件事就是
[00:02:29.100 --> 00:02:32.500]  超能的嬰兒是一個謙卑的降生
[00:02:32.500 --> 00:02:34.800]  我想和大家看看第九章第六節
[00:02:34.800 --> 00:02:36.600]  以卓書第九章第六節請讀
[00:02:49.600 --> 00:02:52.000]  和平的君
[00:02:52.000 --> 00:02:57.100]  原來耶穌的出生早在耶穌之前700年左右
[00:02:57.100 --> 00:02:59.700]  已經有一本書叫做以塞亞書
[00:02:59.700 --> 00:03:02.000]  這個人以塞亞是一個善字
[00:03:02.000 --> 00:03:06.400]  祂早已經預告有一個嬰兒為我們而生
[00:03:06.400 --> 00:03:08.000]  而這個兒子
[00:03:08.000 --> 00:03:12.400]  兒子這個字的希斯希伯來文可以指男孩或者少年人
[00:03:12.400 --> 00:03:15.600]  祂是神賜給我們每一個人
[00:03:15.600 --> 00:03:17.200]  以塞亞書強調
[00:03:17.200 --> 00:03:21.500]  這位就是以色列人和人類的盼望
[00:03:21.500 --> 00:03:23.500]  祂來到我們人世間裡面
[00:03:23.500 --> 00:03:24.100]  沒錯
[00:03:24.100 --> 00:03:27.900]  我們知道這裡說的就是主耶穌基督
[00:03:27.900 --> 00:03:31.000]  七八年之後這個預言果然應驗
[00:03:31.000 --> 00:03:33.600]  根據路加福音第二章第七節
[00:03:33.600 --> 00:03:35.000]  我們再讀這一節經文
[00:03:35.000 --> 00:03:35.400]  請讀
[00:03:47.600 --> 00:03:49.000]  非常之不同
[00:03:49.000 --> 00:03:53.100]  根據古代的以色列嬰兒出生的基本程序
[00:03:53.100 --> 00:03:59.200]  瑪麗亞的生育和耶穌的出世有幾個地方是極為不同的
[00:03:59.200 --> 00:03:59.900]  當時代
[00:03:59.900 --> 00:04:03.900]  如果作為一個孕婦在出生產之前
[00:04:03.900 --> 00:04:06.800]  就會有女性的親友去陪伴
[00:04:06.800 --> 00:04:08.100]  中國人有沒有的
[00:04:08.100 --> 00:04:08.800]  都有啦
[00:04:08.800 --> 00:04:11.100]  是不是這些和中國人幾相似
[00:04:11.100 --> 00:04:14.200]  甚至是特別有經驗豐富的助產事
[00:04:14.200 --> 00:04:17.000]  協助去進行分娩的過程
[00:04:17.000 --> 00:04:18.100]  我相信這裡在座
[00:04:18.100 --> 00:04:20.800]  大部分已經生產過的父女們
[00:04:20.800 --> 00:04:21.900]  姐妹們
[00:04:21.900 --> 00:04:24.000]  你們應該都在醫院出世吧
[00:04:24.000 --> 00:04:25.200]  生嬰兒
[00:04:25.200 --> 00:04:26.300]  不是在醫院出世
[00:04:26.300 --> 00:04:27.900]  是生嬰兒
[00:04:27.900 --> 00:04:31.500]  是不是有誰在家裡生的
[00:04:31.500 --> 00:04:32.900]  應該都沒有誰了
[00:04:32.900 --> 00:04:34.900]  應該沒有誰在家裡生的
[00:04:34.900 --> 00:04:37.400]  大部分都是在醫院裡面進行
[00:04:37.400 --> 00:04:40.800]  通常都有助產事協助你去分娩的
[00:04:40.800 --> 00:04:42.200]  在分娩的過程裡面
[00:04:42.200 --> 00:04:46.700]  孕婦都會找一個相對私密和舒適的環境
[00:04:46.700 --> 00:04:47.560]  例如
[00:04:47.560 --> 00:04:49.900]  家裡面特定的房間
[00:04:49.900 --> 00:04:53.300]  助產事就會指導她如何進行分娩的
[00:04:53.300 --> 00:04:55.400]  助產事會幫助母親
[00:04:55.400 --> 00:04:59.200]  去克服種種生產的時候種種的疼痛
[00:04:59.200 --> 00:05:02.300]  以前哪裡有媽咖啡給你打的
[00:05:02.300 --> 00:05:04.700]  以前哪裡有麻醉藥的
[00:05:04.700 --> 00:05:07.400]  生的時候自然會痛的
[00:05:07.400 --> 00:05:09.400]  所以身邊有一位女士
[00:05:09.400 --> 00:05:12.000]  身邊有一位助產事在幫你的時候
[00:05:12.000 --> 00:05:14.900]  情況是非常之不一樣的
[00:05:14.900 --> 00:05:16.200]  耶穌呢
[00:05:16.200 --> 00:05:18.400]  耶穌變有啊
[00:05:18.400 --> 00:05:19.800]  你可以想一想
[00:05:19.800 --> 00:05:21.700]  小孩子出生的時候
[00:05:21.700 --> 00:05:23.700]  通常是在醫院出生的
[00:05:23.700 --> 00:05:25.000]  我想問一下大家
[00:05:25.000 --> 00:05:27.200]  這裡大部分都是生嬰兒的人
[00:05:27.200 --> 00:05:29.000]  多過被…
[00:05:29.000 --> 00:05:32.000]  我的意思應該怎麼說
[00:05:32.000 --> 00:05:33.000]  我還是不要說
[00:05:33.000 --> 00:05:37.000]  說多錯多
[00:05:37.000 --> 00:05:40.400]  我想問這裡誰是媽媽生嬰兒的時候
[00:05:40.400 --> 00:05:42.800]  是在私家醫院生的
[00:05:42.800 --> 00:05:45.100]  可不可以舉一舉手
[00:05:45.100 --> 00:05:48.800]  看起來其實也不是太少
[00:05:48.800 --> 00:05:50.500]  根據一項調查
[00:05:50.500 --> 00:05:52.200]  這是根據一項調查
[00:05:52.200 --> 00:05:56.200]  英國在私家醫院生的嬰兒
[00:05:56.200 --> 00:05:58.600]  如果是姊妹們女士們
[00:05:58.600 --> 00:06:01.800]  只有2%到5%
[00:06:01.800 --> 00:06:03.000]  是不是很低
[00:06:03.000 --> 00:06:04.500]  非常之低
[00:06:04.500 --> 00:06:05.600]  台灣呢
[00:06:05.600 --> 00:06:08.000]  就30%
[00:06:08.000 --> 00:06:08.900]  國內呢
[00:06:08.900 --> 00:06:11.500]  就20%到30%
[00:06:11.500 --> 00:06:13.700]  香港你知道多少個百分比嗎
[00:06:13.700 --> 00:06:15.900]  是40%到50%
[00:06:15.900 --> 00:06:18.300]  剛才也反映到差不多了
[00:06:18.300 --> 00:06:19.400]  美國呢
[00:06:19.400 --> 00:06:22.200]  是60%到70%
[00:06:22.200 --> 00:06:23.300]  所以你看到
[00:06:23.300 --> 00:06:25.100]  在這個世界裡面
[00:06:25.100 --> 00:06:27.200]  現在的經濟能力
[00:06:27.200 --> 00:06:30.700]  都會選擇一個更舒適更好的環境
[00:06:30.700 --> 00:06:32.800]  去生嬰兒
[00:06:32.800 --> 00:06:35.000]  都會找一個私家醫院
[00:06:35.000 --> 00:06:36.100]  耶穌
[00:06:36.100 --> 00:06:37.500]  耶穌作為神的兒子
[00:06:37.500 --> 00:06:41.500]  他沒有選擇在五星級的醫院出生
[00:06:41.500 --> 00:06:43.900]  反而在馬槽
[00:06:43.900 --> 00:06:46.400]  按當時的社會的房子
[00:06:46.400 --> 00:06:49.200]  睡的地方通常都在角仔
[00:06:49.200 --> 00:06:51.200]  又或者是房間的
[00:06:51.200 --> 00:06:53.600]  就是房間最入的地方
[00:06:53.600 --> 00:06:56.000]  而下層或者是最出的地方
[00:06:56.000 --> 00:06:58.000]  就是給牲口去睡覺
[00:06:58.000 --> 00:06:59.700]  所以所謂的馬槽
[00:06:59.700 --> 00:07:02.200]  其實大有可能就是指
[00:07:02.200 --> 00:07:05.800]  最出的位置或者是地下的位置
[00:07:05.800 --> 00:07:09.500]  我們知道耶穌原來就在這樣的位置出生
[00:07:09.500 --> 00:07:12.800]  代表著耶穌謙卑來到這個世界
[00:07:12.800 --> 00:07:15.100]  我們知道這個世界有很多的君王
[00:07:15.100 --> 00:07:16.500]  或者是獨裁者
[00:07:16.500 --> 00:07:19.200]  他們會當自己是神一樣
[00:07:19.200 --> 00:07:22.500]  又或者自己好像神是來到這個世界
[00:07:22.500 --> 00:07:24.300]  是再世的神
[00:07:24.300 --> 00:07:26.100]  神話化了他們
[00:07:26.100 --> 00:07:26.900]  例如呢
[00:07:26.900 --> 00:07:30.400]  大家都聽過這個北韓的金日成
[00:07:30.400 --> 00:07:31.700]  他死的時候
[00:07:31.700 --> 00:07:33.900]  在白頭山出現了暴雪
[00:07:33.900 --> 00:07:36.600]  又有韓文在這個雪上面寫著
[00:07:36.600 --> 00:07:38.500]  追到他的字眼
[00:07:38.500 --> 00:07:41.100]  甚至在他的銅像
[00:07:41.100 --> 00:07:42.200]  在他死的時候
[00:07:42.200 --> 00:07:45.000]  有些鳥圍著他飛了很多圈
[00:07:45.000 --> 00:07:46.500]  他還不夠厲害
[00:07:46.500 --> 00:07:49.300]  他的兒子金仔才厲害
[00:07:49.300 --> 00:07:50.600]  金仔相傳
[00:07:50.600 --> 00:07:52.900]  一出生就懂得開槍
[00:07:52.900 --> 00:07:54.900]  一出生就懂得騎馬
[00:07:54.900 --> 00:07:58.600]  所以他是一個非常厲害的超能的嬰兒
[00:07:58.600 --> 00:08:02.600]  一出生就做到人能所不能的事
[00:08:02.600 --> 00:08:05.900]  不過你也不會相信他吧
[00:08:05.900 --> 00:08:10.100]  耶穌一出生是不是這樣呢
[00:08:10.100 --> 00:08:13.200]  他是一個超能的嬰兒
[00:08:13.200 --> 00:08:17.200]  但是他沒有顯示這樣的超能力
[00:08:17.200 --> 00:08:18.300]  完全沒有
[00:08:18.300 --> 00:08:20.200]  他反而選擇了謙卑
[00:08:20.200 --> 00:08:22.000]  和我們相近
[00:08:22.000 --> 00:08:25.100]  就好像菲律賓書第二章六到第七節說
[00:08:25.100 --> 00:08:28.100]  基督耶穌本有神的形象
[00:08:28.100 --> 00:08:29.600]  反倒虛己
[00:08:29.600 --> 00:08:31.100]  取了盧卜的形象
[00:08:31.100 --> 00:08:33.300]  成為人的樣式
[00:08:33.300 --> 00:08:36.500]  耶穌降生在一個平凡的環境裡面
[00:08:36.500 --> 00:08:39.300]  給我們一種很親切的感覺
[00:08:39.300 --> 00:08:41.200]  他明白我們的軟弱
[00:08:41.200 --> 00:08:43.500]  他明白我們的需要
[00:08:43.500 --> 00:08:45.600]  他來到這個世界
[00:08:45.600 --> 00:08:48.500]  很喜歡住在人世間
[00:08:48.500 --> 00:08:51.700]  和我們一起經歷人世間的種種狀況
[00:08:51.700 --> 00:08:54.100]  所以他能夠明白我們
[00:08:54.100 --> 00:08:55.800]  還有他選擇謙卑
[00:08:55.800 --> 00:09:00.100]  顯示了他這種才是真正來自愛的力量
[00:09:00.100 --> 00:09:01.400]  留意一節的經文
[00:09:01.400 --> 00:09:03.400]  馬可福音第十章四十五節
[00:09:03.400 --> 00:09:04.700]  我們一起讀一讀這一節經文
[00:09:04.700 --> 00:09:05.700]  請讀
[00:09:05.700 --> 00:09:08.900]  人子來並不是要受人服侍
[00:09:08.900 --> 00:09:10.700]  乃是要服侍人
[00:09:10.700 --> 00:09:14.500]  並且要捨命作多人的屬家
[00:09:14.500 --> 00:09:16.800]  耶穌的謙卑和他的愛
[00:09:16.800 --> 00:09:18.700]  顯示了他真正的力量
[00:09:18.700 --> 00:09:20.100]  他不是用權勢
[00:09:20.100 --> 00:09:22.200]  也不是用粗暴的力量
[00:09:22.200 --> 00:09:24.400]  而是用愛
[00:09:24.400 --> 00:09:25.500]  是愛
[00:09:25.500 --> 00:09:26.700]  聖誕節
[00:09:26.700 --> 00:09:29.400]  我想最重要的訊息就是愛
[00:09:29.400 --> 00:09:31.900]  耶穌來這個世界就是愛
[00:09:31.900 --> 00:09:33.200]  就是服侍
[00:09:33.200 --> 00:09:35.200]  甚至捨命犧牲
[00:09:35.200 --> 00:09:38.000]  去改變這個世界
[00:09:38.000 --> 00:09:39.900]  這個世界真正能夠改變
[00:09:39.900 --> 00:09:42.200]  只能夠是耶穌的愛
[00:09:42.200 --> 00:09:44.000]  才能夠改變得到
[00:09:44.000 --> 00:09:44.900]  第二
[00:09:44.900 --> 00:09:47.300]  超能的嬰兒的能力
[00:09:47.300 --> 00:09:49.900]  這一點值得我們去參考一下
[00:09:49.900 --> 00:09:52.600]  超能的嬰兒的耶穌是怎樣的呢
[00:09:52.600 --> 00:09:54.900]  他成長之後達到三十歲
[00:09:54.900 --> 00:09:57.500]  終於公開展示他的能力
[00:09:57.500 --> 00:09:59.800]  不過他的能力並不是咬手瓜
[00:09:59.800 --> 00:10:00.700]  看看是誰厲害
[00:10:00.700 --> 00:10:01.800]  最後咬倒別人
[00:10:01.800 --> 00:10:04.200]  又或者是和別人去打架
[00:10:04.200 --> 00:10:04.700]  打人
[00:10:04.700 --> 00:10:06.000]  打倒別人
[00:10:06.000 --> 00:10:07.600]  甚至用一隻手指
[00:10:07.600 --> 00:10:10.500]  然後用六脈神劍就殺死那個人
[00:10:10.500 --> 00:10:11.800]  絕對不是這樣
[00:10:11.800 --> 00:10:12.300]  沒錯
[00:10:12.300 --> 00:10:13.400]  當然了
[00:10:13.400 --> 00:10:14.600]  在聖經不同的地方
[00:10:14.600 --> 00:10:16.300]  耶穌行過的神蹟
[00:10:16.300 --> 00:10:19.100]  可以說是匪夷所思
[00:10:19.100 --> 00:10:22.600]  你想想有哪一個人在水上行走
[00:10:22.600 --> 00:10:24.900]  除了是特技人
[00:10:24.900 --> 00:10:27.400]  或者是魔術先可以做到
[00:10:27.400 --> 00:10:30.500]  耶穌更加令鬼日諸群死人復活
[00:10:30.500 --> 00:10:33.800]  遙遠法工可以醫治到其他人
[00:10:33.800 --> 00:10:36.700]  這些都是匪夷所思的神蹟
[00:10:36.700 --> 00:10:38.800]  但是這些神蹟
[00:10:38.800 --> 00:10:44.000]  就是要為了解救人類的困境
[00:10:44.000 --> 00:10:45.500]  耶穌的能力
[00:10:45.500 --> 00:10:47.400]  耶穌的大能主要用在
[00:10:47.400 --> 00:10:50.300]  三個最重要的地方
[00:10:50.300 --> 00:10:51.800]  第一個就是
[00:10:51.800 --> 00:10:53.600]  潔淨罪的能力
[00:10:53.600 --> 00:10:55.500]  我想和大家讀一節經文
[00:10:55.500 --> 00:10:58.700]  在馬太福音第一章第二十一節請讀
[00:10:58.700 --> 00:11:01.200]  「你要給他起名叫耶穌
[00:11:01.200 --> 00:11:06.000]  因他要將自己的百姓從罪惡裡救出來」
[00:11:06.000 --> 00:11:07.500]  你聽耶穌這個名字
[00:11:07.500 --> 00:11:09.900]  意思就是神的拯救
[00:11:09.900 --> 00:11:11.700]  或者是祂會拯救
[00:11:11.700 --> 00:11:13.400]  馬太福音第一章很清楚
[00:11:13.400 --> 00:11:15.100]  很坦白地告訴我們
[00:11:15.100 --> 00:11:16.900]  耶穌作為我們的救主
[00:11:16.900 --> 00:11:21.200]  最重要就是拯救我們的罪惡
[00:11:21.200 --> 00:11:23.900]  留意在路加福音第十九章第十節
[00:11:23.900 --> 00:11:28.800]  路加福音第十九章第十節請讀出來
[00:11:28.800 --> 00:11:32.100]  「為要尋找拯救失喪的人」
[00:11:32.100 --> 00:11:33.600]  是耶穌來這個世界
[00:11:33.600 --> 00:11:35.800]  就是要找那些失喪的人
[00:11:35.800 --> 00:11:37.900]  在罪裡面失喪的人
[00:11:37.900 --> 00:11:39.500]  就好像這節經文所說的
[00:11:39.500 --> 00:11:42.500]  當時的一個所謂人世間
[00:11:42.500 --> 00:11:45.500]  個個都說他是罪人的殺蓋一樣
[00:11:45.500 --> 00:11:48.200]  今天如果這個世界缺乏了知識
[00:11:48.200 --> 00:11:51.300]  那你大可以找一個教育家來搞定它
[00:11:51.300 --> 00:11:53.700]  如果這個世界缺乏了
[00:11:53.700 --> 00:11:57.000]  一些經濟的前景的改善
[00:11:57.000 --> 00:11:59.400]  那你找多一些經濟學家來改善它
[00:11:59.400 --> 00:12:02.100]  找多一些投資顧問來搞定它
[00:12:02.100 --> 00:12:04.500]  如果你想可以娛樂到大家的
[00:12:04.500 --> 00:12:06.900]  就找多一些黃子華回來
[00:12:06.900 --> 00:12:09.000]  搞多一些棟的笑就可以了
[00:12:09.000 --> 00:12:11.000]  你覺得這個世界是不公平的
[00:12:11.000 --> 00:12:12.500]  就訓練多一些律師
[00:12:12.500 --> 00:12:14.300]  訓練多一些法官出來
[00:12:14.300 --> 00:12:17.400]  要他們公平公正
[00:12:17.400 --> 00:12:18.600]  但是
[00:12:18.600 --> 00:12:20.400]  耶穌來到這個世界
[00:12:20.400 --> 00:12:22.100]  是做些什麼的呢
[00:12:22.100 --> 00:12:24.400]  是救我們
[00:12:24.400 --> 00:12:25.500]  坦白說
[00:12:25.500 --> 00:12:27.300]  你可以想像一下
[00:12:27.300 --> 00:12:31.100]  你們一天有沒有做錯過三件事情
[00:12:31.100 --> 00:12:32.200]  有沒有啊
[00:12:32.200 --> 00:12:33.700]  不止是吧
[00:12:33.700 --> 00:12:35.900]  三宗罪一天
[00:12:35.900 --> 00:12:37.200]  就是妒忌啊
[00:12:37.200 --> 00:12:38.500]  說人家壞話那些
[00:12:38.500 --> 00:12:40.100]  數一數你有沒有三件呢
[00:12:40.100 --> 00:12:42.500]  我當你早一件、午一件、晚一件
[00:12:42.500 --> 00:12:43.500]  如果你有八十歲
[00:12:43.500 --> 00:12:46.400]  你知不知道你做錯了人生裡面
[00:12:46.400 --> 00:12:48.100]  有多少件事
[00:12:48.100 --> 00:12:52.600]  我屈指一數原來是八萬七千六百宗
[00:12:52.600 --> 00:12:55.300]  是八萬七千六百宗
[00:12:55.300 --> 00:12:57.300]  怎麼解決啊
[00:12:57.300 --> 00:12:59.500]  人用什麼方法可以解決
[00:12:59.500 --> 00:13:00.700]  裡面的罪的問題
[00:13:00.700 --> 00:13:02.100]  不外乎幾樣東西而已
[00:13:02.100 --> 00:13:02.700]  第一
[00:13:02.700 --> 00:13:04.400]  行善
[00:13:04.400 --> 00:13:06.600]  捐多些錢、做多些善事
[00:13:06.600 --> 00:13:08.500]  可以搞定這些事情
[00:13:08.500 --> 00:13:09.300]  第二
[00:13:09.300 --> 00:13:10.400]  宗教儀式
[00:13:10.400 --> 00:13:15.400]  又打齋、做法事、獻祭、念經
[00:13:15.400 --> 00:13:18.000]  想著搞定這些事情
[00:13:18.000 --> 00:13:22.100]  又或者用意志力、自律地控制
[00:13:22.100 --> 00:13:24.000]  或者用教育的方式
[00:13:24.000 --> 00:13:26.300]  令他們洗心革面
[00:13:26.300 --> 00:13:27.800]  令他們不要再做
[00:13:27.800 --> 00:13:29.100]  但是這樣
[00:13:29.100 --> 00:13:30.700]  做了那些事情怎麼辦
[00:13:30.700 --> 00:13:32.400]  你可以叫他不再做
[00:13:32.400 --> 00:13:33.300]  但問題就是
[00:13:33.300 --> 00:13:35.300]  他做了那些事情怎麼辦
[00:13:35.300 --> 00:13:36.000]  還有
[00:13:36.000 --> 00:13:39.300]  你是否能確保他一次都不會再犯
[00:13:39.300 --> 00:13:41.200]  是沒有可能的
[00:13:41.200 --> 00:13:43.100]  所以耶穌來這個世界上面
[00:13:43.100 --> 00:13:45.100]  他親自成為人
[00:13:45.100 --> 00:13:47.300]  從嬰兒到成人
[00:13:47.300 --> 00:13:50.900]  他的使命就是要救人脫離罪惡
[00:13:50.900 --> 00:13:52.700]  賜給人一個新的生命
[00:13:52.700 --> 00:13:53.700]  還有第二
[00:13:53.700 --> 00:13:57.800]  就是他的醫治傷痛的能力
[00:13:57.800 --> 00:13:59.700]  他能夠醫治傷痛的能力
[00:13:59.700 --> 00:14:02.100]  留意《馬太福音》第九章第35節
[00:14:02.100 --> 00:14:03.000]  請讀
[00:14:03.000 --> 00:14:05.200]  耶穌周遊各城各鄉
[00:14:05.200 --> 00:14:07.100]  在會堂裡教訓人
[00:14:07.100 --> 00:14:09.400]  宣講天國的福音
[00:14:09.400 --> 00:14:11.300]  醫治各樣的病症
[00:14:11.300 --> 00:14:13.100]  我們再讀完五十三章第四節
[00:14:13.100 --> 00:14:16.300]  《二賽亞書》第五十三章第四節請讀
[00:14:16.300 --> 00:14:17.300]  他承認
[00:14:17.300 --> 00:14:18.700]  咦?
[00:14:18.700 --> 00:14:21.300]  五十三章第四節
[00:14:21.300 --> 00:14:22.400]  咦? 原來沒有
[00:14:22.400 --> 00:14:25.000]  哦,對不起
[00:14:25.000 --> 00:14:26.900]  是,好,我們一起讀一讀這節經文
[00:14:26.900 --> 00:14:27.900]  請讀
[00:14:27.900 --> 00:14:30.700]  他承認擔當了我們的憂患
[00:14:30.700 --> 00:14:33.400]  背負了我們的痛苦
[00:14:33.400 --> 00:14:35.100]  耶穌醫治
[00:14:35.100 --> 00:14:38.600]  耶穌撫和心靈創傷的人
[00:14:38.600 --> 00:14:40.000]  帶來了平安
[00:14:40.000 --> 00:14:43.000]  他的醫治就是代表神的憐憫的彰顯
[00:14:43.000 --> 00:14:45.400]  也是一個信心的邀請
[00:14:45.400 --> 00:14:46.700]  所以他顯示出
[00:14:46.700 --> 00:14:49.200]  他多麼緊張世人的生命
[00:14:49.200 --> 00:14:52.000]  他多麼重視生命
[00:14:52.000 --> 00:14:53.700]  Dave是一個退伍軍人
[00:14:53.700 --> 00:14:57.300]  他曾經參加過很多場戰爭
[00:14:57.300 --> 00:15:01.300]  患了嚴重的創傷壓力後群症
[00:15:01.300 --> 00:15:02.600]  PTSD
[00:15:02.600 --> 00:15:03.600]  1969年的時候
[00:15:03.600 --> 00:15:06.100]  他打越戰的時候嚴重燒傷
[00:15:06.100 --> 00:15:08.100]  令他無法正常地生活
[00:15:08.100 --> 00:15:09.400]  瘀走成人
[00:15:09.400 --> 00:15:12.000]  甚至乎試過很多次自殺
[00:15:12.000 --> 00:15:13.000]  一年之後
[00:15:13.000 --> 00:15:14.500]  在1970年的時候
[00:15:14.500 --> 00:15:17.600]  有一位基督徒的心理治療學家
[00:15:17.600 --> 00:15:19.000]  告訴Dave
[00:15:19.000 --> 00:15:21.300]  他可以從耶穌那裡
[00:15:21.300 --> 00:15:24.700]  減輕他人生的重擔
[00:15:24.700 --> 00:15:26.700]  他提醒Dave
[00:15:26.700 --> 00:15:28.400]  你可以試試祈禱
[00:15:28.400 --> 00:15:31.300]  你可以將你人生的一切困難
[00:15:31.300 --> 00:15:32.900]  一切的憂慮
[00:15:32.900 --> 00:15:35.000]  一切你過不了的事
[00:15:35.000 --> 00:15:36.600]  交託給耶穌
[00:15:36.600 --> 00:15:39.100]  於是Dave就做了一個禱告
[00:15:39.100 --> 00:15:42.200]  耶穌讓我感覺到
[00:15:42.200 --> 00:15:44.300]  我是被接納的
[00:15:44.300 --> 00:15:46.200]  Dave沒多久之後
[00:15:46.200 --> 00:15:48.200]  真的康復得到
[00:15:48.200 --> 00:15:51.100]  還成為了一位退伍軍人的關懷
[00:15:51.100 --> 00:15:52.300]  志願工作者
[00:15:52.300 --> 00:15:54.900]  幫助了很多這隊士兵
[00:15:54.900 --> 00:15:58.100]  找回真正的平安和安慰
[00:15:58.100 --> 00:15:59.300]  還有第三件事
[00:15:59.300 --> 00:16:03.700]  耶穌是征服死亡的能力者
[00:16:03.700 --> 00:16:05.700]  我想你留意在
[00:16:05.700 --> 00:16:08.500]  約翰福音第十一章二十五節的明話
[00:16:08.500 --> 00:16:10.800]  他說「我就是復活生命」
[00:16:10.800 --> 00:16:12.900]  「信我的人雖然死了」
[00:16:12.900 --> 00:16:14.400]  「也必復活」
[00:16:14.400 --> 00:16:17.000]  在哥林多前書十五章更加告訴我們
[00:16:17.000 --> 00:16:18.700]  十五章五十五節告訴我們
[00:16:18.700 --> 00:16:21.100]  死亡你的毒鉤在哪裡
[00:16:21.100 --> 00:16:24.300]  陰間你的德性在哪裡
[00:16:24.300 --> 00:16:26.100]  耶穌死
[00:16:26.100 --> 00:16:27.300]  耶穌復活
[00:16:27.300 --> 00:16:29.900]  給我們有永生的盼望
[00:16:29.900 --> 00:16:31.600]  對每一個信他的人來說
[00:16:31.600 --> 00:16:33.600]  死亡不是一個終結
[00:16:33.600 --> 00:16:36.600]  而是永生的開始
[00:16:36.600 --> 00:16:38.900]  這個世界沒有人不用死
[00:16:38.900 --> 00:16:41.500]  你能不能找到一個不用死的人
[00:16:41.500 --> 00:16:45.700]  你能不能找到一個不用死的人
[00:16:45.700 --> 00:16:49.900]  唯獨相信耶穌的人
[00:16:49.900 --> 00:16:54.200]  死後雖然有審判的必然性
[00:16:54.200 --> 00:16:57.900]  但是他們能夠得著永恆的生命
[00:16:57.900 --> 00:16:59.200]  每一個人都會死
[00:16:59.200 --> 00:17:01.900]  每一個人都會死後有審判
[00:17:01.900 --> 00:17:03.900]  但是唯獨相信耶穌的人
[00:17:03.900 --> 00:17:05.800]  可以得著永遠的生命
[00:17:05.800 --> 00:17:07.600]  唯有這個超能的嬰兒
