
[00:00:00.000 --> 00:00:04.340]  今天講到的題目是「美麗人生」
[00:09:03.600 --> 00:09:07.400]  再袍子周圍的底邊上
[00:09:07.400 --> 00:09:10.500]  這件祭司的外袍是藍色
[00:09:10.500 --> 00:09:11.600]  為什麼是藍色呢
[00:09:11.600 --> 00:09:13.700]  藍色在聖經裡面代表屬天
[00:09:13.700 --> 00:09:15.800]  是屬於神的意思
[00:09:15.800 --> 00:09:19.500]  留意那件外袍下面有邊
[00:09:19.500 --> 00:09:22.900]  邊是吊著一些叮噹
[00:09:22.900 --> 00:09:24.100]  我叫叮噹不叫鈴鐺
[00:09:24.100 --> 00:09:25.300]  好像很凌亂
[00:09:25.300 --> 00:09:26.600]  叫叮噹
[00:09:26.600 --> 00:09:27.700]  一個石流
[00:09:27.700 --> 00:09:28.700]  一個叮噹
[00:09:28.700 --> 00:09:29.100]  一個石流
[00:09:29.100 --> 00:09:32.000]  卡啦卡啦這樣吊著
[00:09:32.000 --> 00:09:33.700]  叮噹代表什麼意思呢
[00:09:33.700 --> 00:09:35.100]  叮噹大家都知道
[00:09:35.100 --> 00:09:36.300]  會發出聲音的
[00:09:36.300 --> 00:09:37.700]  叮叮噹噹這樣
[00:09:37.700 --> 00:09:39.100]  那你掛在衣服上
[00:09:39.100 --> 00:09:40.200]  祭司在動的時候
[00:09:40.200 --> 00:09:41.600]  就會叮叮噹噹
[00:09:41.600 --> 00:09:46.000]  就是祭司在會幕的聖所裡面
[00:09:46.000 --> 00:09:47.600]  侍奉緊神
[00:09:47.600 --> 00:09:48.900]  可能點燈
[00:09:48.900 --> 00:09:50.400]  可能弄些香
[00:09:50.400 --> 00:09:51.000]  禱告
[00:09:51.000 --> 00:09:52.400]  可能擺一些設備
[00:09:52.400 --> 00:09:53.200]  很多很多東西
[00:09:53.200 --> 00:09:54.700]  當他活動的時候
[00:09:54.700 --> 00:09:56.600]  就會發出叮叮噹噹的聲音
[00:09:56.600 --> 00:09:58.000]  但是鼎智媒的叮叮噹噹的聲音
[00:09:58.000 --> 00:09:59.300]  不是給你聽的
[00:09:59.300 --> 00:10:01.100]  是給神聽的
[00:10:01.100 --> 00:10:03.700]  給神聽的聲音代表什麼呢
[00:10:03.700 --> 00:10:05.500]  禱告的聲音
[00:10:05.500 --> 00:10:08.100]  你的禱告不是和你旁邊的人說的
[00:10:08.100 --> 00:10:09.100]  有時候
[00:10:09.100 --> 00:10:09.900]  有人在祈禱
[00:10:09.900 --> 00:10:10.900]  跟別人說話
[00:10:10.900 --> 00:10:11.500]  不是
[00:10:11.500 --> 00:10:13.900]  你的禱告是跟神說的
[00:10:13.900 --> 00:10:16.100]  所以叮噹
[00:10:16.100 --> 00:10:19.900]  是代表你和香神的禱告
[00:10:19.900 --> 00:10:20.700]  石流
[00:10:20.700 --> 00:10:22.600]  為什麼會有石流呢
[00:10:22.600 --> 00:10:24.000]  如果大家吃過石頭
[00:10:24.000 --> 00:10:26.500]  有多少人吃過石頭呢
[00:10:26.500 --> 00:10:27.300]  都很多
[00:10:27.300 --> 00:10:29.100]  你喜歡吃嗎
[00:10:29.100 --> 00:10:30.200]  我就不太喜歡
[00:10:30.200 --> 00:10:31.800]  因為打開一口
[00:10:31.800 --> 00:10:33.200]  全部都是種子
[00:10:33.200 --> 00:10:35.400]  就是那個問題了
[00:10:35.400 --> 00:10:37.000]  那些石流
[00:10:37.000 --> 00:10:39.000]  就是很多種子的
[00:10:39.000 --> 00:10:40.500]  很多種子在裡面
[00:10:40.500 --> 00:10:42.300]  代表一個意思
[00:10:42.300 --> 00:10:44.800]  就是代表它結滿了果子
[00:10:44.800 --> 00:10:46.300]  結滿了果子有兩個意思
[00:10:46.300 --> 00:10:48.700]  第一個就是聖靈的果子
[00:10:48.700 --> 00:10:50.000]  聖靈的果子是
[00:10:50.000 --> 00:10:51.100]  你的生命
[00:10:51.100 --> 00:10:52.300]  隨著你的禱告生命
[00:10:52.300 --> 00:10:54.000]  你和神的相處
[00:10:54.000 --> 00:10:55.600]  你給神塑造
[00:10:55.600 --> 00:10:57.500]  以致你生命改變
[00:10:57.500 --> 00:10:59.700]  你的品格
[00:10:59.700 --> 00:11:01.900]  越來越合神心意
[00:11:01.900 --> 00:11:03.200]  是蒙神所願
[00:11:03.200 --> 00:11:06.500]  另外一個果子的意思就是
[00:11:06.500 --> 00:11:07.700]  福音的果子
[00:11:07.700 --> 00:11:09.500]  因為你生命改變
[00:11:09.500 --> 00:11:10.800]  你會吸引人的
[00:11:10.800 --> 00:11:11.700]  你開聲
[00:11:11.700 --> 00:11:13.200]  別人會聽你的話
[00:11:13.200 --> 00:11:15.700]  於是你可以帶很多很多人
[00:11:15.700 --> 00:11:18.600]  去到神的面前
[00:11:18.600 --> 00:11:23.600]  等於那個外袍吊滿了那些叮噹
[00:11:23.600 --> 00:11:27.800]  吊滿了那些果子
[00:11:27.800 --> 00:11:29.900]  吊滿了那些石流
[00:11:29.900 --> 00:11:32.000]  是代表什麼呢
[00:11:32.000 --> 00:11:34.200]  你如果穿了這個外袍
[00:11:34.200 --> 00:11:38.600]  就是代表你的生命充滿了禱告
[00:11:38.600 --> 00:11:41.400]  你常常去祈禱
[00:11:41.400 --> 00:11:46.400]  你的生命就是被禱告充滿
[00:11:46.400 --> 00:11:49.000]  等於今天聖靈都問大家
[00:11:49.000 --> 00:11:50.200]  你的外袍呢
[00:11:50.200 --> 00:11:52.600]  神叫我們穿起祭司的禮服
[00:11:52.600 --> 00:11:54.800]  就是說你應該有一件外袍
[00:11:54.800 --> 00:11:56.700]  等於今天聖靈都問大家
[00:11:56.700 --> 00:12:01.200]  你的外袍有沒有吊著那些叮噹和石流
[00:12:01.200 --> 00:12:02.700]  你吊著多少個
[00:12:02.700 --> 00:12:05.000]  回過頭來神問大家什麼
[00:12:05.000 --> 00:12:07.400]  你的禱告生活究竟是怎樣的呢
[00:12:07.400 --> 00:12:12.900]  你的禱告生命是否被禱告充滿呢
[00:12:12.900 --> 00:12:15.000]  一直在說禱告生命的時候
[00:12:15.000 --> 00:12:16.600]  可能大家都對
[00:12:16.600 --> 00:12:18.800]  充滿禱告的人生有些誤解
[00:12:18.800 --> 00:12:19.800]  有些人就想
[00:12:19.800 --> 00:12:21.600]  充滿禱告的人生
[00:12:21.600 --> 00:12:24.200]  當然是有些神人才有
[00:12:24.200 --> 00:12:26.200]  有些屬靈巨人才有
[00:12:26.200 --> 00:12:28.500]  那些走在祈禱
[00:12:28.500 --> 00:12:30.800]  一回來就祈五個鐘
[00:12:30.800 --> 00:12:32.900]  在密室裡祈禱
[00:12:32.900 --> 00:12:34.600]  跟著走
[00:12:34.600 --> 00:12:38.000]  好像有輕功一樣飄過來的
[00:12:38.000 --> 00:12:39.700]  那些神人才有的
[00:12:39.700 --> 00:12:42.800]  這些就是充滿禱告的人生才有的
[00:12:42.800 --> 00:12:44.300]  又或者呢
[00:12:44.300 --> 00:12:46.700]  有些人說大事就是祈禱
[00:12:46.700 --> 00:12:49.000]  小事就不用祈禱
[00:12:49.000 --> 00:12:50.100]  就不用麻煩神了
[00:12:50.100 --> 00:12:51.600]  這些瑣碎的事
[00:12:51.600 --> 00:12:52.900]  你不能坐的士
[00:12:52.900 --> 00:12:55.100]  截不到的士會不會祈禱
[00:12:55.100 --> 00:12:55.700]  會吧
[00:12:55.700 --> 00:12:57.100]  你就好了
[00:12:57.100 --> 00:12:58.800]  不是每個人都會的
[00:12:58.800 --> 00:13:01.400]  這些瑣碎的事不用麻煩神
[00:13:01.400 --> 00:13:02.700]  大事就祈禱
[00:13:02.700 --> 00:13:04.900]  大事就找弟兄姊妹祈禱
[00:13:04.900 --> 00:13:06.100]  這些小事
[00:13:06.100 --> 00:13:06.900]  不見了一枝筆
[00:13:06.900 --> 00:13:08.100]  就不用祈禱
[00:13:08.100 --> 00:13:09.800]  有些人是這樣想的
[00:13:09.800 --> 00:13:12.500]  第三個誤解就是
[00:13:12.500 --> 00:13:15.900]  香港人很忙的
[00:13:15.900 --> 00:13:18.000]  要我抽半個鐘祈禱
[00:13:18.000 --> 00:13:20.000]  要我抽一小時祈禱
[00:13:20.000 --> 00:13:23.800]  那我的日程密密麻麻
[00:13:23.800 --> 00:13:25.500]  又要上班
[00:13:25.500 --> 00:13:27.000]  又要家庭
[00:13:27.000 --> 00:13:28.500]  又要照顧子女
[00:13:28.500 --> 00:13:30.500]  又要跟朋友玩
[00:13:30.500 --> 00:13:32.700]  又要回教會侍奉
[00:13:32.700 --> 00:13:35.000]  又要北上平靚正
[00:13:35.000 --> 00:13:38.000]  充滿了整天的人生
[00:13:38.000 --> 00:13:40.200]  你叫我抽一小時來祈禱
[00:13:40.200 --> 00:13:43.300]  有沒有搞錯 不行啊
[00:13:43.300 --> 00:13:45.700]  弟兄姊妹
[00:13:45.700 --> 00:13:48.500]  記住禱告跟人生很有關係
[00:13:48.500 --> 00:13:50.500]  剛才Richard Foster曾經說過
[00:13:50.500 --> 00:13:54.100]  他說如果你知道自己應該祈禱
[00:13:54.100 --> 00:13:56.700]  但始終都沒有開始過
[00:13:56.700 --> 00:13:57.800]  你會慢慢發現
[00:13:57.800 --> 00:13:58.600]  因為沒有禱告
[00:13:58.600 --> 00:14:01.500]  你的人生飽受煎
[00:14:01.500 --> 00:14:02.700]  弟兄姊妹
[00:14:02.700 --> 00:14:05.100]  我牧養弟兄姊妹也很多年
[00:14:05.100 --> 00:14:06.300]  幾十年了
[00:14:06.300 --> 00:14:08.300]  其實我在牧養生涯裡面
[00:14:08.300 --> 00:14:09.600]  看到很多弟兄姊妹
[00:14:09.600 --> 00:14:12.300]  他們愈苦愈不祈禱
[00:14:12.300 --> 00:14:14.400]  他們愈不祈禱愈苦
[00:14:14.400 --> 00:14:15.900]  你信不信
[00:14:15.900 --> 00:14:17.100]  當我們發現
[00:14:17.100 --> 00:14:19.500]  我們人生缺乏禱告的時候
[00:14:19.500 --> 00:14:21.200]  原來人生是很艱難的
[00:14:21.200 --> 00:14:24.100]  這是我一直的觀察
[00:14:24.100 --> 00:14:25.000]  所以 弟兄姊妹
[00:14:25.000 --> 00:14:28.200]  我們的禱告是要充滿生命的
[00:14:28.200 --> 00:14:31.100]  我們的人生是要充滿禱告的
[00:14:31.100 --> 00:14:32.300]  可能大家都覺得
[00:14:32.300 --> 00:14:33.900]  有一樣的難處
[00:14:33.900 --> 00:14:35.300]  每天那麼忙
[00:14:35.300 --> 00:14:36.900]  你抽那麼多小時來祈禱
[00:14:36.900 --> 00:14:38.800]  怎麼搞 搞不定的
[00:14:38.800 --> 00:14:41.200]  或者在詩篇一百零五篇四節
[00:14:41.200 --> 00:14:42.900]  或者給我們一點點亮光
[00:14:42.900 --> 00:14:43.700]  我們一起看看
[00:14:43.700 --> 00:14:45.500]  詩篇一百零五篇四節
[00:14:45.500 --> 00:14:46.100]  我們一起讀
[00:14:46.100 --> 00:14:47.100]  一二三
[00:14:47.100 --> 00:14:50.100]  要尋求耶和華與他的能力
[00:14:50.100 --> 00:14:52.900]  事上尋求他的面
[00:14:52.900 --> 00:14:54.600]  尋求就是
[00:14:54.600 --> 00:14:56.900]  你要禱告尋求神
[00:14:56.900 --> 00:14:58.900]  是講述那種關係的
[00:14:58.900 --> 00:15:01.000]  事上
[00:15:01.000 --> 00:15:03.500]  通常給人一種誤解
[00:15:03.500 --> 00:15:05.000]  你講的是事上
[00:15:05.000 --> 00:15:06.900]  就是一般人所想的事上
[00:15:06.900 --> 00:15:07.700]  就是
[00:15:07.700 --> 00:15:09.800]  因為二十四小時
[00:15:09.800 --> 00:15:12.500]  當作你睡八個小時
[00:15:12.500 --> 00:15:14.000]  你還有十六小時
[00:15:14.000 --> 00:15:15.300]  那個時常就是說
[00:15:15.300 --> 00:15:17.700]  整天祈禱
[00:15:17.700 --> 00:15:19.700]  十六小時
[00:15:19.700 --> 00:15:21.600]  用光來祈禱
[00:15:21.600 --> 00:15:23.700]  就算用光來祈禱
[00:15:23.700 --> 00:15:25.200]  用一半的時間去祈禱
[00:15:25.200 --> 00:15:28.000]  都八個小時
