
[00:00:00.000 --> 00:00:04.000]  我們講到這個《啟示錄》
[00:01:41.000 --> 00:01:46.000]  他們被責備的或者是他們被肯定的
[00:01:46.000 --> 00:01:47.500]  那麼各有不同
[00:01:47.500 --> 00:01:51.000]  但是在《啟示錄》的七個教會裡面
[00:01:51.000 --> 00:01:53.500]  都有一種人叫做得勝者
[00:01:53.500 --> 00:01:55.500]  他們是怎麼樣?
[00:01:55.500 --> 00:01:58.500]  他們是主所要徵召的
[00:01:58.500 --> 00:02:00.000]  主在這個世代
[00:02:00.000 --> 00:02:01.500]  今天在我們中間
[00:02:01.500 --> 00:02:03.500]  他也要徵召這些得勝者
[00:02:03.500 --> 00:02:06.500]  所以我們花了一系列的時間講到得勝者
[00:02:06.500 --> 00:02:09.500]  我們講到得勝者的這個條件
[00:02:09.500 --> 00:02:12.500]  我們講到得勝者將來要在主的面前
[00:02:12.500 --> 00:02:15.500]  跟主一同統掌王權來做寶座
[00:02:15.500 --> 00:02:18.500]  來管理神的國度
[00:02:18.500 --> 00:02:26.500]  今天我們要繼續的來看第四章的第一節第二節
[00:02:26.500 --> 00:02:31.500]  你看見第四章裡面出現了又是一個意象
[00:02:31.500 --> 00:02:34.500]  丟什麼意象是什麼?
[00:02:34.500 --> 00:02:36.500]  我們曾經講過
[00:02:36.500 --> 00:02:40.500]  意象在舊約在新約裡面很多時候出現出來
[00:02:40.500 --> 00:02:43.500]  他們確實是看到了一個意象
[00:02:43.500 --> 00:02:53.500]  也就是他們看到的確實是有一個一些的圖畫或者形象
[00:02:53.500 --> 00:02:57.500]  但是意象這個字原文的意思就是屬靈的看見
[00:02:57.500 --> 00:03:01.500]  或者是說屬靈的啟示
[00:03:01.500 --> 00:03:05.500]  也就是說當我們講看見意象的時候
[00:03:05.500 --> 00:03:10.500]  其實我們是在講說我們知道神的心意是什麼
[00:03:10.500 --> 00:03:12.500]  今天神給我們聖經裡面
[00:03:12.500 --> 00:03:20.500]  聖經裡面已經把很多大部分神的旨意向我們顯明了
[00:03:20.500 --> 00:03:24.500]  所以我們需要明白神的話語
[00:03:24.500 --> 00:03:26.500]  但是今天是不是還有意象呢?
[00:03:26.500 --> 00:03:28.500]  有
[00:03:28.500 --> 00:03:35.500]  神仍然今天會藉著這種所謂的這種超自然的意象向人說話
[00:03:35.500 --> 00:03:38.500]  我們知道在中東很多這些穆斯林的國家
[00:03:38.500 --> 00:03:40.500]  他們就是因為看見意象
[00:03:40.500 --> 00:03:42.500]  有時候看見耶穌向他顯現
[00:03:42.500 --> 00:03:44.500]  有時候看見天使向他顯現
[00:03:44.500 --> 00:03:47.500]  看見這些對這些穆斯林來講
[00:03:47.500 --> 00:03:49.500]  他們沒有辦法去否認這些東西
[00:03:49.500 --> 00:03:53.500]  因此很容易就帶領他們就信了耶穌
[00:03:53.500 --> 00:03:56.500]  所以神今天在幕後的世代
[00:03:56.500 --> 00:04:00.500]  我相信他會用這些奇特的方式
[00:04:00.500 --> 00:04:04.500]  超自然的方式來讓人來認識他
[00:04:04.500 --> 00:04:10.500]  但是弟兄姊妹,我今天要讓大家看見的就是說
[00:04:10.500 --> 00:04:13.500]  約翰他看見了這個意象
[00:04:13.500 --> 00:04:17.500]  這個意象第四章第五章都在講這個意象
[00:04:17.500 --> 00:04:22.500]  這個意象影響了後面
[00:04:22.500 --> 00:04:24.500]  影響了後面
[00:04:24.500 --> 00:04:30.500]  你可以看見在第六章第七章講到七億
[00:04:30.500 --> 00:04:33.500]  然後第八章到第十一章講到七號
[00:04:33.500 --> 00:04:35.500]  這邊都開始在講審判
[00:04:35.500 --> 00:04:39.500]  所以第四章第五章的意象
[00:04:39.500 --> 00:04:42.500]  就決定了後面
[00:04:42.500 --> 00:04:43.500]  這個第六章第七章
[00:04:43.500 --> 00:04:49.500]  第六章到十一章所講的這些事情
[00:04:49.500 --> 00:04:53.500]  那麼從第四章到十一章
[00:04:53.500 --> 00:05:01.500]  你會發現一直常常在聖經裡面出現的
[00:05:01.500 --> 00:05:06.500]  出現的一個是什麼呢?
[00:05:06.500 --> 00:05:09.500]  就是神的寶座
[00:05:09.500 --> 00:05:24.500]  神的寶座在新約當中一共出現過六十二次
[00:05:24.500 --> 00:05:31.500]  寶座這個字不是只有神的寶座
[00:05:31.500 --> 00:05:35.500]  寶座這個字在新約當中一共出現過六十二次
[00:05:35.500 --> 00:05:41.500]  其中有四十七次是在啟示錄
[00:05:41.500 --> 00:05:45.500]  你記得啟示錄第四章第五章這兩章
[00:05:45.500 --> 00:05:50.500]  寶座就出現了十七次
[00:05:50.500 --> 00:05:52.500]  所以表明一件事情就是說
[00:05:52.500 --> 00:05:56.500]  啟示錄裡面講的寶座或者是神的寶座
[00:05:56.500 --> 00:05:58.500]  出現的次數是最多
[00:05:58.500 --> 00:06:01.500]  而四章五章又是在啟示錄當中
[00:06:01.500 --> 00:06:04.500]  講的寶座最多的這兩章
[00:06:04.500 --> 00:06:07.500]  你就可以看見第四章第五章
[00:06:07.500 --> 00:06:10.500]  講到神的寶座這件事情
[00:06:10.500 --> 00:06:13.500]  是多麼重要的一件事情
[00:06:13.500 --> 00:06:16.500]  你看見這個圖上面的寶座
[00:06:16.500 --> 00:06:20.500]  是羅馬皇帝當時候的寶座
[00:06:20.500 --> 00:06:23.500]  也許你覺得不太起眼
[00:06:23.500 --> 00:06:26.500]  可能好像沒有我們中國古代的電影裡面
[00:06:26.500 --> 00:06:29.500]  演出來的寶座好像更是這樣
[00:06:29.500 --> 00:06:31.500]  但是這個寶座你不要小看它
[00:06:31.500 --> 00:06:36.500]  最近我們在家看了一個剛出的舞台劇
[00:06:36.500 --> 00:06:40.500]  叫做《以斯帖》
[00:06:40.500 --> 00:06:48.500]  裡面也有王的寶座在那個地方
[00:06:48.500 --> 00:06:50.500]  那你看見那個寶座
[00:06:50.500 --> 00:06:53.500]  寶座這個事情代表什麼呢
[00:06:53.500 --> 00:06:56.500]  寶座代表的是權柄
[00:06:56.500 --> 00:07:01.500]  不管這個寶座它是金字座的
[00:07:01.500 --> 00:07:03.500]  銀字座的或木頭座的
[00:07:03.500 --> 00:07:05.500]  或者它是不是好看雄偉
[00:07:05.500 --> 00:07:06.500]  但重要的是什麼
[00:07:06.500 --> 00:07:10.500]  是這個寶座本身代表權柄
[00:07:10.500 --> 00:07:13.500]  你知道當約翰在寫這個修信的時候
[00:07:13.500 --> 00:07:16.500]  他當時候所在的一個環境
[00:07:16.500 --> 00:07:18.500]  是羅馬皇帝的時候
[00:07:18.500 --> 00:07:21.500]  羅馬當時候統一天下
[00:07:21.500 --> 00:07:23.500]  歐亞非三州
[00:07:23.500 --> 00:07:26.500]  你可以看見羅馬皇帝當時整個歐洲
[00:07:26.500 --> 00:07:29.500]  這個羅馬的勢力在那邊影響著
[00:07:29.500 --> 00:07:31.500]  甚至北非
[00:07:31.500 --> 00:07:33.500]  親愛的中正妹
[00:07:33.500 --> 00:07:37.500]  羅馬皇帝一聲令下
[00:07:37.500 --> 00:07:40.500]  他要誰死誰就誰死
[00:07:40.500 --> 00:07:41.500]  他一聲令下
[00:07:41.500 --> 00:07:43.500]  他要誰活就誰活
[00:07:43.500 --> 00:07:46.500]  他可以決定很多這些人的生命
[00:07:46.500 --> 00:07:50.500]  他可以決定整個羅馬帝國裡面
[00:07:50.500 --> 00:07:53.500]  所要帶出來的任何的一個決定
[00:07:53.500 --> 00:07:55.500]  所以這個寶座很有權柄的
[00:07:55.500 --> 00:07:56.500]  丁字眉
[00:07:56.500 --> 00:07:58.500]  丁字眉你說這跟我有什麼關係
[00:07:58.500 --> 00:07:59.500]  有
[00:07:59.500 --> 00:08:01.500]  為什麼聖經上講到寶座
[00:08:01.500 --> 00:08:06.500]  約翰所看到的是什麼樣的一個寶座呢
[00:08:06.500 --> 00:08:09.500]  你注意看在第四章
[00:08:09.500 --> 00:08:11.500]  在這個地方
[00:08:11.500 --> 00:08:13.500]  他說此後我觀看
[00:08:13.500 --> 00:08:16.500]  見天上有門開了
[00:08:16.500 --> 00:08:19.500]  然後呢
[00:08:19.500 --> 00:08:20.500]  第二節說
[00:08:20.500 --> 00:08:22.500]  我立刻被聖靈感動
[00:08:22.500 --> 00:08:25.500]  見有一個寶座怎麼樣
[00:08:25.500 --> 00:08:29.500]  安置在天上
[00:08:29.500 --> 00:08:32.500]  丁字眉這邊講到天上的寶座
[00:08:32.500 --> 00:08:35.500]  而約翰看到那個天上的寶座
[00:08:35.500 --> 00:08:38.500]  當時候他正在面臨到
[00:08:38.500 --> 00:08:41.500]  一個被流放在巴摩海島
[00:08:41.500 --> 00:08:44.500]  也就是說他被羅馬帝國
[00:08:44.500 --> 00:08:47.500]  把他放在一個關
[00:08:47.500 --> 00:08:50.500]  把他放逐在這個巴摩海島的上面
[00:08:50.500 --> 00:08:52.500]  我們去過巴摩海島
[00:08:52.500 --> 00:08:54.500]  看見我就想說真不容易
[00:08:54.500 --> 00:08:57.500]  這個約翰一個人
[00:08:57.500 --> 00:08:59.500]  被關在那個監牢裡面
[00:08:59.500 --> 00:09:01.500]  在巴摩海島那個地方
[00:09:01.500 --> 00:09:02.500]  旁邊都是海
[00:09:02.500 --> 00:09:04.500]  根本你沒有辦法跟外界接觸
[00:09:04.500 --> 00:09:05.500]  你想想看
[00:09:05.500 --> 00:09:07.500]  他這時候他看到這種情況的時候
[00:09:07.500 --> 00:09:09.500]  他心中會如何緊張
[00:09:09.500 --> 00:09:10.500]  對一個傳道人來講
[00:09:10.500 --> 00:09:11.500]  他沒有辦法再講道
[00:09:11.500 --> 00:09:13.500]  他甚至沒有辦法再做任何的祀佛
[00:09:13.500 --> 00:09:16.500]  他沒有辦法去為丁字眉生病的
[00:09:16.500 --> 00:09:21.500]  為她按手禱告
[00:09:21.500 --> 00:09:22.500]  但是他在那個地方
[00:09:22.500 --> 00:09:26.500]  主讓他看見地上的正拳
[00:09:26.500 --> 00:09:29.500]  在那邊可以把他關起來
[00:09:29.500 --> 00:09:32.500]  可是在天上有一個正拳
[00:09:32.500 --> 00:09:34.500]  天上有一個寶座
[00:09:34.500 --> 00:09:39.500]  這個寶座其實在決定著地上的事情
[00:09:39.500 --> 00:09:41.500]  所以地上跟天上
[00:09:41.500 --> 00:09:44.500]  親愛丁字妹
[00:09:44.500 --> 00:09:47.500]  其實在這個啟示錄第五章
[00:09:47.500 --> 00:09:49.500]  第九節第十節
[00:09:49.500 --> 00:09:52.500]  是第四章第五章的一個關鍵
[00:09:52.500 --> 00:09:54.500]  在這個地方他講說
[00:09:54.500 --> 00:09:57.500]  他說他們唱新歌
[00:09:57.500 --> 00:10:02.500]  說你佩拿書卷佩揭開七印
[00:10:02.500 --> 00:10:04.500]  然後就講說什麼呢
[00:10:04.500 --> 00:10:05.500]  你陳佩莎用自己的血
[00:10:05.500 --> 00:10:08.500]  從各民各族各方買了人來
[00:10:08.500 --> 00:10:09.500]  這個地方在講什麼
[00:10:09.500 --> 00:10:10.500]  這個地方在講羔羊
[00:10:10.500 --> 00:10:11.500]  羔羊是誰
[00:10:11.500 --> 00:10:12.500]  羔羊就是耶穌基督
[00:10:12.500 --> 00:10:13.500]  羔羊做了什麼事情
[00:10:13.500 --> 00:10:16.500]  羔羊用他自己的血
[00:10:16.500 --> 00:10:18.500]  就是說他犧牲了自己的生命
[00:10:18.500 --> 00:10:19.500]  釘在石架上面
[00:10:19.500 --> 00:10:23.500]  埋了我們成就了神在他身上的計畫
[00:10:23.500 --> 00:10:26.500]  救恩的計畫
[00:10:26.500 --> 00:10:27.500]  丁字妹
[00:10:27.500 --> 00:10:29.500]  這個啟示錄第五章第九節第十節
[00:10:29.500 --> 00:10:31.500]  在講這裡你注意看
[00:10:31.500 --> 00:10:33.500]  他說你就是指羔羊
[00:10:33.500 --> 00:10:34.500]  就是指耶穌基督
[00:10:34.500 --> 00:10:39.500]  你佩拿書卷佩揭開七印
[00:10:39.500 --> 00:10:42.500]  接下來剛才我們講到
[00:10:42.500 --> 00:10:46.500]  第六章第七章就要講到七印了
[00:10:46.500 --> 00:10:53.500]  這個七印就是封了那個書卷
[00:10:53.500 --> 00:10:56.500]  所以約翰看見就說誰佩呢
[00:10:56.500 --> 00:10:59.500]  誰能夠拿這個書卷
[00:10:59.500 --> 00:11:01.500]  誰能夠揭開這個七印
[00:11:01.500 --> 00:11:06.500]  把這個書卷能夠打開來
[00:11:06.500 --> 00:11:10.500]  結果在這裡就說誰佩呢
[00:11:10.500 --> 00:11:11.500]  耶穌基督
[00:11:11.500 --> 00:11:13.500]  羔羊佩
[00:11:13.500 --> 00:11:14.500]  你看見沒有
[00:11:14.500 --> 00:11:17.500]  耶穌基督在地上
[00:11:17.500 --> 00:11:21.500]  他所完成的救恩
[00:11:21.500 --> 00:11:26.500]  卻影響到他在天上執掌王權
[00:11:26.500 --> 00:11:29.500]  他佩拿這個書卷佩揭開七印
[00:11:29.500 --> 00:11:32.500]  他能夠決定地上所發生的一切的事情
[00:11:32.500 --> 00:11:34.500]  你懂這意思嗎
[00:11:34.500 --> 00:11:37.500]  所以這段聖經裡面就讓我們看見說
[00:11:37.500 --> 00:11:40.500]  其實啟示錄裡面要表達的就是說
[00:11:40.500 --> 00:11:43.500]  天上跟地下息息相關的
[00:11:43.500 --> 00:11:46.500]  天上有一位坐在寶座的神
[00:11:46.500 --> 00:11:49.500]  他在主宰著人類的歷史
[00:11:49.500 --> 00:11:52.500]  在主宰著人類的命運
[00:11:52.500 --> 00:11:57.500]  聽懂了沒 約翰不僅僅看見了寶座
[00:11:57.500 --> 00:12:03.500]  約翰看見在寶座上面有一個什麼
[00:12:03.500 --> 00:12:07.500]  注意看 這裡說他看見寶座上有一個什麼
[00:12:07.500 --> 00:12:13.500]  他說有一位坐在寶座上
[00:12:13.500 --> 00:12:15.500]  然後接下來就是講的
[00:12:15.500 --> 00:12:19.500]  坐著的好像什麼什麼
[00:12:19.500 --> 00:12:23.500]  一般來說如果你看這個整個的上下文的話
[00:12:23.500 --> 00:12:31.500]  這個地方講的這個坐在寶座上的是父神
[00:12:31.500 --> 00:12:36.500]  所以坐在寶座上的這一位
[00:12:36.500 --> 00:12:39.500]  他這裡雖然沒有很清楚的講
[00:12:39.500 --> 00:12:44.500]  但是這一位寶座上面就是父神
[00:12:44.500 --> 00:12:52.500]  父神的寶座是整個宇宙最高的權力中心
[00:12:52.500 --> 00:12:53.500]  我要再次強調
[00:12:53.500 --> 00:12:55.500]  今天你看見這個世界上面
[00:12:55.500 --> 00:12:57.500]  你可以看見美國總統川普總統
[00:12:57.500 --> 00:13:01.500]  講一句話全世界的推特一下
[00:13:01.500 --> 00:13:04.500]  全世界人就要跟著他
[00:13:04.500 --> 00:13:07.500]  罵他的也罵 讚他的也讚
[00:13:07.500 --> 00:13:10.500]  反正全世界跟著他舞動
[00:13:10.500 --> 00:13:14.500]  我們今天看見我們這個中國領導人習近平講一句話
[00:13:14.500 --> 00:13:16.500]  也許不一定是全世界
[00:13:16.500 --> 00:13:19.500]  但至少全中國14億的人口通通受他影響
[00:13:19.500 --> 00:13:20.500]  是不是
[00:13:20.500 --> 00:13:23.500]  所以你可以看見地上的這些政權
[00:13:23.500 --> 00:13:26.500]  地上的這些的這些君王
[00:13:26.500 --> 00:13:28.500]  他們多麼有權柄
[00:13:28.500 --> 00:13:30.500]  但這位記者一件事情
[00:13:30.500 --> 00:13:32.500]  在天上有一個更高的權柄
[00:13:32.500 --> 00:13:36.500]  就是父神他坐在寶座上面
[00:13:36.500 --> 00:13:39.500]  而約翰那一天看見的是這件事情
[00:13:39.500 --> 00:13:41.500]  同志們
[00:13:41.500 --> 00:13:42.500]  約翰所看見的
[00:13:42.500 --> 00:13:47.500]  今天你我也要看見
[00:13:47.500 --> 00:13:55.500]  我們有沒有看見坐在寶座上的是神
[00:13:55.500 --> 00:14:01.500]  親愛的同志們
[00:14:01.500 --> 00:14:05.500]  這個
[00:14:05.500 --> 00:14:08.500]  講到這個天上地上的關係
[00:14:08.500 --> 00:14:12.500]  我想我要講一下這個聖經上面的預言
[00:14:12.500 --> 00:14:16.500]  你知道聖經裡面有這個
[00:14:16.500 --> 00:14:22.500]  統計大概有1817個預言
[00:14:22.500 --> 00:14:26.500]  那這些預言
[00:14:26.500 --> 00:14:29.500]  很多都已經應驗了
[00:14:29.500 --> 00:14:31.500]  有一些關於未來的
[00:14:31.500 --> 00:14:34.500]  關於將來的這個末世的
[00:14:34.500 --> 00:14:35.500]  主宰來的
[00:14:35.500 --> 00:14:37.500]  或者是這個新天新地的
[00:14:37.500 --> 00:14:39.500]  有一些還沒有應驗
[00:14:39.500 --> 00:14:40.500]  很多是在單一歷書
[00:14:40.500 --> 00:14:42.500]  很多是在這個啟示錄裡面
[00:14:42.500 --> 00:14:44.500]  那各位同志們
[00:14:44.500 --> 00:14:47.500]  有一件事情是已經應驗的預言
[00:14:47.500 --> 00:14:51.500]  就是以色列復國這件事情
[00:14:51.500 --> 00:14:57.500]  以色列在亡國了2600年之後
[00:14:57.500 --> 00:15:00.500]  終於在當時候1948年
[00:15:00.500 --> 00:15:03.500]  聯合國的決議當中
[00:15:03.500 --> 00:15:06.500]  承認以色列復國
[00:15:06.500 --> 00:15:08.500]  這個當中的detail我沒有時間講
[00:15:08.500 --> 00:15:11.500]  但同志們你知道
[00:15:11.500 --> 00:15:12.500]  根據歷史上面來講
[00:15:12.500 --> 00:15:17.500]  一個國家亡超過600年以上
[00:15:17.500 --> 00:15:21.500]  通常都不會再有機會復國了
[00:15:21.500 --> 00:15:25.500]  而以色列竟然在亡國了2600年之後
[00:15:25.500 --> 00:15:28.500]  竟然奇蹟似的復國了
[00:15:28.500 --> 00:15:30.500]  你說是什麼原因呢
[00:15:30.500 --> 00:15:32.500]  是以色列人很多嗎
[00:15:32.500 --> 00:15:33.500]  如果是我們中國人
[00:15:33.500 --> 00:15:37.500]  我們打架靠什麼
[00:15:37.500 --> 00:15:38.500]  靠人多是不是
[00:15:38.500 --> 00:15:41.500]  中國人再怎麼欺負我們
[00:15:41.500 --> 00:15:43.500]  日本人再怎麼樣欺負我們
[00:15:43.500 --> 00:15:44.500]  這個歷史上面
[00:15:44.500 --> 00:15:46.500]  你看看多少次想要打中國
[00:15:46.500 --> 00:15:48.500]  沒辦法打倒中國
[00:15:48.500 --> 00:15:49.500]  為什麼
[00:15:49.500 --> 00:15:51.500]  中國人多
[00:15:51.500 --> 00:15:53.500]  是不是
[00:15:53.500 --> 00:15:54.500]  第二次世界大戰的時候
[00:15:54.500 --> 00:15:57.500]  中國只要靠著人海戰術就贏了
[00:15:57.500 --> 00:15:59.500]  你美軍再怎麼樣武器精良
[00:15:59.500 --> 00:16:03.500]  他一批批人衝上去就死了
[00:16:03.500 --> 00:16:05.500]  真的
[00:16:05.500 --> 00:16:06.500]  是不是
[00:16:06.500 --> 00:16:08.500]  但是以色列這個小國家
[00:16:08.500 --> 00:16:09.500]  他怎麼可能
[00:16:09.500 --> 00:16:12.500]  他怎麼能夠存存存留到今天呢
[00:16:12.500 --> 00:16:16.500]  他怎麼可能在滅了2600年之後復國呢
[00:16:16.500 --> 00:16:20.500]  現在我想全世界都知道
[00:16:20.500 --> 00:16:23.500]  這簡直是不可能的事情發生了
[00:16:23.500 --> 00:16:25.500]  只有一件事情就是什麼
[00:16:25.500 --> 00:16:31.500]  就是神所說的話一定要成就
[00:16:31.500 --> 00:16:33.500]  所以這一位至高的神
[00:16:33.500 --> 00:16:35.500]  他在掌權
[00:16:35.500 --> 00:16:37.500]  歷史是他在掌權
[00:16:37.500 --> 00:16:39.500]  歷史叫做history
[00:16:39.500 --> 00:16:40.500]  history是什麼
[00:16:40.500 --> 00:16:44.500]  就是his story
[00:16:44.500 --> 00:16:45.500]  整個歷史親愛的同志們
[00:16:45.500 --> 00:16:48.500]  請你記得是神在掌權
[00:16:48.500 --> 00:16:49.500]  你我的歷史
[00:16:49.500 --> 00:16:52.500]  你我的人生也是神在掌權
[00:16:52.500 --> 00:16:53.500]  親愛的同志們
[00:16:53.500 --> 00:16:55.500]  你不要以為說今天你
[00:16:55.500 --> 00:16:57.500]  好像你真的
[00:16:57.500 --> 00:16:59.500]  我真的是來錯了
[00:16:59.500 --> 00:17:00.500]  我來美國來錯了
[00:17:00.500 --> 00:17:02.500]  當年以前美國多好
[00:17:02.500 --> 00:17:03.500]  現在來這邊做工
[00:17:03.500 --> 00:17:05.500]  在這邊真是
[00:17:05.500 --> 00:17:06.500]  比起我當年在台灣
[00:17:06.500 --> 00:17:08.500]  比起我當年在香港
[00:17:08.500 --> 00:17:09.500]  在中國
[00:17:09.500 --> 00:17:13.500]  你看我多麼的
[00:17:13.500 --> 00:17:14.500]  今天我來這個地方
[00:17:14.500 --> 00:17:17.500]  真的是落魄
[00:17:17.500 --> 00:17:19.500]  親愛的同志們
[00:17:19.500 --> 00:17:23.500]  你要記得你的人生是上帝在掌權
[00:17:23.500 --> 00:17:25.500]  也許過去你錯誤了
[00:17:25.500 --> 00:17:28.500]  也許你真的糊里糊塗來美國了
[00:17:28.500 --> 00:17:29.500]  但是親愛的同志們你知道嗎
[00:17:29.500 --> 00:17:32.500]  你的人生如果真知道是上帝在掌權
[00:17:32.500 --> 00:17:35.500]  你把你的人生交回上帝的手中
[00:17:35.500 --> 00:17:37.500]  重新的交還給他
[00:17:37.500 --> 00:17:39.500]  你相信他會使你的人生
[00:17:39.500 --> 00:17:43.500]  要不一樣
[00:17:43.500 --> 00:17:45.500]  所以以色列復國
[00:17:45.500 --> 00:17:46.500]  看見是這一位神
[00:17:46.500 --> 00:17:48.500]  在歷史上掌權
[00:17:48.500 --> 00:17:50.500]  那麼我們也可以看見
[00:17:50.500 --> 00:17:51.500]  從中國來看
[00:17:51.500 --> 00:17:53.500]  你知道嗎
[00:17:53.500 --> 00:17:58.500]  中國什麼時候改革開放
[00:17:58.500 --> 00:18:01.500]  考一下張牧師
[00:18:01.500 --> 00:18:05.500]  中國什麼時候改革開放
[00:18:05.500 --> 00:18:09.500]  1978年12月18號
[00:18:09.500 --> 00:18:13.500]  鄧小平在第11次的中央委員會議
[00:18:13.500 --> 00:18:15.500]  做了這麼一個宣布
[00:18:15.500 --> 00:18:17.500]  改革開放
[00:18:17.500 --> 00:18:19.500]  什麼叫改革開放呢
[00:18:19.500 --> 00:18:22.500]  對內改革對外開放
[00:18:22.500 --> 00:18:27.500]  改革開放是中國一個很大的一件事情
[00:18:27.500 --> 00:18:30.500]  從中國鄧小平開始改革開放之後
[00:18:30.500 --> 00:18:32.500]  中國的經濟就開始發展
[00:18:32.500 --> 00:18:33.500]  有沒有
[00:18:33.500 --> 00:18:35.500]  我們這些我們都有目共睹的
[00:18:35.500 --> 00:18:36.500]  然後呢
[00:18:36.500 --> 00:18:37.500]  不僅僅如此
[00:18:37.500 --> 00:18:40.500]  以前我們聽到的都叫做地下教會
[00:18:40.500 --> 00:18:41.500]  是不是
[00:18:41.500 --> 00:18:43.500]  怎麼樣怎麼樣教會
[00:18:43.500 --> 00:18:44.500]  怎麼樣子的躲啊
[00:18:44.500 --> 00:18:46.500]  改革開放之後
[00:18:46.500 --> 00:18:48.500]  教會開始開放了
[00:18:48.500 --> 00:18:50.500]  教會也開始更多的自由度了
[00:18:50.500 --> 00:18:51.500]  所以呢
[00:18:51.500 --> 00:18:54.500]  這個教會開始比較多的被顯出來
[00:18:54.500 --> 00:18:56.500]  世界各地的到中國去培訓的
[00:18:56.500 --> 00:18:59.500]  到中國去服事的越來越多了
[00:18:59.500 --> 00:19:01.500]  好像這一詞看起來
[00:19:01.500 --> 00:19:04.500]  哇上帝真是讓中國要開始
[00:19:04.500 --> 00:19:07.500]  邁向是一個基督教的大國
[00:19:07.500 --> 00:19:09.500]  變成是一個復興的大國
[00:19:09.500 --> 00:19:10.500]  一個宣教的大國
[00:19:10.500 --> 00:19:15.500]  但是2018年的時候
[00:19:15.500 --> 00:19:22.500]  中國又頒布了一個新宗教條例法
[00:19:22.500 --> 00:19:24.500]  那個新宗教條例法
[00:19:24.500 --> 00:19:29.500]  幾乎回到當年中國在解放之後的情形
[00:19:29.500 --> 00:19:30.500]  當年在解放的時候
[00:19:30.500 --> 00:19:32.500]  所有的宣教士通通撤出去
[00:19:32.500 --> 00:19:33.500]  為什麼
[00:19:33.500 --> 00:19:36.500]  不撤就死了
[00:19:36.500 --> 00:19:38.500]  那今天我不敢講說
[00:19:38.500 --> 00:19:41.500]  中國都沒有辦法有宣教士待著
[00:19:41.500 --> 00:19:43.500]  但是就是在那邊待著
[00:19:43.500 --> 00:19:49.500]  你也可能做不出什麼東西來
[00:19:49.500 --> 00:19:51.500]  所以很多海外的基修徒
[00:19:51.500 --> 00:19:53.500]  很多的傳統就說
[00:19:53.500 --> 00:19:54.500]  哎呀主啊
[00:19:54.500 --> 00:19:56.500]  你看看我們不應該
[00:19:56.500 --> 00:19:57.500]  我們要禱告主啊
[00:19:57.500 --> 00:19:59.500]  中國的門要開放啊
[00:19:59.500 --> 00:20:01.500]  甚至有的人想要用人的手段
[00:20:01.500 --> 00:20:02.500]  想說要透過美國
[00:20:02.500 --> 00:20:03.500]  透過什麼
[00:20:03.500 --> 00:20:05.500]  透過這些方式想要施壓
