
[00:00:00.000 --> 00:00:04.000]  瞎眼的、瘸鐵的、血氣枯乾的許多人
[00:04:35.600 --> 00:04:38.600]  所以當你來到神的面前的時候
[00:04:38.600 --> 00:04:40.600]  當他呼召你的時候
[00:04:40.600 --> 00:04:42.600]  他要你得救的時候
[00:04:42.600 --> 00:04:44.600]  你要得救
[00:04:44.600 --> 00:04:46.600]  你要抓住那個機會
[00:04:46.600 --> 00:04:49.600]  水是偶爾動一下
[00:04:49.600 --> 00:04:52.600]  但是那個水不是永遠在動
[00:04:52.600 --> 00:04:54.600]  你自己要來到他的面前
[00:04:54.600 --> 00:04:56.600]  你要來領受
[00:04:56.600 --> 00:05:00.600]  像我以前我怎麼想都很奇怪
[00:05:00.600 --> 00:05:03.600]  我記得以前呢
[00:05:03.600 --> 00:05:05.600]  我根本不上教會的
[00:05:05.600 --> 00:05:08.600]  那個大概十五二十年前
[00:05:08.600 --> 00:05:10.600]  就這樣子了
[00:05:10.600 --> 00:05:12.600]  後來偶爾上教會
[00:05:12.600 --> 00:05:14.600]  陪著太太去上教會
[00:05:14.600 --> 00:05:18.600]  只是覺得基督都好好啊
[00:05:18.600 --> 00:05:19.600]  有的時候想說
[00:05:19.600 --> 00:05:21.600]  哎呀基督都好傻啊
[00:05:21.600 --> 00:05:22.600]  對不對
[00:05:22.600 --> 00:05:24.600]  又請我吃又請我喝
[00:05:24.600 --> 00:05:27.600]  又帶我來帶我去的
[00:05:27.600 --> 00:05:30.600]  但是當我在這個中間
[00:05:30.600 --> 00:05:33.600]  我來到教會裡面
[00:05:33.600 --> 00:05:37.600]  偶爾去陪著家人去上教會
[00:05:37.600 --> 00:05:39.600]  有一天兒子跟我說
[00:05:39.600 --> 00:05:42.600]  爸爸今天是母親節
[00:05:42.600 --> 00:05:45.600]  我說媽媽喜歡什麼樣的禮物啊
[00:05:45.600 --> 00:05:48.600]  兒子說媽媽就希望你去教會
[00:05:48.600 --> 00:05:50.600]  今天有特會
[00:05:50.600 --> 00:05:54.600]  所以我就再次陪他們去教會去了
[00:05:54.600 --> 00:05:58.600]  那天講人講什麼我也不太清楚
[00:05:58.600 --> 00:06:01.600]  但是當我看到快樂在神的家裡面
[00:06:01.600 --> 00:06:04.600]  大家都這麼歡喜
[00:06:04.600 --> 00:06:07.600]  我說我今天陪他們上教堂
[00:06:07.600 --> 00:06:11.600]  我將來有一天要陪他們上天堂
[00:06:11.600 --> 00:06:13.600]  我就舉手我就覺得是
[00:06:13.600 --> 00:06:16.600]  從此以後我的生命就不一樣
[00:06:16.600 --> 00:06:17.600]  天天喝白水
[00:06:17.600 --> 00:06:21.600]  這下子天天喝美酒了
[00:06:21.600 --> 00:06:23.600]  以前好像看這個世界是黑白的
[00:06:23.600 --> 00:06:26.600]  現在看的是彩色的
[00:06:26.600 --> 00:06:29.600]  以前是動不動就生氣
[00:06:29.600 --> 00:06:32.600]  或者是動不動就焦頭爛耳
[00:06:32.600 --> 00:06:35.600]  但是我現在每天一起來
[00:06:35.600 --> 00:06:37.600]  我就是感謝詹姆士
[00:06:37.600 --> 00:06:39.600]  因為我有永生的確距
[00:06:39.600 --> 00:06:43.600]  我知道神讓我在他的家中
[00:06:43.600 --> 00:06:45.600]  有了那個地位
[00:06:45.600 --> 00:06:47.600]  有了那個位置留給我了
[00:06:47.600 --> 00:06:49.600]  我就得救了
[00:06:49.600 --> 00:06:51.600]  就這麼簡單
[00:06:51.600 --> 00:06:53.600]  你要痊癒嗎
[00:06:53.600 --> 00:06:55.600]  你要得救嗎
[00:06:55.600 --> 00:06:58.600]  意思就是說你只要跳下去
[00:06:58.600 --> 00:07:01.600]  你只要起來拿起你的褥子
[00:07:01.600 --> 00:07:03.600]  你走你就得救了
[00:07:03.600 --> 00:07:04.600]  你就痊癒了
[00:07:04.600 --> 00:07:06.600]  Hallelujah
[00:07:06.600 --> 00:07:08.600]  這個病人他為什麼這麼多年
[00:07:08.600 --> 00:07:10.600]  他不敢跳下去呢
[00:07:10.600 --> 00:07:12.600]  他或許心中有疑惑
[00:07:12.600 --> 00:07:16.600]  或許他覺得他還在等候什麼
[00:07:16.600 --> 00:07:18.600]  我自己最清楚
[00:07:18.600 --> 00:07:20.600]  故隱其名有一個老人家
[00:07:20.600 --> 00:07:23.600]  我跟他傳福音傳了很久
[00:07:23.600 --> 00:07:24.600]  他也絕痔了
[00:07:24.600 --> 00:07:26.600]  那我跟他說你要不要受洗
[00:07:26.600 --> 00:07:30.600]  他說你讓我回去把事情解決了
[00:07:30.600 --> 00:07:32.600]  我就受洗了
[00:07:32.600 --> 00:07:34.600]  從此就沒有再看到他了
[00:07:34.600 --> 00:07:36.600]  多可惜啊
[00:07:36.600 --> 00:07:38.600]  就好像你今天看到耶穌
[00:07:38.600 --> 00:07:41.600]  他跟你說你要得救嗎
[00:07:41.600 --> 00:07:43.600]  你跟他說你讓我回去
[00:07:43.600 --> 00:07:45.600]  把我的事情都解決了
[00:07:45.600 --> 00:07:48.600]  我就來跟你
[00:07:48.600 --> 00:07:49.600]  有可能
[00:07:49.600 --> 00:07:51.600]  但是你錯過那個當頭
[00:07:51.600 --> 00:07:56.600]  我其實真的不是什麼好的
[00:07:56.600 --> 00:07:58.600]  有的時候你想想看
[00:07:58.600 --> 00:08:00.600]  祭壇上面所獻上
[00:08:00.600 --> 00:08:02.600]  所擺上的都是什麼
[00:08:02.600 --> 00:08:06.600]  不是雌雄虎豹
[00:08:06.600 --> 00:08:08.600]  不是那個大有能力的
[00:08:08.600 --> 00:08:11.600]  而是羔羊牛肚
[00:08:11.600 --> 00:08:13.600]  任人宰割的
[00:08:13.600 --> 00:08:15.600]  所以當我新的主
[00:08:15.600 --> 00:08:19.600]  然後在教會裡面也蠻熱心的
[00:08:19.600 --> 00:08:22.600]  若干年後有一次牧師
[00:08:22.600 --> 00:08:25.600]  跟坐在我旁邊那個人說
[00:08:25.600 --> 00:08:28.600]  你什麼時候才要全職啊
[00:08:28.600 --> 00:08:30.600]  我都有點不好意思
[00:08:30.600 --> 00:08:32.600]  我以為他要問我咧
[00:08:32.600 --> 00:08:33.600]  Anyway
[00:08:33.600 --> 00:08:34.600]  那個人說了一句話
[00:08:34.600 --> 00:08:36.600]  我到今天我都記得
[00:08:36.600 --> 00:08:38.600]  那個人真的很好
[00:08:38.600 --> 00:08:41.600]  他的聖經他各方面都比我好
[00:08:41.600 --> 00:08:43.600]  我只不過是一個猛查查的
[00:08:43.600 --> 00:08:45.600]  一個小信徒一個基督徒
[00:08:45.600 --> 00:08:48.600]  只是有一個心願意
[00:08:48.600 --> 00:08:49.600]  他說了一句話
[00:08:49.600 --> 00:08:51.600]  我到現在我都記得
[00:08:51.600 --> 00:08:54.600]  他說等我賺到了一百萬
[00:08:54.600 --> 00:08:56.600]  我全家每個人一百萬
[00:08:56.600 --> 00:08:59.600]  我就下來奉獻全職
[00:08:59.600 --> 00:09:01.600]  全職為神所用
[00:09:01.600 --> 00:09:03.600]  他這樣有四個人
[00:09:03.600 --> 00:09:05.600]  一直到現在我相信
[00:09:05.600 --> 00:09:08.600]  他已經賺了四百萬不止了
[00:09:08.600 --> 00:09:10.600]  他還沒有下來
[00:09:10.600 --> 00:09:12.600]  我感謝神
[00:09:12.600 --> 00:09:15.600]  他用的就是那個不起眼的
[00:09:15.600 --> 00:09:16.600]  那個最小的
[00:09:16.600 --> 00:09:18.600]  那小的要做大
[00:09:18.600 --> 00:09:19.600]  那個在後面
[00:09:19.600 --> 00:09:22.600]  在後的要在前的
[00:09:22.600 --> 00:09:24.600]  存在主義的大師齊克果
[00:09:24.600 --> 00:09:28.600]  他說信心就是跳躍
[00:09:28.600 --> 00:09:31.600]  你平常你走在那個路上的時候
[00:09:31.600 --> 00:09:33.600]  你不感覺
[00:09:33.600 --> 00:09:34.600]  但是當你有了信心
[00:09:34.600 --> 00:09:36.600]  你真是要有信心
[00:09:36.600 --> 00:09:37.600]  你真是要信的時候
[00:09:37.600 --> 00:09:38.600]  你就是一個跳躍
[00:09:38.600 --> 00:09:41.600]  要跨出那一步的
[00:09:41.600 --> 00:09:44.600]  不是說誰能夠為你做什麼的
[00:09:44.600 --> 00:09:46.600]  是神要得著你
[00:09:46.600 --> 00:09:50.600]  你就憑著信心你就跳下去
[00:09:50.600 --> 00:09:52.600]  所以耶穌配合這個神蹟
[00:09:52.600 --> 00:09:53.600]  他做了一個講論
[00:09:53.600 --> 00:09:57.600]  他說耶穌基督是上帝的兒子
[00:09:57.600 --> 00:09:59.600]  我們再往下走
[00:09:59.600 --> 00:10:00.600]  我們來看
[00:10:00.600 --> 00:10:04.600]  約翰福音第五章19到23節
[00:10:04.600 --> 00:10:06.600]  我們來讀一下好不好
[00:10:06.600 --> 00:10:08.600]  耶穌對他們說
[00:10:08.600 --> 00:10:10.600]  我實實在在告訴你們
[00:10:10.600 --> 00:10:13.600]  只憑著自己不能做什麼
[00:10:13.600 --> 00:10:16.600]  唯有看見父所做的
[00:10:16.600 --> 00:10:17.600]  子才能做
[00:10:17.600 --> 00:10:20.600]  父所做的事子也照樣做
[00:10:20.600 --> 00:10:23.600]  父愛子將自己所做的一切事
[00:10:23.600 --> 00:10:25.600]  指給他看
[00:10:25.600 --> 00:10:27.600]  還要將比這更大的事
[00:10:27.600 --> 00:10:29.600]  指給他看
[00:10:29.600 --> 00:10:31.600]  叫你們吸氣
[00:10:31.600 --> 00:10:33.600]  父怎樣叫使人起來
[00:10:33.600 --> 00:10:35.600]  使他們活著
[00:10:35.600 --> 00:10:38.600]  子也照樣隨著自己的意思
[00:10:38.600 --> 00:10:39.600]  使人活著
[00:10:39.600 --> 00:10:41.600]  父不審判什麼人
[00:10:41.600 --> 00:10:45.600]  乃將審判的事全交於子
[00:10:45.600 --> 00:10:47.600]  叫人都尊敬子
[00:10:47.600 --> 00:10:49.600]  如同尊敬父一樣
[00:10:49.600 --> 00:10:51.600]  不尊敬子的
[00:10:51.600 --> 00:10:54.600]  就是不尊敬差子來的父
[00:10:54.600 --> 00:10:57.600]  我實實在在的告訴你們
[00:10:57.600 --> 00:11:01.600]  那聽我話又信差我來者的
[00:11:01.600 --> 00:11:02.600]  就有永生
[00:11:02.600 --> 00:11:04.600]  不至於定罪
[00:11:04.600 --> 00:11:07.600]  是已經出死入生了
[00:11:07.600 --> 00:11:10.600]  我實實在在的告訴你們
[00:11:10.600 --> 00:11:12.600]  時候將到
[00:11:12.600 --> 00:11:14.600]  現在就是
[00:11:14.600 --> 00:11:17.600]  使人要聽見神兒子的聲音
[00:11:17.600 --> 00:11:20.600]  聽見的人就要活了
[00:11:20.600 --> 00:11:23.600]  因為父怎樣在自己有生命
[00:11:23.600 --> 00:11:25.600]  就賜給他兒子
[00:11:25.600 --> 00:11:28.600]  也照樣在自己有生命
[00:11:28.600 --> 00:11:31.600]  並且因為他是人子
[00:11:31.600 --> 00:11:34.600]  就賜給他請審判的權利
[00:11:34.600 --> 00:11:36.600]  這是耶穌
[00:11:36.600 --> 00:11:40.600]  他對於他自己是上帝兒子
[00:11:40.600 --> 00:11:42.600]  的一個講論
[00:11:42.600 --> 00:11:44.600]  最後一節他說
[00:11:44.600 --> 00:11:47.600]  天父他有生命
[00:11:47.600 --> 00:11:49.600]  耶穌是他的兒子
[00:11:49.600 --> 00:11:51.600]  也有生命不是嗎
[00:11:51.600 --> 00:11:53.600]  你們覺得你們都有生命嗎
[00:11:53.600 --> 00:11:55.600]  我也覺得我有生命
[00:11:55.600 --> 00:11:56.600]  但是老實講
[00:11:56.600 --> 00:11:58.600]  我的生命不在我手上
[00:11:58.600 --> 00:12:00.600]  我說不定出去被車撞死
[00:12:00.600 --> 00:12:02.600]  我說不定去游泳被淹死
[00:12:02.600 --> 00:12:05.600]  我說不定天上飛機掉下來
[00:12:05.600 --> 00:12:07.600]  被人撞砸死
[00:12:07.600 --> 00:12:09.600]  所以你真正不能說
[00:12:09.600 --> 00:12:12.600]  你有生命在你的手上
[00:12:12.600 --> 00:12:15.600]  更不用說把生命給人了
[00:12:15.600 --> 00:12:18.600]  但是耶穌基督他是神的兒子
[00:12:18.600 --> 00:12:19.600]  他真的有生命
[00:12:19.600 --> 00:12:22.600]  而且他會把生命給人的
[00:12:22.600 --> 00:12:24.600]  他說那聽我話
[00:12:24.600 --> 00:12:26.600]  又信我才我來者就有永生
[00:12:26.600 --> 00:12:29.600]  不至於定這事已經出死入生了
[00:12:29.600 --> 00:12:31.600]  我們今天我們Jordan
[00:12:31.600 --> 00:12:33.600]  我們的王媽媽
[00:12:33.600 --> 00:12:35.600]  今天要出死入生了
[00:12:35.600 --> 00:12:38.600]  你們今天要受洗歸入主的名下
[00:12:38.600 --> 00:12:40.600]  因為你們聽了神的話
[00:12:40.600 --> 00:12:42.600]  又信耶穌基督
[00:12:42.600 --> 00:12:45.600]  所以就有了永生
[00:12:45.600 --> 00:12:47.600]  這就是約翰福音的真理
[00:12:47.600 --> 00:12:51.600]  約翰福音講了許許多多的真理
[00:12:51.600 --> 00:12:53.600]  是跟其他的福音書不一樣
[00:12:53.600 --> 00:12:57.600]  英文講說I tell you the truth
[00:12:57.600 --> 00:12:59.600]  我實實在在的告訴你這個真理
[00:12:59.600 --> 00:13:02.600]  他又說我實實在在的告訴你們
[00:13:02.600 --> 00:13:04.600]  時候將到現在就是了
[00:13:04.600 --> 00:13:07.600]  現在就是天門要打開的時候
[00:13:07.600 --> 00:13:10.600]  要再一次要把我們接到天國的時候
[00:13:10.600 --> 00:13:12.600]  使人要聽見神兒子的聲音
[00:13:12.600 --> 00:13:14.600]  聽見的人就要活了
[00:13:14.600 --> 00:13:16.600]  他要給我們生命
[00:13:16.600 --> 00:13:19.600]  他要給我們活路
[00:13:19.600 --> 00:13:21.600]  您知道嗎
[00:13:21.600 --> 00:13:23.600]  我很不好意思說
[00:13:23.600 --> 00:13:27.600]  我們生下來就一直朝著死亡走
[00:13:27.600 --> 00:13:28.600]  是不是
[00:13:28.600 --> 00:13:31.600]  有的人早到有的人晚到
[00:13:31.600 --> 00:13:33.600]  但是神要給我們聲音
[00:13:33.600 --> 00:13:35.600]  讓我們能夠活過來
[00:13:35.600 --> 00:13:37.600]  那也很簡單
[00:13:37.600 --> 00:13:40.600]  聽他的話信他
[00:13:40.600 --> 00:13:41.600]  是不是
[00:13:41.600 --> 00:13:43.600]  聽見
[00:13:43.600 --> 00:13:47.600]  這個聽見意思是說聽進去
[00:13:47.600 --> 00:13:49.600]  有的時候我太太說你聽見沒有
[00:13:49.600 --> 00:13:50.600]  我說我聽見了
[00:13:50.600 --> 00:13:52.600]  實際上我根本沒聽見
[00:13:52.600 --> 00:13:54.600]  或者是這邊進那邊就出了
[00:13:54.600 --> 00:13:56.600]  但是就是說你聽進去
[00:13:56.600 --> 00:13:58.600]  所以他就把生命就給你了
[00:13:58.600 --> 00:14:03.600]  人系的生命而他將來要審判
[00:14:03.600 --> 00:14:05.600]  天父不審判
[00:14:05.600 --> 00:14:08.600]  聖靈不審判人通通是耶穌
[00:14:08.600 --> 00:14:10.600]  他憑什麼審判
[00:14:10.600 --> 00:14:12.600]  方大哥你有沒有信他
[00:14:12.600 --> 00:14:13.600]  你有沒有聽他的話
[00:14:13.600 --> 00:14:17.600]  你有沒有受洗歸入主的名下
[00:14:17.600 --> 00:14:19.600]  所以他認識你
[00:14:19.600 --> 00:14:22.600]  那個方某某某年某月某日
[00:14:22.600 --> 00:14:24.600]  他受洗歸入主的名下
[00:14:24.600 --> 00:14:26.600]  生命這方面有你的名字
[00:14:26.600 --> 00:14:28.600]  你就有永生的盼望
[00:14:28.600 --> 00:14:30.600]  你就有份了
[00:14:30.600 --> 00:14:32.600]  是的因為你就已經不自定罪
[00:14:32.600 --> 00:14:34.600]  已經出神入身了
[00:14:34.600 --> 00:14:36.600]  阿雷洛亞
[00:14:36.600 --> 00:14:40.600]  聖經上面一而再再而三的講
[00:14:40.600 --> 00:14:43.600]  耶穌基督是上帝的兒子
[00:14:43.600 --> 00:14:48.600]  譬如說當耶穌遭拿丹耶的時候
[00:14:48.600 --> 00:14:51.600]  拿丹耶說拉比你是上帝的兒子
[00:14:51.600 --> 00:14:54.600]  你是以色列的王
[00:14:54.600 --> 00:14:57.600]  當耶穌受了洗
[00:14:57.600 --> 00:14:58.600]  聖靈引他到曠野
[00:14:58.600 --> 00:15:02.600]  去受撒旦魔鬼的試探的時候
[00:15:02.600 --> 00:15:05.600]  撒旦魔鬼就再一次的誘惑他
[00:15:05.600 --> 00:15:06.600]  試探他說
[00:15:06.600 --> 00:15:09.600]  你如果真是上帝的兒子
[00:15:09.600 --> 00:15:12.600]  可以分副這個石頭變成食物
[00:15:12.600 --> 00:15:13.600]  你如果真是上帝兒子
[00:15:13.600 --> 00:15:15.600]  你從墊底上面跳下來
[00:15:15.600 --> 00:15:16.600]  神會拖住你的腳
[00:15:16.600 --> 00:15:18.600]  不傷到你的腳
[00:15:18.600 --> 00:15:20.600]  所以連撒旦魔鬼都知道
[00:15:20.600 --> 00:15:22.600]  耶穌是上帝的兒子
[00:15:22.600 --> 00:15:24.600]  是不是嗎
[00:15:24.600 --> 00:15:27.600]  有一次耶穌分副烏鬼
[00:15:27.600 --> 00:15:29.600]  從一個人身上出來的時候
[00:15:29.600 --> 00:15:31.600]  烏鬼說什麼
[00:15:31.600 --> 00:15:32.600]  說上帝的兒子
[00:15:32.600 --> 00:15:34.600]  你跟我有什麼關係
[00:15:34.600 --> 00:15:35.600]  我的時候還沒到
[00:15:35.600 --> 00:15:37.600]  你為什麼要趕我走呢
[00:15:37.600 --> 00:15:38.600]  所以他也知道
[00:15:38.600 --> 00:15:40.600]  耶穌基督是上帝的兒子
[00:15:40.600 --> 00:15:42.600]  我們有的時候倒不知道
[00:15:42.600 --> 00:15:43.600]  你知道嗎
[00:15:43.600 --> 00:15:46.600]  這個有的時候我百思不解
[00:15:46.600 --> 00:15:48.600]  拉薩路死而復活
[00:15:48.600 --> 00:15:49.600]  聖經上面說什麼
[00:15:49.600 --> 00:15:53.600]  為了要見證耶穌基督是上帝的兒子
[00:15:53.600 --> 00:15:57.600]  叫神因此而得榮耀的
[00:15:57.600 --> 00:16:00.600]  耶穌說彼得你說我是誰
[00:16:00.600 --> 00:16:01.600]  彼得說什麼
[00:16:01.600 --> 00:16:04.600]  你是基督是永生神上帝的兒子
[00:16:04.600 --> 00:16:07.600]  約翰寫約翰福音
[00:16:07.600 --> 00:16:09.600]  我們講了一年了
[00:16:09.600 --> 00:16:12.600]  他說約翰福音的目的
[00:16:12.600 --> 00:16:15.600]  是叫你們信耶穌是基督
[00:16:15.600 --> 00:16:17.600]  是上帝的兒子
[00:16:17.600 --> 00:16:19.600]  並且叫你們信了祂
[00:16:19.600 --> 00:16:22.600]  就可以因祂的名得生命
[00:16:22.600 --> 00:16:24.600]  阿雷路亞
[00:16:24.600 --> 00:16:25.600]  你承認吧
[00:16:25.600 --> 00:16:26.600]  你信了吧
[00:16:26.600 --> 00:16:29.600]  耶穌是上帝的兒子
[00:16:29.600 --> 00:16:31.600]  祂是神
[00:16:31.600 --> 00:16:33.600]  我們也可以成為上帝的兒子不是嗎
[00:16:33.600 --> 00:16:35.600]  朱丹娜
[00:16:35.600 --> 00:16:36.600]  王媽媽
[00:16:36.600 --> 00:16:37.600]  就在今天
[00:16:37.600 --> 00:16:38.600]  在此時
[00:16:38.600 --> 00:16:39.600]  在此刻
[00:16:39.600 --> 00:16:42.600]  都可以成為上帝的兒女
[00:16:42.600 --> 00:16:44.600]  但是也有差別
[00:16:44.600 --> 00:16:49.600]  耶穌祂的本性就是上帝的兒子
[00:16:49.600 --> 00:16:53.600]  我們是靠恩典成為上帝的兒女
[00:16:53.600 --> 00:16:57.600]  耶穌祂本來就是上帝的兒子
[00:16:57.600 --> 00:17:00.600]  我們就只有上帝兒女的名份
[00:17:00.600 --> 00:17:03.600]  耶穌祂有上帝的神性
[00:17:03.600 --> 00:17:08.600]  我們只有上帝兒女的名份
[00:17:08.600 --> 00:17:10.600]  耶穌是神
[00:17:10.600 --> 00:17:12.600]  祂從耿骨就存在
[00:17:12.600 --> 00:17:15.600]  我們是神的兒女
[00:17:15.600 --> 00:17:19.600]  是受洗重生而開始的
[00:17:19.600 --> 00:17:21.600]  耶穌有神性就是神
[00:17:21.600 --> 00:17:25.600]  但是我們有神的形象
[00:17:25.600 --> 00:17:27.600]  我們完成了神的義
[00:17:27.600 --> 00:17:29.600]  賜給我們的
[00:17:29.600 --> 00:17:33.600]  所以我們再一次歡喜快樂
[00:17:33.600 --> 00:17:37.600]  我們今天要來到神的面前
