
[00:00:00.000 --> 00:00:02.000]  大家認不認得這個戒指呢?
[00:02:22.000 --> 00:02:24.000]  他以前跟那些人玩得很熟
[00:02:24.000 --> 00:02:26.000]  下班之後,Happy Hour
[00:02:26.000 --> 00:02:28.000]  就跟那些人開玩笑
[00:02:28.000 --> 00:02:30.000]  很有人緣的
[00:02:30.000 --> 00:02:31.000]  但是升職之後
[00:02:31.000 --> 00:02:33.000]  做了這個部門的主管之後
[00:02:33.000 --> 00:02:35.000]  一夜之間變成了另外一個人
[00:02:35.000 --> 00:02:38.000]  不再跟那些人玩一堆
[00:02:38.000 --> 00:02:41.000]  下班之後就不跟他們Happy Hour
[00:02:41.000 --> 00:02:45.000]  兼且經常就扮起一塊很嚴肅的面孔
[00:02:45.000 --> 00:02:46.000]  更慘的就是
[00:02:46.000 --> 00:02:49.000]  他很喜歡下命令
[00:02:49.000 --> 00:02:51.000]  叫人做這樣,叫人做那樣
[00:02:51.000 --> 00:02:55.000]  權力真的可以改變一個人
[00:02:55.000 --> 00:02:57.000]  雖然聖經沒有告訴我們
[00:02:57.000 --> 00:02:59.000]  太多關於這個哈曼
[00:02:59.000 --> 00:03:02.000]  究竟他被升職之前是一個怎樣的人
[00:03:02.000 --> 00:03:03.000]  但是從故事裡面
[00:03:03.000 --> 00:03:05.000]  我們得知很明顯的
[00:03:05.000 --> 00:03:08.000]  他被升職之後
[00:03:08.000 --> 00:03:10.000]  絕對不是一個很友善
[00:03:10.000 --> 00:03:12.000]  絕對不是一個很謙卑的人
[00:03:12.000 --> 00:03:13.000]  為什麼我們這樣說
[00:03:13.000 --> 00:03:14.000]  因為聖經告訴我們
[00:03:14.000 --> 00:03:16.000]  當所有人都向他下拜
[00:03:16.000 --> 00:03:19.000]  卻是只有一個不下拜
[00:03:19.000 --> 00:03:21.000]  就是這個末底改
[00:03:21.000 --> 00:03:24.000]  聖經說他看到這個末底改不下拜的時候
[00:03:24.000 --> 00:03:27.000]  他就露氣填空
[00:03:27.000 --> 00:03:30.000]  我們也得不承認
[00:03:30.000 --> 00:03:32.000]  權力總是一種魔力
[00:03:32.000 --> 00:03:34.000]  很吸引人的
[00:03:34.000 --> 00:03:36.000]  令人無法抗拒這種魔力
[00:03:36.000 --> 00:03:38.000]  甚至你可以說
[00:03:38.000 --> 00:03:41.000]  權力是令人上癮的
[00:03:41.000 --> 00:03:44.000]  我們再看看現在美國的拜登總統
[00:03:44.000 --> 00:03:46.000]  超過八十個高齡
[00:03:46.000 --> 00:03:50.000]  仍然想繼續被選為下一任的總統
[00:03:50.000 --> 00:03:52.000]  今天我們看到很多人
[00:03:52.000 --> 00:03:55.000]  嘗試去爭取權力
[00:03:55.000 --> 00:03:59.000]  很多人都不會因為想得到權力
[00:03:59.000 --> 00:04:00.000]  而更加努力
[00:04:00.000 --> 00:04:02.000]  或者做得更加的正確
[00:04:02.000 --> 00:04:03.000]  他們很多時候為什麼
[00:04:03.000 --> 00:04:06.000]  現在的人拿權力抹黑對方
[00:04:06.000 --> 00:04:09.000]  把對方的黑材料發掘出來
[00:04:09.000 --> 00:04:12.000]  所以怎樣拿到權力不再重要
[00:04:12.000 --> 00:04:14.000]  問題是走到最終的時候
[00:04:14.000 --> 00:04:15.000]  是否得到權力
[00:04:15.000 --> 00:04:19.000]  才是今天人們覺得最重要的事情
[00:04:19.000 --> 00:04:21.000]  我記得很多年前
[00:04:21.000 --> 00:04:23.000]  我看過一篇文章
[00:04:23.000 --> 00:04:25.000]  是一個牧師寫的
[00:04:25.000 --> 00:04:29.000]  這個牧師寫在一次總統大選的時候
[00:04:29.000 --> 00:04:30.000]  之後
[00:04:30.000 --> 00:04:32.000]  他寫了一些感受
[00:04:32.000 --> 00:04:34.000]  他寫的文章是什麼呢
[00:04:34.000 --> 00:04:40.000]  原來當年那一屆的人選舉總統
[00:04:40.000 --> 00:04:44.000]  其中有一個候選人是一個很好的基督徒
[00:04:44.000 --> 00:04:47.000]  他的家庭也是一個很虔誠的基督徒
[00:04:47.000 --> 00:04:48.000]  這個牧師很開心
[00:04:48.000 --> 00:04:50.000]  竟然有一個總統候選人
[00:04:50.000 --> 00:04:51.000]  是一個這麼好的基督徒
[00:04:51.000 --> 00:04:52.000]  有良好的基督徒背景
[00:04:52.000 --> 00:04:55.000]  他想著如果這個總統選贏
[00:04:55.000 --> 00:04:57.000]  這個候選人選贏的時候
[00:04:57.000 --> 00:05:01.000]  必定教會可以得到很多的好處
[00:05:01.000 --> 00:05:04.000]  所以這個牧師就用他的影響力
[00:05:04.000 --> 00:05:07.000]  來幫這個候選人助選
[00:05:07.000 --> 00:05:13.000]  這個候選人真的被選中成為總統
[00:05:13.000 --> 00:05:14.000]  成為總統之後
[00:05:14.000 --> 00:05:16.000]  他跟教會都很開心
[00:05:16.000 --> 00:05:20.000]  想著教會以後可以在這個國家裡面
[00:05:20.000 --> 00:05:23.000]  得到很多政策上的便利
[00:05:23.000 --> 00:05:27.000]  就開始嘗試約這個總統去見面
[00:05:27.000 --> 00:05:28.000]  聊聊天
[00:05:28.000 --> 00:05:30.000]  但是約來約去都約不到
[00:05:30.000 --> 00:05:32.000]  約了很久最後真的被他約到了
[00:05:32.000 --> 00:05:34.000]  他就跟這個總統坐下來聊天
[00:05:34.000 --> 00:05:38.000]  但是總統從來沒有再給過他
[00:05:38.000 --> 00:05:40.000]  任何一些實質的政策上的
[00:05:40.000 --> 00:05:43.000]  就是他覺得好的政策
[00:05:43.000 --> 00:05:46.000]  相反來說這個總統就跟這個牧師說
[00:05:46.000 --> 00:05:49.000]  以後我施政的時候
[00:05:49.000 --> 00:05:51.000]  我訂立策略的時候
[00:05:51.000 --> 00:05:55.000]  請教會站在我那一方
[00:05:55.000 --> 00:05:57.000]  幫助我去施政
[00:05:57.000 --> 00:06:00.000]  最後這個牧師在這個結語上說
[00:06:00.000 --> 00:06:03.000]  這個總統與其
[00:06:03.000 --> 00:06:06.000]  其實他應該是服務人群的
[00:06:06.000 --> 00:06:07.000]  但是相反來說
[00:06:07.000 --> 00:06:10.000]  他是期望人民服務他
[00:06:10.000 --> 00:06:12.000]  我相信這個正正是
[00:06:12.000 --> 00:06:14.000]  哈曼當時那個心態
[00:06:14.000 --> 00:06:16.000]  他被提升了
[00:06:16.000 --> 00:06:18.000]  他突然之間擁有這個權力了
[00:06:18.000 --> 00:06:21.000]  突然之間這個權力
[00:06:21.000 --> 00:06:24.000]  反而扭曲了他怎樣看自己
[00:06:24.000 --> 00:06:26.000]  突然之間他的自我膨脹
[00:06:26.000 --> 00:06:29.000]  以為他今天在一人之下
[00:06:29.000 --> 00:06:31.000]  萬人之上的權力
[00:06:31.000 --> 00:06:36.000]  令到他配受萬人的敬仰
[00:06:36.000 --> 00:06:38.000]  一個完全澎湃的自我
[00:06:38.000 --> 00:06:40.000]  在那個時候的哈曼亞眼中
[00:06:40.000 --> 00:06:43.000]  權力基本上不是用來
[00:06:43.000 --> 00:06:45.000]  去做他要做的工作
[00:06:45.000 --> 00:06:47.000]  而是要來滿足他
[00:06:47.000 --> 00:06:52.000]  被澎湃了的自我和慾望
[00:06:52.000 --> 00:06:56.000]  一個這樣的自我
[00:06:56.000 --> 00:07:00.000]  其實是一個扭曲了對自己的看法
[00:07:00.000 --> 00:07:02.000]  最後當他有權力的時候
[00:07:02.000 --> 00:07:03.000]  這個權力就會成為一個
[00:07:03.000 --> 00:07:05.000]  自我中心的權力
[00:07:05.000 --> 00:07:06.000]  很明顯的
[00:07:06.000 --> 00:07:09.000]  難怪當他看到這個末底改
[00:07:09.000 --> 00:07:10.000]  不跪拜他的時候
[00:07:10.000 --> 00:07:11.000]  很生氣很生氣
[00:07:11.000 --> 00:07:12.000]  為什麼
[00:07:12.000 --> 00:07:13.000]  很簡單
[00:07:13.000 --> 00:07:14.000]  因為他澎湃了那個自我
[00:07:14.000 --> 00:07:15.000]  被傷害
[00:07:15.000 --> 00:07:17.000]  為什麼一個人不拜我
[00:07:17.000 --> 00:07:19.000]  在哈曼的眼中
[00:07:19.000 --> 00:07:23.000]  這個末底改的向他不下拜
[00:07:23.000 --> 00:07:24.000]  其實不再是一個
[00:07:24.000 --> 00:07:26.000]  政見上的反對聲音
[00:07:26.000 --> 00:07:28.000]  反而對他來說是一個
[00:07:28.000 --> 00:07:29.000]  個人的攻擊
[00:07:29.000 --> 00:07:32.000]  令到他的自我受到損害
[00:07:32.000 --> 00:07:34.000]  當然我們今天每一個人
[00:07:34.000 --> 00:07:36.000]  是好像當年的哈曼那樣
[00:07:36.000 --> 00:07:38.000]  擁有這樣的治國的權力
[00:07:38.000 --> 00:07:39.000]  的權柄
[00:07:39.000 --> 00:07:40.000]  但是我們不難發現
[00:07:40.000 --> 00:07:41.000]  在地上裡面
[00:07:41.000 --> 00:07:43.000]  我們眾多的身份
[00:07:43.000 --> 00:07:45.000]  其實或多或少都有
[00:07:45.000 --> 00:07:48.000]  擁有著不同類型的權力
[00:07:48.000 --> 00:07:49.000]  作為父母
[00:07:49.000 --> 00:07:51.000]  我們有權力
[00:07:51.000 --> 00:07:54.000]  也都是管理我們的兒女
[00:07:54.000 --> 00:07:55.000]  是不是
[00:07:55.000 --> 00:07:56.000]  作為領袖
[00:07:56.000 --> 00:07:58.000]  我們被賜予權力
[00:07:58.000 --> 00:07:59.000]  來做帶領
[00:07:59.000 --> 00:08:00.000]  作為工人
[00:08:00.000 --> 00:08:01.000]  我們被賜予權力
[00:08:01.000 --> 00:08:02.000]  來做我們要做的工作
[00:08:02.000 --> 00:08:04.000]  甚至我們做老公
[00:08:04.000 --> 00:08:05.000]  做老婆
[00:08:05.000 --> 00:08:06.000]  都有某些權力的
[00:08:06.000 --> 00:08:07.000]  是不是
[00:08:07.000 --> 00:08:09.000]  我們不同地上的身份
[00:08:09.000 --> 00:08:11.000]  擁有不同類型的權力
[00:08:11.000 --> 00:08:13.000]  我們看回聖經裡面的大衛王
[00:08:13.000 --> 00:08:15.000]  大衛王是一個大能的勇士
[00:08:15.000 --> 00:08:16.000]  是不是
[00:08:16.000 --> 00:08:19.000]  他有權力來帶領他的軍隊
[00:08:19.000 --> 00:08:22.000]  他也是以色列國當時的皇帝
[00:08:22.000 --> 00:08:23.000]  被賜予權力
[00:08:23.000 --> 00:08:25.000]  來帶領他們的國家
[00:08:25.000 --> 00:08:27.000]  你可以說大衛王一生裡面
[00:08:27.000 --> 00:08:28.000]  其實都是手執大權的
[00:08:28.000 --> 00:08:29.000]  是不是
[00:08:29.000 --> 00:08:31.000]  不過很有趣的就是
[00:08:31.000 --> 00:08:32.000]  沒錯
[00:08:32.000 --> 00:08:34.000]  他一生都擁有
[00:08:34.000 --> 00:08:35.000]  很大的權力
[00:08:35.000 --> 00:08:36.000]  但是同一時間
[00:08:36.000 --> 00:08:38.000]  他也知道權力是來自神的
[00:08:38.000 --> 00:08:41.000]  所以在這個詩篇的62篇裡面
[00:08:41.000 --> 00:08:43.000]  他警誡世人
[00:08:43.000 --> 00:08:46.000]  他說不要亂用
[00:08:46.000 --> 00:08:48.000]  神所賜予的權力
[00:08:48.000 --> 00:08:50.000]  來仗勢欺人
[00:08:50.000 --> 00:08:52.000]  不要仗勢欺人
[00:08:52.000 --> 00:08:53.000]  為什麼
[00:08:53.000 --> 00:08:55.000]  因為權力是屬乎神
[00:08:55.000 --> 00:08:57.000]  不單止權力是屬乎神
[00:08:57.000 --> 00:08:59.000]  而且慈愛
[00:08:59.000 --> 00:09:01.000]  也是屬乎天父上帝
[00:09:01.000 --> 00:09:04.000]  所以我們要小心
[00:09:04.000 --> 00:09:05.000]  因為神是會照著
[00:09:05.000 --> 00:09:08.000]  各人所行的報應他
[00:09:08.000 --> 00:09:10.000]  一個自我為中心的權力
[00:09:10.000 --> 00:09:12.000]  只會服侍他自己
[00:09:13.000 --> 00:09:16.000]  而不會用來
[00:09:16.000 --> 00:09:19.000]  去完成神所差派的使命
[00:09:19.000 --> 00:09:22.000]  用神所差派的權力
[00:09:22.000 --> 00:09:24.000]  去榮耀天父上帝
[00:09:24.000 --> 00:09:25.000]  或者是造福
[00:09:25.000 --> 00:09:27.000]  那一個世代的人
[00:09:27.000 --> 00:09:28.000]  這個就是我們所謂的
[00:09:28.000 --> 00:09:29.000]  自我中心的權力
[00:09:29.000 --> 00:09:31.000]  我們再看下去
[00:09:31.000 --> 00:09:32.000]  很明顯哈曼
[00:09:32.000 --> 00:09:35.000]  並不會覺得權力是來自神的
[00:09:35.000 --> 00:09:37.000]  雖然聖經沒有講解
[00:09:37.000 --> 00:09:38.000]  為什麼末底改
[00:09:38.000 --> 00:09:41.000]  不跪拜哈曼
[00:09:43.000 --> 00:09:47.000]  當同伴問末底改
[00:09:47.000 --> 00:09:49.000]  為什麼每個人都跪拜哈曼
[00:09:49.000 --> 00:09:50.000]  你不跪拜
[00:09:50.000 --> 00:09:53.000]  末底改就提到
[00:09:53.000 --> 00:09:56.000]  他猶太人的身份
[00:09:56.000 --> 00:09:59.000]  留了很多空間讓我們思考
[00:09:59.000 --> 00:10:01.000]  為什麼作為一個猶太人
[00:10:01.000 --> 00:10:04.000]  不可以跪拜哈曼呢
[00:10:04.000 --> 00:10:05.000]  聖經的解經
[00:10:05.000 --> 00:10:08.000]  有很多不同類型的解釋
[00:10:08.000 --> 00:10:09.000]  我在這裡不會詳細討論
[00:10:09.000 --> 00:10:12.000]  究竟哪個解釋比較正確
[00:10:12.000 --> 00:10:13.000]  其實每一個解釋
[00:10:13.000 --> 00:10:16.000]  都只不過是一個可能性
[00:10:16.000 --> 00:10:17.000]  每一個解釋
[00:10:17.000 --> 00:10:19.000]  其實都帶著某一些猜測
[00:10:19.000 --> 00:10:21.000]  以及推測
[00:10:21.000 --> 00:10:24.000]  所以我們要明白
[00:10:24.000 --> 00:10:25.000]  無論任何一個解釋
[00:10:25.000 --> 00:10:28.000]  為什麼末底改不跪拜哈曼
[00:10:28.000 --> 00:10:30.000]  其實都不影響這個信息
[00:10:30.000 --> 00:10:31.000]  最重要的信息
[00:10:31.000 --> 00:10:32.000]  什麼信息
[00:10:32.000 --> 00:10:34.000]  這個故事告訴我們
[00:10:34.000 --> 00:10:36.000]  我們應該是權力的主人
[00:10:36.000 --> 00:10:37.000]  不是反過來說
[00:10:37.000 --> 00:10:40.000]  千萬不要讓權力成為我們的主人
[00:10:40.000 --> 00:10:42.000]  沒錯 哈曼在那個時候
[00:10:42.000 --> 00:10:44.000]  你可以說是一人之下
[00:10:44.000 --> 00:10:45.000]  萬人之上
[00:10:45.000 --> 00:10:47.000]  擁有無上的權力
[00:10:47.000 --> 00:10:49.000]  來統治當時的波斯帝國
[00:10:49.000 --> 00:10:52.000]  比所有其他的神僕
[00:10:52.000 --> 00:10:54.000]  都擁有更大的權力
[00:10:54.000 --> 00:10:56.000]  我們很多時候都說什麼
[00:10:56.000 --> 00:10:58.000]  越多的權力就是什麼
[00:10:58.000 --> 00:11:00.000]  越大的責任
[00:11:00.000 --> 00:11:02.000]  對於哈曼來說都很明顯
[00:11:02.000 --> 00:11:03.000]  他擁有越大的權力
[00:11:03.000 --> 00:11:05.000]  他就越憤怒
[00:11:05.000 --> 00:11:08.000]  為什麼這個末底改不跪拜
[00:11:08.000 --> 00:11:10.000]  不跪拜我
[00:11:10.000 --> 00:11:13.000]  他的權力可以說是失控
[00:11:13.000 --> 00:11:15.000]  大家有沒有養狗
[00:11:15.000 --> 00:11:19.000]  有養狗的都會拖著狗去走
[00:11:19.000 --> 00:11:23.000]  我記得我以前
[00:11:23.000 --> 00:11:25.000]  我拖狗出去的時候
[00:11:25.000 --> 00:11:28.000]  我每一次都要有狗帶拖著牠
[00:11:28.000 --> 00:11:31.000]  我每一次鬆開狗帶的時候
[00:11:31.000 --> 00:11:33.000]  我的狗會發瘋
[00:11:33.000 --> 00:11:35.000]  牠就會飛了去
[00:11:35.000 --> 00:11:37.000]  或者找東西吃
[00:11:37.000 --> 00:11:39.000]  或者看到不順眼的其他的狗
[00:11:39.000 --> 00:11:41.000]  就跟牠打架
[00:11:41.000 --> 00:11:43.000]  我一放狗帶牠走
[00:11:43.000 --> 00:11:45.000]  我的狗就失控了
[00:11:45.000 --> 00:11:47.000]  當我的狗失控的時候
[00:11:47.000 --> 00:11:48.000]  很明顯
[00:11:48.000 --> 00:11:49.000]  通常拖狗的時候
[00:11:49.000 --> 00:11:51.000]  狗會跟著你
[00:11:51.000 --> 00:11:52.000]  當狗失控的時候
[00:11:52.000 --> 00:11:54.000]  就不是狗跟著我
[00:11:54.000 --> 00:11:56.000]  是我跟著狗幫牠撿手尾
[00:11:56.000 --> 00:11:58.000]  這個其實我經常在想
[00:11:58.000 --> 00:12:00.000]  權力都很類似
[00:12:00.000 --> 00:12:02.000]  權力都很類似
[00:12:02.000 --> 00:12:04.000]  我們需要在我們手中
[00:12:04.000 --> 00:12:05.000]  掌控權力的時候
[00:12:05.000 --> 00:12:08.000]  我們需要控制在我們的手中
[00:12:08.000 --> 00:12:11.000]  當你說權力失控的時候
[00:12:11.000 --> 00:12:13.000]  會有什麼事情發生
[00:12:13.000 --> 00:12:15.000]  權力失控的時候
[00:12:15.000 --> 00:12:17.000]  會怎樣
[00:12:17.000 --> 00:12:20.000]  我最近在網上做了一個
[00:12:20.000 --> 00:12:21.000]  看一看
[00:12:21.000 --> 00:12:22.000]  最近
[00:12:22.000 --> 00:12:24.000]  我這樣問問大家
[00:12:24.000 --> 00:12:26.000]  由年頭到上個月
[00:12:26.000 --> 00:12:27.000]  4月11日
[00:12:27.000 --> 00:12:29.000]  你估計在美國
[00:12:29.000 --> 00:12:32.000]  死在窗下的有多少人
[00:12:32.000 --> 00:12:35.000]  估計有多少人
[00:12:35.000 --> 00:12:40.000]  我看一看那些統計
[00:12:40.000 --> 00:12:42.000]  由年頭到4月11日
[00:12:42.000 --> 00:12:48.000]  死了1萬1千5百2十3個人
[00:12:48.000 --> 00:12:49.000]  由4月到現在
[00:12:49.000 --> 00:12:51.000]  也有兩三宗
[00:12:51.000 --> 00:12:52.000]  好像在德州
[00:12:52.000 --> 00:12:53.000]  以及 Atlanta
[00:12:53.000 --> 00:12:56.000]  都已經有槍殺的事件
[00:12:56.000 --> 00:12:58.000]  如果用這個統計數字
[00:12:58.000 --> 00:13:00.000]  差不多每一天
[00:13:00.000 --> 00:13:03.000]  在美國死在窗下的
[00:13:03.000 --> 00:13:05.000]  有115個人死了
[00:13:05.000 --> 00:13:07.000]  多不多
[00:13:07.000 --> 00:13:09.000]  當然我相信
[00:13:09.000 --> 00:13:10.000]  其實每一顆子彈
[00:13:10.000 --> 00:13:12.000]  背後都有它的故事
[00:13:12.000 --> 00:13:15.000]  我們很難從事情的表面
[00:13:15.000 --> 00:13:21.000]  去解釋故事背後的恩怨情仇
[00:13:21.000 --> 00:13:23.000]  很難去解釋得了
[00:13:23.000 --> 00:13:25.000]  但是這些所有的槍殺事件
[00:13:25.000 --> 00:13:27.000]  告訴我們一件事
[00:13:27.000 --> 00:13:29.000]  當人擁有權力
[00:13:29.000 --> 00:13:31.000]  槍枝就是權力
[00:13:31.000 --> 00:13:32.000]  當人擁有權力
[00:13:32.000 --> 00:13:37.000]  而內心的情緒不受控的時候
[00:13:37.000 --> 00:13:39.000]  告訴我們
[00:13:39.000 --> 00:13:43.000]  權力往往就是失控情緒的
[00:13:43.000 --> 00:13:45.000]  一個宣洩的出口
[00:13:45.000 --> 00:13:47.000]  是不是
[00:13:47.000 --> 00:13:50.000]  就好像一個堤壩
[00:13:50.000 --> 00:13:52.000]  突然間有個洞
[00:13:52.000 --> 00:13:55.000]  那些洪水就從洞裡衝出來
[00:13:55.000 --> 00:13:58.000]  當人的情緒有極度的憤怒
[00:13:58.000 --> 00:14:03.000]  而手裡拿著一袋機槍的時候
[00:14:03.000 --> 00:14:06.000]  不難想像那個後果是怎樣
[00:14:06.000 --> 00:14:07.000]  我常常在想
[00:14:07.000 --> 00:14:09.000]  哈曼這個故事裡的主角
[00:14:09.000 --> 00:14:10.000]  哈曼其實豈不是就是
[00:14:10.000 --> 00:14:12.000]  這樣的光景裡面嗎
[00:14:12.000 --> 00:14:13.000]  聖經告訴我們
[00:14:13.000 --> 00:14:15.000]  他是怒氣填空
[00:14:15.000 --> 00:14:17.000]  當墨底改不下拜他的時候
[00:14:17.000 --> 00:14:21.000]  他所自我膨脹的那個自我
[00:14:21.000 --> 00:14:23.000]  被傷害
[00:14:23.000 --> 00:14:26.000]  他的心因此而充滿憤怒
[00:14:26.000 --> 00:14:28.000]  用回拖狗的例子
[00:14:28.000 --> 00:14:29.000]  本來拖著一隻狗
[00:14:29.000 --> 00:14:33.000]  突然間這隻狗變了一隻狼
[00:14:33.000 --> 00:14:36.000]  還變了一隻嗜血的狼
[00:14:36.000 --> 00:14:37.000]  在這樣的情況下
[00:14:37.000 --> 00:14:40.000]  你應該更加抓緊那條狗帶
[00:14:40.000 --> 00:14:45.000]  但是哈曼卻是放了這條狗帶
[00:14:45.000 --> 00:14:49.000]  讓一隻嗜血的狼失控
[00:14:49.000 --> 00:14:51.000]  跑了出去
[00:14:51.000 --> 00:14:52.000]  在這樣的情況下
[00:14:52.000 --> 00:14:55.000]  不流血是不會停止的
[00:14:55.000 --> 00:15:01.000]  不知道大家有沒有試過報復
[00:15:01.000 --> 00:15:03.000]  大家有沒有試過報仇
[00:15:03.000 --> 00:15:05.000]  心裡面很憤怒的時候
[00:15:05.000 --> 00:15:06.000]  報仇
[00:15:06.000 --> 00:15:08.000]  有沒有試過
[00:15:08.000 --> 00:15:10.000]  我們都知道報仇是不對的
[00:15:10.000 --> 00:15:12.000]  是神所不起悅的
[00:15:12.000 --> 00:15:14.000]  但是不能不承認
[00:15:14.000 --> 00:15:15.000]  有時候報復
[00:15:15.000 --> 00:15:17.000]  是帶來片刻的什麼
[00:15:17.000 --> 00:15:18.000]  喜悅
[00:15:18.000 --> 00:15:20.000]  是吧
[00:15:20.000 --> 00:15:22.000]  我不知道大家有沒有試過
[00:15:22.000 --> 00:15:26.000]  被水疾咬過
[00:15:26.000 --> 00:15:27.000]  有沒有試過
[00:15:27.000 --> 00:15:30.000]  那些蝦子黏在你的皮膚上
[00:15:30.000 --> 00:15:32.000]  一條小小的東西
[00:15:32.000 --> 00:15:34.000]  就會變得很漲大
[00:15:34.000 --> 00:15:36.000]  因為吸了你的血
[00:15:36.000 --> 00:15:38.000]  變得很漲大
[00:15:38.000 --> 00:15:40.000]  我經常被這些水疾咬
[00:15:40.000 --> 00:15:42.000]  特別是下雨之後
[00:15:42.000 --> 00:15:43.000]  我做花園的時候
[00:15:43.000 --> 00:15:44.000]  就會被牠咬
[00:15:44.000 --> 00:15:46.000]  開始的時候你不會察覺的
[00:15:46.000 --> 00:15:47.000]  到你察覺的時候
[00:15:47.000 --> 00:15:48.000]  你看到那條東西
[00:15:48.000 --> 00:15:49.000]  已經很大一條
[00:15:49.000 --> 00:15:51.000]  吸滿你的血了
[00:15:51.000 --> 00:15:53.000]  你通常怎麼處置牠
[00:15:53.000 --> 00:15:54.000]  如果沒有試過的話
[00:15:54.000 --> 00:15:55.000]  我告訴大家
[00:15:55.000 --> 00:15:56.000]  千萬不要拔掉牠
[00:15:56.000 --> 00:15:58.000]  因為拔掉牠之後
[00:15:58.000 --> 00:16:00.000]  傷口很難止血的
[00:16:00.000 --> 00:16:01.000]  你知道為什麼嗎
[00:16:01.000 --> 00:16:03.000]  通常你撒點鹽上去
[00:16:03.000 --> 00:16:06.000]  那條水疾就會自己掉下來
[00:16:06.000 --> 00:16:08.000]  掉下來之後怎麼樣
[00:16:08.000 --> 00:16:10.000]  通常最好你用東西包住
[00:16:10.000 --> 00:16:11.000]  丟掉
[00:16:11.000 --> 00:16:13.000]  不過我通常就不是這樣做
[00:16:13.000 --> 00:16:16.000]  我通常看到牠躺在這裡的時候
[00:16:16.000 --> 00:16:19.000]  我用鹽堆在小山上
[00:16:19.000 --> 00:16:22.000]  師母就會說
[00:16:22.000 --> 00:16:24.000]  說什麼這麼浪費鹽
[00:16:24.000 --> 00:16:27.000]  我要去賠償
[00:16:27.000 --> 00:16:30.000]  這個就是報仇
[00:16:30.000 --> 00:16:31.000]  報仇是真的可以帶來
[00:16:31.000 --> 00:16:32.000]  短暫的滿足
[00:16:32.000 --> 00:16:35.000]  所以大家千萬不要學我
[00:16:35.000 --> 00:16:37.000]  報仇是會帶來短暫的滿足
[00:16:37.000 --> 00:16:38.000]  但是耶穌基督給了我們
[00:16:38.000 --> 00:16:41.000]  一個很不同的教導
[00:16:41.000 --> 00:16:42.000]  主耶穌說什麼呢
