
[00:00:00.000 --> 00:00:01.280]  各位親愛的兄姊妹
[00:03:17.980 --> 00:03:19.980]  耶穌基督就是稱讚了彼得
[00:03:19.980 --> 00:03:20.980]  讚賞他
[00:03:20.980 --> 00:03:22.980]  接著就說到
[00:03:22.980 --> 00:03:24.980]  你要得到福氣了
[00:03:24.980 --> 00:03:26.980]  因為這個絕對不是
[00:03:26.980 --> 00:03:28.980]  你自己人所想到的東西
[00:03:28.980 --> 00:03:30.980]  但是今天我們就會講到
[00:03:30.980 --> 00:03:32.980]  神更加將這個權柄
[00:03:32.980 --> 00:03:35.980]  去賜給他
[00:03:35.980 --> 00:03:39.980]  講到今天教會是要得勝的
[00:03:39.980 --> 00:03:43.980]  請大家去看這一段經文
[00:03:43.980 --> 00:03:45.980]  這段經文怎麼說呢
[00:03:45.980 --> 00:03:47.980]  我還要告訴你
[00:03:47.980 --> 00:03:48.980]  你是彼得
[00:03:48.980 --> 00:03:53.980]  我要將教會建造在盆石上
[00:03:53.980 --> 00:03:57.980]  陰間的權柄不能勝過他
[00:03:57.980 --> 00:03:59.980]  大家留意到
[00:03:59.980 --> 00:04:02.980]  這個他是什麼意思呢
[00:04:02.980 --> 00:04:05.980]  這個他原來在原文裡面
[00:04:05.980 --> 00:04:08.980]  是陰性就是女性
[00:04:08.980 --> 00:04:10.980]  所以絕對指出
[00:04:10.980 --> 00:04:15.980]  今天陰間的權柄不能勝過他
[00:04:15.980 --> 00:04:18.980]  就不是指出不能勝過彼得
[00:04:18.980 --> 00:04:22.980]  是不能勝過教會
[00:04:22.980 --> 00:04:24.980]  我們要了解一下
[00:04:24.980 --> 00:04:28.980]  陰間和地獄是有什麼分別呢
[00:04:28.980 --> 00:04:30.980]  人們都很容易將這兩樣東西
[00:04:30.980 --> 00:04:32.980]  混淆了
[00:04:32.980 --> 00:04:35.980]  原來陰間和地獄是有分別的
[00:04:35.980 --> 00:04:38.980]  地獄在《馬太福音》裡面
[00:04:38.980 --> 00:04:40.980]  是有記載的
[00:04:40.980 --> 00:04:43.980]  在《馬太福音》第5章22節
[00:04:43.980 --> 00:04:44.980]  29到30節
[00:04:44.980 --> 00:04:46.980]  《老九福音》第12章5節
[00:04:46.980 --> 00:04:48.980]  《雅各書》第3章第6節
[00:04:48.980 --> 00:04:49.980]  是筆記也有的
[00:04:49.980 --> 00:04:51.980]  這個字是源於希伯來文
[00:04:51.980 --> 00:04:55.980]  「恩戀子谷」這個字
[00:04:55.980 --> 00:04:57.980]  「恩戀子谷」從哪裡來呢
[00:04:57.980 --> 00:04:59.980]  就是在耶路撒冷的附近
[00:04:59.980 --> 00:05:01.980]  在《約書一記》第15章第8節裡面
[00:05:01.980 --> 00:05:03.980]  是有提及到的
[00:05:03.980 --> 00:05:06.980]  這個地方其實是一個污穢的地方
[00:05:06.980 --> 00:05:07.980]  為什麼呢
[00:05:07.980 --> 00:05:09.980]  因為信奉異教的人
[00:05:09.980 --> 00:05:10.980]  很恐怖
[00:05:10.980 --> 00:05:12.980]  竟然在這個地方
[00:05:12.980 --> 00:05:14.980]  焚燒自己的子女
[00:05:14.980 --> 00:05:16.980]  作為祭品獻給了
[00:05:16.980 --> 00:05:18.980]  相信的那個假神
[00:05:18.980 --> 00:05:19.980]  在歷代之下
[00:05:19.980 --> 00:05:23.980]  28章第3節都有提及到的
[00:05:23.980 --> 00:05:25.980]  而後期猶太人
[00:05:25.980 --> 00:05:28.980]  就以「地獄」這個字
[00:05:28.980 --> 00:05:32.980]  來描繪了神懲罰人的地方
[00:05:32.980 --> 00:05:33.980]  因為當中
[00:05:33.980 --> 00:05:36.980]  他們來獻祭的時候有火
[00:05:36.980 --> 00:05:39.980]  但是有不滅的火來焚燒
[00:05:39.980 --> 00:05:41.980]  為什麼呢
[00:05:41.980 --> 00:05:45.980]  就好像這個就是
[00:05:45.980 --> 00:05:47.980]  火是神的刑罰來的
[00:05:47.980 --> 00:05:50.980]  神用火作為一個刑罰
[00:05:50.980 --> 00:05:51.980]  我們看看
[00:05:51.980 --> 00:05:55.980]  《生命記》32章第22節
[00:05:55.980 --> 00:05:58.980]  「因為我在路中有火焚燒
[00:05:58.980 --> 00:06:01.980]  直燒到極深的陰間
[00:06:01.980 --> 00:06:04.980]  把地和地的出產
[00:06:04.980 --> 00:06:05.980]  盡都焚燒
[00:06:05.980 --> 00:06:08.980]  山的根基也燒著了」
[00:06:08.980 --> 00:06:10.980]  說到神要審判的時候
[00:06:10.980 --> 00:06:14.980]  他就用火來審判人
[00:06:14.980 --> 00:06:15.980]  這個時候
[00:06:15.980 --> 00:06:18.980]  他們也有相同的信念
[00:06:18.980 --> 00:06:22.980]  地獄的火是永遠不滅的
[00:06:22.980 --> 00:06:26.980]  《萬里風音》25章第41節
[00:06:26.980 --> 00:06:29.980]  「到黃右向那左邊的船
[00:06:29.980 --> 00:06:32.980]  你們這些被咒咒的人離開我
[00:06:32.980 --> 00:06:35.980]  進入了為魔鬼和他的使者
[00:06:35.980 --> 00:06:39.980]  所預備的永火裡」
[00:06:39.980 --> 00:06:42.980]  是永遠焚燒的火焰
[00:06:42.980 --> 00:06:44.980]  更加清楚
[00:06:44.980 --> 00:06:47.980]  在《啟示錄》第20章第10節怎麼說呢
[00:06:47.980 --> 00:06:50.980]  「迷惑他們的魔鬼
[00:06:50.980 --> 00:06:53.980]  被冰在硫磺的火湖裡
[00:06:53.980 --> 00:06:57.980]  就是獸和假仙之所在的地方
[00:06:57.980 --> 00:07:01.980]  他們必晝夜受痛苦直到永遠遠
[00:07:01.980 --> 00:07:04.980]  地獄是有火的」
[00:07:04.980 --> 00:07:07.980]  剛才說到恩戀子谷這個地方
[00:07:07.980 --> 00:07:13.980]  就是地獄這個字的演變出來
[00:07:13.980 --> 00:07:17.980]  剛才說到他們在拜那些假神
[00:07:17.980 --> 00:07:19.980]  焚燒自己的兒女
[00:07:19.980 --> 00:07:20.980]  所以要被神要審判
[00:07:20.980 --> 00:07:22.980]  另外一邊是什麼呢
[00:07:22.980 --> 00:07:23.980]  你記住
[00:07:23.980 --> 00:07:27.980]  現在我們那些垃圾就扔到堆填區
[00:07:27.980 --> 00:07:30.980]  或者焚化爐去焚燒
[00:07:30.980 --> 00:07:32.980]  但是那個年代是怎麼樣呢
[00:07:32.980 --> 00:07:34.980]  就是把城裡的垃圾
[00:07:34.980 --> 00:07:38.980]  扔到恩戀子谷那裡來帶去焚燒
[00:07:38.980 --> 00:07:41.980]  整個城裡有很多垃圾
[00:07:41.980 --> 00:07:45.980]  所以那些火永遠不會來帶去停息的
[00:07:45.980 --> 00:07:48.980]  因為不斷源源供應
[00:07:48.980 --> 00:07:49.980]  燒這些垃圾
[00:07:49.980 --> 00:07:51.980]  所以地獄他們說
[00:07:51.980 --> 00:07:54.980]  就是永遠的火來帶去焚燒
[00:07:54.980 --> 00:07:55.980]  是痛苦的
[00:07:55.980 --> 00:07:58.980]  意思是什麼呢
[00:07:58.980 --> 00:08:03.980]  就是指今天神會作出終極的審判
[00:08:03.980 --> 00:08:08.980]  這個審判如果叛逆神的
[00:08:08.980 --> 00:08:10.980]  多次聽明救恩
[00:08:10.980 --> 00:08:12.980]  但是不肯相信的時候
[00:08:12.980 --> 00:08:15.980]  他要受自己犯罪的刑罰
[00:08:15.980 --> 00:08:19.980]  那就要面對地獄的焚燒了
[00:08:19.980 --> 00:08:21.980]  這裡陰間是什麼呢
[00:08:21.980 --> 00:08:23.980]  陰間和地獄
[00:08:23.980 --> 00:08:25.980]  原來是他們希伯來人的想法
[00:08:25.980 --> 00:08:26.980]  是有一些不同的
[00:08:26.980 --> 00:08:28.980]  陰間不等於地獄
[00:08:28.980 --> 00:08:30.980]  陰間是什麼呢
[00:08:30.980 --> 00:08:34.980]  死了的人去那個暫時居住的地方
[00:08:34.980 --> 00:08:36.980]  在下界來的
[00:08:36.980 --> 00:08:39.980]  這個字也包含了墳墓
[00:08:39.980 --> 00:08:43.980]  地府和死亡的狀態的觀念
[00:08:43.980 --> 00:08:46.980]  近東一帶的地方
[00:08:46.980 --> 00:08:49.980]  都有類似這樣的信念
[00:08:49.980 --> 00:08:52.980]  我們中國人都有陰間
[00:08:52.980 --> 00:08:53.980]  陰曹地府
[00:08:53.980 --> 00:08:56.980]  有地獄 但是我們會暈眩一潭
[00:08:56.980 --> 00:09:00.980]  其實這個就是描述一個死人
[00:09:00.980 --> 00:09:04.980]  在一個地下的警局裏面
[00:09:04.980 --> 00:09:08.980]  是由他們自己的神去管轄的
[00:09:08.980 --> 00:09:10.980]  這是在近東裏面所想的
[00:09:10.980 --> 00:09:11.980]  但事實上
[00:09:11.980 --> 00:09:15.980]  耶和華就是陰間的統治者
[00:09:15.980 --> 00:09:17.980]  陰間是什麼呢
[00:09:17.980 --> 00:09:19.980]  是地的深處
[00:09:19.980 --> 00:09:23.980]  在C篇86篇第13節裏面
[00:09:23.980 --> 00:09:25.980]  是有這樣說的
[00:09:25.980 --> 00:09:28.980]  而且在陰間的地方是黑暗的
[00:09:28.980 --> 00:09:30.980]  是無光的
[00:09:30.980 --> 00:09:33.980]  約百記第十章21節就有了
[00:09:33.980 --> 00:09:36.980]  還有就是寂靜的地方
[00:09:36.980 --> 00:09:40.980]  是完全不會有什麼活動
[00:09:40.980 --> 00:09:44.980]  以及是沒有人去過的
[00:09:44.980 --> 00:09:47.980]  大家可以參考C篇第88篇
[00:09:47.980 --> 00:09:50.980]  有解釋到陰間是什麼一回事
[00:09:50.980 --> 00:09:55.980]  陰間始終是一個充滿了軟弱
[00:09:55.980 --> 00:09:58.980]  缺乏喜樂的一個地方
[00:09:58.980 --> 00:10:00.980]  在他們的信念裏面
[00:10:00.980 --> 00:10:03.980]  陰間不是一個懲罰的地方
[00:10:03.980 --> 00:10:05.980]  這個是過渡期
[00:10:05.980 --> 00:10:06.980]  中轉站
[00:10:06.980 --> 00:10:08.980]  就好像我要轉車
[00:10:08.980 --> 00:10:10.980]  好了 我上利物浦
[00:10:10.980 --> 00:10:12.980]  來到八明漢
[00:10:12.980 --> 00:10:14.980]  去到八明漢的時候
[00:10:14.980 --> 00:10:18.980]  還不夠時間有新的班次
[00:10:18.980 --> 00:10:19.980]  上到去利物浦
[00:10:19.980 --> 00:10:26.980]  於是可能我就在後車室那裏去等
[00:10:26.980 --> 00:10:31.980]  後車室就是等候我預備再去另外一個地方
[00:10:31.980 --> 00:10:34.980]  陰間就有這樣的意思
[00:10:34.980 --> 00:10:36.980]  就是等候的地方
[00:10:36.980 --> 00:10:39.980]  原初的猶太人相信
[00:10:39.980 --> 00:10:43.980]  所有死了的人都會去到陰間那裏
[00:10:43.980 --> 00:10:45.980]  好了 剛才我又看到
[00:10:45.980 --> 00:10:49.980]  那個權柄並不能夠勝過他
[00:10:49.980 --> 00:10:52.980]  權柄原來的文字是什麼呢
[00:10:52.980 --> 00:10:54.980]  就是指門
[00:10:54.980 --> 00:10:57.980]  或者是指閘門的意思
[00:10:57.980 --> 00:10:59.980]  其中一個作用就是
[00:10:59.980 --> 00:11:03.980]  那些人把東西留在裏面
[00:11:03.980 --> 00:11:04.980]  譬如你家裏
[00:11:04.980 --> 00:11:05.980]  你買了東西
[00:11:05.980 --> 00:11:06.980]  你開門
[00:11:06.980 --> 00:11:08.980]  開了門之後
[00:11:08.980 --> 00:11:09.980]  你就等入屋了
[00:11:09.980 --> 00:11:10.980]  你關上門
[00:11:10.980 --> 00:11:12.980]  你買了的東西
[00:11:12.980 --> 00:11:13.980]  可能是貴重的
[00:11:13.980 --> 00:11:16.980]  或者是普通的廚具都好
[00:11:16.980 --> 00:11:18.980]  就留在你家裏面
[00:11:18.980 --> 00:11:20.980]  一個人進入家裏的時候
[00:11:20.980 --> 00:11:22.980]  就會關上這裏的門
[00:11:22.980 --> 00:11:24.980]  但是我們主耶穌是怎樣
[00:11:24.980 --> 00:11:27.980]  是得勝了死亡
[00:11:27.980 --> 00:11:31.980]  所以陰間並不能夠拘禁他
[00:11:31.980 --> 00:11:35.980]  我們一起來看《司徒行傳》第二章
[00:11:35.980 --> 00:11:37.980]  23到24節
[00:11:37.980 --> 00:11:43.980]  它既藉著神的定旨 先見 被交予人
[00:11:43.980 --> 00:11:47.980]  你們就藉著無法知人的手
[00:11:47.980 --> 00:11:51.980]  把它釘在十字架上 殺了
[00:11:51.980 --> 00:11:52.980]  好了
[00:11:52.980 --> 00:11:56.980]  但是神卻將死的痛苦解釋了
[00:11:56.980 --> 00:11:58.980]  叫他復活
[00:11:58.980 --> 00:12:01.980]  因為他原不能被死拘禁
[00:12:01.980 --> 00:12:03.980]  這裏很清楚
[00:12:03.980 --> 00:12:06.980]  我們每一個相信神的人
[00:12:06.980 --> 00:12:08.980]  我們就不再懼怕死亡
[00:12:08.980 --> 00:12:10.980]  我們不再懼怕
[00:12:10.980 --> 00:12:13.980]  就是死了之後不知道去哪裏
[00:12:13.980 --> 00:12:16.980]  現在錄影給大家的時候
[00:12:16.980 --> 00:12:19.980]  是農曆的9月初九
[00:12:19.980 --> 00:12:20.980]  10月4號
[00:12:20.980 --> 00:12:22.980]  其實都很矛盾的
[00:12:22.980 --> 00:12:25.980]  10月4號今天是我結婚紀念日
[00:12:25.980 --> 00:12:28.980]  但是重九就是紀念先人日
[00:12:28.980 --> 00:12:31.980]  近期都特別想起我的媽媽
[00:12:31.980 --> 00:12:34.980]  和我小時候的爸爸
[00:12:34.980 --> 00:12:36.980]  媽媽離開了我已經很多年了
[00:12:36.980 --> 00:12:38.980]  1978年的時候離開世界
[00:12:38.980 --> 00:12:40.980]  但是我曾經和大家分享過
[00:12:40.980 --> 00:12:43.980]  當媽媽被癌症折磨的時候
[00:12:43.980 --> 00:12:45.980]  她很害怕
[00:12:45.980 --> 00:12:48.980]  她不知道自己會去哪裏
[00:12:48.980 --> 00:12:49.980]  甚至有一次問我
[00:12:49.980 --> 00:12:51.980]  她說我死了之後會去哪裏
[00:12:51.980 --> 00:12:52.980]  我就問她
[00:12:52.980 --> 00:12:53.980]  你一路都拜金菩薩的
[00:12:53.980 --> 00:12:55.980]  媽媽你不知道你自己會去哪裏嗎
[00:12:55.980 --> 00:12:59.980]  她是完全絕望的眼神
[00:12:59.980 --> 00:13:04.980]  不敢再回答我 另一邊流眼淚
[00:13:04.980 --> 00:13:08.980]  但是直到1978年的6月3號
[00:13:08.980 --> 00:13:09.980]  我去探望她的時候
[00:13:09.980 --> 00:13:11.980]  她已經病入膏肓
[00:13:11.980 --> 00:13:13.980]  已經面對死亡
[00:13:13.980 --> 00:13:15.980]  我媽媽在6月6號離開世界
[00:13:15.980 --> 00:13:17.980]  就是三天之後就離開世界了
[00:13:17.980 --> 00:13:19.980]  但是我第一次看到她笑
[00:13:19.980 --> 00:13:22.980]  我問她為什麼你會笑 媽媽
[00:13:22.980 --> 00:13:25.980]  我媽媽指著上面
[00:13:25.980 --> 00:13:27.980]  我就問她你信了耶穌
[00:13:27.980 --> 00:13:29.980]  她抖頭
[00:13:29.980 --> 00:13:32.980]  原來很感恩神透過我一個的會友
[00:13:32.980 --> 00:13:33.980]  她剛剛在醫院做護士
[00:13:33.980 --> 00:13:35.980]  後來再和她傳福金
[00:13:35.980 --> 00:13:36.980]  已經信了耶穌
[00:13:36.980 --> 00:13:39.980]  我媽媽已經得到這份平安
[00:13:39.980 --> 00:13:40.980]  很大的轉變
[00:13:40.980 --> 00:13:42.980]  不再流眼淚
[00:13:42.980 --> 00:13:43.980]  三天之後
[00:13:43.980 --> 00:13:45.980]  很平靜地
[00:13:45.980 --> 00:13:47.980]  好像在睡覺一樣
[00:13:47.980 --> 00:13:50.980]  一口氣慢慢慢慢消失
[00:13:50.980 --> 00:13:52.980]  就離開了世界
[00:13:52.980 --> 00:13:53.980]  我深深體會到
[00:13:53.980 --> 00:13:55.980]  當她信了主的時候
[00:13:55.980 --> 00:13:58.980]  她就有這份盼望
[00:13:58.980 --> 00:13:59.980]  所以今天
[00:13:59.980 --> 00:14:01.980]  有一個很肯定的事實
[00:14:01.980 --> 00:14:03.980]  就是主耶穌祂復活
[00:14:03.980 --> 00:14:06.980]  死亡不能拘禁
[00:14:06.980 --> 00:14:09.980]  陰間不能拘留
[00:14:09.980 --> 00:14:12.980]  祂復活使救人得以完成
[00:14:12.980 --> 00:14:14.980]  並且帶給我們每一個人
[00:14:14.980 --> 00:14:16.980]  都有這個得救的盼望
[00:14:16.980 --> 00:14:19.980]  在《仕途行傳》裡面
[00:14:19.980 --> 00:14:21.980]  很清楚地來帶去
[00:14:21.980 --> 00:14:23.980]  給我們看到
[00:14:23.980 --> 00:14:27.980]  今天 因你必不將我的靈魂
[00:14:27.980 --> 00:14:29.980]  撇在陰間
[00:14:29.980 --> 00:14:32.980]  也不叫你的聖者見扭壞
[00:14:32.980 --> 00:14:34.980]  這裡是很清楚的
[00:14:34.980 --> 00:14:37.980]  而哥林多前書的
[00:14:37.980 --> 00:14:41.980]  第15章20到21節
[00:14:41.980 --> 00:14:44.980]  也都很清楚地來帶去
[00:14:44.980 --> 00:14:46.980]  說到當主耶穌復活的時候
[00:14:46.980 --> 00:14:50.980]  我們就不再有這個懼怕
[00:14:50.980 --> 00:14:52.980]  第15章20到21節
[00:14:52.980 --> 00:14:54.980]  說到當主耶穌復活的時候
[00:14:54.980 --> 00:14:57.980]  就成為碎鳥之人初屬的果子
[00:14:57.980 --> 00:15:00.980]  所以我們就有這份盼望
[00:15:00.980 --> 00:15:02.980]  因為每一個信徒的人
[00:15:02.980 --> 00:15:04.980]  就不再懼怕死亡
[00:15:04.980 --> 00:15:06.980]  而教會是什麼
[00:15:06.980 --> 00:15:10.980]  教會就是由屬神的人組成的
[00:15:10.980 --> 00:15:13.980]  教會就是彌賽亞的團體
[00:15:13.980 --> 00:15:15.980]  所以陰間的權勢
[00:15:15.980 --> 00:15:18.980]  不能夠勝過教會
[00:15:18.980 --> 00:15:22.980]  教會就是一個德性的群體
[00:15:22.980 --> 00:15:24.980]  同樣在教會歷史裏面
[00:15:24.980 --> 00:15:26.980]  我們都見到
[00:15:26.980 --> 00:15:28.980]  陰間的權勢都不能夠勝過它
[00:15:28.980 --> 00:15:30.980]  不論主耶穌升天之後
[00:15:30.980 --> 00:15:33.980]  教會就開始了
[00:15:33.980 --> 00:15:34.980]  但是不要忘記
[00:15:34.980 --> 00:15:36.980]  開始頭三百年
[00:15:36.980 --> 00:15:39.980]  它是被羅馬政府不斷地迫害
[00:15:39.980 --> 00:15:42.980]  很多基督徒被殺
[00:15:42.980 --> 00:15:45.980]  好像很失敗那樣
[00:15:45.980 --> 00:15:48.980]  而在歷史裏面都記載了
[00:15:48.980 --> 00:15:50.980]  羅馬有十次
[00:15:50.980 --> 00:15:52.980]  很有規模的利大人
[00:15:52.980 --> 00:15:55.980]  去迫害那些信徒
[00:15:55.980 --> 00:15:57.980]  使得他們利大人受苦
[00:15:57.980 --> 00:15:59.980]  但是最後
[00:15:59.980 --> 00:16:02.980]  教會卻是屹立不倒
[00:16:02.980 --> 00:16:04.980]  而羅馬也都成為
[00:16:04.980 --> 00:16:06.980]  基督教的國度
[00:16:06.980 --> 00:16:08.980]  當我看到神的保守
[00:16:08.980 --> 00:16:10.980]  當然現在在這個世代裏面
[00:16:10.980 --> 00:16:12.980]  有很多回教的國家
[00:16:12.980 --> 00:16:14.980]  或者共產政權
[00:16:14.980 --> 00:16:17.980]  都在迫害很多基督徒
[00:16:17.980 --> 00:16:19.980]  他們都在受苦
[00:16:19.980 --> 00:16:21.980]  但他們卻不能夠將教會
[00:16:21.980 --> 00:16:23.980]  完全的利用消滅
[00:16:23.980 --> 00:16:25.980]  但是我們又不能夠
[00:16:25.980 --> 00:16:27.980]  抹殺一個事實
[00:16:27.980 --> 00:16:29.980]  就是教會
[00:16:29.980 --> 00:16:31.980]  都有很多不足的地方
[00:16:31.980 --> 00:16:33.980]  因為教會由人來帶去組成的
[00:16:33.980 --> 00:16:35.980]  那時候
[00:16:35.980 --> 00:16:37.980]  我們怎可以說教會是一個
[00:16:37.980 --> 00:16:39.980]  德性的群體呢
[00:16:39.980 --> 00:16:41.980]  我們都有我們的脆弱
[00:16:41.980 --> 00:16:44.980]  記不記得一首詩歌
[00:16:44.980 --> 00:16:46.980]  叫做《教會根基》
[00:16:46.980 --> 00:16:48.980]  是很寶貴的
[00:16:48.980 --> 00:16:50.980]  《教會根基》是第三節
[00:16:50.980 --> 00:16:52.980]  給我們看到
[00:16:52.980 --> 00:16:54.980]  雖他受盡了困難
[00:16:54.980 --> 00:16:57.980]  旁人嘲笑羈平
[00:16:57.980 --> 00:17:00.980]  內憎分裂了他身
[00:17:00.980 --> 00:17:02.980]  異端叛道離京
[00:17:02.980 --> 00:17:05.980]  聖徒警醒心朝聞
[00:17:05.980 --> 00:17:08.980]  黑夜到底多長
[00:17:08.980 --> 00:17:11.980]  但是卑鄙變個性
[00:17:11.980 --> 00:17:13.980]  轉瞬變見神光
[00:17:13.980 --> 00:17:17.980]  一首傳統的詩歌
[00:17:17.980 --> 00:17:19.980]  基督就是教會的根基
[00:17:19.980 --> 00:17:22.980]  雖然教會有很多不足的地方
[00:17:22.980 --> 00:17:27.980]  但是仍然教會有一天會得勝
[00:17:27.980 --> 00:17:29.980]  好了
[00:17:29.980 --> 00:17:31.980]  就是我們要知道
[00:17:31.980 --> 00:17:35.980]  原來今天神的心意是什麼呢
[00:17:35.980 --> 00:17:38.980]  就是要教會來帶去完成
[00:17:38.980 --> 00:17:40.980]  神的救贖
[00:17:40.980 --> 00:17:43.980]  也是透過教會來彰顯人
[00:17:43.980 --> 00:17:46.980]  所以我們絕對不應該
[00:17:46.980 --> 00:17:49.980]  因為失望而放棄
[00:17:49.980 --> 00:17:53.980]  不應該曾經受傷而退縮
[00:17:53.980 --> 00:17:57.980]  更加不應該因為我們受挫而灰心
[00:17:57.980 --> 00:17:59.980]  我們仍然要積極面對
[00:17:59.980 --> 00:18:01.980]  毀身給我們的主
[00:18:01.980 --> 00:18:04.980]  這個是很重要的
[00:18:04.980 --> 00:18:07.980]  就好像當年我90年開始
[00:18:07.980 --> 00:18:10.980]  到公元300年的時候
[00:18:10.980 --> 00:18:13.980]  很多信徒都在苦難當中
[00:18:13.980 --> 00:18:17.980]  但是我們絕對沒有放棄他們的信仰
[00:18:17.980 --> 00:18:19.980]  因為深信主的應許
[00:18:19.980 --> 00:18:22.980]  必定會來帶去成就
[00:18:22.980 --> 00:18:23.980]  好了
[00:18:23.980 --> 00:18:25.980]  彼得說到
[00:18:25.980 --> 00:18:27.980]  耶穌基督
[00:18:27.980 --> 00:18:29.980]  你就是永生神的兒子的時候
[00:18:29.980 --> 00:18:32.980]  耶穌基督稱讚他
[00:18:32.980 --> 00:18:34.980]  然後將這個權柄
