
[00:00:00.000 --> 00:00:05.720]  今天我們要講的是面對爭執的智慧和心態
[00:02:59.920 --> 00:03:05.920]  儘管我不善辭令,但在知識方面卻不貧乏
[00:03:05.920 --> 00:03:10.240]  這一點,我們在各方面,在各樣的事上
[00:03:10.240 --> 00:03:14.240]  都已經向你們顯明了
[00:03:14.240 --> 00:03:17.820]  這群超級使徒很有趣
[00:03:17.820 --> 00:03:21.420]  他自命不凡,自吹自擂
[00:03:21.420 --> 00:03:24.740]  他認為自己才是最大的使徒,為什麼呢?
[00:03:24.740 --> 00:03:29.620]  如果我們看回和合本,一讀就更加有深入的印象
[00:03:29.620 --> 00:03:33.040]  保羅在和合本,同一個11章5到6節這樣說
[00:03:33.040 --> 00:03:38.080]  但我想,我一點都不在那最大使徒之下
[00:03:38.080 --> 00:03:41.920]  我不是在他們自稱最大使徒之下,不是
[00:03:41.920 --> 00:03:45.760]  保羅說,我雖然言語是粗俗
[00:03:45.760 --> 00:03:49.160]  所以有些人會說,保羅你說話很粗俗,為什麼呢?
[00:03:49.160 --> 00:03:54.260]  因為原本是說希臘人很喜歡修辭學
[00:03:54.260 --> 00:03:55.980]  辯論的時候修辭很漂亮
[00:03:55.980 --> 00:03:58.580]  但保羅很直接的,不修辭的
[00:03:58.580 --> 00:04:02.480]  所以如果直接譯的話,他不是一個不訓練的使徒
[00:04:02.480 --> 00:04:07.780]  我不是善於辭令,如果他們和合本譯,雖然粗俗
[00:04:07.780 --> 00:04:10.780]  但我的知識卻不粗俗
[00:04:10.780 --> 00:04:15.980]  「這是我們在凡事上向你們眾人顯明」
[00:04:15.980 --> 00:04:20.380]  所以他面對這些所謂的最大使徒
[00:04:20.380 --> 00:04:23.780]  他們時時反對保羅,質疑保羅的身份
[00:04:23.780 --> 00:04:25.480]  貶低他的地位
[00:04:25.480 --> 00:04:33.180]  可能他的說話教導,他對金錢的奉獻的做法
[00:04:33.180 --> 00:04:39.080]  言語攻擊保羅,削弱保羅在教會的影響力
[00:04:39.080 --> 00:04:46.680]  教會有些人聽到這班所謂的超級使徒的教唆
[00:04:46.680 --> 00:04:48.980]  站在一旁,我們很多時候都是這樣
[00:04:48.980 --> 00:04:51.980]  站在一旁,大力反對保羅
[00:04:51.980 --> 00:04:56.980]  所以那一刻,保羅在哥倫多的前書寫了一段
[00:04:56.980 --> 00:05:02.280]  我們上次提過,第一講他寫了三封信,我再提
[00:05:02.280 --> 00:05:06.380]  今天我們會說,究竟保羅面對這些反對的聲音
[00:05:06.380 --> 00:05:07.980]  他有什麼回應
[00:05:07.980 --> 00:05:11.980]  而他的回應對我們有什麼啟發
[00:05:11.980 --> 00:05:16.880]  所以今天我們同樣會用三點來看下去
[00:05:16.880 --> 00:05:18.880]  先看第一點
[00:05:18.880 --> 00:05:23.480]  忍耐等待最好的時機
[00:05:23.480 --> 00:05:29.780]  我們進去見到,在第一章二十三節
[00:05:29.780 --> 00:05:32.280]  他這樣說,保羅進入去,我們一起讀
[00:05:32.280 --> 00:05:33.280]  一二三
[00:05:33.280 --> 00:05:37.080]  我呼籲神給我的心作見證
[00:05:37.080 --> 00:05:42.880]  我沒有往哥倫多去示,為要寬容你們
[00:05:42.880 --> 00:05:47.780]  他好像說,我呼籲神給我心作見證的意思是
[00:05:47.780 --> 00:05:53.280]  我所做的事,如果你看回他原本的意思是更加之有力
[00:05:53.280 --> 00:05:55.280]  我問心無愧
[00:05:55.280 --> 00:05:57.280]  我做的事是真誠
[00:05:57.280 --> 00:06:02.180]  神在我前面,如果我又做錯事,我又說謊
[00:06:02.180 --> 00:06:04.180]  神就罰我
[00:06:04.180 --> 00:06:08.180]  所以他說,我呼籲神給我心作見證
[00:06:08.180 --> 00:06:09.980]  這個很值得我們學習
[00:06:09.980 --> 00:06:11.480]  他在說什麼呢
[00:06:11.480 --> 00:06:16.180]  他說原來在爭執的時候,不單是兩方面
[00:06:16.180 --> 00:06:18.180]  我們還要向神交仗
[00:06:18.180 --> 00:06:19.580]  他要交什麼仗
[00:06:19.580 --> 00:06:21.380]  在第二章後面他要說
[00:06:21.380 --> 00:06:24.580]  我沒有往哥倫多去示,為要寬容你們
[00:06:24.580 --> 00:06:25.780]  他說什麼呢
[00:06:25.780 --> 00:06:29.580]  其實他寫完哥倫多前書,我們上次提過
[00:06:29.580 --> 00:06:31.580]  哥倫多城的人
[00:06:31.580 --> 00:06:33.580]  變本加厲,更惡劣
[00:06:33.580 --> 00:06:36.580]  他去了一次,去完之後改變不了
[00:06:36.580 --> 00:06:38.580]  他就答應他們再去第二次
[00:06:38.580 --> 00:06:40.180]  結果他不去
[00:06:40.180 --> 00:06:43.180]  因為他知道他繼續爭辯
[00:06:43.180 --> 00:06:45.580]  去到可能要開始懲罰
[00:06:45.580 --> 00:06:47.980]  所以他在說,我不去是因為寬容你
[00:06:47.980 --> 00:06:51.580]  上帝給我的心作見證,我無愧於心
[00:06:51.580 --> 00:06:53.180]  沒有詭詐
[00:06:53.180 --> 00:06:55.980]  所以我們學到保羅很重要的一件事
[00:06:55.980 --> 00:06:57.980]  不單是雙方面的事
[00:06:57.980 --> 00:06:59.480]  他立刻知道
[00:06:59.480 --> 00:07:04.180]  上帝在中間成為一個見證人
[00:07:04.180 --> 00:07:07.980]  我們最終不單是向對方交仗
[00:07:07.980 --> 00:07:11.380]  更加是向上帝交仗
[00:07:11.380 --> 00:07:13.980]  在馬達福音十二章三十六節
[00:07:13.980 --> 00:07:15.180]  耶穌這樣說
[00:07:15.180 --> 00:07:18.980]  我又告訴你們凡人所說的閒話
[00:07:18.980 --> 00:07:24.580]  當審判的日子必要據據公出來
[00:07:24.580 --> 00:07:27.580]  當在爭執的時候,有時是的,會直接說
[00:07:27.580 --> 00:07:30.580]  但更多時候很多人在背後說
[00:07:30.580 --> 00:07:33.980]  當你無法反應的時候,說完你都不知道
[00:07:33.980 --> 00:07:36.180]  但是耶穌說很清楚
[00:07:36.180 --> 00:07:42.180]  當審判的日子必要據據公出來
[00:07:42.180 --> 00:07:43.380]  當我寫到這個時候
[00:07:43.380 --> 00:07:47.380]  我想起我自己本身也是核數師,會計師
[00:07:47.380 --> 00:07:49.180]  怎樣會計呢?
[00:07:49.180 --> 00:07:54.180]  我們教會也請了會計師和會計同事在這裡
[00:07:54.180 --> 00:07:56.380]  怎樣核數呢?我想說一下
[00:07:56.380 --> 00:07:57.780]  其實核數很有趣
[00:07:57.780 --> 00:08:01.380]  樣樣看出來,樣樣公出來,怎樣公呢?
[00:08:01.380 --> 00:08:04.580]  我們核數的時候會做一個reasonableness test
[00:08:04.580 --> 00:08:07.380]  如果你讀會計或者你做過就知道了
[00:08:07.380 --> 00:08:09.580]  甚麼是reasonableness test呢?
[00:08:09.580 --> 00:08:13.580]  當去到數字我們會馬上抽最大的數字來看
[00:08:13.580 --> 00:08:16.780]  馬上抽,在記錄裡抽完之後
[00:08:16.780 --> 00:08:21.380]  我們會馬上看看原本的根基有沒有授權呢?
[00:08:21.380 --> 00:08:22.980]  誰可以授權呢?
[00:08:22.980 --> 00:08:24.980]  授權有沒有簽名呢?
[00:08:24.980 --> 00:08:29.980]  再看背後的單據,究竟是不是真的呢?
[00:08:29.980 --> 00:08:32.980]  看完單據,再看公司名字
[00:08:32.980 --> 00:08:35.580]  究竟是不是自己賣給自己呢?
[00:08:35.580 --> 00:08:37.980]  還是真的有這間公司呢?
[00:08:37.980 --> 00:08:43.580]  看貨品是不是跟你本身公司的服務一致呢?
[00:08:43.580 --> 00:08:46.580]  還是你本身公司是做service服務
[00:08:46.580 --> 00:08:51.580]  怎知道你賣阿拉斯加蟹呢?
[00:08:51.580 --> 00:08:54.180]  不關事了,要看清楚
[00:08:54.180 --> 00:08:56.780]  不單止我們抽最大的數據
[00:08:56.780 --> 00:08:59.780]  還有小的數據我們也要抽,怎樣抽呢?
[00:08:59.780 --> 00:09:01.780]  就是random check
[00:09:01.780 --> 00:09:05.180]  抽1,11,21,25
[00:09:05.180 --> 00:09:06.980]  總之以前玩7的配數
[00:09:06.980 --> 00:09:11.580]  加上10,7,14,還有17等等抽
[00:09:11.580 --> 00:09:13.180]  公司是不會知道的
[00:09:13.180 --> 00:09:15.380]  抽出來我們也是這樣看
[00:09:15.380 --> 00:09:18.780]  如果一旦發現有某一樣東西不符合
[00:09:18.780 --> 00:09:21.180]  我們就會擴大範圍
[00:09:21.180 --> 00:09:24.580]  我們知道如果讀統計學
[00:09:24.580 --> 00:09:28.580]  我們知道confidence level,90%,95%
[00:09:28.580 --> 00:09:32.180]  所以我們的同工同事很小心做所有check
[00:09:32.180 --> 00:09:33.780]  我們也很感謝他們
[00:09:33.780 --> 00:09:35.980]  你說這樣做法細不細心?
[00:09:35.980 --> 00:09:38.180]  是很細心的
[00:09:38.180 --> 00:09:40.980]  但是也不夠上帝細心
[00:09:40.980 --> 00:09:45.580]  因為他不是7,14,17這樣去check
[00:09:45.580 --> 00:09:49.580]  他是1,2,3,4,5
[00:09:49.580 --> 00:09:53.380]  句句都check,樣樣都check
[00:09:53.380 --> 00:09:54.980]  很重要他講一個原則
[00:09:54.980 --> 00:09:57.180]  我們不單止向對方交帳
[00:09:57.180 --> 00:09:59.580]  上帝看著的
[00:09:59.580 --> 00:10:04.180]  而保羅說今次上帝給我心作見證
[00:10:04.180 --> 00:10:06.980]  我為什麼有些事說了做不做
[00:10:06.980 --> 00:10:09.180]  而他知道如果他去的時候
[00:10:09.180 --> 00:10:13.180]  他就要立刻執行教會紀律
[00:10:13.180 --> 00:10:16.580]  不再爭辯了,因為爭辯不了
[00:10:16.580 --> 00:10:21.580]  所以我們看哥倫多前書有些背景要更加明白
[00:10:21.580 --> 00:10:22.980]  當時他這樣說
[00:10:22.980 --> 00:10:26.580]  在哥倫多前書4章19-21字
[00:10:26.580 --> 00:10:28.580]  我們一起讀,1,2,3
[00:10:28.580 --> 00:10:30.980]  然而主約許我
[00:10:30.980 --> 00:10:33.580]  我必快到你們那裡去
[00:10:33.580 --> 00:10:36.380]  並且我所要知道的
[00:10:36.380 --> 00:10:40.580]  不是那些自高自大之人的言語
[00:10:40.580 --> 00:10:43.780]  乃是他們的權能
[00:10:43.780 --> 00:10:48.580]  因為神的國,不在乎言語,乃在乎權能
[00:10:48.580 --> 00:10:50.780]  你們願意怎麼樣呢?
[00:10:50.780 --> 00:10:55.380]  是願意我帶象,形象到你們那裡去呢?
[00:10:55.380 --> 00:10:59.580]  還是要我傳慈愛溫柔的心呢?
[00:10:59.580 --> 00:11:01.380]  他說得很清楚
[00:11:01.380 --> 00:11:03.780]  如果我們只抽這節出來,我覺得很奇怪
[00:11:03.780 --> 00:11:06.380]  有什麼言語,有什麼權能
[00:11:06.380 --> 00:11:08.580]  以前有人說
[00:11:08.580 --> 00:11:11.780]  我說的話是不是不可以很有言語,還是要權能
[00:11:11.780 --> 00:11:12.780]  其實不是這樣
[00:11:12.780 --> 00:11:15.180]  他說的是一群超級使徒
[00:11:15.180 --> 00:11:20.380]  他自高自大,說話就很振振有詞,很有力量
[00:11:20.380 --> 00:11:22.780]  不過保羅說一個人
[00:11:22.780 --> 00:11:25.980]  他有沒有那種上帝的恩典
[00:11:25.980 --> 00:11:27.580]  或者有沒有教導的力量
[00:11:27.580 --> 00:11:29.580]  不是在乎他的話,在乎他
[00:11:29.580 --> 00:11:35.580]  是不是有上帝的允許,上帝的權能
[00:11:35.580 --> 00:11:37.780]  所以他說得很清楚
[00:11:37.780 --> 00:11:41.380]  你是不是覺得,保羅沒有啊,他在問
[00:11:41.380 --> 00:11:42.980]  是不是我說話沒有他們那麼厲害
[00:11:42.980 --> 00:11:44.580]  就是你覺得我沒有啊
[00:11:44.580 --> 00:11:46.380]  他說如果是的話
[00:11:46.380 --> 00:11:47.780]  你這樣看錯的話
[00:11:47.780 --> 00:11:51.580]  是不是等於要我帶著形象到你們那裡
[00:11:51.580 --> 00:11:54.180]  去懲罰你執行教會紀律
[00:11:54.180 --> 00:11:58.780]  還是讓我傳慈愛溫柔的心
[00:11:58.780 --> 00:12:02.380]  等你迴轉啊,行不行?
[00:12:02.380 --> 00:12:04.580]  所以這群人我們看到
[00:12:04.580 --> 00:12:08.180]  他很兇,聲音很大
[00:12:08.180 --> 00:12:09.780]  自高自大
[00:12:09.780 --> 00:12:11.780]  保羅質疑他的權能
[00:12:11.780 --> 00:12:12.580]  他說了一句話
[00:12:12.580 --> 00:12:18.580]  大聲雖然不等於沒有禮貌,我們都知道
[00:12:18.580 --> 00:12:23.580]  不過大聲也不等於有真理
[00:12:23.580 --> 00:12:25.180]  我也看到的,我們有時出街
[00:12:25.180 --> 00:12:26.180]  我不知道你們有沒有看到
[00:12:26.180 --> 00:12:30.380]  有時看到父母振振有詞
[00:12:30.380 --> 00:12:33.780]  罵兒子,說你搞錯,給你吃飯
[00:12:33.780 --> 00:12:36.580]  坐半個小時都坐不到
[00:12:36.580 --> 00:12:40.780]  坐下來,哇,很厲害,很有道理
[00:12:40.780 --> 00:12:42.380]  不過你看看兒子
[00:12:42.380 --> 00:12:44.580]  其實只有歲多
[00:12:44.580 --> 00:12:48.780]  我坐半個小時也不容易
[00:12:48.780 --> 00:12:52.380]  歲多,你要坐半個小時
[00:12:52.380 --> 00:12:54.180]  有時看看究竟是什麼原因
[00:12:54.180 --> 00:12:56.380]  什麼背景,什麼事
[00:12:56.380 --> 00:12:58.980]  大聲不等於有真理
[00:12:58.980 --> 00:13:01.780]  壓倒性的說話不等於對
[00:13:01.780 --> 00:13:05.980]  我們要看清楚背後究竟發生什麼事
[00:13:05.980 --> 00:13:10.380]  所以看回臨後一章二十三到二節三節
[00:13:10.380 --> 00:13:13.180]  保羅繼續下去
[00:13:13.180 --> 00:13:14.780]  他這麼說,我們一起讀
[00:13:14.780 --> 00:13:17.180]  他的心情,我們繼續看下去
[00:13:17.180 --> 00:13:18.780]  他在等什麼,我們一起讀
[00:13:18.780 --> 00:13:20.580]  二十四節,一二三
[00:13:20.580 --> 00:13:25.380]  我們並不是要嚇管你們的心
[00:13:25.380 --> 00:13:28.180]  乃是幫助你們快樂
[00:13:28.180 --> 00:13:32.180]  因為你們憑信才站立得住
[00:13:32.180 --> 00:13:34.380]  我自己定了主意
[00:13:34.380 --> 00:13:36.380]  再到你們那裡
[00:13:36.380 --> 00:13:38.980]  必須大家沒有憂愁
[00:13:38.980 --> 00:13:41.580]  倘若我叫你們憂愁
[00:13:41.580 --> 00:13:45.180]  除了我叫那憂愁的人以外
[00:13:45.180 --> 00:13:47.580]  誰能叫我快樂呢
[00:13:47.580 --> 00:13:50.580]  我曾把這事寫給你們
[00:13:50.580 --> 00:13:52.780]  恐怕我到的時候
[00:13:52.780 --> 00:13:55.380]  應該叫我快樂的那些人
[00:13:55.380 --> 00:13:57.380]  反倒叫我憂愁
[00:13:57.380 --> 00:14:01.980]  我也深信你們眾人都以為我的快樂
[00:14:01.980 --> 00:14:03.580]  為自己的快樂
[00:14:03.580 --> 00:14:05.780]  他說得很有趣,好像很複雜
[00:14:05.780 --> 00:14:06.780]  由你憂愁,我憂愁
[00:14:06.780 --> 00:14:07.780]  你不憂愁,我不憂愁
[00:14:07.780 --> 00:14:08.780]  我快樂,你不快樂
[00:14:08.780 --> 00:14:09.780]  他說一件事
[00:14:09.780 --> 00:14:12.980]  他說我很想你本來叫我快樂的人
[00:14:12.980 --> 00:14:13.980]  不要再叫我憂愁
[00:14:13.980 --> 00:14:15.980]  那些人會改
[00:14:15.980 --> 00:14:19.780]  那些令到超級仕途覺得很煩厭
[00:14:19.780 --> 00:14:22.580]  因為我來到就要罰你
[00:14:22.580 --> 00:14:26.780]  而和他們一起行錯看錯那班
[00:14:26.780 --> 00:14:30.580]  可不可以都和我一起快樂呢
[00:14:30.580 --> 00:14:32.780]  我們慢慢再看下去,二十四節
[00:14:32.780 --> 00:14:35.780]  他說我不想嚇管你的心
[00:14:35.780 --> 00:14:36.780]  即是你的心
[00:14:36.780 --> 00:14:37.780]  我不想主宰你
[00:14:37.780 --> 00:14:39.780]  我不想你像嬰兒那樣
[00:14:39.780 --> 00:14:40.780]  我說這樣這樣
[00:14:40.780 --> 00:14:42.780]  明白嗎
[00:14:42.780 --> 00:14:44.780]  而他再說就是
[00:14:44.780 --> 00:14:46.780]  我想幫助你快樂
[00:14:46.780 --> 00:14:48.780]  原本的意思是想和你一起
[00:14:48.780 --> 00:14:50.780]  喜樂的同工
[00:14:50.780 --> 00:14:52.780]  我們應該是搭檔
[00:14:52.780 --> 00:14:53.780]  你成長了
[00:14:53.780 --> 00:14:54.780]  我們一起服侍主
[00:14:54.780 --> 00:14:56.780]  為什麼還要我這樣去教你
[00:14:56.780 --> 00:14:58.780]  這樣去帶你
[00:14:58.780 --> 00:15:01.780]  我不是教了你,不是說了嗎
[00:15:01.780 --> 00:15:03.780]  他說我自己定了主意
[00:15:03.780 --> 00:15:04.780]  再去到那裡
[00:15:04.780 --> 00:15:05.780]  必須大家沒有憂愁
[00:15:05.780 --> 00:15:06.780]  我不來,為什麼
[00:15:06.780 --> 00:15:08.780]  我想我再去的時候
[00:15:08.780 --> 00:15:11.780]  大家都沒有憂愁
[00:15:11.780 --> 00:15:13.780]  即是解決了這個問題
[00:15:13.780 --> 00:15:15.780]  如果不去又怎樣呢
[00:15:15.780 --> 00:15:16.780]  倘若我叫你憂愁
[00:15:16.780 --> 00:15:18.780]  除了叫我那憂愁的人以外
[00:15:18.780 --> 00:15:21.780]  誰叫我快樂
[00:15:21.780 --> 00:15:22.780]  很明顯
[00:15:22.780 --> 00:15:25.780]  他說教會裡面還非常混亂
[00:15:25.780 --> 00:15:27.780]  這個階段
[00:15:27.780 --> 00:15:29.780]  我來又怎會有快樂呢
[00:15:29.780 --> 00:15:31.780]  我想快樂,我也想你快樂
[00:15:31.780 --> 00:15:33.780]  我也想這件事解決
[00:15:33.780 --> 00:15:35.780]  好了,很有趣
[00:15:35.780 --> 00:15:36.780]  我們看下去
[00:15:36.780 --> 00:15:38.780]  所以他沒有去
[00:15:38.780 --> 00:15:40.780]  去完第一天就沒有去
[00:15:40.780 --> 00:15:42.780]  因此我們看下去這裡
[00:15:42.780 --> 00:15:43.780]  剛才說
[00:15:43.780 --> 00:15:45.780]  他就寫封嚴厲的信
[00:15:45.780 --> 00:15:48.780]  我曾把這事捨給你們
[00:15:48.780 --> 00:15:50.780]  我們上次第一次說過
[00:15:50.780 --> 00:15:52.780]  這個嚴厲的信
[00:15:52.780 --> 00:15:54.780]  曾把這事捨給你
[00:15:54.780 --> 00:15:56.780]  而裡面我們相信
[00:15:56.780 --> 00:15:57.780]  我們上次也說過
[00:15:57.780 --> 00:15:59.780]  找不到原本的那封
[00:15:59.780 --> 00:16:01.780]  不過在不同的脈絡
[00:16:01.780 --> 00:16:02.780]  看到這封信
[00:16:02.780 --> 00:16:05.780]  大概是非常嚴肅
[00:16:05.780 --> 00:16:08.780]  並且要求教會執行紀律
[00:16:08.780 --> 00:16:11.780]  或者他們自我審查反之
[00:16:11.780 --> 00:16:15.780]  靠著聖體說話聖靈去悔改回轉
[00:16:15.780 --> 00:16:18.780]  而他們回轉就不會再使人憂愁
[00:16:18.780 --> 00:16:20.780]  叫人快樂
[00:16:20.780 --> 00:16:23.780]  保羅想給他們空間
[00:16:23.780 --> 00:16:25.780]  給他們消化
[00:16:25.780 --> 00:16:27.780]  保羅想他們可以在這個時刻
[00:16:27.780 --> 00:16:29.780]  想想他究竟做了什麼
[00:16:29.780 --> 00:16:31.780]  免得他再訪問的時候
[00:16:31.780 --> 00:16:33.780]  加速張力
[00:16:33.780 --> 00:16:34.780]  教會分化
[00:16:34.780 --> 00:16:36.780]  因為兩面還爭拗
[00:16:36.780 --> 00:16:38.780]  一個幫這個,一個幫那個
[00:16:38.780 --> 00:16:40.780]  保羅不想他們失去信心
[00:16:40.780 --> 00:16:44.780]  也不想他們不再信任保羅
[00:16:44.780 --> 00:16:45.780]  所以在某個時刻
[00:16:45.780 --> 00:16:47.780]  他知道他要停一停
[00:16:47.780 --> 00:16:51.780]  等候最好的時機
[00:16:51.780 --> 00:16:55.780]  希望他們體諒明白
[00:16:55.780 --> 00:16:58.780]  忍耐等待最好時機
[00:16:58.780 --> 00:17:01.780]  人生最難的功課
[00:17:01.780 --> 00:17:03.780]  牧者也是
[00:17:03.780 --> 00:17:05.780]  或者我們探訪弟兄姊妹也是
[00:17:05.780 --> 00:17:08.780]  甚至弟兄妹有病
[00:17:08.780 --> 00:17:11.780]  他等候報告結果
[00:17:11.780 --> 00:17:13.780]  他跟我說我情願快點知道
[00:17:13.780 --> 00:17:14.780]  是大件事
[00:17:14.780 --> 00:17:16.780]  我有心去準備就準備
[00:17:16.780 --> 00:17:18.780]  沒什麼也知道可以醫
[00:17:18.780 --> 00:17:21.780]  為什麼我等候很難
[00:17:21.780 --> 00:17:22.780]  我們也知道
[00:17:22.780 --> 00:17:25.780]  不過有時有些功課就是要等
[00:17:25.780 --> 00:17:30.780]  其實人生也不少要等待的功課
[00:17:30.780 --> 00:17:32.780]  也是上帝磨練我們生命
[00:17:32.780 --> 00:17:34.780]  叫我們等待的裏面
[00:17:34.780 --> 00:17:36.780]  有些更好的事
[00:17:36.780 --> 00:17:37.780]  就像上次說
[00:17:37.780 --> 00:17:42.780]  苦難會帶來我們前所未見的祝福
[00:17:42.780 --> 00:17:45.780]  其實我們也知道
[00:17:45.780 --> 00:17:48.780]  人世間很多活動也要等
[00:17:48.780 --> 00:17:50.780]  我不知道在座中
[00:17:50.780 --> 00:17:52.780]  有沒有人喜歡吃壽司
[00:17:52.780 --> 00:17:53.780]  日本壽司有沒有
[00:17:53.780 --> 00:17:54.780]  舉手
[00:17:54.780 --> 00:17:57.780]  如果你吃過很好的壽司
[00:17:57.780 --> 00:17:59.780]  也有人請你吃過
[00:17:59.780 --> 00:18:01.780]  你可以請我吃
[00:18:01.780 --> 00:18:02.780]  為什麼
[00:18:02.780 --> 00:18:03.780]  因為有人跟我說
[00:18:03.780 --> 00:18:06.780]  原來很好的壽司師傅
[00:18:06.780 --> 00:18:10.780]  他要學切魚生前
[00:18:10.780 --> 00:18:12.780]  以年計
[00:18:12.780 --> 00:18:14.780]  只是洗東西
[00:18:14.780 --> 00:18:15.780]  洗對工具
[00:18:15.780 --> 00:18:17.780]  我說不是吧
[00:18:17.780 --> 00:18:18.780]  等了他幾年
[00:18:18.780 --> 00:18:19.780]  不是年計
[00:18:19.780 --> 00:18:20.780]  是幾年
[00:18:20.780 --> 00:18:21.780]  我說等了他幾年
[00:18:21.780 --> 00:18:22.780]  我餓死了
[00:18:22.780 --> 00:18:24.780]  他說你不明白了陳牧師
[00:18:24.780 --> 00:18:26.780]  我說為什麼不明白
[00:18:26.780 --> 00:18:27.780]  他說那些器具
[00:18:27.780 --> 00:18:29.780]  怎樣清洗
[00:18:29.780 --> 00:18:31.780]  令到東西乾淨
[00:18:31.780 --> 00:18:33.780]  或者怎樣下刀
[00:18:33.780 --> 00:18:36.780]  之前他要好好訓練自己的耐性
[00:18:36.780 --> 00:18:37.780]  讓他可以懂得
[00:18:37.780 --> 00:18:39.780]  並且要有這個質素
[00:18:39.780 --> 00:18:40.780]  再做下去
[00:18:40.780 --> 00:18:41.780]  我說厲害
[00:18:41.780 --> 00:18:44.780]  請你請我去那些吃一次
[00:18:44.780 --> 00:18:45.780]  我就更加明白
[00:18:45.780 --> 00:18:47.780]  陳牧師我們都知道
[00:18:47.780 --> 00:18:49.780]  他說以百計的工具
[00:18:49.780 --> 00:18:50.780]  他要搞清楚
[00:18:50.780 --> 00:18:51.780]  我們都知道
[00:18:51.780 --> 00:18:53.780]  當我們去打功夫
[00:18:53.780 --> 00:18:54.780]  紮馬
[00:18:54.780 --> 00:18:55.780]  我們中國人
[00:18:55.780 --> 00:18:57.780]  你紮不好的根基
[00:18:57.780 --> 00:18:59.780]  是打不好的功夫
[00:18:59.780 --> 00:19:01.780]  而我也知道
[00:19:01.780 --> 00:19:02.780]  我最近經常上網
[00:19:02.780 --> 00:19:04.780]  看詠春
[00:19:04.780 --> 00:19:05.780]  打泰拳
