
[00:00:00.000 --> 00:00:10.000]  很高興神給我們過了一個身心健康的新年
[00:03:48.000 --> 00:03:55.000]  這樣爲主活是蒙福勞情
[00:03:55.000 --> 00:04:01.000]  這首歌唱出願天父的旨意行在地上
[00:04:01.000 --> 00:04:07.000]  而同行在天上
[00:04:07.000 --> 00:04:17.000]  主前第五世紀的時候孔子時時說到天地和人的知識
[00:04:17.000 --> 00:04:23.000]  但是當他解釋天的定義的時候
[00:04:23.000 --> 00:04:28.000]  都是很含糊
[00:04:28.000 --> 00:04:33.000]  直至到今天
[00:04:33.000 --> 00:04:40.000]  東南亞的信仰都受到哲學很大的影響
[00:04:40.000 --> 00:04:52.000]  很多人很難明白耶穌說願禰的旨意行在地上而同行在天上
[00:04:52.000 --> 00:04:54.000]  因爲這樣的緣故
[00:04:54.000 --> 00:05:03.000]  東南亞地方的人非常難接受天父的愛和耶穌的救恩
[00:05:03.000 --> 00:05:13.000]  今天的信息努力作功得獎賞
[00:05:13.000 --> 00:05:23.000]  會談到獎賞不同才幹的人和他們的心態
[00:05:23.000 --> 00:05:33.000]  第一,100賺1000,剛纔你們讀的經文
[00:05:33.000 --> 00:05:36.000]  100賺1000
[00:05:36.000 --> 00:05:43.000]  這個福人持着他力求長進的心態
[00:05:43.000 --> 00:05:49.000]  工作的成果就可以加倍增加
[00:05:49.000 --> 00:05:57.000]  第二,100賺500
[00:05:57.000 --> 00:06:03.000]  這個福人不認爲自己的才幹已經足夠
[00:06:03.000 --> 00:06:14.000]  持着力求上進的心,他的才幹增加,工作成果也增加
[00:06:14.000 --> 00:06:23.000]  第三,我們會談到100沒有增加
[00:06:23.000 --> 00:06:29.000]  這個福人因爲他有錯誤的自信心
[00:06:29.000 --> 00:06:39.000]  滿足自己工作的成果,不再去追求上進
[00:06:39.000 --> 00:06:44.000]  人人都有才幹
[00:06:44.000 --> 00:06:49.000]  你有哪一種心態?請我們繼續祈禱
[00:06:49.000 --> 00:06:57.000]  求天父的靈幫助我們明白主耶穌講的比喻
[00:06:57.000 --> 00:07:01.000]  讓我們一生能夠得到教訓
[00:07:01.000 --> 00:07:07.000]  我們一生都能有目的榮耀主耶穌的名
[00:07:07.000 --> 00:07:12.000]  對吧?
[00:07:12.000 --> 00:07:15.000]  現在先講第一個比喻
[00:07:15.000 --> 00:07:20.000]  100賺1000
[00:07:20.000 --> 00:07:28.000]  100定銀賺到1000定銀
[00:07:28.000 --> 00:07:37.000]  已經賺到1000,可以有權管理10座城
[00:07:37.000 --> 00:07:49.000]  我相信有權管理10座城,是比喻在天國會獲得極大的獎賞
[00:07:49.000 --> 00:08:01.000]  當時用10座城來比喻在天國極大的獎賞
[00:08:01.000 --> 00:08:08.000]  這個福人是耶穌講比喻中的第一種人
[00:08:08.000 --> 00:08:15.000]  他不認爲自己的才幹已經足夠
[00:08:15.000 --> 00:08:20.000]  持着力求長進的心態
[00:08:20.000 --> 00:08:26.000]  努力爭取更多的才能
[00:08:26.000 --> 00:08:31.000]  因而才能得到增加
[00:08:31.000 --> 00:08:40.000]  工作的成果也都加倍增加
[00:08:40.000 --> 00:08:47.000]  在保羅一生重要的四個行程我們可以認識
[00:08:47.000 --> 00:08:53.000]  信徒努力作功
[00:08:53.000 --> 00:09:01.000]  就能夠獲得神獎賞的心態
[00:09:01.000 --> 00:09:04.000]  第一段路程
[00:09:04.000 --> 00:09:11.000]  保羅以前的名字叫做掃羅
[00:09:11.000 --> 00:09:14.000]  掃羅認爲他有知識又有權力
[00:09:14.000 --> 00:09:20.000]  可以努力逼不順途
[00:09:20.000 --> 00:09:24.000]  中途他被耶穌呼召成爲基督徒
[00:09:24.000 --> 00:09:30.000]  於是改了個名字叫做保羅
[00:09:30.000 --> 00:09:38.000]  第二段行程保羅在地中海一帶向外光人和猶太人傳福音
[00:09:38.000 --> 00:09:42.000]  傳揚耶穌的救恩
[00:09:42.000 --> 00:09:48.000]  第三段行程保羅被敵人迫害
[00:09:48.000 --> 00:09:53.000]  要到羅馬城上掃利羅和
[00:09:53.000 --> 00:09:58.000]  中途船被風浪打沉
[00:09:58.000 --> 00:10:04.000]  第四段行程保羅被監禁
[00:10:04.000 --> 00:10:14.000]  但仍繼續傳揚耶穌的救恩
[00:10:14.000 --> 00:10:23.000]  現在講保羅如何被耶穌呼召
[00:10:23.000 --> 00:10:28.000]  《使徒行卷》22章記載保羅述說
[00:10:28.000 --> 00:10:31.000]  他被耶穌呼召前
[00:10:31.000 --> 00:10:34.000]  錯誤地侍奉神
[00:10:34.000 --> 00:10:38.000]  他說:我原是猶太人
[00:10:38.000 --> 00:10:40.000]  在加馬列門下
[00:10:40.000 --> 00:10:46.000]  按着我們祖宗嚴謹的律法受教
[00:10:46.000 --> 00:10:49.000]  熱心侍奉神
[00:10:49.000 --> 00:10:53.000]  我也曾迫不信仰者道的人
[00:10:53.000 --> 00:10:55.000]  直到死地
[00:10:55.000 --> 00:11:05.000]  無論男女都鎖拿下金
[00:11:05.000 --> 00:11:08.000]  他將到達馬城的路上
[00:11:08.000 --> 00:11:14.000]  忽然從天上發光
[00:11:14.000 --> 00:11:16.000]  四面照着我
[00:11:16.000 --> 00:11:20.000]  我就撲倒在地
[00:11:20.000 --> 00:11:23.000]  有耶穌的聲音說:
[00:11:23.000 --> 00:11:31.000]  「掃羅!掃羅!你爲什麼逼迫我?」
[00:11:31.000 --> 00:11:33.000]  掃羅被主呼召
[00:11:33.000 --> 00:11:36.000]  接受了耶穌基督做他的救主之後
[00:11:36.000 --> 00:11:39.000]  改名爲保羅
[00:11:39.000 --> 00:11:41.000]  從此之後
[00:11:41.000 --> 00:11:47.000]  他的生命目的就是努力傳天國的福音
[00:11:47.000 --> 00:11:51.000]  他在《哥倫多傳書》第九章所說:
[00:11:51.000 --> 00:11:57.000]  我奔跑不是沒有目標
[00:11:57.000 --> 00:12:02.000]  我鬥拳不是打空氣
[00:12:02.000 --> 00:12:05.000]  我要剋制自己的身體
[00:12:05.000 --> 00:12:09.000]  叫身體服我
[00:12:09.000 --> 00:12:12.000]  透過三次宣教的行程
[00:12:12.000 --> 00:12:16.000]  保羅在羅馬帝國的地中海
[00:12:16.000 --> 00:12:19.000]  一帶全港基督
[00:12:19.000 --> 00:12:22.000]  寫信給國教會
[00:12:22.000 --> 00:12:28.000]  被稱爲外邦人的仕途
[00:12:28.000 --> 00:12:33.000]  這些信成爲新約的一部分
[00:12:33.000 --> 00:12:39.000]  保羅對羅馬王阿基伯說:
[00:12:39.000 --> 00:12:45.000]  我沒有違背從天上來的異象
[00:12:45.000 --> 00:12:50.000]  先向大馬士革耶路撒冷
[00:12:50.000 --> 00:12:55.000]  猶太傳遞的人宣講
[00:12:55.000 --> 00:12:58.000]  後向外族人宣講
[00:12:58.000 --> 00:13:03.000]  叫他們悔改歸向神
[00:13:03.000 --> 00:13:08.000]  行事與悔改的心相清
[00:13:08.000 --> 00:13:12.000]  猶太人就是爲了這個緣故
[00:13:12.000 --> 00:13:20.000]  在殿裏捉住我,想要殺我
[00:13:20.000 --> 00:13:24.000]  羅馬總督阿基伯不想解決
[00:13:24.000 --> 00:13:28.000]  猶太人和保羅爭論耶穌
[00:13:28.000 --> 00:13:34.000]  就是基督這個真理
[00:13:34.000 --> 00:13:38.000]  他只是對保羅說:你瘋狂了
[00:13:38.000 --> 00:13:43.000]  你的學問太大,反叫你瘋狂
[00:13:43.000 --> 00:13:47.000]  就將保羅監禁起來
[00:13:47.000 --> 00:13:56.000]  保羅要上訴凱撒大帝利羅王
[00:13:56.000 --> 00:14:02.000]  根據史堂主演第27、28章所記載
[00:14:02.000 --> 00:14:07.000]  保羅和其他仇犯的船
[00:14:07.000 --> 00:14:10.000]  要前往羅馬城的途中
[00:14:10.000 --> 00:14:18.000]  在馬爾他島被浪衝壞的途
[00:14:18.000 --> 00:14:20.000]  神讓保羅在那個島上
[00:14:20.000 --> 00:14:27.000]  行出很多神蹟騎士
[00:14:27.000 --> 00:14:32.000]  保羅克服了很多困苦
[00:14:32.000 --> 00:14:36.000]  彰顯出一個有意義
[00:14:36.000 --> 00:14:44.000]  有目的的生命
[00:14:44.000 --> 00:14:52.000]  保羅在羅馬城被監禁的時候
[00:14:52.000 --> 00:14:58.000]  仍然繼續傳寬國的福音
[00:14:58.000 --> 00:15:03.000]  保羅說給菲律寶說:
[00:15:03.000 --> 00:15:10.000]  「因我活着就是基督,我死了就有益處」
[00:15:10.000 --> 00:15:13.000]  保羅說給菲律寶說:
[00:15:13.000 --> 00:15:19.000]  「無要全道,無論得事不得事
[00:15:19.000 --> 00:15:26.000]  總要專心並用白官的忍耐,各樣的教訓
[00:15:26.000 --> 00:15:32.000]  責備人,警戒人,勸理人」
[00:15:32.000 --> 00:15:36.000]  因爲保羅和其他使徒傳福音
[00:15:36.000 --> 00:15:45.000]  信耶穌基督的人數迅速增加
[00:15:45.000 --> 00:15:51.000]  於是羅馬政府就開始迫害基督徒
[00:15:51.000 --> 00:15:55.000]  一直到第四世紀的時候
[00:15:55.000 --> 00:16:04.000]  羅馬的帝王軍士坦丁改信了耶穌基督
[00:16:04.000 --> 00:16:08.000]  軍士坦丁建造了三個教堂
[00:16:08.000 --> 00:16:14.000]  描述耶穌從出生直至昇天的歷史
[00:16:14.000 --> 00:16:19.000]  第一個是聖誕教堂
[00:16:19.000 --> 00:16:27.000]  (Church of Nativity) 紀念耶穌誕生的地方
[00:16:27.000 --> 00:16:31.000]  第二個是聖墳墓
[00:16:31.000 --> 00:16:36.000]  紀念耶穌被迷葬的墳墓
[00:16:36.000 --> 00:16:40.000]  第三個是在一個教堂裏面
[00:16:40.000 --> 00:16:52.000]  紀念耶穌昇天的岩石,叫做昇天的岩石
[00:16:52.000 --> 00:16:57.000]  這些教堂就好像那些岩石
[00:16:57.000 --> 00:17:01.000]  在述說耶穌的生平
[00:17:01.000 --> 00:17:14.000]  讓遊覽的人觀看又可以體驗神愛世人的作爲
[00:17:14.000 --> 00:17:19.000]  那美好的仗我已經打過了
[00:17:19.000 --> 00:17:23.000]  裝跑的路我已經跑盡了
[00:17:23.000 --> 00:17:27.000]  所持的信仰我已經守住了
[00:17:27.000 --> 00:17:32.000]  從此以後有公義的觀念爲我存留
[00:17:32.000 --> 00:17:38.000]  也常給所有愛慕他顯現的人
[00:17:38.000 --> 00:17:44.000]  保羅早已經講給提摩太信徒這幾句話
[00:17:44.000 --> 00:17:51.000]  講出人生的路程的真正的意義和目的
[00:17:51.000 --> 00:17:58.000]  相信各位你都見證到很多基督徒
[00:17:58.000 --> 00:18:12.000]  可以好像保羅用這幾句話來描寫他們生命的路程
[00:18:12.000 --> 00:18:17.000]  現在分享第二個比喻
[00:18:17.000 --> 00:18:21.000]  一百賺五百
[00:18:21.000 --> 00:18:24.000]  一百銀賺五百銀
[00:18:24.000 --> 00:18:29.000]  一百頂銀賺五百頂銀
[00:18:29.000 --> 00:18:31.000]  已經賺了五百
[00:18:31.000 --> 00:18:36.000]  所以可以有權管理五座城
[00:18:36.000 --> 00:18:43.000]  這個是比喻清國的獎賞
[00:18:43.000 --> 00:18:51.000]  這個是耶穌講的比喻中的第二種人
[00:18:51.000 --> 00:18:59.000]  這種人他不認爲他自己的才幹已經足夠
[00:18:59.000 --> 00:19:04.000]  持着力求上進的心態
[00:19:04.000 --> 00:19:11.000]  努力爭取更多的才能
[00:19:11.000 --> 00:19:14.000]  因而他的才能增加
[00:19:14.000 --> 00:19:22.000]  他的工作成果也加倍增加
[00:19:22.000 --> 00:19:32.000]  現在請各位看一看近代一位年輕傳道人的榜樣
[00:19:32.000 --> 00:19:46.000]  在印尼的帕布華巴布亞島是宣教航空使船的地區
[00:19:46.000 --> 00:19:53.000]  總部在深達利城
[00:19:53.000 --> 00:20:05.000]  他們用飛機送貨在各個小村莊
[00:20:05.000 --> 00:20:10.000]  林才恩姊妹
[00:20:10.000 --> 00:20:15.000]  她在麻省大學拿了兩個學位
[00:20:15.000 --> 00:20:21.000]  服務空軍成爲空軍的軍官
[00:20:21.000 --> 00:20:24.000]  離開空軍服務之後
[00:20:24.000 --> 00:20:32.000]  擔任一個公司的網絡安全工作
[00:20:32.000 --> 00:20:37.000]  神父召她去傳福音
[00:20:37.000 --> 00:20:42.000]  她首先進了神學院進修
[00:20:42.000 --> 00:20:54.000]  又努力學習並且得到商業飛行員的執照
[00:20:54.000 --> 00:21:03.000]  於是她就達到宣教航空使船的目標
[00:21:03.000 --> 00:21:07.000]  林才恩努力追求認識神
[00:21:07.000 --> 00:21:12.000]  以及其他的知識
[00:21:12.000 --> 00:21:19.000]  以致努力爲神作功
[00:21:19.000 --> 00:21:29.000]  亞梅立村有一位患重病的婦人
[00:21:29.000 --> 00:21:36.000]  需要立刻送到醫院動手術
[00:21:36.000 --> 00:21:39.000]  看着這位婦人
[00:21:39.000 --> 00:21:45.000]  一面普告一面流出愛心的眼淚
[00:21:45.000 --> 00:21:52.000]  也是充滿向神呼喊的眼淚
[00:21:52.000 --> 00:22:00.000]  然後飛到急救的醫院
[00:22:00.000 --> 00:22:08.000]  這就是林才恩姐妹的心態
[00:22:08.000 --> 00:22:16.000]  2020年5月12日是一個非常悲痛的日子
[00:22:16.000 --> 00:22:30.000]  那一天因爲嚴重的疫情要運送村民和宣教士很多緊急需用的醫療藥品
[00:22:30.000 --> 00:22:34.000]  那些貨物已經放在飛機場
[00:22:34.000 --> 00:22:42.000]  突然間天氣變得非常惡劣
[00:22:42.000 --> 00:22:47.000]  飛行會非常困難
[00:22:47.000 --> 00:22:50.000]  因爲關懷和愛
[00:22:50.000 --> 00:22:59.000]  林才恩勇敢的擔起運送的工作
[00:22:59.000 --> 00:23:03.000]  裝貨後她起飛幾分鐘
[00:23:03.000 --> 00:23:06.000]  就失去控制
[00:23:06.000 --> 00:23:09.000]  掉進海里
[00:23:09.000 --> 00:23:16.000]  她用飛行的工作將獻出耶穌犧牲的大愛
[00:23:16.000 --> 00:23:23.000]  林才恩的愛是她走人生路程的動力
[00:23:23.000 --> 00:23:30.000]  一直走到終點
[00:23:30.000 --> 00:23:41.000]  村民在飛機場的跑道上放下很多懷念她的信息
[00:23:41.000 --> 00:23:49.000]  懷念她對村民的愛心
[00:23:49.000 --> 00:23:52.000]  其中一張寫
[00:23:52.000 --> 00:23:59.000]  飛行員林才恩再相會
[00:23:59.000 --> 00:24:05.000]  當我每次重複練習說這段信息的時候
[00:24:05.000 --> 00:24:08.000]  這個情景浮現在我的眼前
[00:24:08.000 --> 00:24:16.000]  我的眼眶會充滿懷念的淚水
[00:24:16.000 --> 00:24:20.000]  安慰我的天父立刻告訴我
[00:24:20.000 --> 00:24:30.000]  主耶穌已經在永恆的角度裏面獎賞了林才恩姐妹
[00:24:30.000 --> 00:24:41.000]  將來我也會和她相逢在天下
[00:24:41.000 --> 00:24:44.000]  那美好的仗我已經打過了
[00:24:44.000 --> 00:24:47.000]  將跑的路我已經跑盡了
[00:24:47.000 --> 00:24:50.000]  所持的信仰我已經守住了
[00:24:50.000 --> 00:24:55.000]  從此以後有公義的冠冕爲我存留
[00:24:55.000 --> 00:25:00.000]  也常給所有愛慕她顯然的人
[00:25:00.000 --> 00:25:07.000]  我可以想象到在林才恩姐妹的飛機快將要跌入水的時候
[00:25:07.000 --> 00:25:14.000]  這句話一定浮現在她的心靈裏面
[00:25:14.000 --> 00:25:18.000]  相信各位也見證到很多基督徒
[00:25:18.000 --> 00:25:28.000]  好像林才恩那樣用這幾句話來描寫他們生命的路程
[00:25:28.000 --> 00:25:36.000]  是一個有意義有目的的路程
[00:25:36.000 --> 00:25:50.000]  現在分享一百沒有增加一百定銀沒有增加
[00:25:50.000 --> 00:25:55.000]  主啊你的一百銀貴我保存在手根裏
[00:25:55.000 --> 00:25:58.000]  因爲我怕你你是嚴厲人
[00:25:58.000 --> 00:26:02.000]  沒有全的要提取沒有中的要收割
[00:26:02.000 --> 00:26:10.000]  主人說可惡的局人我要憑你的口定你的罪
[00:26:10.000 --> 00:26:12.000]  你知道我是嚴厲人
[00:26:12.000 --> 00:26:16.000]  那你爲什麼不把我的錢存入銀行
[00:26:16.000 --> 00:26:27.000]  讓我回來的時候把它連本帶利取回呢
[00:26:27.000 --> 00:26:32.000]  這個是耶穌講的比喻中的第三種人
[00:26:32.000 --> 00:26:37.000]  這種人認爲自己財幹已經足夠
[00:26:37.000 --> 00:26:43.000]  沒有什麼需要長進
[00:26:43.000 --> 00:26:49.000]  這種人是一個只有侷限財能的人
[00:26:49.000 --> 00:26:59.000]  你想一下保存在手根裏面當然可以連本取回來
[00:26:59.000 --> 00:27:04.000]  能不能夠連利息能不能夠取得利息回來呢
[00:27:04.000 --> 00:27:10.000]  他連存入銀行生利息他都不瞭解
[00:27:10.000 --> 00:27:14.000]  反而用口言口語來應付主人
[00:27:14.000 --> 00:27:19.000]  結果受到主人嚴厲的責備
[00:27:19.000 --> 00:27:25.000]  我要憑你的口定你的罪
[00:27:25.000 --> 00:27:34.000]  現在談論到第三比喻那個人是怎樣
[00:27:34.000 --> 00:27:38.000]  財能侷限的人
[00:27:38.000 --> 00:27:43.000]  不想學習其他方面的知識或者技能
[00:27:43.000 --> 00:27:47.000]  譬如在這個圖裏
[00:27:47.000 --> 00:27:59.000]  他不想學習文學不想學習藝術不想學習音樂不想學習運動不想學習建築技工等等等等
[00:27:59.000 --> 00:28:07.000]  什麼都不想學習只有一種財能
[00:28:07.000 --> 00:28:13.000]  這些人以自我爲中心
[00:28:13.000 --> 00:28:21.000]  他認爲不需要不斷進步
[00:28:21.000 --> 00:28:24.000]  這些人的特性是怎樣呢
[00:28:24.000 --> 00:28:36.000]  他喜歡看別人比不上自己
[00:28:36.000 --> 00:28:41.000]  所有人比不上自己
[00:28:41.000 --> 00:28:52.000]  尚尚未知道背景就批評別人
[00:28:52.000 --> 00:28:58.000]  這些人或者沒有參考聖經兩個重要的教導
[00:28:58.000 --> 00:29:06.000]  第一國人要快快的聽慢慢的學慢慢的動怒
[00:29:06.000 --> 00:29:15.000]  第二爲什麼看見你弟兄眼中有刺向卻不想自己眼中有洞梁呢
[00:29:15.000 --> 00:29:18.000]  有梁目呢
[00:29:18.000 --> 00:29:25.000]  在社羣中這些人尚尚自高自大
[00:29:25.000 --> 00:29:31.000]  喜歡享受更加不好
[00:29:31.000 --> 00:29:37.000]  不用說到求尚進
[00:29:37.000 --> 00:29:46.000]  他的知識聰明有限不限
[00:29:46.000 --> 00:29:57.000]  基本的原因可能是缺乏生命的目標
[00:29:57.000 --> 00:30:04.000]  缺乏生命的目的
[00:30:04.000 --> 00:30:17.000]  什麼思想導致認爲才能已經足夠的心態
[00:30:17.000 --> 00:30:24.000]  影響教廣的阿里士多德哲學
[00:30:24.000 --> 00:30:33.000]  他認識人自己是智慧的開端
[00:30:33.000 --> 00:30:47.000]  智慧能夠將科學和智力結合在最完美的事上
[00:30:47.000 --> 00:30:50.000]  他沒有解釋什麼叫完美
[00:30:50.000 --> 00:31:00.000]  因爲他都不知道創造的主
[00:31:00.000 --> 00:31:08.000]  其他各種東方的哲學也都很相處
[00:31:08.000 --> 00:31:13.000]  那些哲學認爲參悟生命的智性
[00:31:13.000 --> 00:31:19.000]  那些術語都是挺高深
[00:31:19.000 --> 00:31:23.000]  參悟生命的智性
[00:31:23.000 --> 00:31:33.000]  用人自己的想法創造新事物和觀念
[00:31:33.000 --> 00:31:40.000]  以能解決人生的問題
[00:31:40.000 --> 00:31:43.000]  阿里士多德不知道什麼是完美
[00:31:43.000 --> 00:31:51.000]  其他的信仰不知道什麼是人生的問題
[00:31:51.000 --> 00:32:01.000]  最近十幾年這些哲學很迅速地出現在世界上
[00:32:01.000 --> 00:32:09.000]  很多大公司都在競爭發展人工智能
[00:32:09.000 --> 00:32:12.000]  人工智慧
[00:32:12.000 --> 00:32:15.000]  你們經常聽到AI AI AI
[00:32:15.000 --> 00:32:19.000]  Artificial Intelligence
[00:32:19.000 --> 00:32:40.000]  但是人工智慧沒有辦法解決人生永恆的問題
[00:32:40.000 --> 00:32:52.000]  換句話說,沒有辦法解決人、靈、魂的去處
[00:32:52.000 --> 00:32:56.000]  今天的比例教導我們
[00:32:56.000 --> 00:33:03.000]  人認爲的完美,要先確定生命的目的
[00:33:03.000 --> 00:33:11.000]  然後纔會努力爭取知識和智慧
[00:33:11.000 --> 00:33:17.000]  智慧書已經這樣教導
[00:33:17.000 --> 00:33:21.000]  經緯耶和華是知識的開端
[00:33:21.000 --> 00:33:29.000]  但愚昂人藐視智慧和教訓
[00:33:29.000 --> 00:33:34.000]  又說經緯耶和華是智慧的開端
[00:33:34.000 --> 00:33:40.000]  認識自性者便是聰明
[00:33:40.000 --> 00:33:45.000]  阿里士多德都不知道自性者是誰
[00:33:45.000 --> 00:33:51.000]  智慧的定義就是包括明白的意思
[00:33:51.000 --> 00:33:55.000]  和有思維的能力
[00:33:55.000 --> 00:33:59.000]  愚昂人藐視智慧和聰明
[00:33:59.000 --> 00:34:05.000]  不需要其他學識,不需要其他經驗
[00:34:05.000 --> 00:34:13.000]  保羅和林才恩姐妹留下努力爲神工作的榜樣
[00:34:13.000 --> 00:34:17.000]  使我記得希伯來書十二章所說
[00:34:17.000 --> 00:34:20.000]  我們既有者許多的見證人
[00:34:20.000 --> 00:34:23.000]  如同雲彩圍繞我們
[00:34:23.000 --> 00:34:26.000]  就當放下各樣的重擔
[00:34:26.000 --> 00:34:30.000]  脫虛容易前類我們的罪
[00:34:30.000 --> 00:34:37.000]  全心忍耐,崩瓦擺在我們前頭的路程
[00:34:37.000 --> 00:34:42.000]  有主耶穌帶領我們努力爲神工作
[00:34:42.000 --> 00:34:46.000]  我們可以見到神的榮耀
[00:34:46.000 --> 00:34:50.000]  正如約翰福音十七章所說
[00:34:50.000 --> 00:34:55.000]  他記載耶穌舉目望天
[00:34:55.000 --> 00:35:04.000]  耶穌說:父啊!我在哪裏?願禰所賜給我的人也同我在哪裏
[00:35:04.000 --> 00:35:10.000]  叫他們看見禰所賜給我的榮耀
[00:35:10.000 --> 00:35:21.000]  當然,在天國也得到獎賞
[00:35:21.000 --> 00:35:25.000]  做工可以爲榮耀自己
[00:35:25.000 --> 00:35:29.000]  也可以爲榮耀神
[00:35:29.000 --> 00:35:35.000]  各位,你可以自由選擇
[00:35:35.000 --> 00:35:40.000]  但是,如果你先確定自己人生的目的
[00:35:40.000 --> 00:35:44.000]  你就容易作選擇
[00:35:44.000 --> 00:35:50.000]  如果你選擇作神,作工榮耀神
[00:35:50.000 --> 00:35:55.000]  必定會落合,決自追求上進
[00:35:55.000 --> 00:36:00.000]  使自己的才能增加
[00:36:00.000 --> 00:36:08.000]  今天的信息我們可以如何用出來
[00:36:08.000 --> 00:36:13.000]  今天講到世界的三種心態
[00:36:13.000 --> 00:36:20.000]  世界的人有三種心態
[00:36:20.000 --> 00:36:28.000]  這三種心態也可以成爲我們向陌生人傳福音
[00:36:28.000 --> 00:36:34.000]  談論的話題
[00:36:34.000 --> 00:36:42.000]  進一步可以帶出福音和人生關係的信息
[00:36:42.000 --> 00:36:48.000]  解明,如果在生活上能夠認識神的愛
[00:36:48.000 --> 00:36:54.000]  就會得到完全的救恩
[00:36:54.000 --> 00:37:01.000]  人生的盡頭就能夠進入天國
[00:37:01.000 --> 00:37:05.000]  神不會浪費我們的時間
[00:37:05.000 --> 00:37:13.000]  神會用我們過去、現在的才能
[00:37:13.000 --> 00:37:22.000]  和未來日子我們增加的才能來侍奉他
[00:37:22.000 --> 00:37:25.000]  請我們低頭祈禱
[00:37:25.000 --> 00:37:29.000]  請天父我們感謝您的信息
[00:37:29.000 --> 00:37:34.000]  但願聖靈幫助我們走今生的道路
[00:37:34.000 --> 00:37:41.000]  能夠侍奉您,用我們日日加增的才能
[00:37:41.000 --> 00:37:45.000]  來侍奉您榮耀主耶穌的名
[00:37:45.000 --> 00:37:50.000]  將來在天家我們得到獎賞
[00:37:50.000 --> 00:37:52.000]  奉天下聖誕,阿瑪。
