
[00:00:00.000 --> 00:00:03.200]  在早堂的崇拜當中
[00:01:23.800 --> 00:01:28.560]  所以看到大衛因為逃避訴羅就到處走
[00:01:28.560 --> 00:01:30.240]  為什麼大衛要逃避訴羅呢?
[00:01:30.240 --> 00:01:31.320]  大家還記得嗎?
[00:01:31.320 --> 00:01:35.960]  因為訴羅妒忌大衛
[00:01:35.960 --> 00:01:40.080]  覺得大衛慢慢慢慢就越來越多人喜歡他
[00:01:40.080 --> 00:01:42.520]  會不會自己的皇位也給了他
[00:01:42.520 --> 00:01:44.720]  但是大衛從來沒有那個意圖
[00:01:44.720 --> 00:01:46.880]  說要奪了皇位
[00:01:46.880 --> 00:01:49.160]  或者要殺了訴羅
[00:01:49.160 --> 00:01:51.320]  或者要搶奪了以色列的皇朝
[00:01:51.320 --> 00:01:52.320]  沒有這樣的想法
[00:01:52.320 --> 00:01:57.240]  從來沒有在經文裏面我們見到蛛絲馬跡
[00:01:57.240 --> 00:02:01.880]  但是訴羅他是因為妒忌大衛而下殺了追殺你
[00:02:01.880 --> 00:02:04.200]  所以有時候我們都會
[00:02:04.200 --> 00:02:06.840]  可能面對一些這樣的恐懼
[00:02:06.840 --> 00:02:08.960]  沒有做過一些什麼問題
[00:02:08.960 --> 00:02:13.520]  但是他要淪落到要亡命天涯的地步
[00:02:13.520 --> 00:02:16.520]  當我們去到這樣亡命天涯
[00:02:16.520 --> 00:02:22.320]  好像無辜一樣要面對一些迫害或者受難的時候
[00:02:22.320 --> 00:02:24.600]  我們怎樣去面對呢?
[00:02:24.600 --> 00:02:25.920]  我們會在經文當中
[00:02:25.920 --> 00:02:29.040]  今天看到大衛怎樣在當中依靠神
[00:02:29.040 --> 00:02:30.760]  向神禱告
[00:02:30.760 --> 00:02:33.360]  更加重要的是要明辨神的心意
[00:02:33.360 --> 00:02:34.640]  所以在最後做的時候
[00:02:34.640 --> 00:02:36.280]  我會和大家想一下
[00:02:36.280 --> 00:02:38.720]  我們怎樣去做決定
[00:02:38.720 --> 00:02:41.160]  去明辨上帝的旨意
[00:02:41.160 --> 00:02:43.600]  在最後的道裏面我們再用祈禱
[00:02:43.600 --> 00:02:45.640]  將自己交給上帝
[00:02:45.640 --> 00:02:47.680]  親愛的主我們禱告仰望祢
[00:02:47.680 --> 00:02:50.120]  祢的靈願我們眾人同在
[00:02:50.120 --> 00:02:51.560]  打開我們的心
[00:02:51.560 --> 00:02:56.120]  然後預備好讓祢的話語充滿在我們的心心靈裏面
[00:02:56.120 --> 00:02:58.280]  又讓我們的頭腦去思想
[00:02:58.280 --> 00:02:59.640]  心裏面去明白
[00:02:59.640 --> 00:03:02.120]  而且願意活出來、行出來
[00:03:02.120 --> 00:03:04.600]  又讓眾人都遺像這一刻
[00:03:04.600 --> 00:03:07.200]  我作為上帝的僕人去祈禱
[00:03:07.200 --> 00:03:09.840]  以致我去宣講上帝的話語的時候
[00:03:09.840 --> 00:03:11.000]  不是出於個人
[00:03:11.000 --> 00:03:12.720]  而是出於聖靈的帶領
[00:03:12.720 --> 00:03:14.040]  臣你的感動
[00:03:14.040 --> 00:03:18.560]  以致讓神的話語成為我們心靈最大的祝福
[00:03:18.560 --> 00:03:20.240]  求主帶領我們禱告
[00:03:20.240 --> 00:03:21.760]  奉耶穌基督的靈教
[00:03:21.760 --> 00:03:22.600]  阿彌陀佛
[00:03:22.600 --> 00:03:27.680]  其實剛才美妹幫你讀了一段經文
[00:03:27.680 --> 00:03:29.800]  其實今天有三個片段
[00:03:29.800 --> 00:03:31.800]  經常有四段經文
[00:03:31.800 --> 00:03:34.320]  但是我很快和大家看一看
[00:03:34.320 --> 00:03:36.840]  如果還記得上個月說到
[00:03:36.840 --> 00:03:38.480]  大衛要逃避蘇羅
[00:03:38.480 --> 00:03:43.200]  就去到祭司的家族亞歇維納那裏
[00:03:43.200 --> 00:03:47.480]  但是卻淪落到整家人都要被抄家
[00:03:47.480 --> 00:03:48.440]  很慘
[00:03:48.440 --> 00:03:50.240]  所以大衛學了功課
[00:03:50.240 --> 00:03:52.000]  大衛繼續要逃亡
[00:03:52.000 --> 00:03:54.200]  去到第十節那裏說
[00:03:54.200 --> 00:03:55.920]  那日大衛起來
[00:03:55.920 --> 00:03:59.920]  躲避蘇羅逃到加德王亞歇那裏
[00:03:59.920 --> 00:04:03.160]  加德王亞歇那裏是什麼意思呢?
[00:04:03.160 --> 00:04:05.000]  意思就是說
[00:04:05.000 --> 00:04:07.000]  他逃離了黃色的邊境
[00:04:07.000 --> 00:04:08.360]  去到粉紅色的地方
[00:04:08.360 --> 00:04:09.440]  即是菲利士的地方
[00:04:09.440 --> 00:04:11.720]  這個就是加德這個地方
[00:04:11.720 --> 00:04:15.000]  這個地方其實是屬於菲利士人的
[00:04:15.000 --> 00:04:18.880]  更加妙就是他當初打敗那位哥利亞巨人
[00:04:18.880 --> 00:04:19.800]  打敗了他
[00:04:19.800 --> 00:04:22.240]  其實哥利亞是他的家鄉
[00:04:22.240 --> 00:04:23.920]  大衛心想
[00:04:23.920 --> 00:04:25.280]  現在被蘇羅王追
[00:04:25.280 --> 00:04:27.040]  當然是去到越遠越好
[00:04:27.040 --> 00:04:29.240]  在蘇羅王的範圍之外
[00:04:29.240 --> 00:04:30.360]  敵人的地方
[00:04:30.360 --> 00:04:31.440]  最危險的地方
[00:04:31.440 --> 00:04:33.320]  可能就是最安全的地方
[00:04:33.320 --> 00:04:35.800]  他就想了一計
[00:04:35.800 --> 00:04:36.960]  怎知道
[00:04:36.960 --> 00:04:38.000]  第十一節
[00:04:38.000 --> 00:04:40.520]  竟然被亞歇那些神父認得他
[00:04:40.520 --> 00:04:43.840]  這個不是那個國王大衛
[00:04:43.840 --> 00:04:45.840]  當初被人說蘇羅殺死千千
[00:04:45.840 --> 00:04:47.480]  大衛殺死萬萬
[00:04:47.480 --> 00:04:50.080]  不是指著他嗎?
[00:04:50.080 --> 00:04:51.720]  蘇羅害怕
[00:04:51.720 --> 00:04:53.040]  大衛害怕
[00:04:53.040 --> 00:04:54.800]  他原本打算打敗哥利亞
[00:04:54.800 --> 00:04:56.320]  當時又沒有新聞片段
[00:04:56.320 --> 00:04:57.120]  又沒有拍過照
[00:04:57.120 --> 00:04:59.680]  又沒有TVB那裏報導
[00:04:59.680 --> 00:05:00.920]  怎知道
[00:05:00.920 --> 00:05:02.520]  應該不會認得我的樣子
[00:05:02.520 --> 00:05:04.480]  怎知道聽不清楚
[00:05:04.480 --> 00:05:06.600]  然後大衛真的流汗了
[00:05:06.600 --> 00:05:07.840]  怎麼辦呢?
[00:05:07.840 --> 00:05:10.960]  打算躲在金王那邊
[00:05:10.960 --> 00:05:13.480]  所以大衛心裏立刻想了一計
[00:05:13.480 --> 00:05:14.840]  就是怎樣呢?
[00:05:14.840 --> 00:05:15.880]  打癲扮傻
[00:05:15.880 --> 00:05:17.040]  第十三節
[00:05:17.040 --> 00:05:19.240]  於是他還眼前一反常態
[00:05:19.240 --> 00:05:20.480]  再躺在中間
[00:05:20.480 --> 00:05:21.760]  裝瘋作癲
[00:05:21.760 --> 00:05:25.280]  在城門的門前互寫亂話
[00:05:25.280 --> 00:05:27.400]  任由碎判留在鬍子上
[00:05:27.400 --> 00:05:28.720]  這件事
[00:05:28.720 --> 00:05:30.920]  他真的扮得癲到透
[00:05:30.920 --> 00:05:33.360]  因為對於以色列的男人來說
[00:05:33.360 --> 00:05:35.480]  男人我們都知道
[00:05:35.480 --> 00:05:39.040]  我兒子自從四月之後都沒有留鬍子
[00:05:39.040 --> 00:05:41.000]  前女友要去婚禮
[00:05:41.000 --> 00:05:42.640]  因為沒有剃鬍子
[00:05:42.640 --> 00:05:43.800]  我沒有剃鬍子
[00:05:43.800 --> 00:05:45.320]  前女友去婚禮就說
[00:05:45.320 --> 00:05:47.400]  我都要剃一剃鬍子
[00:05:47.400 --> 00:05:50.840]  我們覺得鬍子是男人的尊嚴
[00:05:50.840 --> 00:05:52.000]  特別以色列人來說
[00:05:52.000 --> 00:05:53.720]  他們留鬍子代表他們的尊嚴
[00:05:53.720 --> 00:05:56.320]  所以他的口水都流在鬍子裏面
[00:05:56.320 --> 00:05:58.280]  就是極之羞辱的一個地步
[00:05:58.280 --> 00:05:59.440]  他扮得瘋了
[00:05:59.440 --> 00:06:01.280]  所有人都相信他
[00:06:01.280 --> 00:06:03.520]  所以金王就說
[00:06:03.520 --> 00:06:05.040]  我們看看第十四節
[00:06:05.040 --> 00:06:06.200]  你吳漢寫人瘋了
[00:06:06.200 --> 00:06:07.720]  我還需要這麼多跌倒
[00:06:07.720 --> 00:06:09.200]  快點叫他走
[00:06:09.200 --> 00:06:10.080]  不要來那裏
[00:06:10.080 --> 00:06:11.720]  越走越遠越好
[00:06:11.720 --> 00:06:14.320]  大衛終於吐出生天
[00:06:14.320 --> 00:06:18.520]  離開了那個地方
[00:06:18.520 --> 00:06:21.600]  在這裏有甚麼學習呢
[00:06:21.600 --> 00:06:26.320]  難道我們遇到危險就要裝傻嗎
[00:06:26.320 --> 00:06:28.000]  其實我們分析一下
[00:06:28.000 --> 00:06:32.600]  大衛他沒有去好祈禱
[00:06:32.600 --> 00:06:34.360]  求問神的心意
[00:06:34.360 --> 00:06:38.000]  他就自己去了加德和瓦根這裏
[00:06:38.000 --> 00:06:40.400]  就遇到這樣的問題
[00:06:40.400 --> 00:06:44.880]  但我們後來見到大衛將他在當中的經歷
[00:06:44.880 --> 00:06:47.040]  寫下在詩篇裏面
[00:06:47.040 --> 00:06:52.960]  其實詩篇很多都是大衛寫的
[00:06:52.960 --> 00:06:55.720]  其實我們靈修、祈禱、讀經
[00:06:55.720 --> 00:06:58.640]  如果有甚麼心突、有甚麼經歷
[00:06:58.640 --> 00:07:01.760]  你都可以寫下成為他的靈修陣
[00:07:01.760 --> 00:07:05.600]  詩篇就成為了大衛的靈修集記
[00:07:05.600 --> 00:07:07.080]  特別在三十四篇裏面
[00:07:07.080 --> 00:07:09.480]  就記錄了他一個
[00:07:09.480 --> 00:07:13.240]  經歷到上帝的拯救的一個靈修集記
[00:07:13.240 --> 00:07:14.360]  為甚麼會知道呢
[00:07:14.360 --> 00:07:16.040]  因為這裏經常在三十四篇
[00:07:16.040 --> 00:07:17.080]  如果你自己有聖經
[00:07:17.080 --> 00:07:20.760]  我們在疫情下就不放聖經在你手上了
[00:07:20.760 --> 00:07:21.640]  第一節那裏說
[00:07:21.640 --> 00:07:24.720]  大衛在亞比米那面前裝瘋
[00:07:24.720 --> 00:07:30.960]  被趕出去就坐者思
[00:07:30.960 --> 00:07:32.360]  亞比米那是誰
[00:07:32.360 --> 00:07:34.080]  剛才明明是加州王阿吉
[00:07:34.080 --> 00:07:36.520]  為甚麼突然間變成亞比米那
[00:07:36.520 --> 00:07:42.280]  其實我們譬如埃及皇帝叫甚麼
[00:07:42.280 --> 00:07:42.880]  法魯
[00:07:42.880 --> 00:07:44.240]  他不是真的叫法魯
[00:07:44.240 --> 00:07:47.120]  是埃及皇帝才叫法魯
[00:07:47.120 --> 00:07:49.840]  羅馬的皇帝叫甚麼
[00:07:49.840 --> 00:07:50.960]  凱撒
[00:07:50.960 --> 00:07:54.480]  所以菲利士當地義短稱呼的皇帝
[00:07:54.480 --> 00:07:56.080]  就叫亞比米那
[00:07:56.080 --> 00:07:58.880]  而那個皇帝的姓名就叫阿吉
[00:07:58.880 --> 00:08:02.040]  所以這段經文就記載了
[00:08:02.040 --> 00:08:04.000]  大衛經歷了這個病後
[00:08:04.000 --> 00:08:05.560]  他的靈修集記
[00:08:05.560 --> 00:08:08.000]  事實上我們不能看整個三十四篇
[00:08:08.000 --> 00:08:10.560]  頭三節其實剛才
[00:08:10.560 --> 00:08:11.560]  令會那裏說的
[00:08:11.560 --> 00:08:11.960]  在哪裏
[00:08:11.960 --> 00:08:13.320]  在宣詔那裏說
[00:08:13.320 --> 00:08:15.840]  這個詩篇就是頭三節在宣詔
[00:08:15.840 --> 00:08:18.600]  大衛說我有一個屬靈的經歷
[00:08:18.600 --> 00:08:19.800]  我想和大家分享
[00:08:19.800 --> 00:08:21.120]  他就在頭三節裏面
[00:08:21.120 --> 00:08:23.320]  將宣詔歸給上帝
[00:08:23.320 --> 00:08:25.040]  然後就開始講他的經歷了
[00:08:25.040 --> 00:08:26.440]  在第四、五、六節裏面
[00:08:26.440 --> 00:08:29.000]  你見到黃色的字
[00:08:29.000 --> 00:08:31.480]  你記得他正和第六節
[00:08:31.480 --> 00:08:34.520]  他尋求神就已經找他
[00:08:34.520 --> 00:08:35.760]  就脫離一切的恐懼
[00:08:35.760 --> 00:08:36.720]  第六節又是
[00:08:36.720 --> 00:08:37.680]  他呼求神
[00:08:37.680 --> 00:08:38.840]  求神幫他
[00:08:38.840 --> 00:08:40.000]  而我就垂聽
[00:08:40.000 --> 00:08:41.680]  就脫離一切的患難
[00:08:41.680 --> 00:08:43.360]  所以你見到大衛用經歷
[00:08:43.360 --> 00:08:44.440]  當我們呼求神
[00:08:44.440 --> 00:08:45.520]  神你救我
[00:08:45.520 --> 00:08:46.920]  神就會拯救他
[00:08:46.920 --> 00:08:48.040]  脫離一切的患難
[00:08:48.040 --> 00:08:49.160]  第五節說
[00:08:49.160 --> 00:08:50.880]  念必不蒙羞
[00:08:50.880 --> 00:08:51.800]  念必不蒙羞
[00:08:51.800 --> 00:08:52.840]  還記得剛才我說
[00:08:52.840 --> 00:08:54.840]  整條面鬍鬚都是口水
[00:08:54.840 --> 00:08:56.400]  這麼羞辱的事都可以
[00:08:56.400 --> 00:08:57.560]  但是對於大衛來說
[00:08:57.560 --> 00:08:59.640]  他見到上帝的拯救的時候
[00:08:59.640 --> 00:09:01.600]  念必不蒙羞
[00:09:01.600 --> 00:09:02.560]  而去到第七節
[00:09:02.560 --> 00:09:03.120]  「答救」
[00:09:03.120 --> 00:09:04.480]  你見到這個先篇裏面
[00:09:04.480 --> 00:09:05.320]  就不斷有很多
[00:09:05.320 --> 00:09:08.120]  見到上帝拯救大衛
[00:09:08.120 --> 00:09:09.920]  當大衛呼求上帝的時候
[00:09:09.920 --> 00:09:11.600]  上帝就拯救大衛
[00:09:11.600 --> 00:09:12.280]  去到第八節
[00:09:12.280 --> 00:09:14.040]  「賞賞」這個字是甚麼意思
[00:09:14.040 --> 00:09:15.720]  其實我們經歷了一些
[00:09:15.720 --> 00:09:17.440]  受人的經驗
[00:09:17.440 --> 00:09:19.760]  我們要品嘗一下
[00:09:19.760 --> 00:09:21.440]  神給你的恩典
[00:09:21.440 --> 00:09:23.360]  品嘗一下當中的經歷
[00:09:23.360 --> 00:09:25.040]  當大衛品嘗的時候
[00:09:25.040 --> 00:09:26.320]  他就體驗到
[00:09:26.320 --> 00:09:28.200]  上帝的恩典不是在頭腦裏面
[00:09:28.200 --> 00:09:29.840]  是在經驗裏面
[00:09:29.840 --> 00:09:31.680]  他經驗到上帝的拯救
[00:09:31.680 --> 00:09:32.720]  這個就是「賞賞」
[00:09:32.720 --> 00:09:34.680]  主一的滋味的意思
[00:09:34.680 --> 00:09:35.600]  第十節說
[00:09:35.600 --> 00:09:38.480]  「少壯的獅子尚且缺食忍餓」
[00:09:38.480 --> 00:09:40.000]  但尋求耶和華的
[00:09:40.000 --> 00:09:41.400]  「甚麼好處則不缺」
[00:09:41.400 --> 00:09:43.560]  是兩個對比的圖畫
[00:09:43.560 --> 00:09:44.360]  少壯的獅子即是說
[00:09:44.360 --> 00:09:46.400]  很有力量的獅子
[00:09:46.400 --> 00:09:48.680]  他一定是找食物很厲害
[00:09:48.680 --> 00:09:51.560]  但是也有可能會缺食忍餓的時候
[00:09:51.560 --> 00:09:53.160]  但是我們謙卑軟弱
[00:09:53.160 --> 00:09:54.440]  好像大衛那樣
[00:09:54.440 --> 00:09:55.640]  去到敵人的地方
[00:09:55.640 --> 00:09:57.360]  他還可以依靠甚麼?
[00:09:57.360 --> 00:09:59.440]  他只能依靠上帝
[00:09:59.440 --> 00:10:04.400]  「甚麼好處都不缺」
[00:10:04.400 --> 00:10:07.600]  當我們軟弱、謙卑、尋求上帝的時候
[00:10:07.600 --> 00:10:09.520]  原來甚麼好處都不會缺乏
[00:10:09.520 --> 00:10:12.280]  這個就見到一個很大的對比
[00:10:12.280 --> 00:10:14.760]  時間不如可以逐節解釋一下
[00:10:14.760 --> 00:10:16.680]  為什麼說「孩子們,來聽我」
[00:10:16.680 --> 00:10:18.720]  其實大衛就透過他的詩篇
[00:10:18.720 --> 00:10:20.800]  去教導他的跟從者
[00:10:20.800 --> 00:10:22.840]  你說大衛一個人都是跟從者
[00:10:22.840 --> 00:10:24.920]  下一節就會見到
[00:10:24.920 --> 00:10:27.120]  大衛原來已經慢慢聚集了
[00:10:27.120 --> 00:10:28.880]  有四粒跟從者跟從他
[00:10:28.880 --> 00:10:30.600]  一會兒我會再說
[00:10:30.600 --> 00:10:31.920]  到了15至18節
[00:10:31.920 --> 00:10:34.440]  你就會見到不斷呼求呼求呼求
[00:10:34.440 --> 00:10:36.440]  上帝拯救拯救拯救
[00:10:36.440 --> 00:10:39.840]  所以在《月經》裏面我們見到
[00:10:39.840 --> 00:10:44.520]  大衛在整個的裝瘋扮傻的經裏面
[00:10:44.520 --> 00:10:45.600]  我們見到
[00:10:45.600 --> 00:10:46.400]  不是他厲害
[00:10:46.400 --> 00:10:47.720]  大衛沒有說「我多厲害」
[00:10:47.720 --> 00:10:48.920]  「我懂得裝瘋」
[00:10:48.920 --> 00:10:51.960]  那就逃離了對敵人的困難
[00:10:51.960 --> 00:10:52.880]  其實不是他厲害
[00:10:52.880 --> 00:10:54.080]  他也知道不是他厲害
[00:10:54.080 --> 00:10:55.840]  因為就算他裝瘋了又如何
[00:10:55.840 --> 00:10:59.120]  「你殺死我的上帝哥尼拿」
[00:10:59.120 --> 00:11:00.320]  「你瘋了我都圍著你」
[00:11:00.320 --> 00:11:01.040]  「都要凌辱你」
[00:11:01.040 --> 00:11:04.440]  「都要搞搞搞到你死為止」
[00:11:04.440 --> 00:11:06.280]  所以大師教這次能夠逃難
[00:11:06.280 --> 00:11:08.320]  不是因為自己的智慧
[00:11:08.320 --> 00:11:10.000]  而是因為上帝的拯救
[00:11:10.000 --> 00:11:11.400]  上帝的恩典
[00:11:11.400 --> 00:11:13.720]  所以我就做了一個小題目
[00:11:13.720 --> 00:11:17.040]  「急難事尋求 神必施拯救」
[00:11:17.040 --> 00:11:20.320]  「急難事尋求 神必施拯救」
[00:11:20.320 --> 00:11:21.720]  現在在你的心靈當中
[00:11:21.720 --> 00:11:23.160]  有沒有這樣的急難呢?
[00:11:23.160 --> 00:11:24.800]  有沒有這樣的困難呢?
[00:11:24.800 --> 00:11:26.120]  你去呼求神
[00:11:26.120 --> 00:11:27.720]  神就會拯救你
[00:11:27.720 --> 00:11:29.720]  之後你就將你的經歷寫下來
[00:11:29.720 --> 00:11:32.000]  向人分享
[00:11:32.000 --> 00:11:34.280]  第二個片段是繼續接續的
[00:11:34.280 --> 00:11:35.240]  在《察物語記》上
[00:11:35.240 --> 00:11:36.880]  二十二章一至五節
[00:11:36.880 --> 00:11:38.360]  但是他終於離開了
[00:11:38.360 --> 00:11:41.160]  他就逃到亞道蘭洞這裡
[00:11:41.160 --> 00:11:43.400]  亞道蘭洞是什麼地方呢?
[00:11:43.400 --> 00:11:45.120]  就是回到以色列境裡面
[00:11:45.120 --> 00:11:46.080]  就是這裡
[00:11:46.080 --> 00:11:47.360]  黃色的地方
[00:11:47.360 --> 00:11:48.600]  但是有很多山洞
[00:11:48.600 --> 00:11:51.560]  那些山洞是駁通了的
[00:11:51.560 --> 00:11:53.520]  所以這座山裡面好像老鼠一樣
[00:11:53.520 --> 00:11:55.680]  那些洞全部可以鑽來鑽去
[00:11:55.680 --> 00:11:57.920]  很難捉到它
[00:11:57.920 --> 00:11:59.720]  就為了一個山寨
[00:11:59.720 --> 00:12:01.280]  而大衛在這裡
[00:12:01.280 --> 00:12:03.840]  慢慢凝聚了一群人和他一起
[00:12:03.840 --> 00:12:05.400]  首先當然是他的家人
[00:12:05.400 --> 00:12:06.160]  兄弟
[00:12:06.160 --> 00:12:07.680]  他的父親全家
[00:12:07.680 --> 00:12:09.880]  因為都投靠索羅王都不行了
[00:12:09.880 --> 00:12:11.200]  索羅王要追捕大衛
[00:12:11.200 --> 00:12:12.840]  他家人一定要株連
[00:12:12.840 --> 00:12:14.960]  所以連他家人都要逃難
[00:12:14.960 --> 00:12:15.960]  逃到那裡
[00:12:15.960 --> 00:12:18.680]  和大衛圍在一起
[00:12:18.680 --> 00:12:20.000]  而且第二節說
[00:12:20.000 --> 00:12:21.840]  凡生活困壁的
[00:12:21.840 --> 00:12:22.880]  欠債的
[00:12:22.880 --> 00:12:24.200]  心裡煩惱的
[00:12:24.200 --> 00:12:26.360]  都聚集到大衛那裡
[00:12:26.360 --> 00:12:30.760]  就他就作他們的領袖
[00:12:30.760 --> 00:12:33.200]  當你見到這個索羅王
[00:12:33.200 --> 00:12:36.400]  無端端要殺大衛的
[00:12:36.400 --> 00:12:39.000]  一個完全已經去到
[00:12:39.000 --> 00:12:40.880]  超乎質度
[00:12:40.880 --> 00:12:44.640]  超乎人性的這麼奸險
[00:12:44.640 --> 00:12:49.640]  或者這麼無常的皇帝的時候
[00:12:49.640 --> 00:12:51.880]  他的國家會管治成怎樣
[00:12:51.880 --> 00:12:54.880]  所以你見到很多困壁的
[00:12:54.880 --> 00:12:56.080]  就是對社會
[00:12:56.080 --> 00:12:58.560]  對當時的政治不滿的
[00:12:58.560 --> 00:12:59.280]  欠債的
[00:12:59.280 --> 00:13:00.200]  可能面對失業
[00:13:00.200 --> 00:13:02.640]  或者面對經濟的困難的人
[00:13:02.640 --> 00:13:04.000]  心裡煩惱的
[00:13:04.000 --> 00:13:05.320]  很多不安
[00:13:05.320 --> 00:13:09.320]  他們就逃離了索羅這個管轄
[00:13:09.320 --> 00:13:11.800]  他們都投靠了大衛
[00:13:11.800 --> 00:13:12.720]  你就見到
[00:13:12.720 --> 00:13:16.280]  上帝就不斷去帶領著一些人
[00:13:16.280 --> 00:13:18.640]  讓他們去到大衛的身邊
[00:13:18.640 --> 00:13:20.400]  讓大衛成為他們的領袖
[00:13:20.400 --> 00:13:22.440]  總共有四百人這麼多
[00:13:22.440 --> 00:13:24.520]  這幫人就成為了將來
[00:13:24.520 --> 00:13:29.120]  大衛建立他的王國的時候
[00:13:29.120 --> 00:13:34.080]  一幫很忠心的勇士和戰領
[00:13:34.080 --> 00:13:36.000]  但是大衛學謝了
[00:13:36.000 --> 00:13:37.360]  在第三節說
[00:13:37.360 --> 00:13:40.600]  大衛從那裡往摩亞的米斯巴去
[00:13:40.600 --> 00:13:42.000]  對摩亞王說
[00:13:42.000 --> 00:13:44.560]  請你讓我父母搬來
[00:13:44.560 --> 00:13:46.160]  跟你們在一起
[00:13:46.160 --> 00:13:50.160]  讓我知道神要為我做怎樣做
[00:13:50.160 --> 00:13:52.840]  這裡很重要
[00:13:52.840 --> 00:13:54.320]  大衛已經學謝了
[00:13:54.320 --> 00:13:56.840]  他之前去投靠祭司
[00:13:56.840 --> 00:13:58.280]  連累了別人
[00:13:58.280 --> 00:14:00.240]  他去到阿吉和
[00:14:00.240 --> 00:14:01.240]  以為是最危險的地方
[00:14:01.240 --> 00:14:02.080]  是最安全的地方
[00:14:02.080 --> 00:14:03.760]  弄了半天才能走
[00:14:03.760 --> 00:14:05.200]  都很狼狽
[00:14:05.200 --> 00:14:06.600]  所以他這一刻決定
[00:14:06.600 --> 00:14:08.680]  我不做任何事
[00:14:08.680 --> 00:14:11.960]  我只要專心一意尋求上帝的心意
[00:14:11.960 --> 00:14:13.400]  上帝跟著我要我怎樣做
[00:14:13.400 --> 00:14:14.360]  我知道怎樣做
[00:14:14.360 --> 00:14:17.840]  我要專心尋求神的心意
[00:14:17.840 --> 00:14:19.240]  而在這段時間
[00:14:19.240 --> 00:14:21.920]  大衛最掛心的就是他父母的安寧
[00:14:21.920 --> 00:14:23.840]  我逃難我只想到處走
[00:14:23.840 --> 00:14:25.880]  但是他父母不可以這麼辛苦
[00:14:25.880 --> 00:14:30.120]  他就帶他的父母去摩亞王那裡
[00:14:30.120 --> 00:14:31.040]  摩亞王那裡
[00:14:31.040 --> 00:14:32.400]  為什麼去摩亞王那裡呢?
[00:14:32.400 --> 00:14:33.720]  摩亞王再遠一點
[00:14:33.720 --> 00:14:35.520]  就去過這個鹽海
[00:14:35.520 --> 00:14:37.320]  去到淺綠色的地方
[00:14:37.320 --> 00:14:38.520]  再遠一點的地方
[00:14:38.520 --> 00:14:40.080]  是另外一個國家
[00:14:40.080 --> 00:14:44.280]  可以說是另外一個國家的地方
[00:14:44.280 --> 00:14:44.920]  為什麼呢?
[00:14:44.920 --> 00:14:47.600]  你想想大衛為什麼這麼放心
[00:14:47.600 --> 00:14:49.040]  竟然可以把父母交給
[00:14:49.040 --> 00:14:52.760]  另外一個國家的皇帝那邊的人呢?
[00:14:52.760 --> 00:14:54.520]  因為有親戚關係
[00:14:54.520 --> 00:14:56.800]  因為大衛的祖先
[00:14:56.800 --> 00:14:59.440]  他的真祖母是誰?
[00:14:59.440 --> 00:15:01.400]  大衛的真祖母就是路德
[00:15:01.400 --> 00:15:03.200]  路德記
[00:15:03.200 --> 00:15:06.440]  後來跟波亞斯結婚
[00:15:06.440 --> 00:15:07.240]  生了俄比德
[00:15:07.240 --> 00:15:08.280]  俄比德生了耶西
[00:15:08.280 --> 00:15:09.640]  耶西就是大衛的父親
[00:15:09.640 --> 00:15:10.920]  所以有親戚關係
[00:15:10.920 --> 00:15:12.440]  而路德為什麼跟波亞有關係?
