
[00:00:00.000 --> 00:00:05.100]  今日呢我哋分享嘅題目呢係活出天國子民嘅身份
[00:07:17.280 --> 00:07:19.960]  咁你就知道佢係邊隻牛仔褲品牌喇
[00:07:19.960 --> 00:07:22.880]  咁佢代理呢個牛仔褲品牌嘅時候呢
[00:07:22.880 --> 00:07:25.280]  佢都對員工有個好重要嘅提醒
[00:07:25.280 --> 00:07:27.440]  佢話今日你作為公司嘅員工
[00:07:27.440 --> 00:07:30.680]  你係代表緊公司嘅品牌
[00:07:30.680 --> 00:07:34.840]  所以你只可以去著呢一個牌子嘅牛仔褲
[00:07:34.840 --> 00:07:35.760]  同埋你記住
[00:07:35.760 --> 00:07:38.760]  唔可以著死對頭牌子嘅牛仔褲㗎
[00:07:38.760 --> 00:07:40.320]  嗰個死對頭牌子呢
[00:07:40.320 --> 00:07:43.360]  個名好似即係你未記嗰個李未咁樣
[00:07:43.360 --> 00:07:46.000]  即係你又唔著得嗰啲牛仔褲㗎
[00:07:46.000 --> 00:07:48.640]  你只可以著嗰個中國性咁嘅牛仔褲
[00:07:48.640 --> 00:07:53.360]  唔可以著好似李未記嗰個咁嘅牌子嘅牛仔褲㗎
[00:07:53.360 --> 00:07:56.440]  咁因為呢你身為公司嘅員工
[00:07:56.440 --> 00:08:00.280]  係代表緊公司嘅品牌同埋價值觀㗎
[00:08:00.280 --> 00:08:03.760]  咁所以今日同樣我哋係天國嘅子民
[00:08:03.760 --> 00:08:07.680]  我哋嘅行事為人係同福音相稱
[00:08:07.680 --> 00:08:08.560]  咁你可能會問啦
[00:08:08.560 --> 00:08:11.160]  咁同福音相稱係咩意思呢
[00:08:11.160 --> 00:08:12.920]  呢度講緊同福音相稱
[00:08:12.920 --> 00:08:16.640]  即係話我哋今日相信福音成為天國嘅子民呢
[00:08:16.640 --> 00:08:21.480]  我哋嘅行為要符合福音所界定嘅標準
[00:08:21.480 --> 00:08:25.040]  即係合乎聖經真理嘅標準
[00:08:25.040 --> 00:08:28.240]  而行事為人與基督嘅福音相稱
[00:08:28.240 --> 00:08:31.120]  呢個係一個係概括性嘅原則
[00:08:31.120 --> 00:08:35.480]  係代表緊我哋生活嘅每一個層面
[00:08:35.480 --> 00:08:39.200]  都要同聖經嘅真理相符合
[00:08:39.200 --> 00:08:41.360]  所以今日我哋第一樣嘢要反思
[00:08:41.360 --> 00:08:44.600]  就係我哋嘅生命係唔係每一個層面
[00:08:44.600 --> 00:08:45.680]  我哋嘅家庭
[00:08:45.680 --> 00:08:46.800]  我哋嘅職場
[00:08:46.800 --> 00:08:47.920]  我哋喺社會嘅裏面
[00:08:47.920 --> 00:08:49.080]  我哋喺教會嘅裏面
[00:08:49.080 --> 00:08:50.880]  究竟我哋嘅行事為人
[00:08:50.880 --> 00:08:53.920]  有冇同真理相符合
[00:08:53.920 --> 00:08:55.480]  而當我哋咁樣做嘅時候
[00:08:55.480 --> 00:08:58.120]  保羅話佢嘅目的係乜嘢嘢呢
[00:08:58.120 --> 00:09:01.760]  保羅話嘅目的就係叫我或來見你哋
[00:09:01.760 --> 00:09:03.880]  或不在你哋嗰裏
[00:09:03.880 --> 00:09:06.320]  可以聽見你哋嘅景況
[00:09:06.320 --> 00:09:09.040]  知道你哋同有一個心智
[00:09:09.040 --> 00:09:10.480]  站立得穩
[00:09:10.480 --> 00:09:13.120]  為所信的福音齊心努力
[00:09:13.120 --> 00:09:14.080]  保羅喺度講一樣嘢
[00:09:14.080 --> 00:09:16.200]  又係保羅唔知道自己會唔會被釋放
[00:09:16.200 --> 00:09:18.400]  因為我哋知道佢寫《菲律賓書》嘅時候
[00:09:18.400 --> 00:09:21.360]  其實佢係喺一個拘禁嘅狀況裏面
[00:09:21.360 --> 00:09:23.040]  佢唔知道自己會唔會被釋放
[00:09:23.040 --> 00:09:25.640]  但佢話如果我能夠被釋放嘅話
[00:09:25.640 --> 00:09:27.440]  我就會嚟見你哋
[00:09:27.440 --> 00:09:29.280]  但係如果我唔能夠被釋放嘅話
[00:09:29.280 --> 00:09:31.280]  我可能會被帶去另一個地方
[00:09:31.280 --> 00:09:33.920]  但保羅話無論我可以嚟見你哋
[00:09:33.920 --> 00:09:35.800]  或者我唔能夠見你哋
[00:09:35.800 --> 00:09:38.160]  我都希望見到你哋係點呢
[00:09:38.160 --> 00:09:39.960]  當我聽見你哋嘅景況嘅時候
[00:09:39.960 --> 00:09:43.240]  我希望你哋係同有一個心智
[00:09:43.240 --> 00:09:45.080]  站立得穩
[00:09:45.080 --> 00:09:46.360]  站立得穩呢
[00:09:46.360 --> 00:09:49.120]  係一個軍事嘅術語嚟㗎
[00:09:49.120 --> 00:09:49.800]  代表咩呀
[00:09:49.800 --> 00:09:52.960]  代表無論戰況如何慘烈呢
[00:09:52.960 --> 00:09:55.920]  你都唔會離開你嘅崗位
[00:09:55.920 --> 00:09:58.760]  我覺得呢一段係應用喺我哋而家嘅世代
[00:09:58.760 --> 00:10:00.400]  都係合十分嘅適合
[00:10:00.400 --> 00:10:01.960]  因為我哋知道我哋而家都活喺一個
[00:10:01.960 --> 00:10:04.400]  好紛亂嘅世代嘅裏面
[00:10:04.400 --> 00:10:06.600]  但係今日喺呢個好紛亂嘅世代
[00:10:06.600 --> 00:10:11.200]  我哋又有冇堅守神比我哋嘅崗位呢
[00:10:11.200 --> 00:10:14.800]  其中一套我好鍾意睇嘅電影
[00:10:14.800 --> 00:10:16.520]  叫做Glory
[00:10:16.520 --> 00:10:18.320]  我想問下有冇人睇過呢套電影呀
[00:10:18.320 --> 00:10:20.600]  Glory
[00:10:20.600 --> 00:10:24.240]  三個崇拜裏面得兩個人睇過咋
[00:10:24.240 --> 00:10:26.440]  昨日第一場同今日都係零嘅
[00:10:26.440 --> 00:10:30.040]  證明我鍾意睇嘅嘢都係冇乜同路人㗎喇
[00:10:30.040 --> 00:10:32.640]  但係昨日有個肢體同我講
[00:10:32.640 --> 00:10:36.240]  原來呢套戲中文名叫光榮戰役
[00:10:36.240 --> 00:10:41.200]  呢套係講美國南北戰爭嘅一套電影裏面
[00:10:41.200 --> 00:10:47.640]  係描述美國第一隊嘅黑人軍兵小隊嘅故事
[00:10:47.640 --> 00:10:49.440]  裏面佢描述咗
[00:10:49.440 --> 00:10:55.920]  歷史又記載咗一個軍官佢哋打最後一場戰事嘅命令
[00:10:55.920 --> 00:10:57.120]  軍官咁樣講
[00:10:57.120 --> 00:11:00.520]  軍官指住係負責擔旗嗰個
[00:11:00.520 --> 00:11:03.520]  佢話如果今日呢一個人畀人擊倒
[00:11:03.520 --> 00:11:07.240]  邊一個願意繼續擔住支旗叫我哋謹守崗位
[00:11:07.240 --> 00:11:09.480]  佢哋隔離嗰個軍人話我願意
[00:11:09.480 --> 00:11:10.880]  跟住軍官再指住佢話
[00:11:10.880 --> 00:11:12.520]  如果連呢個人都畀人擊倒
[00:11:12.520 --> 00:11:15.120]  邊個願意繼續擔住支旗叫我哋謹守崗位
[00:11:15.120 --> 00:11:16.520]  跟住第三個我願意
[00:11:16.520 --> 00:11:18.920]  佢話如果呢個人都畀人擊倒
[00:11:18.920 --> 00:11:21.880]  邊一個願意繼續擔旗叫我哋謹守崗位
[00:11:21.880 --> 00:11:25.360]  以前每一個士兵都話我願意
[00:11:25.360 --> 00:11:27.120]  而我哋知道歷史記載
[00:11:27.120 --> 00:11:30.120]  佢哋打咗一場好光榮嘅戰役
[00:11:30.120 --> 00:11:32.080]  今日我哋都要問我哋自己
[00:11:32.080 --> 00:11:35.560]  究竟我哋願唔願意喺呢個世代裏面
[00:11:35.560 --> 00:11:38.800]  去謹守神畀我哋嘅崗位
[00:11:38.800 --> 00:11:40.840]  當我哋願意咁樣嘅時候
[00:11:40.840 --> 00:11:45.800]  保羅就話你哋就會為所信嘅福音齊心努力
[00:11:45.800 --> 00:11:49.240]  今日我哋有冇為我哋所信嘅福音齊心努力呢
[00:11:49.240 --> 00:11:52.560]  努力呢個字係一個運動嘅術語
[00:11:52.560 --> 00:11:57.200]  係形容一群嘅運動員為同一個嘅目標而努力
[00:11:57.200 --> 00:11:58.920]  但係你問我講到呢一度呢
[00:11:58.920 --> 00:12:00.480]  我又諗返起呢個聖誕節
[00:12:00.480 --> 00:12:02.120]  因為其實喺聖誕節
[00:12:02.120 --> 00:12:07.000]  弟兄姊妹就係為著耶穌嘅福音一齊努力喎
[00:12:07.000 --> 00:12:08.520]  如果呢頭先我講過
[00:12:08.520 --> 00:12:09.960]  當我哋諗返起聖誕節
[00:12:09.960 --> 00:12:12.040]  我哋嘅長者嘅福音崇拜
[00:12:12.040 --> 00:12:13.800]  我哋嘅超開心同樂人
[00:12:13.800 --> 00:12:15.200]  我哋嘅報佳音
[00:12:15.200 --> 00:12:16.440]  我哋嘅浸禮
[00:12:16.440 --> 00:12:17.920]  我哋嘅分堂嘅聚會
[00:12:17.920 --> 00:12:19.320]  我哋有琴與金香籠嘅聚會
[00:12:19.320 --> 00:12:24.440]  我哋睇到弟兄姊妹同心合意為同一個目標而努力
[00:12:24.440 --> 00:12:25.360]  所以好重要
[00:12:25.360 --> 00:12:28.520]  我哋要繼續同心合意為福音而努力
[00:12:28.520 --> 00:12:30.680]  呢個時候都畀你掌聲你隔離嗰個先啦
[00:12:30.680 --> 00:12:31.200]  好唔好啊
[00:12:31.200 --> 00:12:32.160]  多謝你
[00:12:32.160 --> 00:12:33.360]  我哋喺聖誕嘅時候呢
[00:12:33.360 --> 00:12:36.120]  我哋一齊呢去為福音去努力
[00:12:36.120 --> 00:12:39.320]  但我想講我哋唔係淨係喺教會為福音努力㗎
[00:12:39.320 --> 00:12:42.600]  行事為人同福音相請好重要
[00:12:42.600 --> 00:12:45.480]  我哋要做一次檢視我哋生命唔同嘅狀況
[00:12:45.480 --> 00:12:48.880]  我哋嘅家庭我哋有冇活好我哋嘅見證
[00:12:48.880 --> 00:12:50.120]  我哋嘅職場
[00:12:50.120 --> 00:12:54.640]  特別我哋知道而家職場係面對好多嘅困難同埋壓力
[00:12:54.640 --> 00:12:57.120]  我哋有聽過有門徒喺職場裏面
[00:12:57.120 --> 00:12:59.160]  成個公司都講人是非嘅
[00:12:59.160 --> 00:13:01.040]  但佢決定唔講是非
[00:13:01.040 --> 00:13:02.880]  但係可能會畀人排斥
[00:13:02.880 --> 00:13:05.280]  我哋有見過有弟兄姊妹
[00:13:05.280 --> 00:13:08.720]  成個公司呢都做一啲唔誠實嘅事嘅
[00:13:08.720 --> 00:13:11.960]  但係佢話我係基督同我拒絕到唔誠實嘅事
[00:13:11.960 --> 00:13:14.120]  又或者喺公司嘅文化裏面
[00:13:14.120 --> 00:13:16.440]  個個都爭住去認叻嘅
[00:13:16.440 --> 00:13:19.280]  但佢唔會去攞咗其他人嘅功勞
[00:13:19.280 --> 00:13:22.680]  最近我同一個啱啱轉咗新工嘅肢體傾計
[00:13:22.680 --> 00:13:25.480]  我問佢咁你覺得新工最困難係乜嘢嘢呀
[00:13:25.480 --> 00:13:26.680]  佢話新工最困難
[00:13:26.680 --> 00:13:30.680]  就成日啲人叫你去嗰啲唔應該去嘅地方
[00:13:30.680 --> 00:13:33.240]  即係啲男人去嗰啲男人唔應該去嘅地方
[00:13:33.240 --> 00:13:35.880]  唔係類似呀大家知道講咩呀
[00:13:35.880 --> 00:13:39.240]  咁佢話點解咁困難呀
[00:13:39.240 --> 00:13:40.720]  佢話因為好多人都同佢講
[00:13:40.720 --> 00:13:42.880]  你要同老細打好關係呀嘛
[00:13:42.880 --> 00:13:44.520]  你唔去呢啲地方
[00:13:44.520 --> 00:13:46.280]  你點同老細打好關係呀
[00:13:46.280 --> 00:13:48.600]  但佢話作為基督嘅門徒
[00:13:48.600 --> 00:13:51.600]  佢堅決唔去呢啲地方
[00:13:51.600 --> 00:13:55.120]  所以今日我哋要繼續守好我哋嘅崗位
[00:13:55.120 --> 00:13:56.920]  無論係家庭嘅崗位
[00:13:56.920 --> 00:13:58.120]  職場嘅崗位
[00:13:58.120 --> 00:13:59.360]  教會嘅崗位
[00:13:59.360 --> 00:14:01.240]  社會嘅崗位
[00:14:01.240 --> 00:14:03.920]  當我哋咁樣做嘅時候會唔會困難呀
[00:14:03.920 --> 00:14:04.600]  會
[00:14:04.600 --> 00:14:06.320]  但係保羅跟住畀佢安慰我哋
[00:14:06.320 --> 00:14:08.200]  我哋再一次讀28節紅色嘅字
[00:14:08.200 --> 00:14:08.760]  好唔好一齊讀
[00:14:08.760 --> 00:14:09.760]  一二三
[00:14:09.760 --> 00:14:12.360]  凡事不怕敵人的驚嚇
[00:14:12.360 --> 00:14:14.680]  者是證明他們沉淪
[00:14:14.680 --> 00:14:15.840]  你們得救
[00:14:15.840 --> 00:14:17.280]  都市出於神
[00:14:17.280 --> 00:14:19.120]  保羅喺度畀一個安慰佢
[00:14:19.120 --> 00:14:21.360]  佢話係呀你會面對壓力
[00:14:21.360 --> 00:14:23.200]  你可能會面對呢
[00:14:23.200 --> 00:14:24.600]  係攻擊
[00:14:24.600 --> 00:14:27.280]  但係你要知道當你咁樣面對攻擊
[00:14:27.280 --> 00:14:28.600]  或者壓力嘅時候
[00:14:28.600 --> 00:14:32.280]  係證明你喺神裏面係得救嘅
[00:14:32.280 --> 00:14:36.080]  你嘅敵人最終嘅結果係沉淪
[00:14:36.080 --> 00:14:38.760]  所以今日第一樣嘢我哋再一次去反思
[00:14:38.760 --> 00:14:43.280]  就係我哋嘅生命有冇同福音嘅標準相稱
[00:14:43.280 --> 00:14:46.560]  而今日神畀你嘅崗位又係乜嘢嘢
[00:14:46.560 --> 00:14:49.720]  你又有冇守好嗰個崗位呢
[00:14:49.720 --> 00:14:51.560]  第二樣嘢我哋今日學嘅
[00:14:51.560 --> 00:14:55.640]  係信服基督願意為主受苦
[00:14:55.640 --> 00:14:57.760]  我哋一齊讀29同埋30節
[00:14:57.760 --> 00:14:58.400]  我哋一齊讀嘛
[00:14:58.400 --> 00:14:59.560]  一二三
[00:14:59.560 --> 00:15:01.640]  因為你哋蒙因
[00:15:01.640 --> 00:15:04.280]  不但得以信服基督
[00:15:04.280 --> 00:15:06.680]  並要為他受苦
[00:15:06.680 --> 00:15:12.440]  你們的爭戰就與你們在我身上從前所看見
[00:15:12.440 --> 00:15:14.960]  而在所聽見的一樣
[00:15:14.960 --> 00:15:18.440]  呢度有一個好特別嘅一段聖經
[00:15:18.440 --> 00:15:21.360]  因為佢開始話因為你哋蒙因
[00:15:21.360 --> 00:15:24.680]  大家開始覺得正
[00:15:24.680 --> 00:15:28.800]  蒙因亦都係講緊被賜予被授予特權
