
[00:00:00.000 --> 00:00:04.640]  我們加勒泰書中間隔了一段時間
[00:02:14.360 --> 00:02:18.680]  聖靈在哪裏,哪裏就得自由
[00:02:18.680 --> 00:02:21.000]  所以親愛的幼稚妹,你自由了嗎?
[00:02:21.000 --> 00:02:25.160]  問你旁邊的人,你自由了嗎?
[00:02:25.160 --> 00:02:28.640]  你剛纔在敬拜的時候你自由嗎?
[00:02:28.640 --> 00:02:32.000]  自由嗎?
[00:02:32.000 --> 00:02:35.560]  如果你真自由你應該盡情的敬拜
[00:02:35.560 --> 00:02:38.520]  你盡情的讚美
[00:02:38.520 --> 00:02:41.680]  你如果還在受到過去傳統
[00:02:41.680 --> 00:02:46.560]  或者一些不正確的這種敬拜觀影響你
[00:02:46.560 --> 00:02:49.240]  你就很難釋放,是不是?
[00:02:49.240 --> 00:02:52.200]  當我們真正釋放的時候你就不會懼怕人
[00:02:52.200 --> 00:02:55.240]  當我們真是在靈裏面敬拜的時候
[00:02:55.240 --> 00:02:57.920]  我不知道你沒經歷過,我經歷過我知道
[00:02:57.920 --> 00:03:01.280]  那真是一個喜樂得不得了的一個敬拜
[00:03:01.280 --> 00:03:05.680]  那真是一個盡情的一個敬拜,Amen?
[00:03:05.680 --> 00:03:09.240]  那是我們所要的,Amen?
[00:03:09.240 --> 00:03:14.240]  所以保羅在接着第五章第二節開始
[00:03:14.240 --> 00:03:18.120]  第五章第二節開始
[00:03:18.120 --> 00:03:20.520]  他說我告訴你們
[00:03:20.520 --> 00:03:26.280]  若受割離基督就與你們無異了
[00:03:26.280 --> 00:03:29.720]  保羅這邊又在提割離
[00:03:29.720 --> 00:03:33.720]  因爲保羅之所以寫加拉太書
[00:03:33.720 --> 00:03:40.480]  就是因爲當時候有從耶路撒冷來的母會
[00:03:40.480 --> 00:03:41.800]  母會很大
[00:03:41.800 --> 00:03:47.200]  有母會來的這些猶太的基督徒
[00:03:47.200 --> 00:03:48.920]  他們雖然信了耶穌
[00:03:48.920 --> 00:03:54.760]  但是他們還活在猶太教的那種令法的觀念裏面
[00:03:54.760 --> 00:03:57.240]  所以他們來跟加拉太的信徒說
[00:03:57.240 --> 00:04:01.840]  他說你們光信耶穌不夠啊
[00:04:01.840 --> 00:04:03.960]  你們還需要怎麼樣?
[00:04:03.960 --> 00:04:08.280]  受割離
[00:04:08.280 --> 00:04:11.280]  他們還告訴他們要受割離
[00:04:11.280 --> 00:04:15.200]  好了,割離是什麼?
[00:04:15.200 --> 00:04:17.320]  割離是什麼?
[00:04:17.320 --> 00:04:29.280]  以色列的男子第八天就要受割離,是不是?
[00:04:29.280 --> 00:04:35.080]  謝謝,不然我不知道我在跟誰講話
[00:04:35.080 --> 00:04:37.280]  以色列的男子要受割離
[00:04:37.280 --> 00:04:41.040]  割離這件事情對以色列人來講
[00:04:41.040 --> 00:04:44.120]  那是非常重要的一件事情
[00:04:44.120 --> 00:04:49.560]  割離是律法當中的一個規定
[00:04:49.560 --> 00:04:54.840]  割離代表着舊約時代神跟人的一個利約
[00:04:54.840 --> 00:04:59.360]  好了,所以簡單的說割離就代表着律法
[00:04:59.360 --> 00:05:03.280]  割離就代表着要靠律法來稱義
[00:05:03.280 --> 00:05:05.280]  所以保羅爲這件事情
[00:05:05.280 --> 00:05:08.320]  從一開始加拉太書的時候他大力的講
[00:05:08.320 --> 00:05:13.520]  他說今天有人來跟你們傳一個別的福音
[00:05:13.520 --> 00:05:16.200]  看到沒有?
[00:05:16.200 --> 00:05:17.760]  這是很嚴肅的事情
[00:05:17.760 --> 00:05:20.560]  今天如果有人來跟你傳別的福音
[00:05:20.560 --> 00:05:22.480]  不是我傳給你們的
[00:05:22.480 --> 00:05:24.600]  不是聖經所告訴你們的這個福音
[00:05:24.600 --> 00:05:26.600]  那保羅說這是不得了的事情
[00:05:26.600 --> 00:05:28.360]  所以保羅畫這麼多的篇幅
[00:05:28.360 --> 00:05:30.920]  五章的聖經在這邊講這件事情
[00:05:30.920 --> 00:05:32.960]  那保羅在這裏接着講什麼?
[00:05:32.960 --> 00:05:36.240]  他說,他講到這個
[00:05:36.240 --> 00:05:39.760]  你如果受割離會帶來什麼結果?
[00:05:39.760 --> 00:05:41.480]  他講第一件事情
[00:05:41.480 --> 00:05:49.320]  你如果受割離,基督就與你們無異了
[00:05:49.320 --> 00:05:53.360]  基督就與你們無異了
[00:05:53.360 --> 00:05:56.480]  這個改教的
[00:05:56.480 --> 00:05:59.080]  我們都知道改教的是馬丁路德
[00:05:59.080 --> 00:06:02.200]  但是還有一位其實大家比較不清楚
[00:06:02.200 --> 00:06:04.120]  加爾文
[00:06:04.120 --> 00:06:05.520]  加爾文是長老會
[00:06:05.520 --> 00:06:08.880]  就是這種改革中的長老會的
[00:06:08.880 --> 00:06:16.280]  可以說都是尊加爾文爲他們的可以說算師父、師祖
[00:06:16.280 --> 00:06:20.040]  加爾文說,他說加拉太人中間的律法主義者
[00:06:20.040 --> 00:06:22.440]  想要教他們絕德
[00:06:22.440 --> 00:06:24.720]  他們可以同時既有耶穌
[00:06:24.720 --> 00:06:28.160]  還可以保持與上帝的律法關係
[00:06:28.160 --> 00:06:29.000]  保羅對他們說
[00:06:29.000 --> 00:06:31.840]  這並不是一個向他們開放的選項
[00:06:31.840 --> 00:06:35.760]  恩典體系和律法體系不可兼容
[00:06:35.760 --> 00:06:38.880]  凡是想要得到半個基督的人
[00:06:38.880 --> 00:06:43.840]  必定全然失去他
[00:06:43.840 --> 00:06:45.480]  瞭解我意思嗎?
[00:06:45.480 --> 00:06:48.480]  保羅,所以加爾文在這裏講到的意思就是說
[00:06:48.480 --> 00:06:51.680]  你不可能說你今天靠着律法
[00:06:51.680 --> 00:06:53.280]  又要靠着基督
[00:06:53.280 --> 00:06:55.400]  你一定只能夠靠着基督
[00:06:55.400 --> 00:06:56.560]  這是唯一的道路
[00:06:56.560 --> 00:06:58.400]  沒有別的選項
[00:06:58.400 --> 00:07:01.600]  只有因着相信耶穌、耶穌基督
[00:07:01.600 --> 00:07:03.000]  我們纔可以得救
[00:07:03.000 --> 00:07:05.160]  纔可以成癮
[00:07:05.160 --> 00:07:07.240]  確定嗎?
[00:07:07.240 --> 00:07:08.080]  非常確定
[00:07:08.080 --> 00:07:10.160]  要很重要的確定
[00:07:10.160 --> 00:07:13.160]  上次我給大家看過美國做的調查
[00:07:13.160 --> 00:07:17.400]  很多的基督徒不清楚這點
[00:07:17.400 --> 00:07:21.080]  那麼我們的總統川普
[00:07:21.080 --> 00:07:25.280]  在2025年的時候
[00:07:25.280 --> 00:07:27.720]  8月19號
[00:07:27.720 --> 00:07:29.480]  他在跟烏克蘭總統
[00:07:29.480 --> 00:07:33.920]  扎文斯基還有歐洲領導人會面之後的第二天
[00:07:33.920 --> 00:07:37.480]  他就跟福斯新聞的一個節目聯繫
[00:07:37.480 --> 00:07:39.960]  這個節目當中他被訪問
[00:07:39.960 --> 00:07:42.000]  他在節目當中就表示說
[00:07:42.000 --> 00:07:43.840]  他說他自己聽說
[00:07:43.840 --> 00:07:47.280]  在天堂的功德榜上
[00:07:47.280 --> 00:07:53.120]  他處於圖騰柱的最底層
[00:07:53.120 --> 00:07:55.720]  什麼叫圖騰?
[00:07:55.720 --> 00:08:00.320]  英文叫做At the bottom of the totem pole
[00:08:00.320 --> 00:08:02.000]  這什麼意思?
[00:08:02.000 --> 00:08:04.480]  其實英文這個是一個用語
[00:08:04.480 --> 00:08:05.920]  它的意思就是說
[00:08:05.920 --> 00:08:10.320]  就是在地位最低、最不重要的意思
[00:08:10.320 --> 00:08:14.000]  所以他說他在天堂的那個功德柱裏面
[00:08:14.000 --> 00:08:17.920]  是當At the bottom就是最底部的
[00:08:17.920 --> 00:08:21.000]  因此他的言下之意是什麼呢?
[00:08:21.000 --> 00:08:22.840]  他的言下之意說
[00:08:22.840 --> 00:08:27.960]  他說他如果能夠促成烏克蘭跟俄羅斯的和平
[00:08:27.960 --> 00:08:30.320]  每個禮拜拯救7000人
[00:08:30.320 --> 00:08:37.000]  他說這將成爲他進入天堂的理由
[00:08:37.000 --> 00:08:40.240]  請問在座的可以嗎?
[00:08:40.240 --> 00:08:41.800]  可以嗎?
[00:08:41.800 --> 00:08:43.480]  可以 好
[00:08:43.480 --> 00:08:46.520]  那麼現在他覺得他自己應該可以進天堂了
[00:08:46.520 --> 00:08:49.200]  我們來看看他的訪問
[00:08:49.200 --> 00:08:53.000]  幫我開一下
[00:08:53.000 --> 00:08:56.760]  這是在2026年的早餐會
[00:08:56.760 --> 00:08:57.720]  國家早餐會
[00:09:14.480 --> 00:09:16.760]  我們有個軍隊
[00:09:16.760 --> 00:09:19.760]  他們都看起來像湯姆克魯伯格
[00:09:19.760 --> 00:09:22.640]  請問一下美國
[00:09:22.640 --> 00:09:24.800]  請問阿聯酋
[00:09:24.800 --> 00:09:26.160]  他們正在談判
[00:09:26.160 --> 00:09:28.680]  他們不想讓我們進去
[00:09:28.680 --> 00:09:32.000]  我們有個大艦隊要去阿聯酋
[00:09:41.400 --> 00:09:44.520]  那是很多假新聞
[00:09:44.520 --> 00:09:46.760]  因爲我上次很開心
[00:09:46.760 --> 00:09:47.520]  我們有個大艦隊
[00:09:47.520 --> 00:09:49.360]  有60萬人
[00:09:49.360 --> 00:09:52.800]  他們說我永遠不會進入天堂
[00:09:52.800 --> 00:09:54.040]  我永遠不會
[00:09:54.040 --> 00:09:55.880]  我開始開始開玩笑
[00:09:55.880 --> 00:09:57.680]  你不能和他們開玩笑
[00:09:57.680 --> 00:09:59.440]  因爲他們寫了一句話
[00:09:59.440 --> 00:10:02.200]  紐約時報的前線報道說
[00:10:02.200 --> 00:10:06.520]  特朗普在質疑他人的生命和生命意義
[00:10:06.520 --> 00:10:08.960]  不 我只是開玩笑
[00:10:08.960 --> 00:10:11.680]  我認爲我應該做
[00:10:11.680 --> 00:10:13.200]  我不是個完美的選舉人
[00:10:13.200 --> 00:10:14.760]  但是我做了很多好事
[00:10:14.760 --> 00:10:16.160]  爲完美的人做
[00:10:16.160 --> 00:10:18.920]  川普宣佈了兩項宗教相關計劃
[00:10:18.920 --> 00:10:20.280]  一個是邀請美國民衆
[00:10:20.280 --> 00:10:21.360]  在5月17號
[00:10:21.360 --> 00:10:23.640]  在華府國家大考評禱告
[00:10:23.640 --> 00:10:25.360]  另外川普也表示教育部
[00:10:25.360 --> 00:10:27.360]  將針對公立學校的禱告權
[00:10:27.360 --> 00:10:28.760]  發佈指導方針
[00:10:28.760 --> 00:10:30.720]  但他預料這個禱告方針
[00:10:30.720 --> 00:10:32.800]  將會面臨訴訟
[00:10:32.800 --> 00:10:33.440]  TVB的新聞
[00:10:33.440 --> 00:10:35.240]  江輝 美國華府報導
[00:10:36.800 --> 00:10:40.480]  Ok 好
[00:10:40.480 --> 00:10:42.880]  好 那麼
[00:10:42.880 --> 00:10:45.600]  所以
[00:10:45.600 --> 00:10:50.960]  川普總統可以上天堂嗎
[00:10:50.960 --> 00:10:51.760]  他進步了
[00:10:51.760 --> 00:10:53.280]  他從去年
[00:10:53.280 --> 00:10:57.600]  不 2025年到今年
[00:10:57.600 --> 00:11:01.160]  他已經覺得他應該可以上天堂了
[00:11:01.160 --> 00:11:04.920]  請問怎麼樣可以上天堂
[00:11:04.920 --> 00:11:07.720]  啊
[00:11:07.720 --> 00:11:10.240]  Ok
[00:11:10.240 --> 00:11:11.600]  所以做了很多好事
[00:11:11.600 --> 00:11:18.440]  就可以上天堂嗎
[00:11:18.440 --> 00:11:21.080]  其實
[00:11:21.080 --> 00:11:23.920]  不少的基督徒也有這種觀念
[00:11:23.920 --> 00:11:26.000]  我們華人的基督徒
[00:11:26.000 --> 00:11:28.080]  受到佛教的背景的影響
[00:11:28.080 --> 00:11:31.840]  其實我們很多時候也會有這種觀念
[00:11:31.840 --> 00:11:36.240]  不一定是只是在所謂的上不上天堂的問題
[00:11:36.240 --> 00:11:39.560]  很多時候我們覺得我們應該要做好
[00:11:39.560 --> 00:11:41.920]  所以有時候會聽到一些弟兄姊妹說
[00:11:41.920 --> 00:11:46.080]  他說我覺得我如果再做得更好的話
[00:11:46.080 --> 00:11:48.440]  我應該可以上天堂
[00:11:48.440 --> 00:11:50.240]  那什麼叫做做得更好
[00:11:50.240 --> 00:11:51.840]  那好的標準在哪裏
[00:11:51.840 --> 00:11:54.240]  你懂我意思嗎
[00:11:54.240 --> 00:11:56.080]  所以保羅在這裏告訴我們一件事情
[00:11:56.080 --> 00:11:59.760]  如果你今天還要靠律法來稱義
[00:11:59.760 --> 00:12:03.600]  你就與基督無異了
[00:12:03.600 --> 00:12:05.880]  接着保羅講的第二件事情
[00:12:05.880 --> 00:12:08.040]  他說如果你要行割離
[00:12:08.040 --> 00:12:11.880]  你就要行整個律法
[00:12:11.880 --> 00:12:13.320]  他的原話是這樣說
[00:12:13.320 --> 00:12:16.760]  我在指着凡受割離的人確實的說
[00:12:16.760 --> 00:12:20.800]  他是怎麼樣
[00:12:20.800 --> 00:12:24.840]  欠着行全律法的債
[00:12:24.840 --> 00:12:28.680]  那我們接着來練這個雅各蘇二章十一節
[00:12:28.680 --> 00:12:29.960]  第四 我們一起來練 好不好
[00:12:29.960 --> 00:12:39.880]  來 預備 請
[00:12:39.880 --> 00:12:43.480]  雅各是在講行爲 對不對
[00:12:43.480 --> 00:12:47.080]  羅馬蘇講陰性稱義
[00:12:47.080 --> 00:12:50.360]  那雅各蘇同時他也告訴我們說
[00:12:50.360 --> 00:12:52.480]  你不要光是講說你陰性
[00:12:52.480 --> 00:12:54.960]  但是你的信心要有行爲
[00:12:54.960 --> 00:12:56.680]  所以雅各蘇在這裏
[00:12:56.680 --> 00:12:58.440]  雅各蘇講的這個律法的時候
[00:12:58.440 --> 00:12:59.440]  他提了一點
[00:12:59.440 --> 00:13:01.560]  他說凡遵守全律法的
[00:13:01.560 --> 00:13:04.120]  你在一條上犯
[00:13:04.120 --> 00:13:06.960]  你一條上面你沒有遵守
[00:13:06.960 --> 00:13:09.120]  你一條上面你跌倒
[00:13:09.120 --> 00:13:11.160]  你就是犯了重條
[00:13:11.160 --> 00:13:14.360]  這什麼意思啊
[00:13:14.360 --> 00:13:19.160]  我們有沒有拿罰單的經歷 有沒有
[00:13:19.160 --> 00:13:21.200]  好比說你今天超數了
[00:13:21.200 --> 00:13:24.360]  哎呀 今天趕着要來主日聚會
[00:13:24.360 --> 00:13:28.560]  所以呢 我就Speedy 哎呀 這非常正當的理由
[00:13:28.560 --> 00:13:30.840]  是爲主啊
[00:13:30.840 --> 00:13:32.040]  好了 結果呢
[00:13:32.040 --> 00:13:36.480]  警察伯伯在後面 噠噠噠 就抓到你了
[00:13:36.480 --> 00:13:38.600]  你跟他說 警察伯伯啊
[00:13:38.600 --> 00:13:41.600]  我現在是要去教會
[00:13:41.600 --> 00:13:44.920]  而且我是牧師
[00:13:44.920 --> 00:13:46.880]  我要去講道
[00:13:46.880 --> 00:13:49.640]  時間來不及了
[00:13:49.640 --> 00:13:51.920]  我是一個good driver
[00:13:51.920 --> 00:13:55.280]  我過去三十年駕駛的經歷
[00:13:55.280 --> 00:13:56.760]  你去查一下DMV
[00:13:56.760 --> 00:13:59.760]  去看一下 我是good driver
[00:13:59.760 --> 00:14:01.320]  我大部分的時間
[00:14:01.320 --> 00:14:05.040]  我都是遵守交通規則的
[00:14:05.040 --> 00:14:07.320]  我就這麼一次啊
[00:14:07.320 --> 00:14:12.120]  警察伯伯 饒了我吧
[00:14:12.120 --> 00:14:17.360]  警察伯伯怎麼說
[00:14:17.360 --> 00:14:22.960]  我不care 你過去三十年是good driver
[00:14:22.960 --> 00:14:25.720]  你今天Speedy
[00:14:25.720 --> 00:14:29.760]  你就是Speedy 懂我意思嗎
[00:14:29.760 --> 00:14:31.240]  所以保羅意思就是說
[00:14:31.240 --> 00:14:33.600]  你犯了這一條
[00:14:33.600 --> 00:14:37.120]  你過去再遵守了多少條
[00:14:37.120 --> 00:14:38.560]  你都叫做犯罪
[00:14:38.560 --> 00:14:41.600]  你都叫做犯了律法
[00:14:41.600 --> 00:14:48.960]  所以保羅是一個非常懂得這個律法的
[00:14:48.960 --> 00:14:52.480]  所以他用一個辯證的一個方式
[00:14:52.480 --> 00:14:56.600]  在跟猶太人在講
[00:14:56.600 --> 00:15:03.280]  那麼我們中國人背景比較多熟悉佛教
[00:15:03.280 --> 00:15:07.640]  你知道佛教有很多跟這個行爲有關係的
[00:15:07.640 --> 00:15:08.320]  對不對
[00:15:08.320 --> 00:15:10.680]  去西方極樂世界
[00:15:10.680 --> 00:15:12.280]  怎麼樣能夠去呢
[00:15:12.280 --> 00:15:17.160]  其中有一個大部分的佛教的都強調了一件事情
[00:15:17.160 --> 00:15:20.000]  就是要守戒
[00:15:20.000 --> 00:15:22.320]  持戒或守戒
[00:15:22.320 --> 00:15:23.200]  好了
[00:15:23.200 --> 00:15:24.520]  那麼這個戒呢
[00:15:24.520 --> 00:15:26.320]  有五戒
[00:15:26.320 --> 00:15:28.440]  有八齋戒
[00:15:28.440 --> 00:15:30.520]  有比丘裏戒
[00:15:30.520 --> 00:15:33.560]  有比丘戒
[00:15:33.560 --> 00:15:37.200]  含不當當加起來大概兩百多條戒
[00:15:37.200 --> 00:15:39.800]  但是現在我不是要教你怎麼守戒
[00:15:39.800 --> 00:15:43.120]  我現在告訴你是說最基本的佛教
[00:15:43.120 --> 00:15:44.480]  他要守五個戒
[00:15:44.480 --> 00:15:45.920]  來看看這哪五個戒
[00:15:45.920 --> 00:15:47.080]  來我們起來練好不好
[00:15:47.080 --> 00:15:49.800]  來
[00:15:49.800 --> 00:15:51.120]  不殺身
[00:15:51.120 --> 00:15:52.520]  還有呢
[00:15:52.520 --> 00:15:54.000]  不偷盜
[00:15:54.000 --> 00:15:55.440]  不邪淫
[00:15:55.440 --> 00:15:56.720]  不妄語
[00:15:56.720 --> 00:15:57.520]  還有呢
[00:15:57.520 --> 00:15:58.320]  不飲酒
[00:15:58.320 --> 00:16:00.760]  好這五戒你通通都遵守的
[00:16:00.760 --> 00:16:03.520]  舉手
[00:16:03.520 --> 00:16:04.000]  都沒有
[00:16:10.800 --> 00:16:13.560]  按照佛教的道理來講
[00:16:13.560 --> 00:16:15.880]  這五戒是最基本的戒
[00:16:15.880 --> 00:16:18.000]  也是最重要的戒
[00:16:18.000 --> 00:16:19.440]  特別前四個戒
[00:16:19.440 --> 00:16:20.240]  不殺身
[00:16:20.240 --> 00:16:20.880]  不偷盜
[00:16:20.880 --> 00:16:21.480]  不邪淫
[00:16:21.480 --> 00:16:23.240]  不妄語
[00:16:23.240 --> 00:16:25.240]  這四個戒當中
[00:16:25.240 --> 00:16:27.480]  你只要有一個戒
[00:16:27.480 --> 00:16:29.480]  你沒有遵守
[00:16:29.480 --> 00:16:31.680]  Out
[00:16:31.680 --> 00:16:33.000]  你沒有辦法上天堂
[00:16:33.000 --> 00:16:36.320]  你沒有辦法進西方極樂世界
[00:16:36.320 --> 00:16:38.400]  重不重要
[00:16:38.400 --> 00:16:38.800]  好了
[00:16:38.800 --> 00:16:41.240]  那我請問大家
[00:16:41.240 --> 00:16:42.480]  所以你看到沒有
[00:16:42.480 --> 00:16:45.600]  這只是兩百多條戒的當中的一個
[00:16:45.600 --> 00:16:49.040]  這個五個戒
[00:16:49.040 --> 00:16:50.840]  你一個戒你沒有犯
[00:16:50.840 --> 00:16:53.480]  你一個戒你不能夠遵守
[00:16:53.480 --> 00:16:55.800]  你就等於是犯了重戒
[00:16:55.800 --> 00:16:57.920]  這個意思懂嗎
[00:16:57.920 --> 00:17:00.800]  不是要等到你所有的戒都遵守了
[00:17:00.800 --> 00:17:03.360]  你才能夠去西方極樂世界
[00:17:03.360 --> 00:17:06.320]  而是怎麼樣
[00:17:06.320 --> 00:17:09.040]  你只要有一個戒你沒有遵守
[00:17:09.040 --> 00:17:10.680]  你就不及格
[00:17:10.680 --> 00:17:12.760]  你就沒有辦法進去
[00:17:12.760 --> 00:17:13.720]  瞭解我意思嗎
[00:17:13.720 --> 00:17:18.680]  所以保羅在這裏用這樣子一個觀念來說
[00:17:18.680 --> 00:17:22.760]  如果我們今天還在強調割離
[00:17:22.760 --> 00:17:27.800]  我們就必須要遵循權律法
[00:17:27.800 --> 00:17:28.080]  好了
[00:17:28.080 --> 00:17:30.400]  這是第二點
[00:17:30.400 --> 00:17:34.240]  第三個
[00:17:34.240 --> 00:17:35.520]  我們起來練這段經
[00:17:35.520 --> 00:17:37.360]  第四點來請
[00:17:37.360 --> 00:17:40.440]  你們這要靠律法稱義的
[00:17:40.440 --> 00:17:42.720]  是與基督隔絕
[00:17:42.720 --> 00:17:48.080]  從恩典中墜落了
[00:17:48.080 --> 00:17:50.880]  你們這要靠律法稱義的
[00:17:50.880 --> 00:17:53.200]  是與基督隔絕
[00:17:53.200 --> 00:17:53.720]  更厲害了
[00:17:53.720 --> 00:17:55.360]  前面是與基督怎麼樣
[00:17:55.360 --> 00:17:56.840]  五義現在是什麼
[00:17:56.840 --> 00:17:58.080]  與基督怎麼樣
[00:17:58.080 --> 00:17:59.520]  隔絕
[00:17:59.520 --> 00:18:04.760]  從恩典中墜落了
[00:18:04.760 --> 00:18:09.040]  你有沒有去過
[00:18:09.040 --> 00:18:10.800]  有多少人去過意大利
[00:18:10.800 --> 00:18:12.920]  去過羅馬
[00:18:12.920 --> 00:18:13.760]  有沒有去看過
[00:18:13.760 --> 00:18:15.280]  你去羅馬一定要去一個地方
[00:18:15.280 --> 00:18:16.920]  叫做聖彼得大教堂
[00:18:16.920 --> 00:18:17.800]  有沒有
[00:18:17.800 --> 00:18:19.400]  去過吧
[00:18:19.400 --> 00:18:21.160]  好
[00:18:21.160 --> 00:18:26.400]  那麼你知道聖彼得大教堂
[00:18:26.400 --> 00:18:29.160]  跟馬丁路德改教
[00:18:29.160 --> 00:18:31.560]  是有一個很密切的關係
[00:18:31.560 --> 00:18:34.200]  什麼關係呢
[00:18:34.200 --> 00:18:35.720]  首先我們來看看
[00:18:35.720 --> 00:18:38.200]  聖彼得大教堂
[00:18:38.200 --> 00:18:39.920]  可以說是世界上面
[00:18:39.920 --> 00:18:42.560]  人類歷史上面
[00:18:42.560 --> 00:18:47.360]  這個造價最昂貴
[00:18:47.360 --> 00:18:53.240]  花費的錢財最多的其中的建築物之一
[00:18:53.240 --> 00:18:58.200]  他一共花費了120年來建造
[00:18:58.200 --> 00:18:59.160]  120年了
[00:18:59.160 --> 00:19:01.280]  前前後後
[00:19:01.280 --> 00:19:02.880]  花費的金額呢
[00:19:02.880 --> 00:19:06.080]  大概是以今天的幣值來算
[00:19:06.080 --> 00:19:08.240]  因爲有一些專家幫他算過
[00:19:08.240 --> 00:19:17.360]  大概是50億到330億美金
[00:19:17.360 --> 00:19:20.040]  那丁子妹
[00:19:20.040 --> 00:19:27.960]  請問這麼多的錢從哪裏來的
[00:19:27.960 --> 00:19:29.880]  1515年的時候
[00:19:29.880 --> 00:19:32.560]  教宗利奧十世
[00:19:32.560 --> 00:19:38.680]  他爲了籌措聖彼得大教堂的這個鉅額的資金
[00:19:38.680 --> 00:19:40.080]  因爲他們當時候這個資金
[00:19:40.080 --> 00:19:44.280]  當然是第一個就是由教廷的國庫
[00:19:44.280 --> 00:19:47.280]  還有這些王公貴族的
[00:19:47.280 --> 00:19:51.200]  他們的這個交納的這些的貢獻
[00:19:51.200 --> 00:19:53.400]  另外就是這些朝聖者
[00:19:53.400 --> 00:19:54.360]  他們的奉獻
[00:19:54.360 --> 00:19:55.760]  除此之外
[00:19:55.760 --> 00:19:58.320]  還有很多的一筆是從哪裏來
[00:19:58.320 --> 00:20:03.560]  從當時候他們販賣贖罪券
[00:20:03.560 --> 00:20:05.320]  當時候呢
[00:20:05.320 --> 00:20:09.280]  那麼教廷就派了這麼一個人
[00:20:09.280 --> 00:20:10.400]  有沒有
[00:20:10.400 --> 00:20:11.880]  這個人
[00:20:11.880 --> 00:20:14.840]  就是右邊這個人
[00:20:14.840 --> 00:20:16.920]  那麼這個人呢
[00:20:16.920 --> 00:20:21.120]  教廷派他來
[00:20:21.120 --> 00:20:22.400]  他是德國名字
[00:20:22.400 --> 00:20:25.800]  但是把它翻成英文叫做Tessel
[00:20:25.800 --> 00:20:33.280]  Johann Tessel
[00:20:33.280 --> 00:20:36.120]  那這個特赦勒
[00:20:36.120 --> 00:20:38.040]  有的把它翻成特赦勒
[00:20:38.040 --> 00:20:41.480]  他被這個教廷指派
[00:20:41.480 --> 00:20:43.720]  就到了馬丁路德威丁堡
[00:20:43.720 --> 00:20:45.520]  他在那個地方的時候
[00:20:45.520 --> 00:20:50.880]  他就被指派到那個地方去販賣贖罪券
[00:20:50.880 --> 00:20:53.760]  那麼這個人極具煽動性的
[00:20:53.760 --> 00:20:58.520]  他用了一個極具煽動性的商業口號來宣傳
[00:20:58.520 --> 00:21:01.360]  他用的這一句話
[00:21:01.360 --> 00:21:04.720]  這個英文是說
[00:21:04.720 --> 00:21:07.240]  當然是德文翻成英文
[00:21:07.240 --> 00:21:16.800]  (英文)
[00:21:16.800 --> 00:21:18.040]  中文的意思是說
