
[00:00:00.000 --> 00:00:06.760]  今日我跟大家分享的題目是「生命師傅的典範」
[00:07:35.160 --> 00:07:36.840]  沒有人關心你
[00:07:36.840 --> 00:07:38.840]  你坐在哪裡都沒有人理你
[00:07:38.840 --> 00:07:41.040]  好像隱了形一樣
[00:07:41.040 --> 00:07:44.600]  你說回到教會是不是很冷漠呢
[00:07:44.600 --> 00:07:46.240]  但是如果你回到教會
[00:07:46.240 --> 00:07:48.920]  是有人招呼你、關心你
[00:07:48.920 --> 00:07:50.480]  很親切的時候
[00:07:50.480 --> 00:07:54.480]  你就有賓至如歸的感覺
[00:07:54.480 --> 00:07:58.000]  但是很可惜「素羅」沒有這一份的享受
[00:07:58.000 --> 00:08:02.120]  他得來的就是一個很冷漠的一個反應
[00:08:02.120 --> 00:08:04.960]  正在一個這樣的困境裡面的時候
[00:08:04.960 --> 00:08:06.080]  感謝神
[00:08:06.080 --> 00:08:09.320]  上帝就感動了巴拿巴
[00:08:09.320 --> 00:08:11.680]  上帝感動巴拿巴做什麼呢
[00:08:11.680 --> 00:08:16.960]  原來上帝感動巴拿巴是獨排眾議
[00:08:16.960 --> 00:08:20.920]  就是說當人人覺得「素羅」不行
[00:08:20.920 --> 00:08:22.400]  「素羅」好像傳染病
[00:08:22.400 --> 00:08:25.680]  好像細菌不要接近的時候
[00:08:25.680 --> 00:08:30.440]  丁姐妹們 巴拿巴的看法截然不同
[00:08:30.440 --> 00:08:32.560]  他覺得這個「保羅」
[00:08:32.560 --> 00:08:38.080]  很可能將來就是我們教會一個莫大的祝福
[00:08:38.080 --> 00:08:41.680]  這個「素羅」可能是我們教會的
[00:08:41.680 --> 00:08:44.600]  屬靈的寶貴的果子
[00:08:44.600 --> 00:08:46.720]  我們不要放棄
[00:08:46.720 --> 00:08:50.680]  就是說他的看法是獨排眾議的
[00:08:50.680 --> 00:08:58.280]  所以巴拿巴就主動去接觸 去接待這個「素羅」
[00:08:58.280 --> 00:09:00.200]  當時候的環境
[00:09:00.200 --> 00:09:02.400]  當你去接待一個人
[00:09:02.400 --> 00:09:05.400]  就是說你是去培訓一個人的
[00:09:05.400 --> 00:09:06.560]  你就會什麼呢
[00:09:06.560 --> 00:09:08.920]  你就會跟他一起吃
[00:09:08.920 --> 00:09:10.520]  一起住
[00:09:10.520 --> 00:09:12.360]  一起生活
[00:09:12.360 --> 00:09:13.360]  同行
[00:09:13.360 --> 00:09:15.680]  一起侍奉的
[00:09:15.680 --> 00:09:17.960]  所以這一種的模式
[00:09:17.960 --> 00:09:20.360]  才是一個接待
[00:09:20.360 --> 00:09:22.160]  當然你說牧師
[00:09:22.160 --> 00:09:23.840]  如果應用在現在
[00:09:23.840 --> 00:09:24.880]  很難啊
[00:09:24.880 --> 00:09:27.160]  香港人多地少
[00:09:27.160 --> 00:09:28.520]  房子又小
[00:09:28.520 --> 00:09:33.000]  怎麼可以無緣無故接待一些人在家裡住呢
[00:09:33.000 --> 00:09:34.240]  各位丁姐妹們
[00:09:34.240 --> 00:09:36.520]  雖然香港環境比較獨特
[00:09:36.520 --> 00:09:39.680]  不過在巴拿巴的身上
[00:09:39.680 --> 00:09:44.760]  我們學到一些很重要的啟發
[00:09:44.760 --> 00:09:45.720]  就是什麼呢
[00:09:45.720 --> 00:09:49.480]  原來我們今天對人生命的培訓
[00:09:49.480 --> 00:09:52.760]  對人生命的培育
[00:09:52.760 --> 00:09:55.160]  我們要記得
[00:09:55.160 --> 00:10:01.280]  我們真的平日都要去關心這個人
[00:10:01.280 --> 00:10:02.880]  我們不要想著
[00:10:02.880 --> 00:10:04.880]  我們培訓一個人
[00:10:04.880 --> 00:10:07.480]  跟他去吃個麵包
[00:10:07.480 --> 00:10:08.640]  喝杯咖啡
[00:10:08.640 --> 00:10:09.480]  聊幾句
[00:10:09.480 --> 00:10:10.600]  那就完了
[00:10:10.600 --> 00:10:11.400]  不是的
[00:10:11.400 --> 00:10:12.680]  我們也不要想著
[00:10:12.680 --> 00:10:15.160]  我們跟他開過一次團契
[00:10:15.160 --> 00:10:17.280]  或者跟他開過一次小組
[00:10:17.280 --> 00:10:18.080]  那就完了
[00:10:18.080 --> 00:10:18.960]  不是的
[00:10:18.960 --> 00:10:21.960]  原來我們對一個人的培訓
[00:10:21.960 --> 00:10:25.040]  栽培是很著重的
[00:10:25.040 --> 00:10:28.360]  還要關心他平日的生活
[00:10:28.360 --> 00:10:31.200]  平日的接觸是很重要的
[00:10:31.200 --> 00:10:37.400]  我自己參加過一個叫做沙田區的祈禱會
[00:10:37.400 --> 00:10:39.120]  顧名思義
[00:10:39.120 --> 00:10:42.120]  那些人全部都是沙田友
[00:10:42.120 --> 00:10:43.800]  參加這個祈禱會
[00:10:43.800 --> 00:10:45.680]  為什麼我要提這個祈禱會呢
[00:10:45.680 --> 00:10:46.840]  因為我發覺這個祈禱會
[00:10:46.840 --> 00:10:49.160]  會有些與別不同的地方
[00:10:49.160 --> 00:10:51.800]  原來他們不只是祈禱的
[00:10:51.800 --> 00:10:54.200]  原來我發覺這個祈禱會裡面的人
[00:10:54.200 --> 00:10:56.040]  是很凝聚的
[00:10:56.040 --> 00:10:56.800]  為什麼呢
[00:10:56.800 --> 00:11:00.000]  因為裡面的人平日都會接觸的
[00:11:00.000 --> 00:11:01.600]  都會打電話的
[00:11:01.600 --> 00:11:04.000]  都會發一些金句給人的
[00:11:04.000 --> 00:11:05.720]  都會WhatsApp給人的
[00:11:05.720 --> 00:11:07.600]  如果有人不舒服的時候
[00:11:07.600 --> 00:11:11.160]  他們會去兩三個人去探病的
[00:11:11.160 --> 00:11:13.160]  如果某些家庭有需要
[00:11:13.160 --> 00:11:15.520]  他們會去加訪人家的
[00:11:15.520 --> 00:11:18.240]  如果某個團友就快要做生日的時候
[00:11:18.240 --> 00:11:20.040]  他們會預備生日會的
[00:11:20.040 --> 00:11:21.800]  Happy嗎
[00:11:21.800 --> 00:11:23.720]  弟兄姊妹們
[00:11:23.720 --> 00:11:27.240]  就是因為平日你對一個人的關心
[00:11:27.240 --> 00:11:29.920]  對一個人的關懷
[00:11:29.920 --> 00:11:31.400]  你為他祈禱
[00:11:31.400 --> 00:11:32.880]  你跟他聊天
[00:11:32.880 --> 00:11:34.920]  你跟他讀聖經
[00:11:34.920 --> 00:11:36.400]  你栽培他
[00:11:36.400 --> 00:11:37.120]  弟兄姊妹們
[00:11:37.120 --> 00:11:39.840]  這一種的關心關懷
[00:11:39.840 --> 00:11:47.040]  就能夠起到生命師父這樣的作用在當中
[00:11:47.040 --> 00:11:48.320]  好了
[00:11:48.320 --> 00:11:50.160]  作為一個生命師父
[00:11:50.160 --> 00:11:53.880]  還有第二個特質我們需要擁有的
[00:11:53.880 --> 00:11:55.600]  第二個特質是什麼呢
[00:11:55.600 --> 00:11:59.240]  就是積極的侍奉
[00:11:59.240 --> 00:12:00.840]  發生什麼事呢
[00:12:00.840 --> 00:12:03.960]  就是因為當時有一間教會
[00:12:03.960 --> 00:12:05.760]  安提亞教會
[00:12:05.760 --> 00:12:08.360]  可能有些問題發生了
[00:12:08.360 --> 00:12:11.120]  所以武會耶路撒冷教會
[00:12:11.120 --> 00:12:14.680]  就派人去安提亞教會
[00:12:14.680 --> 00:12:16.920]  去關心 去了解
[00:12:16.920 --> 00:12:18.080]  你知不知道
[00:12:18.080 --> 00:12:22.400]  當時一派就派了巴拿巴去
[00:12:22.400 --> 00:12:25.800]  而巴拿巴又是一個人去
[00:12:25.800 --> 00:12:27.400]  單獨一個人去
[00:12:27.400 --> 00:12:29.200]  哇 各位弟兄姊妹們
[00:12:29.200 --> 00:12:30.160]  你想想
[00:12:30.160 --> 00:12:34.480]  如果你說教會現在去哪裡短宣
[00:12:34.480 --> 00:12:35.480]  多少人去
[00:12:35.480 --> 00:12:36.240]  一個人
[00:12:36.240 --> 00:12:37.360]  你去
[00:12:37.360 --> 00:12:39.560]  哇 這樣辛苦嗎
[00:12:39.560 --> 00:12:40.920]  都挺厲害的
[00:12:40.920 --> 00:12:42.840]  你可能會問第一個問題
[00:12:42.840 --> 00:12:48.120]  哇 今次教會安排這樣的差事
[00:12:48.120 --> 00:12:50.520]  是不是很倉促呢
[00:12:50.520 --> 00:12:52.440]  以至找我一個人去呢
[00:12:52.440 --> 00:12:54.320]  你可能會這樣問的 是不是
[00:12:54.320 --> 00:12:55.640]  又可能你會問
[00:12:55.640 --> 00:12:58.640]  哇 今次教會派我一個人去
[00:12:58.640 --> 00:13:00.120]  做這件功夫
[00:13:00.120 --> 00:13:02.680]  是不是因為沒有人去呢
[00:13:02.680 --> 00:13:05.640]  你知啦 通常叫你一個人去
[00:13:05.640 --> 00:13:06.720]  都是沒有人去
[00:13:06.720 --> 00:13:08.560]  才叫你一個人去
[00:13:08.560 --> 00:13:10.320]  或者沒有人做的事
[00:13:10.320 --> 00:13:11.680]  才找你一個人去做
[00:13:11.680 --> 00:13:13.040]  你有沒有留意到
[00:13:13.040 --> 00:13:14.400]  如果人人都不做
[00:13:14.400 --> 00:13:15.200]  找你一個人去做
[00:13:15.200 --> 00:13:18.400]  那份功夫是很高的
[00:13:18.400 --> 00:13:23.040]  當然是很難做
[00:13:23.040 --> 00:13:24.760]  其實巴拿巴的心裡
[00:13:24.760 --> 00:13:27.560]  可以發出這樣的疑問
[00:13:27.560 --> 00:13:28.920]  但是他沒有
[00:13:28.920 --> 00:13:30.080]  他是甚麼呢
[00:13:30.080 --> 00:13:32.280]  當教會差派他去的時候
[00:13:32.280 --> 00:13:33.280]  他是甚麼
[00:13:33.280 --> 00:13:36.760]  順復差派 頂子母們
[00:13:36.760 --> 00:13:39.520]  這個就是一個侍奉的態度
[00:13:39.520 --> 00:13:42.280]  這個就是一個侍奉的心態
[00:13:42.280 --> 00:13:45.680]  當我有機會服侍的時候
[00:13:45.680 --> 00:13:47.880]  就算這個崗位
[00:13:47.880 --> 00:13:50.840]  這個位置不是那麼容易做
[00:13:50.840 --> 00:13:52.080]  但我都願意甚麼
[00:13:52.080 --> 00:13:53.200]  順復
[00:13:53.200 --> 00:13:54.280]  因為知道呢
[00:13:54.280 --> 00:13:57.320]  這個是上帝給我的差派
[00:13:57.320 --> 00:13:58.960]  頂子母們
[00:13:58.960 --> 00:14:04.080]  當巴拿巴去到安提亞的時候
[00:14:04.080 --> 00:14:08.440]  他就很積極跟頂子母見面
[00:14:08.440 --> 00:14:09.520]  去聊天
[00:14:09.520 --> 00:14:10.440]  去分享
[00:14:10.440 --> 00:14:11.440]  去聚會
[00:14:11.440 --> 00:14:12.520]  去開會
[00:14:12.520 --> 00:14:13.880]  去了解問題
[00:14:13.880 --> 00:14:17.680]  以致大家因為巴拿巴的出現
[00:14:17.680 --> 00:14:19.120]  大家很開心
[00:14:19.120 --> 00:14:25.800]  大家能夠可以在主裡面互相的勉勵
[00:14:25.800 --> 00:14:28.480]  大家彼此的交流分享
[00:14:28.480 --> 00:14:33.880]  結果這個任務是達成了
[00:14:33.880 --> 00:14:35.640]  但我想告訴大家
[00:14:35.640 --> 00:14:38.720]  作為一個生命的師父
[00:14:38.720 --> 00:14:39.840]  要記得
[00:14:39.840 --> 00:14:45.480]  我們必須要成為別人的美好的榜樣
[00:14:45.480 --> 00:14:47.680]  我們要以身作則
[00:14:47.680 --> 00:14:49.400]  就好像巴拿巴那樣
[00:14:49.400 --> 00:14:50.920]  他以身作則
[00:14:50.920 --> 00:14:55.960]  他以一種美好侍奉的態度
[00:14:55.960 --> 00:14:58.760]  成為了別人的榜樣
[00:14:58.760 --> 00:15:01.400]  因為他是一個生命的師父
[00:15:01.400 --> 00:15:04.920]  我記得有一對年老的夫婦
[00:15:04.920 --> 00:15:07.440]  在我的教會是很特別的
[00:15:07.440 --> 00:15:11.600]  這對年老夫婦應該回來教會
[00:15:11.600 --> 00:15:14.000]  當然找回她最熟悉的位置
[00:15:14.000 --> 00:15:15.640]  就坐下來
[00:15:15.640 --> 00:15:18.240]  然後在那裡就歇一歇
[00:15:18.240 --> 00:15:21.880]  接著五分鐘之後就敬拜
[00:15:21.880 --> 00:15:24.120]  但這對年老夫婦不是
[00:15:24.120 --> 00:15:26.120]  他們很早回來教會
[00:15:26.120 --> 00:15:28.080]  他們有一個動作很特別的
[00:15:28.080 --> 00:15:32.440]  就是他們很喜歡協助牧師和傳道人
[00:15:32.440 --> 00:15:34.680]  站在大門口那一處
[00:15:34.680 --> 00:15:37.160]  去迎接新朋友
[00:15:37.160 --> 00:15:39.800]  去迎接弟兄姊妹
[00:15:39.800 --> 00:15:42.080]  總而言之有人回到教會
[00:15:42.080 --> 00:15:44.280]  這對夫婦當然是
[00:15:44.280 --> 00:15:46.040]  男的跟男的打招呼
[00:15:46.040 --> 00:15:47.480]  女的跟女的聊天
[00:15:47.480 --> 00:15:49.840]  有一種很關心
[00:15:49.840 --> 00:15:52.280]  很關懷人的一種感覺
[00:15:52.280 --> 00:15:54.640]  你會發覺那些人回到教會
[00:15:54.640 --> 00:15:56.000]  溫暖不溫暖?
[00:15:56.000 --> 00:15:57.600]  很溫暖
[00:15:57.600 --> 00:16:00.800]  後來有個弟兄說見證
[00:16:00.800 --> 00:16:02.680]  他怎麼說呢?
[00:16:02.680 --> 00:16:08.120]  他說我初初回來這間教會
[00:16:08.120 --> 00:16:09.560]  我都很感恩
[00:16:09.560 --> 00:16:14.320]  因為我都接受過這對夫婦
[00:16:14.320 --> 00:16:17.320]  給我的那份福氣
[00:16:17.320 --> 00:16:20.400]  就是他們接待我、關心我
[00:16:20.400 --> 00:16:22.840]  所以我今天決定
[00:16:22.840 --> 00:16:27.600]  我會加入崇拜部的侍奉
[00:16:27.600 --> 00:16:28.680]  弟兄姊妹們
[00:16:28.680 --> 00:16:29.440]  有沒有留意到
[00:16:29.440 --> 00:16:33.080]  原來當我們平日那個侍奉的態度
[00:16:33.080 --> 00:16:35.240]  侍奉的行為
[00:16:35.240 --> 00:16:38.800]  是可以流露美好的見證的
[00:16:38.800 --> 00:16:41.200]  是可以吸引其他弟兄姊妹
[00:16:41.200 --> 00:16:43.320]  對你的注視的
[00:16:43.320 --> 00:16:45.440]  因為你侍奉的心
[00:16:45.440 --> 00:16:47.880]  是一個非常熱心
[00:16:47.880 --> 00:16:51.040]  有美好的服務、服侍的態度
[00:16:51.040 --> 00:16:54.160]  所以你就留下了很好的榜樣
[00:16:54.160 --> 00:16:55.800]  能夠令到其他人
[00:16:55.800 --> 00:16:59.480]  都很想學你這樣去侍奉上帝
[00:16:59.480 --> 00:17:00.240]  弟兄姊妹們
[00:17:00.240 --> 00:17:01.000]  感謝神
[00:17:01.000 --> 00:17:02.360]  給我們每一個弟兄姊妹
[00:17:02.360 --> 00:17:04.560]  都有不同的恩賜
[00:17:04.560 --> 00:17:07.640]  因為聖靈賴住在我們心中
[00:17:07.640 --> 00:17:10.200]  給我們有不同的恩賜
[00:17:10.200 --> 00:17:11.360]  請你記得
[00:17:11.360 --> 00:17:12.800]  上帝給你的恩賜
[00:17:12.800 --> 00:17:14.600]  是要你用出來的
[00:17:14.600 --> 00:17:16.360]  是要你去侍奉的
[00:17:16.360 --> 00:17:18.360]  去服侍別人的
[00:17:18.360 --> 00:17:21.400]  唯有當你去侍奉、服侍的時候
[00:17:21.400 --> 00:17:24.920]  你的靈命才會增長
[00:17:24.920 --> 00:17:27.920]  唯有當你肯去侍奉、服侍的時候
[00:17:27.920 --> 00:17:32.640]  你才會成為了別人美好的榜樣
[00:17:32.640 --> 00:17:34.480]  正如巴拿拜一樣
[00:17:34.480 --> 00:17:35.960]  所以各位弟兄姊妹們
[00:17:35.960 --> 00:17:38.360]  一個生命師父
[00:17:38.360 --> 00:17:40.280]  擁有第二個特質
[00:17:40.280 --> 00:17:42.520]  就是積極的侍奉
[00:17:42.520 --> 00:17:46.640]  我們再看第三個特質
[00:17:46.640 --> 00:17:49.560]  巴拿巴
[00:17:49.560 --> 00:17:51.560]  他第三個特質是什麼呢
[00:17:51.560 --> 00:17:55.600]  原來他是主動去尋找
[00:17:55.600 --> 00:17:57.240]  他去找誰呢
[00:17:57.240 --> 00:17:59.760]  他去找掃羅
[00:17:59.760 --> 00:18:00.920]  可能你會問
[00:18:00.920 --> 00:18:02.080]  無緣無故
[00:18:02.080 --> 00:18:04.560]  為什麼要去找掃羅呢
[00:18:04.560 --> 00:18:06.320]  有原因的
[00:18:06.320 --> 00:18:08.000]  不會無緣無故的
[00:18:08.000 --> 00:18:08.960]  為什麼呢
[00:18:08.960 --> 00:18:12.760]  因為掃羅信耶穌之後很熱心
[00:18:12.760 --> 00:18:14.720]  很想去傳福音
[00:18:14.720 --> 00:18:18.200]  結果跟他以前的同門兄弟
