
[00:00:00.000 --> 00:00:02.000]  好,繼續賣關子
[00:01:50.800 --> 00:01:52.800]  他彰顯基督的國度
[00:01:52.800 --> 00:01:54.800]  臨在地上
[00:01:54.800 --> 00:01:58.800]  他施行很多大小的神蹟
[00:01:58.800 --> 00:02:00.800]  讓跟隨他的人
[00:02:00.800 --> 00:02:03.800]  無論是身心靈、全人都得著慰養
[00:02:03.800 --> 00:02:05.800]  都得著飽足
[00:02:05.800 --> 00:02:09.800]  所以今天跟大家分享的題目
[00:02:09.800 --> 00:02:13.800]  其實是耶穌和門徒配合的一個很大的神蹟
[00:02:13.800 --> 00:02:15.800]  大家都猜到了
[00:02:15.800 --> 00:02:17.800]  在以色列塔加的地方
[00:02:17.800 --> 00:02:18.800]  大家如果去聖地
[00:02:18.800 --> 00:02:19.800]  有個地方叫塔加
[00:02:19.800 --> 00:02:21.800]  裡面有個叫五餅二魚塘
[00:02:21.800 --> 00:02:25.800]  香港也有個叫五餅二魚的
[00:02:25.800 --> 00:02:27.800]  飲食福音機構
[00:02:27.800 --> 00:02:29.800]  如果大家喜歡曠書室
[00:02:29.800 --> 00:02:32.800]  機道現在不是剩下很多
[00:02:32.800 --> 00:02:35.800]  多些去光顧柔賢一角
[00:02:35.800 --> 00:02:37.800]  你會發現
[00:02:37.800 --> 00:02:42.800]  有很多用五餅二魚做主題的一些飾物
[00:02:42.800 --> 00:02:44.800]  這個我在網上嚴選
[00:02:44.800 --> 00:02:46.800]  這個我特別喜歡
[00:02:46.800 --> 00:02:48.800]  特別那個馬賽克
[00:02:48.800 --> 00:02:51.800]  我家裡也很喜歡
[00:02:51.800 --> 00:02:53.800]  而且五餅二魚
[00:02:53.800 --> 00:02:56.800]  小朋友聽過五餅二魚的故事了嗎
[00:02:56.800 --> 00:02:58.800]  很多的兒童主日學
[00:02:58.800 --> 00:03:02.800]  都有講過這個五餅二魚的故事
[00:03:02.800 --> 00:03:04.800]  所以其實馬太福音十四章
[00:03:04.800 --> 00:03:06.800]  其實還有其他的課題
[00:03:06.800 --> 00:03:07.800]  其他的話題
[00:03:07.800 --> 00:03:10.800]  但是神感動我再分享五餅二魚
[00:03:10.800 --> 00:03:11.800]  我跟牧師說
[00:03:11.800 --> 00:03:13.800]  我講五餅二魚
[00:03:13.800 --> 00:03:15.800]  牧師就說
[00:03:15.800 --> 00:03:16.800]  這個課題很難
[00:03:16.800 --> 00:03:18.800]  我說有多難
[00:03:18.800 --> 00:03:20.800]  這麼容易大家都明白
[00:03:20.800 --> 00:03:22.800]  大家都明白才難
[00:03:22.800 --> 00:03:24.800]  大家都聽過這麼多次
[00:03:24.800 --> 00:03:28.800]  Royal Tongue有什麼新料可以給我們呢
[00:03:28.800 --> 00:03:31.800]  所以鼓勵大家為我祈禱
[00:03:31.800 --> 00:03:33.800]  為自己祈禱
[00:03:33.800 --> 00:03:35.800]  兩個重點
[00:03:35.800 --> 00:03:37.800]  神要我說什麼我說什麼
[00:03:37.800 --> 00:03:39.800]  神要你們聽什麼你們聽什麼
[00:03:39.800 --> 00:03:40.800]  好不好
[00:03:40.800 --> 00:03:42.800]  我相信神的話語
[00:03:42.800 --> 00:03:44.800]  每一次都有新由給我們
[00:03:44.800 --> 00:03:46.800]  你一定有東西要放進口袋
[00:03:46.800 --> 00:03:47.800]  你告訴你隔壁的人
[00:03:47.800 --> 00:03:50.800]  你一定有東西要放進口袋
[00:03:50.800 --> 00:03:54.800]  這個神蹟除了耶穌復活之外
[00:03:54.800 --> 00:03:55.800]  大家都知道
[00:03:55.800 --> 00:03:56.800]  其實很特別
[00:03:56.800 --> 00:03:57.800]  在四福音裡面
[00:03:57.800 --> 00:04:01.800]  唯一一個神蹟是四卷福音書都有提過的
[00:04:01.800 --> 00:04:03.800]  而且有多厲害呢
[00:04:03.800 --> 00:04:06.800]  因為我們經常講實體
[00:04:06.800 --> 00:04:08.800]  如果講實體看到這個神蹟
[00:04:08.800 --> 00:04:11.800]  是一個最多人看到的神蹟
[00:04:11.800 --> 00:04:14.800]  超過萬人一起見證耶穌的神蹟
[00:04:14.800 --> 00:04:16.800]  是很特別的神蹟
[00:04:16.800 --> 00:04:18.800]  我預備分享的時間
[00:04:18.800 --> 00:04:23.800]  其實五餅二魚應驗了
[00:04:23.800 --> 00:04:25.800]  舊約很多的寓言
[00:04:25.800 --> 00:04:26.800]  先知很多寓言
[00:04:26.800 --> 00:04:30.800]  彌賽亞降臨帶來很豐盛的生命
[00:04:30.800 --> 00:04:31.800]  正如其中一個
[00:04:31.800 --> 00:04:34.800]  在《彌賽亞書》25章6節這麼說
[00:04:34.800 --> 00:04:37.800]  在這山上萬軍的耶和華
[00:04:37.800 --> 00:04:42.800]  必為萬民用肥金設擺筵席
[00:04:42.800 --> 00:04:44.800]  所以告訴大家
[00:04:44.800 --> 00:04:46.800]  五餅二魚這個神蹟
[00:04:46.800 --> 00:04:48.800]  不是在哪間大酒店
[00:04:48.800 --> 00:04:50.800]  不是在會展那裡發生
[00:04:50.800 --> 00:04:52.800]  不是在哪個酒樓那裡發生
[00:04:52.800 --> 00:04:54.800]  是在山上
[00:04:54.800 --> 00:04:58.800]  就是很多民眾跟隨耶穌去到山上
[00:04:58.800 --> 00:04:59.800]  聽耶穌講道
[00:04:59.800 --> 00:05:01.800]  接受耶穌的醫治服侍
[00:05:01.800 --> 00:05:02.800]  但是沒有飯吃
[00:05:02.800 --> 00:05:05.800]  結果這個神蹟的發生
[00:05:05.800 --> 00:05:07.800]  又預備的時候
[00:05:07.800 --> 00:05:11.800]  我參考了一些舊約的神蹟
[00:05:11.800 --> 00:05:13.800]  神蹟是何時都會發生
[00:05:13.800 --> 00:05:15.800]  舊約新約而家
[00:05:15.800 --> 00:05:17.800]  參考了一些神蹟
[00:05:17.800 --> 00:05:19.800]  大家喜歡聽故事嗎
[00:05:19.800 --> 00:05:20.800]  我們開始講
[00:05:20.800 --> 00:05:21.800]  五餅二魚之前
[00:05:21.800 --> 00:05:23.800]  我先講兩個故事給大家聽
[00:05:23.800 --> 00:05:25.800]  這兩個故事發生在
[00:05:25.800 --> 00:05:28.800]  列王記下的第四章
[00:05:28.800 --> 00:05:30.800]  有一個先知叫以利沙
[00:05:30.800 --> 00:05:34.800]  話說以利沙的門徒死了
[00:05:34.800 --> 00:05:36.800]  因為門徒死了的緣故
[00:05:36.800 --> 00:05:37.800]  他妻子很窮
[00:05:37.800 --> 00:05:40.800]  於是欠下人家周身債
[00:05:40.800 --> 00:05:41.800]  沒有錢還債
[00:05:41.800 --> 00:05:42.800]  如果還不到債
[00:05:42.800 --> 00:05:46.800]  他兩個兒子就要賣了做奴隸
[00:05:46.800 --> 00:05:50.800]  於是那個媽媽就去找以利沙求救
[00:05:50.800 --> 00:05:52.800]  以利沙你幫幫我
[00:05:52.800 --> 00:05:54.800]  以利沙就問他
[00:05:54.800 --> 00:05:56.800]  你家裡有什麼
[00:05:56.800 --> 00:05:57.800]  那個媽媽就說
[00:05:57.800 --> 00:06:00.800]  我只有一瓶油
[00:06:00.800 --> 00:06:01.800]  以利沙說
[00:06:01.800 --> 00:06:06.800]  不要緊 你鄰舍在借器皿
[00:06:06.800 --> 00:06:08.800]  那些煲煲餐餐你借來
[00:06:08.800 --> 00:06:10.800]  借到多少就多少
[00:06:10.800 --> 00:06:11.800]  用來做什麼
[00:06:11.800 --> 00:06:13.800]  照做 聽話
[00:06:13.800 --> 00:06:15.800]  於是照做
[00:06:15.800 --> 00:06:16.800]  來到的時候
[00:06:16.800 --> 00:06:18.800]  你就將你僅有的油
[00:06:18.800 --> 00:06:19.800]  倒進器皿裡
[00:06:19.800 --> 00:06:22.800]  於是那個媽媽就倒進瓶子裡
[00:06:22.800 --> 00:06:23.800]  瓶子又滿了
[00:06:23.800 --> 00:06:24.800]  倒進瓶子裡
[00:06:24.800 --> 00:06:25.800]  瓶子又滿了
[00:06:25.800 --> 00:06:26.800]  倒進煲子裡
[00:06:26.800 --> 00:06:27.800]  煲子又滿了
[00:06:27.800 --> 00:06:29.800]  就是那些沙煲撈餐借回來的
[00:06:29.800 --> 00:06:31.800]  聖經裡面說
[00:06:31.800 --> 00:06:32.800]  直到借回來的器皿
[00:06:32.800 --> 00:06:34.800]  完全都裝滿了
[00:06:34.800 --> 00:06:36.800]  那些油就停止了
[00:06:36.800 --> 00:06:38.800]  然後這個媽媽就將那些油
[00:06:38.800 --> 00:06:39.800]  全部賣掉
[00:06:39.800 --> 00:06:42.800]  於是就還清了債
[00:06:42.800 --> 00:06:44.800]  這是第一個故事
[00:06:44.800 --> 00:06:46.800]  接著下去
[00:06:46.800 --> 00:06:48.800]  獵王記下帝就說
[00:06:48.800 --> 00:06:50.800]  以色列吉甲的地方
[00:06:50.800 --> 00:06:52.800]  發生了饑荒
[00:06:52.800 --> 00:06:55.800]  有一個人因著饑荒
[00:06:55.800 --> 00:06:58.800]  他又儲了一些初熟的大麥
[00:06:58.800 --> 00:07:00.800]  給二十個大麥餅
[00:07:00.800 --> 00:07:02.800]  帶來給伊麗莎
[00:07:02.800 --> 00:07:03.800]  神人 神人
[00:07:03.800 --> 00:07:04.800]  我看到饑荒這麼慘
[00:07:04.800 --> 00:07:06.800]  我就孝敬一下你
[00:07:06.800 --> 00:07:08.800]  給你二十個大麥餅
[00:07:08.800 --> 00:07:10.800]  伊麗莎就說
[00:07:10.800 --> 00:07:12.800]  你看到 舉目看到
[00:07:12.800 --> 00:07:14.800]  眾人在饑荒沒有飯吃
[00:07:14.800 --> 00:07:16.800]  不如你將這二十個餅
[00:07:16.800 --> 00:07:19.800]  分給民眾吃
[00:07:19.800 --> 00:07:20.800]  那個僕人就說
[00:07:20.800 --> 00:07:22.800]  我只有這個丁這麼少
[00:07:22.800 --> 00:07:23.800]  其實我打算給你
[00:07:23.800 --> 00:07:26.800]  怎麼夠 連一百人都不夠吃
[00:07:26.800 --> 00:07:28.800]  但是伊麗莎就跟他說
[00:07:28.800 --> 00:07:30.800]  你儘管這樣做
[00:07:30.800 --> 00:07:31.800]  你照樣分給眾人吃
[00:07:31.800 --> 00:07:33.800]  因為耶和華如此說
[00:07:33.800 --> 00:07:36.800]  眾人必吃了還剩下
[00:07:36.800 --> 00:07:39.800]  眾人吃了之後還會有剩
[00:07:39.800 --> 00:07:41.800]  於是僕人就將這些餅
[00:07:41.800 --> 00:07:43.800]  擺在眾人面前
[00:07:43.800 --> 00:07:44.800]  結果是怎樣呢
[00:07:44.800 --> 00:07:47.800]  耶和華的話是很信實的
[00:07:47.800 --> 00:07:50.800]  結果是吃了之後還可以剩
[00:07:50.800 --> 00:07:52.800]  正如耶和華所說
[00:07:52.800 --> 00:07:55.800]  所以大家帶著這個舊約
[00:07:55.800 --> 00:07:57.800]  故事作為根基
[00:07:57.800 --> 00:08:00.800]  舊約就有這兩個神蹟的發生
[00:08:00.800 --> 00:08:02.800]  我們就預備去聽
[00:08:02.800 --> 00:08:06.800]  耶穌在地上親自彰顯神國的降臨
[00:08:06.800 --> 00:08:08.800]  滿足眾人的需要
[00:08:08.800 --> 00:08:10.800]  我們今天一起看馬太福音
[00:08:10.800 --> 00:08:12.800]  雖然四卷福音書都有講
[00:08:12.800 --> 00:08:14.800]  但我們主要是看馬太福音十四章
[00:08:14.800 --> 00:08:17.800]  十三節至到二十一節
[00:08:17.800 --> 00:08:20.800]  雖然可能大家讀了182次
[00:08:20.800 --> 00:08:23.800]  但是第183次我們都用心去讀
[00:08:23.800 --> 00:08:26.800]  耶穌聽見了
[00:08:26.800 --> 00:08:30.800]  就上船從那裡獨自退到曠野裡去
[00:08:30.800 --> 00:08:34.800]  眾人聽見就從各城裡步行跟隨他
[00:08:34.800 --> 00:08:37.800]  耶穌出來見有許多的人
[00:08:37.800 --> 00:08:39.800]  就憐憫他們
[00:08:39.800 --> 00:08:41.800]  治好了他們的病人
[00:08:41.800 --> 00:08:43.800]  天將晚的時候
[00:08:43.800 --> 00:08:44.800]  門徒進前來
[00:08:44.800 --> 00:08:46.800]  說這是野地
[00:08:46.800 --> 00:08:48.800]  時候已經過了
[00:08:48.800 --> 00:08:50.800]  請叫眾人散開
[00:08:50.800 --> 00:08:53.800]  他們好往村子裡去
[00:08:53.800 --> 00:08:55.800]  自己賣吃的
[00:08:55.800 --> 00:08:57.800]  耶和說不用他們去
[00:08:57.800 --> 00:09:00.800]  你們給他們吃吧
[00:09:00.800 --> 00:09:03.800]  門徒說我們這裡只有五個餅
[00:09:03.800 --> 00:09:04.800]  兩條魚
[00:09:04.800 --> 00:09:07.800]  耶穌說拿過來給我
[00:09:07.800 --> 00:09:10.800]  於是吩咐眾人坐在草地上
[00:09:10.800 --> 00:09:12.800]  就拿著這五個餅
[00:09:12.800 --> 00:09:13.800]  兩條魚
[00:09:13.800 --> 00:09:15.800]  望著天祝福
[00:09:15.800 --> 00:09:16.800]  抹開餅
[00:09:16.800 --> 00:09:17.800]  遞給門徒
[00:09:17.800 --> 00:09:19.800]  門徒又遞給眾人
[00:09:19.800 --> 00:09:21.800]  他們都吃
[00:09:21.800 --> 00:09:22.800]  並且吃飽了
[00:09:22.800 --> 00:09:25.800]  把剩下的零碎收拾起來
[00:09:25.800 --> 00:09:28.800]  裝滿了十二個籃子
[00:09:28.800 --> 00:09:31.800]  吃的人除了婦女孩子
[00:09:31.800 --> 00:09:33.800]  約有五千
[00:09:33.800 --> 00:09:37.800]  經文對我來說有三個學習的地方
[00:09:37.800 --> 00:09:41.800]  第一個當然定焦在我們的耶穌
[00:09:41.800 --> 00:09:43.800]  我們的耶穌是那位願意捨己
[00:09:43.800 --> 00:09:46.800]  又願意憐憫世人的神
[00:09:46.800 --> 00:09:47.800]  很愛我們
[00:09:47.800 --> 00:09:50.800]  我們看馬太福音十四章十四節的時候
[00:09:50.800 --> 00:09:52.800]  他說耶穌出來
[00:09:52.800 --> 00:09:55.800]  見有一大群人就憐憫他們
[00:09:55.800 --> 00:09:57.800]  治好他們的病
[00:09:57.800 --> 00:09:59.800]  馬太的焦點在於
[00:09:59.800 --> 00:10:00.800]  耶穌憐憫人
[00:10:00.800 --> 00:10:02.800]  就是滿足了人的需要
[00:10:02.800 --> 00:10:04.800]  當我們有身體不適
[00:10:04.800 --> 00:10:05.800]  我們不舒服的時候
[00:10:05.800 --> 00:10:06.800]  我們找耶穌
[00:10:06.800 --> 00:10:08.800]  耶穌會醫好我們的病
[00:10:08.800 --> 00:10:09.800]  但是剛才說過
[00:10:09.800 --> 00:10:12.800]  四卷福音書都有提過這個神蹟
[00:10:12.800 --> 00:10:14.800]  我們嘗試去看耶穌的憐憫
[00:10:14.800 --> 00:10:17.800]  可以有一個整全一點的看法的時候
[00:10:17.800 --> 00:10:19.800]  我們看多一卷的福音書
[00:10:19.800 --> 00:10:22.800]  就是馬可福音六章三十四節
[00:10:22.800 --> 00:10:24.800]  記載開頭都差不多
[00:10:24.800 --> 00:10:27.800]  他說耶穌出來見到一大群人
[00:10:27.800 --> 00:10:28.800]  就憐憫他們
[00:10:28.800 --> 00:10:31.800]  因為他們如同羊沒有牧人一樣
[00:10:31.800 --> 00:10:35.800]  於是開始教導他們許多事
[00:10:35.800 --> 00:10:36.800]  很特別
[00:10:36.800 --> 00:10:38.800]  原來馬太和馬可
[00:10:38.800 --> 00:10:39.800]  大家看同一件事
[00:10:39.800 --> 00:10:41.800]  原來馬可看的
[00:10:41.800 --> 00:10:45.800]  耶穌的憐憫是看到人缺乏了神的道
[00:10:45.800 --> 00:10:47.800]  缺乏了屬靈的慰養
[00:10:47.800 --> 00:10:49.800]  所以兩卷福音看在一起的時候
[00:10:49.800 --> 00:10:52.800]  我們看到耶穌的憐憫
[00:10:52.800 --> 00:10:54.800]  是有肉身的
[00:10:54.800 --> 00:10:56.800]  也有屬靈的
[00:10:56.800 --> 00:10:58.800]  看到我們的需要
[00:10:58.800 --> 00:11:01.800]  其實憐憫的意思是動了慈心
[00:11:01.800 --> 00:11:04.800]  就是他有個心動
[00:11:04.800 --> 00:11:06.800]  但是我們又看一下
[00:11:06.800 --> 00:11:09.800]  當時耶穌究竟在什麼光景裡面
[00:11:09.800 --> 00:11:12.800]  在十四章十三節一開始的時候
[00:11:12.800 --> 00:11:13.800]  聖經裡面說
[00:11:13.800 --> 00:11:18.800]  耶穌聽見了就上船從那裡獨自退到曠野裡去
[00:11:18.800 --> 00:11:21.800]  他要獨自退到曠野裡
[00:11:21.800 --> 00:11:23.800]  他聽見了什麼
[00:11:23.800 --> 00:11:25.800]  大家知不知道他聽見了什麼
[00:11:25.800 --> 00:11:27.800]  所以看完十四章的時候
[00:11:27.800 --> 00:11:29.800]  這裡十三節開始
[00:11:29.800 --> 00:11:31.800]  我們看回十四章一至十二節
[00:11:31.800 --> 00:11:33.800]  就知道發生了什麼事
[00:11:33.800 --> 00:11:37.800]  原來耶穌聽見的是他自己最親愛的表兄
[00:11:37.800 --> 00:11:40.800]  為他預備道路的施洗約翰
[00:11:40.800 --> 00:11:44.800]  他被希律王砍了頭
[00:11:44.800 --> 00:11:46.800]  你是耶穌
[00:11:46.800 --> 00:11:49.800]  你當時的心情是怎樣
[00:11:49.800 --> 00:11:54.800]  表哥為自己預備道路
[00:11:54.800 --> 00:11:56.800]  天國的猛將
[00:11:56.800 --> 00:11:59.800]  不止選兵是折將
[00:11:59.800 --> 00:12:02.800]  心情當然是極其沉重
[00:12:02.800 --> 00:12:04.800]  非常難過
[00:12:04.800 --> 00:12:05.800]  不單止這樣
[00:12:05.800 --> 00:12:09.800]  我們再看馬可福音六章三十一節
[00:12:09.800 --> 00:12:10.800]  因為來往的人多
[00:12:10.800 --> 00:12:13.800]  他們連吃飯也沒有功夫
[00:12:13.800 --> 00:12:15.800]  因為很多人追著他們
[00:12:15.800 --> 00:12:16.800]  他們連吃飯的時間
[00:12:16.800 --> 00:12:20.800]  耶穌和門徒連吃飯的時間都沒有
[00:12:20.800 --> 00:12:24.800]  所以你看回當時的情況
[00:12:24.800 --> 00:12:25.800]  情緒
[00:12:25.800 --> 00:12:28.800]  耶穌很低落
[00:12:28.800 --> 00:12:29.800]  身體
[00:12:29.800 --> 00:12:30.800]  飯都沒得吃
[00:12:30.800 --> 00:12:33.800]  但我們的耶穌卻是一個什麼人呢
[00:12:33.800 --> 00:12:35.800]  就是當他舉目觀看
[00:12:35.800 --> 00:12:37.800]  見到眾人的需要的時候
[00:12:37.800 --> 00:12:39.800]  他願意捨己
[00:12:39.800 --> 00:12:41.800]  他忘記了自己的需要
[00:12:41.800 --> 00:12:43.800]  他去憐憫他們
[00:12:43.800 --> 00:12:46.800]  這就是我們的耶穌
[00:12:46.800 --> 00:12:49.800]  當我預備的時候
[00:12:49.800 --> 00:12:51.800]  看到一個印度牧者
[00:12:51.800 --> 00:12:52.800]  講過一番說話
[00:12:52.800 --> 00:12:55.800]  我照複述給大家看
[00:12:55.800 --> 00:12:56.800]  他說按照我的經歷
[00:12:56.800 --> 00:12:58.800]  當每個牧者宣教士
[00:12:58.800 --> 00:13:00.800]  如果對任何的主裡面
[00:13:00.800 --> 00:13:03.800]  未信主的訪客有一些不安
[00:13:03.800 --> 00:13:05.800]  或者不耐煩
[00:13:05.800 --> 00:13:06.800]  又或者
[00:13:06.800 --> 00:13:08.800]  讓他們覺得
[00:13:08.800 --> 00:13:10.800]  我們沒什麼時間
[00:13:10.800 --> 00:13:11.800]  很忙的
[00:13:11.800 --> 00:13:14.800]  又或者和他們會面的時候
[00:13:14.800 --> 00:13:15.800]  不停地看手錶
[00:13:15.800 --> 00:13:18.800]  或者看著時鐘
[00:13:18.800 --> 00:13:20.800]  又或者告訴對方
[00:13:20.800 --> 00:13:22.800]  這是我的午餐時間
[00:13:22.800 --> 00:13:23.800]  或者我休息時間
[00:13:23.800 --> 00:13:25.800]  可不可以約個第二個時間
[00:13:25.800 --> 00:13:26.800]  他說
[00:13:26.800 --> 00:13:29.800]  這些對象會立即消失
[00:13:29.800 --> 00:13:31.800]  而且不會再回來
[00:13:31.800 --> 00:13:32.800]  我想
[00:13:32.800 --> 00:13:34.800]  不是這麼誇張吧
[00:13:34.800 --> 00:13:35.800]  這是不是印度文化
[00:13:35.800 --> 00:13:36.800]  印度人是這樣的
[00:13:36.800 --> 00:13:37.800]  我們中國人不會這樣的
[00:13:37.800 --> 00:13:39.800]  我們香港人一定不會這樣的
[00:13:39.800 --> 00:13:40.800]  但是有時想想
[00:13:40.800 --> 00:13:41.800]  再想深一層
[00:13:41.800 --> 00:13:44.800]  又未嘗不是我們的牧者生涯
[00:13:44.800 --> 00:13:45.800]  反映了一點點
[00:13:45.800 --> 00:13:47.800]  我們牧羊的狀況
[00:13:47.800 --> 00:13:49.800]  我不要說印度牧者
[00:13:49.800 --> 00:13:50.800]  說回我
[00:13:50.800 --> 00:13:51.800]  說回我自己
[00:13:51.800 --> 00:13:54.800]  曾經有一個週末的早上
[00:13:54.800 --> 00:13:55.800]  星期六開始
[00:13:55.800 --> 00:13:57.800]  一早開了一個早上的會
[00:13:57.800 --> 00:13:58.800]  到下午
[00:13:58.800 --> 00:14:01.800]  然後下午去了醫院探病
[00:14:01.800 --> 00:14:02.800]  然後到了黃昏
[00:14:02.800 --> 00:14:03.800]  又和小組
[00:14:03.800 --> 00:14:04.800]  一起開小組
[00:14:04.800 --> 00:14:05.800]  吃飯
[00:14:05.800 --> 00:14:06.800]  然後開早
[00:14:06.800 --> 00:14:07.800]  讀茶經
[00:14:07.800 --> 00:14:08.800]  祈禱
[00:14:08.800 --> 00:14:09.800]  分享
[00:14:09.800 --> 00:14:10.800]  說著說著
[00:14:10.800 --> 00:14:11.800]  其實開小組很開心
[00:14:11.800 --> 00:14:14.800]  一說就說到兩點鐘
[00:14:14.800 --> 00:14:15.800]  然後第二天七點多
[00:14:15.800 --> 00:14:16.800]  又要起床
[00:14:16.800 --> 00:14:19.800]  然後就要進去屯門講道
[00:14:19.800 --> 00:14:20.800]  然後不僅如此
[00:14:20.800 --> 00:14:22.800]  然後下午又要出來
[00:14:22.800 --> 00:14:24.800]  三點鐘回來大堂
[00:14:24.800 --> 00:14:26.800]  因為牧區有弟兄姊妹結婚
[00:14:26.800 --> 00:14:29.800]  邀請了我做婚禮訓練
[00:14:29.800 --> 00:14:30.800]  很開心
[00:14:30.800 --> 00:14:32.800]  無論如何都撲出來
[00:14:32.800 --> 00:14:34.800]  但是當我在屯門講道
[00:14:34.800 --> 00:14:36.800]  開車回來銅鑼灣的時候
[00:14:36.800 --> 00:14:38.800]  我的身體跟我說了兩個字
[00:14:38.800 --> 00:14:40.800]  謝了
[00:14:40.800 --> 00:14:43.800]  已經殘了
[00:14:43.800 --> 00:14:45.800]  於是中間有個空隙
[00:14:45.800 --> 00:14:48.800]  打算鎖回辦公室
[00:14:48.800 --> 00:14:51.800]  打算回到座位休息
[00:14:51.800 --> 00:14:55.800]  被我發現了驚天大發現
[00:14:55.800 --> 00:14:57.800]  竟然我在桌面上
[00:14:57.800 --> 00:14:59.800]  發現了一盒粟米肉粒飯
[00:14:59.800 --> 00:15:02.800]  放在桌面上
[00:15:02.800 --> 00:15:04.800]  當時我感覺
[00:15:04.800 --> 00:15:06.800]  神你真是美麗
[00:15:06.800 --> 00:15:08.800]  你的供應真是好
[00:15:08.800 --> 00:15:10.800]  然後是童工的關懷
[00:15:10.800 --> 00:15:11.800]  童工的愛心
[00:15:11.800 --> 00:15:12.800]  他知道我沒飯
[00:15:12.800 --> 00:15:13.800]  沒得吃午飯
[00:15:13.800 --> 00:15:15.800]  於是就預備了一盒
[00:15:15.800 --> 00:15:18.800]  我給了這盒飯一個新的綽號
[00:15:18.800 --> 00:15:24.800]  叫Show me your love飯
[00:15:24.800 --> 00:15:26.800]  神提醒我的
[00:15:26.800 --> 00:15:28.800]  當天耶穌說
[00:15:28.800 --> 00:15:33.800]  瑪利亞將香膏打破玉瓶
[00:15:33.800 --> 00:15:35.800]  倒在耶穌身上
[00:15:35.800 --> 00:15:37.800]  耶穌說到福音傳到地極的時候
[00:15:37.800 --> 00:15:39.800]  都要提這個
[00:15:39.800 --> 00:15:41.800]  耶穌叫他提瑪利亞
[00:15:41.800 --> 00:15:43.800]  我說如果有機會
[00:15:43.800 --> 00:15:46.800]  每一次都要提Show me your love飯
[00:15:46.800 --> 00:15:48.800]  很感動
[00:15:48.800 --> 00:15:50.800]  我的侍奉原來神都看到
[00:15:50.800 --> 00:15:52.800]  童工都看到
[00:15:52.800 --> 00:15:55.800]  我好有被憐憫的感覺
[00:15:55.800 --> 00:15:56.800]  就是這樣
[00:15:56.800 --> 00:15:58.800]  吃了這盒飯之後就充滿體力
[00:15:58.800 --> 00:16:01.800]  下午就帶著能力
[00:16:01.800 --> 00:16:05.800]  去祝福一對新的弟兄姊妹
[00:16:05.800 --> 00:16:08.800]  這就是我們的侍奉生命
