
[00:00:00.000 --> 00:00:02.960]  若拿書第一篇的講道我提到
[00:01:34.080 --> 00:01:37.880]  我們都會有很多不同的情緒的出現
[00:01:37.880 --> 00:01:40.160]  甚至當我自己在土耳其的時候
[00:01:40.160 --> 00:01:41.800]  我看著土耳其的新聞
[00:01:41.800 --> 00:01:45.120]  看著一些全世界都覺得是很公認
[00:01:45.120 --> 00:01:47.480]  是很公平的一些新聞的時候
[00:01:47.480 --> 00:01:48.560]  我看著新聞
[00:01:48.560 --> 00:01:50.560]  嘩 原來香港已經死定了
[00:01:50.560 --> 00:01:51.720]  不如我都不要回香港了
[00:01:51.720 --> 00:01:53.520]  我去土耳其做宣教算了
[00:01:53.520 --> 00:01:55.320]  因為回來香港死定了
[00:01:55.320 --> 00:01:58.680]  但相對之下我們在香港看土耳其的新聞
[00:01:58.680 --> 00:02:00.600]  我都覺得 我都害怕 是不是
[00:02:00.600 --> 00:02:03.880]  嘩 又暴動 又示威 又ISIS
[00:02:03.880 --> 00:02:05.640]  我容不下去了 回不來了
[00:02:05.640 --> 00:02:07.440]  其實有很多不同的情況
[00:02:07.440 --> 00:02:09.480]  我們有很多的內心的感受
[00:02:09.480 --> 00:02:11.360]  但總之是對的
[00:02:11.360 --> 00:02:12.960]  我們會有不同的情緒
[00:02:12.960 --> 00:02:14.280]  我們不同的角色
[00:02:14.280 --> 00:02:15.480]  我們不同的背景
[00:02:15.480 --> 00:02:16.880]  我們不同的崗位
[00:02:16.880 --> 00:02:18.960]  我們甚至不同的年紀
[00:02:18.960 --> 00:02:20.280]  看著同一個新聞
[00:02:20.280 --> 00:02:22.840]  都可能有不同的回應
[00:02:22.840 --> 00:02:25.520]  我相信一定有 約拿一定有
[00:02:25.520 --> 00:02:26.880]  他面對匿名未成
[00:02:26.880 --> 00:02:28.320]  面對亞述國
[00:02:28.320 --> 00:02:30.640]  不斷和以色列有很多的仇恨
[00:02:30.640 --> 00:02:33.480]  所以他根本就不想去匿名未成
[00:02:33.480 --> 00:02:34.440]  最終去了
[00:02:34.440 --> 00:02:36.960]  他都帶著很多憤怒 很多仇恨
[00:02:36.960 --> 00:02:41.040]  是看著希望匿名未成的人死光最好
[00:02:41.040 --> 00:02:43.920]  而同樣 我們看到人的盡頭
[00:02:43.920 --> 00:02:45.440]  就是神的開始
[00:02:45.440 --> 00:02:46.920]  我們很多時候都是
[00:02:46.920 --> 00:02:49.800]  吟吉 吟危 就去抱神腳
[00:02:49.800 --> 00:02:53.600]  我們很想神在我們最危急的時候
[00:02:53.600 --> 00:02:54.880]  去幫助我們
[00:02:54.880 --> 00:02:56.760]  對於約拿來說 一樣
[00:02:56.760 --> 00:02:58.080]  他初初很勇敢
[00:02:58.080 --> 00:02:59.840]  他覺得我自己不怕死
[00:02:59.840 --> 00:03:02.280]  他說他掟那個海就搞定了
[00:03:02.280 --> 00:03:05.080]  但怎知當真的掟了那個海之後
[00:03:05.080 --> 00:03:06.840]  他就開始害怕
[00:03:06.840 --> 00:03:10.520]  開始面對那些海草纏著他的臉
[00:03:10.520 --> 00:03:13.760]  當那些水 大水漫過他的身的時候
[00:03:13.760 --> 00:03:16.240]  當他去到心底 心淵的時候
[00:03:16.240 --> 00:03:17.480]  去到坑的時候
[00:03:17.480 --> 00:03:18.840]  他就求告這個神
[00:03:18.840 --> 00:03:23.040]  神啊 請你將我從坑裡面救出來
[00:03:23.040 --> 00:03:25.080]  他去到面對死亡的時候
[00:03:25.080 --> 00:03:26.400]  他如我一樣
[00:03:26.400 --> 00:03:30.320]  他都是害怕自己的生命的失去
[00:03:30.320 --> 00:03:32.080]  他的禱告很有信心
[00:03:32.080 --> 00:03:34.680]  他相信上帝一定會拯救他
[00:03:34.680 --> 00:03:39.360]  他相信上帝一定從坑中將他提拔出來
[00:03:39.360 --> 00:03:41.040]  而同樣 他去到最後
[00:03:41.040 --> 00:03:43.920]  他亦都曉得去感恩
[00:03:43.920 --> 00:03:47.800]  曉得去許願 許得去還願
[00:03:47.800 --> 00:03:49.680]  不過看回聖經的願文
[00:03:49.680 --> 00:03:51.880]  他仍然帶著一種驕傲
[00:03:51.880 --> 00:03:55.200]  他覺得他自己比水手優勝
[00:03:55.200 --> 00:03:57.960]  他自己比歷歷未成的人優勝
[00:03:57.960 --> 00:04:00.120]  他是上帝的穆人
[00:04:00.120 --> 00:04:03.320]  當然 若拿是一個
[00:04:03.320 --> 00:04:04.520]  你說他順服也行
[00:04:04.520 --> 00:04:06.640]  你說他很不順服也行
[00:04:06.640 --> 00:04:09.440]  以至到他很難觸摸他的內心
[00:04:09.440 --> 00:04:13.640]  但是上帝卻在他一個這樣的先知那邊
[00:04:13.640 --> 00:04:17.840]  但上帝仍然超越他那種的情景
[00:04:17.840 --> 00:04:20.160]  令到歷歷未成的人
[00:04:20.160 --> 00:04:23.680]  全部歸向耶和華神
[00:04:23.680 --> 00:04:26.600]  當然 我們看著若拿
[00:04:26.600 --> 00:04:29.600]  就算第二章去到結尾的時候
[00:04:29.600 --> 00:04:32.280]  聖經說 神安排一條大魚
[00:04:32.280 --> 00:04:35.360]  將他套在乾地上
[00:04:35.360 --> 00:04:37.800]  他不得不去到歷歷未成
[00:04:37.800 --> 00:04:40.400]  去講上帝要他講的說話
[00:04:40.400 --> 00:04:41.760]  但他仍然不甘心
[00:04:41.760 --> 00:04:43.640]  我們看到他是不甘心
[00:04:43.640 --> 00:04:45.160]  去到第三章的時候
[00:04:45.160 --> 00:04:47.280]  我們看到他完全不甘心
[00:04:47.280 --> 00:04:48.440]  第三章第三節
[00:04:48.440 --> 00:04:50.920]  我們說 歷歷未成是大城
[00:04:50.920 --> 00:04:52.720]  有三天的路程
[00:04:52.720 --> 00:04:54.600]  去到第三章第四節的時候
[00:04:54.600 --> 00:04:57.560]  若拿進城走了一天
[00:04:57.560 --> 00:05:00.960]  這個城應該走三天才可以走完
[00:05:00.960 --> 00:05:04.360]  但是若拿只走了一天就算了
[00:05:04.360 --> 00:05:07.080]  做了交差就算了
[00:05:07.080 --> 00:05:09.840]  而同樣 去到第三章第四節的時候
[00:05:09.840 --> 00:05:12.320]  我們看到他所講的道
[00:05:12.320 --> 00:05:15.280]  我發覺可以說是聖經裡面所講的道
[00:05:15.280 --> 00:05:16.600]  是最短的道
[00:05:16.600 --> 00:05:17.800]  只有五個字
[00:05:17.800 --> 00:05:19.840]  在希伯格文只有五個字
[00:05:19.840 --> 00:05:21.720]  在我們中文的翻譯就是說
[00:05:21.720 --> 00:05:23.560]  再等四十日
[00:05:23.560 --> 00:05:26.120]  歷歷未成 必傾福了
[00:05:26.120 --> 00:05:29.080]  是一個審判的訊息
[00:05:29.080 --> 00:05:32.680]  上帝要若拿去講一個審判的訊息
[00:05:32.680 --> 00:05:33.840]  不是一個福音
[00:05:33.840 --> 00:05:35.760]  是一個禍音來的
[00:05:35.760 --> 00:05:37.520]  他說 再等四十日
[00:05:37.520 --> 00:05:40.040]  歷歷未成 必傾福了
[00:05:40.040 --> 00:05:43.400]  我相信一個這麼不甘心的先知
[00:05:43.400 --> 00:05:45.760]  用了只有一天時間去交差
[00:05:45.760 --> 00:05:46.800]  去到歷歷未成
[00:05:46.800 --> 00:05:49.080]  我相信 我猜 我猜
[00:05:49.080 --> 00:05:51.000]  他的心態就是
[00:05:51.000 --> 00:05:52.600]  他所講話的心態就是
[00:05:52.600 --> 00:05:53.640]  你知不知道 你就快死了
[00:05:53.640 --> 00:05:55.600]  只有四十日 四十日就快死了
[00:05:55.600 --> 00:05:57.000]  香港剩下五天 只有四十日
[00:05:57.000 --> 00:05:58.600]  你知不知道
[00:05:58.600 --> 00:05:59.720]  即是說 你就快死了
[00:05:59.720 --> 00:06:01.120]  你死定了
[00:06:01.120 --> 00:06:04.520]  全說一些咒詛的說話
[00:06:04.520 --> 00:06:07.760]  一篇五個字的道
[00:06:07.760 --> 00:06:11.240]  而當中沒有出現一個很重要的字
[00:06:11.240 --> 00:06:13.920]  沒有出現「耶和華」
[00:06:13.920 --> 00:06:17.120]  他連神都沒有提
[00:06:17.120 --> 00:06:19.560]  我覺得上帝要他講的訊息
[00:06:19.560 --> 00:06:20.760]  不應該這麼短
[00:06:20.760 --> 00:06:22.480]  不過他就算了
[00:06:22.480 --> 00:06:24.120]  講他想講的東西
[00:06:24.120 --> 00:06:25.400]  因為他根本就不想
[00:06:25.400 --> 00:06:27.360]  歷歷未成的人能夠信耶穌
[00:06:27.360 --> 00:06:29.680]  所以他就去跟他們講
[00:06:29.680 --> 00:06:30.600]  警告他們
[00:06:30.600 --> 00:06:31.920]  他說 還有四十日
[00:06:31.920 --> 00:06:33.120]  你們就完蛋了
[00:06:33.120 --> 00:06:34.800]  四十日就完蛋了
[00:06:34.800 --> 00:06:37.680]  但是上帝超越他
[00:06:37.680 --> 00:06:39.800]  但是上帝有沒有能力呢
[00:06:39.800 --> 00:06:40.960]  有
[00:06:40.960 --> 00:06:44.800]  上帝的能力是超越了若拿
[00:06:44.800 --> 00:06:46.840]  若拿他不甘心
[00:06:46.840 --> 00:06:47.880]  他不想做
[00:06:47.880 --> 00:06:50.320]  但是上帝超越他
[00:06:50.320 --> 00:06:52.240]  上帝有大能
[00:06:52.240 --> 00:06:54.600]  同樣上帝的大能
[00:06:54.600 --> 00:06:55.560]  去到一個地步
[00:06:55.560 --> 00:06:57.840]  他能夠安排一條大魚
[00:06:57.840 --> 00:06:59.440]  去吞了若拿
[00:06:59.440 --> 00:07:00.880]  而若拿在他的禱福
[00:07:00.880 --> 00:07:04.760]  在魚的禱福裏面三天三夜都不死
[00:07:04.760 --> 00:07:07.040]  我們有很多魚在我們的禱福裏面
[00:07:07.040 --> 00:07:09.680]  但我們從來沒有試過在魚的禱福裏面
[00:07:09.680 --> 00:07:12.240]  但是我們若拿在魚的禱福裏面
[00:07:12.240 --> 00:07:15.200]  三天三夜居然不死
[00:07:15.200 --> 00:07:16.200]  是不是神蹟
[00:07:16.200 --> 00:07:17.400]  絕對是
[00:07:17.400 --> 00:07:18.920]  耶穌也說是神蹟
[00:07:18.920 --> 00:07:20.400]  因為當時有人求耶穌
[00:07:20.400 --> 00:07:22.320]  再顯個神蹟來看看
[00:07:22.320 --> 00:07:23.760]  耶穌說 做了的
[00:07:23.760 --> 00:07:24.720]  若拿做了的
[00:07:24.720 --> 00:07:28.200]  三天三夜在魚的禱福裏面
[00:07:28.200 --> 00:07:29.680]  他不死
[00:07:29.680 --> 00:07:32.160]  我在想 究竟
[00:07:32.160 --> 00:07:34.600]  這個若拿在魚的禱福裏面
[00:07:34.600 --> 00:07:36.000]  三天三夜他在做什麼
[00:07:36.000 --> 00:07:37.360]  大家猜猜他在做什麼
[00:07:37.360 --> 00:07:39.000]  祈願禱知他在做什麼
[00:07:39.000 --> 00:07:40.840]  我也覺得不知道他在做什麼
[00:07:40.840 --> 00:07:41.680]  他在吃什麼
[00:07:41.680 --> 00:07:43.040]  大家猜猜他在吃什麼
[00:07:43.040 --> 00:07:45.240]  多做些海水進來喝
[00:07:45.240 --> 00:07:47.560]  我一直在想
[00:07:47.560 --> 00:07:48.440]  真的好
[00:07:48.440 --> 00:07:49.640]  他可以在魚的禱福裏面
[00:07:49.640 --> 00:07:51.760]  吃足三天魚肝油
[00:07:51.760 --> 00:07:52.720]  哇
[00:07:52.720 --> 00:07:54.880]  你知道魚肝油有多難吃嗎
[00:07:54.880 --> 00:07:56.000]  我想想 從小到大
[00:07:56.000 --> 00:07:56.880]  我小的時候
[00:07:56.880 --> 00:07:59.800]  我小時候看到白色的東西就害怕
[00:07:59.800 --> 00:08:02.040]  現在就有橙色 白色的
[00:08:02.040 --> 00:08:03.400]  哇 他在做什麼
[00:08:03.400 --> 00:08:04.360]  問兄弟姐妹
[00:08:04.360 --> 00:08:07.880]  我發覺一個這麼不甘心的人
[00:08:07.880 --> 00:08:09.240]  上帝有他的能力
[00:08:09.240 --> 00:08:13.280]  令到他可以在魚的禱福裏面
[00:08:13.280 --> 00:08:16.040]  三天三夜居然不死
[00:08:16.040 --> 00:08:16.760]  但同樣
[00:08:16.760 --> 00:08:18.640]  在第二章結尾的時候
[00:08:18.640 --> 00:08:21.160]  他一套套在岸上
[00:08:21.160 --> 00:08:23.600]  然後他不甘心地
[00:08:23.600 --> 00:08:25.080]  用了一天的時間
[00:08:25.080 --> 00:08:27.640]  來宣講上帝要他宣講的
[00:08:27.640 --> 00:08:28.960]  其中一部分的信息
[00:08:28.960 --> 00:08:32.800]  就是將禍淋到年年未成
[00:08:32.800 --> 00:08:35.840]  但上帝又超越他的心態
[00:08:35.840 --> 00:08:37.920]  卻令到十二萬的人
[00:08:37.920 --> 00:08:40.840]  全部歸向耶和華神
[00:08:40.840 --> 00:08:41.920]  是不是神蹟
[00:08:41.920 --> 00:08:43.640]  絕對是神蹟
[00:08:43.640 --> 00:08:44.400]  但是
[00:08:44.400 --> 00:08:46.440]  原來上帝的神蹟
[00:08:46.440 --> 00:08:47.760]  並不是單單
[00:08:47.760 --> 00:08:50.360]  很多時候是我們所想的
[00:08:50.360 --> 00:08:53.040]  一些我們所不明白
[00:08:53.040 --> 00:08:56.200]  亦可能不是我們經常看到的事情
[00:08:56.200 --> 00:08:57.240]  病得醫治
[00:08:57.240 --> 00:08:58.280]  死人復活
[00:08:58.280 --> 00:08:59.440]  跛腳行路
[00:08:59.440 --> 00:09:00.560]  盲眼看見
[00:09:00.560 --> 00:09:02.160]  耶穌經常都做
[00:09:02.160 --> 00:09:03.880]  比較少看的就是死人復活
[00:09:03.880 --> 00:09:05.160]  我們很少看死人復活
[00:09:05.160 --> 00:09:07.400]  我們很少去殯儀館祈禱
[00:09:07.400 --> 00:09:09.360]  主呀 奉您的名 起身
[00:09:09.360 --> 00:09:10.680]  我們從來都沒做過
[00:09:10.680 --> 00:09:13.560]  你做過沒有 我都沒做過
[00:09:13.560 --> 00:09:14.360]  但是
[00:09:14.360 --> 00:09:15.480]  我們沒看過
[00:09:15.480 --> 00:09:17.640]  我們說神蹟
[00:09:17.640 --> 00:09:18.440]  但是
[00:09:18.440 --> 00:09:21.280]  如果我們仔細去看回
[00:09:21.280 --> 00:09:22.880]  神的工作
[00:09:22.880 --> 00:09:26.440]  神的工作不單單是那些叫做神的工作
[00:09:26.440 --> 00:09:28.880]  我相信神的工作是包含了
[00:09:28.880 --> 00:09:32.640]  上帝祂給我們的常理
[00:09:32.640 --> 00:09:33.280]  什麼叫常理
[00:09:33.280 --> 00:09:35.120]  就是common sense
[00:09:35.120 --> 00:09:36.040]  我們的上帝
[00:09:36.040 --> 00:09:38.040]  絕對是一個common sense的上帝
[00:09:38.040 --> 00:09:39.280]  有常理的上帝
[00:09:39.280 --> 00:09:41.080]  我相信今天我們有常理
[00:09:41.080 --> 00:09:42.360]  去作某些決定
[00:09:42.360 --> 00:09:44.760]  亦都是上帝的作為
[00:09:44.760 --> 00:09:46.200]  我深信我們今天
[00:09:46.200 --> 00:09:47.160]  完了崇拜
[00:09:47.160 --> 00:09:49.600]  你去哪裡吃午飯
[00:09:49.600 --> 00:09:51.920]  我猜大家一定不會去祈禱
[00:09:51.920 --> 00:09:53.520]  主呀 今天去哪一間
[00:09:53.520 --> 00:09:55.680]  去聖容那裡還是哪一間
[00:09:55.680 --> 00:09:57.280]  我相信你們不會去祈禱
[00:09:57.280 --> 00:09:58.480]  我猜而已
[00:09:58.480 --> 00:09:59.480]  你祈禱感謝主
[00:09:59.480 --> 00:10:00.680]  真的不關我的事
[00:10:00.680 --> 00:10:02.280]  我相信我們不會的
[00:10:02.280 --> 00:10:04.040]  有時我們去到
[00:10:04.040 --> 00:10:05.320]  譬如現在坐車
[00:10:05.320 --> 00:10:06.120]  我們會祈禱
[00:10:06.120 --> 00:10:08.320]  主呀 究竟坐的士還是坐巴士
[00:10:08.320 --> 00:10:09.280]  還是坐地鐵
[00:10:09.280 --> 00:10:10.440]  我們很少的
[00:10:10.440 --> 00:10:11.600]  我們會常理的
[00:10:11.600 --> 00:10:13.840]  去到哪裡應該最準時去什麼
[00:10:13.840 --> 00:10:15.600]  我們很少說去祈禱
[00:10:15.600 --> 00:10:17.360]  甚至我們有時牧師
[00:10:17.360 --> 00:10:18.480]  我們去吃午飯
[00:10:18.480 --> 00:10:20.080]  有時和牧師吃午飯
[00:10:20.080 --> 00:10:21.120]  忽然間有咖啡來到
[00:10:21.120 --> 00:10:22.040]  一喝一口咖啡
[00:10:22.040 --> 00:10:22.840]  哎呀 不記得祈禱
[00:10:22.840 --> 00:10:23.600]  不記得吃飯
[00:10:23.600 --> 00:10:24.360]  於是就說
[00:10:24.360 --> 00:10:26.960]  30元以下就不用吃飯了
[00:10:26.960 --> 00:10:29.720]  我們會有很多這些藉口
[00:10:29.720 --> 00:10:31.120]  我們會有很多這些藉口
[00:10:31.120 --> 00:10:32.560]  30元以下不用吃飯
[00:10:32.560 --> 00:10:33.840]  30元以上才吃飯
[00:10:33.840 --> 00:10:37.040]  因為現在法國都33元
[00:10:37.040 --> 00:10:38.600]  我們會有很多藉口
[00:10:38.600 --> 00:10:39.680]  常理
[00:10:39.680 --> 00:10:42.000]  我們很多時運用我們的常理
[00:10:42.000 --> 00:10:44.040]  去作某些決定
[00:10:44.040 --> 00:10:45.720]  同樣我們看到
[00:10:45.720 --> 00:10:53.080]  若拿一天可以令到尼尼尾城信了耶和華神
[00:10:53.080 --> 00:10:54.240]  是神蹟
[00:10:54.240 --> 00:10:55.680]  嘩 一天就搞定
[00:10:55.680 --> 00:10:58.560]  如果香港700萬人除12萬
[00:10:58.560 --> 00:10:59.280]  可能五天
[00:10:59.280 --> 00:11:01.200]  不知道幾天就搞定
[00:11:01.200 --> 00:11:03.200]  真是神蹟
[00:11:03.200 --> 00:11:04.920]  不過
[00:11:04.920 --> 00:11:09.520]  如果我們仔細看回當時的地理環境
[00:11:09.520 --> 00:11:13.280]  我們發覺原來上帝鋪了一條路
[00:11:13.280 --> 00:11:18.000]  是讓若拿在那個時間
[00:11:18.000 --> 00:11:20.080]  去到那個地方
[00:11:20.080 --> 00:11:21.760]  能夠用一天
[00:11:21.760 --> 00:11:25.280]  可以轉化整個尼尼尾城
[00:11:25.280 --> 00:11:31.760]  其實上帝可以用天時地利人和
[00:11:31.760 --> 00:11:33.440]  去轉化
[00:11:33.440 --> 00:11:34.360]  我們有沒有問過
[00:11:34.360 --> 00:11:38.440]  為什麼耶穌要出生在羅馬時代
[00:11:38.440 --> 00:11:40.000]  為什麼耶穌不出生在現在
[00:11:40.000 --> 00:11:42.840]  耶穌現在就見到耶穌了
[00:11:42.840 --> 00:11:45.360]  為什麼不出生在再前一點
[00:11:45.360 --> 00:11:46.760]  為什麼在羅馬時代
[00:11:46.760 --> 00:11:47.920]  因為在羅馬時代
[00:11:47.920 --> 00:11:51.560]  正正是整個當時小亞細亞的地方
[00:11:51.560 --> 00:11:52.800]  歐洲的一些地方
[00:11:52.800 --> 00:11:55.560]  全部是語言統一的
[00:11:55.560 --> 00:11:57.640]  都是講希臘文
[00:11:57.640 --> 00:11:58.680]  語言統一
[00:11:58.680 --> 00:12:02.200]  而同樣條條大路通什麼
[00:12:02.200 --> 00:12:03.400]  通羅馬
[00:12:03.400 --> 00:12:06.320]  羅馬當時是起了很多的公路
[00:12:06.320 --> 00:12:07.480]  去到很多地方
[00:12:07.480 --> 00:12:11.040]  所以保羅才可以這麼容易去傳福音
[00:12:11.040 --> 00:12:14.320]  第一 保羅最低限度不用學語言
[00:12:14.320 --> 00:12:15.360]  我們的宣教士
[00:12:15.360 --> 00:12:17.240]  去到任何地方都要學語言
[00:12:17.240 --> 00:12:19.040]  去到土耳其就要學土耳其話
[00:12:19.040 --> 00:12:20.880]  去到阿拉伯就要學阿拉伯話
[00:12:20.880 --> 00:12:22.440]  去到非洲就要學非洲話
[00:12:22.440 --> 00:12:23.840]  學語言都要幾年
[00:12:23.840 --> 00:12:24.840]  大家明白我的意思嗎
[00:12:24.840 --> 00:12:26.800]  都要幾年才學到語言
[00:12:26.800 --> 00:12:28.040]  但是當時不用
[00:12:28.040 --> 00:12:29.880]  上帝是將福音
[00:12:29.880 --> 00:12:32.520]  是放在那個時間作為開始
[00:12:32.520 --> 00:12:35.560]  一定有上帝的鋪排在那裡
[00:12:35.560 --> 00:12:36.960]  而同樣這裡一樣
[00:12:36.960 --> 00:12:38.840]  其實上帝鋪排了一條路
[00:12:38.840 --> 00:12:42.600]  讓約拿在那個時間進入到尼尼尾城
[00:12:42.600 --> 00:12:45.400]  所以今天我和大家講一下上帝的常理
[00:12:45.400 --> 00:12:48.000]  就是天時地利人和三點
[00:12:48.000 --> 00:12:50.320]  天時 為什麼這麼巧
[00:12:50.320 --> 00:12:52.480]  約拿去到尼尼尾城的時間
[00:12:52.480 --> 00:12:57.400]  大概是主前772年到745年之間的時間
[00:12:57.400 --> 00:13:02.440]  當時這個時間正是亞述國的國勢開始衰的時間
[00:13:02.440 --> 00:13:02.960]  為什麼衰呢
[00:13:02.960 --> 00:13:04.480]  就是因為他們很多內戰
[00:13:04.480 --> 00:13:05.680]  很多內亂
[00:13:05.680 --> 00:13:06.800]  自己打自己
[00:13:06.800 --> 00:13:09.160]  和加上很多的天災
[00:13:09.160 --> 00:13:11.400]  令到人心惶惶
[00:13:11.400 --> 00:13:13.960]  就是上帝就好像在那個時間
[00:13:13.960 --> 00:13:16.720]  營造了一個這樣的環境
[00:13:16.720 --> 00:13:20.800]  就讓約拿去講一篇這麼簡單的道
[00:13:20.800 --> 00:13:25.840]  就令到人的心被這篇道去打動
[00:13:25.840 --> 00:13:26.640]  弟兄姊妹
[00:13:26.640 --> 00:13:28.160]  原來人心惶惶
[00:13:28.160 --> 00:13:31.960]  正正是教會一個很重要的角色
[00:13:31.960 --> 00:13:36.280]  是給到人一個真正的盼望是什麼
[00:13:36.280 --> 00:13:38.880]  今天我們的盼望是一個永生的盼望
[00:13:38.880 --> 00:13:41.880]  今天我們的盼望就是將來有新天新地的盼望
[00:13:41.880 --> 00:13:43.960]  將來有新天新地是沒有再有死亡
[00:13:43.960 --> 00:13:44.920]  沒有再有眼淚
[00:13:44.920 --> 00:13:45.800]  沒有再有疼痛
[00:13:45.800 --> 00:13:47.440]  沒有再有疾病的地方
[00:13:47.440 --> 00:13:49.560]  所以變成在人心惶惶的時候
[00:13:49.560 --> 00:13:51.360]  在人沒有方向的時候
[00:13:51.360 --> 00:13:55.160]  我們最重要教會仍然持守我們的責任
[00:13:55.160 --> 00:13:58.360]  來將這個真正的盼望來傳開
[00:13:58.360 --> 00:14:00.800]  當香港去到面對8384年的時候
[00:14:00.800 --> 00:14:02.040]  1983、84年的時候
[00:14:02.040 --> 00:14:04.400]  正正是中英聯合聲明的時候
[00:14:04.400 --> 00:14:06.760]  正正是戴卓爾夫人跌倒的時候
[00:14:06.760 --> 00:14:10.200]  我們整個香港要回歸我們中國的時候
[00:14:10.200 --> 00:14:12.160]  當時香港人有很多的恐懼
[00:14:12.160 --> 00:14:13.200]  很多的擔憂
[00:14:13.200 --> 00:14:16.040]  特別是香港教會更大的擔憂
[00:14:16.040 --> 00:14:18.480]  因為我們不知道教會會變成怎樣
[00:14:18.480 --> 00:14:19.760]  去到1997年的時候
[00:14:19.760 --> 00:14:21.920]  去到1989年我們更害怕
[00:14:21.920 --> 00:14:23.120]  更害怕
[00:14:23.120 --> 00:14:26.280]  因為都不知道香港會變成怎樣都好
[00:14:26.280 --> 00:14:29.040]  但是我們回頭看
[00:14:29.040 --> 00:14:32.680]  1989年去到1997年
[00:14:32.680 --> 00:14:35.040]  那段階段裡面很多的恐懼裡面
[00:14:35.040 --> 00:14:39.600]  但是我們看到原來教會只要持守我們的責任
[00:14:39.600 --> 00:14:41.400]  持守我們的使命
[00:14:41.400 --> 00:14:45.200]  我們看到上帝仍然是會令到很多人
[00:14:45.200 --> 00:14:47.800]  在一個無助、沒有盼望當中
[00:14:47.800 --> 00:14:50.240]  得到盼望而能夠信於耶穌
[00:14:50.240 --> 00:14:54.000]  去到2003年我們知道SARS很恐懼
[00:14:54.000 --> 00:14:54.920]  很多人害怕
[00:14:54.920 --> 00:14:57.920]  有幾個月時間我們活在一個恐懼裡面
[00:14:57.920 --> 00:15:00.120]  就是究竟明天死多少人
[00:15:00.120 --> 00:15:01.680]  每一天晚上回到家
[00:15:01.680 --> 00:15:03.040]  我們一定打開電視機
[00:15:03.040 --> 00:15:04.480]  今天又死12個
[00:15:04.480 --> 00:15:05.480]  今天又死3個
[00:15:05.480 --> 00:15:06.400]  今天又死2個
[00:15:06.400 --> 00:15:09.360]  我們每一天都被恐懼去籠罩
[00:15:09.360 --> 00:15:11.400]  但是我們那年的4月份
[00:15:11.400 --> 00:15:12.680]  我們去到新醫館
[00:15:12.680 --> 00:15:14.800]  一個復活節的崇拜那邊
[00:15:14.800 --> 00:15:16.880]  我們看到有幾百人
[00:15:16.880 --> 00:15:18.800]  能夠願意去侍奉上帝
[00:15:18.800 --> 00:15:20.120]  有很多人信耶穌
[00:15:20.120 --> 00:15:21.040]  那第一次會
[00:15:21.040 --> 00:15:24.280]  原來在危的那邊就有機
[00:15:24.280 --> 00:15:25.120]  問題就是說
[00:15:25.120 --> 00:15:29.080]  我們今天我們會不會在現在香港
[00:15:29.080 --> 00:15:30.800]  一個人心惶惶的那邊
