
[00:00:00.000 --> 00:00:02.880]  我不知道大家的禱告生活是怎麼樣的
[00:01:08.640 --> 00:01:11.200]  好像是無所不知
[00:01:11.200 --> 00:01:13.120]  否則你就不會去找它
[00:01:13.120 --> 00:01:14.160]  有什麼問題
[00:01:14.160 --> 00:01:15.840]  它都可以給你答案
[00:01:15.840 --> 00:01:16.880]  有什麼需要
[00:01:16.880 --> 00:01:18.480]  它都會給很多的建議
[00:01:18.480 --> 00:01:19.600]  你可以一二三四五
[00:01:19.600 --> 00:01:21.840]  怎樣去做
[00:01:21.840 --> 00:01:25.280]  不知道會不會在不知不覺當中
[00:01:25.280 --> 00:01:28.640]  我們失去了對上帝
[00:01:28.640 --> 00:01:34.240]  那種單純敬畏和信服的心
[00:01:34.240 --> 00:01:36.240]  AI 人工智能
[00:01:36.240 --> 00:01:37.120]  大家都知道
[00:01:37.120 --> 00:01:39.600]  是人製造出來的東西
[00:01:39.600 --> 00:01:40.720]  但是現在我們發覺
[00:01:40.720 --> 00:01:42.800]  這個被人製造出來的東西
[00:01:42.800 --> 00:01:44.800]  應該是成為人的工具
[00:01:44.800 --> 00:01:46.240]  但是不知道在哪個時間
[00:01:46.240 --> 00:01:47.520]  可能我們都不Aware
[00:01:47.520 --> 00:01:48.720]  不警覺到
[00:01:48.720 --> 00:01:52.320]  是取代了神的位置
[00:01:52.320 --> 00:01:56.000]  甚至成為某些人的偶像
[00:01:56.000 --> 00:01:57.440]  所以有什麼問題
[00:01:57.440 --> 00:01:58.320]  有什麼事
[00:01:58.320 --> 00:02:00.080]  首先就去查看TVT
[00:02:00.080 --> 00:02:02.080]  去問一下AI
[00:02:02.080 --> 00:02:04.400]  到底是什麼一回事
[00:02:04.400 --> 00:02:06.800]  和我們以前的基督徒生活習慣
[00:02:06.800 --> 00:02:09.760]  是不是好像不同了
[00:02:09.760 --> 00:02:11.120]  另外一個人工智慧
[00:02:11.120 --> 00:02:13.280]  帶給我們影響的是什麼
[00:02:13.280 --> 00:02:17.360]  不知道會不會我們在不知不覺當中
[00:02:17.360 --> 00:02:20.960]  扭曲了對人生命價值
[00:02:20.960 --> 00:02:23.520]  的看法
[00:02:23.520 --> 00:02:26.320]  特別是我們中國人
[00:02:26.320 --> 00:02:28.800]  很強調品格
[00:02:28.800 --> 00:02:31.600]  基督徒很著重
[00:02:31.600 --> 00:02:33.440]  屬靈生命
[00:02:33.440 --> 00:02:37.360]  我們的靈性的情況是怎麼樣
[00:02:37.360 --> 00:02:38.960]  但是現在
[00:02:38.960 --> 00:02:41.440]  在過了數碼時代
[00:02:41.440 --> 00:02:44.160]  現在人工智能的時代
[00:02:44.160 --> 00:02:46.080]  我們的情況變成怎樣
[00:02:46.080 --> 00:02:48.000]  看數據
[00:02:48.000 --> 00:02:50.320]  譬如有沒有Facebook
[00:02:50.320 --> 00:02:53.440]  你在Facebook裏有多少個朋友
[00:02:53.440 --> 00:02:54.880]  這個很重要
[00:02:54.880 --> 00:02:57.840]  有沒有一些社交媒體的帳戶
[00:02:57.840 --> 00:02:58.880]  人工
[00:02:58.880 --> 00:02:59.840]  不是 不是
[00:02:59.840 --> 00:03:03.760]  社交媒體的帳戶
[00:03:03.760 --> 00:03:05.920]  有多少個跟隨者
[00:03:05.920 --> 00:03:07.200]  有沒有
[00:03:07.200 --> 00:03:09.440]  有沒有去想到這些問題
[00:03:09.440 --> 00:03:12.000]  還有現在很多人自己自拍
[00:03:12.000 --> 00:03:13.440]  做很多的影片
[00:03:13.440 --> 00:03:14.560]  TikTok也好
[00:03:14.560 --> 00:03:16.000]  或者Instagram也好
[00:03:16.000 --> 00:03:19.600]  或者很多時候放上Youtube
[00:03:19.600 --> 00:03:20.800]  那你很緊張
[00:03:20.800 --> 00:03:22.480]  有多少人看
[00:03:22.480 --> 00:03:26.080]  有多少人看我放上Youtube的影片
[00:03:26.080 --> 00:03:28.160]  還有多少人按讚
[00:03:28.160 --> 00:03:30.800]  說很棒
[00:03:30.800 --> 00:03:33.200]  很多時候
[00:03:33.200 --> 00:03:34.560]  會不會像我剛才所說
[00:03:34.560 --> 00:03:36.480]  不知不覺當中
[00:03:36.480 --> 00:03:38.240]  從前我們強調品格
[00:03:38.240 --> 00:03:40.160]  強調內在的靈性
[00:03:40.160 --> 00:03:47.280]  現在以數據作為人價值的一個指標
[00:03:47.280 --> 00:03:48.560]  於是很多時候
[00:03:48.560 --> 00:03:51.360]  我們就將我們的生命
[00:03:51.360 --> 00:03:53.840]  數據化了
[00:03:53.840 --> 00:03:55.920]  人在不知不覺當中
[00:03:55.920 --> 00:03:57.360]  很自然地
[00:03:57.360 --> 00:04:03.040]  落在一些無止境的網絡的焦慮
[00:04:03.040 --> 00:04:04.480]  有網絡焦慮
[00:04:04.480 --> 00:04:05.920]  或者怎麼說
[00:04:05.920 --> 00:04:08.800]  一個無止境的用數據
[00:04:08.800 --> 00:04:12.560]  去互相比較的一個環境當中
[00:04:12.560 --> 00:04:15.760]  而當我們落在這樣的處境
[00:04:15.760 --> 00:04:18.160]  上網上到真的瘋了
[00:04:18.160 --> 00:04:20.960]  好像一不上網就不自在
[00:04:20.960 --> 00:04:26.800]  然後又去比較我們的數據
[00:04:26.800 --> 00:04:28.080]  當我們這樣做的時候
[00:04:28.080 --> 00:04:31.120]  帶來的結果是人際關係
[00:04:31.120 --> 00:04:36.960]  和所謂人所需要的群體生活
[00:04:36.960 --> 00:04:40.400]  就會被一個虛擬的環境
[00:04:40.400 --> 00:04:42.320]  去隔離了我們
[00:04:42.320 --> 00:04:44.480]  甚至是取代了
[00:04:44.480 --> 00:04:48.880]  這就是另外一個AI帶來的情況
[00:04:48.880 --> 00:04:50.720]  我們大家都回到教會
[00:04:50.720 --> 00:04:52.720]  大家就坐在那裏感謝主
[00:04:52.720 --> 00:04:55.040]  你不是上網去崇拜
[00:04:55.040 --> 00:04:56.800]  現在很多人就上慣了網
[00:04:56.800 --> 00:04:58.560]  不回到實體去敬拜
[00:04:58.560 --> 00:05:01.200]  就在家裏穿著睡衣也好
[00:05:01.200 --> 00:05:02.080]  在吃東西也好
[00:05:02.080 --> 00:05:04.400]  坐在那裏就說敬拜上帝
[00:05:04.400 --> 00:05:07.280]  那個到底是不是敬拜呢
[00:05:07.280 --> 00:05:08.160]  《聖經》裏面很強調
[00:05:08.160 --> 00:05:11.040]  基督徒之間要有群體的生活
[00:05:11.040 --> 00:05:13.280]  我們要彼此相愛
[00:05:13.280 --> 00:05:15.360]  這些互動
[00:05:15.360 --> 00:05:19.760]  我們現在是上網不能夠得到的
[00:05:19.760 --> 00:05:21.200]  但是智能手機
[00:05:21.200 --> 00:05:25.520]  人工智慧製造出來的虛擬環境
[00:05:25.520 --> 00:05:30.000]  再加上現在社交媒體的即時傳達訊息
[00:05:30.000 --> 00:05:33.360]  幾秒鐘就到你手上了
[00:05:33.360 --> 00:05:35.440]  就覺得這個很厲害
[00:05:35.440 --> 00:05:39.120]  我覺得自己無所不在
[00:05:39.120 --> 00:05:40.080]  雖然我現在站在這裏
[00:05:40.080 --> 00:05:44.000]  不過我去到香港 去到加拿大 去到哪裏也好
[00:05:44.000 --> 00:05:45.760]  有些東西傳過來 我馬上就看到了
[00:05:45.760 --> 00:05:46.800]  相片也看到了
[00:05:46.800 --> 00:05:49.360]  影片也看到了
[00:05:49.360 --> 00:05:54.160]  於是在現實的生活當中就缺席了
[00:05:54.160 --> 00:05:55.760]  所以我今天有這麼多空位在這裏
[00:05:55.760 --> 00:05:57.360]  這個不知道是不是其中一個原因
[00:05:57.360 --> 00:05:59.040]  I don't know
[00:05:59.040 --> 00:06:06.320]  這是我們面對一個AI時代當中
[00:06:06.320 --> 00:06:09.680]  我們需要面對的其中一個問題
[00:06:09.680 --> 00:06:12.960]  而另外一個比較嚴重的
[00:06:12.960 --> 00:06:14.960]  就是剛才我稍微提過的
[00:06:14.960 --> 00:06:17.760]  很容易我們會沉溺上網
[00:06:17.760 --> 00:06:20.240]  會沉溺在那個虛擬的世界當中
[00:06:20.240 --> 00:06:21.760]  特別是AI出來之後
[00:06:21.760 --> 00:06:23.920]  那些景象是越來越真實的
[00:06:23.920 --> 00:06:25.520]  以前是看卡通片
[00:06:25.520 --> 00:06:26.880]  現在不是了
[00:06:26.880 --> 00:06:29.760]  好像真人一樣
[00:06:29.760 --> 00:06:33.280]  看上去好像是一個真實的景況
[00:06:33.280 --> 00:06:36.640]  我們不知不覺被拉進去一個虛擬的世界
[00:06:36.640 --> 00:06:38.640]  虛擬的環境當中
[00:06:38.640 --> 00:06:40.480]  而在教會生活當中
[00:06:40.480 --> 00:06:42.480]  我是說愛的傳遞
[00:06:42.480 --> 00:06:46.320]  我是說要包容 要服侍 要牧養
[00:06:46.320 --> 00:06:47.520]  但是不知不覺當中
[00:06:47.520 --> 00:06:51.440]  就被那些很冰冷的資訊交易所取代
[00:06:51.440 --> 00:06:53.280]  今早我回家祈禱的另一件事
[00:06:53.280 --> 00:06:54.320]  我很感恩的是什麼呢
[00:06:54.320 --> 00:06:56.800]  有一個姊妹帶了一張白蘭花出來
[00:06:56.800 --> 00:06:58.960]  整個房間都香了
[00:06:58.960 --> 00:07:00.640]  你看著電腦或手機
[00:07:00.640 --> 00:07:02.240]  你就聞不到那些香味了
[00:07:02.240 --> 00:07:04.960]  你不會受到那種環境氣氛的感染
[00:07:04.960 --> 00:07:06.080]  沒有了
[00:07:06.080 --> 00:07:08.960]  但是現在很多時候我們享受
[00:07:08.960 --> 00:07:12.160]  我們沉醉在那些虛擬的環境當中
[00:07:12.160 --> 00:07:13.600]  為什麼呢
[00:07:13.600 --> 00:07:16.000]  那些虛擬的環境好像天馬行空
[00:07:16.000 --> 00:07:18.560]  你想什麼 想什麼
[00:07:18.560 --> 00:07:20.320]  你吩咐一下那些AI
[00:07:20.320 --> 00:07:22.320]  text就變成一個畫像
[00:07:22.320 --> 00:07:26.240]  甚至一個video就出來了
[00:07:26.240 --> 00:07:29.200]  我們沒有了那種
[00:07:29.200 --> 00:07:29.840]  怎麼說呢
[00:07:29.840 --> 00:07:31.840]  靈裡面的沉澱
[00:07:31.840 --> 00:07:34.160]  或者是安靜
[00:07:34.160 --> 00:07:36.480]  當是這樣的時候你會發覺
[00:07:36.480 --> 00:07:39.280]  似乎我們越來越難聽到
[00:07:39.280 --> 00:07:41.600]  我在祈禱當中要聽見
[00:07:41.600 --> 00:07:44.720]  上帝那種微小的聲音
[00:07:44.720 --> 00:07:46.960]  有沒有聽到呢
[00:07:46.960 --> 00:07:50.560]  當我們資訊成為一種
[00:07:50.560 --> 00:07:52.000]  好像毒癮一樣
[00:07:52.000 --> 00:07:54.880]  資訊成癮的時候
[00:07:54.880 --> 00:07:56.640]  就會取代了
[00:07:56.640 --> 00:07:58.960]  甚至是搶走了
[00:07:58.960 --> 00:08:02.960]  我們跟神個別親近的時間
[00:08:02.960 --> 00:08:06.480]  這是一個很嚴重的問題
[00:08:06.480 --> 00:08:08.720]  大家其實要記住
[00:08:08.720 --> 00:08:10.480]  今天怎麼跟大家說這個問題呢
[00:08:10.480 --> 00:08:13.280]  因為我們發覺現在AI這個世代
[00:08:13.280 --> 00:08:15.440]  對我們的生活的影響
[00:08:15.440 --> 00:08:16.960]  是越來越重要
[00:08:16.960 --> 00:08:20.400]  我們知道其實我剛才提過
[00:08:20.400 --> 00:08:23.840]  其實人工智慧我們可以怎麼說呢
[00:08:23.840 --> 00:08:30.160]  是上帝賜給人管理世界的智慧的結晶
[00:08:30.160 --> 00:08:32.800]  應該是我們的工具
[00:08:32.800 --> 00:08:37.680]  但當這些工具承擔了過多我們的安全感
[00:08:37.680 --> 00:08:41.280]  有什麼不妥當的時候就去問AI
[00:08:41.280 --> 00:08:44.560]  承擔了過多的成就感
[00:08:44.560 --> 00:08:47.120]  或者甚至是承擔了過多
[00:08:47.120 --> 00:08:49.440]  我們能夠解決問題
[00:08:49.440 --> 00:08:53.280]  得到拯救的盼望
[00:08:53.280 --> 00:08:55.840]  人工智慧到了那個地步
[00:08:55.840 --> 00:09:01.200]  就會成為我們心中的偶像
[00:09:01.200 --> 00:09:04.160]  我們將人手所創造的東西
[00:09:04.160 --> 00:09:06.320]  捧上了神壇
[00:09:06.320 --> 00:09:07.600]  大家覺不覺得呢
[00:09:07.600 --> 00:09:11.440]  我覺得 否則不會說這個題目
[00:09:11.440 --> 00:09:14.240]  我們的生命其實當我們將一樣東西
[00:09:14.240 --> 00:09:17.360]  捧上我們心中的神壇的時候
[00:09:17.360 --> 00:09:19.760]  我們就離開上帝 越來越遠
[00:09:19.760 --> 00:09:24.880]  屬靈的生命開始倒退 開始墮落
[00:09:24.880 --> 00:09:26.160]  所以諸大弟兄姊妹
[00:09:26.160 --> 00:09:27.840]  求神幫助我們
[00:09:27.840 --> 00:09:34.320]  我就去形容現在AI的人工智能
[00:09:34.320 --> 00:09:37.840]  加上大數據 沒有大數據就沒有那麼厲害
[00:09:37.840 --> 00:09:43.040]  這個是AI人工智慧橫行的一個世代
[00:09:43.040 --> 00:09:45.440]  我們怎樣能夠跟隨耶穌基督呢
[00:09:45.440 --> 00:09:48.800]  這是我們這次講道系列的主題
[00:09:48.800 --> 00:09:50.880]  我們怎樣能夠在這樣的環境下
[00:09:50.880 --> 00:09:53.280]  仍然可以警覺得到
[00:09:53.280 --> 00:09:54.560]  提醒我們自己
[00:09:54.560 --> 00:09:58.880]  神真是存在 神真是很偉大
[00:09:58.880 --> 00:10:05.040]  首先我會建議大家有一個曠野時刻
[00:10:05.040 --> 00:10:08.640]  我們看馬可福音第一章32到35節
[00:10:08.640 --> 00:10:10.080]  這裡講耶穌基督
[00:10:10.080 --> 00:10:12.240]  應該是我們學習的榜樣
[00:10:12.240 --> 00:10:14.960]  《此經》說 夜晚天晚日落的時候
[00:10:14.960 --> 00:10:18.880]  有人帶著一切害病的和被鬼附的
[00:10:18.880 --> 00:10:21.040]  來到耶穌的庚前
[00:10:21.040 --> 00:10:24.160]  合成的人都聚集在門前
[00:10:24.160 --> 00:10:28.880]  耶穌就治好了很多人各樣的病症
[00:10:28.880 --> 00:10:30.960]  又趕出許多鬼
[00:10:30.960 --> 00:10:34.720]  不許鬼說話
[00:10:34.720 --> 00:10:37.120]  因為鬼認識他
[00:10:37.120 --> 00:10:39.920]  35節 次日早晨
[00:10:39.920 --> 00:10:42.720]  多早呢 天未亮的時候
[00:10:42.720 --> 00:10:45.840]  耶穌起來到曠野的地方去
[00:10:45.840 --> 00:10:51.120]  在那裡禱告
[00:10:51.120 --> 00:10:52.960]  耶穌出來傳道的時候
[00:10:52.960 --> 00:10:57.760]  大家知道不單是四處去廣道傳福音
[00:10:57.760 --> 00:10:59.840]  在廣道傳福音的同時
[00:10:59.840 --> 00:11:01.520]  吸引了許多人來
[00:11:01.520 --> 00:11:02.960]  不單單是廣道
[00:11:02.960 --> 00:11:07.920]  跟會堂裡的律法師 法律出人不一樣
[00:11:07.920 --> 00:11:11.920]  耶穌來到的時候還會醫病趕鬼
[00:11:11.920 --> 00:11:14.080]  這個不是醫生
[00:11:14.080 --> 00:11:15.920]  但竟然能夠治病趕鬼
[00:11:15.920 --> 00:11:19.120]  奇難雜症 什麼污鬼
[00:11:19.120 --> 00:11:22.000]  都可以從人的身上趕出來
[00:11:22.000 --> 00:11:23.680]  所以耶穌沒有去到哪裡
[00:11:23.680 --> 00:11:25.840]  周圍都有很多人跟著他
[00:11:25.840 --> 00:11:28.080]  被群眾包圍著
[00:11:28.080 --> 00:11:32.560]  所以連休息 吃飯的時間都沒有
[00:11:32.560 --> 00:11:35.200]  說到耶穌這麼忙碌的時候
[00:11:35.200 --> 00:11:37.920]  今天大家坐在這裡是不是要感恩
[00:11:37.920 --> 00:11:39.520]  因為今天不用上班
[00:11:39.520 --> 00:11:40.560]  不是的 牧師
[00:11:40.560 --> 00:11:42.160]  我回來就是想透透氣
[00:11:42.160 --> 00:11:44.560]  禮拜一到禮拜五 甚至禮拜六
[00:11:44.560 --> 00:11:46.720]  現在都要開工
[00:11:46.720 --> 00:11:49.440]  特別是灣區
[00:11:49.440 --> 00:11:52.800]  我們都是大忙人
[00:11:52.800 --> 00:11:56.960]  這個應該怎麼說
[00:11:56.960 --> 00:12:01.760]  AI時代帶給我們其中一個好處是什麼
[00:12:01.760 --> 00:12:04.160]  就是可以上網做很多事情
[00:12:04.160 --> 00:12:06.720]  如果你做工就上網開會
[00:12:06.720 --> 00:12:08.240]  好像節省了一點時間
[00:12:08.240 --> 00:12:11.280]  為什麼 不用塞車在路上
[00:12:11.280 --> 00:12:13.280]  節省了很多時間
[00:12:13.280 --> 00:12:14.720]  但其實你想想
[00:12:14.720 --> 00:12:17.040]  可能你更加忙
[00:12:17.040 --> 00:12:18.880]  以前是上班在公司
[00:12:18.880 --> 00:12:20.080]  現在家裡也要上班
[00:12:20.080 --> 00:12:22.240]  因為有互聯網就行了
[00:12:22.240 --> 00:12:25.840]  在公司開會 在家裡也要開會
[00:12:25.840 --> 00:12:28.480]  而且不是中國晚午
[00:12:28.480 --> 00:12:29.520]  半夜三更
[00:12:29.520 --> 00:12:31.520]  因為現在是全球的
[00:12:31.520 --> 00:12:33.600]  全世界的
[00:12:33.600 --> 00:12:37.600]  所以在公司開會 在家裡開會
[00:12:37.600 --> 00:12:39.360]  要在不同的時段
[00:12:39.360 --> 00:12:44.800]  跟世界不同地區的同事一起說話
[00:12:44.800 --> 00:12:47.200]  其實會不會覺得比以前更加忙
[00:12:47.200 --> 00:12:48.480]  有沒有時間放假
[00:12:48.480 --> 00:12:51.360]  放假也要帶著電腦手機去
[00:12:51.360 --> 00:12:54.240]  為什麼 照樣做工
[00:12:54.240 --> 00:12:56.960]  所以現在公司可以很靈活
[00:12:56.960 --> 00:12:58.800]  你要回香港就回
[00:12:58.800 --> 00:13:00.080]  不過照樣做工
[00:13:00.080 --> 00:13:01.600]  你去台灣 去哪裡玩
[00:13:01.600 --> 00:13:02.800]  不要緊 不去
[00:13:02.800 --> 00:13:05.040]  帶著電腦去
[00:13:05.040 --> 00:13:06.880]  其實沒有假房
[00:13:06.880 --> 00:13:11.760]  根本是一邊做一邊忙到不得了
[00:13:11.760 --> 00:13:13.600]  耶穌很忙
[00:13:13.600 --> 00:13:16.160]  今天我們也很忙
[00:13:16.160 --> 00:13:18.080]  忙到怎麼樣呢
[00:13:18.080 --> 00:13:22.000]  忙到不得了 就要放假
[00:13:22.000 --> 00:13:23.920]  我們現在跟師母經常聊天
[00:13:23.920 --> 00:13:25.520]  慘了 現在找人開會很難
[00:13:25.520 --> 00:13:27.600]  因為以前一年放一次假
[00:13:27.600 --> 00:13:29.760]  現在一年放很多次假
[00:13:29.760 --> 00:13:32.320]  要遷就人開會很困難
[00:13:32.320 --> 00:13:34.240]  除非你真的在網上開會
[00:13:34.240 --> 00:13:37.200]  不然很難遷就所有人
[00:13:37.200 --> 00:13:40.160]  但是能夠走開一下也是好的
[00:13:40.160 --> 00:13:45.680]  能夠去旅行 放假也是好的
[00:13:45.680 --> 00:13:49.840]  但問題是耶穌的時代
[00:13:49.840 --> 00:13:52.080]  沒有我們今天那麼豪華
[00:13:52.080 --> 00:13:53.600]  耶穌沒有我們有這個機會
[00:13:53.600 --> 00:13:56.080]  帶著電腦到處走
[00:13:56.080 --> 00:13:57.680]  耶穌很忙碌
[00:13:57.680 --> 00:14:00.080]  但我們要歸根本
[00:14:00.080 --> 00:14:02.560]  耶穌很忙碌的時間
[00:14:02.560 --> 00:14:03.920]  祂有一個秘訣
[00:14:03.920 --> 00:14:07.440]  讓祂能夠很快重新得力
[00:14:07.440 --> 00:14:09.120]  剛才聖經說得很清楚
[00:14:09.120 --> 00:14:10.160]  是什麼
[00:14:10.160 --> 00:14:11.840]  是早上
[00:14:11.840 --> 00:14:13.360]  天還沒亮
[00:14:13.360 --> 00:14:15.280]  門徒還沒起床
[00:14:15.280 --> 00:14:16.320]  吃了早餐沒有
[00:14:16.320 --> 00:14:18.000]  應該還沒吧 我相信
[00:14:18.000 --> 00:14:19.120]  去哪裡
[00:14:19.120 --> 00:14:23.360]  一個人去狂野
[00:14:23.360 --> 00:14:24.720]  什麼意思
[00:14:24.720 --> 00:14:28.000]  是沒有人能夠騷擾他的一個地方
[00:14:28.000 --> 00:14:30.560]  在那裡和上帝聊天
[00:14:30.560 --> 00:14:34.960]  和上帝祈禱
[00:14:34.960 --> 00:14:36.160]  其實我今天煮的
[00:14:36.160 --> 00:14:38.160]  今天講這篇訊息
[00:14:38.160 --> 00:14:40.640]  因為當我預備這篇訊息的時候
[00:14:40.640 --> 00:14:43.920]  我看回我自己
[00:14:43.920 --> 00:14:46.320]  其實最近真的很忙
[00:14:46.320 --> 00:14:47.520]  很多會議要開
[00:14:47.520 --> 00:14:49.760]  教會會議 學校會議
[00:14:49.760 --> 00:14:51.520]  語言研究團隊
[00:14:51.520 --> 00:14:56.080]  然後傳道部
[00:14:56.080 --> 00:14:57.360]  聖經研究
[00:14:57.360 --> 00:15:00.000]  門徒訓練
[00:15:00.000 --> 00:15:02.480]  我每個星期不是要開會
[00:15:02.480 --> 00:15:04.240]  就是要做門徒訓練
[00:15:04.240 --> 00:15:09.840]  現在Tracy又開始了一個門徒訓練
[00:15:09.840 --> 00:15:12.560]  似乎是為事公
[00:15:12.560 --> 00:15:13.600]  為教會忙
[00:15:13.600 --> 00:15:16.080]  我不是抱怨的
[00:15:16.080 --> 00:15:19.280]  感謝主讓我有這樣的精神體力
[00:15:19.280 --> 00:15:21.120]  還可以做這些事
[00:15:21.120 --> 00:15:23.520]  但是為什麼會提醒我
[00:15:23.520 --> 00:15:26.240]  因為忽然之間我看到耶穌的故事的時候
[00:15:26.240 --> 00:15:30.960]  我想起從前我沒那麼忙的時候
[00:15:30.960 --> 00:15:33.440]  還沒做ISP的時候
[00:15:33.440 --> 00:15:35.840]  我每個星期都上山
[00:15:35.840 --> 00:15:37.120]  一個人
[00:15:37.120 --> 00:15:39.120]  感謝主我住在家裡
[00:15:39.120 --> 00:15:42.160]  開車不用五分鐘就有一個停車場
[00:15:42.160 --> 00:15:44.560]  可以去走一圈
[00:15:44.560 --> 00:15:47.360]  我走完回來才沒有味道
[00:15:47.360 --> 00:15:49.040]  我很喜歡自己的因
[00:15:49.040 --> 00:15:53.360]  每個星期起碼有一次去上山
[00:15:53.360 --> 00:15:56.560]  上山的時候其實不是做運動那麼簡單
[00:15:56.560 --> 00:15:59.040]  我喜歡擔天忘地
[00:15:59.040 --> 00:16:02.000]  因為天色每天都不一樣
[00:16:02.000 --> 00:16:06.160]  而每一個季節我所看到的花草樹木又不同
[00:16:06.160 --> 00:16:06.960]  有時候我走著走著
[00:16:06.960 --> 00:16:12.320]  我喜歡留在這裡留心看看每一朵野花
[00:16:12.320 --> 00:16:13.760]  看看野草
[00:16:13.760 --> 00:16:15.440]  似乎沒有人去兼顧
[00:16:15.440 --> 00:16:20.400]  但是這邊忽然之間讓我看到神創造萬物
[00:16:20.400 --> 00:16:23.760]  將生命力放在花草樹木
[00:16:23.760 --> 00:16:25.680]  所有動物人當中
[00:16:25.680 --> 00:16:27.280]  那是一個很清新的
[00:16:27.280 --> 00:16:31.920]  對我來說是一個很令我心靈的更新
[00:16:31.920 --> 00:16:37.040]  很多時候我在那裡神給我很多的啟發
[00:16:37.040 --> 00:16:40.480]  和神聊天
[00:16:40.480 --> 00:16:43.520]  那段時間是很開心的事
[00:16:43.520 --> 00:16:47.360]  所以星期四我又去了上山
[00:16:47.360 --> 00:16:49.360]  很久沒有自己去了上山
[00:16:49.360 --> 00:16:51.040]  感謝主還不是氣喘
[00:16:51.040 --> 00:16:53.520]  還不是氣喘還可以走一圈下來
[00:16:53.520 --> 00:16:55.120]  當然不是很長時間
[00:16:55.120 --> 00:17:00.560]  但是那種感覺開始回來了
[00:17:00.560 --> 00:17:08.080]  你知道人忙起來會煩躁
[00:17:08.080 --> 00:17:10.160]  所以有時候師母都提醒我
[00:17:10.160 --> 00:17:11.360]  你是牧師來的
[00:17:11.360 --> 00:17:14.240]  在會友面前不要表現得這麼煩躁
[00:17:14.240 --> 00:17:16.240]  老人家是比較煩躁的
[00:17:16.240 --> 00:17:19.760]  再加上忙碌的時候有時候很難控制
[00:17:19.760 --> 00:17:22.880]  所以如果被大家看到的話
[00:17:22.880 --> 00:17:25.920]  請大家包容一下
[00:17:25.920 --> 00:17:29.760]  當我們忙到一個地步會煩躁
[00:17:29.760 --> 00:17:33.280]  而且會容易出錯
[00:17:33.280 --> 00:17:36.160]  容易有遺漏的地方
[00:17:36.160 --> 00:17:40.000]  所以我們搞這裏真的要大家去體諒和包容
[00:17:40.000 --> 00:17:41.920]  出去看看師妹
[00:17:41.920 --> 00:17:46.560]  我猜你可能附近有沒有公園
[00:17:46.560 --> 00:17:48.320]  或者有沒有一些道路可以去走
[00:17:48.320 --> 00:17:50.800]  其實我剛才說抗疫的地方是什麼
[00:17:50.800 --> 00:17:54.080]  只要找到一個地方不受人騷擾
[00:17:54.080 --> 00:17:55.920]  Only you and God
[00:17:55.920 --> 00:17:58.000]  一段安靜的時間
[00:17:58.000 --> 00:18:01.280]  我一睜開眼就去祈禱
[00:18:01.280 --> 00:18:04.000]  你要感覺到神在那裏才說話
[00:18:04.000 --> 00:18:05.200]  我與神同行
[00:18:05.200 --> 00:18:06.320]  讓你自己去走
[00:18:06.320 --> 00:18:08.480]  但你也不覺得神拖著你
[00:18:08.480 --> 00:18:09.440]  那是沒什麼用的
[00:18:09.440 --> 00:18:12.000]  那時候只是做運動
[00:18:12.000 --> 00:18:13.840]  找個時間找個地方
[00:18:13.840 --> 00:18:15.680]  沒有人騷擾你
[00:18:15.680 --> 00:18:18.400]  安靜下來和神聊天
[00:18:18.400 --> 00:18:21.520]  當你意識到神的同在的時候
