
[00:00:00.000 --> 00:00:02.920]  不單單是很多broken family
[00:02:24.080 --> 00:02:26.480]  社會學家告訴我們
[00:02:26.480 --> 00:02:27.720]  這個問題
[00:02:27.720 --> 00:02:28.960]  就是家裏沒有父親
[00:02:28.960 --> 00:02:30.680]  一個破碎家庭的問題
[00:02:30.680 --> 00:02:33.120]  已經是導致這些社會問題的原因
[00:02:33.120 --> 00:02:34.680]  爲什麼我這麼說呢
[00:02:34.680 --> 00:02:36.560]  因爲我讀社會學的時候呢
[00:02:36.560 --> 00:02:39.040]  我們通常去做research 做社會研究
[00:02:39.040 --> 00:02:41.480]  是講correlation efficiency的嘛
[00:02:41.480 --> 00:02:42.600]  因爲是讀社會學的
[00:02:42.600 --> 00:02:44.600]  就是說相關係數
[00:02:44.600 --> 00:02:46.000]  就是說你一個問題
[00:02:46.000 --> 00:02:46.960]  跟什麼有關呢
[00:02:46.960 --> 00:02:48.040]  可能跟這個有關多點
[00:02:48.040 --> 00:02:48.960]  跟那個有關多點
[00:02:48.960 --> 00:02:49.960]  做了大堆研究
[00:02:49.960 --> 00:02:52.480]  說了大堆話 是不是
[00:02:52.480 --> 00:02:54.280]  但是現在呢
[00:02:54.280 --> 00:02:56.000]  他們不是在講correlation
[00:02:56.000 --> 00:02:57.640]  他們說fatherlessness
[00:02:57.640 --> 00:03:00.000]  就是說家裏沒有父親
[00:03:00.000 --> 00:03:01.520]  所造成的epidemic
[00:03:01.520 --> 00:03:03.400]  這個plague
[00:03:03.400 --> 00:03:05.960]  是causative agent
[00:03:05.960 --> 00:03:08.600]  是直接導致這些問題出現的原因
[00:03:08.600 --> 00:03:10.240]  大家可以想象
[00:03:10.240 --> 00:03:14.320]  這個問題是嚴重到什麼地步
[00:03:14.320 --> 00:03:16.440]  所以通常我們在教會里面來說
[00:03:16.440 --> 00:03:18.520]  很少講破碎家庭的
[00:03:18.520 --> 00:03:19.320]  爲什麼呢
[00:03:19.320 --> 00:03:21.040]  因爲一般人的印象
[00:03:21.040 --> 00:03:25.240]  教會里面多數都是比較健康的家庭
[00:03:25.240 --> 00:03:26.680]  多數都是
[00:03:26.680 --> 00:03:28.400]  爹地媽咪都在的
[00:03:28.400 --> 00:03:30.120]  當然啦 我們做牧師這麼久
[00:03:30.120 --> 00:03:31.080]  其實我們發覺
[00:03:31.080 --> 00:03:34.440]  其實那個landscape has been changed
[00:03:34.440 --> 00:03:37.200]  那個圖案已經不是這樣了
[00:03:37.200 --> 00:03:40.160]  教會里面同樣有很多破碎家庭
[00:03:40.160 --> 00:03:42.680]  教會里面同樣
[00:03:42.680 --> 00:03:47.440]  到處都是一些功能失調的家庭
[00:03:47.440 --> 00:03:48.400]  但是很多時候呢
[00:03:48.400 --> 00:03:49.160]  我們給人的印象
[00:03:49.160 --> 00:03:50.400]  哇 教會很nice的
[00:03:50.400 --> 00:03:51.520]  教會里面很有愛心的
[00:03:51.520 --> 00:03:55.200]  教會里面什麼問題都有上帝幫助
[00:03:55.200 --> 00:03:58.120]  今天跟大家講一個很serious的問題
[00:03:58.120 --> 00:03:59.680]  是我們每一個人都要面對的
[00:03:59.680 --> 00:04:00.760]  因爲其實
[00:04:00.760 --> 00:04:03.200]  we all came from a broken family
[00:04:03.200 --> 00:04:05.560]  we all came from a dysfunctional family
[00:04:05.560 --> 00:04:06.760]  我們每一個人
[00:04:06.760 --> 00:04:07.720]  在你們家裏面
[00:04:07.720 --> 00:04:09.440]  都有一些破碎的地方
[00:04:09.440 --> 00:04:10.680]  在我們家裏面來說
[00:04:10.680 --> 00:04:14.320]  都有一些功能失調的情況出現的
[00:04:14.320 --> 00:04:16.520]  You look up to me as your pastor, right?
[00:04:16.520 --> 00:04:18.320]  我是你的牧師
[00:04:18.320 --> 00:04:19.360]  感謝主啦
[00:04:19.360 --> 00:04:20.880]  師母和我在身邊
[00:04:20.880 --> 00:04:21.640]  沒有離婚
[00:04:21.640 --> 00:04:22.920]  OK 感謝主啦
[00:04:22.920 --> 00:04:24.160]  我有兩個兒子
[00:04:24.160 --> 00:04:28.320]  但是這次我們聽到哈斯曼講到
[00:04:28.320 --> 00:04:31.960]  我都覺得我們的家庭其實都挺dysfunctional
[00:04:31.960 --> 00:04:33.360]  都不是很健康
[00:04:33.360 --> 00:04:38.440]  都有很多地方需要去處理和改變
[00:04:38.440 --> 00:04:39.680]  所以我覺得
[00:04:39.680 --> 00:04:42.640]  我們要去面對這個問題
[00:04:42.640 --> 00:04:46.000]  我們不可以自己以爲自己OK
[00:04:46.000 --> 00:04:48.240]  我們要去解決這個問題
[00:04:48.240 --> 00:04:50.440]  今天跟大家講一個故事
[00:04:50.440 --> 00:04:51.440]  你是想不到的
[00:04:51.440 --> 00:04:55.200]  是我們很多強盜景仰的聖經人物
[00:04:55.200 --> 00:04:57.320]  但是他的家庭
[00:04:57.320 --> 00:04:59.200]  不僅是破碎
[00:04:59.200 --> 00:05:02.480]  也是非常dysfunctional
[00:05:02.480 --> 00:05:03.920]  不僅是破碎
[00:05:03.920 --> 00:05:07.000]  而且十分有問題
[00:05:07.000 --> 00:05:08.680]  這個人是誰呢
[00:05:08.680 --> 00:05:11.600]  我們所敬愛的大衛王
[00:05:11.600 --> 00:05:13.240]  我們當初有一個叫David的
[00:05:13.240 --> 00:05:15.800]  你的名字叫David
[00:05:15.800 --> 00:05:19.320]  在家裏怎麼叫David
[00:05:19.320 --> 00:05:23.360]  這個是以色列國裏面一個很出名的皇帝
[00:05:23.360 --> 00:05:26.160]  被人稱作是明君
[00:05:26.160 --> 00:05:28.840]  但是原來David在處理他的婚姻
[00:05:28.840 --> 00:05:32.160]  在處理他的家庭問題上
[00:05:32.160 --> 00:05:35.760]  是沒有做好他的功夫
[00:05:35.760 --> 00:05:38.560]  如果我們去研究這個問題的根源的時候
[00:05:38.560 --> 00:05:43.840]  你會發覺根源是由於最大力的結果
[00:05:43.840 --> 00:05:45.320]  由於有人犯罪
[00:05:45.320 --> 00:05:47.160]  沒有好好去處理
[00:05:47.160 --> 00:05:50.960]  讓魔鬼有地步有機會
[00:05:50.960 --> 00:05:53.840]  進入人的生命和家庭當中
[00:05:53.840 --> 00:05:56.400]  去做拆毀破壞的工作
[00:05:56.400 --> 00:05:57.440]  如果我們看聖經的時候
[00:05:57.440 --> 00:05:58.440]  聖經告訴我們
[00:05:58.440 --> 00:06:00.240]  神接納婚姻 神接納家庭
[00:06:00.240 --> 00:06:02.480]  是祝福人的
[00:06:02.480 --> 00:06:03.640]  但是爲什麼今天
[00:06:03.640 --> 00:06:06.640]  我們的婚姻和家庭變成一個問題
[00:06:06.640 --> 00:06:08.680]  變成一個疫症
[00:06:08.680 --> 00:06:11.040]  就是因爲人離開了上帝
[00:06:11.040 --> 00:06:13.360]  人沒有take God seriously
[00:06:13.360 --> 00:06:17.000]  沒有看重神給我們的教導
[00:06:17.000 --> 00:06:18.560]  和指引
[00:06:18.560 --> 00:06:20.200]  而當我們
[00:06:20.200 --> 00:06:22.800]  將自己放在一個這樣的處境裏面
[00:06:22.800 --> 00:06:25.120]  容讓魔鬼來搞妖我們
[00:06:25.120 --> 00:06:26.840]  我們go along
[00:06:26.840 --> 00:06:30.640]  跟着魔鬼給我們的引誘去做的時候
[00:06:30.640 --> 00:06:33.040]  我們在不知不覺當中
[00:06:33.040 --> 00:06:35.480]  我們搞到嚴重的
[00:06:35.480 --> 00:06:37.760]  好像大衛一會兒我們會看的
[00:06:37.760 --> 00:06:39.680]  家破人亡
[00:06:39.680 --> 00:06:42.160]  家不成家
[00:06:42.160 --> 00:06:45.480]  就是因爲我們讓魔鬼留有空間
[00:06:45.480 --> 00:06:47.480]  讓他能夠在我們的生命當中
[00:06:47.480 --> 00:06:49.680]  在我們的家裏面生存
[00:06:49.680 --> 00:06:52.120]  於是他就搞妖我們了
[00:06:52.120 --> 00:06:54.960]  大衛呢 大家知道他是皇帝
[00:06:54.960 --> 00:06:56.040]  這個大家很熟悉的
[00:06:56.040 --> 00:06:56.760]  不過呢
[00:06:56.760 --> 00:06:57.960]  他家庭裏面的故事
[00:06:57.960 --> 00:07:00.360]  不知道大家知道多少
[00:07:00.360 --> 00:07:01.360]  就是
[00:07:01.360 --> 00:07:03.640]  大衛
[00:07:03.640 --> 00:07:05.400]  知道他是一個很厲害的人
[00:07:05.400 --> 00:07:05.960]  ok
[00:07:05.960 --> 00:07:07.880]  我們知道他打死哥尼亞
[00:07:07.880 --> 00:07:11.320]  所以我剛剛講過這個故事沒多久
[00:07:11.320 --> 00:07:12.760]  但是大衛家裏面來說
[00:07:12.760 --> 00:07:15.240]  他自己個人的婚姻生活
[00:07:15.240 --> 00:07:17.360]  其實有很嚴重的問題
[00:07:17.360 --> 00:07:19.680]  首先我剛纔講的就是
[00:07:19.680 --> 00:07:22.640]  大衛是容讓魔鬼
[00:07:22.640 --> 00:07:24.720]  在他的生命和家裏面
[00:07:24.720 --> 00:07:25.960]  搞妖他
[00:07:25.960 --> 00:07:27.600]  首先他自己犯罪
[00:07:27.600 --> 00:07:28.440]  ok
[00:07:28.440 --> 00:07:30.800]  他犯的不是小的罪
[00:07:30.800 --> 00:07:31.720]  他犯的罪是什麼呢
[00:07:31.720 --> 00:07:33.320]  滔天大罪
[00:07:33.320 --> 00:07:37.600]  侵佔了他臣子的老婆
[00:07:37.600 --> 00:07:38.840]  不僅如此
[00:07:38.840 --> 00:07:40.480]  既然侵佔了老婆
[00:07:40.480 --> 00:07:41.960]  他還想想辦法
[00:07:41.960 --> 00:07:44.040]  把人家的老公殺死
[00:07:44.040 --> 00:07:46.880]  希望能夠遮掩他這樣的罪惡
[00:07:46.880 --> 00:07:48.280]  他是皇帝嘛
[00:07:48.280 --> 00:07:53.240]  誰敢去挑戰他呢
[00:07:53.240 --> 00:07:53.960]  感謝主
[00:07:53.960 --> 00:07:55.200]  因爲呢
[00:07:55.200 --> 00:07:57.000]  原來舉頭三尺有神明
[00:07:57.000 --> 00:07:59.640]  我不是講那些拜菩薩那些
[00:07:59.640 --> 00:08:00.960]  有上帝
[00:08:00.960 --> 00:08:02.160]  有上帝
[00:08:02.160 --> 00:08:05.120]  上帝不容許人這樣做法
[00:08:05.120 --> 00:08:07.520]  大衛以爲他是皇帝可以隻手遮天
[00:08:07.520 --> 00:08:08.680]  將一切的事隱瞞
[00:08:08.680 --> 00:08:10.200]  甚至連人家的老公也殺死
[00:08:10.200 --> 00:08:11.280]  沒事啦
[00:08:11.280 --> 00:08:14.080]  名正言順拉入宮了
[00:08:14.080 --> 00:08:17.240]  但是上帝就差拿丹仙子去見大衛
[00:08:17.240 --> 00:08:18.920]  他說大衛你知不知道
[00:08:18.920 --> 00:08:20.600]  已經有這麼多神給你的祝福
[00:08:20.600 --> 00:08:22.200]  你都不滿足
[00:08:22.200 --> 00:08:25.480]  還要人家的老婆你都去拿
[00:08:25.480 --> 00:08:26.800]  感謝主啦
[00:08:26.800 --> 00:08:27.720]  如果你看聖經的話
[00:08:27.720 --> 00:08:28.480]  make a short
[00:08:28.480 --> 00:08:29.720]  簡單地和大家講
[00:08:29.720 --> 00:08:30.520]  感謝主
[00:08:30.520 --> 00:08:33.320]  當拿丹仙子去和大衛講的時候
[00:08:33.320 --> 00:08:36.520]  大衛心裏面的良心受責備
[00:08:36.520 --> 00:08:38.000]  他是敬畏上帝的
[00:08:38.000 --> 00:08:41.560]  一時被魔鬼矇蔽犯了大罪
[00:08:41.560 --> 00:08:43.520]  他認罪悔改
[00:08:43.520 --> 00:08:46.360]  但是他沒有去處理好這個問題
[00:08:46.360 --> 00:08:47.880]  所以拿丹仙子和他講
[00:08:47.880 --> 00:08:49.640]  大衛你不要以爲你做皇帝
[00:08:49.640 --> 00:08:51.720]  就可以這樣過去不念了之
[00:08:51.720 --> 00:08:54.640]  上帝必定報應你的
[00:08:54.640 --> 00:08:56.720]  因爲上帝是一個公義的上帝
[00:08:56.720 --> 00:08:57.400]  ok
[00:08:57.400 --> 00:08:59.160]  你不要以爲你什麼都惡了
[00:08:59.160 --> 00:08:59.760]  什麼都大了
[00:08:59.760 --> 00:09:02.640]  你是皇帝就什麼亂做亂爲都可以
[00:09:02.640 --> 00:09:03.440]  不會的
[00:09:03.440 --> 00:09:04.720]  上帝給你的報應就是
[00:09:04.720 --> 00:09:10.440]  從今天開始刀劍不會離開六旗
[00:09:10.440 --> 00:09:12.560]  雖然你現在認罪悔改
[00:09:12.560 --> 00:09:14.600]  所以我們看到故事的發展下去
[00:09:14.600 --> 00:09:15.400]  第一件事
[00:09:15.400 --> 00:09:16.840]  他和拔士巴
[00:09:16.840 --> 00:09:20.360]  就是烏里亞的妻子
[00:09:20.360 --> 00:09:21.840]  生了一個兒子
[00:09:21.840 --> 00:09:24.040]  首先兒子夭折
[00:09:24.040 --> 00:09:26.640]  接着呢
[00:09:26.640 --> 00:09:28.840]  他的大兒子暗戀
[00:09:28.840 --> 00:09:30.160]  有樣學樣
[00:09:30.160 --> 00:09:31.720]  好像爹地一樣
[00:09:31.720 --> 00:09:33.400]  犯了奸人
[00:09:33.400 --> 00:09:36.320]  而他所做的一個惡事
[00:09:36.320 --> 00:09:37.600]  是令人髮指的
[00:09:37.600 --> 00:09:39.960]  因爲他強姦了自己
[00:09:39.960 --> 00:09:43.320]  同父異母的妹妹塔瑪
[00:09:43.320 --> 00:09:44.840]  我們看看大衛
[00:09:44.840 --> 00:09:45.640]  爲什麼我們說
[00:09:45.640 --> 00:09:49.240]  他容讓魔鬼在他的生命和家庭裏面
[00:09:49.240 --> 00:09:50.880]  留有空間
[00:09:50.880 --> 00:09:52.680]  讓魔鬼能夠有機會
[00:09:52.680 --> 00:09:53.960]  利用人的軟弱
[00:09:53.960 --> 00:09:56.000]  去拆毀他的家庭呢
[00:09:56.000 --> 00:09:57.800]  我們看看大衛怎麼做呢
[00:09:57.800 --> 00:09:59.000]  當他知道這件事了
[00:09:59.000 --> 00:10:02.360]  這個暗戀就是大兒子來的
[00:10:02.360 --> 00:10:03.640]  就是強姦了妹妹
[00:10:03.640 --> 00:10:05.120]  在一個堂會之後
[00:10:05.120 --> 00:10:07.720]  大衛的反應是怎麼樣呢
[00:10:07.720 --> 00:10:09.240]  第十三章
[00:10:09.240 --> 00:10:10.480]  有一節裏說
[00:10:10.480 --> 00:10:13.200]  大衛王聽見這事
[00:10:13.200 --> 00:10:14.320]  怎麼樣啊
[00:10:14.320 --> 00:10:16.280]  非常生氣
[00:10:16.280 --> 00:10:16.760]  Good
[00:10:16.760 --> 00:10:18.280]  起碼他生氣
[00:10:18.280 --> 00:10:19.160]  是不是
[00:10:19.160 --> 00:10:20.000]  聽到這件事之後
[00:10:20.000 --> 00:10:21.320]  啊 有沒有搞錯
[00:10:21.320 --> 00:10:23.240]  自己的妹妹也搞
[00:10:23.240 --> 00:10:25.400]  很生氣
[00:10:25.400 --> 00:10:28.040]  很生氣
[00:10:28.040 --> 00:10:32.600]  很生氣
[00:10:32.600 --> 00:10:34.760]  除了生氣之外呢
[00:10:34.760 --> 00:10:37.680]  有沒有去責罰這個暗戀
[00:10:37.680 --> 00:10:38.640]  有沒有警戒他
[00:10:38.640 --> 00:10:40.800]  有沒有懲罰他
[00:10:40.800 --> 00:10:41.840]  沒有
[00:10:41.840 --> 00:10:43.120]  有沒有安慰他的女兒
[00:10:43.120 --> 00:10:44.600]  這個女兒很無辜的
[00:10:44.600 --> 00:10:47.160]  被哥哥這樣去欺負
[00:10:47.160 --> 00:10:48.560]  有沒有安慰他的女兒呢
[00:10:48.560 --> 00:10:49.840]  也是自己的女兒
[00:10:49.840 --> 00:10:51.760]  跟父姨沒有的
[00:10:51.760 --> 00:10:53.160]  No
[00:10:53.160 --> 00:10:55.400]  沒有
[00:10:55.400 --> 00:10:57.720]  壓沙龍很生氣
[00:10:57.720 --> 00:11:01.040]  自己的親妹妹被堂哥這樣去欺負
[00:11:01.040 --> 00:11:02.480]  很生氣
[00:11:02.480 --> 00:11:04.200]  心裏面懷恨
[00:11:04.200 --> 00:11:09.480]  大衛有沒有安撫他
[00:11:09.480 --> 00:11:11.360]  除了生氣之外
[00:11:11.360 --> 00:11:13.840]  什麼都沒有做
[00:11:13.840 --> 00:11:15.520]  除了生氣之外什麼都沒有做
[00:11:15.520 --> 00:11:17.240]  當你這樣做的時候
[00:11:17.240 --> 00:11:18.840]  人家的結果是什麼呢
[00:11:18.840 --> 00:11:19.840]  那些小朋友就覺得
[00:11:19.840 --> 00:11:21.680]  咦 原來還可以的
[00:11:21.680 --> 00:11:22.600]  爹爹是生氣
[00:11:22.600 --> 00:11:25.200]  那就避開一會兒
[00:11:25.200 --> 00:11:27.800]  生氣以後沒事的
[00:11:27.800 --> 00:11:31.280]  於是就可以有殷孝養
[00:11:31.280 --> 00:11:34.720]  可以暗地裏做些越軌的事
[00:11:34.720 --> 00:11:36.560]  不要緊的 沒問題的
[00:11:36.560 --> 00:11:38.360]  爹爹知道了也沒所謂的
[00:11:38.360 --> 00:11:39.520]  所以
[00:11:39.520 --> 00:11:41.560]  爲何會導致他後來
[00:11:41.560 --> 00:11:44.320]  這個他媽除了被哥哥強姦之外
[00:11:44.320 --> 00:11:47.160]  跟着壓沙龍
[00:11:47.160 --> 00:11:48.960]  爲了跟妹妹報仇
[00:11:48.960 --> 00:11:51.800]  大家可能聽過那個故事了
[00:11:51.800 --> 00:11:54.080]  連續了兩年的時間
[00:11:54.080 --> 00:11:57.800]  一個哥哥好像爸爸一樣犯奸
[00:11:57.800 --> 00:11:59.800]  姦污了自己的妹妹
[00:11:59.800 --> 00:12:01.720]  這個做弟弟的壓沙龍
[00:12:01.720 --> 00:12:04.280]  原來心謀用兩年的時間
[00:12:04.280 --> 00:12:06.280]  去想辦法
[00:12:06.280 --> 00:12:09.680]  殺死他哥哥和妹妹報仇
[00:12:09.680 --> 00:12:10.960]  是不是好像爹地一樣
[00:12:10.960 --> 00:12:16.200]  想辦法把烏尼亞引到戰場作爲一個地方
[00:12:16.200 --> 00:12:19.640]  不要幫他 讓他自己戰死沙場
[00:12:19.640 --> 00:12:21.800]  哇
[00:12:21.800 --> 00:12:24.120]  大家有沒有想象得到 原來
[00:12:24.120 --> 00:12:25.960]  如果我做爹地 做媽咪
[00:12:25.960 --> 00:12:26.920]  在家裏面來說
[00:12:26.920 --> 00:12:30.000]  不好處理自己的怨惡 自己的問題的時候
[00:12:30.000 --> 00:12:32.240]  那些小朋友由於學養就變成這樣
[00:12:32.240 --> 00:12:34.400]  學足了
[00:12:34.400 --> 00:12:36.680]  老大的學爸爸奸人
[00:12:36.680 --> 00:12:38.920]  老二的呢 想辦法
[00:12:38.920 --> 00:12:41.040]  怎樣去謀害
[00:12:41.040 --> 00:12:42.120]  去報仇
[00:12:42.120 --> 00:12:43.120]  哇
[00:12:43.120 --> 00:12:44.320]  有時我們很難想象
[00:12:44.320 --> 00:12:45.360]  搞錯了
[00:12:45.360 --> 00:12:46.760]  聖經真實的地方就是這樣
[00:12:46.760 --> 00:12:50.360]  聖經不隱藏這些東西的
[00:12:50.360 --> 00:12:51.480]  聖經不隱藏這些東西的
[00:12:51.480 --> 00:12:52.320]  爲什麼
[00:12:52.320 --> 00:12:54.520]  要給你 給我
[00:12:54.520 --> 00:12:56.840]  今天相信耶穌基督的人
[00:12:56.840 --> 00:12:59.800]  第一 有提醒 有建構
[00:12:59.800 --> 00:13:02.560]  不可以用罪不去處理
[00:13:02.560 --> 00:13:04.160]  去影響我們的生命
[00:13:04.160 --> 00:13:06.240]  因爲原來不單影響你的生命
[00:13:06.240 --> 00:13:07.920]  你自己痛苦
[00:13:07.920 --> 00:13:09.520]  No
[00:13:09.520 --> 00:13:11.320]  我們不會處理我們的問題
[00:13:11.320 --> 00:13:14.440]  當有事發生 當沒事發生的時候
[00:13:14.440 --> 00:13:16.560]  我們是禍及我們家裏每一個人的
[00:13:16.560 --> 00:13:19.120]  大家知不知道
[00:13:19.120 --> 00:13:23.200]  大陸的問題是導致他媽會受凌辱
[00:13:23.200 --> 00:13:24.560]  暗度會被殺
[00:13:24.560 --> 00:13:27.200]  亞叔龍要逃走
[00:13:27.200 --> 00:13:29.960]  都是爸爸沒做事
[00:13:29.960 --> 00:13:32.160]  Do nothing
[00:13:32.160 --> 00:13:33.040]  當你沒做事
[00:13:33.040 --> 00:13:33.800]  不去處理問題
[00:13:33.800 --> 00:13:35.440]  當問題沒發生的時候
[00:13:35.440 --> 00:13:39.360]  我們以爲時間可以醫治一切
[00:13:39.360 --> 00:13:41.360]  大家有沒有聽過
[00:13:41.360 --> 00:13:43.320]  你是不是這麼相信
[00:13:43.320 --> 00:13:45.240]  No
[00:13:45.240 --> 00:13:48.240]  時間不是藥來的 兄弟姐妹
[00:13:48.240 --> 00:13:49.640]  時間不是藥來的
[00:13:49.640 --> 00:13:50.960]  你不去處理的時候
[00:13:50.960 --> 00:13:54.200]  你看看亞叔龍要兩年的時間
[00:13:54.200 --> 00:13:55.120]  懷恨在心
[00:13:55.120 --> 00:13:58.440]  爸爸沒去做 那我來做
[00:13:58.440 --> 00:14:01.440]  爸爸不罰你 我來罰你
[00:14:01.440 --> 00:14:03.240]  用兩年的時間
[00:14:03.240 --> 00:14:07.840]  時間不但沒醫好亞叔龍心裏的創傷
[00:14:07.840 --> 00:14:11.000]  這個時間讓他心裏那種憤恨
[00:14:11.000 --> 00:14:13.240]  不斷地加深 加深到一個地步
[00:14:13.240 --> 00:14:15.960]  我非常地不渴
[00:14:15.960 --> 00:14:17.720]  非常地不渴
[00:14:17.720 --> 00:14:23.600]  大家看到那個嚴重性是多麼的嚴重
[00:14:23.600 --> 00:14:28.000]  所以弟兄姊妹求神憐憫我們 幫助我們
[00:14:28.000 --> 00:14:31.720]  不要看到家裏有問題出現的神祕
[00:14:31.720 --> 00:14:34.400]  事實上都要亞叔龍殺死哥哥
[00:14:34.400 --> 00:14:35.760]  用兩年的時間
[00:14:35.760 --> 00:14:37.440]  一路想方法 想機會
[00:14:37.440 --> 00:14:39.000]  後來找到機會殺了他
[00:14:39.000 --> 00:14:39.880]  詳細我不說了
[00:14:39.880 --> 00:14:44.000]  你想知道就回去看聖經
[00:14:44.000 --> 00:14:46.840]  亞叔龍殺死了哥哥
[00:14:46.840 --> 00:14:49.480]  然後逃走
[00:14:49.480 --> 00:14:52.080]  大衛有什麼反應
[00:14:52.080 --> 00:14:54.800]  大衛的反應是什麼
[00:14:54.800 --> 00:14:56.760]  撕裂衣服 很難過 很傷心
[00:14:56.760 --> 00:14:58.920]  躺在地上 不起來
[00:14:58.920 --> 00:15:00.880]  那些神父看到皇帝
[00:15:00.880 --> 00:15:02.560]  因爲自己也躺在地上了
[00:15:02.560 --> 00:15:04.520]  因爲皇帝傷心難過
[00:15:04.520 --> 00:15:07.640]  亞叔龍殺死自己的哥哥
[00:15:07.640 --> 00:15:09.280]  生氣了
[00:15:09.280 --> 00:15:13.440]  兒子被自己的兒子殺死
[00:15:13.440 --> 00:15:14.920]  被另一個兒子殺死
[00:15:14.920 --> 00:15:17.040]  哇 傷心難過到一個地步
[00:15:17.040 --> 00:15:19.200]  無法去形容
[00:15:19.200 --> 00:15:20.600]  所以弟兄姊妹
[00:15:20.600 --> 00:15:23.080]  我們求神怎麼樣
[00:15:23.080 --> 00:15:26.680]  當亞叔龍殺死了哥哥
[00:15:26.680 --> 00:15:28.000]  逃走之後
[00:15:28.000 --> 00:15:29.080]  大衛是生氣
[00:15:29.080 --> 00:15:30.960]  大衛是不開心
[00:15:30.960 --> 00:15:33.120]  大衛是難過
[00:15:33.120 --> 00:15:36.560]  他有做任何事情嗎
[00:15:36.560 --> 00:15:39.280]  他有做任何事情嗎
[00:15:39.280 --> 00:15:40.960]  紅樣
[00:15:40.960 --> 00:15:44.040]  沒有做任何事情
[00:15:44.040 --> 00:15:46.040]  聖經告訴我們
[00:15:46.040 --> 00:15:48.440]  當亞叔龍殺了人
[00:15:48.440 --> 00:15:49.160]  大罪來的
[00:15:49.160 --> 00:15:50.320]  是謀殺
