
[00:00:00.000 --> 00:00:01.540]  好,各位大型姊妹,早安!
[00:01:35.040 --> 00:01:37.040]  也祝福待會我們的奉獻
[00:01:37.040 --> 00:01:39.040]  也讓我們知道讓我們的呈獻
[00:01:39.040 --> 00:01:41.040]  是我們敬拜的過程的一種
[00:01:41.040 --> 00:01:43.040]  去回應神祢給我們的愛
[00:01:43.040 --> 00:01:45.040]  神求祢來祝福我們
[00:01:45.040 --> 00:01:46.480]  帶領著我們以後的時間
[00:01:46.480 --> 00:01:48.320]  祈禱拉奉主得聖人的名
[00:01:48.320 --> 00:01:49.320]  Amen」
[00:01:49.320 --> 00:01:52.320]  聖經很真實地告訴我們
[00:01:52.320 --> 00:01:56.520]  我們的信仰接受主之後並不是一帆風順
[00:01:56.520 --> 00:01:59.520]  有許多困難和挑戰
[00:01:59.520 --> 00:02:02.200]  它教導我們要隨時準備
[00:02:02.200 --> 00:02:07.200]  接受人對我們信仰上的質疑和挑戰
[00:02:07.200 --> 00:02:10.880]  甚至我們要有一個心理準備
[00:02:10.880 --> 00:02:12.480]  就是要受苦
[00:02:12.480 --> 00:02:14.480]  當然這個受苦
[00:02:14.480 --> 00:02:18.480]  是因為我們實踐聖經的真理
[00:02:18.480 --> 00:02:21.080]  我們堅守我們的原則
[00:02:21.080 --> 00:02:23.080]  不同流合污之下
[00:02:23.080 --> 00:02:25.080]  於是才會怎樣呢
[00:02:25.080 --> 00:02:27.080]  尼泰去可能會被人恥笑
[00:02:27.080 --> 00:02:29.080]  很簡單舉個例
[00:02:29.080 --> 00:02:32.080]  早前和我的女兒尼泰去聊天的時候
[00:02:32.080 --> 00:02:33.080]  她告訴我
[00:02:33.080 --> 00:02:36.080]  她的同事很熱切地
[00:02:36.080 --> 00:02:38.080]  買金奇的六合彩
[00:02:38.080 --> 00:02:40.080]  因為今晚全城瘋狂
[00:02:40.080 --> 00:02:43.080]  因為好像是過億的獎金
[00:02:43.080 --> 00:02:45.080]  同事叫她夾粉
[00:02:45.080 --> 00:02:48.080]  她就說我不會買的了
[00:02:48.080 --> 00:02:50.080]  因為我信耶穌的
[00:02:50.080 --> 00:02:52.080]  你知不知道當你這樣說的時候
[00:02:52.080 --> 00:02:54.080]  同事不會說你真的很聖潔
[00:02:54.080 --> 00:02:56.080]  你會覺得神經病
[00:02:56.080 --> 00:02:57.080]  傻的嗎
[00:02:57.080 --> 00:02:58.080]  不是的嘛
[00:02:58.080 --> 00:03:00.080]  都有什麼問題呢
[00:03:00.080 --> 00:03:02.080]  很可能你就會被人質疑
[00:03:02.080 --> 00:03:05.080]  甚至很可能今天彩外當中的弟兄姊妹
[00:03:05.080 --> 00:03:07.080]  可能你的家人你的同事
[00:03:07.080 --> 00:03:09.080]  都會叫你下答
[00:03:09.080 --> 00:03:12.080]  我不知道你有沒有堅守你自己的原則
[00:03:12.080 --> 00:03:14.080]  還是算了
[00:03:14.080 --> 00:03:17.080]  都哄哄他們開心吧
[00:03:17.080 --> 00:03:19.080]  原來當我們行善的時候
[00:03:19.080 --> 00:03:21.080]  我們會受苦的
[00:03:21.080 --> 00:03:23.080]  我們不同流合污的時候
[00:03:23.080 --> 00:03:26.080]  我們可能被人家恥笑
[00:03:26.080 --> 00:03:28.080]  有時候我們會覺得這樣做的時候
[00:03:28.080 --> 00:03:30.080]  好像很無奈很不公平
[00:03:30.080 --> 00:03:34.080]  為什麼行善反而要受苦呢
[00:03:34.080 --> 00:03:37.080]  所以彼得就隨即提醒我們
[00:03:37.080 --> 00:03:39.080]  你要仰望耶穌基督
[00:03:39.080 --> 00:03:40.080]  有養學養
[00:03:40.080 --> 00:03:44.080]  我們的主耶穌基督都為了我們的緣故而受苦
[00:03:44.080 --> 00:03:47.080]  我們要跟隨他的腳蹤行
[00:03:47.080 --> 00:03:50.080]  於是他就將主耶穌整個的生命
[00:03:50.080 --> 00:03:53.080]  他的救贖在苦難裏面
[00:03:53.080 --> 00:03:56.080]  怎樣來面對成為我們一個榜樣
[00:03:56.080 --> 00:03:58.080]  教導我們去學習
[00:03:58.080 --> 00:04:01.080]  因為我們是用解經式的講道
[00:04:01.080 --> 00:04:04.080]  我們先讀了今天我們要看的經文
[00:04:04.080 --> 00:04:06.080]  我們有一個概念
[00:04:06.080 --> 00:04:08.080]  其實我很期望只有六節聖經
[00:04:08.080 --> 00:04:12.080]  很期望我們聽道之前先看了
[00:04:12.080 --> 00:04:14.080]  我們先看了這一段經文
[00:04:14.080 --> 00:04:16.080]  然後我們再逐節逐節去解釋
[00:04:16.080 --> 00:04:19.080]  我們很快的來讀彼得前書第三章
[00:04:19.080 --> 00:04:22.080]  十七到二十二節我們一起來讀出
[00:04:49.080 --> 00:04:51.080]  (中文翻譯)
[00:05:19.080 --> 00:05:29.080]  (中文翻譯)
[00:05:29.080 --> 00:05:31.080]  這段經文很清楚的就是告訴我們
[00:05:31.080 --> 00:05:34.080]  我們需要來帶去有一個心理準備
[00:05:34.080 --> 00:05:36.080]  就是我們會行善而受苦
[00:05:36.080 --> 00:05:39.080]  接著他就用耶穌基督整個的生命
[00:05:39.080 --> 00:05:42.080]  成為我們一個榜樣和提醒
[00:05:42.080 --> 00:05:46.080]  其實這段經文和彼得前書的第二章
[00:05:46.080 --> 00:05:48.080]  二十到二十四節
[00:05:48.080 --> 00:05:50.080]  是前後呼應的
[00:05:50.080 --> 00:05:54.080]  不過這段經文有更深的一個層次
[00:05:54.080 --> 00:05:56.080]  我們很快的來看一看
[00:05:56.080 --> 00:05:59.080]  彼得前書第二章二十到二十四節
[00:05:59.080 --> 00:06:02.080]  給我們有一個思想和一個回應
[00:06:02.080 --> 00:06:05.080]  我們很快的來讀二十到二十四節
[00:06:05.080 --> 00:06:17.080]  (中文翻譯)
[00:06:17.080 --> 00:06:19.080]  (中文翻譯)
[00:06:47.080 --> 00:06:53.080]  (中文翻譯)
[00:06:53.080 --> 00:06:55.080]  這段經文其實是前後呼應的
[00:06:55.080 --> 00:06:59.080]  它說到如果我們因為犯罪而受苦
[00:06:59.080 --> 00:07:01.080]  你不要再吵甚麼了
[00:07:01.080 --> 00:07:03.080]  某個程度上就說活該了
[00:07:03.080 --> 00:07:05.080]  很簡單舉一個例子
[00:07:05.080 --> 00:07:08.080]  有些人拼命的來帶去賭錢
[00:07:08.080 --> 00:07:11.080]  輸了於是問一些大耳窿來借錢
[00:07:11.080 --> 00:07:14.080]  結果就被人來帶去追債
[00:07:14.080 --> 00:07:16.080]  但知道大耳窿的利息很高
[00:07:16.080 --> 00:07:21.080]  可能弄到自己隨時要來帶去逃跑
[00:07:21.080 --> 00:07:23.080]  甚至影響到家人
[00:07:23.080 --> 00:07:27.080]  這些受苦其實是你自己某個程度上活該的
[00:07:27.080 --> 00:07:31.080]  這些受苦其實你沒有甚麼可誇
[00:07:31.080 --> 00:07:35.080]  但不要忘記如果我們因為行善
[00:07:35.080 --> 00:07:38.080]  因為我們不犯錯而被逼迫的時候
[00:07:38.080 --> 00:07:43.080]  這個受苦就是在神的眼中捍衛寶貴
[00:07:43.080 --> 00:07:46.080]  這就是第三章第十七節所說的
[00:07:46.080 --> 00:07:49.080]  我再讀第三章第十七節好不好
[00:07:49.080 --> 00:07:51.080]  前書第三章第十七節
[00:07:51.080 --> 00:07:52.080]  我們一起來讀
[00:07:52.080 --> 00:07:56.080]  神的旨意若叫你們因行善受苦
[00:07:56.080 --> 00:07:59.080]  總強於因行惡受苦
[00:07:59.080 --> 00:08:00.080]  這裡很清楚說
[00:08:00.080 --> 00:08:03.080]  你因為行善而受苦
[00:08:03.080 --> 00:08:06.080]  在神的眼中是視為寶貴
[00:08:06.080 --> 00:08:09.080]  接著他就告訴我們
[00:08:09.080 --> 00:08:11.080]  耶穌基督就是我們的榜樣
[00:08:11.080 --> 00:08:14.080]  他是義代替不義
[00:08:14.080 --> 00:08:15.080]  很清楚的
[00:08:15.080 --> 00:08:19.080]  彼得一說到行善受苦的時候
[00:08:19.080 --> 00:08:23.080]  就將耶穌基督的生平和我們結連在一起
[00:08:23.080 --> 00:08:25.080]  事實上我們的信仰
[00:08:25.080 --> 00:08:28.080]  和主耶穌基督是緊緊的
[00:08:28.080 --> 00:08:31.080]  有這個很密切的關係
[00:08:31.080 --> 00:08:32.080]  請你記住
[00:08:32.080 --> 00:08:39.080]  神的道不單單藉著昔日的先知來帶去傳講
[00:08:39.080 --> 00:08:43.080]  或者是今日我們目者來帶去宣告
[00:08:43.080 --> 00:08:50.080]  原來神的道是更加藉著耶穌基督活在這個世界裏面
[00:08:50.080 --> 00:08:52.080]  來帶去彰顯出來
[00:08:52.080 --> 00:08:56.080]  我們一起來讀約翰福音第一章第十四節
[00:08:56.080 --> 00:08:57.080]  第一章第十四節
[00:08:57.080 --> 00:08:58.080]  我們一起來讀出
[00:09:10.080 --> 00:09:15.080]  某個程度我們見不到神是很超然
[00:09:15.080 --> 00:09:17.080]  我們怎樣來認識神呢
[00:09:17.080 --> 00:09:19.080]  原來道就成為肉身
[00:09:19.080 --> 00:09:22.080]  耶穌入到人世間的歷史裏面
[00:09:22.080 --> 00:09:25.080]  耶穌基督祂的誕生
[00:09:25.080 --> 00:09:26.080]  祂的生活
[00:09:26.080 --> 00:09:28.080]  祂怎樣對待別人
[00:09:28.080 --> 00:09:30.080]  祂的教導
[00:09:30.080 --> 00:09:31.080]  祂的受苦
[00:09:31.080 --> 00:09:33.080]  祂的受死
[00:09:33.080 --> 00:09:34.080]  復活
[00:09:34.080 --> 00:09:40.080]  就是將神完完全全完完整整的顯露出來
[00:09:40.080 --> 00:09:43.080]  請大家要記得一個很重要的觀念
[00:09:43.080 --> 00:09:45.080]  道成肉身
[00:09:45.080 --> 00:09:47.080]  是一個整體的事實
[00:09:47.080 --> 00:09:49.080]  我們不能夠切割
[00:09:49.080 --> 00:09:51.080]  有時候我們很強調
[00:09:51.080 --> 00:09:55.080]  耶穌基督的受苦受死復活
[00:09:55.080 --> 00:09:57.080]  這個就是耶穌基督的救贖
[00:09:57.080 --> 00:09:58.080]  這個沒有錯
[00:09:58.080 --> 00:10:00.080]  但有時候我們就切割了
[00:10:00.080 --> 00:10:02.080]  輕忽了耶穌基督的生活
[00:10:02.080 --> 00:10:04.080]  耶穌基督的教導
[00:10:04.080 --> 00:10:07.080]  但同樣有很多人就剛剛調轉了
[00:10:07.080 --> 00:10:09.080]  有很多不信耶穌的人
[00:10:09.080 --> 00:10:10.080]  都會說
[00:10:10.080 --> 00:10:12.080]  啊 耶穌講的道理都幾好的
[00:10:12.080 --> 00:10:14.080]  如果做得到就好了
[00:10:14.080 --> 00:10:16.080]  特別愛你的仇敵還生我的氣
[00:10:16.080 --> 00:10:18.080]  不信的人都會懂得講這些
[00:10:18.080 --> 00:10:19.080]  是不是
[00:10:19.080 --> 00:10:23.080]  我記得我未信的時候都整蠱那些基督徒
[00:10:23.080 --> 00:10:25.080]  一巴掌打過去的時候
[00:10:25.080 --> 00:10:26.080]  他說你為甚麼打我
[00:10:26.080 --> 00:10:27.080]  做甚麼
[00:10:27.080 --> 00:10:28.080]  耶穌說的嘛
[00:10:28.080 --> 00:10:29.080]  你還不讓右邊我打
[00:10:29.080 --> 00:10:31.080]  還不讓右邊我打
[00:10:31.080 --> 00:10:33.080]  那個時候我都會懂得去講這些
[00:10:33.080 --> 00:10:35.080]  很多時候有些人不信耶穌
[00:10:35.080 --> 00:10:38.080]  但他都認為耶穌基督所講的道理
[00:10:38.080 --> 00:10:39.080]  是很好
[00:10:39.080 --> 00:10:42.080]  但只是當作一種道德上的教導
[00:10:42.080 --> 00:10:45.080]  而切割了那個救贖
[00:10:45.080 --> 00:10:49.080]  但其實整個的生命
[00:10:49.080 --> 00:10:52.080]  都是和耶穌基督的救贖有關的
[00:10:52.080 --> 00:10:54.080]  雖然聖經無可否認
[00:10:54.080 --> 00:10:56.080]  因為見到耶穌基督
[00:10:56.080 --> 00:11:01.080]  他被殺之前那一個星期的生活
[00:11:01.080 --> 00:11:03.080]  如果你看那本書
[00:11:03.080 --> 00:11:05.080]  用了三分一的時間
[00:11:05.080 --> 00:11:08.080]  去記載一個星期的事情
[00:11:08.080 --> 00:11:10.080]  這是一個重點
[00:11:10.080 --> 00:11:13.080]  但絕對不等於耶穌基督的生活
[00:11:13.080 --> 00:11:15.080]  對人的關係
[00:11:15.080 --> 00:11:17.080]  是切割了那個救贖
[00:11:17.080 --> 00:11:19.080]  很簡單舉個例
[00:11:19.080 --> 00:11:21.080]  當你看到耶穌
[00:11:21.080 --> 00:11:24.080]  他和一些被拒絕的罪人
[00:11:24.080 --> 00:11:26.080]  一些稅吏妓女
[00:11:26.080 --> 00:11:28.080]  一齊的來分享
[00:11:28.080 --> 00:11:30.080]  甚至因為這樣的緣故
[00:11:30.080 --> 00:11:32.080]  而被人質疑的時候
[00:11:32.080 --> 00:11:34.080]  那他都會怎樣呢
[00:11:34.080 --> 00:11:36.080]  他仍然的來愛這班人
[00:11:36.080 --> 00:11:38.080]  這就是表達神的愛
[00:11:38.080 --> 00:11:40.080]  是愛每一個人
[00:11:40.080 --> 00:11:42.080]  當你看到耶穌基督
[00:11:42.080 --> 00:11:45.080]  去救一個麻瘋病者
[00:11:45.080 --> 00:11:47.080]  耶穌不只是離遠跟他說
[00:11:47.080 --> 00:11:49.080]  你的罪得到赦免
[00:11:49.080 --> 00:11:51.080]  可樂得到醫治
[00:11:51.080 --> 00:11:53.080]  耶穌是親自走過去
[00:11:53.080 --> 00:11:55.080]  摸他的臉
[00:11:55.080 --> 00:11:57.080]  跟他說我要叫你得到醫治
[00:11:57.080 --> 00:11:59.080]  耶穌為什麼要摸他
[00:11:59.080 --> 00:12:01.080]  因為當時麻瘋病是被視為
[00:12:01.080 --> 00:12:04.080]  一個有罪而引致的審判的結果
[00:12:04.080 --> 00:12:06.080]  麻瘋病者是被拒絕
[00:12:06.080 --> 00:12:08.080]  被人否定的
[00:12:08.080 --> 00:12:09.080]  耶穌摸他的時候
[00:12:09.080 --> 00:12:11.080]  不單單要醫治他身體的疾病
[00:12:11.080 --> 00:12:14.080]  更加要醫治他心靈的傷痛
[00:12:14.080 --> 00:12:18.080]  這就是神的愛救贖的表現
[00:12:18.080 --> 00:12:19.080]  所以請你記得
[00:12:19.080 --> 00:12:21.080]  主耶穌的降生
[00:12:21.080 --> 00:12:23.080]  和我們人的相處
[00:12:23.080 --> 00:12:26.080]  是一個整體、具體的事實
[00:12:26.080 --> 00:12:28.080]  祂的生活、祂的言行
[00:12:28.080 --> 00:12:30.080]  是我們認識這位神的旨意
[00:12:30.080 --> 00:12:33.080]  和我們行事為人的準則
[00:12:33.080 --> 00:12:35.080]  所以我們不可以輕忽
[00:12:35.080 --> 00:12:37.080]  接著祂提醒我們
[00:12:37.080 --> 00:12:40.080]  如果因為我們行善而受苦
[00:12:40.080 --> 00:12:42.080]  感到不公平
[00:12:42.080 --> 00:12:44.080]  感到被委屈的時候
[00:12:44.080 --> 00:12:45.080]  彼得就說
[00:12:45.080 --> 00:12:47.080]  你看看我們的主
[00:12:47.080 --> 00:12:52.080]  祂所受的比我們所受的更加不公平
[00:12:52.080 --> 00:12:55.080]  我們來讀第三章第十八節
[00:12:55.080 --> 00:12:57.080]  彼得前書三章十八節
[00:12:57.080 --> 00:12:58.080]  我們一起來讀出
[00:13:14.080 --> 00:13:18.080]  耶穌基督的受苦、受死
[00:13:18.080 --> 00:13:20.080]  可以說是人類歷史上
[00:13:20.080 --> 00:13:23.080]  最不公平的一個受苦
[00:13:23.080 --> 00:13:25.080]  這個耶穌基督的受苦
[00:13:25.080 --> 00:13:28.080]  不是因為當時單單法尼塞人
[00:13:28.080 --> 00:13:31.080]  那班的文士、那班的祭司長
[00:13:31.080 --> 00:13:33.080]  憎恨耶穌
[00:13:33.080 --> 00:13:35.080]  於是要針對祂
[00:13:35.080 --> 00:13:37.080]  耶穌基督的受死
[00:13:37.080 --> 00:13:40.080]  不是因為當時的法官彼拉多
[00:13:40.080 --> 00:13:43.080]  屈服於群眾的勢力底下
[00:13:43.080 --> 00:13:46.080]  就將這個義人帶去釘死
[00:13:46.080 --> 00:13:48.080]  耶穌基督為什麼要死?
[00:13:48.080 --> 00:13:53.080]  就是因為要代替我們受罪的刑罰
[00:13:53.080 --> 00:13:55.080]  某個程度而言
[00:13:55.080 --> 00:14:01.080]  其實你和我都是謀殺耶穌的兇手
[00:14:01.080 --> 00:14:06.080]  但是我們卻在這麼不義的審訊底下
[00:14:06.080 --> 00:14:09.080]  耶穌在不義的情況底下來被殺
[00:14:09.080 --> 00:14:11.080]  我們是得益者
[00:14:11.080 --> 00:14:13.080]  再想深一層
[00:14:13.080 --> 00:14:16.080]  當時那班的祭司、那班的法尼塞人
[00:14:16.080 --> 00:14:18.080]  他們除去了耶穌
[00:14:18.080 --> 00:14:20.080]  得到什麼好處?
[00:14:20.080 --> 00:14:23.080]  除了洩他心頭之憤
[00:14:23.080 --> 00:14:26.080]  除去他的眼中釘之外
[00:14:26.080 --> 00:14:29.080]  其實他們沒有什麼益處得到
[00:14:29.080 --> 00:14:33.080]  但反而我們這班好像無辜者
[00:14:33.080 --> 00:14:35.080]  但其實原來我們是罪人
[00:14:35.080 --> 00:14:36.080]  耶穌基督的受死
[00:14:36.080 --> 00:14:39.080]  原來就是義代替不義
[00:14:39.080 --> 00:14:40.080]  耶穌基督完全沒有罪
[00:14:40.080 --> 00:14:44.080]  於是祂就代替我們來受罪的刑罰
[00:14:44.080 --> 00:14:49.080]  以致祂完成了神對公義的審判
[00:14:49.080 --> 00:14:56.080]  所以今天是耶穌基督救我們脫離了這個罪的深淵
[00:14:56.080 --> 00:14:58.080]  代替我們受這個刑罰
[00:14:58.080 --> 00:15:00.080]  以致我們得到輕省
[00:15:00.080 --> 00:15:02.080]  很簡單舉一個例子
[00:15:02.080 --> 00:15:03.080]  幾個星期前
[00:15:03.080 --> 00:15:06.080]  我們大埔所有的傳道同工
[00:15:06.080 --> 00:15:09.080]  去了國內開會
[00:15:09.080 --> 00:15:10.080]  今年就好一點了
[00:15:10.080 --> 00:15:12.080]  因為我們認識了一對國內的夫婦
[00:15:12.080 --> 00:15:14.080]  他們說我們不用去到張木頭那麼遠
[00:15:14.080 --> 00:15:18.080]  我們在東門租一些便宜的酒店來住
[00:15:18.080 --> 00:15:20.080]  我們坐地鐵
[00:15:20.080 --> 00:15:23.080]  我記得要走樓梯
[00:15:23.080 --> 00:15:25.080]  我們見到有一個老人家
[00:15:25.080 --> 00:15:28.080]  挽著一些很重的行李
[00:15:28.080 --> 00:15:29.080]  兩袋
[00:15:29.080 --> 00:15:31.080]  樓梯一級一級都幾高
[00:15:31.080 --> 00:15:33.080]  於是我們走過去
[00:15:33.080 --> 00:15:34.080]  說阿伯我跟你拿
[00:15:34.080 --> 00:15:35.080]  我都沒有給他
[00:15:35.080 --> 00:15:36.080]  但他不答應
[00:15:36.080 --> 00:15:38.080]  其實我已經拿了他兩件東西
[00:15:38.080 --> 00:15:40.080]  搶東西都是差不多
[00:15:40.080 --> 00:15:44.080]  於是我就抽著他兩件的行李
[00:15:44.080 --> 00:15:46.080]  一路走下去
[00:15:46.080 --> 00:15:48.080]  走樓梯盡頭
[00:15:48.080 --> 00:15:50.080]  我就等他下來
[00:15:50.080 --> 00:15:52.080]  阿伯沒有東西拿的時候
[00:15:52.080 --> 00:15:54.080]  其實是輕鬆了
[00:15:54.080 --> 00:15:56.080]  其實那些東西不是我的
[00:15:56.080 --> 00:15:58.080]  不過我見到他那麼辛苦
[00:15:58.080 --> 00:15:59.080]  於是我幫他
[00:15:59.080 --> 00:16:00.080]  來帶他去玩
[00:16:00.080 --> 00:16:02.080]  這個就是代替
[00:16:02.080 --> 00:16:04.080]  當我幫他玩這些行李的時候
[00:16:04.080 --> 00:16:06.080]  他就輕省很多
[00:16:06.080 --> 00:16:08.080]  他走樓梯都容易很多
[00:16:08.080 --> 00:16:12.080]  今天我們是背負著罪的重擔
[00:16:12.080 --> 00:16:14.080]  應該受罪的刑罰
[00:16:14.080 --> 00:16:16.080]  但很清楚
[00:16:16.080 --> 00:16:19.080]  義代替不義
[00:16:19.080 --> 00:16:22.080]  不單單是代替我們受罪的刑罰
[00:16:22.080 --> 00:16:25.080]  以致我們免去這個罪的審判
[00:16:25.080 --> 00:16:26.080]  永遠的死亡
[00:16:26.080 --> 00:16:28.080]  更加好寶貴
[00:16:28.080 --> 00:16:30.080]  詩篇68篇第19節
[00:16:30.080 --> 00:16:31.080]  好深的感受
[00:16:31.080 --> 00:16:33.080]  我們一齊讀出
[00:16:33.080 --> 00:16:36.080]  天天背負我們重擔的主
[00:16:36.080 --> 00:16:38.080]  就是拯救我們的臣
[00:16:38.080 --> 00:16:41.080]  是應當稱重的
[00:16:41.080 --> 00:16:43.080]  今天原來我們的主
[00:16:43.080 --> 00:16:45.080]  還是每一天
[00:16:45.080 --> 00:16:47.080]  背負著我們的重擔
[00:16:47.080 --> 00:16:49.080]  我們每一個人
[00:16:49.080 --> 00:16:51.080]  都有很多的重擔要去承擔
[00:16:51.080 --> 00:16:53.080]  都有很多的壓力
[00:16:53.080 --> 00:16:56.080]  但是我們懂得怎樣去仰望神
[00:16:56.080 --> 00:16:59.080]  我自己在這個星期
[00:16:59.080 --> 00:17:02.080]  都感覺到很大很大的壓力
[00:17:02.080 --> 00:17:04.080]  我很少這樣
[00:17:04.080 --> 00:17:06.080]  就是我還沒有完成到
[00:17:06.080 --> 00:17:09.080]  就是我在下一次的講道
[00:17:09.080 --> 00:17:12.080]  就是我唐慶崇拜的講道
[00:17:12.080 --> 00:17:14.080]  上個星期剛剛講完
[00:17:14.080 --> 00:17:17.080]  就是明日之後的那篇講道
[00:17:17.080 --> 00:17:19.080]  但是因為我要見很多人
[00:17:19.080 --> 00:17:20.080]  又要負責安息禮
[00:17:20.080 --> 00:17:23.080]  下個星期又要三四五
[00:17:23.080 --> 00:17:25.080]  就要最後一次
[00:17:25.080 --> 00:17:28.080]  和粉嶺堂的同工去開會
[00:17:28.080 --> 00:17:29.080]  傾全年事工
[00:17:29.080 --> 00:17:31.080]  我想我一定要在星期一星期二
[00:17:31.080 --> 00:17:33.080]  做好那篇講章
[00:17:33.080 --> 00:17:35.080]  給幹事打烊不就完蛋了
[00:17:35.080 --> 00:17:37.080]  但是壓力很大還沒有寫到
[00:17:37.080 --> 00:17:39.080]  又要交文
[00:17:39.080 --> 00:17:42.080]  直至到星期二晚
[00:17:42.080 --> 00:17:45.080]  我突然間很開心
[00:17:45.080 --> 00:17:47.080]  我無意中看看日曆
[00:17:47.080 --> 00:17:49.080]  原來九月有第五個星期
[00:17:49.080 --> 00:17:52.080]  就是說下個星期不是我講道
[00:17:52.080 --> 00:17:53.080]  我還有一個星期
[00:17:53.080 --> 00:17:54.080]  得救了
[00:17:54.080 --> 00:17:56.080]  我還在輕省
[00:17:56.080 --> 00:17:58.080]  還有一個星期要寫
[00:17:58.080 --> 00:17:59.080]  你可以問一下邵敏
[00:17:59.080 --> 00:18:01.080]  我走出來大堂那裏
[00:18:01.080 --> 00:18:04.080]  突然還說還有一個星期
[00:18:04.080 --> 00:18:06.080]  是突然間得到釋放
[00:18:06.080 --> 00:18:09.080]  今天原來我們有很多的擔子
[00:18:09.080 --> 00:18:11.080]  我們有很多的壓力
[00:18:11.080 --> 00:18:13.080]  我們當然要自己去承擔
[00:18:13.080 --> 00:18:15.080]  但是不要忘記
[00:18:15.080 --> 00:18:16.080]  當你力有不逮的時候
[00:18:16.080 --> 00:18:18.080]  我們的神會加力量給我們
[00:18:18.080 --> 00:18:22.080]  去為我們天天背負重擔的主
[00:18:22.080 --> 00:18:24.080]  是值得我們稱頌
[00:18:24.080 --> 00:18:26.080]  而給得更加強調
[00:18:26.080 --> 00:18:28.080]  主耶穌的救贖
[00:18:28.080 --> 00:18:30.080]  是獨一無二的
[00:18:30.080 --> 00:18:33.080]  是沒有其他人可以做到這個果效
[00:18:33.080 --> 00:18:36.080]  而且這個果效是一次過的
[00:18:36.080 --> 00:18:37.080]  一次就有效
[00:18:37.080 --> 00:18:39.080]  不需要重覆的
[00:18:39.080 --> 00:18:42.080]  羅馬書第六章第十次說道
[00:18:42.080 --> 00:18:45.080]  他死是向罪死了
[00:18:45.080 --> 00:18:47.080]  只有一次
[00:18:47.080 --> 00:18:50.080]  他活是向神活著
[00:18:50.080 --> 00:18:52.080]  正正因為他的死
[00:18:52.080 --> 00:18:55.080]  就將我們的罪拿去除去
[00:18:55.080 --> 00:18:57.080]  使得我們能夠坦然的
[00:18:57.080 --> 00:18:59.080]  去到主的面前
[00:18:59.080 --> 00:19:01.080]  我們看到了
[00:19:01.080 --> 00:19:03.080]  促使這個天下之間
[00:19:03.080 --> 00:19:07.080]  最不公平的受苦受死的元兇
[00:19:07.080 --> 00:19:09.080]  原來就是我們
[00:19:09.080 --> 00:19:13.080]  但是我們就是這件事裏面的得益人
[00:19:13.080 --> 00:19:15.080]  很真相對之下
[00:19:15.080 --> 00:19:17.080]  今天我們還怎麼好意思
[00:19:17.080 --> 00:19:21.080]  埋怨自己因行善受苦
[00:19:21.080 --> 00:19:23.080]  有時候我們的善都摻雜了
[00:19:23.080 --> 00:19:26.080]  很多的雜質在當中
[00:19:26.080 --> 00:19:29.080]  有時候我們好像得到不公平的對待
[00:19:29.080 --> 00:19:31.080]  但是不得不承認
