
[00:00:00.000 --> 00:00:03.240]  一年一開始,我們知道每一年一開始
[00:07:19.200 --> 00:07:22.720]  我們在不同的情況都面對恐懼
[00:07:22.720 --> 00:07:24.040]  突然期待
[00:07:24.040 --> 00:07:26.440]  出招出能力的東西
[00:07:26.440 --> 00:07:29.800]  但是在恐懼中我們的把握是什麼
[00:07:29.800 --> 00:07:31.520]  或者在誘惑裏面
[00:07:31.520 --> 00:07:33.480]  我們怎麼可以面對誘惑
[00:07:33.480 --> 00:07:36.240]  而不困惑
[00:07:36.240 --> 00:07:38.000]  又或者在孤單的裏面
[00:07:38.000 --> 00:07:40.720]  我們怎麼可以成爲獨處
[00:07:40.720 --> 00:07:42.040]  而不寂寞
[00:07:42.040 --> 00:07:44.360]  又或者在失控的裏面
[00:07:44.360 --> 00:07:46.200]  或者在無助裏面
[00:07:46.200 --> 00:07:48.360]  我們怎麼可以無助
[00:07:48.360 --> 00:07:52.120]  但不會無力
[00:07:52.120 --> 00:07:53.960]  挑戰一樣
[00:07:53.960 --> 00:07:55.680]  考驗一樣
[00:07:55.680 --> 00:08:00.200]  我們怎麼才能勝過呢
[00:08:00.200 --> 00:08:02.600]  耶穌在馬大方第七章
[00:08:02.600 --> 00:08:05.040]  二十四到二十七節
[00:08:05.040 --> 00:08:09.320]  告訴我們有些錦囊妙計
[00:08:09.320 --> 00:08:12.680]  讓我們今天就用這幾節經文看一看
[00:08:12.680 --> 00:08:14.960]  究竟我們可以怎麼樣
[00:08:14.960 --> 00:08:17.080]  進入2021年
[00:08:17.080 --> 00:08:18.640]  可以一步一步
[00:08:18.640 --> 00:08:22.040]  可以跨勝我們面對的考驗
[00:08:22.040 --> 00:08:24.640]  我們先讀這四節的經文
[00:08:24.640 --> 00:08:26.320]  基督在馬大福音七章
[00:08:26.320 --> 00:08:29.400]  二十四到二十七節
[00:08:29.400 --> 00:08:30.080]  我們來倒帽
[00:08:30.080 --> 00:08:31.200]  預備起
[00:08:31.200 --> 00:08:35.320]  所以凡聽見我者話就去行的
[00:08:35.320 --> 00:08:37.640]  好比一個聰明人
[00:08:37.640 --> 00:08:40.600]  把房子蓋在盤石上
[00:08:40.600 --> 00:08:43.520]  雨淋水衝風吹
[00:08:43.520 --> 00:08:45.480]  壯着那房子
[00:08:45.480 --> 00:08:47.640]  房子總不倒塌
[00:08:47.640 --> 00:08:50.800]  因爲根基立在盤石上
[00:08:50.800 --> 00:08:53.960]  凡聽見我者話不去行的
[00:08:53.960 --> 00:08:56.280]  好比一個無知的人
[00:08:56.280 --> 00:08:59.320]  把房子蓋在沙土上
[00:08:59.320 --> 00:09:01.760]  雨淋水衝風吹
[00:09:01.760 --> 00:09:03.760]  壯着那房子
[00:09:03.760 --> 00:09:06.400]  房子就倒塌了
[00:09:06.400 --> 00:09:10.480]  並且倒塌得很大
[00:09:10.480 --> 00:09:13.680]  我們今天會有三點去看一看這段經文
[00:09:13.680 --> 00:09:14.960]  第一點
[00:09:14.960 --> 00:09:18.760]  他說要我們分辨兩種人
[00:09:18.760 --> 00:09:22.160]  和兩種的根基
[00:09:22.160 --> 00:09:24.880]  首先耶穌在這裏很清楚
[00:09:24.880 --> 00:09:30.960]  叫我們去看的,不是去分析我們的考驗本身
[00:09:30.960 --> 00:09:32.880]  考驗的內容
[00:09:32.880 --> 00:09:37.840]  因爲考驗是各方各面各形式
[00:09:37.840 --> 00:09:40.360]  在《雅各書》就描述
[00:09:40.360 --> 00:09:44.800]  考驗或者困難是百般
[00:09:44.800 --> 00:09:46.920]  這個試探
[00:09:46.920 --> 00:09:50.160]  或者我們面對的試煉是百般的
[00:09:50.160 --> 00:09:52.440]  好像煙花一樣多
[00:09:52.440 --> 00:09:56.280]  落在百般試煉中
[00:09:56.280 --> 00:10:00.000]  所以他沒有去描述那些是什麼
[00:10:00.000 --> 00:10:02.640]  反而他在描述
[00:10:02.640 --> 00:10:07.480]  是面對同樣考驗的那兩種人
[00:10:07.480 --> 00:10:10.920]  和代表那兩個根基是什麼
[00:10:10.920 --> 00:10:13.560]  而這兩種人本身
[00:10:13.560 --> 00:10:19.920]  就會帶動他究竟可以勝過還是失敗
[00:10:19.920 --> 00:10:25.080]  我們慢慢再進入細看代表什麼
[00:10:25.080 --> 00:10:27.440]  剛纔二十四節
[00:10:27.440 --> 00:10:29.440]  一開始有兩個字
[00:10:29.440 --> 00:10:31.760]  不知道大家讀的時候有沒有留意
[00:10:31.760 --> 00:10:34.760]  他說"所以"
[00:10:34.760 --> 00:10:38.360]  "所以"當然是因爲有"因爲"
[00:10:38.360 --> 00:10:40.680]  究竟上面說什麼呢
[00:10:40.680 --> 00:10:45.360]  我們現在先不看,我們在第三點再看
[00:10:45.360 --> 00:10:49.400]  他在這裏說二十四到二十六節
[00:10:49.400 --> 00:10:53.000]  他先說這兩種人
[00:10:53.000 --> 00:10:55.240]  他正在分辨
[00:10:55.240 --> 00:10:59.000]  問題不是剛纔說的那個考驗是什麼
[00:10:59.000 --> 00:11:02.160]  是面對考驗的人怎麼回應
[00:11:02.160 --> 00:11:04.600]  他本身的根基是什麼
[00:11:04.600 --> 00:11:06.000]  端定
[00:11:06.000 --> 00:11:07.560]  我聽清楚
[00:11:07.560 --> 00:11:09.400]  問題不是那個問題本身
[00:11:09.400 --> 00:11:12.440]  他是癌症啊,他是社會環境啊
[00:11:12.440 --> 00:11:14.040]  是我們工作困難啊
[00:11:14.040 --> 00:11:16.000]  我們每個人都會面對的
[00:11:16.000 --> 00:11:20.840]  問題是面對這些情況的人本身是什麼
[00:11:20.840 --> 00:11:22.840]  他的根基是什麼
[00:11:22.840 --> 00:11:26.000]  所以他在這裏劃分這兩種人
[00:11:26.000 --> 00:11:27.760]  我們儘管看一看
[00:11:27.760 --> 00:11:33.320]  這兩種人有什麼相同的字眼出來
[00:11:33.320 --> 00:11:36.360]  有什麼不相同的字眼出來
[00:11:36.360 --> 00:11:39.040]  我們看看有什麼相同的字眼
[00:11:39.040 --> 00:11:42.080]  我們讀一讀有什麼
[00:11:42.080 --> 00:11:47.560]  範庭健,沒錯了,還有呢,我姐說的沒錯了,還有呢
[00:11:47.560 --> 00:11:51.480]  去行啦,有些不去行啦,還有呢
[00:11:51.480 --> 00:11:54.480]  好比,還有呢
[00:11:54.480 --> 00:11:56.120]  飽房子,還有呢
[00:11:56.120 --> 00:11:58.400]  蓋在,沒錯了,五個
[00:11:58.400 --> 00:12:01.840]  不同的是什麼
[00:12:01.840 --> 00:12:05.280]  就去行,不去行,不同,還有呢
[00:12:05.280 --> 00:12:08.640]  聰明人,無知人,還有呢
[00:12:08.640 --> 00:12:11.960]  盤石上,沙土上
[00:12:11.960 --> 00:12:14.520]  沒錯,他開始在分辨
[00:12:14.520 --> 00:12:20.280]  不是有沒有神的說話
[00:12:20.280 --> 00:12:25.440]  他在分辨大家都聽到同一樣東西的
[00:12:25.440 --> 00:12:26.760]  沒分別的那裏
[00:12:26.760 --> 00:12:29.680]  黃色是說同一樣,綠色是不同
[00:12:29.680 --> 00:12:33.920]  分辨就是行和不行
[00:12:33.920 --> 00:12:37.080]  他代表兩種人,一個聰明人
[00:12:37.080 --> 00:12:40.400]  一個是無知的人,無知的人的原文是什麼呢
[00:12:40.400 --> 00:12:43.680]  是愚蠢呀,是stupid
[00:12:43.680 --> 00:12:49.840]  是irrational,是不合理的,make little sense
[00:12:49.840 --> 00:12:54.240]  就是說重點,人人都可以聽到神的話
[00:12:54.240 --> 00:12:58.520]  但是有人行,有人不行
[00:12:58.520 --> 00:13:02.160]  而這件事就決定了
[00:13:02.160 --> 00:13:05.080]  這個解決問題的人
[00:13:05.080 --> 00:13:07.920]  成功或者失敗,我再說
[00:13:07.920 --> 00:13:11.720]  這是一個很奇怪的邏輯思想
[00:13:11.720 --> 00:13:16.360]  因爲當我們面對困難,我們第一樣想的就是解決困難
[00:13:16.360 --> 00:13:19.320]  就是說我們肚子餓就買東西喫
[00:13:19.320 --> 00:13:25.480]  我們行,我們耳朵癢,頭癢就咬
[00:13:25.480 --> 00:13:29.480]  我們很熱就開冷氣,很冷就穿件衣服
[00:13:29.480 --> 00:13:34.160]  但耶穌說不是,當你見到問題,你先不要搞它
[00:13:34.160 --> 00:13:40.080]  你想想祂說什麼,你先去看你有沒有行神的話
[00:13:40.080 --> 00:13:42.680]  真的很奇怪,就是一會兒我們去喫飯
[00:13:42.680 --> 00:13:45.720]  去哪裏喫飯呀,很肚子餓,去哪裏買呀
[00:13:45.720 --> 00:13:48.440]  啊?開聖經看啦
[00:13:48.440 --> 00:13:50.200]  啊?喫飯哦
[00:13:50.200 --> 00:13:53.000]  答什麼回家呀,開聖經看啦
[00:13:53.000 --> 00:13:56.240]  原來耶穌說了一個很特別的邏輯
[00:13:56.240 --> 00:13:58.640]  祂說了一件很重要的東西就是
[00:13:58.640 --> 00:14:02.080]  祂在分辨這兩種人斷定
[00:14:02.080 --> 00:14:04.560]  如果他聽神的話去行
[00:14:04.560 --> 00:14:10.760]  他是一個聰明健康,靈明上是有根基的人
[00:14:10.760 --> 00:14:16.720]  而他知道他的根基是真的,是可信的上帝的話語
[00:14:16.720 --> 00:14:20.320]  他這樣形容他就可以抵禦一切的東西
[00:14:20.320 --> 00:14:25.520]  如果這些人聽了神的話一樣聽
[00:14:25.520 --> 00:14:29.040]  不過不去行,是無知的人
[00:14:29.040 --> 00:14:33.680]  剛纔我說過了,他是靈明生病的人
[00:14:33.680 --> 00:14:36.120]  形容這些無知的人,剛纔我說了
[00:14:36.120 --> 00:14:39.120]  原來耶穌說了一個很重要的邏輯
[00:14:39.120 --> 00:14:40.800]  祂鋪了一條路
[00:14:40.800 --> 00:14:45.280]  提醒我們問題不是在考驗的身上
[00:14:45.280 --> 00:14:49.040]  或者不是在考驗的本身,或者考驗的內容
[00:14:49.040 --> 00:14:54.720]  問題是在引發考驗
[00:14:54.720 --> 00:14:57.880]  或者面對考驗的人身上
[00:14:57.880 --> 00:15:01.480]  就好像一個人去面對各樣的疾病
[00:15:01.480 --> 00:15:04.680]  他不可能喫完所有的西藥
[00:15:04.680 --> 00:15:07.800]  引致他所有的疾病都不發生
[00:15:07.800 --> 00:15:12.080]  他重要的是確保他身體健康
[00:15:12.080 --> 00:15:16.960]  喫健康的食品,或者做健康的運動
[00:15:16.960 --> 00:15:20.720]  聽見神的話又不去行
[00:15:20.720 --> 00:15:23.120]  是靈明生病
[00:15:23.120 --> 00:15:26.080]  沒有方法,沒有能力,不堅固
[00:15:26.080 --> 00:15:30.360]  如果聽神的話又去行,是靈明健康
[00:15:30.360 --> 00:15:32.320]  堅固的心靈
[00:15:32.320 --> 00:15:33.760]  面對的時刻
[00:15:33.760 --> 00:15:37.640]  他裏面就可以有上帝的同在
[00:15:37.640 --> 00:15:40.640]  懂得如何回應
[00:15:40.640 --> 00:15:44.720]  我不知道大家有沒有去過沙灘玩沙
[00:15:44.720 --> 00:15:46.000]  我自己是很喜歡的
[00:15:46.000 --> 00:15:48.400]  無論是小孩還是大人
[00:15:48.400 --> 00:15:51.640]  去沙灘游泳,玩沙
[00:15:51.640 --> 00:15:57.120]  而玩沙的時候,我常常將沙堆在自己的身上
[00:15:57.120 --> 00:15:59.880]  堆在腳上,下半身
[00:15:59.880 --> 00:16:02.080]  整個身體伸出頭
[00:16:02.080 --> 00:16:04.880]  又或者我見到有些人去玩沙的時候
[00:16:04.880 --> 00:16:07.200]  他很喜歡建堤壩
[00:16:07.200 --> 00:16:10.240]  玩沙的時候,或者挖一個洞
[00:16:10.240 --> 00:16:12.240]  好像魚塘一樣
[00:16:12.240 --> 00:16:13.880]  將水放在那裏
[00:16:13.880 --> 00:16:16.240]  然後捉了一些小螃蟹放在裏面
[00:16:16.240 --> 00:16:17.560]  很好玩的
[00:16:17.560 --> 00:16:20.000]  我不知道你喜不喜歡玩沙
[00:16:20.000 --> 00:16:21.920]  有沒有人喜歡,先舉手
[00:16:21.920 --> 00:16:23.880]  這麼少,只有幾個
[00:16:23.880 --> 00:16:25.720]  一半而已
[00:16:25.720 --> 00:16:27.960]  如果你喜歡玩,你很明白
[00:16:27.960 --> 00:16:31.080]  或者你帶個小朋友去玩沙,你也很明白
[00:16:31.080 --> 00:16:33.200]  去到玩沙會很瘋狂
[00:16:33.200 --> 00:16:34.560]  衝過去
[00:16:34.560 --> 00:16:36.240]  會起很多東西
[00:16:36.240 --> 00:16:39.320]  起完之後,當你要去走,回家
[00:16:39.320 --> 00:16:40.920]  他不肯回家
[00:16:40.920 --> 00:16:42.920]  爲什麼?太好玩了
[00:16:42.920 --> 00:16:46.520]  或者他很嗲,爸爸媽媽,我都不想走
[00:16:46.520 --> 00:16:48.520]  不過無論如何
[00:16:48.520 --> 00:16:51.480]  他都會懂得一個事實
[00:16:51.480 --> 00:16:53.840]  幾歲的小朋友都知道
[00:16:53.840 --> 00:16:55.360]  他玩到差不多
[00:16:55.360 --> 00:16:57.720]  他知道他要回家
[00:16:57.720 --> 00:16:58.680]  爲什麼?
[00:16:58.680 --> 00:17:02.840]  因爲沙灘所建的任何建築物
[00:17:02.840 --> 00:17:05.120]  都不是真的
[00:17:05.120 --> 00:17:07.160]  是會散的
[00:17:07.160 --> 00:17:09.640]  他不會選擇住在這裏
[00:17:09.640 --> 00:17:11.440]  裏面很有趣的
[00:17:11.440 --> 00:17:14.160]  不過裏面的東西是假的
[00:17:14.160 --> 00:17:18.120]  不過很奇怪就是我們人生常常
[00:17:18.120 --> 00:17:21.840]  建立在假東西的身上
[00:17:21.840 --> 00:17:24.120]  明知是假的
[00:17:24.120 --> 00:17:26.600]  都要跟着它走
[00:17:26.600 --> 00:17:29.080]  就好像我們今天
[00:17:29.080 --> 00:17:31.360]  在香港如果要買一層樓
[00:17:31.360 --> 00:17:32.920]  你都知道每一尺
[00:17:32.920 --> 00:17:35.800]  不是一萬就一萬二,不是一萬二就一萬五
[00:17:35.800 --> 00:17:37.640]  每一尺是很貴的
[00:17:37.640 --> 00:17:39.160]  但是如果我跟你說
[00:17:39.160 --> 00:17:41.760]  今天我送一層樓給你
[00:17:41.760 --> 00:17:44.480]  或者我賣一層很便宜的樓給你
[00:17:44.480 --> 00:17:47.280]  十塊錢一尺而已
[00:17:47.280 --> 00:17:51.440]  不過那層樓是沙灘建給你的
[00:17:51.440 --> 00:17:53.040]  你會不會買?
[00:17:53.040 --> 00:17:55.280]  一定不會
[00:17:55.280 --> 00:17:57.280]  連無知的人
[00:17:57.280 --> 00:17:59.520]  愚蠢的人都知道
[00:17:59.520 --> 00:18:04.360]  不過他們就會這樣活下去的人生
[00:18:04.360 --> 00:18:05.480]  這裏說一件事
[00:18:05.480 --> 00:18:08.240]  如果我們要成爲聰明人
[00:18:08.240 --> 00:18:10.000]  第一樣我們要問的
[00:18:10.000 --> 00:18:14.600]  我們究竟有沒有聆聽神的說話
[00:18:14.600 --> 00:18:17.400]  有沒有聽得真
[00:18:17.400 --> 00:18:20.040]  並且我們有沒有認識
[00:18:20.040 --> 00:18:22.240]  也都分辨到
[00:18:22.240 --> 00:18:24.920]  而還有一個很重要
[00:18:24.920 --> 00:18:27.400]  聽和行
[00:18:27.400 --> 00:18:29.760]  纔是一個健康的人生
[00:18:29.760 --> 00:18:33.360]  就是說如果你聽二千篇道
[00:18:33.360 --> 00:18:35.800]  纔行兩樣東西
[00:18:35.800 --> 00:18:39.120]  遠不及你聽二十篇道
[00:18:39.120 --> 00:18:41.200]  而行二十樣東西
[00:18:41.200 --> 00:18:43.160]  我這麼說很危險
[00:18:43.160 --> 00:18:46.400]  因爲分分鐘下個星期就開始不聽道
[00:18:46.400 --> 00:18:47.960]  然後三月就說
[00:18:47.960 --> 00:18:51.120]  陳牧師我行到一篇了
[00:18:51.120 --> 00:18:52.840]  不過都是真的
[00:18:52.840 --> 00:18:54.160]  我想說
[00:18:54.160 --> 00:18:58.520]  我們現在很怕有些人成爲聽道精
[00:18:58.520 --> 00:19:00.440]  他可以出了精出來
[00:19:00.440 --> 00:19:02.800]  並且一聽那個題目
[00:19:02.800 --> 00:19:04.720]  他講到內容了
[00:19:04.720 --> 00:19:06.320]  他一有那個經文
[00:19:06.320 --> 00:19:08.480]  他就知道後面說什麼
[00:19:08.480 --> 00:19:11.360]  不過那是沒用的耶穌說
[00:19:11.360 --> 00:19:14.360]  你聽了行了就有用
[00:19:14.360 --> 00:19:16.440]  所以我不知道二零二一年
[00:19:16.440 --> 00:19:20.080]  你怎樣去成爲你的立志
[00:19:20.080 --> 00:19:24.480]  怎樣去真正認識神的話
[00:19:24.480 --> 00:19:26.720]  成爲一個聰明的人
[00:19:26.720 --> 00:19:28.960]  而第二點我們看下去
[00:19:28.960 --> 00:19:35.040]  面對同樣的考驗會產生兩個結果
[00:19:35.040 --> 00:19:37.560]  考驗是一樣的
[00:19:37.560 --> 00:19:42.000]  而我們見到在經文這樣描述這個考驗
[00:19:42.000 --> 00:19:43.640]  我們一起讀這個考驗好嗎
[00:19:43.640 --> 00:19:44.720]  預備起
[00:19:44.720 --> 00:19:48.560]  雨淋水衝風吹
[00:19:48.560 --> 00:19:52.080]  撞着那房子
[00:19:52.080 --> 00:19:54.560]  雨淋一樣水衝一樣
[00:19:54.560 --> 00:19:57.880]  個個都面對或者風吹
[00:19:57.880 --> 00:19:59.080]  我們都知道
[00:19:59.080 --> 00:20:00.280]  雨淋在香港
[00:20:00.280 --> 00:20:04.080]  哇分分鐘黑雨警告
[00:20:04.080 --> 00:20:07.120]  有沒有人試過黑雨警告出街
[00:20:07.120 --> 00:20:09.240]  都真的很辛苦
[00:20:09.240 --> 00:20:10.680]  很惹怒
[00:20:10.680 --> 00:20:14.880]  所以天文臺叫我們留在原本的地方
[00:20:14.880 --> 00:20:16.840]  大家都要面對的
[00:20:16.840 --> 00:20:19.440]  水衝
[00:20:19.440 --> 00:20:20.440]  哇
[00:20:20.440 --> 00:20:23.360]  我們見到水衝的時候
[00:20:23.360 --> 00:20:24.480]  我們什麼都做不到
[00:20:24.480 --> 00:20:29.280]  特別我們知道在杏花村
[00:20:29.280 --> 00:20:30.760]  誰住在那裏
[00:20:30.760 --> 00:20:33.080]  真的淹得不得了
[00:20:33.080 --> 00:20:34.720]  又或者
[00:20:34.720 --> 00:20:38.640]  風吹我們都很慣在香港打風
[00:20:38.640 --> 00:20:42.240]  十號風球剛剛有一個山竹牛肉
[00:20:42.240 --> 00:20:45.520]  有人在家裏貼了牛肉在那裏
[00:20:45.520 --> 00:20:46.280]  因爲山竹
[00:20:46.280 --> 00:20:47.520]  哇爛了
[00:20:47.520 --> 00:20:49.080]  好厲害
