
[00:00:00.000 --> 00:00:03.840]  有一個兒子問他爸爸一條數學題
[00:06:37.480 --> 00:06:41.440]  其實你正在逃避一種恩典
[00:06:41.440 --> 00:06:46.200]  一種引領 一種力量 一種成果
[00:06:46.200 --> 00:06:49.920]  還有一種喜樂的泉源
[00:06:49.920 --> 00:06:54.960]  在聖經裡面 包括這一段的經文是清楚的
[00:06:54.960 --> 00:07:00.000]  上帝是盼望著我們是有意識地
[00:07:00.000 --> 00:07:04.840]  是有意識地對準我們的日子裡面
[00:07:04.840 --> 00:07:08.800]  重要的事情去好好地活著
[00:07:08.800 --> 00:07:12.440]  對準在我們的日子裡面重要的事情
[00:07:12.440 --> 00:07:15.440]  好好地去活著
[00:07:15.440 --> 00:07:18.440]  上帝對你顯露的旨意是
[00:07:18.440 --> 00:07:20.440]  當你早上起床的時候
[00:07:20.440 --> 00:07:26.680]  你不會毫無目的地去遊走這一天
[00:07:26.680 --> 00:07:31.080]  不會只是讓情況去決定你做什麼
[00:07:31.080 --> 00:07:34.640]  而是你有目標的 你專注的
[00:07:34.640 --> 00:07:37.240]  對準著某一個目的地
[00:07:37.240 --> 00:07:43.000]  某一個目標的去過那一天
[00:07:43.000 --> 00:07:46.360]  沒有目的 沒有目的
[00:07:46.360 --> 00:07:50.080]  差不多相等於沒有生命
[00:07:50.080 --> 00:07:54.960]  單是有計劃 而沒有目的
[00:07:54.960 --> 00:07:58.480]  單是有計劃 而沒有目的
[00:07:58.480 --> 00:08:01.680]  單是有計劃 而沒有目的
[00:08:01.680 --> 00:08:05.880]  生命就迎同去前
[00:08:05.880 --> 00:08:07.960]  就好像在教會裡面
[00:08:07.960 --> 00:08:12.760]  只是有事工 甚至只是有活動而沒有異象
[00:08:12.760 --> 00:08:16.120]  Only events without vision
[00:08:16.120 --> 00:08:19.600]  就好像在後院的落葉
[00:08:19.600 --> 00:08:23.400]  可能比其他任何東西走動得更多
[00:08:23.400 --> 00:08:27.720]  風由這邊吹過來 他們就走這條路
[00:08:27.720 --> 00:08:31.720]  風由那邊吹過來 他們就走那條路
[00:08:31.720 --> 00:08:34.400]  他們在那裡翻滾 在那裡跳躍
[00:08:34.400 --> 00:08:36.520]  在那裡攀過欄杆
[00:08:36.520 --> 00:08:40.120]  他們走到很遠很遠的地方
[00:08:40.120 --> 00:08:44.560]  但是他們沒有任何的目的可言
[00:08:44.560 --> 00:08:48.400]  他們就是充滿著活動
[00:08:48.400 --> 00:08:53.520]  可惜卻只是空洞的生活
[00:08:53.520 --> 00:09:01.440]  上帝不是用祂的形象去創造萬無目的的人
[00:09:01.440 --> 00:09:04.960]  就好像在後院裡面那些落葉一樣
[00:09:04.960 --> 00:09:09.880]  沒有生命的落葉 隨風飄蕩
[00:09:09.880 --> 00:09:13.400]  上帝創造我們是有目標的
[00:09:13.400 --> 00:09:16.640]  在所有的日子裡面是願意我們都有焦點
[00:09:16.640 --> 00:09:21.560]  有目標的去好好的活著
[00:09:21.560 --> 00:09:26.840]  要有purpose 要有目標
[00:09:26.840 --> 00:09:30.040]  我們的生命是purposeful
[00:09:30.040 --> 00:09:33.560]  你今天的purpose是什麼?
[00:09:33.560 --> 00:09:38.160]  你今年的purpose是什麼?
[00:09:38.160 --> 00:09:40.800]  甚至一個更大的問題
[00:09:40.800 --> 00:09:46.480]  你今生的purpose的目標是什麼?
[00:09:46.480 --> 00:09:49.480]  這一串 一連串的問題
[00:09:49.480 --> 00:09:55.080]  實在令人喘不過氣來
[00:09:55.080 --> 00:09:57.480]  我們要搞清楚
[00:09:57.480 --> 00:10:02.560]  人生命當中有了purpose目的
[00:10:02.560 --> 00:10:05.880]  接著我們就有plan有計劃
[00:10:05.880 --> 00:10:10.120]  當我們有計劃 我們就要set priorities
[00:10:10.120 --> 00:10:12.840]  然後去定先後次序
[00:10:12.840 --> 00:10:15.120]  我們不願意萬無目標
[00:10:15.120 --> 00:10:19.520]  毫無焦點的去過這一年 2023年
[00:10:19.520 --> 00:10:22.600]  我們又不願意看到我們的大計
[00:10:22.600 --> 00:10:26.080]  仍然是注定失敗
[00:10:26.080 --> 00:10:30.680]  於是我們就要認真地去考慮
[00:10:30.680 --> 00:10:33.840]  這個Joint Venture
[00:10:33.840 --> 00:10:38.720]  究竟這個Joint Venture合作計劃
[00:10:38.720 --> 00:10:42.880]  是怎樣的一個合作計劃呢?
[00:10:42.880 --> 00:10:45.680]  人時時都高估自己
[00:10:45.680 --> 00:10:50.640]  認為什麼都可以背上去我們自己的背上
[00:10:50.640 --> 00:10:53.560]  認為什麼路都可以自己走出來
[00:10:53.560 --> 00:10:56.560]  什麼難關都可以闖得過
[00:10:56.560 --> 00:11:02.640]  甚至有人定勝天的狂言
[00:11:02.640 --> 00:11:07.360]  在五十多年前在台灣的花蓮
[00:11:07.360 --> 00:11:10.520]  在東海岸公路建成之後
[00:11:10.520 --> 00:11:15.840]  蓄納了寫上人定勝天這四個字的石碑
[00:11:15.840 --> 00:11:18.200]  成為地標
[00:11:18.200 --> 00:11:21.440]  直到2015年8月
[00:11:21.440 --> 00:11:24.760]  一個颱風帶來狂風暴雨
[00:11:24.760 --> 00:11:27.080]  東海岸首當其衝
[00:11:27.080 --> 00:11:32.960]  這個花蓮縣著名的地標人定勝天碑
[00:11:32.960 --> 00:11:36.640]  竟然被巨浪捲走了
[00:11:36.640 --> 00:11:39.400]  真正的是石沉大海
[00:11:39.400 --> 00:11:41.520]  成為一大諷刺
[00:11:41.520 --> 00:11:44.240]  人忘記了自己的有限
[00:11:44.240 --> 00:11:49.000]  自以為憑著雙手就可以走過死陰的幽谷
[00:11:49.000 --> 00:11:50.920]  卻忘記了
[00:11:50.920 --> 00:11:52.920]  我們也不怕遭害
[00:11:52.920 --> 00:11:58.320]  只是因為你與我同在
[00:11:58.320 --> 00:12:00.560]  因此我們的新年大計
[00:12:00.560 --> 00:12:02.920]  甚至一生的大計
[00:12:02.920 --> 00:12:04.320]  都提醒你
[00:12:04.320 --> 00:12:08.360]  邀請聖靈和你合作
[00:12:08.360 --> 00:12:10.800]  Join Venture
[00:12:10.800 --> 00:12:13.480]  與聖靈的合作計劃
[00:12:13.480 --> 00:12:17.840]  Join Venture with the Holy Spirit
[00:12:17.840 --> 00:12:19.520]  耶穌對門徒說
[00:12:19.520 --> 00:12:23.160]  在約翰福音14章23到26節
[00:12:23.160 --> 00:12:25.960]  「人若愛我就必遵守我的道
[00:12:25.960 --> 00:12:27.800]  我父也必愛他
[00:12:27.800 --> 00:12:30.520]  並且我們要到他那裡去
[00:12:30.520 --> 00:12:32.280]  與他同住
[00:12:32.280 --> 00:12:35.040]  不愛我的人就不遵守我的道
[00:12:35.040 --> 00:12:37.800]  你們所聽見的道不是我的
[00:12:37.800 --> 00:12:41.480]  乃是猜我來之父的道
[00:12:41.480 --> 00:12:43.360]  我還與你們同住的時候
[00:12:43.360 --> 00:12:45.920]  已將這些話對你們說了
[00:12:45.920 --> 00:12:48.960]  但保衛師就是父因我的名
[00:12:48.960 --> 00:12:50.960]  所要猜來的聖靈
[00:12:50.960 --> 00:12:54.320]  他要將一切的事指教你們
[00:12:54.320 --> 00:12:56.400]  並且要叫你們想起
[00:12:56.400 --> 00:13:00.360]  我對你們所說的一切話」
[00:13:00.360 --> 00:13:05.120]  我們願意遵守主的道
[00:13:05.120 --> 00:13:07.920]  原來也不是那麼容易
[00:13:07.920 --> 00:13:10.320]  不能夠靠自己去遵守
[00:13:10.320 --> 00:13:13.400]  不能夠靠自己搞定
[00:13:13.400 --> 00:13:17.200]  是要聖靈指引
[00:13:17.200 --> 00:13:18.400]  Join Venture
[00:13:18.400 --> 00:13:20.880]  與聖靈的合作計劃
[00:13:20.880 --> 00:13:24.840]  Join Venture with the Holy Spirit
[00:13:24.840 --> 00:13:26.000]  耶穌又說
[00:13:26.000 --> 00:13:28.880]  在約翰福音15章4到5節
[00:13:28.880 --> 00:13:30.560]  「你們要常在我裡面
[00:13:30.560 --> 00:13:32.680]  我也常在你們裡面
[00:13:32.680 --> 00:13:34.960]  知子若不常在葡萄樹上
[00:13:34.960 --> 00:13:37.320]  自己就不能結果子
[00:13:37.320 --> 00:13:39.200]  你們若不常在我裡面
[00:13:39.200 --> 00:13:40.840]  也是這樣
[00:13:40.840 --> 00:13:42.120]  我是葡萄樹
[00:13:42.120 --> 00:13:44.040]  你們是知子
[00:13:44.040 --> 00:13:45.480]  常在我裡面的
[00:13:45.480 --> 00:13:47.560]  我也常在他裡面
[00:13:47.560 --> 00:13:49.560]  這人就多結果子
[00:13:49.560 --> 00:13:50.760]  因為來了我
[00:13:50.760 --> 00:13:54.480]  你們就不能做什麼」
[00:13:54.480 --> 00:13:56.480]  所以這個新年立志
[00:13:56.480 --> 00:13:59.920]  在2023年的這個新年立志
[00:13:59.920 --> 00:14:05.080]  這個與聖靈一起合作的Join Venture
[00:14:05.080 --> 00:14:07.080]  我特別在三方面
[00:14:07.080 --> 00:14:11.120]  跟大家有一個提議
[00:14:11.120 --> 00:14:15.280]  第一 我們是要定時的
[00:14:15.280 --> 00:14:16.400]  與神約會
[00:14:16.400 --> 00:14:19.400]  定時的與神約會
[00:14:19.400 --> 00:14:21.200]  剛才新年立志的
[00:14:21.200 --> 00:14:23.880]  調查當中的第一位
[00:14:23.880 --> 00:14:26.360]  是盼望更多的時間
[00:14:26.360 --> 00:14:28.520]  陪家人 陪朋友
[00:14:28.520 --> 00:14:30.680]  可惜人們忘記了
[00:14:30.680 --> 00:14:34.040]  更多的時間去陪神
[00:14:34.040 --> 00:14:37.560]  忘記了神也是我們的家人
[00:14:37.560 --> 00:14:40.960]  而這個計劃的重點是
[00:14:40.960 --> 00:14:43.960]  定時
[00:14:43.960 --> 00:14:46.120]  過去肯定你試過
[00:14:46.120 --> 00:14:49.920]  新年計劃裡面的一項
[00:14:49.920 --> 00:14:52.280]  我相信你曾經試過
[00:14:52.280 --> 00:14:53.920]  擺在你新年計劃裡面說
[00:14:53.920 --> 00:14:56.600]  啊 我要更多的親近神
[00:14:56.600 --> 00:14:58.800]  更多的靈修
[00:14:58.800 --> 00:15:01.360]  然後 失敗的原因
[00:15:01.360 --> 00:15:03.760]  往往都是因為太過籠統
[00:15:03.760 --> 00:15:05.280]  什麼叫做更多
[00:15:05.280 --> 00:15:09.280]  什麼叫做更頻密
[00:15:09.280 --> 00:15:11.320]  怎樣才是親近
[00:15:11.320 --> 00:15:13.840]  怎樣才是更多呢
[00:15:13.840 --> 00:15:17.440]  我們的時間已經忙到插針都插不進去
[00:15:17.440 --> 00:15:20.880]  還哪裡有時間去靈修
[00:15:20.880 --> 00:15:27.160]  還講什麼更多的時間去靈修呢
[00:15:27.160 --> 00:15:30.600]  這個似乎是一個絕對合理的理由
[00:15:30.600 --> 00:15:32.360]  問題已經再不是
[00:15:32.360 --> 00:15:37.040]  五分鐘 十分鐘 還是三十分鐘的分別了
[00:15:37.040 --> 00:15:39.960]  或者 我們試想一下
[00:15:39.960 --> 00:15:42.160]  現在有人約你吃飯
[00:15:42.160 --> 00:15:43.880]  你還是可能要計算一下
[00:15:43.880 --> 00:15:45.600]  要盤算一下
[00:15:45.600 --> 00:15:48.720]  我吃這頓飯對我有什麼好處
[00:15:48.720 --> 00:15:52.480]  我有多想和這個人見面
[00:15:52.480 --> 00:15:56.040]  我有哪些時間可以遷就一下
[00:15:56.040 --> 00:15:59.160]  我們要知道這個飯局對我的重要性
[00:15:59.160 --> 00:16:01.840]  然後我才可以決定
[00:16:01.840 --> 00:16:05.800]  這個就是priorities 先後次序
[00:16:05.800 --> 00:16:07.840]  如果再提醒大家
[00:16:07.840 --> 00:16:10.800]  我們是要有purpose 有目標
[00:16:10.800 --> 00:16:13.960]  然後我們才有計劃 plan
[00:16:13.960 --> 00:16:15.760]  當我們有計劃的時候
[00:16:15.760 --> 00:16:20.120]  我們才可以再有先後次序 priorities
[00:16:20.120 --> 00:16:23.360]  所以當我們想回靈修
[00:16:23.360 --> 00:16:25.480]  今早不做 或者今晚
[00:16:25.480 --> 00:16:27.000]  總可以今晚才做
[00:16:27.000 --> 00:16:29.960]  到了今晚 又可以明天才做
[00:16:29.960 --> 00:16:34.200]  而明天 還有很多的明天的明天
[00:16:34.200 --> 00:16:36.160]  我們或者要先知道
[00:16:36.160 --> 00:16:40.520]  要先明白 要先了解這個靈修
[00:16:40.520 --> 00:16:43.440]  對我有什麼重要性
[00:16:43.440 --> 00:16:45.880]  或者對我的重要性有多重
[00:16:45.880 --> 00:16:51.600]  然後我才可以決定遷就我的時間
[00:16:51.600 --> 00:16:53.800]  在靈修的時間裏面
[00:16:53.800 --> 00:16:56.720]  我兩個星期前講過
[00:16:56.720 --> 00:17:00.680]  有兩件事是非常重要的
[00:17:00.680 --> 00:17:03.720]  第一 在靈修裏面
[00:17:03.720 --> 00:17:07.800]  最重要的是神在這段時間
[00:17:07.800 --> 00:17:12.000]  祂有所得著
[00:17:12.000 --> 00:17:15.520]  靈修是應該以神為中心
[00:17:15.520 --> 00:17:19.280]  我們讚美神 感謝神 敬拜神
[00:17:19.280 --> 00:17:21.280]  愛慕神 親近神
[00:17:21.280 --> 00:17:25.600]  是靈修必須要包括的事
[00:17:25.600 --> 00:17:28.880]  第二 在這個靈修裏面
[00:17:28.880 --> 00:17:31.720]  我要有所得著
[00:17:31.720 --> 00:17:35.480]  我們自己要在靈修當中有所得著
[00:17:35.480 --> 00:17:38.760]  得著屬靈的力量和幫助
[00:17:38.760 --> 00:17:42.080]  在讀經裏面我們可以更多的去認識神
[00:17:42.080 --> 00:17:45.080]  更多的去明白祂的旨意
[00:17:45.080 --> 00:17:46.320]  在祈禱的時候
[00:17:46.320 --> 00:17:49.160]  我們將我們的重擔卸給主
[00:17:49.160 --> 00:17:56.160]  並且獲得為主而活的力量
[00:17:56.160 --> 00:17:58.800]  靈修生活是每一天
[00:17:58.800 --> 00:18:03.880]  用一段時間藉著禱告和默想神的話語
[00:18:03.880 --> 00:18:05.280]  如果你喜歡的話
[00:18:05.280 --> 00:18:08.840]  你也可以藉著思覺去進入敬拜
[00:18:08.840 --> 00:18:11.440]  在單獨同神的交通
[00:18:11.440 --> 00:18:15.800]  交通即是說two way的 是雙向的
[00:18:15.800 --> 00:18:20.960]  期間等候祂 眾讚祂 敬拜祂
[00:18:20.960 --> 00:18:25.600]  跟祂有甜蜜的對話 甜蜜的經歷
[00:18:25.600 --> 00:18:31.520]  這樣的人 心靈必定可以重新得力
[00:18:31.520 --> 00:18:33.640]  由這個角度去看
[00:18:33.640 --> 00:18:37.560]  靈修已經再不是我個人的事
[00:18:37.560 --> 00:18:41.800]  而是我跟神的約會
[00:18:41.800 --> 00:18:47.400]  我不出現 我遲到 我改期
[00:18:47.400 --> 00:18:56.880]  都是爽陽 神會失望
[00:18:56.880 --> 00:19:04.200]  靈修也不可以當作功課 讀書一樣
[00:19:04.200 --> 00:19:08.320]  早上不行 可以今晚讀
[00:19:08.320 --> 00:19:10.640]  到今晚又說明天讀
[00:19:10.640 --> 00:19:14.440]  總可以明天再做
[00:19:14.440 --> 00:19:17.360]  或者有人會覺得靈修這個抽象
[00:19:17.360 --> 00:19:21.280]  這個概念很抽象 很fake 很不實在
[00:19:21.280 --> 00:19:26.280]  很模糊 意念也很籠統
[00:19:26.280 --> 00:19:30.480]  有些可以做或者可做可不做的感覺
[00:19:30.480 --> 00:19:32.520]  我讀過一篇文章
[00:19:32.520 --> 00:19:37.840]  藤章佳音博士所寫的《忙碌中靈修的實踐》
[00:19:37.840 --> 00:19:40.560]  裡面有一些很實在的提醒
[00:19:40.560 --> 00:19:44.920]  有人說 這一代已經失落了安靜的藝術
[00:19:44.920 --> 00:19:48.240]  The art of being
[00:19:48.240 --> 00:19:52.560]  大家要留意 安靜不僅是指環境
[00:19:52.560 --> 00:19:55.040]  也不僅是指外在
[00:19:55.040 --> 00:19:58.240]  更加必須是內在的
[00:19:58.240 --> 00:19:59.760]  先說外在
[00:19:59.760 --> 00:20:02.040]  如果要爭取外在的安靜
[00:20:02.040 --> 00:20:04.520]  首先要找到安靜的時間
[00:20:04.520 --> 00:20:08.720]  一般來說 清晨是最好的時間
[00:20:08.720 --> 00:20:11.840]  所謂一日之計在於晨
[00:20:11.840 --> 00:20:16.240]  我們最好的是在清晨的第一時間
[00:20:16.240 --> 00:20:18.440]  將它奉獻給主
[00:20:18.440 --> 00:20:22.600]  我們只需要比平時早起半個小時
[00:20:22.600 --> 00:20:25.920]  那就可以了 對很多人來說
[00:20:25.920 --> 00:20:32.080]  我們要求 或者這個要求實在是很過分
[00:20:32.080 --> 00:20:35.840]  甚至不可能要去少睡半個小時
[00:20:35.840 --> 00:20:38.160]  但是想一想
[00:20:38.160 --> 00:20:41.520]  為了要親近愛我們的主
[00:20:41.520 --> 00:20:44.880]  為了要更新我們自己的靈性
[00:20:44.880 --> 00:20:50.520]  是否需要 是否願意跨出我們的舒適地帶
[00:20:50.520 --> 00:20:52.320]  comfort zone
[00:20:52.320 --> 00:20:54.720]  再想一下 假如
[00:20:54.720 --> 00:20:58.720]  我們現在要去旅行 參加旅行團
[00:20:58.720 --> 00:21:02.120]  導遊說 明天早上要早起一個小時
[00:21:02.120 --> 00:21:07.800]  才可以我們順路連那個景點都去到
[00:21:07.800 --> 00:21:09.920]  你會不會說 我不起床了
[00:21:09.920 --> 00:21:12.720]  我不去 我不看那個景點
[00:21:12.720 --> 00:21:18.520]  或者我們根本就毫不猶豫地說 好
[00:21:18.520 --> 00:21:22.160]  但是為什麼去到早起半個小時去靈修
[00:21:22.160 --> 00:21:26.680]  我們會猶疑 我們會不願意呢
[00:21:26.680 --> 00:21:28.800]  又或者我們選晚上
[00:21:28.800 --> 00:21:33.160]  因為我們的工作時間各樣的安排
[00:21:33.160 --> 00:21:37.080]  如果在晚上安靜也是好的
[00:21:37.080 --> 00:21:39.960]  但是恐怕有時候搞到太晚
[00:21:39.960 --> 00:21:44.800]  又或者我們在令到第二天
[00:21:44.800 --> 00:21:48.640]  我們睡眠不足 引致惡性的循環
[00:21:48.640 --> 00:21:54.080]  第二天可能就會很早已經睏了
[00:21:54.080 --> 00:21:59.040]  也都會恐怕影響到工作的時間
[00:21:59.040 --> 00:22:01.480]  會精神十分疲憊
[00:22:01.480 --> 00:22:03.720]  結果我們就想一下
[00:22:03.720 --> 00:22:11.560]  在靈修的時候偷工減料 苟且了事
[00:22:11.560 --> 00:22:15.040]  我們選擇了一個安靜的時間
[00:22:15.040 --> 00:22:17.960]  也都有了安靜的環境
[00:22:17.960 --> 00:22:21.160]  若果缺乏內在
[00:22:21.160 --> 00:22:26.240]  內在心靈的安靜也是非常可惜的事
[00:22:26.240 --> 00:22:29.360]  我們求主幫助我們爭取內在的安靜
[00:22:29.360 --> 00:22:33.760]  首先我們要學習放下一些雜念
[00:22:33.760 --> 00:22:36.760]  要知道我們的思想
[00:22:36.760 --> 00:22:40.080]  其實是比光速更加的快
[00:22:40.080 --> 00:22:45.560]  要靠聖靈結出節制的果子
[00:22:45.560 --> 00:22:50.200]  在思想上的節制自律
[00:22:50.200 --> 00:22:53.480]  是最重要的
[00:22:53.480 --> 00:22:56.800]  除了惡念 除了雜念之外
[00:22:56.800 --> 00:23:00.800]  我們同時都要放下掛念
[00:23:00.800 --> 00:23:03.240]  掛念本來是好事
[00:23:03.240 --> 00:23:07.960]  但我們要小心魔鬼化作光明的天使
[00:23:07.960 --> 00:23:10.520]  叫我們在靈修的時候
[00:23:10.520 --> 00:23:12.960]  偏偏掛念著一些重要
[00:23:12.960 --> 00:23:16.520]  但卻不是緊急的事
[00:23:16.520 --> 00:23:21.080]  這樣就剝奪了我們最寶貴的時間
[00:23:21.080 --> 00:23:22.920]  可能我們在那段時間
[00:23:22.920 --> 00:23:26.600]  會掛念一些重要的人 事 物
[00:23:26.600 --> 00:23:28.600]  其實本來都是好的
[00:23:28.600 --> 00:23:32.240]  但卻是佔用了我們靈修的時間
[00:23:32.240 --> 00:23:36.080]  本來是單對單跟神的對話相處
[00:23:36.080 --> 00:23:41.640]  我們卻是想了 掛念了其他的人
[00:23:41.640 --> 00:23:43.560]  一邊跟神約會
[00:23:43.560 --> 00:23:45.840]  一邊想著另一個人
[00:23:45.840 --> 00:23:48.600]  或者其他的事物
[00:23:48.600 --> 00:23:49.400]  我們想想
[00:23:49.400 --> 00:23:51.440]  即使你是約了其他人吃飯
[00:23:51.440 --> 00:23:53.160]  我們也不應該這樣
[00:23:53.160 --> 00:23:58.640]  何況你約的是你尊貴的主
[00:23:58.640 --> 00:24:02.920]  靈修不應該被限制在某一個時段
[00:24:02.920 --> 00:24:05.440]  某一個時間段裡
[00:24:05.440 --> 00:24:08.760]  我們應該讓特定的時間
[00:24:08.760 --> 00:24:11.920]  我們應該讓特定的時間
[00:24:11.920 --> 00:24:16.480]  靈修的操練一直伸延下去
[00:24:16.480 --> 00:24:19.600]  不只是局限在那半個小時
