
[00:00:00.000 --> 00:00:03.400]  但其他資料就不清楚是何時寫的
[00:01:24.200 --> 00:01:26.720]  我們來看一看《詩篇》
[00:01:26.720 --> 00:01:30.920]  多謝麗群執事替我們讀了《詩篇》第63篇
[00:01:30.920 --> 00:01:32.320]  但我們還未讀
[00:01:32.320 --> 00:01:33.400]  大家一起讀
[00:01:33.400 --> 00:01:37.720]  感受一下大衛如何在抗疫中仍然充滿喜樂
[00:01:37.720 --> 00:01:38.280]  我們一起讀
[00:01:38.280 --> 00:01:39.600]  1、2、3
[00:01:39.600 --> 00:01:41.880]  神啊!祢是我的神
[00:01:41.880 --> 00:01:44.160]  我要切切尋求祢
[00:01:44.160 --> 00:01:47.200]  在江巷疲乏無水之地
[00:01:47.200 --> 00:01:49.400]  我的心靈渴想祢
[00:01:49.400 --> 00:01:51.720]  我的肉身切務祢
[00:01:51.720 --> 00:01:55.120]  我在聖所中曾如此瞻仰祢
[00:01:55.120 --> 00:01:58.400]  為要見祢的能力和祢的榮耀
[00:01:58.400 --> 00:02:01.440]  讓祢的慈愛比生命更好
[00:02:01.440 --> 00:02:03.960]  我的嘴唇要重讚祢
[00:02:03.960 --> 00:02:07.520]  我還活著的時候要這樣稱頌祢
[00:02:07.520 --> 00:02:09.800]  我要奉祢的名舉手
[00:02:09.800 --> 00:02:11.640]  我將整個《詩篇》第63篇
[00:02:11.640 --> 00:02:12.920]  分成三個段落
[00:02:12.920 --> 00:02:16.760]  如果你看周刊《大綱》也會看到
[00:02:16.760 --> 00:02:21.120]  一至四節我用瞻仰神作為一個分題
[00:02:21.120 --> 00:02:22.760]  在瞻仰神當中
[00:02:22.760 --> 00:02:26.440]  大衛從心裡去重讚上帝
[00:02:26.440 --> 00:02:30.960]  如何在一個曠野被家人追殺的時候
[00:02:30.960 --> 00:02:33.680]  仍然能夠重讚上帝呢?
[00:02:33.680 --> 00:02:34.680]  在第一節
[00:02:34.680 --> 00:02:35.840]  大衛在那裡?
[00:02:35.840 --> 00:02:39.440]  在江巷疲乏無水之地
[00:02:39.440 --> 00:02:41.760]  曠野就好像右邊那幅圖一樣
[00:02:41.760 --> 00:02:43.000]  他不是去到沙漠
[00:02:43.000 --> 00:02:45.400]  沙漠根本住不到人
[00:02:45.400 --> 00:02:47.640]  曠野就很少水
[00:02:47.640 --> 00:02:49.160]  很少植物
[00:02:49.160 --> 00:02:50.480]  很荒涼
[00:02:50.480 --> 00:02:52.320]  白天很熱很曬
[00:02:52.320 --> 00:02:54.720]  晚上很冷很荒涼
[00:02:54.720 --> 00:02:58.320]  大衛就有一段時間在曠野逃亡
[00:02:58.320 --> 00:03:00.400]  不是安安定定住在曠野
[00:03:00.400 --> 00:03:01.920]  隨時有人追殺
[00:03:01.920 --> 00:03:04.560]  所以經常可能要逃跑
[00:03:04.560 --> 00:03:07.360]  有事馬上就麻煩了
[00:03:07.360 --> 00:03:08.480]  人會怎樣?
[00:03:08.480 --> 00:03:09.680]  當然會累
[00:03:09.680 --> 00:03:10.440]  很疲乏
[00:03:10.440 --> 00:03:11.840]  所以他說疲乏
[00:03:11.840 --> 00:03:12.680]  不單是疲乏
[00:03:12.680 --> 00:03:14.880]  是江巷無水
[00:03:14.880 --> 00:03:19.400]  正在形容大衛是一個缺水疲倦的階段
[00:03:19.400 --> 00:03:22.240]  人經歷這時頭也暈了
[00:03:22.240 --> 00:03:24.840]  很暈很不舒服
[00:03:24.840 --> 00:03:27.280]  但是在大衛的心靈裡
[00:03:27.280 --> 00:03:29.320]  他更加的
[00:03:29.320 --> 00:03:31.360]  他心靈是渴想上帝
[00:03:31.360 --> 00:03:33.320]  他不是渴求水這麼簡單
[00:03:33.320 --> 00:03:34.680]  不是渴求休息
[00:03:34.680 --> 00:03:40.480]  他心靈裡是渴求上帝主耶和華
[00:03:40.480 --> 00:03:43.440]  就像水一樣滋潤他的內心
[00:03:43.440 --> 00:03:45.280]  經歷到主耶和華的愛時
[00:03:45.280 --> 00:03:47.440]  他的生命重新得到力量
[00:03:47.440 --> 00:03:49.520]  大家是否感受到
[00:03:49.520 --> 00:03:52.200]  大衛那份渴想、切勿的心
[00:03:52.200 --> 00:03:54.360]  原來渴想的愚民
[00:03:54.360 --> 00:03:56.800]  就是口渴的意思
[00:03:56.800 --> 00:04:00.480]  所以大衛用他的環境
[00:04:00.480 --> 00:04:02.880]  再次進入自己的靈性裡
[00:04:02.880 --> 00:04:04.720]  他的環境是缺乏水
[00:04:04.720 --> 00:04:06.480]  但是靈性也很缺乏
[00:04:06.480 --> 00:04:08.680]  很需要、很渴求
[00:04:08.680 --> 00:04:11.720]  很渴求親近耶和華
[00:04:11.720 --> 00:04:14.080]  很渴求親近主
[00:04:14.080 --> 00:04:16.240]  切勿的意思就是
[00:04:16.240 --> 00:04:21.840]  很需要
[00:04:21.840 --> 00:04:27.240]  把他的靈性和面對的處境結合
[00:04:27.240 --> 00:04:32.840]  我們看到大衛有一顆非常非常渴慕上帝的心
[00:04:32.840 --> 00:04:38.080]  這份心是超越了他現在身邊環境的困擾
[00:04:38.080 --> 00:04:40.360]  如綠渴慕溪水的心
[00:04:40.360 --> 00:04:43.720]  就像大衛這一刻一樣
[00:04:43.720 --> 00:04:46.760]  大家有沒有試過很渴求上帝
[00:04:46.760 --> 00:04:50.280]  很想親近上帝呢?
[00:04:50.280 --> 00:04:52.800]  我們有沒有經歷過
[00:04:52.800 --> 00:04:55.160]  親近不到上帝的時間呢?
[00:04:55.160 --> 00:04:57.200]  當我預備到這裡的時候
[00:04:57.200 --> 00:04:59.920]  我就想起這幅相片
[00:04:59.920 --> 00:05:01.200]  大家好像很熟悉
[00:05:01.200 --> 00:05:02.000]  但又很陌生
[00:05:02.000 --> 00:05:03.000]  為什麼呢?
[00:05:03.000 --> 00:05:07.080]  這段是我們早一年還是半年前
[00:05:07.080 --> 00:05:09.040]  現在忘記了看時間
[00:05:09.040 --> 00:05:11.120]  就是當我們的禮堂
[00:05:11.120 --> 00:05:14.880]  因為漏水事件整個禮堂都壞了
[00:05:14.880 --> 00:05:15.760]  要修理
[00:05:15.760 --> 00:05:21.200]  還有那時候是疫情嚴峻的時間
[00:05:21.200 --> 00:05:23.720]  大家出門都要很小心的時候
[00:05:23.720 --> 00:05:27.040]  我們全民全部都要網上廣播
[00:05:27.040 --> 00:05:28.160]  你們在網上
[00:05:28.160 --> 00:05:30.600]  可能好像現在網上的底節目一樣
[00:05:30.600 --> 00:05:31.960]  就是看到電視
[00:05:31.960 --> 00:05:33.080]  看到手機
[00:05:33.080 --> 00:05:33.800]  看到我
[00:05:33.800 --> 00:05:36.560]  或者看到我們的師哥靈師
[00:05:36.560 --> 00:05:39.360]  當時好像只有四個人在教會
[00:05:39.360 --> 00:05:41.120]  這裡只有四個人
[00:05:41.120 --> 00:05:42.240]  你們應該聰明的
[00:05:42.240 --> 00:05:42.880]  不會只有四個
[00:05:42.880 --> 00:05:44.360]  因為有人拍照
[00:05:44.360 --> 00:05:45.320]  這是第五個
[00:05:45.320 --> 00:05:48.400]  工作人員是有容許多一點的
[00:05:48.400 --> 00:05:51.080]  你看到這塊地都是冷的
[00:05:51.080 --> 00:05:52.880]  我們就在這樣的環境下
[00:05:52.880 --> 00:05:55.640]  跟大家一起敬拜
[00:05:55.640 --> 00:05:56.880]  可能已經忘記了
[00:05:56.880 --> 00:05:58.040]  因為都一年前了
[00:05:58.040 --> 00:05:59.280]  半年前了
[00:05:59.280 --> 00:06:02.320]  大家原來現在坐在這裡安安定定
[00:06:02.320 --> 00:06:04.520]  是上帝的恩典
[00:06:04.520 --> 00:06:07.440]  我們可以一起來到聖殿當中
[00:06:07.440 --> 00:06:08.760]  去敬拜上帝
[00:06:08.760 --> 00:06:09.680]  是恩典來的
[00:06:09.680 --> 00:06:10.800]  為什麼呢?
[00:06:10.800 --> 00:06:14.320]  大衛都想起來
[00:06:14.320 --> 00:06:16.560]  他現在已經遠離耶路撒冷了
[00:06:16.560 --> 00:06:19.200]  他不可以去敬拜上帝
[00:06:19.200 --> 00:06:21.840]  他不可以去到聖殿當中敬拜上帝
[00:06:21.840 --> 00:06:24.240]  但他心靈仍然是學賞神
[00:06:24.240 --> 00:06:27.120]  對上帝一份切切切無的心
[00:06:27.120 --> 00:06:29.440]  就好像詩篇的第二節說
[00:06:29.440 --> 00:06:32.680]  「我在聖所中曾如此瞻仰祢
[00:06:32.680 --> 00:06:36.720]  為要見祢的能力和祢的榮耀」
[00:06:36.720 --> 00:06:39.160]  大衛想起來
[00:06:39.160 --> 00:06:41.920]  當他在聖所當中敬拜的時候
[00:06:41.920 --> 00:06:43.920]  去瞻仰上帝的時候
[00:06:43.920 --> 00:06:45.200]  他看到的是什麼?
[00:06:45.200 --> 00:06:48.840]  是看到神的能力和神的榮耀
[00:06:48.840 --> 00:06:50.400]  瞻仰是什麼意思呢?
[00:06:50.400 --> 00:06:51.920]  瞻仰其實很簡單
[00:06:51.920 --> 00:06:53.320]  就是看見
[00:06:53.320 --> 00:06:56.720]  但這個看見不是我們肉眼看見那麼簡單
[00:06:56.720 --> 00:06:58.280]  大衛當時已經超越了
[00:06:58.280 --> 00:07:02.480]  一個曠野的實際處境
[00:07:02.480 --> 00:07:04.280]  他的屬靈的眼光
[00:07:04.280 --> 00:07:06.120]  他有一個智慧的眼光
[00:07:06.120 --> 00:07:08.120]  一份預示的眼光
[00:07:08.120 --> 00:07:12.240]  他再次回憶他曾經在聖所裡敬拜上帝
[00:07:12.240 --> 00:07:14.600]  他知道上帝是無處不在的
[00:07:14.600 --> 00:07:17.440]  他就在當中瞻仰上帝
[00:07:17.440 --> 00:07:20.520]  在一個沒有聖殿
[00:07:20.520 --> 00:07:24.080]  好像我們沒有了現場這個環境下
[00:07:24.080 --> 00:07:26.760]  但他心靈仍然是瞻仰上帝
[00:07:26.760 --> 00:07:28.600]  學務上帝
[00:07:28.600 --> 00:07:32.120]  這段時間我開了一個「初信誠賞小組」
[00:07:32.120 --> 00:07:34.480]  我們禮拜六晚的晚堂崇拜
[00:07:34.480 --> 00:07:36.520]  很感恩,大家都要繼續祈禱
[00:07:36.520 --> 00:07:38.120]  我們原本只有二十多人
[00:07:38.120 --> 00:07:40.080]  四月份剛剛開始
[00:07:40.080 --> 00:07:41.760]  現在都有三十多人
[00:07:41.760 --> 00:07:43.640]  曾經試過四十多個弟兄姊妹
[00:07:43.640 --> 00:07:45.320]  回來晚堂崇拜
[00:07:45.320 --> 00:07:48.040]  當中有很多都是初信的弟兄姊妹
[00:07:48.040 --> 00:07:50.040]  有些是五十多歲
[00:07:50.040 --> 00:07:51.320]  有些六十多歲
[00:07:51.320 --> 00:07:52.800]  四十多歲都有
[00:07:52.800 --> 00:07:55.640]  我們開了一個「初信誠賞小組」
[00:07:55.640 --> 00:07:57.920]  我在第四課
[00:07:57.920 --> 00:08:00.480]  我就和你們說什麼叫崇拜
[00:08:00.480 --> 00:08:01.600]  崇拜的意義是什麼呢?
[00:08:01.600 --> 00:08:03.200]  我就用這幅圖來講
[00:08:03.200 --> 00:08:05.880]  崇拜的「崇」字在中國人裡面
[00:08:05.880 --> 00:08:06.920]  就好像有一個山
[00:08:06.920 --> 00:08:10.880]  然後有一個廟去尊崇著
[00:08:10.880 --> 00:08:15.960]  即是一個崇仰山大而高的尊大的意思
[00:08:15.960 --> 00:08:16.880]  「拜」是什麼意思呢?
[00:08:16.880 --> 00:08:18.280]  「拜」你拿著手就知道了
[00:08:18.280 --> 00:08:19.720]  「拜」就是拜神
[00:08:19.720 --> 00:08:23.680]  「拜」就好像以身禮服尊敬
[00:08:23.680 --> 00:08:26.440]  即是用他的身體、用他的心靈
[00:08:26.440 --> 00:08:27.880]  去尊崇上帝
[00:08:27.880 --> 00:08:29.280]  崇拜的意思就是
[00:08:29.280 --> 00:08:33.280]  向最偉大的神獻上最尊榮的敬禮
[00:08:33.280 --> 00:08:35.880]  這就是我在教我的初信者
[00:08:35.880 --> 00:08:37.280]  什麼叫崇拜
[00:08:37.280 --> 00:08:39.760]  在這裡讓我們再回想一下
[00:08:39.760 --> 00:08:40.800]  對於你們來說
[00:08:40.800 --> 00:08:42.600]  崇拜的意義是什麼呢?
[00:08:42.600 --> 00:08:45.960]  我猜這裡有些回教會五十年、六十年
[00:08:45.960 --> 00:08:51.440]  也有些回教會五個月或很短的時間
[00:08:51.440 --> 00:08:53.040]  但我們要思想一下
[00:08:53.040 --> 00:08:54.720]  崇拜是什麼呢?
[00:08:54.720 --> 00:08:57.320]  怎樣能夠像大衛那樣
[00:08:57.320 --> 00:08:58.520]  在曠野裡面
[00:08:58.520 --> 00:09:01.680]  而能夠超越了當時的處境
[00:09:01.680 --> 00:09:04.320]  他對上帝有一份渴慕的心
[00:09:04.320 --> 00:09:06.040]  能夠超越環境
[00:09:06.040 --> 00:09:09.760]  但他看到的是神的榮耀、神的能力
[00:09:09.760 --> 00:09:12.040]  他不單見到神的能力、神的榮耀
[00:09:12.040 --> 00:09:12.920]  在第三節說
[00:09:12.920 --> 00:09:15.400]  「因祢的慈愛比生命更好」
[00:09:15.400 --> 00:09:17.720]  大衛就在這樣的處境裡面
[00:09:17.720 --> 00:09:19.400]  缺乏的環境裡面
[00:09:19.400 --> 00:09:21.440]  他的心渴想神
[00:09:21.440 --> 00:09:23.680]  他的靈渴慕見到神的時候
[00:09:23.680 --> 00:09:27.640]  他就見到神的能力、神的榮耀、神的慈愛
[00:09:27.640 --> 00:09:31.560]  他把他從前經歷上帝敬拜給他的能力
[00:09:31.560 --> 00:09:34.000]  他這一刻再拿出來
[00:09:34.000 --> 00:09:37.760]  他就能夠重讚上帝說
[00:09:37.760 --> 00:09:41.120]  「因祢的慈愛比生命更好」
[00:09:41.120 --> 00:09:43.400]  「因祢的慈愛比生命更好」
[00:09:43.400 --> 00:09:45.280]  什麼叫「因祢的慈愛比生命更好」?
[00:09:45.280 --> 00:09:46.680]  意思就是說
[00:09:46.680 --> 00:09:51.960]  上帝的慈愛是恆久永遠不變的
[00:09:51.960 --> 00:09:55.360]  是深深的愛包圍著大衛
[00:09:55.920 --> 00:09:58.520]  生命意思就是說活著
[00:09:58.520 --> 00:10:01.680]  不是說生命的生命是Live
[00:10:01.680 --> 00:10:03.360]  活著
[00:10:03.360 --> 00:10:06.920]  大衛說有上帝的愛擁抱著自己
[00:10:06.920 --> 00:10:07.920]  死都活該
[00:10:07.920 --> 00:10:09.160]  死都不要緊
[00:10:09.160 --> 00:10:12.360]  有上帝的愛懷抱著自己的時候
[00:10:12.360 --> 00:10:14.560]  就比活著更好
[00:10:14.560 --> 00:10:18.160]  所以大衛就要用嘴唇來重讚上帝
[00:10:18.160 --> 00:10:20.840]  我還活著的時候要稱頌祢
[00:10:20.840 --> 00:10:23.200]  要奉祢的名舉手
[00:10:23.200 --> 00:10:26.000]  大家現在在一個敬拜的裏面
[00:10:26.000 --> 00:10:27.440]  在崇拜的裏面
[00:10:27.440 --> 00:10:28.920]  你見到什麼呢?
[00:10:28.920 --> 00:10:30.160]  你是不是見到我?
[00:10:30.160 --> 00:10:31.520]  我不想你見到我
[00:10:31.520 --> 00:10:34.120]  也不是只見到一個感謝主
[00:10:34.120 --> 00:10:36.000]  我們的鮮花佈置組
[00:10:36.000 --> 00:10:39.400]  佈置了很多張臨環、十字架
[00:10:39.400 --> 00:10:41.600]  我盼望大家在每次崇拜當中
[00:10:41.600 --> 00:10:42.880]  你是見到的
[00:10:42.880 --> 00:10:44.480]  是神的能力
[00:10:44.480 --> 00:10:45.920]  是神的榮耀
[00:10:45.920 --> 00:10:47.920]  我沒有擺圖在泡湯
[00:10:47.920 --> 00:10:49.000]  神的能力、神的榮耀
[00:10:49.000 --> 00:10:51.040]  不可以用圖來形容
[00:10:51.040 --> 00:10:53.480]  是要你用心,像大衛那樣
[00:10:53.480 --> 00:10:55.280]  有一個瞻仰神的心
[00:10:55.280 --> 00:10:57.280]  從心裏面去見到神的能力
[00:10:57.280 --> 00:10:57.920]  神的榮耀
[00:10:57.920 --> 00:11:00.280]  神的賜予給生命更好的時候
[00:11:00.280 --> 00:11:03.200]  你就能夠從心裏面去重讚上帝
[00:11:03.200 --> 00:11:04.600]  讚美神
[00:11:04.600 --> 00:11:06.520]  用嘴唇讚美神
[00:11:06.520 --> 00:11:08.960]  用你的活祭去讚美神
[00:11:08.960 --> 00:11:10.240]  舉手是什麼意思呢?
[00:11:10.240 --> 00:11:13.400]  我選了三段舊約的經文講舉手
[00:11:13.400 --> 00:11:15.000]  哀歌說
[00:11:15.000 --> 00:11:16.800]  讓我們獻上我們的心
[00:11:16.800 --> 00:11:18.920]  向天上的神舉手
[00:11:18.920 --> 00:11:21.440]  有時我們在讚美神的時候
[00:11:21.440 --> 00:11:23.960]  我們的領會、領事都會叫大家舉手
[00:11:23.960 --> 00:11:24.800]  有些人不習慣
[00:11:24.800 --> 00:11:26.320]  舉手好像很奇怪
[00:11:26.320 --> 00:11:28.560]  要用動作來敬拜神
[00:11:28.560 --> 00:11:32.040]  其實舉手是很普通的事
[00:11:32.040 --> 00:11:33.000]  在舊約裏面
[00:11:33.000 --> 00:11:34.240]  在聖經裏面
[00:11:34.240 --> 00:11:37.080]  每一個屬主的人都很自然想舉手讚美神
[00:11:37.080 --> 00:11:40.640]  因為舉手代表獻上我們的心
[00:11:40.640 --> 00:11:42.640]  在C篇134篇第二節說
[00:11:42.640 --> 00:11:44.120]  當我向聖所舉手的時候
[00:11:44.120 --> 00:11:45.800]  是稱頌耶和華
[00:11:45.800 --> 00:11:48.160]  這個舉手是稱頌的意思
[00:11:48.160 --> 00:11:50.560]  C篇888篇第49節
[00:11:50.560 --> 00:11:51.800]  最後說
[00:11:51.800 --> 00:11:53.360]  我天天求告祢
[00:11:53.360 --> 00:11:54.800]  向祢舉手
[00:11:54.800 --> 00:11:57.280]  舉手就是一個求告上帝
[00:11:57.280 --> 00:11:59.040]  降服上帝
[00:11:59.040 --> 00:12:01.760]  獻上自己的心給上帝
[00:12:01.760 --> 00:12:03.920]  稱頌上帝的時候
[00:12:03.920 --> 00:12:05.640]  讓我們都能夠由心發出
[00:12:05.640 --> 00:12:06.960]  不用因為牧師講完
[00:12:06.960 --> 00:12:08.120]  下次要舉手
[00:12:08.120 --> 00:12:09.200]  不需要這樣
[00:12:09.200 --> 00:12:11.560]  是由心發出這個舉手
[00:12:11.560 --> 00:12:14.760]  向上帝投入在你的敬拜當中
[00:12:14.760 --> 00:12:16.240]  當你看見神的能力
[00:12:16.240 --> 00:12:17.720]  當你看見神的榮耀
[00:12:17.720 --> 00:12:19.680]  當你看見神的慈愛的時候
[00:12:19.680 --> 00:12:22.000]  你就很自然會像大衛那樣
[00:12:22.000 --> 00:12:24.480]  用嘴唇頌讚上帝
[00:12:24.480 --> 00:12:27.000]  用你的生命活著去稱讚上帝
[00:12:27.000 --> 00:12:29.880]  用你的舉手去頌讚上帝
[00:12:29.880 --> 00:12:31.360]  時間關係,這裡要快一點
[00:12:31.360 --> 00:12:35.080]  這個就是我給初信成長小組崇拜的定義
[00:12:35.080 --> 00:12:36.160]  我不讀了
[00:12:36.160 --> 00:12:38.240]  這個也很長
[00:12:38.240 --> 00:12:40.000]  我想看右邊的圖
[00:12:40.000 --> 00:12:41.440]  大家應該有些人也聽過
[00:12:41.440 --> 00:12:42.720]  浸禮班也好像
[00:12:42.720 --> 00:12:44.720]  我可以說崇拜宣言說過
[00:12:44.720 --> 00:12:48.480]  你看見多少個箭咀
[00:12:48.480 --> 00:12:51.440]  有些人會看見四個箭咀是白色的
[00:12:51.440 --> 00:12:52.840]  指著十字架
[00:12:52.840 --> 00:12:54.640]  有些人看見箭咀是黑色的
[00:12:54.640 --> 00:12:59.880]  四個箭咀由十字架發出
[00:12:59.880 --> 00:13:02.400]  敬拜就是這樣
[00:13:02.400 --> 00:13:05.200]  敬拜就是當我們一起聚集
[00:13:05.200 --> 00:13:08.160]  回到神的家、聖殿當中
[00:13:08.160 --> 00:13:09.240]  去看見神的能力
[00:13:09.240 --> 00:13:10.120]  看見神的榮耀
[00:13:10.120 --> 00:13:12.320]  看見神的慈愛的時候
[00:13:12.320 --> 00:13:13.600]  最後在崇拜結束
[00:13:13.600 --> 00:13:14.800]  我差遣大家
[00:13:14.800 --> 00:13:16.120]  去到你們的家庭
[00:13:16.120 --> 00:13:17.280]  去到你們的鄰舍
[00:13:17.280 --> 00:13:19.960]  去到你們的同事同學當中
[00:13:19.960 --> 00:13:21.720]  去將神的榮耀
[00:13:21.720 --> 00:13:24.120]  透過你們的生命去活出來
[00:13:24.120 --> 00:13:25.720]  這個就是崇拜
[00:13:25.720 --> 00:13:27.440]  大衛為何能夠在抗疫裡面
[00:13:27.440 --> 00:13:29.440]  仍然能夠這樣去瞻仰神
[00:13:29.440 --> 00:13:31.880]  因為他儲了很多能量
[00:13:31.880 --> 00:13:34.240]  他在敬拜場所當中
[00:13:34.240 --> 00:13:35.920]  看見神的榮耀、神的能力
[00:13:35.920 --> 00:13:37.680]  所以當他缺乏的時候
[00:13:37.680 --> 00:13:39.120]  在抗疫的時候
[00:13:39.120 --> 00:13:42.160]  他仍然能夠尊崇上帝
[00:13:42.160 --> 00:13:43.440]  看見上帝的能力
[00:13:43.440 --> 00:13:45.200]  看見神的榮耀
[00:13:45.200 --> 00:13:47.440]  讓我們弟兄姊妹都是這樣
[00:13:47.440 --> 00:13:48.400]  就算接下來
[00:13:48.400 --> 00:13:50.400]  當然大家不想的
[00:13:50.400 --> 00:13:52.960]  又再不讓外出
[00:13:52.960 --> 00:13:55.440]  又再二人限聚令
[00:13:55.440 --> 00:13:58.960]  連坐在場所都不准聚集的時候
[00:13:58.960 --> 00:14:01.200]  你的心已經有上帝的能力
[00:14:01.200 --> 00:14:03.280]  神的榮耀在你心靈當中
[00:14:03.280 --> 00:14:08.640]  我們繼續看第五節和第八節
[00:14:08.640 --> 00:14:09.120]  我們一起讀
[00:14:09.120 --> 00:14:10.560]  一、二、三
[00:14:10.560 --> 00:14:12.800]  我在床上紀念你
[00:14:12.800 --> 00:14:15.120]  在夜間的時候思念你
[00:14:15.120 --> 00:14:18.000]  我的心臟吃飽了骨髓肥油
[00:14:18.000 --> 00:14:20.960]  我也要以歡樂的嘴唇讚美你
[00:14:20.960 --> 00:14:22.880]  因為你曾幫助了我
[00:14:22.880 --> 00:14:25.600]  我要在你翅膀的陰下歡呼
[00:14:25.600 --> 00:14:27.680]  我的心緊緊跟隨你
[00:14:27.680 --> 00:14:30.320]  你的右手扶持了我
[00:14:30.320 --> 00:14:31.440]  第二個
[00:14:31.440 --> 00:14:34.240]  起落的源頭在哪裡呢?
[00:14:34.240 --> 00:14:36.160]  就是紀念神
[00:14:36.160 --> 00:14:36.960]  感恩讚美
[00:14:36.960 --> 00:14:38.160]  其實看完這七個字
[00:14:38.160 --> 00:14:39.680]  都知道我想說什麼了
[00:14:39.680 --> 00:14:41.360]  大家都很熟悉的
[00:14:41.360 --> 00:14:43.040]  我們要時常數算主因
[00:14:43.040 --> 00:14:44.480]  時常要感恩
[00:14:44.480 --> 00:14:46.720]  但是在什麼時候感恩呢?
[00:14:46.720 --> 00:14:47.840]  不是在歡樂
[00:14:47.840 --> 00:14:48.560]  很開心的時候
[00:14:48.560 --> 00:14:51.120]  你知道他現在在曠野被人追殺
[00:14:51.120 --> 00:14:52.640]  他在床上綠色的字
[00:14:52.640 --> 00:14:54.320]  在夜間
[00:14:54.320 --> 00:14:57.200]  在曠野裡面有沒有高床軟枕?
[00:14:57.200 --> 00:14:58.480]  有沒有五星級的大酒店?
[00:14:58.480 --> 00:14:59.760]  肯定沒有
[00:14:59.760 --> 00:15:00.720]  所以床都不要
[00:15:00.720 --> 00:15:02.800]  你以為是一個很好的地方
[00:15:02.800 --> 00:15:05.360]  是一個可能隨時要逃跑
[00:15:05.360 --> 00:15:08.320]  在山洞裡面找幾個禾稈草
[00:15:08.320 --> 00:15:10.000]  站著睡的地方
[00:15:10.000 --> 00:15:11.680]  在晚上的時候
[00:15:11.680 --> 00:15:14.320]  在晚上夜闌人靜的時候
[00:15:14.320 --> 00:15:16.160]  可能就是比我們更加
[00:15:16.160 --> 00:15:19.120]  可以安靜我們的心的時候
[00:15:19.120 --> 00:15:19.920]  但是你要知道
[00:15:19.920 --> 00:15:21.520]  是天寒地凍的時候
[00:15:21.520 --> 00:15:22.960]  在曠野裡面
[00:15:22.960 --> 00:15:27.280]  是很悲涼的時候
[00:15:27.280 --> 00:15:28.720]  但是
[00:15:28.720 --> 00:15:31.920]  當大衛回想紀念神的時候
[00:15:31.920 --> 00:15:33.680]  思念神的時候
[00:15:33.680 --> 00:15:36.160]  我的心臟吃飽了你的骨髓肥幼
[00:15:36.160 --> 00:15:38.800]  我又要歡樂的嘴唇讚美你
[00:15:38.800 --> 00:15:41.600]  你看到那個對比多大
[00:15:41.600 --> 00:15:42.720]  骨髓肥幼
[00:15:42.720 --> 00:15:44.000]  哇!很肥而已
[00:15:44.000 --> 00:15:44.640]  牧師
[00:15:44.640 --> 00:15:46.080]  肥的東西現在不好吃
[00:15:46.080 --> 00:15:48.240]  我們今天就懂得這些東西
[00:15:48.240 --> 00:15:49.280]  但是當時
[00:15:49.280 --> 00:15:51.840]  骨髓肥幼是好的東西
[00:15:51.840 --> 00:15:54.400]  好像你今天吃肥牛
[00:15:54.400 --> 00:15:59.760]  要吃最好的老肉那些
[00:15:59.760 --> 00:16:01.280]  現在大家想想
[00:16:01.280 --> 00:16:05.200]  你最記得吃過什麼是回味的
[00:16:05.200 --> 00:16:07.120]  我現在想起
