
[00:00:00.000 --> 00:00:05.000]  好 今日呢我哋去到薩姆爾基上十五章
[00:01:50.840 --> 00:01:55.840]  咁當然呢個呢無禮嘅幽默嘅玩笑
[00:01:55.840 --> 00:01:59.160]  換嚟一種另類嘅反擊
[00:01:59.160 --> 00:02:03.720]  而且呢呢種嘅反擊都令到呢全場人恐懼
[00:02:03.720 --> 00:02:10.200]  咁喺當晚喺呢一個呢播放呢個嘅廣告嘅時候呢
[00:02:10.200 --> 00:02:15.040]  另一位嘅巨星Denzel Washington 一個前輩
[00:02:15.040 --> 00:02:16.800]  亦都呢已經好多年前啦
[00:02:16.800 --> 00:02:18.680]  廿年前已經呢二十年
[00:02:18.680 --> 00:02:22.320]  已經攞咗最佳嘅男主角
[00:02:22.320 --> 00:02:24.080]  同埋最佳男配角
[00:02:24.080 --> 00:02:26.320]  佢就走到去旁邊
[00:02:26.320 --> 00:02:29.320]  佢就同 Will Smith 史密斯講
[00:02:29.320 --> 00:02:31.840]  佢就講一句好煩人心醒嘅說話
[00:02:31.840 --> 00:02:36.840]  佢話喺人最高峰嘅時候就當小心
[00:02:36.840 --> 00:02:37.400]  因為呢個
[00:02:37.400 --> 00:02:41.920]  這正是魔鬼嚟找你嘅時候
[00:02:41.920 --> 00:02:43.600]  呢句說話好特別呀
[00:02:43.600 --> 00:02:46.040]  佢話高峰嘅時候要小心
[00:02:46.040 --> 00:02:49.640]  這正是魔鬼嚟找你嘅時候
[00:02:49.640 --> 00:02:52.800]  喺之後Will Smith 都引用
[00:02:52.800 --> 00:02:56.000]  呢個Denzel Washington 呢一句說話
[00:02:56.000 --> 00:02:57.800]  如果我哋認識佢呢
[00:02:57.800 --> 00:03:00.360]  佢係一個非常好嘅記憶圖嚟㗎
[00:03:00.360 --> 00:03:01.880]  係一個非常好嘅記憶圖
[00:03:01.880 --> 00:03:04.120]  咁因為之後呢
[00:03:04.120 --> 00:03:09.720]  史密斯 Will Smith 就喺公開佢嘅
[00:03:09.720 --> 00:03:15.160]  Twitter 就開始講咗呢段嘅說話啦
[00:03:15.160 --> 00:03:17.600]  佢咁講佢話任何認識嘅暴力
[00:03:17.600 --> 00:03:20.880]  都係毒害同破壞性嘅
[00:03:20.880 --> 00:03:23.560]  佢開始作回應作反思
[00:03:23.560 --> 00:03:28.920]  並且積極面對返佢做過嗰個嘅行為
[00:03:28.920 --> 00:03:31.920]  佢話我作問喺奧斯卡頒獎禮嘅行為
[00:03:31.920 --> 00:03:33.600]  係不能夠接受
[00:03:33.600 --> 00:03:36.720]  克里斯公開向佢道歉
[00:03:36.720 --> 00:03:37.840]  我越界喇
[00:03:37.840 --> 00:03:40.120]  並且錯誤
[00:03:40.120 --> 00:03:43.680]  我係一個 work in progress
[00:03:43.680 --> 00:03:44.760]  我發現咗少少
[00:03:44.760 --> 00:03:46.360]  我正喺成長中
[00:03:46.360 --> 00:03:49.480]  而中間英文有一部份我覺得好煩人心性
[00:03:49.480 --> 00:03:50.760]  佢咁講佢話
[00:03:50.760 --> 00:03:54.600]  My actions were not indicative
[00:03:54.600 --> 00:03:57.440]  of the man I want to be
[00:03:57.440 --> 00:04:00.160]  佢講到我行為唔係指向
[00:04:00.160 --> 00:04:02.440]  我想成為嗰個人
[00:04:02.440 --> 00:04:04.640]  唔係我想成為嗰個人
[00:04:04.640 --> 00:04:07.120]  呢個行為我覺得好特別
[00:04:07.120 --> 00:04:10.520]  係呀我哋其實每個人都會犯錯㗎
[00:04:10.520 --> 00:04:12.000]  我唔知你點睇
[00:04:12.000 --> 00:04:14.080]  每個人都會犯錯
[00:04:14.080 --> 00:04:16.560]  重要嘅就係當
[00:04:16.560 --> 00:04:18.840]  我哋發現自己有犯錯嘅時刻
[00:04:18.840 --> 00:04:21.520]  我哋有冇積極去面對
[00:04:21.520 --> 00:04:24.360]  積極去回應
[00:04:24.360 --> 00:04:28.440]  當然Chris Rock另一個諧星佢點樣回應
[00:04:28.440 --> 00:04:31.560]  我哋有待等待
[00:04:31.560 --> 00:04:33.360]  當然呢一樣嘅睇法
[00:04:33.360 --> 00:04:36.520]  同我哋今日講嘅經文非常有關
[00:04:36.520 --> 00:04:38.560]  如果我哋記得劉牧師上個禮拜
[00:04:38.560 --> 00:04:41.720]  講到薩姆爾記上第十三十四章
[00:04:41.720 --> 00:04:44.480]  正正講到蘇羅王
[00:04:44.480 --> 00:04:48.640]  喺佢作皇帝近高峰嘅時候
[00:04:48.640 --> 00:04:50.880]  佢犯咗個錯誤
[00:04:50.880 --> 00:04:52.480]  但係我哋見唔到
[00:04:52.480 --> 00:04:55.360]  蘇羅有啲乜嘢積極嘅反應
[00:04:55.360 --> 00:04:58.240]  今日嘅講到係下集
[00:04:58.240 --> 00:05:00.040]  如果上個禮拜係上集嘅話
[00:05:00.040 --> 00:05:01.080]  今日係下集
[00:05:01.080 --> 00:05:04.920]  亦都係講到蘇羅佢繼續犯錯
[00:05:04.920 --> 00:05:09.240]  而佢真係今日喺第十五章
[00:05:09.240 --> 00:05:10.680]  係佢嘅高峰
[00:05:10.680 --> 00:05:11.560]  點解呀
[00:05:11.560 --> 00:05:13.240]  因為喺呢一章之後
[00:05:13.240 --> 00:05:14.920]  佢嘅皇位
[00:05:14.920 --> 00:05:15.960]  佢嘅皇訓
[00:05:15.960 --> 00:05:17.560]  或者佢所做嘅事
[00:05:17.560 --> 00:05:20.400]  不斷走向下坡
[00:05:20.400 --> 00:05:23.880]  如果咁講薩姆爾係一個美好嘅結束
[00:05:23.880 --> 00:05:29.760]  我相信蘇羅王則是一個失敗嘅完結
[00:05:29.760 --> 00:05:31.640]  不過我哋要重溫少少
[00:05:31.640 --> 00:05:33.280]  其實冇幾耐之前㗎喇
[00:05:33.280 --> 00:05:35.760]  喺薩姆爾記上十一章
[00:05:35.760 --> 00:05:37.760]  今日係講到十幾章呀
[00:05:37.760 --> 00:05:39.360]  十五章咋
[00:05:39.360 --> 00:05:43.600]  十一章先至將佢高立為王嘅公開
[00:05:43.600 --> 00:05:45.560]  不如我哋有少少個重溫好嗎
[00:05:45.560 --> 00:05:47.240]  我哋不如屋企嘅弟兄姊妹
[00:05:47.240 --> 00:05:50.800]  同我哋教會嘅讀經員一齊讀好嗎
[00:05:50.800 --> 00:05:52.560]  預備起
[00:05:52.560 --> 00:05:55.160]  薩姆爾對百姓說
[00:05:55.160 --> 00:05:57.560]  我哋要往吉甲去
[00:05:57.560 --> 00:05:59.520]  在那裡立國
[00:05:59.520 --> 00:06:03.000]  眾百姓就到了吉甲那裡
[00:06:03.000 --> 00:06:06.840]  在耶和華面前立蘇羅為王
[00:06:06.840 --> 00:06:10.680]  又在耶和華面前獻平安祭
[00:06:10.680 --> 00:06:14.840]  蘇羅和以色列眾人大大歡喜
[00:06:14.840 --> 00:06:16.680]  係呀當時佢哋講咩呀
[00:06:16.680 --> 00:06:18.440]  大大歡喜呀嘛
[00:06:18.440 --> 00:06:21.120]  蘇羅同以色列人
[00:06:21.120 --> 00:06:22.880]  並且佢被高立
[00:06:22.880 --> 00:06:26.240]  係上帝面前高立佢㗎
[00:06:26.240 --> 00:06:27.640]  係佢認定㗎
[00:06:27.640 --> 00:06:30.000]  但係點解短短呢幾章
[00:06:30.000 --> 00:06:31.840]  十三十四章
[00:06:31.840 --> 00:06:33.640]  當時係打緊乜嘢人呀
[00:06:33.640 --> 00:06:34.560]  菲利士人
[00:06:34.560 --> 00:06:35.560]  去到今日呀
[00:06:35.560 --> 00:06:38.120]  另一場仗戰爺一會兒會講
[00:06:38.120 --> 00:06:41.440]  正式我哋宣佈一件事實
[00:06:41.440 --> 00:06:46.040]  就係耶和華厭棄蘇羅作王
[00:06:46.040 --> 00:06:47.120]  究竟做啲咩呢
[00:06:47.120 --> 00:06:49.000]  我哋學到啲咩呢
[00:06:49.000 --> 00:06:51.760]  十三十四章我哋都記得
[00:06:51.760 --> 00:06:54.120]  上個禮拜講到蘇羅憲制
[00:06:54.120 --> 00:06:56.080]  武等薩姆爾
[00:06:56.080 --> 00:06:58.720]  所以嗰刻宣佈失去王朝
[00:06:58.720 --> 00:07:02.360]  即係話佢之後就完結喇
[00:07:02.360 --> 00:07:04.000]  跟住十四章
[00:07:04.000 --> 00:07:06.560]  如果我哋記得梁牧師上個禮拜分享
[00:07:06.560 --> 00:07:08.720]  佢應該祈禱嘅時候佢又點呀
[00:07:08.720 --> 00:07:10.160]  行動
[00:07:10.160 --> 00:07:11.840]  應該行動嘅時候做咩呀
[00:07:11.840 --> 00:07:12.760]  祈禱
[00:07:12.760 --> 00:07:15.840]  其實仲有啲章節上個禮拜唔夠時間講
[00:07:15.840 --> 00:07:18.080]  就係講到佢同佢
[00:07:18.080 --> 00:07:20.840]  佢嘅仔 Jonathan
[00:07:20.840 --> 00:07:22.320]  同埋一場戰役
[00:07:22.320 --> 00:07:24.840]  佢做咗一啲應該唔應該做嘅事
[00:07:24.840 --> 00:07:28.000]  佢失去咗人民嘅尊重
[00:07:28.000 --> 00:07:30.000]  佢去到十五章
[00:07:30.000 --> 00:07:31.280]  就係因為佢叛逆
[00:07:31.280 --> 00:07:33.120]  唔單止失去王朝
[00:07:33.120 --> 00:07:36.280]  失去王位
[00:07:36.280 --> 00:07:39.440]  喺呢一章之後佢正式走下坡
[00:07:39.440 --> 00:07:41.760]  究竟發生咩事呢
[00:07:41.760 --> 00:07:43.800]  我哋又學到啲咩呢
[00:07:43.800 --> 00:07:45.800]  我哋立刻進入第十五章
[00:07:45.800 --> 00:07:48.800]  睇低十五章頭好幾節話畀我哋聽啲乜嘢先
[00:07:48.800 --> 00:07:53.640]  我哋先讀頭嗰一到三節
[00:07:53.640 --> 00:07:54.520]  我哋一齊讀好冇
[00:07:54.520 --> 00:07:55.720]  預備起
[00:07:55.720 --> 00:07:58.360]  薩姆爾對蘇羅說
[00:07:58.360 --> 00:08:01.680]  耶和華差遣我高你為王
[00:08:01.680 --> 00:08:04.600]  至理他的百姓以色列
[00:08:04.600 --> 00:08:08.320]  所以你當聽從耶和華的話
[00:08:08.320 --> 00:08:11.280]  萬軍之耶和華如此說
[00:08:11.280 --> 00:08:14.240]  以色列人出埃及的時候
[00:08:14.240 --> 00:08:18.200]  在路上阿瑪利人怎樣待他們
[00:08:18.200 --> 00:08:20.280]  怎樣抵擋他們
[00:08:20.280 --> 00:08:22.120]  我都沒有望
[00:08:22.120 --> 00:08:25.640]  現在你要去擊打阿瑪利人
[00:08:25.640 --> 00:08:28.120]  滅盡他們所有的
[00:08:28.120 --> 00:08:30.200]  不可憐惜他們
[00:08:30.200 --> 00:08:33.400]  將男女孩童吃奶的
[00:08:33.400 --> 00:08:38.280]  並牛羊駱駝和鹿進行殺死
[00:08:38.280 --> 00:08:39.280]  呢個好得意
[00:08:39.280 --> 00:08:41.600]  我哋記載一件好特別嘅事
[00:08:41.600 --> 00:08:45.720]  神命令蘇羅要做一件事
[00:08:45.720 --> 00:08:48.520]  就係將阿瑪利人滅盡
[00:08:48.520 --> 00:08:50.480]  咁你話咩事呀咁大件事
[00:08:50.480 --> 00:08:53.320]  佢話原來當日幾百年前
[00:08:53.320 --> 00:08:55.200]  佢做咗啲唔應該做嘢
[00:08:55.200 --> 00:08:56.760]  好得意我哋睇清楚
[00:08:56.760 --> 00:09:01.680]  佢話神都沒亡
[00:09:01.680 --> 00:09:03.760]  咁我唔記得做咗啲乜嘢
[00:09:03.760 --> 00:09:06.080]  好多百年前好多唔對嘅事
[00:09:06.080 --> 00:09:08.360]  唔公義嘅事 殘忍嘅事
[00:09:08.360 --> 00:09:09.520]  同樣我哋今日都係
[00:09:09.520 --> 00:09:11.560]  當我哋見到有啲唔對嘅事
[00:09:11.560 --> 00:09:12.720]  殘忍嘅事 唔公義嘅事
[00:09:12.720 --> 00:09:17.800]  可能我哋仲未見到佢有下場
[00:09:17.800 --> 00:09:21.160]  但係神沒有忘記
[00:09:21.160 --> 00:09:23.200]  咁你話點解咁多年先做
[00:09:23.200 --> 00:09:25.360]  因為上帝好有恩賜
[00:09:25.360 --> 00:09:27.320]  佢好想我哋回轉
[00:09:27.320 --> 00:09:31.480]  所以往往上帝真係懲罰一個嘅民族
[00:09:31.480 --> 00:09:33.480]  佢會等好多年
[00:09:33.480 --> 00:09:37.880]  我哋睇落去究竟佢滅盡阿瑪利人
[00:09:37.880 --> 00:09:39.360]  究竟咩事先
[00:09:39.360 --> 00:09:41.600]  點解會落呢一種嘅指令
[00:09:41.600 --> 00:09:44.120]  咁我哋必須返返去幾百年前
[00:09:44.120 --> 00:09:45.920]  即係去返生命記
[00:09:45.920 --> 00:09:47.760]  睇一睇佢哋做咗啲咩先
[00:09:47.760 --> 00:09:48.960]  我哋一齊讀生命記
[00:09:48.960 --> 00:09:50.400]  25章17 18節
[00:09:50.400 --> 00:09:51.480]  預備起
[00:09:51.480 --> 00:09:55.400]  你要記念你門出埃及嘅時候
[00:09:55.400 --> 00:09:59.080]  阿瑪利人喺路上怎樣待你
[00:09:59.080 --> 00:10:01.720]  佢門喺路上遇見你
[00:10:01.720 --> 00:10:03.920]  趁你疲乏困倦
[00:10:03.920 --> 00:10:07.400]  擊殺你盡後邊軟弱嘅人
[00:10:07.400 --> 00:10:10.240]  並不敬畏神
[00:10:10.240 --> 00:10:13.600]  係呀當時當佢哋喺埃及圍爐
[00:10:13.600 --> 00:10:15.000]  被壓迫嘅時候
[00:10:15.000 --> 00:10:16.080]  佢去逃離
[00:10:16.080 --> 00:10:17.960]  逃離咗壓迫嘅地方
[00:10:17.960 --> 00:10:21.760]  喺逃離嘅時候呢度描述咗行得慢嗰啲
[00:10:21.760 --> 00:10:23.360]  困倦嗰啲
[00:10:23.360 --> 00:10:26.640]  可能係苦如佢哋喺後面就偷襲佢得唔得
[00:10:26.640 --> 00:10:29.360]  佢就乘人所危
[00:10:29.360 --> 00:10:30.600]  呢個可恥嘅行為
[00:10:30.600 --> 00:10:32.320]  總之今晚我哋都聽到
[00:10:32.320 --> 00:10:34.960]  俄烏戰役嘅時候
[00:10:34.960 --> 00:10:39.880]  當好多婦女同兒童逃離烏克蘭
[00:10:39.880 --> 00:10:44.960]  我哋竟然聽到有人拐帶呢啲婦女同兒童
[00:10:44.960 --> 00:10:46.480]  真係好奇怪啲動作
[00:10:46.480 --> 00:10:48.880]  當時呢啲阿瑪力人
[00:10:48.880 --> 00:10:54.080]  就知道以色列民喺困苦嘅時候
[00:10:54.080 --> 00:10:55.200]  佢偷襲佢
[00:10:55.200 --> 00:10:56.720]  就好似恐怖分子
[00:10:56.720 --> 00:10:59.680]  好似海盜好似山賊咁樣做好多嘢
[00:10:59.680 --> 00:11:00.840]  好多百年前
[00:11:00.840 --> 00:11:01.680]  不過好特別
[00:11:01.680 --> 00:11:05.840]  當日喺二十五章十九節生命嘅記憶袋落去
[00:11:05.840 --> 00:11:07.160]  上帝做好幾樣嘢嘅
[00:11:07.160 --> 00:11:07.840]  我一齊讀嘛
[00:11:07.840 --> 00:11:08.920]  一二三
[00:11:08.920 --> 00:11:09.880]  所以
[00:11:09.880 --> 00:11:13.240]  耶和華你神使你不被四維
[00:11:13.240 --> 00:11:15.680]  一切的仇敵擾亂
[00:11:15.680 --> 00:11:21.360]  再耶和華你神賜你為業的地上得享平安
[00:11:21.360 --> 00:11:27.200]  那時你要將阿瑪力的名號從天下塗抹了
[00:11:27.200 --> 00:11:28.600]  不可忘記
[00:11:28.600 --> 00:11:29.440]  上帝做咗兩件事
[00:11:29.440 --> 00:11:31.560]  第一件事係保護以色列民
[00:11:31.560 --> 00:11:32.400]  第二件事
[00:11:32.400 --> 00:11:33.720]  佢宣告一樣嘢
[00:11:33.720 --> 00:11:37.120]  你哋嘅名字將會被塗抹
[00:11:37.120 --> 00:11:37.760]  咩叫塗抹
[00:11:37.760 --> 00:11:39.760]  冇咗你個名乜意思
[00:11:39.760 --> 00:11:41.240]  我諗你都有個名
[00:11:41.240 --> 00:11:41.800]  你有冇名
[00:11:41.800 --> 00:11:42.520]  有
[00:11:42.520 --> 00:11:43.560]  你有冇身份證
[00:11:43.560 --> 00:11:44.440]  有
[00:11:44.440 --> 00:11:46.240]  如果發現第二日起身
[00:11:46.240 --> 00:11:47.640]  你個身份證個名
[00:11:47.640 --> 00:11:49.160]  冇咗喎
[00:11:49.160 --> 00:11:51.760]  當你發現你銀行戶口入親你啲名
[00:11:51.760 --> 00:11:52.840]  都冇咗喎
[00:11:52.840 --> 00:11:55.000]  喺呢個世界冇咗
[00:11:55.000 --> 00:11:56.760]  有人認識你
[00:11:56.760 --> 00:12:00.160]  完全塗抹咗
[00:12:00.160 --> 00:12:03.320]  塗抹嘅時候發生喇
[00:12:03.320 --> 00:12:05.640]  竟然喺今天
[00:12:05.640 --> 00:12:07.680]  上帝叫數羅王去
[00:12:07.680 --> 00:12:08.520]  咁你話喂
[00:12:08.520 --> 00:12:11.880]  陳莫明明十三十四章都提到
[00:12:11.880 --> 00:12:15.320]  數羅王位必不長久嘅喎
[00:12:15.320 --> 00:12:17.680]  點解神仲容許嘅
[00:12:17.680 --> 00:12:19.000]  因為好簡單
[00:12:19.000 --> 00:12:21.600]  因為佢仍然係授高者
[00:12:21.600 --> 00:12:25.200]  我相信神想畀機會佢
[00:12:25.200 --> 00:12:26.800]  再畀個任務
[00:12:26.800 --> 00:12:28.440]  我哋知道㗎
[00:12:28.440 --> 00:12:32.120]  上帝常常喺我哋跌倒嘅時候畀機會我哋
[00:12:32.120 --> 00:12:36.080]  看佢係咪忠心完成呢個任務
[00:12:36.080 --> 00:12:38.640]  我哋邊個會知道
[00:12:38.640 --> 00:12:40.560]  上帝喺咩時候
[00:12:40.560 --> 00:12:42.800]  會再畀我哋重新嘅機會
[00:12:42.800 --> 00:12:44.360]  聖經講得好清楚
[00:12:44.360 --> 00:12:48.600]  當佢見到憂傷痛悔嘅心
[00:12:48.600 --> 00:12:51.920]  神必不輕看
[00:12:51.920 --> 00:12:53.160]  不過今日好可惜
[00:12:53.160 --> 00:12:55.640]  我哋將會見到喺第十五章
[00:12:55.640 --> 00:12:58.400]  數羅繼續一錯再錯
[00:12:58.400 --> 00:13:00.600]  我哋總共睇下佢錯幾多次
[00:13:00.600 --> 00:13:01.800]  我哋一齊進入去
[00:13:01.800 --> 00:13:03.440]  並且喺佢錯誤裏面
[00:13:03.440 --> 00:13:06.000]  我哋學習
[00:13:06.000 --> 00:13:09.040]  我哋繼續睇落去第四節十五章
[00:13:09.040 --> 00:13:11.000]  我哋一齊讀好唔好一二三
[00:13:11.000 --> 00:13:15.400]  於是數羅招聚百姓在提拉因
[00:13:15.400 --> 00:13:19.360]  數點他們共有步兵二十萬
[00:13:19.360 --> 00:13:22.000]  另有猶大人一萬
[00:13:22.000 --> 00:13:23.520]  好快佢立下行動
[00:13:23.520 --> 00:13:24.840]  我哋聽到
[00:13:24.840 --> 00:13:27.360]  好好啊一開始唔錯
[00:13:27.360 --> 00:13:30.880]  如果大家記得喺第十三十四章
[00:13:30.880 --> 00:13:33.360]  數羅當時有幾多軍隊幫佢
[00:13:33.360 --> 00:13:35.960]  有冇記得
[00:13:35.960 --> 00:13:39.440]  嗰度提到得三千
[00:13:39.440 --> 00:13:40.880]  呢度有幾多
[00:13:40.880 --> 00:13:42.360]  二十萬
[00:13:42.360 --> 00:13:45.560]  即係話數羅嘅名聲開始畀人認識
[00:13:45.560 --> 00:13:49.720]  亦都好多人跟隨願意打呢一場嘅仗
[00:13:49.720 --> 00:13:55.320]  喺佢生命可能已經喺佢嘅王位嘅高峰
[00:13:55.320 --> 00:13:57.840]  第七節繼續咁樣記載
[00:13:57.840 --> 00:13:58.600]  我哋一齊讀好唔好
[00:13:58.600 --> 00:13:59.760]  一二三
[00:13:59.760 --> 00:14:02.480]  數羅擊打亞馬力人
[00:14:02.480 --> 00:14:05.560]  生禽鳥亞馬力王阿甲
[00:14:05.560 --> 00:14:08.760]  用刀殺盡亞馬力的眾民
[00:14:08.760 --> 00:14:12.240]  數羅和百姓卻連摔阿甲
[00:14:12.240 --> 00:14:16.840]  也愛惜尚好的牛羊牛毒羊膏
[00:14:16.840 --> 00:14:18.600]  並一切美物
[00:14:18.600 --> 00:14:20.200]  不肯滅絕
[00:14:20.200 --> 00:14:23.760]  凡下戰受虐的盡刀殺了
[00:14:23.760 --> 00:14:25.800]  佢好似即刻行動
[00:14:25.800 --> 00:14:26.760]  聽神話
[00:14:26.760 --> 00:14:29.040]  即刻擊打亞馬力人
[00:14:29.040 --> 00:14:32.040]  但係有啲嘢佢冇做
[00:14:32.040 --> 00:14:35.360]  佢做咗嘅嘢就將下戰受虐嘅殺盡
[00:14:35.360 --> 00:14:37.600]  尚好的皇帝留返
[00:14:37.600 --> 00:14:38.240]  哎呀
[00:14:38.240 --> 00:14:39.840]  原來喺佢心目中
[00:14:39.840 --> 00:14:44.360]  佢以為部分嘅跟從就ok
[00:14:44.360 --> 00:14:47.240]  跟啲唔跟啲就可以喇
[00:14:47.240 --> 00:14:50.200]  佢選擇性跟
[00:14:50.200 --> 00:14:53.760]  佢以為咁樣選擇性跟從
[00:14:53.760 --> 00:14:55.680]  其實喺神嘅眼中
[00:14:55.680 --> 00:15:02.520]  只係美化咗嘅不跟從
[00:15:02.520 --> 00:15:04.640]  佢以為佢做差唔多先生
[00:15:04.640 --> 00:15:07.720]  就可以上帝越立
[00:15:07.720 --> 00:15:09.360]  當佢咁樣做完之後
[00:15:09.360 --> 00:15:15.240]  上帝立刻去薩姆爾有以下嘅說話
[00:15:15.240 --> 00:15:17.440]  記載第十節第十一節
[00:15:17.440 --> 00:15:18.360]  我哋一齊讀好冇呀
[00:15:18.360 --> 00:15:19.760]  一二三
[00:15:19.760 --> 00:15:23.280]  耶和華的話臨到薩姆爾說
[00:15:23.280 --> 00:15:25.280]  我立蘇羅為王
[00:15:25.280 --> 00:15:26.960]  我後悔了
[00:15:26.960 --> 00:15:30.000]  因為他轉去不跟從我
[00:15:30.000 --> 00:15:32.360]  不遵守我的命令
[00:15:32.360 --> 00:15:34.960]  薩姆爾便甚憂愁
[00:15:34.960 --> 00:15:37.600]  縱然愛求耶和華
[00:15:37.600 --> 00:15:39.400]  喺耶和華眼中好清楚
[00:15:39.400 --> 00:15:41.160]  第九節先講完
[00:15:41.160 --> 00:15:45.360]  蘇羅薩啲唔薩啲
[00:15:45.360 --> 00:15:47.320]  上帝立刻回應
[00:15:47.320 --> 00:15:51.000]  呢個等於不跟從
[00:15:51.000 --> 00:15:53.280]  縱然薩姆爾好憂愁
[00:15:53.280 --> 00:15:56.520]  好想耶和華再畀機會
[00:15:56.520 --> 00:15:58.680]  不過耶和華講得好清楚
[00:15:58.680 --> 00:16:04.400]  部份跟從就等於不跟從
[00:16:04.400 --> 00:16:08.720]  我估第五波香港都係好震驚嘅事
[00:16:08.720 --> 00:16:11.240]  從幾十宗到幾百宗
[00:16:11.240 --> 00:16:12.240]  幾千宗
[00:16:12.240 --> 00:16:13.680]  幾萬宗
[00:16:13.680 --> 00:16:15.400]  我哋教會立刻變陣
[00:16:15.400 --> 00:16:17.920]  我哋知道教會唔係淨係
[00:16:17.920 --> 00:16:21.160]  停留咗喺網上嘅崇拜
[00:16:21.160 --> 00:16:22.080]  呢個好重要
[00:16:22.080 --> 00:16:24.760]  或者停留喺網上嘅時候好重要
[00:16:24.760 --> 00:16:26.840]  不過我哋知道我哋可以做多啲
[00:16:26.840 --> 00:16:30.280]  我哋同時見到我哋好多嘅弟兄姊妹佢確診
[00:16:30.280 --> 00:16:32.280]  又見到有街坊確診
[00:16:32.280 --> 00:16:34.240]  見到好多弟兄姊妹佢互相關懷
[00:16:34.240 --> 00:16:35.600]  互相信物資
[00:16:35.600 --> 00:16:38.000]  好多組長組員我哋好感恩
[00:16:38.000 --> 00:16:40.600]  但係同時我哋見到有啲嘅組員
[00:16:40.600 --> 00:16:43.640]  有啲嘅街坊係冇人支援
[00:16:43.640 --> 00:16:45.680]  所以我哋嘅牧者同童工
[00:16:45.680 --> 00:16:47.040]  我哋立刻變陣
[00:16:47.040 --> 00:16:52.760]  我哋就變咗家庭主婦同埋deliver crew
[00:16:52.760 --> 00:16:55.320]  喺中間我哋通常會問
[00:16:55.320 --> 00:16:57.040]  打電話問佢你要啲乜
[00:16:57.040 --> 00:16:58.200]  要洗手液
[00:16:58.200 --> 00:16:59.800]  要快測
[00:16:59.800 --> 00:17:01.160]  你要食物
[00:17:01.160 --> 00:17:02.160]  你要藥
[00:17:02.160 --> 00:17:03.080]  我哋好感恩
[00:17:03.080 --> 00:17:04.080]  亦都好多弟兄姊妹
[00:17:04.080 --> 00:17:05.720]  無論係醫生
[00:17:05.720 --> 00:17:06.680]  無論弟兄姊妹
[00:17:06.680 --> 00:17:10.240]  都好多嘅供應畀我哋可以派出去
[00:17:10.240 --> 00:17:12.760]  畀我哋嘅弟兄姊妹
[00:17:12.760 --> 00:17:14.280]  其中有一幕呢
[00:17:14.280 --> 00:17:17.360]  我就都覺得幾有趣嘅
[00:17:17.360 --> 00:17:19.720]  就係當我又收到order喇
[00:17:19.720 --> 00:17:21.520]  我哋唔同嘅pastor都收order
[00:17:21.520 --> 00:17:22.680]  同個都收order
[00:17:22.680 --> 00:17:23.640]  咁就各自都會做
[00:17:23.640 --> 00:17:25.240]  有個個幫大家做
[00:17:25.240 --> 00:17:26.400]  咁我唔知大家知唔知
[00:17:26.400 --> 00:17:29.760]  其實呢我係真係唔係好識賣嘢
