
[00:00:00.000 --> 00:00:06.000]  今日開始我哋會講一個新嘅講道系列我哋一齊睇彈爾里書
[00:03:08.000 --> 00:03:31.000]  如果未處過卑賤嘅人呢亦都唔會體會得到忍受得到別人嘅凌辱同埋嗰個嘅責備其實好難頂㗎嘛而且呢一個嘅富貴榮華我相信對於貧窮呀卑賤呀落難嘅人嚟講呢嗰種嘅誘惑係好大㗎
[00:03:31.000 --> 00:03:53.000]  但係你大可以呢就把握呢一個黃金機會呀完全投入呢一個巴比倫生活啦你一個大翻身由俘虜成為一個名成利就但係可以咁樣喺巴比倫發生嘅事亦都冇人話點樣嚟怪責佢點解呀因為當時嘅猶大國已經亡咗㗎啦
[00:03:53.000 --> 00:04:12.000]  沒有國家比佢可以盡忠亦都冇一個家比佢維持民族精神呀佢當時身處嘅係一個不一樣嘅國家佢所接觸嘅係個不一樣嘅民族亦都身處係一個不一樣嘅文化嘅裏面
[00:04:12.000 --> 00:04:35.000]  咁加勒底人呢好明白呢一樣嘅佢要佢要呢一班被俘虜到佢哋國家嘅嘅猶太人所謂猶太人嘅精英如果你要呢一班人貼貼伏伏嘅服侍佢哋皇帝嘅時候佢需要將呢一班嘅俘虜猶太人呢改造成為佢哋佢哋加勒底人嘅文化嘅人
[00:04:35.000 --> 00:04:48.000]  咁所以呢如果我睇聖經啦呢一個嘅加勒底人呢用咗三個嘅行動你都係佢想改造呢一班嘅猶太人嘅精英分子呀第一
[00:04:48.000 --> 00:05:17.000]  喺思想方面佢教呢一班嘅人呢就加勒底人嘅學問同埋知識加埋佢哋講當地嘅語言喺行為方面呢畀黃嘅善黃嘅酒佢用身份方面呢次呢一班嘅猶太人一個加勒底嘅名字好明顯呢三個嘅行動呢就係要點呀切頭切尾將佢哋改造成為加勒底人讓佢哋忘記佢哋個個猶太人嘅身份
[00:05:17.000 --> 00:05:39.000]  讓佢哋忘記過去嘅文化過去嗰個嘅習俗甚至忘記佢哋嘅神不過呢我哋如果睇聖經嘅話呢對於呢四個年輕人嚟講雖然係一個好嚴厲嘅一個嘅挑戰呀少咗不慎嘅話呢就會係真係畀呢一班加勒底人所同化而不自知嘅
[00:05:39.000 --> 00:05:58.000]  而事實上呢當時佢哋嘅挑戰其實有某個程度上面亦都係我哋今日所面對嘅挑戰嚟嘅當日嗰一班嘅猶太人被擄到一個罪惡嘅巴比倫過著一啲當時嘅外邦文化偶像嘅生活
[00:05:58.000 --> 00:06:12.000]  但其實大家如果我哋去思想下其實今日我哋得到呢個重生嘅基督徒嘅生命其實亦都係活喺一個四處被罪所引誘嘅世界裏面
[00:06:12.000 --> 00:06:30.000]  如果我哋稍一不慎亦都會被呢個世界同化而不自知巴比倫不過雖然改變咗佢哋個名親戚嘅環境變曬所有嘅學識呀信仰呀都慢慢嘅侵蝕喺佢哋嘅思想嘅裏面
[00:06:30.000 --> 00:06:44.000]  不過大家睇聖經會發覺冇改變到丹爾里一個青年嗰個嘅心佢冇因為咁樣就放冇因為擺喺面前嘅榮華富貴呢就忘記咗佢猶太人嘅身份冇喎
[00:06:44.000 --> 00:07:01.000]  亦都冇因為巴比倫裏面呢咁多嘅偶像而忘記咗從小佢就相信嘅耶和華點解呀我相信因為但你知道好清楚縱然佢生活喺巴比倫但佢卻不屬於巴比倫
[00:07:01.000 --> 00:07:15.000]  我相信呢一個確信呢一個嘅信念極其重要喎如果我問大家你覺得你喺身份上面係咩人嚟嘅有啲人話我澳洲人
[00:07:15.000 --> 00:07:36.000]  有啲人話我係中國人嚟㗎有啲香港人香港嚟㗎我係香港人係啲澳門嚟㗎我係澳門人不過講個香港人嘅身份呀而家就因為政治嘅複雜化我相信香港而家好多喺身份上面都有唔同嘅表態嘅有啲人話我係活喺香港嘅中國人
[00:07:36.000 --> 00:07:58.000]  有啲可能話係我係活喺香港嘅英國人有啲人話我係香港中國人臨臨總總嘅身份但我相信你如何看待自己喺地上面嘅身份其實反映咗你點樣睇你喺呢個世界裏面嘅身份
[00:07:58.000 --> 00:08:23.000]  你都可能反映咗你對某一啲嘅政權嘅不滿不過如果當我哋睇但以你呢個故事嘅時候雖然巴比倫呢一個嘅國家係將猶太人嘅國家忘咗讓佢哋國破家亡係咪雖然巴比倫亦都係一個拜偶像嘅國家
[00:08:23.000 --> 00:08:40.000]  但係你睇到但以你並冇因此而否定呢個政權嘅喎好得意嘅喎而同一時間佢都冇忘記佢作為神選民身份嘅呢一個嘅特徵
[00:08:40.000 --> 00:08:58.000]  我哋認定我係澳洲人係好中國人係好香港人都好反而呢個唔係最重要嘅一樣嘢最重要反而就係我哋知道我哋地上面嘅身份以上我哋仍然有一個更重要嘅身份呢個就係屬天嘅身份
[00:08:58.000 --> 00:09:16.000]  一個不屬於呢個世界嘅身份紫圖彼得話畀我哋聽我哋係神所揀選嘅族類我哋係喺一個聖潔嘅國度裏面係屬神嘅子民人呢個身份係超越咗我哋地上我唔理你覺得自己係地上如何嘅身份
[00:09:16.000 --> 00:09:39.000]  但我哋每一個信耶穌嘅人我哋就得著呢一個從天而來不屬世界嘅身份呢一個身份先係最重要讓我哋從但以理嘅身上我哋學習到其實我哋身處任何嘅環境我哋地上面嘅身份不能定義亦都不能改變我哋屬天嘅身份
[00:09:39.000 --> 00:09:59.000]  無論我哋嘅環境如何我哋身處嘅政權如何我哋都需要好認定我哋屬天嘅身份就算當呢一個地上嘅政權上次我哋都問有冇邪惡嘅政權
[00:09:59.000 --> 00:10:16.000]  縱然我哋身處嘅政權係一個極為邪惡嘅政權但我哋睇但以理書嘅時候好得意但以理書就話畀我哋聽用行動證明畀我哋聽我哋喺一個不公義嘅世界裏面喺一個不公義嘅社會裏面我哋仍然可以做一個公義嘅人
[00:10:16.000 --> 00:10:26.000]  而事實上我都同大家講過呢個世界上面唔會有一個絕對公義嘅政權亦都唔會有絕對公義嘅群體
[00:10:26.000 --> 00:10:34.000]  點解都簡單如果有嘅時候都唔需要從天上嚟到呢個世界為罪人而死
[00:10:34.000 --> 00:10:44.000]  我再睇落去剛才我哋提到其中一個嘅方法巴比倫王就係想同化但以利用佢嘅朋友
[00:10:44.000 --> 00:10:49.000]  唔單止讓到佢哋食到皇帝嘅膳食同埋美酒
[00:10:49.000 --> 00:10:59.000]  通過呢個方式同化呢班嘅後生仔當然亦都係要養到佢肥肥霸霸
[00:10:59.000 --> 00:11:02.000]  有個健康嘅身體嚟到服侍皇帝係咪
[00:11:02.000 --> 00:11:07.000]  我想大家諗諗食皇帝嘅膳食飲皇帝嘅美酒
[00:11:07.000 --> 00:11:12.000]  大家如何嘅嚟到去睇呢樣嘢
[00:11:12.000 --> 00:11:17.000]  我記得好多時候我去參加啲旅遊團其中個旅遊團嘅賣點
[00:11:17.000 --> 00:11:21.000]  就好多時候都話咩呀有宮廷菜食
[00:11:21.000 --> 00:11:25.000]  有宮廷宴可以一嘗皇帝嘅美食
[00:11:25.000 --> 00:11:27.000]  呢個其實係一個賣點嚟㗎
[00:11:27.000 --> 00:11:32.000]  即係話咩呀即係話食皇帝嘅嘢都係好多人嘅渴求嚟㗎係咪
[00:11:32.000 --> 00:11:36.000]  而家彈嘢你講緊呢度唔係去參加旅遊團
[00:11:36.000 --> 00:11:43.000]  而家講緊彈嘢直頭日日都食住皇帝食嘅美食飲住皇帝飲嘅美酒
[00:11:43.000 --> 00:11:45.000]  幾咁好呀
[00:11:45.000 --> 00:11:50.000]  不過如果我睇第八節嘅時候彈嘢反應佢係好出奇嘅
[00:11:50.000 --> 00:11:57.000]  彈嘢話我立志不以皇嘅膳同埋皇所飲嘅酒嚟到顛污自己
[00:11:57.000 --> 00:11:59.000]  對於今日嘅基督徒嚟講
[00:11:59.000 --> 00:12:04.000]  也許我哋會唔會唔太過明白點解彈嘢會咁樣嘅諗法
[00:12:04.000 --> 00:12:06.000]  會唔會太過律法主義呀
[00:12:06.000 --> 00:12:08.000]  會唔會太過死板呀做人
[00:12:08.000 --> 00:12:11.000]  畢竟如果我睇返新約主耶穌自己嘅教導嘅時候
[00:12:11.000 --> 00:12:16.000]  豈唔係話從外面進去的不能污衞人
[00:12:16.000 --> 00:12:21.000]  唯有從裏面出嚟嘅才能污衞人
[00:12:21.000 --> 00:12:23.000]  我哋跳落下一章
[00:12:23.000 --> 00:12:27.000]  咁所以保羅使徒保羅亦都有同類型嘅教訓
[00:12:27.000 --> 00:12:33.000]  保羅話就係話凡神所做的物都是好的
[00:12:33.000 --> 00:12:39.000]  若傳感恩嘅心領受嘅時候就沒有一樣可棄的
[00:12:39.000 --> 00:12:46.000]  如果我哋睇舊約嘅時候亦都有類似嘅教導
[00:12:46.000 --> 00:12:48.000]  所以解經家就話
[00:12:48.000 --> 00:12:52.000]  但你當時拒絕黃嘅膳食同埋美酒
[00:12:52.000 --> 00:12:54.000]  其中一個可能嘅原因就係因為
[00:12:54.000 --> 00:12:56.000]  並唔係因為食物嘅清潔
[00:12:56.000 --> 00:12:58.000]  而係因為喺禮儀上面嘅潔淨
[00:12:58.000 --> 00:13:00.000]  因為舊約講得好清楚㗎嘛
[00:13:00.000 --> 00:13:05.000]  神係要求百姓唔好食某一啲嘅獸
[00:13:05.000 --> 00:13:07.000]  某一啲嘅魚同埋雀鳥
[00:13:07.000 --> 00:13:09.000]  因為佢哋係不潔淨嘅
[00:13:09.000 --> 00:13:10.000]  如果食到嘅時候
[00:13:10.000 --> 00:13:12.000]  百姓就會視為不潔
[00:13:12.000 --> 00:13:15.000]  所以呢度嘅食物嘅規條
[00:13:15.000 --> 00:13:20.000]  也許係因為衛生嘅原因
[00:13:20.000 --> 00:13:26.000]  也許係因為當時嘅處理食物嘅方式唔太理想
[00:13:26.000 --> 00:13:29.000]  不過我相信更加重要嘅原因就係話
[00:13:29.000 --> 00:13:33.000]  通過飲食上面同其他民族嘅不同
[00:13:33.000 --> 00:13:35.000]  係要話畀以色列人聽
[00:13:35.000 --> 00:13:36.000]  話畀神嘅子民聽
[00:13:36.000 --> 00:13:41.000]  俗神嘅人係應該分別為性
[00:13:41.000 --> 00:13:42.000]  分別出嚟嘅
[00:13:42.000 --> 00:13:46.000]  大家都知道食物本身唔能夠污衞人嘅心靈
[00:13:46.000 --> 00:13:53.000]  但係若果因為食物或者肉身嘅享受
[00:13:53.000 --> 00:13:55.000]  而有所貪圖
[00:13:55.000 --> 00:13:58.000]  甚至同呢個世界同流合污嘅時候
[00:13:58.000 --> 00:14:00.000]  咁就唔單係食物嘅問題
[00:14:00.000 --> 00:14:02.000]  而係心智嘅問題
[00:14:02.000 --> 00:14:06.000]  所以呢度彈爾尼唔肯食黃嘅飲食
[00:14:06.000 --> 00:14:08.000]  為免玷污自己
[00:14:08.000 --> 00:14:16.000]  按字句嘅解釋係指到移民條文方面嘅污衞
[00:14:16.000 --> 00:14:19.000]  如果我哋按正義嘅解釋
[00:14:19.000 --> 00:14:25.000]  其實就係指到人同神嘅心態被玷污了
[00:14:25.000 --> 00:14:27.000]  大家如果一路再睇落去嘅時候
[00:14:27.000 --> 00:14:31.000]  彈爾尼其實喺呢個嘅唔同嘅外邦王朝裏面
[00:14:31.000 --> 00:14:37.000]  最少做咗七十年嘅工作
[00:14:37.000 --> 00:14:41.000]  喺七十年裏面佢真係為高權重
[00:14:41.000 --> 00:14:44.000]  我相信其中一個好重要嘅原因
[00:14:44.000 --> 00:14:49.000]  點解佢咁被呢兩個王朝所重用
[00:14:49.000 --> 00:14:52.000]  亦都係神上一路所賜福嘅
[00:14:52.000 --> 00:14:54.000]  我相信其中一個好重要嘅原因
[00:14:54.000 --> 00:14:56.000]  就係因為佢一開始嘅時候
[00:14:56.000 --> 00:15:03.000]  佢已經為自己定下咗一個不能超越嘅底線
[00:15:03.000 --> 00:15:08.000]  亦都立志去持守佢所定落嚟嘅底線
[00:15:08.000 --> 00:15:10.000]  但你知道好清楚
[00:15:10.000 --> 00:15:16.000]  要維持神嘅信心
[00:15:16.000 --> 00:15:19.000]  生活係一個偶像嘅國家
[00:15:19.000 --> 00:15:22.000]  佢需要將自己分別出嚟
[00:15:22.000 --> 00:15:25.000]  要喺唔同嘅範疇為自己定立一啲嘅底線
[00:15:25.000 --> 00:15:28.000]  而我哋喺呢個故事裏面睇到
[00:15:28.000 --> 00:15:31.000]  三年嘅宮廷嘅訓練
[00:15:31.000 --> 00:15:35.000]  但其實佢一早已經定咗個底線
[00:15:35.000 --> 00:15:36.000]  個底線係咩
[00:15:36.000 --> 00:15:40.000]  個底線就係唔食黃嘅膳食
[00:15:40.000 --> 00:15:42.000]  唔飲黃嘅酒
[00:15:42.000 --> 00:15:45.000]  我唔敢肯定大家
[00:15:45.000 --> 00:15:47.000]  我哋有冇喺我哋嘅信仰上面
[00:15:47.000 --> 00:15:51.000]  有冇曾經定下過任何嘅底線
[00:15:51.000 --> 00:15:53.000]  喺我哋嘅工場上面
[00:15:53.000 --> 00:15:56.000]  我哋有冇立志
[00:15:56.000 --> 00:16:00.000]  我哋千萬唔好為咗升職加薪
[00:16:00.000 --> 00:16:03.000]  就喺度製造謊言
[00:16:03.000 --> 00:16:07.000]  或者我哋喺我哋嘅商場上面
[00:16:07.000 --> 00:16:09.000]  我哋曾經有冇立志就係話
[00:16:09.000 --> 00:16:11.000]  我哋唔好為咗做成生意
[00:16:11.000 --> 00:16:14.000]  就有任何一啲不道德嘅台底交易
[00:16:14.000 --> 00:16:16.000]  又或者我哋喺教會生活裏面
[00:16:16.000 --> 00:16:20.000]  我哋有冇立志我哋寧可自己受到虧損
[00:16:20.000 --> 00:16:21.000]  我哋都唔好容讓
[00:16:21.000 --> 00:16:24.000]  周圍嘅弟兄姊妹受到傷害
[00:16:24.000 --> 00:16:27.000]  唯嘅就係保持教會合一
[00:16:27.000 --> 00:16:29.000]  我唔知對於呢個底線喺邊度
[00:16:29.000 --> 00:16:33.000]  我唔知對於應該喺邊一個場合立啲咩嘅底線
[00:16:33.000 --> 00:16:34.000]  但係弟兄姊妹似乎
[00:16:34.000 --> 00:16:36.000]  但依你書話畀我哋聽
[00:16:36.000 --> 00:16:38.000]  我哋需要立志我哋需要底線
[00:16:38.000 --> 00:16:40.000]  而一但我哋定咗呢個底線嘅時候
[00:16:40.000 --> 00:16:44.000]  我哋就要持守唔好越過呢條嘅底線
[00:16:44.000 --> 00:16:46.000]  嗰陣時我哋失敗我哋跌倒
[00:16:46.000 --> 00:16:48.000]  原因就係因為我哋從來都冇立志
[00:16:48.000 --> 00:16:50.000]  將自己分別出嚟
[00:16:50.000 --> 00:16:52.000]  呢啲嘅失敗嘅例子
[00:16:52.000 --> 00:16:55.000]  聖經中比比皆是隨時都可以搵得到
[00:16:55.000 --> 00:16:58.000]  有啲咩例子啊
[00:16:58.000 --> 00:17:03.000]  亞當食咗神叫佢唔好食嘅分辨善惡樹
[00:17:03.000 --> 00:17:09.000]  聖靈唔會強迫亞當唔食呢個分辨善惡樹
[00:17:09.000 --> 00:17:12.000]  聖靈亦都唔會幫助羅德唔住喺所多瑪
[00:17:12.000 --> 00:17:16.000]  聖靈亦都唔會幫助猶大唔出賣耶穌
[00:17:16.000 --> 00:17:19.000]  同樣我相信聖靈亦都唔會幫助一個
[00:17:19.000 --> 00:17:24.000]  從來冇立志冇定下底線嘅基督徒
[00:17:24.000 --> 00:17:25.000]  好了我再睇落嚟
[00:17:25.000 --> 00:17:27.000]  當丹爾尼定咗佢個底線
[00:17:27.000 --> 00:17:31.000]  立志維持呢條底線嘅時候
[00:17:31.000 --> 00:17:36.000]  佢就要將呢一啲嘅決定付諸行動
[00:17:36.000 --> 00:17:40.000]  個行動就係去到太監長嘅面前你都係叫佢
[00:17:40.000 --> 00:17:42.000]  不如你試下我哋十日啦
[00:17:42.000 --> 00:17:45.000]  我哋十日唔飲用黃嘅酒
[00:17:45.000 --> 00:17:46.000]  唔食黃嘅食物
[00:17:46.000 --> 00:17:48.000]  你淨係畀素菜我哋
[00:17:48.000 --> 00:17:50.000]  試我哋十日
[00:17:50.000 --> 00:17:54.000]  而神亦都為丹爾尼開路
[00:17:54.000 --> 00:17:58.000]  得到呢個太監長嘅批准
[00:17:58.000 --> 00:18:01.000]  亦都得到上帝嘅眷顧
[00:18:01.000 --> 00:18:04.000]  佢真係十日之後呢
[00:18:04.000 --> 00:18:07.000]  佢哋比眾人都更加嘅健康
[00:18:07.000 --> 00:18:09.000]  臉色更加嘅好
[00:18:09.000 --> 00:18:10.000]  就係因為咁樣
[00:18:10.000 --> 00:18:16.000]  太監長就允許咗呢幾個年輕人嘅要求
[00:18:16.000 --> 00:18:18.000]  呢個故事話畀我哋聽
[00:18:18.000 --> 00:18:20.000]  如果冇神嘅賜福
[00:18:20.000 --> 00:18:22.000]  就算食最好嘅食物
[00:18:22.000 --> 00:18:25.000]  飲用最好嘅飲品
[00:18:25.000 --> 00:18:27.000]  我哋都可以百病重生
[00:18:27.000 --> 00:18:30.000]  一樣可以睇病多藥
[00:18:30.000 --> 00:18:34.000]  睇藥多病
[00:18:34.000 --> 00:18:37.000]  唔單止喺身體上面
[00:18:37.000 --> 00:18:39.000]  神賜福我哋
[00:18:39.000 --> 00:18:44.000]  神賜福畀丹爾尼同埋嗰幾個嘅朋友
[00:18:44.000 --> 00:18:46.000]  喺聖經話畀我哋聽
[00:18:46.000 --> 00:18:48.000]  神亦都喺各樣嘅學問上面
[00:18:48.000 --> 00:18:50.000]  黎到賜畀佢哋聰明智慧
[00:18:50.000 --> 00:18:54.000]  尤其係丹爾尼又明白各樣嘅意象同埋夢想
[00:18:54.000 --> 00:18:56.000]  以至佢圍觀咩呀
[00:18:56.000 --> 00:18:59.000]  70年經歷咗兩個王國
[00:18:59.000 --> 00:19:02.000]  四個王朝
[00:19:02.000 --> 00:19:04.000]  呢個絕對唔係必然
[00:19:04.000 --> 00:19:07.000]  絕對唔係幸運
[00:19:07.000 --> 00:19:10.000]  當中有好多寶貴嘅淑女功課
[00:19:10.000 --> 00:19:11.000]  我哋可以學習
[00:19:11.000 --> 00:19:13.000]  總結我想提出三點
[00:19:13.000 --> 00:19:15.000]  可以大家一齊去學習
[00:19:15.000 --> 00:19:16.000]  第一
[00:19:16.000 --> 00:19:20.000]  我哋需要堅定我哋屬神子民嘅身份
[00:19:20.000 --> 00:19:22.000]  呢個屬天不是屬世
[00:19:22.000 --> 00:19:25.000]  我哋需要立定志向定下底線
[00:19:25.000 --> 00:19:28.000]  跟住神必定賜福
[00:19:28.000 --> 00:19:32.000]  等我哋好清楚我哋喺天上面嘅身份
[00:19:32.000 --> 00:19:36.000]  我哋好清楚我哋生命嘅主人係邊個嘅時候
[00:19:36.000 --> 00:19:39.000]  我畀大家聽外在嘅困難
[00:19:39.000 --> 00:19:42.000]  外在嘅環境點樣嘅變遷
[00:19:42.000 --> 00:19:47.000]  都唔會奪去神賜畀我哋嘅恩典
[00:19:47.000 --> 00:19:52.000]  只要我哋堅持遵守聖經裏面嘅教訓
[00:19:52.000 --> 00:19:53.000]  畀大家聽
[00:19:53.000 --> 00:19:56.000]  不單止我哋不會吃虧
[00:19:56.000 --> 00:19:59.000]  神亦都會賜下祝福
[00:19:59.000 --> 00:20:01.000]  就好似丹尼尼呢四個人一樣
[00:20:01.000 --> 00:20:03.000]  大家想像一下
[00:20:03.000 --> 00:20:06.000]  佢哋喺咁險惡嘅環境底下
[00:20:06.000 --> 00:20:11.000]  冇因為國王嘅命令就妥協囉
[00:20:11.000 --> 00:20:13.000]  亦都冇因為被選入皇宮裏面
[00:20:13.000 --> 00:20:15.000]  要協助處理國務
[00:20:15.000 --> 00:20:19.000]  就放棄咗佢哋既有嘅信仰原則
[00:20:19.000 --> 00:20:21.000]  佢哋堅持到底
[00:20:21.000 --> 00:20:24.000]  而且想盡辦法克服所遇到嘅困難
[00:20:24.000 --> 00:20:28.000]  神就係要亦都會幫助
[00:20:28.000 --> 00:20:32.000]  呢一種立定心志嘅兒女
[00:20:32.000 --> 00:20:35.000]  就好似幫助丹尼尼四個人一樣
[00:20:35.000 --> 00:20:36.000]  第二點
[00:20:36.000 --> 00:20:39.000]  雖然巴比倫同埋後期嘅波斯閣
[00:20:39.000 --> 00:20:43.000]  都係一個充滿偶像嘅國家
[00:20:43.000 --> 00:20:46.000]  而且我哋所睇到嘅皇帝
[00:20:46.000 --> 00:20:49.000]  都唔係特別嘅公義嘅
[00:20:49.000 --> 00:20:54.000]  但以你卻係好忠心嘅服侍呢個皇帝
[00:20:54.000 --> 00:20:57.000]  同埋呢啲偶像嘅國家
[00:20:57.000 --> 00:21:00.000]  如果我哋睇當時同一個時期嘅先知
[00:21:00.000 --> 00:21:01.000]  耶利米
[00:21:01.000 --> 00:21:03.000]  神就通過耶利米咁樣講
[00:21:03.000 --> 00:21:07.000]  佢話當你哋被擄到邊一個嘅城市
[00:21:07.000 --> 00:21:10.000]  你哋要為嗰個城市求平安
[00:21:10.000 --> 00:21:13.000]  因為嗰個城市得著平安嘅時候
[00:21:13.000 --> 00:21:16.000]  你哋住喺嗰個城市嘅人
[00:21:16.000 --> 00:21:18.000]  都會隨著得平安
[00:21:18.000 --> 00:21:22.000]  所以我哋每兩個星期網上嘅祈禱會
[00:21:22.000 --> 00:21:24.000]  大家有參加祈禱會都知
[00:21:24.000 --> 00:21:27.000]  我哋會不斷為我哋所處嘅澳洲
[00:21:27.000 --> 00:21:29.000]  你都係求平安
[00:21:29.000 --> 00:21:31.000]  因為我哋身處呢個國家
[00:21:31.000 --> 00:21:34.000]  呢個係神畀我哋嘅屬靈嘅責任
[00:21:34.000 --> 00:21:37.000]  我哋都要為我哋所處嘅國家
[00:21:37.000 --> 00:21:43.000]  所現有嘅政府
[00:21:43.000 --> 00:21:47.000]  我哋都需要為國家與政府嚟度求平安
[00:21:47.000 --> 00:21:52.000]  因為耶利米咁樣嘅全講神嘅說話
[00:21:52.000 --> 00:21:55.000]  但你從來冇諗過
[00:21:55.000 --> 00:21:59.000]  推翻當日巴比倫嘅政權
[00:21:59.000 --> 00:22:02.000]  相反如果我哋睇呢個第37節嘅時候
[00:22:02.000 --> 00:22:05.000]  佢反而肯定咗巴比倫王嘅王權
[00:22:05.000 --> 00:22:07.000]  佢話巴比倫 尼波加利塞王
[00:22:07.000 --> 00:22:09.000]  你係諸王之王
[00:22:09.000 --> 00:22:13.000]  天上嘅神已經將國度權並能力榮耀都賜給你
[00:22:13.000 --> 00:22:15.000]  好難想像
[00:22:15.000 --> 00:22:16.000]  大家要明白
[00:22:16.000 --> 00:22:18.000]  尼波加利塞王
[00:22:18.000 --> 00:22:21.000]  巴比倫王呢個國家
[00:22:21.000 --> 00:22:25.000]  係令到丹尼尼家破人亡
[00:22:25.000 --> 00:22:31.000]  令到佢哋嘅國家被攻陷 被毀滅
[00:22:31.000 --> 00:22:35.000]  點解丹尼尼仲可以講得出咁樣嘅說話嘅
[00:22:35.000 --> 00:22:37.000]  會唔會過份擦鞋咗
[00:22:37.000 --> 00:22:40.000]  會唔會過份係為咗自己嘅利益
[00:22:40.000 --> 00:22:42.000]  定係有另外一個原因去咁樣講
[00:22:42.000 --> 00:22:45.000]  咩原因
[00:22:45.000 --> 00:22:47.000]  我相信個原因係因為
[00:22:47.000 --> 00:22:50.000]  丹尼尼相信
[00:22:50.000 --> 00:22:54.000]  知道神做緊啲咩嘢
[00:22:54.000 --> 00:22:55.000]  你可能會反對
[00:22:55.000 --> 00:22:57.000]  話唔係喎神
[00:22:57.000 --> 00:23:00.000]  尼個尼波加利塞王係個衰皇帝嚟㗎喎
[00:23:00.000 --> 00:23:02.000]  唔係喎 今日我哋所處嘅政權
[00:23:02.000 --> 00:23:05.000]  係一個邪惡嘅政權嚟㗎喎
[00:23:05.000 --> 00:23:07.000]  大家要明白
[00:23:07.000 --> 00:23:10.000]  我哋要思想 知道
[00:23:10.000 --> 00:23:14.000]  究竟你係神 還是天父上帝係神
[00:23:14.000 --> 00:23:15.000]  你可能話唔係喎
[00:23:15.000 --> 00:23:17.000]  呢一個邪惡嘅政權
[00:23:17.000 --> 00:23:20.000]  搞到而家天下大亂喎
[00:23:20.000 --> 00:23:23.000]  大家記唔記得當彼得
[00:23:23.000 --> 00:23:26.000]  見到主耶穌行在海上嘅時候
[00:23:26.000 --> 00:23:27.000]  彼得點樣講
[00:23:27.000 --> 00:23:31.000]  主話我都想行下喺海面上
[00:23:31.000 --> 00:23:35.000]  主耶穌就叫彼得你一齊落嚟行
[00:23:35.000 --> 00:23:38.000]  好啦 當彼得走在海面上
[00:23:38.000 --> 00:23:40.000]  我唔知走到幾多步
[00:23:40.000 --> 00:23:43.000]  但係佢見到 嘩 風高浪急
[00:23:43.000 --> 00:23:47.000]  即刻就馬上要沉落去
[00:23:47.000 --> 00:23:48.000]  當彼得要沉落去嘅時候
[00:23:48.000 --> 00:23:51.000]  主耶穌就伸出手嚟同彼得講
[00:23:51.000 --> 00:23:53.000]  記唔記得主耶穌講咩呀
[00:23:53.000 --> 00:23:54.000]  主耶穌話
[00:23:54.000 --> 00:23:58.000]  你隻小信嘅人呀 為什麽而惑
[00:23:58.000 --> 00:24:01.000]  不要而惑 總要信
