
[00:00:00.000 --> 00:00:02.920]  各位主內的弟兄姊妹你們好
[00:02:09.000 --> 00:02:11.960]  當然另外一樣東西我們香港就很明顯
[00:02:11.960 --> 00:02:14.240]  政府都發出一些警告
[00:02:14.240 --> 00:02:17.240]  將來香港很多人會移民
[00:02:17.240 --> 00:02:20.520]  而留在那裡都有很多會失業的
[00:02:20.520 --> 00:02:23.120]  所以香港的經濟體的情況
[00:02:23.120 --> 00:02:26.520]  都會遭遇一個相當大的考驗
[00:02:26.520 --> 00:02:28.520]  在這些逆境當中的時間
[00:02:28.520 --> 00:02:30.640]  我們的希望在哪裡呢?
[00:02:30.640 --> 00:02:34.400]  我自己仍然是找一份聖經做我們的指引的
[00:02:34.400 --> 00:02:38.320]  因為我們知道在聖經裡面給我們有指引的
[00:02:38.320 --> 00:02:43.480]  所以你看到第二個powerpoint講的逆境中前行
[00:02:43.480 --> 00:02:50.720]  我就選擇了哥林多前書十三章來做我們的經文
[00:02:50.720 --> 00:02:54.480]  那裡就是說要有信心
[00:02:54.480 --> 00:02:57.000]  信心不是對政權的信心
[00:02:57.000 --> 00:02:59.400]  不是對自己的信心這麼簡單
[00:02:59.400 --> 00:03:03.840]  是對我們的天父基督聖靈的信心
[00:03:03.840 --> 00:03:08.200]  當然盼望不是我們自己人的希望
[00:03:08.200 --> 00:03:10.000]  盼望是從神而來的
[00:03:10.000 --> 00:03:13.360]  在逆境當中我們時時都有盼望
[00:03:13.360 --> 00:03:15.080]  盼望都是從天上
[00:03:15.080 --> 00:03:16.640]  在最逆境的時間
[00:03:16.640 --> 00:03:18.720]  整本聖經都有很多逆境
[00:03:18.720 --> 00:03:20.880]  但是神是掌權的
[00:03:20.880 --> 00:03:24.320]  當然其中最大的就是愛
[00:03:24.320 --> 00:03:27.480]  我很希望大家都在這個時間
[00:03:27.480 --> 00:03:31.880]  大家一起如果有聖經的時間
[00:03:31.880 --> 00:03:33.880]  你都打開你的聖經
[00:03:33.880 --> 00:03:38.960]  跟我一起來讀一次這段聖經
[00:03:38.960 --> 00:03:41.840]  我這裡的powerpoint有寫的
[00:03:41.840 --> 00:03:44.200]  就是哥林多前書十三章
[00:03:44.200 --> 00:03:45.400]  我們很熟悉的
[00:03:45.400 --> 00:03:50.280]  我希望大家慢慢開聲讀一次
[00:03:50.280 --> 00:03:53.040]  這一章非常重要的聖經
[00:03:53.040 --> 00:03:56.200]  在聖經裡面其中很重要的一章聖經
[00:03:56.200 --> 00:03:59.640]  我就知道保羅寫的時間
[00:03:59.640 --> 00:04:01.600]  都知道當時是有逆境的
[00:04:01.600 --> 00:04:03.400]  但是他就這樣講
[00:04:03.400 --> 00:04:06.600]  哥林多前書十三章第一節
[00:04:06.600 --> 00:04:08.520]  大家跟我一起讀
[00:04:08.520 --> 00:04:11.920]  「我若能說萬人的謊言
[00:04:11.920 --> 00:04:13.960]  並天使的話語
[00:04:13.960 --> 00:04:17.360]  卻沒有愛就成了名的羅響的不一般
[00:04:17.360 --> 00:04:19.480]  我若有先知講道之能
[00:04:19.480 --> 00:04:21.320]  也明白各樣的奧秘
[00:04:21.320 --> 00:04:22.760]  各樣的知識
[00:04:22.760 --> 00:04:24.800]  而且有傳遞的信
[00:04:24.800 --> 00:04:26.600]  叫我能夠移山
[00:04:26.600 --> 00:04:28.840]  卻沒有愛就算不得什麼
[00:04:28.840 --> 00:04:32.000]  我若將所有的洲際窮人
[00:04:32.000 --> 00:04:33.960]  又寫幾生叫人焚燒
[00:04:33.960 --> 00:04:34.840]  卻沒有愛
[00:04:34.840 --> 00:04:37.640]  仍然與我無益」
[00:04:37.640 --> 00:04:39.720]  所以你見我們聖經裡面
[00:04:39.720 --> 00:04:41.520]  最大的就是愛
[00:04:41.520 --> 00:04:43.360]  愛是從天上來的
[00:04:43.360 --> 00:04:45.240]  不是地上的人的愛
[00:04:45.240 --> 00:04:46.720]  有時候不是很可靠
[00:04:46.720 --> 00:04:47.960]  愛是什麼呢?
[00:04:47.960 --> 00:04:52.040]  我想我們經常都要讀這段聖經
[00:04:52.040 --> 00:04:53.160]  愛是什麼?
[00:04:53.160 --> 00:04:55.280]  現在全世界都講愛
[00:04:55.280 --> 00:04:57.680]  但是那些愛不是聖經講的那種愛
[00:04:57.680 --> 00:04:59.840]  我們再讀第四節
[00:04:59.840 --> 00:05:02.360]  「愛是恆久忍耐
[00:05:02.360 --> 00:05:03.920]  又有恩慈
[00:05:03.920 --> 00:05:05.240]  愛是不疾度
[00:05:05.240 --> 00:05:06.640]  愛是不自誇
[00:05:06.640 --> 00:05:07.680]  不張狂
[00:05:07.680 --> 00:05:09.120]  不作害羞的事
[00:05:09.120 --> 00:05:10.800]  不求自己的益處
[00:05:10.800 --> 00:05:12.240]  不輕易發怒
[00:05:12.240 --> 00:05:13.880]  不計算人的惡
[00:05:13.880 --> 00:05:15.200]  不喜歡不義
[00:05:15.200 --> 00:05:16.640]  只喜歡真理」
[00:05:16.640 --> 00:05:18.640]  跟著那幾句真的好
[00:05:18.640 --> 00:05:20.760]  「凡是包容」
[00:05:20.760 --> 00:05:22.080]  無論對方怎樣
[00:05:22.080 --> 00:05:24.200]  我們仍然有包容的心
[00:05:24.200 --> 00:05:25.520]  「凡是相信」
[00:05:25.520 --> 00:05:27.160]  不是相信自己的信據
[00:05:27.160 --> 00:05:28.920]  是相信天上的主
[00:05:28.920 --> 00:05:30.360]  「凡是盼望」
[00:05:30.360 --> 00:05:32.880]  我剛才講了盼望是從天上來的
[00:05:32.880 --> 00:05:34.360]  「凡是忍耐
[00:05:34.360 --> 00:05:36.480]  愛是永不止息
[00:05:36.480 --> 00:05:38.000]  這句真的好
[00:05:38.000 --> 00:05:39.800]  四個凡是
[00:05:39.800 --> 00:05:42.280]  一個愛是永不止息
[00:05:42.280 --> 00:05:44.800]  先知講道之能終必歸於無有
[00:05:44.800 --> 00:05:46.800]  說方言之能終必停止
[00:05:46.800 --> 00:05:48.880]  知識也必終歸於無有
[00:05:48.880 --> 00:05:51.000]  我們現在所知道的有限
[00:05:51.000 --> 00:05:52.800]  先知所講的有限
[00:05:52.800 --> 00:05:55.200]  等那完全的來到
[00:05:55.200 --> 00:05:58.520]  這有限的必歸於無有了」
[00:05:58.520 --> 00:06:02.280]  他跟著叫我們有一個謙卑的心
[00:06:02.280 --> 00:06:03.480]  這個謙卑的心
[00:06:03.480 --> 00:06:06.560]  《聖經》很喜歡說你謙卑像小孩子
[00:06:06.560 --> 00:06:07.920]  你就很清心
[00:06:07.920 --> 00:06:09.320]  所以第十一節
[00:06:09.320 --> 00:06:11.120]  他說「我做孩子的時候
[00:06:11.120 --> 00:06:12.760]  話語像孩子
[00:06:12.760 --> 00:06:14.360]  心思像孩子
[00:06:14.360 --> 00:06:15.960]  意念像孩子
[00:06:15.960 --> 00:06:17.040]  既成了人
[00:06:17.040 --> 00:06:19.520]  就把孩子的事丟棄了」
[00:06:19.520 --> 00:06:20.680]  成熟了
[00:06:20.680 --> 00:06:22.800]  不是沒有孩子的謙卑
[00:06:22.800 --> 00:06:25.400]  「我們如今彷彿對著鏡子觀看
[00:06:25.400 --> 00:06:26.480]  模糊不清
[00:06:26.480 --> 00:06:28.520]  到時就要面對面了」
[00:06:28.520 --> 00:06:30.560]  我們有一天都是等著
[00:06:30.560 --> 00:06:32.680]  我們基督復活的主
[00:06:32.680 --> 00:06:33.840]  再來
[00:06:33.840 --> 00:06:35.640]  我們會面對面見到祂
[00:06:35.640 --> 00:06:37.040]  在永恆的裏面
[00:06:37.040 --> 00:06:38.360]  是面對面的
[00:06:38.360 --> 00:06:40.480]  我如今所知道的有限
[00:06:40.480 --> 00:06:43.080]  到那時就全知道
[00:06:43.080 --> 00:06:45.320]  如同主知道我一樣
[00:06:45.320 --> 00:06:49.120]  第十三節我就專登用紅色字
[00:06:49.120 --> 00:06:53.000]  就來到去表明很重要的這一句
[00:06:53.000 --> 00:06:55.600]  「如今常傳的有信
[00:06:55.600 --> 00:06:56.760]  有望
[00:06:56.760 --> 00:06:58.000]  有愛
[00:06:58.000 --> 00:06:59.480]  這三樣
[00:06:59.480 --> 00:07:02.120]  其中最大的就是愛」
[00:07:02.120 --> 00:07:06.400]  這一段聖經我經常反覆讀
[00:07:06.400 --> 00:07:09.600]  讓我知道我在地上這麼多逆境
[00:07:09.600 --> 00:07:11.120]  如果沒有信心
[00:07:11.120 --> 00:07:12.280]  沒有盼望
[00:07:12.280 --> 00:07:13.680]  沒有愛心
[00:07:13.680 --> 00:07:17.960]  是無法面對這些全球的逆境
[00:07:17.960 --> 00:07:21.120]  第一段是講信心的操練
[00:07:21.120 --> 00:07:24.760]  信心當然是信的時間
[00:07:24.760 --> 00:07:25.960]  聖靈感動你
[00:07:25.960 --> 00:07:27.760]  你就踏出了一步
[00:07:27.760 --> 00:07:29.360]  能夠接受基督的死
[00:07:29.360 --> 00:07:30.200]  基督的復活
[00:07:30.200 --> 00:07:31.360]  基督的拯救
[00:07:31.360 --> 00:07:32.520]  那是第一步
[00:07:32.520 --> 00:07:36.360]  但聖經常說信心是要操練當中
[00:07:36.360 --> 00:07:38.280]  能夠繼續成長
[00:07:38.280 --> 00:07:41.520]  我們不能夠永遠停留在接受基督
[00:07:41.520 --> 00:07:43.600]  做救主的階段
[00:07:43.600 --> 00:07:45.480]  這個操練是怎樣操練呢?
[00:07:45.480 --> 00:07:46.560]  各位弟兄姊妹
[00:07:46.560 --> 00:07:48.120]  我鼓勵你們
[00:07:48.120 --> 00:07:50.120]  無論如何
[00:07:50.120 --> 00:07:52.360]  風雨不改
[00:07:52.360 --> 00:07:57.320]  都要參加崇拜和禱告的聚會
[00:07:57.320 --> 00:07:59.600]  我自己發覺很多信徒
[00:07:59.600 --> 00:08:01.400]  都參加崇拜
[00:08:01.400 --> 00:08:05.160]  但教會的祈禱會不是很多人
[00:08:05.160 --> 00:08:09.280]  我希望教會多開幾個不同的祈禱會
[00:08:09.280 --> 00:08:11.000]  讓那些人有選擇
[00:08:11.000 --> 00:08:14.000]  因為只是星期六、下午有些人不能來
[00:08:14.000 --> 00:08:16.920]  我希望教會著重祈禱
[00:08:16.920 --> 00:08:19.800]  最好全民都有祈禱會
[00:08:19.800 --> 00:08:21.640]  有些可以在家中進行
[00:08:21.640 --> 00:08:23.160]  有些在教會進行
[00:08:23.160 --> 00:08:24.400]  這個很重要
[00:08:24.400 --> 00:08:28.480]  另外我們的信心增長很重要是甚麼呢?
[00:08:28.480 --> 00:08:30.480]  一定是查經
[00:08:30.480 --> 00:08:32.240]  一定是這本聖經
[00:08:32.240 --> 00:08:33.920]  我信主的時間
[00:08:33.920 --> 00:08:39.040]  我剛剛讀到中六
[00:08:39.040 --> 00:08:40.240]  我就信主
[00:08:40.240 --> 00:08:42.240]  我帶我信主的
[00:08:42.240 --> 00:08:43.960]  他就挑戰我
[00:08:43.960 --> 00:08:47.760]  他說「蔡元文,你今天剛剛中六」
[00:08:47.760 --> 00:08:50.760]  「你將來要在你一生裡」
[00:08:50.760 --> 00:08:54.440]  「整本聖經讀完,認真地讀」
[00:08:54.440 --> 00:08:56.720]  我最後不止讀
[00:08:56.720 --> 00:09:00.480]  我獻身後進了神學院
[00:09:00.480 --> 00:09:02.480]  在神學院接受訓練
[00:09:02.480 --> 00:09:05.640]  全職,不是兼職做青年工作
[00:09:05.640 --> 00:09:08.040]  我在神面前立了一個志
[00:09:08.040 --> 00:09:10.040]  我希望有一天
[00:09:10.040 --> 00:09:12.520]  主若願意,我將這本聖經
[00:09:12.520 --> 00:09:14.720]  從《創世紀》到《啟示錄》
[00:09:14.720 --> 00:09:16.240]  都講一次
[00:09:16.240 --> 00:09:18.600]  或者是帶查經一次
[00:09:18.600 --> 00:09:20.800]  很有趣的,你帶過查經
[00:09:20.800 --> 00:09:22.800]  跟你講過是不一樣的
[00:09:22.800 --> 00:09:27.800]  所以我很希望大家不要停止
[00:09:27.800 --> 00:09:31.680]  你個人的查經,小組的查經
[00:09:31.680 --> 00:09:33.400]  以至神的話語
[00:09:33.400 --> 00:09:35.400]  成為你的信心
[00:09:35.400 --> 00:09:37.800]  成長的力量
[00:09:37.800 --> 00:09:40.600]  另外一件事,我們教會
[00:09:40.600 --> 00:09:42.600]  通常都比較忽略
[00:09:42.600 --> 00:09:45.200]  聖經裡面,它都有提醒我們
[00:09:45.200 --> 00:09:51.000]  「你得力在乎平靜安穩,得救在乎歸回安息」
[00:09:51.000 --> 00:09:53.800]  我查回「安息」這個字很重要
[00:09:53.800 --> 00:09:56.400]  神賜十誡,很重要的一誡
[00:09:56.400 --> 00:09:58.400]  就要守「安息日」
[00:09:58.400 --> 00:10:01.400]  守「安息日」的緣故,你什麼都放下
[00:10:01.400 --> 00:10:04.000]  那一天完全是給神的
[00:10:04.000 --> 00:10:08.200]  那一天之後,你仍然帶著安息的心
[00:10:08.200 --> 00:10:10.200]  能夠進入其他六天
[00:10:10.200 --> 00:10:12.200]  就不只是一天安息
[00:10:12.200 --> 00:10:14.000]  人們經常以為一天安息
[00:10:14.000 --> 00:10:15.800]  所謂安息的操練
[00:10:15.800 --> 00:10:19.800]  其實你安靜是跟神不斷的結連
[00:10:19.800 --> 00:10:22.600]  這個我很感謝我的恩師
[00:10:22.600 --> 00:10:25.000]  我的恩師其實提醒我
[00:10:25.000 --> 00:10:29.200]  他說「蔡元文你這個人都是很多喜歡活動的
[00:10:29.200 --> 00:10:31.400]  但是你記得每天
[00:10:31.400 --> 00:10:36.400]  一定朝早晚上撥出時間全部安靜
[00:10:36.400 --> 00:10:38.400]  能夠默想神的話
[00:10:38.400 --> 00:10:40.400]  能夠禱告,不住的禱告
[00:10:40.400 --> 00:10:45.400]  藉著禱告,我們就跟安靜,就跟三一神結連
[00:10:45.400 --> 00:10:47.000]  所以這個信心的操練
[00:10:47.000 --> 00:10:50.000]  希望我們隨著我們信主的年日
[00:10:50.000 --> 00:10:52.800]  我們的信心一直是增長的
[00:10:52.800 --> 00:10:54.800]  這個很重要,就是信心
[00:10:54.800 --> 00:10:59.800]  好,接著就是我選了一個題目叫做「盼望的眼睛」
[00:10:59.800 --> 00:11:02.400]  眼睛就表示我們看
[00:11:02.400 --> 00:11:04.800]  很有趣的,我們人的眼睛
[00:11:04.800 --> 00:11:08.200]  很多時間被這個世界負面的東西影響了
[00:11:08.200 --> 00:11:09.800]  你越看的時間
[00:11:09.800 --> 00:11:13.200]  我現在看很多電視台的新聞報導
[00:11:13.200 --> 00:11:15.000]  越看越抑鬱的
[00:11:15.000 --> 00:11:20.800]  因為新聞報導喜歡報導一些逆境的東西
[00:11:20.800 --> 00:11:22.200]  負面的東西
[00:11:22.200 --> 00:11:23.600]  所以你看完之後
[00:11:23.600 --> 00:11:25.600]  香港現在做了一個調查
[00:11:25.600 --> 00:11:30.200]  在這個時間很多人精神是抑鬱的
[00:11:30.200 --> 00:11:33.600]  相當負面,覺得沒什麼盼望的
[00:11:33.600 --> 00:11:36.200]  盼望的眼睛是什麼呢?
[00:11:36.200 --> 00:11:40.200]  不要只是看電視,不要只是看網
[00:11:40.200 --> 00:11:42.600]  因為我們現在看網等等那些
[00:11:42.600 --> 00:11:46.800]  它很多時間都是強調世界的逆境
[00:11:46.800 --> 00:11:49.800]  但是怎樣才能勝過這個逆境呢?
[00:11:49.800 --> 00:11:52.400]  就是我很喜歡啟示錄
[00:11:52.400 --> 00:11:54.400]  我現在經常鼓勵童工
[00:11:54.400 --> 00:11:56.400]  我帶一些茶經小組
[00:11:56.400 --> 00:11:58.200]  兩卷書一定要查
[00:11:58.200 --> 00:12:00.200]  一個是「仕途行傳」
[00:12:00.200 --> 00:12:02.600]  在尼羅極權底下
[00:12:02.600 --> 00:12:05.600]  福音怎樣傳遍整個羅曼帝國
[00:12:05.600 --> 00:12:09.000]  另外一卷書我鼓勵他們看的就是「啟示錄」
[00:12:09.000 --> 00:12:13.000]  我和我的兒子、媳婦等等,我的老友的兒子和媳婦
[00:12:13.000 --> 00:12:16.800]  用了幾年時間「啟示錄」,逐張逐張查
[00:12:16.800 --> 00:12:18.600]  現在查到第十八章
[00:12:18.600 --> 00:12:23.600]  因為那個是講將來在末世的末期
[00:12:23.600 --> 00:12:25.600]  撒旦很猖狂的
[00:12:25.600 --> 00:12:28.200]  所以他說你要勝過這個世界
[00:12:28.200 --> 00:12:31.000]  要勝過那惡者,勝過撒旦
[00:12:31.000 --> 00:12:33.000]  所以這句話就很好
[00:12:33.000 --> 00:12:35.000]  「啟示錄」第十二章,第十一節
[00:12:35.000 --> 00:12:37.600]  你也要跟我一起來讀一讀這一節
[00:12:37.600 --> 00:12:41.600]  這一節我經常都讀的,經常都背的
[00:12:41.600 --> 00:12:45.200]  「弟兄勝過他」,這個「他」是講撒旦
[00:12:45.200 --> 00:12:49.600]  「是因羔羊的血和自己所見證的道
[00:12:49.600 --> 00:12:53.600]  他們雖至於死也不愛惜生命」
[00:12:53.600 --> 00:12:58.600]  各位弟兄姊妹,你不會勝過撒旦的,靠自己
[00:12:58.600 --> 00:13:00.200]  因為撒旦很狡猾的
[00:13:00.200 --> 00:13:03.600]  眼目的情慾、肉體的情慾、今生的驕傲
[00:13:03.600 --> 00:13:05.200]  他哄你的
[00:13:05.200 --> 00:13:07.800]  他除了哄你之外,他就嚇你
[00:13:07.800 --> 00:13:09.800]  「你看,多糟糕」
[00:13:09.800 --> 00:13:14.800]  如果那些人不背,我會攻擊他的
[00:13:14.800 --> 00:13:17.800]  我會藉著不同的方式攻擊他的
[00:13:17.800 --> 00:13:19.800]  但是這裡講得好,勝過他
[00:13:19.800 --> 00:13:21.800]  是羔羊的血
[00:13:21.800 --> 00:13:25.800]  我每晚臨睡之前祈禱,講兩件事
[00:13:25.800 --> 00:13:28.800]  第一,感恩,今天我有什麼感恩
[00:13:28.800 --> 00:13:31.800]  第二,今天有沒有犯過罪
[00:13:31.800 --> 00:13:34.800]  有時候我不經意講了一些不應該講的
[00:13:34.800 --> 00:13:37.800]  所以我每晚都有感恩,都有認罪
[00:13:37.800 --> 00:13:39.800]  是靠基督的血
[00:13:39.800 --> 00:13:41.800]  和所見證的道是什麼呢?
[00:13:41.800 --> 00:13:44.800]  不是一些抽象的道理
[00:13:44.800 --> 00:13:47.800]  見證的道是什麼?你經歷過那些的道
[00:13:47.800 --> 00:13:49.800]  讀聖經,如果你沒有經歷過
[00:13:49.800 --> 00:13:51.800]  那些聖經不是屬於你的
[00:13:51.800 --> 00:13:53.800]  所以是見證的道
[00:13:53.800 --> 00:13:55.800]  「雖至於死也不愛惜生命」
[00:13:55.800 --> 00:13:58.800]  這裡不是叫你隨便糟蹋自己的生命
[00:13:58.800 --> 00:14:01.800]  即是你不用怕,在逆境裡面你不用怕
[00:14:01.800 --> 00:14:04.800]  很多時候,死就死了,我們在這裡的時間
[00:14:04.800 --> 00:14:08.800]  逆境會有很多攻擊,會有很多壓迫,很多迫害
[00:14:08.800 --> 00:14:11.800]  你不怕就勝過撒旦
[00:14:11.800 --> 00:14:13.800]  撒旦就想你怕
[00:14:13.800 --> 00:14:17.800]  所以這個盼望的眼睛,都是可以操練的
[00:14:17.800 --> 00:14:19.800]  所以我覺得很好
[00:14:19.800 --> 00:14:22.800]  但是更加重要的是,跟著那一段
[00:14:22.800 --> 00:14:25.800]  「愛心的群體」
[00:14:25.800 --> 00:14:29.800]  「愛心的群體」是在《仕途行傳》第二章
[00:14:29.800 --> 00:14:31.800]  44至47節
[00:14:31.800 --> 00:14:33.800]  我先講一下背景
[00:14:33.800 --> 00:14:36.800]  《仕途行傳》第一章
[00:14:36.800 --> 00:14:41.800]  復活的主已經交了大使命給他們
[00:14:41.800 --> 00:14:45.800]  「我怎麼做,你們直到地極,成為我的見證」
[00:14:45.800 --> 00:14:49.800]  所以到《仕途行傳》,復活的主跟他們說
[00:14:49.800 --> 00:14:53.800]  「你不用怕,我不會讓你單獨的」
[00:14:53.800 --> 00:14:57.800]  「我也願你同去,直到世界的末了」
[00:14:57.800 --> 00:14:59.800]  但是他跟著說了這個很重要
[00:14:59.800 --> 00:15:03.800]  「你們會得到聖靈」
[00:15:03.800 --> 00:15:05.800]  聖靈是很重要的
[00:15:05.800 --> 00:15:10.800]  聖靈是三一神當中,是住在我們心裡面的
[00:15:10.800 --> 00:15:11.800]  住在我們的心裡面
[00:15:11.800 --> 00:15:14.800]  變成我們跟神的親近
[00:15:14.800 --> 00:15:17.800]  都要透過聖靈住在我們心中
[00:15:17.800 --> 00:15:20.800]  將基督,將天父彰顯在這裡
[00:15:20.800 --> 00:15:23.800]  所以這個我自己感覺是很重要
[00:15:23.800 --> 00:15:30.800]  我們需要能夠建立一個聖靈幫我們愛的群體
[00:15:30.800 --> 00:15:32.800]  所以第二章發生什麼呢?
[00:15:32.800 --> 00:15:36.800]  你知道第二章開始的時間是五旬節
[00:15:36.800 --> 00:15:39.800]  五旬節的時間,那個三次不認主的彼得
[00:15:39.800 --> 00:15:41.800]  他也在現場
[00:15:41.800 --> 00:15:43.800]  但是聖靈降臨在他身上
[00:15:43.800 --> 00:15:44.800]  那些人都很稀奇
[00:15:44.800 --> 00:15:48.800]  為什麼彼得講一篇道這麼感動人呢?
[00:15:48.800 --> 00:15:51.800]  從舊約、約二書一直講
[00:15:51.800 --> 00:15:54.800]  然後講回舊恩、講回基督
[00:15:54.800 --> 00:15:58.800]  那一篇講章,真的是很重要的講章
[00:15:58.800 --> 00:16:02.800]  聖經很少講章,是差不多整篇都登了下來
[00:16:02.800 --> 00:16:03.800]  這是其中一篇
[00:16:03.800 --> 00:16:06.800]  他一直講的時候,你知道聖靈充滿他
[00:16:06.800 --> 00:16:08.800]  為什麼知道呢?
[00:16:08.800 --> 00:16:13.800]  那些人看到,為什麼他懂得講方言呢?
[00:16:13.800 --> 00:16:18.800]  竟然用我們鄉下的話來講我的道理
[00:16:18.800 --> 00:16:21.800]  真的聖靈在那裡,我不是每個人都懂得講方言
[00:16:21.800 --> 00:16:26.800]  但是在那個時刻,神覺得彼得可能要用
[00:16:26.800 --> 00:16:28.800]  因為當時是五旬節
[00:16:28.800 --> 00:16:31.800]  哇,所有的以色列人四方八面這樣來
[00:16:31.800 --> 00:16:35.800]  不只是講一種的語言,很多不同的語言
[00:16:35.800 --> 00:16:38.800]  在那個時間,他一直在那裡講
[00:16:38.800 --> 00:16:41.800]  他講完之後,大家都記得
[00:16:41.800 --> 00:16:45.800]  三千人信主,哇,很重要
[00:16:45.800 --> 00:16:48.800]  我都去過一些很大型的報道會
[00:16:48.800 --> 00:16:51.800]  譬如葛培里、Franklin Graham那些
[00:16:51.800 --> 00:16:52.800]  很多人信主
[00:16:52.800 --> 00:16:57.800]  信主之後,我發覺所有這些報道家,他最關心
[00:16:57.800 --> 00:17:00.800]  那我怎樣跟進他呢?
[00:17:00.800 --> 00:17:02.800]  很多時間缺了字
[00:17:02.800 --> 00:17:05.800]  有一次Billy Graham那裡也做了一個調查
[00:17:05.800 --> 00:17:12.800]  在缺字那些,到最後有百分之七、八十流失了
[00:17:12.800 --> 00:17:15.800]  因為你都需要有一個群體去牧養他
[00:17:15.800 --> 00:17:18.800]  講報道會很重要,教會要開很多報道會
[00:17:18.800 --> 00:17:22.800]  但是你真的要考慮,報道會他缺了字之後
[00:17:22.800 --> 00:17:24.800]  怎樣來跟進他呢?
[00:17:24.800 --> 00:17:29.800]  當時在《仕途人傳》第二章44、47節就講了
[00:17:29.800 --> 00:17:32.800]  這裡講了,就不只是靠彼得
[00:17:32.800 --> 00:17:35.800]  彼得一個人怎樣牧養三千人呢?
[00:17:35.800 --> 00:17:38.800]  他最後都沒有開一個Megachurch
[00:17:38.800 --> 00:17:45.800]  是當時信主的人,他個人在家中來牧養
[00:17:45.800 --> 00:17:48.800]  我叫這個是愛心的群體
[00:17:48.800 --> 00:17:51.800]  我同時加上是愛心的使命群體
[00:17:51.800 --> 00:17:54.800]  他是Missionary Community of Love
[00:17:54.800 --> 00:18:00.800]  大家跟我一起讀這一段很重要的聖經
[00:18:00.800 --> 00:18:05.800]  就是牧養一定要有這些愛心的群體
[00:18:05.800 --> 00:18:08.800]  每個信徒都要參與牧養
[00:18:08.800 --> 00:18:12.800]  不可以全部交給牧師和長老執事
[00:18:12.800 --> 00:18:14.800]  他們很重要的角色
[00:18:14.800 --> 00:18:20.800]  但是要所有全民皆兵一齊去學習牧養
[00:18:20.800 --> 00:18:24.800]  你有帶一個信主,你都要跟進牧養他
[00:18:24.800 --> 00:18:27.800]  所以請大家跟我一起讀這一段
[00:18:27.800 --> 00:18:31.800]  《仕途人傳》第二章44-47節
[00:18:31.800 --> 00:18:36.800]  這一段很簡單就講了給我們聽
[00:18:36.800 --> 00:18:38.800]  什麼是愛心的群體?
[00:18:38.800 --> 00:18:40.800]  什麼是一個牧養的群體?
[00:18:40.800 --> 00:18:41.800]  我們大家一起讀
[00:18:41.800 --> 00:18:45.800]  《仕途人傳》第二章44-47節
