
[00:00:00.000 --> 00:00:03.500]  弟兄姊妹,平安,我們一起祈禱
[00:02:54.500 --> 00:02:58.500]  做牧羊教會的工作
[00:02:58.500 --> 00:03:01.500]  這本書不單沒有提作者是誰
[00:03:01.500 --> 00:03:04.500]  也沒有指定的修信人
[00:03:04.500 --> 00:03:08.500]  讀起來好像一篇論文
[00:03:08.500 --> 00:03:11.500]  魯約翰為何要寫這篇論文呢?
[00:03:11.500 --> 00:03:17.500]  由於當時教會已經建立超過半個世紀
[00:03:17.500 --> 00:03:21.500]  而在教會中出現了一些異端的教導
[00:03:21.500 --> 00:03:23.500]  錯誤的道理
[00:03:23.500 --> 00:03:27.500]  不合乎聖經真理的教義
[00:03:27.500 --> 00:03:32.500]  所以約翰覺得有需要寫這篇論文
[00:03:32.500 --> 00:03:36.500]  去指出異端的錯誤
[00:03:36.500 --> 00:03:40.500]  來幫助信徒明白真道
[00:03:40.500 --> 00:03:45.500]  當時的教會都是家庭式的教會
[00:03:45.500 --> 00:03:52.500]  這封信很可能是寫給幾間不同的教會
[00:03:52.500 --> 00:03:56.500]  似乎沒有說明是給哪一間教會
[00:03:56.500 --> 00:04:01.500]  在今天的主題「神就是生命」
[00:04:01.500 --> 00:04:04.500]  這句話當中有兩個名詞
[00:04:04.500 --> 00:04:08.500]  「神」和「生命」都是名詞
[00:04:08.500 --> 00:04:12.500]  我們先來思想有關「神」的觀念
[00:04:12.500 --> 00:04:17.500]  神的觀念自古以來都有
[00:04:17.500 --> 00:04:22.500]  即使是希臘哲學家都相信有神
[00:04:22.500 --> 00:04:26.500]  例如著名的蘇格拉底
[00:04:26.500 --> 00:04:29.500]  和他的門徒柏拉圖
[00:04:29.500 --> 00:04:34.500]  更加認為神是至高至完美
[00:04:34.500 --> 00:04:37.500]  超越一切的上帝
[00:04:37.500 --> 00:04:41.500]  並且神是所有事物的原因
[00:04:41.500 --> 00:04:44.500]  或者第一因
[00:04:44.500 --> 00:04:49.500]  就好像多米諾骨牌的遊戲
[00:04:49.500 --> 00:04:51.500]  假如我們看到骨牌
[00:04:51.500 --> 00:04:55.500]  很有節奏地一塊一塊地掉下來
[00:04:55.500 --> 00:04:59.500]  我們知道剛掉下來的那塊骨牌
[00:04:59.500 --> 00:05:05.500]  是被前面那塊碰到而掉下來
[00:05:05.500 --> 00:05:12.500]  前面那塊又是被再前面那塊碰到而掉下來
[00:05:12.500 --> 00:05:17.500]  那麼第一塊骨牌是怎樣掉下來的呢?
[00:05:17.500 --> 00:05:20.500]  誰推倒第一塊骨牌呢?
[00:05:20.500 --> 00:05:26.500]  那個推倒第一塊骨牌的力量就是第一因
[00:05:26.500 --> 00:05:29.500]  不過在第一世紀
[00:05:29.500 --> 00:05:35.500]  大部分的赫關群眾都相信有很多天神
[00:05:35.500 --> 00:05:41.500]  最有權那位在希臘的神話裏叫做宙斯
[00:05:41.500 --> 00:05:46.500]  不過這位宙斯神其實都有父母
[00:05:46.500 --> 00:05:52.500]  而宙斯是後來才在奧林匹克山做了眾神的王
[00:05:52.500 --> 00:05:58.500]  他做王就有權分派任務給其他的神明
[00:05:58.500 --> 00:06:04.500]  中國古代比較早期有記錄敬拜神的時期
[00:06:04.500 --> 00:06:06.500]  大概是商朝
[00:06:06.500 --> 00:06:14.500]  有很多出土的甲骨文都記載商王祭祀各種神靈
[00:06:14.500 --> 00:06:19.500]  包括上帝、東武、西武、雲峰雨雪
[00:06:19.500 --> 00:06:27.500]  一直到清朝都有皇帝用來祭天的天壇
[00:06:27.500 --> 00:06:30.500]  不相信有神的潮流
[00:06:30.500 --> 00:06:36.500]  其實在歐洲大概是在十六世紀啟蒙運動開始
[00:06:36.500 --> 00:06:40.500]  一直到達爾文提出進化論之後
[00:06:40.500 --> 00:06:44.500]  武神論就更加大行其道
[00:06:44.500 --> 00:06:48.500]  我不知道大家對神有什麼概念
[00:06:48.500 --> 00:06:52.500]  對我來說當一想到神的時候
[00:06:52.500 --> 00:06:58.500]  他想到了起初《約翰一書一章一節》一提起初
[00:06:58.500 --> 00:07:04.500]  當然這和猶太人的背景有很密切的關係
[00:07:04.500 --> 00:07:08.500]  《舊約聖經》即猶太人的聖經
[00:07:08.500 --> 00:07:12.500]  一開始第一卷書的第一句話就是
[00:07:12.500 --> 00:07:16.500]  「起初,上帝創造天地」
[00:07:16.500 --> 00:07:20.500]  而在約翰所寫的《約翰福音》
[00:07:20.500 --> 00:07:26.500]  他亦提到「太初有道,都與神同在」
[00:07:26.500 --> 00:07:30.500]  想到上帝就想到起初
[00:07:30.500 --> 00:07:35.500]  意味著上帝是一切的起源
[00:07:35.500 --> 00:07:39.500]  如果有人問「世界是從哪裡來的?」
[00:07:39.500 --> 00:07:45.500]  答案是「起初上帝創造了宇宙世界」
[00:07:45.500 --> 00:07:50.500]  又如果有人問「人是從哪裡來的?」
[00:07:50.500 --> 00:07:54.500]  答案是「起初上帝創造了人類」
[00:07:54.500 --> 00:07:56.500]  並且設計了一個規律
[00:07:56.500 --> 00:08:02.500]  「人類要生養眾多,遍滿全地」
[00:08:02.500 --> 00:08:07.500]  所以現在全世界就有大約79億人口
[00:08:07.500 --> 00:08:10.500]  這位起初的上帝
[00:08:10.500 --> 00:08:16.500]  還表明了上帝是所有存在的第一因
[00:08:16.500 --> 00:08:20.500]  我們不要再問「誰做了上帝?」
[00:08:20.500 --> 00:08:25.500]  上帝就是他自己存在的原因
[00:08:25.500 --> 00:08:30.500]  如果我們再追問「誰做了上帝?」
[00:08:30.500 --> 00:08:38.500]  就會犯了哲學上所謂無窮追問的謬誤
[00:08:38.500 --> 00:08:41.500]  或者我解釋一下這個謬誤
[00:08:41.500 --> 00:08:43.500]  用剛才的問題
[00:08:43.500 --> 00:08:48.500]  假如真的有人問「上帝是誰做的?」
[00:08:48.500 --> 00:08:54.500]  例如有一個答案是「有一位更有能力的上帝做的」
[00:08:54.500 --> 00:08:56.500]  我們可以問下去
[00:08:56.500 --> 00:09:00.500]  「誰做了更有能力的上帝呢?」
[00:09:00.500 --> 00:09:05.500]  答案是「有一位更有能力的上帝做的」
[00:09:05.500 --> 00:09:09.500]  當我們不斷追問下去的時候
[00:09:09.500 --> 00:09:14.500]  一定會去到一位沒有比他更高的上帝
[00:09:14.500 --> 00:09:22.500]  他自己就成為了存在的第一因
[00:09:22.500 --> 00:09:28.500]  起初的上帝除了自己存在之外
[00:09:28.500 --> 00:09:33.500]  他還是很有能力去創造世上萬物
[00:09:33.500 --> 00:09:38.500]  如果人是上帝創造的話
[00:09:38.500 --> 00:09:44.500]  上帝其實就應該是擁有我們的人生主權
[00:09:44.500 --> 00:09:53.500]  正如詩篇一百零三節說
[00:09:53.500 --> 00:10:03.500]  「當認識耶和華是上帝,我們是他做的,也是屬他的。」
[00:10:03.500 --> 00:10:07.500]  「屬他的」就是他擁有我們的意思
[00:10:07.500 --> 00:10:10.500]  就好像我在後院斬樹
[00:10:10.500 --> 00:10:14.500]  選了一枝樹枝,削了枝葉
[00:10:14.500 --> 00:10:23.500]  用那段時間磨滑了用來做枝拐杖,或者行山用的手杖
[00:10:23.500 --> 00:10:29.500]  那枝手杖是我做的,理所當然就是屬於我的
[00:10:29.500 --> 00:10:34.500]  同樣道理,我們是應該屬於神的
[00:10:34.500 --> 00:10:36.500]  有個總結一下
[00:10:36.500 --> 00:10:42.500]  從起初就有神的概念包含了四點
[00:10:42.500 --> 00:10:46.500]  一、祂是自我存在的
[00:10:46.500 --> 00:10:51.500]  二、祂有能力創造萬物
[00:10:51.500 --> 00:10:57.500]  三、祂是萬物的主人,萬物是屬於祂的
[00:10:57.500 --> 00:11:01.500]  四、神是所有事物的第一因
[00:11:01.500 --> 00:11:05.500]  但當我們讀《約翰一書》一章一節的時候
[00:11:05.500 --> 00:11:08.500]  我們發覺約翰不是在說神
[00:11:08.500 --> 00:11:12.500]  他是在說生命之道
[00:11:12.500 --> 00:11:14.500]  不過約翰也有說神的
[00:11:14.500 --> 00:11:19.500]  在第二節,他提到「元與父同在」
[00:11:19.500 --> 00:11:22.500]  這裡的「父」就是指神
[00:11:22.500 --> 00:11:28.500]  並且「父」和「子」是一個關係性的名詞
[00:11:28.500 --> 00:11:35.500]  指出了神是生命之道的父
[00:11:35.500 --> 00:11:39.500]  如果生命之道是神的兒子
[00:11:39.500 --> 00:11:42.500]  那麼生命之道就是神
[00:11:42.500 --> 00:11:46.500]  也是起初就有的
[00:11:46.500 --> 00:11:51.500]  如果大家覺得我剛才說的話好像有點頭暈
[00:11:51.500 --> 00:11:55.500]  很難捉摸,不要緊,當我沒說過
[00:11:55.500 --> 00:11:59.500]  其實生命之道也不是那麼虛無縹緲的
[00:11:59.500 --> 00:12:04.500]  不是道德經所說的「道可道,非常道」的那種道
[00:12:04.500 --> 00:12:09.500]  約翰在第二節說「這生命」也就是生命之道
[00:12:09.500 --> 00:12:11.500]  已經顯現出來
[00:12:11.500 --> 00:12:15.500]  是非常具體的,不是抽象的
[00:12:15.500 --> 00:12:19.500]  是我們可以用感官接觸到的
[00:12:19.500 --> 00:12:22.500]  在第一節和第三節
[00:12:22.500 --> 00:12:29.500]  約翰就強調他曾經用感官去接觸這位生命之道
[00:12:29.500 --> 00:12:37.500]  他曾經聽見、看見、親眼看過、親手摸過
[00:12:37.500 --> 00:12:40.500]  是否很具體呢?
[00:12:40.500 --> 00:12:43.500]  我記得大約二十多年前
[00:12:43.500 --> 00:12:47.500]  我有一位一起打高爾夫球的朋友
[00:12:47.500 --> 00:12:51.500]  打完球之後一起去飲茶
[00:12:51.500 --> 00:12:55.500]  我有機會跟他們說上帝的事
[00:12:55.500 --> 00:12:58.500]  這位朋友是讀化學的
[00:12:58.500 --> 00:13:00.500]  還取得了碩士學位
[00:13:00.500 --> 00:13:03.500]  他用科學的方法跟我說
[00:13:03.500 --> 00:13:08.500]  「唉,你時時說有上帝,說那麼多幹什麼?」
[00:13:08.500 --> 00:13:12.500]  「你請祂出來給我看看,我就相信了」
[00:13:12.500 --> 00:13:16.500]  「就好像假如你告訴我,你袋子裡有個蘋果」
[00:13:16.500 --> 00:13:19.500]  「拿出來給我看看,我就能證明到」
[00:13:19.500 --> 00:13:22.500]  「說那麼多幹什麼?」
[00:13:22.500 --> 00:13:27.500]  他的提議是否很科學、很邏輯呢?
[00:13:27.500 --> 00:13:32.500]  回答他的問題真的不容易
[00:13:32.500 --> 00:13:36.500]  神既然是真實的,是否可以讓我們看見呢?
[00:13:36.500 --> 00:13:44.500]  約翰告訴我們,他是聽見、看見、親眼看過、親手摸過
[00:13:44.500 --> 00:13:47.500]  但我們就是生不逢時
[00:13:47.500 --> 00:13:50.500]  我們生長在耶穌之後二千多年
[00:13:50.500 --> 00:13:53.500]  還不是生在巴勒斯坦
[00:13:53.500 --> 00:13:59.500]  所以我們就看不到生命之道的實體顯現
[00:13:59.500 --> 00:14:05.500]  不過這個問題其實是所有歷史學家都要面對的問題
[00:14:05.500 --> 00:14:10.500]  當我們考究歷史人物的真實性的時候
[00:14:10.500 --> 00:14:13.500]  其實是要用歷史的方法
[00:14:13.500 --> 00:14:18.500]  歷史的方法就包括找不同的目擊見證人
[00:14:18.500 --> 00:14:24.500]  和可靠的歷史文獻去還原歷史的真相
[00:14:24.500 --> 00:14:26.500]  所以我告訴各位朋友
[00:14:26.500 --> 00:14:31.500]  你用了科學的方法去處理歷史的問題
[00:14:31.500 --> 00:14:35.500]  可以說是用錯了方法
[00:14:35.500 --> 00:14:40.500]  如果我告訴你,孫中山是我國的革命先鋒
[00:14:40.500 --> 00:14:45.500]  我自然不能請他出來給你看
[00:14:45.500 --> 00:14:48.500]  同樣的道理,如果你要看耶穌
[00:14:48.500 --> 00:14:52.500]  可以的,不過用歷史的方法去看
[00:14:52.500 --> 00:14:57.500]  做歷史的研究,你就會看見耶穌了
[00:14:57.500 --> 00:15:02.500]  因為從起初就有的生命之道
[00:15:02.500 --> 00:15:05.500]  為什麼要顯現出來呢?
[00:15:05.500 --> 00:15:08.500]  一方面是由於人的軟弱
[00:15:08.500 --> 00:15:11.500]  時時都要眼見為實
[00:15:11.500 --> 00:15:18.500]  上帝就讓生命之道顯現出來給我們看見
[00:15:18.500 --> 00:15:21.500]  此外,約翰還告訴我們
[00:15:21.500 --> 00:15:24.500]  他的顯現還有其他目的
[00:15:24.500 --> 00:15:27.500]  在一章二節約翰說
[00:15:27.500 --> 00:15:30.500]  我現在又作見證
[00:15:30.500 --> 00:15:32.500]  見證的內容是什麼呢?
[00:15:32.500 --> 00:15:37.500]  在五章十一至十二節就很清楚地說
[00:15:37.500 --> 00:15:43.500]  「這見證就是上帝賜給我們永生
[00:15:43.500 --> 00:15:47.500]  而這永生是在他兒子裡面的
[00:15:47.500 --> 00:15:51.500]  那有上帝兒子的,就有生命
[00:15:51.500 --> 00:15:55.500]  沒有上帝兒子的,就沒有生命」
[00:15:55.500 --> 00:16:00.500]  自古以來很多人都想長生不老
[00:16:00.500 --> 00:16:04.500]  我國著名的秦始皇就很想長生不老
[00:16:04.500 --> 00:16:07.500]  其實還有很多皇帝都想長生不老
[00:16:07.500 --> 00:16:11.500]  而去找那些道士跟他們練丹
[00:16:11.500 --> 00:16:17.500]  據說清朝的雍正就是其中一位
[00:16:17.500 --> 00:16:19.500]  有人做過歷史研究
[00:16:19.500 --> 00:16:22.500]  就發現雍正在位的時候
[00:16:22.500 --> 00:16:26.500]  宮廷用的煤炭特別多
[00:16:26.500 --> 00:16:29.500]  為什麼用這麼多呢?
[00:16:29.500 --> 00:16:31.500]  比其他皇帝其他時代都多呢?
[00:16:31.500 --> 00:16:36.500]  研究之後就得出一個結論
[00:16:36.500 --> 00:16:38.500]  他是信任一些道士
[00:16:38.500 --> 00:16:42.500]  用了很多煤炭去為他練丹、補身
[00:16:42.500 --> 00:16:45.500]  甚至想長生不老
[00:16:45.500 --> 00:16:48.500]  但約翰說的永生
[00:16:48.500 --> 00:16:52.500]  基督徒信的永生不是長生不老
[00:16:52.500 --> 00:16:57.500]  而是一種像神一樣永遠不會消失的生命
[00:16:57.500 --> 00:17:01.500]  所以約翰說一個人如果沒有上帝的兒子
[00:17:01.500 --> 00:17:04.500]  就沒有永生也相當於沒有生命
[00:17:04.500 --> 00:17:09.500]  因為我們現在的肉體生命是一定會消失的
[00:17:09.500 --> 00:17:12.500]  只不過是時間問題
[00:17:12.500 --> 00:17:15.500]  在第三到第四節
[00:17:15.500 --> 00:17:20.500]  約翰為永生之道作見證還有兩個目的
[00:17:20.500 --> 00:17:24.500]  第一使你們與我們團契
[00:17:24.500 --> 00:17:29.500]  第二使你們的喜樂達而滿足
[00:17:29.500 --> 00:17:32.500]  團契是什麼意思呢?
[00:17:32.500 --> 00:17:37.500]  簡單來說就是住在上帝的家裡
[00:17:37.500 --> 00:17:40.500]  成為上帝的一家人
[00:17:40.500 --> 00:17:45.500]  而家人之間是有和諧的愛的關係
[00:17:45.500 --> 00:17:48.500]  在第一章約翰用了團契這個字
[00:17:48.500 --> 00:17:51.500]  沒有提到住在神裡面
[00:17:51.500 --> 00:17:55.500]  但從第二章開始到第五章結尾
[00:17:55.500 --> 00:18:00.500]  住在神裡面一共出現了十八次
[00:18:00.500 --> 00:18:07.500]  因此我認為約翰心中的團契的意思就是與神同住
[00:18:07.500 --> 00:18:11.500]  神與人同住這個概念
[00:18:11.500 --> 00:18:15.500]  在舊約是藉著實物表達出來的
[00:18:15.500 --> 00:18:19.500]  未有聖殿之前就是藉著回眸
[00:18:19.500 --> 00:18:25.500]  表達了上帝與祂的子民同住
[00:18:25.500 --> 00:18:29.500]  有了聖殿之後當然就代替了回眸
[00:18:29.500 --> 00:18:33.500]  成為神的家的象徵
[00:18:33.500 --> 00:18:37.500]  因此猶太教與其他宗教不同
[00:18:37.500 --> 00:18:39.500]  神的家只有一間
[00:18:39.500 --> 00:18:44.500]  人要敬拜上帝就一定要去耶路撒冷的聖殿
[00:18:44.500 --> 00:18:50.500]  不像黃大仙廟一樣香港可以有、悉尼可以有、美國都可以有
[00:18:50.500 --> 00:18:57.500]  除了團契還有讓讀者喜樂滿足
[00:18:57.500 --> 00:19:03.500]  喜樂是指我們與上帝有團契而帶來的喜樂
[00:19:03.500 --> 00:19:10.500]  喜樂滿足或滿到舍是指持續不斷圓滿滿足的喜樂
[00:19:10.500 --> 00:19:19.500]  世界上的成就、財富、物質其實都會帶給我們喜樂
[00:19:19.500 --> 00:19:25.500]  但那些喜樂一般都是很短暫、很快就過去
[00:19:25.500 --> 00:19:28.500]  好像我三年前買了部新車
[00:19:28.500 --> 00:19:31.500]  當時也很開心、很喜樂
[00:19:31.500 --> 00:19:33.500]  但那些喜樂是不會持續的
[00:19:33.500 --> 00:19:36.500]  最近還被人拆花了後面
[00:19:36.500 --> 00:19:40.500]  更加不會有喜樂了,不過也好,沒有肉痛
[00:19:40.500 --> 00:19:44.500]  三年了,舊車一部,停泊在外面
[00:19:44.500 --> 00:19:47.500]  遲早都會被人拆花的
[00:19:47.500 --> 00:19:53.500]  有人告訴我們,唯有相信神的兒子
[00:19:53.500 --> 00:19:59.500]  這位從起初就有的生命之獨
[00:19:59.500 --> 00:20:02.500]  與祂建立了關係,我們與祂有團契
[00:20:02.500 --> 00:20:04.500]  我們會得到永生
[00:20:04.500 --> 00:20:11.500]  並且可以在神的家裡面與上帝弟兄姊妹都有團契
[00:20:11.500 --> 00:20:15.500]  我們才會有持續不斷的喜樂
[00:20:15.500 --> 00:20:17.500]  就好像保羅所說
[00:20:17.500 --> 00:20:24.500]  「要上上喜樂,不住地禱告,凡事謝因
[00:20:24.500 --> 00:20:31.500]  因為這是上帝在基督耶穌裡向你們所定的旨意」
[00:20:31.500 --> 00:20:34.500]  在接撒萊尼加五章十六字十八字
[00:20:34.500 --> 00:20:37.500]  第一次回
[00:20:37.500 --> 00:20:42.500]  如果我們是上上憂愁,而不是上上喜樂的話
[00:20:42.500 --> 00:20:46.500]  那就可能患了憂鬱症
[00:20:46.500 --> 00:20:48.500]  如果不是精神上的憂鬱症
[00:20:48.500 --> 00:20:51.500]  就是屬靈生命上的憂鬱症
[00:20:51.500 --> 00:20:55.500]  我鼓勵大家,是應該盡早處理的
[00:20:55.500 --> 00:21:00.500]  無論是精神上的憂鬱症,或者屬靈方面的憂鬱症
[00:21:00.500 --> 00:21:02.500]  都應該盡早處理
[00:21:02.500 --> 00:21:06.500]  好,讓我們一起祈禱
[00:21:06.500 --> 00:21:10.500]  親愛的主耶穌,感謝祢曾經來到世界
[00:21:10.500 --> 00:21:16.500]  讓人可以實實在在的認識祢,而得到榮生
[00:21:16.500 --> 00:21:22.500]  並且我們可以在祢的裡面得到源源不絕的喜樂
[00:21:22.500 --> 00:21:25.500]  奉耶穌基督的名祈禱,阿門
