
[00:00:00.000 --> 00:00:07.000]  在《若紅一書》的一章一至四節
[00:03:20.000 --> 00:03:24.000]  猶太人說他是耶穌基督的跟隨者
[00:03:24.000 --> 00:03:33.000]  他愛耶穌,但是用親吻背叛耶穌去說謊
[00:03:34.000 --> 00:03:39.000]  在這個世界當中,說謊話的人在歷史當中
[00:03:39.000 --> 00:03:44.000]  偏偏又扮演著很重要的角色,主導的角色
[00:03:44.000 --> 00:03:48.000]  莎士比亞寫了一齣悲劇
[00:03:48.000 --> 00:03:57.000]  布魯塔斯·布魯特斯說他是效忠凱撒的
[00:03:57.000 --> 00:04:00.000]  但是他又參與刺殺凱撒
[00:04:01.000 --> 00:04:05.000]  這班刺殺者締造了一個把戲
[00:04:05.000 --> 00:04:14.000]  其中一位米特魯斯說為自己流放的兄弟請願求情
[00:04:14.000 --> 00:04:17.000]  但是凱撒拒絕了他
[00:04:17.000 --> 00:04:28.000]  當凱撒拒絕了之後,卡斯卡在背後扭著凱撒的頸
[00:04:29.000 --> 00:04:32.000]  一班人湧上他行刺凱撒
[00:04:32.000 --> 00:04:36.000]  而布魯特斯是最後的一個
[00:04:36.000 --> 00:04:41.000]  凱撒死了之後,布魯特斯就進行演講
[00:04:41.000 --> 00:04:45.000]  說不關我的事,他為自己要去辯護
[00:04:45.000 --> 00:04:49.000]  並且得到很多人的支持
[00:04:49.000 --> 00:04:58.000]  希特勒的方話是叫百萬計的德國人相信他
[00:04:59.000 --> 00:05:06.000]  德國人相信納粹黨的方話,相信超級種族
[00:05:06.000 --> 00:05:11.000]  六百多萬猶太人被殺死
[00:05:11.000 --> 00:05:26.000]  連其他國家,像波蘭、法國、奧地利、俄羅斯、丹麥、挪威、比利時、荷蘭、南斯拉夫都相信他
[00:05:27.000 --> 00:05:30.000]  跟隨這位屠夫
[00:05:30.000 --> 00:05:38.000]  我們在歷史上也看到很多的思潮在說謊
[00:05:38.000 --> 00:05:44.000]  我們看到封建主義、資本主義帶來很多的痛苦
[00:05:44.000 --> 00:05:51.000]  但大家都繼續說我們要尋求一個超級的經濟系統
[00:05:52.000 --> 00:05:58.000]  這個系統可以讓我們分配財富,大家平平等等
[00:05:58.000 --> 00:06:01.000]  工人和故宮有平等的待遇
[00:06:01.000 --> 00:06:08.000]  這些不同的主義思潮帶來很多的衝突
[00:06:08.000 --> 00:06:15.000]  成為了全片整個世界的謊話
[00:06:15.000 --> 00:06:21.000]  在我們日常生活當中,我們都看到很多謊話
[00:06:22.000 --> 00:06:25.000]  我們教導我們的子女,就是要說真話
[00:06:25.000 --> 00:06:29.000]  我們希望周圍的人都要說真話
[00:06:29.000 --> 00:06:33.000]  假如木偶說謊話,鼻子會長出來
[00:06:33.000 --> 00:06:38.000]  不要說「狼啊,狼啊,狼來了」,這樣是不行的
[00:06:38.000 --> 00:06:43.000]  很多時候我們說要說真話
[00:06:43.000 --> 00:06:47.000]  但情況偏偏又不是這樣
[00:06:48.000 --> 00:06:53.000]  在黃牌大騙子套的影片當中
[00:06:53.000 --> 00:06:57.000]  Fletcher費奈契是一位不誠實的人
[00:06:57.000 --> 00:07:02.000]  他是一位律師,他認為說謊話就是社會的潤滑劑
[00:07:02.000 --> 00:07:07.000]  說謊話是方便去做事,讓人的互動能夠圓滑一點
[00:07:07.000 --> 00:07:11.000]  或者是為了接近的交戲
[00:07:11.000 --> 00:07:17.000]  大家說話要客客氣氣,去演戲,圓圓滑滑
[00:07:18.000 --> 00:07:23.000]  在生日會當中,他的孩子作出了一個願望
[00:07:23.000 --> 00:07:27.000]  叫爸爸以後不要說謊話
[00:07:27.000 --> 00:07:30.000]  自此之後就成為了一個現實
[00:07:30.000 --> 00:07:34.000]  Fletcher不能夠說謊話
[00:07:34.000 --> 00:07:42.000]  於是他就慘了,做任何事處處碰壁
[00:07:42.000 --> 00:07:47.000]  不能夠用說謊話來做潤滑劑
[00:07:48.000 --> 00:07:52.000]  他很希望兒子能夠快點收回生日的願望
[00:07:52.000 --> 00:07:59.000]  但兒子卻說:爸爸,你的謊話讓我們很傷心
[00:07:59.000 --> 00:08:05.000]  事實上,費奈契說謊話是傷害他太太
[00:08:05.000 --> 00:08:09.000]  傷害他弟弟,傷害他的同事
[00:08:09.000 --> 00:08:14.000]  心理學家就這樣說:假如你挖下去
[00:08:15.000 --> 00:08:19.000]  你想想為什麼你跟我說謊話
[00:08:19.000 --> 00:08:23.000]  你跟我說謊話是因為我們很害怕
[00:08:23.000 --> 00:08:29.000]  害怕什麼?我們害怕真理,我們害怕真相
[00:08:29.000 --> 00:08:34.000]  我們擔心這些會傷害到我們賺錢的能力
[00:08:34.000 --> 00:08:39.000]  傷害到我們的關係,傷害到我們的地位
[00:08:40.000 --> 00:08:45.000]  有一次有位知體跟一間教會的童工說話
[00:08:45.000 --> 00:08:49.000]  他不滿意這位童工,說:你知道嗎?
[00:08:49.000 --> 00:08:56.000]  我有份給你薪水,我有奉獻,我給你薪水
[00:08:56.000 --> 00:09:03.000]  於是有人就查查這位知體是否真的有奉獻
[00:09:03.000 --> 00:09:06.000]  答案是沒有
[00:09:07.000 --> 00:09:10.000]  他說謊話是希望別人尊重他
[00:09:10.000 --> 00:09:16.000]  他說謊話是希望他的投訴變得有權威
[00:09:16.000 --> 00:09:21.000]  這些是我們運作的方式,你說是不是呢?
[00:09:21.000 --> 00:09:27.000]  一位修士在他生命的結束的時候
[00:09:27.000 --> 00:09:32.000]  他很掛念另一位很年輕的修士
[00:09:33.000 --> 00:09:37.000]  他就叫他來到他的床邊跟他說
[00:09:37.000 --> 00:09:45.000]  他忠告他說:最重要的是不要跟自己說謊
[00:09:45.000 --> 00:09:52.000]  一個自欺欺人的人無法分辨自己
[00:09:52.000 --> 00:09:58.000]  或者周圍任何人的真相
[00:09:59.000 --> 00:10:03.000]  大家有沒有見到社交媒體的謊話
[00:10:03.000 --> 00:10:07.000]  我們有很多資訊的空閘
[00:10:07.000 --> 00:10:11.000]  我們被廣告影響
[00:10:11.000 --> 00:10:17.000]  用什麼牌子的香水就會帶來愛情等等
[00:10:17.000 --> 00:10:22.000]  但這一切都不是最大的謊話
[00:10:22.000 --> 00:10:27.000]  希特勒不是最大的說謊的人
[00:10:28.000 --> 00:10:33.000]  社交媒體也不是世界上最大的謊話
[00:10:33.000 --> 00:10:40.000]  最大的謊話必須跟最重要的真理相關
[00:10:40.000 --> 00:10:48.000]  最大的謊話必然會帶來生命的粉碎和滅亡
[00:10:48.000 --> 00:10:56.000]  在第一世紀早期的教會就有一個這麼大的謊言
[00:10:57.000 --> 00:11:00.000]  這個謊言是宇宙性的謊言
[00:11:00.000 --> 00:11:04.000]  約翰看見這個謊言
[00:11:04.000 --> 00:11:07.000]  究竟是誰在說謊話呢?
[00:11:07.000 --> 00:11:11.000]  我們留意二章十八至二十一節
[00:11:11.000 --> 00:11:18.000]  十九節說到有些人要帶人離開教會
[00:11:19.000 --> 00:11:27.000]  他們從我們中間出去卻不是屬於我們的
[00:11:27.000 --> 00:11:31.000]  若是屬於我們的就必然與我們同在
[00:11:31.000 --> 00:11:36.000]  他們出去顯明都不是屬於我們的
[00:11:36.000 --> 00:11:40.000]  在二十二至二十三節約翰就說出
[00:11:40.000 --> 00:11:44.000]  這些人為什麼要離開教會呢?
[00:11:45.000 --> 00:11:50.000]  因為他們對耶穌基督有不同的看法和信念
[00:11:50.000 --> 00:11:53.000]  他們否認耶穌基督是彌賽亞
[00:11:53.000 --> 00:11:59.000]  他們否認耶穌基督是道成肉身的神的兒子
[00:11:59.000 --> 00:12:04.000]  在二十二至二十三節就說到這個問題
[00:12:04.000 --> 00:12:07.000]  誰是說謊話的呢?
[00:12:07.000 --> 00:12:11.000]  不是那不認耶穌為基督的嗎?
[00:12:12.000 --> 00:12:16.000]  不認父與子的,這就是敵基督的
[00:12:16.000 --> 00:12:19.000]  凡不認子的,就沒有父
[00:12:19.000 --> 00:12:22.000]  認子的,連父也有娘
[00:12:22.000 --> 00:12:27.000]  對於耶穌是誰這個問題
[00:12:27.000 --> 00:12:30.000]  這些說謊話的人的答案當然是錯的
[00:12:30.000 --> 00:12:34.000]  這些人就是落屍底主義者
[00:12:34.000 --> 00:12:36.000]  他們的答案是錯的
[00:12:36.000 --> 00:12:39.000]  因為他們說耶穌基督是一個人
[00:12:40.000 --> 00:12:44.000]  神的靈在祂浸禮的時候就落到祂的身上
[00:12:44.000 --> 00:12:49.000]  當耶穌死在十字架上,神的靈就離開了
[00:12:49.000 --> 00:12:55.000]  約翰的答案是不是,不是,不是
[00:12:55.000 --> 00:12:58.000]  這個不是基督
[00:12:58.000 --> 00:13:02.000]  耶穌基督是有血有肉的神
[00:13:02.000 --> 00:13:09.000]  基督是神人異性,是完全的神性,是完全的人性
[00:13:10.000 --> 00:13:12.000]  耶穌基督是神又是人
[00:13:12.000 --> 00:13:16.000]  耶穌基督是尼塞亞,耶穌基督是神的兒子
[00:13:16.000 --> 00:13:19.000]  祂是肉體當中的神
[00:13:19.000 --> 00:13:24.000]  耶穌基督是我們的救主
[00:13:24.000 --> 00:13:29.000]  除了祂以外,別無拯救
[00:13:29.000 --> 00:13:33.000]  這就是我們宣告耶穌基督
[00:13:33.000 --> 00:13:36.000]  祂是受苦流血死了
[00:13:36.000 --> 00:13:38.000]  後來得了榮耀
[00:13:39.000 --> 00:13:41.000]  祂是肉體當中復活了
[00:13:41.000 --> 00:13:46.000]  在父神的右邊,這位就是尼塞亞
[00:13:46.000 --> 00:13:56.000]  約翰就說那些諾斯底主義者所說的話是謊話的謊話
[00:13:56.000 --> 00:14:01.000]  因為他們否定了基督教信仰最基本的
[00:14:02.000 --> 00:14:09.000]  耶穌是基督,是尼塞亞,是道成了肉身
[00:14:09.000 --> 00:14:13.000]  諾斯底主義者就說耶穌不是基督
[00:14:13.000 --> 00:14:18.000]  諾斯底主義者就要將道成肉身去倒空
[00:14:18.000 --> 00:14:24.000]  他們不接受神的兒子是會後過同精女瑪利亞所生的
[00:14:24.000 --> 00:14:28.000]  他們不認為耶穌基督會死在十字架上
[00:14:28.000 --> 00:14:30.000]  基督不會死在十字架上
[00:14:31.000 --> 00:14:36.000]  不會這樣為世界的罪作出犧牲的祭
[00:14:36.000 --> 00:14:41.000]  假如諾斯底主義者是對的話
[00:14:41.000 --> 00:14:46.000]  假如耶穌不是基督
[00:14:46.000 --> 00:14:51.000]  以下就是意涵
[00:14:51.000 --> 00:14:56.000]  第一,聽著,歷史是沒有目的的
[00:14:56.000 --> 00:14:59.000]  因為尼塞亞沒有來過
[00:15:00.000 --> 00:15:04.000]  第二,寬恕?說笑嗎?
[00:15:04.000 --> 00:15:06.000]  寬恕是沒有可能的
[00:15:06.000 --> 00:15:14.000]  因為耶穌基督死是一個悲劇性的殉教
[00:15:14.000 --> 00:15:20.000]  祂不是神的兒子那種獨特的替代的犧牲
[00:15:20.000 --> 00:15:23.000]  沒有寬恕的功能
[00:15:24.000 --> 00:15:30.000]  第三,人和父神的關係就沒有可能了
[00:15:30.000 --> 00:15:37.000]  因為所有的要點在乎這位神的兒子的啟示
[00:15:37.000 --> 00:15:42.000]  假如耶穌不是基督,不是神永恆的兒子的話
[00:15:42.000 --> 00:15:49.000]  我們根本不需要信耶穌所說的一切說話
[00:15:50.000 --> 00:15:54.000]  約翰就說諾斯底主義者剛才所說的話
[00:15:54.000 --> 00:16:01.000]  謊話的謊話是會殺人的,是會叫人粉碎的
[00:16:01.000 --> 00:16:04.000]  而約翰就集中在最後一點
[00:16:04.000 --> 00:16:10.000]  假如人是否定基督的話,就不能夠有父神
[00:16:10.000 --> 00:16:19.000]  否定耶穌是基督,否定祂是神的兒子,就是和父神斷絕了
[00:16:20.000 --> 00:16:23.000]  這個否定是一個謊話
[00:16:23.000 --> 00:16:28.000]  這個否定是帶來神和人關係的破碎
[00:16:28.000 --> 00:16:34.000]  唯有那些承認耶穌是神的兒子
[00:16:34.000 --> 00:16:38.000]  才可以有神作為他們的父親
[00:16:38.000 --> 00:16:41.000]  所以二十三節這樣說
[00:16:41.000 --> 00:16:45.000]  凡不認子的,就沒有父
[00:16:46.000 --> 00:16:50.000]  認子的,連父也有了
[00:16:50.000 --> 00:16:54.000]  約翰的信心是很清楚的
[00:16:54.000 --> 00:16:58.000]  約翰是從耶穌基督那裡學回來的
[00:16:58.000 --> 00:17:02.000]  因為耶穌基督教導約翰他們一起祈禱
[00:17:02.000 --> 00:17:04.000]  教導門徒祈禱
[00:17:04.000 --> 00:17:09.000]  我們的阿爸父,我們的父親
[00:17:09.000 --> 00:17:11.000]  這個祈禱是可能的
[00:17:11.000 --> 00:17:15.000]  因為神的兒子已經顯示父親
[00:17:16.000 --> 00:17:18.000]  幫助我們認識這位父神
[00:17:18.000 --> 00:17:21.000]  父和子是一
[00:17:21.000 --> 00:17:24.000]  耶穌就是神的兒子
[00:17:24.000 --> 00:17:31.000]  所以看見耶穌基督,看見神的兒子,就看見父神
[00:17:31.000 --> 00:17:35.000]  所以約翰就說,諾斯底主義者所說的
[00:17:35.000 --> 00:17:39.000]  不是將我們的信仰做一些微調
[00:17:39.000 --> 00:17:43.000]  使得新鮮一點,沒那麼難解釋
[00:17:44.000 --> 00:17:48.000]  是一種敵基督
[00:17:48.000 --> 00:17:56.000]  約翰說,小子們,如今是末時了
[00:17:56.000 --> 00:18:01.000]  你們曾聽見說那敵基督的要來
[00:18:01.000 --> 00:18:06.000]  現在已經有好些敵基督的出來了
[00:18:06.000 --> 00:18:10.000]  從此我們就知道如今是末時了
[00:18:11.000 --> 00:18:14.000]  如今是末時了
[00:18:14.000 --> 00:18:18.000]  敵基督來到了
[00:18:18.000 --> 00:18:24.000]  敵基督的人就是反耶穌基督
[00:18:24.000 --> 00:18:28.000]  反神的救贖計劃
[00:18:28.000 --> 00:18:32.000]  除了敵基督之外,還有敵基督的靈
[00:18:32.000 --> 00:18:37.000]  就是約翰一書的四章一至三節這樣說
[00:18:38.000 --> 00:18:41.000]  天外的一切的靈不可都信
[00:18:41.000 --> 00:18:44.000]  總要測驗那些靈是否出於神
[00:18:44.000 --> 00:18:48.000]  因為有許多假先知已經來到世上
[00:18:48.000 --> 00:18:53.000]  凡宣認耶穌基督是成了肉身而來的靈
[00:18:53.000 --> 00:18:55.000]  是出於神的
[00:18:55.000 --> 00:18:58.000]  由此你們可以認出神的靈來
[00:18:58.000 --> 00:19:03.000]  凡不宣認耶穌的靈
[00:19:04.000 --> 00:19:10.000]  是出於神,這是那敵基督者的靈
[00:19:10.000 --> 00:19:13.000]  你們從前聽見祂要來
[00:19:13.000 --> 00:19:17.000]  現在祂已經在世上了
[00:19:17.000 --> 00:19:20.000]  在教會歷史當中
[00:19:20.000 --> 00:19:22.000]  我們常常看看敵基督是誰
[00:19:22.000 --> 00:19:26.000]  我們說尼祿是敵基督
[00:19:26.000 --> 00:19:29.000]  我們說這二千年當中
[00:19:29.000 --> 00:19:32.000]  有些敵基督,那些政治家是敵基督
[00:19:33.000 --> 00:19:35.000]  我們說希特勒是敵基督
[00:19:35.000 --> 00:19:38.000]  在新教的宗教改革當中
[00:19:38.000 --> 00:19:41.000]  我們說天主教是敵基督
[00:19:41.000 --> 00:19:43.000]  在新教的分裂當中
[00:19:43.000 --> 00:19:47.000]  加爾文、馬丁路德和重浸派的人士
[00:19:47.000 --> 00:19:51.000]  彼此指對方你們是敵基督
[00:19:51.000 --> 00:19:57.000]  但是當我們細心看約翰所說的時候
[00:19:57.000 --> 00:20:00.000]  他說的敵基督是特別的
[00:20:01.000 --> 00:20:05.000]  當然,敵基督是一些反對基督的人物
[00:20:05.000 --> 00:20:10.000]  敵基督是扭曲耶穌基督
[00:20:10.000 --> 00:20:12.000]  這些人是怎樣的?
[00:20:12.000 --> 00:20:18.000]  聽著,他們不會稱耶穌基督為救主
[00:20:18.000 --> 00:20:23.000]  不會說耶穌基督是神的兒子
[00:20:23.000 --> 00:20:28.000]  是叫人進入一種半真半假的圖畫
[00:20:29.000 --> 00:20:32.000]  他們很喜歡在耶穌基督的名字上
[00:20:32.000 --> 00:20:40.000]  加上自己的哲學、經驗和意見
[00:20:40.000 --> 00:20:45.000]  我所說的基督,自是基督
[00:20:45.000 --> 00:20:50.000]  你所說的基督,不是基督
[00:20:50.000 --> 00:20:55.000]  約翰一書所說的基督,已經是過去的基督
[00:20:56.000 --> 00:21:00.000]  不是我們現在所需要的基督
[00:21:00.000 --> 00:21:08.000]  事實上這些說法,二千年來就不斷地發生
[00:21:08.000 --> 00:21:12.000]  我們對耶穌基督的圖像和意見
[00:21:12.000 --> 00:21:16.000]  我們有很多的,很多個可以數的
[00:21:16.000 --> 00:21:21.000]  我數兩個,有機會幫你數第三、第四、第五個
[00:21:21.000 --> 00:21:23.000]  我先數兩個
[00:21:24.000 --> 00:21:28.000]  圖畫是我們加上的經驗,就是一個富貴的基督
[00:21:28.000 --> 00:21:31.000]  聽著,是一個富貴的基督
[00:21:31.000 --> 00:21:34.000]  還有一種成功神學的想法
[00:21:34.000 --> 00:21:37.000]  基督是會叫人發達,會叫人富貴
[00:21:37.000 --> 00:21:40.000]  叫窮人變成富足的人
[00:21:40.000 --> 00:21:45.000]  只要你信耶穌,你就有大獎賞,你就會富足
[00:21:45.000 --> 00:21:52.000]  神是會叫他們所有的人,成為富貴的人
[00:21:53.000 --> 00:21:57.000]  另外一幅圖畫是快樂的福音
[00:21:57.000 --> 00:22:00.000]  你們只要信耶穌,你們一定是快樂的
[00:22:00.000 --> 00:22:03.000]  我們所傳的是快樂的福音
[00:22:03.000 --> 00:22:06.000]  你們會得到神的應許
[00:22:06.000 --> 00:22:09.000]  你要一部漂亮的汽車,就有一部漂亮的汽車
[00:22:09.000 --> 00:22:11.000]  你要一個新的豪宅,新的豪宅
[00:22:11.000 --> 00:22:14.000]  你要情感滿足,就可以情感滿足
[00:22:14.000 --> 00:22:17.000]  你可以很快樂,你可以少憂愁
[00:22:17.000 --> 00:22:20.000]  信耶穌,不憂愁
[00:22:21.000 --> 00:22:23.000]  是不是真的呢?
[00:22:23.000 --> 00:22:26.000]  耶穌基督來到世上
[00:22:26.000 --> 00:22:29.000]  是叫我們去富貴和快樂
[00:22:29.000 --> 00:22:32.000]  是叫我們避免所有的痛苦
[00:22:32.000 --> 00:22:35.000]  是叫我們不要憂慮
[00:22:35.000 --> 00:22:38.000]  是叫我們不要經歷痛苦
[00:22:38.000 --> 00:22:42.000]  是叫我們不需要生老病死
[00:22:43.000 --> 00:22:51.000]  約翰給我們的警告是要辨識
[00:22:51.000 --> 00:22:57.000]  想想這些福音,是否忠於使徒所見的福音
[00:22:57.000 --> 00:23:01.000]  是那個可以聽得見,能夠看得見,能夠摸得到
[00:23:01.000 --> 00:23:04.000]  tangible的福音
[00:23:04.000 --> 00:23:10.000]  這個是不是和聖靈當中所印證出來的福音
[00:23:11.000 --> 00:23:17.000]  約翰說,迪基督要想想,是否在你們的中間
[00:23:17.000 --> 00:23:24.000]  答案就是,剛才說的例子,當然不是耶穌基督的福音
[00:23:24.000 --> 00:23:28.000]  這些都是扭曲了耶穌基督的圖像
[00:23:28.000 --> 00:23:32.000]  最終會成為謊話
[00:23:32.000 --> 00:23:40.000]  和約翰一起,我們宣佈要離開這些思想
[00:23:41.000 --> 00:23:44.000]  我們要進入耶穌基督的心和愛
[00:23:44.000 --> 00:23:50.000]  耶穌基督的愛,叫我們走到人群當中
[00:23:50.000 --> 00:23:56.000]  去到水深火熱的當中,一起和他們面對苦難
[00:23:56.000 --> 00:24:01.000]  這樣的生命,不是單單尋求自己的快樂
[00:24:01.000 --> 00:24:04.000]  並且是尋求其他人的快樂
[00:24:04.000 --> 00:24:09.000]  這樣的生命,不是尋求自己的公義
[00:24:10.000 --> 00:24:13.000]  並且是尋求其他人的公義
[00:24:13.000 --> 00:24:17.000]  所以我們總共看了兩章
[00:24:17.000 --> 00:24:22.000]  其實從一章到兩章,約翰給了我們三個提醒
[00:24:22.000 --> 00:24:28.000]  第一個提醒就是,我們繼續要去團契
[00:24:28.000 --> 00:24:33.000]  在第一章說過,我們將所見所聽見的傳給你們
[00:24:33.000 --> 00:24:36.000]  使你們與我們相交,團契
[00:24:37.000 --> 00:24:42.000]  我們仍是與父和他的兒子耶穌基督相交的團契
[00:24:42.000 --> 00:24:46.000]  總之我們繼續留下
[00:24:46.000 --> 00:24:53.000]  我們拒絕謊話,一起依靠耶穌基督
[00:24:53.000 --> 00:24:59.000]  我們和那些相信十字架救贖的人走在一起
[00:24:59.000 --> 00:25:02.000]  我們相信寬恕
[00:25:02.000 --> 00:25:06.000]  我們一起走在神的光明當中
[00:25:07.000 --> 00:25:10.000]  繼續的團契,繼續的團契
[00:25:10.000 --> 00:25:13.000]  你們要繼續的團契
[00:25:13.000 --> 00:25:20.000]  第二,我們必須將我們起初所聽見的福音
[00:25:20.000 --> 00:25:23.000]  放在我們的心裡面
[00:25:23.000 --> 00:25:26.000]  在二十四至二十五節這樣說
[00:25:27.000 --> 00:25:44.000]  你們務要將那起初所聽見的尚存在心裡,若將從起初所聽見的存在心裡,你們就必住在子裡面,也必住在父裡面
[00:25:44.000 --> 00:25:48.000]  主所應許我們的就是永生
[00:25:49.000 --> 00:25:58.000]  原來我們起初所聽見,所看見,所摸到的就是福音在我們裡面
[00:25:58.000 --> 00:26:04.000]  意思就是說,如果你們所身處的世界是瘋狂的話
[00:26:04.000 --> 00:26:07.000]  去到福音那裡,住在福音那裡
[00:26:07.000 --> 00:26:12.000]  假如有假老師跟你說,我有一些秘密的教義
[00:26:12.000 --> 00:26:18.000]  使你們過快樂豐盛的人生,很順利的人生的話
[00:26:19.000 --> 00:26:23.000]  你們就要去到福音那裡,住在福音那裡
[00:26:23.000 --> 00:26:28.000]  或者當有人跟你說,沒有絕對的真理的時候
[00:26:28.000 --> 00:26:33.000]  你就只管回到福音裡面,住在福音裡面
[00:26:33.000 --> 00:26:41.000]  福音是會徹底改變我們對生命的看法,對世界的看法,對別人的看法
[00:26:42.000 --> 00:26:54.000]  我們能夠去到水深之處面對危機,一起去見證耶穌基督是主,是救主,是彌賽亞
[00:26:54.000 --> 00:27:04.000]  所以福音是生命的鬧,問題是你信不信
[00:27:05.000 --> 00:27:12.000]  你信得了多少?你是小信?你真是信?
[00:27:12.000 --> 00:27:24.000]  耶穌基督所應許的就是我們有永生,可以跟父和子一同的團體
[00:27:25.000 --> 00:27:35.000]  第三,我們被聖靈所高瞞,住在聖靈裡面,住在基督的裡面
[00:27:36.000 --> 00:28:02.000]  我將這些話寫給你們,是指著那引誘你們的人說的,你們從主所授的恩羔常存在你們心裡,並不用人教訓你們,自有主的恩羔在凡事上教訓你們,這恩羔是真的,不是假的
[00:28:03.000 --> 00:28:09.000]  你們要按這恩羔的教訓,住在主裡面
[00:28:09.000 --> 00:28:22.000]  若按使用恩羔這個詞,就是講到寶貴聖靈的內在,弟兄姊妹們,聖靈是很寶貴的
[00:28:23.000 --> 00:28:39.000]  耶穌基督在最後一夜對門徒說:「但保衛師就是符因我的名所要差來的聖靈,他要把一切的事教導你們,並且使你們想起我對你們所說的一切的話。」
[00:28:39.000 --> 00:28:48.000]  耶穌基督說給門徒聽,說給你們聽,就是天父會派一位老師教你們
[00:28:49.000 --> 00:29:00.000]  約翰說:「在聖靈降臨的時候,老師就是住在這裡,住在裡面。」
[00:29:00.000 --> 00:29:06.000]  聖靈是不是住在裡面?敢不敢受到祂住在裡面?
[00:29:06.000 --> 00:29:18.000]  當神的靈住在我們裡面的時候,裡面就有滿足,因為你明白了真理,你繼續學習去明白這個奧秘
[00:29:19.000 --> 00:29:31.000]  所以你會住在真理的裡面,你就不會再瘋癲了,你不會再被那些瘋癲的思想去搞擾你了
[00:29:31.000 --> 00:29:45.000]  當周圍的人有瘋癲的思想的時候,你在真理的裡面,聖靈在你裡面,你住在聖靈的裡面,你住在真理的裡面,真理在你裡面
[00:29:46.000 --> 00:30:04.000]  再聽多一次:「你們從主所授的恩羔是主給你的,不是你自己拿的,常存在你們的心裡,你們要按著恩羔的教訓住在主裡面。」
[00:30:05.000 --> 00:30:26.000]  住在主裡面是什麼意思呢?第一就是住在聖靈裡面,依靠聖靈馴服他在生命的影響,第二就是住在聖靈靠著聖靈擁抱耶穌基督為救主和主人
[00:30:27.000 --> 00:30:39.000]  在新約當中,擁抱耶穌基督為主人,就是擁抱耶穌基督為救主,聖靈會影響我們,叫我們要接納耶穌基督為救主和主人
[00:30:39.000 --> 00:30:50.000]  聖靈會擁抱我們,叫我們喜歡做神要我們做的事情,聖靈會影響我們要做耶穌基督要我們做的事情
[00:30:51.000 --> 00:31:03.000]  聖靈叫我們繼續相信福音,聖靈影響我們彼此相愛,享受聖徒的相交
[00:31:04.000 --> 00:31:27.000]  第二十八節說:「小子們,你們要住在主裡面。」意思是:這就是你要做的,你遵守聖經的道理,住在聖經的道理裡面,住在使徒所宣講的福音裡面,住在神的旨意裡面
