
[00:00:00.000 --> 00:00:02.500]  各位大英姊妹 晚安
[00:03:33.000 --> 00:03:36.000]  已經提過主祚來的狀況
[00:03:36.000 --> 00:03:38.000]  是不是 記不記得
[00:03:38.000 --> 00:03:41.000]  在貼薩來厘加前書的第四第五章
[00:03:41.000 --> 00:03:44.000]  正正在說這兩件事
[00:03:44.000 --> 00:03:47.000]  就是我們到他那裡聚集
[00:03:47.000 --> 00:03:49.000]  以及主基督的來臨
[00:03:49.000 --> 00:03:52.000]  例如在貼前的四章
[00:03:52.000 --> 00:03:54.000]  他這樣說 我讀highlight的地方
[00:03:54.000 --> 00:03:57.000]  主必親自從天降臨
[00:03:57.000 --> 00:04:00.000]  那在基督裡死了的人必先復活
[00:04:00.000 --> 00:04:03.000]  然後我們這些活著還存留的人
[00:04:03.000 --> 00:04:07.000]  必和他們一同被提到魂裡
[00:04:07.000 --> 00:04:10.000]  在空中與主相會
[00:04:10.000 --> 00:04:12.000]  另一方面 貼前的五章
[00:04:12.000 --> 00:04:14.000]  在下面都有這樣說
[00:04:14.000 --> 00:04:17.000]  它是關於那個日期 時候和日期
[00:04:17.000 --> 00:04:19.000]  主的日子來到
[00:04:19.000 --> 00:04:23.000]  會像刷在夜間突然來到一樣
[00:04:23.000 --> 00:04:26.000]  那裡是貼前的經文 是不是
[00:04:26.000 --> 00:04:28.000]  我們要問的就是
[00:04:28.000 --> 00:04:31.000]  為什麼保羅在貼前講完之後
[00:04:31.000 --> 00:04:33.000]  再在貼後的這個地方
[00:04:33.000 --> 00:04:37.000]  再要提及有關主的日子呢
[00:04:37.000 --> 00:04:42.000]  究竟保羅寫信的目的是什麼呢
[00:04:42.000 --> 00:04:44.000]  原來在當時 當保羅
[00:04:44.000 --> 00:04:46.000]  就是教會收到保羅的貼
[00:04:46.000 --> 00:04:49.000]  撒羅里加前書好一段時間之後
[00:04:49.000 --> 00:04:53.000]  教會就發生了一些新的問題
[00:04:53.000 --> 00:04:55.000]  就是當時教會在裡面
[00:04:55.000 --> 00:04:58.000]  裡面的誤會未得到處理不止
[00:04:58.000 --> 00:05:00.000]  反而變本加厲
[00:05:00.000 --> 00:05:02.000]  那問題是什麼呢
[00:05:02.000 --> 00:05:03.000]  大家都看到了
[00:05:03.000 --> 00:05:05.000]  在第二節這樣說
[00:05:05.000 --> 00:05:07.000]  他說無論藉著靈 藉著言語
[00:05:07.000 --> 00:05:10.000]  藉著慕我的名 寫的書信
[00:05:10.000 --> 00:05:14.000]  說主的日子已經到了
[00:05:14.000 --> 00:05:16.000]  原來那個問題就是
[00:05:16.000 --> 00:05:19.000]  在貼撒羅里加教會裡面
[00:05:19.000 --> 00:05:22.000]  就突然流傳了一個講法
[00:05:22.000 --> 00:05:23.000]  一個消息
[00:05:23.000 --> 00:05:26.000]  就是主的日子已經臨到了
[00:05:26.000 --> 00:05:30.000]  主耶穌已經回來了
[00:05:30.000 --> 00:05:32.000]  哇 比起今天的你和我
[00:05:32.000 --> 00:05:35.000]  比起我們今天聽到這句話
[00:05:35.000 --> 00:05:38.000]  不知道大家有什麼感覺
[00:05:38.000 --> 00:05:41.000]  我想不外乎有幾個反應
[00:05:41.000 --> 00:05:43.000]  第一 哪有可能
[00:05:43.000 --> 00:05:46.000]  如果是我就不會在這裡
[00:05:46.000 --> 00:05:48.000]  我哪有可能不知道呢
[00:05:48.000 --> 00:05:50.000]  第二個反應就是
[00:05:50.000 --> 00:05:53.000]  為什麼 耶穌
[00:05:53.000 --> 00:05:56.000]  莫非耶穌他扔下了我們在這裡
[00:05:56.000 --> 00:06:00.000]  第三個更加真實的反應就是
[00:06:00.000 --> 00:06:02.000]  你都傻傻的
[00:06:02.000 --> 00:06:04.000]  亂說亂講
[00:06:04.000 --> 00:06:06.000]  我相信我們今天
[00:06:06.000 --> 00:06:08.000]  都很聰明的
[00:06:08.000 --> 00:06:10.000]  聽到這些話其實不會相信的
[00:06:10.000 --> 00:06:12.000]  因為今天是講求
[00:06:12.000 --> 00:06:15.000]  所謂fact check的一個年代
[00:06:15.000 --> 00:06:16.000]  不過對於當時
[00:06:16.000 --> 00:06:19.000]  二千年前的信徒來說
[00:06:19.000 --> 00:06:21.000]  就不是那麼容易去分辨
[00:06:21.000 --> 00:06:25.000]  尤其是那些面對逼迫的信徒
[00:06:25.000 --> 00:06:29.000]  他們遲遲都未見到主的在來
[00:06:29.000 --> 00:06:31.000]  他們可能心裡面在想
[00:06:31.000 --> 00:06:33.000]  主是不是要扔下他們
[00:06:33.000 --> 00:06:35.000]  主是不是要扔下他們
[00:06:35.000 --> 00:06:37.000]  又或者他面對逼迫
[00:06:37.000 --> 00:06:39.000]  他覺得上帝都未跟他伸冤
[00:06:39.000 --> 00:06:42.000]  他們就誤會了 有個錯覺
[00:06:42.000 --> 00:06:46.000]  以為主已經來了
[00:06:46.000 --> 00:06:48.000]  有人就嘗試去推測
[00:06:48.000 --> 00:06:51.000]  他們當時這幫信徒的心境
[00:06:51.000 --> 00:06:53.000]  他們的處境
[00:06:53.000 --> 00:06:54.000]  他們可能心裡面在想
[00:06:54.000 --> 00:06:56.000]  耶 基督已經回來了
[00:06:56.000 --> 00:06:58.000]  為什麼我會不知道
[00:06:58.000 --> 00:07:00.000]  為什麼我還會在這裡
[00:07:00.000 --> 00:07:03.000]  主不是不會放棄我們嗎
[00:07:03.000 --> 00:07:06.000]  保羅里不是說我們會被提的嗎
[00:07:06.000 --> 00:07:08.000]  然後跟基督一起
[00:07:08.000 --> 00:07:10.000]  在樂園裡面的嗎
[00:07:10.000 --> 00:07:11.000]  大家明白吧
[00:07:11.000 --> 00:07:13.000]  因此大家可以想像得到
[00:07:13.000 --> 00:07:16.000]  這個主已經回來了的信息
[00:07:16.000 --> 00:07:17.000]  對當時的門徒來說
[00:07:17.000 --> 00:07:20.000]  其實都帶來幾大的震撼
[00:07:20.000 --> 00:07:21.000]  幾大的驚慌
[00:07:21.000 --> 00:07:23.000]  當我們繼續看下去的時候
[00:07:23.000 --> 00:07:25.000]  我們就會發現
[00:07:25.000 --> 00:07:28.000]  鐵撒羅里加教會所面對的問題
[00:07:28.000 --> 00:07:29.000]  不單止是這樣
[00:07:29.000 --> 00:07:30.000]  在他們當中
[00:07:30.000 --> 00:07:32.000]  甚至有人聲稱
[00:07:32.000 --> 00:07:34.000]  他就是再來的基督了
[00:07:34.000 --> 00:07:37.000]  因為他能夠行義能 行神職等等
[00:07:37.000 --> 00:07:39.000]  我們待會兒會看到的
[00:07:39.000 --> 00:07:41.000]  而正正因為這樣的緣故
[00:07:41.000 --> 00:07:45.000]  保羅里是要再一次寫信給他們
[00:07:45.000 --> 00:07:48.000]  當然 對於今天的我們來說
[00:07:48.000 --> 00:07:50.000]  我們的處境或者困惑
[00:07:50.000 --> 00:07:53.000]  未必好像當時的信徒那樣
[00:07:53.000 --> 00:07:56.000]  在質疑主是不是已經回來了
[00:07:56.000 --> 00:07:58.000]  未必是這樣
[00:07:58.000 --> 00:08:01.000]  老實說 就算今天有人跟你這樣說
[00:08:01.000 --> 00:08:02.000]  你會不會信啊
[00:08:02.000 --> 00:08:03.000]  你信不信
[00:08:03.000 --> 00:08:04.000]  都不會吧
[00:08:04.000 --> 00:08:05.000]  因為聖經說
[00:08:05.000 --> 00:08:07.000]  當他一回來的時候
[00:08:07.000 --> 00:08:09.000]  其實是很明顯的
[00:08:09.000 --> 00:08:11.000]  他說人一定會看到的
[00:08:11.000 --> 00:08:14.000]  在馬下福音14章這樣說
[00:08:14.000 --> 00:08:15.000]  他說 耶穌說
[00:08:15.000 --> 00:08:17.000]  你們必看見人子在在那
[00:08:17.000 --> 00:08:19.000]  權能者的右邊
[00:08:19.000 --> 00:08:21.000]  駕著天上的雲降臨
[00:08:21.000 --> 00:08:23.000]  是不是 很明顯的
[00:08:23.000 --> 00:08:24.000]  雖然時間我們不知道
[00:08:24.000 --> 00:08:25.000]  上一次說
[00:08:25.000 --> 00:08:26.000]  但是他一回來
[00:08:26.000 --> 00:08:29.000]  我們相信是很明顯的
[00:08:29.000 --> 00:08:31.000]  所以我們今天的困惑
[00:08:31.000 --> 00:08:33.000]  或許就是
[00:08:33.000 --> 00:08:36.000]  主究竟什麼時候會回來呢
[00:08:36.000 --> 00:08:38.000]  為什麼他還沒有回來呢
[00:08:38.000 --> 00:08:40.000]  並且救我們脫離
[00:08:40.000 --> 00:08:43.000]  地上所面對的苦難呢
[00:08:43.000 --> 00:08:45.000]  又或者究竟我們今天
[00:08:45.000 --> 00:08:48.000]  怎樣能夠面對主在來
[00:08:48.000 --> 00:08:50.000]  或者我們面對著
[00:08:50.000 --> 00:08:52.000]  現實的那種挑戰呢
[00:08:52.000 --> 00:08:54.000]  我想這些才是我們今天
[00:08:54.000 --> 00:08:57.000]  我們所面對的張力和挑戰
[00:08:57.000 --> 00:08:59.000]  不如我們也藉著這一封信
[00:08:59.000 --> 00:09:00.000]  一起去看看
[00:09:00.000 --> 00:09:02.000]  保羅給了什麼勉勵
[00:09:02.000 --> 00:09:04.000]  以及提醒我們 好不好
[00:09:04.000 --> 00:09:06.000]  然後一起去看
[00:09:06.000 --> 00:09:07.000]  第二節
[00:09:07.000 --> 00:09:08.000]  我們再一次去讀出
[00:09:08.000 --> 00:09:10.000]  第二節的經文
[00:09:10.000 --> 00:09:13.000]  當保羅去聽到這個傳聞
[00:09:13.000 --> 00:09:15.000]  他究竟怎樣去回應呢
[00:09:15.000 --> 00:09:17.000]  讀第二第三節
[00:09:17.000 --> 00:09:18.000]  預備起
[00:09:18.000 --> 00:09:20.000]  無論藉著靈
[00:09:20.000 --> 00:09:22.000]  藉著言語
[00:09:22.000 --> 00:09:25.000]  藉著慕我的名社的書信
[00:09:25.000 --> 00:09:28.000]  說主的日子已經到了
[00:09:28.000 --> 00:09:30.000]  不要輕易動心
[00:09:30.000 --> 00:09:32.000]  也不要驚慌
[00:09:32.000 --> 00:09:34.000]  不要讓任何人
[00:09:34.000 --> 00:09:37.000]  用什麼法子欺騙你們
[00:09:37.000 --> 00:09:39.000]  因為那日子之前
[00:09:39.000 --> 00:09:41.000]  必有叛教的事
[00:09:41.000 --> 00:09:43.000]  並有那不法的人
[00:09:43.000 --> 00:09:45.000]  那沉淪之子出現
[00:09:45.000 --> 00:09:47.000]  在這裡我們會看到
[00:09:47.000 --> 00:09:49.000]  保羅用了三個不要
[00:09:49.000 --> 00:09:51.000]  不要不要不要
[00:09:51.000 --> 00:09:53.000]  當中他告訴他們
[00:09:53.000 --> 00:09:55.000]  不要被動搖
[00:09:55.000 --> 00:09:58.000]  你們不要那麼害怕
[00:09:58.000 --> 00:09:59.000]  而更加重要的是
[00:09:59.000 --> 00:10:01.000]  保羅去提醒他們
[00:10:01.000 --> 00:10:03.000]  不要被人欺騙
[00:10:03.000 --> 00:10:04.000]  意思是什麼
[00:10:04.000 --> 00:10:06.000]  那些傳聞是假的
[00:10:06.000 --> 00:10:08.000]  無論他用了多少的方法
[00:10:08.000 --> 00:10:10.000]  數據去說服你
[00:10:10.000 --> 00:10:13.000]  說得像陳陳那樣
[00:10:13.000 --> 00:10:15.000]  其實是假的 你不要相信
[00:10:15.000 --> 00:10:17.000]  主還沒回來
[00:10:17.000 --> 00:10:18.000]  為什麼呢
[00:10:18.000 --> 00:10:20.000]  保羅一定給了一些原因
[00:10:20.000 --> 00:10:21.000]  他是這麼說的
[00:10:21.000 --> 00:10:23.000]  他是因為主在回來之前
[00:10:23.000 --> 00:10:26.000]  一定會發生兩個預兆
[00:10:26.000 --> 00:10:29.000]  第一 就是叛教的事
[00:10:29.000 --> 00:10:32.000]  第二 就是不法的人的出現
[00:10:32.000 --> 00:10:33.000]  明白嗎
[00:10:33.000 --> 00:10:34.000]  換句話說
[00:10:34.000 --> 00:10:37.000]  如果以上這兩個條件
[00:10:37.000 --> 00:10:39.000]  這兩件事還沒發生之前
[00:10:39.000 --> 00:10:41.000]  主的日子是不可能到的
[00:10:41.000 --> 00:10:45.000]  今天這段經文有點複雜
[00:10:45.000 --> 00:10:46.000]  不過看到這裡
[00:10:46.000 --> 00:10:48.000]  我們也先停一停
[00:10:48.000 --> 00:10:50.000]  首先什麼是叛教的事
[00:10:50.000 --> 00:10:54.000]  什麼是叛教的事
[00:10:54.000 --> 00:10:56.000]  就這麼說叛教這兩個字
[00:10:56.000 --> 00:10:57.000]  我們當然明白
[00:10:57.000 --> 00:10:58.000]  不過我的意思是
[00:10:58.000 --> 00:11:02.000]  究竟保羅是針對某一個事件
[00:11:02.000 --> 00:11:06.000]  還是針對一幫人的叛教行為
[00:11:06.000 --> 00:11:07.000]  這是一個疑問
[00:11:07.000 --> 00:11:10.000]  學者有很多的討論
[00:11:10.000 --> 00:11:12.000]  我想最合理的一個解釋
[00:11:12.000 --> 00:11:14.000]  就是在主再回來之前
[00:11:14.000 --> 00:11:18.000]  會有很多人背棄基督的信仰
[00:11:18.000 --> 00:11:22.000]  又或者公然去違背上帝的權柄
[00:11:22.000 --> 00:11:25.000]  做很多不敬虔的事
[00:11:25.000 --> 00:11:26.000]  而這個情況
[00:11:26.000 --> 00:11:29.000]  在我們地上只會越來越多發生
[00:11:29.000 --> 00:11:35.000]  越來越大規模地影響教會內外的群體
[00:11:35.000 --> 00:11:37.000]  那我也問問大家
[00:11:37.000 --> 00:11:38.000]  你覺得這些事情
[00:11:38.000 --> 00:11:41.000]  在今天的社會有沒有發生
[00:11:41.000 --> 00:11:45.000]  你有沒有見過
[00:11:45.000 --> 00:11:51.000]  我想離教者我們會比較少接觸
[00:11:51.000 --> 00:11:53.000]  不過還是有的
[00:11:53.000 --> 00:11:55.000]  甚至我都曾經見過
[00:11:55.000 --> 00:11:59.000]  他們在網上去分享他們的見證
[00:11:59.000 --> 00:12:01.000]  不過至於那些不敬虔的事
[00:12:01.000 --> 00:12:04.000]  我相信大家一點都不陌生
[00:12:04.000 --> 00:12:05.000]  甚至我這麼肯定
[00:12:05.000 --> 00:12:08.000]  這些匪夷所思的倫理觀等等
[00:12:08.000 --> 00:12:11.000]  只會越來越多地衝擊著我們
[00:12:11.000 --> 00:12:14.000]  甚至是我們的下一代
[00:12:14.000 --> 00:12:15.000]  最近我聽到
[00:12:15.000 --> 00:12:18.000]  在網上聽到有牧者這樣分享
[00:12:18.000 --> 00:12:22.000]  他說現在在外國是怎樣教性教育的
[00:12:22.000 --> 00:12:24.000]  我猜他是在說不美的地方
[00:12:24.000 --> 00:12:26.000]  大家知不知道
[00:12:26.000 --> 00:12:29.000]  就是說現在不是再是教
[00:12:29.000 --> 00:12:31.000]  男同女之間的性關係
[00:12:31.000 --> 00:12:32.000]  大家明白吧
[00:12:32.000 --> 00:12:34.000]  他們說的是男同男之間
[00:12:34.000 --> 00:12:36.000]  怎樣做那些事
[00:12:36.000 --> 00:12:39.000]  還要是圖謀 圖民並謀那樣
[00:12:39.000 --> 00:12:40.000]  與此同時
[00:12:40.000 --> 00:12:44.000]  當老師再去提及婚姻的觀念的時候
[00:12:44.000 --> 00:12:47.000]  他們會說男男的婚姻
[00:12:47.000 --> 00:12:49.000]  女女的婚姻
[00:12:49.000 --> 00:12:53.000]  然後才輕輕帶過男女之間的婚姻
[00:12:53.000 --> 00:12:56.000]  我想身處在外國的弟兄姊妹
[00:12:56.000 --> 00:12:57.000]  可能你可以驗證一下
[00:12:57.000 --> 00:12:58.000]  是不是這樣
[00:12:58.000 --> 00:13:00.000]  不過我想說的是
[00:13:00.000 --> 00:13:03.000]  我們的下一代很不容易
[00:13:03.000 --> 00:13:04.000]  其實他們沒得選擇的
[00:13:04.000 --> 00:13:06.000]  他們好像一張白紙一樣
[00:13:06.000 --> 00:13:08.000]  不斷地吸收
[00:13:08.000 --> 00:13:10.000]  因此我們今天很需要
[00:13:10.000 --> 00:13:14.000]  很狠切地為我們的下一代去禱告
[00:13:14.000 --> 00:13:15.000]  無論是香港
[00:13:15.000 --> 00:13:19.000]  無論是身處在外地的親友等等
[00:13:19.000 --> 00:13:22.000]  不過回到經文這裡
[00:13:22.000 --> 00:13:25.000]  除了剛才所說叛教的事
[00:13:25.000 --> 00:13:28.000]  保羅說另一個末世的預兆
[00:13:28.000 --> 00:13:31.000]  就是不法之人的出現
[00:13:31.000 --> 00:13:33.000]  這個不法之人就是
[00:13:33.000 --> 00:13:36.000]  表面來看就是一個沒有律法的人
[00:13:36.000 --> 00:13:38.000]  Man of Lawlessness
[00:13:38.000 --> 00:13:39.000]  意思就是說
[00:13:39.000 --> 00:13:41.000]  一個完全不遵行神的旨意
[00:13:41.000 --> 00:13:44.000]  甚至是刻意要去敵黨神的人
[00:13:44.000 --> 00:13:46.000]  而他也有另一個稱號
[00:13:46.000 --> 00:13:49.000]  就叫做沉淪之志
[00:13:49.000 --> 00:13:51.000]  表面來看這個不法的人
[00:13:51.000 --> 00:13:53.000]  和剛才所說的叛教的人
[00:13:53.000 --> 00:13:55.000]  有少許類似
[00:13:55.000 --> 00:13:57.000]  都是與神為敵
[00:13:57.000 --> 00:14:00.000]  不過保羅在第四到第十節
[00:14:00.000 --> 00:14:02.000]  就針對這個不法之人
[00:14:02.000 --> 00:14:04.000]  說了一連串的特徵
[00:14:04.000 --> 00:14:06.000]  當中就包括
[00:14:06.000 --> 00:14:07.000]  第一
[00:14:07.000 --> 00:14:09.000]  就在第四節所說
[00:14:09.000 --> 00:14:12.000]  會是敵黨神抬高自己
[00:14:12.000 --> 00:14:15.000]  保羅形容這位不法的人
[00:14:15.000 --> 00:14:17.000]  不單止會敵黨神
[00:14:17.000 --> 00:14:19.000]  還會抬高自己
[00:14:19.000 --> 00:14:22.000]  超過一切稱為神明的
[00:14:22.000 --> 00:14:25.000]  以及一切受人敬拜的神明
[00:14:25.000 --> 00:14:28.000]  而且他不單止去到敵黨神
[00:14:28.000 --> 00:14:31.000]  甚至他會去到潛越神的位置
[00:14:31.000 --> 00:14:32.000]  和權力
[00:14:32.000 --> 00:14:35.000]  試圖坐在神的寶座上
[00:14:35.000 --> 00:14:37.000]  很明顯我們會看得見
[00:14:37.000 --> 00:14:39.000]  他是一位的敵基督
[00:14:39.000 --> 00:14:42.000]  或者類似敵基督的人
[00:14:42.000 --> 00:14:43.000]  第二方面
[00:14:43.000 --> 00:14:44.000]  第九節告訴我們
[00:14:44.000 --> 00:14:46.000]  這個不法的人
[00:14:46.000 --> 00:14:49.000]  是靠著撒旦的能力去行事
[00:14:49.000 --> 00:14:51.000]  他能夠行義能
[00:14:51.000 --> 00:14:52.000]  能夠行神蹟
[00:14:52.000 --> 00:14:55.000]  以及一切虛假的歧視
[00:14:55.000 --> 00:14:57.000]  意思就是說什麼呢
[00:14:57.000 --> 00:15:00.000]  其實他也不是說撒旦魔鬼他自己
[00:15:00.000 --> 00:15:03.000]  而是說他是撒旦的工具
[00:15:03.000 --> 00:15:07.000]  他能夠行神蹟義能歧視
[00:15:07.000 --> 00:15:09.000]  原來今天這裡告訴我們一件事
[00:15:09.000 --> 00:15:12.000]  就是原來屬於撒旦的力量
[00:15:12.000 --> 00:15:14.000]  都可以行神蹟的
[00:15:14.000 --> 00:15:16.000]  不只是屬於上帝的人
[00:15:16.000 --> 00:15:18.000]  能夠行神蹟
[00:15:18.000 --> 00:15:20.000]  因此今天我們更加要小心
[00:15:20.000 --> 00:15:23.000]  要懂得去到分辨是非
[00:15:23.000 --> 00:15:24.000]  第三
[00:15:24.000 --> 00:15:26.000]  在第十節
[00:15:26.000 --> 00:15:28.000]  第三個特徵就是他說
[00:15:28.000 --> 00:15:30.000]  並且在那沉淪的人身上
[00:15:30.000 --> 00:15:34.000]  行各樣不義的詭詐
[00:15:34.000 --> 00:15:36.000]  同樣這個不法的人
[00:15:36.000 --> 00:15:38.000]  很懂得去欺騙人
[00:15:38.000 --> 00:15:40.000]  甚至會用各樣的響樂
[00:15:40.000 --> 00:15:44.000]  以及慾望去誘惑那幫沉淪的人
[00:15:44.000 --> 00:15:47.000]  這幫沉淪的人在第十節所說
[00:15:47.000 --> 00:15:48.000]  是誰呢
[00:15:48.000 --> 00:15:50.000]  其實是眾數的
[00:15:50.000 --> 00:15:53.000]  就是說其實他又不是那個不法之子
[00:15:53.000 --> 00:15:56.000]  所以今天這段經文有少許複雜
[00:15:56.000 --> 00:15:58.000]  無論如何這個不法之子
[00:15:58.000 --> 00:16:00.000]  他會透過偷呃拐騙
[00:16:00.000 --> 00:16:03.000]  去引誘這些不領受真理的人
[00:16:03.000 --> 00:16:04.000]  去犯罪
[00:16:04.000 --> 00:16:07.000]  去繼續沉淪下去
[00:16:07.000 --> 00:16:08.000]  聽到這裡
[00:16:08.000 --> 00:16:12.000]  我想大家心裡面都有一份感動或者衝動
[00:16:12.000 --> 00:16:13.000]  就是去問
[00:16:13.000 --> 00:16:15.000]  究竟這個不法的人
[00:16:15.000 --> 00:16:19.000]  這個沉淪之子究竟是誰呢
[00:16:19.000 --> 00:16:21.000]  確實縱觀歷史
[00:16:21.000 --> 00:16:24.000]  有很多的學者都做過很多的猜測
[00:16:24.000 --> 00:16:27.000]  有人說這個人是當時的羅馬皇帝
[00:16:27.000 --> 00:16:29.000]  或者當時的教皇
[00:16:29.000 --> 00:16:32.000]  另外有人說這個是穆罕默德
[00:16:32.000 --> 00:16:33.000]  很誇張
[00:16:33.000 --> 00:16:35.000]  甚至有人說是希特拉
[00:16:35.000 --> 00:16:37.000]  伊斯蘭國等等
[00:16:37.000 --> 00:16:39.000]  不過最吊詭的地方是
[00:16:39.000 --> 00:16:42.000]  波羅在這裡就跟那幫
[00:16:42.000 --> 00:16:44.000]  貼薩來尼加的信徒說
[00:16:44.000 --> 00:16:47.000]  他私下談論過這件事
[00:16:47.000 --> 00:16:50.000]  就是說他們已經知道那個是誰
[00:16:50.000 --> 00:16:53.000]  但是他沒有文字記下來
[00:16:53.000 --> 00:16:54.000]  第五節這樣說的
[00:16:54.000 --> 00:16:57.000]  他說我還在你們那裡的時候
[00:16:57.000 --> 00:16:59.000]  曾把這些事告訴你們
[00:16:59.000 --> 00:17:01.000]  你們不記得嗎
[00:17:01.000 --> 00:17:04.000]  就是說其實他們是知道
[00:17:04.000 --> 00:17:07.000]  但是今天的我們是不知道
[00:17:07.000 --> 00:17:09.000]  這個才是一個比較吊詭的事
[00:17:09.000 --> 00:17:12.000]  我們只能夠憑著一些猜測
[00:17:12.000 --> 00:17:15.000]  去想究竟這段經文在說什麼
[00:17:15.000 --> 00:17:18.000]  這段經文在說的是哪一個人
[00:17:18.000 --> 00:17:21.000]  不過我想這個不是重點
[00:17:21.000 --> 00:17:23.000]  不是波羅想帶出的東西
[00:17:23.000 --> 00:17:25.000]  重點是我們要知道
[00:17:25.000 --> 00:17:27.000]  今天在這個世界裡面
[00:17:27.000 --> 00:17:29.000]  確實會有敵基督的出現
[00:17:29.000 --> 00:17:32.000]  也都有很多異端的存在
[00:17:32.000 --> 00:17:35.000]  不單止昔日的初期教會會出現
[00:17:35.000 --> 00:17:37.000]  今天也都會出現
[00:17:37.000 --> 00:17:39.000]  大家有沒有認識
[00:17:39.000 --> 00:17:42.000]  一些異端的名字
[00:17:42.000 --> 00:17:45.000]  例如這個大家有沒有見過
[00:17:45.000 --> 00:17:48.000]  聽過的大家都可以舉手
[00:17:48.000 --> 00:17:51.000]  有部分人有一半
[00:17:51.000 --> 00:17:55.000]  這個叫做全能神教會
[00:17:55.000 --> 00:17:58.000]  以前有個名字叫做東方閃電
[00:17:58.000 --> 00:17:59.000]  聽過東方閃電嗎
[00:17:59.000 --> 00:18:01.000]  可能這個名字比較出名一點
[00:18:01.000 --> 00:18:03.000]  他們的背景是怎樣的
[00:18:03.000 --> 00:18:06.000]  原來他們來自中國大陸的河南省
[00:18:06.000 --> 00:18:09.000]  他們這個東方閃電的名字
[00:18:09.000 --> 00:18:13.000]  甚至是引用了馬可馬太福音24章
[00:18:13.000 --> 00:18:15.000]  在藍色那張圖會看到
[00:18:15.000 --> 00:18:17.000]  他引用了這一節經文
[00:18:17.000 --> 00:18:19.000]  閃電從東方發出
[00:18:19.000 --> 00:18:21.000]  直照到西方
[00:18:21.000 --> 00:18:22.000]  人死降臨
[00:18:22.000 --> 00:18:24.000]  也是這樣
[00:18:24.000 --> 00:18:27.000]  所以他當時就濫用了這段經文
[00:18:27.000 --> 00:18:30.000]  就稱自己為東方閃電派
