
[00:00:00.000 --> 00:00:01.740]  好 各位親愛的電影節目 你們好
[00:02:03.840 --> 00:02:06.100]  或者重溫我們的信仰
[00:02:06.100 --> 00:02:08.580]  有時候我們很熟悉的經文
[00:02:08.580 --> 00:02:10.600]  反而我們會忽略了
[00:02:10.600 --> 00:02:12.520]  即是剛才我們讀的聖經
[00:02:12.520 --> 00:02:15.540]  神賜給我們的新命令 叫我們彼此相愛
[00:02:15.540 --> 00:02:17.220]  那什麼是舊命令呢?
[00:02:17.220 --> 00:02:20.360]  而愛怎麼可以命令到呢?
[00:02:20.360 --> 00:02:22.520]  這些我們有時候會忽略了
[00:02:22.520 --> 00:02:24.620]  所以和大家先來看
[00:02:24.620 --> 00:02:30.480]  第一 聖經裡面所說的就是「新事」
[00:02:30.480 --> 00:02:34.280]  在耶利米斯第31章22節的下半節
[00:02:34.280 --> 00:02:37.120]  耶華在地上做了一件新事
[00:02:37.120 --> 00:02:41.040]  就是女子護衛男子
[00:02:41.040 --> 00:02:46.720]  因為女性一直以來都是較為柔弱的
[00:02:46.720 --> 00:02:50.700]  我覺得女性不一定要做女中豪傑的大丈夫
[00:02:50.700 --> 00:02:52.320]  特別是做太太的那些
[00:02:52.320 --> 00:02:57.000]  丈夫是希望自己的太太是溫柔小鳥依人的
[00:02:57.000 --> 00:03:00.120]  由我們什麼去頂著
[00:03:00.120 --> 00:03:03.160]  作為一個丈夫 作為一家之主
[00:03:03.160 --> 00:03:04.840]  是要承擔一切的責任
[00:03:04.840 --> 00:03:06.840]  這是很自然的事
[00:03:06.840 --> 00:03:08.560]  特別是在猶太人當中
[00:03:08.560 --> 00:03:11.400]  女性是完全沒有地位的
[00:03:11.400 --> 00:03:14.720]  所以這裡說到女子護衛男子
[00:03:14.720 --> 00:03:19.280]  是沒有可能的 怎麼可能女子護衛男子呢?
[00:03:19.280 --> 00:03:21.280]  不過我們在這個年代裡面
[00:03:21.280 --> 00:03:23.660]  又不覺得是一件新事
[00:03:23.660 --> 00:03:29.660]  你想想現在很多的政治上的領袖都是女性
[00:03:29.660 --> 00:03:32.560]  我們的特首是女性
[00:03:32.560 --> 00:03:35.840]  台灣蔡英文總統
[00:03:35.840 --> 00:03:40.880]  你也留意到在德國是女總理
[00:03:40.880 --> 00:03:43.320]  紐西蘭也是
[00:03:43.320 --> 00:03:45.320]  甚至可能美國也會是
[00:03:45.320 --> 00:03:46.520]  不是吧?
[00:03:46.520 --> 00:03:51.200]  不要忘記如果拜登真的在1月6日過渡的話
[00:03:51.200 --> 00:03:53.760]  他就會做總統了
[00:03:53.760 --> 00:03:55.160]  但是他已經100多年了
[00:03:55.160 --> 00:03:58.680]  很多人在想拜登可不可以捱4年呢?
[00:03:58.680 --> 00:04:00.680]  如果4年不行的時候
[00:04:00.680 --> 00:04:04.120]  隨時就是女副總統
[00:04:04.120 --> 00:04:05.880]  你就要做總統了
[00:04:05.880 --> 00:04:08.880]  你看到很多都是女性
[00:04:08.880 --> 00:04:10.880]  但是她是很強的
[00:04:10.880 --> 00:04:15.800]  當然有些人說你看看我們是不是真的很強呢?
[00:04:15.800 --> 00:04:22.000]  所以對現在來說好像不是一件新事
[00:04:22.000 --> 00:04:25.880]  但是在猶太人的思維裡面
[00:04:25.880 --> 00:04:29.240]  怎麼可能是女子護衛男子呢?
[00:04:29.240 --> 00:04:32.760]  其實這是一個預言、一個預告
[00:04:32.760 --> 00:04:35.640]  記不記得當人類犯罪的時候
[00:04:35.640 --> 00:04:40.960]  神就來宣告女人的後裔要傷蛇的頭
[00:04:40.960 --> 00:04:44.480]  蛇要傷女人後裔的腳筋
[00:04:44.480 --> 00:04:46.480]  如果你留意到女人是指女子
[00:04:46.480 --> 00:04:47.880]  一個女人是什麼呢?
[00:04:47.880 --> 00:04:49.880]  是指著特別一個人
[00:04:49.880 --> 00:04:52.080]  在猶太人裡面都是說到
[00:04:52.080 --> 00:04:54.080]  我們是男人的後裔
[00:04:54.080 --> 00:04:55.800]  不是女人的後裔
[00:04:55.800 --> 00:04:57.800]  這個其實是指著什麼呢?
[00:04:57.800 --> 00:05:01.160]  耶穌基督祂的降生
[00:05:01.160 --> 00:05:04.520]  主耶穌基督降生在這個世界上的時候
[00:05:04.520 --> 00:05:07.360]  就是要承擔我們罪的刑罰
[00:05:07.360 --> 00:05:08.880]  予以代替不義
[00:05:08.880 --> 00:05:10.880]  來去建立救恩
[00:05:10.880 --> 00:05:12.880]  主耶穌基督來到這個世界的時候
[00:05:12.880 --> 00:05:14.560]  就是和我們去認同
[00:05:14.560 --> 00:05:16.720]  去經歷人世間裡面的痛楚
[00:05:16.720 --> 00:05:19.560]  以致我們可以來帶坦然無懼的
[00:05:19.560 --> 00:05:21.160]  去到主的面前
[00:05:21.160 --> 00:05:24.920]  來向祂發出這個呼求
[00:05:24.920 --> 00:05:27.480]  求祂憐憫、求祂幫助
[00:05:27.480 --> 00:05:30.280]  主耶穌來到這個世界的時候就為我們死
[00:05:30.280 --> 00:05:32.280]  為什麼當耶穌為我們死的時候
[00:05:32.280 --> 00:05:34.880]  聖經到去為我們開一條新的路
[00:05:34.880 --> 00:05:39.480]  我們來看希伯來書第十章十九到二十節
[00:05:39.480 --> 00:05:42.680]  弟兄們,我們既因耶穌的血
[00:05:42.680 --> 00:05:46.280]  得以坦然進入至聖所
[00:05:46.280 --> 00:05:52.280]  是藉著祂給我們開了一條又新又活的路
[00:05:52.280 --> 00:05:54.680]  從孟子經過
[00:05:54.680 --> 00:05:58.520]  這孟子就是他的身體
[00:05:58.520 --> 00:06:02.280]  這裡講到一條新的又新又活的路
[00:06:02.280 --> 00:06:04.280]  究竟是什麼意思呢?
[00:06:04.280 --> 00:06:06.680]  原來大家知道在聖殿裡面
[00:06:06.680 --> 00:06:10.680]  最重要的部分就是至聖所
[00:06:10.680 --> 00:06:14.080]  至聖所不是很多人能進去的
[00:06:14.080 --> 00:06:16.480]  是大祭司才能進去的
[00:06:16.480 --> 00:06:18.080]  大祭司當他進去的時候
[00:06:18.080 --> 00:06:20.080]  其實他們已經一把年紀了
[00:06:20.080 --> 00:06:21.280]  所以大家熟悉的時候
[00:06:21.280 --> 00:06:23.680]  大祭司他的衣服很特別的
[00:06:23.680 --> 00:06:26.080]  但是大祭司原來身上要綁著一條繩子
[00:06:26.080 --> 00:06:29.480]  你知道嗎?那件衣服裡面有一個鈴鐺
[00:06:29.480 --> 00:06:30.880]  那個鈴鐺是用來做什麼的?
[00:06:30.880 --> 00:06:32.880]  原來就是當他動的時候
[00:06:32.880 --> 00:06:34.280]  有一個鈴鐺發出聲音
[00:06:34.280 --> 00:06:35.680]  就好像小孩子
[00:06:35.680 --> 00:06:37.680]  當他來學走路的時候
[00:06:37.680 --> 00:06:40.080]  有些鞋子會「嘰嘰嘰嘰嘰」這樣
[00:06:40.080 --> 00:06:41.880]  讓他很開心來走路
[00:06:41.880 --> 00:06:43.880]  還有父母聽到他的聲音
[00:06:43.880 --> 00:06:45.880]  因為年紀大了
[00:06:45.880 --> 00:06:48.480]  不知道會不會突然之間跌倒
[00:06:48.480 --> 00:06:50.480]  如果真的跌倒的話
[00:06:50.480 --> 00:06:52.080]  他們不可以進去救他
[00:06:52.080 --> 00:06:55.880]  因為至聖所是朝堅臣的地方
[00:06:55.880 --> 00:06:57.680]  其他人是不可以進去的
[00:06:57.680 --> 00:06:58.680]  那怎麼樣呢?
[00:06:58.680 --> 00:07:00.080]  於是就像釣魚一樣
[00:07:00.080 --> 00:07:01.080]  我們釣一條魚
[00:07:01.080 --> 00:07:03.480]  就拉一條魚上來
[00:07:03.480 --> 00:07:05.280]  如果真的跌倒的話
[00:07:05.280 --> 00:07:07.480]  就用一條繩子拉他出來
[00:07:07.480 --> 00:07:11.680]  就是說至聖所是神與人相會
[00:07:11.680 --> 00:07:13.680]  但不是每個人都可以進去的地方
[00:07:13.680 --> 00:07:15.680]  但是你有沒有留意到
[00:07:15.680 --> 00:07:20.280]  耶穌當他死的時候
[00:07:20.280 --> 00:07:22.480]  雖然是正午
[00:07:22.480 --> 00:07:24.080]  天地昏暗
[00:07:24.080 --> 00:07:26.080]  盆石裂開
[00:07:26.080 --> 00:07:27.680]  但還有一個地方是什麼呢?
[00:07:27.680 --> 00:07:28.680]  很特別
[00:07:28.680 --> 00:07:31.080]  聖殿的萬寺
[00:07:31.080 --> 00:07:35.080]  是從上到下裂為兩半
[00:07:35.080 --> 00:07:40.080]  冥恩堂特別是頭十一年
[00:07:40.080 --> 00:07:42.080]  弟兄姐妹就很明白這個道理
[00:07:42.080 --> 00:07:42.680]  為什麼呢?
[00:07:42.680 --> 00:07:44.280]  我們借了幼稚園
[00:07:44.280 --> 00:07:46.080]  在幼稚園那裡
[00:07:46.080 --> 00:07:47.480]  我們借了禮堂
[00:07:47.480 --> 00:07:48.880]  禮堂的後面
[00:07:48.880 --> 00:07:50.080]  我們有一個萬寺
[00:07:50.080 --> 00:07:54.080]  萬寺後面不是至聖所
[00:07:54.080 --> 00:07:56.680]  原來是廁所
[00:07:56.680 --> 00:07:58.680]  是細蚊仔的廁所
[00:07:58.680 --> 00:08:02.080]  所以我們就用真紅色布
[00:08:02.080 --> 00:08:04.080]  來遮住
[00:08:04.080 --> 00:08:07.080]  但是至聖所就發出香氣
[00:08:07.080 --> 00:08:10.080]  但是我們的教會聚會的時候
[00:08:10.080 --> 00:08:12.680]  是發出特別的另類香氣
[00:08:12.680 --> 00:08:14.080]  也挺有名的
[00:08:14.080 --> 00:08:18.480]  原來那時候至聖所的萬寺裂開
[00:08:18.480 --> 00:08:21.880]  有一個很特別的象徵意義
[00:08:21.880 --> 00:08:26.080]  就是人可以直接去到神的裡面
[00:08:26.080 --> 00:08:28.880]  人可以直接和神來交往
[00:08:28.880 --> 00:08:32.280]  在救恩未完成的時候
[00:08:32.280 --> 00:08:35.480]  人要透過祭司來獻祭
[00:08:35.480 --> 00:08:38.280]  以祭司代他來獻祭
[00:08:38.280 --> 00:08:42.080]  這樣才可以得到神的赦罪
[00:08:42.080 --> 00:08:45.480]  但是當耶穌完成救恩之後
[00:08:45.480 --> 00:08:49.880]  天地之間只有耶穌基督是中寶
[00:08:49.880 --> 00:08:52.880]  我們不需要透過某一些人
[00:08:52.880 --> 00:08:58.080]  才可以去到神裡面得到救贖
[00:08:58.080 --> 00:09:00.080]  當我們犯了錯
[00:09:00.080 --> 00:09:03.080]  心裡面有很不安的時候
[00:09:03.080 --> 00:09:06.080]  你可以找牧者來傾訴
[00:09:06.080 --> 00:09:08.880]  你可以和他一起去禱告
[00:09:08.880 --> 00:09:10.880]  去認罪
[00:09:10.880 --> 00:09:13.880]  但是原來牧者沒有赦罪的權柄
[00:09:13.880 --> 00:09:15.880]  我們沒有這種權柄
[00:09:15.880 --> 00:09:17.880]  但是我們要和你一起禱告之後
[00:09:17.880 --> 00:09:19.880]  我們就會來大人可以說到
[00:09:19.880 --> 00:09:21.880]  人要用自己的罪
[00:09:21.880 --> 00:09:23.880]  神是公義的
[00:09:23.880 --> 00:09:25.280]  是信實的
[00:09:25.280 --> 00:09:26.480]  祂會赦免你的罪
[00:09:26.480 --> 00:09:27.880]  赦免你一切的不義
[00:09:27.880 --> 00:09:30.280]  我們只可以來大人去宣告
[00:09:30.280 --> 00:09:31.280]  神的赦罪
[00:09:31.280 --> 00:09:33.880]  不是我們去赦罪
[00:09:33.880 --> 00:09:36.880]  但這個不是我們得救的必然過程
[00:09:36.880 --> 00:09:39.280]  要找牧者來告誡
[00:09:39.280 --> 00:09:42.280]  原來每一個人是直接去到神的裡面
[00:09:42.280 --> 00:09:44.280]  在以前裡面是沒有的
[00:09:44.280 --> 00:09:46.280]  沒有這個救恩完成的時候
[00:09:46.280 --> 00:09:48.280]  人是要透過祭司的
[00:09:48.280 --> 00:09:52.280]  所以現在是一條又新又活的路
[00:09:52.280 --> 00:09:56.280]  而且這個就是耶穌基督的身體
[00:09:56.280 --> 00:09:58.280]  這個萬子就是祂的身體
[00:09:58.280 --> 00:10:00.280]  因為祂藉著死
[00:10:00.280 --> 00:10:03.280]  來完成這個救贖
[00:10:03.280 --> 00:10:08.280]  所以原來是有新約
[00:10:08.280 --> 00:10:11.280]  當耶穌被釘十字架之前
[00:10:11.280 --> 00:10:13.280]  和門徒有最後晚餐
[00:10:13.280 --> 00:10:14.280]  在晚餐之後
[00:10:14.280 --> 00:10:18.280]  耶穌就建立我們現今所說的聖餐
[00:10:18.280 --> 00:10:22.280]  在《路透社》第22章的第20節
[00:10:22.280 --> 00:10:25.280]  「飯後也照樣拿起杯來說
[00:10:25.280 --> 00:10:31.280]  這杯是用我血所納的新藥
[00:10:31.280 --> 00:10:35.280]  是為你們流出來的」
[00:10:35.280 --> 00:10:38.280]  這個是新的藥
[00:10:38.280 --> 00:10:41.280]  舊的藥就是人要用信心
[00:10:41.280 --> 00:10:42.280]  就是用信心
[00:10:42.280 --> 00:10:45.280]  但是要直接動脈來獻祭
[00:10:45.280 --> 00:10:47.280]  但是新的藥是什麼呢?
[00:10:47.280 --> 00:10:49.280]  原來希伯來斯很清楚說
[00:10:49.280 --> 00:10:51.280]  耶穌不單單是大祭司
[00:10:51.280 --> 00:10:53.280]  也是祭物
[00:10:53.280 --> 00:10:55.280]  祂是代罪的羔羊
[00:10:55.280 --> 00:10:57.280]  獻上了這個贖罪祭
[00:10:57.280 --> 00:11:01.280]  為我們來承擔這個罪的刑罰
[00:11:01.280 --> 00:11:03.280]  耶穌被釘十字架的時候
[00:11:03.280 --> 00:11:05.280]  雙手被張開
[00:11:05.280 --> 00:11:06.280]  所以其實很痛苦
[00:11:06.280 --> 00:11:08.280]  因為你現在試著一起來做
[00:11:08.280 --> 00:11:10.280]  雙手向後拗
[00:11:10.280 --> 00:11:14.280]  你發覺你的胸骨是壓著肺的
[00:11:14.280 --> 00:11:16.280]  你還要向前彎的時候
[00:11:16.280 --> 00:11:18.280]  是很辛苦的
[00:11:18.280 --> 00:11:20.280]  接著丁丁還要這樣
[00:11:20.280 --> 00:11:26.280]  不單單他的手被釘在手腕和腳上流血
[00:11:26.280 --> 00:11:30.280]  你記得丁丁用矛槍刺他的肋旁
[00:11:30.280 --> 00:11:33.280]  記住肋旁原來是我們肋骨下面的
[00:11:33.280 --> 00:11:35.280]  我不知道我小時候有沒有錯誤
[00:11:35.280 --> 00:11:36.280]  為何這麼壞
[00:11:36.280 --> 00:11:38.280]  刺是腋下的
[00:11:38.280 --> 00:11:39.280]  原來不是腋下
[00:11:39.280 --> 00:11:41.280]  因為我小時候在家裡和爸爸玩
[00:11:41.280 --> 00:11:43.280]  你知道是腋下的
[00:11:43.280 --> 00:11:44.280]  所以有意思
[00:11:44.280 --> 00:11:45.280]  為何刺是腋下的
[00:11:45.280 --> 00:11:46.280]  原來是腋下
[00:11:46.280 --> 00:11:48.280]  是在我們肋骨下面
[00:11:48.280 --> 00:11:50.280]  從下面捅上去
[00:11:50.280 --> 00:11:54.280]  有流出血和水
[00:11:54.280 --> 00:11:56.280]  血是代表了生命
[00:11:56.280 --> 00:12:00.280]  所以你記得他們來大約殺動物來吃的時候
[00:12:00.280 --> 00:12:02.280]  是要放血的
[00:12:02.280 --> 00:12:05.280]  不可以讓血骨存在
[00:12:05.280 --> 00:12:07.280]  這個血是什麼呢
[00:12:07.280 --> 00:12:10.280]  耶穌說我用血來賣熟你
[00:12:10.280 --> 00:12:12.280]  用我的生命來賣熟我們
[00:12:12.280 --> 00:12:15.280]  但我想和大家講一講什麼是藥
[00:12:15.280 --> 00:12:17.280]  藥是雙方面要遵守
[00:12:17.280 --> 00:12:19.280]  如果有一方面不遵守
[00:12:19.280 --> 00:12:21.280]  就是毀藥
[00:12:21.280 --> 00:12:22.280]  當毀藥的時候
[00:12:22.280 --> 00:12:26.280]  他就需要面對那份懲治
[00:12:26.280 --> 00:12:27.280]  很簡單舉個例子
[00:12:27.280 --> 00:12:29.280]  當你來買一個物業
[00:12:29.280 --> 00:12:32.280]  你下了細訂
[00:12:32.280 --> 00:12:34.280]  可能下了幾十萬
[00:12:34.280 --> 00:12:37.280]  後來發現原來不行
[00:12:37.280 --> 00:12:39.280]  即是你不想買
[00:12:39.280 --> 00:12:41.280]  那你要毀藥
[00:12:41.280 --> 00:12:43.280]  你毀藥的時候
[00:12:43.280 --> 00:12:45.280]  你的訂金沒有了
[00:12:45.280 --> 00:12:49.280]  你還要賠償給對方
[00:12:49.280 --> 00:12:52.280]  還有如果你要透過一些經紀的時候
[00:12:52.280 --> 00:12:55.280]  你還要給對方的經紀佣
[00:12:55.280 --> 00:12:57.280]  你自己當然要給
[00:12:57.280 --> 00:12:59.280]  如果我們簽了一個藥
[00:12:59.280 --> 00:13:01.280]  我們毀藥的時候
[00:13:01.280 --> 00:13:05.280]  我們要承擔我們毀藥的責任
[00:13:05.280 --> 00:13:09.280]  當然神也要承擔他的責任
[00:13:09.280 --> 00:13:13.280]  所以今天神和我們建立這個藥的時候
[00:13:13.280 --> 00:13:15.280]  祂答應我們
[00:13:15.280 --> 00:13:16.280]  不單單救贖我們
[00:13:16.280 --> 00:13:19.280]  祂更加要來愛我們
[00:13:19.280 --> 00:13:20.280]  保護我們
[00:13:20.280 --> 00:13:21.280]  建立我們
[00:13:21.280 --> 00:13:23.280]  所以為什麼現在我們在未來
[00:13:23.280 --> 00:13:25.280]  較為多衝擊的日子裡面
[00:13:25.280 --> 00:13:26.280]  我們作為基督徒
[00:13:26.280 --> 00:13:29.280]  雖然我們面對前面好像是灰暗
[00:13:29.280 --> 00:13:32.280]  但是我們仍然相信有盼望
[00:13:32.280 --> 00:13:34.280]  因為神的應許
[00:13:34.280 --> 00:13:35.280]  神是信實的
[00:13:35.280 --> 00:13:37.280]  神是絕對不會說謊的
[00:13:37.280 --> 00:13:42.280]  所以我們能夠有這一份信心
[00:13:42.280 --> 00:13:45.280]  我們一樣可以來過渡
[00:13:45.280 --> 00:13:47.280]  這個是很重要
[00:13:47.280 --> 00:13:49.280]  因為神也要來承擔
[00:13:49.280 --> 00:13:51.280]  祂和我們所立的藥
[00:13:51.280 --> 00:13:54.280]  但最重要是我們反省
[00:13:54.280 --> 00:13:56.280]  我們會不會有時候毀藥
[00:13:56.280 --> 00:13:58.280]  我們已經承諾了神的事
[00:13:58.280 --> 00:13:59.280]  你有沒有去做呢
[00:13:59.280 --> 00:14:00.280]  我們有沒有來
[00:14:00.280 --> 00:14:02.280]  但是在神面前承諾了
[00:14:02.280 --> 00:14:03.280]  我願意愛你
[00:14:03.280 --> 00:14:05.280]  新一年裡面我會更加幾天來
[00:14:05.280 --> 00:14:07.280]  但是我願意親近你
[00:14:07.280 --> 00:14:10.280]  但是可能只是三分鐘熱度
[00:14:10.280 --> 00:14:11.280]  未到農曆新年
[00:14:11.280 --> 00:14:13.280]  我們就已經期了下來
[00:14:13.280 --> 00:14:15.280]  所以求神來幫助我們
[00:14:15.280 --> 00:14:17.280]  原來這個是一個藥
[00:14:17.280 --> 00:14:20.280]  藥是要雙方面遵守
[00:14:20.280 --> 00:14:23.280]  而這個藥是用耶穌基督自己的生命
[00:14:23.280 --> 00:14:26.280]  用祂的血來換取我們
[00:14:26.280 --> 00:14:30.280]  所以當我們有這個新藥的時候
[00:14:30.280 --> 00:14:32.280]  我們接受了
[00:14:32.280 --> 00:14:34.280]  我們有一個新的開始
[00:14:34.280 --> 00:14:37.280]  這裡就講到新的心
[00:14:37.280 --> 00:14:39.280]  第四方面就是新心
[00:14:39.280 --> 00:14:42.280]  以色列書第36章26節
[00:14:42.280 --> 00:14:45.280]  我又要賜給你們一個新心
[00:14:45.280 --> 00:14:47.280]  將新靈放在你們裡面
[00:14:47.280 --> 00:14:51.280]  又從你們的肉體中除掉石心
[00:14:51.280 --> 00:14:54.280]  賜給你們肉心
[00:14:54.280 --> 00:14:57.280]  這裡是講新的心
[00:14:57.280 --> 00:14:59.280]  原來這幫子民
[00:14:59.280 --> 00:15:04.280]  他說到他們沒有好好地跟隨神的時候
[00:15:04.280 --> 00:15:07.280]  他們的心變成為石心
[00:15:07.280 --> 00:15:10.280]  當一講到石心的時候
[00:15:10.280 --> 00:15:12.280]  我就想起紅十字會
[00:15:12.280 --> 00:15:15.280]  一幅宣傳的圖畫
[00:15:15.280 --> 00:15:17.280]  很可能年輕的一代
[00:15:17.280 --> 00:15:18.280]  未見過這幅圖畫
[00:15:18.280 --> 00:15:19.280]  是什麼呢
[00:15:19.280 --> 00:15:24.280]  是一個人用鑽地機
[00:15:24.280 --> 00:15:26.280]  鑽一塊石頭
[00:15:26.280 --> 00:15:28.280]  下面有一句說話是怎樣說呢
[00:15:28.280 --> 00:15:32.280]  石頭是不會鑽出血出來的
[00:15:32.280 --> 00:15:35.280]  然後叫我們去捐血
[00:15:35.280 --> 00:15:36.280]  肉心
[00:15:36.280 --> 00:15:37.280]  肉是什麼呢
[00:15:37.280 --> 00:15:39.280]  是有感覺的
[00:15:39.280 --> 00:15:41.280]  你會有這個感受
[00:15:41.280 --> 00:15:44.280]  聖經裡面說到原來我們原本
[00:15:44.280 --> 00:15:47.280]  我們的心是有感受的
[00:15:47.280 --> 00:15:49.280]  但問題是我們往往有時候
[00:15:49.280 --> 00:15:53.280]  就會被外在的環境影響
[00:15:53.280 --> 00:15:57.280]  將認為罪已經不再是一回事
[00:15:57.280 --> 00:15:58.280]  是什麼一回事
[00:15:58.280 --> 00:15:59.280]  很簡單
[00:15:59.280 --> 00:16:00.280]  我昨天看新聞
[00:16:00.280 --> 00:16:02.280]  但我沒有留意
[00:16:02.280 --> 00:16:05.280]  不知道哪個國家剛剛通過了
[00:16:05.280 --> 00:16:07.280]  墮胎是合法化的
[00:16:07.280 --> 00:16:09.280]  是昨天的新聞
[00:16:09.280 --> 00:16:12.280]  當然如果那個小孩子
[00:16:12.280 --> 00:16:15.280]  在胎裡面已經有很大的問題
[00:16:15.280 --> 00:16:17.280]  亦都影響到媽媽的健康
[00:16:17.280 --> 00:16:19.280]  而害取其輕的話
[00:16:19.280 --> 00:16:22.280]  而醫生證明的話
[00:16:22.280 --> 00:16:24.280]  可以終止懷孕
[00:16:24.280 --> 00:16:25.280]  這些是可以接受的
[00:16:25.280 --> 00:16:27.280]  但會不會亦都因為這個緣故
[00:16:27.280 --> 00:16:28.280]  而放縱
[00:16:28.280 --> 00:16:29.280]  隨隨便便
[00:16:29.280 --> 00:16:31.280]  去毀滅一個生命呢
[00:16:31.280 --> 00:16:34.280]  有些國家像加拿大一樣
[00:16:34.280 --> 00:16:35.280]  大麻是合法化的
[00:16:35.280 --> 00:16:37.280]  你吸食大麻
[00:16:37.280 --> 00:16:39.280]  你不會再覺得我有什麼錯
[00:16:39.280 --> 00:16:41.280]  沒有東西公然的
[00:16:41.280 --> 00:16:44.280]  原來有時候我們的道德標準
[00:16:44.280 --> 00:16:47.280]  是被外在的環境來影響
[00:16:47.280 --> 00:16:49.280]  但最大的問題就是
[00:16:49.280 --> 00:16:51.280]  當我們犯錯的時候
[00:16:51.280 --> 00:16:53.280]  我們不去處理
[00:16:53.280 --> 00:16:56.280]  是慢慢地我們的心
[00:16:56.280 --> 00:16:58.280]  是越來越剛硬
[00:16:58.280 --> 00:17:01.280]  就好像二不所思第四章
[00:17:01.280 --> 00:17:03.280]  十八、十九兩字這樣說
[00:17:03.280 --> 00:17:05.280]  他們心地昏迷
[00:17:05.280 --> 00:17:09.280]  與神所賜的生命隔絕了
[00:17:09.280 --> 00:17:13.280]  都因自己無知心裡剛硬
[00:17:13.280 --> 00:17:16.280]  良心既然喪盡
[00:17:16.280 --> 00:17:18.280]  就放縱私慾
[00:17:18.280 --> 00:17:20.280]  貪行種種的污穢
[00:17:20.280 --> 00:17:23.280]  我經常說
[00:17:23.280 --> 00:17:24.280]  當你有罪
[00:17:24.280 --> 00:17:26.280]  求神給我們一個敏銳的心
[00:17:26.280 --> 00:17:27.280]  聖靈會責備我們
[00:17:27.280 --> 00:17:29.280]  我們要去反省
[00:17:29.280 --> 00:17:31.280]  我們要去停止這個錯
[00:17:31.280 --> 00:17:33.280]  但若然我們都不繼續去停止的時候
[00:17:33.280 --> 00:17:35.280]  慢慢地我們已經不再
[00:17:35.280 --> 00:17:38.280]  來得敏銳於聖靈的提醒
[00:17:38.280 --> 00:17:40.280]  我們的內心就會剛硬
[00:17:40.280 --> 00:17:44.280]  我們就不再會對罪有反省
[00:17:44.280 --> 00:17:47.280]  於是我們越踩越深
[00:17:47.280 --> 00:17:50.280]  所以今次這個新冠型病毒
[00:17:50.280 --> 00:17:52.280]  我們都要反思
[00:17:52.280 --> 00:17:53.280]  你很驚訝
[00:17:53.280 --> 00:17:55.280]  一個四十幾歲的人
[00:17:55.280 --> 00:17:57.280]  他沒有長期病患
[00:17:57.280 --> 00:17:59.280]  但送入醫院很快就死了
