
[00:00:00.000 --> 00:00:03.740]  這裡就約的先知和希亞
[00:10:38.360 --> 00:10:41.760]  她就說她的生活非常的貧困
[00:10:41.760 --> 00:10:45.760]  她說那你的兒子不是在外托工作嗎
[00:10:45.760 --> 00:10:48.960]  他掙的錢有沒有給你寄回來
[00:10:48.960 --> 00:10:51.760]  她說她沒有把錢寄回來
[00:10:51.760 --> 00:10:53.960]  她常常有來逢信
[00:10:53.960 --> 00:10:59.560]  信裡頭有些畫片
[00:10:59.560 --> 00:11:01.960]  她說那你把信拿過來
[00:11:01.960 --> 00:11:03.960]  把這畫片給我看看
[00:11:03.960 --> 00:11:05.760]  她把畫片拿過來
[00:11:05.760 --> 00:11:10.960]  原來是她孩子她的兒子給她寄的錢
[00:11:10.960 --> 00:11:13.960]  這錢的話就像一張畫片一樣的
[00:11:13.960 --> 00:11:15.760]  她說你有這點錢的話
[00:11:15.760 --> 00:11:17.160]  在你這個村子裡頭
[00:11:17.160 --> 00:11:19.160]  你是最有錢的富翁了
[00:11:19.160 --> 00:11:20.960]  你怎麼還貧窮呢
[00:11:20.960 --> 00:11:24.760]  因為她不認識兒子給她的東西
[00:11:24.760 --> 00:11:26.760]  就是很寶貴的東西
[00:11:26.760 --> 00:11:28.360]  她把它當作畫片
[00:11:28.360 --> 00:11:31.760]  其實是她最需要的錢
[00:11:31.760 --> 00:11:32.960]  那我們也是這樣
[00:11:32.960 --> 00:11:36.560]  我們有這些神的畫在我們的手上
[00:11:36.560 --> 00:11:38.560]  每個人有一本聖經
[00:11:38.560 --> 00:11:40.160]  可能你還不止一本
[00:11:40.160 --> 00:11:41.760]  有這個英文的中文的
[00:11:41.760 --> 00:11:44.560]  有這個版那個版很多聖經
[00:11:44.560 --> 00:11:47.160]  但是我們還覺得貧窮
[00:11:47.160 --> 00:11:50.360]  所以我們沒有好好的把神的畫
[00:11:50.360 --> 00:11:54.160]  我們用在我們的身上
[00:11:54.160 --> 00:11:55.760]  第二不正常的情況就是
[00:11:55.760 --> 00:12:00.160]  今天的異端邪祖很盛行
[00:12:00.160 --> 00:12:03.760]  有些信徒就容易被引誘
[00:12:03.760 --> 00:12:08.760]  受迷惑偏離了神明的路
[00:12:08.760 --> 00:12:12.360]  有些像魔門教耶和華見證人
[00:12:12.360 --> 00:12:14.560]  他們比基督徒還要熱心
[00:12:14.560 --> 00:12:16.560]  活動的很厲害
[00:12:16.560 --> 00:12:19.560]  他會把這些錯誤的東西
[00:12:19.560 --> 00:12:22.360]  給這些人還沒有信主的人
[00:12:22.360 --> 00:12:24.360]  或者甚至給基督徒講
[00:12:24.360 --> 00:12:29.560]  慢慢就搖動了信徒的信仰了
[00:12:29.560 --> 00:12:36.360]  就是有一些所謂的教會的領袖也會說
[00:12:36.360 --> 00:12:42.360]  耶穌是首先被造的
[00:12:42.360 --> 00:12:44.360]  他用哥勒希書說
[00:12:44.360 --> 00:12:49.360]  耶穌是受造中的首先被造的
[00:12:49.360 --> 00:12:51.360]  那怎麼可以這樣說呢
[00:12:51.360 --> 00:12:54.360]  耶穌是創造的主
[00:12:54.360 --> 00:12:59.360]  因為聖經說基督神的兒子
[00:12:59.360 --> 00:13:04.360]  是受造中間的首生者
[00:13:04.360 --> 00:13:06.360]  不是首造者
[00:13:06.360 --> 00:13:08.360]  他就是把祂說成首造的
[00:13:08.360 --> 00:13:10.360]  那耶穌也是受造的
[00:13:10.360 --> 00:13:12.360]  受造的就不是神了
[00:13:12.360 --> 00:13:14.360]  那些信徒就覺得
[00:13:14.360 --> 00:13:17.360]  是啊耶穌也是受造的
[00:13:17.360 --> 00:13:21.360]  不過祂比我們早受造而已
[00:13:21.360 --> 00:13:25.360]  把我們放在耶穌邊不是神了
[00:13:25.360 --> 00:13:28.360]  所以很多這方面的邪說
[00:13:28.360 --> 00:13:31.360]  錯誤的東西很多很多
[00:13:31.360 --> 00:13:33.360]  所以我們作為神的兒女
[00:13:33.360 --> 00:13:37.360]  就要警惕要預防
[00:13:37.360 --> 00:13:39.360]  要接著神的話
[00:13:39.360 --> 00:13:41.360]  我們能夠辨別什麼是對的
[00:13:41.360 --> 00:13:43.360]  什麼是錯的
[00:13:43.360 --> 00:13:45.360]  第三呢
[00:13:45.360 --> 00:13:47.360]  今天的北美的教會
[00:13:47.360 --> 00:13:52.360]  傳福音缺少能力
[00:13:52.360 --> 00:13:57.360]  就是看很多的教會
[00:13:57.360 --> 00:13:59.360]  包括我們自己在內
[00:13:59.360 --> 00:14:03.360]  也就是缺乏福音的能力
[00:14:03.360 --> 00:14:05.360]  你看到有些歷史上
[00:14:05.360 --> 00:14:07.360]  這個大復興的話
[00:14:07.360 --> 00:14:09.360]  那就是神的話語出來的話
[00:14:09.360 --> 00:14:11.360]  很多人不應該
[00:14:11.360 --> 00:14:13.360]  那今天我們很少看見
[00:14:13.360 --> 00:14:15.360]  很少看見情況
[00:14:15.360 --> 00:14:16.360]  那怎麼辦呢
[00:14:16.360 --> 00:14:19.360]  有好多就用這個醫病神跡
[00:14:19.360 --> 00:14:22.360]  這樣來代替神的話語
[00:14:22.360 --> 00:14:24.360]  用這樣的
[00:14:24.360 --> 00:14:26.360]  不是用神的話
[00:14:26.360 --> 00:14:29.360]  在那種會上你聽不到神的話
[00:14:29.360 --> 00:14:31.360]  就是看見一些人
[00:14:31.360 --> 00:14:33.360]  這病被醫好了
[00:14:33.360 --> 00:14:34.360]  但是真的醫好
[00:14:34.360 --> 00:14:35.360]  沒有醫好
[00:14:35.360 --> 00:14:37.360]  那就打個問號的
[00:14:37.360 --> 00:14:39.360]  那就是用這些方法
[00:14:39.360 --> 00:14:42.360]  來代替來講神的話
[00:14:42.360 --> 00:14:43.360]  其實我們看看
[00:14:43.360 --> 00:14:45.360]  在《新約神經》裡頭
[00:14:45.360 --> 00:14:49.360]  當《史讀行傳》初期教會的時候
[00:14:49.360 --> 00:14:55.360]  在五旬節彼得就起來說話
[00:14:55.360 --> 00:14:58.360]  結果在那天有三千人悔改
[00:14:58.360 --> 00:15:00.360]  三千姓族
[00:15:00.360 --> 00:15:02.360]  我們看看《史讀行傳》第二章裡頭
[00:15:02.360 --> 00:15:05.360]  彼得所講的信息呢
[00:15:05.360 --> 00:15:08.360]  你看看裡面所講的
[00:15:08.360 --> 00:15:11.360]  絕大部分是神的話
[00:15:11.360 --> 00:15:13.360]  至少有40%
[00:15:13.360 --> 00:15:18.360]  他引用舊約上先知書的話
[00:15:18.360 --> 00:15:20.360]  引用大魏的話
[00:15:20.360 --> 00:15:23.360]  引用月兒的話
[00:15:23.360 --> 00:15:24.360]  先知的話
[00:15:24.360 --> 00:15:27.360]  所以他有一半左右
[00:15:27.360 --> 00:15:30.360]  講的都是神經裡頭
[00:15:30.360 --> 00:15:32.360]  就這樣的話
[00:15:32.360 --> 00:15:34.360]  很多人就是因著
[00:15:34.360 --> 00:15:35.360]  聖靈的感動
[00:15:35.360 --> 00:15:38.360]  他們認罪悔改
[00:15:38.360 --> 00:15:41.360]  那麼才有這麼大的果效
[00:15:41.360 --> 00:15:42.360]  這神的話
[00:15:42.360 --> 00:15:49.360]  就是真是像這個光一樣的
[00:15:49.360 --> 00:15:52.360]  照在人的心裡頭
[00:15:52.360 --> 00:15:56.360]  在英國有一個很出名的傳導人
[00:15:56.360 --> 00:15:57.360]  叫做施布真
[00:15:57.360 --> 00:15:59.360]  我們讀過他的專輯
[00:15:59.360 --> 00:16:02.360]  施布真他說他怎麼得救呢
[00:16:02.360 --> 00:16:04.360]  他在16歲的時候
[00:16:04.360 --> 00:16:07.360]  他又常常感覺到自己
[00:16:07.360 --> 00:16:09.360]  好像裡面不夠滿足
[00:16:09.360 --> 00:16:12.360]  有些事情他勝不過去
[00:16:12.360 --> 00:16:16.360]  總覺得他夠不上神的要求
[00:16:16.360 --> 00:16:19.360]  所以他就很苦惱
[00:16:19.360 --> 00:16:21.360]  雖然還常去聚會
[00:16:21.360 --> 00:16:23.360]  但是得不到解決
[00:16:23.360 --> 00:16:27.360]  有一天在倫敦下大學
[00:16:27.360 --> 00:16:29.360]  所以下學就很不方便了
[00:16:29.360 --> 00:16:31.360]  他就沒有辦法到去
[00:16:31.360 --> 00:16:33.360]  他本來聚會那個地方
[00:16:33.360 --> 00:16:35.360]  禮拜堂去聚會
[00:16:35.360 --> 00:16:36.360]  所以他出來以後
[00:16:36.360 --> 00:16:38.360]  走得不太遠
[00:16:38.360 --> 00:16:41.360]  就碰到有一個禮拜堂
[00:16:41.360 --> 00:16:43.360]  他就進去了
[00:16:43.360 --> 00:16:45.360]  進去那天因為下大學
[00:16:45.360 --> 00:16:47.360]  來的人很少
[00:16:47.360 --> 00:16:49.360]  連那個傳導人也沒有來
[00:16:49.360 --> 00:16:51.360]  結果是誰起來講道呢
[00:16:51.360 --> 00:16:55.360]  一個歲數大的木匠起來講道
[00:16:55.360 --> 00:16:57.360]  平時不是他講的
[00:16:57.360 --> 00:16:59.360]  他上了講台以後
[00:16:59.360 --> 00:17:01.360]  他就念了一節聖經
[00:17:01.360 --> 00:17:03.360]  以賽亞書裡頭一節聖經說
[00:17:03.360 --> 00:17:06.360]  地極的人都來仰望我
[00:17:06.360 --> 00:17:08.360]  救必得救
[00:17:08.360 --> 00:17:12.360]  地極的人都必來仰望我
[00:17:12.360 --> 00:17:14.360]  救必得救
[00:17:14.360 --> 00:17:16.360]  他講了這句話以後
[00:17:16.360 --> 00:17:19.360]  再要想講下面的話
[00:17:19.360 --> 00:17:21.360]  他就不知道講什麼講了
[00:17:21.360 --> 00:17:23.360]  又把這句話再重復一遍
[00:17:23.360 --> 00:17:25.360]  地極的人都來仰望我
[00:17:25.360 --> 00:17:27.360]  救必得救
[00:17:27.360 --> 00:17:29.360]  講了幾遍
[00:17:29.360 --> 00:17:30.360]  他不會講道
[00:17:30.360 --> 00:17:32.360]  也講不下去了
[00:17:32.360 --> 00:17:34.360]  他就這麼念
[00:17:34.360 --> 00:17:36.360]  結果看見這個書生坐在前面
[00:17:36.360 --> 00:17:38.360]  他就指著年輕人啊
[00:17:38.360 --> 00:17:40.360]  你當仰望神
[00:17:40.360 --> 00:17:42.360]  你就必得救
[00:17:42.360 --> 00:17:45.360]  這下聖靈就用這句話
[00:17:45.360 --> 00:17:48.360]  像光一樣照在師父身的心裡
[00:17:48.360 --> 00:17:50.360]  他馬上看到
[00:17:50.360 --> 00:17:52.360]  我一直為了
[00:17:52.360 --> 00:17:54.360]  我不能夠好好的愛神
[00:17:54.360 --> 00:17:56.360]  不能夠來認識神
[00:17:56.360 --> 00:17:57.360]  我覺得苦惱
[00:17:57.360 --> 00:17:59.360]  其實我不需要做別的
[00:17:59.360 --> 00:18:01.360]  我只要來仰望神
[00:18:01.360 --> 00:18:03.360]  只要來到耶穌的面前
[00:18:03.360 --> 00:18:05.360]  我來仰望他
[00:18:05.360 --> 00:18:08.360]  一下子他的心開了
[00:18:08.360 --> 00:18:11.360]  在那天他說我得救了
[00:18:11.360 --> 00:18:13.360]  我來到神面前了
[00:18:13.360 --> 00:18:16.360]  耶穌是我的救主了
[00:18:16.360 --> 00:18:19.360]  所以那個木匠就用一句話
[00:18:19.360 --> 00:18:22.360]  就使一個人得到神的恩典
[00:18:22.360 --> 00:18:25.360]  這師父真你看在因果
[00:18:25.360 --> 00:18:29.360]  在那個時候被神大大的使用
[00:18:29.360 --> 00:18:31.360]  他就接著一句話
[00:18:31.360 --> 00:18:33.360]  他就信了主了
[00:18:33.360 --> 00:18:36.360]  所以我們真是
[00:18:36.360 --> 00:18:38.360]  說到我們今天
[00:18:38.360 --> 00:18:39.360]  神的兒女呢
[00:18:39.360 --> 00:18:41.360]  很需要神的話
[00:18:41.360 --> 00:18:46.360]  我們要極力的追求認識神
[00:18:46.360 --> 00:18:52.360]  因為真正教人悔改的是神的話
[00:18:52.360 --> 00:18:56.360]  在舊約聖經裡頭
[00:18:56.360 --> 00:19:00.360]  有特別的有一個叫
[00:19:00.360 --> 00:19:02.360]  以斯拉文士
[00:19:02.360 --> 00:19:03.360]  以斯拉
[00:19:03.360 --> 00:19:06.360]  他就對聖經非常的
[00:19:06.360 --> 00:19:10.360]  有心研究追求認識
[00:19:10.360 --> 00:19:13.360]  有人說舊約聖經
[00:19:13.360 --> 00:19:16.360]  次序安排
[00:19:16.360 --> 00:19:19.360]  把它給變成正典
[00:19:19.360 --> 00:19:23.360]  就今天我們所讀的舊約聖經39卷
[00:19:23.360 --> 00:19:27.360]  就是以斯拉他所做的工作
[00:19:27.360 --> 00:19:32.360]  他把神在舊約的時候說的話
[00:19:32.360 --> 00:19:35.360]  把它給編排起來
[00:19:35.360 --> 00:19:37.360]  按照這個次序
[00:19:37.360 --> 00:19:43.360]  所以他就從貝魯的地方
[00:19:43.360 --> 00:19:47.360]  回到耶路撒冷
[00:19:47.360 --> 00:19:50.360]  他做了很多工作
[00:19:50.360 --> 00:19:52.360]  其中我們看見
[00:19:52.360 --> 00:19:56.360]  在剛才我們所讀的聖經裡頭
[00:19:56.360 --> 00:19:59.360]  聖經怎麼說以斯拉呢
[00:19:59.360 --> 00:20:01.360]  以斯拉定制
[00:20:01.360 --> 00:20:06.360]  考究遵行耶和華的律法
[00:20:06.360 --> 00:20:12.360]  又將律例典章教訓以色列人
[00:20:12.360 --> 00:20:14.360]  這些短短的聖經
[00:20:14.360 --> 00:20:16.360]  從四方面講到
[00:20:16.360 --> 00:20:20.360]  以斯拉對神的話的追求
[00:20:20.360 --> 00:20:24.360]  他怎麼極力地來認識耶和華的
[00:20:24.360 --> 00:20:28.360]  第一個他是定制
[00:20:28.360 --> 00:20:32.360]  定制因為就是預備他的心
[00:20:32.360 --> 00:20:37.360]  因為讀聖經其實是心的問題
[00:20:37.360 --> 00:20:39.360]  不是只是頭腦
[00:20:39.360 --> 00:20:41.360]  他要用心
[00:20:41.360 --> 00:20:44.360]  有心就能讀進去
[00:20:44.360 --> 00:20:48.360]  沒有心讀過去以後也就過去了
[00:20:48.360 --> 00:20:52.360]  所以他是預備他的心
[00:20:52.360 --> 00:20:57.360]  他在神面前有一顆愛慕主話語的心
[00:20:57.360 --> 00:20:59.360]  他愛慕
[00:20:59.360 --> 00:21:01.360]  因為他有愛慕的心
[00:21:01.360 --> 00:21:05.360]  他就對聖經有個心了
[00:21:05.360 --> 00:21:09.360]  所以讀聖經最重要的就是你的有心
[00:21:09.360 --> 00:21:10.360]  一個什麼心呢
[00:21:10.360 --> 00:21:13.360]  一個愛慕主話語的心
