
[00:00:00.000 --> 00:00:04.000]  不知大家有沒有記得上一次我講道的題目呢
[00:02:47.000 --> 00:02:52.000]  耶利米埃哥三章多少節
[00:02:52.000 --> 00:02:54.000]  記住這一節的金句
[00:02:54.000 --> 00:02:55.000]  一起來背
[00:02:55.000 --> 00:02:57.000]  耶利米埃哥三章二十三節怎麼背
[00:02:57.000 --> 00:03:00.000]  「每早晨 這都是新的
[00:03:00.000 --> 00:03:04.000]  你的誠實極其廣大」
[00:03:04.000 --> 00:03:05.000]  除了這一節之外
[00:03:05.000 --> 00:03:07.000]  這一段是緊緊相扣的
[00:03:07.000 --> 00:03:11.000]  其實耶利米埃哥
[00:03:11.000 --> 00:03:14.000]  他在原本的希臘希伯來文
[00:03:14.000 --> 00:03:18.000]  由五首歌 五篇詩歌來組成
[00:03:18.000 --> 00:03:22.000]  當時他們有一個背景
[00:03:22.000 --> 00:03:26.000]  就是以色列亡國 南國亡國
[00:03:26.000 --> 00:03:27.000]  被擄
[00:03:27.000 --> 00:03:34.000]  巴比倫將耶路撒冷城攻陷了
[00:03:34.000 --> 00:03:36.000]  聖殿被毀
[00:03:36.000 --> 00:03:41.000]  那些國民和大批財物被擄掠
[00:03:41.000 --> 00:03:44.000]  而且擄去巴比倫
[00:03:44.000 --> 00:03:46.000]  就是離開他們自己的本地
[00:03:46.000 --> 00:03:48.000]  剩下的人嬉笑
[00:03:48.000 --> 00:03:51.000]  面對的光景非常慘淡
[00:03:51.000 --> 00:03:54.000]  所以當時是這樣的背景
[00:03:54.000 --> 00:03:57.000]  所以這個叫做耶利米埃哥
[00:03:57.000 --> 00:03:59.000]  所以他們用這句埃哥
[00:03:59.000 --> 00:04:02.000]  來表達出他們的那種情懷
[00:04:02.000 --> 00:04:06.000]  表達出心裏邊那種的情感
[00:04:06.000 --> 00:04:10.000]  也都是透過這些詩歌來抒發
[00:04:10.000 --> 00:04:13.000]  成為一個禱告來帶到神的面前
[00:04:13.000 --> 00:04:16.000]  也都去感嘆過往那些光景
[00:04:16.000 --> 00:04:19.000]  也都反省自己的罪
[00:04:19.000 --> 00:04:22.000]  因為其實這個也是帶著上帝的管教在當中
[00:04:22.000 --> 00:04:27.000]  使他們能夠在這些逆境痛苦當中
[00:04:27.000 --> 00:04:30.000]  來回歸到神面前
[00:04:30.000 --> 00:04:32.000]  留意的就是
[00:04:32.000 --> 00:04:34.000]  在這幾節經文裏邊
[00:04:34.000 --> 00:04:36.000]  有兩個不同的心境
[00:04:36.000 --> 00:04:42.000]  如果你留意在第20節
[00:04:42.000 --> 00:04:43.000]  這裏他說
[00:04:43.000 --> 00:04:50.000]  我心想念這些就在裏邊憂悶
[00:04:50.000 --> 00:04:52.000]  所以這個心境好不好?
[00:04:52.000 --> 00:04:54.000]  不好
[00:04:54.000 --> 00:04:58.000]  所以他想到這些的事就在裏邊憂悶
[00:04:58.000 --> 00:04:59.000]  請問是甚麼事?
[00:04:59.000 --> 00:05:00.000]  想到甚麼事?
[00:05:00.000 --> 00:05:03.000]  剛才解釋過的背景
[00:05:03.000 --> 00:05:08.000]  所以想到現在我們這麼多的消亡
[00:05:08.000 --> 00:05:14.000]  這麼多的本來曾經一時成為他們的驕傲
[00:05:14.000 --> 00:05:15.000]  這些東西
[00:05:15.000 --> 00:05:17.000]  頓然成為廢墟
[00:05:17.000 --> 00:05:21.000]  這些繁榮再不再
[00:05:21.000 --> 00:05:25.000]  這些的仇苦就不斷加添
[00:05:25.000 --> 00:05:26.000]  所以他說
[00:05:26.000 --> 00:05:30.000]  我心想念這些就在裏邊憂愁
[00:05:30.000 --> 00:05:33.000]  更加
[00:05:33.000 --> 00:05:34.000]  這裏他說
[00:05:34.000 --> 00:05:35.000]  求你紀念我
[00:05:35.000 --> 00:05:37.000]  第19節
[00:05:37.000 --> 00:05:41.000]  如陰塵和苦膽的困苦困迫
[00:05:41.000 --> 00:05:44.000]  所以這個形容就更加貼切
[00:05:44.000 --> 00:05:48.000]  講到他們那種力量衰敗
[00:05:48.000 --> 00:05:49.000]  沒有了指望
[00:05:49.000 --> 00:05:54.000]  然後心裏邊很苦
[00:05:54.000 --> 00:05:59.000]  真是苦到甚麼呢?
[00:05:59.000 --> 00:06:00.000]  他說好像陰塵
[00:06:00.000 --> 00:06:04.000]  陰塵是當地一些苦的菜
[00:06:04.000 --> 00:06:07.000]  我不知道我們中國有沒有一些苦的菜呢?
[00:06:07.000 --> 00:06:09.000]  苦瓜有吧?
[00:06:09.000 --> 00:06:11.000]  有沒有苦菜?
[00:06:11.000 --> 00:06:12.000]  有甚麼苦菜?
[00:06:12.000 --> 00:06:13.000]  芥菜嗎?
[00:06:13.000 --> 00:06:14.000]  芥菜是苦菜
[00:06:14.000 --> 00:06:16.000]  但是比起這些
[00:06:16.000 --> 00:06:19.000]  陰塵相差很遠
[00:06:19.000 --> 00:06:20.000]  真是很苦的
[00:06:20.000 --> 00:06:21.000]  這些植物
[00:06:21.000 --> 00:06:23.000]  如果我們不是這麼明白
[00:06:23.000 --> 00:06:25.000]  苦膽一定明白
[00:06:25.000 --> 00:06:32.000]  他說我如陰塵和苦膽的困苦困迫
[00:06:32.000 --> 00:06:33.000]  苦膽明白了
[00:06:33.000 --> 00:06:38.000]  有沒有試過吃苦膽?
[00:06:38.000 --> 00:06:40.000]  我記得以前去蒸魚
[00:06:40.000 --> 00:06:42.000]  千萬不要戳穿那個膽
[00:06:42.000 --> 00:06:44.000]  你們是不是有?
[00:06:44.000 --> 00:06:46.000]  因為那些膽汁一出來
[00:06:46.000 --> 00:06:49.000]  真是苦到裂
[00:06:49.000 --> 00:06:51.000]  很苦很苦
[00:06:51.000 --> 00:06:55.000]  所以我們看見他用雙重的比喻
[00:06:55.000 --> 00:06:57.000]  如陰塵如苦膽
[00:06:57.000 --> 00:06:59.000]  真是很苦
[00:06:59.000 --> 00:07:01.000]  所以他說我心想念這些
[00:07:01.000 --> 00:07:03.000]  這些這麼苦的東西
[00:07:03.000 --> 00:07:05.000]  人生有沒有苦的東西?
[00:07:05.000 --> 00:07:08.000]  有
[00:07:08.000 --> 00:07:13.000]  想到這些苦的事會感到甚麼?
[00:07:13.000 --> 00:07:15.000]  感到憂悶
[00:07:15.000 --> 00:07:16.000]  感到無奈
[00:07:16.000 --> 00:07:19.000]  感到好像絕望一樣
[00:07:19.000 --> 00:07:21.000]  有趣的地方是
[00:07:21.000 --> 00:07:22.000]  這裡是二十節
[00:07:22.000 --> 00:07:25.000]  到了二十一節
[00:07:25.000 --> 00:07:30.000]  他說我又想起這些事
[00:07:30.000 --> 00:07:33.000]  心裡就有指望
[00:07:33.000 --> 00:07:35.000]  這些事肯定不是剛才那些事
[00:07:35.000 --> 00:07:38.000]  這些事是甚麼事呢?
[00:07:38.000 --> 00:07:41.000]  這些事就是下面所說的事
[00:07:41.000 --> 00:07:44.000]  所以他說我一想起這些事
[00:07:44.000 --> 00:07:47.000]  心裡就有指望
[00:07:47.000 --> 00:07:49.000]  英文聖經說
[00:07:49.000 --> 00:07:51.000]  This recall to my mind
[00:07:51.000 --> 00:07:54.000]  即是想起這些事
[00:07:54.000 --> 00:07:57.000]  原來我們的心境是有思想影響的
[00:07:57.000 --> 00:07:59.000]  我們想甚麼呢?
[00:07:59.000 --> 00:08:03.000]  我們想那些失落的事
[00:08:03.000 --> 00:08:04.000]  失去的事
[00:08:04.000 --> 00:08:06.000]  那就很痛苦
[00:08:06.000 --> 00:08:08.000]  痛苦的事就憂悶
[00:08:08.000 --> 00:08:10.000]  但是他說如果我recall
[00:08:10.000 --> 00:08:12.000]  即是想起
[00:08:12.000 --> 00:08:13.000]  In my mind
[00:08:13.000 --> 00:08:15.000]  Therefore I have hope
[00:08:15.000 --> 00:08:17.000]  所以我就有指望
[00:08:17.000 --> 00:08:19.000]  有希望
[00:08:19.000 --> 00:08:20.000]  所以我們看到
[00:08:20.000 --> 00:08:23.000]  真的有兩種不同的心情
[00:08:23.000 --> 00:08:25.000]  只差上下一節
[00:08:25.000 --> 00:08:27.000]  一個就是想起上面那些
[00:08:27.000 --> 00:08:29.000]  一個就是想起現在有的
[00:08:29.000 --> 00:08:31.000]  前面有的那些
[00:08:31.000 --> 00:08:32.000]  所以我們看到
[00:08:32.000 --> 00:08:35.000]  這裡給我們一個很好的指引
[00:08:35.000 --> 00:08:39.000]  原來我們真的能夠靠著主
[00:08:39.000 --> 00:08:41.000]  祂新鮮的恩典
[00:08:41.000 --> 00:08:43.000]  能夠有新的希望
[00:08:43.000 --> 00:08:45.000]  想起那些甚麼事呢?
[00:08:45.000 --> 00:08:47.000]  我們就看看
[00:08:47.000 --> 00:08:49.000]  夏文所說的這幾方面
[00:08:49.000 --> 00:08:51.000]  第一我們看到
[00:08:51.000 --> 00:08:53.000]  是想起
[00:08:53.000 --> 00:08:56.000]  還未以至於完全消滅
[00:08:56.000 --> 00:08:58.000]  因為他說
[00:08:58.000 --> 00:09:00.000]  第22節
[00:09:00.000 --> 00:09:03.000]  我們未有不自消滅
[00:09:03.000 --> 00:09:05.000]  不自消滅
[00:09:05.000 --> 00:09:07.000]  有沒有消滅呢?有
[00:09:07.000 --> 00:09:09.000]  因為當時真的
[00:09:09.000 --> 00:09:10.000]  我們剛才說過
[00:09:10.000 --> 00:09:12.000]  聖城被毀
[00:09:12.000 --> 00:09:14.000]  那邊被燒
[00:09:14.000 --> 00:09:16.000]  然後很多東西失去了
[00:09:16.000 --> 00:09:18.000]  人口財物失去
[00:09:18.000 --> 00:09:20.000]  但是
[00:09:20.000 --> 00:09:22.000]  又真的
[00:09:22.000 --> 00:09:24.000]  原來不自消滅
[00:09:24.000 --> 00:09:26.000]  即是說還未完全消滅
[00:09:26.000 --> 00:09:28.000]  起碼我們還未亡國
[00:09:28.000 --> 00:09:30.000]  我們還有這些漁民
[00:09:30.000 --> 00:09:32.000]  還有我們這班人
[00:09:32.000 --> 00:09:34.000]  還有現在周圍
[00:09:34.000 --> 00:09:36.000]  我們這個環境
[00:09:36.000 --> 00:09:38.000]  所以他的心思
[00:09:38.000 --> 00:09:40.000]  就從那些
[00:09:40.000 --> 00:09:42.000]  失去的東西
[00:09:42.000 --> 00:09:44.000]  帶來失望
[00:09:44.000 --> 00:09:46.000]  沮喪的東西
[00:09:46.000 --> 00:09:48.000]  就想到還有那些東西
[00:09:48.000 --> 00:09:50.000]  我們不是完全沒有了
[00:09:50.000 --> 00:09:52.000]  還有我們不至於消滅
[00:09:52.000 --> 00:09:54.000]  我們的國家還有
[00:09:54.000 --> 00:09:56.000]  在這裏雖然被擄
[00:09:56.000 --> 00:09:58.000]  有一天我們有機會復國
[00:09:58.000 --> 00:10:00.000]  所以他就想還有那些東西
[00:10:00.000 --> 00:10:02.000]  還好的東西
[00:10:02.000 --> 00:10:04.000]  所以真的
[00:10:04.000 --> 00:10:06.000]  有時候我們
[00:10:06.000 --> 00:10:08.000]  在乎我們想起甚麼
[00:10:08.000 --> 00:10:10.000]  想起那些
[00:10:10.000 --> 00:10:12.000]  失去的東西
[00:10:12.000 --> 00:10:14.000]  或者去想一下
[00:10:14.000 --> 00:10:16.000]  還有那些東西
[00:10:16.000 --> 00:10:18.000]  有沒有東西失去?
[00:10:18.000 --> 00:10:20.000]  有沒有東西失去?
[00:10:20.000 --> 00:10:22.000]  最近有沒有東西失去?
[00:10:22.000 --> 00:10:26.000]  可能失去一份工作
[00:10:26.000 --> 00:10:28.000]  可能失去
[00:10:28.000 --> 00:10:30.000]  我們的親人親友
[00:10:30.000 --> 00:10:32.000]  最近真的很多
[00:10:32.000 --> 00:10:34.000]  最近連續
[00:10:34.000 --> 00:10:36.000]  好幾個的安息禮拜
[00:10:36.000 --> 00:10:38.000]  剛剛前兩天
[00:10:38.000 --> 00:10:40.000]  就有一位我們認識的姐妹
[00:10:40.000 --> 00:10:42.000]  又回到天父那裏
[00:10:42.000 --> 00:10:44.000]  上幾個禮拜又有一個姐妹
[00:10:44.000 --> 00:10:46.000]  回到天父那裏
[00:10:46.000 --> 00:10:48.000]  昨天安息禮拜
[00:10:48.000 --> 00:10:50.000]  接下來這個禮拜四又有一個安息禮拜
[00:10:50.000 --> 00:10:52.000]  接下來這個禮拜六又有一個安息禮拜
[00:10:52.000 --> 00:11:00.000]  不再說我自己在年頭的時候
[00:11:00.000 --> 00:11:02.000]  失去我的父親
[00:11:02.000 --> 00:11:04.000]  所以在我們
[00:11:04.000 --> 00:11:06.000]  做弟兄姊妹
[00:11:06.000 --> 00:11:08.000]  都有些不同的親人過世
[00:11:08.000 --> 00:11:10.000]  有些不同的
[00:11:10.000 --> 00:11:12.000]  我們所認識的弟兄姊妹離開
[00:11:12.000 --> 00:11:14.000]  有時候人生會有失去
[00:11:14.000 --> 00:11:16.000]  Lost
[00:11:16.000 --> 00:11:18.000]  Lost your loved ones
[00:11:18.000 --> 00:11:20.000]  你可能
[00:11:20.000 --> 00:11:22.000]  Lost了你有些很珍惜的東西
[00:11:22.000 --> 00:11:24.000]  但是
[00:11:24.000 --> 00:11:28.000]  怎樣呢?永遠停留
[00:11:28.000 --> 00:11:30.000]  在那些Lost那裏又不行
[00:11:30.000 --> 00:11:32.000]  我們
[00:11:32.000 --> 00:11:34.000]  又會
[00:11:34.000 --> 00:11:36.000]  幫助我們回憶一些
[00:11:36.000 --> 00:11:38.000]  回憶前面有新的一天
[00:11:38.000 --> 00:11:40.000]  所以那次經文經常都走出來
[00:11:40.000 --> 00:11:42.000]  每早晨都是新的
[00:11:42.000 --> 00:11:44.000]  就是這個
[00:11:44.000 --> 00:11:46.000]  主要的內容
[00:11:46.000 --> 00:11:48.000]  所以又讓我們看見
[00:11:48.000 --> 00:11:50.000]  真的還有
[00:11:50.000 --> 00:11:52.000]  要好好珍惜的
[00:11:52.000 --> 00:11:54.000]  有沒有失去健康
[00:11:54.000 --> 00:11:56.000]  或者有些病
[00:11:56.000 --> 00:11:58.000]  有些身體的問題
[00:11:58.000 --> 00:12:00.000]  過往
[00:12:00.000 --> 00:12:02.000]  前幾天跟弟兄吃飯
[00:12:02.000 --> 00:12:04.000]  他說不行了
[00:12:04.000 --> 00:12:06.000]  以前做到的現在做不到
[00:12:06.000 --> 00:12:08.000]  為甚麼做不到?
[00:12:08.000 --> 00:12:10.000]  健康因素
[00:12:10.000 --> 00:12:12.000]  所以我們
[00:12:12.000 --> 00:12:14.000]  真的會有
[00:12:14.000 --> 00:12:16.000]  我們看見
[00:12:16.000 --> 00:12:18.000]  健康除了日子
[00:12:18.000 --> 00:12:20.000]  我們會有些東西失去
[00:12:20.000 --> 00:12:22.000]  但是還有沒有健康?
[00:12:22.000 --> 00:12:24.000]  是不是沒有了?是不是至於消滅了?
[00:12:24.000 --> 00:12:26.000]  又沒有,今天我們還有生命氣息
[00:12:26.000 --> 00:12:28.000]  要好好感謝神
[00:12:28.000 --> 00:12:30.000]  因為人仍有可以做到的事
[00:12:30.000 --> 00:12:32.000]  要好好把握
[00:12:32.000 --> 00:12:34.000]  金錢有沒有損失?
[00:12:34.000 --> 00:12:36.000]  有沒有損失金錢?
[00:12:36.000 --> 00:12:38.000]  可能有些人打官司損失金錢
[00:12:38.000 --> 00:12:40.000]  有些人失業損失金錢
[00:12:40.000 --> 00:12:42.000]  有些人投資損失金錢
[00:12:42.000 --> 00:12:44.000]  現在的投資市場
[00:12:44.000 --> 00:12:46.000]  每天都不同
[00:12:46.000 --> 00:12:48.000]  如果真的短期投資
[00:12:48.000 --> 00:12:50.000]  隨時可以損失很多錢
[00:12:50.000 --> 00:12:54.000]  但是我們發覺
[00:12:54.000 --> 00:12:56.000]  人生都有很多不同的損失
[00:12:58.000 --> 00:13:00.000]  失去
[00:13:00.000 --> 00:13:02.000]  可能是自己有的東西
[00:13:02.000 --> 00:13:04.000]  失去
[00:13:04.000 --> 00:13:06.000]  你旁邊的人
[00:13:06.000 --> 00:13:08.000]  所有的東西
[00:13:08.000 --> 00:13:10.000]  有些是物質上的
[00:13:10.000 --> 00:13:12.000]  有些是心靈上的
[00:13:12.000 --> 00:13:14.000]  有些是我們設身的
[00:13:14.000 --> 00:13:16.000]  有些可能是在思念當中
[00:13:16.000 --> 00:13:18.000]  我們都失去了
[00:13:18.000 --> 00:13:20.000]  但是我們感謝主
[00:13:20.000 --> 00:13:22.000]  原來當我們想得對
[00:13:22.000 --> 00:13:24.000]  如果想不對
[00:13:24.000 --> 00:13:26.000]  就會永遠停留
[00:13:26.000 --> 00:13:28.000]  在那些什麼
[00:13:28.000 --> 00:13:30.000]  停留在那些失去的東西
[00:13:30.000 --> 00:13:32.000]  就會
[00:13:32.000 --> 00:13:34.000]  越來越
[00:13:34.000 --> 00:13:36.000]  絕望
[00:13:36.000 --> 00:13:38.000]  但是如果想得對
[00:13:38.000 --> 00:13:40.000]  就會讓我們把握
[00:13:40.000 --> 00:13:42.000]  今天仍然有的東西
[00:13:42.000 --> 00:13:44.000]  上帝仍然給我們新的機會
[00:13:44.000 --> 00:13:46.000]  給我們仍然有的
[00:13:46.000 --> 00:13:48.000]  還有的健康
[00:13:48.000 --> 00:13:50.000]  有的財富
[00:13:50.000 --> 00:13:52.000]  好好來運用
[00:13:52.000 --> 00:13:54.000]  好好的家人來珍惜
[00:13:54.000 --> 00:13:56.000]  給我們一個機會來把握
[00:13:56.000 --> 00:13:58.000]  說真的原來感謝主
[00:13:58.000 --> 00:14:00.000]  給我們仍然在沒有的當中
[00:14:00.000 --> 00:14:02.000]  更加體會
[00:14:02.000 --> 00:14:04.000]  有的寶貴
[00:14:04.000 --> 00:14:06.000]  所以上帝有時真是這樣
[00:14:06.000 --> 00:14:08.000]  容許有苦難、有損失、有失去
[00:14:08.000 --> 00:14:10.000]  是讓我們更加珍惜
[00:14:10.000 --> 00:14:12.000]  祂給我們的恩典
[00:14:12.000 --> 00:14:14.000]  和我們所領受
[00:14:14.000 --> 00:14:16.000]  所有的東西
[00:14:16.000 --> 00:14:18.000]  沒有那些可能我們沒那麼珍惜
[00:14:18.000 --> 00:14:20.000]  不知道大家有沒有感覺
[00:14:20.000 --> 00:14:22.000]  當我們說很健康、很健康的時候
[00:14:22.000 --> 00:14:24.000]  有時不珍惜
[00:14:24.000 --> 00:14:26.000]  浪費了一些時間
[00:14:26.000 --> 00:14:28.000]  有時也耗費
[00:14:28.000 --> 00:14:30.000]  耗盡了一些燕落
[00:14:30.000 --> 00:14:32.000]  當我們忽然間健康有問題
[00:14:32.000 --> 00:14:34.000]  但是
[00:14:34.000 --> 00:14:36.000]  感謝神的憐憫幫助
[00:14:36.000 --> 00:14:38.000]  慢慢康復
[00:14:38.000 --> 00:14:40.000]  那時你就會更加珍惜
[00:14:40.000 --> 00:14:42.000]  真的要好好保護
[00:14:42.000 --> 00:14:44.000]  保護我們的身體
[00:14:44.000 --> 00:14:46.000]  或者去小心我們的生活
[00:14:46.000 --> 00:14:48.000]  因為原來沒有了之後有了
[00:14:48.000 --> 00:14:50.000]  那種感覺
[00:14:50.000 --> 00:14:52.000]  是很寶貴
[00:14:52.000 --> 00:14:54.000]  沒有了的時候
[00:14:54.000 --> 00:14:56.000]  能夠有一點的時候
[00:14:56.000 --> 00:14:58.000]  你仍然覺得這些要好好珍惜
[00:14:58.000 --> 00:15:00.000]  這個人叫做
[00:15:00.000 --> 00:15:02.000]  Steven Hawking
[00:15:02.000 --> 00:15:04.000]  如果你讀科學或者物理學
[00:15:04.000 --> 00:15:06.000]  聽過他的名字嗎?
[00:15:06.000 --> 00:15:08.000]  他是
[00:15:08.000 --> 00:15:10.000]  近代可以說
[00:15:10.000 --> 00:15:12.000]  是非常聰明的科學家
[00:15:12.000 --> 00:15:16.000]  他是天體物理學的頂尖
[00:15:16.000 --> 00:15:18.000]  有些科學家認為
[00:15:18.000 --> 00:15:20.000]  他是可以與愛因斯坦相媲美的
[00:15:20.000 --> 00:15:22.000]  這麼厲害
[00:15:22.000 --> 00:15:24.000]  在近代
[00:15:24.000 --> 00:15:26.000]  很可惜這位天才
[00:15:26.000 --> 00:15:28.000]  這位頂尖的科學家
[00:15:28.000 --> 00:15:30.000]  他得了一個病
[00:15:30.000 --> 00:15:32.000]  這個病就叫做
[00:15:32.000 --> 00:15:34.000]  神經肌肉退化症
[00:15:34.000 --> 00:15:36.000]  你有沒有聽過他的故事?
[00:15:36.000 --> 00:15:38.000]  有沒有聽過他的故事?
[00:15:38.000 --> 00:15:40.000]  有些人聽過
[00:15:40.000 --> 00:15:42.000]  這個Hawkins
[00:15:42.000 --> 00:15:44.000]  他就一直慢慢失去他的肌肉能力
[00:15:44.000 --> 00:15:46.000]  最後就剩下
[00:15:46.000 --> 00:15:48.000]  幾隻手指
[00:15:48.000 --> 00:15:50.000]  可以動
[00:15:50.000 --> 00:15:52.000]  其他所有的肌肉
[00:15:52.000 --> 00:15:54.000]  都無法控制
[00:15:54.000 --> 00:15:56.000]  所以他一定要坐一輪
[00:15:56.000 --> 00:15:58.000]  而且他有這麼多天賦
[00:15:58.000 --> 00:16:00.000]  這麼多聰明
[00:16:00.000 --> 00:16:02.000]  就靠剩下的那隻手指
[00:16:02.000 --> 00:16:04.000]  來按電腦
[00:16:04.000 --> 00:16:06.000]  鍵盤
[00:16:06.000 --> 00:16:08.000]  來溝通
[00:16:08.000 --> 00:16:10.000]  溝通
[00:16:10.000 --> 00:16:12.000]  他的思想
[00:16:12.000 --> 00:16:14.000]  和理念
[00:16:14.000 --> 00:16:16.000]  所以我們見到
[00:16:16.000 --> 00:16:18.000]  這個奧巴馬總統
[00:16:18.000 --> 00:16:20.000]  都去接見他
[00:16:20.000 --> 00:16:24.000]  在他
[00:16:24.000 --> 00:16:26.000]  全身癱瘓之後
[00:16:26.000 --> 00:16:28.000]  他比較一下
[00:16:28.000 --> 00:16:30.000]  他說當我未有這個病之前
[00:16:30.000 --> 00:16:32.000]  未有這個痛苦之前
[00:16:32.000 --> 00:16:34.000]  他說他人生沒有什麼希望
[00:16:34.000 --> 00:16:36.000]  反過來
[00:16:36.000 --> 00:16:38.000]  他說雖然他有很多很多的知識
[00:16:38.000 --> 00:16:40.000]  很多學問
[00:16:40.000 --> 00:16:42.000]  但他人生沒有什麼目的
[00:16:42.000 --> 00:16:44.000]  他很聰明
[00:16:44.000 --> 00:16:46.000]  但好像不知道為了什麼而活著
[00:16:46.000 --> 00:16:48.000]  所以他對於他的人生
[00:16:48.000 --> 00:16:50.000]  他很不開心
[00:16:50.000 --> 00:16:52.000]  他不是這麼快樂
[00:16:52.000 --> 00:16:54.000]  但後來
[00:16:54.000 --> 00:16:56.000]  當他在這個病之後
[00:16:56.000 --> 00:16:58.000]  過了一段時間
[00:16:58.000 --> 00:17:00.000]  他人生就越來越有盼望
[00:17:00.000 --> 00:17:02.000]  很特別
[00:17:02.000 --> 00:17:04.000]  他說原來
[00:17:04.000 --> 00:17:06.000]  以前覺得那些不是很重要的東西
[00:17:06.000 --> 00:17:08.000]  現在他很珍惜
[00:17:08.000 --> 00:17:10.000]  所以他每樣東西
[00:17:10.000 --> 00:17:12.000]  都很珍惜
[00:17:12.000 --> 00:17:14.000]  他說有一次他最大的快樂
[00:17:14.000 --> 00:17:16.000]  其實他是天體物理學家
[00:17:16.000 --> 00:17:18.000]  他對宇宙、太陽、星球
[00:17:18.000 --> 00:17:20.000]  研究很多
[00:17:20.000 --> 00:17:22.000]  但他全部都是頭腦知識
[00:17:22.000 --> 00:17:24.000]  他未曾欣賞過大自然
[00:17:24.000 --> 00:17:26.000]  所以他去到大自然
[00:17:26.000 --> 00:17:28.000]  有一天突然見到太陽的時候
[00:17:28.000 --> 00:17:30.000]  他的感覺完全不同了
[00:17:30.000 --> 00:17:32.000]  他以前是怎樣運轉
[00:17:32.000 --> 00:17:34.000]  怎樣有多少熱力
[00:17:34.000 --> 00:17:36.000]  怎樣距離地球多遠
[00:17:36.000 --> 00:17:38.000]  研究那些
[00:17:38.000 --> 00:17:40.000]  他欣賞每一天都有陽光
[00:17:40.000 --> 00:17:42.000]  每一天
[00:17:42.000 --> 00:17:44.000]  這些陽光帶來生命
[00:17:44.000 --> 00:17:46.000]  他心裏為了看到陽光
[00:17:46.000 --> 00:17:48.000]  他就很快樂
[00:17:48.000 --> 00:17:50.000]  接著在海灘那裏
[00:17:50.000 --> 00:17:52.000]  聽到一些小生物的笑聲
[00:17:52.000 --> 00:17:54.000]  他以前
[00:17:54.000 --> 00:17:56.000]  聽到這些聲音就煩了
[00:17:56.000 --> 00:17:58.000]  聽到這些聲音就討厭了
[00:17:58.000 --> 00:18:00.000]  但他還有一次
[00:18:00.000 --> 00:18:02.000]  去欣賞原來
[00:18:02.000 --> 00:18:04.000]  這些人間這麼活潑的
[00:18:04.000 --> 00:18:06.000]  這麼天真的面孔
[00:18:06.000 --> 00:18:08.000]  這麼寶貴的
