
[00:00:00.000 --> 00:00:04.380]  相信大家在教會的圈子裏面
[00:02:37.620 --> 00:02:39.420]  是神不在的
[00:02:39.420 --> 00:02:43.300]  所以所謂「神同在」的時候就是說
[00:02:43.300 --> 00:02:47.580]  我們作為一個受造的人或者受造物
[00:02:47.580 --> 00:02:52.520]  我們是無法去超越神的在的
[00:02:52.520 --> 00:02:55.380]  無法去逃避祂的眼光
[00:02:55.380 --> 00:02:57.080]  在神的範圍裏面
[00:02:57.080 --> 00:03:00.940]  因為神是無限的神
[00:03:00.940 --> 00:03:02.280]  所以其中一個層面
[00:03:02.280 --> 00:03:05.440]  「神同在」的意思就是這樣的意思
[00:03:05.440 --> 00:03:07.660]  有時候我們意識得到
[00:03:07.660 --> 00:03:10.880]  不過有時候我們都沒有想這個問題
[00:03:10.880 --> 00:03:13.820]  但是無論怎樣我們意識到也好
[00:03:13.820 --> 00:03:15.660]  沒有意識到這件事也好
[00:03:15.660 --> 00:03:19.000]  總之神其實就在
[00:03:19.000 --> 00:03:22.460]  其實祂什麼都知道
[00:03:22.460 --> 00:03:23.880]  我們中國人有一句說話
[00:03:23.880 --> 00:03:26.300]  叫做「舉頭三尺有神明」
[00:03:26.300 --> 00:03:29.540]  有時候都勸勉一些人留意一下
[00:03:29.540 --> 00:03:31.820]  其實都有這樣的含義
[00:03:31.820 --> 00:03:36.180]  其實神是四處都在
[00:03:36.180 --> 00:03:38.680]  或者我們嘗試了解一下
[00:03:38.680 --> 00:03:41.280]  詩人所說和他所描述的
[00:03:41.280 --> 00:03:44.280]  就是印證了這種的看法
[00:03:44.280 --> 00:03:48.120]  在詩篇的139篇的第七到第十節那裏這樣說
[00:03:48.120 --> 00:03:52.460]  詩人說「我往哪裏去躲避祢的靈」
[00:03:52.460 --> 00:03:54.360]  這個「禮」是指著神
[00:03:54.360 --> 00:03:58.300]  「我往哪裏逃 躲避祢的面」
[00:03:58.300 --> 00:04:01.880]  「我若升到天上 祢在哪裏」
[00:04:01.880 --> 00:04:06.280]  「我若在陰間下榻 祢也在哪裏」
[00:04:06.280 --> 00:04:11.180]  「我若展開清晨的翅膀 飛到海極居住」
[00:04:11.180 --> 00:04:15.180]  「就是在哪裏 祢的手必引導我」
[00:04:15.180 --> 00:04:19.620]  「祢的右手也必扶持我」
[00:04:19.620 --> 00:04:21.120]  怎樣樣都在的
[00:04:21.120 --> 00:04:22.760]  你走到天涯海角
[00:04:22.760 --> 00:04:25.500]  你在山洞的深深處都好
[00:04:25.500 --> 00:04:29.520]  神都在 因為神是無所不在
[00:04:29.520 --> 00:04:33.420]  「神同在」其實就可以包含一個這樣的意思
[00:04:33.420 --> 00:04:36.600]  是沒有人可以逃避得到的
[00:04:36.600 --> 00:04:39.940]  因為祂是無限的神
[00:04:39.940 --> 00:04:43.100]  這是「神同在」的其中一個意思
[00:04:43.100 --> 00:04:47.640]  我稱祂為一個自然式的同在
[00:04:47.640 --> 00:04:51.300]  是一種一般的同在
[00:04:51.300 --> 00:04:52.640]  但是當我們在聖經裏面
[00:04:52.640 --> 00:04:56.240]  想嘗試了解神同在這個教導的時候
[00:04:56.240 --> 00:05:00.300]  或者我們需要去明白另一種的同在
[00:05:00.300 --> 00:05:02.480]  有別於剛才所說的
[00:05:02.480 --> 00:05:04.060]  這種是甚麼的同在呢?
[00:05:04.060 --> 00:05:08.260]  這種的同在我就稱祂為「特別的同在」
[00:05:08.260 --> 00:05:10.840]  不是一般的同在 是特別的同在
[00:05:10.840 --> 00:05:14.940]  這種的同在不是一種自然式的同在
[00:05:14.940 --> 00:05:18.580]  是一種顯明式的同在
[00:05:18.580 --> 00:05:20.840]  顯明 誰顯明?
[00:05:20.840 --> 00:05:22.820]  是上帝顯明
[00:05:22.820 --> 00:05:27.420]  是上帝顯明在我們中間
[00:05:27.420 --> 00:05:30.300]  上帝顯明在我們的心靈裏面
[00:05:30.300 --> 00:05:34.160]  使得我們真的覺得神是在這裏
[00:05:34.160 --> 00:05:35.780]  我的心眼是看到的
[00:05:35.780 --> 00:05:38.240]  我的靈覺是觸摸到的
[00:05:38.240 --> 00:05:41.520]  我真的覺得祂是在這裏的
[00:05:41.520 --> 00:05:42.980]  弟兄姊妹
[00:05:42.980 --> 00:05:46.200]  這就是一種特別的同在
[00:05:46.200 --> 00:05:50.640]  這就是一種顯明式的同在
[00:05:50.640 --> 00:05:52.280]  有時候不知道為甚麼
[00:05:52.280 --> 00:05:54.980]  上帝就是這樣很歡喜快樂的
[00:05:54.980 --> 00:05:56.080]  在我們中間
[00:05:56.080 --> 00:05:57.880]  或者在每一個人的心靈裏面
[00:05:57.880 --> 00:06:00.900]  生命裏面顯明出來
[00:06:00.900 --> 00:06:02.540]  使得我們覺得
[00:06:02.540 --> 00:06:05.200]  真是沒有假的
[00:06:05.200 --> 00:06:06.520]  真是這樣的
[00:06:06.520 --> 00:06:11.040]  上帝是很真的
[00:06:11.040 --> 00:06:15.800]  聖經裏面很多時候都是講這一種的同在
[00:06:15.800 --> 00:06:16.920]  沒錯
[00:06:16.920 --> 00:06:18.880]  聖經的教導很清楚告訴我們
[00:06:18.880 --> 00:06:20.080]  神是無限
[00:06:20.080 --> 00:06:21.120]  創天造地
[00:06:21.120 --> 00:06:23.780]  去到哪裏我們都無法阻避
[00:06:23.780 --> 00:06:26.600]  但同樣聖經裏面更多的篇幅
[00:06:26.600 --> 00:06:30.120]  很多時候都講到這位上帝是來到世間
[00:06:30.120 --> 00:06:31.420]  來到人群中
[00:06:31.420 --> 00:06:33.060]  來到我們的生命裏面
[00:06:33.060 --> 00:06:35.880]  去顯出祂是真實的神
[00:06:35.880 --> 00:06:37.920]  愛我們的神
[00:06:37.920 --> 00:06:41.040]  這是更加令我們需要去多些學習
[00:06:41.040 --> 00:06:42.320]  多些領受
[00:06:42.320 --> 00:06:44.260]  或者我需要舉一些例子
[00:06:44.260 --> 00:06:47.620]  來說明一下這種顯明式的同在
[00:06:47.620 --> 00:06:50.500]  這一種很特別的同在
[00:06:50.500 --> 00:06:52.760]  我相信大家都很熟悉的一位人物
[00:06:52.760 --> 00:06:55.300]  就叫做雅各
[00:06:55.300 --> 00:06:57.860]  舊約裏面的雅各
[00:06:57.860 --> 00:07:00.820]  以撒有兩個兒子
[00:07:00.820 --> 00:07:02.720]  其中一個是孖生的
[00:07:02.720 --> 00:07:04.440]  以素和雅各
[00:07:04.440 --> 00:07:07.520]  大家知道他們兩兄弟都很多鬥爭
[00:07:07.520 --> 00:07:14.000]  雅各又欺騙孖大的福分等等
[00:07:14.000 --> 00:07:16.960]  所以搞到家裏都有些紛爭
[00:07:16.960 --> 00:07:17.960]  有些衝突
[00:07:17.960 --> 00:07:19.740]  結果家裏人就覺得
[00:07:19.740 --> 00:07:23.040]  特別是他媽媽李伯嘉就覺得這樣不行
[00:07:23.040 --> 00:07:27.040]  於是就說不如你先離開家裏
[00:07:27.040 --> 00:07:28.120]  你回你鄉下
[00:07:28.120 --> 00:07:30.520]  回到我哥哥那裏
[00:07:30.520 --> 00:07:32.040]  你的舅父拉班那裏
[00:07:32.040 --> 00:07:33.240]  不如娶個妻
[00:07:33.240 --> 00:07:34.440]  不要那麼多事
[00:07:34.440 --> 00:07:36.780]  於是聖經就有這樣的記載
[00:07:36.780 --> 00:07:40.040]  於是在聖經創世紀的28章裏面
[00:07:40.040 --> 00:07:42.640]  就開始記載雅各離開
[00:07:42.640 --> 00:07:44.360]  他離開了別氏壩
[00:07:44.360 --> 00:07:46.380]  向著哈蘭那裏走過去
[00:07:46.380 --> 00:07:49.180]  走著走著太陽就下了
[00:07:49.180 --> 00:07:50.240]  太陽下山之後
[00:07:50.240 --> 00:07:50.960]  於是就夜晚了
[00:07:50.960 --> 00:07:52.320]  於是他就唯有睡覺了
[00:07:52.320 --> 00:07:53.080]  如何睡覺呢?
[00:07:53.080 --> 00:07:55.760]  就用石頭當枕頭睡覺
[00:07:55.760 --> 00:07:57.840]  當他睡著了之後
[00:07:57.840 --> 00:07:59.600]  竟然有夢
[00:07:59.600 --> 00:08:02.720]  有夢裏面有一個梯子在地上
[00:08:02.720 --> 00:08:05.200]  一直向著天連接
[00:08:05.200 --> 00:08:06.760]  而且更加發現
[00:08:06.760 --> 00:08:09.160]  有些使者是上去下來
[00:08:09.160 --> 00:08:11.040]  走著走著
[00:08:11.040 --> 00:08:14.600]  然後有耶和華神
[00:08:14.600 --> 00:08:20.240]  在梯子之上來講說話
[00:08:20.240 --> 00:08:21.600]  對雅各講說話
[00:08:21.600 --> 00:08:23.000]  聖經怎樣記載呢?
[00:08:52.360 --> 00:08:56.920]  直到我承傳了向你所應許的
[00:08:56.920 --> 00:08:59.920]  是上帝向雅各講說話
[00:08:59.920 --> 00:09:03.280]  特別留意聖經跟著怎樣記載呢?
[00:09:03.280 --> 00:09:05.160]  聖經說第十六節那裏
[00:09:05.160 --> 00:09:08.000]  雅各睡醒了說
[00:09:08.000 --> 00:09:11.320]  耶和華真在這裏
[00:09:11.320 --> 00:09:13.480]  我竟不知道
[00:09:13.480 --> 00:09:14.520]  就懼怕說
[00:09:14.520 --> 00:09:16.120]  這地方何等可畏
[00:09:16.120 --> 00:09:17.120]  這不是別的
[00:09:17.120 --> 00:09:18.360]  乃是神的殿
[00:09:18.360 --> 00:09:21.400]  也是天的門
[00:09:21.400 --> 00:09:23.400]  有否留意到?
[00:09:23.400 --> 00:09:25.280]  雅各是很深刻的經歷到
[00:09:25.280 --> 00:09:27.360]  神在這裏竟不知道
[00:09:27.360 --> 00:09:29.400]  不是說他頭腦一早不知道
[00:09:29.400 --> 00:09:30.120]  頭腦是知道
[00:09:30.120 --> 00:09:32.520]  但是他這次在夢境也好
[00:09:32.520 --> 00:09:34.320]  或者一些靈裡的經歷也好
[00:09:34.320 --> 00:09:35.880]  是覺得神真的在這裏
[00:09:35.880 --> 00:09:37.040]  所以他懼怕
[00:09:37.040 --> 00:09:38.640]  而且覺得這是神的殿
[00:09:38.640 --> 00:09:39.280]  是天的門
[00:09:39.280 --> 00:09:42.800]  他真的好像跟上帝有一種很密切的交往
[00:09:42.800 --> 00:09:45.000]  這種是甚麼的同在?
[00:09:45.000 --> 00:09:48.320]  這種是一種經歷式的同在
[00:09:48.320 --> 00:09:50.200]  這種是一種特別的同在
[00:09:50.200 --> 00:09:52.400]  是一種上帝在他的生命裏面
[00:09:52.400 --> 00:09:54.000]  在雅各的生命裏面顯明出來
[00:09:54.000 --> 00:09:57.040]  所以知道我真的在這裏
[00:09:57.040 --> 00:09:59.720]  不只是你腦筋在想一些事
[00:09:59.720 --> 00:10:02.800]  是真的與你一起
[00:10:02.800 --> 00:10:03.960]  弟兄姊妹
[00:10:03.960 --> 00:10:06.840]  這個就是一個最好的例子
[00:10:06.840 --> 00:10:08.320]  讓我們看得到
[00:10:08.320 --> 00:10:13.080]  神那種真實的同在
[00:10:13.080 --> 00:10:14.160]  除了這個例子
[00:10:14.160 --> 00:10:16.800]  或者也讓我舉一些人間的例子
[00:10:16.800 --> 00:10:18.640]  幫助我們去更加明白
[00:10:18.640 --> 00:10:20.320]  這種特別的同在
[00:10:20.320 --> 00:10:22.280]  一種顯明式的同在
[00:10:22.280 --> 00:10:26.400]  是真的與人生命很不一樣的
[00:10:26.400 --> 00:10:31.040]  有一位香港背景的宣教士
[00:10:31.040 --> 00:10:32.080]  女的宣教士
[00:10:32.080 --> 00:10:34.320]  也是浸會的背景
[00:10:34.320 --> 00:10:38.560]  很多年前去了日本做宣教
[00:10:38.560 --> 00:10:42.040]  後來因為有一些大的疾病
[00:10:42.040 --> 00:10:45.880]  所以要動一些大的手術
[00:10:45.880 --> 00:10:50.080]  之後也需要在醫院休息休養
[00:10:50.080 --> 00:10:52.920]  但也在醫院裏面
[00:10:52.920 --> 00:10:55.840]  她有很深刻的經歷
[00:10:55.840 --> 00:10:56.760]  為甚麼我會知道呢
[00:10:56.760 --> 00:10:58.400]  因為她寫代禱信
[00:10:58.400 --> 00:10:59.680]  宣教士很多時候寫代禱信
[00:10:59.680 --> 00:11:03.320]  所以知道她在那邊的情景
[00:11:03.320 --> 00:11:04.520]  在這些代禱信裏面
[00:11:04.520 --> 00:11:05.400]  她告訴我們
[00:11:05.400 --> 00:11:07.760]  一方面她真的很感恩
[00:11:07.760 --> 00:11:11.000]  因為有很多人為她祈禱
[00:11:11.000 --> 00:11:13.280]  因為有這麼大的疾病
[00:11:13.280 --> 00:11:14.360]  這麼大的手術
[00:11:14.360 --> 00:11:15.440]  很多人為她祈禱
[00:11:15.440 --> 00:11:18.320]  她也經歷了很多愛和關懷
[00:11:18.320 --> 00:11:20.080]  所以一方面她很感謝
[00:11:20.080 --> 00:11:21.440]  但另一方面
[00:11:21.440 --> 00:11:26.120]  她又說出她在當中的一些經歷
[00:11:26.120 --> 00:11:29.320]  她說得到很多頂子妹的祝福
[00:11:29.320 --> 00:11:31.400]  和那種禱告
[00:11:31.400 --> 00:11:35.280]  她說我心裏真的有很多領受
[00:11:35.280 --> 00:11:37.120]  而且不單止我領受
[00:11:37.120 --> 00:11:40.000]  她說我的同房的病友
[00:11:40.000 --> 00:11:42.480]  也分享了這份福分
[00:11:42.480 --> 00:11:45.240]  因為他們一方面很欣賞她
[00:11:45.240 --> 00:11:48.320]  嘩 為什麼有這麼多花
[00:11:48.320 --> 00:11:49.400]  很多藍花
[00:11:49.400 --> 00:11:51.440]  因為有很多人送給她
[00:11:51.440 --> 00:11:53.160]  人們都覺得很不一樣
[00:11:53.160 --> 00:11:54.680]  另外
[00:11:54.680 --> 00:11:55.520]  有些人就覺得
[00:11:55.520 --> 00:11:58.520]  嘩 你真的有很多人去探望她
[00:11:58.520 --> 00:12:01.200]  連一些素未謀面的人
[00:12:01.200 --> 00:12:03.560]  在當地的日本人都去探望她
[00:12:03.560 --> 00:12:06.400]  那些人都很詫異
[00:12:06.400 --> 00:12:09.360]  而且當和這位宣教士談的時候
[00:12:09.360 --> 00:12:10.400]  她很多時候說著說著
[00:12:10.400 --> 00:12:13.480]  又說到什麼祈禱等等的時候
[00:12:13.480 --> 00:12:16.600]  那些人都聽到
[00:12:16.600 --> 00:12:17.720]  不是很明白是什麼
[00:12:17.720 --> 00:12:20.520]  不過都覺得很有趣
[00:12:20.520 --> 00:12:21.680]  有些人會去祈禱
[00:12:21.680 --> 00:12:22.680]  不過無論怎樣都好
[00:12:22.680 --> 00:12:24.680]  明白也好 不明白也好
[00:12:24.680 --> 00:12:27.440]  那些同房的病友都覺得
[00:12:27.440 --> 00:12:30.120]  嘩 你真是很開心
[00:12:30.120 --> 00:12:31.960]  你很開朗
[00:12:31.960 --> 00:12:33.240]  不單止這樣
[00:12:33.240 --> 00:12:35.200]  而且就說
[00:12:35.200 --> 00:12:39.560]  你比任何一個人康復得更加快
[00:12:39.560 --> 00:12:41.400]  人們都會感受得到
[00:12:41.400 --> 00:12:44.720]  所以同房的病友就這樣說
[00:12:44.720 --> 00:12:47.760]  他說 你很特別
[00:12:47.760 --> 00:12:50.400]  你很特別
[00:12:50.400 --> 00:12:52.680]  正當他很想謙虛地說
[00:12:52.680 --> 00:12:53.520]  哎呀 不是 不是
[00:12:53.520 --> 00:12:55.120]  類似這樣的時候
[00:12:55.120 --> 00:12:57.120]  突然間有另一位
[00:12:57.120 --> 00:13:00.600]  曾經做過同樣的手術的一位主婦
[00:13:00.600 --> 00:13:03.240]  突然間就說了一句話
[00:13:03.240 --> 00:13:04.120]  那句是什麼說話呢
[00:13:04.120 --> 00:13:05.480]  她說
[00:13:05.480 --> 00:13:08.480]  因為你有神與你同在
[00:13:08.480 --> 00:13:10.280]  說了這句這樣的說話
[00:13:10.280 --> 00:13:13.520]  嘩 大家一聽的時候是非常驚訝
[00:13:13.520 --> 00:13:16.520]  為什麼驚訝呢
[00:13:16.520 --> 00:13:20.600]  因為在當地的醫院裏面
[00:13:20.600 --> 00:13:26.880]  講明不准有政治和宗教的一些活動
[00:13:26.880 --> 00:13:28.960]  所以她突然間這麼公開地說
[00:13:28.960 --> 00:13:31.240]  因為你有神與你同在的時候
[00:13:31.240 --> 00:13:32.200]  嘩 大家都好像覺得
[00:13:32.200 --> 00:13:35.320]  這些說話不應該這樣說
[00:13:35.320 --> 00:13:38.040]  不過這位主婦就是這樣
[00:13:38.040 --> 00:13:41.080]  她說出這一句話
[00:13:41.080 --> 00:13:42.880]  當然她能夠說出這句話
[00:13:42.880 --> 00:13:44.800]  就是因為她在閒談裏面
[00:13:44.800 --> 00:13:46.680]  很多時候都說她是基督徒
[00:13:46.680 --> 00:13:48.120]  她是宣教士
[00:13:48.120 --> 00:13:49.880]  她是基督徒
[00:13:49.880 --> 00:13:52.920]  很多時候都蒙受這些福分等等
[00:13:52.920 --> 00:13:56.240]  所以他們就會有這樣的回應
[00:13:56.240 --> 00:14:00.400]  因此這位從香港去宣教士就覺得
[00:14:00.400 --> 00:14:02.840]  她是很蒙福
[00:14:02.840 --> 00:14:06.160]  她覺得神與她同在
[00:14:06.160 --> 00:14:07.440]  透過很多弟兄姊妹
[00:14:07.440 --> 00:14:09.880]  透過很多的愛心的饋贈
[00:14:09.880 --> 00:14:12.000]  透過很多的禱告
[00:14:12.000 --> 00:14:15.520]  讓她很主觀地經歷到
[00:14:15.520 --> 00:14:17.920]  但是同樣她都補充一句
[00:14:17.920 --> 00:14:23.080]  甚至連周圍的人都察覺到
[00:14:23.080 --> 00:14:25.440]  神都與她同在
[00:14:25.440 --> 00:14:28.640]  有祝福臨到她的身上
[00:14:28.640 --> 00:14:31.120]  所以弟兄姊妹
[00:14:31.120 --> 00:14:32.800]  這些是什麼樣的例子
[00:14:32.800 --> 00:14:37.720]  這些例子就是我們真的覺得神是存在的
[00:14:37.720 --> 00:14:40.320]  不是只是無所不在的那種在
[00:14:40.320 --> 00:14:43.800]  而是那種神是特別的同在
[00:14:43.800 --> 00:14:45.840]  祂是顯明出來的
[00:14:45.840 --> 00:14:48.520]  這是一個很大的福分
[00:14:48.520 --> 00:14:53.600]  是這位活著的神願意與一些信靠祂的人
[00:14:53.600 --> 00:14:57.280]  去賜福的一種明證
[00:14:57.280 --> 00:14:57.920]  所以弟兄姊妹
[00:14:57.920 --> 00:15:03.480]  我們當知道了這些經歷式的同在那種福分之後
[00:15:03.480 --> 00:15:05.960]  我們都羨慕嗎?
[00:15:05.960 --> 00:15:08.000]  還是我們都永遠停留在一種
[00:15:08.000 --> 00:15:09.840]  知道神無所不在的
[00:15:09.840 --> 00:15:12.040]  所以祂在
[00:15:12.040 --> 00:15:13.720]  還是我們都很羨慕
[00:15:13.720 --> 00:15:17.920]  很期盼神與我們這個卑微的人同在
[00:15:17.920 --> 00:15:19.560]  讓我察覺到祂
[00:15:19.560 --> 00:15:22.280]  讓我真的看到祂的真實
[00:15:22.280 --> 00:15:24.080]  又或者我們都很期盼
[00:15:24.080 --> 00:15:25.800]  讓我們這個信仰群體
[00:15:25.800 --> 00:15:27.600]  尖沙咀浸信會這個群體
[00:15:27.600 --> 00:15:31.920]  我們整群人都覺得神是與我們一起
[00:15:31.920 --> 00:15:33.920]  不單只是我們來敬拜祂
[00:15:33.920 --> 00:15:34.800]  祂在我們中間
[00:15:34.800 --> 00:15:38.040]  並且是與我們這個群體在一起
[00:15:38.040 --> 00:15:40.800]  來走前面的道路
[00:15:40.800 --> 00:15:42.120]  是與我們同在
[00:15:42.120 --> 00:15:44.400]  我們是否羨慕這些福分
[00:15:44.400 --> 00:15:47.920]  是否期盼都得到這些福分
[00:15:47.920 --> 00:15:49.520]  無論個人
[00:15:49.520 --> 00:15:50.520]  無論家庭
[00:15:50.520 --> 00:15:52.920]  無論教會整體
[00:15:52.920 --> 00:15:56.040]  我相信如果我們喜歡聖經的教導
[00:15:56.040 --> 00:15:57.440]  相信神的應許的時候
[00:15:57.440 --> 00:16:02.760]  我想頂子墓應該會羨慕的
[00:16:02.760 --> 00:16:07.200]  求主幫助我們可以得著這些美好的福分
[00:16:07.200 --> 00:16:10.680]  經歷神同在
[00:16:10.680 --> 00:16:13.120]  你的生命將會很不一樣
[00:16:13.120 --> 00:16:15.200]  你會覺得是很不同
[00:16:15.200 --> 00:16:17.920]  是很大的福分
[00:16:17.920 --> 00:16:19.000]  好了
[00:16:19.000 --> 00:16:20.760]  那我們可以怎樣做呢?
[00:16:20.760 --> 00:16:23.440]  頂子墓如果我們都很羨慕這些福分
[00:16:23.440 --> 00:16:24.560]  有神同在是好的
[00:16:24.560 --> 00:16:25.160]  我們都羨慕
[00:16:25.160 --> 00:16:26.960]  那我們又會想我們可以怎樣做呢?
[00:16:26.960 --> 00:16:28.280]  其實都不容易有得做的
[00:16:28.280 --> 00:16:28.920]  為什麼呢?
[00:16:28.920 --> 00:16:31.520]  因為神與我們同在顯不顯出來呢?
[00:16:31.520 --> 00:16:33.200]  是神的主權
[00:16:33.200 --> 00:16:34.880]  我們不可以駕馭神
[00:16:34.880 --> 00:16:36.200]  我們不可以操縱神
[00:16:36.200 --> 00:16:37.320]  好像將祂做傀儡一樣
[00:16:37.320 --> 00:16:38.560]  你一定要同在
[00:16:38.560 --> 00:16:40.080]  是不可能的
[00:16:40.080 --> 00:16:41.640]  所以有時候有沒有同在
[00:16:41.640 --> 00:16:43.440]  神向誰顯明
[00:16:43.440 --> 00:16:44.760]  我們都無法左右
[00:16:44.760 --> 00:16:46.680]  但是我們真的羨慕的時候
[00:16:46.680 --> 00:16:47.760]  我們又會想
[00:16:47.760 --> 00:16:49.080]  有些什麼準備
[00:16:49.080 --> 00:16:49.960]  有些什麼做
[00:16:49.960 --> 00:16:51.720]  有些什麼操練
[00:16:51.720 --> 00:16:53.200]  我們可以經歷到
[00:16:53.200 --> 00:16:55.640]  上帝在我生命裡面的同在
[00:16:55.640 --> 00:16:57.320]  我們這個群體可以經歷到
[00:16:57.320 --> 00:16:59.160]  上帝與我們這一班人
[00:16:59.160 --> 00:17:00.800]  來到同在的呢?
[00:17:00.800 --> 00:17:03.640]  有沒有聖經的教導
[00:17:03.640 --> 00:17:07.160]  給我們一些的亮光、一些指引呢?
[00:17:07.160 --> 00:17:09.720]  有沒有呢?
[00:17:09.720 --> 00:17:10.960]  有的
[00:17:10.960 --> 00:17:11.680]  感謝神
[00:17:11.680 --> 00:17:13.200]  有聖經
[00:17:13.200 --> 00:17:14.600]  有神的話語
[00:17:14.600 --> 00:17:16.320]  祂可以告訴我們
[00:17:16.320 --> 00:17:19.400]  是有些途徑是可以讓我們
[00:17:19.400 --> 00:17:22.440]  可以去經歷到祂的真實、祂的同在
[00:17:22.440 --> 00:17:24.040]  不過問題是我們肯不肯
[00:17:24.040 --> 00:17:27.160]  真的按著上帝的話語
[00:17:27.160 --> 00:17:31.280]  今天很想和弟兄姊妹學習兩個的功課
[00:17:31.280 --> 00:17:32.120]  兩個
[00:17:32.120 --> 00:17:32.800]  不要多
[00:17:32.800 --> 00:17:34.840]  多了還有很多要去查考
[00:17:34.840 --> 00:17:35.640]  兩個
[00:17:35.640 --> 00:17:37.160]  只要我們願意
[00:17:37.160 --> 00:17:39.200]  按著神的心意去做
[00:17:39.200 --> 00:17:42.080]  我們發現經歷神同在的
[00:17:42.080 --> 00:17:44.480]  可能性就大很多
[00:17:44.480 --> 00:17:45.320]  而且
[00:17:45.320 --> 00:17:47.440]  我們相信神真的會按祂應祂成就
[00:17:47.440 --> 00:17:49.320]  我們真的有這樣的可能
[00:17:49.320 --> 00:17:51.200]  是什麼呢?
[00:17:51.200 --> 00:17:52.280]  第一
[00:17:52.280 --> 00:17:54.760]  我希望我們能夠記得
[00:17:54.760 --> 00:17:58.080]  如果我們能夠剛強壯膽
[00:17:58.080 --> 00:18:00.280]  按著神的心意前進
[00:18:00.280 --> 00:18:03.360]  我們就會有神的同在
[00:18:03.360 --> 00:18:04.880]  讓我再講一次
[00:18:04.880 --> 00:18:08.440]  如果我們剛強壯膽
[00:18:08.440 --> 00:18:11.880]  按著神的心意向前邁進
[00:18:11.880 --> 00:18:15.360]  我們會經歷祂的同在
[00:18:15.360 --> 00:18:16.440]  熟悉聖經的弟兄姊妹
[00:18:16.440 --> 00:18:18.640]  已經開始想到我的經文了
[00:18:18.640 --> 00:18:20.360]  想不想到?
[00:18:20.360 --> 00:18:22.440]  當我這樣說這些話
[00:18:22.440 --> 00:18:23.680]  是約書亞
[00:18:23.680 --> 00:18:24.800]  有沒有留意到?
[00:18:24.800 --> 00:18:26.680]  約書亞
[00:18:26.680 --> 00:18:28.600]  約書亞記的第一章裡面
[00:18:28.600 --> 00:18:31.000]  是講到摩西已經死了
[00:18:31.000 --> 00:18:32.800]  回到天家了
[00:18:32.800 --> 00:18:33.640]  當他死了之後
[00:18:33.640 --> 00:18:36.440]  但是還有任務未完成的
[00:18:36.440 --> 00:18:38.400]  神的子民以色列人要做什麼?
