
[00:00:00.000 --> 00:00:05.600]  在上一個禮拜,我們有位神學生做了第一任的爸爸
[00:02:51.400 --> 00:02:56.200]  這人既不是聽了就亡,乃是實在行出來
[00:02:56.200 --> 00:03:00.400]  就在他所行的事上必然得福
[00:03:00.400 --> 00:03:05.200]  若有人自以為虔誠,卻不立著他的舌頭
[00:03:05.200 --> 00:03:09.800]  反欺控自己的心,這人的虔誠是虛的
[00:03:09.800 --> 00:03:15.200]  在神我們的父面前,清潔沒有玷污的虔誠
[00:03:15.200 --> 00:03:19.200]  就是看顧在患難中的孤兒寡婦
[00:03:19.200 --> 00:03:24.000]  並且保守自己不沾染世俗
[00:03:24.000 --> 00:03:26.000]  當時教會面對的問題
[00:03:26.000 --> 00:03:32.400]  在信仰群體裡,是輕譽說一些急躁和魯魯的話
[00:03:32.400 --> 00:03:37.000]  不慎言,又或者有一些自以為虔誠的人
[00:03:37.000 --> 00:03:41.400]  他們可能說一些批評的話
[00:03:41.400 --> 00:03:44.400]  又或者在三章裡面
[00:03:44.400 --> 00:03:47.600]  說到有不和的情況出現
[00:03:47.600 --> 00:03:52.000]  在第二章也是說到有重負輕貧的情況
[00:03:52.000 --> 00:03:55.600]  在第五章說到欺壓窮人
[00:03:55.600 --> 00:03:59.000]  有假智慧,有世俗化等等
[00:03:59.000 --> 00:04:01.400]  所以雅各來警告
[00:04:01.400 --> 00:04:05.000]  不要左耳入,右耳出,水過鴨背
[00:04:05.000 --> 00:04:08.000]  聽道而不行道
[00:04:08.000 --> 00:04:10.800]  今天我跟大家分享會有三段
[00:04:10.800 --> 00:04:13.200]  這段經文分三段段落
[00:04:13.200 --> 00:04:16.400]  第一段是說到虛心聽道
[00:04:16.400 --> 00:04:18.800]  第二段是說到我們要實際行道
[00:04:18.800 --> 00:04:24.600]  第三方面是說到真正的虔誠是什麼呢?
[00:04:24.600 --> 00:04:28.600]  是有言語方面,行善方面,過聖潔的生活
[00:04:28.600 --> 00:04:34.600]  在這三方面如何表現出我們真正的虔誠
[00:04:34.600 --> 00:04:36.600]  虛心聽道
[00:04:36.600 --> 00:04:38.800]  剛才大家讀了一段經文
[00:04:38.800 --> 00:04:41.400]  第十九節下半節說到
[00:04:41.400 --> 00:04:44.400]  但你們各人要快快地聽
[00:04:44.400 --> 00:04:47.200]  什麼叫快快地聽呢?
[00:04:47.200 --> 00:04:52.000]  不要無心裝載,要敏於聽
[00:04:52.000 --> 00:04:56.200]  很多時候現代人聽東西很短暫
[00:04:56.200 --> 00:05:00.200]  另外就不是很喜歡聽,也不是很會聽
[00:05:00.200 --> 00:05:03.800]  不喜歡聆聽,喜歡自己說
[00:05:03.800 --> 00:05:06.600]  其實聆聽是不容易的
[00:05:06.600 --> 00:05:08.200]  要聽別人說話
[00:05:08.200 --> 00:05:12.400]  還要聽出別人心裡邊的說話
[00:05:12.400 --> 00:05:18.400]  用心靈受教的耳朵去聆聽
[00:05:18.400 --> 00:05:24.400]  這些人對道的反應是特別敏銳的
[00:05:24.400 --> 00:05:28.000]  如果我們每一個都好像一個乾海綿
[00:05:28.000 --> 00:05:31.000]  我們都耐心去聽一下
[00:05:31.000 --> 00:05:33.600]  去吸一下別人說的話
[00:05:33.600 --> 00:05:36.600]  我們相信我們的生命都有不同
[00:05:36.600 --> 00:05:38.600]  敏於聽
[00:05:38.600 --> 00:05:41.600]  另外就是慢慢地說
[00:05:41.600 --> 00:05:45.600]  慢慢地說,不要急躁的說話
[00:05:45.600 --> 00:05:49.200]  立於嚴
[00:05:49.200 --> 00:05:51.200]  《雅各書》三章一節這樣說
[00:05:51.200 --> 00:05:54.000]  我的弟兄們不應該有太多人做師父
[00:05:54.000 --> 00:05:56.200]  因為知道我們做師父的
[00:05:56.200 --> 00:05:59.400]  將受更嚴厲的審判
[00:05:59.400 --> 00:06:03.800]  我們在很多事情上都有過錯
[00:06:03.800 --> 00:06:09.000]  不要妄開磚頭來教導別人
[00:06:09.000 --> 00:06:11.400]  《僧言》二十九章二十節說到
[00:06:11.400 --> 00:06:13.400]  你見言語急躁的人物
[00:06:13.400 --> 00:06:17.000]  愚昧人比他更有指望
[00:06:17.000 --> 00:06:19.000]  我們要做一個智慧的人
[00:06:19.000 --> 00:06:21.000]  我們不要做一個愚昧的人
[00:06:21.000 --> 00:06:23.200]  我們不要急於開口
[00:06:23.200 --> 00:06:26.400]  不要急躁地說話
[00:06:26.400 --> 00:06:28.400]  猶太人是很有智慧的
[00:06:28.400 --> 00:06:30.400]  在猶太教口傳《妥拉米斯那》
[00:06:30.400 --> 00:06:32.400]  《先賢集》裏邊
[00:06:32.400 --> 00:06:34.400]  第五章第十二節
[00:06:34.400 --> 00:06:38.400]  說到讚賞一些「僧言」的人
[00:06:38.400 --> 00:06:42.000]  讚賞一些專心聆聽的人
[00:06:42.000 --> 00:06:45.400]  他說門徒可以分四種
[00:06:45.400 --> 00:06:47.400]  哪四種呢?
[00:06:47.400 --> 00:06:50.400]  聽得快而失得快
[00:06:50.400 --> 00:06:53.400]  他所得的,被他所失的抵銷
[00:06:53.400 --> 00:06:55.400]  即是取消了
[00:06:55.400 --> 00:06:57.400]  聽得慢而失得慢
[00:06:57.400 --> 00:07:01.400]  他所失的,被他所得的抵銷了
[00:07:01.400 --> 00:07:05.400]  第三種就是聽得快而失得慢
[00:07:05.400 --> 00:07:08.400]  聽得快,敏於聽
[00:07:08.400 --> 00:07:11.400]  失得慢,立於言
[00:07:11.400 --> 00:07:15.400]  這些人是快樂,有快樂的命運
[00:07:15.400 --> 00:07:19.400]  第四種,聽得慢而失得快
[00:07:19.400 --> 00:07:23.400]  這人有邪惡的命運
[00:07:23.400 --> 00:07:25.400]  猶太人很有智慧
[00:07:25.400 --> 00:07:28.400]  同樣的在《雅各書》裏邊
[00:07:28.400 --> 00:07:31.400]  都教我們做一個智慧的人
[00:07:31.400 --> 00:07:34.400]  猶太人有一個學派
[00:07:34.400 --> 00:07:36.400]  叫撒米學派
[00:07:36.400 --> 00:07:38.400]  同樣都是這樣說
[00:07:38.400 --> 00:07:42.400]  言讀律法成為固定的習慣
[00:07:42.400 --> 00:07:44.400]  少講多做
[00:07:44.400 --> 00:07:49.400]  常以快樂的面容接納所有的人
[00:07:49.400 --> 00:07:51.400]  我相信今天我們城鎮的弟兄姊妹
[00:07:51.400 --> 00:07:55.400]  都可以去嘗試學習這幾方面
[00:07:55.400 --> 00:07:58.400]  言讀律例成為固定的習慣
[00:07:58.400 --> 00:08:00.400]  所以我們接下來這幾年
[00:08:00.400 --> 00:08:03.400]  我們講惡響聖賢
[00:08:03.400 --> 00:08:05.400]  成為固定的習慣
[00:08:05.400 --> 00:08:08.400]  我們讀經有固定的習慣
[00:08:08.400 --> 00:08:11.400]  大家知不知道今天已經去到哪一本書?
[00:08:11.400 --> 00:08:14.400]  已經去到約翰福音了
[00:08:14.400 --> 00:08:15.400]  可能有些人就說
[00:08:15.400 --> 00:08:21.400]  哎呀 我前面那三卷都按不到進度
[00:08:21.400 --> 00:08:24.400]  不要緊 今天開始
[00:08:24.400 --> 00:08:26.400]  開始約翰福音第一章
[00:08:26.400 --> 00:08:28.400]  很快我們三月尾
[00:08:28.400 --> 00:08:32.400]  或者四月頭都會有獎品
[00:08:32.400 --> 00:08:35.400]  我們完成了每個月有25天
[00:08:35.400 --> 00:08:37.400]  我們就可以拿到獎品
[00:08:37.400 --> 00:08:40.400]  言讀律例成為固定的習慣
[00:08:40.400 --> 00:08:42.400]  少講多做
[00:08:42.400 --> 00:08:45.400]  立於賢 尚以快樂的面容
[00:08:45.400 --> 00:08:48.400]  接納所有的人
[00:08:48.400 --> 00:08:51.400]  除了聞於聽 立於賢
[00:08:51.400 --> 00:08:55.400]  第三就是萬萬地動怒
[00:08:55.400 --> 00:08:58.400]  因為人的怒氣並不成就神的義
[00:08:58.400 --> 00:09:00.400]  萬萬地動怒是甚麼呢?
[00:09:00.400 --> 00:09:02.400]  緩於怒
[00:09:02.400 --> 00:09:04.400]  究竟甚麼是神的義呢?
[00:09:04.400 --> 00:09:07.400]  神的義是甚麼呢?
[00:09:07.400 --> 00:09:10.400]  有兩個層面的解釋
[00:09:10.400 --> 00:09:15.400]  當我們看第三章 第四章亞國書的時候
[00:09:15.400 --> 00:09:21.400]  第三章講到信徒用舌頭去咒咒人
[00:09:21.400 --> 00:09:25.400]  而這些人都是同樣按照神的形象來做
[00:09:25.400 --> 00:09:28.400]  第四章亞國去分析這個信仰群體裏邊
[00:09:28.400 --> 00:09:33.400]  是有衝突 有戰爭 有爭執 有打鬥
[00:09:33.400 --> 00:09:36.400]  都是來自私慾的
[00:09:36.400 --> 00:09:38.400]  你們貪戀得不著就殺人
[00:09:38.400 --> 00:09:41.400]  你們執道不能夠獲得
[00:09:41.400 --> 00:09:45.400]  就彼此的爭執衝突
[00:09:45.400 --> 00:09:50.400]  所以 神的公義的標準
[00:09:50.400 --> 00:09:53.400]  因為人的動怒的行為
[00:09:53.400 --> 00:09:55.400]  是不能夠生出
[00:09:55.400 --> 00:09:59.400]  神所要求我們公義的生活來
[00:09:59.400 --> 00:10:02.400]  當我們發怒 當我們動怒
[00:10:02.400 --> 00:10:07.400]  當我們亂罵人的時候
[00:10:07.400 --> 00:10:10.400]  又或者有很多的說話
[00:10:10.400 --> 00:10:12.400]  是傷害人的時候
[00:10:12.400 --> 00:10:16.400]  這些行為是不能夠生出
[00:10:16.400 --> 00:10:19.400]  神所要求我們公義的生活來
[00:10:19.400 --> 00:10:23.400]  所以這個是神公義的標準
[00:10:23.400 --> 00:10:26.400]  神期望我們能夠勝過怒氣
[00:10:26.400 --> 00:10:28.400]  而這種的生活模式
[00:10:28.400 --> 00:10:33.400]  也是一個徹底迴轉 悔改的生活模式
[00:10:33.400 --> 00:10:37.400]  你想想 當人在怒火中燒的時候所做的
[00:10:37.400 --> 00:10:42.400]  其實都不能夠去成就神的要求
[00:10:42.400 --> 00:10:44.400]  不能夠成就神的義
[00:10:44.400 --> 00:10:49.400]  因為神的公義的標準不是這樣的
[00:10:49.400 --> 00:10:52.400]  但當我們看《雅各書》第五章的時候
[00:10:52.400 --> 00:10:56.400]  神的義又可以指什麼呢?
[00:10:56.400 --> 00:10:58.400]  是末世的公義
[00:10:58.400 --> 00:11:04.400]  在第五章 雅各一方面警戒一些為富不仁者的不公義
[00:11:04.400 --> 00:11:09.400]  另一方面就勸勉信徒不要彼此埋怨
[00:11:09.400 --> 00:11:12.400]  都要耐心的等候神在主再來的時候
[00:11:12.400 --> 00:11:14.400]  施行公義的審判
[00:11:14.400 --> 00:11:17.400]  也正正呼應保羅所說的
[00:11:17.400 --> 00:11:22.400]  不要自己報復 寧可給神的憤怒留地步
[00:11:22.400 --> 00:11:25.400]  因為經上記載主說
[00:11:25.400 --> 00:11:28.400]  報復在我 我必報應
[00:11:28.400 --> 00:11:33.400]  到最後的時間 到末世的時間 到主再來的時候
[00:11:33.400 --> 00:11:36.400]  是會施行公義的審判的
[00:11:36.400 --> 00:11:38.400]  所以不要彼此埋怨
[00:11:38.400 --> 00:11:44.400]  不要自己私自去做報復的行動
[00:11:44.400 --> 00:11:47.400]  一般人怎樣去處理怒氣呢?
[00:11:47.400 --> 00:11:49.400]  有兩種錯誤的方式
[00:11:49.400 --> 00:11:53.400]  第一種錯誤的方式就是否認 壓抑
[00:11:53.400 --> 00:11:55.400]  我沒有生氣
[00:11:55.400 --> 00:11:58.400]  然後將很多東西否認 壓抑
[00:11:58.400 --> 00:12:00.400]  但其實這個否認 壓抑
[00:12:00.400 --> 00:12:06.400]  當有一天 這個炸彈會爆出來
[00:12:06.400 --> 00:12:10.400]  很容易就會在不適合的場合
[00:12:10.400 --> 00:12:13.400]  不適當的時間 向不適合的人
[00:12:13.400 --> 00:12:17.400]  用不適當的說話來爆出來
[00:12:17.400 --> 00:12:19.400]  所以我們都要小心
[00:12:19.400 --> 00:12:24.400]  第二個錯誤處理怒氣的方式就是
[00:12:24.400 --> 00:12:30.400]  放任 率性 發洩出來
[00:12:30.400 --> 00:12:33.400]  《聖經》沒有完全禁止怒氣
[00:12:33.400 --> 00:12:39.400]  但它是要人審慎地去處理
[00:12:39.400 --> 00:12:41.400]  《已乏所書》四章說
[00:12:41.400 --> 00:12:43.400]  生氣卻不要犯罪
[00:12:43.400 --> 00:12:44.400]  不可含怒
[00:12:44.400 --> 00:12:49.400]  道日落也不可給魔鬼留地步
[00:12:49.400 --> 00:12:51.400]  值得注意的就是
[00:12:51.400 --> 00:12:55.400]  為什麼要審慎地去處理怒氣呢?
[00:12:55.400 --> 00:12:57.400]  原因最少有兩方面
[00:12:57.400 --> 00:12:58.400]  第一個原因就是
[00:12:58.400 --> 00:13:03.400]  憤怒的動機可能是不正確
[00:13:03.400 --> 00:13:07.400]  會不會出於報復的心理呢?
[00:13:07.400 --> 00:13:09.400]  會不會是埋怨呢?
[00:13:09.400 --> 00:13:10.400]  驕傲呢?
[00:13:10.400 --> 00:13:11.400]  出於嫉妒呢?
[00:13:11.400 --> 00:13:13.400]  對人缺乏耐性呢?
[00:13:13.400 --> 00:13:18.400]  還是對自己不滿意、不接納呢?
[00:13:18.400 --> 00:13:22.400]  另外審慎處理的原因是
[00:13:22.400 --> 00:13:25.400]  憤怒會造成惡果
[00:13:25.400 --> 00:13:28.400]  當你火遮眼的時候
[00:13:28.400 --> 00:13:32.400]  有些人火遮眼都可以將兒子扔到街上
[00:13:32.400 --> 00:13:34.400]  當你火遮眼的時候
[00:13:34.400 --> 00:13:36.400]  你可能會口出狂言
[00:13:36.400 --> 00:13:38.400]  當你火遮眼的時候
[00:13:38.400 --> 00:13:42.400]  人會被很強烈的情緒沖昏腦袋
[00:13:42.400 --> 00:13:45.400]  讓這個情緒操控你自己
[00:13:45.400 --> 00:13:49.400]  很容易就說一些言過其實的字眼
[00:13:49.400 --> 00:13:51.400]  來宣洩你裡面的情緒
[00:13:51.400 --> 00:13:53.400]  甚至訴諸暴力
[00:13:53.400 --> 00:13:56.400]  忠於都是害己害人
[00:13:56.400 --> 00:13:58.400]  破壞群體的團結
[00:13:58.400 --> 00:14:01.400]  在這個校園槍擊案裡面
[00:14:01.400 --> 00:14:05.400]  有很多兇手其實都是充滿很多的憤怒
[00:14:05.400 --> 00:14:10.400]  以致他做出有很多害己害人的事情
[00:14:10.400 --> 00:14:13.400]  既然人的怒氣是有損
[00:14:13.400 --> 00:14:16.400]  神渴望我們擁有的公義
[00:14:16.400 --> 00:14:19.400]  公義的生活是怎樣的呢?
[00:14:19.400 --> 00:14:22.400]  公義的生活有兩方面
[00:14:22.400 --> 00:14:24.400]  聖經提到
[00:14:24.400 --> 00:14:27.400]  除污第21節
[00:14:27.400 --> 00:14:32.400]  所以你們要脫去一切的污穢和盈餘的邪惡
[00:14:32.400 --> 00:14:35.400]  盈餘的意思是很多很多
[00:14:35.400 --> 00:14:38.400]  所以在漢語新譯本是這樣譯的
[00:14:38.400 --> 00:14:42.400]  因此你們要除掉一切的污穢
[00:14:42.400 --> 00:14:47.400]  和滋生蔓延的惡毒
[00:14:47.400 --> 00:14:49.400]  值得注意的是
[00:14:49.400 --> 00:14:52.400]  這裡有預備浸禮的一個意象
[00:14:52.400 --> 00:14:54.400]  一個圖畫
[00:14:54.400 --> 00:14:56.400]  浸禮教義問答
[00:14:56.400 --> 00:14:59.400]  手冊的一部分的聲明
[00:14:59.400 --> 00:15:01.400]  當我們上信仰班
[00:15:01.400 --> 00:15:02.400]  浸禮班
[00:15:02.400 --> 00:15:04.400]  或者我們要接受浸禮的時候
[00:15:04.400 --> 00:15:09.400]  我們的傳道同工都會和大家問一些心事
[00:15:09.400 --> 00:15:11.400]  談一些事情
[00:15:11.400 --> 00:15:15.400]  其實都是我們每一個信徒的一個聲明
[00:15:15.400 --> 00:15:19.400]  就是我們和這一切道德的邪惡
[00:15:19.400 --> 00:15:21.400]  不道德的品行
[00:15:21.400 --> 00:15:23.400]  是一刀兩斷
[00:15:23.400 --> 00:15:24.400]  斷絕關係
[00:15:24.400 --> 00:15:29.400]  就好像脫下一個污糟邋遢的衣服
[00:15:29.400 --> 00:15:31.400]  象徵脫去罪孽
[00:15:31.400 --> 00:15:33.400]  舊有的生命
[00:15:33.400 --> 00:15:35.400]  除污
[00:15:35.400 --> 00:15:37.400]  公義的生活是怎樣的呢?
[00:15:37.400 --> 00:15:39.400]  除了除污之外
[00:15:39.400 --> 00:15:42.400]  是傳道
[00:15:42.400 --> 00:15:45.400]  傳載神的道在我們的心裡
[00:15:45.400 --> 00:15:47.400]  傳溫柔的心
[00:15:47.400 --> 00:15:50.400]  領受那所栽種的道
[00:15:50.400 --> 00:15:55.400]  就是能救你們靈魂的道
[00:15:55.400 --> 00:15:57.400]  態度是什麼呢?
[00:15:57.400 --> 00:15:58.400]  傳溫柔的心
[00:15:58.400 --> 00:16:02.400]  意思就是要謙卑虛己的態度
[00:16:02.400 --> 00:16:04.400]  讓神的道在我們生命裡
[00:16:04.400 --> 00:16:07.400]  不斷的茁壯長大
[00:16:07.400 --> 00:16:11.400]  讓它能開花結果
[00:16:11.400 --> 00:16:13.400]  神的道就好像道種
[00:16:13.400 --> 00:16:15.400]  一個種子在我們裡面
[00:16:15.400 --> 00:16:17.400]  是可以開花結果的
[00:16:17.400 --> 00:16:20.400]  培植出門徒的品格
[00:16:20.400 --> 00:16:23.400]  引發公義的生活
[00:16:23.400 --> 00:16:26.400]  保羅同樣的勉勵信徒
[00:16:26.400 --> 00:16:28.400]  當主再回來的時間
[00:16:28.400 --> 00:16:31.400]  主回來的時間已經很逼近了
[00:16:31.400 --> 00:16:33.400]  時間無多了
[00:16:33.400 --> 00:16:34.400]  大家不要再睡了
[00:16:34.400 --> 00:16:36.400]  要醒了
[00:16:36.400 --> 00:16:38.400]  在羅馬書13章12至14節
[00:16:38.400 --> 00:16:40.400]  亦是這段經文
[00:16:40.400 --> 00:16:43.400]  要改變奧古斯丁整個的生命
[00:16:43.400 --> 00:16:44.400]  是一段什麼經文
[00:16:44.400 --> 00:16:45.400]  我們一起讀
[00:16:45.400 --> 00:16:48.400]  所以我們要除掉黑暗的行為
[00:16:48.400 --> 00:16:51.400]  帶上光明的兵器
[00:16:51.400 --> 00:16:53.400]  我們行事為人要端正
[00:16:53.400 --> 00:16:56.400]  好將在白晝中那樣
[00:16:56.400 --> 00:16:58.400]  不要謊言醉酒
[00:16:58.400 --> 00:17:00.400]  不要好色淫蕩
[00:17:00.400 --> 00:17:02.400]  不要紛爭嫉妒
[00:17:02.400 --> 00:17:04.400]  總要穿戴主耶穌基督
[00:17:04.400 --> 00:17:06.400]  不要因為私慾
[00:17:06.400 --> 00:17:10.400]  而預先為肉體降落
[00:17:10.400 --> 00:17:13.400]  要除掉
[00:17:13.400 --> 00:17:14.400]  要脫去
[00:17:14.400 --> 00:17:15.400]  要帶上
[00:17:15.400 --> 00:17:17.400]  要穿戴耶穌基督
[00:17:17.400 --> 00:17:19.400]  傳道
[00:17:19.400 --> 00:17:21.400]  裝在神的道
[00:17:21.400 --> 00:17:22.400]  這些的種子
[00:17:22.400 --> 00:17:23.400]  是在心裡面
[00:17:23.400 --> 00:17:25.400]  要時時是這樣
[00:17:25.400 --> 00:17:27.400]  除掉黑暗的行為
[00:17:27.400 --> 00:17:29.400]  穿戴主耶穌基督
[00:17:29.400 --> 00:17:31.400]  這個不單只是受浸的時候
[00:17:31.400 --> 00:17:33.400]  或者我們參加浸禮班的時候
[00:17:33.400 --> 00:17:35.400]  的一個聲明
[00:17:35.400 --> 00:17:37.400]  我們更加是
[00:17:37.400 --> 00:17:38.400]  我們每個弟兄姊妹
[00:17:38.400 --> 00:17:42.400]  天天都應該要這樣的聲明
[00:17:42.400 --> 00:17:44.400]  虛心聽道
[00:17:44.400 --> 00:17:45.400]  聞於聽
[00:17:45.400 --> 00:17:46.400]  立於言
[00:17:46.400 --> 00:17:47.400]  緩於勞
[00:17:47.400 --> 00:17:49.400]  活出公義生活來
[00:17:49.400 --> 00:17:50.400]  除污
[00:17:50.400 --> 00:17:52.400]  裝在神的道
[00:17:52.400 --> 00:17:56.400]  第二段的經文是22至25節
[00:17:56.400 --> 00:17:59.400]  叫我們要實際的行道
[00:17:59.400 --> 00:18:01.400]  「只是你們要行道
[00:18:01.400 --> 00:18:02.400]  不要單單聽道
[00:18:02.400 --> 00:18:03.400]  自己欺控自己
[00:18:03.400 --> 00:18:05.400]  因為聽道而不行道的
[00:18:05.400 --> 00:18:06.400]  就像人對著鏡子
[00:18:06.400 --> 00:18:08.400]  看自己本來的面目
[00:18:08.400 --> 00:18:09.400]  看見
[00:18:09.400 --> 00:18:10.400]  走後
[00:18:10.400 --> 00:18:12.400]  隨即忘了他的相貌如何
[00:18:12.400 --> 00:18:14.400]  唯有詳細察看
[00:18:14.400 --> 00:18:15.400]  傳避
[00:18:15.400 --> 00:18:17.400]  使人自由之律法的
[00:18:17.400 --> 00:18:19.400]  並且事常如此
[00:18:19.400 --> 00:18:20.400]  者人既不是聽了
[00:18:20.400 --> 00:18:22.400]  就忘乃是實在
[00:18:22.400 --> 00:18:23.400]  行出來
[00:18:23.400 --> 00:18:25.400]  就在他所行的事上
[00:18:25.400 --> 00:18:26.400]  必然得福」
[00:18:26.400 --> 00:18:27.400]  弟兄姊妹
[00:18:27.400 --> 00:18:28.400]  值得注意的是
[00:18:28.400 --> 00:18:32.400]  今天神的道是一份傳避
[00:18:32.400 --> 00:18:35.400]  是使人自由之律法
[00:18:35.400 --> 00:18:37.400]  而且當我們實在
[00:18:37.400 --> 00:18:39.400]  行出來的時候
[00:18:39.400 --> 00:18:40.400]  在他所行的事上
[00:18:40.400 --> 00:18:42.400]  必然得福
[00:18:42.400 --> 00:18:43.400]  弟兄姊妹
[00:18:43.400 --> 00:18:44.400]  我們想不想得福
[00:18:44.400 --> 00:18:46.400]  我們想不想自由
[00:18:46.400 --> 00:18:50.400]  原來神的道是叫我們自由的
[00:18:50.400 --> 00:18:53.400]  有時我們聽到神的道
[00:18:53.400 --> 00:18:54.400]  我們讀神的道的時候
[00:18:54.400 --> 00:18:56.400]  我們很少走出來
[00:18:56.400 --> 00:18:57.400]  當我們走出來
[00:18:57.400 --> 00:18:58.400]  我們就得福
[00:18:58.400 --> 00:19:02.400]  我們就能夠得到真正的自由
[00:19:02.400 --> 00:19:04.400]  其實在二十一節已經開始了
[00:19:04.400 --> 00:19:05.400]  道的講述
[00:19:05.400 --> 00:19:09.400]  現在作者來到實際的牧羊考慮
[00:19:09.400 --> 00:19:11.400]  他用了一個比方
[00:19:11.400 --> 00:19:13.400]  就是照鏡的比方
[00:19:13.400 --> 00:19:14.400]  帶出兩種人
[00:19:14.400 --> 00:19:15.400]  一種人
[00:19:15.400 --> 00:19:17.400]  有一種人就是單單聽道
[00:19:17.400 --> 00:19:20.400]  有一種人就是聽道且行道
[00:19:20.400 --> 00:19:22.400]  單單聽道的人就是怎樣呢
[00:19:22.400 --> 00:19:24.400]  就好像人對著鏡子
[00:19:24.400 --> 00:19:27.400]  察看自己天生的容貌
[00:19:27.400 --> 00:19:29.400]  在新漢語譯本
[00:19:29.400 --> 00:19:31.400]  都是用察看
[00:19:31.400 --> 00:19:34.400]  意思其實他都是看得仔細的
[00:19:34.400 --> 00:19:35.400]  鏡子是什麼呢
[00:19:35.400 --> 00:19:37.400]  鏡子就是神的道
[00:19:37.400 --> 00:19:39.400]  他將自己察看一番之後
[00:19:39.400 --> 00:19:40.400]  走開
[00:19:40.400 --> 00:19:44.400]  立刻就忘掉了自己是什麼樣
[00:19:44.400 --> 00:19:49.400]  這些就是聽道而不行道的人
[00:19:49.400 --> 00:19:52.400]  聽道且行道的人是怎樣呢
[00:19:52.400 --> 00:19:54.400]  他們詳細察看
[00:19:54.400 --> 00:19:58.400]  那完全的使人自由的律法
[00:19:58.400 --> 00:20:01.400]  而且常常都是這樣
[00:20:01.400 --> 00:20:03.400]  頂尖會是常常都這樣
[00:20:03.400 --> 00:20:05.400]  常常去察看
[00:20:05.400 --> 00:20:07.400]  常常去詳細察看
[00:20:07.400 --> 00:20:09.400]  常常去照鏡
[00:20:09.400 --> 00:20:10.400]  常常去照鏡
[00:20:10.400 --> 00:20:13.400]  照到我們有什麼污糟邋遢
[00:20:13.400 --> 00:20:16.400]  即使說這個完全使人自由的律法
[00:20:16.400 --> 00:20:19.400]  神的話語是在這個人的心裏邊
[00:20:19.400 --> 00:20:20.400]  在他的生活裏邊
[00:20:20.400 --> 00:20:22.400]  是不斷產生果效
[00:20:22.400 --> 00:20:23.400]  不斷產生衝擊
[00:20:23.400 --> 00:20:26.400]  不斷產生改變的
[00:20:26.400 --> 00:20:28.400]  是有心莊在的
[00:20:28.400 --> 00:20:30.400]  不是聽了就忘掉的
