
[00:00:00.000 --> 00:00:02.000]  好了,又讀聖經了,弟兄姊妹
[00:03:40.000 --> 00:03:41.000]  他叫我這樣做,我不做
[00:03:41.000 --> 00:03:44.000]  敬畏與信服
[00:03:44.000 --> 00:03:46.000]  他叫僕人摩西
[00:03:46.000 --> 00:03:49.000]  好了,最後,第十五章
[00:03:49.000 --> 00:03:53.000]  摩西和以色列人向耶和華唱歌
[00:03:53.000 --> 00:03:55.000]  哇,唱歌
[00:03:55.000 --> 00:03:57.000]  我要向耶和華歌唱
[00:03:57.000 --> 00:03:59.000]  因他大大戰勝
[00:03:59.000 --> 00:04:03.000]  將馬和騎馬的頭在海中
[00:04:03.000 --> 00:04:10.000]  他們信靠,看見,敬畏,信靠,信服之後
[00:04:10.000 --> 00:04:12.000]  他們開始讚美
[00:04:12.000 --> 00:04:13.000]  就好了
[00:04:13.000 --> 00:04:18.000]  不是說好彩
[00:04:18.000 --> 00:04:22.000]  是神真厲害,摩西真是我們的領袖
[00:04:22.000 --> 00:04:24.000]  我們信靠,敬畏
[00:04:24.000 --> 00:04:28.000]  看見耶和華大大戰勝
[00:04:28.000 --> 00:04:31.000]  大大這兩個字都是中文
[00:04:31.000 --> 00:04:35.000]  如果希伯來文,我沒有寫出來
[00:04:35.000 --> 00:04:38.000]  大大是升起,升起的意思
[00:04:38.000 --> 00:04:41.000]  因為他升起,升起戰勝
[00:04:41.000 --> 00:04:44.000]  本來我都不知道他在那裡
[00:04:44.000 --> 00:04:47.000]  突然出來,升起,再升起
[00:04:47.000 --> 00:04:49.000]  哇,很厲害,看見
[00:04:49.000 --> 00:04:52.000]  因為他升起,升起戰勝
[00:04:52.000 --> 00:04:55.000]  將馬和騎馬的頭在海中
[00:04:55.000 --> 00:04:58.000]  馬和騎馬是他們很敬畏的
[00:04:58.000 --> 00:05:00.000]  他們被大海消滅
[00:05:00.000 --> 00:05:03.000]  他們覺得,哇,真是厲害
[00:05:03.000 --> 00:05:04.000]  第二點
[00:05:04.000 --> 00:05:09.000]  第一點就是看見,敬畏,信服
[00:05:09.000 --> 00:05:10.000]  第二點呢
[00:05:10.000 --> 00:05:12.000]  他們唱的第二點是什麼呢
[00:05:12.000 --> 00:05:14.000]  耶和華是我的力量
[00:05:14.000 --> 00:05:17.000]  是我的思歌,是我的拯救
[00:05:17.000 --> 00:05:20.000]  這一節,十五章第二節
[00:05:20.000 --> 00:05:22.000]  我們很多時候都要記得
[00:05:22.000 --> 00:05:23.000]  一起讀吧
[00:05:23.000 --> 00:05:26.000]  耶和華是我的力量
[00:05:26.000 --> 00:05:28.000]  我的思歌
[00:05:28.000 --> 00:05:31.000]  也成了我的拯救
[00:05:31.000 --> 00:05:34.000]  耶和華是我的力量
[00:05:34.000 --> 00:05:35.000]  我的思歌
[00:05:35.000 --> 00:05:39.000]  也成了我的拯救
[00:05:39.000 --> 00:05:40.000]  三樣東西
[00:05:40.000 --> 00:05:41.000]  耶和華是什麼
[00:05:41.000 --> 00:05:43.000]  我的力量
[00:05:43.000 --> 00:05:45.000]  我的思歌
[00:05:45.000 --> 00:05:47.000]  我的拯救
[00:05:47.000 --> 00:05:50.000]  力量是我另外有力量能夠面對
[00:05:50.000 --> 00:05:52.000]  是我的讚美
[00:05:52.000 --> 00:05:56.000]  祂是我拯救的人
[00:05:56.000 --> 00:06:00.000]  也就是說,我是安全
[00:06:00.000 --> 00:06:04.000]  耶和華是我的力量
[00:06:04.000 --> 00:06:05.000]  是我的思歌
[00:06:05.000 --> 00:06:06.000]  是我讚美的對象
[00:06:06.000 --> 00:06:10.000]  是我拯救的來源
[00:06:10.000 --> 00:06:11.000]  是祂拯救我的
[00:06:11.000 --> 00:06:12.000]  第三點呢
[00:06:12.000 --> 00:06:13.000]  最重要的就是
[00:06:13.000 --> 00:06:15.000]  耶和華是祂的
[00:06:15.000 --> 00:06:16.000]  祂很厲害
[00:06:16.000 --> 00:06:17.000]  最重要的就是
[00:06:17.000 --> 00:06:18.000]  我的關係
[00:06:18.000 --> 00:06:20.000]  這是我的神
[00:06:20.000 --> 00:06:21.000]  到了第三節
[00:06:21.000 --> 00:06:23.000]  你看見,全部字都轉了
[00:06:23.000 --> 00:06:25.000]  我的神
[00:06:25.000 --> 00:06:26.000]  我的力量
[00:06:26.000 --> 00:06:27.000]  我的思歌
[00:06:27.000 --> 00:06:28.000]  我的拯救
[00:06:28.000 --> 00:06:29.000]  我的神
[00:06:29.000 --> 00:06:31.000]  我要讚美祂
[00:06:31.000 --> 00:06:33.000]  是我父親的神
[00:06:33.000 --> 00:06:35.000]  就是我們歷代的
[00:06:35.000 --> 00:06:37.000]  我要尊崇祂
[00:06:37.000 --> 00:06:38.000]  很多「我」
[00:06:38.000 --> 00:06:39.000]  有幾個「我」呢
[00:06:39.000 --> 00:06:43.000]  1,2,3,4,5,6,7個
[00:06:43.000 --> 00:06:44.000]  我的力量
[00:06:44.000 --> 00:06:45.000]  我的思歌
[00:06:45.000 --> 00:06:46.000]  我的拯救
[00:06:46.000 --> 00:06:47.000]  我的神
[00:06:47.000 --> 00:06:48.000]  我要讚美我父親的神
[00:06:48.000 --> 00:06:50.000]  我要尊崇祂
[00:06:50.000 --> 00:06:51.000]  全部都是
[00:06:51.000 --> 00:06:55.000]  神啊,我要向祢做出這些敬拜
[00:06:55.000 --> 00:07:00.000]  再次認定那七種的關係
[00:07:00.000 --> 00:07:02.000]  力量、思歌、拯救、神
[00:07:02.000 --> 00:07:03.000]  讚美的對象
[00:07:03.000 --> 00:07:04.000]  父親的神
[00:07:04.000 --> 00:07:05.000]  歷代都相信的了
[00:07:05.000 --> 00:07:07.000]  是我尊崇的對象
[00:07:07.000 --> 00:07:09.000]  這個很重要
[00:07:09.000 --> 00:07:10.000]  第三點
[00:07:10.000 --> 00:07:11.000]  是我的神
[00:07:11.000 --> 00:07:14.000]  他的名是耶和華
[00:07:14.000 --> 00:07:16.000]  耶和華是戰士
[00:07:16.000 --> 00:07:18.000]  很好打
[00:07:18.000 --> 00:07:21.000]  是我的神
[00:07:21.000 --> 00:07:23.000]  他的名字叫耶和華
[00:07:23.000 --> 00:07:25.000]  第三點跟大家說
[00:07:25.000 --> 00:07:28.000]  當你遭遇很多困難
[00:07:28.000 --> 00:07:31.000]  很軟弱、很沒力的時候
[00:07:31.000 --> 00:07:34.000]  你要記得第三點
[00:07:34.000 --> 00:07:36.000]  這是我的神
[00:07:36.000 --> 00:07:39.000]  你的神都不能幫助你嗎
[00:07:39.000 --> 00:07:40.000]  不是的
[00:07:40.000 --> 00:07:41.000]  到天一亮
[00:07:41.000 --> 00:07:42.000]  祂就會幫助你
[00:07:42.000 --> 00:07:44.000]  這是我的神
[00:07:44.000 --> 00:07:48.000]  他的名是耶和華
[00:07:48.000 --> 00:07:51.000]  記得不要忘記這個名字
[00:07:51.000 --> 00:07:53.000]  很多人的名字
[00:07:53.000 --> 00:07:54.000]  我都不記得
[00:07:54.000 --> 00:07:55.000]  你都知道
[00:07:55.000 --> 00:07:57.000]  最怕是人家忽然之間問我
[00:07:57.000 --> 00:07:59.000]  認不認得我啊
[00:07:59.000 --> 00:08:01.000]  唉
[00:08:01.000 --> 00:08:03.000]  我多數的答案都是
[00:08:03.000 --> 00:08:05.000]  熟面口
[00:08:05.000 --> 00:08:08.000]  不過名字叫不出來
[00:08:08.000 --> 00:08:11.000]  他就暗示說他的名字
[00:08:11.000 --> 00:08:12.000]  我叫陳大文
[00:08:12.000 --> 00:08:14.000]  他就會說
[00:08:14.000 --> 00:08:16.000]  我要認
[00:08:16.000 --> 00:08:17.000]  舊街坊
[00:08:17.000 --> 00:08:18.000]  不可以的
[00:08:18.000 --> 00:08:19.000]  你要是
[00:08:19.000 --> 00:08:21.000]  我就會說
[00:08:21.000 --> 00:08:23.000]  你樣子很熟面口
[00:08:23.000 --> 00:08:25.000]  不過我一時間叫不出來
[00:08:25.000 --> 00:08:26.000]  不好意思
[00:08:26.000 --> 00:08:28.000]  你再說一次我聽
[00:08:28.000 --> 00:08:30.000]  我叫陳大文什麼什麼名字
[00:08:30.000 --> 00:08:31.000]  那時候你來我這裡
[00:08:31.000 --> 00:08:33.000]  說到我缺志了
[00:08:33.000 --> 00:08:35.000]  真的有人這樣跟我說
[00:08:35.000 --> 00:08:36.000]  我怎麼認得
[00:08:36.000 --> 00:08:38.000]  講報道會缺志那個
[00:08:38.000 --> 00:08:40.000]  有一個在一個會裡面
[00:08:40.000 --> 00:08:42.000]  看到華福會
[00:08:42.000 --> 00:08:44.000]  四年一次以前
[00:08:44.000 --> 00:08:45.000]  最近都少開了
[00:08:45.000 --> 00:08:47.000]  就開會了
[00:08:47.000 --> 00:08:48.000]  見到他
[00:08:48.000 --> 00:08:49.000]  又見到你
[00:08:49.000 --> 00:08:50.000]  四年前見到你了
[00:08:50.000 --> 00:08:51.000]  現在在做什麼
[00:08:51.000 --> 00:08:53.000]  我讀神學
[00:08:53.000 --> 00:08:55.000]  這麼好讀神學
[00:08:55.000 --> 00:08:56.000]  然後他說
[00:08:56.000 --> 00:08:58.000]  你呼召我的嘛
[00:08:58.000 --> 00:09:00.000]  忘記了名字
[00:09:00.000 --> 00:09:01.000]  很多時候
[00:09:01.000 --> 00:09:03.000]  久沒見過名字
[00:09:03.000 --> 00:09:04.000]  就生疏了
[00:09:04.000 --> 00:09:05.000]  記不起了
[00:09:05.000 --> 00:09:06.000]  不過有一個名字
[00:09:06.000 --> 00:09:09.000]  你必須要記得
[00:09:09.000 --> 00:09:12.000]  他的名是耶和華
[00:09:12.000 --> 00:09:13.000]  耶和華這個名字
[00:09:13.000 --> 00:09:15.000]  不要忘記了
[00:09:15.000 --> 00:09:16.000]  所以求主依靠
[00:09:16.000 --> 00:09:17.000]  憐憫我
[00:09:17.000 --> 00:09:18.000]  即是將來我
[00:09:18.000 --> 00:09:19.000]  去到Dementia
[00:09:19.000 --> 00:09:21.000]  老人失智的時候
[00:09:21.000 --> 00:09:22.000]  失憶的時候
[00:09:22.000 --> 00:09:23.000]  仍然記得
[00:09:23.000 --> 00:09:27.000]  耶和華是他的名就好了
[00:09:27.000 --> 00:09:28.000]  最重要記得
[00:09:28.000 --> 00:09:29.000]  耶和華是他的名
[00:09:29.000 --> 00:09:30.000]  當你記得
[00:09:30.000 --> 00:09:31.000]  耶和華是他的名
[00:09:31.000 --> 00:09:33.000]  你就會找出一部
[00:09:33.000 --> 00:09:35.000]  《十四十五章》
[00:09:35.000 --> 00:09:37.000]  就會看到耶和華是戰士
[00:09:37.000 --> 00:09:38.000]  是我的力量
[00:09:38.000 --> 00:09:39.000]  是我的思覺
[00:09:39.000 --> 00:09:40.000]  是我的拯救
[00:09:40.000 --> 00:09:41.000]  是我的神
[00:09:41.000 --> 00:09:42.000]  我要讚美他
[00:09:42.000 --> 00:09:43.000]  是我父親的神
[00:09:43.000 --> 00:09:44.000]  我要尊崇他
[00:09:44.000 --> 00:09:45.000]  耶和華是戰士
[00:09:45.000 --> 00:09:47.000]  他的名是耶和華
[00:09:47.000 --> 00:09:49.000]  I am
[00:09:49.000 --> 00:09:50.000]  be
[00:09:50.000 --> 00:09:51.000]  至有永有
[00:09:51.000 --> 00:09:52.000]  is
[00:09:52.000 --> 00:09:55.000]  他的名是is
[00:09:55.000 --> 00:09:56.000]  簡單
[00:09:56.000 --> 00:09:57.000]  現在式
[00:09:57.000 --> 00:09:59.000]  任何時候都是上帝
[00:09:59.000 --> 00:10:00.000]  任何時候都是
[00:10:00.000 --> 00:10:01.000]  現在式
[00:10:01.000 --> 00:10:02.000]  沒有改變
[00:10:02.000 --> 00:10:03.000]  式在今在
[00:10:03.000 --> 00:10:04.000]  以後永在
[00:10:04.000 --> 00:10:05.000]  永不改變
[00:10:05.000 --> 00:10:06.000]  全能的上帝
[00:10:06.000 --> 00:10:08.000]  就是我們的神
[00:10:08.000 --> 00:10:11.000]  我雖然可能會有一天
[00:10:11.000 --> 00:10:12.000]  死了
[00:10:12.000 --> 00:10:13.000]  或者我有一天
[00:10:13.000 --> 00:10:15.000]  忘記了所有東西
[00:10:15.000 --> 00:10:17.000]  就老人失智了
[00:10:17.000 --> 00:10:18.000]  不過
[00:10:18.000 --> 00:10:19.000]  耶和華
[00:10:19.000 --> 00:10:21.000]  仍然是式在今在
[00:10:21.000 --> 00:10:22.000]  以後永在
[00:10:22.000 --> 00:10:25.000]  他的名是耶和華
[00:10:25.000 --> 00:10:26.000]  主幫助我們
[00:10:26.000 --> 00:10:27.000]  記得這個名字
[00:10:27.000 --> 00:10:29.000]  我們同心禱告
[00:10:29.000 --> 00:10:30.000]  讚美主
[00:10:30.000 --> 00:10:31.000]  你的名
[00:10:31.000 --> 00:10:32.000]  叫做耶和華
[00:10:32.000 --> 00:10:34.000]  是你的名字
[00:10:34.000 --> 00:10:36.000]  摩西說那些人如果問
[00:10:36.000 --> 00:10:38.000]  叫我帶你們走
[00:10:38.000 --> 00:10:40.000]  那個神叫什麼名
[00:10:40.000 --> 00:10:41.000]  你的答案就是
[00:10:41.000 --> 00:10:43.000]  我是耶和華
[00:10:43.000 --> 00:10:44.000]  主幫助我們
[00:10:44.000 --> 00:10:46.000]  記住耶和華這個名
[00:10:46.000 --> 00:10:48.000]  直到我們有一天
[00:10:48.000 --> 00:10:51.000]  完了我們世上的路程和呼吸
[00:10:51.000 --> 00:10:53.000]  我們仍然要記得耶和華
[00:10:53.000 --> 00:10:54.000]  因為那個時間
[00:10:54.000 --> 00:10:56.000]  就是我們去見你的時候
[00:10:56.000 --> 00:10:57.000]  讚美你
[00:10:57.000 --> 00:10:58.000]  你是我們的師哥
[00:10:58.000 --> 00:10:59.000]  是我們的拯救
[00:10:59.000 --> 00:11:01.000]  是我們的神
[00:11:01.000 --> 00:11:02.000]  是我們的戰士
[00:11:02.000 --> 00:11:03.000]  是我們尊崇的
[00:11:03.000 --> 00:11:04.000]  是我的神
[00:11:04.000 --> 00:11:06.000]  也是父親的神
[00:11:06.000 --> 00:11:08.000]  歷代的信靠
[00:11:08.000 --> 00:11:09.000]  願你得著榮耀
[00:11:09.000 --> 00:11:10.000]  讚美耶和華
[00:11:10.000 --> 00:11:12.000]  禱告奉耶穌的名
[00:11:12.000 --> 00:11:13.000]  阿們
