
[00:00:00.000 --> 00:00:02.000]  頂姊妹當我站在這裏的時候
[00:03:32.000 --> 00:03:34.000]  藉著一段對話
[00:03:34.000 --> 00:03:36.000]  和耶穌所說的比喻
[00:03:36.000 --> 00:03:38.000]  我們看看主耶穌
[00:03:38.000 --> 00:03:40.000]  對我們有什麼提醒
[00:03:40.000 --> 00:03:42.000]  《勞工福音》十章二十五節
[00:03:42.000 --> 00:03:44.000]  記載到
[00:03:44.000 --> 00:03:46.000]  律法師向耶穌一個提問
[00:03:46.000 --> 00:03:48.000]  聖經說
[00:03:48.000 --> 00:03:50.000]  有一個律法師
[00:03:50.000 --> 00:03:52.000]  試探耶穌
[00:03:52.000 --> 00:03:54.000]  他說夫子
[00:03:54.000 --> 00:03:56.000]  我應該做什麼
[00:03:56.000 --> 00:03:58.000]  才可以承受永生呢?
[00:03:58.000 --> 00:04:00.000]  律法師問耶穌這個問題
[00:04:00.000 --> 00:04:04.000]  律法師是什麼?
[00:04:04.000 --> 00:04:06.000]  律法師是很熟悉聖經的學者
[00:04:06.000 --> 00:04:08.000]  他們又被稱為文士
[00:04:08.000 --> 00:04:10.000]  他們是律法專家
[00:04:10.000 --> 00:04:12.000]  負責保存律法
[00:04:12.000 --> 00:04:14.000]  甚至有些律法師
[00:04:14.000 --> 00:04:16.000]  擔任猶太人
[00:04:16.000 --> 00:04:18.000]  法庭的法官
[00:04:18.000 --> 00:04:22.000]  他提出一個問題
[00:04:22.000 --> 00:04:24.000]  為一個解釋
[00:04:24.000 --> 00:04:26.000]  他要考驗耶穌
[00:04:26.000 --> 00:04:28.000]  看看耶穌有什麼材料
[00:04:28.000 --> 00:04:32.000]  耶穌真的有材料
[00:04:32.000 --> 00:04:36.000]  他不是馬上想辦法回答
[00:04:36.000 --> 00:04:38.000]  他反問律法師
[00:04:38.000 --> 00:04:40.000]  第二十六節
[00:04:40.000 --> 00:04:42.000]  耶穌對他說
[00:04:42.000 --> 00:04:44.000]  那些是什麼?
[00:04:44.000 --> 00:04:46.000]  你念了那麼多那些是什麼?
[00:04:46.000 --> 00:04:50.000]  律法師馬上說
[00:04:50.000 --> 00:04:52.000]  你要盡心盡性盡力盡義
[00:04:52.000 --> 00:04:54.000]  愛主你的神
[00:04:54.000 --> 00:04:56.000]  又要愛輪射如同自己
[00:04:56.000 --> 00:04:58.000]  他知道
[00:04:58.000 --> 00:05:00.000]  不過是故意問耶穌
[00:05:00.000 --> 00:05:02.000]  耶穌又反問他
[00:05:02.000 --> 00:05:04.000]  因為他作為律法師他知道
[00:05:04.000 --> 00:05:06.000]  聖經的律法
[00:05:06.000 --> 00:05:08.000]  就是你要盡心盡性盡義盡力
[00:05:08.000 --> 00:05:10.000]  愛你的神
[00:05:10.000 --> 00:05:12.000]  其次就是愛你的輪射
[00:05:12.000 --> 00:05:16.000]  於是耶穌
[00:05:16.000 --> 00:05:18.000]  再以律法師
[00:05:18.000 --> 00:05:20.000]  答得那麼精彩
[00:05:20.000 --> 00:05:22.000]  繼續問他問題
[00:05:22.000 --> 00:05:24.000]  你回答得對
[00:05:24.000 --> 00:05:28.000]  這樣做
[00:05:28.000 --> 00:05:30.000]  你就得永生
[00:05:30.000 --> 00:05:32.000]  作為律法師
[00:05:32.000 --> 00:05:34.000]  作為律法專家
[00:05:34.000 --> 00:05:36.000]  甚至堂堂大法官
[00:05:36.000 --> 00:05:38.000]  當然不可以就這樣罷休
[00:05:38.000 --> 00:05:40.000]  怎麼可以給你
[00:05:40.000 --> 00:05:42.000]  這個好處呢?
[00:05:42.000 --> 00:05:44.000]  於是
[00:05:44.000 --> 00:05:46.000]  死雞插萬蓋
[00:05:46.000 --> 00:05:48.000]  他說
[00:05:48.000 --> 00:05:50.000]  耶穌誰是輪射呢?
[00:05:50.000 --> 00:05:54.000]  耶穌既然說
[00:05:54.000 --> 00:05:56.000]  你既然問我誰是輪射
[00:05:56.000 --> 00:05:58.000]  耶穌不會直接說
[00:05:58.000 --> 00:06:00.000]  他用一個比喻
[00:06:00.000 --> 00:06:02.000]  去指明他怎麼看輪射
[00:06:02.000 --> 00:06:04.000]  這段記載
[00:06:04.000 --> 00:06:06.000]  是路加福音
[00:06:06.000 --> 00:06:08.000]  其中一個獨有的記載
[00:06:08.000 --> 00:06:10.000]  接下來今年的裡面
[00:06:10.000 --> 00:06:12.000]  我會
[00:06:12.000 --> 00:06:14.000]  尋找合適的
[00:06:14.000 --> 00:06:16.000]  獨有的路加比喻
[00:06:16.000 --> 00:06:18.000]  和大家去思想
[00:06:18.000 --> 00:06:20.000]  今天是第一個
[00:06:20.000 --> 00:06:22.000]  比喻是說到一個人
[00:06:22.000 --> 00:06:24.000]  這個人是哪一類人
[00:06:24.000 --> 00:06:26.000]  聖經其實沒有說
[00:06:26.000 --> 00:06:28.000]  不過很相信多數是指猶太人
[00:06:28.000 --> 00:06:30.000]  這個猶太人
[00:06:30.000 --> 00:06:32.000]  從耶路撒冷到耶利哥
[00:06:32.000 --> 00:06:34.000]  這段路簡單來說是非常危險的
[00:06:34.000 --> 00:06:36.000]  很多時候都是被人打劫
[00:06:36.000 --> 00:06:38.000]  特別是
[00:06:38.000 --> 00:06:40.000]  手無寸鐵的旅客
[00:06:40.000 --> 00:06:42.000]  成為打劫的目標
[00:06:42.000 --> 00:06:44.000]  結果有個人遇到
[00:06:44.000 --> 00:06:46.000]  強度的打劫
[00:06:46.000 --> 00:06:48.000]  可能他反抗
[00:06:48.000 --> 00:06:50.000]  於是被人脫光衣服
[00:06:50.000 --> 00:06:52.000]  然後打個半死
[00:06:52.000 --> 00:06:54.000]  躺在地裡
[00:06:54.000 --> 00:06:56.000]  之後分別有個祭司和利比人經過
[00:06:56.000 --> 00:06:58.000]  但種種原因和限制
[00:06:58.000 --> 00:07:00.000]  他們沒有幫到手
[00:07:00.000 --> 00:07:02.000]  相反一個被猶太人所興旱的
[00:07:02.000 --> 00:07:04.000]  撒瑪利亞人
[00:07:04.000 --> 00:07:06.000]  卻是出手幫助
[00:07:06.000 --> 00:07:08.000]  撒瑪利亞人
[00:07:08.000 --> 00:07:10.000]  被猶太人形容是分離者
[00:07:10.000 --> 00:07:12.000]  甚至異端
[00:07:12.000 --> 00:07:14.000]  因為他們在基里森三建造他們的聖殿
[00:07:14.000 --> 00:07:16.000]  甚至自己
[00:07:16.000 --> 00:07:18.000]  看他們自己
[00:07:18.000 --> 00:07:20.000]  所認同認信的
[00:07:20.000 --> 00:07:22.000]  撒瑪利亞人的聖經
[00:07:22.000 --> 00:07:24.000]  他們不是相信所有的舊約
[00:07:24.000 --> 00:07:26.000]  他們有自己的聖經
[00:07:26.000 --> 00:07:28.000]  所以猶太人認為他們是異端
[00:07:28.000 --> 00:07:30.000]  他們不會和他們來往
[00:07:30.000 --> 00:07:32.000]  這樣的一個撒瑪利亞人
[00:07:32.000 --> 00:07:34.000]  看到一個躺在地上受傷的人
[00:07:34.000 --> 00:07:36.000]  聖經說
[00:07:36.000 --> 00:07:38.000]  他就動了慈心
[00:07:38.000 --> 00:07:40.000]  不顧一切
[00:07:40.000 --> 00:07:42.000]  用油為他止痛
[00:07:42.000 --> 00:07:44.000]  用酒為他消毒
[00:07:44.000 --> 00:07:46.000]  然後用他身上的衣布
[00:07:46.000 --> 00:07:48.000]  包著他的傷口
[00:07:48.000 --> 00:07:50.000]  然後抬在他自己的身上
[00:07:50.000 --> 00:07:52.000]  帶到一個酒店
[00:07:52.000 --> 00:07:54.000]  住了一晚
[00:07:54.000 --> 00:07:56.000]  第二天因為他有事要做
[00:07:56.000 --> 00:07:58.000]  於是交了兩千元
[00:07:58.000 --> 00:08:00.000]  給這個店主
[00:08:00.000 --> 00:08:02.000]  希望好好照顧他
[00:08:02.000 --> 00:08:04.000]  並且承諾
[00:08:04.000 --> 00:08:06.000]  當他回來的時候
[00:08:06.000 --> 00:08:08.000]  多除小補
[00:08:08.000 --> 00:08:10.000]  整個比喻大概是這樣的意思
[00:08:10.000 --> 00:08:14.000]  從律法師和耶穌的對話
[00:08:14.000 --> 00:08:16.000]  以及耶穌所說的比喻
[00:08:16.000 --> 00:08:18.000]  表明了一個很重要的事情
[00:08:18.000 --> 00:08:20.000]  原來我們的信仰
[00:08:20.000 --> 00:08:22.000]  是一個活的信仰
[00:08:22.000 --> 00:08:24.000]  是一個有實踐的信仰
[00:08:26.000 --> 00:08:28.000]  今天我們要活出信仰
[00:08:28.000 --> 00:08:30.000]  第一件事
[00:08:30.000 --> 00:08:32.000]  就是要盡所能的
[00:08:32.000 --> 00:08:34.000]  去愛人
[00:08:34.000 --> 00:08:36.000]  這就是我們的信仰
[00:08:36.000 --> 00:08:38.000]  就是要盡所能的去愛人
[00:08:38.000 --> 00:08:40.000]  之前
[00:08:40.000 --> 00:08:42.000]  耶律法師回答耶穌
[00:08:42.000 --> 00:08:44.000]  他說你要盡心盡性盡力
[00:08:44.000 --> 00:08:46.000]  愛主你的神
[00:08:46.000 --> 00:08:48.000]  又要愛鄰舍如同自己
[00:08:48.000 --> 00:08:50.000]  耶律法師是引用
[00:08:50.000 --> 00:08:52.000]  他們的律法摩西所說的
[00:08:52.000 --> 00:08:54.000]  他說要愛鄰舍
[00:08:54.000 --> 00:08:56.000]  如同自己
[00:08:56.000 --> 00:08:58.000]  他知道的
[00:08:58.000 --> 00:09:00.000]  要實踐愛人如己
[00:09:00.000 --> 00:09:02.000]  在這個比喻裡面提出兩個條件
[00:09:02.000 --> 00:09:04.000]  第一個條件
[00:09:04.000 --> 00:09:06.000]  就是放下自我
[00:09:06.000 --> 00:09:08.000]  路加福音第十章
[00:09:08.000 --> 00:09:10.000]  三十至三十三節
[00:09:10.000 --> 00:09:12.000]  我們透過螢光幕一起讀
[00:09:12.000 --> 00:09:14.000]  第三十至三十三節一起讀
[00:09:14.000 --> 00:09:16.000]  預備起
[00:09:16.000 --> 00:09:18.000]  耶穌回答說
[00:09:18.000 --> 00:09:20.000]  有一個人從耶路撒冷
[00:09:20.000 --> 00:09:22.000]  下耶利哥去
[00:09:22.000 --> 00:09:24.000]  他們脫去他的衣裳
[00:09:24.000 --> 00:09:26.000]  把他打個半死
[00:09:26.000 --> 00:09:28.000]  就丟下他去了
[00:09:28.000 --> 00:09:30.000]  偶然有一個祭司
[00:09:30.000 --> 00:09:32.000]  從這條路下來
[00:09:32.000 --> 00:09:34.000]  看見他就從那邊過去了
[00:09:34.000 --> 00:09:36.000]  有一個利美人
[00:09:36.000 --> 00:09:38.000]  來到這地方
[00:09:38.000 --> 00:09:40.000]  看見他也照樣
[00:09:40.000 --> 00:09:42.000]  從那邊過去了
[00:09:42.000 --> 00:09:44.000]  唯有一個撒瑪利亞人
[00:09:44.000 --> 00:09:46.000]  行路來到那裡
[00:09:46.000 --> 00:09:48.000]  看見他就動了持心
[00:09:48.000 --> 00:09:50.000]  要盡所能愛人
[00:09:50.000 --> 00:09:52.000]  第一件事就是要放下
[00:09:52.000 --> 00:09:54.000]  自我
[00:09:54.000 --> 00:09:56.000]  比喻中的利美人和祭司
[00:09:56.000 --> 00:09:58.000]  甚至撒瑪利亞人
[00:09:58.000 --> 00:10:00.000]  他們都有不同的
[00:10:00.000 --> 00:10:02.000]  事情 有不同的掛憂
[00:10:02.000 --> 00:10:04.000]  起碼撒瑪利亞人
[00:10:04.000 --> 00:10:06.000]  可能有事做的
[00:10:06.000 --> 00:10:08.000]  可能有生意做 有事情要辦
[00:10:08.000 --> 00:10:10.000]  或者利美人和祭司也可能要去處理
[00:10:10.000 --> 00:10:12.000]  聖殿敬拜的事情
[00:10:12.000 --> 00:10:14.000]  又或者祭司和利美人
[00:10:14.000 --> 00:10:16.000]  都覺得躺在那裡的人不就死了
[00:10:16.000 --> 00:10:18.000]  不要看了 不要搞那麼多事了
[00:10:18.000 --> 00:10:20.000]  但是這個
[00:10:20.000 --> 00:10:22.000]  被猶太人所稀罕的撒瑪利亞人
[00:10:22.000 --> 00:10:24.000]  雖然他有些事趕著去做
[00:10:24.000 --> 00:10:26.000]  甚至
[00:10:26.000 --> 00:10:28.000]  他也知道自己
[00:10:28.000 --> 00:10:30.000]  是猶太人
[00:10:30.000 --> 00:10:32.000]  所不
[00:10:32.000 --> 00:10:34.000]  重視的 被稀罕的
[00:10:34.000 --> 00:10:36.000]  當一個猶太人
[00:10:36.000 --> 00:10:38.000]  躺在那裡的時候
[00:10:38.000 --> 00:10:40.000]  是一個最好落井下石的機會
[00:10:40.000 --> 00:10:42.000]  甚至看著他死
[00:10:42.000 --> 00:10:44.000]  但他卻是
[00:10:44.000 --> 00:10:46.000]  伸出援手
[00:10:46.000 --> 00:10:48.000]  被打到半死的人
[00:10:48.000 --> 00:10:50.000]  祭司和利美人
[00:10:50.000 --> 00:10:52.000]  可能拘泥於他們的
[00:10:52.000 --> 00:10:54.000]  律法條例 或者一些顧慮
[00:10:54.000 --> 00:10:56.000]  不知道那些人躺在那裡
[00:10:56.000 --> 00:10:58.000]  不知道在做什麼
[00:10:58.000 --> 00:11:00.000]  不是趁機打劫嗎 所以他們就忽略了
[00:11:00.000 --> 00:11:02.000]  愛神 愛人的本分
[00:11:02.000 --> 00:11:04.000]  沒錯
[00:11:04.000 --> 00:11:06.000]  當我們了解猶太人的律法
[00:11:06.000 --> 00:11:08.000]  他們背景的時候
[00:11:08.000 --> 00:11:10.000]  他們很重視律法
[00:11:10.000 --> 00:11:12.000]  他們對聖潔有很高的要求
[00:11:12.000 --> 00:11:14.000]  特別是祭司
[00:11:14.000 --> 00:11:16.000]  他們負責聖殿的敬拜
[00:11:16.000 --> 00:11:18.000]  他們的聖潔要求比任何人更高
[00:11:18.000 --> 00:11:20.000]  所以他們為了
[00:11:20.000 --> 00:11:22.000]  不想沾染一些污穢
[00:11:22.000 --> 00:11:24.000]  他們就走過就算了
[00:11:24.000 --> 00:11:26.000]  但他們忽略了
[00:11:26.000 --> 00:11:28.000]  究竟聖潔的目的是什麼
[00:11:28.000 --> 00:11:30.000]  為什麼聖經
[00:11:30.000 --> 00:11:32.000]  要提到聖潔呢
[00:11:32.000 --> 00:11:34.000]  簡單來說 聖潔的目的
[00:11:34.000 --> 00:11:36.000]  只有一個原因
[00:11:36.000 --> 00:11:38.000]  就是要愛上帝
[00:11:38.000 --> 00:11:40.000]  做起喜悅的事情
[00:11:40.000 --> 00:11:42.000]  祭司和利美人只是履行
[00:11:42.000 --> 00:11:44.000]  律法的要求
[00:11:44.000 --> 00:11:46.000]  他們為了聖潔而聖潔
[00:11:46.000 --> 00:11:48.000]  他們不知道原因是什麼
[00:11:48.000 --> 00:11:50.000]  聖潔本身是好的
[00:11:50.000 --> 00:11:52.000]  我想無論對猶太人
[00:11:52.000 --> 00:11:54.000]  對我們今天的信徒來說
[00:11:54.000 --> 00:11:56.000]  我們絕對不會否定我們要過一個聖潔的生活
[00:11:56.000 --> 00:11:58.000]  聖潔的生活
[00:11:58.000 --> 00:12:00.000]  是值得被欣賞的
[00:12:00.000 --> 00:12:02.000]  但如果我們不知道
[00:12:02.000 --> 00:12:04.000]  為什麼我們要聖潔
[00:12:04.000 --> 00:12:06.000]  我們就會變成律法主義
[00:12:06.000 --> 00:12:08.000]  規條化的去死守
[00:12:08.000 --> 00:12:10.000]  正如主耶穌說
[00:12:10.000 --> 00:12:12.000]  安息日
[00:12:12.000 --> 00:12:14.000]  是為人設立的
[00:12:14.000 --> 00:12:16.000]  人不是為安息日而設
[00:12:16.000 --> 00:12:18.000]  人只是
[00:12:18.000 --> 00:12:20.000]  安息日的主
[00:12:20.000 --> 00:12:22.000]  很多猶太人
[00:12:22.000 --> 00:12:24.000]  很多法利塞人
[00:12:24.000 --> 00:12:26.000]  他們很堅守
[00:12:26.000 --> 00:12:28.000]  安息日
[00:12:28.000 --> 00:12:30.000]  堅守到地步是無法理解的
[00:12:30.000 --> 00:12:32.000]  他們不知道
[00:12:32.000 --> 00:12:34.000]  神為什麼要設立安息日
[00:12:34.000 --> 00:12:36.000]  是為他們
[00:12:36.000 --> 00:12:38.000]  可以認識上帝而設立
[00:12:38.000 --> 00:12:40.000]  他反而被安息日
[00:12:40.000 --> 00:12:42.000]  限制住
[00:12:42.000 --> 00:12:44.000]  他們更加不認識耶穌
[00:12:44.000 --> 00:12:46.000]  是安息日的主
[00:12:46.000 --> 00:12:48.000]  同樣的祭司和利美人
[00:12:48.000 --> 00:12:50.000]  可能太多顧慮了
[00:12:50.000 --> 00:12:52.000]  以致他變成
[00:12:52.000 --> 00:12:54.000]  見死不救
[00:12:54.000 --> 00:12:56.000]  麻木不仁
[00:12:56.000 --> 00:12:58.000]  的一個人
[00:12:58.000 --> 00:13:00.000]  在月尾
[00:13:00.000 --> 00:13:02.000]  也有一個
[00:13:02.000 --> 00:13:04.000]  報導
[00:13:04.000 --> 00:13:06.000]  記載在深圳的地鐵裏面
[00:13:06.000 --> 00:13:08.000]  有一個在英國
[00:13:08.000 --> 00:13:10.000]  讀完書回來
[00:13:10.000 --> 00:13:12.000]  祖國的一個三十多歲的女孩
[00:13:12.000 --> 00:13:14.000]  暈了
[00:13:14.000 --> 00:13:16.000]  足足暈了五十分鐘
[00:13:16.000 --> 00:13:18.000]  她兩
[00:13:18.000 --> 00:13:20.000]  暈倒的意思不是完全
[00:13:20.000 --> 00:13:22.000]  失去知覺
[00:13:22.000 --> 00:13:24.000]  她兩次發出掙扎和求救
[00:13:24.000 --> 00:13:26.000]  很多人經過
[00:13:26.000 --> 00:13:28.000]  雖然最後
[00:13:28.000 --> 00:13:30.000]  也有人去幫忙
[00:13:30.000 --> 00:13:32.000]  但已經為時已晚
[00:13:32.000 --> 00:13:34.000]  就是因為這樣
[00:13:34.000 --> 00:13:36.000]  暈倒而死
[00:13:36.000 --> 00:13:38.000]  這是撒米利人
[00:13:38.000 --> 00:13:40.000]  這個比喻一個很實在的現實版
[00:13:40.000 --> 00:13:42.000]  原本有人救
[00:13:42.000 --> 00:13:44.000]  一個暈倒的人
[00:13:44.000 --> 00:13:46.000]  照理說是可以救的
[00:13:46.000 --> 00:13:48.000]  只不過因為人有很多顧慮
[00:13:48.000 --> 00:13:50.000]  特別是國內
[00:13:50.000 --> 00:13:52.000]  嘩!不知道是什麼人
[00:13:52.000 --> 00:13:54.000]  一會兒說一聲
[00:13:54.000 --> 00:13:56.000]  我們就很不濟
[00:13:56.000 --> 00:13:58.000]  很明白
[00:13:58.000 --> 00:14:00.000]  國家太多人
[00:14:00.000 --> 00:14:02.000]  凌虐過很深奧很暴
[00:14:02.000 --> 00:14:04.000]  被人陷害
[00:14:04.000 --> 00:14:06.000]  那種滋味的時候
[00:14:06.000 --> 00:14:08.000]  憐憫的心就失去了
[00:14:08.000 --> 00:14:10.000]  但事實告訴你
[00:14:10.000 --> 00:14:12.000]  我們有位弟兄
[00:14:12.000 --> 00:14:14.000]  他也在在當中
[00:14:14.000 --> 00:14:16.000]  他在國內讀書的時候
[00:14:16.000 --> 00:14:18.000]  他真的見到一個
[00:14:18.000 --> 00:14:20.000]  伯伯來暈倒
[00:14:20.000 --> 00:14:22.000]  或者受傷
[00:14:22.000 --> 00:14:24.000]  也都勸他
[00:14:24.000 --> 00:14:26.000]  你不要搞那麼多事
[00:14:26.000 --> 00:14:28.000]  在國內你救人
[00:14:28.000 --> 00:14:30.000]  隨時惹禍上身
[00:14:30.000 --> 00:14:32.000]  但那份憐憫人的心
[00:14:32.000 --> 00:14:34.000]  那份基督徒從神而來
[00:14:34.000 --> 00:14:36.000]  那份感動
[00:14:36.000 --> 00:14:38.000]  迫使這位弟兄
[00:14:38.000 --> 00:14:40.000]  不理那麼多
[00:14:40.000 --> 00:14:42.000]  最後救到這個老人家
[00:14:42.000 --> 00:14:44.000]  兄弟姐妹
[00:14:44.000 --> 00:14:46.000]  是不是環境
[00:14:46.000 --> 00:14:48.000]  叫我們
[00:14:48.000 --> 00:14:50.000]  沒辦法盡所能去愛人
[00:14:50.000 --> 00:14:52.000]  是不是因為在我們裏面
[00:14:52.000 --> 00:14:54.000]  存在一種
[00:14:54.000 --> 00:14:56.000]  目中無人
[00:14:56.000 --> 00:14:58.000]  不夠細心
[00:14:58.000 --> 00:15:00.000]  甚至對人缺乏
[00:15:00.000 --> 00:15:02.000]  尊重體恤
[00:15:02.000 --> 00:15:04.000]  以致我們不能去幫助
[00:15:04.000 --> 00:15:06.000]  有需要的人
[00:15:06.000 --> 00:15:08.000]  明明你見到一個長者
[00:15:08.000 --> 00:15:10.000]  上地鐵
[00:15:10.000 --> 00:15:12.000]  或者一個孕婦
[00:15:12.000 --> 00:15:14.000]  上地鐵
[00:15:14.000 --> 00:15:16.000]  你乍乍帶帶看不到
[00:15:16.000 --> 00:15:18.000]  可能你會很累
[00:15:18.000 --> 00:15:20.000]  但可能你不是很累
[00:15:20.000 --> 00:15:22.000]  不過你說我正在打這個遊戲機
[00:15:22.000 --> 00:15:24.000]  還沒打完很精彩
[00:15:24.000 --> 00:15:26.000]  怎麼可以這樣放棄呢
[00:15:28.000 --> 00:15:30.000]  但是真正幫助的人
[00:15:30.000 --> 00:15:32.000]  是要放下自我
[00:15:32.000 --> 00:15:34.000]  沒錯
[00:15:34.000 --> 00:15:36.000]  我們每個人都有自己的生活圈子
[00:15:36.000 --> 00:15:38.000]  有我們自己的性格
[00:15:38.000 --> 00:15:40.000]  有我們自己的喜惡
[00:15:40.000 --> 00:15:42.000]  對於某些人和他們的背景
[00:15:42.000 --> 00:15:44.000]  我們有時觸碰都不敢觸碰
[00:15:44.000 --> 00:15:46.000]  亦都不容易覺得去接納他們
[00:15:46.000 --> 00:15:48.000]  去接觸他們
[00:15:48.000 --> 00:15:50.000]  但傳主耶穌的吩咐
[00:15:50.000 --> 00:15:52.000]  和他留下的榜樣告訴你一個很重要的事實
[00:15:52.000 --> 00:15:54.000]  對於每一個
[00:15:54.000 --> 00:15:56.000]  真心尋道
[00:15:56.000 --> 00:15:58.000]  謙卑悔改的人
[00:15:58.000 --> 00:16:00.000]  我們沒有任何拒絕
[00:16:00.000 --> 00:16:02.000]  他們來教會
[00:16:02.000 --> 00:16:04.000]  或者來我們整個普世教會
