
[00:00:00.000 --> 00:00:02.760]  今日講到的講題叫做
[00:01:28.320 --> 00:01:31.840]  怎樣轉化成為我們今日信徒
[00:01:31.840 --> 00:01:35.520]  在世信仰實踐的提示
[00:01:35.520 --> 00:01:37.400]  我們會講四個T
[00:01:37.400 --> 00:01:41.920]  第一個T是理論
[00:01:41.920 --> 00:01:44.880]  在2006年我在中大教育學院
[00:01:44.880 --> 00:01:49.240]  創建了一個價值教育碩士課程
[00:01:49.240 --> 00:01:51.120]  我在裏面同時發展了一個
[00:01:51.120 --> 00:01:54.920]  叫做VIP的價值教育理論模型
[00:01:54.920 --> 00:01:58.720]  VIP的V是指Values 價值
[00:01:58.720 --> 00:02:00.320]  可以指Visions
[00:02:00.320 --> 00:02:01.320]  Visions有很多個翻譯
[00:02:01.320 --> 00:02:05.920]  可以是願景 願象 或者生命的境界
[00:02:05.920 --> 00:02:08.120]  第三個V就是Virtues
[00:02:08.120 --> 00:02:11.920]  可以翻譯做品性或者德性
[00:02:11.920 --> 00:02:15.720]  所以VIP裏面的V已經有三個V
[00:02:15.720 --> 00:02:17.520]  然後VIP的I
[00:02:17.520 --> 00:02:21.720]  中間這個I就是Identity 身份
[00:02:21.720 --> 00:02:26.120]  身份意思是身為甚麼
[00:02:26.120 --> 00:02:28.520]  就是X就有Y這個本份
[00:02:28.520 --> 00:02:30.120]  你需要履行
[00:02:30.120 --> 00:02:33.720]  即是每一個身份其實帶有一個本份
[00:02:33.720 --> 00:02:36.720]  身份應該是無企人邊的
[00:02:36.720 --> 00:02:39.920]  企人邊是多少份三文字的兩詞
[00:02:39.920 --> 00:02:42.320]  應該讀份就不是讀粉
[00:02:42.320 --> 00:02:44.520]  粉腸那些 多少條粉腸呢
[00:02:44.520 --> 00:02:46.120]  那些叫做粉
[00:02:46.120 --> 00:02:49.720]  讀份 因為本份是應該讀份
[00:02:49.720 --> 00:02:51.720]  如果本份是企人邊的讀份
[00:02:51.720 --> 00:02:54.120]  那你錯兩次
[00:02:54.120 --> 00:02:55.720]  即是兩個系統地錯
[00:02:55.720 --> 00:02:57.720]  所以叫本份
[00:02:57.720 --> 00:03:00.920]  VIP的P是指實踐
[00:03:00.920 --> 00:03:02.520]  Practice
[00:03:02.520 --> 00:03:06.720]  就是很多人一起同行的一種行動方式
[00:03:06.720 --> 00:03:09.120]  所以VIP這個模型
[00:03:09.120 --> 00:03:13.720]  就是說價值是能夠轉化我們的身份
[00:03:13.720 --> 00:03:16.320]  能夠強化我們的實踐
[00:03:16.320 --> 00:03:19.920]  英文就是Values Transform Identities
[00:03:19.920 --> 00:03:23.720]  Which Empower Practices
[00:03:23.720 --> 00:03:26.520]  我發現今日這段經文
[00:03:26.520 --> 00:03:29.520]  由六章六節到十九節
[00:03:29.520 --> 00:03:35.120]  是可以用VIP分三段去解讀的
[00:03:35.120 --> 00:03:37.720]  究竟甚麼是我們的價值
[00:03:37.720 --> 00:03:39.920]  軟匠 德性呢
[00:03:39.920 --> 00:03:44.120]  我們一路順著經文試讀
[00:03:44.120 --> 00:03:49.920]  首先提摩太前書六章六節至十一節
[00:03:49.920 --> 00:03:52.520]  是跟這個V是很相關的
[00:03:52.520 --> 00:03:54.320]  我們看看
[00:03:54.320 --> 00:03:55.520]  我們看看首先
[00:03:55.520 --> 00:04:00.120]  這裡描述一個價值觀上的進退取捨
[00:04:00.120 --> 00:04:01.920]  甚麼叫價值的問題呢
[00:04:01.920 --> 00:04:04.320]  最簡單就是進退取捨
[00:04:04.320 --> 00:04:06.320]  甚麼叫價值的教育呢
[00:04:06.320 --> 00:04:08.320]  就是進退取捨的學習
[00:04:08.320 --> 00:04:10.720]  即是我們怎樣學進退取捨
[00:04:10.720 --> 00:04:15.720]  所以提摩太被保羅教導
[00:04:15.720 --> 00:04:18.320]  就是你面對的時代
[00:04:18.320 --> 00:04:23.720]  有一些涉及財富和生命境界的學習
[00:04:23.720 --> 00:04:26.920]  按照這個價值教育的三分化
[00:04:26.920 --> 00:04:30.320]  我們可以將這種對待財富
[00:04:30.320 --> 00:04:33.120]  有三種的生命層次
[00:04:33.120 --> 00:04:34.520]  或者生命的境界
[00:04:34.520 --> 00:04:38.520]  我們的Visions of Life可以陳列出來
[00:04:38.520 --> 00:04:44.320]  第一種人財富少過自己所需
[00:04:44.320 --> 00:04:46.520]  所以他繼續去增加財富
[00:04:46.520 --> 00:04:47.720]  為的是甚麼呢
[00:04:47.720 --> 00:04:50.520]  就是脫貧
[00:04:50.520 --> 00:04:54.320]  香港有超過一百萬人在這個狀態
[00:04:54.320 --> 00:04:59.920]  第二種人財富是足夠他自己所需的
[00:04:59.920 --> 00:05:01.320]  他努力繼續創富
[00:05:01.320 --> 00:05:05.120]  為的是安全感
[00:05:05.120 --> 00:05:06.920]  亦可能是為了扶貧
[00:05:06.920 --> 00:05:08.920]  幫助第一類人
[00:05:08.920 --> 00:05:10.120]  即是他自己足夠
[00:05:10.120 --> 00:05:13.320]  不過他繼續努力去輔助其他人
[00:05:13.320 --> 00:05:14.720]  有餘的
[00:05:14.720 --> 00:05:19.120]  第三種人其實財富已經多過他所需要
[00:05:19.120 --> 00:05:20.720]  他繼續增加財富
[00:05:20.720 --> 00:05:23.120]  為的是甚麼呢
[00:05:23.120 --> 00:05:25.920]  所以我們有三種的生命狀態
[00:05:25.920 --> 00:05:29.520]  前輩保羅勒勸後輩提摩太
[00:05:29.520 --> 00:05:33.920]  你究竟甚麼要退避三社呢
[00:05:33.920 --> 00:05:37.520]  第九至第十節是這樣具體描述
[00:05:37.520 --> 00:05:42.520]  第三種人的生命境況極惡
[00:05:42.520 --> 00:05:44.120]  即是他財富多過自己所需要
[00:05:44.120 --> 00:05:44.920]  幫助創富
[00:05:44.920 --> 00:05:45.720]  是甚麼呢
[00:05:45.720 --> 00:05:46.720]  第九節
[00:05:46.720 --> 00:05:48.520]  但那些想要發財的人
[00:05:48.520 --> 00:05:50.120]  就陷在迷惑
[00:05:50.120 --> 00:05:54.520]  落在網羅和許多無知有害的私慾裡
[00:05:54.520 --> 00:05:58.920]  叫人尋在敗壞和滅亡中
[00:05:58.920 --> 00:06:02.320]  因為貪財是萬惡之根
[00:06:02.320 --> 00:06:03.920]  有人貪戀錢財
[00:06:03.920 --> 00:06:06.920]  就被引誘離了真道
[00:06:06.920 --> 00:06:11.320]  用了許多仇苦把自己刺透了
[00:06:11.320 --> 00:06:14.920]  所以貪就是萬惡之根
[00:06:14.920 --> 00:06:18.720]  貪得無厭令人討厭
[00:06:18.720 --> 00:06:22.320]  前輩保羅勒勸後輩提摩太
[00:06:22.320 --> 00:06:24.520]  你活出第二種人生
[00:06:24.520 --> 00:06:32.120]  夠就夠的知足的生命境界
[00:06:32.120 --> 00:06:35.920]  提摩太前書六章六至八節這樣勸說
[00:06:35.920 --> 00:06:39.920]  然而敬虔加上知足的心便是大利了
[00:06:39.920 --> 00:06:42.920]  因為沒有帶甚麼到世界來
[00:06:42.920 --> 00:06:44.920]  也不能帶甚麼去
[00:06:44.920 --> 00:06:48.920]  只要有衣有食就當知足
[00:06:48.920 --> 00:06:51.120]  說的是一種生命的價值觀
[00:06:51.120 --> 00:06:52.720]  一種的境界
[00:06:52.720 --> 00:06:53.520]  一種的德性
[00:06:53.520 --> 00:06:56.120]  就是要有當下的節制
[00:06:56.120 --> 00:06:59.320]  才會養成這些屬靈的德性
[00:06:59.320 --> 00:07:01.320]  Spiritual Virtues
[00:07:01.320 --> 00:07:04.120]  如果我用我們香港現在流行的話說
[00:07:04.120 --> 00:07:08.120]  或者有一些研究年青人的學者
[00:07:08.120 --> 00:07:08.920]  他是這樣說的
[00:07:08.920 --> 00:07:11.920]  他說2014年之後的年輕一代
[00:07:11.920 --> 00:07:13.920]  出現了一種新的價值觀
[00:07:13.920 --> 00:07:16.920]  這種叫做後物質主義
[00:07:16.920 --> 00:07:19.520]  Post Materialism
[00:07:19.520 --> 00:07:24.720]  就是物質的追求夠就夠了
[00:07:24.720 --> 00:07:31.720]  有餘的精力寧願花在追求心靈的付足
[00:07:31.720 --> 00:07:34.720]  第一個明顯跨代的差異
[00:07:34.720 --> 00:07:37.120]  即是上一代和下一代
[00:07:37.120 --> 00:07:40.120]  舊一代和新一代的差異是甚麼呢
[00:07:40.120 --> 00:07:44.920]  就是新一代不願意做樓奴
[00:07:44.920 --> 00:07:49.120]  他認為住的地方不是一定要買入的
[00:07:49.120 --> 00:07:50.520]  不必要做業主
[00:07:50.520 --> 00:07:53.120]  而成為了打工的樓奴
[00:07:53.120 --> 00:07:57.320]  更會批評這些以土地資源作為買賣
[00:07:57.320 --> 00:07:59.520]  是惡的根源
[00:07:59.520 --> 00:08:03.320]  所以提出了土地公義的訴求
[00:08:03.320 --> 00:08:07.720]  在上一個世紀的80、90年代成長
[00:08:07.720 --> 00:08:10.120]  我也是在這段時間成長
[00:08:10.120 --> 00:08:12.320]  在很多努力創富
[00:08:12.320 --> 00:08:14.120]  即是現在的長輩
[00:08:14.120 --> 00:08:17.120]  正認為現在這一代的年輕人
[00:08:17.120 --> 00:08:21.720]  毫不長進所以稱他們為廢青
[00:08:21.720 --> 00:08:25.320]  這一班前輩自以為前輩
[00:08:25.320 --> 00:08:30.120]  其實不少是老闆或是上司
[00:08:30.120 --> 00:08:34.320]  他們在私下或公開都會判斷
[00:08:34.320 --> 00:08:38.320]  這一班廢青打工的態度又不夠投入
[00:08:38.320 --> 00:08:41.320]  抵他一世無樓
[00:08:41.320 --> 00:08:44.720]  相反這一代的年輕人就認為
[00:08:44.720 --> 00:08:47.320]  那些自認前輩的廢老
[00:08:47.320 --> 00:08:49.520]  仍然活在資本主義
[00:08:49.520 --> 00:08:52.520]  物質主義、工具主義的奴役當中
[00:08:52.520 --> 00:08:54.120]  即是其實是在坐牢
[00:08:54.120 --> 00:08:57.520]  其實是在奴役
[00:08:57.520 --> 00:09:00.920]  是沒有辦法進入這個新的時代
[00:09:00.920 --> 00:09:03.720]  他們是非常離地
[00:09:03.720 --> 00:09:08.920]  完全不懂得前線在打甚麼仗
[00:09:08.920 --> 00:09:11.120]  Facebook老餅
[00:09:11.120 --> 00:09:14.520]  難以連登
[00:09:14.520 --> 00:09:16.720]  我們有神信仰的人
[00:09:16.720 --> 00:09:18.920]  怎樣看我們的生命呢
[00:09:18.920 --> 00:09:21.320]  保利學接著在六章的十一節
[00:09:21.320 --> 00:09:23.520]  是這樣勸說我們
[00:09:23.520 --> 00:09:25.520]  但你這屬神的人
[00:09:25.520 --> 00:09:27.720]  要逃避這些事
[00:09:27.720 --> 00:09:31.320]  追求公義、敬虔、信心、愛心
[00:09:31.320 --> 00:09:33.720]  忍耐、溫柔
[00:09:33.720 --> 00:09:37.320]  即是說心靈的富足
[00:09:37.320 --> 00:09:40.120]  不在於貪戀錢財
[00:09:40.120 --> 00:09:45.320]  更要在離開財富生產機制的惡
[00:09:45.320 --> 00:09:50.120]  返回一個非常重要的身份認同
[00:09:50.120 --> 00:09:52.520]  就是屬神的人
[00:09:52.520 --> 00:09:55.720]  唯有屬神的人這個身份的認同
[00:09:55.720 --> 00:10:00.920]  我們才能夠養成公義、敬虔、信心、愛心
[00:10:00.920 --> 00:10:02.920]  忍耐、溫柔等等
[00:10:02.920 --> 00:10:06.720]  這些屬靈的品性
[00:10:06.720 --> 00:10:10.720]  那甚麼是我們最重要的身份
[00:10:10.720 --> 00:10:14.920]  怎樣做一個見證的見證人呢
[00:10:14.920 --> 00:10:16.120]  在第十一節
[00:10:16.120 --> 00:10:17.920]  屬神的人這句說話
[00:10:17.920 --> 00:10:19.120]  保羅所提出來
[00:10:19.120 --> 00:10:21.720]  在我們現在的哲學語言
[00:10:21.720 --> 00:10:24.920]  就稱之為身份的認同
[00:10:24.920 --> 00:10:27.720]  為了讓我們對身份的認同
[00:10:27.720 --> 00:10:30.120]  從認識到認同
[00:10:30.120 --> 00:10:33.120]  我們可以引入第二個T
[00:10:33.120 --> 00:10:36.520]  第二個T就是Theology 神學
[00:10:36.520 --> 00:10:38.720]  我們信徒是否一定要讀神學呢
[00:10:38.720 --> 00:10:42.320]  其實一般的信徒要認識的
[00:10:42.320 --> 00:10:44.120]  最少的神學
[00:10:44.120 --> 00:10:46.320]  我們叫Minimal
[00:10:46.320 --> 00:10:48.320]  其實就是我們每次崇拜
[00:10:48.320 --> 00:10:55.920]  剛才剛剛公開認信的使徒信經
[00:10:55.920 --> 00:10:58.920]  大家看看使徒信經
[00:10:58.920 --> 00:11:01.520]  每一句說話的開頭
[00:11:01.520 --> 00:11:05.920]  其實都是用我信開始的
[00:11:05.920 --> 00:11:08.920]  我正在徵求處理項目的同意
[00:11:08.920 --> 00:11:10.720]  十一月開主日學
[00:11:10.720 --> 00:11:14.920]  是想跟大家一起研讀使徒信經
[00:11:14.920 --> 00:11:17.520]  所以如果有機會做詳細的分析
[00:11:17.520 --> 00:11:19.920]  屆時再講論
[00:11:19.920 --> 00:11:24.120]  以上是一個植入式的廣告
[00:11:24.120 --> 00:11:25.320]  當然了
[00:11:25.320 --> 00:11:28.720]  以使徒信經認信的時候
[00:11:28.720 --> 00:11:32.320]  我們認信了聖父、聖子、聖靈
[00:11:32.320 --> 00:11:34.720]  三一的神
[00:11:34.720 --> 00:11:38.720]  用我本行哲學邏輯的術語
[00:11:38.720 --> 00:11:40.320]  就是意思每一次崇拜
[00:11:40.320 --> 00:11:42.120]  當我們認信的時候
[00:11:42.120 --> 00:11:44.720]  我們在言詞行為上面
[00:11:44.720 --> 00:11:46.120]  Speech Act上面
[00:11:46.120 --> 00:11:49.320]  做了一個叫做Theological Commitment
[00:11:49.320 --> 00:11:51.120]  神學上的衛生
[00:11:51.120 --> 00:11:54.120]  就是說當你重讀使徒信經的時候
[00:11:54.120 --> 00:11:59.720]  你是向公眾宣認了自己相信一個神
[00:11:59.720 --> 00:12:03.320]  而且他同時是創造主的聖父
[00:12:03.320 --> 00:12:05.920]  是救贖主的聖子
[00:12:05.920 --> 00:12:08.320]  是生命主的聖靈
[00:12:08.320 --> 00:12:11.920]  是三位一體的
[00:12:11.920 --> 00:12:13.720]  如是者
[00:12:13.720 --> 00:12:16.320]  當這個T是三一神信仰
[00:12:16.320 --> 00:12:22.320]  去看我們人生在世種種的進退取捨的時候
[00:12:22.320 --> 00:12:25.520]  我們就有三種可以反問
[00:12:25.520 --> 00:12:29.720]  值得思而後行的層次
[00:12:29.720 --> 00:12:35.120]  一我作為聖父上帝天國的子民
[00:12:35.120 --> 00:12:37.520]  在帝國這樣行
[00:12:37.520 --> 00:12:39.120]  黑道嗎
[00:12:39.120 --> 00:12:43.920]  第一個是用聖父天國的子民行
[00:12:43.920 --> 00:12:47.720]  第二個我作為聖子主耶穌基督
[00:12:47.720 --> 00:12:49.920]  在社會這樣行
[00:12:49.920 --> 00:12:50.920]  釋疑嗎
[00:12:50.920 --> 00:12:53.320]  英文叫做What would Jesus do?
[00:12:53.320 --> 00:12:54.920]  WWJD
[00:12:54.920 --> 00:12:57.120]  這個很流行的一種教導
[00:12:57.120 --> 00:13:00.520]  第三我作為聖靈感動的生命
[00:13:00.520 --> 00:13:02.720]  在人間這樣行
[00:13:02.720 --> 00:13:05.320]  適當嗎
[00:13:05.320 --> 00:13:06.920]  孟子講以者而也
[00:13:06.920 --> 00:13:11.920]  即是這個是講合當、適當還是適宜
[00:13:11.920 --> 00:13:15.120]  都是在問同一個問題
[00:13:15.120 --> 00:13:19.520]  以上這三個問在我們信徒進退當中
[00:13:19.520 --> 00:13:21.920]  如果有任何的不安
[00:13:21.920 --> 00:13:25.520]  問完之後你這樣做其實不是很舒服
[00:13:25.520 --> 00:13:26.520]  不是很平安
[00:13:26.520 --> 00:13:31.320]  那你就找其他信徒商量一下
[00:13:31.320 --> 00:13:36.320]  其實早在上世紀八十年代的當代思潮
[00:13:36.320 --> 00:13:38.720]  已經出現了身份政治
[00:13:38.720 --> 00:13:41.920]  identity politics的論述
[00:13:41.920 --> 00:13:48.320]  很多的教會領袖都主張教會要遠離政治
[00:13:48.320 --> 00:13:53.320]  其實信徒作為一種的身份
[00:13:53.320 --> 00:13:55.920]  政治是擺脫不了的
[00:13:55.920 --> 00:14:01.320]  因為當一個人認信為天國子民的時候
[00:14:01.320 --> 00:14:04.120]  面對地上的國度
[00:14:04.120 --> 00:14:07.920]  什麼真是能夠政治中立嗎
[00:14:07.920 --> 00:14:09.920]  我攻讀神道學學士的時候
[00:14:09.920 --> 00:14:12.720]  兼讀需要去兩次的實習
[00:14:12.720 --> 00:14:14.920]  第一次我來到大家這裡
[00:14:14.920 --> 00:14:16.920]  送基禮拜堂
[00:14:16.920 --> 00:14:19.320]  自此欲罷不能就留在這裡了
[00:14:19.320 --> 00:14:24.320]  第二次就去了浸會大學的校目室
[00:14:24.320 --> 00:14:27.920]  兩次實習都被校目師分派到
[00:14:27.920 --> 00:14:33.320]  牧羊普通話內地生的團體裡面
[00:14:33.320 --> 00:14:35.520]  有一次在浸會大學的崇拜
[00:14:35.520 --> 00:14:40.120]  我負責用普通話講道
[00:14:40.120 --> 00:14:42.720]  向離港留學的內地生
[00:14:42.720 --> 00:14:44.720]  分解天國子民
[00:14:44.720 --> 00:14:47.320]  這一種本體論上的衛生
[00:14:47.320 --> 00:14:49.520]  ontological commitment
[00:14:49.520 --> 00:14:51.720]  意思就是說當你相信
[00:14:51.720 --> 00:14:54.720]  耶穌基督所傳播的福音
[00:14:54.720 --> 00:14:57.320]  就是天國近了
[00:14:57.320 --> 00:15:01.120]  你們悔改成為天國子民的時候
[00:15:01.120 --> 00:15:02.520]  就是同時表明
[00:15:02.520 --> 00:15:06.320]  在優先次序之下
[00:15:06.320 --> 00:15:09.720]  天國比任何地上的國更重要
[00:15:09.720 --> 00:15:11.120]  就是你要知道
[00:15:11.120 --> 00:15:16.520]  效忠的就是天國
[00:15:16.520 --> 00:15:21.920]  就是說在兩國相爭的時候
[00:15:21.920 --> 00:15:24.920]  你是會站在天國的立場
[00:15:24.920 --> 00:15:28.720]  拒絕為地國的權勢而傷害天國
[00:15:28.720 --> 00:15:31.720]  傷害天國子民
[00:15:31.720 --> 00:15:34.120]  所以一個信徒
[00:15:34.120 --> 00:15:37.320]  越接近地國的權勢
[00:15:37.320 --> 00:15:41.120]  就越有機會遠離天國
[00:15:41.120 --> 00:15:45.120]  對於自命信徒是地上的領袖
[00:15:45.120 --> 00:15:47.120]  我們的提醒就是
[00:15:47.120 --> 00:15:49.120]  你遠離天國了
[00:15:49.120 --> 00:15:51.120]  你還不悔改?
[00:15:51.120 --> 00:15:57.120]  這就是信徒現在在打的仗
[00:15:57.120 --> 00:16:00.720]  對於保羅要教提摩泰打美好仗
[00:16:00.720 --> 00:16:02.920]  他這樣對後輩說
[00:16:02.920 --> 00:16:05.120]  在十二節到十六節
[00:16:05.120 --> 00:16:07.920]  你要為真道打那美好的仗
[00:16:07.920 --> 00:16:09.320]  持定永生
[00:16:09.320 --> 00:16:10.920]  你為此被召
[00:16:10.920 --> 00:16:13.320]  也在許多見證人面前
[00:16:13.320 --> 00:16:16.320]  已經作了那美好的見證
[00:16:16.320 --> 00:16:19.720]  我在叫萬物生活的神面前
[00:16:19.720 --> 00:16:22.720]  並在向本雕比拉多
[00:16:22.720 --> 00:16:26.720]  作過那美好見證的基督耶穌面前
[00:16:26.720 --> 00:16:28.520]  祝福你
[00:16:28.520 --> 00:16:30.320]  要守這個命令
[00:16:30.320 --> 00:16:31.520]  毫不玷污
[00:16:31.520 --> 00:16:32.920]  無可譴責
[00:16:32.920 --> 00:16:35.920]  直到我們的主耶穌基督顯現
[00:16:35.920 --> 00:16:36.920]  到了日期
[00:16:36.920 --> 00:16:40.520]  那可稱頌獨有權能的萬王之王
[00:16:40.520 --> 00:16:41.920]  萬主之主
[00:16:41.920 --> 00:16:44.120]  就是那獨一不死
[00:16:44.120 --> 00:16:47.520]  住在人不能靠近的光裡
[00:16:47.520 --> 00:16:49.920]  是人未曾看見也
[00:16:49.920 --> 00:16:51.320]  是不能看見的
[00:16:51.320 --> 00:16:53.920]  要將他顯明出來
[00:16:53.920 --> 00:16:56.920]  但願尊貴和永遠的權能
[00:16:56.920 --> 00:17:00.120]  都歸給他衙門
[00:17:00.120 --> 00:17:02.120]  我們今日在世的身份
[00:17:02.120 --> 00:17:07.720]  就是為那打美好的仗而被召
[00:17:07.720 --> 00:17:10.520]  也就是在許多見證人面前
[00:17:10.520 --> 00:17:13.320]  作了那美好的見證
[00:17:13.320 --> 00:17:15.120]  我們要效法的
[00:17:15.120 --> 00:17:19.720]  就是打過這個美好見證的耶穌基督
[00:17:19.720 --> 00:17:22.720]  我們這場仗打得越美好
[00:17:22.720 --> 00:17:27.320]  就是越能夠將主耶穌基督顯現出來
[00:17:27.320 --> 00:17:28.320]  所謂打什麼仗
[00:17:28.320 --> 00:17:29.520]  什麼叫美好呢
[00:17:29.520 --> 00:17:33.320]  這段經文已經給了一個準則出來
[00:17:33.320 --> 00:17:35.520]  美國在上世紀八九十年代
[00:17:35.520 --> 00:17:38.320]  很盛行一套的神學
[00:17:38.320 --> 00:17:41.920]  稱之為敘事神學
[00:17:41.920 --> 00:17:45.120]  這個學派比較重視故事
[00:17:45.120 --> 00:17:47.920]  敘事在神學思考的重要性
[00:17:47.920 --> 00:17:50.120]  整本聖經裡的敘事
[00:17:50.120 --> 00:17:53.720]  是我們整個信仰解讀的起點
[00:17:53.720 --> 00:17:56.720]  這個學派大概分為三個支派
[00:17:56.720 --> 00:17:59.320]  其中一個支派有一個人物
[00:17:59.320 --> 00:18:02.520]  叫做James William Carradine
[00:18:02.520 --> 00:18:06.520]  他寫了一套三部曲的系統神學
[00:18:06.520 --> 00:18:10.120]  第一部是談論理ethics
[00:18:10.120 --> 00:18:13.120]  第二部是講doctrine教義
[00:18:13.120 --> 00:18:17.920]  最有趣的第三部是講見證
[00:18:17.920 --> 00:18:20.320]  所以按著這個思路
[00:18:20.320 --> 00:18:24.520]  每一個信徒的生命故事就是一個見證
[00:18:24.520 --> 00:18:26.320]  見證著一
[00:18:26.320 --> 00:18:28.920]  怎樣為真道打那美好的仗
[00:18:28.920 --> 00:18:30.320]  持定了永生
[00:18:30.320 --> 00:18:31.720]  即是你的故事
[00:18:31.720 --> 00:18:33.920]  你的生命的故事就是講了
[00:18:33.920 --> 00:18:37.120]  怎樣為這個美好的仗打
[00:18:37.120 --> 00:18:39.720]  為真道而打持定了永生
[00:18:39.720 --> 00:18:42.920]  第二就不只是你一個人
[00:18:42.920 --> 00:18:45.520]  還有很多見證人在你面前
[00:18:45.520 --> 00:18:47.520]  是跟你一起做這些見證
[00:18:47.520 --> 00:18:50.120]  所以有很多很多其他身邊的人
[00:18:50.120 --> 00:18:52.920]  的生命故事都是說明了
[00:18:52.920 --> 00:18:55.720]  第三就是每一個你的見證
[00:18:55.720 --> 00:18:59.120]  就是說明了你怎樣呈現剛才講
[00:18:59.120 --> 00:19:02.920]  顯示主耶穌基督的美好
[00:19:02.920 --> 00:19:05.320]  所以如果我們用哲學分析來澄清
[00:19:05.320 --> 00:19:06.520]  身份的意義
[00:19:06.520 --> 00:19:07.720]  就是講過了
[00:19:07.720 --> 00:19:09.320]  認同一個身份
[00:19:09.320 --> 00:19:12.920]  就是意涵著身份履行這個
[00:19:12.920 --> 00:19:15.120]  即是立志要履行這個身份
[00:19:15.120 --> 00:19:17.120]  所涉及的本份
[00:19:17.120 --> 00:19:18.920]  就是一種哲學叫做
[00:19:18.920 --> 00:19:21.320]  Critical Necessitation of Duties
[00:19:21.320 --> 00:19:24.520]  即是每一個身份作為一個名詞
[00:19:24.520 --> 00:19:26.520]  它都連帶著一些本份
[00:19:26.520 --> 00:19:30.320]  那些就是你盡義務要做的事情
[00:19:30.320 --> 00:19:32.720]  譬如如果你說我是子女
[00:19:32.720 --> 00:19:33.720]  我是兒子或女
[00:19:33.720 --> 00:19:36.920]  那你自然就有對父母的孝順
[00:19:36.920 --> 00:19:38.920]  如果我說我是香港人
[00:19:38.920 --> 00:19:40.920]  那我就要加油
[00:19:40.920 --> 00:19:43.120]  如果我說我是中大人
[00:19:43.120 --> 00:19:46.920]  那我就要守住中大人民的傳統
[00:19:46.920 --> 00:19:48.520]  如果我說我是基督徒
[00:19:48.520 --> 00:19:50.320]  那即是要怎樣呢
[00:19:50.320 --> 00:19:52.120]  究竟這個Christian Identity
[00:19:52.120 --> 00:19:54.920]  這個本份認同的時候
[00:19:54.920 --> 00:19:59.520]  是隱含著你會立志履行這個身份
[00:19:59.520 --> 00:20:03.120]  甚麼相關的本份
[00:20:03.120 --> 00:20:06.320]  所以每一個談及本份
[00:20:06.320 --> 00:20:07.920]  自然就會產生
[00:20:07.920 --> 00:20:10.720]  跟你一樣有這個身份
[00:20:10.720 --> 00:20:11.920]  每一講身份
[00:20:11.920 --> 00:20:13.920]  就跟你有這個身份的人
[00:20:13.920 --> 00:20:15.320]  在前面的前輩
[00:20:15.320 --> 00:20:18.120]  就會留下一些叫做祝福
[00:20:18.120 --> 00:20:19.520]  即是他走過前路之後
[00:20:19.520 --> 00:20:22.120]  他就說我這個身份都是跟你有的
[00:20:22.120 --> 00:20:24.720]  那他就很想告訴你
[00:20:24.720 --> 00:20:25.720]  有一些東西
[00:20:25.720 --> 00:20:27.120]  叫做祝福
[00:20:27.120 --> 00:20:29.520]  然後就希望後輩
[00:20:29.520 --> 00:20:30.920]  走在後的人
[00:20:30.920 --> 00:20:33.320]  能夠在實踐上去做
[00:20:33.320 --> 00:20:35.720]  這個祝福如果在死之前說的
[00:20:35.720 --> 00:20:38.520]  就叫做遺祝
[00:20:38.520 --> 00:20:39.920]  所以我們轉入了
[00:20:39.920 --> 00:20:43.320]  VIP第三部份實踐
[00:20:43.320 --> 00:20:45.920]  去思考經文後半部
