
[00:00:00.000 --> 00:00:05.000]  今天我繼續講無償服事的題目
[00:01:51.160 --> 00:01:54.320]  看見我們每個星期一起去敬拜主
[00:01:54.320 --> 00:01:57.680]  看見教會去實行耶穌基督的教導
[00:01:57.680 --> 00:01:59.760]  愛倫如己
[00:01:59.760 --> 00:02:03.720]  所以我們更加要突破這個四壁的圍牆
[00:02:03.720 --> 00:02:05.200]  要好像耶穌講
[00:02:05.200 --> 00:02:08.040]  我們要離開那個羊籃裏面
[00:02:08.040 --> 00:02:09.720]  暫時放下這九十九隻羊
[00:02:09.720 --> 00:02:12.240]  去找迷失的那一隻
[00:02:12.240 --> 00:02:13.280]  而今天的香港
[00:02:13.280 --> 00:02:14.000]  我們都知道
[00:02:14.000 --> 00:02:16.960]  大約有5%的基督徒
[00:02:16.960 --> 00:02:21.400]  是恆常地回來教會去聚會 去崇拜 去聚集
[00:02:21.400 --> 00:02:23.320]  當然在疫情現在的環境下
[00:02:23.320 --> 00:02:25.800]  不知道這個5%有多少
[00:02:25.800 --> 00:02:29.040]  我們假設做50%在圈外的裏面
[00:02:29.040 --> 00:02:31.720]  而牧場服事就是要去
[00:02:31.720 --> 00:02:34.800]  凸顯教會是一羣愛的羣體
[00:02:34.800 --> 00:02:37.680]  我們願意出去去服事人
[00:02:37.680 --> 00:02:38.680]  去關心人
[00:02:38.680 --> 00:02:40.760]  去幫助人 去愛人
[00:02:40.760 --> 00:02:43.440]  就如耶穌在馬爾夫音都這樣講
[00:02:43.440 --> 00:02:47.120]  我們只要將一杯涼水交給一個小子
[00:02:47.120 --> 00:02:49.280]  耶穌說我實在要告訴你
[00:02:49.280 --> 00:02:51.760]  你不能不得賞賜
[00:02:51.760 --> 00:02:55.040]  在今天你將會聽到這個題目裏面
[00:02:55.040 --> 00:02:57.480]  牧場服事羣體的特質
[00:02:57.480 --> 00:02:59.120]  你會聽到三個特質
[00:02:59.120 --> 00:03:01.000]  你會聽到兩個見證
[00:03:01.000 --> 00:03:03.200]  更加有一個行動的挑戰
[00:03:03.200 --> 00:03:04.880]  而我們都先用祈禱
[00:03:04.880 --> 00:03:06.600]  去預備進入今天的
[00:03:06.600 --> 00:03:09.040]  上帝給我們的話語
[00:03:09.040 --> 00:03:10.240]  七個天父我們多謝你
[00:03:10.240 --> 00:03:14.400]  讓我們今天能夠一起回教會敬拜
[00:03:14.400 --> 00:03:17.600]  因爲我們是一羣屬主理門徒的羣體
[00:03:17.600 --> 00:03:18.960]  求求你教導我們
[00:03:18.960 --> 00:03:22.280]  不單止在禮堂裏面敬拜
[00:03:22.280 --> 00:03:24.520]  我們更加要活出一個
[00:03:24.520 --> 00:03:28.520]  基督門徒羣體應有的使命和特質
[00:03:28.520 --> 00:03:30.640]  去服事人 去愛人
[00:03:30.640 --> 00:03:34.240]  這就是你給我們一個行動的
[00:03:34.240 --> 00:03:36.360]  很重要的教導
[00:03:36.360 --> 00:03:38.160]  求主你使用今天的道
[00:03:38.160 --> 00:03:39.480]  讓我們透過雅各書
[00:03:39.480 --> 00:03:41.040]  能夠更深的明白
[00:03:41.040 --> 00:03:43.960]  如何做一個無常服事的羣體
[00:03:43.960 --> 00:03:45.920]  讓我成爲你流通的管子
[00:03:45.920 --> 00:03:49.960]  將你的話語按照正義分解真理的道
[00:03:49.960 --> 00:03:51.560]  由願意上帝賜給我們
[00:03:51.560 --> 00:03:53.800]  每一個聽者一個聆聽的耳朵
[00:03:53.800 --> 00:03:54.920]  謙卑的心
[00:03:54.920 --> 00:03:56.080]  讓你的話語
[00:03:56.080 --> 00:03:58.320]  不單止我們能夠聽得入腦
[00:03:58.320 --> 00:03:59.840]  更加能夠入到我們的心
[00:03:59.840 --> 00:04:00.960]  去活出來
[00:04:00.960 --> 00:04:02.520]  求主你帶領我們
[00:04:02.520 --> 00:04:03.200]  禱告教託
[00:04:03.200 --> 00:04:04.520]  奉耶穌基督明教
[00:04:04.520 --> 00:04:06.080]  阿們
[00:04:06.080 --> 00:04:08.360]  雅各書
[00:04:08.360 --> 00:04:10.160]  雅各書是在新約裏面
[00:04:10.160 --> 00:04:12.720]  一卷我覺得挺特別的書卷
[00:04:12.720 --> 00:04:13.600]  它很實際
[00:04:13.600 --> 00:04:16.000]  很多生活的教導在裏面
[00:04:16.000 --> 00:04:17.360]  而在一章一節就說
[00:04:17.360 --> 00:04:18.320]  修順人就是
[00:04:18.320 --> 00:04:21.320]  散居在各處的十二支派的人
[00:04:21.320 --> 00:04:22.960]  雅各用了很多的例子
[00:04:22.960 --> 00:04:24.400]  特別我今天會抽出很多
[00:04:24.400 --> 00:04:28.800]  和貧富懸殊有關的例子
[00:04:28.800 --> 00:04:30.720]  當中很多的矛盾
[00:04:30.720 --> 00:04:32.680]  是值得我們去學習的
[00:04:32.680 --> 00:04:35.840]  舉多例子
[00:04:35.840 --> 00:04:37.040]  在第五章裏面
[00:04:37.040 --> 00:04:39.560]  因爲我沒有放在powerpoint上
[00:04:39.560 --> 00:04:41.360]  大家自己有聖經可以去看看
[00:04:41.360 --> 00:04:42.760]  第五章五節說
[00:04:42.760 --> 00:04:49.240]  「你們在地上奢華燕惡
[00:04:49.240 --> 00:04:50.920]  把自己養肥了
[00:04:50.920 --> 00:04:52.240]  等候宰殺的日子」
[00:04:52.240 --> 00:04:53.760]  我讀到這句挺有趣的
[00:04:53.760 --> 00:04:55.680]  現在很流行自肥
[00:04:55.680 --> 00:05:00.400]  雅各就斥責那些有錢人
[00:05:00.400 --> 00:05:02.480]  奢華燕惡自肥
[00:05:02.480 --> 00:05:05.640]  將會等候將來上帝審判的日子
[00:05:05.640 --> 00:05:09.280]  回到經文我今天會由一章二十七節開始
[00:05:09.280 --> 00:05:11.760]  一章二十七節我們不如讀多一次
[00:05:11.760 --> 00:05:15.080]  多謝剛纔Flora在領會那裏幫我們讀了
[00:05:15.080 --> 00:05:16.400]  不過我們也一起讀一段
[00:05:16.400 --> 00:05:17.520]  伊定紀經文一節
[00:05:17.520 --> 00:05:18.880]  一二三
[00:05:18.880 --> 00:05:21.560]  「在神我們的父面前
[00:05:21.560 --> 00:05:24.160]  清見沒有玷污的虔誠
[00:05:24.160 --> 00:05:27.960]  就是看顧在患難中的孤兒寡婦
[00:05:27.960 --> 00:05:31.840]  並且保守自己不沾掩世俗」
[00:05:31.840 --> 00:05:33.480]  我用和合本修訂版的
[00:05:33.480 --> 00:05:36.160]  所以我上了主十幾二十年
[00:05:36.160 --> 00:05:39.320]  爲何看聖經有時和穆斯那些是不同的呢
[00:05:39.320 --> 00:05:42.320]  我在PowerPoint多數都是用和合本修訂版的
[00:05:42.320 --> 00:05:44.440]  其他版本我都會寫明的
[00:05:44.440 --> 00:05:48.280]  如果沒有寫明就是和合本修訂版
[00:05:48.280 --> 00:05:52.920]  裏面提及到假虔誠
[00:05:52.920 --> 00:05:54.200]  在哪裏看到假虔誠呢
[00:05:54.200 --> 00:05:56.640]  其實是在前文一點
[00:05:56.640 --> 00:05:58.480]  在二十二至二十六節
[00:05:58.480 --> 00:06:00.480]  這是細節大家不需要考究
[00:06:00.480 --> 00:06:02.640]  只是我幫大家做參考
[00:06:02.640 --> 00:06:07.960]  裏面提到我們不可以單單聽道而不行道
[00:06:07.960 --> 00:06:10.080]  你聽完道就好像照了一面鏡子
[00:06:10.080 --> 00:06:11.080]  看見面相
[00:06:11.080 --> 00:06:12.240]  但是不理的
[00:06:12.240 --> 00:06:13.280]  那就很怪了
[00:06:13.280 --> 00:06:14.400]  抗衡相貌如何
[00:06:14.400 --> 00:06:16.320]  他是不遵行不遵守
[00:06:16.320 --> 00:06:18.360]  明明有得犯在你的嘴角
[00:06:18.360 --> 00:06:19.960]  你都不動他
[00:06:19.960 --> 00:06:21.080]  第二 老師說
[00:06:21.080 --> 00:06:23.000]  「若有人自以爲虔誠
[00:06:23.000 --> 00:06:24.800]  卻不勒住自己舌頭
[00:06:24.800 --> 00:06:26.760]  反欺騙自己的心
[00:06:26.760 --> 00:06:29.360]  這人的虔誠是徒然的」
[00:06:29.360 --> 00:06:31.920]  阿葛就說出有一個假虔誠在教育裏面
[00:06:31.920 --> 00:06:33.520]  那些假虔誠是怎樣的呢
[00:06:33.520 --> 00:06:34.760]  是徒然的
[00:06:34.760 --> 00:06:35.520]  是虛的
[00:06:35.520 --> 00:06:36.520]  是毫無價值的
[00:06:36.520 --> 00:06:38.840]  是虛有其表的
[00:06:38.840 --> 00:06:41.120]  套入上文的理解就是
[00:06:41.120 --> 00:06:44.360]  這種假虔誠是隻有外表的宗教行爲
[00:06:44.360 --> 00:06:47.480]  它是沒有內心的真實
[00:06:47.480 --> 00:06:49.280]  其實你做的事情是做給人看的
[00:06:49.280 --> 00:06:50.080]  很虛僞的
[00:06:50.080 --> 00:06:51.520]  很假的
[00:06:51.520 --> 00:06:53.600]  我們基督徒好像只有外表
[00:06:53.600 --> 00:06:55.880]  但是沒有真正的基督徒行爲
[00:06:55.880 --> 00:06:58.960]  那什麼是阿葛所說的真虔誠呢
[00:06:58.960 --> 00:07:01.960]  對不起,太快了
[00:07:01.960 --> 00:07:03.760]  就回到二十七節
[00:07:03.760 --> 00:07:05.880]  這個真虔誠就是
[00:07:05.880 --> 00:07:07.520]  應該這麼說
[00:07:07.520 --> 00:07:11.600]  你平時人們會怎麼說一個虔誠的基督徒呢
[00:07:11.600 --> 00:07:14.000]  可能你身邊有些未信主的人
[00:07:14.000 --> 00:07:16.160]  他會看到你真的很虔誠
[00:07:16.160 --> 00:07:18.240]  你真的是一個很虔誠的教徒
[00:07:18.240 --> 00:07:19.400]  通常他會看到什麼
[00:07:19.400 --> 00:07:21.640]  你每個星期都去教會
[00:07:21.640 --> 00:07:23.160]  你信了受證
[00:07:23.160 --> 00:07:24.880]  你真是很虔誠
[00:07:24.880 --> 00:07:25.960]  你受了奉獻
[00:07:25.960 --> 00:07:28.560]  你真是很虔誠
[00:07:28.560 --> 00:07:31.320]  外面的未信主的人怎麼看到我們虔誠呢
[00:07:31.320 --> 00:07:33.200]  就是我們真是有行爲的
[00:07:33.200 --> 00:07:34.960]  有些使人得見的行爲
[00:07:34.960 --> 00:07:36.640]  爲什麼我們叫教會使人得見
[00:07:36.640 --> 00:07:38.120]  就是人家看見的
[00:07:38.120 --> 00:07:39.400]  不是單單在內心裏面
[00:07:39.400 --> 00:07:42.120]  在內心我都不知道你是多麼的敬虔
[00:07:42.120 --> 00:07:44.160]  但是你的行爲是走出來的
[00:07:44.160 --> 00:07:46.040]  但是在雅各書裏面
[00:07:46.040 --> 00:07:48.880]  雅各說這個敬虔虔誠是
[00:07:48.880 --> 00:07:50.960]  清潔沒有玷污
[00:07:50.960 --> 00:07:53.120]  保守自己不沾染世俗
[00:07:53.120 --> 00:07:56.880]  不會被世界的價值觀影響了自己的內心
[00:07:56.880 --> 00:07:59.560]  這個也是雅各很重視的
[00:07:59.560 --> 00:08:01.800]  而我更加想和大家分享
[00:08:01.800 --> 00:08:03.160]  就是爲什麼我今天拿雅各書呢
[00:08:03.160 --> 00:08:04.880]  因爲我們這段時間
[00:08:04.880 --> 00:08:07.400]  我們在和一羣青年人查經
[00:08:07.400 --> 00:08:08.200]  以諾團契
[00:08:08.200 --> 00:08:09.560]  以諾團契就是
[00:08:09.560 --> 00:08:11.960]  逢星期六的一三週的夜晚
[00:08:11.960 --> 00:08:13.200]  七點九至十點
[00:08:13.200 --> 00:08:14.960]  他們都是一羣初職的信徒
[00:08:14.960 --> 00:08:17.880]  他們其實是從中學開始回來土葬的
[00:08:17.880 --> 00:08:19.080]  現在有十幾位弟子妹妹
[00:08:19.080 --> 00:08:21.400]  我們隔個禮拜在查考雅各書
[00:08:21.400 --> 00:08:23.800]  其實我們在跟着《心靈之道》查經
[00:08:23.800 --> 00:08:25.480]  他們查經的態度
[00:08:25.480 --> 00:08:29.160]  和我過往的見到弟子妹查經的態度很不同
[00:08:29.160 --> 00:08:31.200]  我們過往的弟子妹很乖的
[00:08:31.200 --> 00:08:33.800]  聖經怎樣教我們就跟着做
[00:08:33.800 --> 00:08:36.000]  但他們會問得很仔細
[00:08:36.000 --> 00:08:37.640]  「怎樣做?行不行?」
[00:08:37.640 --> 00:08:38.440]  「我真的做不到」
[00:08:38.440 --> 00:08:41.480]  「他們承認我做不到,我跟不上怎麼做」
[00:08:41.480 --> 00:08:42.280]  我聽完都說
[00:08:42.280 --> 00:08:46.200]  「聖經教導我們,你都不跟」
[00:08:46.200 --> 00:08:47.440]  但我欣賞他們
[00:08:47.440 --> 00:08:50.200]  他們承認他們做不到
[00:08:50.200 --> 00:08:51.560]  而不是他們說
[00:08:51.560 --> 00:08:52.480]  「聽完就算了」
[00:08:52.480 --> 00:08:54.560]  「聽完就表面上說會做」
[00:08:54.560 --> 00:08:56.600]  「但真的有沒有做到呢?」
[00:08:56.600 --> 00:08:58.080]  其實我知道這羣青年人
[00:08:58.080 --> 00:09:00.640]  他們很努力想行聖經
[00:09:00.640 --> 00:09:01.440]  但他們行不到的時候
[00:09:01.440 --> 00:09:03.160]  他們承認他們行不出聖經
[00:09:03.160 --> 00:09:07.120]  他們仍然需要時間去實踐
[00:09:07.120 --> 00:09:09.400]  我覺得曾錢成就是你願意
[00:09:09.400 --> 00:09:10.480]  今天聽完道之後
[00:09:10.480 --> 00:09:14.320]  將上帝的慧悅教導切實行出來
[00:09:14.320 --> 00:09:15.240]  未必行得到
[00:09:15.240 --> 00:09:18.360]  但你努力地做就是曾錢成
[00:09:18.360 --> 00:09:20.320]  而雅各更具體地說
[00:09:20.320 --> 00:09:21.440]  怎樣纔是曾錢成呢?
[00:09:21.440 --> 00:09:26.000]  就是「看顧在患難中的孤兒寡婦」
[00:09:26.000 --> 00:09:27.480]  孤兒寡婦是什麼呢?
[00:09:27.480 --> 00:09:29.280]  在當時的年代
[00:09:29.280 --> 00:09:31.000]  在一個男性主導
[00:09:31.000 --> 00:09:33.520]  父系主導的社會里面
[00:09:33.520 --> 00:09:35.200]  當一個家庭沒有男性
[00:09:35.200 --> 00:09:35.920]  沒有爸爸
[00:09:35.920 --> 00:09:38.040]  沒有老公的時候就慘了
[00:09:38.040 --> 00:09:38.800]  沒有地位
[00:09:38.800 --> 00:09:41.080]  沒有工作的空間
[00:09:41.080 --> 00:09:43.080]  整個家庭都可以在
[00:09:43.080 --> 00:09:46.040]  身心舍靈當中的缺乏
[00:09:46.040 --> 00:09:47.400]  沒有人理他們
[00:09:47.400 --> 00:09:49.080]  沒有人幫他們
[00:09:49.080 --> 00:09:51.320]  他們失去了在社會里面的主動權
[00:09:51.320 --> 00:09:53.520]  沒有人幫他們爭取地位更加
[00:09:53.520 --> 00:09:57.880]  隨時被人奪去自己所有的東西
[00:09:57.880 --> 00:09:59.880]  被動地等人幫
[00:09:59.880 --> 00:10:01.880]  這個就是當時在社會里面
[00:10:01.880 --> 00:10:04.920]  最需要關懷、關顧的一羣
[00:10:04.920 --> 00:10:08.520]  雅各就是要這羣教會里面的弟兄姊妹
[00:10:08.520 --> 00:10:13.640]  去曾錢成這樣看顧患難中的孤兒寡婦
[00:10:13.640 --> 00:10:15.320]  在今天香港
[00:10:15.320 --> 00:10:18.360]  什麼是孤兒寡婦呢?
[00:10:18.360 --> 00:10:19.240]  今天香港
[00:10:19.240 --> 00:10:20.040]  什麼是孤兒寡婦呢?
[00:10:20.040 --> 00:10:23.240]  我說牧師你用錯圖了,爲什麼有個男士在呢?
[00:10:23.240 --> 00:10:24.080]  孤兒寡婦
[00:10:24.080 --> 00:10:29.840]  不單單是一些失去了老公的女士
[00:10:29.840 --> 00:10:31.160]  或者孤兒
[00:10:31.160 --> 00:10:32.840]  今天很多基層的家庭
[00:10:32.840 --> 00:10:36.200]  我們這個資料是來自諾斯會的
[00:10:36.200 --> 00:10:41.080]  根據2020年底香港政府發佈的資訊
[00:10:41.080 --> 00:10:44.840]  2019年香港貧窮情況報告
[00:10:44.840 --> 00:10:48.960]  2019年香港幾乎有15.8%人口
[00:10:48.960 --> 00:10:51.000]  是貧窮線底下
[00:10:51.000 --> 00:10:51.720]  即是多少人?
[00:10:51.720 --> 00:10:52.880]  香港有七百多萬
[00:10:52.880 --> 00:10:54.200]  15.8%人口
[00:10:54.200 --> 00:10:55.920]  即是109萬人口
[00:10:55.920 --> 00:10:58.600]  是生活在貧窮線底下
[00:10:58.600 --> 00:11:01.600]  其他的堅尼數字我不說了
[00:11:01.600 --> 00:11:05.360]  接着諾斯會點了六個主題
[00:11:05.360 --> 00:11:07.440]  一方面15.8個貧窮人口
[00:11:07.440 --> 00:11:10.280]  堅尼係數是0.539
[00:11:10.280 --> 00:11:13.880]  是在一個發達的城市國家裏面
[00:11:13.880 --> 00:11:15.800]  是一個絕對高的數字
[00:11:15.800 --> 00:11:19.360]  連續45年都是一個高的數字
[00:11:19.360 --> 00:11:21.960]  香港有些很高的數字
[00:11:21.960 --> 00:11:24.400]  全世界第一
[00:11:24.400 --> 00:11:27.080]  這是貧富懸殊嚴重的情況
[00:11:27.080 --> 00:11:29.720]  真的絕對不想有這些數字
[00:11:29.720 --> 00:11:34.200]  失業率去到16年最高的6.6%
[00:11:34.200 --> 00:11:37.640]  好像現在低了一點這幾個月
[00:11:37.640 --> 00:11:40.440]  三個長者有一個是貧窮的
[00:11:40.440 --> 00:11:41.960]  三個長者有一個是貧窮的
[00:11:41.960 --> 00:11:43.960]  如果你是一個有錢的長者
[00:11:43.960 --> 00:11:45.720]  這是炳紅執事教我的
[00:11:45.720 --> 00:11:48.040]  如果你是一個有錢的長者
[00:11:48.040 --> 00:11:49.960]  你旁邊有兩個人
[00:11:49.960 --> 00:11:53.480]  你旁邊一個是有錢一個是貧窮
[00:11:53.480 --> 00:11:55.360]  比例很接近
[00:11:55.360 --> 00:11:58.880]  南亞類的兒童是更加貧困
[00:11:58.880 --> 00:12:00.800]  其實在我們這個土瓜灣區
[00:12:00.800 --> 00:12:02.800]  都有很多南亞的朋友
[00:12:02.800 --> 00:12:04.600]  15.4萬是在職貧窮
[00:12:04.600 --> 00:12:07.520]  經常有些人說那些人不工作
[00:12:07.520 --> 00:12:10.280]  你工作都仍然是維持在一個貧窮線底下
[00:12:10.280 --> 00:12:13.520]  那些人幾乎上不了位
[00:12:13.520 --> 00:12:16.760]  這個就是今天我們見到的
[00:12:16.760 --> 00:12:21.000]  香港的孤兒寡婦
[00:12:21.000 --> 00:12:22.520]  他們需要幫助
[00:12:22.520 --> 00:12:28.240]  需要我們基督徒行出真賢神去關心他們
[00:12:28.240 --> 00:12:31.080]  所以第一個我們無償服事的羣體的特質
[00:12:31.080 --> 00:12:33.800]  就是有一個真賢神的心
[00:12:33.800 --> 00:12:36.120]  第二個是不偏心
[00:12:36.120 --> 00:12:37.800]  經文不讀了
[00:12:37.800 --> 00:12:39.560]  但我們看到很明顯
[00:12:39.560 --> 00:12:42.560]  在第一節說不可按着外貌待人
[00:12:42.560 --> 00:12:43.640]  阿國真的很有趣
[00:12:43.640 --> 00:12:46.920]  看阿國書講的東西是很到肉和很實際的
[00:12:46.920 --> 00:12:47.640]  第二節說
[00:12:47.640 --> 00:12:51.600]  若果有一個人戴着金戒指穿着華麗衣服的
[00:12:51.600 --> 00:12:53.520]  進入到會堂
[00:12:53.520 --> 00:12:56.520]  又或者同一時間有一個窮人穿着污穢的衣服
[00:12:56.520 --> 00:12:58.400]  進入你的會堂
[00:12:58.400 --> 00:12:59.520]  你會怎麼做呢
[00:12:59.520 --> 00:13:02.080]  有些人就會這樣
[00:13:02.080 --> 00:13:03.840]  紅色字對紅色字
[00:13:03.840 --> 00:13:06.560]  紫色字對紫色字
[00:13:06.560 --> 00:13:09.040]  華麗衣服的請坐在這裏
[00:13:09.040 --> 00:13:11.720]  這個這裏暗示是一個上位的意思
[00:13:11.720 --> 00:13:14.200]  因爲對比在紫色字裏面
[00:13:14.200 --> 00:13:18.200]  穿着污穢衣服的請坐在我的腳凳旁
[00:13:18.200 --> 00:13:19.600]  很明顯
[00:13:19.600 --> 00:13:21.400]  是有差別的對待
[00:13:21.400 --> 00:13:24.720]  有錢和沒錢是有差別的對待
[00:13:24.720 --> 00:13:27.080]  這個先敬羅衣後敬人
[00:13:27.080 --> 00:13:29.320]  其實這個觀念
[00:13:29.320 --> 00:13:31.000]  二千年來都沒有變過
[00:13:31.000 --> 00:13:34.840]  去到今時今日香港同樣都是先敬羅衣後敬人
[00:13:34.840 --> 00:13:39.440]  我們可能很容易對一些有錢人或者穿着光鮮的
[00:13:39.440 --> 00:13:42.240]  我們會有禮貌多些對待他
[00:13:42.240 --> 00:13:46.200]  如果有一天有個在衣衫藍柳的
[00:13:46.200 --> 00:13:49.760]  甚至好像流浪漢一樣進來教會禮堂崇拜
[00:13:49.760 --> 00:13:50.440]  那怎麼辦
[00:13:50.440 --> 00:13:51.880]  真的立刻
[00:13:51.880 --> 00:13:53.680]  好像現在這樣要隔離
[00:13:53.680 --> 00:13:54.920]  隔一張凳不夠的
[00:13:54.920 --> 00:13:57.840]  隔多兩三行纔夠
[00:13:57.840 --> 00:14:01.040]  這個就是雅度斥責當時教會
[00:14:01.040 --> 00:14:03.440]  一種有差別的對待
[00:14:03.440 --> 00:14:05.760]  甚至可能是一種功利的主義
[00:14:05.760 --> 00:14:06.600]  爲什麼
[00:14:06.600 --> 00:14:08.080]  這個有錢人
[00:14:08.080 --> 00:14:10.440]  他可能奉建會多些
[00:14:10.440 --> 00:14:12.360]  他應該知識豐富些
[00:14:12.360 --> 00:14:14.400]  他對教會事務有幫助多些
[00:14:14.400 --> 00:14:16.600]  有好處關心他
[00:14:16.600 --> 00:14:18.120]  但是雅度教導我們
[00:14:18.120 --> 00:14:20.440]  我們關心人不是應該偏心的
[00:14:20.440 --> 00:14:22.400]  不是應該有差別的
[00:14:22.400 --> 00:14:25.440]  應該對任何人都一樣
[00:14:25.440 --> 00:14:26.520]  可能有些人會說
[00:14:26.520 --> 00:14:29.120]  牧師你五十步笑八步
[00:14:29.120 --> 00:14:31.000]  現在教會
[00:14:31.000 --> 00:14:32.800]  只是關心外人
[00:14:32.800 --> 00:14:35.080]  我們自己也沒有人關心
[00:14:35.080 --> 00:14:37.320]  只是想着外面探訪那些街坊
[00:14:37.320 --> 00:14:38.400]  我經常說探訪街坊
[00:14:38.400 --> 00:14:39.440]  我們自己的
[00:14:39.440 --> 00:14:41.240]  突然之間沒有人關心
[00:14:41.240 --> 00:14:42.800]  沒有人理我們
[00:14:42.800 --> 00:14:44.080]  只是想着探訪那些街坊
[00:14:44.080 --> 00:14:47.440]  我們自己的教友怎麼辦牧師
[00:14:47.440 --> 00:14:49.480]  我的回應很簡單
[00:14:49.480 --> 00:14:51.360]  需要關心的人
[00:14:51.360 --> 00:14:53.040]  教會就要關心
[00:14:53.040 --> 00:14:54.320]  需要福音的人
[00:14:54.320 --> 00:14:57.440]  教會就要傳福音
[00:14:57.440 --> 00:14:59.320]  雅度斥責在今天的教導
[00:14:59.320 --> 00:15:00.520]  就是要我們
[00:15:00.520 --> 00:15:02.400]  不要用自己的喜好
[00:15:02.400 --> 00:15:03.200]  價值
[00:15:03.200 --> 00:15:04.120]  利益
[00:15:04.120 --> 00:15:08.000]  私心來判斷關心的對象
[00:15:08.000 --> 00:15:08.840]  我重複一次
[00:15:08.840 --> 00:15:10.640]  我理解這段經文就是
[00:15:10.640 --> 00:15:11.640]  雅各書教導我們
[00:15:11.640 --> 00:15:13.200]  不可以用自己的喜好
[00:15:13.200 --> 00:15:13.920]  價值
[00:15:13.920 --> 00:15:14.520]  利益
[00:15:14.520 --> 00:15:16.960]  私心來判斷關心的對象
[00:15:16.960 --> 00:15:17.760]  最簡單
[00:15:17.760 --> 00:15:21.000]  最直接要關心有需要的人
[00:15:21.000 --> 00:15:24.600]  教會就要關心有需要的人
[00:15:24.600 --> 00:15:25.640]  我們很細心
[00:15:25.640 --> 00:15:27.000]  我們願意關心街坊
[00:15:27.000 --> 00:15:28.080]  同樣我們也很關心
[00:15:28.080 --> 00:15:29.360]  我們自己的弟兄姊妹
[00:15:29.360 --> 00:15:30.680]  我們的家人
[00:15:30.680 --> 00:15:32.040]  我們的弟兄姊妹
[00:15:32.040 --> 00:15:32.880]  我們沒有偏心
[00:15:32.880 --> 00:15:34.440]  也都不容許偏心
[00:15:34.440 --> 00:15:35.480]  如果我們有的
[00:15:35.480 --> 00:15:36.440]  請提醒我們
[00:15:36.440 --> 00:15:39.120]  請教導我們
[00:15:39.120 --> 00:15:41.720]  如果有教友需要被關心的話
[00:15:41.720 --> 00:15:42.960]  教會不可以忽略他們
[00:15:42.960 --> 00:15:44.280]  請第一時間通知我
[00:15:44.280 --> 00:15:46.440]  我馬上要去馬上
[00:15:46.440 --> 00:15:46.920]  或者我
[00:15:46.920 --> 00:15:47.600]  或者教同工
