
[00:00:00.000 --> 00:00:02.700]  今天和大家思想到《聖上主第六章》
[00:01:21.500 --> 00:01:27.900]  大眾都喜悅者說
[00:01:27.900 --> 00:01:29.800]  就揀選了撕提反
[00:01:29.800 --> 00:01:31.400]  乃是大有信心
[00:01:31.400 --> 00:01:32.900]  聖靈充滿的人
[00:01:32.900 --> 00:01:36.900]  又揀選肥利、巴羅哥羅、尼加拿
[00:01:36.900 --> 00:01:38.500]  提門、巴米蘭
[00:01:38.500 --> 00:01:42.000]  並進猶太教的安提阿人尼戈拉
[00:01:42.000 --> 00:01:49.700]  最後一節一起讀
[00:01:49.700 --> 00:01:51.900]  神的道興旺起來
[00:01:51.900 --> 00:01:55.900]  在耶路撒冷門徒數目加增的甚多
[00:01:55.900 --> 00:01:59.500]  也有許多祭司信從了者道
[00:01:59.500 --> 00:02:02.300]  主義教會面對一個很大的危機
[00:02:02.300 --> 00:02:05.100]  歧歷代教會都面對不同的危機
[00:02:05.100 --> 00:02:06.500]  主義教會面對的危機
[00:02:06.500 --> 00:02:08.500]  就是一個分裂、分增
[00:02:08.500 --> 00:02:10.700]  或者分心的危機
[00:02:10.700 --> 00:02:12.300]  當神要興起教會
[00:02:12.300 --> 00:02:15.400]  去參與大使命成為祝福的時候
[00:02:15.400 --> 00:02:17.800]  其中一個危機就是從內部開始
[00:02:17.800 --> 00:02:22.000]  今日經明講到教會面對內部危機
[00:02:22.000 --> 00:02:24.700]  但一個能勝過內部危機的教會
[00:02:24.700 --> 00:02:26.400]  是何等的蒙福
[00:02:26.400 --> 00:02:28.700]  我曾經在《小人傳》第二章講到
[00:02:28.700 --> 00:02:30.400]  神改變世界的藍圖
[00:02:30.400 --> 00:02:32.600]  是從人的責心裏面開始
[00:02:32.600 --> 00:02:34.200]  人人的悔改開始
[00:02:34.200 --> 00:02:36.700]  讓他們能夠建立彼此相愛的教會
[00:02:36.700 --> 00:02:38.700]  一個神和人喜悅的教會
[00:02:38.700 --> 00:02:40.600]  福音就被廣傳
[00:02:40.600 --> 00:02:43.700]  但當教會面對危機的時候
[00:02:43.700 --> 00:02:44.900]  教會要學習功課
[00:02:44.900 --> 00:02:47.900]  能夠克勝眾多的分增、分裂
[00:02:47.900 --> 00:02:49.700]  或者困難的教會
[00:02:49.700 --> 00:02:51.700]  有一首聖詩叫做
[00:02:51.700 --> 00:02:54.100]  《教會獨一的根基》
[00:02:54.100 --> 00:02:56.800]  它講到教會面對不同的困難
[00:02:56.800 --> 00:02:58.300]  我先看螢光幕
[00:02:58.300 --> 00:03:00.700]  這首詩歌《教會獨一的根基》
[00:03:00.700 --> 00:03:04.200]  我看螢光幕,麻煩你
[00:03:04.200 --> 00:03:06.200]  我看螢光幕,看一段
[00:03:06.200 --> 00:03:08.700]  它說,這齊讀
[00:03:08.700 --> 00:03:11.100]  教會獨一的根基
[00:03:11.100 --> 00:03:13.300]  是主耶穌基督
[00:03:13.300 --> 00:03:15.900]  教會須照自萬邦
[00:03:15.900 --> 00:03:18.100]  信徒卻成一體
[00:03:18.100 --> 00:03:20.300]  教會歷盡了苦難
[00:03:20.300 --> 00:03:22.600]  世人譏笑毀謗
[00:03:22.600 --> 00:03:25.300]  內憎分裂他身體
[00:03:25.300 --> 00:03:27.800]  異端叛道中傷
[00:03:27.800 --> 00:03:30.300]  聖徒警醒憎相問
[00:03:30.300 --> 00:03:32.600]  黑夜到底多長
[00:03:32.600 --> 00:03:35.200]  哭泣將變為歌唱
[00:03:35.200 --> 00:03:37.600]  轉眼即見神光
[00:03:37.600 --> 00:03:40.300]  教會在地卻聯合
[00:03:40.300 --> 00:03:42.600]  真神三為一體
[00:03:42.600 --> 00:03:44.700]  這個很奇妙的教會
[00:03:44.700 --> 00:03:48.100]  是耶穌用祂寶貴的寶血身體
[00:03:48.100 --> 00:03:50.000]  去建立的教會
[00:03:50.000 --> 00:03:52.000]  教會是來自各種民族
[00:03:52.000 --> 00:03:53.700]  來自萬邦
[00:03:53.700 --> 00:03:56.100]  萬邦的教會其實有很多不同意見
[00:03:56.100 --> 00:03:59.100]  很多可能有可能的衝突
[00:03:59.100 --> 00:04:00.400]  成就一個橫教會
[00:04:00.400 --> 00:04:01.800]  相對已經容易
[00:04:01.800 --> 00:04:04.400]  但都是很容易有不同的困難
[00:04:04.400 --> 00:04:06.900]  在這個教會有外在困難
[00:04:06.900 --> 00:04:08.200]  有內在困難
[00:04:08.200 --> 00:04:10.200]  有真道和異端的困難
[00:04:10.200 --> 00:04:12.200]  有紛爭的困難
[00:04:12.200 --> 00:04:14.800]  但這首詩歌提醒我們
[00:04:14.800 --> 00:04:17.300]  這個教會雖然在地上
[00:04:17.300 --> 00:04:19.200]  但與真神聯合
[00:04:19.200 --> 00:04:21.000]  是主耶穌的身體
[00:04:21.000 --> 00:04:22.700]  神要順順利利的教會
[00:04:22.700 --> 00:04:24.900]  去勝過不同的挑戰
[00:04:24.900 --> 00:04:25.900]  今天《經文》說到
[00:04:25.900 --> 00:04:27.500]  宗教會面對一個很大的挑戰
[00:04:27.500 --> 00:04:28.700]  就是這個紛爭
[00:04:28.700 --> 00:04:30.100]  分裂的挑戰
[00:04:30.100 --> 00:04:31.800]  在上次第六章第一節
[00:04:31.800 --> 00:04:35.100]  那時門徒增多
[00:04:35.100 --> 00:04:36.500]  表面是一個祝福
[00:04:36.500 --> 00:04:37.900]  但人多的時候
[00:04:37.900 --> 00:04:39.500]  人就可以嘈雜
[00:04:39.500 --> 00:04:42.100]  人有的增執就可能多了
[00:04:42.100 --> 00:04:46.300]  其中說到有希臘話的猶太人
[00:04:46.300 --> 00:04:48.600]  英文翻譯叫Hellenist
[00:04:48.600 --> 00:04:50.400]  即是一個希臘人
[00:04:50.400 --> 00:04:53.900]  即是希臘背景的猶太人
[00:04:53.900 --> 00:04:56.200]  所以兩種翻譯就是希臘話的猶太人
[00:04:56.200 --> 00:04:58.500]  另一個就是希臘文化的猶太人
[00:04:58.500 --> 00:05:00.800]  因為很多猶太人已經離開了耶路撒冷
[00:05:00.800 --> 00:05:03.200]  去到羅馬帝國不同地方居住
[00:05:03.200 --> 00:05:05.100]  當他們經歷這個五旬節
[00:05:05.100 --> 00:05:07.500]  來到耶路撒冷信耶穌的時候
[00:05:07.500 --> 00:05:09.300]  可能有一批人留下來
[00:05:09.300 --> 00:05:12.300]  可能有一批窮外地在耶路撒冷寄居的人
[00:05:12.300 --> 00:05:14.300]  他們參與了教會
[00:05:14.300 --> 00:05:16.400]  這些人的文化表達
[00:05:16.400 --> 00:05:20.400]  都和當地傳統的希伯來人猶太人不同
[00:05:20.400 --> 00:05:23.500]  結果兩個人就有紛爭甚至分裂
[00:05:23.500 --> 00:05:25.200]  其中一個問題就是
[00:05:25.200 --> 00:05:27.100]  他們有些寡婦
[00:05:27.100 --> 00:05:30.200]  教會有錢去幫助窮的寡婦
[00:05:30.200 --> 00:05:33.800]  但這些寡婦在幫助本地的希伯來人做得好
[00:05:33.800 --> 00:05:38.600]  是幫助這些希臘背景的猶太人的寡婦做得不好
[00:05:38.600 --> 00:05:40.900]  在這個天天供給上
[00:05:40.900 --> 00:05:43.300]  聖經用了一個字就是每天的服事
[00:05:43.300 --> 00:05:44.800]  Daily Ministry
[00:05:44.800 --> 00:05:48.700]  這個服事的字是用一個字叫做Diakonia
[00:05:48.700 --> 00:05:52.000]  Diakonia是聖經裡面講到服事的字眼
[00:05:52.000 --> 00:05:56.100]  這個字和執事等等表達很相似
[00:05:56.100 --> 00:05:58.100]  聖經裡面去到第六章第五節
[00:05:58.100 --> 00:06:02.100]  講到揀選了史提反、肥利等等其他人
[00:06:02.100 --> 00:06:05.100]  這名字聖經特別都是用希臘話的
[00:06:05.100 --> 00:06:06.100]  什麼意思呢?
[00:06:06.100 --> 00:06:10.900]  很有可能這批人都能夠明白希伯來人的習慣
[00:06:10.900 --> 00:06:16.100]  又明白這些從各地來的希臘文化背景的希伯來人的背景
[00:06:16.100 --> 00:06:19.400]  是兩批人覺得能夠成為中間人的領袖
[00:06:19.400 --> 00:06:22.100]  揀選他們處理這個危機
[00:06:22.100 --> 00:06:24.100]  當時去到第四章的時候
[00:06:24.100 --> 00:06:26.100]  講到這個教會很美麗的教會
[00:06:26.100 --> 00:06:27.800]  他們一心一意
[00:06:27.800 --> 00:06:29.600]  他們能夠彼此分享
[00:06:29.600 --> 00:06:34.600]  試圖大有能力去見證主耶穌的復活
[00:06:34.600 --> 00:06:36.600]  何等大美好的教會
[00:06:36.600 --> 00:06:38.100]  但是這個教會裡面
[00:06:38.100 --> 00:06:39.600]  它是有危機
[00:06:39.600 --> 00:06:42.100]  從一個合一彼此相愛的教會
[00:06:42.100 --> 00:06:44.600]  變成充滿紛爭的教會
[00:06:44.600 --> 00:06:50.100]  這個可以說是作為教會第三次大的危機
[00:06:50.100 --> 00:06:53.600]  以前曾經彼此相愛同心的教會
[00:06:53.600 --> 00:06:57.600]  會不會面對紛爭、分裂的危機呢?
[00:06:57.600 --> 00:06:58.600]  從溫醒裡面
[00:06:58.600 --> 00:07:01.100]  四行傳都有六個大的段落
[00:07:01.100 --> 00:07:04.100]  今天基本上是第一個段落的完結
[00:07:04.100 --> 00:07:06.600]  在第一個段落的完結的時候
[00:07:06.600 --> 00:07:10.100]  講到早期教會經歷了三次大的危機
[00:07:10.100 --> 00:07:11.600]  第一個危機是什麼呢?
[00:07:11.600 --> 00:07:13.600]  就是面對逼迫
[00:07:13.600 --> 00:07:16.600]  人們不准他們傳揚耶穌
[00:07:16.600 --> 00:07:19.600]  我看第四章第四章十七到十八節
[00:07:19.600 --> 00:07:20.600]  找到一齊讀
[00:07:20.600 --> 00:07:23.600]  「我們必須恐嚇他們
[00:07:23.600 --> 00:07:27.600]  叫他們不再奉這名對人講論
[00:07:27.600 --> 00:07:29.600]  於是叫了他們來
[00:07:29.600 --> 00:07:34.600]  禁止他們還不可奉耶穌都未講論教訓人」
[00:07:34.600 --> 00:07:36.600]  就是不准去講耶穌
[00:07:36.600 --> 00:07:39.600]  但聖靈降臨就要我們直到地極
[00:07:39.600 --> 00:07:42.100]  作為耶穌的見證人
[00:07:42.100 --> 00:07:44.100]  假如使徒們或信徒們
[00:07:44.100 --> 00:07:47.100]  不再講耶穌、講神的話語的時候
[00:07:47.100 --> 00:07:49.100]  福音能不能講全呢?
[00:07:49.100 --> 00:07:50.600]  就不可能了
[00:07:50.600 --> 00:07:54.600]  他面對這個生死的逼迫的時候
[00:07:54.600 --> 00:07:58.100]  曾經給當時的領袖很大的恩典
[00:07:58.100 --> 00:08:00.600]  去剛強壯膽
[00:08:00.600 --> 00:08:02.600]  化這個逼迫的危機
[00:08:02.600 --> 00:08:07.100]  成為一個不怕殉道的堅定信仰的表達
[00:08:07.100 --> 00:08:08.100]  他們講了一個表達
[00:08:08.100 --> 00:08:10.100]  去到第四章第十九節
[00:08:10.100 --> 00:08:11.600]  彼得和宇航說
[00:08:11.600 --> 00:08:14.100]  「聽從你們,不聽從神
[00:08:14.100 --> 00:08:18.100]  者在神面前合理不合理」
[00:08:18.100 --> 00:08:20.100]  他講了一句名句就是
[00:08:20.100 --> 00:08:24.100]  「聽從神,不聽從人」
[00:08:24.100 --> 00:08:27.100]  歷代的信徒、歷代很多教會的僕人
[00:08:27.100 --> 00:08:31.100]  都被這句說話所震撼、所激勵
[00:08:31.100 --> 00:08:33.100]  當不同的群體逼迫他們
[00:08:33.100 --> 00:08:36.100]  不講真理、不講耶穌的時候
[00:08:36.100 --> 00:08:38.100]  他說我們為了信仰
[00:08:38.100 --> 00:08:40.100]  無論是生是死
[00:08:40.100 --> 00:08:43.100]  我們必定傳揚耶穌
[00:08:43.100 --> 00:08:45.100]  所謂教會的領袖
[00:08:45.100 --> 00:08:46.100]  面對一個難關
[00:08:46.100 --> 00:08:49.100]  他誠告堅定要傳揚耶穌
[00:08:49.100 --> 00:08:51.100]  第二個大的難關
[00:08:51.100 --> 00:08:55.100]  就是面對虛偽和腐敗的難關
[00:08:55.100 --> 00:08:58.100]  如果充滿虛偽和腐敗和罪惡的話
[00:08:58.100 --> 00:09:02.100]  這就變成一個假冒為善的教會
[00:09:02.100 --> 00:09:04.100]  失去了見證力
[00:09:04.100 --> 00:09:07.100]  不能真正成為基督的見證人
[00:09:07.100 --> 00:09:09.100]  就像耶穌罵當代的快取人說
[00:09:09.100 --> 00:09:11.100]  你們假冒為善
[00:09:11.100 --> 00:09:14.100]  你們禍災、禍災
[00:09:14.100 --> 00:09:18.100]  教會對夫婦阿娜尼亞和她的妻子
[00:09:18.100 --> 00:09:20.100]  想欺控教會
[00:09:20.100 --> 00:09:22.100]  不順心的侍奉
[00:09:22.100 --> 00:09:24.100]  彼得就責備他們
[00:09:24.100 --> 00:09:27.100]  你們不是欺控人
[00:09:27.100 --> 00:09:29.100]  是欺控神
[00:09:29.100 --> 00:09:32.100]  當彼得堅持紀律的時候
[00:09:32.100 --> 00:09:37.100]  神的工作就保持了教會純潔
[00:09:37.100 --> 00:09:39.100]  防止了虛偽入侵
[00:09:39.100 --> 00:09:42.100]  結果帶來反而是眾人的尊重
[00:09:42.100 --> 00:09:44.100]  聖主第五章十一節說
[00:09:44.100 --> 00:09:49.100]  全教會和聽見這事的人都甚懼怕
[00:09:49.100 --> 00:09:52.100]  原來聖潔的神是嚴厲的
[00:09:52.100 --> 00:09:54.100]  要求教會是聖潔的
[00:09:54.100 --> 00:09:56.100]  耶和華是聖潔的
[00:09:56.100 --> 00:09:58.100]  你們也當聖潔
[00:09:58.100 --> 00:10:01.100]  當他們注重教會的聖潔
[00:10:01.100 --> 00:10:03.100]  不虛偽的時候
[00:10:03.100 --> 00:10:05.100]  聖經說主席使徒的手
[00:10:05.100 --> 00:10:08.100]  行了許多神蹟奇事
[00:10:08.100 --> 00:10:11.100]  有些人懼怕神的懲罰
[00:10:11.100 --> 00:10:12.100]  遠離他們
[00:10:12.100 --> 00:10:14.100]  但聖經記載
[00:10:14.100 --> 00:10:17.100]  百姓卻尊重他們
[00:10:17.100 --> 00:10:19.100]  很奇妙的恩典
[00:10:19.100 --> 00:10:22.100]  第三個危機就是今日經民的危機
[00:10:22.100 --> 00:10:23.100]  他們面對的危機就是
[00:10:23.100 --> 00:10:26.100]  紛爭和分裂的危機
[00:10:26.100 --> 00:10:29.100]  如果教會容許紛爭、分裂
[00:10:29.100 --> 00:10:31.100]  教會就沒有了合一的見證
[00:10:31.100 --> 00:10:33.100]  教會如果充滿紛爭、分裂
[00:10:33.100 --> 00:10:35.100]  甚至分心
[00:10:35.100 --> 00:10:37.100]  顧了許多複雜的事情
[00:10:37.100 --> 00:10:39.100]  卻不傳講福音
[00:10:39.100 --> 00:10:41.100]  不傳講耶穌
[00:10:41.100 --> 00:10:43.100]  被人逼迫的時候
[00:10:43.100 --> 00:10:45.100]  就叫我們不傳耶穌
[00:10:45.100 --> 00:10:46.100]  教會紛爭
[00:10:46.100 --> 00:10:48.100]  也可能讓我們不專心傳耶穌
[00:10:48.100 --> 00:10:50.100]  不專心傳道
[00:10:50.100 --> 00:10:53.100]  所以當時的司徒很清楚這個危機
[00:10:53.100 --> 00:10:54.100]  第六章第二節說
[00:10:54.100 --> 00:10:56.100]  十二個司徒叫忠門徒來
[00:10:56.100 --> 00:10:57.100]  對他們說
[00:10:57.100 --> 00:11:01.100]  我與撇下臣一道去管理飯食
[00:11:01.100 --> 00:11:04.100]  原是不合宜的
[00:11:04.100 --> 00:11:07.100]  管理飯食這字原來的表達就是
[00:11:07.100 --> 00:11:09.100]  在台上的服侍
[00:11:09.100 --> 00:11:11.100]  在台上的即侍
[00:11:11.100 --> 00:11:13.100]  即是都是一個聖供
[00:11:13.100 --> 00:11:15.100]  都是一個服侍
[00:11:15.100 --> 00:11:17.100]  是關於扶貧
[00:11:17.100 --> 00:11:19.100]  辭位
[00:11:19.100 --> 00:11:21.100]  管理那些給飯
[00:11:21.100 --> 00:11:23.100]  一些貧窮的寡婦的服侍
[00:11:23.100 --> 00:11:25.100]  都是神的工作
[00:11:25.100 --> 00:11:27.100]  但相對來說
[00:11:27.100 --> 00:11:29.100]  更核心的是傳道的工作
[00:11:29.100 --> 00:11:32.100]  所以司徒在第四節這樣說
[00:11:32.100 --> 00:11:37.100]  但我們要專心以祈禱傳道為事
[00:11:37.100 --> 00:11:39.100]  傳道這個字
[00:11:39.100 --> 00:11:41.100]  英文的翻譯叫
[00:11:41.100 --> 00:11:44.100]  The Ministry of the Word
[00:11:44.100 --> 00:11:46.100]  就是神話語的服侍
[00:11:46.100 --> 00:11:48.100]  神話語的即侍
[00:11:48.100 --> 00:11:50.100]  即前面是管理辭位
[00:11:50.100 --> 00:11:53.100]  台上的食物的即侍
[00:11:53.100 --> 00:11:55.100]  這裡是管理神話語
[00:11:55.100 --> 00:11:57.100]  傳講神話語的即侍
[00:11:57.100 --> 00:12:00.100]  兩個都是神的重要工作
[00:12:00.100 --> 00:12:02.100]  但中間更核心的是
[00:12:02.100 --> 00:12:04.100]  要傳講神的工作
[00:12:04.100 --> 00:12:06.100]  都是用這個服侍的字
[00:12:06.100 --> 00:12:08.100]  表達Diakonia
[00:12:08.100 --> 00:12:11.100]  跟這個執事的字眼很相近
[00:12:11.100 --> 00:12:13.100]  所以第六章第一節就說
[00:12:13.100 --> 00:12:16.100]  他們忽略了寡婦的服侍
[00:12:16.100 --> 00:12:18.100]  又是Diakonia這個字
[00:12:18.100 --> 00:12:20.100]  天天的服侍
[00:12:20.100 --> 00:12:22.100]  所以聖經裡面提醒
[00:12:22.100 --> 00:12:24.100]  管理飯食的即侍
[00:12:24.100 --> 00:12:27.100]  和傳講神話語的即侍
[00:12:27.100 --> 00:12:29.100]  兩個都是神的即侍
[00:12:29.100 --> 00:12:31.100]  管理飯食的即侍
[00:12:31.100 --> 00:12:32.100]  都是聖公
[00:12:32.100 --> 00:12:33.100]  都是侍奉
[00:12:33.100 --> 00:12:35.100]  都是有職份
[00:12:35.100 --> 00:12:37.100]  但聖經裡面提醒
[00:12:37.100 --> 00:12:39.100]  無論教會什麼雜務
[00:12:39.100 --> 00:12:41.100]  什麼實際需要
[00:12:41.100 --> 00:12:45.100]  都不能夠攔阻教會的核心工作
[00:12:45.100 --> 00:12:48.100]  就是神話語的傳講和即侍
[00:12:48.100 --> 00:12:50.100]  傳講耶穌的即侍
[00:12:50.100 --> 00:12:53.100]  所以在紹行傳這裡說到
[00:12:53.100 --> 00:12:55.100]  先浩門有一個危機的時候
[00:12:55.100 --> 00:12:57.100]  他就樹立了一個很重要的原則
[00:12:57.100 --> 00:13:01.100]  和很重要的解決危機的立場
[00:13:01.100 --> 00:13:04.100]  就是傳福音和傳道的即侍
[00:13:04.100 --> 00:13:06.100]  是有優先性的
[00:13:06.100 --> 00:13:09.100]  他們興起其他門徒
[00:13:09.100 --> 00:13:12.100]  去處理這些飯食的工作
[00:13:12.100 --> 00:13:14.100]  或者侍衛的工作
[00:13:14.100 --> 00:13:17.100]  所以一個能夠勝過危機的教會
[00:13:17.100 --> 00:13:19.100]  是何等的蒙福呢?
[00:13:19.100 --> 00:13:21.100]  其實歷代裡面
[00:13:21.100 --> 00:13:23.100]  無論群體在職場
[00:13:23.100 --> 00:13:24.100]  在工作
[00:13:24.100 --> 00:13:25.100]  在學校
[00:13:25.100 --> 00:13:26.100]  在家庭
[00:13:26.100 --> 00:13:28.100]  都會常常面對一些紛爭
[00:13:28.100 --> 00:13:30.100]  分裂或者危機
[00:13:30.100 --> 00:13:33.100]  西人很喜歡中文這個字危機
[00:13:33.100 --> 00:13:37.100]  因為他們說crisis這個字
[00:13:37.100 --> 00:13:39.100]  即是危,沒有機,沒有機會
[00:13:39.100 --> 00:13:42.100]  他們常常說到管理學的時候
[00:13:42.100 --> 00:13:43.100]  常常引用中文
[00:13:43.100 --> 00:13:44.100]  他不懂中文
[00:13:44.100 --> 00:13:45.100]  只會說中文出來
[00:13:45.100 --> 00:13:47.100]  危中有機
[00:13:47.100 --> 00:13:48.100]  中國人很聰明
[00:13:48.100 --> 00:13:49.100]  危中不是危的
[00:13:49.100 --> 00:13:51.100]  危中有機
[00:13:51.100 --> 00:13:53.100]  轉危為機
[00:13:53.100 --> 00:13:56.100]  所以很多管理學說到危機處理
[00:13:56.100 --> 00:13:58.100]  他都喜歡危機這個字
[00:13:58.100 --> 00:14:01.100]  歷代裡面真的充滿很多危機
[00:14:01.100 --> 00:14:03.100]  剛剛從國內一個服侍回來
[00:14:03.100 --> 00:14:07.100]  坐飛機去看一個體育的紀錄片
[00:14:07.100 --> 00:14:10.100]  說到美國上一次
[00:14:10.100 --> 00:14:14.100]  2013年的超級滿班的冠軍隊
[00:14:14.100 --> 00:14:16.100]  Raven
[00:14:16.100 --> 00:14:19.100]  這些隊伍本來初賽的時候打得不好
[00:14:19.100 --> 00:14:21.100]  沒有機會進到福賽
[00:14:21.100 --> 00:14:23.100]  整個隊伍本來很強的隊伍
[00:14:23.100 --> 00:14:25.100]  有很大的危機
[00:14:25.100 --> 00:14:29.100]  教練和球隊領袖圍在一起
[00:14:29.100 --> 00:14:32.100]  我們全隊人要打開天窗
[00:14:32.100 --> 00:14:33.100]  說兩句話
[00:14:33.100 --> 00:14:34.100]  有什麼問題
[00:14:34.100 --> 00:14:35.100]  有什麼困難
[00:14:35.100 --> 00:14:36.100]  有什麼大家覺得做得不好
[00:14:36.100 --> 00:14:37.100]  說出來
[00:14:37.100 --> 00:14:38.100]  不要放在心裡面
[00:14:38.100 --> 00:14:40.100]  然後再一起奮鬥
[00:14:40.100 --> 00:14:41.100]  每一場去奮鬥
[00:14:41.100 --> 00:14:42.100]  還有機會
[00:14:42.100 --> 00:14:44.100]  因為還沒輸完
[00:14:44.100 --> 00:14:46.100]  當他們打開天窗說兩句話的時候
[00:14:46.100 --> 00:14:48.100]  他們再一次同心
[00:14:48.100 --> 00:14:50.100]  一場一場贏了
[00:14:50.100 --> 00:14:51.100]  一場一場贏了
[00:14:51.100 --> 00:14:52.100]  進了福賽
[00:14:52.100 --> 00:14:53.100]  福祖很危險
[00:14:53.100 --> 00:14:54.100]  又贏了一場
[00:14:54.100 --> 00:14:55.100]  又贏了一場
[00:14:55.100 --> 00:14:56.100]  進了決賽
[00:14:56.100 --> 00:14:59.100]  因為美國最多人收視的決賽裡面
[00:14:59.100 --> 00:15:01.100]  他臨完場的時候
[00:15:01.100 --> 00:15:03.100]  他們領先一點
[00:15:03.100 --> 00:15:06.100]  但最後的進攻是由敵人進攻
[00:15:06.100 --> 00:15:08.100]  如果防守的隊伍做得不好
[00:15:08.100 --> 00:15:11.100]  敵人一張球去到他們禁區前幾碼
[00:15:11.100 --> 00:15:13.100]  把球扔到被一個人接了
[00:15:13.100 --> 00:15:15.100]  他們就輸了
[00:15:15.100 --> 00:15:17.100]  在這個最後的關頭裡面
[00:15:17.100 --> 00:15:20.100]  他們大隻的撲去四分衛的人
[00:15:20.100 --> 00:15:21.100]  就衝去四分衛
[00:15:21.100 --> 00:15:23.100]  讓四分衛很急地扔球
[00:15:23.100 --> 00:15:25.100]  接球的人有人追著他
[00:15:25.100 --> 00:15:27.100]  接球的人準備接
[00:15:27.100 --> 00:15:28.100]  差不多接到
[00:15:28.100 --> 00:15:29.100]  但是接不到
[00:15:29.100 --> 00:15:32.100]  他就贏了這場比賽
[00:15:32.100 --> 00:15:35.100]  一個本來失敗的團隊
[00:15:35.100 --> 00:15:38.100]  變成一個冠軍的團隊
[00:15:38.100 --> 00:15:41.100]  一個領袖就是轉危為機
[00:15:41.100 --> 00:15:43.100]  一個很重要的責任
[00:15:43.100 --> 00:15:44.100]  在這個故事裡面
[00:15:44.100 --> 00:15:46.100]  其中一幕是在職場裡面
[00:15:46.100 --> 00:15:48.100]  很有意思的故事
[00:15:48.100 --> 00:15:50.100]  話說這麼出名的比賽
[00:15:50.100 --> 00:15:53.100]  竟然停電二三十分鐘
[00:15:53.100 --> 00:15:55.100]  全美國最大收視率的
[00:15:55.100 --> 00:15:57.100]  停了電
[00:15:57.100 --> 00:16:01.100]  當時廣告商馬上做廣告
[00:16:01.100 --> 00:16:03.100]  兩分鐘就做了廣告
[00:16:03.100 --> 00:16:07.100]  黑暗裡面可以吃Oreo餅
[00:16:07.100 --> 00:16:09.100]  吞了Oreo餅
[00:16:09.100 --> 00:16:11.100]  黑暗不怕
[00:16:11.100 --> 00:16:14.100]  停電都不影響我們吃Oreo餅
[00:16:14.100 --> 00:16:17.100]  Oreo餅的故事就在這裡做了
[00:16:17.100 --> 00:16:18.100]  他們很厲害
[00:16:18.100 --> 00:16:20.100]  兩分鐘就做了廣告
[00:16:20.100 --> 00:16:23.100]  剛才這幅Oreo餅的圖畫就出來了
[00:16:23.100 --> 00:16:26.100]  他們這些聰明人就可以轉危為機
[00:16:26.100 --> 00:16:27.100]  這麼多人吃Oreo餅
[00:16:27.100 --> 00:16:28.100]  黑暗什麼都不做
[00:16:28.100 --> 00:16:30.100]  吃Oreo餅就行了
[00:16:30.100 --> 00:16:31.100]  我不是叫你吃Oreo餅
[00:16:31.100 --> 00:16:33.100]  只是一個比喻
[00:16:33.100 --> 00:16:34.100]  比喻就是
[00:16:34.100 --> 00:16:36.100]  他能夠在黑暗裡面
[00:16:36.100 --> 00:16:37.100]  能夠轉危為機
[00:16:37.100 --> 00:16:40.100]  成為一個生路
[00:16:40.100 --> 00:16:42.100]  世代裡面現在很多的衝突
[00:16:42.100 --> 00:16:44.100]  在職場、在社會
[00:16:44.100 --> 00:16:46.100]  都有很多可能的衝突
[00:16:46.100 --> 00:16:47.100]  在台灣
[00:16:47.100 --> 00:16:49.100]  最近這個因為跟大陸的關係
[00:16:49.100 --> 00:16:51.100]  貿易關係的協議
[00:16:51.100 --> 00:16:54.100]  在立法院、在行政院有衝突
