
[00:00:00.000 --> 00:00:02.920]  如果你讀過《創世紀》的話
[00:04:56.240 --> 00:04:57.800]  我們都很勤力 是不是
[00:04:57.800 --> 00:04:58.720]  第二呢
[00:04:58.720 --> 00:05:00.840]  原來人是有智慧的
[00:05:00.840 --> 00:05:02.480]  因爲他除了耕種之外
[00:05:02.480 --> 00:05:03.240]  還要什麼
[00:05:03.240 --> 00:05:04.680]  看守啊
[00:05:04.680 --> 00:05:06.240]  看守就是保守
[00:05:06.240 --> 00:05:07.240]  負責任
[00:05:07.240 --> 00:05:08.560]  遵守
[00:05:08.560 --> 00:05:12.160]  一方面他要避免那些動物
[00:05:12.160 --> 00:05:14.040]  來損壞伊甸園
[00:05:14.040 --> 00:05:16.240]  走進伊甸園裏面
[00:05:16.240 --> 00:05:18.440]  動物有沒有理性的
[00:05:18.440 --> 00:05:19.400]  沒有的
[00:05:19.400 --> 00:05:21.520]  他懂不懂得愛護
[00:05:21.520 --> 00:05:23.320]  懂不懂得欣賞
[00:05:23.320 --> 00:05:25.440]  應該不是很懂的
[00:05:25.440 --> 00:05:27.800]  所以他會不會造成破壞呢
[00:05:27.800 --> 00:05:29.400]  他會走進去的
[00:05:29.400 --> 00:05:31.240]  是不是 他會走進去的
[00:05:31.240 --> 00:05:34.960]  踩爛那些漂亮的東西
[00:05:34.960 --> 00:05:36.600]  但是踩爛的時候
[00:05:36.600 --> 00:05:38.760]  又不是他故意的
[00:05:38.760 --> 00:05:40.120]  值不值得原諒呢
[00:05:40.120 --> 00:05:42.120]  因爲他都沒有神的靈
[00:05:42.120 --> 00:05:44.080]  所以我覺得都可以的
[00:05:44.080 --> 00:05:45.440]  但是人呢
[00:05:45.440 --> 00:05:47.200]  人有神的靈
[00:05:47.200 --> 00:05:49.120]  人知道神的工作
[00:05:49.120 --> 00:05:50.280]  唯獨人呢
[00:05:50.280 --> 00:05:52.080]  是知道怎麼遵守
[00:05:52.080 --> 00:05:54.600]  管理這個伊甸園
[00:05:54.600 --> 00:05:56.280]  跟旁邊的人說
[00:05:56.280 --> 00:05:59.680]  你很有智慧的
[00:05:59.680 --> 00:06:03.280]  還加上一點點聰明的應該
[00:06:03.280 --> 00:06:04.320]  是不是
[00:06:04.320 --> 00:06:05.640]  一點點而已
[00:06:05.640 --> 00:06:07.360]  是的
[00:06:07.360 --> 00:06:08.480]  真的
[00:06:08.480 --> 00:06:09.720]  人有智慧
[00:06:09.720 --> 00:06:12.480]  很好 是不是 我們有聰明
[00:06:12.480 --> 00:06:13.760]  但是呢
[00:06:13.760 --> 00:06:15.520]  人呢 想一想
[00:06:15.520 --> 00:06:16.760]  在伊甸園裏面呢
[00:06:16.760 --> 00:06:18.280]  應該聽神的命令
[00:06:18.280 --> 00:06:18.880]  是不是
[00:06:18.880 --> 00:06:20.840]  若中國有樹上的果子
[00:06:20.840 --> 00:06:22.400]  你都可以喫
[00:06:22.400 --> 00:06:25.000]  只是那枝善惡樹的果子
[00:06:25.000 --> 00:06:26.240]  你不可喫
[00:06:26.240 --> 00:06:28.520]  因爲你喫的時候
[00:06:28.520 --> 00:06:30.640]  你就必要死
[00:06:30.640 --> 00:06:33.000]  大家都知道事情發生
[00:06:33.000 --> 00:06:34.560]  神都說了
[00:06:34.560 --> 00:06:37.640]  神都說了
[00:06:37.640 --> 00:06:39.960]  不單止這三個人有任務
[00:06:39.960 --> 00:06:41.320]  有恩勤 有智慧
[00:06:41.320 --> 00:06:42.640]  還有一樣
[00:06:42.640 --> 00:06:45.160]  神是被寵愛的
[00:06:45.160 --> 00:06:47.320]  神愛不愛你啊
[00:06:47.320 --> 00:06:49.200]  神愛到什麼狀況呢
[00:06:49.200 --> 00:06:50.600]  安置
[00:06:50.600 --> 00:06:53.320]  神安置人在伊甸園
[00:06:53.320 --> 00:06:55.040]  安置不是說放在你那裏
[00:06:55.040 --> 00:06:57.120]  放下你就算了
[00:06:57.120 --> 00:06:57.640]  是不是
[00:06:57.640 --> 00:06:59.920]  不是這麼簡單
[00:06:59.920 --> 00:07:01.280]  安置的意思
[00:07:01.280 --> 00:07:04.760]  是可以享受安息
[00:07:04.760 --> 00:07:07.320]  可以在安靜的裏面
[00:07:07.320 --> 00:07:10.360]  原來工作可以享受的
[00:07:10.360 --> 00:07:12.120]  遵行神的話
[00:07:12.120 --> 00:07:14.200]  就是安息了
[00:07:14.200 --> 00:07:15.680]  哇 正不正啊
[00:07:15.680 --> 00:07:18.480]  原來原本是這麼好的
[00:07:18.480 --> 00:07:19.960]  原本是這麼完整
[00:07:19.960 --> 00:07:21.440]  這麼完美的
[00:07:21.440 --> 00:07:23.200]  神是愛我們每一個
[00:07:23.200 --> 00:07:24.480]  跟你周邊的人說
[00:07:24.480 --> 00:07:29.560]  由始至終神都很愛你
[00:07:29.560 --> 00:07:32.240]  不知你察不察覺
[00:07:32.240 --> 00:07:33.640]  不過
[00:07:33.640 --> 00:07:34.680]  不過什麼呢
[00:07:34.680 --> 00:07:38.120]  人不甘心被愛
[00:07:38.120 --> 00:07:42.760]  人還想愛其他的東西
[00:07:42.760 --> 00:07:44.520]  你知我知
[00:07:44.520 --> 00:07:46.200]  這個這麼美的環境
[00:07:46.200 --> 00:07:47.960]  神創造的時候
[00:07:47.960 --> 00:07:50.360]  神是第六天才做人
[00:07:50.360 --> 00:07:52.880]  預備了很多的美麗
[00:07:52.880 --> 00:07:55.520]  預備了很多的東西給我們
[00:07:55.520 --> 00:07:58.000]  神是很體貼的
[00:07:58.000 --> 00:08:01.360]  祂愛到一個狀況
[00:08:01.360 --> 00:08:03.680]  不知你感不感受得到呢
[00:08:03.680 --> 00:08:04.880]  再看下去
[00:08:04.880 --> 00:08:06.400]  剛纔你讀的時候
[00:08:06.400 --> 00:08:07.600]  雖然很美
[00:08:07.600 --> 00:08:10.720]  但是有個不好的字眼出現
[00:08:10.720 --> 00:08:12.520]  不知你有沒有發現呢
[00:08:12.520 --> 00:08:13.480]  神預備
[00:08:13.480 --> 00:08:17.560]  原來神不讓人孤單一個人
[00:08:17.560 --> 00:08:21.240]  神不讓人孤單和孤獨
[00:08:21.240 --> 00:08:22.640]  由第一章開始
[00:08:22.640 --> 00:08:24.440]  其實神七次這麼說
[00:08:24.440 --> 00:08:26.760]  神看一切都是好的
[00:08:26.760 --> 00:08:29.960]  唯獨這裏開始有個不好的字
[00:08:29.960 --> 00:08:33.960]  但是不好的這個字注意到是神注意到人
[00:08:33.960 --> 00:08:35.400]  原來不完整
[00:08:35.400 --> 00:08:38.280]  一個人不是太好
[00:08:38.280 --> 00:08:39.640]  需要有什麼
[00:08:39.640 --> 00:08:43.000]  需要有其他的人
[00:08:43.000 --> 00:08:47.880]  神接着就要爲人做一個匹配的對象
[00:08:47.880 --> 00:08:48.920]  哇
[00:08:48.920 --> 00:08:50.320]  阿當 夏娃
[00:08:50.320 --> 00:08:52.200]  是不是郎才女貌
[00:08:52.200 --> 00:08:53.000]  不知道
[00:08:53.000 --> 00:08:54.680]  我有沒有見過她的樣子
[00:08:54.680 --> 00:08:56.160]  但是可以告訴你
[00:08:56.160 --> 00:08:58.360]  但是可能在中間弟兄說
[00:08:58.360 --> 00:09:01.720]  哎 阿當都沒得選
[00:09:01.720 --> 00:09:02.920]  但是你想想
[00:09:02.920 --> 00:09:03.920]  阿當再怎麼選
[00:09:03.920 --> 00:09:07.280]  都是阿當另外一條肋骨出來的女人
[00:09:07.280 --> 00:09:10.880]  但是他們兩個是相當合適的
[00:09:10.880 --> 00:09:12.080]  因爲什麼
[00:09:12.080 --> 00:09:15.880]  他們的DNA是99.9%
[00:09:15.880 --> 00:09:18.880]  所以他們是匹配的對象
[00:09:18.880 --> 00:09:19.880]  在和合本
[00:09:19.880 --> 00:09:20.960]  如果你讀開的
[00:09:20.960 --> 00:09:23.400]  你知道會形容他們是什麼
[00:09:23.400 --> 00:09:24.600]  配偶
[00:09:24.600 --> 00:09:26.880]  和合本用這個字是配偶
[00:09:26.880 --> 00:09:29.400]  好像在一個婚姻的關係裏面
[00:09:29.400 --> 00:09:31.600]  但是剛纔讀的是
[00:09:31.600 --> 00:09:34.000]  雙配的幫手
[00:09:34.000 --> 00:09:36.720]  ESV是用The Helper
[00:09:36.720 --> 00:09:40.720]  哦 原來這兩個人是一起耕種的
[00:09:40.720 --> 00:09:42.440]  一起合作的
[00:09:42.440 --> 00:09:44.640]  不是互相管轄的
[00:09:44.640 --> 00:09:46.200]  是合夥人來的
[00:09:46.200 --> 00:09:50.200]  完成神給他的使命的
[00:09:50.200 --> 00:09:53.040]  如果太太和丈夫坐在你旁邊
[00:09:53.040 --> 00:09:56.240]  你可不可以給他一個愛的眼神
[00:09:56.240 --> 00:09:59.880]  夠不夠愛
[00:09:59.880 --> 00:10:02.760]  原來神做這個世界的時候
[00:10:02.760 --> 00:10:04.960]  是如何的美好呢
[00:10:04.960 --> 00:10:07.840]  還有不單止配偶
[00:10:07.840 --> 00:10:10.880]  還有其實這兩位
[00:10:10.880 --> 00:10:13.600]  都是人與人之間的關係
[00:10:13.600 --> 00:10:16.880]  他們彼此未犯罪之前
[00:10:16.880 --> 00:10:19.200]  夫妻二人赤身奴體
[00:10:19.200 --> 00:10:22.960]  彼此都不覺得羞恥
[00:10:22.960 --> 00:10:25.200]  哦 原來原文裏面
[00:10:25.200 --> 00:10:27.440]  這個赤身這個字
[00:10:27.440 --> 00:10:31.360]  不是我們經常想赤身奴體很噁心
[00:10:31.360 --> 00:10:33.080]  原來在原文裏面
[00:10:33.080 --> 00:10:36.080]  在這裏有另外一個意思
[00:10:36.080 --> 00:10:38.240]  赤身是純真
[00:10:38.240 --> 00:10:40.040]  光明正大
[00:10:40.040 --> 00:10:41.840]  沒有被欺負
[00:10:41.840 --> 00:10:44.360]  示弱的感受
[00:10:44.360 --> 00:10:48.920]  原來沒有負面的含義
[00:10:48.920 --> 00:10:52.760]  是自然不過的事
[00:10:52.760 --> 00:10:55.520]  大家想想一個嬰兒
[00:10:55.520 --> 00:10:57.600]  他也是赤身奴體
[00:10:57.600 --> 00:10:59.800]  你會不會覺得他很噁心
[00:10:59.800 --> 00:11:01.560]  不會的
[00:11:01.560 --> 00:11:04.400]  我們會覺得他很可愛
[00:11:04.400 --> 00:11:05.600]  很清潔
[00:11:05.600 --> 00:11:08.480]  是不是 很無瑕
[00:11:08.480 --> 00:11:11.400]  但是原來當罪來到的時候
[00:11:11.400 --> 00:11:14.520]  會有另外一個反應
[00:11:14.520 --> 00:11:17.400]  人與神同行
[00:11:17.400 --> 00:11:22.400]  在創世紀第一章第二章是極美麗的圖畫
[00:11:22.400 --> 00:11:26.000]  神創造的時候不是隨意的
[00:11:26.000 --> 00:11:29.960]  神造這個世界不是玩玩下的
[00:11:29.960 --> 00:11:31.520]  不是兒戲的
[00:11:31.520 --> 00:11:33.520]  是他精心設計
[00:11:33.520 --> 00:11:36.480]  花盡心事
[00:11:36.480 --> 00:11:38.280]  你和我都知道
[00:11:38.280 --> 00:11:40.160]  我們是神的什麼
[00:11:40.160 --> 00:11:41.360]  傑作來的
[00:11:41.360 --> 00:11:44.480]  跟你自己說 我是傑作來的
[00:11:44.480 --> 00:11:47.880]  你是不是真心說的
[00:11:47.880 --> 00:11:49.960]  是獨一無二的
[00:11:49.960 --> 00:11:53.440]  是啊 你認不認同神造你是獨一無二
[00:11:53.440 --> 00:11:55.680]  是精心傑作呢
[00:11:55.680 --> 00:11:58.000]  所以他想了很多東西
[00:11:58.000 --> 00:12:01.360]  給了我們耕種和保守
[00:12:01.360 --> 00:12:03.240]  可能你會埋怨
[00:12:03.240 --> 00:12:04.720]  哎 爲什麼又要上班
[00:12:04.720 --> 00:12:07.240]  明天又要上班了
[00:12:07.240 --> 00:12:11.040]  其實神不是要我們做大懶蟲
[00:12:11.040 --> 00:12:12.080]  其實你想想
[00:12:12.080 --> 00:12:13.960]  耕種和工作
[00:12:13.960 --> 00:12:16.680]  是給我們生命有方向
[00:12:16.680 --> 00:12:18.240]  有目標
[00:12:18.240 --> 00:12:21.040]  有生命的意義
[00:12:21.040 --> 00:12:23.000]  明天如果你不用上班那些
[00:12:23.000 --> 00:12:24.240]  你要做什麼
[00:12:24.240 --> 00:12:27.360]  你就睡在牀上
[00:12:27.360 --> 00:12:28.800]  大部分
[00:12:28.800 --> 00:12:30.920]  可能我就是
[00:12:30.920 --> 00:12:32.920]  所以真的很美
[00:12:32.920 --> 00:12:36.440]  與神同行是一件很美麗的事情
[00:12:36.440 --> 00:12:38.640]  光景非常之好
[00:12:38.640 --> 00:12:43.360]  你現在每天是不是與神同行呢
[00:12:43.360 --> 00:12:46.720]  是不是很親密的關係
[00:12:46.720 --> 00:12:50.520]  如果是的真是爲你感謝主
[00:12:50.520 --> 00:12:53.840]  但可能你都說好像差了一點
[00:12:53.840 --> 00:12:56.120]  好像和我起初的愛
[00:12:56.120 --> 00:12:59.360]  好像有少少的距離
[00:12:59.360 --> 00:13:01.000]  可能
[00:13:01.000 --> 00:13:03.840]  都有點欠缺
[00:13:03.840 --> 00:13:06.840]  你學不學沒有被改變呢
[00:13:06.840 --> 00:13:11.040]  你想不想恢復這個美好的時間呢
[00:13:11.040 --> 00:13:12.280]  當我在預備的時候
[00:13:12.280 --> 00:13:14.480]  我都想起自己
[00:13:14.480 --> 00:13:16.840]  我想起我自己讀神學的時候
[00:13:16.840 --> 00:13:19.000]  好像剛纔大家奉獻是十分一
[00:13:19.000 --> 00:13:20.760]  那時候我都有個意念
[00:13:20.760 --> 00:13:23.440]  不如十分一時間奉獻給神
[00:13:23.440 --> 00:13:25.200]  每一天
[00:13:25.200 --> 00:13:27.640]  親近神用十分一時間
[00:13:27.640 --> 00:13:30.120]  二十四小時減睡
[00:13:30.120 --> 00:13:33.960]  那就應該十分一過半小時坐着
[00:13:33.960 --> 00:13:35.400]  與神親近
[00:13:35.400 --> 00:13:36.480]  有靈脩
[00:13:36.480 --> 00:13:38.080]  有相處的時間
[00:13:38.080 --> 00:13:40.400]  那時候也做得到的
[00:13:40.400 --> 00:13:42.520]  今天呢
[00:13:42.520 --> 00:13:44.480]  不是十分一 不是十個百分比
[00:13:44.480 --> 00:13:45.840]  五個百分比行不行呢
[00:13:45.840 --> 00:13:47.000]  我都問自己
[00:13:47.000 --> 00:13:48.080]  有時候
[00:13:48.080 --> 00:13:50.080]  真的沒有五個百分比
[00:13:50.080 --> 00:13:52.520]  四十五分鐘
[00:13:52.520 --> 00:13:55.520]  但我們用手機呢
[00:13:55.520 --> 00:13:58.760]  多過十個百分比
[00:13:58.760 --> 00:14:00.280]  我都想起
[00:14:00.280 --> 00:14:04.520]  我們與神之間的關係是怎樣呢
[00:14:04.520 --> 00:14:07.760]  有沒有個親密的關係呢
[00:14:07.760 --> 00:14:10.280]  未被誘惑的時候
[00:14:10.280 --> 00:14:12.440]  圖畫非常之靚
[00:14:12.440 --> 00:14:16.360]  但是第三章開始了
[00:14:16.360 --> 00:14:19.520]  撒旦就鬼鬼祟祟
[00:14:19.520 --> 00:14:22.320]  古古怪怪的來到
[00:14:22.320 --> 00:14:25.240]  我們一起讀第三章一到五節
[00:14:25.240 --> 00:14:25.840]  好嗎
[00:14:25.840 --> 00:14:27.360]  預備 起
[00:14:27.360 --> 00:14:29.320]  在耶和華神所造
[00:14:29.320 --> 00:14:31.840]  也地所有的活物中
[00:14:31.840 --> 00:14:34.160]  舍是最狡猾的
[00:14:34.160 --> 00:14:35.920]  舍對女人說
[00:14:35.920 --> 00:14:37.560]  神真的說過
[00:14:37.560 --> 00:14:42.000]  你們不可喫園中任何樹上的果子嗎
[00:14:42.000 --> 00:14:43.760]  女人對舍說
[00:14:43.760 --> 00:14:45.800]  園中樹上的果子
[00:14:45.800 --> 00:14:47.880]  我們都可以喫
[00:14:47.880 --> 00:14:51.640]  只是園中那棵樹上的果子
[00:14:51.640 --> 00:14:53.440]  神曾經說過
[00:14:53.440 --> 00:14:56.440]  你們不可喫也不可摸
[00:14:56.440 --> 00:14:58.360]  免得你們死
[00:14:58.360 --> 00:15:00.080]  舍對女人說
[00:15:00.080 --> 00:15:02.040]  你們絕不會死
[00:15:02.040 --> 00:15:05.880]  因爲神知道你們喫那果子的時候
[00:15:05.880 --> 00:15:08.680]  你們的眼睛就開了
[00:15:08.680 --> 00:15:13.760]  你們會像神一樣能知道善惡
[00:15:13.760 --> 00:15:16.240]  人的第一次墮落
[00:15:16.240 --> 00:15:19.720]  是否全部歸咎於撒旦呢
[00:15:19.720 --> 00:15:23.600]  是否他要負最重要的責任呢
[00:15:23.600 --> 00:15:25.440]  但是你想清楚
[00:15:25.440 --> 00:15:27.440]  由始至終
[00:15:27.440 --> 00:15:30.640]  撒旦有沒有做過一件好事呢
[00:15:30.640 --> 00:15:32.360]  沒有
[00:15:32.360 --> 00:15:34.400]  他有沒有神的好呢
[00:15:34.400 --> 00:15:37.880]  沒有存在過在他裏面
[00:15:37.880 --> 00:15:40.960]  他壞事做盡
[00:15:40.960 --> 00:15:43.480]  而且毫無底線
[00:15:43.480 --> 00:15:45.960]  他最喜歡找位置進去
[00:15:45.960 --> 00:15:48.920]  你想想我們自己就知道了
[00:15:48.920 --> 00:15:52.520]  我們忠守魔鬼的詭計的時候
[00:15:52.520 --> 00:15:56.480]  他有時候好像明目張膽地引人進來
[00:15:56.480 --> 00:15:58.080]  但是有時候
[00:15:58.080 --> 00:16:00.760]  真的用一條縫進來
[00:16:00.760 --> 00:16:02.520]  用我們最軟弱
[00:16:02.520 --> 00:16:07.840]  最弱點來攻擊我們
[00:16:07.840 --> 00:16:10.600]  撒旦是引誘人的
[00:16:10.600 --> 00:16:12.520]  他引誘人的方式
[00:16:12.520 --> 00:16:13.160]  第一
[00:16:13.160 --> 00:16:17.160]  他挑起人對神的疑惑
[00:16:17.160 --> 00:16:18.080]  蛇
[00:16:18.080 --> 00:16:20.080]  我們怎麼形容他呢
[00:16:20.080 --> 00:16:21.240]  靈巧
[00:16:21.240 --> 00:16:22.640]  聰明
[00:16:22.640 --> 00:16:24.360]  但是剛纔那個經文告訴我們
[00:16:24.360 --> 00:16:25.400]  他是什麼
[00:16:25.400 --> 00:16:26.800]  狡猾
[00:16:26.800 --> 00:16:29.160]  原來他是鬼扎的
[00:16:29.160 --> 00:16:30.960]  我們要小心
[00:16:30.960 --> 00:16:36.240]  所以當有些很聰明很靈巧的東西在我們附近的時候
[00:16:36.240 --> 00:16:43.920]  我們要小心他是不是仇敵的馬仔來的
[00:16:43.920 --> 00:16:47.640]  你曾經有沒有收過一些信息
[00:16:47.640 --> 00:16:49.760]  喂 你中了獎啊
[00:16:49.760 --> 00:16:51.960]  哇 你第一個說我中獎
[00:16:51.960 --> 00:16:53.640]  是不是很開心啊
[00:16:53.640 --> 00:16:55.880]  接着就叫你什麼
[00:16:55.880 --> 00:16:57.200]  按進去吧
[00:16:57.200 --> 00:17:00.720]  或者有個包裹等你拿啊
[00:17:00.720 --> 00:17:03.040]  哇 什麼來的
[00:17:03.040 --> 00:17:05.680]  會不會有這些挑起我們
[00:17:05.680 --> 00:17:07.440]  對神一些
