
[00:00:00.000 --> 00:00:04.500]  上次和大家講了丹尼里的異象
[00:03:16.100 --> 00:03:17.700]  人子是說誰呢?
[00:03:17.700 --> 00:03:19.300]  耶穌基督
[00:03:19.300 --> 00:03:22.100]  耶穌基督從父的手裡
[00:03:22.100 --> 00:03:24.100]  得到權並榮耀是國度
[00:03:24.100 --> 00:03:25.900]  這篇經文非常清楚
[00:03:25.900 --> 00:03:28.500]  然後七章二十二節
[00:03:28.500 --> 00:03:30.700]  又說到僅古常在者
[00:03:30.700 --> 00:03:34.900]  是會來給至高者的聖文伸冤
[00:03:34.900 --> 00:03:40.100]  這個聖文是會在德國的時候悼念
[00:03:40.100 --> 00:03:42.500]  這篇經文也很清楚
[00:03:42.500 --> 00:03:45.500]  我們知道耶穌基督將會在末世
[00:03:45.500 --> 00:03:46.900]  回到世上
[00:03:46.900 --> 00:03:50.700]  戰勝以色列的敵人
[00:03:50.700 --> 00:03:52.500]  所以為聖文伸冤
[00:03:52.500 --> 00:03:54.300]  這一節的經文也很清楚
[00:03:54.300 --> 00:03:55.700]  是指耶穌基督
[00:03:55.700 --> 00:03:58.300]  我們不妨看看
[00:03:58.300 --> 00:04:00.500]  今天天上的情形
[00:04:00.500 --> 00:04:02.900]  說到七章第九節
[00:04:02.900 --> 00:04:05.300]  說到丹尼里
[00:04:05.300 --> 00:04:07.100]  見到有個寶座
[00:04:07.100 --> 00:04:09.500]  其實丹尼里書的七章
[00:04:09.700 --> 00:04:12.700]  和啟示錄的第四章
[00:04:12.700 --> 00:04:14.500]  是說一樣的時間
[00:04:14.500 --> 00:04:16.500]  都是說天上的情形
[00:04:16.500 --> 00:04:18.300]  而且你會看到
[00:04:18.300 --> 00:04:21.300]  丹尼里書和啟示錄所說的
[00:04:21.300 --> 00:04:22.700]  是非常相似
[00:04:22.700 --> 00:04:24.100]  丹尼里說
[00:04:24.100 --> 00:04:25.300]  我觀看
[00:04:25.300 --> 00:04:27.100]  見有寶座設立
[00:04:27.100 --> 00:04:30.500]  上頭坐著僅古常在者
[00:04:30.500 --> 00:04:34.500]  而使徒約翰在啟示錄說
[00:04:34.500 --> 00:04:36.700]  我立刻被聖靈感到
[00:04:36.900 --> 00:04:40.300]  見有一個寶座安置在天上
[00:04:40.300 --> 00:04:42.700]  又有一位坐在寶座上
[00:04:42.700 --> 00:04:45.100]  兩節的經文非常相似
[00:04:45.100 --> 00:04:49.700]  接著在丹尼里書七章九節
[00:04:49.700 --> 00:04:50.500]  丹尼里說
[00:04:50.500 --> 00:04:52.700]  他的衣服潔白如雪
[00:04:52.700 --> 00:04:55.100]  頭髮如純淨的羊毛
[00:04:55.100 --> 00:04:56.900]  潔白如雪就是說
[00:04:56.900 --> 00:04:58.900]  這一位是聖潔的神
[00:04:58.900 --> 00:05:00.300]  他是無限的聖潔
[00:05:00.300 --> 00:05:03.700]  是用白色來代表
[00:05:03.700 --> 00:05:06.500]  而在啟示錄
[00:05:06.500 --> 00:05:09.100]  也有形容耶穌基督的外表
[00:05:09.100 --> 00:05:10.900]  啟示錄一章十四節
[00:05:10.900 --> 00:05:13.100]  他的頭與髮皆白
[00:05:13.100 --> 00:05:15.300]  如白羊毛如雪
[00:05:15.300 --> 00:05:17.900]  眼目如同火焰
[00:05:17.900 --> 00:05:23.300]  然後又回到丹尼里書第七章九節的尾
[00:05:23.300 --> 00:05:26.100]  是說到形容這一個是寶座
[00:05:26.100 --> 00:05:28.700]  寶座乃火焰
[00:05:28.700 --> 00:05:30.700]  其輪是烈火
[00:05:30.700 --> 00:05:35.300]  啟示錄四章五節
[00:05:35.500 --> 00:05:37.500]  說有閃電
[00:05:37.500 --> 00:05:41.300]  聲音雷轟從寶座中發出
[00:05:41.300 --> 00:05:43.300]  我們看到的很相似
[00:05:43.300 --> 00:05:46.300]  另外在以西傑書的一章
[00:05:46.300 --> 00:05:50.300]  亦有說到神的寶座是有火輪
[00:05:50.300 --> 00:05:51.300]  是有火焰
[00:05:51.300 --> 00:05:54.500]  聖經的說法是非常吻合
[00:05:54.500 --> 00:05:56.900]  有一件事是很有趣的
[00:05:56.900 --> 00:06:00.100]  如果你看回啟示錄四章四節
[00:06:00.100 --> 00:06:03.700]  有些是丹尼里書七章九節沒有說的
[00:06:03.700 --> 00:06:05.300]  其他的也有說
[00:06:05.500 --> 00:06:06.300]  是什麼呢?
[00:06:06.300 --> 00:06:12.900]  是寶座的周圍有二十四個座位
[00:06:12.900 --> 00:06:16.100]  其上坐著二十四位長老
[00:06:16.100 --> 00:06:17.300]  身穿白衣
[00:06:17.300 --> 00:06:19.700]  頭上戴金冠面
[00:06:19.700 --> 00:06:23.700]  究竟二十四位長老是代表什麼呢?
[00:06:23.700 --> 00:06:26.100]  為什麼丹尼里書沒有說呢?
[00:06:26.100 --> 00:06:29.100]  我上一次也和大家說過
[00:06:29.100 --> 00:06:31.700]  舊約的先知是看
[00:06:31.700 --> 00:06:33.700]  寓言是好像什麼呢?
[00:06:33.700 --> 00:06:35.300]  兩座山
[00:06:36.100 --> 00:06:37.100]  一座山
[00:06:37.100 --> 00:06:40.500]  第一座較近的是耶穌基督第一次的來臨
[00:06:40.500 --> 00:06:44.900]  第二座山較遠的是耶穌基督第二次的來臨
[00:06:44.900 --> 00:06:48.900]  當舊約先知看見這兩座山的時候
[00:06:48.900 --> 00:06:50.700]  就好像是一座山一樣
[00:06:50.700 --> 00:06:52.100]  分不開是兩座
[00:06:52.100 --> 00:06:54.900]  但中間有個山谷
[00:06:54.900 --> 00:06:56.300]  兩座山的中間
[00:06:56.300 --> 00:06:58.500]  說到教會的時期
[00:06:58.500 --> 00:07:01.100]  我說是舊約的先知所看不到的
[00:07:02.500 --> 00:07:06.300]  會不會二十四位長老就是代表教會呢?
[00:07:06.300 --> 00:07:08.900]  如果是代表教會的話
[00:07:08.900 --> 00:07:10.900]  跟我們息息相關
[00:07:10.900 --> 00:07:12.900]  因為我們就是教會
[00:07:12.900 --> 00:07:15.500]  我們就是那些外邦人的信徒
[00:07:15.500 --> 00:07:16.500]  因為
[00:07:16.500 --> 00:07:19.300]  以色列人不接受耶穌基督
[00:07:19.300 --> 00:07:23.500]  以致我們是接了上去葡萄的橄欖樹上
[00:07:23.500 --> 00:07:27.300]  所以二十四位長老會不會是說教會呢?
[00:07:27.300 --> 00:07:30.700]  以弗所書三章五至六節
[00:07:30.700 --> 00:07:32.300]  保羅說得很清楚
[00:07:33.300 --> 00:07:35.100]  舊約是有一個奧秘
[00:07:35.100 --> 00:07:36.900]  這個奧秘就是教會
[00:07:36.900 --> 00:07:39.100]  是舊約先知看不到
[00:07:39.100 --> 00:07:40.900]  我們再看看
[00:07:40.900 --> 00:07:46.300]  二十四位先知可能是教會的證據是什麼
[00:07:46.300 --> 00:07:49.700]  首先為什麼二十四位這麼伶仃
[00:07:49.700 --> 00:07:51.900]  二十四是代表什麼呢?
[00:07:51.900 --> 00:07:56.700]  在聖經裡面二十四是代表祭司的數字
[00:07:56.700 --> 00:07:59.700]  大衛曾經下令
[00:07:59.900 --> 00:08:03.500]  在列代至上二十四章
[00:08:03.500 --> 00:08:08.700]  說要選出二十四位是祭司的領袖
[00:08:08.700 --> 00:08:11.100]  在聖殿裡面侍奉神
[00:08:11.100 --> 00:08:15.700]  這二十四位祭司的領袖
[00:08:15.700 --> 00:08:18.100]  將會是以利亞撒的後人
[00:08:18.100 --> 00:08:21.100]  和以他馬的後人選出來
[00:08:21.100 --> 00:08:23.100]  以利亞撒和以他馬
[00:08:23.100 --> 00:08:25.700]  都是亞倫的其中兩個兒子
[00:08:25.700 --> 00:08:28.100]  為什麼是以利亞撒呢?
[00:08:28.300 --> 00:08:32.100]  因為很多的大祭司都是以利亞撒的後裔
[00:08:32.100 --> 00:08:34.100]  為什麼是以他馬呢?
[00:08:34.100 --> 00:08:37.900]  在釋詩記有很多的祭司
[00:08:37.900 --> 00:08:40.300]  都是由以他馬的後人出來
[00:08:40.300 --> 00:08:44.700]  由以利亞撒的後人選出十六個祭司
[00:08:44.700 --> 00:08:47.500]  在以他馬的後人選出八個祭司
[00:08:47.500 --> 00:08:49.300]  一共是二十四個祭司
[00:08:49.300 --> 00:08:55.100]  二十四在聖經裡面是代表祭司的數字
[00:08:55.100 --> 00:08:57.900]  另外有一件很有趣的事
[00:08:57.900 --> 00:08:59.900]  在啟示錄四章四節
[00:08:59.900 --> 00:09:02.700]  剛才說二十四位長老頭戴什麼?
[00:09:02.700 --> 00:09:05.100]  頭戴金冠棉
[00:09:05.100 --> 00:09:07.100]  是有王的身份
[00:09:07.100 --> 00:09:09.500]  不單止有祭司的身份
[00:09:09.500 --> 00:09:11.300]  還有王的身份
[00:09:11.300 --> 00:09:14.700]  在聖經裡面很有趣的
[00:09:14.700 --> 00:09:18.700]  祭司的身份和王的身份不可以混在一起
[00:09:18.700 --> 00:09:21.700]  祭司是屬於利美的支派
[00:09:21.700 --> 00:09:25.300]  王是屬於猶大的支派
[00:09:25.700 --> 00:09:29.300]  你做得王又不做得祭司,你做得祭司又不做得王
[00:09:29.300 --> 00:09:33.500]  記不記得蘇羅在舊約以王的身份獻祭?
[00:09:33.500 --> 00:09:35.500]  大出問題
[00:09:35.500 --> 00:09:37.700]  為神所不喜悅
[00:09:37.700 --> 00:09:41.100]  在聖經裡面只有三種人
[00:09:41.100 --> 00:09:44.100]  有王和祭司的身份
[00:09:44.100 --> 00:09:49.900]  第一是舊約創世紀十四章八節的墨基西德
[00:09:49.900 --> 00:09:53.100]  大家記不記得墨基西德是誰?
[00:09:54.100 --> 00:09:57.300]  墨基西德是耶路撒冷王
[00:09:57.300 --> 00:09:59.300]  他是祭司的身份
[00:09:59.300 --> 00:10:01.900]  在希伯來書講得很清楚
[00:10:01.900 --> 00:10:04.700]  他是耶穌基督的遇象
[00:10:04.700 --> 00:10:07.500]  他是有王和祭司的身份
[00:10:07.500 --> 00:10:11.300]  第二個例外的是耶穌基督自己
[00:10:11.300 --> 00:10:16.500]  在撒加利亞書六章十三節和詩篇110篇
[00:10:16.500 --> 00:10:18.900]  都有講到耶穌基督的預言
[00:10:18.900 --> 00:10:21.300]  祂是王,祂也是祭司
[00:10:21.300 --> 00:10:22.900]  祂是我們的大祭司
[00:10:23.900 --> 00:10:27.700]  第三個例外是我們的基督徒
[00:10:27.700 --> 00:10:32.100]  我們的基督徒,我們教會的人
[00:10:32.100 --> 00:10:35.900]  不是我們這間教會,是所有普天下教會的人
[00:10:35.900 --> 00:10:39.100]  都有祭司和王的身份
[00:10:39.100 --> 00:10:43.500]  彼得前書二章九節說我們是君尊的祭司
[00:10:43.500 --> 00:10:47.300]  是有王的身份,是有祭司的身份
[00:10:47.300 --> 00:10:49.700]  二十四位長老是眾數
[00:10:49.700 --> 00:10:53.300]  不是講耶穌基督,不是講墨基西德
[00:10:53.500 --> 00:10:55.300]  是在講教會
[00:10:55.300 --> 00:10:57.700]  還有一樣很有趣的
[00:10:57.700 --> 00:10:59.900]  是在啟示錄五章九節
[00:10:59.900 --> 00:11:03.300]  剛才我們講啟示錄四章的時候
[00:11:03.300 --> 00:11:05.300]  是講到天上的情形
[00:11:05.300 --> 00:11:08.300]  五章是繼續講天上的情形
[00:11:08.300 --> 00:11:10.900]  講到有一天
[00:11:10.900 --> 00:11:14.500]  神會有一本叫做七印的書
[00:11:14.500 --> 00:11:16.900]  是要找人打開
[00:11:16.900 --> 00:11:21.100]  一打開,地上七年的大災難就會開始
[00:11:22.700 --> 00:11:25.900]  接著會有七印,會有七碗
[00:11:25.900 --> 00:11:29.100]  會有七號的災難來到地上
[00:11:29.100 --> 00:11:31.700]  但是沒有人能夠打開
[00:11:31.700 --> 00:11:33.900]  使徒約翰見到是很傷心
[00:11:33.900 --> 00:11:36.100]  他說為什麼沒有人能夠打開這本書
[00:11:36.100 --> 00:11:39.500]  接著天上的二十四位長老怎麼說
[00:11:39.500 --> 00:11:41.500]  他和耶穌基督說
[00:11:41.500 --> 00:11:43.500]  你配拿書卷
[00:11:43.500 --> 00:11:45.700]  你配是揭開七印
[00:11:45.700 --> 00:11:47.100]  因為你曾被殺
[00:11:47.100 --> 00:11:51.100]  用自己的血從各族各方各民各國中
[00:11:51.100 --> 00:11:52.700]  買了人來
[00:11:52.700 --> 00:11:54.500]  叫我們歸於神
[00:11:54.500 --> 00:11:58.500]  又叫我們成為國民作祭司
[00:11:58.500 --> 00:12:02.700]  屬於神在地上執掌王權
[00:12:02.700 --> 00:12:05.900]  有沒有見到執掌王權與神一起
[00:12:05.900 --> 00:12:08.700]  執掌王權和成為祭司
[00:12:08.700 --> 00:12:10.700]  又見到這個雙重的身份
[00:12:10.700 --> 00:12:12.900]  是給二十四位長老
[00:12:12.900 --> 00:12:14.700]  但是經文說
[00:12:14.700 --> 00:12:18.100]  二十四位長老是羔羊的血所屬
[00:12:19.100 --> 00:12:21.700]  這一種經文如果你讀是和合本
[00:12:21.700 --> 00:12:23.700]  或者是你手上的聖經
[00:12:23.700 --> 00:12:26.100]  可能是說他們不是我們
[00:12:26.100 --> 00:12:29.500]  但是在這裡比較新近的發現
[00:12:29.500 --> 00:12:31.500]  聖經學者一致認為
[00:12:31.500 --> 00:12:34.300]  我們是可靠的翻譯
[00:12:34.300 --> 00:12:38.100]  所以二十四位長老是被羔羊的血所屬
[00:12:38.100 --> 00:12:39.500]  即是哪些人?
[00:12:39.500 --> 00:12:41.100]  是教會
[00:12:41.100 --> 00:12:44.700]  所以二十四位長老與我們息息相關
[00:12:44.700 --> 00:12:46.900]  所以這麼重要
[00:12:46.900 --> 00:12:48.100]  為什麼這麼重要?
[00:12:48.300 --> 00:12:51.300]  如果我們繼續看末世的時間表
[00:12:51.300 --> 00:12:54.300]  我們看丹爾利書和啟示錄
[00:12:54.300 --> 00:12:55.500]  把它們放在一起
[00:12:55.500 --> 00:12:57.900]  有一幅很美麗的圖畫出現
[00:12:57.900 --> 00:13:00.500]  丹爾利書和啟示錄
[00:13:00.500 --> 00:13:04.500]  都是兩部講將來末世預言的書
[00:13:04.500 --> 00:13:07.100]  一部在舊約是丹爾利書
[00:13:07.100 --> 00:13:09.300]  一部在新約是啟示錄
[00:13:09.300 --> 00:13:11.900]  我們說過上一次
[00:13:11.900 --> 00:13:14.900]  丹爾利書第七章一至七節頭
[00:13:15.100 --> 00:13:18.700]  四隻動物爬出來代表四個國家
[00:13:18.700 --> 00:13:21.900]  這四個國家已經過去了
[00:13:21.900 --> 00:13:25.100]  雖然羅馬帝國還沒有滅亡
[00:13:25.100 --> 00:13:28.900]  遲些我們知道十隻角
[00:13:28.900 --> 00:13:33.300]  或者十隻腳趾是由羅馬帝國出來
[00:13:33.300 --> 00:13:36.100]  但是在丹爾利的時候
[00:13:36.100 --> 00:13:39.900]  其他三個國所講的全部都是預言
[00:13:39.900 --> 00:13:42.900]  丹爾利是一個預言的先知
[00:13:43.500 --> 00:13:46.100]  我們看看二十四位長老很有趣
[00:13:46.100 --> 00:13:51.100]  在啟示錄一章至三章都有講教會
[00:13:51.100 --> 00:13:54.100]  第二章第三章很清楚
[00:13:54.100 --> 00:13:55.300]  是講七間教會
[00:13:55.300 --> 00:13:56.300]  很多人都認識
[00:13:56.300 --> 00:13:57.300]  在啟示錄
[00:13:57.300 --> 00:13:58.500]  第一章呢?
[00:13:58.500 --> 00:14:01.300]  第一章是講金燈台
[00:14:01.300 --> 00:14:03.300]  金燈台是代表教會
[00:14:03.300 --> 00:14:06.900]  耶穌基督在金燈台當中走來走去
[00:14:06.900 --> 00:14:07.700]  在第一章
[00:14:07.700 --> 00:14:10.700]  所以一至三章都有講教會
[00:14:11.300 --> 00:14:14.700]  由第四章開始至到第二十二章
[00:14:14.700 --> 00:14:17.100]  是完全沒有提及教會這個字
[00:14:17.100 --> 00:14:21.100]  但是天上就變了有二十四位長老
[00:14:21.100 --> 00:14:23.300]  你能夠見到很多次出現
[00:14:23.300 --> 00:14:25.300]  在四至二十二章
[00:14:25.300 --> 00:14:28.700]  在第三章啟示錄和第四章
[00:14:28.700 --> 00:14:30.100]  有些事發生了
[00:14:30.100 --> 00:14:32.900]  什麼事發生?
[00:14:32.900 --> 00:14:34.500]  是教會被提
[00:14:34.500 --> 00:14:36.700]  當教會被提
[00:14:36.700 --> 00:14:39.500]  已經沒有了在地上的教會
[00:14:39.700 --> 00:14:42.900]  而是變了天上的二十四位長老
[00:14:42.900 --> 00:14:46.100]  所以這件事對我們基督徒是很重要
[00:14:46.100 --> 00:14:48.300]  因為我們基督徒現在在等的
[00:14:48.300 --> 00:14:51.700]  就是耶穌基督再次回來
[00:14:51.700 --> 00:14:54.900]  接祂的新娘子就是教會
[00:14:54.900 --> 00:14:57.900]  我們將會變了二十四位長老
[00:14:57.900 --> 00:14:58.900]  在天上
[00:14:58.900 --> 00:15:01.900]  接著會和耶穌基督一齊回來掌權
[00:15:01.900 --> 00:15:03.500]  有王者的身份
[00:15:03.500 --> 00:15:05.100]  有祭司的身份
[00:15:05.100 --> 00:15:08.300]  但是為什麼七章九節
[00:15:08.500 --> 00:15:10.700]  但以利書都是講天上的情形
[00:15:10.700 --> 00:15:14.300]  為什麼會沒有了二十四位長老?
[00:15:14.300 --> 00:15:15.900]  剛才說過了
[00:15:15.900 --> 00:15:21.700]  因為舊約先知是看不到教會的
[00:15:21.700 --> 00:15:24.500]  因為好像兩座山中間的山谷
[00:15:24.500 --> 00:15:25.700]  他們是看不到
[00:15:25.700 --> 00:15:27.700]  所以但以利沒有講到
[00:15:27.700 --> 00:15:32.100]  但是司徒約翰就有在啟示錄講到
[00:15:32.100 --> 00:15:37.500]  我們在但以利書七章七節的尾至八節
[00:15:37.900 --> 00:15:41.100]  都是講到基督會毀滅了
[00:15:41.100 --> 00:15:44.700]  十個國當中其中的三個國
[00:15:44.700 --> 00:15:47.500]  然後會統一其餘七個國家
[00:15:47.500 --> 00:15:52.700]  七章十節和七章十一節的中間
[00:15:52.700 --> 00:15:55.300]  就是七年的大災難
[00:15:55.300 --> 00:15:59.700]  這個在啟示錄六章至十八章
[00:15:59.700 --> 00:16:01.300]  是會講得很清楚
[00:16:01.300 --> 00:16:04.100]  下一次會和大家講的
[00:16:04.100 --> 00:16:07.300]  是七章十一節至七章十二節
[00:16:07.500 --> 00:16:10.900]  是講耶穌基督回來怎樣戰勝敵基督
[00:16:10.900 --> 00:16:13.100]  和戰勝敵基督的國
[00:16:13.100 --> 00:16:17.700]  今天要和大家講的是七章十三和七章十四
[00:16:17.700 --> 00:16:20.900]  和啟示錄十九章都是講一樣的事情
[00:16:20.900 --> 00:16:25.300]  是講耶穌基督再次回來的情形
[00:16:25.300 --> 00:16:29.700]  而啟示錄二十章是講千年的國度
[00:16:29.700 --> 00:16:31.900]  啟示錄二十一、二十二
[00:16:31.900 --> 00:16:34.300]  是講永恆的國度
[00:16:34.300 --> 00:16:36.300]  新天新地進入永恆
[00:16:38.500 --> 00:16:40.500]  我們剛才講了
[00:16:40.500 --> 00:16:42.900]  但以利殊七章九節
[00:16:42.900 --> 00:16:47.300]  是講到但以利見到天上有一個寶座
[00:16:47.300 --> 00:16:52.100]  有一位僅僅是常在者坐在上高
[00:16:52.100 --> 00:16:57.900]  這個僅僅是常在者坐在寶座上高在做甚麼
[00:16:57.900 --> 00:17:01.500]  原來審判就快出現了
[00:17:01.500 --> 00:17:06.300]  在經文中但以利殊七章十節說
[00:17:06.500 --> 00:17:10.300]  從他面前有火象何發出
[00:17:10.300 --> 00:17:12.300]  侍奉他的有千千
[00:17:12.300 --> 00:17:14.500]  在他面前侍納的有萬萬
[00:17:14.500 --> 00:17:16.700]  他助著要行審判
[00:17:16.700 --> 00:17:18.700]  案卷都展開了
[00:17:18.700 --> 00:17:22.300]  我們首先看到的在神的寶座四周圍
[00:17:22.300 --> 00:17:25.100]  有千千萬萬的天使圍繞著他
[00:17:25.100 --> 00:17:29.900]  接著經文是用了三種不同的方式
[00:17:29.900 --> 00:17:33.900]  來形容神的審判就快來到
[00:17:33.900 --> 00:17:36.100]  第一個形容是甚麼
[00:17:36.100 --> 00:17:39.900]  好像火像河一樣會發出
[00:17:39.900 --> 00:17:42.700]  在聖經裏面火就是審判
[00:17:42.700 --> 00:17:45.500]  第二次是很直接
[00:17:45.500 --> 00:17:48.100]  這位僅僅是常在者
[00:17:48.100 --> 00:17:53.300]  活躍就快執行他的審判
[00:17:53.300 --> 00:17:56.300]  而第三次講到審判是甚麼
[00:17:56.300 --> 00:17:59.300]  他的案卷書已經展開了
[00:17:59.300 --> 00:18:01.900]  用三個不同的方法告訴我們
[00:18:01.900 --> 00:18:03.900]  神的審判就快來到
[00:18:04.900 --> 00:18:06.300]  很有趣的
[00:18:06.300 --> 00:18:09.500]  講到神的書卷講到案卷
[00:18:09.500 --> 00:18:11.700]  聖經裏面有很多神的書卷
[00:18:11.700 --> 00:18:13.300]  大家有沒有留意到
[00:18:13.300 --> 00:18:16.100]  首先有一本叫做《戰記冊》
[00:18:16.100 --> 00:18:18.700]  在這裏文數記21章14節
[00:18:18.700 --> 00:18:22.500]  是記錄所有地上世上的戰爭
[00:18:22.500 --> 00:18:25.700]  另外有一本書叫做《紀念冊》
[00:18:25.700 --> 00:18:27.900]  在馬拉基書3章16節
[00:18:27.900 --> 00:18:29.500]  我最喜歡這節經文
[00:18:29.500 --> 00:18:32.900]  原來當我們敬畏耶和華
[00:18:32.900 --> 00:18:35.100]  當我們思念耶和華的時候
[00:18:35.100 --> 00:18:37.300]  耶和華就將我們的名字
[00:18:37.300 --> 00:18:39.900]  紀念在這部紀念冊上
[00:18:39.900 --> 00:18:41.300]  所以弟兄姊妹
[00:18:41.300 --> 00:18:44.700]  我們要多些敬畏紀念耶和華
[00:18:44.700 --> 00:18:46.300]  每次我們紀念祂
[00:18:46.300 --> 00:18:47.900]  祂就記下我們的紀念
[00:18:47.900 --> 00:18:48.900]  很有意思
[00:18:48.900 --> 00:18:51.500]  又有一本叫做《眼淚冊》
[00:18:51.500 --> 00:18:54.300]  在這裏詩篇56篇8節
[00:18:54.300 --> 00:18:56.100]  當我們傷心的時候
[00:18:56.100 --> 00:18:58.500]  神是紀念我們每一滴眼淚
[00:18:58.500 --> 00:19:02.100]  神是關心我們關心到頭髮都數過
[00:19:02.300 --> 00:19:04.300]  眼淚祂都數清
[00:19:04.300 --> 00:19:08.100]  接著有一本叫做《七印冊》
[00:19:08.100 --> 00:19:09.900]  在這裏啟示六五章
[00:19:09.900 --> 00:19:11.300]  剛才和大家說過
[00:19:11.300 --> 00:19:12.300]  就是那一本
[00:19:12.300 --> 00:19:14.300]  起初沒有人能夠打開
[00:19:14.300 --> 00:19:16.100]  後來要找到耶穌
[00:19:16.100 --> 00:19:20.100]  要請耶穌基督來打開這本七印的書
[00:19:20.100 --> 00:19:25.100]  而相信我們基督徒最熟悉的就是《生命冊》
[00:19:25.100 --> 00:19:28.500]  所有基督徒的名字
[00:19:28.500 --> 00:19:31.700]  所有接受耶穌基督人的名字
[00:19:31.700 --> 00:19:33.700]  都會在《生命冊》上提及
[00:19:33.700 --> 00:19:37.500]  而不接受的就不會在《生命冊》上提及
[00:19:37.500 --> 00:19:39.900]  聖經告訴我們
[00:19:39.900 --> 00:19:42.100]  神在這裏創世已先
[00:19:42.100 --> 00:19:46.100]  已經將信祂人的名字寫在了《生命冊》
[00:19:46.100 --> 00:19:48.300]  有很多人說
[00:19:48.300 --> 00:19:50.500]  所以我不信了
[00:19:50.500 --> 00:19:53.100]  原來神沒有將我的名字寫在上面
[00:19:53.100 --> 00:19:55.100]  但是沒有藉口的
[00:19:55.100 --> 00:19:57.700]  永遠是神和人合作
[00:19:57.700 --> 00:19:59.100]  是神的主權
