
[00:00:00.000 --> 00:00:06.000]  10年之前,一位基督徒有一個領袖
[00:04:06.000 --> 00:04:12.000]  這首詩是以色列人回歸秘魯70年
[00:04:12.000 --> 00:04:16.000]  在巴比倫回歸之後頭20年左右
[00:04:16.000 --> 00:04:25.000]  以色列人回歸是分幾個時期
[00:04:25.000 --> 00:04:29.000]  第一次回歸是公元前537年
[00:04:29.000 --> 00:04:33.000]  所羅巴伯帶五萬人回歸
[00:04:33.000 --> 00:04:36.000]  他們的目的是重建聖殿
[00:04:36.000 --> 00:04:43.000]  第二次回歸就是以色列過了差不多80年之後
[00:04:43.000 --> 00:04:46.000]  就帶領五千人回來
[00:04:46.000 --> 00:04:49.000]  他們的目的就是重建敬拜
[00:04:49.000 --> 00:04:56.000]  因為秘魯回歸之後散了,人人都不懂敬拜
[00:04:56.000 --> 00:05:06.000]  然後再過十幾年,黎希米和一小撮人的侍衛回來
[00:05:06.000 --> 00:05:08.000]  可能只有十來二十個
[00:05:08.000 --> 00:05:11.000]  目的就是重建城牆
[00:05:11.000 --> 00:05:16.000]  所以背景就是這樣
[00:05:16.000 --> 00:05:21.000]  這首詩就在所羅巴伯帶領五萬人回來之後
[00:05:21.000 --> 00:05:24.000]  頭十多二十年有寫
[00:05:24.000 --> 00:05:27.000]  你知道那時候的環境
[00:05:27.000 --> 00:05:31.000]  就可以感受到這首詩的情景
[00:05:31.000 --> 00:05:34.000]  我們全因堂的情況當然和他們不同
[00:05:34.000 --> 00:05:38.000]  但是也有這樣的感慨
[00:05:38.000 --> 00:05:40.000]  你為過去感恩
[00:05:40.000 --> 00:05:46.000]  也為前途有些擔心掛慮要將自己交給神
[00:05:46.000 --> 00:05:48.000]  不單止教會是這樣
[00:05:48.000 --> 00:05:49.000]  個人也是這樣
[00:05:49.000 --> 00:05:52.000]  你想想你個人的日子
[00:05:52.000 --> 00:05:57.000]  我想高太十多歲的時候一個美女一個
[00:05:57.000 --> 00:06:00.000]  現在也很漂亮
[00:06:00.000 --> 00:06:02.000]  但是又過了幾年
[00:06:02.000 --> 00:06:04.000]  我就更加
[00:06:04.000 --> 00:06:06.000]  將來怎樣呢
[00:06:06.000 --> 00:06:10.000]  第一節我們看看
[00:06:10.000 --> 00:06:15.000]  耶和華說
[00:06:15.000 --> 00:06:18.000]  使被擄的人歸回錫安的時候
[00:06:18.000 --> 00:06:24.000]  我們好像作夢的人
[00:06:24.000 --> 00:06:29.000]  以色列人被擄之後就很絕望
[00:06:29.000 --> 00:06:33.000]  雖然上帝一早就說了我會帶你回來
[00:06:33.000 --> 00:06:36.000]  但是你直接被人搬去巴比倫
[00:06:36.000 --> 00:06:39.000]  前途根本不知道怎樣
[00:06:39.000 --> 00:06:41.000]  好像不太順
[00:06:41.000 --> 00:06:43.000]  等到他真的回來的時候
[00:06:43.000 --> 00:06:45.000]  那五萬人就很開心
[00:06:45.000 --> 00:06:49.000]  我們好像作夢的人夢想成真
[00:06:49.000 --> 00:06:50.000]  開心嗎
[00:06:50.000 --> 00:06:52.000]  這個美夢成真的感覺
[00:06:52.000 --> 00:06:58.000]  但是他回到耶路撒冷
[00:06:58.000 --> 00:07:01.000]  見到聖殿就拆毀了
[00:07:01.000 --> 00:07:04.000]  城牆也沒有了
[00:07:04.000 --> 00:07:06.000]  房子也爛了
[00:07:06.000 --> 00:07:10.000]  退換敗瓦一片荒涼
[00:07:10.000 --> 00:07:15.000]  他們就面對一個很重要的工作
[00:07:15.000 --> 00:07:17.000]  就是要重新來過
[00:07:17.000 --> 00:07:19.000]  第一步就是建聖殿
[00:07:19.000 --> 00:07:22.000]  他們建了一個祭壇
[00:07:22.000 --> 00:07:23.000]  可以說是獻祭
[00:07:23.000 --> 00:07:25.000]  建了聖殿的地基
[00:07:25.000 --> 00:07:27.000]  但是接著就停了
[00:07:27.000 --> 00:07:31.000]  周圍其他人就在搞他們
[00:07:31.000 --> 00:07:35.000]  投訴給皇帝聽
[00:07:35.000 --> 00:07:37.000]  又阻礙他們建築
[00:07:37.000 --> 00:07:39.000]  他們就覺得有點累
[00:07:39.000 --> 00:07:40.000]  心悸意懶
[00:07:40.000 --> 00:07:41.000]  還是不要建了
[00:07:41.000 --> 00:07:43.000]  建自己的房子吧
[00:07:43.000 --> 00:07:45.000]  自己的房子就喜歡建了
[00:07:45.000 --> 00:07:47.000]  你建一間我建一間
[00:07:47.000 --> 00:07:49.000]  聖殿又沒有人管
[00:07:49.000 --> 00:07:53.000]  一路就停了16年的時間
[00:07:53.000 --> 00:07:55.000]  大約在這段時間
[00:07:55.000 --> 00:07:59.000]  這個詩人就寫了這首詩
[00:07:59.000 --> 00:08:01.000]  你想想
[00:08:01.000 --> 00:08:04.000]  本來你回來的使命是要重建聖殿
[00:08:04.000 --> 00:08:06.000]  現在十幾年都沒有建了
[00:08:06.000 --> 00:08:09.000]  你的心就很鬱
[00:08:09.000 --> 00:08:11.000]  以前那種好夢成真
[00:08:11.000 --> 00:08:14.000]  現在就變成一場驚夢
[00:08:14.000 --> 00:08:17.000]  好像散了一樣
[00:08:17.000 --> 00:08:20.000]  所以我們好像作夢的人
[00:08:20.000 --> 00:08:23.000]  這句話其實是很複雜的感情
[00:08:23.000 --> 00:08:25.000]  初初回來的時候美夢成真
[00:08:25.000 --> 00:08:28.000]  現在就好夢成空
[00:08:28.000 --> 00:08:32.000]  不知道大家的心是不是這樣
[00:08:32.000 --> 00:08:34.000]  初初你滿懷大志
[00:08:34.000 --> 00:08:36.000]  剛剛讀書
[00:08:36.000 --> 00:08:38.000]  說要徵忠報國
[00:08:38.000 --> 00:08:40.000]  現在就不知道怎麼辦
[00:08:40.000 --> 00:08:42.000]  自己年紀又大了
[00:08:42.000 --> 00:08:44.000]  有人告訴我
[00:08:44.000 --> 00:08:46.000]  我以前的老牧師說
[00:08:46.000 --> 00:08:48.000]  現在年紀這麼大
[00:08:48.000 --> 00:08:50.000]  眼又矇 耳又聾
[00:08:50.000 --> 00:08:53.000]  就好像打鐘一樣
[00:08:53.000 --> 00:08:55.000]  怎麼能做到什麼呢
[00:08:55.000 --> 00:08:57.000]  有一種渺茫的感覺
[00:08:57.000 --> 00:08:59.000]  我就想起李白
[00:08:59.000 --> 00:09:01.000]  唐朝李白一首詩
[00:09:01.000 --> 00:09:03.000]  是這樣的
[00:09:03.000 --> 00:09:05.000]  描寫到他自己的心境
[00:09:05.000 --> 00:09:07.000]  都是這樣的
[00:09:07.000 --> 00:09:11.000]  李白小時候是個劍客
[00:09:11.000 --> 00:09:13.000]  武俠小說的劍
[00:09:13.000 --> 00:09:16.000]  真的 他作千幾首詩
[00:09:16.000 --> 00:09:18.000]  其中有十分之一是講到劍
[00:09:18.000 --> 00:09:20.000]  他也很喜歡打
[00:09:20.000 --> 00:09:22.000]  他也做過官
[00:09:22.000 --> 00:09:24.000]  但做官做得不太好
[00:09:24.000 --> 00:09:26.000]  我猜他也不會做得好
[00:09:26.000 --> 00:09:28.000]  他常常作詩
[00:09:28.000 --> 00:09:31.000]  做得不太好就被人趕出朝廷
[00:09:31.000 --> 00:09:33.000]  趕出朝廷就很不濟
[00:09:33.000 --> 00:09:35.000]  他就寫一首詩
[00:09:35.000 --> 00:09:38.000]  描寫自己的心境
[00:09:38.000 --> 00:09:41.000]  那首詩的名字叫杏露蘭
[00:09:41.000 --> 00:09:43.000]  因為唐朝的時候
[00:09:43.000 --> 00:09:46.000]  那些官話跟我們廣東話很相近
[00:09:46.000 --> 00:09:49.000]  所以你讀唐詩宋朝
[00:09:49.000 --> 00:09:52.000]  用廣東話讀是特別順的
[00:09:52.000 --> 00:09:58.000]  國語是清朝的滿洲話譯過來
[00:09:58.000 --> 00:09:59.000]  其實就沒那麼順
[00:09:59.000 --> 00:10:01.000]  廣東話叫中原古音
[00:10:01.000 --> 00:10:03.000]  所以你不要覺得自己失威
[00:10:03.000 --> 00:10:04.000]  不懂普通話
[00:10:04.000 --> 00:10:06.000]  你那些才厲害
[00:10:06.000 --> 00:10:08.000]  雖然沒人聽就不能講
[00:10:08.000 --> 00:10:11.000]  他就作了一首詩
[00:10:11.000 --> 00:10:16.000]  他說我吃都沒心情吃
[00:10:16.000 --> 00:10:20.000]  停杯頭注不能食
[00:10:20.000 --> 00:10:22.000]  即是停一杯扔了個筷子
[00:10:22.000 --> 00:10:24.000]  沒心情吃東西
[00:10:24.000 --> 00:10:27.000]  拔劍四顧身亡疑
[00:10:27.000 --> 00:10:28.000]  我拔起劍出來
[00:10:28.000 --> 00:10:31.000]  周圍望下都不知怎麼辦
[00:10:31.000 --> 00:10:35.000]  玉渡黃河冰塞穿
[00:10:35.000 --> 00:10:37.000]  我要過這條黃河
[00:10:37.000 --> 00:10:40.000]  但那條河就被冰塞了
[00:10:40.000 --> 00:10:42.000]  我要上個太行山
[00:10:42.000 --> 00:10:45.000]  但整個山坡就雪滿山
[00:10:45.000 --> 00:10:48.000]  玉渡黃河冰塞穿
[00:10:48.000 --> 00:10:51.000]  將燈太行就雪滿山
[00:10:51.000 --> 00:10:54.000]  前路茫茫那種感覺
[00:10:54.000 --> 00:11:00.000]  這種就是詩篇作者的感覺
[00:11:00.000 --> 00:11:02.000]  回來十幾年
[00:11:02.000 --> 00:11:05.000]  但不知怎麼辦
[00:11:05.000 --> 00:11:07.000]  升殿未起好
[00:11:07.000 --> 00:11:10.000]  還回來五萬人
[00:11:10.000 --> 00:11:13.000]  但有二百萬人還未回來
[00:11:13.000 --> 00:11:17.000]  國家將來前途如何
[00:11:17.000 --> 00:11:21.000]  一至三節為過去事感恩
[00:11:21.000 --> 00:11:23.000]  但感恩的時候
[00:11:23.000 --> 00:11:27.000]  他想到現在好像塞住了
[00:11:27.000 --> 00:11:30.000]  有時會覺得自己也是這樣
[00:11:30.000 --> 00:11:32.000]  我十幾二十歲信耶穌
[00:11:32.000 --> 00:11:33.000]  那時很風光
[00:11:33.000 --> 00:11:35.000]  二十幾歲做執事
[00:11:35.000 --> 00:11:39.000]  為何現在六十幾歲都沒進展呢
[00:11:39.000 --> 00:11:41.000]  會否有這種感覺呢
[00:11:41.000 --> 00:11:45.000]  但我要大家留意第四至第六節
[00:11:45.000 --> 00:11:48.000]  因為那三節很興奮
[00:11:48.000 --> 00:12:05.000]  那三節:耶和華求祢使我們秘魯的人歸回,好像南地的河水伏流
[00:12:05.000 --> 00:12:09.000]  河水伏流需要神蹟
[00:12:09.000 --> 00:12:13.000]  因為以色列的南地是沙漠
[00:12:13.000 --> 00:12:14.000]  很剛好
[00:12:14.000 --> 00:12:16.000]  很久才有一次雨
[00:12:16.000 --> 00:12:18.000]  但雨一下就下很大
[00:12:18.000 --> 00:12:21.000]  就像河一樣的沙漠
[00:12:21.000 --> 00:12:22.000]  但一會兒就沒了
[00:12:22.000 --> 00:12:25.000]  他就回到上帝那裡
[00:12:25.000 --> 00:12:34.000]  第四節:耶和華求祢使我們秘魯的人歸回,好像南地的河水伏流
[00:12:34.000 --> 00:12:38.000]  上帝其實是聽他們的禱告
[00:12:38.000 --> 00:12:42.000]  上帝復興以色列
[00:12:42.000 --> 00:12:45.000]  上帝的應許是沒有假的
[00:12:45.000 --> 00:12:47.000]  以色列亡國之後
[00:12:47.000 --> 00:12:49.000]  公元前五百多年亡國
[00:12:49.000 --> 00:12:51.000]  他正式復國是什麼時候呢
[00:12:51.000 --> 00:12:55.000]  就是第二次世界大戰之後1948年
[00:12:55.000 --> 00:12:58.000]  那時候希特勒殺了六百萬猶太人之後
[00:12:58.000 --> 00:13:01.000]  他這樣的情況下復國
[00:13:01.000 --> 00:13:04.000]  1948年宣佈復國
[00:13:04.000 --> 00:13:05.000]  馬上被人打
[00:13:05.000 --> 00:13:06.000]  周圍的國家
[00:13:06.000 --> 00:13:10.000]  由埃及、阿拉伯、沙特阿拉伯全部一起去打他
[00:13:10.000 --> 00:13:12.000]  竟然他搞定打贏了
[00:13:12.000 --> 00:13:13.000]  這個是神蹟
[00:13:13.000 --> 00:13:16.000]  然後1956年又被人攻擊
[00:13:16.000 --> 00:13:17.000]  又打贏了
[00:13:17.000 --> 00:13:18.000]  1967年又打贏了
[00:13:18.000 --> 00:13:20.000]  1973年都打贏了
[00:13:20.000 --> 00:13:22.000]  我研究過這幾次戰爭
[00:13:22.000 --> 00:13:24.000]  因為我對戰爭都很有興趣
[00:13:24.000 --> 00:13:26.000]  全部都是神蹟
[00:13:26.000 --> 00:13:28.000]  不可能打得贏
[00:13:28.000 --> 00:13:35.000]  美國的軍事部
[00:13:35.000 --> 00:13:38.000]  將這幾場戰爭去研究
[00:13:38.000 --> 00:13:39.000]  去做科學研究
[00:13:39.000 --> 00:13:43.000]  他們都奇怪為什麼會打得贏
[00:13:43.000 --> 00:13:44.000]  沒可能
[00:13:44.000 --> 00:13:46.000]  這個看到上帝的應許
[00:13:46.000 --> 00:13:48.000]  賀水伏流
[00:13:48.000 --> 00:13:49.000]  所以弟兄姊妹
[00:13:49.000 --> 00:13:51.000]  如果你今天的心情不好
[00:13:51.000 --> 00:13:54.000]  我現在工又做得不好
[00:13:54.000 --> 00:13:55.000]  爸爸媽媽身體又不好
[00:13:55.000 --> 00:13:57.000]  我自己身體都不好
[00:13:57.000 --> 00:13:59.000]  好像又滯在這裡
[00:13:59.000 --> 00:14:02.000]  以前那種的大智
[00:14:02.000 --> 00:14:06.000]  現在好像消磨耗盡
[00:14:06.000 --> 00:14:08.000]  好像李白那樣
[00:14:08.000 --> 00:14:10.000]  不過我又不會加劍
[00:14:10.000 --> 00:14:13.000]  你要回到上帝那裡
[00:14:13.000 --> 00:14:16.000]  因為上帝的應許是真的
[00:14:16.000 --> 00:14:17.000]  耶穌基督說
[00:14:17.000 --> 00:14:20.000]  我來是要給你豐盛的生命
[00:14:20.000 --> 00:14:22.000]  祂要賜給你豐盛的生命
[00:14:22.000 --> 00:14:25.000]  祂給你的救恩的拯救是永遠的
[00:14:25.000 --> 00:14:26.000]  不單止今生
[00:14:26.000 --> 00:14:27.000]  不單止來世
[00:14:27.000 --> 00:14:30.000]  是從現在開始一直到永久
[00:14:30.000 --> 00:14:31.000]  有一節的經文
[00:14:31.000 --> 00:14:32.000]  我跟大家分享過
[00:14:32.000 --> 00:14:35.000]  其實我很喜歡
[00:14:35.000 --> 00:14:38.000]  就是上帝對你的應許
[00:14:38.000 --> 00:14:40.000]  《生命記》三十二章十字
[00:14:40.000 --> 00:14:43.000]  耶和華在曠野之地遇見了祂
[00:14:43.000 --> 00:14:45.000]  在荒涼的地方
[00:14:45.000 --> 00:14:48.000]  和野獸嘲叫的荒野遇見了祂
[00:14:48.000 --> 00:14:52.000]  就環繞祂、看顧祂、保護祂
[00:14:52.000 --> 00:14:56.000]  好像保護自己眼中的同人一樣
[00:14:56.000 --> 00:14:57.000]  所以弟兄姊妹
[00:14:57.000 --> 00:15:00.000]  今天我要將這節經文賜給你
[00:15:00.000 --> 00:15:02.000]  無論你的情況怎麼樣
[00:15:02.000 --> 00:15:05.000]  上帝環繞你、保護你
[00:15:05.000 --> 00:15:08.000]  你周圍可能有很多豺狼、獅子
[00:15:08.000 --> 00:15:13.000]  但是上帝與你同在
[00:15:13.000 --> 00:15:17.000]  剛才偉雄帶領我們唱的那首詩很好
[00:15:17.000 --> 00:15:22.000]  耶穌因由與我們同在
[00:15:22.000 --> 00:15:24.000]  我記得這首詩的音樂
[00:15:24.000 --> 00:15:27.000]  我第一次聽就是六零年代的《細蚊仔》
[00:15:27.000 --> 00:15:30.000]  那時候那些人出殯就有樂隊
[00:15:30.000 --> 00:15:32.000]  如果是基督教出殯
[00:15:32.000 --> 00:15:34.000]  我就聽到他們奏這首歌
[00:15:34.000 --> 00:15:37.000]  後來我聽到原來這是聖詩
[00:15:37.000 --> 00:15:38.000]  很好
[00:15:38.000 --> 00:15:42.000]  其實值得回家再聽
[00:15:42.000 --> 00:15:49.000]  《126篇》的詩人禱告之後
[00:15:49.000 --> 00:15:52.000]  他心裏面暢快
[00:15:52.000 --> 00:15:54.000]  他在第五、第六節說
[00:15:54.000 --> 00:16:03.000]  「那些流淚殺種的必歡呼修國,那帶著種子流著淚出去殺種的,必帶著禍菌歡呼快樂會來。」
[00:16:03.000 --> 00:16:04.000]  所以弟兄姊妹
[00:16:04.000 --> 00:16:08.000]  當我為傳恩堂來禱告守望的時候
[00:16:08.000 --> 00:16:13.000]  我就憑神的應許而感謝集美神
[00:16:13.000 --> 00:16:16.000]  祂一定會保守我們傳恩堂
[00:16:16.000 --> 00:16:18.000]  一定會照顧弟兄姊妹
[00:16:18.000 --> 00:16:21.000]  流淚殺種的必歡呼修國
[00:16:21.000 --> 00:16:23.000]  上帝怎樣叫以色列人復國
[00:16:23.000 --> 00:16:29.000]  怎樣帶領他們經過過去那幾十年的很奇妙的生存
[00:16:29.000 --> 00:16:33.000]  上帝都會帶領我們傳恩堂前幾日子
[00:16:33.000 --> 00:16:36.000]  上帝會大大地使用你
[00:16:36.000 --> 00:16:39.000]  叫你成為這個教會
[00:16:39.000 --> 00:16:43.000]  我們十年前那個義將那個領袖
[00:16:43.000 --> 00:16:48.000]  要向香港少數民族傳福音
[00:16:48.000 --> 00:16:52.000]  要向海外的地方傳福音
[00:16:52.000 --> 00:16:54.000]  今天下午Steven Chandra
[00:16:54.000 --> 00:16:58.000]  美國播道警察會的亞洲總監
[00:16:58.000 --> 00:17:02.000]  會和我們分享亞洲很多奇妙的工作
[00:17:02.000 --> 00:17:09.000]  還有幾個地方是我們香港播道環球警察會和他合作的
[00:17:09.000 --> 00:17:12.000]  我鼓勵大家去聽
[00:17:12.000 --> 00:17:15.000]  我們看完這首詩
[00:17:15.000 --> 00:17:19.000]  我們想想怎樣應用在我們身上呢
[00:17:19.000 --> 00:17:23.000]  這首詩叫上行之詩
[00:17:23.000 --> 00:17:27.000]  上行之詩就是以色列人朝聖
[00:17:27.000 --> 00:17:32.000]  每一年有三次如意節、五秦節和鑄盤節
[00:17:32.000 --> 00:17:35.000]  他們會去耶路撒冷那裡朝聖
[00:17:35.000 --> 00:17:38.000]  耶路撒冷就在山頂上面
[00:17:38.000 --> 00:17:41.000]  他們就向上走才走到耶路撒冷
[00:17:41.000 --> 00:17:43.000]  這是上行之詩
[00:17:43.000 --> 00:17:49.000]  我的幻想是他們每走一步就覺得自己親近上帝一點
[00:17:49.000 --> 00:17:51.000]  來到這個聖所
[00:17:51.000 --> 00:17:56.000]  我都鼓勵大家親近上帝
[00:17:56.000 --> 00:18:01.000]  在你每日的靈修裏依靠神
[00:18:01.000 --> 00:18:03.000]  有幾樣東西我鼓勵大家可以做
[00:18:03.000 --> 00:18:09.000]  將這首詩的話語實踐在你的生命裏
[00:18:09.000 --> 00:18:11.000]  為過往感恩
[00:18:11.000 --> 00:18:13.000]  無論你過往怎樣坎坷都好
[00:18:13.000 --> 00:18:17.000]  你能夠活到今日就已經是奇蹟
[00:18:17.000 --> 00:18:21.000]  所以有很多東西你要為過往感恩
[00:18:21.000 --> 00:18:23.000]  為將來盼望
[00:18:23.000 --> 00:18:28.000]  將貧信心將你的前路教託給主
[00:18:28.000 --> 00:18:29.000]  毀身基督
[00:18:29.000 --> 00:18:33.000]  重建你自己的敬拜生活
[00:18:33.000 --> 00:18:36.000]  我剛才提到所羅巴巴帶了五萬人
[00:18:36.000 --> 00:18:38.000]  回去十幾二十年
[00:18:38.000 --> 00:18:41.000]  聖殿又建不好
[00:18:41.000 --> 00:18:43.000]  自己的生活又開始敗壞
[00:18:43.000 --> 00:18:45.000]  以斯拉尼和他們重建
[00:18:45.000 --> 00:18:47.000]  回到神的話語裏
[00:18:47.000 --> 00:18:49.000]  教他們讀聖經
[00:18:49.000 --> 00:18:51.000]  建立會堂
[00:18:51.000 --> 00:18:53.000]  然後重建敬拜生活
[00:18:53.000 --> 00:18:55.000]  你和我都要反思自己
[00:18:55.000 --> 00:18:58.000]  重建我們自己的敬拜生活
[00:18:58.000 --> 00:19:00.000]  每日讀經祈禱依靠神
[00:19:00.000 --> 00:19:02.000]  擁抱教會
[00:19:02.000 --> 00:19:05.000]  我上次提過很多人
[00:19:05.000 --> 00:19:08.000]  是很孤單的老年的時候
[00:19:08.000 --> 00:19:10.000]  甚至過一世都沒有人知道
[00:19:10.000 --> 00:19:13.000]  這個教會裏面不應該發生
[00:19:13.000 --> 00:19:14.000]  我們要擁抱教會
[00:19:14.000 --> 00:19:15.000]  擁抱弟兄姊妹
[00:19:15.000 --> 00:19:18.000]  將你的時間恩賜金錢
[00:19:18.000 --> 00:19:22.000]  在教會裏面大家能夠共享
[00:19:22.000 --> 00:19:25.000]  和能夠支持教會的工作
[00:19:25.000 --> 00:19:26.000]  或者你說
[00:19:26.000 --> 00:19:29.000]  羅木斯我一個人世孤力弱
[00:19:29.000 --> 00:19:30.000]  我做到什麼呢
[00:19:30.000 --> 00:19:32.000]  我一個人有什麼可以做到呢
[00:19:32.000 --> 00:19:35.000]  除了回來坐在這裏崇拜
[00:19:35.000 --> 00:19:38.000]  或者是收拾東西之外
[00:19:38.000 --> 00:19:41.000]  其實一個人可以做到很多事
[00:19:41.000 --> 00:19:45.000]  我要和大家講一個真實故事
[00:19:45.000 --> 00:19:48.000]  而賭數是怎樣發現的呢
[00:19:48.000 --> 00:19:51.000]  在加拿大1923年有一個醫生
[00:19:51.000 --> 00:19:52.000]  他是做研究的
[00:19:52.000 --> 00:19:55.000]  加拿大的醫生和香港的醫生不同
[00:19:55.000 --> 00:19:59.000]  加拿大醫生的入息是很低的
[00:19:59.000 --> 00:20:03.000]  香港的醫生可能是真的很好
[00:20:03.000 --> 00:20:07.000]  這個醫生的入息低是不要緊的
[00:20:07.000 --> 00:20:09.000]  做研究的更低
[00:20:09.000 --> 00:20:11.000]  這個班廷醫生
[00:20:11.000 --> 00:20:12.000]  他是做研究
[00:20:12.000 --> 00:20:13.000]  研究二賭數
[00:20:13.000 --> 00:20:18.000]  那時候不夠資金去研究
[00:20:18.000 --> 00:20:20.000]  他自己買了一輛車
[00:20:20.000 --> 00:20:22.000]  又叫家裏的父母
[00:20:22.000 --> 00:20:25.000]  做農夫的農莊接濟他
[00:20:25.000 --> 00:20:27.000]  一直做研究的工作
[00:20:27.000 --> 00:20:29.000]  他和其他三個人在研究
[00:20:29.000 --> 00:20:30.000]  他又帶領
[00:20:30.000 --> 00:20:34.000]  竟然在2023年研究成功
[00:20:34.000 --> 00:20:38.000]  然後他用一元將這個專利權
[00:20:38.000 --> 00:20:41.000]  賣了給多倫多醫院
[00:20:41.000 --> 00:20:45.000]  因為這樣盡快可以將這個藥物
[00:20:45.000 --> 00:20:47.000]  供應給全世界
[00:20:47.000 --> 00:20:49.000]  在1923年之前
[00:20:49.000 --> 00:20:51.000]  糖尿病是絕症
[00:20:51.000 --> 00:20:53.000]  不能醫
[00:20:53.000 --> 00:20:56.000]  我們當中有沒有人患糖尿病
[00:20:56.000 --> 00:20:59.000]  好在你現在是2026年
[00:20:59.000 --> 00:21:01.000]  1923年之前不能醫
[00:21:01.000 --> 00:21:03.000]  但因為他的緣故
[00:21:03.000 --> 00:21:06.000]  很快全世界的人都可以醫
[00:21:06.000 --> 00:21:08.000]  所以一個人
[00:21:08.000 --> 00:21:11.000]  就可以改變人類的命運
[00:21:11.000 --> 00:21:13.000]  今日全因堂
[00:21:13.000 --> 00:21:15.000]  亦都可以因為你一個人
[00:21:15.000 --> 00:21:17.000]  而得著興旺
[00:21:17.000 --> 00:21:18.000]  我們其實
[00:21:18.000 --> 00:21:20.000]  我們在全因堂的頂尖
[00:21:20.000 --> 00:21:21.000]  我們可以全民皆兵
[00:21:21.000 --> 00:21:22.000]  很多事可以做
[00:21:22.000 --> 00:21:24.000]  譬如我今日第一日回來
[00:21:24.000 --> 00:21:26.000]  我今日做
[00:21:26.000 --> 00:21:28.000]  我和我太太早了回來
[00:21:28.000 --> 00:21:29.000]  我們原本坐電車
