
[00:00:00.000 --> 00:00:03.100]  早晨 主佑你們平安
[00:01:38.000 --> 00:01:41.500]  所以在12號那天都會跟大家講一講健康生活模式
[00:01:41.500 --> 00:01:42.800]  今天也有一點
[00:01:42.800 --> 00:01:44.700]  我選了一個環球小姐
[00:01:44.700 --> 00:01:47.600]  在環球小姐的時候我有一個很大的經歷
[00:01:47.600 --> 00:01:50.500]  因爲那時候經過洛杉磯這個地方
[00:01:50.500 --> 00:01:53.400]  原來我在孤兒院住的時候
[00:01:53.400 --> 00:01:56.000]  有一個女士不斷寫信給我的
[00:01:56.000 --> 00:01:57.600]  她就在洛杉磯
[00:01:57.600 --> 00:01:59.900]  以前的環球小姐選舉
[00:01:59.900 --> 00:02:03.100]  從來都不會在一個不知道叫什麼多的地方
[00:02:03.100 --> 00:02:06.200]  那個是一箇中美洲聖撒爾雅多的地方
[00:02:06.200 --> 00:02:07.400]  聖撒爾多
[00:02:07.400 --> 00:02:10.700]  當TVB跟我講要去聖撒爾雅多的時候
[00:02:10.700 --> 00:02:12.500]  我的心跌了一半
[00:02:12.500 --> 00:02:14.600]  因爲我打算去紐約
[00:02:14.600 --> 00:02:17.100]  或者是來到這裏多倫多
[00:02:17.100 --> 00:02:19.800]  或者是最近的東京也好
[00:02:19.800 --> 00:02:22.000]  因爲去過什麼多的地方
[00:02:22.000 --> 00:02:23.800]  原來神早有預備
[00:02:23.800 --> 00:02:25.100]  讓我經過洛杉磯
[00:02:25.100 --> 00:02:27.700]  又不用特別再給錢買飛機票
[00:02:27.700 --> 00:02:31.200]  就見到一個原來我的親阿姨
[00:02:31.200 --> 00:02:34.400]  是我媽媽離開了我 丟在街上
[00:02:34.400 --> 00:02:37.900]  然後我在街上睡了四年
[00:02:37.900 --> 00:02:39.800]  然後就進了保糧局
[00:02:39.800 --> 00:02:41.700]  在保糧局住了11年
[00:02:41.700 --> 00:02:43.400]  我在孤兒院的時候
[00:02:43.400 --> 00:02:46.300]  原來她一直都是爲我祈禱
[00:02:46.300 --> 00:02:47.400]  她是一個基督徒
[00:02:47.400 --> 00:02:49.000]  是我媽媽的第四妹
[00:02:49.000 --> 00:02:51.100]  今天我不講太多這個見證
[00:02:51.100 --> 00:02:52.800]  可能你上網都可以看到
[00:02:52.800 --> 00:02:54.000]  我只是想告訴你
[00:02:54.000 --> 00:02:57.600]  其實我們每一個有時覺得很難受的經歷
[00:02:57.600 --> 00:02:59.500]  或者不知道爲什麼的經歷
[00:02:59.500 --> 00:03:02.600]  當你一路慢慢回望的時候
[00:03:02.600 --> 00:03:05.200]  原來全部都是神的恩典
[00:03:05.200 --> 00:03:06.300]  我很感恩
[00:03:06.300 --> 00:03:09.400]  因爲某個原因我可以和我媽媽見面
[00:03:09.400 --> 00:03:10.300]  我見她的時候
[00:03:10.300 --> 00:03:12.800]  她是八十歲 我五十歲
[00:03:12.800 --> 00:03:14.900]  神給了我們十年時間
[00:03:14.900 --> 00:03:18.500]  當我望着這個一頭白髮的女士
[00:03:18.500 --> 00:03:21.500]  很可惜在她早年的時候她沒有信主
[00:03:21.500 --> 00:03:25.300]  所以她喜歡怎麼做就怎麼做
[00:03:25.300 --> 00:03:29.600]  到最後的時候發覺到一個人都沒有在身邊
[00:03:29.600 --> 00:03:31.500]  但神都是很愛她
[00:03:31.500 --> 00:03:34.900]  她76歲才洗禮做了基督徒
[00:03:34.900 --> 00:03:36.600]  80歲回來香港找我
[00:03:36.600 --> 00:03:38.500]  我們有十年時間
[00:03:38.500 --> 00:03:40.000]  當我望着她的時候
[00:03:40.000 --> 00:03:41.400]  我只有感恩
[00:03:41.400 --> 00:03:44.700]  因爲我不需要帶着很多的恨恨怨怨走
[00:03:44.700 --> 00:03:47.800]  她不需要帶着很多的覺得自己不負責任
[00:03:47.800 --> 00:03:49.100]  離開這個世界
[00:03:49.100 --> 00:03:51.700]  我還記得她在病牀的時候
[00:03:51.700 --> 00:03:57.500]  我和短暫松心的牧師一起在她牀旁邊唱了一首歌
[00:03:57.500 --> 00:04:03.700]  主耶穌愛我 主耶穌愛我
[00:04:03.700 --> 00:04:06.200]  我看着我媽媽的眼淚
[00:04:06.200 --> 00:04:07.300]  合起來
[00:04:07.300 --> 00:04:09.100]  但她的嘴角是笑的
[00:04:09.100 --> 00:04:10.500]  我掛着她的
[00:04:10.500 --> 00:04:13.800]  因爲沒有再有這些恨怨
[00:04:13.800 --> 00:04:16.700]  只知道將來在天家我會見到她
[00:04:16.700 --> 00:04:19.200]  我們愛的人有多少物業
[00:04:19.200 --> 00:04:20.800]  有多少錢 多少名譽
[00:04:20.800 --> 00:04:22.900]  沒有一樣東西我們能帶走
[00:04:22.900 --> 00:04:25.700]  在信主的這些日子裏面
[00:04:25.700 --> 00:04:27.300]  教會了我一樣東西
[00:04:27.300 --> 00:04:29.000]  是珍惜現在
[00:04:29.000 --> 00:04:32.300]  然後將我們的生命去造就其他人的生命
[00:04:32.300 --> 00:04:34.600]  爲什麼不在娛樂圈
[00:04:34.600 --> 00:04:36.100]  其實選完香港小姐
[00:04:36.100 --> 00:04:38.700]  我想現在差不多全部都進娛樂圈了
[00:04:38.700 --> 00:04:41.000]  如果TVB幫她籤的
[00:04:41.000 --> 00:04:45.000]  我那個年代只是籤一年合約
[00:04:45.000 --> 00:04:48.400]  通常是做什麼平衡目頒獎禮
[00:04:48.400 --> 00:04:49.600]  歡樂今宵
[00:04:49.600 --> 00:04:50.900]  不要介意我說
[00:04:50.900 --> 00:04:53.400]  我覺得是浪費我的時間
[00:04:53.400 --> 00:04:56.400]  所以我那時候在領事館做工
[00:04:56.400 --> 00:04:57.500]  做了兩年
[00:04:57.500 --> 00:05:00.700]  我是一個最不合作的香港小姐
[00:05:00.700 --> 00:05:02.100]  如果你上網看
[00:05:02.100 --> 00:05:04.600]  《75年香港小姐》的title就是
[00:05:04.600 --> 00:05:07.100]  最不合作的香港小姐就是張瑪麗
[00:05:07.100 --> 00:05:08.300]  我忍了型
[00:05:08.300 --> 00:05:09.700]  但是感恩的就是
[00:05:09.700 --> 00:05:12.700]  後來我也有機會拍劇集
[00:05:12.700 --> 00:05:13.800]  這首歌
[00:05:13.800 --> 00:05:18.700]  當你見到天上星星
[00:05:18.700 --> 00:05:23.000]  可有想起我
[00:05:23.000 --> 00:05:27.500]  可會記得當年我的念
[00:05:27.500 --> 00:05:33.000]  曾爲你更被星星笑得多
[00:05:33.000 --> 00:05:37.000]  誰唱的
[00:05:37.000 --> 00:05:39.000]  原唱者是誰
[00:05:39.000 --> 00:05:40.600]  現在個個都知道是我唱的
[00:05:40.600 --> 00:05:41.900]  是誰
[00:05:41.900 --> 00:05:43.400]  張瑪麗
[00:05:43.400 --> 00:05:44.900]  但你知不知道
[00:05:44.900 --> 00:05:45.600]  基督徒
[00:05:45.600 --> 00:05:47.600]  有時我們自己走一條路是很有趣的
[00:05:47.600 --> 00:05:49.600]  昨天我聽了紫瑩說
[00:05:49.600 --> 00:05:50.500]  我就覺得
[00:05:50.500 --> 00:05:54.800]  神 你真的沒有一個導演可以做到這些
[00:05:54.800 --> 00:05:58.200]  我就去電視臺拍了60集
[00:05:58.200 --> 00:06:01.600]  和一個當時非常紅的小生叫曾光
[00:06:01.600 --> 00:06:04.100]  我剛剛選完香港小姐《熱辣辣》
[00:06:04.100 --> 00:06:07.200]  然後唱了一首主題曲
[00:06:07.200 --> 00:06:08.600]  後來呢
[00:06:08.600 --> 00:06:10.100]  有沒有人看過那個劇集
[00:06:10.100 --> 00:06:11.400]  沒有吧
[00:06:11.400 --> 00:06:14.200]  劇集沒有人看 唱就沒有人知道你唱
[00:06:14.200 --> 00:06:16.300]  後來連電視臺都倒閉了
[00:06:16.300 --> 00:06:18.700]  真的很好
[00:06:18.700 --> 00:06:20.900]  我自己也覺得很好笑
[00:06:20.900 --> 00:06:22.700]  我想我是屬於60年代的人
[00:06:22.700 --> 00:06:24.000]  這張是我小時候的照片
[00:06:24.000 --> 00:06:25.400]  可能你會說
[00:06:25.400 --> 00:06:26.800]  你不是說你睡街的
[00:06:26.800 --> 00:06:27.700]  六歲睡到十歲
[00:06:27.700 --> 00:06:29.800]  爲什麼有張這樣的照片放在口袋裏
[00:06:29.800 --> 00:06:31.500]  我現在告訴你怎麼找到
[00:06:31.500 --> 00:06:36.100]  我雖然是很不幸地在孤兒院裏長大
[00:06:36.100 --> 00:06:39.600]  但我相信在座沒有一個人的家比我大
[00:06:39.600 --> 00:06:40.800]  厲不厲害
[00:06:40.800 --> 00:06:41.900]  這個就是保糧局
[00:06:41.900 --> 00:06:43.400]  在離境山66號
[00:06:43.400 --> 00:06:44.600]  我不是玩鉛銖的
[00:06:44.600 --> 00:06:46.600]  我玩擋橋的 你知道嗎
[00:06:46.600 --> 00:06:48.200]  就是站了12個小朋友在那裏
[00:06:48.200 --> 00:06:49.200]  一直揮得很高
[00:06:49.200 --> 00:06:51.300]  就好像你玩拆船那些
[00:06:51.300 --> 00:06:53.800]  然後誰站到最後就贏了
[00:06:53.800 --> 00:06:55.000]  又試過打石膏
[00:06:55.000 --> 00:06:56.400]  又斷手又斷腳
[00:06:56.400 --> 00:06:57.800]  我們什麼都齊的
[00:06:57.800 --> 00:06:59.000]  還有很有趣
[00:06:59.000 --> 00:07:01.400]  就是神有時候真的每一件事
[00:07:01.400 --> 00:07:03.100]  現在我回望的時候
[00:07:03.100 --> 00:07:04.900]  如果你和我相處得多
[00:07:04.900 --> 00:07:07.100]  你會知道原來我就是這個性格的
[00:07:07.100 --> 00:07:09.200]  我們在保糧局經常籌錢的
[00:07:09.200 --> 00:07:10.700]  每次籌錢是怎樣呢
[00:07:10.700 --> 00:07:13.000]  就是我出來我是做司儀的
[00:07:13.000 --> 00:07:14.700]  就是經常拿着咪高峯的
[00:07:14.700 --> 00:07:17.000]  說完了謝謝各位縣長
[00:07:17.000 --> 00:07:18.500]  然後你見我走過去
[00:07:18.500 --> 00:07:20.900]  就弄了一條黏貼的裙子
[00:07:20.900 --> 00:07:23.000]  然後出來跳舞給你看的
[00:07:23.000 --> 00:07:24.300]  跳完舞之後你會見我
[00:07:24.300 --> 00:07:25.600]  馬上又是我
[00:07:25.600 --> 00:07:28.400]  拿個箱子 請捐錢
[00:07:28.400 --> 00:07:29.900]  捐完錢通常出到門口
[00:07:29.900 --> 00:07:31.800]  都有個咖啡茶給你喝的
[00:07:31.800 --> 00:07:34.200]  咖啡還是茶 又是我
[00:07:34.200 --> 00:07:36.400]  杜魯拜拜 又是我
[00:07:36.400 --> 00:07:38.800]  所以我是從小到大都是這個性格的
[00:07:38.800 --> 00:07:40.200]  我是不是很怕人的
[00:07:40.200 --> 00:07:43.200]  和保糧局是五百多個審問制一起住的
[00:07:43.200 --> 00:07:44.000]  但是很可惜
[00:07:44.000 --> 00:07:47.000]  保糧局不是一個有宗教的機構
[00:07:47.000 --> 00:07:49.500]  我見到一些阿嫂 家長
[00:07:49.500 --> 00:07:52.600]  拜石 每一塊石都有得拜的
[00:07:52.600 --> 00:07:55.700]  然後拜白蘭花的那些樹
[00:07:55.700 --> 00:07:57.100]  是很迷信很迷信
[00:07:57.100 --> 00:07:59.300]  我不是很明白他們拜些什麼
[00:07:59.300 --> 00:08:02.000]  但是我很感恩就是當我很小的時候
[00:08:02.000 --> 00:08:04.700]  被人罵塞柴 偷貨都不長
[00:08:04.700 --> 00:08:05.700]  沒用的
[00:08:05.700 --> 00:08:08.800]  然後不知道爲什麼要讀書
[00:08:08.800 --> 00:08:10.400]  打教書就是很多東西
[00:08:10.400 --> 00:08:12.400]  你知道五百多個小孩
[00:08:12.400 --> 00:08:15.200]  然後我不知道爲什麼會懂得
[00:08:15.200 --> 00:08:17.500]  我真的只能說是天父恩典
[00:08:17.500 --> 00:08:19.800]  我是跪在窗外祈禱
[00:08:19.800 --> 00:08:21.900]  就是我們一張牀一個牀頭跪的
[00:08:21.900 --> 00:08:23.400]  就是二十多個小孩一個家
[00:08:23.400 --> 00:08:24.900]  我是在人外家的
[00:08:24.900 --> 00:08:26.700]  我就經常合着手
[00:08:26.700 --> 00:08:29.000]  就和神說一些我很難受的東西
[00:08:29.000 --> 00:08:30.600]  或者我覺得很感恩的東西
[00:08:30.600 --> 00:08:33.000]  但我不懂得講奉主耶穌基督的名叫
[00:08:33.000 --> 00:08:35.900]  是從小到大到我現在今日
[00:08:35.900 --> 00:08:37.600]  我都是會祈禱的
[00:08:37.600 --> 00:08:39.600]  難過的日子其實不是很難過的
[00:08:39.600 --> 00:08:41.100]  我覺得回望一下
[00:08:41.100 --> 00:08:44.200]  我是小小的十三四歲就開始化妝
[00:08:44.200 --> 00:08:45.800]  化到今時今日
[00:08:45.800 --> 00:08:47.400]  所以不要被人家告訴你
[00:08:47.400 --> 00:08:49.500]  化妝是對皮膚不好是假的
[00:08:49.500 --> 00:08:51.800]  是你懂不懂得做的
[00:08:51.800 --> 00:08:54.600]  到時明天有一個美足一世
[00:08:54.600 --> 00:08:56.700]  我可以和你分享一下怎麼美
[00:08:56.700 --> 00:08:58.200]  我覺得美是什麼呢
[00:08:58.200 --> 00:09:00.100]  最重要就是真的要健康
[00:09:00.100 --> 00:09:01.700]  我們的身心靈健康
[00:09:01.700 --> 00:09:03.300]  你自然就會美
[00:09:03.300 --> 00:09:06.500]  這些就是我那時候在保麟角的照片
[00:09:06.500 --> 00:09:08.000]  好
[00:09:08.000 --> 00:09:09.200]  聖經講得很好
[00:09:09.200 --> 00:09:12.600]  我很喜歡聖經裏面講很多安慰的話
[00:09:12.600 --> 00:09:15.300]  神是扶持小朋友
[00:09:15.300 --> 00:09:17.800]  尤其是孤兒和寡婦
[00:09:17.800 --> 00:09:21.300]  他是真的保護寄居和扶持寄居
[00:09:21.300 --> 00:09:23.500]  我就是其中一個受惠者
[00:09:23.500 --> 00:09:25.700]  我拿了很多很多獎
[00:09:25.700 --> 00:09:27.500]  十大結出青年
[00:09:27.500 --> 00:09:28.600]  十大什麼什麼
[00:09:28.600 --> 00:09:29.800]  一百大不知道什麼
[00:09:29.800 --> 00:09:30.500]  一大堆
[00:09:30.500 --> 00:09:32.400]  原來你年紀夠大
[00:09:32.400 --> 00:09:33.900]  最重要是長命
[00:09:33.900 --> 00:09:37.600]  你夠長命你就會有很多獎拿
[00:09:37.600 --> 00:09:41.100]  我拿了美國的一個大學
[00:09:41.100 --> 00:09:44.700]  加拿大一個大學的院士之類之類的
[00:09:44.700 --> 00:09:47.800]  其實是不是真的是我勤奮
[00:09:47.800 --> 00:09:50.300]  或者我拼命去做
[00:09:50.300 --> 00:09:52.000]  好運就行了
[00:09:52.000 --> 00:09:55.400]  我真的不可以將這個credit自己帶落袋
[00:09:55.400 --> 00:09:56.500]  我們經常都講
[00:09:56.500 --> 00:10:00.500]  如果你將所有的好處或者成就
[00:10:00.500 --> 00:10:01.900]  你以爲是自己的
[00:10:01.900 --> 00:10:03.900]  你就拿了神的恩典
[00:10:03.900 --> 00:10:04.900]  所以我自己覺得
[00:10:04.900 --> 00:10:06.700]  我最大的恩典人生裏面
[00:10:06.700 --> 00:10:09.600]  就是我86年洗禮成爲基督徒
[00:10:09.600 --> 00:10:11.600]  在這個經歷當中
[00:10:11.600 --> 00:10:15.400]  我很感恩的神有很多次的醫治
[00:10:15.400 --> 00:10:17.200]  可以講給你聽的
[00:10:17.200 --> 00:10:19.100]  就是這個西西加隧道
[00:10:19.100 --> 00:10:22.200]  我人類從小到大都是Claustrophobia
[00:10:22.200 --> 00:10:24.600]  就好像現在一見不到玻璃窗
[00:10:24.600 --> 00:10:26.400]  我覺得空氣進不來
[00:10:26.400 --> 00:10:27.800]  我就已經開始飆汗
[00:10:27.800 --> 00:10:29.500]  然後心跳
[00:10:29.500 --> 00:10:30.900]  臉壘壘
[00:10:30.900 --> 00:10:32.600]  就有一些窒息的感覺
[00:10:32.600 --> 00:10:33.800]  如果我正在開車
[00:10:33.800 --> 00:10:37.300]  我會立刻想踩油門衝出隧道
[00:10:37.300 --> 00:10:39.000]  然後第一件事沒做之前
[00:10:39.000 --> 00:10:41.700]  我就會按大音響
[00:10:41.700 --> 00:10:43.600]  然後弄大冷氣
[00:10:43.600 --> 00:10:44.700]  總之是很瘋狂的
[00:10:44.700 --> 00:10:46.700]  是無法解決的
[00:10:46.700 --> 00:10:49.300]  當時你現在看到這張照片
[00:10:49.300 --> 00:10:51.100]  就是我第二次去以色列
[00:10:51.100 --> 00:10:53.400]  我總共去了五次以色列
[00:10:53.400 --> 00:10:55.400]  第一次去以色列的時候很抱歉
[00:10:55.400 --> 00:10:56.900]  因爲我不夠信心
[00:10:56.900 --> 00:11:00.000]  所以我還是在門口拍一張V相
[00:11:00.000 --> 00:11:05.000]  然後牧師說「你回去你的巴士自己靈修」
[00:11:05.000 --> 00:11:08.240]  其他的弟兄姊妹就鑽進這個洞裡
[00:11:08.240 --> 00:11:10.320]  走進了一個叫希西加隧道
[00:11:10.320 --> 00:11:13.240]  是一個隧道來的 羅馬帝國的隱隧道
[00:11:13.240 --> 00:11:16.640]  我就等他們出來一個小時後
[00:11:16.640 --> 00:11:19.200]  嘻嘻哈哈 嘈吵吵鬧鬧 濕透了身子
[00:11:19.200 --> 00:11:22.080]  就說「怎樣好玩呀 怎樣呀」這樣
[00:11:22.080 --> 00:11:24.520]  我心裡就很不高興
[00:11:24.520 --> 00:11:27.520]  到我第二次走去以色列的時候
[00:11:27.520 --> 00:11:31.680]  都是打算拍張V相 你知道進了隧道黑漆漆
[00:11:31.680 --> 00:11:35.080]  是不用戴帽子的 沒有太陽的
[00:11:35.080 --> 00:11:40.480]  還有所有人都會穿一些短褲 硬水鞋之類的
[00:11:40.480 --> 00:11:44.640]  我是背著相機 長袖衣服 牛仔褲 球鞋
[00:11:44.640 --> 00:11:46.560]  下去拍張V相
[00:11:46.560 --> 00:11:49.480]  但是當時牧師說祈禱的時候
[00:11:49.480 --> 00:11:53.600]  原來這句聖經裡面的說話很powerful
[00:11:53.600 --> 00:11:55.080]  很有力量
[00:11:55.080 --> 00:11:58.160]  當你走過死任的幽谷 你不會遭害
[00:11:58.160 --> 00:12:01.640]  因為神的罩 祂的肝都會安慰你
[00:12:01.640 --> 00:12:03.400]  會帶你走得過
[00:12:03.400 --> 00:12:06.680]  我們大家都背了這段金句 是不是
[00:12:06.680 --> 00:12:08.760]  但是為什麼不關我的事
[00:12:08.760 --> 00:12:10.400]  我不覺得有這件事
[00:12:10.400 --> 00:12:14.040]  直到你自己去到那個位置很無助的時候
[00:12:14.040 --> 00:12:17.800]  才發覺到 原來神是真的可以拖帶我
[00:12:17.800 --> 00:12:19.440]  走進一個這樣的洞
[00:12:19.440 --> 00:12:22.240]  然後還要一程45分鐘去到尾
[00:12:22.240 --> 00:12:23.880]  不可以在中間發瘋
[00:12:23.880 --> 00:12:25.400]  說「我死了」
[00:12:25.400 --> 00:12:27.400]  如果你死了 人家就要抬你出去
[00:12:27.400 --> 00:12:29.960]  全部跟著你尾的人 過不了那些
[00:12:29.960 --> 00:12:32.600]  是很恨憎的事情
[00:12:32.600 --> 00:12:34.160]  但是我真的感恩
[00:12:34.160 --> 00:12:36.440]  當牧師跟我祈禱的時候
[00:12:36.440 --> 00:12:39.120]  我一說完「阿門」之後 我覺得自己充滿力量
[00:12:39.120 --> 00:12:41.760]  我就在裡面走足45分鐘
[00:12:41.760 --> 00:12:44.920]  什麼歌都唱完了 自己作的都唱完了
[00:12:44.920 --> 00:12:48.120]  出來你看多豐收 就是這段金句
[00:12:48.120 --> 00:12:51.080]  雖然走過死任的幽谷 你不會遭害
[00:12:51.080 --> 00:12:54.440]  因為神的障礙 祂的肝都會安慰我們
[00:12:54.440 --> 00:12:55.640]  以為一次而已
[00:12:55.640 --> 00:12:57.640]  到我第五次去以色列的時候
[00:12:57.640 --> 00:13:00.120]  帶著八十多人 我是帶隊的
[00:13:00.120 --> 00:13:03.040]  穿著雨衣 穿著一條鑑水褲 穿著膠鞋
[00:13:03.040 --> 00:13:04.880]  還有一盞燈 你看到嗎
[00:13:04.880 --> 00:13:06.720]  我是走第一個的
[00:13:06.720 --> 00:13:10.120]  然後一路帶著很多弟兄姊妹 他們都很害怕
[00:13:10.120 --> 00:13:13.080]  因為進了這個隧道 你不知道什麼時候是盡頭的
[00:13:13.080 --> 00:13:15.240]  雖然告訴你45分鐘
[00:13:15.240 --> 00:13:18.520]  但是如果你是有這種幽暗恐懼症
[00:13:18.520 --> 00:13:21.240]  那45分鐘好像幾年一樣 走不出來
[00:13:21.240 --> 00:13:25.040]  我們出來我還要幫他們拍照 很快樂
[00:13:25.040 --> 00:13:27.240]  神是一個醫治的神
[00:13:27.240 --> 00:13:29.240]  請你不要再提我是多少歲
[00:13:29.240 --> 00:13:31.960]  我說就好了 你們不要告訴我
[00:13:31.960 --> 00:13:35.640]  我不是說笑 我是忘記了自己多少歲
[00:13:35.640 --> 00:13:37.320]  我上年的11月
[00:13:37.320 --> 00:13:41.680]  就和一羣朋友 多倫多的朋友去故宮
[00:13:41.680 --> 00:13:43.280]  原來故宮是失修的
[00:13:43.280 --> 00:13:46.200]  如果你去你要注意 看到那些石頭是怎樣的嗎
[00:13:46.200 --> 00:13:50.080]  可以平的 三四吋又再平
[00:13:50.080 --> 00:13:53.200]  你走的時候 自己本身就好像在跳舞一樣
[00:13:53.200 --> 00:13:57.080]  裡面有很多公主 很多皇帝
[00:13:57.080 --> 00:14:00.160]  很多太監 很多很有趣的東西
[00:14:00.160 --> 00:14:02.080]  我是攝影師 我很喜歡拍的
[00:14:02.080 --> 00:14:03.600]  不斷拍 不斷拍
[00:14:03.600 --> 00:14:08.480]  由12點跟著導遊 一路走到5點關門
[00:14:08.480 --> 00:14:09.840]  結果是怎樣呢
[00:14:09.840 --> 00:14:11.520]  原來還有一件事
[00:14:11.520 --> 00:14:13.280]  就是如果回國內 你要注意一下
[00:14:13.280 --> 00:14:18.680]  你要鍛鍊一下腳力 是蹲下的 不是坐下的
[00:14:18.680 --> 00:14:22.880]  蹲下之後 走來走去那些牆是不敢摸的
[00:14:22.880 --> 00:14:26.320]  你是完全要靠你自己平時的能力起來的
[00:14:26.320 --> 00:14:28.720]  你起碼五個小時去兩次洗手間
[00:14:28.720 --> 00:14:31.840]  回來之後 如果你不知道什麼叫做「煲胎」
[00:14:31.840 --> 00:14:34.840]  我告訴你 你應該是兩邊都這麼黑的
[00:14:34.840 --> 00:14:36.840]  我這邊完全撕裂了
[00:14:36.840 --> 00:14:39.440]  那時候他們看到我 完全沒有儀態
[00:14:39.440 --> 00:14:42.240]  我是這樣走的 是這樣走的
[00:14:42.240 --> 00:14:47.160]  上樓梯是像嬰兒一樣 要這樣上 這樣上的
[00:14:47.160 --> 00:14:49.600]  我是一個不太認命的人
[00:14:49.600 --> 00:14:51.840]  雖然我很多時候出入機場
[00:14:51.840 --> 00:14:53.000]  聖年我沒有停過
[00:14:53.000 --> 00:14:58.160]  其實2025年是我人生裡飛得最多的一年
[00:14:58.160 --> 00:15:01.000]  由1月份飛到現在11月 我還飛
[00:15:01.000 --> 00:15:02.760]  連紐約都去了兩次
[00:15:02.760 --> 00:15:06.520]  很多不同的旅程 歐洲 日本
[00:15:06.520 --> 00:15:08.120]  但我出入全部坐輪椅的
[00:15:08.120 --> 00:15:11.960]  因為醫生叫我不要在不知道的地方
[00:15:11.960 --> 00:15:14.880]  一定要坐輪椅 我就一直坐輪椅
[00:15:14.880 --> 00:15:18.360]  然後醫生說你最好在膝蓋鑽兩個洞
[00:15:18.360 --> 00:15:21.560]  然後微創 刮掉那些撕裂的地方
[00:15:21.560 --> 00:15:23.800]  然後擠一些什麼進去
[00:15:23.800 --> 00:15:25.360]  我跟著問他第一句就說
[00:15:25.360 --> 00:15:26.640]  「是不是真的痊癒了?」
[00:15:26.640 --> 00:15:32.160]  他說不是痊癒的 先捱著 省著洗
[00:15:32.160 --> 00:15:34.080]  我覺得這些不是很奇怪
[00:15:34.080 --> 00:15:36.840]  於是乎 我都聽話的 我去做物理治療
[00:15:36.840 --> 00:15:40.720]  我去拔罐 我去針灸 我做運動
[00:15:40.720 --> 00:15:42.280]  所有的事情都做齊了
[00:15:42.280 --> 00:15:45.240]  但最重要的一件事我做的就是我祈禱
[00:15:45.240 --> 00:15:46.760]  我有一個祈禱的團隊
[00:15:46.760 --> 00:15:49.800]  我有很多很疼我的弟兄姊妹
[00:15:49.800 --> 00:15:52.560]  他們一直有幫我祈禱
[00:15:52.560 --> 00:15:54.040]  神的醫治就在這裡
[00:15:54.040 --> 00:15:58.360]  你知不知道我最初的撕裂是25%
[00:15:58.360 --> 00:15:59.680]  是一段時間長了
[00:15:59.680 --> 00:16:01.400]  你見到這個應該不是這樣
[00:16:01.400 --> 00:16:03.920]  應該是整個黑色 好像個煲胎一樣
[00:16:03.920 --> 00:16:05.720]  這個是我撕裂的樣子
[00:16:05.720 --> 00:16:08.280]  到我最後的時候 你見到多漂亮
[00:16:08.280 --> 00:16:11.040]  我的撕裂已經是減到只有15%
[00:16:11.040 --> 00:16:12.560]  Hallelujah 是不是啊?
