
[00:00:00.000 --> 00:00:05.160]  1942年大戰盡得如火如荼
[00:02:49.260 --> 00:02:52.700]  壯年是意氣風發
[00:02:52.700 --> 00:02:55.340]  像河流的中游,百川匯集
[00:02:55.340 --> 00:02:59.580]  水力充沛,河道寬闊
[00:02:59.580 --> 00:03:03.420]  吹近萬年,體力衰減
[00:03:03.420 --> 00:03:08.300]  就像河流臨海的堆積平原的曲流
[00:03:08.300 --> 00:03:11.180]  很緩慢的曲曲
[00:03:11.180 --> 00:03:16.780]  但它漸漸要沒入大海,消失了
[00:03:16.780 --> 00:03:19.900]  這就是終結
[00:03:19.900 --> 00:03:22.620]  教術論述終末的時候是說
[00:03:22.620 --> 00:03:26.780]  基督道成肉身已經開始了終末
[00:03:26.780 --> 00:03:30.460]  因為永恆已經進入時間的裏面
[00:03:30.460 --> 00:03:34.100]  他擔負殺人的罪孽被釘死在十字架上
[00:03:34.100 --> 00:03:40.260]  埋葬了第三日從死復活指出死不是終點
[00:03:40.260 --> 00:03:41.940]  還有身體復活
[00:03:41.940 --> 00:03:45.380]  最後審判身牽身地
[00:03:45.380 --> 00:03:50.660]  基督第一次來已經捅開了封閉的世界
[00:03:50.660 --> 00:03:54.420]  讓我們窺探到人類最後的命運
[00:03:54.420 --> 00:03:56.660]  上帝永恆主要的成就
[00:03:56.660 --> 00:04:02.820]  這一切都在第二次來臨的時候必要成就
[00:04:02.820 --> 00:04:06.420]  終末亦是終於
[00:04:06.420 --> 00:04:09.860]  終於按部就班
[00:04:09.860 --> 00:04:13.380]  窮途避嫌計劃成就
[00:04:13.380 --> 00:04:17.860]  創始的那一位亦是成終的那一位
[00:04:17.860 --> 00:04:20.100]  從這一刻我們看到人歸塵土
[00:04:20.100 --> 00:04:21.940]  百川回海
[00:04:21.940 --> 00:04:23.700]  萬業歸根
[00:04:23.700 --> 00:04:25.940]  不是宿命
[00:04:25.940 --> 00:04:29.220]  那是上帝隱密的計劃
[00:04:29.220 --> 00:04:31.460]  有其獨特的意義
[00:04:31.460 --> 00:04:35.620]  終局誰主浮沉
[00:04:35.620 --> 00:04:37.780]  誰能夠笑到最後
[00:04:37.780 --> 00:04:39.620]  就是那位又是子
[00:04:39.620 --> 00:04:42.260]  又是終的上帝
[00:04:42.260 --> 00:04:45.220]  今日我們看的幾段經課
[00:04:45.220 --> 00:04:49.700]  是教會年第一的雙人期的主人
[00:04:49.700 --> 00:04:53.140]  我留意有共通的概念
[00:04:53.140 --> 00:04:59.140]  都提及那日子和悔改
[00:04:59.140 --> 00:05:02.260]  脈鶴十三章二十四節
[00:05:02.260 --> 00:05:03.940]  在那一些日子
[00:05:03.940 --> 00:05:05.540]  那災難之後
[00:05:05.540 --> 00:05:07.380]  三十二節
[00:05:07.380 --> 00:05:11.300]  但那日子那時辰沒有人知道
[00:05:11.300 --> 00:05:14.180]  連天上的使者都不知道
[00:05:14.180 --> 00:05:16.020]  唯有父知道
[00:05:16.020 --> 00:05:17.220]  那日子
[00:05:17.220 --> 00:05:19.860]  臨前第一章第八節
[00:05:19.860 --> 00:05:22.580]  他必見過你們到底
[00:05:22.580 --> 00:05:25.620]  叫你們在我們主耶穌基督的日子
[00:05:25.620 --> 00:05:29.300]  無可責備的日子
[00:05:29.300 --> 00:05:33.300]  舊約經課二賽瓦書六十四章第一和第三節
[00:05:33.300 --> 00:05:35.220]  願你烈天而降
[00:05:35.220 --> 00:05:38.420]  願山在你面前震動
[00:05:38.420 --> 00:05:42.580]  求你不要大發震怒
[00:05:42.580 --> 00:05:45.140]  也不永遠記念罪孽
[00:05:45.140 --> 00:05:47.220]  這是悔改
[00:05:47.220 --> 00:05:49.300]  詩篇第八十篇第三節
[00:05:49.300 --> 00:05:51.220]  神啊
[00:05:51.220 --> 00:05:53.540]  求你使我們回轉
[00:05:53.540 --> 00:05:56.340]  原文可以翻譯為復興
[00:05:56.340 --> 00:05:58.580]  求你使我們復興
[00:05:58.580 --> 00:06:01.060]  使你的念發光
[00:06:01.060 --> 00:06:02.580]  我們便要得救
[00:06:02.580 --> 00:06:04.020]  是講悔改
[00:06:04.020 --> 00:06:09.380]  究竟那日子和悔改有何關係呢?
[00:06:09.380 --> 00:06:10.820]  那日子是重要的
[00:06:10.820 --> 00:06:13.380]  因為我們迎見永生的上帝
[00:06:13.380 --> 00:06:16.420]  而悔改就是不斷靈性的更新
[00:06:16.420 --> 00:06:18.100]  心意不斷的變化
[00:06:18.100 --> 00:06:23.540]  好像新娘裝飾自己迎見新郎
[00:06:23.540 --> 00:06:26.980]  章林奇是基督降生的預備期
[00:06:26.980 --> 00:06:28.980]  迎接世界的光
[00:06:28.980 --> 00:06:33.300]  首先要除掉內心的憂暗
[00:06:33.300 --> 00:06:35.220]  迎接基督第二次的再來
[00:06:35.220 --> 00:06:38.260]  就要習得穩毫無指責
[00:06:38.260 --> 00:06:40.660]  章林奇不單是紀念基督第一次的來臨
[00:06:40.660 --> 00:06:42.740]  亦是提醒信徒
[00:06:42.740 --> 00:06:47.460]  預備迎接第二次的來臨
[00:06:47.460 --> 00:06:49.460]  我們看看
[00:06:49.460 --> 00:06:52.740]  沒有人知道的日子
[00:06:52.740 --> 00:06:55.940]  這個日子是甚麼日子呢?
[00:06:55.940 --> 00:06:58.900]  是安慰的日子
[00:06:58.900 --> 00:07:00.100]  我們想到這個日子
[00:07:00.100 --> 00:07:01.140]  很多時候就會想起
[00:07:01.140 --> 00:07:03.300]  文攻打文,國攻打國
[00:07:03.300 --> 00:07:06.020]  地震海嘯,萬天烽火
[00:07:06.020 --> 00:07:10.180]  滿眼廢墟,世界末日
[00:07:10.180 --> 00:07:11.940]  在美國有些電視台
[00:07:11.940 --> 00:07:13.140]  招教的
[00:07:13.140 --> 00:07:15.060]  他們是專賣店
[00:07:15.060 --> 00:07:18.340]  每一次的訊息都說末日的來臨
[00:07:18.340 --> 00:07:22.340]  末日何時來,有甚麼徵兆
[00:07:22.340 --> 00:07:25.620]  我們要推測耶穌何時來
[00:07:25.620 --> 00:07:27.620]  祂來的時候有甚麼徵兆
[00:07:27.620 --> 00:07:31.540]  從以色列復國到歐洲聯盟的興起
[00:07:31.540 --> 00:07:34.500]  尋找基督再來的預言
[00:07:34.500 --> 00:07:36.260]  對號入座
[00:07:36.260 --> 00:07:40.820]  但如果你留意聖經的經課
[00:07:40.820 --> 00:07:43.220]  談論終末的時候
[00:07:43.220 --> 00:07:47.060]  重點是警醒
[00:07:47.060 --> 00:07:50.660]  不是猜測有甚麼徵兆
[00:07:50.660 --> 00:07:51.780]  甚麼時間
[00:07:51.780 --> 00:07:54.580]  因為那個時間我們是不清楚的
[00:07:54.580 --> 00:07:58.260]  那個時辰是沒有人知道的
[00:07:58.260 --> 00:08:00.500]  連天上的使者都不知道
[00:08:00.500 --> 00:08:01.540]  子也不知道
[00:08:01.540 --> 00:08:05.220]  唯有父知道
[00:08:05.220 --> 00:08:11.060]  莫可十三章整章的聖經被稱為小啟示錄
[00:08:11.060 --> 00:08:13.060]  一如啟示錄
[00:08:13.060 --> 00:08:15.460]  這章的目的是安慰
[00:08:15.460 --> 00:08:19.940]  鼓舞正是受逼迫的教會
[00:08:19.940 --> 00:08:24.980]  不是叫我們懼怕災難和迫害
[00:08:24.980 --> 00:08:26.580]  反而是安慰
[00:08:26.580 --> 00:08:28.580]  得到安慰
[00:08:28.580 --> 00:08:31.780]  人將你拉去教官的時候
[00:08:31.780 --> 00:08:37.540]  你不需要預先思慮說甚麼
[00:08:37.540 --> 00:08:40.340]  到那個時候賜給你說甚麼
[00:08:40.340 --> 00:08:41.940]  你就說甚麼
[00:08:41.940 --> 00:08:44.340]  莫可十三章十一節
[00:08:44.340 --> 00:08:48.020]  其實這個日子是不遙遠的
[00:08:48.020 --> 00:08:49.620]  三十年之後
[00:08:49.620 --> 00:08:50.900]  主後六十六年
[00:08:50.900 --> 00:08:55.060]  猶太人就起義
[00:08:55.060 --> 00:08:56.020]  主後七十年
[00:08:56.020 --> 00:09:00.980]  羅馬提督將軍就強力武力鎮壓
[00:09:00.980 --> 00:09:03.220]  圍城五個月
[00:09:03.220 --> 00:09:07.060]  總共死了一百一十萬人
[00:09:07.060 --> 00:09:11.220]  聖殿被徹底地避毀
[00:09:11.220 --> 00:09:15.300]  會有一塊石頭留在地上
[00:09:15.300 --> 00:09:16.900]  我實在告訴你們
[00:09:16.900 --> 00:09:18.340]  這世代還沒有過去
[00:09:18.340 --> 00:09:20.180]  這些事都要承受
[00:09:20.180 --> 00:09:26.340]  是耶穌在說一個很快要來臨的災難
[00:09:26.340 --> 00:09:28.660]  而安慰他們不用怕
[00:09:28.660 --> 00:09:32.980]  上帝會給你說應該說的話
[00:09:32.980 --> 00:09:35.220]  這不單是安慰的日子
[00:09:35.220 --> 00:09:37.780]  同時是喜祿的日子
[00:09:37.780 --> 00:09:38.660]  民要攻打民
[00:09:38.660 --> 00:09:39.620]  國要攻打國
[00:09:39.620 --> 00:09:41.460]  各處都有地震饑荒
[00:09:41.460 --> 00:09:43.380]  這都是災難的起頭
[00:09:43.380 --> 00:09:46.420]  如果你看細字聖經的留意
[00:09:46.420 --> 00:09:51.780]  災難原文是作生產的苦難
[00:09:51.780 --> 00:09:54.260]  每一個代產的富人
[00:09:54.260 --> 00:09:59.620]  單項生產的苦難
[00:09:59.620 --> 00:10:07.220]  他會看苦難之後帶來的新的生命
[00:10:07.220 --> 00:10:09.700]  苦難是慘痛
[00:10:09.700 --> 00:10:13.860]  要帶來新生地之前的慘痛
[00:10:13.860 --> 00:10:17.140]  基督作靈的日子是沒有人知道
[00:10:17.140 --> 00:10:20.260]  但是聖經強調那日子的時候
[00:10:20.260 --> 00:10:27.140]  是強調安慰和恩怨
[00:10:27.140 --> 00:10:29.460]  我們不需要懼怕
[00:10:29.460 --> 00:10:34.580]  同時這個日子都是要回轉復興的日子
[00:10:34.580 --> 00:10:37.860]  詩篇第八十篇第三字
[00:10:37.860 --> 00:10:40.660]  神啊求祢使我們回轉
[00:10:40.660 --> 00:10:44.500]  又是聖經有個細字寫著
[00:10:44.500 --> 00:10:46.820]  可以翻譯復興的
[00:10:46.820 --> 00:10:49.780]  我覺得復興翻譯得更加準確
[00:10:49.780 --> 00:10:52.340]  神啊求祢使我們復興
[00:10:52.340 --> 00:10:55.060]  使祢的念發光
[00:10:55.060 --> 00:10:58.420]  我們便要得救
[00:10:58.420 --> 00:11:00.020]  詩篇這裡用復興
[00:11:00.020 --> 00:11:02.740]  表述悔改是什麼意思呢
[00:11:02.740 --> 00:11:06.260]  是表示我們原來的生命
[00:11:06.260 --> 00:11:08.500]  是美好的
[00:11:08.500 --> 00:11:09.700]  是優美的
[00:11:09.700 --> 00:11:12.500]  興旺的
[00:11:12.500 --> 00:11:14.740]  本來茁壯堅拔的生命
[00:11:14.740 --> 00:11:20.660]  因為疏於料理變為毀弱不振
[00:11:20.660 --> 00:11:22.980]  我宿舍的後花園
[00:11:22.980 --> 00:11:24.500]  有一棵白蘭樹
[00:11:24.500 --> 00:11:27.220]  這些白蘭樹葉很長
[00:11:27.220 --> 00:11:28.420]  我幾天沒有淋水
[00:11:28.420 --> 00:11:29.460]  發現它垂下來
[00:11:29.460 --> 00:11:31.300]  垂後喪氣
[00:11:31.300 --> 00:11:32.340]  我見到垂後喪氣的時候
[00:11:32.340 --> 00:11:34.420]  馬上就去淋水
[00:11:34.420 --> 00:11:37.060]  淋水大概兩三個小時後
[00:11:37.060 --> 00:11:40.420]  突然間葉又挺起來
[00:11:40.420 --> 00:11:42.420]  很靈驗的
[00:11:42.420 --> 00:11:44.900]  有一天我出去看到這棵白蘭樹
[00:11:44.900 --> 00:11:47.060]  我很驚訝
[00:11:47.060 --> 00:11:48.740]  因為太美了
[00:11:48.740 --> 00:11:50.020]  那些葉特別翠綠
[00:11:50.020 --> 00:11:51.540]  挺得很美
[00:11:51.540 --> 00:11:53.380]  很茂盛
[00:11:53.380 --> 00:11:55.700]  我問為何會有這樣的事發生
[00:11:55.700 --> 00:11:58.020]  我問我太太
[00:11:58.020 --> 00:12:00.500]  你是不是最近施了肥
[00:12:00.500 --> 00:12:01.700]  她說是的
[00:12:01.700 --> 00:12:04.260]  我前幾天就施了肥
[00:12:04.260 --> 00:12:09.380]  果然是不同的
[00:12:09.380 --> 00:12:11.700]  白蘭樹本來就是天生麗質
[00:12:11.700 --> 00:12:14.820]  奈何我們疏於照顧
[00:12:14.820 --> 00:12:17.700]  令它蒙污立舊
[00:12:17.700 --> 00:12:20.900]  失去原諒的兩例
[00:12:20.900 --> 00:12:28.180]  其實復興就是將上帝賜給我們的生命的光彩
[00:12:28.180 --> 00:12:31.780]  活出個精彩出來
[00:12:31.780 --> 00:12:35.220]  其實上帝拯救我們
[00:12:35.220 --> 00:12:37.780]  他創造我們新的生命
[00:12:37.780 --> 00:12:41.700]  這個生命都是新天新地
[00:12:41.700 --> 00:12:45.460]  很多時候我們疏於療理
[00:12:45.460 --> 00:12:49.220]  我們要在將臨期的時候
[00:12:49.220 --> 00:12:52.180]  將生命活出它的精彩
[00:12:52.180 --> 00:12:55.700]  使你的念發光
[00:12:55.700 --> 00:12:58.340]  使上帝親近我們
[00:12:58.340 --> 00:13:00.820]  他的光,從念發出來的光
[00:13:00.820 --> 00:13:04.020]  可以驅走我們內心的憂暗
[00:13:04.020 --> 00:13:05.300]  我們便要得救
[00:13:05.300 --> 00:13:06.980]  是甚麼意思呢?
[00:13:06.980 --> 00:13:08.980]  當你這樣禱告的時候
[00:13:08.980 --> 00:13:11.060]  我們要得救
[00:13:11.060 --> 00:13:14.660]  感到自己生命危機重重
[00:13:14.660 --> 00:13:18.180]  貧於死亡的邊緣
[00:13:18.180 --> 00:13:20.260]  我們求主救拔
[00:13:20.260 --> 00:13:25.620]  不要用生命沉淪下去
[00:13:25.620 --> 00:13:27.380]  我們能夠這樣禱告
[00:13:27.380 --> 00:13:29.700]  求你的念發光
[00:13:29.700 --> 00:13:33.140]  我們便要得救的時候
[00:13:33.140 --> 00:13:39.060]  是表示我們經醒覺我們生命的沉淪
[00:13:39.060 --> 00:13:41.460]  我們懇求上帝的拯救
[00:13:41.460 --> 00:13:43.540]  不要放棄我們
[00:13:43.540 --> 00:13:45.940]  憐憫我們
[00:13:45.940 --> 00:13:48.420]  使人學武
[00:13:48.420 --> 00:13:50.340]  上主的臨近
[00:13:50.340 --> 00:13:51.700]  復興生命
[00:13:51.700 --> 00:13:53.140]  向公主行
[00:13:53.140 --> 00:13:56.020]  活出豐盛優美的人生
[00:13:56.020 --> 00:14:01.940]  中末是那一天我們迎見新天新地
[00:14:01.940 --> 00:14:04.740]  中末亦是此刻
[00:14:04.740 --> 00:14:08.260]  我們的生命已經是新天新地
[00:14:08.260 --> 00:14:09.300]  在基督裡面
[00:14:09.300 --> 00:14:12.820]  我們被祂造成的新天新地
[00:14:12.820 --> 00:14:15.220]  我們求主讓我們回主
[00:14:15.220 --> 00:14:16.980]  讓我們復興
[00:14:16.980 --> 00:14:18.740]  使你的念發光
[00:14:18.740 --> 00:14:21.380]  其實就是張臨期的主題
[00:14:21.380 --> 00:14:23.780]  燃點張臨期的燭光
[00:14:23.780 --> 00:14:28.420]  不單是迎接世界的光的降生
[00:14:28.420 --> 00:14:32.500]  亦都是讓燭光掃除我們內心的幽暗
[00:14:32.500 --> 00:14:37.060]  因為罪就藏在黑暗的裡面
[00:14:37.060 --> 00:14:38.900]  王爾登
[00:14:38.900 --> 00:14:42.100]  一個名著叫《隔雷的畫像》
[00:14:42.100 --> 00:14:45.460]  The Picture of Dorian Gray
[00:14:45.460 --> 00:14:47.540]  他深刻指出
[00:14:47.540 --> 00:14:53.620]  罪是藏在不為人所知的黑暗裡面
[00:14:53.620 --> 00:14:55.460]  小說的主角
[00:14:55.460 --> 00:14:58.900]  隔雷是英朗帥氣
[00:14:58.900 --> 00:15:01.380]  有一天失意的畫家
[00:15:01.380 --> 00:15:04.180]  Basil Peirceau
[00:15:04.180 --> 00:15:07.060]  見到他的時候突然振作起來
[00:15:07.060 --> 00:15:09.860]  以為他畫了一個畫像
[00:15:09.860 --> 00:15:11.940]  雷格看見自己的肖像
[00:15:11.940 --> 00:15:13.620]  真是驚為天人
[00:15:13.620 --> 00:15:17.940]  他說:「我希望我的外形
[00:15:17.940 --> 00:15:20.980]  令我保持青春常駐
[00:15:20.980 --> 00:15:23.860]  如果有衰老邪惡
[00:15:23.860 --> 00:15:26.580]  由自己的肖像去承受
[00:15:26.580 --> 00:15:31.300]  我自己保持無邪
[00:15:31.300 --> 00:15:33.060]  不是人的笑容
[00:15:33.060 --> 00:15:36.340]  所有不好的東西歸在這個畫像裡面
[00:15:36.340 --> 00:15:38.580]  人看我的真人
[00:15:38.580 --> 00:15:40.180]  看不出的
[00:15:40.180 --> 00:15:44.100]  是無邪、笑容可谷
[00:15:44.100 --> 00:15:48.340]  有一次隔雷做了一件很邪惡的事
[00:15:48.340 --> 00:15:50.660]  他特意回到家的閣樓
[00:15:50.660 --> 00:15:51.700]  本來已經鎖上了
[00:15:51.700 --> 00:15:54.180]  打開開鎖
[00:15:54.180 --> 00:15:57.140]  看一看那幅畫
[00:15:57.140 --> 00:15:58.500]  突然間他很驚
[00:15:58.500 --> 00:16:01.380]  那幅畫竟然那個樣子
[00:16:01.380 --> 00:16:04.900]  嘴角是陰陰的笑
[00:16:04.900 --> 00:16:06.820]  真的
[00:16:06.820 --> 00:16:09.380]  原來我做的壞事
[00:16:09.380 --> 00:16:10.900]  我的靈魂不舒服
[00:16:10.900 --> 00:16:13.940]  但同時留在那個畫像裡面
[00:16:13.940 --> 00:16:17.700]  那個畫都有記號的
[00:16:17.700 --> 00:16:18.980]  但是
[00:16:18.980 --> 00:16:21.380]  因為他有刺毛孔
[00:16:21.380 --> 00:16:25.380]  因為靈魂的傷害是不護形於色
[00:16:25.380 --> 00:16:28.180]  他就有刺毛孔
[00:16:28.180 --> 00:16:29.780]  生活荒蕩
[00:16:29.780 --> 00:16:30.980]  荒誕不羈
[00:16:30.980 --> 00:16:32.740]  惡事做盡
[00:16:32.740 --> 00:16:35.620]  要求一己肉慾的歡愉
[00:16:35.620 --> 00:16:41.300]  而容貌是永遠被人看見是瘦美青春迷人
[00:16:41.300 --> 00:16:42.500]  然而
[00:16:42.500 --> 00:16:44.340]  他的靈魂
[00:16:44.340 --> 00:16:47.620]  好像關在閣樓的俊美少年
[00:16:47.620 --> 00:16:50.500]  每天越來越衰老
[00:16:50.500 --> 00:16:53.460]  邪惡和難看
[00:16:53.460 --> 00:16:57.380]  有一天他對畫他的肖像的裴素說
[00:16:57.380 --> 00:16:59.380]  為了這幅像
[00:16:59.380 --> 00:17:00.580]  我漂亮的像
[00:17:00.580 --> 00:17:03.300]  我可不可以重新來過
[00:17:03.300 --> 00:17:04.980]  我愛我的肖像
[00:17:04.980 --> 00:17:07.140]  我要好好做人
[00:17:07.140 --> 00:17:08.660]  不過
[00:17:08.660 --> 00:17:10.660]  肖像的樣子
[00:17:10.660 --> 00:17:12.500]  還是越來越差
[00:17:12.500 --> 00:17:14.260]  為什麼呢?
[00:17:14.260 --> 00:17:15.860]  因為雷格
[00:17:15.860 --> 00:17:20.420]  因為格雷不是猛然醒悟悔改
[00:17:20.420 --> 00:17:23.620]  他是為了保持肖像的完美
[00:17:23.620 --> 00:17:26.420]  他仍然是追求虛榮和自戀
[00:17:26.420 --> 00:17:28.260]  不是悔改
[00:17:28.260 --> 00:17:34.740]  最後他竟然用刀刺死為他畫像的畫家裴素
[00:17:34.740 --> 00:17:36.740]  並且用同一張刀
[00:17:36.740 --> 00:17:41.780]  劃破他不能接受又老又醜又邪惡的肖像
[00:17:41.780 --> 00:17:42.980]  正是這個時候
[00:17:42.980 --> 00:17:46.500]  可怕的結局終於發生了
[00:17:46.500 --> 00:17:48.340]  格雷突然間變得瘋狂
[00:17:48.340 --> 00:17:51.460]  在閣樓傳來恐怖的叫聲
[00:17:51.460 --> 00:17:53.780]  令人不寒而慄
[00:17:53.780 --> 00:17:55.620]  僕人急急召來警察
[00:17:55.620 --> 00:18:00.660]  門打開之後發現地上一個又老又醜的死屍
[00:18:00.660 --> 00:18:05.620]  如果不是手上的戒指根本認不出這個就是格雷
[00:18:05.620 --> 00:18:14.660]  而畫家上面出現一位瘦美迷人的少年的肖像
[00:18:14.660 --> 00:18:19.700]  我第一次看這個小說的時候很震撼
[00:18:19.700 --> 00:18:22.100]  我們親近神
[00:18:22.100 --> 00:18:24.340]  神就親近我們
[00:18:24.340 --> 00:18:26.340]  以祂的念光
[00:18:26.340 --> 00:18:29.540]  光照我們
[00:18:29.540 --> 00:18:33.060]  這個同時也是漫長的日子
[00:18:33.060 --> 00:18:36.260]  基督的來臨沒人知道
[00:18:36.260 --> 00:18:40.180]  這個日子是一個漫長的朝聖路
[00:18:40.180 --> 00:18:44.740]  充滿試探和信心的煎熬
[00:18:44.740 --> 00:18:50.820]  就好像耶穌被殺埋在地下等候復活的三天
[00:18:50.820 --> 00:18:54.740]  有很多不信、很多懷疑、很多失望
[00:18:54.740 --> 00:18:57.460]  門徒在那段時間失望
[00:18:57.460 --> 00:19:01.940]  有些是重操過瘾回去打魚
[00:19:01.940 --> 00:19:04.580]  書信經課臨前一章第八節講到
[00:19:04.580 --> 00:19:08.820]  「他必見過你們到底」
[00:19:08.820 --> 00:19:11.140]  「到底」的意思就是說
[00:19:11.140 --> 00:19:14.020]  是一段漫長的路
[00:19:14.020 --> 00:19:18.180]  叫你們在我們主耶穌基督的日子無可責備
[00:19:18.180 --> 00:19:23.140]  彼得前書第二章第二節都提及
[00:19:23.140 --> 00:19:25.300]  我們要愛慕那純淨的靈脈
[00:19:25.300 --> 00:19:27.780]  像柴生的鷹鞋愛慕那一樣
[00:19:27.780 --> 00:19:32.020]  要我們因此漸長以致得救
[00:19:32.020 --> 00:19:35.700]  得救不是一刻的決定
[00:19:35.700 --> 00:19:39.140]  是一生的刺手
[00:19:39.140 --> 00:19:42.260]  天路下在漫漫長的朝聖路上
[00:19:42.260 --> 00:19:44.260]  難免有時迷失方向
[00:19:44.260 --> 00:19:46.100]  誤入歧途
[00:19:46.100 --> 00:19:49.780]  不時要調教生命的焦點
[00:19:49.780 --> 00:19:51.940]  參加教會聚會
[00:19:51.940 --> 00:19:54.980]  會幫助我們重新聚焦
[00:19:54.980 --> 00:19:57.860]  舊約經課預向亞書六十四章一至九節
[00:19:57.860 --> 00:20:00.100]  就是聚會時的祈禱
[00:20:00.100 --> 00:20:02.420]  是一個哀歌
[00:20:02.420 --> 00:20:04.980]  在祈禱中向上帝禱告
[00:20:04.980 --> 00:20:10.100]  求上帝臨到中間聽他們禱告
[00:20:10.100 --> 00:20:12.260]  第二點我要講的是
[00:20:12.260 --> 00:20:14.660]  耶穌在善
[00:20:14.660 --> 00:20:17.140]  Jesus on line
[00:20:17.140 --> 00:20:18.820]  這個很時髦
[00:20:18.820 --> 00:20:20.100]  耶穌在善
[00:20:20.100 --> 00:20:22.580]  Jesus on line
[00:20:22.580 --> 00:20:24.180]  耶穌復活
[00:20:24.180 --> 00:20:26.180]  用了四十日
[00:20:26.180 --> 00:20:28.180]  與門徒談論天國的道理
[00:20:28.180 --> 00:20:31.540]  之後升天到父神的右邊
[00:20:31.540 --> 00:20:32.740]  坐著為王
[00:20:32.740 --> 00:20:34.180]  直到終末
[00:20:34.180 --> 00:20:36.100]  被天君天使續擁
[00:20:36.100 --> 00:20:38.820]  復臨大地
[00:20:38.820 --> 00:20:41.540]  耶穌升天到父那裡
[00:20:41.540 --> 00:20:46.260]  其實不是缺席這個世界
[00:20:46.260 --> 00:20:48.340]  是求父親聖靈來到
[00:20:48.340 --> 00:20:50.260]  與我們同在
[00:20:50.260 --> 00:20:52.660]  用現代的說話來講
[00:20:52.660 --> 00:20:54.580]  基督只不過在升天之後
[00:20:54.580 --> 00:21:00.180]  不在善下實體與我們面對面
[00:21:00.180 --> 00:21:01.620]  我們講善下
[00:21:01.620 --> 00:21:03.700]  就好像大家在善下
[00:21:03.700 --> 00:21:05.380]  off line
[00:21:05.380 --> 00:21:06.660]  升天之後的基督
[00:21:06.660 --> 00:21:10.020]  只不過是不在善下實體
[00:21:10.020 --> 00:21:11.860]  被我們的眼睛看到
[00:21:11.860 --> 00:21:14.260]  我們可以透過善上
[00:21:14.260 --> 00:21:17.620]  憑信心透過聖徒的伴隨
[00:21:17.620 --> 00:21:20.820]  好像大家崇拜一樣
[00:21:20.820 --> 00:21:23.380]  聖徒的伴隨聚集
[00:21:23.380 --> 00:21:25.220]  聖道的宣講
[00:21:25.220 --> 00:21:27.140]  聖禮的施行
[00:21:27.140 --> 00:21:32.100]  耶穌與我們臨在
[00:21:32.100 --> 00:21:34.900]  顯現給我們看到
[00:21:34.900 --> 00:21:37.300]  如果我們從
[00:21:37.300 --> 00:21:40.660]  耶穌第二次來臨那一點
