
[00:00:00.000 --> 00:00:02.000]  各位電視節目 你們好
[00:01:44.460 --> 00:01:47.320]  但上帝使用的是安提阿教會
[00:01:47.320 --> 00:01:53.280]  一個離開耶路撒冷北邊幾百里外的外邦城市
[00:01:53.280 --> 00:01:56.880]  在當時羅馬帝國裏面
[00:01:56.880 --> 00:01:59.160]  除了羅馬城當然是最大
[00:01:59.160 --> 00:02:02.740]  接著就是埃及的亞歷山大是第二大
[00:02:02.740 --> 00:02:06.460]  接著第三大的城市就是安提阿城市
[00:02:06.460 --> 00:02:08.840]  上帝簡宣這個地方成為了
[00:02:08.840 --> 00:02:13.500]  所有差傳工作的一個起始點
[00:02:13.500 --> 00:02:17.760]  但是為什麼特別神簡宣安提阿教會呢
[00:02:17.760 --> 00:02:21.020]  當然我們很難直接有一個肯定的答案
[00:02:21.020 --> 00:02:22.460]  聖經沒有說的
[00:02:22.460 --> 00:02:25.340]  不過從它怎樣成立呢
[00:02:25.340 --> 00:02:29.620]  大概我們見到為什麼上帝簡宣安提阿教會
[00:02:29.620 --> 00:02:31.680]  十一章就是剛才我們讀經文
[00:02:31.680 --> 00:02:33.280]  今天跟大家分享的聖經
[00:02:33.280 --> 00:02:36.920]  十九到三十節就是講安提阿教會怎樣成立的
[00:02:36.920 --> 00:02:40.220]  我就希望從這個地方來看
[00:02:40.220 --> 00:02:41.920]  神很使用這間教會
[00:02:41.920 --> 00:02:44.540]  如果用回大家的年題
[00:02:44.540 --> 00:02:47.100]  就是他們肯心意更新
[00:02:47.100 --> 00:02:50.400]  所以神使用這間教會
[00:02:50.400 --> 00:02:54.720]  司徒傳十一章十九節開始
[00:02:54.720 --> 00:02:58.420]  哪些因事提反的事
[00:02:58.420 --> 00:03:00.800]  遭患難四散的門徒
[00:03:00.800 --> 00:03:03.800]  這句話不知道大家有沒有印象
[00:03:03.800 --> 00:03:06.400]  大約出現過呢
[00:03:06.400 --> 00:03:07.800]  有沒有印象
[00:03:07.800 --> 00:03:09.200]  因為我對你們不是太認識
[00:03:09.200 --> 00:03:11.720]  不知道你們熟不熟悉聖經
[00:03:11.720 --> 00:03:14.340]  如果不熟悉聖經有兩個選擇
[00:03:14.340 --> 00:03:17.160]  一個就是繼續回教會查經班主要學
[00:03:17.160 --> 00:03:19.540]  另外一個就是播錄神學院報讀的課程
[00:03:19.540 --> 00:03:23.020]  我們有些普及課程給你熟悉聖經和神學
[00:03:23.020 --> 00:03:26.360]  請你考慮一下
[00:03:26.360 --> 00:03:33.400]  如果你有聖經請你回到第八章
[00:03:33.400 --> 00:03:36.140]  第八章我們時間關係只是讀第四節
[00:03:36.140 --> 00:03:38.860]  司徒傳第八章第四節
[00:03:38.860 --> 00:03:40.180]  剛才的影片是沒有的
[00:03:40.180 --> 00:03:43.460]  哪些分散的人往各處傳讀
[00:03:43.460 --> 00:03:48.120]  原來在第七章記載一個殉道者事提反
[00:03:48.120 --> 00:03:49.920]  是第一個教會被殺的
[00:03:49.920 --> 00:03:54.700]  信仰被亂石打死的一位殉道者事提反
[00:03:54.700 --> 00:03:57.840]  這件事寫了之後很多人就走了
[00:03:57.840 --> 00:04:00.960]  特別在耶路撒冷的信徒更加面對逼迫
[00:04:00.960 --> 00:04:02.100]  所以他們就到處走
[00:04:02.100 --> 00:04:04.020]  有些人走去撒瑪利亞
[00:04:04.020 --> 00:04:06.740]  第八章就記載撒瑪利亞
[00:04:06.740 --> 00:04:08.860]  然後記載了一段時間之後
[00:04:08.860 --> 00:04:11.500]  就回到今天我們看的經文第十一章十個節
[00:04:11.500 --> 00:04:14.020]  平衡地有些人走去撒瑪利亞
[00:04:14.020 --> 00:04:16.820]  也有些人走去安提厄
[00:04:16.820 --> 00:04:24.620]  當時的教會都好像很動蕩
[00:04:24.620 --> 00:04:31.280]  在自己生活和周圍環境都不友善的情況下
[00:04:31.280 --> 00:04:34.280]  他們怎樣去面對
[00:04:34.280 --> 00:04:36.040]  這裏記載十九節
[00:04:36.040 --> 00:04:39.100]  有些人去到安提厄
[00:04:39.100 --> 00:04:40.240]  然後特別一句說話
[00:04:40.240 --> 00:04:42.480]  他們不向別人講道
[00:04:42.480 --> 00:04:44.160]  只向猶太人講
[00:04:44.160 --> 00:04:46.560]  這個大家都很容易明白
[00:04:46.560 --> 00:04:49.280]  你想想我們的中國人
[00:04:49.280 --> 00:04:52.200]  去到其他海外的城市
[00:04:52.200 --> 00:04:53.320]  溫哥華也好
[00:04:53.320 --> 00:04:54.160]  悉尼也好
[00:04:54.160 --> 00:04:55.800]  或者倫敦也好
[00:04:55.800 --> 00:04:59.080]  如果他們肯向其他華人傳福音
[00:04:59.080 --> 00:05:00.920]  已經很熱心了
[00:05:00.920 --> 00:05:02.720]  特別新移民
[00:05:02.720 --> 00:05:07.240]  去到新地方
[00:05:07.240 --> 00:05:09.160]  你自己生活都安定下來
[00:05:09.160 --> 00:05:10.560]  在這樣的情況
[00:05:10.560 --> 00:05:11.560]  或者這麼說
[00:05:11.560 --> 00:05:14.080]  當時這裏記載的耶路撒冷的人
[00:05:14.080 --> 00:05:15.720]  分散走難的時候
[00:05:15.720 --> 00:05:17.000]  他們比我們處境更加困難
[00:05:17.000 --> 00:05:19.080]  因為他們走難
[00:05:19.080 --> 00:05:22.680]  他們是避了猶太人的迫害走
[00:05:22.680 --> 00:05:23.680]  所以在這樣的情況下
[00:05:23.680 --> 00:05:25.600]  他去到其他地方
[00:05:25.600 --> 00:05:28.160]  都向人傳福音
[00:05:28.160 --> 00:05:30.160]  是非常難得的
[00:05:30.160 --> 00:05:32.120]  這裏說他們不向其他人講
[00:05:32.120 --> 00:05:33.640]  只向猶太人
[00:05:33.640 --> 00:05:34.520]  同聲同氣
[00:05:34.520 --> 00:05:35.080]  同文化
[00:05:35.080 --> 00:05:36.000]  或者近文化
[00:05:36.000 --> 00:05:37.560]  是容易很多的
[00:05:37.560 --> 00:05:39.640]  我在外國讀書的時候
[00:05:39.640 --> 00:05:41.640]  我一直都是拿著香港護照
[00:05:41.640 --> 00:05:43.560]  我沒有其他的護照
[00:05:43.560 --> 00:05:47.920]  不過在過去很多年的時間讀書
[00:05:47.920 --> 00:05:49.840]  我真的很少
[00:05:49.840 --> 00:05:50.760]  不是沒有真的很少
[00:05:50.760 --> 00:05:51.920]  比例上很少
[00:05:51.920 --> 00:05:56.720]  看見華人會向非華人傳福音
[00:05:56.720 --> 00:05:57.720]  譬如向黑人
[00:05:57.720 --> 00:05:58.600]  向白人
[00:05:58.600 --> 00:06:00.320]  或者向西班牙人
[00:06:00.320 --> 00:06:00.840]  是有的
[00:06:00.840 --> 00:06:02.800]  不過是相當少數
[00:06:02.800 --> 00:06:03.720]  特別是第一代
[00:06:03.720 --> 00:06:04.320]  即是說
[00:06:04.320 --> 00:06:05.520]  他本地的話
[00:06:05.520 --> 00:06:07.200]  都可能不是講得最
[00:06:07.200 --> 00:06:09.840]  大家的口音是相同的
[00:06:09.840 --> 00:06:12.840]  都願意向其他人作見證
[00:06:12.840 --> 00:06:13.320]  是有的
[00:06:13.320 --> 00:06:14.240]  不過是相當少數
[00:06:14.240 --> 00:06:16.280]  大部份積極的信徒
[00:06:16.280 --> 00:06:17.760]  都是向華人
[00:06:17.760 --> 00:06:19.160]  向同聲同氣
[00:06:19.160 --> 00:06:20.480]  這裏有類似的情況
[00:06:20.480 --> 00:06:22.920]  他們同樣的向那裏傳福音
[00:06:22.920 --> 00:06:24.160]  不過聖經沒有停下來的
[00:06:24.160 --> 00:06:24.920]  二十節說
[00:06:24.920 --> 00:06:26.920]  「但內中有居比路和古利內人
[00:06:26.920 --> 00:06:28.000]  他們到了安提河
[00:06:28.000 --> 00:06:30.400]  也向希利利人傳講主耶穌」
[00:06:30.400 --> 00:06:32.400]  這裏有幾個地方我解釋一下
[00:06:32.400 --> 00:06:33.720]  居比路是一個城市
[00:06:33.720 --> 00:06:35.240]  現在多數譯作塞浦路斯
[00:06:35.240 --> 00:06:37.720]  是一個海島
[00:06:37.720 --> 00:06:39.720]  然後古利內人是北非的地方
[00:06:39.720 --> 00:06:40.240]  即是說
[00:06:40.240 --> 00:06:41.520]  在耶路撒冷走出來的人
[00:06:41.520 --> 00:06:43.040]  可能他們種種原因
[00:06:43.040 --> 00:06:46.480]  有些是這樣的背景的人
[00:06:46.480 --> 00:06:47.320]  詳情我不多說了
[00:06:47.320 --> 00:06:49.080]  在第二章五重節的時間
[00:06:49.080 --> 00:06:50.080]  很多來自這些地方的人
[00:06:50.080 --> 00:06:51.360]  去到耶路撒冷之後
[00:06:51.360 --> 00:06:52.480]  他們信主留在那裏
[00:06:52.480 --> 00:06:54.120]  可能是這些部份的人
[00:06:54.120 --> 00:06:56.800]  所以他們有比較外國的經驗
[00:06:56.800 --> 00:06:58.840]  他們到了安提安
[00:06:58.840 --> 00:07:00.480]  不單止好像其他人那樣
[00:07:00.480 --> 00:07:01.560]  去近文化人傳福音
[00:07:01.560 --> 00:07:03.960]  可能他們的背景比較容易
[00:07:03.960 --> 00:07:06.320]  所以亦都向希利利人傳福音
[00:07:06.320 --> 00:07:07.800]  希利利人是舊的翻譯
[00:07:07.800 --> 00:07:10.680]  新的翻譯多數是希臘人傳福音
[00:07:10.680 --> 00:07:11.760]  還有解釋的
[00:07:11.760 --> 00:07:14.880]  希臘人不是一個希臘國家的人
[00:07:14.880 --> 00:07:16.040]  希臘人是什麽呢
[00:07:16.040 --> 00:07:18.360]  希臘人在士堂傳的用法
[00:07:18.360 --> 00:07:20.720]  即是指非猶太人
[00:07:20.720 --> 00:07:24.160]  因為當時在地中海一帶地方
[00:07:24.160 --> 00:07:27.720]  國際語言是希臘話
[00:07:27.720 --> 00:07:28.840]  你試一下想一想
[00:07:28.840 --> 00:07:31.520]  大家想一想當時的背景
[00:07:31.520 --> 00:07:33.880]  2000年前羅馬帝國之下
[00:07:33.880 --> 00:07:39.880]  羅馬帝國是用什麽語言的
[00:07:39.880 --> 00:07:41.320]  這些經文很快就會讀過去
[00:07:41.320 --> 00:07:44.160]  但是想一想可能會豐富很多
[00:07:44.160 --> 00:07:47.480]  羅馬帝國用什麽語言呢
[00:07:47.480 --> 00:07:49.120]  大家有沒有印象
[00:07:49.120 --> 00:07:51.000]  是用拉丁文的
[00:07:51.000 --> 00:07:53.240]  不是用希臘文的
[00:07:53.240 --> 00:07:56.880]  所以在羅馬帝國羅馬世界之下
[00:07:56.880 --> 00:08:00.840]  為什麽要向希臘人傳福音
[00:08:00.840 --> 00:08:05.440]  原因是當時在士堂傳的時代
[00:08:05.440 --> 00:08:08.760]  國際語言依然是希臘文
[00:08:08.760 --> 00:08:11.080]  希臘在大約主前百多年的時間
[00:08:11.080 --> 00:08:13.200]  已經被羅馬帝國打敗了
[00:08:13.200 --> 00:08:16.080]  但是希臘的文化源遠猶長
[00:08:16.080 --> 00:08:19.080]  所以繼續在影響一般的人
[00:08:19.080 --> 00:08:20.720]  直至到一世紀末
[00:08:20.720 --> 00:08:23.880]  即是士堂傳之後的大約多幾十年的時間
[00:08:23.880 --> 00:08:27.360]  拉丁文才慢慢成爲所謂國際語言
[00:08:27.360 --> 00:08:28.640]  所以當時都用希臘文
[00:08:28.640 --> 00:08:30.240]  你看一下整個《新約聖經》
[00:08:30.240 --> 00:08:33.680]  27本《新約聖經》的書都是用希臘文寫成的
[00:08:33.680 --> 00:08:35.040]  當他說希利利人
[00:08:35.040 --> 00:08:36.720]  或者講希利利話的意思
[00:08:36.720 --> 00:08:38.160]  就不是希臘國家的人
[00:08:38.160 --> 00:08:41.880]  有一點像我們中文講的西人
[00:08:41.880 --> 00:08:44.720]  西人就不是一個國家叫西國
[00:08:44.720 --> 00:08:46.920]  所以他們講那些人叫西人
[00:08:46.920 --> 00:08:48.360]  西人是一個統稱
[00:08:48.360 --> 00:08:50.440]  是指東方國度來講
[00:08:50.440 --> 00:08:52.200]  是西方人就是西人
[00:08:52.200 --> 00:08:54.000]  同樣地非猶太人
[00:08:54.000 --> 00:08:56.880]  他們叫那些不是猶太人的叫什麽呢
[00:08:56.880 --> 00:08:58.640]  就是叫希利利人
[00:08:58.640 --> 00:09:00.360]  就是說是講國際語言的
[00:09:00.360 --> 00:09:02.880]  跟我們不同的外邦人
[00:09:02.880 --> 00:09:08.440]  你看到這裏有一個非常美麗的榜樣
[00:09:08.440 --> 00:09:11.240]  當這班人逃難的時候
[00:09:11.240 --> 00:09:14.400]  有些人突破了自己的限制
[00:09:14.400 --> 00:09:16.760]  有些人突破了甚至是文化
[00:09:16.760 --> 00:09:19.400]  或者自己的習慣的限制
[00:09:19.400 --> 00:09:22.600]  向其他人作見證
[00:09:22.600 --> 00:09:24.560]  你看看《新約聖經》
[00:09:24.560 --> 00:09:25.640]  接下來的那一節
[00:09:25.640 --> 00:09:29.120]  第21節
[00:09:29.120 --> 00:09:31.920]  《新約聖經》有好幾處這樣的地方
[00:09:31.920 --> 00:09:33.000]  當這件事發生之後
[00:09:33.000 --> 00:09:35.880]  好像一個作者在舞台的後面
[00:09:35.880 --> 00:09:37.480]  走出來前台
[00:09:37.480 --> 00:09:39.320]  跟你講幾句話
[00:09:39.320 --> 00:09:40.240]  第一句是
[00:09:40.240 --> 00:09:42.400]  主與他們同在
[00:09:42.400 --> 00:09:45.760]  信而歸主的人就很多了
[00:09:45.760 --> 00:09:47.280]  是一個comment來的
[00:09:47.280 --> 00:09:49.080]  不是一個事跡本身
[00:09:49.080 --> 00:09:50.360]  不過是一個comment來的
[00:09:50.360 --> 00:09:52.600]  是一個作者的註腳來的
[00:09:52.600 --> 00:09:54.840]  註腳就是因為他們這樣
[00:09:54.840 --> 00:09:57.200]  所以神賜福給他們
[00:09:57.200 --> 00:10:00.800]  人數就增多了
[00:10:00.800 --> 00:10:06.240]  兄弟姐妹 我不知道你有沒有留意到
[00:10:06.240 --> 00:10:10.760]  其實你跟我都有很多框框和習慣
[00:10:10.760 --> 00:10:14.360]  不知道你同不同意
[00:10:14.360 --> 00:10:17.040]  年紀越大框框越多
[00:10:17.040 --> 00:10:18.600]  我很承認
[00:10:18.600 --> 00:10:21.040]  習慣了很難改
[00:10:21.040 --> 00:10:22.520]  例如什麼框框呢
[00:10:22.520 --> 00:10:23.800]  例如你有沒有留意到
[00:10:23.800 --> 00:10:25.320]  你自己進來這個禮堂
[00:10:25.320 --> 00:10:27.520]  進來這個地方聚會
[00:10:27.520 --> 00:10:28.800]  都是差不多坐的位置
[00:10:28.800 --> 00:10:29.920]  有沒有留意到
[00:10:29.920 --> 00:10:31.400]  我不知道是不是
[00:10:31.400 --> 00:10:33.680]  不是的 有些人周圍坐的
[00:10:33.680 --> 00:10:36.720]  我見過有些人坐在這裏
[00:10:36.720 --> 00:10:39.440]  有個新朋友來到
[00:10:39.440 --> 00:10:40.920]  不知道那個位置被人坐慣了
[00:10:40.920 --> 00:10:41.760]  坐在這裏
[00:10:41.760 --> 00:10:43.000]  為什麼坐在那個位置
[00:10:43.000 --> 00:10:44.440]  好像畫了位置
[00:10:44.440 --> 00:10:46.360]  有些習慣
[00:10:46.360 --> 00:10:48.280]  例如
[00:10:48.280 --> 00:10:54.200]  如果你一直都很怕講普通話
[00:10:54.200 --> 00:10:55.840]  你會不會在一個普通話
[00:10:55.840 --> 00:10:59.360]  一個國內的人去講福音呢
[00:10:59.360 --> 00:11:00.200]  是比較難的
[00:11:00.200 --> 00:11:03.800]  因為你要很艱難才能突破
[00:11:03.800 --> 00:11:04.800]  我在其他場合都講過
[00:11:04.800 --> 00:11:06.680]  我是見證的
[00:11:06.680 --> 00:11:08.520]  我自己很怕講普通話
[00:11:08.520 --> 00:11:12.360]  結果上帝很幽默地改變了我這個框框
[00:11:12.360 --> 00:11:13.840]  你總有一些框框令到你
[00:11:13.840 --> 00:11:16.120]  好像覺得不是我的
[00:11:16.120 --> 00:11:19.200]  或者我判斷我不會做這件事的
[00:11:19.200 --> 00:11:21.680]  但當這班安提柯的
[00:11:21.680 --> 00:11:24.160]  走難當中的猶太人
[00:11:24.160 --> 00:11:26.000]  他們去到安提柯的時間
[00:11:26.000 --> 00:11:28.360]  他們突破了自己的框框
[00:11:28.360 --> 00:11:31.040]  在他自己的限制裏面
[00:11:31.040 --> 00:11:32.120]  他都沒有這樣做
[00:11:32.120 --> 00:11:33.800]  開始了福音工作
[00:11:33.800 --> 00:11:37.760]  這班人就成為安提柯教會的第一批信徒
[00:11:37.760 --> 00:11:39.080]  而最難得的這班人
[00:11:39.080 --> 00:11:40.320]  在聖經裏面記載
[00:11:40.320 --> 00:11:42.280]  是連一個名字都沒有的
[00:11:42.280 --> 00:11:43.600]  是一班無名的英雄
[00:11:43.600 --> 00:11:44.640]  不過他留下
[00:11:44.640 --> 00:11:47.680]  他是非常好的榜樣
[00:11:47.680 --> 00:11:52.160]  影響教會很深遠
[00:11:52.160 --> 00:11:52.600]  很多年前
[00:11:52.600 --> 00:11:55.000]  當我在美國讀書的時候
[00:11:55.000 --> 00:11:56.760]  有一間華人教會開始
[00:11:56.760 --> 00:11:58.400]  我差不多同期跟他們一起開始
[00:11:58.400 --> 00:11:59.840]  因為當時剛剛去到讀書
[00:11:59.840 --> 00:12:01.800]  他們都沒有其他目者
[00:12:01.800 --> 00:12:07.080]  我跟他們一起差不多開始教會
[00:12:07.080 --> 00:12:10.600]  當我開始第一次跟他們講道的時間
[00:12:10.600 --> 00:12:12.640]  我都分享了一件事
[00:12:12.640 --> 00:12:16.080]  其實我們現在在寫歷史
[00:12:16.080 --> 00:12:18.080]  開始那班人
[00:12:18.080 --> 00:12:21.720]  差不多定了教會一個很重要的文化
[00:12:21.720 --> 00:12:23.560]  很重要的基礎
[00:12:23.560 --> 00:12:26.000]  如果我們強調
[00:12:26.000 --> 00:12:26.720]  是傳福音的
[00:12:26.720 --> 00:12:30.480]  教會就很自然地跟下去有傳福音的
[00:12:30.480 --> 00:12:34.200]  正如我以前牧養的教會
[00:12:34.200 --> 00:12:36.040]  那時候叫油麻地道真堂
[00:12:36.040 --> 00:12:37.280]  現在改叫嘉南道真堂
[00:12:37.280 --> 00:12:39.440]  因為轉了地方
[00:12:39.440 --> 00:12:41.520]  我發現當我剛剛去做傳道人的時候
[00:12:41.520 --> 00:12:45.160]  教會差不多100%的信徒
[00:12:45.160 --> 00:12:47.120]  都受到奉獻
[00:12:47.120 --> 00:12:49.440]  100%其實那時候只有幾十人
[00:12:49.440 --> 00:12:51.920]  比較容易一點
[00:12:51.920 --> 00:12:55.920]  這個傳統一直跟著很久的
[00:12:55.920 --> 00:12:59.960]  但是如果教會在某個位置慢慢放下了
[00:12:59.960 --> 00:13:03.920]  或者有些人不願意突破了自己的習慣
[00:13:03.920 --> 00:13:06.240]  這些傳統就慢慢改變
[00:13:06.240 --> 00:13:07.560]  更嚴重一點
[00:13:07.560 --> 00:13:10.000]  開始的時間
[00:13:10.000 --> 00:13:11.840]  我們設定的位置設定得不好
[00:13:11.840 --> 00:13:17.920]  就慢慢越走越在自己的框框裏面
[00:13:17.920 --> 00:13:20.080]  要改變自己很艱難
[00:13:20.080 --> 00:13:22.400]  但是這班突破自己的信徒
[00:13:22.400 --> 00:13:23.920]  開始安排教會
[00:13:23.920 --> 00:13:26.640]  神賜福他們 接著人數增加了
[00:13:26.640 --> 00:13:29.120]  22節好像把鏡頭一轉
[00:13:29.120 --> 00:13:29.920]  轉到哪裏呢?
[00:13:29.920 --> 00:13:32.000]  轉到他們的舞會在耶路撒冷
[00:13:32.000 --> 00:13:35.240]  即是南下幾百米外面的耶路撒冷
[00:13:35.240 --> 00:13:37.160]  他們聽見風聲就派人去了
[00:13:37.160 --> 00:13:38.000]  派誰去呢?
[00:13:38.000 --> 00:13:40.000]  派巴拿巴去
[00:13:40.000 --> 00:13:43.120]  巴拿巴可能有居比路的背景
[00:13:43.120 --> 00:13:44.560]  塞浦路斯的背景
[00:13:44.560 --> 00:13:48.000]  或者他在教會當中是一個德高望重
[00:13:48.000 --> 00:13:49.840]  被人信任的人
[00:13:49.840 --> 00:13:50.880]  幸好是派巴拿巴
[00:13:50.880 --> 00:13:53.000]  巴拿巴真是一個很難得的人
[00:13:53.000 --> 00:13:54.440]  他被稱為「勸慰之子」
[00:13:54.440 --> 00:13:56.040]  很懂得安慰人的
[00:13:56.040 --> 00:13:58.240]  他去到的時間
[00:13:58.240 --> 00:14:00.080]  第23節
[00:14:00.080 --> 00:14:02.280]  這節很感動我的聖經
[00:14:02.280 --> 00:14:04.280]  看你讀一次你覺得感不感動
[00:14:04.280 --> 00:14:06.160]  23節請你一起讀
[00:14:06.160 --> 00:14:07.760]  他到了那裏
[00:14:07.760 --> 00:14:11.080]  看見神所賜的恩就歡喜
[00:14:11.080 --> 00:14:12.280]  圈免眾人
[00:14:12.280 --> 00:14:15.480]  立定心志行久靠主
[00:14:15.480 --> 00:14:18.360]  為什麼這節聖經特別感動我呢?
[00:14:18.360 --> 00:14:21.920]  我曾經在年輕的時間
[00:14:21.920 --> 00:14:22.720]  在神學院畢業
[00:14:22.720 --> 00:14:26.280]  在一間社會的教會學習
[00:14:26.280 --> 00:14:27.720]  做傳道人
[00:14:27.720 --> 00:14:29.320]  這間教會是未曾自立的
[00:14:29.320 --> 00:14:31.160]  就是我剛才所說的
[00:14:31.160 --> 00:14:32.680]  叫做油麻地道真堂
[00:14:32.680 --> 00:14:34.680]  博道會的油麻地道真堂
[00:14:34.680 --> 00:14:36.120]  幾年之後
[00:14:36.120 --> 00:14:37.640]  在母會祝福之下
[00:14:37.640 --> 00:14:39.680]  成長可以獨立
[00:14:39.680 --> 00:14:43.440]  在整個過程裏面
[00:14:43.440 --> 00:14:44.840]  我有很深的感受
[00:14:44.840 --> 00:14:46.480]  特別讀這節聖經文的時間
[00:14:46.480 --> 00:14:48.040]  我有很深的感受
[00:14:48.040 --> 00:14:51.560]  這個從所謂母會耶路撒冷派來的人
[00:14:51.560 --> 00:14:53.040]  到了安提安的時候
[00:14:53.040 --> 00:14:54.680]  聖經很簡單記載
[00:14:54.680 --> 00:14:56.240]  但是非常重要
[00:14:56.240 --> 00:14:57.160]  字字珠記
[00:14:57.160 --> 00:14:58.280]  這裏說什麼呢?
[00:14:58.280 --> 00:14:59.440]  到了那裏
[00:14:59.440 --> 00:15:07.120]  他看見神所賜的恩就歡喜
[00:15:07.120 --> 00:15:10.120]  你可能還沒有像我一樣感動
[00:15:10.120 --> 00:15:13.520]  我很感動這句說話
[00:15:13.520 --> 00:15:16.160]  巴拿巴被母會差派過去之後
[00:15:16.160 --> 00:15:18.800]  他不是看見這間教會
[00:15:18.800 --> 00:15:22.440]  是不是跟著耶路撒冷的方式去建立
[00:15:22.440 --> 00:15:24.120]  他們崇拜的模式
[00:15:24.120 --> 00:15:27.760]  是不是跟著耶路撒冷猶太人的模式
[00:15:27.760 --> 00:15:28.960]  他們聚會的時間
[00:15:28.960 --> 00:15:30.480]  雖然是外邦人為主
[00:15:30.480 --> 00:15:32.280]  但是有沒有用猶太人
[00:15:32.280 --> 00:15:34.480]  顧念那些其他的
[00:15:34.480 --> 00:15:36.840]  可能當中的本身
[00:15:36.840 --> 00:15:38.160]  耶路撒冷走難的猶太人
[00:15:38.160 --> 00:15:40.000]  用回那些話
[00:15:40.000 --> 00:15:42.440]  他們的行政的工作
[00:15:42.440 --> 00:15:44.640]  他們的報道的方法
[00:15:44.640 --> 00:15:49.160]  會不會跟我們耶路撒冷差不多
[00:15:49.160 --> 00:15:52.600]  這些都不是巴拿巴的觀點
[00:15:52.600 --> 00:15:53.720]  巴拿巴看的是
[00:15:53.720 --> 00:15:56.880]  究竟這裏有沒有上帝的作為
[00:15:56.880 --> 00:15:59.560]  有沒有上帝的恩
[00:15:59.560 --> 00:16:01.080]  這樣的領袖
[00:16:01.080 --> 00:16:05.280]  能夠帶著整間教會走在神的心意當中
[00:16:05.280 --> 00:16:09.400]  作為領袖我們很容易想穩定局勢
[00:16:09.400 --> 00:16:14.720]  大家最好是蕭規蕭盡
[00:16:14.720 --> 00:16:16.600]  大家做我們差不多的事情
[00:16:16.600 --> 00:16:18.240]  就不會有太多的抱怨
[00:16:18.240 --> 00:16:19.760]  有抱怨的時候
[00:16:19.760 --> 00:16:20.560]  就說過往都是這樣做的
[00:16:20.560 --> 00:16:21.560]  一直都是這樣做的
[00:16:21.560 --> 00:16:24.920]  這樣容易很多
[00:16:24.920 --> 00:16:28.880]  但是巴拿巴沒有拿耶路撒冷的框框
[00:16:28.880 --> 00:16:31.840]  套在安提哥這間新成立的教會上
[00:16:31.840 --> 00:16:33.360]  他看什麼呢
[00:16:33.360 --> 00:16:35.000]  他看神的恩
[00:16:35.000 --> 00:16:36.240]  今天我們看工作的時候
[00:16:36.240 --> 00:16:37.600]  我們看什麼呢
[00:16:37.600 --> 00:16:39.920]  我們看究竟他是否跟隨我們的方法
[00:16:39.920 --> 00:16:45.960]  是否滿滿我們領袖班的心願
[00:16:45.960 --> 00:16:49.240]  但是巴拿巴留下一個非常美麗的榜樣
[00:16:49.240 --> 00:16:51.520]  他看的是神的恩
[00:16:51.520 --> 00:16:55.960]  接著他就歡喜了
[00:16:55.960 --> 00:16:58.880]  這句話真的很輕描淡寫地說
[00:16:58.880 --> 00:17:01.320]  如果他們做的方法
[00:17:01.320 --> 00:17:02.720]  你看到上帝的工作
[00:17:02.720 --> 00:17:05.960]  不過和你自己過往習慣不同的
