
[00:00:00.000 --> 00:00:02.300]  願獨人口中的言語
[00:07:31.200 --> 00:07:34.200]  如果大家有聖經可以打開看看
[00:07:34.200 --> 00:07:36.200]  羅馬書的第十二章
[00:07:36.200 --> 00:07:38.000]  要提出
[00:07:38.000 --> 00:07:42.200]  在基督裏面的新生活應該是怎麼樣
[00:07:42.200 --> 00:07:45.400]  就好像我們買了一個新的產品回來
[00:07:45.400 --> 00:07:46.600]  我們不懂得用
[00:07:46.600 --> 00:07:49.000]  我們要去看看說明書
[00:07:49.000 --> 00:07:52.000]  羅馬書的第十二章就是這一段
[00:07:52.000 --> 00:07:54.800]  在基督裏面新生活的說明書
[00:07:54.800 --> 00:07:57.200]  你應該怎樣來做
[00:07:57.200 --> 00:07:59.200]  顯示你一個基督徒
[00:07:59.200 --> 00:08:01.800]  在基督裏面你一個新的開始
[00:08:01.800 --> 00:08:04.000]  有一種新的行為
[00:08:04.000 --> 00:08:06.400]  生活的榜樣
[00:08:06.400 --> 00:08:11.000]  說完這個行為的守則之後
[00:08:11.000 --> 00:08:13.400]  在第十三章就提到了
[00:08:13.400 --> 00:08:15.600]  我們要去信服掌權
[00:08:15.600 --> 00:08:19.800]  以最大的愛心來行事
[00:08:19.800 --> 00:08:22.400]  保羅提出新的生活
[00:08:22.400 --> 00:08:24.600]  提出要信服掌權
[00:08:24.600 --> 00:08:28.000]  甚至是以最大的愛心來行事
[00:08:28.000 --> 00:08:29.000]  其實
[00:08:29.000 --> 00:08:32.200]  他說的這一切最後要指向哪裡呢?
[00:08:32.200 --> 00:08:34.200]  就是我們今天所看的這個部分
[00:08:34.200 --> 00:08:38.000]  第十三章的十一至第十四節
[00:08:38.000 --> 00:08:40.600]  是因為這個關鍵的日子
[00:08:40.600 --> 00:08:42.800]  重要的時刻將要到了
[00:08:42.800 --> 00:08:45.600]  所以我們在基督裏面有新的生活
[00:08:45.600 --> 00:08:48.400]  所以為什麼我們要信服掌權
[00:08:48.400 --> 00:08:51.800]  為什麼要用一個最大的愛心來行事
[00:08:51.800 --> 00:08:56.600]  因為最後我們要面對的是基督的審判
[00:08:56.600 --> 00:08:58.200]  是祂的再臨
[00:08:58.200 --> 00:09:01.000]  一切都會改變過來
[00:09:01.000 --> 00:09:05.000]  通常在這些重要的日子來到之前
[00:09:05.000 --> 00:09:06.800]  所有的人
[00:09:06.800 --> 00:09:08.000]  大部分的人
[00:09:08.000 --> 00:09:10.000]  都會額外留心
[00:09:10.000 --> 00:09:13.000]  會做很多準備的功夫
[00:09:13.000 --> 00:09:16.000]  其中在我們的日常生活裏面
[00:09:16.000 --> 00:09:18.600]  經歷最多的是什麼呢?
[00:09:18.600 --> 00:09:22.800]  就是籌備一個結婚
[00:09:22.800 --> 00:09:28.000]  當一些青年人準備進入婚姻的時候
[00:09:28.000 --> 00:09:32.600]  現在他們會進行一個婚前輔導
[00:09:32.600 --> 00:09:38.800]  看看究竟兩個人是否各方面都適合進入婚姻當中
[00:09:38.800 --> 00:09:41.800]  然後他們就要來找婚宴的場地
[00:09:41.800 --> 00:09:43.400]  不過通常都會相反的
[00:09:43.400 --> 00:09:45.600]  先確定找不找到婚宴的場地
[00:09:45.600 --> 00:09:49.000]  然後就會確定什麼時候結婚
[00:09:49.000 --> 00:09:52.200]  這些基本的事情做妥之後
[00:09:52.200 --> 00:09:54.200]  另外一些很重要的任務
[00:09:54.200 --> 00:09:56.200]  就在結婚之前一定要進行
[00:09:56.200 --> 00:09:57.200]  是什麼呢?
[00:09:57.200 --> 00:09:59.200]  操練身體
[00:09:59.200 --> 00:10:02.400]  大家平時可能會看到一些朋友
[00:10:02.400 --> 00:10:05.600]  他們的生活都有一些顛倒
[00:10:05.600 --> 00:10:06.800]  又不太注意飲食
[00:10:06.800 --> 00:10:09.200]  但是一知道準備要結婚
[00:10:09.200 --> 00:10:10.800]  當場就完全不同了
[00:10:10.800 --> 00:10:16.600]  準新郎就盼望將肚腩變回腹肌
[00:10:16.600 --> 00:10:20.000]  希望拍照的時候比較英偉
[00:10:20.000 --> 00:10:25.200]  然後準新娘就當然要不斷去做各種的護膚
[00:10:25.200 --> 00:10:26.400]  扮靚
[00:10:26.400 --> 00:10:30.800]  務求拍照的時候是一生中最漂亮的時候
[00:10:30.800 --> 00:10:33.200]  除了這些是外在之外
[00:10:33.200 --> 00:10:36.400]  所有這一切缺了錢是不能夠的
[00:10:36.400 --> 00:10:38.600]  所以就積極的儲錢
[00:10:38.600 --> 00:10:40.400]  積極的死省死抵
[00:10:40.400 --> 00:10:41.600]  因為有一個目標
[00:10:41.600 --> 00:10:43.800]  結婚之後可能就不用這麼節省了
[00:10:43.800 --> 00:10:46.400]  除非要繼續來到宮樓
[00:10:46.400 --> 00:10:48.200]  這是另外一個日子了
[00:10:48.200 --> 00:10:53.600]  總之大費周章就是為了這一生當中最重要的時候
[00:10:53.600 --> 00:10:56.400]  這個就是重要的日子來到之前
[00:10:56.400 --> 00:10:57.800]  你要做的準備
[00:10:57.800 --> 00:10:59.400]  而這個也是
[00:10:59.400 --> 00:11:01.000]  保羅說了這麼多的事情
[00:11:01.000 --> 00:11:04.400]  就是為了我們將要面對的一個
[00:11:04.400 --> 00:11:07.000]  你想不到的日子出現的時候
[00:11:07.000 --> 00:11:12.000]  你究竟可不可以來面對基督呢?
[00:11:12.000 --> 00:11:16.000]  如果我們要迎向這個光明的日子
[00:11:16.000 --> 00:11:17.200]  重要的日子
[00:11:17.200 --> 00:11:21.200]  我們就不再可以活在一個醉生夢死的生活裡面
[00:11:21.200 --> 00:11:23.200]  我們需要醒覺
[00:11:23.200 --> 00:11:26.600]  需要警醒等候
[00:11:26.600 --> 00:11:29.600]  所以在第十一節一開始就告訴大家
[00:11:29.600 --> 00:11:31.600]  還有你們要知道
[00:11:31.600 --> 00:11:36.000]  現在正是該從睡夢中醒來的時候了
[00:11:36.000 --> 00:11:38.400]  不要再睡了
[00:11:38.400 --> 00:11:41.400]  你知不知道這是什麼時候?
[00:11:41.400 --> 00:11:43.200]  可能是大難臨頭了
[00:11:43.200 --> 00:11:46.800]  你還想著睡覺?
[00:11:46.800 --> 00:11:48.800]  保羅這一番話
[00:11:48.800 --> 00:11:53.600]  其實跟當時的社會狀況很有關係
[00:11:53.600 --> 00:11:55.400]  當時的狀況
[00:11:55.400 --> 00:11:59.000]  像不像一個末日將要來到的時候呢?
[00:11:59.000 --> 00:12:01.600]  看來其實是不像的
[00:12:01.600 --> 00:12:04.000]  但是當我們知道歷史的時候
[00:12:04.000 --> 00:12:05.600]  我們就知道
[00:12:05.600 --> 00:12:07.800]  保羅在說這句話的時候
[00:12:07.800 --> 00:12:09.800]  對於基督徒來說
[00:12:09.800 --> 00:12:12.400]  極大艱難的日子
[00:12:12.400 --> 00:12:15.400]  很快就會出現
[00:12:15.400 --> 00:12:17.800]  我們看羅馬書的簡介
[00:12:17.800 --> 00:12:20.000]  大家如果從聖經
[00:12:20.000 --> 00:12:24.200]  你看羅馬書第一章前面就有羅馬書的簡介
[00:12:24.200 --> 00:12:26.000]  羅馬書大概寫成的時候
[00:12:26.000 --> 00:12:29.800]  就在主後的五十年中期左右的時間
[00:12:29.800 --> 00:12:34.000]  在這個時間有兩個很重要的羅馬皇帝在位
[00:12:34.000 --> 00:12:36.800]  首先第一個叫做克羅帝
[00:12:36.800 --> 00:12:41.200]  在我們以往的譯本裡面就叫做甲魯貂
[00:12:41.200 --> 00:12:45.000]  在《少羅行傳》第十八章第二節
[00:12:45.000 --> 00:12:46.400]  是有提及的
[00:12:46.400 --> 00:12:50.400]  當克羅帝羅馬的君王在位的時候
[00:12:50.400 --> 00:12:52.200]  他曾經做過一件事
[00:12:52.200 --> 00:12:59.200]  就是驅逐羅馬境內的猶太人離開羅馬
[00:12:59.200 --> 00:13:03.000]  為什麼要將他們驅逐呢?
[00:13:03.000 --> 00:13:05.600]  其中一個很重要的原因就是
[00:13:05.600 --> 00:13:08.000]  克羅帝這個羅馬皇帝
[00:13:08.000 --> 00:13:10.000]  開初對於猶太人來說
[00:13:10.000 --> 00:13:12.000]  都是一個相當寬容的
[00:13:12.000 --> 00:13:14.000]  他是羅馬的皇帝
[00:13:14.000 --> 00:13:17.600]  當然他對猶太人可以是很不客氣的
[00:13:17.600 --> 00:13:21.400]  因為猶太人只不過是一個殖民地
[00:13:21.400 --> 00:13:25.600]  一個被所謂戰勝了的民族
[00:13:25.600 --> 00:13:28.000]  羅馬人是一等的公民
[00:13:28.000 --> 00:13:29.200]  高高在上
[00:13:29.200 --> 00:13:33.200]  這些猶太人其實是可以不值一提
[00:13:33.200 --> 00:13:37.200]  但是克羅帝對於猶太人來說都是相當寬容
[00:13:37.200 --> 00:13:41.600]  但後來猶太人對於羅馬政府的抗拒是越來越厲害
[00:13:41.600 --> 00:13:43.400]  結果引發了蘇聯
[00:13:43.400 --> 00:13:49.800]  而克羅帝就將這些在羅馬境內的猶太人驅逐出境
[00:13:49.800 --> 00:13:55.000]  當克羅帝落任離世之後
[00:13:55.000 --> 00:13:56.600]  繼任的是誰呢?
[00:13:56.600 --> 00:14:00.600]  就是在羅馬歷史上一個相當殘暴的君王
[00:14:00.600 --> 00:14:01.800]  就叫做尼祿
[00:14:01.800 --> 00:14:03.800]  他就繼位了
[00:14:03.800 --> 00:14:07.200]  尼祿繼位的初期
[00:14:07.200 --> 00:14:10.400]  很多猶太人認為這個皇帝
[00:14:10.400 --> 00:14:17.200]  似乎沒有克羅帝對於猶太人這麼苛刻
[00:14:17.200 --> 00:14:19.200]  但是保羅就看見
[00:14:19.200 --> 00:14:21.800]  其實這個尼祿是很可怕的
[00:14:21.800 --> 00:14:25.600]  他要去提醒那些非猶太人的基督徒
[00:14:25.600 --> 00:14:32.200]  要看著猶太人之前面對過羅馬皇帝的那種對待
[00:14:32.200 --> 00:14:34.600]  要以此為鑑
[00:14:34.600 --> 00:14:37.800]  他們最大的困擾在什麼事上呢?
[00:14:37.800 --> 00:14:41.600]  他們最大的困擾就是在交稅這個問題的事上
[00:14:41.600 --> 00:14:43.600]  出現了很多很多的問題
[00:14:43.600 --> 00:14:49.200]  也都很不想將這個稅收交給羅馬政府
[00:14:49.200 --> 00:14:53.000]  當然這個和羅馬稅收的制度是有關的
[00:14:53.000 --> 00:14:56.800]  結果保羅就在第十三章一開始提到
[00:14:56.800 --> 00:14:59.400]  在上有權柄的人人要信服
[00:14:59.400 --> 00:15:03.400]  不過很可惜這一句通常會被人斷章取義
[00:15:03.400 --> 00:15:08.000]  就是說基督徒一定要向在上掌權要信服
[00:15:08.000 --> 00:15:09.000]  不問情由
[00:15:09.000 --> 00:15:13.200]  但其實如果我們看清楚整段經文的上文下理
[00:15:13.200 --> 00:15:15.800]  也都了解他的歷史背景就知道
[00:15:15.800 --> 00:15:19.000]  基督徒一定不會不問情由來信服掌權的
[00:15:19.000 --> 00:15:20.200]  如果是的話
[00:15:20.200 --> 00:15:26.000]  在耶穌出世不久希律下格殺令的時候
[00:15:26.000 --> 00:15:28.600]  約瑟、瑪利亞不應該走
[00:15:28.600 --> 00:15:29.800]  要信服掌權
[00:15:29.800 --> 00:15:32.800]  皇帝要你死那你就要被殺了
[00:15:32.800 --> 00:15:34.000]  但為什麼要逃走呢?
[00:15:34.000 --> 00:15:38.400]  很明顯一定是違反了所謂的皇的命令
[00:15:38.400 --> 00:15:41.800]  所以如果我們只是這樣來斷章取義很危險
[00:15:41.800 --> 00:15:44.800]  我們看完整段的教導就知道了
[00:15:44.800 --> 00:15:47.600]  在這一段的教導裡面特別提到
[00:15:47.600 --> 00:15:51.000]  最後在第七節提到
[00:15:51.000 --> 00:15:54.000]  就是處理一個交稅的問題
[00:15:54.000 --> 00:15:58.000]  就是說在這些不是和德行上有關的事情
[00:15:58.000 --> 00:16:01.200]  是作為一個平民百姓
[00:16:01.200 --> 00:16:05.000]  向管理你的政權來交稅
[00:16:05.000 --> 00:16:08.400]  在一個正常的情況下是應該進行的
[00:16:08.400 --> 00:16:12.600]  所以為什麼連耶穌在福音書裡面的教導
[00:16:12.600 --> 00:16:15.600]  都處理一個所謂上帝歸上帝
[00:16:15.600 --> 00:16:17.200]  該殺的歸該殺
[00:16:17.200 --> 00:16:19.400]  但也有很多人解錯了
[00:16:19.400 --> 00:16:21.200]  以為將這兩樣東西分開
[00:16:21.200 --> 00:16:22.000]  不是的
[00:16:22.000 --> 00:16:23.800]  難道該殺可以比上帝大
[00:16:23.800 --> 00:16:25.200]  可以和上帝平起平坐
[00:16:25.200 --> 00:16:26.600]  當然不是的
[00:16:26.600 --> 00:16:29.200]  就是說你向上帝所盡的一切
[00:16:29.200 --> 00:16:30.200]  你應該盡
[00:16:30.200 --> 00:16:32.400]  所有一切都在上帝裡面
[00:16:32.400 --> 00:16:35.000]  但是在地上你一些很基本的責任
[00:16:35.000 --> 00:16:36.200]  你都可以去回應
[00:16:36.200 --> 00:16:38.600]  和你的信仰是沒有衝突的
[00:16:38.600 --> 00:16:42.800]  所以當我們去了解了整個教導的時候就明白
[00:16:42.800 --> 00:16:45.600]  保羅最想提醒大家的就是
[00:16:45.600 --> 00:16:47.800]  我們不是要去為了
[00:16:47.800 --> 00:16:51.200]  特意去抗拒這個政權去搞任何的東西
[00:16:51.200 --> 00:16:53.200]  我們是按照著
[00:16:53.200 --> 00:16:55.600]  這個正常的情況底下
[00:16:55.600 --> 00:16:57.400]  來面對一個政權
[00:16:57.400 --> 00:16:58.600]  是沒有問題的
[00:16:58.600 --> 00:17:00.200]  最重要的就是我們要知道
[00:17:00.200 --> 00:17:02.200]  究竟這個是什麼時候
[00:17:02.200 --> 00:17:03.800]  我們有沒有醒覺
[00:17:03.800 --> 00:17:05.800]  我們繼續所做的一切
[00:17:05.800 --> 00:17:10.800]  是不是按照著我們將要向基督所交的帳呢
[00:17:10.800 --> 00:17:13.200]  如果這個末後的日子
[00:17:13.200 --> 00:17:16.600]  我們要更加謹慎自己所做的一切
[00:17:16.600 --> 00:17:20.600]  是不是能夠向上帝作出這個教導
[00:17:20.600 --> 00:17:23.200]  當這個羅馬的皇位
[00:17:23.200 --> 00:17:25.800]  去到尼祿的時候
[00:17:25.800 --> 00:17:30.000]  尼祿為了去建更豪華的皇宮
[00:17:30.000 --> 00:17:33.600]  他不惜來火燒這個羅馬城
[00:17:33.600 --> 00:17:37.000]  而將這個罪名推在基督徒的身上
[00:17:37.000 --> 00:17:40.200]  對於基督徒進行極大的迫害
[00:17:40.200 --> 00:17:43.000]  這個在羅馬的歷史裡面
[00:17:43.000 --> 00:17:44.200]  對於基督徒來說
[00:17:44.200 --> 00:17:47.400]  是一個非常慘烈的一段日子
[00:17:47.400 --> 00:17:50.600]  在一個這樣苦不堪言的時候
[00:17:50.600 --> 00:17:53.000]  本來就要去提醒信徒
[00:17:53.000 --> 00:17:54.600]  我們要去留心
[00:17:54.600 --> 00:17:56.800]  不要以為美好的日子
[00:17:56.800 --> 00:17:58.800]  是可以永遠的長存
[00:17:58.800 --> 00:18:02.200]  不要以為有一個君王對你好的時候
[00:18:02.200 --> 00:18:04.800]  就等於一切都沒有問題
[00:18:04.800 --> 00:18:06.600]  原來所有的東西
[00:18:06.600 --> 00:18:09.600]  可以在一夜之間消失
[00:18:09.600 --> 00:18:11.600]  如果我們將我們的指望
[00:18:11.600 --> 00:18:14.200]  放在地上的政權的話
[00:18:14.200 --> 00:18:18.000]  最終可能我們會面對很大的痛苦
[00:18:18.000 --> 00:18:19.200]  這樣的提醒
[00:18:19.200 --> 00:18:21.200]  對於我們今時今日
[00:18:21.200 --> 00:18:23.800]  在這個地方作為基督徒
[00:18:23.800 --> 00:18:26.000]  都是一個很大的提醒
[00:18:26.000 --> 00:18:29.600]  我們有沒有看到這個日子
[00:18:29.600 --> 00:18:31.600]  出現在我們的眼前
[00:18:31.600 --> 00:18:34.400]  我們是不是還在一個睡夢當中
[00:18:34.400 --> 00:18:37.800]  我們是不是還沉醉在一個所謂
[00:18:37.800 --> 00:18:41.200]  去顧著享樂的日子
[00:18:41.200 --> 00:18:43.800]  究竟這些所謂的盛世
[00:18:43.800 --> 00:18:45.800]  是不是可以永久的呢?
[00:18:45.800 --> 00:18:47.200]  我們將我們的眼目
[00:18:47.200 --> 00:18:48.600]  將我們的盼望
[00:18:48.600 --> 00:18:52.400]  放在地上還是在天上呢?
[00:18:52.400 --> 00:18:55.400]  當一個掌權的人遠離上帝的時候
[00:18:55.400 --> 00:18:58.200]  我們可以怎樣呢?
[00:18:58.200 --> 00:19:01.400]  從前我們以為不會發生在香港的事
[00:19:01.400 --> 00:19:02.600]  在過去幾個月
[00:19:02.600 --> 00:19:05.000]  是不斷的來到發生
[00:19:05.000 --> 00:19:06.600]  我們要醒來
[00:19:06.600 --> 00:19:09.600]  因為這個黑暗的日子
[00:19:09.600 --> 00:19:11.000]  痛苦的日子
[00:19:11.000 --> 00:19:13.600]  亦都是預告我們要知道
[00:19:13.600 --> 00:19:14.800]  得救的日子
[00:19:14.800 --> 00:19:17.800]  可能很快就會出現
[00:19:17.800 --> 00:19:18.800]  在平穩的日子
[00:19:18.800 --> 00:19:20.800]  我們每一個人生活都是如常的
[00:19:20.800 --> 00:19:21.800]  我們上學
[00:19:21.800 --> 00:19:23.200]  我們上班
