
[00:00:00.000 --> 00:00:02.500]  能夠一同的敬拜是好得無比
[00:04:04.500 --> 00:04:08.700]  但情況就是人著實是橫行霸道
[00:04:08.700 --> 00:04:12.200]  不斷傷害其他的受造物
[00:04:12.300 --> 00:04:17.000]  所以生態環境變得軟弱 甚至在控訴我們
[00:04:17.000 --> 00:04:20.500]  面對這樣的情況 我們怎樣回應呢
[00:04:20.500 --> 00:04:24.300]  聖經這本很重要的經典
[00:04:24.300 --> 00:04:28.000]  基督徒的回應就是 我們是相信新天新地的
[00:04:28.000 --> 00:04:34.100]  其中的意思就是 將來現今整個世界都可以更新
[00:04:34.100 --> 00:04:40.200]  因為神創造的權能 在那次創造大地就停了
[00:04:40.200 --> 00:04:45.200]  沒有 繼續創造的更新是發生的
[00:04:45.200 --> 00:04:47.900]  創造的權能沒有終止的
[00:04:47.900 --> 00:04:50.500]  它進入我們人的生命裡面
[00:04:50.500 --> 00:04:55.900]  叫我們參與創造的更新的工作
[00:04:55.900 --> 00:05:00.700]  所以當我們基督徒說要講環境的保護的時候
[00:05:00.700 --> 00:05:04.600]  我們不單單要聽科學家的說法
[00:05:04.600 --> 00:05:07.000]  我們也要講我們的信仰
[00:05:07.000 --> 00:05:09.400]  我們的信仰的實踐
[00:05:09.700 --> 00:05:14.500]  我們是信由新天新地
[00:05:14.500 --> 00:05:17.900]  在現實的生活當中 具體來講
[00:05:17.900 --> 00:05:22.400]  我們要思想我們的衣食住行的方式
[00:05:22.400 --> 00:05:26.700]  我們的方式是否都是關心其他受造物的需要
[00:05:26.700 --> 00:05:32.700]  我們要過減薄和節制的正確的生活
[00:05:32.700 --> 00:05:39.600]  我們不要剝削 剝奪傷害其他受造物的需要
[00:05:39.700 --> 00:05:41.800]  不要傷害周圍的人
[00:05:41.800 --> 00:05:47.200]  我們要承認我們和所有的受造物都是受造物
[00:05:47.200 --> 00:05:52.200]  我們得到每日的供應是神的恩惠
[00:05:52.200 --> 00:05:55.900]  這是我們上次所學習的
[00:05:55.900 --> 00:05:57.900]  希望我們慢慢記得
[00:05:57.900 --> 00:05:59.700]  我們繼續暗暗尋尋
[00:05:59.700 --> 00:06:03.300]  希望我們記得 讓這個信息在生命裡面
[00:06:03.300 --> 00:06:05.300]  我們在牽手煮餐之前
[00:06:05.300 --> 00:06:07.900]  我們一同繼續領受神給我們的信息
[00:06:07.900 --> 00:06:09.200]  我們同心圖告
[00:06:10.200 --> 00:06:12.700]  親愛的主 多謝你給我們眾弟兄姊妹們
[00:06:12.700 --> 00:06:15.700]  能夠在你的聖所當中 敬拜你
[00:06:15.700 --> 00:06:16.900]  在當中休息
[00:06:16.900 --> 00:06:19.200]  在當中親近你
[00:06:19.200 --> 00:06:22.900]  在當中朝見你的榮面
[00:06:22.900 --> 00:06:24.900]  我們真的經歷了你的同在
[00:06:24.900 --> 00:06:26.600]  求你給我們弟兄姊妹們
[00:06:26.600 --> 00:06:28.400]  今天在牽手煮餐的當中
[00:06:28.400 --> 00:06:29.900]  被我們聽到的當中
[00:06:29.900 --> 00:06:32.800]  在讚美的當中 祈禱的當中
[00:06:32.800 --> 00:06:35.200]  我們經歷了你的同在
[00:06:35.200 --> 00:06:38.200]  你是那位至高的真神
[00:06:39.200 --> 00:06:40.900]  是我們所敬畏
[00:06:40.900 --> 00:06:42.900]  是我們所愛的
[00:06:42.900 --> 00:06:44.800]  我們的禱告是
[00:06:44.800 --> 00:06:46.500]  「奉主耶穌 基督名之求」
[00:06:46.500 --> 00:06:47.700]  阿們
[00:06:47.700 --> 00:06:50.600]  二零二三年
[00:06:50.600 --> 00:06:53.300]  我們的教會會說到
[00:06:53.300 --> 00:06:58.700]  「基督是主 與受造萬物結連」
[00:06:58.700 --> 00:06:59.700]  希望我們記得
[00:06:59.700 --> 00:07:02.000]  所以我們會關心我們的信仰
[00:07:02.000 --> 00:07:03.900]  和受造萬物的關係
[00:07:03.900 --> 00:07:05.400]  我們會想一些問題
[00:07:05.400 --> 00:07:08.400]  就是說神和大自然有什麼關係呢
[00:07:09.200 --> 00:07:13.100]  有人和受造物和其他受造物有什麼關係呢
[00:07:13.100 --> 00:07:15.900]  我們有什麼道德責任
[00:07:15.900 --> 00:07:17.600]  去關心這個地球呢
[00:07:17.600 --> 00:07:19.100]  所以沒錯
[00:07:19.100 --> 00:07:21.000]  我們必然會說道德
[00:07:21.000 --> 00:07:24.100]  不過我們不是從道德開始
[00:07:24.100 --> 00:07:28.100]  我們不是從道德的萬物開始
[00:07:28.100 --> 00:07:31.400]  我們從信仰的基礎開始
[00:07:31.400 --> 00:07:33.800]  記住 是信仰的基礎
[00:07:33.800 --> 00:07:36.800]  我們會從聖經開始
[00:07:37.500 --> 00:07:39.400]  我們去領受明白
[00:07:39.400 --> 00:07:42.400]  神那種神聖的創造的策略
[00:07:42.400 --> 00:07:46.600]  我們看看創造和神之間的關係
[00:07:46.600 --> 00:07:48.400]  那幅畫是怎樣
[00:07:48.400 --> 00:07:49.800]  記住那幅畫
[00:07:49.800 --> 00:07:51.200]  在今天的早上
[00:07:51.200 --> 00:07:53.900]  我們一起去看詩篇一百零四篇
[00:07:53.900 --> 00:07:55.500]  詩篇一百零四篇
[00:07:55.500 --> 00:07:57.900]  如果你說環境愛護的詩篇
[00:07:57.900 --> 00:07:58.800]  就記住這個
[00:07:58.800 --> 00:08:00.500]  是很重要的經文
[00:08:00.500 --> 00:08:02.700]  這段的經文
[00:08:02.700 --> 00:08:04.800]  這個詩篇可以分為五部份
[00:08:04.800 --> 00:08:07.100]  我們今早會讀一至二十六節
[00:08:07.500 --> 00:08:08.900]  那我會請你們讀
[00:08:08.900 --> 00:08:10.300]  詩篇有讀
[00:08:10.300 --> 00:08:11.300]  我有讀
[00:08:11.300 --> 00:08:14.600]  第一部份是一至四節
[00:08:14.600 --> 00:08:17.800]  就是以讚美詩開始
[00:08:17.800 --> 00:08:20.800]  詩人就讚美天上的神
[00:08:20.800 --> 00:08:24.200]  就說耶和華是天上的君王
[00:08:24.200 --> 00:08:27.500]  披戴尊貴 威嚴和光明
[00:08:27.500 --> 00:08:29.300]  建造諸天
[00:08:29.300 --> 00:08:32.300]  騎在雲和風上面
[00:08:32.300 --> 00:08:37.100]  會使用閃電和風來實現祂的目的
[00:08:38.100 --> 00:08:38.700]  第一節
[00:08:38.700 --> 00:08:40.000]  我的心啊
[00:08:40.000 --> 00:08:42.100]  祢要稱眾耶和華
[00:08:42.100 --> 00:08:43.800]  耶和華我的神啊
[00:08:43.800 --> 00:08:45.100]  祢為至大
[00:08:45.100 --> 00:08:47.900]  祢以尊榮 威嚴為依
[00:08:47.900 --> 00:08:49.800]  披上亮光
[00:08:49.800 --> 00:08:51.100]  如披外袍
[00:08:51.100 --> 00:08:52.600]  鋪張窮倉
[00:08:52.600 --> 00:08:54.300]  如鋪萬紙
[00:08:54.300 --> 00:08:57.300]  在水中立樓閣的棟樑
[00:08:57.300 --> 00:08:59.700]  用雲彩為車鏈
[00:08:59.700 --> 00:09:02.100]  藉著風的翅膀而行
[00:09:02.100 --> 00:09:04.500]  以風為使者
[00:09:04.500 --> 00:09:07.000]  以火焰為卜翼
[00:09:08.200 --> 00:09:10.800]  接著第二部分是五節九節
[00:09:10.800 --> 00:09:14.600]  詩人就直接講做大地的創造
[00:09:14.600 --> 00:09:18.500]  就說耶和華是將大地立在根基的上面
[00:09:18.500 --> 00:09:21.600]  將地和水去分開
[00:09:21.600 --> 00:09:26.100]  耶和華將水鋪在地上面
[00:09:26.100 --> 00:09:32.300]  好像在床上披皮一樣
[00:09:32.300 --> 00:09:35.700]  第二部分結束是講到一個安慰
[00:09:36.000 --> 00:09:39.600]  就是地上所有的生物
[00:09:39.600 --> 00:09:43.700]  再不會遭受世界性的洪水
[00:09:43.700 --> 00:09:45.200]  請施班讀出
[00:09:45.200 --> 00:09:48.600]  將地立在根基上
[00:09:48.600 --> 00:09:50.600]  使地並不困擾
[00:09:50.600 --> 00:09:53.200]  祢用深邃遮蓋地面
[00:09:53.200 --> 00:09:54.600]  猶如衣裳
[00:09:54.600 --> 00:09:56.800]  諸水高過山嶺
[00:09:56.800 --> 00:09:58.400]  祢的斥責一發
[00:09:58.400 --> 00:09:59.900]  水就昏頭
[00:09:59.900 --> 00:10:01.600]  祢的雷聲一發
[00:10:01.600 --> 00:10:03.000]  水就昏頭
[00:10:03.000 --> 00:10:04.700]  諸山上升
[00:10:04.700 --> 00:10:06.200]  諸谷下沉
[00:10:06.200 --> 00:10:08.900]  可以為祂所立定主地
[00:10:08.900 --> 00:10:10.700]  祢的水月大下
[00:10:10.700 --> 00:10:12.500]  使水不能超越
[00:10:12.500 --> 00:10:15.200]  不再存活淹沒大地
[00:10:15.200 --> 00:10:21.700]  接著就是第三部分是講到水
[00:10:21.700 --> 00:10:24.000]  水滋潤大地
[00:10:24.000 --> 00:10:25.700]  泉水湧出
[00:10:25.700 --> 00:10:27.200]  流經山谷
[00:10:27.200 --> 00:10:31.000]  就樹能夠成長動物來飲水
[00:10:31.000 --> 00:10:32.400]  雨水落在山
[00:10:32.400 --> 00:10:34.300]  由山流落大地
[00:10:34.300 --> 00:10:36.000]  滋潤泉地
[00:10:36.000 --> 00:10:37.200]  請施班讀出
[00:10:37.200 --> 00:11:03.500]  第四部分很直接講到神供應大地的需要
[00:11:03.700 --> 00:11:05.600]  草就為生畜而生
[00:11:05.600 --> 00:11:08.000]  植物是為人所用
[00:11:08.000 --> 00:11:10.300]  油是洗臉發光
[00:11:10.300 --> 00:11:13.100]  酒是洗到人的心高興
[00:11:13.100 --> 00:11:15.700]  雀仔在樹木那裡捉巢
[00:11:15.700 --> 00:11:18.400]  高山是給山羊跳
[00:11:18.400 --> 00:11:22.400]  岩石給岩棺生活和玩
[00:11:22.400 --> 00:11:24.600]  月亮可以標誌季節
[00:11:24.600 --> 00:11:25.800]  太陽落山
[00:11:25.800 --> 00:11:28.600]  夜間的動物就出來活動
[00:11:28.600 --> 00:11:30.600]  當太陽升起的時候
[00:11:30.600 --> 00:11:34.000]  動物就撤退人就出場
[00:11:34.000 --> 00:11:35.200]  請大家讀出
[00:12:01.200 --> 00:12:03.700]  將你再現上大屋
[00:12:03.700 --> 00:12:13.400]  岩石為石
[00:12:13.400 --> 00:12:15.200]  你重生存
[00:12:15.200 --> 00:12:18.400]  你不知月亮一定會接
[00:12:18.400 --> 00:12:20.700]  太陽至至沉沉
[00:12:20.700 --> 00:12:23.000]  你做黑暗為夜
[00:12:23.000 --> 00:12:26.200]  流動的白袖就都爬出來
[00:12:26.200 --> 00:12:31.200]  小狀雪子敲鑫鼓鼓聲
[00:12:31.200 --> 00:12:32.800]  太陽的出現
[00:12:32.800 --> 00:12:34.500]  羞羞所避
[00:12:34.500 --> 00:12:36.500]  可惡在何去
[00:12:36.500 --> 00:12:38.200]  人卻去數落
[00:12:38.200 --> 00:12:40.200]  路路直路行
[00:12:40.200 --> 00:12:44.000]  一起讀聖經就是何等的美好
[00:12:44.000 --> 00:12:48.000]  在第五部分就二十四至二十六節
[00:12:48.000 --> 00:12:51.400]  是私人總結他對神的讚美
[00:12:51.400 --> 00:12:54.200]  就說神的工作真是多方面的
[00:12:54.200 --> 00:12:55.400]  何等的奇妙
[00:12:55.400 --> 00:12:58.800]  海洋充滿著不同的生物
[00:12:58.800 --> 00:13:02.900]  輪船在海上航行
[00:13:02.900 --> 00:13:07.300]  這個力威阿探
[00:13:07.300 --> 00:13:10.800]  說這個海上好像怪物一樣
[00:13:10.800 --> 00:13:13.200]  竟然在海上嬉戲
[00:13:13.200 --> 00:13:14.400]  在那裡玩
[00:13:14.400 --> 00:13:17.400]  拍打他巨大的尾巴
[00:13:17.400 --> 00:13:18.800]  二十四節
[00:13:18.800 --> 00:13:19.900]  耶和華
[00:13:19.900 --> 00:13:22.700]  你所做的何幾多
[00:13:22.700 --> 00:13:25.600]  都是用你智慧造成的
[00:13:25.600 --> 00:13:29.000]  全地遍滿了你所做之物
[00:13:29.000 --> 00:13:31.800]  那裡有海又大又廣
[00:13:31.800 --> 00:13:34.000]  其中有無數的動物
[00:13:34.000 --> 00:13:36.000]  大小活物都有
[00:13:36.000 --> 00:13:38.200]  那裡有船行走
[00:13:38.200 --> 00:13:41.900]  有你所做的力威阿探
[00:13:41.900 --> 00:13:45.100]  幽遊在其中
[00:13:45.100 --> 00:13:46.900]  剛才我們一起朗讀
[00:13:46.900 --> 00:13:48.600]  詩篇一百零四篇
[00:13:48.600 --> 00:13:49.600]  你聽見什麼
[00:13:49.600 --> 00:13:50.800]  看見什麼
[00:13:50.800 --> 00:13:53.400]  讀到什麼
[00:13:53.400 --> 00:13:55.200]  我們可以聽見
[00:13:55.200 --> 00:13:56.000]  看見
[00:13:56.000 --> 00:13:57.900]  讀到的就是
[00:13:57.900 --> 00:13:59.400]  一百零四篇
[00:13:59.400 --> 00:14:02.300]  和創世紀的第一章
[00:14:02.300 --> 00:14:04.100]  都是很多次
[00:14:04.100 --> 00:14:07.800]  是講到神怎麼看這個世界
[00:14:07.800 --> 00:14:09.200]  詩篇一百零四篇
[00:14:09.200 --> 00:14:11.300]  和創世紀的第一章
[00:14:11.300 --> 00:14:12.500]  就講到
[00:14:12.500 --> 00:14:16.300]  神看見一切的事物
[00:14:16.300 --> 00:14:18.900]  都是非常好的
[00:14:18.900 --> 00:14:19.800]  所以聖經說
[00:14:19.800 --> 00:14:22.600]  神看一切所做的事
[00:14:22.600 --> 00:14:25.800]  都非常好
[00:14:25.800 --> 00:14:27.700]  雖然詩篇一百零四篇
[00:14:27.700 --> 00:14:28.800]  沒有用這個字眼
[00:14:28.800 --> 00:14:29.600]  非常好
[00:14:29.600 --> 00:14:31.300]  但是它在整個
[00:14:31.300 --> 00:14:32.600]  這麼多節當中
[00:14:32.600 --> 00:14:34.300]  是確認神的創造
[00:14:34.300 --> 00:14:36.100]  是非常好的
[00:14:36.100 --> 00:14:39.800]  私人邀請我們一起去看世界
[00:14:39.800 --> 00:14:41.300]  經歷神
[00:14:41.300 --> 00:14:45.300]  能夠看見世界的美好
[00:14:45.300 --> 00:14:47.900]  這個是聖經的說話
[00:14:47.900 --> 00:14:50.300]  但是當我們去看的時候
[00:14:50.300 --> 00:14:51.300]  又去想的時候
[00:14:51.300 --> 00:14:53.100]  我們問
[00:14:53.100 --> 00:14:54.800]  我們是不是真的看見
[00:14:54.800 --> 00:14:57.700]  私人和神所看見的一切
[00:14:57.700 --> 00:14:59.300]  這麼好
[00:14:59.300 --> 00:15:02.600]  非常好
[00:15:02.600 --> 00:15:04.300]  當我們看這個世界的時候
[00:15:04.300 --> 00:15:05.600]  我們看到的是
[00:15:05.600 --> 00:15:08.600]  混亂 苦難 邪惡
[00:15:08.600 --> 00:15:10.300]  是不是
[00:15:10.300 --> 00:15:12.200]  事實上私人是看見
[00:15:12.200 --> 00:15:15.300]  混亂 苦難 邪惡的現實
[00:15:15.300 --> 00:15:17.800]  意識到生命的脆弱
[00:15:17.800 --> 00:15:19.700]  所以二十一節講到
[00:15:19.700 --> 00:15:21.600]  獅子四處找食物
[00:15:21.600 --> 00:15:25.500]  找那些可憐不幸的獵物
[00:15:25.500 --> 00:15:29.200]  恐懼和死亡在人和動物身上
[00:15:29.200 --> 00:15:31.000]  是常見的現實
[00:15:31.000 --> 00:15:32.300]  你又怕死
[00:15:32.300 --> 00:15:35.600]  動物又是怕死
[00:15:35.600 --> 00:15:38.200]  他又看見有地震
[00:15:38.200 --> 00:15:41.000]  和火山帶來的破壞
[00:15:41.000 --> 00:15:42.600]  三十二節
[00:15:42.600 --> 00:15:46.500]  私人又提到有罪人有惡人的
[00:15:46.500 --> 00:15:47.400]  三十五節就說
[00:15:47.400 --> 00:15:50.300]  願罪人從世上消滅
[00:15:50.300 --> 00:15:53.000]  願惡人歸於無由
[00:15:53.000 --> 00:15:55.600]  所以私人不是天真
[00:15:55.600 --> 00:15:58.000]  不是無知
[00:15:58.000 --> 00:15:59.400]  但是私人就說
[00:15:59.400 --> 00:16:03.500]  叫我們這些看見這個世界上
[00:16:03.500 --> 00:16:06.300]  是有混亂 苦難 邪惡的人
[00:16:06.300 --> 00:16:09.800]  重新再看看這個世界
[00:16:09.800 --> 00:16:13.100]  都看見這一切的美好
[00:16:13.100 --> 00:16:16.000]  看見神所看見的
[00:16:16.000 --> 00:16:18.000]  一切的美好
[00:16:18.000 --> 00:16:21.700]  因此人會很歡喜
[00:16:21.700 --> 00:16:22.700]  會讚美神
[00:16:22.700 --> 00:16:24.900]  所以第一節私人說
[00:16:24.900 --> 00:16:28.000]  我的心你要稱頌耶和華
[00:16:28.000 --> 00:16:30.000]  耶和華我的神
[00:16:30.000 --> 00:16:31.600]  你之為大
[00:16:31.600 --> 00:16:32.700]  第三十一節
[00:16:32.700 --> 00:16:35.800]  願耶和華的榮耀傳到永遠
[00:16:35.800 --> 00:16:36.700]  三十三節
[00:16:36.700 --> 00:16:39.000]  我一生要向耶和華唱詩
[00:16:39.000 --> 00:16:40.400]  我還活的時候
[00:16:40.400 --> 00:16:42.200]  要向我的神歌頌
[00:16:42.200 --> 00:16:44.100]  三十五節最後
[00:16:44.100 --> 00:16:49.500]  我的心你要稱頌耶和華
[00:16:49.500 --> 00:16:51.000]  開頭稱頌耶和華
[00:16:51.000 --> 00:16:52.000]  第一節
[00:16:52.000 --> 00:16:53.200]  三十五節
[00:16:53.200 --> 00:16:56.500]  我的心你要稱頌耶和華
[00:16:56.500 --> 00:16:57.800]  詩篇一百五十篇
[00:16:57.800 --> 00:16:59.100]  最後的又是說
[00:16:59.100 --> 00:17:04.500]  我的心你要稱頌耶和華
[00:17:04.500 --> 00:17:07.300]  所以私人邀請
[00:17:07.300 --> 00:17:11.500]  我們用神的眼光看世界
[00:17:11.500 --> 00:17:13.700]  看見一切
[00:17:13.700 --> 00:17:16.400]  看見世界的美好
[00:17:16.400 --> 00:17:20.300]  所以私人在一一零四篇是談及一切的
[00:17:20.300 --> 00:17:37.900]  光、天空、水、風、大地、山脈、山谷、山丘、野驢、野山羊、兔子、小獅子、雀仔、牛、植物、泥巴、鱗的雪蟲、觀、月亮、太陽、人、海洋、爬行的動物
[00:17:37.900 --> 00:17:44.700]  以及海怪、力、威、牙
[00:17:44.700 --> 00:17:47.100]  私人叫我們一起去看
[00:17:47.100 --> 00:17:48.700]  看看
[00:17:48.700 --> 00:17:52.000]  溪水由山坡流下
[00:17:52.000 --> 00:17:54.400]  會為野驢解渴
[00:17:54.400 --> 00:18:00.300]  葡萄藤是為人類生產肥美的葡萄子
[00:18:00.300 --> 00:18:02.500]  用來壓走
[00:18:02.500 --> 00:18:04.500]  樹木展開的枝葉
[00:18:04.500 --> 00:18:08.700]  是能夠被雀鳥捉巢
[00:18:08.700 --> 00:18:14.100]  花崗岩成為兔子藏身的駝石
[00:18:14.100 --> 00:18:15.900]  所以私人說在一切思想
[00:18:15.900 --> 00:18:17.700]  呼喚大家
[00:18:17.700 --> 00:18:20.700]  要觀看這個自然的世界
[00:18:20.700 --> 00:18:22.500]  研究它
[00:18:22.500 --> 00:18:26.800]  在當中看到神的印記
[00:18:26.800 --> 00:18:28.800]  所以私人在二十四節又說
[00:18:28.800 --> 00:18:29.800]  耶和華
[00:18:29.800 --> 00:18:32.500]  你所做的何其多
[00:18:32.500 --> 00:18:35.400]  都是用你的智慧造成的
[00:18:35.400 --> 00:18:38.400]  傳遞偏滿了你所做之物
[00:18:38.400 --> 00:18:39.800]  私人就說二十六節
[00:18:39.800 --> 00:18:41.800]  那裡有船走
[00:18:41.800 --> 00:18:44.200]  有你所做的力、威、阿探
[00:18:44.200 --> 00:18:46.800]  悠遊在當中
[00:18:46.800 --> 00:18:50.200]  這句的意思又可以這樣理解
[00:18:50.200 --> 00:18:51.900]  那裡有船
[00:18:51.900 --> 00:18:54.500]  有你所做的力、威、阿探
[00:18:54.500 --> 00:18:59.300]  在當中玩著
[00:18:59.300 --> 00:19:02.400]  或者一個相類似的意思又說
[00:19:02.400 --> 00:19:04.200]  那裡有船
[00:19:04.200 --> 00:19:09.900]  以及你叫那隻海怪去玩
[00:19:09.900 --> 00:19:13.000]  你跟它玩
[00:19:13.000 --> 00:19:17.700]  力、威、阿探是混亂的勢力
[00:19:17.700 --> 00:19:21.000]  相關的海怪
[00:19:21.000 --> 00:19:27.000]  你現在成為神的玩具
[00:19:27.000 --> 00:19:30.300]  海怪力、威、阿探在神的面前
[00:19:30.300 --> 00:19:33.500]  會變成像鯨魚那麼好看
[00:19:33.500 --> 00:19:35.800]  拍著尾巴在跳躍
[00:19:35.800 --> 00:19:37.100]  你看的時候說
[00:19:37.100 --> 00:19:40.000]  好好看
[00:19:40.000 --> 00:19:42.400]  所以人應該向那位能夠
[00:19:42.400 --> 00:19:45.400]  叫連這些海獸、海怪
[00:19:45.400 --> 00:19:48.300]  這些邪惡的力量的東西
[00:19:48.300 --> 00:19:52.300]  能夠讓它轉變這位的神
[00:19:52.300 --> 00:19:53.300]  我們要怎樣?
[00:19:53.300 --> 00:19:55.900]  打開我們的心門
[00:19:55.900 --> 00:19:58.300]  打開你的心門
[00:19:58.300 --> 00:20:00.600]  跟神和獅人一樣
[00:20:00.600 --> 00:20:03.700]  看見這世界的一切
[00:20:03.700 --> 00:20:05.800]  看見一切的美好
[00:20:05.800 --> 00:20:09.100]  當你看見世界一切的美好的時候
[00:20:09.100 --> 00:20:12.700]  這個世界的混亂、邪惡、苦難
[00:20:12.700 --> 00:20:17.000]  就變得蒼白、無力
[00:20:17.000 --> 00:20:19.800]  你就會在這個世界的複雜當中
[00:20:19.800 --> 00:20:22.100]  看見處處神的作為
[00:20:22.100 --> 00:20:24.900]  在混亂、在苦痛、在邪惡當中
[00:20:24.900 --> 00:20:28.800]  你看見更加深刻的美善
[00:20:28.800 --> 00:20:30.600]  每一次你在這個世界當中
[00:20:30.600 --> 00:20:31.600]  在這個環境當中
[00:20:31.600 --> 00:20:33.200]  你要體會到
[00:20:33.200 --> 00:20:35.600]  你是經歷著神的同在
[00:20:35.600 --> 00:20:38.100]  所以因此你可以跟獅人一起
[00:20:38.100 --> 00:20:41.000]  很開心、喜氣洋洋地說
[00:20:41.000 --> 00:20:42.600]  我的心
[00:20:42.600 --> 00:20:45.200]  你要稱眾耶和華
[00:20:45.200 --> 00:20:47.600]  哈利路亞
[00:20:47.600 --> 00:20:52.200]  因為你所看見一切的美好
[00:20:52.200 --> 00:20:54.800]  沒錯,有很多不好的東西在這裡
[00:20:54.800 --> 00:20:59.300]  不過你看見神所創造一切的美好
[00:20:59.300 --> 00:21:02.300]  你看見神在當中
[00:21:02.300 --> 00:21:06.300]  你看見神所創造一切美好的時候
[00:21:06.300 --> 00:21:11.800]  當然這個就是你愛大自然的先導
[00:21:11.800 --> 00:21:14.100]  你愛大自然世界
[00:21:14.100 --> 00:21:16.000]  因為你愛神
[00:21:16.000 --> 00:21:21.400]  因為你愛這個世界上的其他的獸造物
[00:21:21.400 --> 00:21:23.800]  由這裡開始的
[00:21:23.800 --> 00:21:25.400]  弟兄姐妹們
