
[00:00:00.000 --> 00:00:02.360]  今天我們繼續這個系列,好嗎?
[00:01:30.120 --> 00:01:31.520]  就是所謂的五秦
[00:01:31.520 --> 00:01:37.120]  或者是以色列巴斯坦地的本地的收割節
[00:01:37.120 --> 00:01:39.640]  小麥、大麥收割等等
[00:01:39.640 --> 00:01:43.000]  這個也是一個Mark
[00:01:43.000 --> 00:01:44.920]  告訴神的子民聽
[00:01:44.920 --> 00:01:47.080]  這個時候是時候出糧了
[00:01:47.080 --> 00:01:49.440]  出糧的時候你要想起什麼,對不對
[00:01:49.440 --> 00:01:52.600]  他們就會收成,他們有一個「First Food」
[00:01:52.600 --> 00:01:54.400]  第一次的收割
[00:01:54.400 --> 00:01:59.640]  然後他們將某一部分奉獻出來
[00:01:59.640 --> 00:02:03.200]  所以這是生命裏面的Mark
[00:02:03.200 --> 00:02:07.000]  然後第三個大的節旗就是豬棒節
[00:02:07.000 --> 00:02:09.320]  「Feast of Tabernacle」或者「Feast of Booth」
[00:02:09.320 --> 00:02:11.040]  或者是「Sukkot」
[00:02:11.040 --> 00:02:14.840]  上一次我們提到這個豬棒節
[00:02:14.840 --> 00:02:18.920]  三大節旗,除了有其他不同小一點的節旗之外
[00:02:18.920 --> 00:02:21.160]  都是在一年的裏面
[00:02:21.160 --> 00:02:24.280]  給一些reminder給神的子民
[00:02:24.280 --> 00:02:27.240]  十月的時候大概是豬棒節的時候
[00:02:27.240 --> 00:02:29.320]  比如我們西曆,十月初
[00:02:29.320 --> 00:02:32.080]  就是以色列的豬棒節來到
[00:02:32.080 --> 00:02:34.840]  是一些盛大的慶典
[00:02:34.840 --> 00:02:36.600]  如果你查一下舊約裏面
[00:02:36.600 --> 00:02:38.360]  有不同的時間
[00:02:38.360 --> 00:02:44.440]  神的子民都會去紀念和守這個豬棒節
[00:02:44.440 --> 00:02:46.000]  我們選一段經文
[00:02:46.000 --> 00:02:49.640]  這段經文就是《利希米記》第八章
[00:02:49.640 --> 00:02:51.360]  上下文發生什麼事呢?
[00:02:51.360 --> 00:02:54.120]  就是他們被魯迴歸之後
[00:02:54.120 --> 00:02:56.000]  他們回到耶路撒冷的時候
[00:02:56.000 --> 00:02:58.040]  他們重建了聖殿
[00:02:58.040 --> 00:02:59.760]  又重建了城牆
[00:02:59.760 --> 00:03:04.080]  《利希米記》其實是記載他們rebuild the wall
[00:03:04.080 --> 00:03:06.400]  接着他們去到第八章的時候
[00:03:06.400 --> 00:03:08.280]  一切都搞定了
[00:03:08.280 --> 00:03:11.240]  於是他們發生什麼事呢?
[00:03:11.240 --> 00:03:14.120]  那些領袖就去吩咐那些子民做什麼
[00:03:14.120 --> 00:03:17.200]  你們當出去,去上山
[00:03:17.200 --> 00:03:21.320]  去將橄欖樹、野橄欖樹
[00:03:21.320 --> 00:03:23.520]  番石樓樹、棕樹
[00:03:23.520 --> 00:03:27.560]  和各人茂密的樹枝取來
[00:03:27.560 --> 00:03:30.680]  照着摩西律法裏面所寫的
[00:03:30.680 --> 00:03:32.400]  來搭棚
[00:03:32.400 --> 00:03:34.120]  於是百姓就出去了
[00:03:34.120 --> 00:03:36.960]  取了樹枝,各人在自己的房頂
[00:03:36.960 --> 00:03:40.520]  院子,上帝的殿的院裏面
[00:03:40.520 --> 00:03:45.320]  水門的廣場、二法聯門的廣場等等的地方
[00:03:45.320 --> 00:03:46.720]  去搭棚
[00:03:46.720 --> 00:03:50.680]  從被老之地歸回的傳會中就搭棚了
[00:03:50.680 --> 00:03:53.240]  住在帳棚裏面
[00:03:53.240 --> 00:03:56.880]  從聯的兒子約書亞記開始的時候
[00:03:56.880 --> 00:03:58.360]  他入主加縣的時候
[00:03:58.360 --> 00:03:59.560]  直到這一天
[00:03:59.560 --> 00:04:02.160]  以色列人沒有這樣行
[00:04:02.160 --> 00:04:04.160]  他們都大大喜樂
[00:04:04.160 --> 00:04:06.320]  就是由約書亞記入主加縣之後
[00:04:06.320 --> 00:04:08.760]  都沒有試過這麼大規模的
[00:04:08.760 --> 00:04:15.400]  整個指紋的,整個耶路撒冷來守朱柏哲
[00:04:15.400 --> 00:04:19.920]  所以你看到他們很看重某一些節日
[00:04:19.920 --> 00:04:23.400]  這些節日去提醒他們
[00:04:23.400 --> 00:04:28.040]  生命裏面上帝有他的工作
[00:04:28.040 --> 00:04:29.480]  我不知道你自己怎麼樣
[00:04:29.480 --> 00:04:31.160]  你作爲一個基督徒
[00:04:31.160 --> 00:04:34.840]  或者你認識信仰開始到現在
[00:04:34.840 --> 00:04:36.280]  有沒有一些節期
[00:04:36.280 --> 00:04:38.160]  有沒有一些reminder去告訴你
[00:04:38.160 --> 00:04:41.200]  上帝對你生命裏面
[00:04:41.200 --> 00:04:43.840]  一些的恩典和工作
[00:04:43.840 --> 00:04:45.120]  有些人可能記得
[00:04:45.120 --> 00:04:48.040]  他自己剛剛初信的時候
[00:04:48.040 --> 00:04:50.520]  什麼時候決治
[00:04:50.520 --> 00:04:52.200]  有些人可能還記得
[00:04:52.200 --> 00:04:54.480]  他什麼時候受洗
[00:04:54.480 --> 00:04:56.200]  有些人可能記得
[00:04:56.200 --> 00:05:00.520]  曾經經歷過上帝很厚的恩典
[00:05:00.520 --> 00:05:03.640]  可能一些死過、翻生的一些經歷
[00:05:03.640 --> 00:05:05.280]  可能某一些的意外
[00:05:05.280 --> 00:05:06.360]  上帝去保守過你
[00:05:06.360 --> 00:05:09.560]  或者可能一些的禱告
[00:05:09.560 --> 00:05:12.640]  上帝是聽了你的
[00:05:12.640 --> 00:05:14.960]  不同的reminder其實是告訴我們
[00:05:14.960 --> 00:05:18.360]  生命裏面是有上帝的恩典
[00:05:18.360 --> 00:05:21.920]  是我們需要記帶的
[00:05:21.920 --> 00:05:24.640]  朱柏哲就是一年裏面一度
[00:05:24.640 --> 00:05:29.160]  每一次去remind神的子民
[00:05:29.160 --> 00:05:30.680]  他們應該做些什麼
[00:05:30.680 --> 00:05:32.840]  我們再看回這個《利眉記》
[00:05:32.840 --> 00:05:35.400]  《五經》裏面怎麼講朱柏哲
[00:05:35.400 --> 00:05:37.120]  他說第一天
[00:05:37.120 --> 00:05:38.440]  朱柏哲有七天
[00:05:38.440 --> 00:05:40.760]  然後跟着不同的發展
[00:05:40.760 --> 00:05:41.960]  就加多了一天
[00:05:41.960 --> 00:05:43.520]  第八天
[00:05:43.520 --> 00:05:45.200]  他說第一天
[00:05:45.200 --> 00:05:49.240]  你要拿美好樹上的果子
[00:05:49.240 --> 00:05:50.800]  中樹枝
[00:05:50.800 --> 00:05:55.480]  茂密的枝條和柳枝
[00:05:55.480 --> 00:05:56.600]  再也要說
[00:05:56.600 --> 00:05:58.360]  你的上帝面前
[00:05:58.360 --> 00:06:00.960]  歡喜快樂七天
[00:06:00.960 --> 00:06:04.640]  這個就是今天以色列的猶太人
[00:06:04.640 --> 00:06:06.840]  他們會做的事
[00:06:06.840 --> 00:06:08.880]  他們有一些後期的傳統
[00:06:08.880 --> 00:06:10.360]  一些的發展
[00:06:10.360 --> 00:06:12.360]  他們每逢到這個時候
[00:06:12.360 --> 00:06:13.720]  大概我們西寧這個時候
[00:06:13.720 --> 00:06:15.280]  他們就會預備
[00:06:15.280 --> 00:06:17.760]  你看到他們
[00:06:17.760 --> 00:06:19.760]  手裏面是拿着什麼
[00:06:19.760 --> 00:06:21.760]  整個東西捆在一起
[00:06:21.760 --> 00:06:23.280]  叫做Lulav
[00:06:23.280 --> 00:06:26.680]  Lulav就是包括什麼
[00:06:26.680 --> 00:06:27.920]  Ettro
[00:06:27.920 --> 00:06:30.200]  Ettro就是那個像檸檬一樣黃色的
[00:06:30.200 --> 00:06:32.760]  是一個有籽的一種果子
[00:06:32.760 --> 00:06:39.200]  然後就會有另外三種綠色的枝條
[00:06:39.200 --> 00:06:41.280]  這些樹枝等等
[00:06:41.280 --> 00:06:43.080]  包括有Palm Branch
[00:06:43.080 --> 00:06:45.080]  就是那些麥祖樹
[00:06:45.080 --> 00:06:47.360]  他們將它切下來
[00:06:47.360 --> 00:06:49.320]  然後就放在他們的手裏面
[00:06:49.320 --> 00:06:50.480]  捆着的
[00:06:50.480 --> 00:06:51.840]  然後有Murthal
[00:06:51.840 --> 00:06:52.960]  還有Lulav
[00:06:52.960 --> 00:06:54.520]  有柳樹枝
[00:06:54.520 --> 00:06:56.360]  他們就會捆在一邊
[00:06:56.360 --> 00:06:58.360]  然後放在手裏
[00:06:58.360 --> 00:06:59.560]  然後他們祈禱的時候
[00:06:59.560 --> 00:07:02.120]  就會上下左右前後
[00:07:02.120 --> 00:07:04.120]  來去搖的
[00:07:04.120 --> 00:07:06.440]  在那裏歡喜快樂地去禱告
[00:07:06.440 --> 00:07:10.800]  這是一種很特別的節日
[00:07:10.800 --> 00:07:13.560]  就是去到Sukkot的時候
[00:07:13.560 --> 00:07:15.480]  在以色列是另一番風味
[00:07:15.480 --> 00:07:17.320]  見到他們搭棚之外
[00:07:17.320 --> 00:07:20.240]  也都見到他們預備這些
[00:07:20.240 --> 00:07:22.600]  手裏面要捆着的東西
[00:07:22.600 --> 00:07:23.560]  然後去禱告
[00:07:23.560 --> 00:07:24.920]  來去讚美
[00:07:24.920 --> 00:07:27.480]  去到敬拜等等
[00:07:27.480 --> 00:07:30.360]  在兩約之間
[00:07:30.360 --> 00:07:32.160]  就是舊約完了
[00:07:32.160 --> 00:07:34.600]  到新約之前
[00:07:34.600 --> 00:07:36.080]  大概有幾百年
[00:07:36.080 --> 00:07:39.640]  特別在駐棚節的禮節上面
[00:07:39.640 --> 00:07:41.600]  就有很多不同的演變
[00:07:41.600 --> 00:07:43.880]  就是耶穌時代的時候
[00:07:43.880 --> 00:07:46.120]  當時的節日
[00:07:46.120 --> 00:07:47.880]  已經有很多的解釋
[00:07:47.880 --> 00:07:51.240]  或者有很多不同的內容加進去
[00:07:51.240 --> 00:07:53.520]  特別是去到耶穌時代
[00:07:53.520 --> 00:07:56.320]  那些猶太人拉比的文獻
[00:07:56.320 --> 00:07:58.200]  就會講到他們首節的時候
[00:07:58.200 --> 00:08:01.480]  要去到唱歌,要去到跳舞等等
[00:08:01.480 --> 00:08:05.440]  駐棚,特別,這個節日
[00:08:05.440 --> 00:08:08.120]  就是和雨水有關
[00:08:08.120 --> 00:08:09.800]  爲什麼呢?
[00:08:09.800 --> 00:08:11.720]  十月初,我剛纔講過了
[00:08:11.720 --> 00:08:15.240]  今天的閱歷,猶太人的閱歷
[00:08:15.240 --> 00:08:16.360]  十月初的時候
[00:08:16.360 --> 00:08:18.160]  就是到他們Sukkot開始的時候
[00:08:18.160 --> 00:08:20.280]  現在正在準備的時候
[00:08:20.280 --> 00:08:22.720]  這個時候大概就是
[00:08:22.720 --> 00:08:24.720]  他們下季的時候
[00:08:24.720 --> 00:08:26.240]  去到最後最後的時候
[00:08:26.240 --> 00:08:29.440]  我們經常說下季的小尾巴
[00:08:29.440 --> 00:08:31.720]  這個時候就是小尾巴
[00:08:31.720 --> 00:08:34.040]  九月底的時候
[00:08:34.040 --> 00:08:36.960]  在伊斯蘭巴斯坦的氣候
[00:08:36.960 --> 00:08:38.920]  夏天是怎麼樣的?
[00:08:38.920 --> 00:08:41.240]  是又乾又熱的
[00:08:41.240 --> 00:08:44.360]  大概四五月左右開始就卡住了下季
[00:08:44.360 --> 00:08:46.120]  所以就沒有什麼雨水
[00:08:46.120 --> 00:08:48.240]  甚至完全沒有雨水
[00:08:48.240 --> 00:08:53.080]  有幾個月時間是非常乾旱,非常熱的
[00:08:53.080 --> 00:08:56.640]  去到大概九月底的時候,十月初
[00:08:56.640 --> 00:09:00.760]  按照當時的當地的氣候來講
[00:09:00.760 --> 00:09:05.120]  就開始會雨季來到
[00:09:05.120 --> 00:09:06.960]  我講雨季的話
[00:09:06.960 --> 00:09:10.040]  不是說一雨季開始就每天都下雨
[00:09:10.040 --> 00:09:12.000]  正如我們這裏有雨季一樣
[00:09:12.000 --> 00:09:13.520]  都不會是每天下雨的
[00:09:13.520 --> 00:09:17.640]  可能一個月裏面可能下雨八至九天
[00:09:17.640 --> 00:09:19.680]  十至十二天已經很多了
[00:09:19.680 --> 00:09:21.640]  所以不是每天都會下雨
[00:09:21.640 --> 00:09:22.920]  久不久就會下雨
[00:09:22.920 --> 00:09:24.800]  這個就是他們所講的雨季
[00:09:24.800 --> 00:09:26.320]  都是在《舊約聖經》裏面
[00:09:26.320 --> 00:09:30.200]  講到所謂初雨這一回事
[00:09:30.200 --> 00:09:33.560]  過了幾個月的夏季的奧年之後
[00:09:33.560 --> 00:09:35.080]  你可以想象
[00:09:35.080 --> 00:09:37.080]  那些水池已經幹了
[00:09:37.080 --> 00:09:40.280]  當時在山上面住的人
[00:09:40.280 --> 00:09:42.080]  他們怎麼處水呢?
[00:09:42.080 --> 00:09:44.400]  很多時候在屋或者屋外
[00:09:44.400 --> 00:09:45.960]  在那些牀牙那裏
[00:09:45.960 --> 00:09:48.560]  然後挖一個洞在裏面
[00:09:48.560 --> 00:09:50.080]  他們下了雨之後
[00:09:50.080 --> 00:09:55.200]  他們就會把雨流下到那些水池裏
[00:09:55.200 --> 00:09:57.760]  水是非常之矜貴
[00:09:57.760 --> 00:10:00.560]  但如果是經歷了幾個月
[00:10:00.560 --> 00:10:02.840]  乾旱的夏季之後
[00:10:02.840 --> 00:10:07.040]  那個水池可能都已經幹到會見底
[00:10:07.040 --> 00:10:08.080]  所以在這個時候
[00:10:08.080 --> 00:10:09.680]  他們守着旁節的時候
[00:10:09.680 --> 00:10:12.200]  就跟雨水很有關係
[00:10:12.200 --> 00:10:14.280]  在兩月中間
[00:10:14.280 --> 00:10:18.040]  特別是耶穌年代的時候
[00:10:18.040 --> 00:10:21.080]  那時候他們演變到一個地步
[00:10:21.080 --> 00:10:23.280]  他們住旁節會守七天
[00:10:23.280 --> 00:10:24.560]  每一天
[00:10:24.560 --> 00:10:26.960]  聖殿的祭司就會下去
[00:10:26.960 --> 00:10:29.200]  在聖殿的南邊
[00:10:29.200 --> 00:10:30.880]  一個水池叫做西羅亞池
[00:10:30.880 --> 00:10:32.320]  Salon Pool
[00:10:32.320 --> 00:10:34.800]  那裏就會拿着一個金桶
[00:10:34.800 --> 00:10:38.800]  然後在那個水池裏就會裝一罐水
[00:10:38.800 --> 00:10:41.040]  然後他們就浩浩蕩蕩的
[00:10:41.040 --> 00:10:43.960]  就會走上山上到聖殿山
[00:10:43.960 --> 00:10:47.320]  然後在祭壇面前他們就會灑水
[00:10:47.320 --> 00:10:49.960]  其實灑水、小水的意思
[00:10:49.960 --> 00:10:52.280]  就是一個土共
[00:10:52.280 --> 00:10:55.560]  希望能夠新的一年來到
[00:10:55.560 --> 00:10:57.480]  上帝有恩典
[00:10:57.480 --> 00:11:01.640]  給這個地方能夠有足夠的雨水
[00:11:01.640 --> 00:11:03.960]  但如果雨水不足夠的時候
[00:11:03.960 --> 00:11:10.040]  那個乾旱的問題就會繼續延續
[00:11:10.040 --> 00:11:11.120]  一年是這樣
[00:11:11.120 --> 00:11:12.160]  兩年是這樣
[00:11:12.160 --> 00:11:12.960]  三年是這樣
[00:11:12.960 --> 00:11:15.880]  那就會非常慘
[00:11:15.880 --> 00:11:19.480]  所以他們就會裝滿一罐水
[00:11:19.480 --> 00:11:20.400]  每一天
[00:11:20.400 --> 00:11:22.040]  然後就拿上去聖殿
[00:11:22.040 --> 00:11:25.080]  然後就倒在耶和華的面前
[00:11:25.080 --> 00:11:28.000]  來去禱告
[00:11:28.000 --> 00:11:33.280]  往往他們就會讀或者唱這一節的經文
[00:11:33.280 --> 00:11:34.760]  《以塞阿書》第十二章
[00:11:34.760 --> 00:11:36.120]  第三節
[00:11:36.120 --> 00:11:39.880]  他們說:你們必從救恩的泉源
[00:11:39.880 --> 00:11:42.840]  歡迎取水
[00:11:42.840 --> 00:11:44.360]  因爲水有一個寓意
[00:11:44.360 --> 00:11:46.640]  就是寓意着上帝的恩典
[00:11:46.640 --> 00:11:48.280]  祂的救恩
[00:11:48.280 --> 00:11:50.520]  每一年去到刊歸最後
[00:11:50.520 --> 00:11:52.440]  鑄板子快要開始的時候
[00:11:52.440 --> 00:11:54.480]  這個就是最關鍵的時候
[00:11:54.480 --> 00:11:55.760]  因爲是否成功
[00:11:55.760 --> 00:11:56.880]  未來這一年
[00:11:56.880 --> 00:11:57.960]  我們能不能夠生活
[00:11:57.960 --> 00:11:59.520]  能不能夠捱得過的話
[00:11:59.520 --> 00:12:01.800]  就是靠這段時間
[00:12:01.800 --> 00:12:03.920]  所以就算到今天
[00:12:03.920 --> 00:12:05.760]  不是猶太人
[00:12:05.760 --> 00:12:06.920]  阿拉伯人
[00:12:06.920 --> 00:12:08.680]  他們很多阿拉伯人
[00:12:08.680 --> 00:12:10.680]  當然阿拉伯人都有不同的宗教
[00:12:10.680 --> 00:12:12.200]  有基督教
[00:12:12.200 --> 00:12:13.720]  有些基督教
[00:12:13.720 --> 00:12:15.520]  也有些基督教
[00:12:15.520 --> 00:12:17.200]  連那些基督教
[00:12:17.200 --> 00:12:19.000]  穆斯林教徒
[00:12:19.000 --> 00:12:20.600]  他們都會
[00:12:20.600 --> 00:12:21.640]  去到這個時間
[00:12:21.640 --> 00:12:22.920]  他們雖然不會守着黃節
[00:12:22.920 --> 00:12:24.520]  因爲是猶太人的節
[00:12:24.520 --> 00:12:26.400]  他們都會盼望
[00:12:26.400 --> 00:12:28.200]  新的一年來到的時候
[00:12:28.200 --> 00:12:30.000]  這個雨季來到的時候
[00:12:30.000 --> 00:12:32.920]  他們有足夠的雨水
[00:12:32.920 --> 00:12:34.440]  就等於你
[00:12:34.440 --> 00:12:37.760]  盼望能夠出到糧
[00:12:37.760 --> 00:12:39.600]  每逢糧期來到的時候
[00:12:39.600 --> 00:12:42.160]  你希望能夠充充足足
[00:12:42.160 --> 00:12:47.240]  或者年底收花紅
[00:12:47.240 --> 00:12:50.720]  你都盼望能夠收多一點
[00:12:50.720 --> 00:12:53.440]  你可以看到那個節期
[00:12:53.440 --> 00:12:58.680]  是和那個人的靈性有關
[00:12:58.680 --> 00:13:00.240]  其實那個節期就是
[00:13:00.240 --> 00:13:01.960]  給一個標記
[00:13:01.960 --> 00:13:04.880]  讓我們提醒我們的精神生活
[00:13:04.880 --> 00:13:07.160]  應該想起什麼
[00:13:07.160 --> 00:13:11.520]  當上帝賜福給我們
[00:13:11.520 --> 00:13:13.040]  家人健康
[00:13:13.040 --> 00:13:15.360]  自己可能康泰
[00:13:15.360 --> 00:13:17.760]  準時出糧
[00:13:17.760 --> 00:13:20.280]  市場比較好
[00:13:20.280 --> 00:13:21.280]  等等
[00:13:21.280 --> 00:13:23.680]  投資有回報
[00:13:23.680 --> 00:13:25.840]  我們就想起上帝的恩憐
[00:13:25.840 --> 00:13:27.960]  不是忘記上帝
[00:13:27.960 --> 00:13:30.320]  當上帝賜福不夠的時候
[00:13:30.320 --> 00:13:33.240]  好像不夠夠
[00:13:33.240 --> 00:13:34.760]  疫病也好
[00:13:34.760 --> 00:13:38.000]  或者世情不如意也好
[00:13:38.000 --> 00:13:42.640]  好像當時的守節日的猶太人
[00:13:42.640 --> 00:13:45.600]  他們不會覺得是上帝失職
[00:13:45.600 --> 00:13:48.080]  他們用信心禱告
[00:13:48.080 --> 00:13:50.760]  去等候上帝
[00:13:50.760 --> 00:13:52.600]  不是隨隨便便就離開
[00:13:52.600 --> 00:13:55.440]  鑄棚節其實是用信心的等待
[00:13:55.440 --> 00:13:59.600]  等待祈求上帝的恩憐
[00:13:59.600 --> 00:14:02.000]  因爲信主信神
[00:14:02.000 --> 00:14:04.360]  不一定天色上顏
[00:14:04.360 --> 00:14:06.040]  但要認定什麼呢
[00:14:06.040 --> 00:14:09.440]  上帝是你和我的供應者
[00:14:09.440 --> 00:14:11.200]  鑄棚節就是這樣的意思
[00:14:11.200 --> 00:14:14.000]  所以爲什麼和雨水有關係
[00:14:14.000 --> 00:14:16.320]  和農作物有關係
[00:14:16.320 --> 00:14:20.480]  同時這個時間也是最後一年
[00:14:20.480 --> 00:14:22.040]  Final harvest
[00:14:22.040 --> 00:14:24.120]  最後我們要收起那些果子
[00:14:24.120 --> 00:14:26.640]  橄欖、草薯等等
[00:14:26.640 --> 00:14:28.160]  所以你去到以色列
[00:14:28.160 --> 00:14:31.000]  你就會發現那些果樹開始成熟
[00:14:31.000 --> 00:14:33.520]  這段時間就是準備去到
[00:14:33.520 --> 00:14:36.520]  今年最後的收穫的時候
[00:14:36.520 --> 00:14:39.800]  出糧的時候就記起上帝是供應者
[00:14:39.800 --> 00:14:42.800]  生命裏面可能不一定是順利
[00:14:42.800 --> 00:14:47.160]  但仍然要記起真正供應的是上帝
[00:14:47.160 --> 00:14:50.160]  這是信心的一個培養
[00:14:50.160 --> 00:14:51.800]  鑄棚
[00:14:51.800 --> 00:14:53.640]  每逢過時過節
[00:14:53.640 --> 00:14:55.080]  四季來到的時候
[00:14:55.080 --> 00:14:59.080]  想起上帝給我們的好處
[00:14:59.080 --> 00:15:00.520]  想起上帝在我們的生命當中
[00:15:00.520 --> 00:15:02.240]  他是誰
[00:15:02.240 --> 00:15:04.880]  你的生命其實都是這樣的
[00:15:04.880 --> 00:15:07.120]  我們經常忙忙碌碌
[00:15:07.120 --> 00:15:09.240]  出糧的時候我們就入一些錢
[00:15:09.240 --> 00:15:10.760]  出支票我們就入錢
[00:15:10.760 --> 00:15:13.600]  然後自動主張我們又見到有錢
[00:15:13.600 --> 00:15:17.080]  市值是高還是低等等
[00:15:17.080 --> 00:15:19.360]  我們經常看着那個Bank Account
[00:15:19.360 --> 00:15:21.520]  看着我們有的東西
[00:15:21.520 --> 00:15:23.520]  到底有沒有一些定時定後的
[00:15:23.520 --> 00:15:24.880]  去告訴我們
[00:15:24.880 --> 00:15:26.200]  去提醒我們
[00:15:26.200 --> 00:15:28.320]  真正的provider
[00:15:28.320 --> 00:15:30.120]  sustainer
[00:15:30.120 --> 00:15:34.080]  能夠頂得住我們生活的
[00:15:34.080 --> 00:15:36.640]  能夠頂得住我們的命的
[00:15:36.640 --> 00:15:39.040]  是上帝
[00:15:39.040 --> 00:15:39.960]  生活可以很忙
[00:15:39.960 --> 00:15:40.880]  工作可以很忙
[00:15:40.880 --> 00:15:44.080]  可能一天做24小時
[00:15:44.080 --> 00:15:46.760]  但有沒有一些reminder是mark了給你
[00:15:46.760 --> 00:15:50.200]  是上帝不掌權仍然是供應
[00:15:50.200 --> 00:15:52.040]  其實在我們基督徒的年曆裏面
[00:15:52.040 --> 00:15:54.600]  在我們的日曆裏面都是一樣的
[00:15:54.600 --> 00:15:55.520]  我們遲些會講
[00:15:55.520 --> 00:15:57.200]  Shabbat其中一個
[00:15:57.200 --> 00:15:58.760]  安息日所謂
[00:15:58.760 --> 00:16:01.480]  今時今日在基督教的傳統
[00:16:01.480 --> 00:16:02.560]  新約的傳統
[00:16:02.560 --> 00:16:04.440]  就變成七日的第一天
[00:16:04.440 --> 00:16:06.200]  經拜
[00:16:06.200 --> 00:16:09.000]  經拜是什麼意思
[00:16:09.000 --> 00:16:11.080]  經拜是想起
[00:16:11.080 --> 00:16:13.840]  上帝是那位掌權者
[00:16:13.840 --> 00:16:16.160]  上帝是那位管理萬有的
[00:16:16.160 --> 00:16:17.800]  六日之後他創造
[00:16:17.800 --> 00:16:19.160]  做完事
[00:16:19.160 --> 00:16:20.760]  第七日他安息
[00:16:20.760 --> 00:16:22.320]  即是說他入去他的聖殿裏面
[00:16:22.320 --> 00:16:24.960]  他就作和
[00:16:24.960 --> 00:16:26.760]  創世紀第二章
[00:16:26.760 --> 00:16:28.640]  遲些我們再講
[00:16:28.640 --> 00:16:31.480]  我們在我們的calendar裏面
[00:16:31.480 --> 00:16:33.800]  其實是有不同的marker
[00:16:33.800 --> 00:16:35.600]  去提醒我們
[00:16:35.600 --> 00:16:39.000]  所以你說如果一個敬拜有意思的話
[00:16:39.000 --> 00:16:42.320]  怎樣纔有意思
[00:16:42.320 --> 00:16:44.280]  不是別人做的事
[00:16:44.280 --> 00:16:48.200]  是你自己的取態
[00:16:48.200 --> 00:16:52.320]  是你自己進來的時候你的取態
[00:16:52.320 --> 00:16:53.760]  唱詩歌
[00:16:53.760 --> 00:16:54.800]  祈禱
[00:16:54.800 --> 00:16:57.400]  甚至思想下上帝的說話
[00:16:57.400 --> 00:17:00.760]  都是要講你和我的取態
[00:17:00.760 --> 00:17:01.520]  如果不是
[00:17:01.520 --> 00:17:03.560]  你敬拜一定不會有意思
[00:17:03.560 --> 00:17:04.280]  對吧
[00:17:04.280 --> 00:17:06.760]  有時候弟兄姐妹跟我講
[00:17:06.760 --> 00:17:09.360]  敬拜裏面很感動
[00:17:09.360 --> 00:17:11.280]  好不好的感動是好的
[00:17:11.280 --> 00:17:13.760]  但最主要是你要做的事
[00:17:13.760 --> 00:17:14.800]  對吧
[00:17:14.800 --> 00:17:17.200]  不是你的heart move不move的問題
[00:17:17.200 --> 00:17:20.680]  不是你feel不feel到touch
[00:17:20.680 --> 00:17:22.240]  這麼簡單
[00:17:22.240 --> 00:17:24.360]  而是你進來的時候你的取態
[00:17:24.360 --> 00:17:26.400]  你開聲唱詩歌
[00:17:26.400 --> 00:17:28.200]  去敬拜去禱告的時候
[00:17:28.200 --> 00:17:29.320]  你想一想
[00:17:29.320 --> 00:17:32.080]  上帝是你的邊局
[00:17:32.080 --> 00:17:34.160]  對吧
[00:17:34.160 --> 00:17:37.720]  calendar的marker
[00:17:37.720 --> 00:17:38.920]  除了鑄鐺節
[00:17:38.920 --> 00:17:41.960]  是培養一個人的靈性之魂
