
[00:00:00.000 --> 00:00:04.640]  當我們一班同工在思考今年聖誕節的主題的時候
[00:02:53.760 --> 00:02:56.960]  我就想起這個《聖景》裡面
[00:02:56.960 --> 00:03:03.360]  究竟從《聖景》當中我們看不看到耶穌你是唯一呢
[00:03:03.360 --> 00:03:05.440]  當然如果要看回《聖景》的時候
[00:03:05.440 --> 00:03:06.960]  我們必須要回到《聖經》
[00:03:06.960 --> 00:03:10.240]  究竟《聖景》這個話劇是從何而來呢
[00:03:10.240 --> 00:03:15.680]  原來《聖經》裡面有兩段經文是將這個《聖景》的故事
[00:03:15.680 --> 00:03:17.520]  是擺在兩段《聖經》
[00:03:17.520 --> 00:03:20.240]  一段就是《馬太福音》第二章
[00:03:20.240 --> 00:03:22.080]  由第一節到第十二節
[00:03:22.080 --> 00:03:24.160]  那裡講到東方三博士
[00:03:24.160 --> 00:03:27.440]  而第二段就是《路加福音》同樣是第二章
[00:03:27.440 --> 00:03:30.480]  由第八節開始一直到二十節
[00:03:30.480 --> 00:03:33.280]  所以當我自己去思考這個《聖景》
[00:03:33.280 --> 00:03:36.800]  再回去看這兩段《聖經》的時候
[00:03:36.800 --> 00:03:40.640]  我發覺裡面有四個很特別的主角
[00:03:40.640 --> 00:03:42.800]  當然今天有微電影
[00:03:42.800 --> 00:03:47.680]  所以我就講回這些所謂話劇裡面的一個主角
[00:03:47.680 --> 00:03:49.280]  有四個很重要的主角
[00:03:49.280 --> 00:03:54.400]  而這四個主角其實是帶出了我們的耶穌是唯一的真神
[00:03:54.400 --> 00:03:58.000]  當然這四個主角第一就是天使
[00:03:58.000 --> 00:04:00.400]  天使大家有沒有見過天使
[00:04:00.400 --> 00:04:01.600]  誰見過天使舉手
[00:04:01.600 --> 00:04:02.720]  我沒見過
[00:04:02.720 --> 00:04:04.960]  雖然我舉手是紮紮地地舉給大家看
[00:04:04.960 --> 00:04:06.240]  我沒見過天使
[00:04:06.240 --> 00:04:08.480]  我聽過有人說見過天使
[00:04:08.480 --> 00:04:12.000]  天使在《聖經》裡面我們很清楚的
[00:04:12.000 --> 00:04:14.320]  天使是神的使者
[00:04:14.320 --> 00:04:15.760]  是幫神做事的
[00:04:15.760 --> 00:04:17.440]  是神的一個信差
[00:04:17.440 --> 00:04:19.840]  神要他去到那裡講什麼事
[00:04:19.840 --> 00:04:21.680]  他就會傳遞一些信息
[00:04:21.680 --> 00:04:25.200]  是代表神將上帝的信息帶給人
[00:04:25.200 --> 00:04:28.320]  當然如果看回我們普天同慶日子當中
[00:04:28.320 --> 00:04:29.520]  看回《聖經》裡面
[00:04:29.520 --> 00:04:31.600]  我們也是看到一個天使
[00:04:31.600 --> 00:04:35.840]  是很清楚的去宣告耶穌基督的出生
[00:04:35.840 --> 00:04:38.400]  這個世界有誰是出生
[00:04:38.400 --> 00:04:41.120]  是會由天使去宣佈的
[00:04:41.120 --> 00:04:42.640]  今天我自己誕生
[00:04:42.640 --> 00:04:44.160]  不是誕生我出生
[00:04:44.160 --> 00:04:46.400]  出生絕對不會有天使說
[00:04:46.400 --> 00:04:48.000]  有一個何志地牧師會出生
[00:04:48.000 --> 00:04:48.960]  一定不會的
[00:04:48.960 --> 00:04:50.480]  但是耶穌基督的出生
[00:04:50.480 --> 00:04:53.840]  很清楚是由天使宣告
[00:04:53.840 --> 00:04:55.040]  我們看回《聖經》
[00:04:55.040 --> 00:04:56.400]  《儒家福音》第二章
[00:04:56.400 --> 00:04:58.240]  第十節到第十一節
[00:04:58.240 --> 00:05:00.640]  我們一起讀一讀這兩節《聖經》好嗎
[00:05:00.640 --> 00:05:02.480]  準備一二三
[00:05:02.480 --> 00:05:06.000]  「天使對他們說:不要懼怕
[00:05:06.000 --> 00:05:08.720]  我報給你們大喜的信息
[00:05:08.720 --> 00:05:10.800]  是關乎萬民的
[00:05:10.800 --> 00:05:13.360]  因今天在大衛的成侶
[00:05:13.360 --> 00:05:15.600]  為你們伸了救主
[00:05:15.600 --> 00:05:18.320]  就是主基督」
[00:05:18.320 --> 00:05:23.520]  是天使宣告有一個耶穌基督的誕生
[00:05:23.520 --> 00:05:26.320]  當然天使無論是希伯來文或者希臘文
[00:05:26.320 --> 00:05:29.280]  都是代表翻譯為「使者」
[00:05:29.280 --> 00:05:32.560]  當然這個字無論是希臘文或者希伯來文
[00:05:32.560 --> 00:05:36.560]  都不只是單單用在神的使者
[00:05:36.560 --> 00:05:39.120]  而是人的使者都可以用這兩個字
[00:05:39.120 --> 00:05:40.720]  無論是希臘文或者希伯來文
[00:05:40.720 --> 00:05:42.880]  當然我們看到這裡
[00:05:42.880 --> 00:05:44.960]  是神差拜的使者
[00:05:44.960 --> 00:05:47.600]  來宣告一個很重要的訊息
[00:05:47.600 --> 00:05:48.800]  是關乎
[00:05:48.800 --> 00:05:51.440]  《聖經》說是關乎萬民的
[00:05:51.440 --> 00:05:54.320]  換言之是關乎你和我的
[00:05:54.320 --> 00:05:55.280]  你跟隔壁說一聲
[00:05:55.280 --> 00:05:56.160]  是關乎你的
[00:05:56.160 --> 00:05:58.160]  是關乎我的一個訊息
[00:05:58.160 --> 00:05:59.520]  所以這個訊息就說
[00:05:59.520 --> 00:06:01.120]  會有一個誕生
[00:06:01.120 --> 00:06:02.640]  一個嬰孩誕生
[00:06:02.640 --> 00:06:03.600]  而這個嬰孩
[00:06:03.600 --> 00:06:07.120]  這個天使就說會有三個名稱
[00:06:07.120 --> 00:06:08.560]  第一個名稱就是
[00:06:08.560 --> 00:06:09.440]  救主
[00:06:09.440 --> 00:06:11.440]  他說有一個救主會誕生
[00:06:11.440 --> 00:06:13.920]  當然救主在我們的信仰來說
[00:06:13.920 --> 00:06:16.960]  是一個拯救世人的一個拯救主
[00:06:16.960 --> 00:06:18.960]  第二他說這個是主
[00:06:18.960 --> 00:06:21.600]  當然一個主對於我們人來說
[00:06:21.600 --> 00:06:23.760]  絕對不會困難去明白的
[00:06:23.760 --> 00:06:26.960]  特別如果我們在做一個上司的時候
[00:06:26.960 --> 00:06:28.480]  或者在做一個主人的時候
[00:06:28.480 --> 00:06:29.520]  我們會很明白
[00:06:29.520 --> 00:06:32.240]  這個主人可以主宰一切
[00:06:32.240 --> 00:06:33.680]  他可以說任何話
[00:06:33.680 --> 00:06:35.920]  他的下屬都要去聆聽
[00:06:35.920 --> 00:06:39.280]  同樣他說這個主也是基督
[00:06:39.280 --> 00:06:43.280]  當然基督在舊約就等同於尼塞亞
[00:06:43.280 --> 00:06:46.080]  如果真的把原文的意思翻譯成
[00:06:46.080 --> 00:06:47.760]  是一個受告者
[00:06:47.760 --> 00:06:49.280]  是一個Anointed One
[00:06:49.280 --> 00:06:50.480]  是一個受告者
[00:06:50.480 --> 00:06:51.600]  如果看回《聖經》
[00:06:51.600 --> 00:06:53.920]  其實有三種的角色
[00:06:53.920 --> 00:06:56.080]  或者是三種的位置
[00:06:56.080 --> 00:06:57.920]  必須要受告
[00:06:57.920 --> 00:06:59.200]  被告納的
[00:06:59.200 --> 00:07:02.560]  就是包括君王、祭司和善智
[00:07:02.560 --> 00:07:03.520]  所以很明顯
[00:07:03.520 --> 00:07:05.840]  這個天使他宣告的時候
[00:07:05.840 --> 00:07:08.640]  他說將會在大衛城出世
[00:07:08.640 --> 00:07:10.560]  而這個是救世主
[00:07:10.560 --> 00:07:12.320]  而這個是主
[00:07:12.320 --> 00:07:15.120]  但同樣他也是一個尼塞亞
[00:07:15.120 --> 00:07:18.000]  是一個受告的君王、祭司
[00:07:18.000 --> 00:07:21.200]  或者是善智
[00:07:21.200 --> 00:07:22.480]  所以這個角色
[00:07:22.480 --> 00:07:23.920]  這個耶穌基督
[00:07:23.920 --> 00:07:25.120]  是很不簡單
[00:07:25.120 --> 00:07:28.960]  是天使宣佈祂的誕生
[00:07:28.960 --> 00:07:31.280]  可以說因著天使的宣佈
[00:07:31.280 --> 00:07:33.120]  或者天使的宣告
[00:07:33.120 --> 00:07:36.640]  是帶出我們的耶穌基督是唯一
[00:07:36.640 --> 00:07:39.600]  第二就是瑪利亞
[00:07:39.600 --> 00:07:40.560]  瑪利亞
[00:07:40.560 --> 00:07:43.680]  當然瑪利亞對我們來說絕不陌生
[00:07:43.680 --> 00:07:48.320]  瑪利亞是地上的耶穌的母親
[00:07:48.320 --> 00:07:50.080]  但如果看回《聖經》
[00:07:50.080 --> 00:07:53.840]  看回《路加福音》第二章第十九節的時候
[00:07:53.840 --> 00:07:58.800]  當瑪利亞知道她自己未婚懷孕
[00:07:58.800 --> 00:08:00.720]  是一個未婚媽媽
[00:08:00.720 --> 00:08:04.080]  但當時她知道自己會成為一個未婚媽媽
[00:08:04.080 --> 00:08:06.640]  《聖經》看回她的回應
[00:08:06.640 --> 00:08:08.640]  她的反應很奇怪
[00:08:08.640 --> 00:08:09.680]  《聖經》就這麼說
[00:08:09.680 --> 00:08:14.640]  瑪利亞卻把這一切的事存在心裡
[00:08:14.640 --> 00:08:17.200]  反覆思想
[00:08:17.200 --> 00:08:18.480]  很有趣的
[00:08:18.480 --> 00:08:20.320]  今天這個世代
[00:08:20.320 --> 00:08:22.400]  二千年之後到今天
[00:08:22.400 --> 00:08:27.360]  我們這個社會已經開始比較上很開放
[00:08:27.360 --> 00:08:30.560]  其實我們今天見到這個世界在道德上面
[00:08:30.560 --> 00:08:33.920]  可能已經比較上好像越來越開放
[00:08:33.920 --> 00:08:37.920]  在這個社會當中我們見到可能同性的問題
[00:08:37.920 --> 00:08:39.840]  或者是婚前的問題
[00:08:39.840 --> 00:08:43.680]  可能很多很多的關於男女之間的性的問題
[00:08:43.680 --> 00:08:47.600]  但是就算這個世代那邊作為一個未婚媽媽
[00:08:47.600 --> 00:08:51.600]  有時心那邊都會有一種很大的壓力
[00:08:51.600 --> 00:08:53.200]  但是在二千年前
[00:08:53.200 --> 00:08:54.560]  一個未婚媽媽
[00:08:54.560 --> 00:08:58.400]  還要是在以色列民族那邊的一個未婚媽媽
[00:08:58.400 --> 00:09:01.840]  我們可以想到她當時所面對的壓力
[00:09:01.840 --> 00:09:04.240]  面對的挑戰是多大
[00:09:04.240 --> 00:09:07.920]  但是似乎我們看到這個瑪利亞很特別
[00:09:07.920 --> 00:09:10.000]  這個瑪利亞如果看回《聖經》
[00:09:10.000 --> 00:09:11.760]  她對這個瑪利亞描述
[00:09:11.760 --> 00:09:13.760]  她說她尊主為大
[00:09:13.760 --> 00:09:16.960]  她是一個很敬虔的一位女子
[00:09:16.960 --> 00:09:20.960]  所以當她聽到她要成為一個未婚媽媽
[00:09:20.960 --> 00:09:23.840]  她是聖靈感應 聖靈懷孕的
[00:09:23.840 --> 00:09:26.800]  在當時來說是不可能會有人相信的
[00:09:26.800 --> 00:09:29.200]  即是她的孩子是神給她的
[00:09:29.200 --> 00:09:30.720]  不是人給她的時候
[00:09:30.720 --> 00:09:32.160]  我相信她說出來
[00:09:32.160 --> 00:09:34.160]  周圍的人都會看著她笑
[00:09:34.160 --> 00:09:36.880]  或者她是覺得她是用這個藉口
[00:09:36.880 --> 00:09:38.880]  成為一個未婚媽媽
[00:09:38.880 --> 00:09:41.440]  但是在她這麼大的壓力當中
[00:09:41.440 --> 00:09:43.280]  但是《聖經》告訴我們
[00:09:43.280 --> 00:09:48.000]  她只是將這件事藏在心裡反覆思想
[00:09:48.000 --> 00:09:51.520]  她並沒有覺得有沒有搞錯
[00:09:51.520 --> 00:09:52.640]  為什麼是我
[00:09:52.640 --> 00:09:56.400]  做未婚媽媽不過癮的
[00:09:56.400 --> 00:09:58.720]  就算今天這個時代做未婚媽媽
[00:09:58.720 --> 00:10:00.400]  都會有很大的壓力
[00:10:00.400 --> 00:10:02.560]  但是二千年前一個未婚媽媽
[00:10:02.560 --> 00:10:05.120]  她反而藏在心裡
[00:10:05.120 --> 00:10:06.400]  因為她敬虔
[00:10:06.400 --> 00:10:08.400]  因為她知道這件事
[00:10:08.400 --> 00:10:11.680]  縱然周圍的人都未必明白
[00:10:11.680 --> 00:10:14.640]  但是她知道她是信奉神的心意
[00:10:14.640 --> 00:10:19.920]  她知道她所懷的是一位很特別的角色
[00:10:19.920 --> 00:10:22.000]  這個就是耶穌基督
[00:10:22.000 --> 00:10:27.440]  她所懷的孩子是一個很特別的真神
[00:10:27.440 --> 00:10:28.640]  因著她這樣
[00:10:28.640 --> 00:10:30.800]  所以她從來沒有方怨
[00:10:30.800 --> 00:10:34.160]  她也沒有被周圍的壓力
[00:10:34.160 --> 00:10:36.160]  帶給她很多的困難
[00:10:36.160 --> 00:10:38.480]  她反而藏在心裡
[00:10:38.480 --> 00:10:40.000]  不斷去思考
[00:10:40.000 --> 00:10:41.360]  不斷去反思
[00:10:41.360 --> 00:10:44.880]  以致我們看到 因著瑪利亞的反應
[00:10:44.880 --> 00:10:47.040]  看到她所懷的孩子
[00:10:47.040 --> 00:10:48.240]  這個耶穌基督
[00:10:48.240 --> 00:10:51.280]  是唯一的一個真神
[00:10:51.280 --> 00:10:56.320]  第三 我們看到就是牧羊人
[00:10:56.320 --> 00:11:01.040]  當然牧羊人大家都知道是養羊的
[00:11:01.040 --> 00:11:02.640]  其實在聖經裡
[00:11:02.640 --> 00:11:05.760]  牧羊人和羊的角色
[00:11:05.760 --> 00:11:08.160]  我覺得是最特別的角色
[00:11:08.160 --> 00:11:10.240]  因為在聖經裡
[00:11:10.240 --> 00:11:11.760]  瑪利亞的角色
[00:11:11.760 --> 00:11:13.200]  永遠都坐在那裡
[00:11:13.200 --> 00:11:15.440]  看著那個玩偶
[00:11:15.440 --> 00:11:17.280]  當然不會是嬰兒
[00:11:17.280 --> 00:11:19.440]  但是那個藥室
[00:11:19.440 --> 00:11:21.200]  就在旁邊永遠都站在那裡
[00:11:21.200 --> 00:11:24.800]  是沒有對白 沒有任何的動作
[00:11:24.800 --> 00:11:27.280]  唯一有動作就是東方三博士
[00:11:27.280 --> 00:11:29.040]  拿著禮物走出來
[00:11:29.040 --> 00:11:30.720]  然後站在台上
[00:11:30.720 --> 00:11:32.480]  最特別就是羊媽
[00:11:32.480 --> 00:11:34.560]  你知道羊媽是爬出來
[00:11:34.560 --> 00:11:35.840]  當她爬出來的時候
[00:11:35.840 --> 00:11:38.000]  看到自己的爸爸媽媽坐在下面
[00:11:38.000 --> 00:11:40.240]  就會跟爸爸媽媽打招呼
[00:11:40.240 --> 00:11:42.320]  下面的爸爸媽媽立刻去拍照
[00:11:42.320 --> 00:11:44.080]  拍自己的羊
[00:11:44.080 --> 00:11:45.040]  弟兄姊妹
[00:11:45.040 --> 00:11:46.160]  牧羊人
[00:11:46.160 --> 00:11:48.080]  我們看牧羊人很特別
[00:11:48.080 --> 00:11:49.680]  牧羊人的反應也很特別
[00:11:49.680 --> 00:11:52.640]  當他聽到天使跟他們說
[00:11:52.640 --> 00:11:55.840]  大衛城有一個嬰孩出生的時候
[00:11:55.840 --> 00:11:57.600]  這幫牧羊人
[00:11:57.600 --> 00:11:59.760]  欣著天使說他們不要害怕
[00:11:59.760 --> 00:12:01.360]  就證明他們也害怕
[00:12:01.360 --> 00:12:02.640]  看到天使也害怕
[00:12:02.640 --> 00:12:04.320]  於是他們說不用害怕
[00:12:04.320 --> 00:12:05.200]  不要害怕
[00:12:05.200 --> 00:12:07.280]  他說今天你不需要擔心
[00:12:07.280 --> 00:12:09.040]  這個大衛城裏面
[00:12:09.040 --> 00:12:10.720]  這個是救主
[00:12:10.720 --> 00:12:11.760]  這個是主
[00:12:11.760 --> 00:12:13.920]  這個是基督
[00:12:13.920 --> 00:12:16.400]  而這幫牧羊人聽完之後
[00:12:16.400 --> 00:12:17.840]  他們真的相信
[00:12:17.840 --> 00:12:20.880]  聖經告訴他們彼此的對話
[00:12:20.880 --> 00:12:23.600]  然後真的走去伯利恆
[00:12:23.600 --> 00:12:25.520]  去看一下這件事
[00:12:25.520 --> 00:12:27.520]  是不是真的真實
[00:12:27.520 --> 00:12:29.920]  他真的去找這個答案
[00:12:29.920 --> 00:12:32.320]  結果當然我們看到
[00:12:32.320 --> 00:12:34.160]  他們真的找到
[00:12:34.160 --> 00:12:38.960]  以至這幫牧羊人就傳開了這個訊息
[00:12:38.960 --> 00:12:44.160]  即是說天使所說的話是真的
[00:12:44.160 --> 00:12:48.240]  天使所說的話是真實的說話
[00:12:48.240 --> 00:12:50.960]  而這幫牧羊人聽了之後
[00:12:50.960 --> 00:12:53.760]  就將這個訊息傳開
[00:12:53.760 --> 00:12:56.720]  在大衛城裏面真的出現了
[00:12:56.720 --> 00:12:58.400]  誕生了一個救主
[00:12:58.400 --> 00:12:59.360]  一個主
[00:12:59.360 --> 00:13:01.440]  是一個耶穌基督
[00:13:01.440 --> 00:13:03.120]  所以看到第三
[00:13:03.120 --> 00:13:04.800]  看到牧羊人的反應
[00:13:04.800 --> 00:13:06.720]  亦都是很特別
[00:13:06.720 --> 00:13:08.240]  看到他的反應
[00:13:08.240 --> 00:13:09.520]  看到我們的神
[00:13:09.520 --> 00:13:12.560]  是一位唯一的真神
[00:13:12.560 --> 00:13:14.160]  當然去到最後
[00:13:14.160 --> 00:13:16.480]  就是博士
[00:13:16.480 --> 00:13:18.560]  當然我們說東方三博士
[00:13:18.560 --> 00:13:20.320]  這個是由小到大
[00:13:20.320 --> 00:13:22.720]  我們聽到是三個博士
[00:13:22.720 --> 00:13:25.360]  所以做聖經都是三個博士
[00:13:25.360 --> 00:13:26.720]  但是其實聖經裏面
[00:13:26.720 --> 00:13:29.200]  從來沒有說過是多少個博士
[00:13:29.200 --> 00:13:31.840]  不過是出現了三份禮物
[00:13:31.840 --> 00:13:33.360]  所以因為三份禮物
[00:13:33.360 --> 00:13:36.080]  於是就覺得一個人拿三份禮物
[00:13:36.080 --> 00:13:38.240]  於是三個人一人拿一份禮物
[00:13:38.240 --> 00:13:41.120]  就是黃金、乳香、末藥
[00:13:41.120 --> 00:13:45.280]  以致出現了所謂東方三博士
[00:13:45.280 --> 00:13:46.320]  但是當我們看回
[00:13:46.320 --> 00:13:48.480]  《馬太福音》第二章第十一節的時候
[00:13:48.480 --> 00:13:49.920]  就比較有趣
[00:13:49.920 --> 00:13:51.120]  就是因為我們發覺
[00:13:51.120 --> 00:13:54.480]  原來聖經的話劇
[00:13:54.480 --> 00:13:57.120]  其實都不是那麼適合聖經原則
[00:13:57.120 --> 00:13:59.440]  我們讀讀第二章第十一節
[00:13:59.440 --> 00:14:00.240]  《馬太福音》準備
[00:14:00.240 --> 00:14:01.520]  一二三
[00:14:01.520 --> 00:14:02.960]  進了房子
[00:14:02.960 --> 00:14:06.480]  看見小孩子和他母親瑪利亞
[00:14:06.480 --> 00:14:09.200]  就俯伏拜那小孩子
[00:14:09.200 --> 00:14:10.480]  揭開寶盒
[00:14:10.480 --> 00:14:15.040]  拿黃金、乳香、末藥為禮物獻給他
[00:14:15.040 --> 00:14:18.320]  如果我們嚴格去看回這一節聖經
[00:14:18.320 --> 00:14:20.960]  其實耶穌已經變了什麼?
[00:14:20.960 --> 00:14:22.880]  小孩子
[00:14:22.880 --> 00:14:25.280]  就是說當東方三博士
[00:14:25.280 --> 00:14:26.480]  看到一顆星
[00:14:26.480 --> 00:14:28.880]  接著那顆星去找耶穌
[00:14:28.880 --> 00:14:31.520]  看到希臘王再去找耶穌
[00:14:31.520 --> 00:14:34.640]  耶穌已經長大了一點
[00:14:34.640 --> 00:14:36.560]  所以已經不是小孩子
[00:14:36.560 --> 00:14:37.760]  同樣看回聖經
[00:14:37.760 --> 00:14:39.920]  他說揭開寶盒
[00:14:39.920 --> 00:14:43.280]  拿出黃金、乳香、末藥
[00:14:43.280 --> 00:14:46.240]  其實這裡沒有說揭開三個寶盒
[00:14:46.240 --> 00:14:49.360]  一個寶盒裡面有黃金、乳香、末藥
[00:14:49.360 --> 00:14:51.360]  所以是不是真的三個博士呢?
[00:14:51.360 --> 00:14:52.400]  我們都不知道
[00:14:52.400 --> 00:14:54.800]  不過我們不需要理會有多少個博士
[00:14:54.800 --> 00:14:57.760]  但是看回這三樣的禮物
[00:14:57.760 --> 00:15:00.560]  他們送黃金、乳香、末藥
[00:15:00.560 --> 00:15:02.400]  當然在當時來說
[00:15:02.400 --> 00:15:03.840]  在東方來說
[00:15:03.840 --> 00:15:05.600]  這個是東方來的博士
[00:15:05.600 --> 00:15:06.960]  在東方來說
[00:15:06.960 --> 00:15:10.400]  黃金是獻給君王的禮物
[00:15:10.400 --> 00:15:12.000]  所以他們帶黃金來
[00:15:12.000 --> 00:15:14.240]  他們是希望找到一個皇帝
[00:15:14.240 --> 00:15:16.320]  因為他知道那顆星是很特別
[00:15:16.320 --> 00:15:17.920]  這顆星是特別的星
[00:15:17.920 --> 00:15:21.120]  所以他知道這是一個皇帝會誕生
[00:15:21.120 --> 00:15:22.400]  於是就去找希臘王的時候
[00:15:22.400 --> 00:15:23.280]  希臘王就害怕了
[00:15:23.280 --> 00:15:24.880]  如果真的是一個皇帝
[00:15:24.880 --> 00:15:26.400]  就大件事了
[00:15:26.400 --> 00:15:28.880]  以致他帶著黃金
[00:15:28.880 --> 00:15:31.680]  是希望能夠獻給君王
[00:15:31.680 --> 00:15:33.680]  而乳香是一種香料
[00:15:33.680 --> 00:15:36.560]  通常是獻給祭司
[00:15:36.560 --> 00:15:38.080]  而同樣末藥
[00:15:38.080 --> 00:15:40.640]  通常是獻給垂死的人
[00:15:40.640 --> 00:15:41.360]  為什麼呢?
[00:15:41.360 --> 00:15:44.560]  因為末藥通常是一個遺體上
[00:15:44.560 --> 00:15:46.160]  是塗抹末藥
[00:15:46.160 --> 00:15:49.040]  以致能夠保存屍體
[00:15:49.040 --> 00:15:51.680]  當然在聖經裡面的觀點
[00:15:51.680 --> 00:15:55.600]  就是黃金是象徵神聖的尊貴
[00:15:55.600 --> 00:15:57.040]  和榮耀
[00:15:57.040 --> 00:16:01.120]  而乳香是象徵復活的輕香
[00:16:01.120 --> 00:16:05.760]  而末藥是象徵受死的苦
[00:16:05.760 --> 00:16:06.960]  所以換言之
[00:16:06.960 --> 00:16:09.120]  其實當東方三博士
[00:16:09.120 --> 00:16:11.440]  他們帶著這三份禮物
[00:16:11.440 --> 00:16:13.520]  去獻給耶穌的時候
[00:16:13.520 --> 00:16:16.640]  其實在整個信仰當中
[00:16:16.640 --> 00:16:19.840]  由耶穌出生到耶穌釘十字架
[00:16:19.840 --> 00:16:22.160]  到耶穌復活再升天
[00:16:22.160 --> 00:16:23.360]  整個的情緒裡面
[00:16:23.360 --> 00:16:26.240]  其實這三位博士這三份禮物
[00:16:26.240 --> 00:16:29.920]  已經是帶出了整個救恩的信息
[00:16:29.920 --> 00:16:31.120]  換言之
[00:16:31.120 --> 00:16:33.840]  我們看到耶穌的唯一
[00:16:33.840 --> 00:16:36.720]  就是因為耶穌應該是做皇帝
[00:16:36.720 --> 00:16:37.840]  祂可以做皇帝
[00:16:37.840 --> 00:16:38.880]  祂是一個君王
[00:16:38.880 --> 00:16:41.680]  因為那顆星帶給博士看的時候
[00:16:41.680 --> 00:16:44.240]  覺得這是一個很特別的君王
[00:16:44.240 --> 00:16:48.720]  但是這個君王居然降生在馬槽那邊
[00:16:48.720 --> 00:16:52.000]  祂沒有在皇宮那邊誕生出世
[00:16:52.000 --> 00:16:54.000]  反而是在馬槽那邊
[00:16:54.000 --> 00:16:55.280]  祂作為一個君王
[00:16:55.280 --> 00:16:58.960]  祂卻沒有用祂的一個君王的身份
[00:16:58.960 --> 00:17:01.920]  反而成為一個僕人的身份
