
[00:00:00.000 --> 00:00:04.000]  這個講道題目裡面我們會有八堂的講道
[00:01:57.000 --> 00:02:00.000]  車前面掛了一個日本的娃娃
[00:02:00.000 --> 00:02:02.000]  掛了很多年上面寫兩個字
[00:02:02.000 --> 00:02:03.000]  溫柔的
[00:02:03.000 --> 00:02:06.000]  不斷提醒自己要溫柔
[00:02:06.000 --> 00:02:07.000]  後來發現也沒效
[00:02:07.000 --> 00:02:11.000]  也是什麼學習偏時間表時間管理
[00:02:11.000 --> 00:02:12.000]  也沒效
[00:02:12.000 --> 00:02:14.000]  也試過什麼喊口號
[00:02:14.000 --> 00:02:16.000]  一起來喊口號減肥減肥
[00:02:16.000 --> 00:02:18.000]  結果也沒效
[00:02:18.000 --> 00:02:22.000]  到底為什麼我們每個人都有拖延症
[00:02:22.000 --> 00:02:24.000]  明明知道有些事情
[00:02:24.000 --> 00:02:25.000]  知道要去做
[00:02:25.000 --> 00:02:28.000]  可是就拖著不去做
[00:02:28.000 --> 00:02:31.000]  直到我後來看到一本書
[00:02:31.000 --> 00:02:34.000]  給了我另外一個解決拖延症的方法
[00:02:34.000 --> 00:02:37.000]  寫這本書的人叫做John Perry
[00:02:37.000 --> 00:02:40.000]  他是Stanford史丹佛大學的一個教授
[00:02:40.000 --> 00:02:42.000]  他寫了一本書叫做
[00:02:42.000 --> 00:02:45.000]  The Art of Procrastination
[00:02:45.000 --> 00:02:47.000]  就是拖延症的藝術
[00:02:47.000 --> 00:02:49.000]  就是拖延症是一種藝術
[00:02:49.000 --> 00:02:50.000]  如果你弄得好的話
[00:02:50.000 --> 00:02:53.000]  也可以把它變得非常的漂亮
[00:02:53.000 --> 00:02:56.000]  那麼他因為寫了這本書
[00:02:56.000 --> 00:02:57.000]  他就拿了一個獎
[00:02:57.000 --> 00:03:00.000]  叫做搞笑的諾貝爾獎
[00:03:00.000 --> 00:03:01.000]  那麼這個獎是給誰的呢
[00:03:01.000 --> 00:03:02.000]  每年十月份
[00:03:02.000 --> 00:03:06.000]  他就頒給十個非常傑出的科學家
[00:03:06.000 --> 00:03:07.000]  為什麼有這個獎項
[00:03:07.000 --> 00:03:10.000]  這個獎項是特別給那種
[00:03:10.000 --> 00:03:11.000]  就是他的研究題目
[00:03:11.000 --> 00:03:13.000]  你聽起來覺得很無厘頭
[00:03:13.000 --> 00:03:14.000]  很搞笑
[00:03:14.000 --> 00:03:17.000]  為什麼有人會研究這種題目
[00:03:17.000 --> 00:03:18.000]  可是你下完之後又覺得
[00:03:18.000 --> 00:03:20.000]  好像有那麼一點道理
[00:03:20.000 --> 00:03:22.000]  是給這麼的一群人
[00:03:22.000 --> 00:03:23.000]  就比方說2006年
[00:03:23.000 --> 00:03:25.000]  UC Davis有一個科學家
[00:03:25.000 --> 00:03:28.000]  叫Ivan Schwab
[00:03:28.000 --> 00:03:30.000]  他就研究了一個題目
[00:03:30.000 --> 00:03:31.000]  就拿了這個獎
[00:03:31.000 --> 00:03:33.000]  他研究的題目就是Woodpecker
[00:03:33.000 --> 00:03:34.000]  就是那種奪木鳥
[00:03:34.000 --> 00:03:35.000]  每天這樣奪
[00:03:35.000 --> 00:03:37.000]  他就研究一個題目叫做
[00:03:37.000 --> 00:03:38.000]  你看這奪木鳥
[00:03:38.000 --> 00:03:39.000]  每天這樣奪木
[00:03:39.000 --> 00:03:41.000]  他為什麼不頭暈呢
[00:03:41.000 --> 00:03:43.000]  這就是他研究的題目
[00:03:43.000 --> 00:03:45.000]  就是你看到題目就覺得好搞笑
[00:03:45.000 --> 00:03:47.000]  為什麼會研究這個題目
[00:03:47.000 --> 00:03:49.000]  可是你下完之後又覺得
[00:03:49.000 --> 00:03:51.000]  好像有那麼一點道理
[00:03:51.000 --> 00:03:52.000]  搞不好你知道
[00:03:52.000 --> 00:03:54.000]  為什麼奪木鳥不頭暈了之後
[00:03:54.000 --> 00:03:56.000]  有一天能夠為人類
[00:03:56.000 --> 00:03:58.000]  如何治療我們的頭痛頭暈
[00:03:58.000 --> 00:04:00.000]  帶來一點的啟示
[00:04:00.000 --> 00:04:01.000]  所以這就是所謂的
[00:04:01.000 --> 00:04:03.000]  搞笑版的諾貝爾獎
[00:04:03.000 --> 00:04:04.000]  那麼你說
[00:04:04.000 --> 00:04:06.000]  為什麼他會拿這個獎呢
[00:04:06.000 --> 00:04:07.000]  John Perry寫這本書
[00:04:07.000 --> 00:04:10.000]  是因為他的結論也是很搞笑
[00:04:10.000 --> 00:04:11.000]  你一開始聽覺得很搞笑
[00:04:11.000 --> 00:04:14.000]  可是下完又覺得好像有點道理
[00:04:14.000 --> 00:04:15.000]  他是這麼說的
[00:04:15.000 --> 00:04:16.000]  他說拖延症這個東西
[00:04:16.000 --> 00:04:19.000]  基本上是沒辦法治療的
[00:04:19.000 --> 00:04:21.000]  就是你改變不了
[00:04:21.000 --> 00:04:23.000]  像糖尿病無法根治
[00:04:23.000 --> 00:04:25.000]  只能控制了
[00:04:25.000 --> 00:04:26.000]  那麼他就是說
[00:04:26.000 --> 00:04:28.000]  那麼現在給你第二個方法
[00:04:28.000 --> 00:04:29.000]  第二個方法就是
[00:04:29.000 --> 00:04:32.000]  既然沒有辦法解決拖延症
[00:04:32.000 --> 00:04:35.000]  那就想辦法把拖延症
[00:04:35.000 --> 00:04:38.000]  變成一件非常有價值的事情
[00:04:38.000 --> 00:04:40.000]  既然減肥不成功
[00:04:40.000 --> 00:04:44.000]  就想辦法讓自己胖得可愛一點
[00:04:44.000 --> 00:04:47.000]  人家看起來覺得可愛可親
[00:04:47.000 --> 00:04:49.000]  那對幕會也是有幫助的
[00:04:49.000 --> 00:04:52.000]  你跑去問陌生人拿個WeChat
[00:04:52.000 --> 00:04:53.000]  人家看你數頭數臉
[00:04:53.000 --> 00:04:55.000]  戒備心就起來了嗎
[00:04:55.000 --> 00:04:57.000]  一看這胖子沒有殺傷力
[00:04:57.000 --> 00:04:58.000]  還蠻有親和力
[00:04:58.000 --> 00:05:00.000]  給他給他
[00:05:00.000 --> 00:05:03.000]  這也對福音工作有幫助
[00:05:03.000 --> 00:05:05.000]  既然沒辦法減肥
[00:05:05.000 --> 00:05:08.000]  就讓肥胖變成一件有價值的事
[00:05:08.000 --> 00:05:09.000]  那麼這就是他的結論
[00:05:09.000 --> 00:05:11.000]  在這種就像搞笑諾貝爾
[00:05:11.000 --> 00:05:13.000]  就是聽起來覺得好搞笑
[00:05:13.000 --> 00:05:15.000]  可是笑完覺得這胖子有點道理
[00:05:15.000 --> 00:05:16.000]  就這個意思
[00:05:16.000 --> 00:05:18.000]  那麼你或許會問
[00:05:18.000 --> 00:05:19.000]  那到底拖延症
[00:05:19.000 --> 00:05:23.000]  怎麼樣把它變成有價值的事呢
[00:05:23.000 --> 00:05:24.000]  他的結論是這樣
[00:05:24.000 --> 00:05:25.000]  他說很多的方法
[00:05:25.000 --> 00:05:28.000]  他有一套方法叫結論性的拖延
[00:05:28.000 --> 00:05:29.000]  我舉個例子
[00:05:29.000 --> 00:05:31.000]  他自己本身的例子
[00:05:31.000 --> 00:05:32.000]  他有一次就跟
[00:05:32.000 --> 00:05:35.000]  因為教授都必須要規定說
[00:05:35.000 --> 00:05:38.000]  每幾年要出本書這樣
[00:05:38.000 --> 00:05:40.000]  他就跟一個出版商簽好的合同
[00:05:40.000 --> 00:05:41.000]  說我要出書
[00:05:41.000 --> 00:05:43.000]  可是他就一直拖一直拖
[00:05:43.000 --> 00:05:46.000]  就沒辦法開始做這件事情
[00:05:46.000 --> 00:05:47.000]  拖了好久
[00:05:47.000 --> 00:05:48.000]  那結果他就想說
[00:05:48.000 --> 00:05:50.000]  反正我也拖
[00:05:50.000 --> 00:05:52.000]  是不是在拖的過程當中
[00:05:52.000 --> 00:05:54.000]  我找些更有意義的事做呢
[00:05:54.000 --> 00:05:55.000]  後來想
[00:05:55.000 --> 00:05:56.000]  對我就把拖延症
[00:05:56.000 --> 00:05:58.000]  變成一件很有意義的事
[00:05:58.000 --> 00:06:01.000]  結果他在拖著不去寫書的時間
[00:06:01.000 --> 00:06:03.000]  他就跑到學生的書社
[00:06:03.000 --> 00:06:05.000]  就花很多的時間
[00:06:05.000 --> 00:06:06.000]  跟學生混在一起
[00:06:06.000 --> 00:06:08.000]  跟學生聊天
[00:06:08.000 --> 00:06:10.000]  跟學生一起喝啤酒
[00:06:10.000 --> 00:06:12.000]  那結果因為這個緣故
[00:06:12.000 --> 00:06:15.000]  他成為史丹佛大學裡面
[00:06:15.000 --> 00:06:17.000]  最受歡迎的一位教授
[00:06:17.000 --> 00:06:20.000]  他因此拿了很多的獎
[00:06:20.000 --> 00:06:23.000]  他說書沒寫成不重要
[00:06:23.000 --> 00:06:25.000]  但是我在拖著不寫書的時候
[00:06:25.000 --> 00:06:27.000]  我做了一件很有意義的事
[00:06:27.000 --> 00:06:28.000]  結果後來
[00:06:28.000 --> 00:06:29.000]  這些事情幫助我
[00:06:29.000 --> 00:06:32.000]  成就了另外一番的事情
[00:06:32.000 --> 00:06:34.000]  這就是他的所謂的結論
[00:06:34.000 --> 00:06:37.000]  就是你有一件事
[00:06:37.000 --> 00:06:38.000]  無論是社會逼你的
[00:06:38.000 --> 00:06:39.000]  你不是太想做
[00:06:39.000 --> 00:06:41.000]  你又不得不做
[00:06:41.000 --> 00:06:42.000]  你也知道你不喜歡
[00:06:42.000 --> 00:06:43.000]  可是非要逼自己做
[00:06:43.000 --> 00:06:45.000]  你就一直拖拖拖
[00:06:45.000 --> 00:06:46.000]  怎麼辦呢
[00:06:46.000 --> 00:06:48.000]  拖著還不如
[00:06:48.000 --> 00:06:50.000]  在拖的過程當中
[00:06:50.000 --> 00:06:52.000]  另外找一些你覺得
[00:06:52.000 --> 00:06:53.000]  很有價值的事
[00:06:53.000 --> 00:06:55.000]  你很想去做的事
[00:06:55.000 --> 00:06:57.000]  把它給做了
[00:06:57.000 --> 00:06:58.000]  做完之後那件事
[00:06:58.000 --> 00:06:59.000]  做不成不重要
[00:06:59.000 --> 00:07:01.000]  因為在那個過程當中
[00:07:01.000 --> 00:07:04.000]  我做了很多其他有意義的事情
[00:07:04.000 --> 00:07:05.000]  禮拜五晚上
[00:07:05.000 --> 00:07:07.000]  我跟一個學生聊天
[00:07:07.000 --> 00:07:09.000]  去巴西短訓
[00:07:09.000 --> 00:07:11.000]  他是footheel的
[00:07:11.000 --> 00:07:13.000]  你知道他去巴西短訓的時間
[00:07:13.000 --> 00:07:15.000]  是他剛回來就要考final
[00:07:15.000 --> 00:07:16.000]  我問他說
[00:07:16.000 --> 00:07:19.000]  你為什麼想在這種時候去短訓
[00:07:19.000 --> 00:07:21.000]  你沒有看時間表
[00:07:21.000 --> 00:07:23.000]  就是這兩個禮拜你去了短訓
[00:07:23.000 --> 00:07:24.000]  一回來那個禮拜
[00:07:24.000 --> 00:07:26.000]  剛好就遇到final
[00:07:26.000 --> 00:07:27.000]  我說你是想放棄學業
[00:07:27.000 --> 00:07:28.000]  還是怎麼樣的
[00:07:28.000 --> 00:07:29.000]  他說不是
[00:07:29.000 --> 00:07:31.000]  很簡單
[00:07:31.000 --> 00:07:33.000]  他說就算我不去巴西
[00:07:33.000 --> 00:07:34.000]  我也是拖到最後一天
[00:07:34.000 --> 00:07:36.000]  才複習我的final
[00:07:36.000 --> 00:07:38.000]  還不如我拖著不去做的時候
[00:07:38.000 --> 00:07:39.000]  在拖的過程
[00:07:39.000 --> 00:07:41.000]  我可不可以想一些
[00:07:41.000 --> 00:07:42.000]  更有意義的事
[00:07:42.000 --> 00:07:43.000]  我先做了
[00:07:43.000 --> 00:07:45.000]  反正我也拖到last minute
[00:07:45.000 --> 00:07:46.000]  那倒不如我回來
[00:07:46.000 --> 00:07:48.000]  我還去了巴西
[00:07:48.000 --> 00:07:49.000]  那我不去
[00:07:49.000 --> 00:07:50.000]  我拖了也是拖了兩個禮拜
[00:07:50.000 --> 00:07:52.000]  在家裡上上YouTube
[00:07:52.000 --> 00:07:53.000]  搞搞Facebook
[00:07:53.000 --> 00:07:54.000]  也浪費兩個禮拜
[00:07:54.000 --> 00:07:56.000]  我說很有智慧
[00:07:56.000 --> 00:07:58.000]  這就是John Perry那本書
[00:07:58.000 --> 00:08:02.000]  寫的The Art of Procrastination
[00:08:02.000 --> 00:08:04.000]  裡面所講的一個point
[00:08:04.000 --> 00:08:05.000]  那麼這本書為什麼
[00:08:05.000 --> 00:08:08.000]  跟我們今天講的題目有關呢
[00:08:08.000 --> 00:08:10.000]  是因為
[00:08:10.000 --> 00:08:11.000]  它基本上在這本書
[00:08:11.000 --> 00:08:13.000]  給你兩個選擇
[00:08:13.000 --> 00:08:14.000]  第一個就是說
[00:08:14.000 --> 00:08:16.000]  你人生已經有個目標
[00:08:16.000 --> 00:08:18.000]  可是那個目標不是你喜歡的
[00:08:18.000 --> 00:08:20.000]  那個目標是我們沒得選擇
[00:08:20.000 --> 00:08:21.000]  就像你們來了加州
[00:08:21.000 --> 00:08:23.000]  就一定要讀書
[00:08:23.000 --> 00:08:24.000]  對不對
[00:08:24.000 --> 00:08:25.000]  就是工業革命之後
[00:08:25.000 --> 00:08:26.000]  我們發明了一樣東西
[00:08:26.000 --> 00:08:28.000]  叫學校
[00:08:28.000 --> 00:08:30.000]  那學校就是統一教學
[00:08:30.000 --> 00:08:32.000]  但是問題是我們不是
[00:08:32.000 --> 00:08:34.000]  我們是獨一無二的人
[00:08:34.000 --> 00:08:36.000]  每個人都有各自的特質
[00:08:36.000 --> 00:08:38.000]  我們學習的方法不一樣
[00:08:38.000 --> 00:08:40.000]  可是學校只提供一個方法
[00:08:40.000 --> 00:08:42.000]  如果適應的人就成功
[00:08:42.000 --> 00:08:43.000]  不適應的人就失敗
[00:08:43.000 --> 00:08:45.000]  可是你讀書不好
[00:08:45.000 --> 00:08:47.000]  也不代表你笨嘛
[00:08:47.000 --> 00:08:49.000]  你可以有其他方面的成就
[00:08:49.000 --> 00:08:53.000]  可是學校只提供一條路
[00:08:53.000 --> 00:08:54.000]  那無論怎麼樣
[00:08:54.000 --> 00:08:55.000]  你只有一個選擇
[00:08:55.000 --> 00:08:56.000]  就是我有這個目標
[00:08:56.000 --> 00:08:57.000]  可是我又逼著自己要做
[00:08:57.000 --> 00:08:59.000]  可是你又知道你不喜歡
[00:08:59.000 --> 00:09:00.000]  就拖了嘛
[00:09:00.000 --> 00:09:02.000]  一直拖一直拖
[00:09:02.000 --> 00:09:03.000]  他說要嘛
[00:09:03.000 --> 00:09:04.000]  你就說無論怎麼樣
[00:09:04.000 --> 00:09:05.000]  我就逼自己更有效的
[00:09:05.000 --> 00:09:06.000]  完成這個目標
[00:09:06.000 --> 00:09:08.000]  雖然這個不是我想要的
[00:09:08.000 --> 00:09:10.000]  也不是我喜歡的
[00:09:10.000 --> 00:09:11.000]  第一個選擇
[00:09:11.000 --> 00:09:12.000]  那第二個選擇就是
[00:09:12.000 --> 00:09:14.000]  在我不想做這個目標的時候
[00:09:14.000 --> 00:09:15.000]  在這個過程當中
[00:09:15.000 --> 00:09:16.000]  我找另外的目標
[00:09:16.000 --> 00:09:18.000]  在我拖著不去做的時候
[00:09:18.000 --> 00:09:20.000]  我把那些給做了
[00:09:20.000 --> 00:09:22.000]  那些目標幫助我
[00:09:22.000 --> 00:09:25.000]  滿了有一個更加豐盛的人生
[00:09:25.000 --> 00:09:28.000]  這基本上就是這兩個選擇
[00:09:28.000 --> 00:09:30.000]  這本書我看到
[00:09:30.000 --> 00:09:31.000]  對我很大的啟示
[00:09:31.000 --> 00:09:33.000]  是因為在現今的時代
[00:09:33.000 --> 00:09:37.000]  你發現人是越來越多選擇
[00:09:37.000 --> 00:09:38.000]  以前或許沒那麼多
[00:09:38.000 --> 00:09:39.000]  現在有了
[00:09:39.000 --> 00:09:42.000]  曾經何時籃球只是一項
[00:09:42.000 --> 00:09:44.000]  大家娛樂的運動
[00:09:44.000 --> 00:09:47.000]  想那個剛剛發明籃球的時候
[00:09:47.000 --> 00:09:49.000]  很多小孩子喜歡打籃球
[00:09:49.000 --> 00:09:50.000]  那媽媽就很苦惱
[00:09:50.000 --> 00:09:52.000]  這孩子不讀書一天到晚去打籃球
[00:09:52.000 --> 00:09:53.000]  怎麼辦呢
[00:09:53.000 --> 00:09:54.000]  就請了
[00:09:54.000 --> 00:09:56.000]  當時也成為一個很大的問題
[00:09:56.000 --> 00:09:57.000]  社會問題
[00:09:57.000 --> 00:09:58.000]  就大家都請教心理醫生說
[00:09:58.000 --> 00:10:01.000]  怎麼樣幫我的孩子戒掉籃球
[00:10:01.000 --> 00:10:03.000]  我們沒想過籃球有一天
[00:10:03.000 --> 00:10:06.000]  能夠變成奧運的體育項目
[00:10:06.000 --> 00:10:08.000]  也沒想過籃球有一天
[00:10:08.000 --> 00:10:10.000]  能夠變成NBA
[00:10:10.000 --> 00:10:11.000]  也沒想過當初那些
[00:10:11.000 --> 00:10:13.000]  在街頭上亂玩玩球的人
[00:10:13.000 --> 00:10:15.000]  有一天可以變成NBA的star
[00:10:15.000 --> 00:10:16.000]  他們可以靠這個
[00:10:16.000 --> 00:10:18.000]  有一份比你的人工賺的
[00:10:18.000 --> 00:10:21.000]  還高的這麼的一個職業
[00:10:21.000 --> 00:10:22.000]  那問題就解決了
[00:10:22.000 --> 00:10:23.000]  以前父母說
[00:10:23.000 --> 00:10:25.000]  要不要請心理醫生幫我
[00:10:25.000 --> 00:10:26.000]  看孩子可不可以
[00:10:26.000 --> 00:10:27.000]  戒掉籃球好好讀書
[00:10:27.000 --> 00:10:28.000]  現在不用了
[00:10:28.000 --> 00:10:30.000]  還鼓勵他們去打
[00:10:30.000 --> 00:10:31.000]  讀書不好不要緊
[00:10:31.000 --> 00:10:32.000]  打籃球打得好
[00:10:32.000 --> 00:10:35.000]  上大學還有scholarship
[00:10:35.000 --> 00:10:38.000]  曾經何時video game
[00:10:38.000 --> 00:10:40.000]  也是父母苦惱的事情
[00:10:40.000 --> 00:10:41.000]  我孩子一天到晚
[00:10:41.000 --> 00:10:43.000]  在躲在房間裡面
[00:10:43.000 --> 00:10:46.000]  打遊戲不出來吃飯
[00:10:46.000 --> 00:10:48.000]  這個問題有一天也
[00:10:48.000 --> 00:10:49.000]  自動就解決為什麼
[00:10:49.000 --> 00:10:51.000]  因為有一天video game
[00:10:51.000 --> 00:10:53.000]  也會被列入為
[00:10:53.000 --> 00:10:55.000]  奧運項目的其中一項
[00:10:55.000 --> 00:10:57.000]  也會成為像NBA一樣
[00:10:57.000 --> 00:10:58.000]  曾經慢慢就
[00:10:58.000 --> 00:10:59.000]  慢慢他們遊戲
[00:10:59.000 --> 00:11:00.000]  也有他們的聯盟
[00:11:00.000 --> 00:11:01.000]  就像NBA一樣
[00:11:01.000 --> 00:11:03.000]  他們有他們的
[00:11:03.000 --> 00:11:04.000]  很高薪請回來的一些
[00:11:04.000 --> 00:11:06.000]  職業玩game的選手
[00:11:06.000 --> 00:11:07.000]  所以有一天
[00:11:07.000 --> 00:11:08.000]  那個躲在房間裡面
[00:11:08.000 --> 00:11:09.000]  猛打game的人
[00:11:09.000 --> 00:11:10.000]  有一天他或許是
[00:11:10.000 --> 00:11:12.000]  下一屆的奧運冠軍
[00:11:12.000 --> 00:11:13.000]  所以到時候
[00:11:13.000 --> 00:11:14.000]  媽媽的問題就解決了
[00:11:14.000 --> 00:11:16.000]  不讀書是吧
[00:11:16.000 --> 00:11:17.000]  另外一個選擇
[00:11:17.000 --> 00:11:18.000]  去打game吧
[00:11:18.000 --> 00:11:19.000]  也不要亂打
[00:11:19.000 --> 00:11:20.000]  打就打專業一點
[00:11:20.000 --> 00:11:23.000]  給我打點成績出來
[00:11:23.000 --> 00:11:26.000]  人類的不斷地往前走
[00:11:26.000 --> 00:11:27.000]  我們會面臨
[00:11:27.000 --> 00:11:28.000]  很多不同的選擇
[00:11:28.000 --> 00:11:30.000]  這時候我們
[00:11:30.000 --> 00:11:32.000]  是不是要運用這些選擇
[00:11:32.000 --> 00:11:33.000]  為你定一個
[00:11:33.000 --> 00:11:35.000]  真正幸福的目標
[00:11:35.000 --> 00:11:36.000]  還是說不管
[00:11:36.000 --> 00:11:38.000]  已經社會給我一個目標
[00:11:38.000 --> 00:11:40.000]  不喜歡照做吧
[00:11:40.000 --> 00:11:42.000]  兩個選擇
[00:11:42.000 --> 00:11:43.000]  給你們看一段經文
[00:11:43.000 --> 00:11:46.000]  羅馬書十二章一到二節
[00:11:46.000 --> 00:11:47.000]  這段經文
[00:11:47.000 --> 00:11:48.000]  我分享過很多次
[00:11:48.000 --> 00:11:49.000]  但是這是從
[00:11:49.000 --> 00:11:51.000]  不一樣的角度看它
[00:11:51.000 --> 00:11:52.000]  這段經文是這樣說的
[00:11:52.000 --> 00:11:54.000]  它說所以弟兄姊妹們
[00:11:54.000 --> 00:11:57.000]  既然上帝這樣連續我們
[00:11:57.000 --> 00:11:58.000]  我勸你們把自己
[00:11:58.000 --> 00:12:00.000]  當作活活的職務
[00:12:00.000 --> 00:12:02.000]  獻上給上帝
[00:12:02.000 --> 00:12:03.000]  專心侍奉他
[00:12:03.000 --> 00:12:05.000]  蒙他喜悅
[00:12:05.000 --> 00:12:06.000]  這就是你們
[00:12:06.000 --> 00:12:09.000]  應該獻上的真實敬拜
[00:12:09.000 --> 00:12:11.000]  不要被這世界同化
[00:12:11.000 --> 00:12:13.000]  讓上帝改造你們
[00:12:13.000 --> 00:12:15.000]  更新你們的心思意念
[00:12:15.000 --> 00:12:17.000]  好明察什麼是他的旨意
[00:12:17.000 --> 00:12:19.000]  知道什麼是良善
[00:12:19.000 --> 00:12:22.000]  完全可蒙悅納的
[00:12:22.000 --> 00:12:24.000]  這邊講說
[00:12:24.000 --> 00:12:25.000]  既然我們這些
[00:12:25.000 --> 00:12:27.000]  他在講信主的人
[00:12:27.000 --> 00:12:29.000]  你知道主耶穌
[00:12:29.000 --> 00:12:31.000]  他在實價上赦免你的罪
[00:12:31.000 --> 00:12:33.000]  換來一個全新的生命
[00:12:33.000 --> 00:12:34.000]  他說這個生命
[00:12:34.000 --> 00:12:35.000]  你應該
[00:12:35.000 --> 00:12:38.000]  前面的路應該怎麼樣活
[00:12:38.000 --> 00:12:39.000]  他給我們一個提醒
[00:12:39.000 --> 00:12:40.000]  他說十二章二節
[00:12:40.000 --> 00:12:42.000]  不要被這世界同化
[00:12:42.000 --> 00:12:43.000]  意思說
[00:12:43.000 --> 00:12:46.000]  不要本來神造我們這個生命
[00:12:46.000 --> 00:12:47.000]  特別是新的生命
[00:12:47.000 --> 00:12:49.000]  每一個人活出來都不一樣
[00:12:49.000 --> 00:12:50.000]  很精彩很豐盛
[00:12:50.000 --> 00:12:53.000]  可是當我們被世界同化的時候
[00:12:53.000 --> 00:12:56.000]  跟著世界那個統一的價值
[00:12:56.000 --> 00:12:57.000]  去亂走的時候
[00:12:57.000 --> 00:12:59.000]  你發現每個人將來都一樣
[00:12:59.000 --> 00:13:01.000]  每個人來到這邊都覺得說
[00:13:01.000 --> 00:13:02.000]  只要來到加州
[00:13:02.000 --> 00:13:04.000]  就一定要進UC
[00:13:04.000 --> 00:13:06.000]  我不是說UC不好
[00:13:06.000 --> 00:13:07.000]  我只是說UC
[00:13:07.000 --> 00:13:09.000]  不一定適合每一個人
[00:13:09.000 --> 00:13:10.000]  你應該想一想
[00:13:10.000 --> 00:13:13.000]  到底你前面的路應該怎麼樣走
[00:13:13.000 --> 00:13:14.000]  特別是信主的人
[00:13:14.000 --> 00:13:15.000]  你需要來到神面前
[00:13:15.000 --> 00:13:16.000]  神祢造我
[00:13:16.000 --> 00:13:18.000]  是不是有個特別的計畫
[00:13:18.000 --> 00:13:21.000]  我不一定要跟著世界所有的路一樣
[00:13:21.000 --> 00:13:22.000]  有沒有一條路
[00:13:22.000 --> 00:13:23.000]  是你告訴我
[00:13:23.000 --> 00:13:24.000]  應該走出來
[00:13:24.000 --> 00:13:26.000]  活出你當初造我的時候
[00:13:26.000 --> 00:13:28.000]  那個獨特的性
[00:13:28.000 --> 00:13:30.000]  那個是很不一樣的
[00:13:30.000 --> 00:13:33.000]  我們世界給大家都很多不同的價值觀
[00:13:33.000 --> 00:13:36.000]  都覺得你大概幾歲要上大學
[00:13:36.000 --> 00:13:37.000]  最好的大學出來
[00:13:37.000 --> 00:13:38.000]  幾歲應該結婚
[00:13:38.000 --> 00:13:40.000]  生孩子都定規好
[00:13:40.000 --> 00:13:42.000]  世界有世界的一套
[00:13:42.000 --> 00:13:44.000]  可是如果你有新的生命
