
[00:00:00.000 --> 00:00:03.000]  各位電影姊妹 各位來賓 早安
[00:01:49.000 --> 00:01:51.000]  令到瘸腿的人可以再行奏
[00:01:51.000 --> 00:01:54.000]  於是那些人很驚訝的時候
[00:01:54.000 --> 00:01:55.000]  彼得就開口解釋
[00:01:55.000 --> 00:01:57.000]  是主耶穌的能力
[00:01:57.000 --> 00:01:59.000]  使得這個人痊癒
[00:01:59.000 --> 00:02:01.000]  使得這個人可以走路
[00:02:01.000 --> 00:02:05.000]  結果彼得和約翰就被人抓走了
[00:02:05.000 --> 00:02:08.000]  我們看回《史獨行傳》第四章一至七節
[00:02:08.000 --> 00:02:10.000]  剛才主席和我們讀出過
[00:02:10.000 --> 00:02:14.000]  我想請大家一起再讀第一至第七節
[00:02:14.000 --> 00:02:16.000]  主席從第五節開始讀
[00:02:16.000 --> 00:02:19.000]  我們由第一節開始讀到第七節
[00:02:19.000 --> 00:02:20.000]  大家看到了
[00:02:20.000 --> 00:02:21.000]  今天沒有跑步的
[00:02:21.000 --> 00:02:23.000]  所以大家要看回自己的聖經
[00:02:50.000 --> 00:02:52.000]  《南丁》數目約到五千
[00:02:52.000 --> 00:02:58.000]  第二天官府、長老和文氏在耶路撒冷聚會
[00:02:58.000 --> 00:03:03.000]  又有大祭司阿娜和該阿發、約翰、亞歷山大
[00:03:03.000 --> 00:03:06.000]  並大祭司的親族都在那裡
[00:03:06.000 --> 00:03:08.000]  叫使徒站在當中
[00:03:08.000 --> 00:03:10.000]  就問他們說
[00:03:10.000 --> 00:03:15.000]  你們用什麼能力奉誰的名作者事呢?
[00:03:18.000 --> 00:03:21.000]  當時兩位使徒可以很害怕
[00:03:21.000 --> 00:03:23.000]  因為審問他們的地方
[00:03:23.000 --> 00:03:26.000]  是當時猶太人的最高法院
[00:03:26.000 --> 00:03:28.000]  正經說是公會
[00:03:28.000 --> 00:03:30.000]  在羅馬統治的時代
[00:03:30.000 --> 00:03:32.000]  公會有捉拿人的權力
[00:03:32.000 --> 00:03:35.000]  公會的會員有七十一個人
[00:03:35.000 --> 00:03:38.000]  大祭司是當年的會長
[00:03:38.000 --> 00:03:41.000]  其他有祭司、薩都哥人
[00:03:41.000 --> 00:03:44.000]  那些薩都哥人不相信死人會復活
[00:03:44.000 --> 00:03:48.000]  文氏是傳統的律法專才
[00:03:48.000 --> 00:03:50.000]  還有法利賽人
[00:03:50.000 --> 00:03:52.000]  那些律法的抗議分子
[00:03:52.000 --> 00:03:54.000]  保羅在信主之前
[00:03:54.000 --> 00:03:56.000]  也說自己是一個法利賽人
[00:03:56.000 --> 00:03:58.000]  是一個律法的抗議分子
[00:03:58.000 --> 00:03:59.000]  還有長老
[00:03:59.000 --> 00:04:01.000]  即是民間的領袖
[00:04:01.000 --> 00:04:04.000]  很重要的權貴家族的首領
[00:04:04.000 --> 00:04:06.000]  這班領袖和權貴
[00:04:06.000 --> 00:04:08.000]  一齊來審問兩個使徒
[00:04:08.000 --> 00:04:09.000]  七十一個人
[00:04:09.000 --> 00:04:11.000]  或許他們當中有缺席
[00:04:11.000 --> 00:04:13.000]  但也有幾十人對著兩個使徒
[00:04:13.000 --> 00:04:15.000]  而這班人正是在不久之前
[00:04:15.000 --> 00:04:16.000]  去審問耶穌
[00:04:16.000 --> 00:04:20.000]  並且宣判耶穌死刑的那班人
[00:04:20.000 --> 00:04:23.000]  但彼得和約翰面對這樣的情形
[00:04:23.000 --> 00:04:24.000]  毫不懼怕
[00:04:24.000 --> 00:04:26.000]  還跟他們傳福音
[00:04:26.000 --> 00:04:30.000]  到底使徒的勇氣從何而來呢?
[00:04:30.000 --> 00:04:32.000]  我們一齊來看看
[00:04:32.000 --> 00:04:33.000]  第一件事
[00:04:33.000 --> 00:04:34.000]  他們的勇氣
[00:04:34.000 --> 00:04:37.000]  第七節到第八節
[00:04:40.000 --> 00:04:47.000]  當公會的人去審問使徒
[00:04:47.000 --> 00:04:50.000]  你們用什麼能力奉誰的名作者使呢?
[00:04:50.000 --> 00:04:53.000]  那時彼得被聖靈充滿對他們說
[00:04:53.000 --> 00:04:55.000]  原來彼得很明顯
[00:04:55.000 --> 00:04:58.000]  他們的能力被聖靈充滿
[00:04:58.000 --> 00:05:00.000]  原來按著主的應許
[00:05:00.000 --> 00:05:02.000]  他們從聖靈得著能力
[00:05:02.000 --> 00:05:04.000]  今天我們侍奉
[00:05:04.000 --> 00:05:05.000]  我們傳福音
[00:05:05.000 --> 00:05:07.000]  都需要能力和勇氣
[00:05:07.000 --> 00:05:09.000]  但不是靠著自己
[00:05:09.000 --> 00:05:10.000]  而是靠著聖靈
[00:05:10.000 --> 00:05:12.000]  在二法所書第五章十八節說
[00:05:12.000 --> 00:05:14.000]  不要醉酒
[00:05:14.000 --> 00:05:16.000]  酒能使人放蕩
[00:05:16.000 --> 00:05:18.000]  乃要被聖靈充滿
[00:05:18.000 --> 00:05:20.000]  這是一個類比
[00:05:20.000 --> 00:05:21.000]  喝酒的人
[00:05:21.000 --> 00:05:23.000]  喝酒進了他的肚子
[00:05:23.000 --> 00:05:24.000]  他的胃和腸
[00:05:24.000 --> 00:05:26.000]  但影響了整個人的表現
[00:05:26.000 --> 00:05:27.000]  他會放蕩
[00:05:27.000 --> 00:05:28.000]  控制不了自己
[00:05:28.000 --> 00:05:30.000]  醉酒的人
[00:05:30.000 --> 00:05:32.000]  同樣被聖靈充滿的時候
[00:05:32.000 --> 00:05:34.000]  當然我們不會放蕩
[00:05:34.000 --> 00:05:36.000]  我們用生命的每一個範疇
[00:05:36.000 --> 00:05:37.000]  都被聖靈來掌管
[00:05:37.000 --> 00:05:39.000]  都能彰顯聖靈充滿了生命
[00:05:39.000 --> 00:05:40.000]  今天我們的生命
[00:05:40.000 --> 00:05:42.000]  有沒有被聖靈來掌管
[00:05:42.000 --> 00:05:43.000]  如果我們的生命
[00:05:43.000 --> 00:05:44.000]  被聖靈掌管的時候
[00:05:44.000 --> 00:05:46.000]  我們就要有這種膽量和勇氣
[00:05:46.000 --> 00:05:48.000]  去為主傳福音
[00:05:48.000 --> 00:05:50.000]  第二件事就是
[00:05:50.000 --> 00:05:52.000]  他們有勇氣
[00:05:52.000 --> 00:05:55.000]  在第九節說到
[00:05:55.000 --> 00:05:57.000]  自問的官府和長老說
[00:05:57.000 --> 00:06:01.000]  倘若今日因為在殘疾人的身上
[00:06:01.000 --> 00:06:02.000]  所行的善事
[00:06:02.000 --> 00:06:03.000]  查問我們
[00:06:03.000 --> 00:06:05.000]  他是怎樣得全愈的
[00:06:05.000 --> 00:06:07.000]  這裡說到
[00:06:07.000 --> 00:06:08.000]  彼得和約翰
[00:06:08.000 --> 00:06:09.000]  做了一件善事
[00:06:09.000 --> 00:06:10.000]  那件善事就是
[00:06:10.000 --> 00:06:11.000]  使一個殘疾人
[00:06:11.000 --> 00:06:13.000]  可以再次起來
[00:06:13.000 --> 00:06:15.000]  去走路
[00:06:15.000 --> 00:06:16.000]  聖經裡說
[00:06:16.000 --> 00:06:17.000]  用善事這個字
[00:06:17.000 --> 00:06:19.000]  英文聖經說到
[00:06:19.000 --> 00:06:20.000]  good deed
[00:06:20.000 --> 00:06:22.000]  或者benefit的意思
[00:06:22.000 --> 00:06:23.000]  幫助了一個殘疾人
[00:06:23.000 --> 00:06:24.000]  可以康復
[00:06:24.000 --> 00:06:26.000]  你看看工會裡那班人
[00:06:26.000 --> 00:06:28.000]  受過高深教育
[00:06:28.000 --> 00:06:29.000]  又有錢
[00:06:29.000 --> 00:06:31.000]  又有地位
[00:06:31.000 --> 00:06:33.000]  可不可以做這樣的善事
[00:06:33.000 --> 00:06:34.000]  可不可以使一個殘疾人
[00:06:34.000 --> 00:06:36.000]  再次起來
[00:06:36.000 --> 00:06:40.000]  再次走路呢
[00:06:40.000 --> 00:06:44.000]  歧視異能不一定是善的
[00:06:44.000 --> 00:06:45.000]  我也承認
[00:06:45.000 --> 00:06:48.000]  有些人可以行歧視異能
[00:06:48.000 --> 00:06:50.000]  或者你們在親戚朋友當中
[00:06:50.000 --> 00:06:52.000]  或者你們認識的同事
[00:06:52.000 --> 00:06:53.000]  都會說到
[00:06:53.000 --> 00:06:54.000]  有些什麼很靈驗
[00:06:54.000 --> 00:06:56.000]  有些什麼可能求籤
[00:06:56.000 --> 00:06:58.000]  又覺得很重
[00:06:58.000 --> 00:07:00.000]  但是這些歧視異能
[00:07:00.000 --> 00:07:01.000]  不一定是善的
[00:07:01.000 --> 00:07:04.000]  當以色列人在埃及圍奴的時候
[00:07:04.000 --> 00:07:08.000]  摩西也曾經奉耶和華的命令
[00:07:08.000 --> 00:07:09.000]  耶和華的吩咐
[00:07:09.000 --> 00:07:11.000]  回去見法老王
[00:07:11.000 --> 00:07:13.000]  說要釋放神的百姓
[00:07:13.000 --> 00:07:14.000]  去侍奉他
[00:07:14.000 --> 00:07:16.000]  去敬拜他
[00:07:16.000 --> 00:07:18.000]  當時法老當然不肯
[00:07:18.000 --> 00:07:19.000]  阿倫
[00:07:19.000 --> 00:07:20.000]  摩西的哥哥
[00:07:20.000 --> 00:07:22.000]  和摩西一起去
[00:07:22.000 --> 00:07:24.000]  拿著手杖
[00:07:24.000 --> 00:07:27.000]  阿倫就將手杖扔在地上
[00:07:27.000 --> 00:07:31.000]  結果手杖變成了蛇
[00:07:31.000 --> 00:07:33.000]  扔在地上之後
[00:07:33.000 --> 00:07:35.000]  法老就說
[00:07:35.000 --> 00:07:38.000]  我的法術師也可以做
[00:07:38.000 --> 00:07:39.000]  於是他就找他的術士
[00:07:39.000 --> 00:07:41.000]  也使用邪術
[00:07:41.000 --> 00:07:44.000]  可以使手杖變成蛇
[00:07:44.000 --> 00:07:48.000]  所以原來那些不是善士
[00:07:48.000 --> 00:07:51.000]  這些人都可以行歧視異能
[00:07:51.000 --> 00:07:52.000]  不過聖經記載
[00:07:52.000 --> 00:07:54.000]  阿倫的手杖就吞了
[00:07:54.000 --> 00:07:56.000]  法老的術士
[00:07:56.000 --> 00:07:58.000]  手杖變成了蛇
[00:07:58.000 --> 00:07:59.000]  我們知道
[00:07:59.000 --> 00:08:01.000]  從神而來的能力
[00:08:01.000 --> 00:08:03.000]  是可以使人行神蹟
[00:08:03.000 --> 00:08:05.000]  而且是不會引誘人
[00:08:05.000 --> 00:08:08.000]  離開對神的敬畏
[00:08:08.000 --> 00:08:10.000]  彼得所行的神蹟
[00:08:10.000 --> 00:08:12.000]  是引領人歸向神
[00:08:12.000 --> 00:08:15.000]  不是遠離神
[00:08:15.000 --> 00:08:18.000]  我們看回第十三章
[00:08:18.000 --> 00:08:19.000]  十一章
[00:08:19.000 --> 00:08:20.000]  十二章
[00:08:20.000 --> 00:08:21.000]  十三章
[00:08:21.000 --> 00:08:22.000]  十四章
[00:08:22.000 --> 00:08:23.000]  十五章
[00:08:23.000 --> 00:08:24.000]  十六章
[00:08:24.000 --> 00:08:25.000]  十七章
[00:08:25.000 --> 00:08:28.000]  我們看回第十四節
[00:08:28.000 --> 00:08:29.000]  第十四節
[00:08:29.000 --> 00:08:31.000]  「又看見那自好的人
[00:08:31.000 --> 00:08:32.000]  和他們一同站著
[00:08:32.000 --> 00:08:34.000]  就無話可說」
[00:08:34.000 --> 00:08:35.000]  這個就是公會的人
[00:08:35.000 --> 00:08:36.000]  那些權貴
[00:08:36.000 --> 00:08:39.000]  那些宗教的領袖
[00:08:39.000 --> 00:08:41.000]  他看見這件神蹟
[00:08:41.000 --> 00:08:42.000]  這個強頹的人
[00:08:42.000 --> 00:08:43.000]  可以在此行走
[00:08:43.000 --> 00:08:45.000]  他就無話可說
[00:08:45.000 --> 00:08:47.000]  在第二十一節
[00:08:47.000 --> 00:08:48.000]  「官長為百姓的緣故
[00:08:48.000 --> 00:08:49.000]  想不出法子
[00:08:49.000 --> 00:08:51.000]  刑罰他們又恐嚇他們一番
[00:08:51.000 --> 00:08:52.000]  把他們釋放」
[00:08:52.000 --> 00:08:53.000]  為什麼呢
[00:08:53.000 --> 00:08:55.000]  「因為眾人為所行的歧視
[00:08:55.000 --> 00:08:59.000]  都歸榮耀與神」
[00:08:59.000 --> 00:09:00.000]  然後說
[00:09:00.000 --> 00:09:02.000]  原來這個藉著神蹟醫好的人
[00:09:02.000 --> 00:09:04.000]  已經四十多歲了
[00:09:04.000 --> 00:09:05.000]  四十多年了
[00:09:05.000 --> 00:09:06.000]  他強頹了
[00:09:06.000 --> 00:09:07.000]  由出世到現在
[00:09:07.000 --> 00:09:08.000]  四十多年他強頹了
[00:09:08.000 --> 00:09:10.000]  現在可以走路了
[00:09:10.000 --> 00:09:11.000]  眾人看見這個神蹟
[00:09:11.000 --> 00:09:13.000]  就將榮耀歸神
[00:09:13.000 --> 00:09:14.000]  所以我們知道
[00:09:14.000 --> 00:09:16.000]  這個神蹟是從神而來的
[00:09:16.000 --> 00:09:17.000]  現今的教會
[00:09:17.000 --> 00:09:19.000]  和初期教會一樣
[00:09:19.000 --> 00:09:22.000]  每一天都有神蹟的發生
[00:09:22.000 --> 00:09:24.000]  我們每一天都看到
[00:09:24.000 --> 00:09:26.000]  信徒的生命經歷的改變
[00:09:26.000 --> 00:09:27.000]  當我們每一天
[00:09:27.000 --> 00:09:28.000]  藉著靈修
[00:09:28.000 --> 00:09:29.000]  禱告
[00:09:29.000 --> 00:09:30.000]  看聖經
[00:09:30.000 --> 00:09:32.000]  我們生命藉著改變的時候
[00:09:32.000 --> 00:09:34.000]  其實就是在經歷神蹟的發生
[00:09:34.000 --> 00:09:35.000]  有沒有發覺
[00:09:35.000 --> 00:09:36.000]  可能有一個人
[00:09:36.000 --> 00:09:37.000]  你和他很不和
[00:09:37.000 --> 00:09:39.000]  很想打他一頓
[00:09:39.000 --> 00:09:40.000]  但是聖靈提醒你
[00:09:40.000 --> 00:09:42.000]  你可以控制自己的脾氣
[00:09:42.000 --> 00:09:45.000]  平時遇到這麼大的困難
[00:09:45.000 --> 00:09:46.000]  失業
[00:09:46.000 --> 00:09:47.000]  或者病患當中
[00:09:47.000 --> 00:09:49.000]  竟然有人有能力去面對
[00:09:49.000 --> 00:09:51.000]  這些就是神蹟的發生
[00:09:51.000 --> 00:09:53.000]  我們的生命的改變
[00:09:53.000 --> 00:09:55.000]  還有禱告的蒙垂聽
[00:09:55.000 --> 00:09:56.000]  神聽我們的祈禱
[00:09:56.000 --> 00:09:57.000]  很奇妙
[00:09:57.000 --> 00:09:59.000]  很細微的事情
[00:09:59.000 --> 00:10:01.000]  旅行為了天氣祈禱
[00:10:01.000 --> 00:10:02.000]  小朋友不見了筆袋
[00:10:02.000 --> 00:10:04.000]  為了要找回筆袋祈禱
[00:10:04.000 --> 00:10:05.000]  很小的事情
[00:10:05.000 --> 00:10:07.000]  神都在聽我們的禱告
[00:10:07.000 --> 00:10:10.000]  這個都是神蹟的發生
[00:10:10.000 --> 00:10:12.000]  可以增加我們對主的信心
[00:10:12.000 --> 00:10:13.000]  和傳福音的勇氣
[00:10:13.000 --> 00:10:15.000]  當我們經歷這些神蹟的時候
[00:10:15.000 --> 00:10:19.000]  我們也有信心和人傳福音
[00:10:19.000 --> 00:10:21.000]  第三點
[00:10:21.000 --> 00:10:22.000]  我們可以看到
[00:10:22.000 --> 00:10:25.000]  使徒如何有勇氣去傳福音
[00:10:25.000 --> 00:10:26.000]  就是他們知道
[00:10:26.000 --> 00:10:28.000]  他們傳講的是一個真理
[00:10:28.000 --> 00:10:30.000]  是耶穌基督復活的事實
[00:10:30.000 --> 00:10:32.000]  他們不是在說笑話
[00:10:32.000 --> 00:10:33.000]  不是在搞爛笑話
[00:10:33.000 --> 00:10:36.000]  不是在說無聊的事情
[00:10:36.000 --> 00:10:37.000]  他們在面對審訊
[00:10:37.000 --> 00:10:39.000]  你以為他們在說笑話嗎
[00:10:39.000 --> 00:10:40.000]  不是的
[00:10:40.000 --> 00:10:41.000]  但是在那個時候
[00:10:41.000 --> 00:10:43.000]  他們知道他們說的是事實
[00:10:43.000 --> 00:10:45.000]  所以他們不會膽怯
[00:10:45.000 --> 00:10:47.000]  他們有勇氣去說
[00:10:47.000 --> 00:10:49.000]  他們說什麼呢?
[00:10:49.000 --> 00:10:51.000]  第十節
[00:11:17.000 --> 00:11:26.000]  他們傳講的是耶穌基督
[00:11:26.000 --> 00:11:28.000]  耶穌基督是絕對的人
[00:11:28.000 --> 00:11:31.000]  他被稱為那撒勒人的耶穌
[00:11:31.000 --> 00:11:32.000]  因為主耶穌基督
[00:11:32.000 --> 00:11:35.000]  曾經在歷史裡面生活過
[00:11:35.000 --> 00:11:37.000]  曾經進入人類的歷史
[00:11:37.000 --> 00:11:39.000]  藉著童貞女瑪利亞所生
[00:11:39.000 --> 00:11:41.000]  然後他成為一個嬰兒
[00:11:41.000 --> 00:11:42.000]  來到這個世界
[00:11:42.000 --> 00:11:44.000]  他經過他的童年
[00:11:44.000 --> 00:11:45.000]  他的少年時代
[00:11:45.000 --> 00:11:46.000]  他的青年時代
[00:11:46.000 --> 00:11:47.000]  然後他成人
[00:11:47.000 --> 00:11:49.000]  他出來傳福音
[00:11:49.000 --> 00:11:52.000]  主耶穌基督是完全的人
[00:11:52.000 --> 00:11:54.000]  他在歷史裡面生活過
[00:11:54.000 --> 00:11:55.000]  讓人可以觸摸
[00:11:55.000 --> 00:11:57.000]  讓人可以認識
[00:11:57.000 --> 00:12:00.000]  但耶穌基督同時也是絕對的神
[00:12:00.000 --> 00:12:02.000]  他雖然被釘在十字架上
[00:12:02.000 --> 00:12:04.000]  為了擔負殺人罪
[00:12:04.000 --> 00:12:07.000]  就是這班工會裡的人
[00:12:07.000 --> 00:12:09.000]  他們宣判耶穌死刑
[00:12:09.000 --> 00:12:10.000]  把他釘在十字架上
[00:12:10.000 --> 00:12:14.000]  以為這樣就可以除去他們的眼中釘
[00:12:14.000 --> 00:12:19.000]  但卻是神叫他從死裡復活
[00:12:19.000 --> 00:12:21.000]  耶穌基督從死裡復活
[00:12:21.000 --> 00:12:24.000]  就證明了他是神
[00:12:24.000 --> 00:12:28.000]  因為神不會永遠死亡
[00:12:28.000 --> 00:12:29.000]  祂只是死了三天
[00:12:29.000 --> 00:12:31.000]  然後祂就從死裡復活過來
[00:12:31.000 --> 00:12:33.000]  死不可以永遠囚禁祂
[00:12:33.000 --> 00:12:34.000]  耶穌基督復活之後
[00:12:34.000 --> 00:12:40.000]  祂是永遠活著
[00:12:40.000 --> 00:12:43.000]  在這裡彼得引用了詩篇第118篇第22節
[00:12:43.000 --> 00:12:46.000]  「你們將人所棄的石頭」
[00:12:46.000 --> 00:12:48.000]  這個將人就是起屋的人
[00:12:48.000 --> 00:12:50.000]  你們這班起屋的人
[00:12:50.000 --> 00:12:52.000]  拋棄了這塊石頭
[00:12:52.000 --> 00:12:53.000]  放棄了這塊石頭
[00:12:53.000 --> 00:12:55.000]  這個就是耶穌基督
[00:12:55.000 --> 00:12:58.000]  但已經成為了放國的頭塊石頭
[00:12:58.000 --> 00:13:00.000]  頭塊石頭是起屋
[00:13:00.000 --> 00:13:01.000]  沒有它就不行
[00:13:01.000 --> 00:13:02.000]  第一塊石頭
[00:13:02.000 --> 00:13:03.000]  如果沒有它
[00:13:03.000 --> 00:13:05.000]  這間屋就起不上
[00:13:05.000 --> 00:13:06.000]  然後彼得就說
[00:13:06.000 --> 00:13:09.000]  「除他以外別無拯救」
[00:13:09.000 --> 00:13:10.000]  因為在天下人間
[00:13:10.000 --> 00:13:11.000]  沒有次下別的名字
[00:13:11.000 --> 00:13:13.000]  我們可以靠著得救
[00:13:13.000 --> 00:13:15.000]  「除他以外別無拯救」
[00:13:15.000 --> 00:13:16.000]  對於很多人來說
[00:13:16.000 --> 00:13:18.000]  是很難接受的
[00:13:18.000 --> 00:13:20.000]  為什麼不可以靠自己得救呢?
[00:13:20.000 --> 00:13:24.000]  為什麼不是所有宗教一樣的嗎?
[00:13:24.000 --> 00:13:27.000]  為什麼一定要信耶穌呢?
[00:13:27.000 --> 00:13:28.000]  但是試問一下
[00:13:28.000 --> 00:13:30.000]  天下人間有哪一個名字
[00:13:30.000 --> 00:13:32.000]  我們可以靠著得救呢?
[00:13:32.000 --> 00:13:34.000]  事實就是這樣
[00:13:34.000 --> 00:13:38.000]  彼得和約翰就是在說事實
[00:13:38.000 --> 00:13:40.000]  所以在第20節說
[00:13:40.000 --> 00:13:44.000]  「我們所看見、所聽見的不能不說」
[00:13:44.000 --> 00:13:47.000]  基督的愛激勵著他們
[00:13:47.000 --> 00:13:50.000]  本來在哥倫多後書第5章14節說
[00:13:50.000 --> 00:13:52.000]  原來基督的愛激勵我們
[00:13:52.000 --> 00:13:53.000]  基督的愛激勵他們
[00:13:53.000 --> 00:13:54.000]  所以他們看到的
[00:13:54.000 --> 00:13:56.000]  他們見到的
[00:13:56.000 --> 00:13:57.000]  他們聽到的
[00:13:57.000 --> 00:13:59.000]  他們不可以不說
[00:13:59.000 --> 00:14:01.000]  他們說的是事實
[00:14:01.000 --> 00:14:02.000]  這讓我們有膽量
[00:14:02.000 --> 00:14:04.000]  去面對這麼多的人
[00:14:04.000 --> 00:14:05.000]  去審訊他們
[00:14:05.000 --> 00:14:07.000]  仍然可以傳講福音
[00:14:07.000 --> 00:14:09.000]  大家留意一件事
[00:14:09.000 --> 00:14:11.000]  審問使徒的這班人
[00:14:11.000 --> 00:14:15.000]  沒有否認耶穌基督復活的事實
[00:14:15.000 --> 00:14:16.000]  他們沒有說
[00:14:16.000 --> 00:14:17.000]  你們在說謊
[00:14:17.000 --> 00:14:19.000]  你們在妖言惑眾
[00:14:19.000 --> 00:14:20.000]  沒有
[00:14:20.000 --> 00:14:21.000]  審問使徒的人
[00:14:21.000 --> 00:14:24.000]  沒有否認耶穌基督復活的事實
[00:14:24.000 --> 00:14:26.000]  甚至沒有試圖去證明
[00:14:26.000 --> 00:14:30.000]  彼得他們是錯的
[00:14:30.000 --> 00:14:34.000]  我們看到彼得和約翰他們的勇氣
[00:14:34.000 --> 00:14:36.000]  黎子的聖靈充滿
[00:14:36.000 --> 00:14:39.000]  黎子有行善的果效
[00:14:39.000 --> 00:14:41.000]  看到神蹟的發生
[00:14:41.000 --> 00:14:45.000]  黎子知道自己傳講的是事實
[00:14:45.000 --> 00:14:47.000]  是真理
[00:14:47.000 --> 00:14:49.000]  還有第四件事
[00:14:49.000 --> 00:14:50.000]  他們的勇氣
[00:14:50.000 --> 00:14:52.000]  來自教會的代求
[00:14:52.000 --> 00:14:54.000]  教會為他們禱告
[00:14:54.000 --> 00:14:56.000]  我們看第23節至31節
[00:14:56.000 --> 00:15:03.000]  這裡說到他們被工會的人釋放了
[00:15:03.000 --> 00:15:04.000]  因為工會的人都發覺
[00:15:04.000 --> 00:15:06.000]  他們不能入罪
[00:15:06.000 --> 00:15:07.000]  不如我們一起讀
[00:15:07.000 --> 00:15:08.000]  剛才沒有讀到
[00:15:08.000 --> 00:15:10.000]  23節至31節
[00:15:10.000 --> 00:15:11.000]  預備起
[00:15:35.000 --> 00:15:37.000]  外邦為甚麼爭鬧
[00:15:37.000 --> 00:15:41.000]  萬民為甚麼謀算虛妄的事
[00:15:41.000 --> 00:15:44.000]  世上的君王一齊起來
[00:15:44.000 --> 00:15:46.000]  神在也聚集
[00:15:46.000 --> 00:15:47.000]  要敵黨主
[00:15:47.000 --> 00:15:49.000]  並主的受告者
[00:15:49.000 --> 00:15:52.000]  希律和本雕比拉多
[00:15:52.000 --> 00:15:54.000]  外邦人和以色列民
[00:15:54.000 --> 00:15:57.000]  果然在這城裡聚集
[00:15:57.000 --> 00:16:00.000]  要攻打你所告的聖僕耶穌
[00:16:00.000 --> 00:16:05.000]  成就你守和你旨意所預定必有的事
[00:16:05.000 --> 00:16:07.000]  他們恐嚇我們
[00:16:07.000 --> 00:16:09.000]  現在求主監察
[00:16:09.000 --> 00:16:13.000]  一面叫你僕人大放膽量講你的道
[00:16:13.000 --> 00:16:17.000]  一面伸出你的手來醫治疾病
[00:16:17.000 --> 00:16:19.000]  並且使神即其事
[00:16:19.000 --> 00:16:23.000]  因著你聖僕耶穌的名行出來
[00:16:23.000 --> 00:16:25.000]  禱告完了
[00:16:25.000 --> 00:16:27.000]  聚會的地方震動
[00:16:27.000 --> 00:16:29.000]  他們就都被聖靈充滿
[00:16:29.000 --> 00:16:32.000]  放膽講論神的道
[00:16:32.000 --> 00:16:35.000]  我們看到他們被釋放之後
[00:16:35.000 --> 00:16:38.000]  教會的人就同心的來禱告
[00:16:38.000 --> 00:16:39.000]  聖經說
