
[00:00:00.000 --> 00:00:04.080]  今天想和大家分享一個在創世界裏很重要的人物
[00:01:26.760 --> 00:01:28.240]  他看着我借電話
[00:01:28.240 --> 00:01:30.080]  當時我和另一個大兄在聊天
[00:01:30.080 --> 00:01:31.640]  他看着我借電話,我摸一摸他
[00:01:31.640 --> 00:01:33.880]  他說是因爲他剛剛在國內過關
[00:01:33.880 --> 00:01:35.440]  香港的電話留在國內
[00:01:35.440 --> 00:01:37.760]  想告訴太太他要回來拿電話
[00:01:37.760 --> 00:01:41.800]  我看了兩眼,就借給他
[00:01:41.800 --> 00:01:43.880]  他按按按,打完之後又打不通
[00:01:43.880 --> 00:01:45.840]  接着他就立即下車了
[00:01:45.840 --> 00:01:47.120]  給了電話我才下車的
[00:01:47.120 --> 00:01:48.440]  他沒有拿我的電話下車
[00:01:48.440 --> 00:01:50.800]  他給了電話我才下車
[00:01:50.800 --> 00:01:52.760]  當時我第一個反應就是想
[00:01:52.760 --> 00:01:54.480]  借個電話去打一下
[00:01:54.480 --> 00:01:56.720]  爲何這麼多憂慮
[00:01:56.720 --> 00:01:58.400]  因爲電話每個月多少分鐘
[00:01:58.400 --> 00:01:59.720]  現在已經不重要了
[00:01:59.720 --> 00:02:02.360]  以前都說手提電話多少分鐘
[00:02:02.360 --> 00:02:03.960]  現在你都應該從來沒有試過
[00:02:03.960 --> 00:02:05.760]  打電話超過一分鐘
[00:02:05.760 --> 00:02:07.720]  因爲不知多少千分鍾都打不通
[00:02:07.720 --> 00:02:09.400]  不過當有人去問你的時候
[00:02:09.400 --> 00:02:10.920]  你就總是覺得
[00:02:10.920 --> 00:02:13.000]  先想想他會不會騙我的
[00:02:13.000 --> 00:02:14.040]  我在想車子在走路
[00:02:14.040 --> 00:02:15.880]  他搶了我的電話也走不掉的
[00:02:15.880 --> 00:02:18.960]  那怕什麼呢
[00:02:18.960 --> 00:02:21.840]  原來人對身邊的人開始沒有信心
[00:02:21.840 --> 00:02:23.440]  可能是因爲見了很多
[00:02:23.440 --> 00:02:25.800]  你想象不到的事
[00:02:25.800 --> 00:02:28.120]  當你看見舊約的聖經阿伯拉罕
[00:02:28.120 --> 00:02:29.000]  可能你說
[00:02:29.000 --> 00:02:30.720]  阿伯拉罕有什麼特別
[00:02:30.720 --> 00:02:31.840]  我都可以
[00:02:31.840 --> 00:02:33.600]  上帝叫我去就去
[00:02:33.600 --> 00:02:35.320]  因爲當你熟悉阿伯拉罕的故事的時候
[00:02:35.320 --> 00:02:36.320]  一開始
[00:02:36.320 --> 00:02:37.440]  如果打開聖經
[00:02:37.440 --> 00:02:40.200]  回到前面一點點
[00:02:40.200 --> 00:02:45.840]  在這12章開始
[00:02:45.840 --> 00:02:48.440]  聖經裏面說上帝呼召阿伯拉罕
[00:02:48.440 --> 00:02:52.360]  他說你離開你的本地本族父家去那裏
[00:02:52.360 --> 00:02:53.400]  你經常說的
[00:02:53.400 --> 00:02:55.600]  阿伯拉罕都不知道去哪裏就去
[00:02:55.600 --> 00:02:57.200]  很有信心
[00:02:57.200 --> 00:02:58.200]  當你看看聖經
[00:02:58.200 --> 00:02:59.280]  當然不是不知道
[00:02:59.280 --> 00:03:00.640]  大約都知道去哪裏
[00:03:00.640 --> 00:03:03.680]  再加上熟悉阿伯拉罕當時的民族
[00:03:03.680 --> 00:03:05.920]  他們是遊牧民族
[00:03:05.920 --> 00:03:07.680]  什麼叫遊牧民族
[00:03:07.680 --> 00:03:08.680]  遊牧民族
[00:03:08.680 --> 00:03:10.560]  就是到處去
[00:03:10.560 --> 00:03:13.480]  一開始他的生活就是到處去
[00:03:13.480 --> 00:03:15.880]  所以聖經裏面整個阿伯拉罕的故事就是
[00:03:15.880 --> 00:03:16.800]  一個遊牧民族
[00:03:16.800 --> 00:03:17.720]  本來到處去
[00:03:17.720 --> 00:03:18.640]  最後去到處去
[00:03:18.640 --> 00:03:20.120]  上帝就帶你去一個很好的地方
[00:03:20.120 --> 00:03:21.280]  就停留在那裏
[00:03:21.280 --> 00:03:22.640]  然後就開始產業了
[00:03:22.640 --> 00:03:25.240]  這個就是阿伯拉罕故事的重點
[00:03:25.240 --> 00:03:27.920]  所以一開始阿伯拉罕當然是到處去的
[00:03:27.920 --> 00:03:29.440]  上帝說你去那裏
[00:03:29.440 --> 00:03:30.240]  很好的
[00:03:30.240 --> 00:03:31.040]  那裏很棒
[00:03:31.040 --> 00:03:32.800]  我祈福你
[00:03:32.800 --> 00:03:34.240]  阿伯拉罕你是遊牧民族
[00:03:34.240 --> 00:03:35.120]  你會怎樣
[00:03:35.120 --> 00:03:36.240]  當然去
[00:03:36.240 --> 00:03:37.480]  上帝叫我
[00:03:37.480 --> 00:03:39.120]  爲什麼不去
[00:03:39.120 --> 00:03:40.560]  再加上如果你看聖經
[00:03:40.560 --> 00:03:41.720]  12章裏面說
[00:03:41.720 --> 00:03:42.760]  當時
[00:03:42.760 --> 00:03:44.560]  阿伯蘭就是阿伯拉罕
[00:03:44.560 --> 00:03:47.760]  離開哈蘭的時候是75歲
[00:03:47.760 --> 00:03:48.680]  70多歲的人
[00:03:48.680 --> 00:03:49.400]  當然你說
[00:03:49.400 --> 00:03:51.480]  70多歲的人到處去好像很辛苦
[00:03:51.480 --> 00:03:53.280]  不過當你知道聖經裏面的故事
[00:03:53.280 --> 00:03:54.600]  遊牧民族70多歲
[00:03:54.600 --> 00:03:55.840]  他應該都有經驗
[00:03:55.840 --> 00:03:57.720]  都已經經常到處去的了
[00:03:57.720 --> 00:03:59.160]  再加上上帝要去
[00:03:59.160 --> 00:03:59.960]  他就看看
[00:03:59.960 --> 00:04:00.720]  就去一下
[00:04:00.720 --> 00:04:02.280]  結果很快聖經裏面說
[00:04:02.280 --> 00:04:03.600]  有很多財寶
[00:04:03.600 --> 00:04:06.280]  非常豐富
[00:04:06.280 --> 00:04:09.560]  所以纔要和羅德的集團分手
[00:04:09.560 --> 00:04:10.960]  因爲那裏太豐富了
[00:04:10.960 --> 00:04:12.440]  大家太多牛羊
[00:04:12.440 --> 00:04:15.840]  太多他帶着的物件
[00:04:15.840 --> 00:04:16.680]  所以要分散
[00:04:16.680 --> 00:04:17.720]  因爲再追過來
[00:04:17.720 --> 00:04:19.440]  那裏不夠地方了
[00:04:19.440 --> 00:04:20.880]  上帝這樣賜福他
[00:04:20.880 --> 00:04:22.640]  當然很有信心
[00:04:22.640 --> 00:04:23.400]  我告訴你
[00:04:23.400 --> 00:04:24.280]  上帝很祝福你
[00:04:24.280 --> 00:04:25.360]  你用心做事
[00:04:25.360 --> 00:04:27.120]  接着你會發達的
[00:04:27.120 --> 00:04:28.240]  你聽不聽
[00:04:28.240 --> 00:04:28.760]  聽
[00:04:28.760 --> 00:04:29.920]  當然聽
[00:04:29.920 --> 00:04:30.880]  最好就是上帝告訴我
[00:04:30.880 --> 00:04:32.520]  去哪家公司做什麼
[00:04:32.520 --> 00:04:33.760]  做到什麼時候
[00:04:33.760 --> 00:04:35.040]  甚至最好就是上帝告訴我
[00:04:35.040 --> 00:04:36.640]  什麼時候要買房子入市
[00:04:36.640 --> 00:04:37.760]  這個時候入市就對了
[00:04:37.760 --> 00:04:38.480]  兩年之後就升了
[00:04:38.480 --> 00:04:39.840]  發達了
[00:04:39.840 --> 00:04:40.960]  當上帝帶領你
[00:04:40.960 --> 00:04:42.480]  賜福你 蒙福你
[00:04:42.480 --> 00:04:43.560]  當然好
[00:04:43.560 --> 00:04:44.960]  當然開心
[00:04:44.960 --> 00:04:46.680]  所以當你看到聖經裏面
[00:04:46.680 --> 00:04:49.680]  當上帝帶阿伯拉罕一路帶領
[00:04:49.680 --> 00:04:50.320]  一路帶領
[00:04:50.320 --> 00:04:51.520]  去到一個地步
[00:04:51.520 --> 00:04:53.680]  結果他去到一百歲的時候
[00:04:53.680 --> 00:04:55.160]  就生了他的兒子
[00:04:55.160 --> 00:04:55.640]  是誰呢
[00:04:55.640 --> 00:04:56.200]  就是以撒
[00:04:56.200 --> 00:04:57.520]  我們熟悉的
[00:04:57.520 --> 00:04:58.840]  一百歲
[00:04:58.840 --> 00:05:01.080]  我們經常說一百歲不死也有新聞
[00:05:01.080 --> 00:05:01.960]  不止新聞
[00:05:01.960 --> 00:05:03.760]  一百歲不死也有兒子生
[00:05:03.760 --> 00:05:04.640]  當聖經裏面
[00:05:04.640 --> 00:05:06.600]  講阿伯拉罕有這個兒子的時候是怎樣的呢
[00:05:06.600 --> 00:05:07.840]  我們看一看聖經
[00:05:07.840 --> 00:05:10.960]  剪一剪他前一點點
[00:05:10.960 --> 00:05:17.480]  在第十八章
[00:05:17.480 --> 00:05:19.400]  第十八章的時候
[00:05:19.400 --> 00:05:21.040]  就講了
[00:05:21.040 --> 00:05:22.520]  第十八章講
[00:05:22.520 --> 00:05:25.320]  耶和華就顯然向阿伯拉罕說
[00:05:25.320 --> 00:05:26.400]  你是蒙恩的
[00:05:26.400 --> 00:05:29.120]  你要有你的下一代
[00:05:29.120 --> 00:05:30.600]  你要生你自己的兒子
[00:05:30.600 --> 00:05:34.240]  這個就在當中去到第十一節開始那裏講到
[00:05:34.240 --> 00:05:37.320]  阿伯拉罕和撒拉就年紀老邁了
[00:05:37.320 --> 00:05:38.320]  怎麼生兒子呢
[00:05:38.320 --> 00:05:39.320]  聖經裏面講到
[00:05:39.320 --> 00:05:41.560]  撒拉心裏就嬉笑
[00:05:41.560 --> 00:05:44.120]  老了怎麼有兒子生
[00:05:44.120 --> 00:05:45.560]  聖經裏面講到
[00:05:45.560 --> 00:05:48.280]  當阿伯拉罕的兒子
[00:05:48.280 --> 00:05:49.400]  以撒出生的時候
[00:05:49.400 --> 00:05:50.720]  阿伯拉罕一百歲
[00:05:50.720 --> 00:05:53.800]  他太太撒拉就在九十歲
[00:05:53.800 --> 00:05:56.200]  一百歲和九十歲生兒子
[00:05:56.200 --> 00:05:58.240]  當然厲害了
[00:05:58.240 --> 00:06:02.400]  阿伯拉罕是不是很信得過上帝會給他這個兒子呢
[00:06:02.400 --> 00:06:03.640]  看一看聖經
[00:06:03.640 --> 00:06:04.560]  其實不是的
[00:06:04.560 --> 00:06:06.880]  或者應該說不完全是
[00:06:06.880 --> 00:06:09.480]  因爲當聖經裏面說
[00:06:09.480 --> 00:06:12.080]  上帝要讓阿伯拉罕得後裔的時候
[00:06:12.080 --> 00:06:13.360]  阿伯拉罕就想辦法了
[00:06:13.360 --> 00:06:15.000]  你看十七章你就會看到了
[00:06:15.000 --> 00:06:16.920]  十七章的時候就是他們想辦法
[00:06:16.920 --> 00:06:17.640]  應該這麼說
[00:06:17.640 --> 00:06:18.920]  十六章已經做了
[00:06:18.920 --> 00:06:20.480]  當阿伯拉罕想辦法
[00:06:20.480 --> 00:06:22.120]  上帝說要賜福我
[00:06:22.120 --> 00:06:23.840]  說要給後裔我
[00:06:23.840 --> 00:06:25.360]  那怎麼辦呢
[00:06:25.360 --> 00:06:28.080]  其實上帝爲什麼要賜福阿伯拉罕給後裔他呢
[00:06:28.080 --> 00:06:29.600]  十五章有講的
[00:06:29.600 --> 00:06:32.720]  十五章第二節這樣講
[00:06:32.720 --> 00:06:33.640]  他說
[00:06:33.640 --> 00:06:34.920]  阿伯拉罕和上帝講
[00:06:34.920 --> 00:06:36.840]  主要說我沒有兒子
[00:06:36.840 --> 00:06:38.360]  你能賜給我什麼呢
[00:06:38.360 --> 00:06:40.720]  承受我家業的是大馬士革人
[00:06:40.720 --> 00:06:41.440]  以利以借
[00:06:41.440 --> 00:06:42.560]  就是說當時
[00:06:42.560 --> 00:06:44.600]  他是一個族的族長
[00:06:44.600 --> 00:06:46.360]  但是因爲他自己沒有兒子
[00:06:46.360 --> 00:06:48.760]  所以當他有任何財產要承繼
[00:06:48.760 --> 00:06:51.880]  就承繼給他最近的親人
[00:06:51.880 --> 00:06:54.560]  就是這個以利以借
[00:06:54.560 --> 00:06:58.800]  已經是他們當時講的大馬士革的外邊的人
[00:06:58.800 --> 00:07:01.040]  他們自己族的人已經沒有人可以承繼
[00:07:01.040 --> 00:07:03.040]  所以上帝說賜福他的時候
[00:07:03.040 --> 00:07:05.040]  阿伯拉罕居然是這樣回應的
[00:07:05.040 --> 00:07:06.640]  明明上帝說我要賜福你的
[00:07:06.640 --> 00:07:07.160]  他就說
[00:07:07.160 --> 00:07:09.040]  賜福我有什麼用
[00:07:09.040 --> 00:07:10.280]  我都沒有兒子
[00:07:10.280 --> 00:07:12.560]  都分給外人而已
[00:07:12.560 --> 00:07:14.480]  他不是不想拿上帝的福分
[00:07:14.480 --> 00:07:15.200]  但是他覺得
[00:07:15.200 --> 00:07:16.200]  他想深一層
[00:07:16.200 --> 00:07:17.440]  我就算多龐大
[00:07:17.440 --> 00:07:18.080]  好像現在這樣
[00:07:18.080 --> 00:07:20.120]  我有這麼多田地產業
[00:07:20.120 --> 00:07:22.480]  這麼多身邊的東西是屬於我的
[00:07:22.480 --> 00:07:24.360]  到我一死了都沒有了
[00:07:24.360 --> 00:07:25.600]  那沒辦法了
[00:07:25.600 --> 00:07:26.520]  我子女也沒有
[00:07:26.520 --> 00:07:28.320]  也沒有人可以承繼了
[00:07:28.320 --> 00:07:29.000]  那上帝說
[00:07:29.000 --> 00:07:30.040]  不是
[00:07:30.040 --> 00:07:31.320]  有的
[00:07:31.320 --> 00:07:32.560]  第三節
[00:07:32.560 --> 00:07:33.880]  阿伯拉罕再問說
[00:07:33.880 --> 00:07:35.320]  我看看我沒有後裔
[00:07:35.320 --> 00:07:36.640]  上帝說不會
[00:07:36.640 --> 00:07:37.600]  第四節說
[00:07:37.600 --> 00:07:39.640]  我不會讓別人承繼
[00:07:39.640 --> 00:07:42.040]  是你本身的後裔承繼你
[00:07:42.040 --> 00:07:43.480]  當這句話
[00:07:43.480 --> 00:07:45.000]  阿伯拉罕聽到上帝說
[00:07:45.000 --> 00:07:47.120]  你有兒子會承繼
[00:07:47.120 --> 00:07:48.920]  他第一時間在想什麼呢
[00:07:48.920 --> 00:07:50.360]  他第一時間在想
[00:07:50.360 --> 00:07:51.560]  我年紀大
[00:07:51.560 --> 00:07:53.000]  我太太也年紀大
[00:07:53.000 --> 00:07:53.800]  不怕
[00:07:53.800 --> 00:07:55.920]  我找個人幫我生
[00:07:55.920 --> 00:07:57.440]  十六章
[00:07:57.440 --> 00:07:58.800]  阿伯拉罕的妻子撒萊
[00:07:58.800 --> 00:07:59.960]  沒有爲他生兒子
[00:07:59.960 --> 00:08:01.120]  第一節說的
[00:08:01.120 --> 00:08:02.440]  接着就拿個婢女
[00:08:02.440 --> 00:08:03.600]  婢女應該年輕一點
[00:08:03.600 --> 00:08:04.600]  就叫做夏甲
[00:08:04.600 --> 00:08:07.800]  就請婢女和阿伯拉罕同房
[00:08:07.800 --> 00:08:10.680]  就爲他生了以實瑪尼
[00:08:10.680 --> 00:08:13.520]  所以其實阿伯拉罕的大兒子是以實瑪尼
[00:08:13.520 --> 00:08:14.640]  大家不要記錯
[00:08:14.640 --> 00:08:15.360]  不是以實
[00:08:15.360 --> 00:08:16.800]  以實是他小兒子
[00:08:16.800 --> 00:08:18.120]  大兒子是以實瑪尼
[00:08:18.120 --> 00:08:21.800]  但這個以實瑪尼就不是和他太太
[00:08:21.800 --> 00:08:22.880]  撒萊生的
[00:08:22.880 --> 00:08:24.640]  是和他的妻女
[00:08:24.640 --> 00:08:26.440]  就是他的妾侍
[00:08:26.440 --> 00:08:28.880]  就是夏甲生的
[00:08:28.880 --> 00:08:33.320]  人用不同的方法去處理一些事情
[00:08:33.320 --> 00:08:34.960]  上帝要祝福你
[00:08:34.960 --> 00:08:35.960]  你怎麼辦呢
[00:08:35.960 --> 00:08:37.880]  可能你就說上帝祝福我
[00:08:37.880 --> 00:08:39.000]  不過你就會想
[00:08:39.000 --> 00:08:40.920]  上帝會怎麼祝福我的
[00:08:40.920 --> 00:08:41.800]  是不是這樣
[00:08:41.800 --> 00:08:42.720]  可能是這樣的
[00:08:42.720 --> 00:08:43.800]  我都做些事
[00:08:43.800 --> 00:08:45.480]  或者我都配合一下
[00:08:45.480 --> 00:08:47.360]  甚至有時候我們想的配合就是
[00:08:47.360 --> 00:08:48.720]  當然是用人的方法
[00:08:48.720 --> 00:08:49.760]  如果上帝告訴你
[00:08:49.760 --> 00:08:52.720]  你明天就會有幾百萬
[00:08:52.720 --> 00:08:53.400]  你想想
[00:08:53.400 --> 00:08:55.800]  上帝很難讓我明天突然有幾百萬
[00:08:55.800 --> 00:08:56.080]  是嗎
[00:08:56.080 --> 00:08:57.320]  跌貸錢在前面
[00:08:57.320 --> 00:08:58.160]  我撿到
[00:08:58.160 --> 00:08:59.400]  都要報警察
[00:08:59.400 --> 00:09:01.360]  然後幾個月才還給我
[00:09:01.360 --> 00:09:02.240]  沒辦法的
[00:09:02.240 --> 00:09:03.160]  想想辦法
[00:09:03.160 --> 00:09:04.040]  不是的
[00:09:04.040 --> 00:09:05.840]  今晚哪裏有得賭
[00:09:05.840 --> 00:09:06.840]  哪裏有得跑馬
[00:09:06.840 --> 00:09:08.000]  哪裏有得中立彩
[00:09:08.000 --> 00:09:08.480]  我買
[00:09:08.480 --> 00:09:10.160]  我買完明天就中了
[00:09:10.160 --> 00:09:14.040]  可能我們就想辦法去滿足上帝給我們的祝福
[00:09:14.040 --> 00:09:15.440]  明明這句話比較深
[00:09:15.440 --> 00:09:17.080]  可能我們想辦法去做些事
[00:09:17.080 --> 00:09:18.000]  以爲這樣
[00:09:18.000 --> 00:09:18.720]  上帝要祝福我
[00:09:18.720 --> 00:09:20.120]  就要這樣
[00:09:20.120 --> 00:09:21.800]  想些辦法
[00:09:21.800 --> 00:09:23.360]  可能那些辦法最後
[00:09:23.360 --> 00:09:24.080]  不是最好的辦法
[00:09:24.080 --> 00:09:26.360]  甚至不對的辦法
[00:09:26.360 --> 00:09:27.840]  阿伯拉罕就是這樣
[00:09:27.840 --> 00:09:29.680]  當上帝說你有兒子承繼的
[00:09:29.680 --> 00:09:30.520]  他就很緊張
[00:09:30.520 --> 00:09:31.120]  我有兒子承繼
[00:09:31.120 --> 00:09:31.760]  正啊正啊
[00:09:31.760 --> 00:09:33.320]  不是啊我老婆都九十歲了
[00:09:33.320 --> 00:09:35.040]  那時候八十多歲
[00:09:35.040 --> 00:09:36.440]  我都快一百了
[00:09:36.440 --> 00:09:37.280]  怎麼辦
[00:09:37.280 --> 00:09:38.720]  好了好了找個妾侍就行了
[00:09:38.720 --> 00:09:40.160]  找個年輕的就能生了
[00:09:40.160 --> 00:09:44.320]  人總是要用他的辦法去以爲能夠去
[00:09:44.320 --> 00:09:47.560]  甚至以爲自己在幫上帝去完成一些使命
[00:09:47.560 --> 00:09:50.480]  爲了去完成上帝在你身上的祝福
[00:09:50.480 --> 00:09:52.040]  我不知道你明不明白這句話
[00:09:52.040 --> 00:09:53.640]  可能有時候我們都是這樣的
[00:09:53.640 --> 00:09:55.160]  是的上帝要這樣祝福我
[00:09:55.160 --> 00:09:56.200]  不過應該有這樣的方法
[00:09:56.200 --> 00:09:57.440]  我就想我的辦法
[00:09:57.440 --> 00:09:58.440]  最後不行的時候就說
[00:09:58.440 --> 00:09:59.240]  上帝你又說祝福我
[00:09:59.240 --> 00:10:00.640]  當然不行的
[00:10:00.640 --> 00:10:02.920]  人就是這樣的
[00:10:02.920 --> 00:10:05.400]  這個故事裏面說上帝很愛阿伯拉罕
[00:10:05.400 --> 00:10:06.800]  繼續祝福他
[00:10:06.800 --> 00:10:08.800]  最後上帝說不算
[00:10:08.800 --> 00:10:09.600]  以實瑪尼不算
[00:10:09.600 --> 00:10:11.120]  我都會令他爲大國
[00:10:11.120 --> 00:10:12.200]  我都會賜福他的
[00:10:12.200 --> 00:10:13.800]  不過他不算
[00:10:13.800 --> 00:10:16.520]  你真正的兒子是要你和撒拉生的
[00:10:16.520 --> 00:10:18.160]  所以撒拉就說傻的嗎
[00:10:18.160 --> 00:10:18.880]  偷笑的
[00:10:18.880 --> 00:10:20.200]  就是剛纔之前講的經文
[00:10:20.200 --> 00:10:21.320]  他說怎麼會啊
[00:10:21.320 --> 00:10:23.920]  我都快九十歲了怎麼生兒子
[00:10:23.920 --> 00:10:27.240]  結果上帝就讓阿伯拉罕一百歲
[00:10:27.240 --> 00:10:28.600]  撒拉九十歲的時候
[00:10:28.600 --> 00:10:30.600]  就生了以實
[00:10:30.600 --> 00:10:32.000]  當然很開心
[00:10:32.000 --> 00:10:33.760]  以實出世他們就很開心
[00:10:33.760 --> 00:10:34.400]  哇
[00:10:34.400 --> 00:10:35.920]  這個是上帝給我們的兒子
[00:10:35.920 --> 00:10:37.640]  非常開心
[00:10:37.640 --> 00:10:39.520]  接着到二十一章
[00:10:39.520 --> 00:10:42.080]  就是阿伯拉罕這個故事的一個高峯
[00:10:42.080 --> 00:10:43.800]  《聖經》裏面講這件事以後
[00:10:43.800 --> 00:10:46.040]  就是當講以實出世了
[00:10:46.040 --> 00:10:47.000]  接着
[00:10:47.000 --> 00:10:49.560]  阿伯拉罕和阿比米勒納約
[00:10:49.560 --> 00:10:51.600]  就是他們開始穩定下來了
[00:10:51.600 --> 00:10:52.680]  坐定了
[00:10:52.680 --> 00:10:55.760]  這個遊牧民族周圍走的民族
[00:10:55.760 --> 00:10:58.560]  終於坐下去經歷上帝的豐富了
[00:10:58.560 --> 00:10:59.760]  《聖經》裏面這樣描述
[00:10:59.760 --> 00:11:04.000]  他說上帝考驗阿伯拉罕
[00:11:04.000 --> 00:11:05.760]  弟兄姐妹如果在你生命裏面
[00:11:05.760 --> 00:11:07.040]  在你信仰的經裏面
[00:11:07.040 --> 00:11:08.600]  其中有一頁
[00:11:08.600 --> 00:11:11.720]  出現就是上帝考驗你
[00:11:11.720 --> 00:11:14.800]  你猜這個記載的心情是什麼心情
[00:11:14.800 --> 00:11:16.360]  可能扁嘴都不行
[00:11:16.360 --> 00:11:17.400]  三個扁嘴
[00:11:17.400 --> 00:11:18.400]  五個討厭
[00:11:18.400 --> 00:11:19.240]  討厭
[00:11:19.240 --> 00:11:20.480]  總之就是我不喜歡
[00:11:20.480 --> 00:11:21.240]  怎麼搞的
[00:11:21.240 --> 00:11:23.440]  上帝爲什麼試驗我
[00:11:23.440 --> 00:11:25.880]  《聖經》裏面講上帝要試驗他
[00:11:25.880 --> 00:11:27.160]  就跟他說
[00:11:27.160 --> 00:11:29.080]  阿伯拉罕啊
[00:11:29.080 --> 00:11:30.960]  你帶你兒子
[00:11:30.960 --> 00:11:33.240]  就是你所愛的獨子以實
[00:11:33.240 --> 00:11:34.920]  去摩尼亞山
[00:11:34.920 --> 00:11:35.920]  摩尼亞地
[00:11:35.920 --> 00:11:36.800]  去那裏
[00:11:36.800 --> 00:11:38.720]  我會指示你在山上
[00:11:38.720 --> 00:11:41.960]  將他獻爲樊祭
[00:11:41.960 --> 00:11:44.160]  這個指示很奇怪
[00:11:44.160 --> 00:11:45.240]  對阿伯拉罕來說
[00:11:45.240 --> 00:11:46.440]  非常奇怪
[00:11:46.440 --> 00:11:48.120]  這個兒子不是你給我的嗎
[00:11:48.120 --> 00:11:51.360]  這個兒子不是你獨特地讓我等了這麼多十年
[00:11:51.360 --> 00:11:52.840]  終於給我的嗎
[00:11:52.840 --> 00:11:53.640]  你居然告訴我
[00:11:53.640 --> 00:11:55.560]  只要帶我兒子去成爲樊祭
[00:11:55.560 --> 00:11:56.560]  樊祭就好像
[00:11:56.560 --> 00:11:57.240]  他們那時候獻祭
[00:11:57.240 --> 00:11:59.360]  拿羊和牲畜斬開一半
[00:11:59.360 --> 00:12:00.440]  獻給上帝
[00:12:00.440 --> 00:12:02.720]  就是要我殺了我兒子
[00:12:02.720 --> 00:12:05.240]  爲什麼會這樣
[00:12:05.240 --> 00:12:06.920]  可能我們今天不太明白
[00:12:06.920 --> 00:12:10.160]  上帝爲什麼要求這麼殘忍
[00:12:10.160 --> 00:12:12.680]  但如果我們看回一些歷史記載
[00:12:12.680 --> 00:12:14.600]  在阿伯拉罕的年代
[00:12:14.600 --> 00:12:16.160]  其他的民族
[00:12:16.160 --> 00:12:19.240]  原來他們也有這種獻祭的方法
[00:12:19.240 --> 00:12:21.320]  當人們很想用獻祭
[00:12:21.320 --> 00:12:24.080]  向他的神明取悅的時候
[00:12:24.080 --> 00:12:27.000]  就是將他有的東西獻給他的神明
[00:12:27.000 --> 00:12:29.280]  包括一些牛羊和牲畜
[00:12:29.280 --> 00:12:32.800]  最大的獻祭在當時的文化流傳是什麼呢
[00:12:32.800 --> 00:12:34.560]  就是將你自己有的東西
[00:12:34.560 --> 00:12:36.400]  最寶貴的獻出來
[00:12:36.400 --> 00:12:39.480]  你如果願意爲你的神獻上最寶貴的東西
[00:12:39.480 --> 00:12:41.800]  那你就可以得到你的神明最大的祝福了
[00:12:41.800 --> 00:12:43.160]  所以當時的文化裏面
[00:12:43.160 --> 00:12:46.760]  根據考究是真的有將自己的兒子殺了
[00:12:46.760 --> 00:12:48.840]  來獻祭這麼殘忍的事
[00:12:48.840 --> 00:12:50.880]  是當時的文化裏面會發生的
[00:12:50.880 --> 00:12:52.600]  因爲你的兒子就是你最愛的
[00:12:52.600 --> 00:12:54.480]  而最愛的就是你的大兒子
[00:12:54.480 --> 00:12:55.040]  你的長子
[00:12:55.040 --> 00:12:56.680]  就是承繼你的那個
[00:12:56.680 --> 00:12:59.040]  所以長子在家庭裏面很重要
[00:12:59.040 --> 00:13:00.600]  但是如果你能夠將最重要
