
[00:00:00.000 --> 00:00:02.320]  各位弟兄姊妹平安又到了
[00:02:10.640 --> 00:02:15.320]  因為當他們一進入「院子」裡面的時候
[00:02:15.320 --> 00:02:18.240]  第一個看到的就是「祭壇」
[00:02:18.240 --> 00:02:23.840]  而進入「院子」只有一條的「通道」
[00:02:23.840 --> 00:02:26.640]  只有這一道的「門口」
[00:02:26.640 --> 00:02:29.080]  可以進入「院子」
[00:02:29.080 --> 00:02:32.760]  這個都有一個很寶貴屬靈的意思
[00:02:32.760 --> 00:02:35.360]  原來今天我們來到神的面前
[00:02:35.360 --> 00:02:38.480]  只有一條「通道」
[00:02:38.480 --> 00:02:40.560]  耶穌來到世上的時候
[00:02:40.560 --> 00:02:42.080]  祂就說
[00:02:42.080 --> 00:02:44.560]  「我就是道路」
[00:02:44.560 --> 00:02:46.040]  「我就是真理」
[00:02:46.040 --> 00:02:47.480]  「我就是生命」
[00:02:47.480 --> 00:02:49.080]  「若不藉著我」
[00:02:49.080 --> 00:02:53.360]  「是沒有人進到庫那裡去」
[00:02:53.360 --> 00:02:55.400]  所以你要進入這個「匯幕」
[00:02:55.400 --> 00:02:57.720]  去親近神、去敬拜神的時候
[00:02:57.720 --> 00:02:59.040]  只有一個「門口」
[00:02:59.040 --> 00:03:00.280]  只有一條的「路」
[00:03:00.280 --> 00:03:03.480]  只有一個的「通道」可以進入
[00:03:03.480 --> 00:03:07.280]  他們先來到「祭壇」面前就要「獻祭」
[00:03:07.280 --> 00:03:10.440]  因為「獻祭」就是為了贖自己的罪
[00:03:10.440 --> 00:03:12.160]  那些有能力的
[00:03:12.160 --> 00:03:15.720]  就可以獻牛羊
[00:03:15.720 --> 00:03:17.240]  那些沒什麼能力的
[00:03:17.240 --> 00:03:20.600]  就可以獻甲子、斑鴿
[00:03:20.600 --> 00:03:24.720]  或者是他們一些的農作物等等
[00:03:24.720 --> 00:03:27.920]  第二樣在院子裡面的聖物
[00:03:27.920 --> 00:03:30.240]  就是「洗作盤」
[00:03:30.240 --> 00:03:34.040]  因為他們需要來洗自己的手和腳
[00:03:34.040 --> 00:03:36.960]  以致保持潔淨
[00:03:36.960 --> 00:03:38.680]  這個「洗作盤」
[00:03:38.680 --> 00:03:42.120]  就代表我們每一次去到神面前
[00:03:42.120 --> 00:03:45.240]  我們不單止我們的罪要被縮去
[00:03:45.240 --> 00:03:49.000]  更加是我們需要清潔潔
[00:03:49.000 --> 00:03:51.120]  所以各位親愛的弟兄姊妹
[00:03:51.120 --> 00:03:53.520]  這個「洗作盤」成為我們今天
[00:03:53.520 --> 00:03:55.760]  一個很寶貴的提醒
[00:03:55.760 --> 00:04:00.640]  你和我要過一個聖潔的生活
[00:04:00.640 --> 00:04:02.160]  因為聖經裡面說
[00:04:02.160 --> 00:04:04.280]  人非聖潔
[00:04:04.280 --> 00:04:07.080]  就不能夠見神
[00:04:07.080 --> 00:04:09.920]  我們必須要清潔潔
[00:04:09.920 --> 00:04:15.160]  保持我們心靈、內心都是清潔
[00:04:15.160 --> 00:04:18.840]  接著就是「聖所」和「致聖所」
[00:04:18.840 --> 00:04:22.240]  「聖所」只能夠祭祀先進去
[00:04:22.240 --> 00:04:24.960]  「聖所」裡面有三樣聖物
[00:04:24.960 --> 00:04:27.720]  第一個就是「金燈台」
[00:04:27.720 --> 00:04:30.400]  「金燈台」一共有七盞燈
[00:04:30.400 --> 00:04:32.960]  造成一個台
[00:04:32.960 --> 00:04:35.920]  七就是完全的數字
[00:04:35.920 --> 00:04:38.360]  而「金燈台」就要用那些
[00:04:38.360 --> 00:04:44.000]  最精華的橄欖油來點燈
[00:04:44.000 --> 00:04:46.600]  而且這個「金燈台」的燈
[00:04:46.600 --> 00:04:49.920]  是永遠不會熄滅的
[00:04:49.920 --> 00:04:54.640]  就代表那個光是永遠照亮
[00:04:54.640 --> 00:04:56.880]  耶穌來到宣告
[00:04:56.880 --> 00:04:59.600]  祂就是世界的光
[00:04:59.600 --> 00:05:01.600]  祂是真光
[00:05:01.600 --> 00:05:04.520]  第二樣就有一個叫做
[00:05:04.520 --> 00:05:08.080]  「陳設餅」和「桌子」
[00:05:08.080 --> 00:05:13.280]  桌子上面就放了十二個陳設餅
[00:05:13.280 --> 00:05:15.880]  六個一組、六個一組
[00:05:15.880 --> 00:05:19.440]  一共有兩組對著
[00:05:19.440 --> 00:05:24.320]  這十二個陳設餅就代表了十二個支派
[00:05:24.320 --> 00:05:27.440]  每一個禮拜到了安息日
[00:05:27.440 --> 00:05:30.800]  就要換新的陳設餅
[00:05:30.800 --> 00:05:32.840]  陳設餅代表什麼呢?
[00:05:32.840 --> 00:05:35.720]  代表十二個支派是屬於神的
[00:05:35.720 --> 00:05:40.200]  神也是供應我們的糧食
[00:05:40.200 --> 00:05:42.440]  所以耶穌來到宣告
[00:05:42.440 --> 00:05:46.160]  祂說我是生命的糧
[00:05:46.160 --> 00:05:49.000]  到我這裡來就永遠不餓
[00:05:49.000 --> 00:05:50.920]  今天我們作為信徒
[00:05:50.920 --> 00:05:53.560]  我們時時都要領受天良
[00:05:53.560 --> 00:05:57.200]  神的糧就餵養我們、供應我們
[00:05:57.200 --> 00:06:00.440]  然後在聖水裡面還有第三件聖物
[00:06:00.440 --> 00:06:02.880]  就是一個香爐
[00:06:02.880 --> 00:06:04.720]  「金香爐」
[00:06:04.720 --> 00:06:08.120]  這個「金香爐」就是時時點著香
[00:06:08.120 --> 00:06:11.480]  所以有香氣向上升的
[00:06:11.480 --> 00:06:13.480]  香是代表什麼呢?
[00:06:13.480 --> 00:06:17.280]  香就代表我們的祈禱
[00:06:17.280 --> 00:06:23.080]  我們的禱告是如香獻情在神面前
[00:06:23.080 --> 00:06:29.960]  在詩篇裡面記載了我們很需要如香
[00:06:29.960 --> 00:06:34.080]  詩篇141篇第二節說
[00:06:34.080 --> 00:06:39.480]  願我的禱告如香陳列在你面前
[00:06:39.480 --> 00:06:42.560]  願我舉手祈求
[00:06:42.560 --> 00:06:45.960]  好像獻萬祭一樣
[00:06:45.960 --> 00:06:47.600]  求神幫助我們
[00:06:47.600 --> 00:06:50.840]  讓我們是日日夜夜
[00:06:50.840 --> 00:06:53.560]  到神的面前舉手祈禱
[00:06:53.560 --> 00:06:55.880]  禱告就好像呼吸一樣
[00:06:55.880 --> 00:06:57.400]  是很自然的
[00:06:57.400 --> 00:07:01.640]  隨時隨地我們都可以向神禱告
[00:07:01.640 --> 00:07:05.240]  然後聖所和致聖所中間
[00:07:05.240 --> 00:07:08.920]  就有一個萬紙擋著
[00:07:08.920 --> 00:07:11.960]  這個萬紙很重的從上到下
[00:07:11.960 --> 00:07:15.440]  所以一年一度的大祭司
[00:07:15.440 --> 00:07:19.760]  就要爬入致聖所裡面朝見神
[00:07:19.760 --> 00:07:23.360]  因為有時神就會在致聖所
[00:07:23.360 --> 00:07:25.800]  向大祭司說話
[00:07:25.800 --> 00:07:29.320]  當大祭司爬進去致聖所的時候
[00:07:29.320 --> 00:07:34.600]  祂先要用血彈起先恩座的上面
[00:07:34.600 --> 00:07:39.440]  然後代表為所有的百姓贖罪
[00:07:39.440 --> 00:07:42.440]  致聖所裡面有兩件聖物
[00:07:42.440 --> 00:07:47.000]  就是約瑰和約瑰上面的私恩座
[00:07:47.000 --> 00:07:51.840]  上個星期我已經講解了約瑰和私恩座
[00:07:51.840 --> 00:07:53.680]  這個也是預表
[00:07:53.680 --> 00:07:56.440]  今天我們可以坦然無懼的
[00:07:56.440 --> 00:07:59.560]  因為當耶穌釘在十字架上面的時候
[00:07:59.560 --> 00:08:04.720]  聖殿的萬紙是由上到下列為兩半
[00:08:04.720 --> 00:08:06.880]  表明不是人手做的
[00:08:06.880 --> 00:08:08.800]  是神自己的作為
[00:08:08.800 --> 00:08:12.600]  從上到下列開的
[00:08:12.600 --> 00:08:16.000]  於是人就可以坦然無懼
[00:08:16.000 --> 00:08:19.040]  去到神那裡遷就祂
[00:08:19.040 --> 00:08:23.280]  所以今天我們可以來到私恩寶座面前
[00:08:23.280 --> 00:08:27.400]  為了求蓮淑蒙恩慰
[00:08:27.400 --> 00:08:30.440]  作我們隨時的幫助
[00:08:30.440 --> 00:08:33.120]  這個會幕代表什麼呢?
[00:08:33.120 --> 00:08:36.680]  在《出埃及記》講得很清楚
[00:08:36.680 --> 00:08:41.640]  就代表神要住在以色列人中間
[00:08:41.640 --> 00:08:43.280]  做祂們的神
[00:08:43.280 --> 00:08:46.960]  祂們要知道耶和華就是祂們的神
[00:08:46.960 --> 00:08:50.880]  是祂將祂們從埃及領出來的
[00:08:50.880 --> 00:08:53.360]  為了要住在祂們中間
[00:08:53.360 --> 00:08:56.520]  我是耶和華,祂們的神
[00:08:56.520 --> 00:09:00.360]  所以會幕就是神與人同住
[00:09:00.360 --> 00:09:03.120]  神的臨在的意思
[00:09:03.120 --> 00:09:08.120]  然後到了啟示錄二十一章第二節那裡又說
[00:09:08.120 --> 00:09:11.080]  看啊!神的帳幕在人間
[00:09:11.080 --> 00:09:13.000]  祂要與人同住
[00:09:13.000 --> 00:09:15.200]  祂們要作祂的指紋
[00:09:15.200 --> 00:09:17.920]  神要與祂們同在
[00:09:17.920 --> 00:09:19.120]  作祂們的神
[00:09:19.120 --> 00:09:22.000]  神要擦去祂們一切的眼淚
[00:09:22.000 --> 00:09:23.480]  不再有死亡
[00:09:23.480 --> 00:09:25.360]  也不再有悲哀
[00:09:25.360 --> 00:09:27.040]  哭哭疼痛
[00:09:27.040 --> 00:09:30.480]  因為以前的事都過去了
[00:09:30.480 --> 00:09:31.880]  我們感謝神
[00:09:31.880 --> 00:09:34.840]  今天雖然我們不是活起舊約的時代
[00:09:34.840 --> 00:09:37.080]  我們沒有這個會幕
[00:09:37.080 --> 00:09:38.560]  但是我們期待的
[00:09:38.560 --> 00:09:41.160]  就是將來在新鮮新地
[00:09:41.160 --> 00:09:43.280]  神與我們同在
[00:09:43.280 --> 00:09:45.680]  神的帳幕在我們那裡
[00:09:45.680 --> 00:09:47.040]  不再有死亡
[00:09:47.040 --> 00:09:48.840]  不再有悲哀、哭哭
[00:09:48.840 --> 00:09:53.320]  因為一切都變成新的
[00:09:53.320 --> 00:09:58.160]  所以盼望你對會幕有更深的認識
[00:09:58.160 --> 00:10:00.040]  天父祝福你
